date,FU146110005.Q,FU146000105.Q,FU145090005.Q,FU145050005.Q,FU145019005.Q,FU145012005.Q,FU145013005.Q,FU145020005.Q,FU105420005.Q,FU145000005.Q,FU144090005.Q,FU103091003.Q,FU143020005.Q,FU143030005.Q,FU143034005.Q,FU102051003.Q,FU144022005.Q,FU103069100.Q,FU143061105.Q,FU103061703.Q,FU143062005.Q,FU144023005.Q,FU143065005.Q,FU143066005.Q,FU103064203.Q,FU143070005.Q,FU103092005.Q,FU143090005.Q,FU144190005.Q,FU104122005.Q,FU103169100.Q,FU103162000.Q,FU103163003.Q,FU144123005.Q,FU143168005.Q,FU143169005.Q,FU143165005.Q,FU103164103.Q,FU143170005.Q,FU143178005.Q,FU143192005.Q,FU143190005.Q,FU112090205.Q,FU107005005.Q
1963:Q1,27402.00,16521.00,15111.00,17393.00,15842.00,2013.00,13829.00,1717.00,-166.00,-2282.00,764.00,38.00,-6819.00,344.00,0.00,0.00,4172.00,-212.00,4060.00,-345.00,669.00,-1387.00,2.00,-1389.00,11.00,2530.00,918.00,957.00,3046.00,952.00,16.00,0.00,936.00,2212.00,-427.00,907.00,1732.00,-5.00,-90.00,-759.00,40.00,261.00,435.00,1410.00
1963:Q2,28362.00,16959.00,15268.00,17414.00,16445.00,2165.00,14281.00,1209.00,-241.00,-2145.00,4777.00,121.00,1482.00,-184.00,0.00,0.00,-415.00,-84.00,-1115.00,384.00,400.00,941.00,0.00,941.00,-2.00,1233.00,892.00,709.00,6923.00,889.00,-227.00,0.00,1116.00,4739.00,1615.00,504.00,2620.00,-11.00,1154.00,147.00,115.00,195.00,-305.00,1691.00
1963:Q3,28898.00,17226.00,15611.00,18086.00,16900.00,2206.00,14693.00,1429.00,-242.00,-2476.00,4670.00,-65.00,591.00,-43.00,0.00,0.00,-323.00,-563.00,-650.00,85.00,805.00,223.00,0.00,223.00,-1.00,3120.00,599.00,569.00,7145.00,654.00,124.00,0.00,530.00,2457.00,360.00,-330.00,2427.00,96.00,1957.00,970.00,117.00,157.00,738.00,1615.00
1963:Q4,29592.00,17415.00,10975.00,18551.00,17429.00,2317.00,15112.00,1266.00,-144.00,-7575.00,5103.00,-303.00,3619.00,570.00,0.00,0.00,475.00,524.00,526.00,209.00,-784.00,1422.00,4.00,1418.00,8.00,-1076.00,902.00,-514.00,12678.00,1046.00,-143.00,0.00,1189.00,6465.00,3033.00,850.00,2582.00,-421.00,2982.00,1031.00,-39.00,309.00,1306.00,6440.00
1964:Q1,30323.00,18368.00,17347.00,18888.00,17861.00,2471.00,15390.00,1281.00,-254.00,-1541.00,19.00,136.00,-4572.00,1037.00,0.00,68.00,1146.00,372.00,1020.00,-283.00,37.00,-1128.00,5.00,-1133.00,-1.00,1700.00,743.00,890.00,1560.00,657.00,-20.00,0.00,677.00,2685.00,-407.00,1284.00,1808.00,637.00,-2624.00,-635.00,86.00,207.00,547.00,1021.00
1964:Q2,30559.00,18417.00,15307.00,19000.00,18194.00,2398.00,15796.00,1114.00,-308.00,-3693.00,5032.00,92.00,2012.00,-272.00,0.00,101.00,-638.00,-283.00,-908.00,39.00,514.00,679.00,7.00,672.00,11.00,1566.00,957.00,524.00,8725.00,1212.00,-59.00,0.00,1271.00,5656.00,2134.00,938.00,2584.00,782.00,1570.00,-434.00,107.00,245.00,-413.00,3110.00
1964:Q3,31072.00,18584.00,17087.00,19501.00,18645.00,2352.00,16293.00,1173.00,-317.00,-2414.00,6459.00,56.00,440.00,-143.00,0.00,-34.00,-926.00,671.00,-838.00,-212.00,-547.00,188.00,7.00,181.00,5.00,5618.00,910.00,345.00,8873.00,888.00,192.00,0.00,696.00,3384.00,743.00,-52.00,2693.00,187.00,2974.00,663.00,58.00,207.00,512.00,1497.00
1964:Q4,31175.00,18629.00,9545.00,20239.00,19026.00,2314.00,16712.00,1254.00,-41.00,-10694.00,3943.00,-181.00,1810.00,362.00,0.00,174.00,-219.00,-35.00,79.00,-152.00,-111.00,1447.00,5.00,1442.00,22.00,-197.00,955.00,-230.00,14637.00,1394.00,44.00,0.00,1350.00,6327.00,3095.00,403.00,2829.00,-461.00,4502.00,873.00,48.00,212.00,1742.00,9084.00
1965:Q1,33352.00,20209.00,17810.00,22732.00,20069.00,2260.00,17809.00,2886.00,-223.00,-4922.00,2656.00,-64.00,-3308.00,1033.00,0.00,-29.00,199.00,-699.00,-389.00,78.00,1209.00,-1156.00,2.00,-1158.00,12.00,3317.00,1488.00,1164.00,7578.00,656.00,-278.00,0.00,934.00,5800.00,2688.00,1173.00,1939.00,-56.00,453.00,-320.00,195.00,216.00,634.00,2399.00
1965:Q2,34273.00,20541.00,17326.00,22794.00,20765.00,2232.00,18533.00,2142.00,-113.00,-5467.00,5579.00,-211.00,845.00,897.00,0.00,-82.00,-1542.00,-317.00,-1772.00,-19.00,566.00,799.00,0.00,799.00,27.00,2847.00,1274.00,725.00,11046.00,1479.00,-120.00,0.00,1599.00,7253.00,3637.00,988.00,2628.00,330.00,2365.00,-575.00,6.00,228.00,-41.00,3214.00
1965:Q3,34830.00,20724.00,18513.00,23642.00,21523.00,2213.00,19311.00,2323.00,-204.00,-5129.00,6275.00,70.00,-912.00,611.00,0.00,138.00,-350.00,215.00,-491.00,195.00,-269.00,14.00,0.00,14.00,2.00,5788.00,905.00,9.00,11404.00,1892.00,199.00,0.00,1693.00,3571.00,1395.00,-330.00,2506.00,13.00,3380.00,1013.00,174.00,236.00,1125.00,2210.00
1965:Q4,36257.00,21389.00,19540.00,24143.00,22479.00,2228.00,20252.00,1896.00,-232.00,-4604.00,13533.00,-107.00,3804.00,-219.00,0.00,257.00,594.00,477.00,719.00,-16.00,-586.00,1553.00,2.00,1551.00,10.00,1142.00,1126.00,5373.00,18137.00,497.00,-129.00,0.00,626.00,8394.00,4726.00,1116.00,2552.00,-315.00,5228.00,1965.00,96.00,228.00,2044.00,1850.00
1966:Q1,37725.00,22175.00,21221.00,26570.00,23434.00,2267.00,21167.00,3468.00,-332.00,-5349.00,2569.00,103.00,-5102.00,893.00,0.00,-81.00,861.00,1005.00,410.00,-22.00,-532.00,-1388.00,5.00,-1393.00,25.00,3951.00,965.00,2342.00,7918.00,2986.00,23.00,0.00,2963.00,5817.00,1600.00,1550.00,2667.00,-132.00,-1060.00,-162.00,131.00,240.00,98.00,954.00
1966:Q2,37314.00,22406.00,19393.00,26800.00,23936.00,2164.00,21772.00,3079.00,-216.00,-7407.00,5349.00,33.00,795.00,-178.00,0.00,-73.00,-1372.00,98.00,-1628.00,166.00,-8.00,755.00,7.00,748.00,34.00,3932.00,1485.00,-62.00,12756.00,2608.00,41.00,0.00,2567.00,9295.00,5418.00,751.00,3126.00,1508.00,1647.00,-2538.00,128.00,212.00,-104.00,3013.00
1966:Q3,37085.00,22487.00,19389.00,26911.00,24212.00,2071.00,22140.00,2963.00,-264.00,-7522.00,4674.00,15.00,-1137.00,66.00,0.00,42.00,-906.00,-521.00,-556.00,-275.00,446.00,-436.00,8.00,-444.00,67.00,6004.00,1135.00,-176.00,12196.00,3038.00,605.00,0.00,2433.00,2769.00,1204.00,-874.00,2439.00,267.00,3396.00,968.00,-40.00,142.00,1657.00,3098.00
1966:Q4,36917.00,23388.00,16455.00,28177.00,24200.00,1867.00,22333.00,4126.00,-149.00,-11722.00,2825.00,-47.00,4762.00,-1171.00,0.00,414.00,233.00,900.00,280.00,-80.00,-867.00,1214.00,6.00,1208.00,15.00,-950.00,1588.00,-3234.00,14546.00,2407.00,156.00,0.00,2251.00,5575.00,2602.00,1117.00,1856.00,-384.00,3959.00,852.00,144.00,149.00,1845.00,6932.00
1967:Q1,36250.00,23050.00,21811.00,27588.00,23824.00,1779.00,22045.00,3856.00,-92.00,-5777.00,-1014.00,66.00,-3081.00,953.00,0.00,-327.00,-494.00,643.00,-609.00,-234.00,-294.00,-1336.00,1.00,-1337.00,0.00,1151.00,1322.00,732.00,4763.00,4198.00,1055.00,0.00,3143.00,3372.00,635.00,1063.00,1674.00,252.00,-4136.00,-684.00,164.00,162.00,1435.00,1239.00
1967:Q2,36123.00,22949.00,20424.00,25676.00,24038.00,1957.00,22081.00,1585.00,53.00,-5253.00,1303.00,-108.00,1944.00,-779.00,0.00,99.00,-2744.00,-77.00,-2537.00,-107.00,-23.00,573.00,-2.00,575.00,43.00,1631.00,828.00,-184.00,6556.00,4184.00,565.00,0.00,3619.00,6603.00,3909.00,-3.00,2697.00,480.00,1238.00,-5434.00,185.00,42.00,-742.00,2525.00
1967:Q3,36849.00,23337.00,22679.00,26236.00,24241.00,2081.00,22160.00,2316.00,-320.00,-3557.00,7329.00,-16.00,1168.00,322.00,0.00,-62.00,-291.00,498.00,-571.00,-2.00,-216.00,-303.00,-2.00,-301.00,27.00,4731.00,1172.00,581.00,10886.00,4531.00,22.00,0.00,4509.00,1303.00,-852.00,-511.00,2666.00,736.00,3072.00,570.00,134.00,299.00,241.00,658.00
1967:Q4,37793.00,24224.00,19551.00,27455.00,25078.00,2293.00,22785.00,2108.00,269.00,-7904.00,11450.00,142.00,2647.00,583.00,0.00,65.00,1928.00,36.00,1377.00,321.00,194.00,1232.00,1.00,1231.00,54.00,1348.00,1222.00,2229.00,19354.00,3157.00,-230.00,0.00,3387.00,5314.00,4223.00,762.00,329.00,929.00,5659.00,1359.00,207.00,2730.00,-1.00,4673.00
1968:Q1,38797.00,23441.00,21063.00,28579.00,26028.00,2427.00,23601.00,2110.00,441.00,-7515.00,4092.00,302.00,-1567.00,-307.00,0.00,433.00,2422.00,-133.00,1386.00,179.00,990.00,-1343.00,-6.00,-1337.00,126.00,1681.00,1110.00,1235.00,11607.00,3050.00,448.00,0.00,2602.00,6102.00,-66.00,1491.00,4677.00,365.00,-3211.00,4442.00,358.00,-1919.00,2420.00,2378.00
1968:Q2,39568.00,24388.00,23324.00,29757.00,26098.00,2593.00,23505.00,3521.00,139.00,-6433.00,7103.00,392.00,1841.00,-1246.00,0.00,-36.00,-889.00,784.00,-1273.00,149.00,-549.00,499.00,-2.00,501.00,-13.00,5132.00,1286.00,137.00,13535.00,3446.00,-82.00,0.00,3528.00,8875.00,4606.00,1353.00,2916.00,530.00,4790.00,-4636.00,134.00,526.00,-130.00,1064.00
1968:Q3,40069.00,24749.00,21256.00,28808.00,26745.00,2744.00,24001.00,1920.00,142.00,-7552.00,7400.00,83.00,-108.00,410.00,0.00,-46.00,-739.00,468.00,-698.00,31.00,-540.00,-602.00,-1.00,-601.00,32.00,7324.00,1599.00,-553.00,14952.00,4829.00,1528.00,0.00,3301.00,2923.00,498.00,-489.00,2914.00,-476.00,6460.00,-101.00,145.00,634.00,538.00,3492.00
1968:Q4,40787.00,25287.00,22022.00,29350.00,27986.00,2975.00,25011.00,1502.00,-137.00,-7328.00,14306.00,-245.00,2722.00,517.00,0.00,100.00,1809.00,28.00,1130.00,70.00,581.00,1529.00,-3.00,1532.00,33.00,3021.00,983.00,3837.00,21634.00,2783.00,-679.00,0.00,3462.00,10532.00,6262.00,900.00,3370.00,-578.00,6303.00,1400.00,138.00,725.00,331.00,3264.00
1969:Q1,40571.00,25280.00,26337.00,31891.00,29092.00,3227.00,25865.00,2872.00,-74.00,-5554.00,8500.00,269.00,-748.00,-1364.00,0.00,1081.00,1752.00,1108.00,490.00,336.00,-182.00,-1293.00,23.00,-1316.00,56.00,5620.00,1537.00,1590.00,14054.00,4068.00,631.00,0.00,3437.00,6085.00,2041.00,1604.00,2440.00,337.00,206.00,1187.00,344.00,702.00,1125.00,-1057.00
1969:Q2,40256.00,25249.00,22332.00,31955.00,29751.00,3351.00,26400.00,2306.00,-102.00,-9623.00,8480.00,-47.00,3819.00,-3099.00,0.00,-256.00,-1270.00,599.00,-1400.00,-169.00,-300.00,538.00,137.00,401.00,25.00,6355.00,1834.00,581.00,18103.00,3315.00,34.00,0.00,3281.00,12391.00,5524.00,3775.00,3092.00,421.00,5481.00,-3297.00,262.00,736.00,-1206.00,2917.00
1969:Q3,39629.00,25305.00,23000.00,33180.00,30715.00,3409.00,27307.00,2549.00,-84.00,-10180.00,8630.00,-191.00,561.00,-1068.00,0.00,922.00,-1995.00,400.00,-2113.00,-32.00,-250.00,-57.00,141.00,-198.00,-19.00,8625.00,1630.00,222.00,18810.00,3588.00,864.00,0.00,2724.00,6363.00,12.00,3482.00,2869.00,990.00,6736.00,287.00,251.00,754.00,-159.00,2305.00
1969:Q4,38933.00,24488.00,19539.00,32168.00,30794.00,3287.00,27507.00,1447.00,-72.00,-12629.00,10606.00,-445.00,2052.00,127.00,0.00,443.00,189.00,422.00,-90.00,107.00,-250.00,1339.00,135.00,1204.00,-7.00,2678.00,573.00,3657.00,23235.00,2111.00,-422.00,0.00,2533.00,10207.00,4726.00,1970.00,3511.00,1658.00,7723.00,121.00,345.00,691.00,379.00,4949.00
1970:Q1,37050.00,24141.00,21311.00,31386.00,30962.00,3336.00,27627.00,456.00,-32.00,-10075.00,4728.00,-1.00,-2404.00,896.00,0.00,451.00,-138.00,528.00,-341.00,-200.00,-125.00,-1262.00,58.00,-1320.00,-21.00,4219.00,2121.00,867.00,14803.00,4757.00,1688.00,0.00,3069.00,6712.00,-2170.00,4289.00,4593.00,1317.00,-2237.00,218.00,569.00,191.00,3277.00,2830.00
1970:Q2,36818.00,25602.00,20465.00,32441.00,31151.00,3276.00,27874.00,1270.00,20.00,-11975.00,5589.00,48.00,-1267.00,1363.00,0.00,-2503.00,1521.00,276.00,860.00,10.00,375.00,462.00,108.00,354.00,139.00,2260.00,2503.00,1063.00,17564.00,5579.00,-149.00,0.00,5728.00,11694.00,3929.00,3187.00,4578.00,1195.00,3075.00,-2792.00,215.00,84.00,-1486.00,5137.00
1970:Q3,37434.00,25570.00,25243.00,32709.00,31474.00,3372.00,28102.00,1271.00,-35.00,-7466.00,4182.00,-79.00,1151.00,414.00,0.00,-1196.00,-495.00,1.00,951.00,-322.00,-1125.00,592.00,106.00,486.00,-91.00,2451.00,1634.00,-199.00,11649.00,5826.00,466.00,0.00,5360.00,3413.00,1870.00,-3240.00,4783.00,1106.00,1883.00,105.00,355.00,451.00,-1491.00,327.00
1970:Q4,36390.00,25021.00,21812.00,30206.00,31141.00,3723.00,27418.00,-996.00,61.00,-8393.00,8823.00,-343.00,3581.00,422.00,0.00,171.00,618.00,956.00,-633.00,45.00,250.00,1338.00,106.00,1232.00,-49.00,-1974.00,863.00,4196.00,17216.00,5371.00,-228.00,0.00,5599.00,5263.00,2826.00,-2258.00,4695.00,2076.00,4467.00,-163.00,285.00,575.00,-658.00,3209.00
1971:Q1,39182.00,27738.00,27722.00,35459.00,31898.00,3973.00,27926.00,3064.00,497.00,-7737.00,9346.00,284.00,-4071.00,2597.00,0.00,1084.00,157.00,565.00,-498.00,-160.00,250.00,913.00,280.00,633.00,-67.00,3568.00,2230.00,2651.00,17083.00,6666.00,1200.00,0.00,5466.00,4576.00,-1461.00,2095.00,3942.00,1982.00,-265.00,1702.00,177.00,907.00,1338.00,17.00
1971:Q2,40417.00,28381.00,24592.00,35533.00,32954.00,4408.00,28546.00,2719.00,-140.00,-10942.00,10080.00,20.00,752.00,1680.00,0.00,-1312.00,1412.00,-163.00,1445.00,-120.00,250.00,877.00,280.00,597.00,11.00,3164.00,2269.00,1207.00,21022.00,3942.00,-1477.00,20.00,5399.00,13132.00,3864.00,2032.00,7236.00,3315.00,1555.00,-588.00,120.00,117.00,-572.00,3789.00
1971:Q3,41442.00,29387.00,27294.00,35947.00,33557.00,4701.00,28856.00,2547.00,-157.00,-8653.00,13731.00,137.00,95.00,841.00,0.00,1057.00,83.00,719.00,-859.00,-27.00,250.00,520.00,321.00,199.00,25.00,5757.00,2239.00,2977.00,22384.00,4194.00,578.00,33.00,3583.00,7743.00,1863.00,-513.00,6393.00,3840.00,3121.00,1695.00,-313.00,830.00,1275.00,2094.00
1971:Q4,42845.00,30805.00,27116.00,34374.00,34588.00,5004.00,29584.00,-74.00,-141.00,-7257.00,18213.00,-5.00,1896.00,644.00,0.00,14.00,3910.00,765.00,2886.00,9.00,250.00,1425.00,319.00,1106.00,-19.00,1423.00,299.00,8626.00,25470.00,3205.00,-1187.00,33.00,4359.00,8070.00,2368.00,-546.00,6248.00,2298.00,9456.00,1318.00,307.00,1052.00,-235.00,3688.00
1972:Q1,44333.00,31780.00,31896.00,36985.00,36339.00,5492.00,30847.00,807.00,-161.00,-5089.00,13486.00,187.00,-2267.00,2631.00,0.00,1488.00,-525.00,1113.00,-1800.00,-88.00,250.00,-1310.00,298.00,-1608.00,-10.00,6930.00,2600.00,3762.00,18575.00,4106.00,1291.00,40.00,2775.00,9744.00,1013.00,1859.00,6872.00,2258.00,-942.00,1675.00,-154.00,901.00,986.00,-116.00
1972:Q2,45129.00,32504.00,28609.00,40061.00,37220.00,5640.00,31580.00,3000.00,-159.00,-11451.00,11813.00,205.00,75.00,984.00,0.00,546.00,-891.00,831.00,-1957.00,-15.00,250.00,831.00,237.00,594.00,15.00,5519.00,1569.00,2960.00,23265.00,4567.00,588.00,167.00,3812.00,16291.00,5736.00,725.00,9830.00,3428.00,3322.00,-1778.00,359.00,89.00,-3013.00,3895.00
1972:Q3,47546.00,33812.00,28770.00,41407.00,37983.00,5734.00,32249.00,3429.00,-5.00,-12637.00,14406.00,194.00,2993.00,-983.00,0.00,-1008.00,389.00,294.00,-322.00,167.00,250.00,663.00,347.00,316.00,15.00,8006.00,2006.00,2131.00,27043.00,2845.00,-365.00,173.00,3037.00,10332.00,1734.00,-330.00,8928.00,2596.00,9185.00,1930.00,295.00,-118.00,-23.00,5042.00
1972:Q4,52501.00,34845.00,42532.00,42526.00,40001.00,5988.00,34013.00,1873.00,652.00,7.00,38728.00,352.00,1847.00,1349.00,0.00,585.00,3136.00,722.00,2103.00,61.00,250.00,1530.00,230.00,1300.00,-21.00,6598.00,851.00,22501.00,38721.00,1938.00,-793.00,168.00,2563.00,20807.00,6958.00,2812.00,11037.00,2640.00,12755.00,2060.00,390.00,1020.00,-2889.00,-7687.00
1973:Q1,55356.00,36239.00,36217.00,45691.00,41844.00,6065.00,35778.00,2638.00,1210.00,-9474.00,19999.00,550.00,-3750.00,4099.00,0.00,3826.00,-1567.00,-977.00,-901.00,61.00,250.00,-2867.00,208.00,-3075.00,98.00,12397.00,3593.00,3620.00,29473.00,676.00,-1097.00,321.00,1452.00,22942.00,10974.00,4651.00,7317.00,1751.00,1947.00,2477.00,591.00,1337.00,-2248.00,22.00
1973:Q2,57120.00,36025.00,26179.00,48153.00,43412.00,5750.00,37662.00,4552.00,189.00,-21973.00,19795.00,283.00,141.00,2701.00,0.00,-169.00,-197.00,179.00,-1160.00,159.00,625.00,1201.00,165.00,1036.00,86.00,11516.00,2699.00,1534.00,41768.00,3743.00,161.00,535.00,3047.00,25261.00,10409.00,2610.00,12242.00,2169.00,12075.00,-1505.00,813.00,-560.00,-228.00,9846.00
1973:Q3,57477.00,37482.00,26877.00,48009.00,44469.00,5615.00,38854.00,2440.00,1100.00,-21132.00,18779.00,-276.00,1801.00,-206.00,0.00,3156.00,-2597.00,196.00,-2821.00,403.00,-375.00,40.00,43.00,-3.00,-46.00,13321.00,1846.00,1740.00,39911.00,3449.00,303.00,489.00,2657.00,18110.00,5350.00,2248.00,10512.00,1287.00,9424.00,2182.00,507.00,125.00,4827.00,10605.00
1973:Q4,61419.00,38097.00,28563.00,51602.00,45048.00,5426.00,39622.00,6248.00,305.00,-23039.00,28652.00,600.00,3765.00,-248.00,0.00,1761.00,1548.00,1243.00,566.00,376.00,-637.00,1210.00,-33.00,1243.00,97.00,5956.00,2316.00,11647.00,51691.00,4501.00,2047.00,451.00,2003.00,15140.00,5884.00,1890.00,7366.00,2676.00,18019.00,2126.00,770.00,1456.00,7002.00,9534.00
1974:Q1,60436.00,37978.00,38385.00,49474.00,45510.00,5186.00,40323.00,3130.00,835.00,-11090.00,15595.00,400.00,-3621.00,2690.00,0.00,1210.00,664.00,1336.00,-1498.00,295.00,531.00,-1195.00,142.00,-1337.00,53.00,14066.00,-1110.00,2438.00,26685.00,4969.00,853.00,411.00,3705.00,16616.00,6444.00,3281.00,6891.00,1555.00,2148.00,3454.00,1793.00,1130.00,-4981.00,-407.00
1974:Q2,60130.00,38148.00,32989.00,54231.00,46500.00,5002.00,41498.00,4354.00,3377.00,-21242.00,16683.00,-200.00,580.00,858.00,0.00,-2426.00,-276.00,-1081.00,539.00,277.00,-11.00,1368.00,126.00,1242.00,86.00,16537.00,1855.00,-1699.00,37925.00,6542.00,732.00,424.00,5386.00,24689.00,13120.00,2827.00,8742.00,1244.00,12362.00,-600.00,548.00,970.00,-7830.00,5160.00
1974:Q3,63414.00,36828.00,36640.00,48720.00,47490.00,4761.00,42729.00,1395.00,-164.00,-12080.00,18712.00,-400.00,2696.00,207.00,0.00,-1416.00,2811.00,1802.00,501.00,473.00,35.00,418.00,158.00,260.00,218.00,8100.00,4170.00,1908.00,30792.00,7125.00,2602.00,331.00,4192.00,12575.00,5134.00,2807.00,4634.00,-5.00,9959.00,4508.00,1620.00,3263.00,-8253.00,188.00
1974:Q4,59998.00,38542.00,32718.00,53680.00,47379.00,3987.00,43391.00,5112.00,1190.00,-20962.00,4342.00,0.00,1593.00,1657.00,0.00,-3145.00,3867.00,2069.00,1864.00,-127.00,61.00,705.00,104.00,601.00,-47.00,-4745.00,3007.00,1450.00,25304.00,6813.00,-56.00,482.00,6387.00,13840.00,5545.00,4318.00,3977.00,1303.00,5089.00,1555.00,838.00,2570.00,-6704.00,5824.00
1975:Q1,55017.00,41811.00,33530.00,43455.00,45882.00,3477.00,42405.00,-2507.00,80.00,-9925.00,729.00,19.00,4428.00,-610.00,0.00,495.00,1882.00,1668.00,-373.00,197.00,390.00,-2499.00,-711.00,-1788.00,-96.00,8757.00,3784.00,-15432.00,10653.00,11356.00,1496.00,430.00,9430.00,-3749.00,-7397.00,1220.00,2428.00,1933.00,-13355.00,-1313.00,174.00,19032.00,-3424.00,8281.00
1975:Q2,57639.00,45257.00,29812.00,42301.00,45751.00,3319.00,42432.00,-3489.00,38.00,-12488.00,5201.00,-431.00,2145.00,2284.00,0.00,-659.00,2686.00,430.00,1633.00,-444.00,1067.00,859.00,68.00,791.00,-77.00,6855.00,3928.00,-12389.00,17690.00,6732.00,-2351.00,811.00,8272.00,6297.00,-1453.00,2171.00,5579.00,3223.00,827.00,-4032.00,764.00,8949.00,-5070.00,15445.00
1975:Q3,65777.00,48923.00,34413.00,46377.00,46774.00,3341.00,43433.00,-347.00,-50.00,-11964.00,15810.00,21.00,-494.00,2403.00,0.00,19.00,-280.00,582.00,1086.00,-71.00,-1877.00,397.00,144.00,253.00,126.00,16220.00,1130.00,-3732.00,27775.00,4400.00,122.00,601.00,3677.00,1975.00,-3303.00,1073.00,4205.00,1713.00,10617.00,2584.00,-20.00,9109.00,-2603.00,14510.00
1975:Q4,68150.00,51211.00,37638.00,47958.00,47957.00,3391.00,44566.00,87.00,-86.00,-10320.00,7483.00,862.00,5031.00,-107.00,0.00,376.00,5414.00,1104.00,5103.00,-220.00,-573.00,1477.00,212.00,1265.00,-27.00,-13360.00,3979.00,3838.00,17803.00,4419.00,-2164.00,758.00,5825.00,6724.00,1500.00,2202.00,3022.00,3039.00,12890.00,1594.00,1259.00,-10471.00,-1650.00,13573.00
1976:Q1,72349.00,53028.00,42796.00,53535.00,49759.00,3707.00,46052.00,3673.00,103.00,-10739.00,20038.00,560.00,444.00,933.00,0.00,1918.00,4985.00,953.00,4970.00,-176.00,-762.00,-994.00,241.00,-1235.00,-67.00,18625.00,3622.00,-9988.00,30777.00,8088.00,1310.00,307.00,6471.00,6011.00,-5370.00,6019.00,5362.00,3152.00,-7757.00,3583.00,1276.00,21534.00,-5110.00,10232.00
1976:Q2,72947.00,52993.00,58059.00,57450.00,51192.00,3887.00,47305.00,5612.00,646.00,609.00,31373.00,116.00,1001.00,1613.00,0.00,-1778.00,262.00,-251.00,1182.00,-59.00,-610.00,1354.00,302.00,1052.00,10.00,15129.00,1890.00,11776.00,30764.00,6351.00,892.00,502.00,4957.00,14791.00,4354.00,3779.00,6658.00,3505.00,9239.00,-2375.00,889.00,2658.00,-4294.00,-5066.00
1976:Q3,74108.00,53762.00,40751.00,59105.00,52919.00,3883.00,49036.00,5202.00,985.00,-18354.00,21130.00,-589.00,11.00,-443.00,0.00,632.00,-892.00,413.00,-1804.00,-11.00,510.00,791.00,448.00,343.00,34.00,13365.00,2838.00,5383.00,39484.00,5641.00,-929.00,873.00,5697.00,10072.00,271.00,2703.00,7098.00,1829.00,7182.00,3384.00,802.00,12843.00,-2269.00,13011.00
1976:Q4,74260.00,54197.00,38781.00,58020.00,55144.00,4360.00,50783.00,2630.00,247.00,-19239.00,4859.00,730.00,5205.00,3952.00,0.00,-502.00,4295.00,1025.00,3176.00,-150.00,244.00,2519.00,578.00,1941.00,-9.00,-14813.00,1797.00,1685.00,24098.00,6669.00,160.00,803.00,5706.00,16256.00,4220.00,5478.00,6558.00,2038.00,13259.00,2089.00,591.00,-15324.00,-1480.00,15416.00
1977:Q1,78083.00,56192.00,50483.00,61891.00,58312.00,4568.00,53744.00,3706.00,-127.00,-11408.00,29576.00,458.00,-3842.00,-367.00,31.00,242.00,785.00,-17.00,1005.00,-79.00,-124.00,-1637.00,962.00,-2599.00,43.00,23065.00,1535.00,9263.00,40984.00,7657.00,1034.00,1221.00,5402.00,17533.00,4100.00,6072.00,7361.00,-160.00,3038.00,1687.00,835.00,17261.00,-6866.00,5708.00
1977:Q2,81532.00,60604.00,53285.00,66350.00,61338.00,5213.00,56125.00,4867.00,145.00,-13065.00,21021.00,847.00,2740.00,1875.00,43.00,147.00,-5548.00,-1052.00,-4681.00,-107.00,292.00,1847.00,1038.00,809.00,-93.00,13899.00,3452.00,1812.00,34086.00,6558.00,711.00,2151.00,3696.00,25429.00,8979.00,5331.00,11119.00,432.00,9256.00,-5443.00,819.00,857.00,-3822.00,7319.00
1977:Q3,83485.00,64249.00,61059.00,72196.00,63699.00,5423.00,58275.00,7721.00,777.00,-11138.00,40355.00,170.00,475.00,1345.00,56.00,319.00,-301.00,-458.00,-208.00,-307.00,672.00,1433.00,1213.00,220.00,-36.00,18242.00,2089.00,16563.00,51493.00,7999.00,261.00,1634.00,6104.00,15932.00,3446.00,1451.00,11035.00,1105.00,6228.00,3602.00,877.00,16194.00,-445.00,3191.00
1977:Q4,87319.00,63412.00,53734.00,73009.00,66714.00,5615.00,61100.00,6030.00,265.00,-19275.00,40746.00,772.00,7081.00,6457.00,70.00,-52.00,-205.00,406.00,-210.00,297.00,-698.00,3307.00,1360.00,1947.00,-43.00,-7122.00,2477.00,28004.00,60022.00,8972.00,-367.00,1664.00,7675.00,26817.00,7002.00,7360.00,12455.00,1350.00,17111.00,2584.00,612.00,-501.00,3077.00,9678.00
1978:Q1,86631.00,64466.00,54216.00,74660.00,68419.00,5897.00,62522.00,6363.00,-123.00,-20444.00,39504.00,1411.00,-5982.00,162.00,55.00,261.00,-811.00,942.00,-1243.00,225.00,-735.00,-820.00,980.00,-1800.00,-25.00,21309.00,4408.00,19536.00,59947.00,6681.00,911.00,1325.00,4445.00,27361.00,10797.00,6971.00,9593.00,-1611.00,-730.00,3096.00,1149.00,26991.00,-2990.00,10249.00
1978:Q2,96565.00,69151.00,51162.00,81779.00,75024.00,6539.00,68485.00,6064.00,691.00,-30617.00,20707.00,353.00,3231.00,968.00,13.00,-104.00,-501.00,-1002.00,-754.00,461.00,794.00,1540.00,1044.00,496.00,-108.00,24760.00,3460.00,-12905.00,51324.00,9253.00,700.00,2136.00,6417.00,31462.00,11663.00,7175.00,12624.00,698.00,12753.00,-4896.00,2117.00,6098.00,-6161.00,17989.00
