1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,2223662.00,26132.00,10267.00,1360.00,1564766.00,32798.00,45268.00,214143.00,18382.00,1254175.00,347647.00,111188.00,236459.00,80358.00,4436.00,8551.00,180145.00,1964153.00,1279.00,3119.00,706139.00,617097.00,26710.00,38784.00,571025.00
2002:Q1,2300799.00,24358.00,11754.00,6932.00,1627249.00,31803.00,52216.00,231731.00,19029.00,1292470.00,348291.00,111570.00,236721.00,79389.00,4620.00,8692.00,189514.00,2036108.00,15874.00,3716.00,720445.00,595864.00,27251.00,40314.00,632644.00
2002:Q2,2365502.00,23897.00,12752.00,8933.00,1682082.00,34852.00,59119.00,248239.00,19530.00,1320342.00,350141.00,111799.00,238342.00,78624.00,4374.00,10650.00,194049.00,2095578.00,17305.00,4025.00,736463.00,641898.00,28186.00,40782.00,626919.00
2002:Q3,2446197.00,32956.00,14102.00,11169.00,1746098.00,31390.00,67244.00,267657.00,20203.00,1359604.00,351523.00,112463.00,239060.00,75082.00,4014.00,11047.00,200206.00,2165625.00,14892.00,4518.00,760011.00,694625.00,30477.00,41538.00,619564.00
2002:Q4,2494102.00,24615.00,12568.00,4787.00,1797182.00,35121.00,73172.00,284874.00,20653.00,1383362.00,356531.00,113537.00,242994.00,76558.00,4371.00,12201.00,205289.00,2184689.00,13887.00,5142.00,747470.00,735150.00,36964.00,49618.00,596458.00
2003:Q1,2590748.00,33079.00,15217.00,12267.00,1860997.00,29216.00,73662.00,292698.00,22289.00,1443132.00,357368.00,113238.00,244130.00,79817.00,4539.00,12177.00,215287.00,2271274.00,19696.00,6250.00,764407.00,769299.00,7537.00,49625.00,654460.00
2003:Q2,2661915.00,32684.00,15565.00,9841.00,1922035.00,27066.00,71872.00,299559.00,23919.00,1499619.00,360907.00,113679.00,247228.00,86468.00,5375.00,12543.00,216497.00,2320721.00,19774.00,6619.00,774448.00,763312.00,7570.00,47890.00,701108.00
2003:Q3,2709787.00,34040.00,18116.00,8596.00,1958847.00,28400.00,70694.00,301603.00,25213.00,1532937.00,363446.00,113331.00,250115.00,88972.00,5820.00,12740.00,219210.00,2356079.00,22839.00,7405.00,785605.00,763334.00,7850.00,47402.00,721644.00
2003:Q4,2727140.00,32612.00,13054.00,2251.00,1984131.00,21525.00,64413.00,303819.00,26550.00,1567824.00,367473.00,113661.00,253812.00,89137.00,6624.00,14394.00,217464.00,2362628.00,14680.00,8030.00,784203.00,767429.00,8393.00,46603.00,733290.00
2004:Q1,2808900.00,31309.00,16438.00,3869.00,2042465.00,21607.00,65118.00,310573.00,27972.00,1617195.00,368788.00,113902.00,254886.00,94203.00,6805.00,14212.00,230811.00,2427068.00,15327.00,7939.00,782000.00,794008.00,11372.00,46671.00,769751.00
2004:Q2,2861990.00,35452.00,17020.00,3681.00,2085559.00,19309.00,63944.00,315501.00,29280.00,1657525.00,371386.00,114922.00,256464.00,94960.00,6810.00,15160.00,231962.00,2466239.00,17509.00,8615.00,791000.00,810040.00,9861.00,60535.00,768679.00
2004:Q3,2916055.00,35152.00,19685.00,3247.00,2132175.00,20946.00,63567.00,320111.00,30603.00,1696948.00,376168.00,116222.00,259946.00,96837.00,6793.00,16047.00,229951.00,2506834.00,16826.00,8639.00,799200.00,837088.00,9759.00,64468.00,770854.00
2004:Q4,2960149.00,34939.00,18173.00,3824.00,2160403.00,15464.00,61938.00,323068.00,31811.00,1728122.00,382288.00,117165.00,265123.00,100764.00,7337.00,16568.00,235853.00,2530895.00,13481.00,11063.00,806820.00,840759.00,11089.00,66596.00,781087.00
2005:Q1,2997894.00,28161.00,19818.00,10832.00,2190452.00,8573.00,66445.00,330134.00,32833.00,1752467.00,384175.00,117685.00,266490.00,99263.00,7380.00,16932.00,240881.00,2579873.00,19935.00,8401.00,815848.00,863842.00,10595.00,67128.00,794124.00
2005:Q2,3010160.00,35398.00,16954.00,8696.00,2194944.00,7823.00,70334.00,328969.00,33287.00,1754531.00,389043.00,119487.00,269556.00,93321.00,7691.00,17525.00,246588.00,2607192.00,19903.00,8966.00,826210.00,860617.00,9811.00,68228.00,813457.00
2005:Q3,3028538.00,36584.00,16615.00,6037.00,2208324.00,10071.00,74929.00,328540.00,33821.00,1760963.00,391803.00,120074.00,271729.00,93299.00,8174.00,19064.00,248638.00,2632051.00,20717.00,9061.00,836629.00,855396.00,8963.00,69474.00,831811.00
2005:Q4,3007612.00,30837.00,14587.00,2839.00,2196960.00,11229.00,77009.00,325477.00,34002.00,1749243.00,398245.00,122243.00,276002.00,90710.00,8476.00,19067.00,245891.00,2624925.00,20925.00,9184.00,841388.00,869465.00,8598.00,65840.00,809525.00
2006:Q1,3040966.00,32256.00,16651.00,2104.00,2225481.00,12442.00,75696.00,332870.00,35272.00,1769201.00,403202.00,124149.00,279053.00,97560.00,8221.00,18480.00,237011.00,2660959.00,24061.00,9888.00,854884.00,850493.00,10096.00,67480.00,844057.00
2006:Q2,3056171.00,32152.00,18130.00,1967.00,2220143.00,12379.00,72489.00,328464.00,36035.00,1770776.00,413127.00,127320.00,285807.00,96439.00,7434.00,18393.00,248386.00,2684775.00,23457.00,10218.00,850623.00,856774.00,8356.00,77472.00,857875.00
2006:Q3,3081479.00,32014.00,21864.00,2185.00,2213801.00,13480.00,70218.00,328478.00,36802.00,1764823.00,420226.00,129903.00,290323.00,102588.00,7039.00,19209.00,262553.00,2707322.00,20358.00,10835.00,859919.00,843453.00,8975.00,80625.00,883157.00
2006:Q4,3081741.00,36466.00,25144.00,2762.00,2158063.00,13550.00,66455.00,321500.00,36751.00,1719807.00,425571.00,132056.00,293515.00,142581.00,6788.00,19976.00,264390.00,2700280.00,21242.00,11942.00,867050.00,812741.00,12928.00,71336.00,903041.00
2007:Q1,3093219.00,39110.00,23821.00,2154.00,2168865.00,14878.00,63630.00,323937.00,38216.00,1728204.00,431737.00,135577.00,296160.00,144640.00,7207.00,21543.00,254142.00,2714205.00,17864.00,13183.00,869492.00,804804.00,12240.00,70927.00,925695.00
2007:Q2,3115748.00,36558.00,23694.00,3014.00,2173366.00,15594.00,60847.00,325863.00,39593.00,1731469.00,441933.00,139845.00,302088.00,151911.00,7869.00,22647.00,254756.00,2735887.00,18403.00,16335.00,873991.00,796393.00,10800.00,73399.00,946566.00
2007:Q3,3146174.00,40902.00,21753.00,3113.00,2183862.00,15598.00,57879.00,328657.00,41113.00,1740615.00,450360.00,143299.00,307061.00,153270.00,8346.00,24257.00,260311.00,2767873.00,19162.00,22364.00,874867.00,785785.00,10510.00,72846.00,982339.00
2007:Q4,3139709.00,40015.00,23598.00,2978.00,2170455.00,19177.00,54335.00,327828.00,42129.00,1726986.00,461106.00,145317.00,315789.00,146847.00,8413.00,25589.00,260708.00,2765275.00,20178.00,25666.00,879679.00,784809.00,10739.00,68689.00,975515.00
2008:Q1,3121945.00,44876.00,29851.00,3285.00,2123000.00,22724.00,64004.00,321682.00,42760.00,1671830.00,470710.00,150177.00,320533.00,124020.00,7880.00,27424.00,290899.00,2825639.00,21343.00,28571.00,884628.00,806248.00,8850.00,72599.00,1003400.00
2008:Q2,3079746.00,52335.00,33202.00,3411.00,2070626.00,23208.00,74264.00,314693.00,43281.00,1615180.00,480264.00,154275.00,325989.00,124530.00,7902.00,28177.00,279299.00,2850849.00,23505.00,29868.00,895412.00,818779.00,5471.00,70626.00,1007188.00
2008:Q3,3019792.00,53889.00,30070.00,3902.00,1988345.00,18029.00,82968.00,304341.00,43345.00,1539662.00,493037.00,162528.00,330509.00,111063.00,7103.00,29783.00,302600.00,2861319.00,21470.00,38490.00,916186.00,875008.00,754.00,72107.00,937304.00
2008:Q4,3010285.00,61861.00,40923.00,8314.00,1914758.00,18480.00,97976.00,292036.00,43088.00,1463178.00,493325.00,165548.00,327777.00,90051.00,5884.00,24954.00,370215.00,2898269.00,12905.00,49291.00,932719.00,899714.00,-1401.00,60297.00,944744.00
2009:Q1,3061044.00,49999.00,44309.00,13010.00,2016273.00,24415.00,109134.00,289236.00,49198.00,1544290.00,484957.00,159999.00,324958.00,48128.00,5032.00,24369.00,374967.00,2897054.00,13214.00,49647.00,949552.00,892452.00,1306.00,61971.00,928912.00
2009:Q2,3113987.00,46023.00,42669.00,11228.00,2098024.00,29758.00,110997.00,293301.00,55091.00,1608877.00,478445.00,155944.00,322501.00,53257.00,5268.00,26447.00,352626.00,2885210.00,10867.00,47622.00,954091.00,864162.00,1935.00,68676.00,937857.00
2009:Q3,3203450.00,45126.00,39433.00,12032.00,2199859.00,31533.00,112314.00,294419.00,61447.00,1700146.00,472542.00,151510.00,321032.00,57202.00,5509.00,27686.00,344061.00,2900573.00,14256.00,44951.00,956451.00,832251.00,1590.00,73033.00,978041.00
2009:Q4,3286515.00,34419.00,35274.00,10660.00,2312156.00,34759.00,113446.00,298405.00,68145.00,1797401.00,456177.00,140430.00,315747.00,70424.00,5212.00,28912.00,333281.00,2911613.00,12434.00,45471.00,969529.00,823432.00,2149.00,69401.00,989197.00
2010:Q1,3332870.00,30730.00,31418.00,11907.00,2352424.00,19317.00,117636.00,297489.00,76328.00,1841654.00,450558.00,139520.00,311038.00,75520.00,5115.00,29673.00,345525.00,2922713.00,9151.00,45006.00,973733.00,825457.00,3499.00,70721.00,995146.00
2010:Q2,3395762.00,40048.00,27961.00,11568.00,2412665.00,22389.00,122169.00,296569.00,85490.00,1886048.00,447121.00,139583.00,307538.00,70566.00,4463.00,30671.00,350699.00,2961734.00,9848.00,43774.00,980898.00,853046.00,3933.00,71488.00,998747.00
2010:Q3,3468376.00,40992.00,24803.00,11568.00,2478343.00,28512.00,127056.00,295655.00,95755.00,1931365.00,448175.00,140287.00,307888.00,78505.00,4597.00,31002.00,350391.00,2992801.00,10971.00,43540.00,996865.00,862182.00,5898.00,73732.00,999613.00
2010:Q4,3508421.00,32380.00,22477.00,11627.00,2535471.00,22708.00,132313.00,294757.00,107257.00,1978436.00,447418.00,140255.00,307163.00,75575.00,4575.00,46257.00,332641.00,3007644.00,10258.00,43415.00,1001483.00,859134.00,5750.00,84325.00,1003279.00
2011:Q1,3568697.00,27984.00,21192.00,8380.00,2597588.00,21411.00,137574.00,299632.00,112887.00,2026084.00,447388.00,139281.00,308107.00,73119.00,5049.00,46290.00,341707.00,3038005.00,12762.00,44236.00,1013494.00,860097.00,7156.00,79848.00,1020412.00
2011:Q2,3628750.00,29417.00,19414.00,8710.00,2641825.00,19614.00,142037.00,302773.00,118104.00,2059297.00,454733.00,141902.00,312831.00,77153.00,5354.00,47375.00,344769.00,3069303.00,12522.00,44280.00,1027074.00,869459.00,6287.00,82336.00,1027345.00
2011:Q3,3739418.00,39472.00,18325.00,9096.00,2705657.00,23962.00,150154.00,307161.00,124052.00,2100328.00,464944.00,146063.00,318881.00,77441.00,5035.00,48724.00,370724.00,3151794.00,11530.00,44600.00,1059085.00,935150.00,4793.00,75732.00,1020904.00
2011:Q4,3785444.00,35440.00,31035.00,6576.00,2739338.00,9262.00,158870.00,309834.00,129528.00,2131844.00,471094.00,148175.00,322919.00,76486.00,5603.00,54179.00,365693.00,3170343.00,12108.00,44912.00,1074506.00,903982.00,12118.00,103619.00,1019098.00
2012:Q1,3829722.00,34606.00,27206.00,9363.00,2782786.00,10503.00,159212.00,312036.00,134089.00,2166946.00,473297.00,146200.00,327097.00,79550.00,5623.00,56222.00,361069.00,3183440.00,14148.00,46123.00,1075175.00,911218.00,8089.00,102257.00,1026430.00
2012:Q2,3830976.00,37833.00,30090.00,9534.00,2762350.00,15822.00,155914.00,306994.00,135604.00,2148016.00,478211.00,147246.00,330965.00,73252.00,4969.00,57319.00,377418.00,3163431.00,14862.00,49535.00,1059855.00,897201.00,12406.00,103713.00,1025859.00
2012:Q3,3888190.00,35267.00,29269.00,9991.00,2815132.00,20167.00,156895.00,310068.00,140785.00,2187217.00,482377.00,148445.00,333932.00,76965.00,4709.00,57966.00,376514.00,3190983.00,16394.00,49443.00,1063432.00,894572.00,11838.00,105602.00,1049702.00
2012:Q4,3925830.00,36733.00,28929.00,8680.00,2848096.00,25777.00,158172.00,310586.00,144957.00,2208604.00,486111.00,150134.00,335977.00,77553.00,4251.00,69101.00,366376.00,3198044.00,14373.00,48151.00,1068266.00,905809.00,5995.00,105304.00,1050146.00
2013:Q1,3893513.00,37864.00,22060.00,5102.00,2814729.00,21166.00,149401.00,303068.00,143909.00,2197185.00,485038.00,149313.00,335725.00,78510.00,4494.00,68545.00,377171.00,3211411.00,22318.00,49123.00,1070780.00,924562.00,6117.00,107391.00,1031120.00
2013:Q2,3861295.00,28185.00,20449.00,5883.00,2786036.00,21128.00,142733.00,295687.00,142848.00,2183640.00,490750.00,151029.00,339721.00,79357.00,4490.00,69620.00,376525.00,3223392.00,22887.00,50330.00,1077412.00,935664.00,4218.00,108849.00,1024032.00
2013:Q3,3848438.00,37355.00,22946.00,6133.00,2750145.00,25528.00,136972.00,287015.00,141072.00,2159558.00,499300.00,151907.00,347393.00,80654.00,4726.00,70486.00,376693.00,3247764.00,22517.00,49441.00,1088493.00,945824.00,5240.00,110345.00,1025904.00
2013:Q4,3836627.00,31939.00,21612.00,3116.00,2728923.00,31236.00,130904.00,280172.00,140105.00,2146506.00,506516.00,153672.00,352844.00,80081.00,4987.00,68388.00,391065.00,3275864.00,20896.00,50111.00,1096591.00,952088.00,4706.00,88096.00,1063376.00
2014:Q1,3913992.00,35389.00,21393.00,2905.00,2778154.00,27543.00,136210.00,284069.00,144006.00,2186326.00,510433.00,155677.00,354756.00,82215.00,5179.00,68936.00,409388.00,3318759.00,20935.00,50498.00,1104701.00,974668.00,5652.00,88114.00,1074191.00
2014:Q2,3965869.00,33868.00,21103.00,2699.00,2834948.00,24203.00,141733.00,288660.00,149205.00,2231147.00,516320.00,157050.00,359270.00,85867.00,5468.00,68442.00,397154.00,3336451.00,23198.00,51081.00,1115376.00,978864.00,5139.00,90852.00,1071941.00
2014:Q3,4031677.00,37590.00,22668.00,2730.00,2880162.00,23158.00,147320.00,291792.00,153784.00,2264108.00,524692.00,159638.00,365054.00,85138.00,5502.00,69654.00,403541.00,3364912.00,22542.00,51402.00,1126776.00,987921.00,4529.00,94862.00,1076880.00
2014:Q4,4100036.00,35396.00,27660.00,3138.00,2912337.00,25172.00,153225.00,293093.00,157500.00,2283347.00,534636.00,161616.00,373020.00,83460.00,5668.00,68854.00,428887.00,3406815.00,21900.00,51928.00,1142715.00,999595.00,3879.00,97019.00,1089779.00
2015:Q1,4046107.00,34366.00,27449.00,2967.00,2864199.00,23765.00,152041.00,285292.00,157519.00,2245582.00,527533.00,157752.00,369781.00,84047.00,5721.00,70784.00,429041.00,3381986.00,22144.00,54076.00,1122432.00,978949.00,5718.00,105129.00,1093538.00
2015:Q2,4023229.00,27459.00,26323.00,2711.00,2847451.00,21682.00,152091.00,280512.00,159151.00,2234015.00,535561.00,156166.00,379395.00,87267.00,5641.00,70719.00,420097.00,3392288.00,22446.00,56223.00,1128662.00,1001951.00,5093.00,105406.00,1072507.00
2015:Q3,4063133.00,38253.00,31983.00,3138.00,2843293.00,25063.00,154302.00,276494.00,161198.00,2226236.00,545113.00,156884.00,388229.00,85894.00,5214.00,69391.00,440854.00,3460933.00,22411.00,57239.00,1139735.00,1039336.00,3736.00,105198.00,1093278.00
2015:Q4,4052437.00,44423.00,28495.00,2663.00,2833030.00,21244.00,154373.00,272820.00,163443.00,2221150.00,560740.00,156519.00,404221.00,83628.00,5282.00,60019.00,434157.00,3475555.00,22793.00,58121.00,1146791.00,1055255.00,3938.00,91769.00,1096888.00
2016:Q1,4223751.00,42337.00,30453.00,2846.00,2964088.00,22703.00,162430.00,281758.00,171219.00,2325978.00,569507.00,160174.00,409333.00,87258.00,5338.00,60710.00,461214.00,3564088.00,22870.00,60615.00,1162413.00,1076282.00,4607.00,100605.00,1136696.00
2016:Q2,4413375.00,62598.00,30028.00,2807.00,3082839.00,22387.00,168203.00,288948.00,177507.00,2425794.00,577032.00,158891.00,418141.00,89976.00,5493.00,61841.00,500761.00,3674915.00,22551.00,65410.00,1185589.00,1102744.00,4709.00,100872.00,1193040.00
2016:Q3,4453158.00,57193.00,30211.00,2824.00,3123211.00,22523.00,169033.00,291711.00,179230.00,2460714.00,585722.00,160113.00,425609.00,91767.00,5724.00,64299.00,492207.00,3704400.00,22689.00,67495.00,1196331.00,1110457.00,3448.00,109057.00,1194923.00
