date,FU313161105.Q,FU313161205.Q,FU313161113.Q,FU313161275.Q,FU313161283.Q,FU313161305.Q,FU313161400.Q,FU213061120.Q,FU343061123.Q,FU343061145.Q,FU313161375.Q,FU893061105.Q,FU153061105.Q,FU313161400.Q,FU153061185.Q,FU103061103.Q,FU113061003.Q,FU213061105.Q,FU213061120.Q,FU213061103.Q,FU713061100.Q,FU713061113.Q,FU713061125.Q,FU763061100.Q,FU753061103.Q,FU743061103.Q,FU473061105.Q,FU513061103.Q,FU513061113.Q,FU513061125.Q,FU543061105.Q,FU543061113.Q,FU543061125.Q,FU573061105.Q,FU573061143.Q,FU573061133.Q,FU343061105.Q,FU343061165.Q,FU343061155.Q,FU223061143.Q,FU633061105.Q,FU633061110.Q,FU633061120.Q,FU653061105.Q,FU653061113.Q,FU653061125.Q,FU553061103.Q,FU563061103.Q,FU403061105.Q,FU673061103.Q,FU663061105.Q,FU733061103.Q,FU263061105.Q,FU263061110.Q,FU263061120.Q
1960:Q2,-1672.00,-2126.00,-1326.00,-800.00,0.00,454.00,-125.00,0.00,0.00,685.00,-106.00,-1672.00,-1283.00,-125.00,-1158.00,-1739.00,0.00,311.00,0.00,311.00,1157.00,1208.00,-51.00,-317.00,-4.00,6.00,2.00,-95.00,0.00,-95.00,-254.00,0.00,-254.00,-80.00,-60.00,-20.00,685.00,685.00,0.00,61.00,0.00,0.00,0.00,10.00,0.00,10.00,32.00,0.00,-119.00,0.00,46.00,0.00,-91.00,0.00,-91.00
1960:Q3,1966.00,1905.00,10867.00,-8962.00,0.00,61.00,-32.00,0.00,0.00,102.00,-9.00,1966.00,-581.00,-32.00,-549.00,-1801.00,0.00,264.00,0.00,264.00,157.00,5836.00,-5679.00,3390.00,-4.00,7.00,2.00,2.00,0.00,2.00,3.00,0.00,3.00,-49.00,-37.00,-12.00,102.00,102.00,0.00,-71.00,0.00,0.00,0.00,-7.00,0.00,-7.00,30.00,0.00,13.00,0.00,376.00,0.00,133.00,0.00,133.00
1960:Q4,2235.00,2120.00,-4044.00,6164.00,0.00,115.00,63.00,0.00,0.00,52.00,0.00,2235.00,-1408.00,63.00,-1471.00,-694.00,0.00,-36.00,0.00,-36.00,504.00,-4854.00,5358.00,3163.00,-8.00,5.00,4.00,7.00,0.00,7.00,-150.00,0.00,-150.00,-4.00,-3.00,-1.00,52.00,52.00,0.00,58.00,0.00,0.00,0.00,11.00,0.00,11.00,24.00,0.00,44.00,0.00,441.00,0.00,222.00,0.00,222.00
1961:Q1,-2231.00,-2662.00,-9874.00,7212.00,0.00,431.00,264.00,0.00,0.00,51.00,116.00,-2231.00,-99.00,264.00,-363.00,-527.00,0.00,-158.00,0.00,-158.00,-596.00,-4235.00,3639.00,-704.00,48.00,3.00,4.00,-207.00,0.00,-207.00,116.00,0.00,116.00,3.00,2.00,1.00,51.00,51.00,0.00,144.00,0.00,0.00,0.00,-80.00,0.00,-80.00,2.00,0.00,263.00,0.00,-478.00,0.00,-16.00,0.00,-16.00
1961:Q2,1115.00,306.00,2047.00,-1741.00,0.00,809.00,139.00,0.00,0.00,786.00,-116.00,1115.00,-1411.00,139.00,-1550.00,-589.00,0.00,365.00,0.00,365.00,615.00,1626.00,-1011.00,1967.00,48.00,2.00,5.00,-121.00,0.00,-121.00,-135.00,0.00,-135.00,22.00,17.00,5.00,786.00,786.00,0.00,17.00,0.00,0.00,0.00,-28.00,0.00,-28.00,-6.00,0.00,-49.00,0.00,-26.00,0.00,-347.00,0.00,-347.00
1961:Q3,5400.00,5047.00,-2613.00,7660.00,0.00,353.00,183.00,0.00,0.00,69.00,101.00,5400.00,1616.00,183.00,1433.00,-1348.00,0.00,-156.00,0.00,-156.00,-122.00,-4760.00,4638.00,4367.00,77.00,1.00,5.00,88.00,0.00,88.00,20.00,0.00,20.00,2.00,1.00,1.00,69.00,69.00,0.00,-7.00,0.00,0.00,0.00,38.00,0.00,38.00,-9.00,0.00,-73.00,0.00,246.00,0.00,586.00,0.00,586.00
1961:Q4,3291.00,3165.00,1505.00,1660.00,0.00,126.00,217.00,0.00,0.00,10.00,-101.00,3291.00,-356.00,217.00,-573.00,808.00,0.00,212.00,0.00,212.00,1841.00,272.00,1569.00,507.00,-144.00,0.00,6.00,152.00,0.00,152.00,-294.00,0.00,-294.00,-6.00,-4.00,-2.00,10.00,10.00,0.00,-65.00,0.00,0.00,0.00,139.00,0.00,139.00,-6.00,0.00,-216.00,0.00,542.00,0.00,161.00,0.00,161.00
1962:Q1,377.00,96.00,7460.00,-7364.00,0.00,281.00,157.00,0.00,0.00,48.00,76.00,377.00,1137.00,157.00,980.00,121.00,0.00,-26.00,0.00,-26.00,-143.00,3094.00,-3237.00,-1538.00,146.00,2.00,5.00,-83.00,0.00,-83.00,173.00,0.00,173.00,-4.00,-3.00,-1.00,48.00,48.00,0.00,225.00,0.00,0.00,0.00,-36.00,0.00,-36.00,-8.00,0.00,533.00,0.00,-163.00,0.00,-12.00,0.00,-12.00
1962:Q2,571.00,-293.00,-830.00,537.00,0.00,864.00,62.00,0.00,0.00,854.00,-52.00,571.00,27.00,62.00,-35.00,-1156.00,0.00,244.00,0.00,244.00,834.00,489.00,345.00,-296.00,145.00,2.00,4.00,-61.00,0.00,-61.00,-28.00,0.00,-28.00,38.00,28.00,10.00,854.00,854.00,0.00,50.00,0.00,0.00,0.00,-141.00,0.00,-141.00,-12.00,0.00,-358.00,0.00,-20.00,0.00,445.00,0.00,445.00
1962:Q3,1057.00,892.00,4502.00,-3610.00,0.00,165.00,153.00,0.00,0.00,15.00,-3.00,1057.00,1728.00,153.00,1575.00,-1416.00,0.00,361.00,0.00,361.00,-611.00,3465.00,-4076.00,-95.00,-134.00,3.00,5.00,62.00,0.00,62.00,52.00,0.00,52.00,65.00,49.00,16.00,15.00,15.00,0.00,50.00,0.00,0.00,0.00,278.00,0.00,278.00,-8.00,0.00,28.00,0.00,24.00,0.00,650.00,0.00,650.00
1962:Q4,5060.00,4853.00,10875.00,-6022.00,0.00,207.00,151.00,0.00,0.00,76.00,-20.00,5060.00,-1118.00,151.00,-1269.00,662.00,0.00,576.00,0.00,576.00,1676.00,3713.00,-2037.00,2098.00,-187.00,5.00,6.00,163.00,0.00,163.00,-161.00,0.00,-161.00,76.00,57.00,19.00,76.00,76.00,0.00,-25.00,0.00,0.00,0.00,-52.00,0.00,-52.00,4.00,0.00,170.00,0.00,830.00,0.00,261.00,0.00,261.00
1963:Q1,500.00,73.00,-670.00,743.00,0.00,427.00,351.00,0.00,0.00,49.00,27.00,500.00,-3151.00,351.00,-3502.00,4060.00,0.00,950.00,0.00,950.00,-141.00,422.00,-563.00,-799.00,15.00,8.00,9.00,-110.00,0.00,-110.00,-148.00,0.00,-148.00,28.00,21.00,7.00,49.00,49.00,0.00,100.00,0.00,0.00,0.00,-19.00,0.00,-19.00,18.00,0.00,440.00,0.00,-928.00,0.00,119.00,0.00,119.00
1963:Q2,776.00,-733.00,-891.00,158.00,0.00,1509.00,263.00,0.00,0.00,952.00,294.00,776.00,-3.00,263.00,-266.00,-1115.00,0.00,291.00,0.00,291.00,1490.00,1740.00,-250.00,-1377.00,17.00,12.00,11.00,7.00,0.00,7.00,-276.00,0.00,-276.00,27.00,20.00,7.00,952.00,952.00,0.00,275.00,0.00,0.00,0.00,-129.00,0.00,-129.00,32.00,0.00,94.00,0.00,-85.00,0.00,553.00,0.00,553.00
1963:Q3,337.00,239.00,-5687.00,5926.00,0.00,98.00,271.00,0.00,0.00,73.00,-246.00,337.00,1412.00,271.00,1141.00,-650.00,0.00,568.00,0.00,568.00,180.00,-3754.00,3934.00,-1656.00,-116.00,11.00,11.00,121.00,0.00,121.00,95.00,0.00,95.00,-15.00,-11.00,-4.00,73.00,73.00,0.00,75.00,0.00,0.00,0.00,139.00,0.00,139.00,34.00,0.00,-494.00,0.00,431.00,0.00,118.00,0.00,118.00
1963:Q4,3460.00,2878.00,-1234.00,4112.00,0.00,582.00,296.00,0.00,0.00,87.00,199.00,3460.00,916.00,296.00,620.00,526.00,0.00,-652.00,0.00,-652.00,1575.00,-2825.00,4400.00,1367.00,-23.00,5.00,9.00,140.00,0.00,140.00,-28.00,0.00,-28.00,39.00,29.00,10.00,87.00,87.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,327.00,0.00,-676.00,0.00,-136.00,0.00,-136.00
1964:Q1,384.00,309.00,-5732.00,6041.00,0.00,75.00,234.00,0.00,0.00,108.00,-267.00,384.00,1347.00,234.00,1113.00,1020.00,0.00,190.00,0.00,190.00,-399.00,-3794.00,3395.00,-1262.00,-1.00,0.00,6.00,-125.00,0.00,-125.00,-25.00,0.00,-25.00,193.00,145.00,48.00,108.00,108.00,0.00,215.00,0.00,0.00,0.00,95.00,0.00,95.00,17.00,0.00,-207.00,0.00,-149.00,0.00,-639.00,0.00,-639.00
1964:Q2,-573.00,-1715.00,-6006.00,4291.00,0.00,1142.00,207.00,0.00,0.00,911.00,24.00,-573.00,258.00,207.00,51.00,-908.00,0.00,-58.00,0.00,-58.00,1311.00,-2242.00,3553.00,-2292.00,-2.00,-4.00,4.00,-144.00,0.00,-144.00,-73.00,0.00,-73.00,-207.00,-155.00,-52.00,911.00,911.00,0.00,250.00,0.00,0.00,0.00,8.00,0.00,8.00,12.00,0.00,36.00,0.00,452.00,0.00,-127.00,0.00,-127.00
1964:Q3,3058.00,2696.00,2605.00,91.00,0.00,362.00,208.00,0.00,0.00,169.00,-15.00,3058.00,-13.00,208.00,-221.00,-838.00,0.00,347.00,0.00,347.00,456.00,-204.00,660.00,1531.00,89.00,-5.00,3.00,170.00,0.00,170.00,125.00,0.00,125.00,-4.00,-3.00,-1.00,169.00,169.00,0.00,91.00,0.00,0.00,0.00,80.00,0.00,80.00,9.00,0.00,-215.00,0.00,514.00,0.00,549.00,0.00,549.00
1964:Q4,3547.00,3266.00,3131.00,135.00,0.00,281.00,262.00,0.00,0.00,61.00,-42.00,3547.00,-913.00,262.00,-1175.00,79.00,0.00,540.00,0.00,540.00,1556.00,1077.00,479.00,2258.00,-43.00,-4.00,2.00,131.00,0.00,131.00,-246.00,0.00,-246.00,54.00,40.00,14.00,61.00,61.00,0.00,-36.00,0.00,0.00,0.00,-144.00,0.00,-144.00,4.00,0.00,-96.00,0.00,-161.00,0.00,505.00,0.00,505.00
1965:Q1,-165.00,-593.00,49.00,-642.00,0.00,428.00,207.00,0.00,0.00,71.00,150.00,-165.00,2984.00,207.00,2777.00,-389.00,0.00,264.00,0.00,264.00,585.00,782.00,-197.00,-3345.00,-9.00,-1.00,2.00,-57.00,0.00,-57.00,45.00,0.00,45.00,194.00,146.00,48.00,71.00,71.00,0.00,387.00,0.00,0.00,0.00,57.00,0.00,57.00,1.00,0.00,248.00,0.00,-419.00,0.00,-783.00,0.00,-783.00
1965:Q2,-2108.00,-3202.00,-2860.00,-342.00,0.00,1094.00,98.00,0.00,0.00,1070.00,-74.00,-2108.00,-411.00,98.00,-509.00,-1772.00,0.00,390.00,0.00,390.00,1609.00,935.00,674.00,-2505.00,-8.00,0.00,1.00,-195.00,0.00,-195.00,-281.00,0.00,-281.00,-200.00,-150.00,-50.00,1070.00,1070.00,0.00,173.00,0.00,0.00,0.00,-186.00,0.00,-186.00,-6.00,0.00,-90.00,0.00,555.00,0.00,-252.00,0.00,-252.00
1965:Q3,-1104.00,-1520.00,-10.00,-1510.00,0.00,416.00,133.00,0.00,0.00,178.00,105.00,-1104.00,-160.00,133.00,-293.00,-491.00,0.00,773.00,0.00,773.00,569.00,635.00,-66.00,-995.00,57.00,0.00,1.00,43.00,0.00,43.00,-60.00,0.00,-60.00,-252.00,-189.00,-63.00,178.00,178.00,0.00,-239.00,0.00,0.00,0.00,274.00,0.00,274.00,-7.00,0.00,-101.00,0.00,-915.00,0.00,221.00,0.00,221.00
1965:Q4,5853.00,5573.00,6522.00,-949.00,0.00,280.00,197.00,0.00,0.00,-4.00,87.00,5853.00,-1222.00,197.00,-1419.00,719.00,0.00,764.00,0.00,764.00,1209.00,705.00,504.00,3614.00,27.00,0.00,4.00,44.00,0.00,44.00,-179.00,0.00,-179.00,82.00,61.00,21.00,-4.00,-4.00,0.00,-198.00,0.00,0.00,0.00,-101.00,0.00,-101.00,-6.00,0.00,64.00,0.00,487.00,0.00,549.00,0.00,549.00
1966:Q1,127.00,-65.00,956.00,-1021.00,0.00,192.00,79.00,0.00,0.00,23.00,90.00,127.00,4182.00,79.00,4103.00,410.00,0.00,311.00,0.00,311.00,-282.00,136.00,-418.00,-3569.00,-51.00,4.00,5.00,-212.00,0.00,-212.00,52.00,0.00,52.00,-60.00,-45.00,-15.00,23.00,23.00,0.00,159.00,0.00,0.00,0.00,244.00,0.00,244.00,-6.00,0.00,-43.00,0.00,-173.00,0.00,-867.00,0.00,-867.00
1966:Q2,-4753.00,-6549.00,-4552.00,-1997.00,0.00,1796.00,166.00,0.00,0.00,1088.00,542.00,-4753.00,-2456.00,166.00,-2622.00,-1628.00,0.00,511.00,0.00,511.00,1573.00,1210.00,363.00,-2771.00,-50.00,6.00,7.00,-159.00,0.00,-159.00,-250.00,0.00,-250.00,-102.00,-76.00,-26.00,1088.00,1088.00,0.00,-266.00,0.00,0.00,0.00,116.00,0.00,116.00,-7.00,0.00,281.00,0.00,-91.00,0.00,-555.00,0.00,-555.00
1966:Q3,2097.00,2170.00,8765.00,-6595.00,0.00,-73.00,85.00,0.00,0.00,100.00,-258.00,2097.00,2750.00,85.00,2665.00,-556.00,0.00,-98.00,0.00,-98.00,-232.00,5009.00,-5241.00,184.00,75.00,7.00,7.00,-13.00,0.00,-13.00,-69.00,0.00,-69.00,-26.00,-20.00,-6.00,100.00,100.00,0.00,120.00,0.00,0.00,0.00,278.00,0.00,278.00,-7.00,0.00,-113.00,0.00,75.00,0.00,-385.00,0.00,-385.00
1966:Q4,6085.00,5557.00,5257.00,300.00,0.00,528.00,224.00,0.00,0.00,42.00,262.00,6085.00,-158.00,224.00,-382.00,280.00,0.00,-151.00,0.00,-151.00,2118.00,699.00,1419.00,2588.00,-24.00,5.00,5.00,-89.00,0.00,-89.00,69.00,0.00,69.00,-47.00,-35.00,-12.00,42.00,42.00,0.00,-51.00,0.00,0.00,0.00,-12.00,0.00,-12.00,-3.00,0.00,761.00,0.00,849.00,0.00,-97.00,0.00,-97.00
1967:Q1,1022.00,1463.00,1899.00,-436.00,0.00,-441.00,207.00,0.00,0.00,-52.00,-596.00,1022.00,-1264.00,207.00,-1471.00,-609.00,0.00,18.00,0.00,18.00,374.00,1005.00,-631.00,1966.00,-24.00,9.00,2.00,-368.00,0.00,-368.00,-66.00,0.00,-66.00,-156.00,-117.00,-39.00,-52.00,-52.00,0.00,-315.00,0.00,0.00,0.00,-220.00,0.00,-220.00,0.00,0.00,974.00,0.00,398.00,0.00,355.00,0.00,355.00
1967:Q2,-8559.00,-9621.00,-8357.00,-1264.00,0.00,1062.00,225.00,0.00,0.00,1118.00,-281.00,-8559.00,-3054.00,225.00,-3279.00,-2537.00,0.00,-112.00,0.00,-112.00,2289.00,1199.00,1090.00,-3917.00,-28.00,11.00,-1.00,-288.00,0.00,-288.00,-165.00,0.00,-165.00,-149.00,-112.00,-37.00,1118.00,1118.00,0.00,-154.00,0.00,0.00,0.00,-315.00,0.00,-315.00,1.00,0.00,142.00,0.00,-1430.00,0.00,30.00,0.00,30.00
1967:Q3,8595.00,8310.00,-399.00,8709.00,0.00,285.00,256.00,0.00,0.00,31.00,-2.00,8595.00,2478.00,256.00,2222.00,-621.00,50.00,30.00,0.00,30.00,84.00,-4262.00,4346.00,7070.00,84.00,11.00,0.00,-10.00,0.00,-10.00,27.00,0.00,27.00,-32.00,-24.00,-8.00,31.00,31.00,0.00,-338.00,0.00,0.00,0.00,-208.00,0.00,-208.00,5.00,0.00,-826.00,0.00,275.00,0.00,485.00,0.00,485.00
1967:Q4,9111.00,8609.00,6124.00,2485.00,0.00,502.00,282.00,0.00,0.00,218.00,2.00,9111.00,1752.00,282.00,1470.00,1327.00,50.00,-291.00,0.00,-291.00,2578.00,1878.00,700.00,2406.00,85.00,10.00,3.00,-39.00,0.00,-39.00,-34.00,0.00,-34.00,20.00,15.00,5.00,218.00,218.00,0.00,-143.00,0.00,0.00,0.00,227.00,0.00,227.00,11.00,0.00,-284.00,0.00,-2.00,0.00,1217.00,0.00,1217.00
1968:Q1,5383.00,5215.00,1430.00,3785.00,0.00,168.00,126.00,0.00,0.00,42.00,0.00,5383.00,4479.00,126.00,4353.00,1336.00,50.00,-422.00,0.00,-422.00,515.00,186.00,329.00,-299.00,14.00,6.00,3.00,-116.00,0.00,-116.00,-5.00,0.00,-5.00,220.00,165.00,55.00,42.00,42.00,0.00,54.00,0.00,0.00,0.00,246.00,0.00,246.00,20.00,0.00,160.00,0.00,-15.00,0.00,-905.00,0.00,-905.00
1968:Q2,-3319.00,-4820.00,-6860.00,2040.00,0.00,1501.00,132.00,0.00,0.00,1269.00,100.00,-3319.00,-1339.00,132.00,-1471.00,-1323.00,50.00,-17.00,0.00,-17.00,2735.00,2219.00,516.00,-2878.00,18.00,3.00,0.00,-163.00,0.00,-163.00,-231.00,0.00,-231.00,-26.00,-19.00,-7.00,1269.00,1269.00,0.00,-99.00,0.00,0.00,0.00,-120.00,0.00,-120.00,31.00,0.00,148.00,0.00,-63.00,0.00,-1314.00,0.00,-1314.00
1968:Q3,6733.00,6695.00,5339.00,1356.00,0.00,38.00,147.00,0.00,0.00,-9.00,-100.00,6733.00,1350.00,147.00,1203.00,-748.00,50.00,211.00,0.00,211.00,175.00,414.00,-239.00,3574.00,22.00,3.00,5.00,-12.00,0.00,-12.00,81.00,0.00,81.00,-61.00,-46.00,-15.00,-9.00,-9.00,0.00,-97.00,0.00,0.00,0.00,358.00,0.00,358.00,30.00,0.00,-413.00,0.00,1638.00,0.00,576.00,0.00,576.00
1968:Q4,1966.00,1690.00,5233.00,-3543.00,0.00,276.00,242.00,0.00,0.00,34.00,0.00,1966.00,-1747.00,242.00,-1989.00,1080.00,50.00,412.00,0.00,412.00,532.00,-38.00,570.00,1667.00,-10.00,4.00,18.00,-62.00,0.00,-62.00,-72.00,0.00,-72.00,239.00,179.00,60.00,34.00,34.00,0.00,-102.00,0.00,0.00,0.00,-262.00,0.00,-262.00,16.00,0.00,-35.00,0.00,-777.00,0.00,981.00,0.00,981.00
1969:Q1,-31.00,-127.00,2535.00,-2662.00,0.00,96.00,-32.00,0.00,0.00,127.00,1.00,-31.00,7309.00,-32.00,7341.00,440.00,50.00,506.00,0.00,506.00,-927.00,-1173.00,246.00,-5068.00,2.00,6.00,33.00,-152.00,0.00,-152.00,-117.00,0.00,-117.00,101.00,76.00,25.00,127.00,127.00,0.00,-71.00,0.00,0.00,0.00,428.00,0.00,428.00,5.00,0.00,-275.00,0.00,-1033.00,0.00,-1395.00,0.00,-1395.00
1969:Q2,-10868.00,-11956.00,-9191.00,-2765.00,0.00,1088.00,-27.00,0.00,0.00,1116.00,-1.00,-10868.00,-6702.00,-27.00,-6675.00,-1450.00,50.00,524.00,0.00,524.00,2085.00,1883.00,202.00,-5452.00,1.00,6.00,51.00,158.00,0.00,158.00,-210.00,0.00,-210.00,-269.00,-202.00,-67.00,1116.00,1116.00,0.00,-35.00,0.00,0.00,0.00,-612.00,0.00,-612.00,0.00,0.00,59.00,0.00,387.00,0.00,-575.00,0.00,-575.00
1969:Q3,6498.00,6241.00,5616.00,625.00,0.00,257.00,-118.00,0.00,0.00,305.00,70.00,6498.00,8530.00,-118.00,8648.00,-2163.00,50.00,795.00,0.00,795.00,-163.00,-317.00,154.00,-1400.00,8.00,7.00,51.00,-460.00,0.00,-460.00,-41.00,0.00,-41.00,-32.00,-24.00,-8.00,305.00,305.00,0.00,-119.00,0.00,0.00,0.00,51.00,0.00,51.00,-9.00,0.00,-609.00,0.00,-254.00,0.00,1951.00,0.00,1951.00
1969:Q4,5150.00,4889.00,6599.00,-1710.00,0.00,261.00,81.00,0.00,0.00,-29.00,209.00,5150.00,2294.00,81.00,2213.00,-140.00,50.00,1256.00,0.00,1256.00,3222.00,3116.00,106.00,245.00,10.00,9.00,35.00,-31.00,0.00,-31.00,36.00,0.00,36.00,24.00,18.00,6.00,-29.00,-29.00,0.00,-259.00,0.00,0.00,0.00,-335.00,0.00,-335.00,-20.00,0.00,239.00,0.00,862.00,0.00,-2318.00,0.00,-2318.00
1970:Q1,2424.00,2741.00,3158.00,-417.00,0.00,-317.00,-162.00,0.00,0.00,38.00,-193.00,2424.00,5105.00,-162.00,5267.00,-391.00,50.00,956.00,0.00,956.00,-1576.00,-1368.00,-208.00,-4488.00,-291.00,7.00,19.00,-98.00,0.00,-98.00,-44.00,0.00,-44.00,-102.00,-76.00,-26.00,38.00,38.00,0.00,-102.00,0.00,0.00,0.00,-199.00,0.00,-199.00,45.00,0.00,1292.00,0.00,427.00,0.00,1776.00,0.00,1776.00
1970:Q2,-3920.00,-5691.00,-7575.00,1884.00,0.00,1771.00,-15.00,0.00,0.00,1725.00,61.00,-3920.00,-9535.00,-15.00,-9520.00,810.00,50.00,403.00,0.00,403.00,2136.00,1510.00,626.00,-740.00,44.00,6.00,7.00,-108.00,0.00,-108.00,-66.00,0.00,-66.00,-97.00,-73.00,-24.00,1725.00,1725.00,0.00,-156.00,0.00,0.00,0.00,2087.00,0.00,2087.00,-67.00,0.00,-555.00,0.00,-1535.00,0.00,1671.00,0.00,1671.00
1970:Q3,7609.00,7420.00,4537.00,2883.00,0.00,189.00,111.00,0.00,0.00,136.00,-58.00,7609.00,-2825.00,111.00,-2936.00,901.00,50.00,-498.00,0.00,-498.00,2261.00,1703.00,558.00,5105.00,94.00,7.00,2.00,146.00,0.00,146.00,133.00,0.00,133.00,168.00,126.00,42.00,136.00,136.00,0.00,95.00,0.00,0.00,0.00,-1741.00,0.00,-1741.00,-61.00,0.00,-489.00,0.00,1387.00,0.00,2738.00,0.00,2738.00
1970:Q4,9364.00,8463.00,7232.00,1231.00,0.00,901.00,385.00,0.00,0.00,482.00,34.00,9364.00,-2870.00,385.00,-3255.00,-683.00,50.00,-928.00,0.00,-928.00,2167.00,1855.00,312.00,5872.00,9.00,9.00,3.00,10.00,0.00,10.00,-105.00,0.00,-105.00,-28.00,-21.00,-7.00,482.00,482.00,0.00,-170.00,0.00,0.00,0.00,28.00,0.00,28.00,-27.00,0.00,847.00,0.00,1391.00,0.00,3307.00,0.00,3307.00
1971:Q1,2786.00,1637.00,1054.00,583.00,0.00,1149.00,444.00,0.00,0.00,198.00,507.00,2786.00,-3103.00,444.00,-3547.00,-548.00,50.00,-930.00,0.00,-930.00,1718.00,-327.00,2045.00,911.00,-39.00,30.00,4.00,-70.00,0.00,-70.00,-38.00,0.00,-38.00,135.00,101.00,34.00,198.00,198.00,0.00,-224.00,0.00,0.00,0.00,42.00,0.00,42.00,9.00,0.00,1138.00,0.00,-1474.00,0.00,4977.00,0.00,4977.00
1971:Q2,3784.00,1916.00,-2300.00,4216.00,0.00,1868.00,649.00,0.00,0.00,1857.00,-638.00,3784.00,-3783.00,649.00,-4432.00,1395.00,50.00,-120.00,0.00,-120.00,1058.00,2291.00,-1233.00,-1156.00,-181.00,25.00,4.00,-108.00,0.00,-108.00,-282.00,0.00,-282.00,-258.00,-193.00,-65.00,1857.00,1857.00,0.00,-454.00,0.00,0.00,0.00,-255.00,0.00,-255.00,41.00,0.00,-773.00,0.00,-447.00,0.00,7171.00,4097.00,3074.00
1971:Q3,9579.00,8745.00,1967.00,6778.00,0.00,834.00,590.00,0.00,0.00,231.00,13.00,9579.00,2202.00,590.00,1612.00,-919.00,60.00,-42.00,0.00,-42.00,1744.00,1655.00,89.00,-2672.00,0.00,69.00,1.00,-40.00,0.00,-40.00,29.00,0.00,29.00,43.00,32.00,11.00,231.00,231.00,0.00,-55.00,0.00,0.00,0.00,-180.00,0.00,-180.00,49.00,0.00,-1279.00,0.00,407.00,0.00,9931.00,7014.00,2917.00
1971:Q4,12691.00,11435.00,8861.00,2574.00,0.00,1256.00,644.00,0.00,0.00,557.00,55.00,12691.00,-4157.00,644.00,-4801.00,2846.00,40.00,739.00,0.00,739.00,2334.00,572.00,1762.00,5754.00,-14.00,37.00,-3.00,3.00,0.00,3.00,77.00,0.00,77.00,81.00,61.00,20.00,557.00,557.00,0.00,-475.00,0.00,0.00,0.00,102.00,0.00,102.00,32.00,0.00,348.00,0.00,-85.00,0.00,4475.00,3253.00,1222.00
1972:Q1,3900.00,3209.00,4866.00,-1657.00,0.00,691.00,786.00,0.00,0.00,-82.00,-13.00,3900.00,2673.00,786.00,1887.00,-1850.00,50.00,692.00,0.00,692.00,-25.00,-480.00,455.00,-1984.00,203.00,-39.00,-10.00,-128.00,0.00,-128.00,162.00,0.00,162.00,415.00,311.00,104.00,-82.00,-82.00,0.00,-263.00,0.00,0.00,0.00,-1.00,0.00,-1.00,19.00,0.00,1667.00,0.00,-402.00,0.00,2803.00,1908.00,895.00
1972:Q2,-3873.00,-6805.00,-7723.00,918.00,0.00,2932.00,835.00,0.00,0.00,2134.00,-37.00,-3873.00,-1584.00,835.00,-2419.00,-2007.00,50.00,305.00,0.00,305.00,1785.00,1582.00,203.00,-2860.00,-97.00,-31.00,-21.00,-169.00,0.00,-169.00,-268.00,0.00,-268.00,-89.00,-67.00,-22.00,2134.00,2134.00,0.00,90.00,0.00,0.00,0.00,12.00,0.00,12.00,9.00,0.00,-932.00,0.00,-290.00,0.00,90.00,-3062.00,3152.00
1972:Q3,4748.00,3754.00,1715.00,2039.00,0.00,994.00,760.00,0.00,0.00,270.00,-36.00,4748.00,1211.00,760.00,451.00,-372.00,50.00,566.00,0.00,566.00,-2079.00,-1598.00,-481.00,-104.00,109.00,140.00,-16.00,-129.00,0.00,-129.00,153.00,0.00,153.00,172.00,129.00,43.00,270.00,270.00,0.00,-80.00,0.00,0.00,0.00,142.00,0.00,142.00,9.00,0.00,-1271.00,0.00,663.00,0.00,5314.00,843.00,4471.00
1972:Q4,12417.00,10878.00,7507.00,3371.00,0.00,1539.00,870.00,0.00,0.00,671.00,-2.00,12417.00,872.00,870.00,2.00,2053.00,50.00,746.00,0.00,746.00,1131.00,4.00,1127.00,6555.00,-96.00,135.00,1.00,144.00,0.00,144.00,-48.00,0.00,-48.00,758.00,569.00,189.00,671.00,671.00,0.00,-46.00,0.00,0.00,0.00,-23.00,0.00,-23.00,17.00,0.00,-712.00,0.00,242.00,0.00,-33.00,-869.00,836.00
1973:Q1,7761.00,7075.00,1121.00,5954.00,0.00,686.00,882.00,0.00,0.00,-182.00,-14.00,7761.00,3541.00,882.00,2659.00,-934.00,33.00,528.00,0.00,528.00,3976.00,3097.00,879.00,-5926.00,-128.00,-85.00,123.00,-167.00,0.00,-167.00,-3.00,0.00,-3.00,344.00,258.00,86.00,-182.00,-182.00,0.00,90.00,0.00,0.00,0.00,-208.00,0.00,-208.00,26.00,0.00,-310.00,0.00,-647.00,0.00,7690.00,6126.00,1564.00
1973:Q2,-3908.00,-7147.00,-4930.00,-2217.00,0.00,3239.00,934.00,0.00,0.00,2315.00,-10.00,-3908.00,954.00,934.00,20.00,-1188.00,28.00,465.00,0.00,465.00,1168.00,1486.00,-318.00,-4056.00,44.00,-85.00,49.00,-60.00,0.00,-60.00,-252.00,0.00,-252.00,286.00,214.00,72.00,2315.00,2315.00,0.00,-227.00,0.00,0.00,0.00,81.00,0.00,81.00,38.00,0.00,-598.00,0.00,65.00,0.00,-2935.00,-3020.00,85.00
