1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q1,16090.00,-1529.00,25467.00,-1275.00,-4333.00,1298.00,-34.00,-5192.00,-405.00,0.00,-2240.00,-652.00,346.00,-1934.00,16090.00,0.00,5598.00,9953.00,539.00,0.00
1982:Q2,20476.00,1662.00,20706.00,-592.00,659.00,9.00,25.00,977.00,-352.00,0.00,-1959.00,709.00,-1057.00,-1611.00,20476.00,0.00,20560.00,-830.00,746.00,0.00
1982:Q3,14788.00,-573.00,16062.00,-1881.00,1955.00,-89.00,22.00,1470.00,552.00,0.00,-775.00,414.00,-190.00,-999.00,14788.00,0.00,10952.00,3059.00,777.00,0.00
1982:Q4,12269.00,2060.00,10181.00,-2811.00,3373.00,1373.00,3.00,1300.00,697.00,0.00,-534.00,-519.00,1626.00,-1641.00,12269.00,0.00,11820.00,-189.00,638.00,0.00
1983:Q1,-453.00,-4543.00,-677.00,-551.00,891.00,1209.00,-6.00,-815.00,503.00,0.00,4427.00,1255.00,781.00,2391.00,-453.00,0.00,-975.00,-4.00,526.00,0.00
1983:Q2,5222.00,-835.00,-266.00,1385.00,4559.00,376.00,-90.00,3780.00,493.00,0.00,379.00,851.00,54.00,-526.00,5222.00,0.00,7469.00,-2705.00,458.00,0.00
1983:Q3,3451.00,184.00,5903.00,579.00,-2433.00,105.00,-60.00,-2085.00,-393.00,0.00,-782.00,-266.00,-530.00,14.00,3451.00,0.00,701.00,2336.00,414.00,0.00
1983:Q4,28041.00,3344.00,21022.00,708.00,3368.00,738.00,-69.00,3005.00,-306.00,0.00,-401.00,1200.00,-1209.00,-392.00,28041.00,0.00,27100.00,539.00,402.00,0.00
1984:Q1,13435.00,-1484.00,15653.00,3954.00,-3866.00,-1509.00,9.00,-772.00,-1594.00,0.00,-822.00,104.00,-1133.00,207.00,13435.00,0.00,11411.00,1667.00,357.00,0.00
1984:Q2,26323.00,-2137.00,20083.00,6155.00,2899.00,3364.00,21.00,-47.00,-439.00,0.00,-677.00,1049.00,-339.00,-1387.00,26323.00,0.00,26691.00,-657.00,289.00,0.00
1984:Q3,3890.00,-3808.00,2864.00,5050.00,2053.00,361.00,14.00,239.00,1439.00,0.00,-2269.00,-863.00,-1429.00,23.00,3890.00,0.00,3444.00,149.00,297.00,0.00
1984:Q4,30508.00,3943.00,20615.00,2611.00,6188.00,976.00,5.00,3812.00,1395.00,0.00,-2849.00,-1163.00,-246.00,-1440.00,30508.00,0.00,24743.00,5382.00,383.00,0.00
1985:Q1,2318.00,-602.00,10911.00,200.00,-6066.00,-3556.00,10.00,-2125.00,-395.00,0.00,-2125.00,-1141.00,-1204.00,220.00,2318.00,0.00,3459.00,-1628.00,487.00,0.00
1985:Q2,13081.00,6551.00,2345.00,3018.00,2394.00,-2155.00,65.00,4828.00,-344.00,0.00,-1227.00,-108.00,166.00,-1285.00,13081.00,0.00,9721.00,2746.00,614.00,0.00
1985:Q3,15741.00,-4373.00,9195.00,426.00,8179.00,5700.00,95.00,1440.00,944.00,0.00,2314.00,349.00,1417.00,548.00,15741.00,0.00,9713.00,5448.00,580.00,0.00
1985:Q4,21203.00,3852.00,18549.00,-1592.00,2202.00,-2443.00,110.00,3627.00,908.00,0.00,-1808.00,-509.00,-1720.00,421.00,21203.00,0.00,13772.00,7047.00,384.00,0.00
1986:Q1,-567.00,-716.00,6505.00,-452.00,-2434.00,-1492.00,90.00,-624.00,-408.00,0.00,-3470.00,171.00,-616.00,-3025.00,-567.00,0.00,1216.00,-1984.00,201.00,0.00
1986:Q2,12283.00,-6088.00,9266.00,1216.00,9911.00,9985.00,90.00,197.00,-361.00,0.00,-2022.00,-1463.00,1649.00,-2208.00,12283.00,0.00,9043.00,3203.00,37.00,0.00
1986:Q3,-2146.00,-5875.00,2090.00,528.00,1648.00,5222.00,91.00,-5455.00,1790.00,0.00,-537.00,-149.00,-1281.00,893.00,-2146.00,0.00,-9859.00,7746.00,-33.00,0.00
1986:Q4,63169.00,11150.00,47850.00,-698.00,-628.00,-1067.00,69.00,681.00,-311.00,0.00,5495.00,348.00,1759.00,3388.00,63169.00,0.00,43469.00,19706.00,-6.00,0.00
1987:Q1,-26719.00,-2211.00,-14966.00,-42.00,-7559.00,-5689.00,125.00,-2377.00,382.00,0.00,-1941.00,2769.00,-2947.00,-1763.00,-26719.00,0.00,-29929.00,3219.00,-9.00,0.00
1987:Q2,5741.00,-1288.00,4119.00,4408.00,923.00,227.00,125.00,876.00,-305.00,0.00,-2421.00,-2267.00,453.00,-607.00,5741.00,0.00,2669.00,3115.00,-43.00,0.00
1987:Q3,9268.00,5203.00,3977.00,3226.00,-1830.00,-4981.00,130.00,2493.00,528.00,0.00,-1308.00,-1289.00,-741.00,722.00,9268.00,0.00,5996.00,3325.00,-53.00,0.00
1987:Q4,14499.00,-1319.00,11277.00,1100.00,-3786.00,2123.00,120.00,-6137.00,108.00,0.00,7227.00,1245.00,-723.00,6705.00,14499.00,0.00,3408.00,11128.00,-37.00,0.00
1988:Q1,732.00,-1458.00,6492.00,1424.00,-1667.00,-4109.00,199.00,1628.00,615.00,0.00,-4059.00,367.00,41.00,-4467.00,732.00,0.00,4260.00,-3593.00,65.00,0.00
1988:Q2,21619.00,598.00,16100.00,3986.00,3192.00,4811.00,298.00,-1789.00,-128.00,0.00,-2257.00,-125.00,428.00,-2560.00,21619.00,0.00,13419.00,8074.00,126.00,0.00
1988:Q3,-6899.00,1237.00,765.00,2423.00,-4488.00,-3016.00,90.00,-762.00,-800.00,0.00,-6836.00,-223.00,-603.00,-6010.00,-6899.00,0.00,-843.00,-6191.00,135.00,0.00
1988:Q4,19390.00,3.00,13105.00,1458.00,5234.00,3345.00,994.00,891.00,4.00,0.00,-410.00,-607.00,150.00,47.00,19390.00,0.00,4042.00,15258.00,90.00,0.00
1989:Q1,-1072.00,-2807.00,3055.00,1463.00,-2892.00,-4816.00,740.00,542.00,642.00,0.00,109.00,137.00,-272.00,244.00,-1072.00,0.00,-1054.00,-25.00,7.00,0.00
1989:Q2,9796.00,-938.00,8887.00,5336.00,5650.00,3713.00,116.00,2426.00,-605.00,0.00,-9139.00,-501.00,697.00,-9335.00,9796.00,0.00,17408.00,-7494.00,-118.00,0.00
1989:Q3,5654.00,-6421.00,3509.00,3890.00,9368.00,8871.00,63.00,950.00,-516.00,0.00,-4692.00,-497.00,479.00,-4674.00,5654.00,0.00,2808.00,2874.00,-28.00,0.00
1989:Q4,7368.00,621.00,6145.00,2074.00,3045.00,5420.00,70.00,-1991.00,-454.00,0.00,-4517.00,-1490.00,200.00,-3227.00,7368.00,0.00,968.00,6123.00,277.00,0.00
1990:Q1,-22243.00,-7410.00,-6290.00,13.00,-226.00,580.00,70.00,-898.00,22.00,0.00,-8330.00,-2397.00,-1845.00,-4088.00,-22243.00,0.00,-11008.00,-11680.00,674.00,-229.00
1990:Q2,8762.00,699.00,2705.00,2861.00,1846.00,3550.00,70.00,-933.00,-841.00,0.00,651.00,-375.00,-227.00,1253.00,8762.00,0.00,1891.00,5936.00,1165.00,-230.00
1990:Q3,-9289.00,8167.00,-8631.00,1295.00,-5544.00,-3485.00,70.00,-685.00,-1444.00,0.00,-4576.00,-1204.00,871.00,-4243.00,-9289.00,0.00,-9666.00,-457.00,1068.00,-234.00
1990:Q4,-3027.00,-569.00,1733.00,-212.00,-569.00,2601.00,70.00,-2610.00,-630.00,0.00,-3410.00,-2353.00,-2021.00,964.00,-3027.00,0.00,-9905.00,6726.00,385.00,-233.00
1991:Q1,-13833.00,-11007.00,-8317.00,-1025.00,6123.00,6225.00,70.00,757.00,-929.00,0.00,393.00,-1614.00,1136.00,871.00,-13833.00,0.00,-14803.00,1541.00,-307.00,-264.00
1991:Q2,-11355.00,3828.00,-16053.00,1671.00,2382.00,581.00,74.00,2396.00,-669.00,0.00,-3183.00,27.00,-217.00,-2993.00,-11355.00,0.00,-15788.00,5710.00,-1009.00,-268.00
1991:Q3,-7820.00,9729.00,-12552.00,391.00,-7642.00,-7193.00,117.00,-84.00,-482.00,0.00,2254.00,142.00,593.00,1519.00,-7820.00,0.00,-18742.00,12280.00,-1088.00,-270.00
1991:Q4,-4129.00,-4402.00,-10460.00,-981.00,9826.00,7826.00,369.00,3182.00,-1551.00,0.00,1888.00,-2229.00,-433.00,4550.00,-4129.00,0.00,-16513.00,13204.00,-550.00,-270.00
1992:Q1,-16451.00,-4449.00,-8691.00,-1166.00,1434.00,2263.00,458.00,-779.00,-508.00,0.00,-3579.00,-1259.00,118.00,-2438.00,-16451.00,0.00,-8567.00,-7457.00,49.00,-476.00
1992:Q2,1641.00,6339.00,-11370.00,3008.00,-1306.00,-1378.00,151.00,288.00,-367.00,0.00,4970.00,-742.00,1444.00,4268.00,1641.00,0.00,-6980.00,9032.00,66.00,-477.00
1992:Q3,-5972.00,-3796.00,-8212.00,1457.00,4983.00,3709.00,334.00,1080.00,-140.00,0.00,-404.00,-1983.00,452.00,1127.00,-5972.00,0.00,-5205.00,-342.00,56.00,-481.00
1992:Q4,-4746.00,8895.00,-3257.00,-562.00,-3479.00,-2584.00,-2198.00,2655.00,-1352.00,0.00,-6343.00,-549.00,-1612.00,-4182.00,-4746.00,0.00,-7541.00,3288.00,-11.00,-482.00
1993:Q1,-28122.00,33.00,-5860.00,-4463.00,-12565.00,-10131.00,-145.00,-2249.00,-40.00,0.00,-5267.00,-1290.00,612.00,-4589.00,-28122.00,0.00,-8327.00,-19761.00,-87.00,53.00
1993:Q2,11822.00,68.00,-295.00,5122.00,7984.00,3075.00,-15.00,4816.00,108.00,0.00,-1057.00,-612.00,1288.00,-1733.00,11822.00,0.00,11091.00,855.00,-178.00,54.00
1993:Q3,742.00,6535.00,-6828.00,271.00,-2470.00,-4131.00,-59.00,1290.00,430.00,0.00,3234.00,4598.00,131.00,-1495.00,742.00,0.00,1992.00,-1130.00,-175.00,55.00
1993:Q4,13933.00,2208.00,5689.00,3456.00,1096.00,-2516.00,28.00,3236.00,348.00,0.00,1484.00,687.00,-777.00,1574.00,13933.00,0.00,8745.00,5218.00,-84.00,54.00
1994:Q1,-3666.00,2252.00,6035.00,1854.00,-4579.00,-6901.00,646.00,1608.00,68.00,0.00,-9228.00,-6472.00,522.00,-3278.00,-3666.00,0.00,2804.00,-6795.00,104.00,221.00
1994:Q2,9681.00,643.00,10552.00,6648.00,-8556.00,-5796.00,700.00,-4991.00,1531.00,0.00,394.00,-640.00,-953.00,1987.00,9681.00,0.00,13121.00,-3627.00,-37.00,224.00
1994:Q3,10856.00,3198.00,11347.00,4873.00,-6439.00,-3817.00,800.00,-3773.00,351.00,0.00,-2123.00,134.00,657.00,-2914.00,10856.00,0.00,6493.00,3681.00,456.00,226.00
1994:Q4,27587.00,3301.00,18897.00,1942.00,3082.00,-542.00,333.00,1984.00,1307.00,0.00,365.00,-328.00,-597.00,1290.00,27587.00,0.00,15496.00,10718.00,1147.00,226.00
1995:Q1,28800.00,2304.00,30171.00,2435.00,-6283.00,-2870.00,-333.00,-2889.00,-191.00,0.00,173.00,-214.00,-42.00,429.00,28800.00,0.00,21757.00,6667.00,279.00,97.00
1995:Q2,41139.00,5506.00,21053.00,5567.00,6152.00,3936.00,-777.00,4656.00,-1663.00,0.00,2861.00,-396.00,732.00,2525.00,41139.00,0.00,27438.00,13048.00,554.00,99.00
1995:Q3,18174.00,2486.00,10458.00,3160.00,1878.00,826.00,-444.00,923.00,573.00,0.00,192.00,151.00,997.00,-956.00,18174.00,0.00,11798.00,5834.00,443.00,99.00
1995:Q4,22870.00,8215.00,15637.00,294.00,-4612.00,-3637.00,545.00,-2208.00,688.00,0.00,3336.00,237.00,276.00,2823.00,22870.00,0.00,13351.00,8897.00,523.00,99.00
1996:Q1,19209.00,-15482.00,10538.00,3588.00,19095.00,6602.00,545.00,1331.00,10617.00,0.00,1470.00,-498.00,1229.00,739.00,19209.00,0.00,13658.00,4887.00,516.00,148.00
1996:Q2,28611.00,8203.00,8509.00,8368.00,-3516.00,-1048.00,763.00,-2063.00,-1168.00,0.00,7047.00,1081.00,1424.00,4542.00,28611.00,0.00,15076.00,12929.00,516.00,90.00
1996:Q3,27116.00,498.00,16561.00,13196.00,111.00,1074.00,910.00,-1386.00,-487.00,0.00,-3250.00,121.00,-990.00,-2381.00,27116.00,0.00,18333.00,8371.00,329.00,83.00
1996:Q4,22924.00,-3332.00,8222.00,4044.00,9167.00,1897.00,515.00,5075.00,1680.00,0.00,4823.00,-229.00,1678.00,3374.00,22924.00,0.00,13576.00,9191.00,75.00,82.00
1997:Q1,40453.00,9773.00,19448.00,12442.00,-2946.00,-1375.00,671.00,1226.00,-3468.00,0.00,1736.00,-975.00,-588.00,3299.00,40453.00,0.00,32884.00,7481.00,85.00,3.00
1997:Q2,42976.00,8216.00,13042.00,13966.00,249.00,-2652.00,2553.00,375.00,-27.00,0.00,7503.00,49.00,-297.00,7751.00,42976.00,0.00,28484.00,14002.00,387.00,103.00
1997:Q3,8841.00,-24439.00,7347.00,8056.00,17019.00,11966.00,687.00,1106.00,3260.00,0.00,858.00,123.00,-282.00,1017.00,8841.00,0.00,15294.00,-6830.00,307.00,70.00
1997:Q4,48327.00,16285.00,15251.00,12275.00,-1637.00,-7962.00,5953.00,436.00,-64.00,0.00,6153.00,58.00,654.00,5441.00,48327.00,0.00,35954.00,12206.00,105.00,62.00
1998:Q1,20935.00,2911.00,8804.00,950.00,7407.00,-1373.00,5302.00,2929.00,549.00,0.00,863.00,310.00,-778.00,1331.00,20935.00,0.00,25564.00,-4600.00,-48.00,19.00
1998:Q2,50862.00,-26.00,27787.00,12064.00,8179.00,1403.00,3318.00,1083.00,2375.00,0.00,2858.00,249.00,1795.00,814.00,50862.00,0.00,46884.00,3382.00,540.00,56.00
1998:Q3,27511.00,-9462.00,23121.00,7521.00,8309.00,4005.00,7244.00,-6052.00,3112.00,0.00,-1978.00,-227.00,-1025.00,-726.00,27511.00,0.00,26055.00,1148.00,244.00,64.00
1998:Q4,34002.00,-999.00,20942.00,4995.00,5412.00,1998.00,126.00,-736.00,4024.00,0.00,3652.00,1110.00,-718.00,3260.00,34002.00,0.00,40579.00,-6998.00,127.00,294.00
1999:Q1,5153.00,-6683.00,10367.00,11086.00,-6794.00,-1033.00,-4885.00,-2005.00,1129.00,0.00,-2823.00,107.00,-573.00,-2357.00,5153.00,0.00,23085.00,-17438.00,-508.00,14.00
1999:Q2,15110.00,-5533.00,4180.00,7477.00,12513.00,1997.00,-324.00,3177.00,7663.00,0.00,-3527.00,-403.00,1094.00,-4218.00,15110.00,0.00,31883.00,-17305.00,411.00,121.00
1999:Q3,24977.00,-5548.00,17187.00,14738.00,-1900.00,2867.00,-1137.00,-3589.00,-41.00,0.00,500.00,557.00,-2819.00,2762.00,24977.00,0.00,23640.00,1126.00,87.00,124.00
1999:Q4,43848.00,-8141.00,16867.00,16295.00,18588.00,9959.00,-765.00,4720.00,4674.00,0.00,239.00,-105.00,-1084.00,1428.00,43848.00,0.00,39195.00,3994.00,545.00,114.00
2000:Q1,20414.00,142.00,15290.00,8622.00,-1230.00,-5773.00,-663.00,2871.00,2335.00,0.00,-2410.00,-439.00,1542.00,-3513.00,20414.00,0.00,23629.00,-4490.00,947.00,328.00
2000:Q2,46155.00,-4255.00,21954.00,24352.00,4195.00,7358.00,-2282.00,-2375.00,1494.00,0.00,-91.00,179.00,595.00,-865.00,46155.00,0.00,44993.00,792.00,188.00,182.00
2000:Q3,12755.00,-1558.00,8066.00,5585.00,-2034.00,3045.00,-2574.00,1251.00,-3756.00,0.00,2696.00,274.00,528.00,1894.00,12755.00,0.00,10807.00,1405.00,391.00,152.00
2000:Q4,33823.00,1277.00,9906.00,11865.00,2152.00,-981.00,739.00,-2043.00,4437.00,0.00,8623.00,179.00,679.00,7765.00,33823.00,0.00,14230.00,19650.00,-416.00,359.00
2001:Q1,-7583.00,-11230.00,-11847.00,12072.00,2801.00,6498.00,-2924.00,-995.00,222.00,0.00,621.00,46.00,3177.00,-2602.00,-7583.00,0.00,-7331.00,-401.00,127.00,22.00
2001:Q2,-30566.00,585.00,-35631.00,13361.00,1141.00,6451.00,-271.00,1193.00,-6232.00,0.00,-10022.00,-408.00,-5025.00,-4589.00,-30566.00,0.00,-11073.00,-20268.00,318.00,457.00
2001:Q3,-8936.00,1005.00,-24834.00,8822.00,7071.00,-693.00,-1266.00,2424.00,6606.00,0.00,-1000.00,569.00,-458.00,-1111.00,-8936.00,0.00,-5949.00,-3306.00,157.00,162.00
2001:Q4,-39372.00,-6506.00,-32755.00,9261.00,-4618.00,8285.00,1410.00,-7455.00,-6858.00,0.00,-4754.00,154.00,-3902.00,-1006.00,-39372.00,0.00,-38915.00,-4427.00,3927.00,43.00
2002:Q1,-14472.00,-3923.00,-13754.00,3825.00,695.00,-1504.00,-501.00,567.00,2133.00,0.00,-1315.00,-342.00,-2641.00,1668.00,-14472.00,0.00,-22328.00,8043.00,-271.00,84.00
2002:Q2,-30787.00,-9259.00,-47441.00,8337.00,13473.00,11406.00,945.00,2320.00,-1198.00,0.00,4103.00,211.00,2517.00,1375.00,-30787.00,0.00,-19525.00,-12217.00,140.00,815.00
2002:Q3,-24035.00,-22951.00,-19752.00,6068.00,18088.00,26045.00,-63.00,-5010.00,-2884.00,0.00,-5488.00,580.00,-4224.00,-1844.00,-24035.00,0.00,-9533.00,-14735.00,46.00,187.00
2002:Q4,-29216.00,12130.00,-22442.00,5451.00,-20373.00,-19141.00,1390.00,-3893.00,1271.00,0.00,-3982.00,-96.00,-4339.00,453.00,-29216.00,0.00,-14998.00,-10741.00,-4261.00,784.00
2003:Q1,-14520.00,7063.00,-24782.00,517.00,-169.00,-4356.00,847.00,5068.00,-1728.00,0.00,2851.00,-632.00,5109.00,-1626.00,-14520.00,0.00,-13584.00,-762.00,-187.00,13.00
2003:Q2,-9701.00,-10129.00,-30561.00,4033.00,31630.00,14401.00,-2684.00,6801.00,13112.00,0.00,-4674.00,107.00,418.00,-5199.00,-9701.00,0.00,-2294.00,-8536.00,206.00,923.00
2003:Q3,-23013.00,-8640.00,-15549.00,3054.00,-1832.00,366.00,838.00,-4777.00,1741.00,0.00,-46.00,-590.00,-266.00,810.00,-23013.00,0.00,-4192.00,-19112.00,-40.00,331.00
2003:Q4,886.00,19713.00,-20488.00,2764.00,-2465.00,-4599.00,609.00,-839.00,2364.00,0.00,1362.00,109.00,244.00,1009.00,886.00,0.00,-4130.00,3672.00,358.00,986.00
2004:Q1,-16890.00,-2735.00,-33622.00,12821.00,9400.00,3681.00,-303.00,4778.00,1244.00,0.00,-2754.00,829.00,370.00,-3953.00,-16890.00,0.00,-13368.00,-4097.00,490.00,85.00
2004:Q2,20496.00,1771.00,1754.00,7955.00,6911.00,8569.00,3065.00,-2867.00,-1856.00,0.00,2105.00,241.00,1915.00,-51.00,20496.00,0.00,20971.00,-1382.00,554.00,353.00
2004:Q3,10853.00,-27865.00,10518.00,6708.00,22542.00,12000.00,753.00,2855.00,6934.00,0.00,-1050.00,-311.00,-346.00,-393.00,10853.00,0.00,11453.00,-3541.00,28.00,2913.00
2004:Q4,38373.00,8806.00,25304.00,5467.00,-3855.00,5775.00,3643.00,-3127.00,-10146.00,0.00,2651.00,226.00,1527.00,898.00,38373.00,0.00,21593.00,14551.00,719.00,1510.00
2005:Q1,17625.00,-14317.00,-7120.00,36158.00,-2615.00,-3676.00,1972.00,979.00,-1890.00,0.00,5519.00,-202.00,3921.00,1800.00,17625.00,0.00,-3838.00,21068.00,235.00,160.00
2005:Q2,53934.00,9843.00,6171.00,41401.00,1117.00,-3383.00,1405.00,1214.00,1881.00,0.00,-4598.00,-700.00,-3977.00,79.00,53934.00,0.00,40808.00,9051.00,1698.00,2377.00
2005:Q3,28527.00,-69.00,-27356.00,40932.00,9927.00,8934.00,3087.00,1002.00,-3096.00,0.00,5093.00,-2510.00,4656.00,2947.00,28527.00,0.00,12556.00,15729.00,-360.00,602.00
2005:Q4,70996.00,4847.00,1186.00,39398.00,14262.00,3280.00,1963.00,4027.00,4992.00,0.00,11303.00,-175.00,409.00,11069.00,70996.00,0.00,39056.00,26149.00,4054.00,1737.00
2006:Q1,51803.00,6785.00,9718.00,26315.00,9246.00,-4682.00,1158.00,6994.00,5776.00,0.00,-261.00,-457.00,-1363.00,1559.00,51803.00,0.00,26652.00,24580.00,482.00,89.00
2006:Q2,51314.00,11567.00,-1714.00,30992.00,937.00,-482.00,1387.00,825.00,-793.00,0.00,9532.00,332.00,1666.00,7534.00,51314.00,0.00,39966.00,12585.00,-3365.00,2128.00
2006:Q3,40568.00,7783.00,8697.00,29650.00,-3706.00,-5452.00,1509.00,573.00,-336.00,0.00,-1856.00,-105.00,-3005.00,1254.00,40568.00,0.00,14169.00,24425.00,1448.00,526.00
2006:Q4,54442.00,18110.00,5344.00,28335.00,-6853.00,-2247.00,-9034.00,2689.00,1739.00,0.00,9506.00,-491.00,5630.00,4367.00,54442.00,0.00,39409.00,13602.00,1141.00,290.00
2007:Q1,32841.00,-10405.00,-7370.00,33562.00,16498.00,8892.00,6663.00,1429.00,-486.00,0.00,556.00,-4.00,-2933.00,3493.00,32841.00,0.00,11489.00,20655.00,-925.00,1622.00
2007:Q2,67658.00,-10818.00,2669.00,37022.00,27767.00,15321.00,-1461.00,727.00,13180.00,0.00,11018.00,107.00,7682.00,3229.00,67658.00,0.00,49979.00,16559.00,-1077.00,2197.00
2007:Q3,142655.00,11452.00,56269.00,35040.00,29815.00,23283.00,-2581.00,5474.00,3639.00,0.00,10079.00,-63.00,5318.00,4824.00,142655.00,0.00,90533.00,51020.00,558.00,544.00
2007:Q4,98301.00,629.00,44723.00,35226.00,9991.00,5270.00,2180.00,-3632.00,6173.00,0.00,7732.00,190.00,-1123.00,8665.00,98301.00,0.00,75378.00,25259.00,-2776.00,440.00
2008:Q1,126300.00,8945.00,37032.00,27087.00,40169.00,1382.00,1037.00,41551.00,-3801.00,0.00,13067.00,33.00,11055.00,1979.00,126300.00,39743.00,68763.00,16794.00,21.00,979.00
2008:Q2,8940.00,-34951.00,7153.00,32751.00,7097.00,14197.00,-4668.00,-50530.00,19270.00,28828.00,-3110.00,1265.00,-3520.00,-855.00,8940.00,-9460.00,22454.00,-6421.00,-366.00,2733.00
2008:Q3,352717.00,24762.00,23298.00,30247.00,268629.00,-16712.00,2909.00,213729.00,7460.00,61243.00,5781.00,-249.00,5285.00,745.00,352717.00,259522.00,69544.00,22970.00,-169.00,850.00
2008:Q4,199254.00,5880.00,-3326.00,29495.00,167809.00,-5949.00,407.00,-171917.00,-9588.00,354856.00,-604.00,665.00,-7401.00,6132.00,199254.00,200606.00,-24267.00,23855.00,-1165.00,225.00
2009:Q1,-208550.00,-16639.00,-59621.00,-14494.00,-114838.00,-7731.00,-2770.00,-26835.00,3763.00,-81265.00,-2958.00,125.00,-3640.00,557.00,-208550.00,-101648.00,-78111.00,-29259.00,5.00,463.00
2009:Q2,-235874.00,18775.00,-58929.00,-28404.00,-160177.00,10271.00,-6627.00,-19365.00,-4546.00,-139910.00,-7139.00,132.00,-4334.00,-2937.00,-235874.00,-134829.00,-64847.00,-38397.00,-1104.00,3303.00
2009:Q3,-200639.00,19946.00,-78274.00,-28781.00,-111604.00,-15779.00,-2824.00,-9233.00,-1200.00,-82568.00,-1926.00,-299.00,1981.00,-3608.00,-200639.00,-70014.00,-88000.00,-40242.00,1103.00,-3486.00
2009:Q4,-121245.00,6257.00,-37224.00,-30321.00,-57131.00,-17184.00,-446.00,2141.00,4242.00,-45884.00,-2826.00,5.00,778.00,-3609.00,-121245.00,-41088.00,-58307.00,-22542.00,-314.00,1006.00
2010:Q1,-62199.00,34539.00,-70239.00,-7189.00,-20678.00,-18605.00,-1443.00,-160.00,4625.00,-5095.00,1368.00,-407.00,5678.00,-3903.00,-62199.00,-5406.00,-56928.00,-736.00,-990.00,1861.00
2010:Q2,-32735.00,15967.00,-32821.00,-2026.00,-18620.00,-5887.00,-1938.00,-1124.00,-4440.00,-5231.00,4765.00,859.00,1411.00,2495.00,-32735.00,-9975.00,-4385.00,-18277.00,-2686.00,2588.00
2010:Q3,-17059.00,7643.00,-8325.00,-3620.00,-20238.00,-25015.00,526.00,1368.00,11558.00,-8675.00,7481.00,156.00,1809.00,5516.00,-17059.00,-21453.00,2229.00,-87.00,131.00,2121.00
2010:Q4,26024.00,-8008.00,24372.00,-3976.00,3296.00,-15372.00,1084.00,6164.00,14365.00,-2945.00,10340.00,1467.00,6699.00,2174.00,26024.00,-7941.00,25934.00,10875.00,196.00,-3040.00
2011:Q1,-4266.00,-16006.00,17896.00,-10345.00,-12949.00,2260.00,-1888.00,299.00,9822.00,-23442.00,17138.00,143.00,9152.00,7843.00,-4266.00,-28937.00,7678.00,15654.00,-20.00,1359.00
2011:Q2,41848.00,-52062.00,29334.00,-4918.00,61475.00,1028.00,-244.00,9792.00,58302.00,-7403.00,8019.00,-1179.00,5957.00,3241.00,41848.00,-13856.00,33611.00,21298.00,-83.00,878.00
2011:Q3,72303.00,-9396.00,47520.00,-5539.00,26487.00,8894.00,5383.00,17664.00,6023.00,-11477.00,13231.00,335.00,3123.00,9773.00,72303.00,-12929.00,62666.00,21850.00,677.00,39.00
2011:Q4,67671.00,22580.00,57354.00,-5692.00,-11406.00,3742.00,1350.00,3236.00,-10179.00,-9555.00,4835.00,-529.00,-1415.00,6779.00,67671.00,-11845.00,71868.00,2886.00,476.00,4286.00
2012:Q1,18677.00,17834.00,23715.00,11140.00,-41134.00,-4532.00,-3732.00,-2887.00,-20412.00,-9571.00,7122.00,663.00,8.00,6451.00,18677.00,-11528.00,31445.00,-140.00,99.00,-1199.00
2012:Q2,52669.00,55586.00,27914.00,20012.00,-65810.00,5927.00,1572.00,-2623.00,-58780.00,-11906.00,14967.00,-958.00,6030.00,9895.00,52669.00,-14436.00,76810.00,-10033.00,69.00,259.00
2012:Q3,31089.00,-4434.00,9090.00,16649.00,5213.00,12371.00,-1210.00,-338.00,-5610.00,0.00,4571.00,27.00,-4951.00,9495.00,31089.00,-3059.00,36117.00,-4543.00,360.00,2214.00
2012:Q4,74467.00,41836.00,40747.00,16808.00,-28664.00,2676.00,7338.00,-3316.00,-35362.00,0.00,3740.00,1046.00,-532.00,3226.00,74467.00,-911.00,72391.00,3691.00,427.00,-1131.00
2013:Q1,8039.00,-6317.00,1297.00,-543.00,5281.00,168.00,-5874.00,6918.00,4069.00,0.00,8321.00,-32.00,5752.00,2601.00,8039.00,-174.00,665.00,8103.00,76.00,-631.00
2013:Q2,62116.00,8308.00,25604.00,8851.00,13121.00,8814.00,2050.00,-2110.00,4367.00,0.00,6232.00,-89.00,4277.00,2044.00,62116.00,-124.00,56047.00,3332.00,901.00,1960.00
2013:Q3,39348.00,27347.00,10530.00,7080.00,-15856.00,-816.00,4842.00,2584.00,-22466.00,0.00,10247.00,520.00,6276.00,3451.00,39348.00,-157.00,24579.00,14537.00,460.00,-71.00
2013:Q4,87046.00,-1149.00,36330.00,6924.00,30685.00,1959.00,-2109.00,3041.00,27794.00,0.00,14256.00,551.00,3699.00,10006.00,87046.00,-4.00,63052.00,20303.00,-147.00,3842.00
2014:Q1,56805.00,31899.00,-5697.00,16090.00,779.00,-3469.00,1414.00,4761.00,-1927.00,0.00,13734.00,-683.00,1544.00,12873.00,56805.00,-15.00,41555.00,16114.00,-160.00,-689.00
