1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,56936.00,-16.00,7828.00,10500.00,14640.00,23984.00,56936.00,40500.00,0.00,18760.00,7768.00,13972.00,14748.00,-2412.00,-552.00,5736.00,4824.00,0.00,2836.00,2972.00,0.00,1344.00,0.00,1688.00,56936.00,18144.00,14444.00,-444.00,200.00,-4.00,3948.00,34664.00,4236.00,13948.00,-324.00,-12.00,560.00,3904.00,7388.00,6524.00,-1376.00,4240.00,0.00,-336.00,156.00,0.00,-3696.00,0.00,0.00,0.00,-52.00,0.00,-496.00,4128.00
1972:Q3,56180.00,-4804.00,22288.00,8788.00,12520.00,17388.00,56180.00,45800.00,0.00,9836.00,24136.00,11828.00,10892.00,-964.00,-332.00,2672.00,4268.00,0.00,-1312.00,2852.00,0.00,3708.00,0.00,-512.00,56180.00,-5644.00,-12568.00,856.00,200.00,0.00,5868.00,43916.00,-5904.00,14992.00,1024.00,548.00,556.00,3776.00,9200.00,9868.00,5512.00,4308.00,0.00,1684.00,140.00,0.00,-3328.00,0.00,0.00,0.00,1064.00,0.00,476.00,17908.00
1972:Q4,83216.00,4732.00,32796.00,11776.00,12724.00,21188.00,83216.00,55232.00,0.00,8920.00,34260.00,12052.00,26972.00,2428.00,-232.00,3956.00,6356.00,0.00,8932.00,2800.00,0.00,2732.00,0.00,1012.00,83216.00,-284.00,-18096.00,9264.00,200.00,20.00,8328.00,77096.00,8832.00,36680.00,-564.00,512.00,548.00,3412.00,6792.00,6092.00,4396.00,4692.00,0.00,-584.00,272.00,0.00,-2868.00,0.00,0.00,0.00,9556.00,0.00,-672.00,6404.00
1973:Q1,57800.00,-3200.00,20788.00,12084.00,14952.00,13176.00,57800.00,37584.00,244.00,2084.00,21832.00,13424.00,19684.00,-400.00,224.00,8016.00,3024.00,0.00,4272.00,40.00,0.00,4508.00,0.00,532.00,57800.00,9120.00,6532.00,-6040.00,132.00,20.00,8476.00,16136.00,15196.00,-22844.00,324.00,-308.00,476.00,3480.00,9100.00,8672.00,3112.00,4908.00,0.00,1764.00,772.00,0.00,-2256.00,0.00,0.00,0.00,-8152.00,0.00,1892.00,32544.00
1973:Q2,70424.00,9060.00,7668.00,24304.00,14456.00,14936.00,70424.00,33704.00,332.00,15388.00,6000.00,11984.00,36120.00,820.00,488.00,20152.00,5820.00,0.00,3884.00,796.00,0.00,4160.00,0.00,600.00,70424.00,51692.00,40552.00,2344.00,112.00,-28.00,8712.00,28012.00,684.00,5704.00,1284.00,-308.00,512.00,3240.00,5816.00,4952.00,-1428.00,5144.00,0.00,496.00,624.00,0.00,-1996.00,0.00,0.00,0.00,2668.00,0.00,620.00,-9280.00
1973:Q3,64724.00,10072.00,-4080.00,27884.00,14436.00,16412.00,64724.00,22712.00,444.00,12544.00,-2312.00,12036.00,41128.00,2944.00,884.00,24348.00,1768.00,0.00,3252.00,3404.00,0.00,4528.00,0.00,884.00,64724.00,36052.00,39036.00,-10868.00,60.00,-8.00,7832.00,30084.00,3428.00,-1692.00,-680.00,300.00,456.00,3348.00,3120.00,8440.00,3956.00,5896.00,0.00,932.00,556.00,0.00,72.00,0.00,0.00,0.00,1240.00,0.00,712.00,-1412.00
1973:Q4,82792.00,17532.00,10504.00,17172.00,20072.00,17512.00,82792.00,48808.00,580.00,19460.00,11080.00,17688.00,32168.00,3112.00,16.00,12664.00,3932.00,0.00,12060.00,900.00,0.00,-516.00,0.00,1816.00,82792.00,23416.00,13296.00,2980.00,28.00,8.00,7104.00,75276.00,17788.00,24304.00,596.00,304.00,464.00,3776.00,4712.00,4196.00,2900.00,4100.00,0.00,-720.00,240.00,0.00,3332.00,0.00,0.00,0.00,10516.00,0.00,-1232.00,-15900.00
1974:Q1,63724.00,18716.00,-948.00,8264.00,19736.00,17956.00,63724.00,37228.00,712.00,18656.00,480.00,17380.00,23728.00,4376.00,1352.00,160.00,6676.00,0.00,7360.00,-1860.00,0.00,5664.00,0.00,2768.00,63724.00,36124.00,26492.00,2944.00,64.00,8.00,6616.00,29032.00,-2896.00,10876.00,1160.00,-136.00,356.00,4240.00,8436.00,4904.00,2256.00,5060.00,748.00,1956.00,316.00,0.00,368.00,0.00,0.00,0.00,-8956.00,0.00,344.00,-1432.00
1974:Q2,97976.00,13172.00,15028.00,23632.00,17104.00,29040.00,97976.00,56724.00,836.00,26404.00,14912.00,14572.00,39416.00,10164.00,2588.00,22056.00,1692.00,0.00,5408.00,-7236.00,0.00,4744.00,0.00,1836.00,97976.00,47268.00,39732.00,2100.00,60.00,-32.00,5408.00,36956.00,9840.00,-832.00,1244.00,268.00,260.00,4668.00,4140.00,6132.00,2656.00,6692.00,684.00,-256.00,-412.00,0.00,-1804.00,0.00,0.00,0.00,3220.00,0.00,456.00,13752.00
1974:Q3,124336.00,28096.00,19352.00,35676.00,14996.00,26216.00,124336.00,59680.00,964.00,27488.00,18520.00,12708.00,62640.00,9204.00,2584.00,30628.00,5880.00,0.00,9372.00,-2812.00,0.00,7784.00,0.00,2016.00,124336.00,92536.00,77160.00,10872.00,48.00,0.00,4456.00,32476.00,3868.00,-5956.00,-128.00,180.00,316.00,4804.00,1232.00,12076.00,5144.00,7400.00,960.00,576.00,-468.00,0.00,268.00,0.00,0.00,0.00,2920.00,0.00,-716.00,-676.00
1974:Q4,105376.00,11052.00,26024.00,16248.00,9388.00,42664.00,105376.00,61732.00,1088.00,29248.00,25024.00,6372.00,40052.00,7876.00,1228.00,13564.00,3684.00,0.00,14676.00,-516.00,0.00,-460.00,0.00,3592.00,105376.00,24288.00,12320.00,12128.00,48.00,0.00,-208.00,73216.00,8692.00,23224.00,1364.00,-356.00,620.00,4700.00,7864.00,12460.00,900.00,3704.00,636.00,744.00,-268.00,0.00,6364.00,0.00,0.00,0.00,3712.00,0.00,-1144.00,7872.00
1975:Q1,143120.00,6304.00,65912.00,9208.00,11588.00,50108.00,143120.00,118152.00,1212.00,43544.00,64740.00,8656.00,16240.00,976.00,656.00,-1468.00,11848.00,0.00,2460.00,-860.00,0.00,2628.00,0.00,8728.00,143120.00,5800.00,-3576.00,6508.00,-40.00,0.00,2908.00,111032.00,10348.00,43256.00,-2716.00,204.00,900.00,6768.00,8596.00,17848.00,2156.00,7232.00,2148.00,220.00,252.00,0.00,13776.00,0.00,0.00,0.00,-500.00,0.00,544.00,26288.00
1975:Q2,155740.00,-12316.00,111820.00,4336.00,13324.00,38576.00,155740.00,148508.00,1336.00,26804.00,111624.00,8744.00,1816.00,-3092.00,-748.00,-200.00,4732.00,0.00,3240.00,-616.00,0.00,-1500.00,0.00,5416.00,155740.00,25672.00,7980.00,13972.00,-8.00,0.00,3728.00,128576.00,1372.00,82900.00,1456.00,140.00,1248.00,5944.00,8640.00,15316.00,5916.00,9520.00,-860.00,664.00,-4.00,0.00,-3168.00,0.00,0.00,0.00,280.00,0.00,-788.00,1492.00
1975:Q3,132980.00,-6056.00,95988.00,8428.00,9132.00,25488.00,132980.00,119612.00,1464.00,16932.00,95952.00,5264.00,8228.00,-2600.00,-280.00,3736.00,4728.00,0.00,4036.00,-1220.00,0.00,-172.00,0.00,5140.00,132980.00,39328.00,31672.00,-716.00,68.00,0.00,8304.00,98072.00,10492.00,41940.00,-336.00,216.00,1260.00,7012.00,13460.00,15540.00,8068.00,7504.00,1020.00,1644.00,52.00,0.00,-5396.00,0.00,0.00,0.00,-3328.00,0.00,-1076.00,-4420.00
1975:Q4,188476.00,7232.00,85456.00,14196.00,25784.00,55808.00,188476.00,128548.00,1588.00,20348.00,85448.00,21164.00,49028.00,6456.00,568.00,7300.00,6904.00,0.00,12532.00,-824.00,0.00,16092.00,0.00,10900.00,188476.00,53692.00,26388.00,18900.00,124.00,0.00,8280.00,124356.00,10552.00,42776.00,1164.00,196.00,1052.00,9368.00,18892.00,13548.00,-1320.00,11864.00,484.00,-4.00,56.00,0.00,1020.00,0.00,0.00,0.00,7648.00,6000.00,1060.00,10428.00
1976:Q1,153904.00,5340.00,80028.00,11780.00,20516.00,36240.00,153904.00,129332.00,1724.00,29792.00,80252.00,17564.00,14560.00,1248.00,744.00,992.00,10564.00,0.00,1148.00,-1228.00,0.00,1092.00,0.00,10012.00,153904.00,24432.00,-15252.00,19096.00,-100.00,0.00,20688.00,118204.00,5328.00,48632.00,28.00,480.00,800.00,15128.00,17880.00,12244.00,768.00,9368.00,1840.00,-1428.00,500.00,0.00,6052.00,0.00,0.00,0.00,2036.00,400.00,-1852.00,11268.00
1976:Q2,177244.00,5608.00,88960.00,13772.00,34632.00,34272.00,177244.00,146420.00,1776.00,24668.00,89128.00,30848.00,24584.00,3916.00,656.00,2108.00,11496.00,0.00,6144.00,-60.00,0.00,324.00,0.00,6240.00,177244.00,65352.00,50468.00,4144.00,36.00,0.00,10704.00,102372.00,9988.00,29628.00,540.00,320.00,672.00,8896.00,17484.00,11996.00,10132.00,14524.00,-984.00,-192.00,300.00,0.00,108.00,0.00,0.00,0.00,-1248.00,400.00,-192.00,9520.00
1976:Q3,146180.00,-1616.00,73692.00,18232.00,15640.00,40232.00,146180.00,108880.00,2028.00,21900.00,74832.00,10120.00,26104.00,100.00,424.00,5260.00,11832.00,0.00,4828.00,116.00,0.00,3544.00,0.00,11196.00,146180.00,17408.00,5200.00,-3460.00,376.00,0.00,15292.00,109796.00,7296.00,32208.00,872.00,692.00,528.00,13184.00,19604.00,640.00,10344.00,9124.00,308.00,684.00,208.00,0.00,-776.00,0.00,0.00,0.00,15128.00,400.00,-648.00,18976.00
1976:Q4,146412.00,23408.00,52908.00,14700.00,12892.00,42504.00,146412.00,91608.00,2472.00,30636.00,51292.00,7208.00,45240.00,10092.00,1244.00,1480.00,14836.00,0.00,15016.00,-644.00,0.00,3216.00,0.00,9564.00,146412.00,16592.00,-19164.00,13856.00,652.00,0.00,21248.00,112892.00,4300.00,43012.00,2288.00,868.00,552.00,12620.00,24680.00,1148.00,-2864.00,3964.00,1388.00,2440.00,-120.00,0.00,436.00,0.00,0.00,0.00,15320.00,1020.00,1840.00,16928.00
1977:Q1,134472.00,8484.00,51520.00,21792.00,22708.00,29968.00,134472.00,95952.00,3012.00,27224.00,50904.00,14812.00,34996.00,752.00,812.00,3508.00,18900.00,0.00,8264.00,-308.00,0.00,3068.00,0.00,3524.00,134472.00,50840.00,21580.00,1700.00,684.00,0.00,26876.00,55500.00,11636.00,27952.00,-656.00,180.00,648.00,17232.00,21264.00,3484.00,-768.00,6000.00,-908.00,3352.00,-500.00,0.00,-3428.00,0.00,0.00,0.00,-31476.00,980.00,508.00,28132.00
1977:Q2,157428.00,19940.00,32932.00,20148.00,45264.00,39144.00,157428.00,93784.00,3640.00,24504.00,32620.00,33020.00,56144.00,5156.00,456.00,10212.00,10248.00,0.00,24868.00,144.00,0.00,5060.00,0.00,7500.00,157428.00,44752.00,36420.00,-19996.00,768.00,0.00,27560.00,88536.00,9988.00,15432.00,-1740.00,296.00,436.00,16824.00,20860.00,15544.00,-7908.00,12324.00,-564.00,4380.00,-928.00,0.00,-4168.00,0.00,0.00,0.00,5872.00,1200.00,688.00,24140.00
1977:Q3,197360.00,1808.00,110488.00,21140.00,25816.00,38108.00,197360.00,159288.00,3712.00,31512.00,108496.00,15568.00,29968.00,632.00,368.00,5404.00,17728.00,0.00,2116.00,-220.00,0.00,3940.00,0.00,8104.00,197360.00,45904.00,14288.00,-1720.00,980.00,0.00,32356.00,111544.00,7488.00,13248.00,2532.00,224.00,380.00,18344.00,17780.00,5852.00,39844.00,13020.00,-216.00,5876.00,-912.00,0.00,-4760.00,0.00,0.00,0.00,-9336.00,1600.00,580.00,39912.00
1977:Q4,194768.00,29768.00,60180.00,26092.00,25188.00,53540.00,194768.00,120044.00,3236.00,41504.00,60008.00,15296.00,71388.00,10420.00,892.00,8700.00,17564.00,0.00,30744.00,-128.00,0.00,3196.00,0.00,3336.00,194768.00,41476.00,19572.00,-4648.00,1156.00,0.00,25396.00,93624.00,5544.00,6720.00,644.00,232.00,368.00,17120.00,22168.00,16436.00,-4868.00,13520.00,1104.00,1932.00,-464.00,0.00,-1920.00,0.00,0.00,0.00,13700.00,1396.00,-8.00,59668.00
1978:Q1,164640.00,3708.00,59388.00,27240.00,43928.00,30376.00,164640.00,119108.00,2832.00,22384.00,58096.00,35796.00,39832.00,-4544.00,-536.00,17696.00,10836.00,0.00,11788.00,-336.00,0.00,4928.00,0.00,5700.00,164640.00,46180.00,10872.00,-5012.00,1280.00,0.00,39040.00,61044.00,-576.00,2516.00,1076.00,472.00,-60.00,17340.00,26472.00,3916.00,-92.00,13156.00,2712.00,3200.00,264.00,0.00,-920.00,0.00,0.00,0.00,-8992.00,-1396.00,1956.00,57416.00
1978:Q2,209304.00,19872.00,55848.00,38640.00,56340.00,38604.00,209304.00,137232.00,2492.00,33976.00,55460.00,45304.00,66348.00,2448.00,-120.00,26632.00,12396.00,0.00,16312.00,356.00,0.00,8324.00,0.00,5724.00,209304.00,104760.00,67208.00,-480.00,1076.00,0.00,36956.00,119628.00,31772.00,19524.00,2332.00,452.00,-1412.00,12804.00,19868.00,19012.00,-4524.00,17944.00,3776.00,-260.00,364.00,0.00,2176.00,0.00,0.00,0.00,-2704.00,-1200.00,-296.00,-15084.00
1978:Q3,195268.00,-1828.00,89432.00,34324.00,48824.00,24516.00,195268.00,158080.00,2432.00,30748.00,87224.00,37676.00,33692.00,-6880.00,-1584.00,23956.00,12576.00,0.00,812.00,100.00,0.00,4712.00,0.00,3496.00,195268.00,57316.00,28956.00,-5916.00,568.00,0.00,33708.00,123772.00,9420.00,26380.00,944.00,396.00,-780.00,18312.00,21812.00,10348.00,35580.00,13820.00,1896.00,-1728.00,448.00,0.00,-4228.00,0.00,0.00,0.00,-6420.00,-1200.00,-1228.00,14180.00
1978:Q4,218292.00,48916.00,39116.00,41148.00,55932.00,33180.00,218292.00,124276.00,2644.00,38776.00,37664.00,45192.00,88896.00,10592.00,1232.00,23992.00,18608.00,0.00,22768.00,-472.00,0.00,12176.00,0.00,5120.00,218292.00,88360.00,52880.00,7320.00,164.00,0.00,27996.00,68660.00,-6808.00,5960.00,1396.00,396.00,-1072.00,17572.00,16456.00,8060.00,-2848.00,20016.00,4380.00,-340.00,204.00,0.00,540.00,0.00,0.00,0.00,3276.00,-1340.00,2812.00,61272.00
1979:Q1,149960.00,27960.00,14424.00,41440.00,42140.00,23996.00,149960.00,74332.00,2792.00,29580.00,11912.00,30048.00,71208.00,1648.00,944.00,24352.00,19600.00,0.00,22692.00,28.00,0.00,1944.00,0.00,4420.00,149960.00,69892.00,37128.00,-1464.00,32.00,0.00,34196.00,102304.00,3536.00,18740.00,208.00,-736.00,-324.00,15252.00,22976.00,12960.00,244.00,7848.00,19044.00,2684.00,348.00,0.00,-2264.00,0.00,0.00,0.00,1132.00,1740.00,-1084.00,-22236.00
1979:Q2,183312.00,46260.00,36544.00,38548.00,37816.00,24144.00,183312.00,101188.00,2880.00,37876.00,34756.00,25676.00,79436.00,9612.00,1984.00,20820.00,19516.00,0.00,17364.00,456.00,0.00,9684.00,0.00,2688.00,183312.00,111992.00,86260.00,12848.00,-132.00,0.00,13016.00,117624.00,-11296.00,7328.00,392.00,-588.00,-1064.00,8212.00,19128.00,24768.00,284.00,17528.00,18424.00,4060.00,-104.00,0.00,3848.00,0.00,0.00,0.00,24596.00,2000.00,108.00,-46304.00
1979:Q3,225184.00,35020.00,84548.00,44576.00,41268.00,19772.00,225184.00,152500.00,2944.00,37564.00,84244.00,27748.00,62852.00,16568.00,3708.00,17668.00,27212.00,0.00,-6936.00,-804.00,0.00,5436.00,0.00,9832.00,225184.00,40808.00,47596.00,-24320.00,-540.00,0.00,18072.00,150920.00,24668.00,31372.00,4056.00,488.00,-608.00,15308.00,14452.00,26948.00,32024.00,3888.00,13100.00,1564.00,-136.00,0.00,-3384.00,0.00,0.00,0.00,-15484.00,2000.00,664.00,33456.00
1979:Q4,212088.00,40876.00,45252.00,59532.00,36000.00,30428.00,212088.00,110148.00,2984.00,40236.00,44724.00,22204.00,97384.00,6952.00,644.00,34184.00,25876.00,0.00,29692.00,728.00,0.00,-692.00,0.00,4556.00,212088.00,135824.00,114880.00,2336.00,-876.00,0.00,19484.00,93192.00,11624.00,22548.00,720.00,468.00,-2284.00,13928.00,7896.00,21852.00,-552.00,8920.00,28636.00,-160.00,-64.00,0.00,3216.00,0.00,0.00,0.00,-24716.00,888.00,272.00,-16928.00
1980:Q1,205368.00,30396.00,54736.00,55540.00,33576.00,31120.00,205368.00,124864.00,2956.00,45284.00,54480.00,22144.00,77428.00,10692.00,3632.00,35092.00,20704.00,0.00,-1744.00,-388.00,0.00,9440.00,0.00,3076.00,205368.00,18484.00,3088.00,19312.00,-680.00,0.00,-3236.00,180796.00,10776.00,11136.00,44.00,344.00,-2328.00,10288.00,14100.00,28324.00,13356.00,21768.00,48356.00,3203.00,16.00,0.00,2924.00,0.00,0.00,0.00,16652.00,312.00,1525.00,6088.00
1980:Q2,268656.00,25620.00,112288.00,33816.00,34900.00,62032.00,268656.00,203640.00,2868.00,68716.00,111532.00,20524.00,60124.00,13932.00,2236.00,18324.00,16248.00,0.00,5300.00,-4.00,0.00,1688.00,2400.00,4892.00,268656.00,-5844.00,14204.00,-17028.00,-504.00,0.00,-2516.00,252368.00,32356.00,65388.00,-776.00,688.00,1888.00,5916.00,7836.00,33376.00,9548.00,29900.00,46700.00,352.00,96.00,0.00,3100.00,0.00,0.00,0.00,16216.00,0.00,-216.00,22132.00
1980:Q3,185704.00,-12380.00,96544.00,29724.00,35544.00,36272.00,185704.00,141768.00,3056.00,21004.00,96096.00,21612.00,42408.00,904.00,3368.00,7472.00,22700.00,0.00,2652.00,-516.00,0.00,2952.00,2876.00,1528.00,185704.00,12072.00,-17092.00,10444.00,-64.00,0.00,18784.00,146080.00,-24212.00,85516.00,4176.00,604.00,3084.00,10700.00,17624.00,30152.00,3444.00,15076.00,-5004.00,7897.00,64.00,0.00,-816.00,0.00,0.00,0.00,-5896.00,400.00,3271.00,27552.00
1980:Q4,224140.00,33544.00,83924.00,53288.00,37012.00,16372.00,224140.00,142772.00,3520.00,34944.00,83412.00,20896.00,76448.00,1476.00,-1640.00,36728.00,17072.00,0.00,13532.00,124.00,0.00,12736.00,-3580.00,4920.00,224140.00,76512.00,47884.00,7592.00,284.00,0.00,20752.00,103468.00,-4796.00,69876.00,2632.00,88.00,1292.00,11192.00,16076.00,28844.00,9352.00,10572.00,-22444.00,1128.00,-76.00,0.00,-2392.00,0.00,0.00,0.00,-16540.00,16.00,-1352.00,44160.00
1981:Q1,252456.00,37592.00,121056.00,26816.00,42388.00,24604.00,252456.00,187904.00,3736.00,36808.00,120840.00,26520.00,57180.00,13164.00,3744.00,13828.00,13204.00,0.00,5008.00,288.00,0.00,1684.00,6260.00,7372.00,252456.00,-15320.00,-13500.00,-22628.00,656.00,0.00,20152.00,220504.00,6672.00,12132.00,784.00,-400.00,488.00,10796.00,24808.00,23232.00,11288.00,12772.00,108744.00,3738.00,688.00,0.00,-7724.00,0.00,0.00,0.00,50044.00,-816.00,-36742.00,47272.00
1981:Q2,266616.00,62888.00,74108.00,53788.00,34920.00,40912.00,266616.00,154132.00,3716.00,61616.00,73472.00,15328.00,102804.00,3552.00,3596.00,40060.00,14364.00,0.00,23740.00,-152.00,0.00,16528.00,1116.00,9680.00,266616.00,90868.00,42876.00,16120.00,688.00,0.00,31184.00,170852.00,6196.00,19768.00,2704.00,-868.00,-2072.00,6220.00,21608.00,25720.00,9540.00,27128.00,23540.00,6163.00,-472.00,0.00,7788.00,0.00,0.00,0.00,-9260.00,-228.00,27377.00,4896.00
1981:Q3,275660.00,68756.00,64688.00,67112.00,50060.00,25044.00,275660.00,154604.00,4388.00,52644.00,64440.00,33132.00,115036.00,6104.00,1100.00,53284.00,14076.00,0.00,9820.00,204.00,0.00,18840.00,11608.00,6020.00,275660.00,56196.00,9732.00,16812.00,764.00,0.00,28888.00,224692.00,11668.00,25784.00,556.00,-996.00,-1232.00,9828.00,18152.00,23356.00,9792.00,14748.00,83668.00,7373.00,-448.00,0.00,312.00,0.00,0.00,0.00,-10828.00,228.00,32731.00,-5228.00
1981:Q4,299216.00,35764.00,123844.00,33048.00,49484.00,57076.00,299216.00,220372.00,5760.00,60484.00,123580.00,30548.00,64472.00,8812.00,4424.00,14848.00,18464.00,0.00,13656.00,-44.00,0.00,6136.00,-1824.00,14372.00,299216.00,49616.00,6004.00,25056.00,828.00,0.00,17728.00,220212.00,10764.00,31988.00,3548.00,-800.00,4192.00,5864.00,18192.00,35296.00,9364.00,26012.00,45812.00,1501.00,-216.00,0.00,2380.00,0.00,0.00,0.00,27624.00,640.00,-1949.00,29388.00
1982:Q1,308320.00,17960.00,139172.00,39308.00,63848.00,48032.00,308320.00,245196.00,7040.00,59128.00,136780.00,42248.00,57616.00,4364.00,6160.00,7132.00,34568.00,0.00,-6888.00,-144.00,0.00,7964.00,4460.00,5508.00,308320.00,102672.00,105300.00,-25988.00,-872.00,0.00,24232.00,193888.00,-3708.00,45036.00,-1604.00,-320.00,892.00,5976.00,30892.00,54984.00,13552.00,23944.00,23896.00,313.00,1156.00,0.00,-1568.00,0.00,0.00,0.00,2128.00,-3840.00,2159.00,11760.00
1982:Q2,322028.00,57132.00,101124.00,72388.00,62988.00,28396.00,322028.00,182488.00,8216.00,31756.00,101040.00,41476.00,131236.00,8864.00,3388.00,35180.00,37292.00,0.00,22988.00,-144.00,0.00,15148.00,8520.00,8304.00,322028.00,135892.00,129288.00,-19844.00,-540.00,0.00,26988.00,161716.00,9032.00,21348.00,-1076.00,-92.00,-904.00,6180.00,28016.00,42820.00,12316.00,24556.00,28276.00,3382.00,268.00,0.00,1972.00,0.00,0.00,0.00,-10476.00,-3984.00,82.00,24420.00
1982:Q3,391440.00,-40640.00,228552.00,77324.00,64868.00,61336.00,391440.00,313832.00,9088.00,37788.00,228384.00,38572.00,65252.00,4064.00,-5216.00,24372.00,53120.00,0.00,-12388.00,-144.00,0.00,-7744.00,9188.00,12356.00,391440.00,90764.00,66056.00,9508.00,276.00,0.00,14924.00,267220.00,10236.00,67224.00,-88.00,16.00,-2304.00,7316.00,28036.00,35116.00,12328.00,22836.00,74700.00,-1973.00,312.00,0.00,15024.00,0.00,0.00,0.00,-4416.00,1584.00,1273.00,33456.00
1982:Q4,418592.00,-11784.00,228124.00,65868.00,65880.00,70504.00,418592.00,308192.00,9656.00,30064.00,227756.00,40716.00,102648.00,24876.00,1868.00,-6916.00,73152.00,0.00,5344.00,-144.00,0.00,13116.00,-8648.00,7752.00,418592.00,9720.00,-43456.00,41216.00,920.00,0.00,11040.00,374080.00,15164.00,174568.00,3312.00,-4.00,7080.00,9808.00,52976.00,38600.00,10068.00,10544.00,-6616.00,2015.00,152.00,0.00,-10768.00,0.00,0.00,0.00,73716.00,1600.00,-8135.00,34792.00
1983:Q1,411368.00,-7900.00,260868.00,59416.00,62836.00,36148.00,411368.00,352932.00,10836.00,38900.00,261012.00,42184.00,49156.00,-18348.00,532.00,-12720.00,71992.00,0.00,5744.00,-56.00,184.00,5408.00,-3580.00,9280.00,411368.00,177060.00,123096.00,21780.00,2972.00,0.00,29212.00,203444.00,18420.00,130424.00,1080.00,40.00,-160.00,7964.00,41164.00,35308.00,15308.00,12588.00,-51328.00,9262.00,-1152.00,0.00,-316.00,0.00,0.00,0.00,-68112.00,200.00,52754.00,30864.00
1983:Q2,470344.00,16284.00,244236.00,67908.00,85772.00,56144.00,470344.00,353340.00,12616.00,35036.00,244064.00,61624.00,105716.00,8528.00,-1708.00,1904.00,66176.00,880.00,16696.00,-56.00,112.00,9212.00,3972.00,11288.00,470344.00,168192.00,107356.00,25176.00,2896.00,0.00,32764.00,275876.00,11260.00,143636.00,4520.00,120.00,12476.00,2844.00,40212.00,28100.00,14728.00,17856.00,-21816.00,14152.00,72.00,0.00,-1032.00,0.00,0.00,0.00,-508.00,92.00,9164.00,26276.00
1983:Q3,419804.00,29708.00,205752.00,77456.00,57712.00,49176.00,419804.00,285924.00,12288.00,30848.00,205656.00,37132.00,128352.00,7348.00,6012.00,3644.00,73908.00,8036.00,10532.00,-56.00,192.00,19496.00,-760.00,5528.00,419804.00,118308.00,118528.00,-17084.00,2700.00,0.00,14164.00,296576.00,29236.00,89396.00,-524.00,144.00,4284.00,7316.00,35592.00,58412.00,15224.00,-6852.00,2208.00,5118.00,168.00,0.00,3480.00,7156.00,0.00,0.00,24000.00,3308.00,18910.00,4920.00
1983:Q4,330440.00,69648.00,88636.00,65840.00,61908.00,44408.00,330440.00,175940.00,9860.00,33516.00,88600.00,43964.00,142328.00,14068.00,4112.00,12800.00,53076.00,5704.00,19216.00,-56.00,1020.00,19248.00,13140.00,12172.00,330440.00,71668.00,-3768.00,51440.00,2548.00,0.00,21448.00,229684.00,-280.00,91708.00,1424.00,96.00,-4020.00,10756.00,44832.00,37452.00,12912.00,5412.00,-488.00,12632.00,28.00,0.00,-5688.00,4824.00,0.00,0.00,2028.00,3568.00,12488.00,29088.00
1984:Q1,475168.00,56932.00,253600.00,66516.00,64672.00,33448.00,475168.00,366584.00,9472.00,56460.00,253452.00,47200.00,99364.00,-11248.00,7688.00,22172.00,44492.00,7900.00,30452.00,2288.00,-996.00,-4344.00,960.00,9220.00,475168.00,224864.00,145656.00,49016.00,464.00,0.00,29728.00,228244.00,18696.00,65776.00,-4500.00,68.00,1748.00,10380.00,48860.00,22988.00,20012.00,26236.00,9664.00,14836.00,-92.00,0.00,1644.00,7020.00,0.00,2760.00,-24184.00,-1568.00,7900.00,22060.00
1984:Q2,492588.00,94488.00,182284.00,67256.00,72552.00,76008.00,492588.00,318404.00,9124.00,72492.00,182236.00,54552.00,145584.00,30520.00,5412.00,36180.00,31124.00,7880.00,18680.00,2324.00,836.00,40988.00,-28360.00,28600.00,492588.00,275180.00,250552.00,-8296.00,64.00,0.00,32860.00,181532.00,-1384.00,11616.00,2104.00,16.00,3120.00,15332.00,46848.00,-23580.00,21024.00,42492.00,30924.00,18665.00,28.00,0.00,3388.00,7000.00,32.00,2756.00,-19192.00,-904.00,21247.00,35876.00
1984:Q3,550468.00,18760.00,245292.00,98572.00,88692.00,99152.00,550468.00,419548.00,10252.00,95048.00,245264.00,68984.00,144516.00,-22580.00,12920.00,49824.00,48776.00,7880.00,9080.00,2332.00,712.00,5576.00,29996.00,-13596.00,550468.00,151852.00,138120.00,-20560.00,-940.00,0.00,35232.00,360888.00,23308.00,61188.00,3348.00,60.00,308.00,16528.00,42452.00,71420.00,17312.00,31268.00,36888.00,11017.00,-1272.00,0.00,14552.00,7000.00,1588.00,2748.00,50332.00,2904.00,-32061.00,37728.00
