1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q2,23200.00,440.00,8740.00,3568.00,5940.00,4512.00,23200.00,17600.00,0.00,2852.00,8808.00,5940.00,5340.00,-232.00,4.00,3476.00,24.00,0.00,2068.00,0.00,0.00,0.00,0.00,260.00,23200.00,20772.00,14744.00,4692.00,0.00,16.00,1320.00,-5256.00,296.00,-12032.00,20.00,-28.00,8.00,980.00,3324.00,1572.00,20.00,1276.00,0.00,136.00,108.00,0.00,-516.00,0.00,0.00,0.00,-424.00,0.00,4.00,7684.00
1959:Q3,23476.00,-712.00,10192.00,3240.00,6680.00,4076.00,23476.00,19044.00,0.00,2184.00,10180.00,6680.00,3912.00,-92.00,-44.00,3248.00,4.00,0.00,796.00,0.00,0.00,0.00,0.00,520.00,23476.00,13396.00,2804.00,9732.00,0.00,36.00,824.00,5276.00,2076.00,-7032.00,-32.00,-28.00,8.00,1604.00,1904.00,1428.00,1908.00,2024.00,0.00,548.00,116.00,0.00,-44.00,0.00,0.00,0.00,652.00,0.00,144.00,4804.00
1959:Q4,14784.00,124.00,3316.00,384.00,5072.00,5888.00,14784.00,10928.00,0.00,3752.00,2104.00,5072.00,3420.00,636.00,100.00,1592.00,4.00,0.00,1088.00,0.00,0.00,0.00,0.00,436.00,14784.00,15140.00,7824.00,5724.00,0.00,-52.00,1644.00,-2908.00,-2168.00,-10084.00,132.00,-44.00,12.00,1824.00,1408.00,1908.00,620.00,1544.00,0.00,400.00,136.00,0.00,140.00,0.00,0.00,0.00,1400.00,0.00,-136.00,2552.00
1960:Q1,13628.00,5780.00,-4876.00,-904.00,5752.00,7876.00,13628.00,2476.00,0.00,1852.00,-5128.00,5752.00,10036.00,696.00,196.00,-656.00,4.00,0.00,9796.00,0.00,0.00,0.00,0.00,1116.00,13628.00,18324.00,21296.00,-4440.00,0.00,180.00,1288.00,-6240.00,-1620.00,-10756.00,-136.00,12.00,8.00,1216.00,1668.00,1328.00,924.00,1972.00,0.00,196.00,400.00,0.00,816.00,0.00,0.00,0.00,-2380.00,0.00,112.00,1544.00
1960:Q2,13692.00,928.00,-2692.00,3624.00,5272.00,6560.00,13692.00,7912.00,0.00,4332.00,-1692.00,5272.00,5280.00,52.00,60.00,2616.00,8.00,0.00,2544.00,0.00,0.00,0.00,0.00,500.00,13692.00,7556.00,13756.00,-7608.00,0.00,-124.00,1532.00,6544.00,2428.00,-2920.00,4.00,28.00,8.00,924.00,1360.00,1116.00,972.00,1516.00,0.00,284.00,228.00,0.00,-476.00,0.00,0.00,0.00,1036.00,0.00,36.00,-408.00
1960:Q3,12804.00,1096.00,1832.00,-1272.00,5252.00,5896.00,12804.00,8976.00,0.00,3620.00,104.00,5252.00,3524.00,924.00,216.00,464.00,-8.00,0.00,1928.00,0.00,0.00,0.00,0.00,304.00,12804.00,-14776.00,-10088.00,-6436.00,0.00,-48.00,1796.00,26196.00,1172.00,15836.00,-72.00,32.00,8.00,756.00,2156.00,1412.00,1056.00,1124.00,0.00,348.00,204.00,0.00,52.00,0.00,0.00,0.00,2036.00,0.00,76.00,1384.00
1960:Q4,15672.00,912.00,728.00,460.00,4964.00,8608.00,15672.00,11328.00,0.00,5700.00,664.00,4964.00,3956.00,1160.00,232.00,536.00,-12.00,0.00,2040.00,0.00,0.00,0.00,0.00,388.00,15672.00,-5068.00,-3528.00,-2792.00,0.00,132.00,1120.00,19644.00,-428.00,10120.00,124.00,4.00,16.00,672.00,2292.00,2084.00,752.00,1756.00,0.00,148.00,108.00,0.00,176.00,0.00,0.00,0.00,1944.00,0.00,-124.00,1096.00
1961:Q1,10656.00,2880.00,172.00,-1360.00,5380.00,3584.00,10656.00,6680.00,0.00,560.00,740.00,5380.00,3636.00,656.00,200.00,-1928.00,0.00,0.00,4708.00,0.00,0.00,0.00,0.00,340.00,10656.00,-8892.00,-6780.00,-2660.00,0.00,-4.00,552.00,19372.00,1532.00,11352.00,564.00,16.00,16.00,792.00,2428.00,520.00,900.00,2220.00,0.00,192.00,272.00,0.00,1052.00,0.00,0.00,0.00,-2736.00,0.00,252.00,176.00
1961:Q2,22680.00,-12.00,8032.00,1276.00,3952.00,9432.00,22680.00,20496.00,0.00,8580.00,7964.00,3952.00,1492.00,132.00,68.00,1348.00,-4.00,0.00,-52.00,0.00,0.00,0.00,0.00,692.00,22680.00,9776.00,10188.00,-1168.00,0.00,-92.00,848.00,14356.00,56.00,6420.00,164.00,8.00,20.00,908.00,2228.00,1592.00,1128.00,1772.00,0.00,-220.00,-76.00,0.00,-196.00,0.00,0.00,0.00,704.00,0.00,-152.00,-1452.00
1961:Q3,27472.00,-204.00,16708.00,2000.00,6192.00,2776.00,27472.00,26168.00,0.00,3436.00,16540.00,6192.00,1036.00,488.00,108.00,1992.00,176.00,0.00,-1728.00,0.00,0.00,0.00,0.00,268.00,27472.00,-7684.00,-3872.00,-4648.00,0.00,96.00,740.00,32372.00,688.00,22904.00,372.00,4.00,20.00,1076.00,2680.00,1088.00,992.00,1672.00,0.00,496.00,-112.00,0.00,-292.00,0.00,0.00,0.00,568.00,0.00,216.00,2784.00
1961:Q4,20668.00,744.00,5388.00,2124.00,5988.00,6424.00,20668.00,18576.00,0.00,6304.00,6284.00,5988.00,1644.00,844.00,156.00,1044.00,184.00,0.00,-584.00,0.00,0.00,0.00,0.00,448.00,20668.00,7644.00,3160.00,3636.00,0.00,-8.00,856.00,12716.00,4652.00,-216.00,-744.00,-16.00,24.00,1260.00,2172.00,1660.00,644.00,1332.00,0.00,1156.00,-88.00,0.00,-864.00,0.00,0.00,0.00,2072.00,0.00,-328.00,308.00
1962:Q1,26044.00,3096.00,9188.00,2328.00,6644.00,4788.00,26044.00,19712.00,0.00,3148.00,9920.00,6644.00,5528.00,-600.00,-116.00,1508.00,88.00,0.00,4648.00,0.00,0.00,0.00,0.00,804.00,26044.00,184.00,-1468.00,1892.00,0.00,12.00,-252.00,25008.00,3204.00,9240.00,856.00,8.00,20.00,1372.00,3672.00,1096.00,1004.00,2576.00,0.00,-116.00,140.00,0.00,2132.00,0.00,0.00,0.00,-764.00,0.00,568.00,852.00
1962:Q2,20844.00,420.00,6016.00,2676.00,4932.00,6800.00,20844.00,18632.00,0.00,6452.00,7248.00,4932.00,952.00,-504.00,-108.00,1348.00,96.00,0.00,120.00,0.00,0.00,0.00,0.00,1260.00,20844.00,4508.00,8412.00,-4960.00,0.00,-120.00,1176.00,14568.00,888.00,4960.00,1132.00,8.00,16.00,1636.00,2900.00,1808.00,1180.00,1672.00,0.00,-248.00,-168.00,0.00,-1432.00,0.00,0.00,0.00,464.00,0.00,-248.00,1768.00
1962:Q3,9300.00,1984.00,-108.00,896.00,4640.00,1888.00,9300.00,5844.00,0.00,2772.00,-1568.00,4640.00,3080.00,-196.00,-48.00,2208.00,148.00,0.00,968.00,0.00,0.00,0.00,0.00,376.00,9300.00,-2856.00,-516.00,-3988.00,0.00,-12.00,1660.00,9516.00,-892.00,1896.00,-496.00,12.00,20.00,1604.00,2848.00,800.00,812.00,1692.00,0.00,968.00,-116.00,0.00,112.00,0.00,0.00,0.00,184.00,0.00,72.00,2640.00
1962:Q4,29144.00,-380.00,13164.00,2820.00,5588.00,7952.00,29144.00,24592.00,0.00,4172.00,14832.00,5588.00,3016.00,1192.00,244.00,992.00,160.00,0.00,428.00,0.00,0.00,0.00,0.00,1536.00,29144.00,2988.00,-1732.00,2076.00,0.00,-20.00,2664.00,24484.00,3840.00,9460.00,-844.00,16.00,24.00,1292.00,1740.00,2012.00,976.00,1192.00,0.00,172.00,56.00,0.00,680.00,0.00,0.00,0.00,3800.00,0.00,68.00,1672.00
1963:Q1,20824.00,3976.00,7532.00,-2960.00,4908.00,7368.00,20824.00,16364.00,0.00,3584.00,7872.00,4908.00,2484.00,-196.00,-8.00,-3460.00,160.00,0.00,5988.00,0.00,0.00,0.00,0.00,1976.00,20824.00,1204.00,-17400.00,16272.00,0.00,40.00,2292.00,19044.00,3220.00,9248.00,68.00,56.00,40.00,1000.00,2936.00,1520.00,1088.00,1668.00,0.00,12.00,488.00,0.00,1760.00,0.00,0.00,0.00,-4164.00,0.00,104.00,576.00
1963:Q2,27448.00,1452.00,8864.00,3804.00,6908.00,6420.00,27448.00,19740.00,0.00,3952.00,8880.00,6908.00,5680.00,348.00,100.00,3620.00,168.00,0.00,1444.00,0.00,0.00,0.00,0.00,2028.00,27448.00,10524.00,10892.00,-1712.00,0.00,196.00,1148.00,13920.00,3232.00,1608.00,-136.00,92.00,48.00,752.00,2236.00,1728.00,1420.00,2524.00,0.00,-636.00,460.00,0.00,504.00,0.00,0.00,0.00,196.00,0.00,-108.00,3004.00
1963:Q3,5144.00,-924.00,-2632.00,1544.00,4052.00,3104.00,5144.00,2124.00,0.00,1904.00,-3832.00,4052.00,2736.00,180.00,16.00,2688.00,56.00,0.00,-204.00,0.00,0.00,0.00,0.00,284.00,5144.00,-2872.00,-3584.00,-596.00,0.00,-72.00,1380.00,6664.00,2720.00,-3332.00,-932.00,84.00,52.00,668.00,2300.00,1788.00,1036.00,1900.00,0.00,928.00,492.00,0.00,-1952.00,0.00,0.00,0.00,920.00,0.00,-8.00,1352.00
1963:Q4,23136.00,-372.00,6528.00,3520.00,5092.00,8368.00,23136.00,16504.00,0.00,4724.00,6688.00,5092.00,6948.00,1376.00,88.00,3296.00,64.00,0.00,2124.00,0.00,0.00,0.00,0.00,-316.00,23136.00,13032.00,10416.00,1672.00,0.00,-48.00,992.00,10652.00,3316.00,-428.00,-276.00,36.00,40.00,732.00,1972.00,1300.00,1100.00,1808.00,0.00,416.00,344.00,0.00,1336.00,0.00,0.00,0.00,-1124.00,0.00,80.00,-548.00
1964:Q1,19524.00,4620.00,6316.00,-3144.00,5104.00,6628.00,19524.00,12820.00,0.00,2364.00,5352.00,5104.00,7148.00,1432.00,200.00,-2284.00,104.00,0.00,7696.00,0.00,0.00,0.00,0.00,-444.00,19524.00,4260.00,4.00,4220.00,0.00,-32.00,68.00,16780.00,2256.00,7080.00,40.00,-4.00,28.00,768.00,2344.00,1788.00,1420.00,2864.00,0.00,284.00,536.00,0.00,-792.00,0.00,0.00,0.00,-1768.00,0.00,-64.00,-1516.00
1964:Q2,25736.00,1808.00,4800.00,4564.00,6612.00,7952.00,25736.00,18152.00,0.00,5224.00,6316.00,6612.00,6976.00,604.00,56.00,2928.00,120.00,0.00,3268.00,0.00,0.00,0.00,0.00,608.00,25736.00,13832.00,15464.00,-2396.00,0.00,-28.00,792.00,11484.00,2176.00,-3360.00,-12.00,-36.00,24.00,748.00,2016.00,1484.00,1088.00,2908.00,0.00,792.00,184.00,0.00,184.00,0.00,0.00,0.00,3112.00,0.00,176.00,420.00
1964:Q3,21736.00,1076.00,8316.00,800.00,6596.00,4948.00,21736.00,17960.00,0.00,2772.00,8592.00,6596.00,3952.00,664.00,40.00,440.00,84.00,0.00,2724.00,0.00,0.00,0.00,0.00,-176.00,21736.00,-4876.00,-3876.00,-3028.00,0.00,24.00,2004.00,23920.00,4312.00,11060.00,564.00,-40.00,28.00,772.00,2068.00,1164.00,1440.00,1976.00,0.00,332.00,124.00,0.00,-820.00,0.00,0.00,0.00,1228.00,0.00,-288.00,2692.00
1964:Q4,27632.00,1104.00,6232.00,3248.00,6168.00,10880.00,27632.00,21236.00,0.00,6244.00,8824.00,6168.00,4516.00,1060.00,104.00,568.00,88.00,0.00,2696.00,0.00,0.00,0.00,0.00,1880.00,27632.00,9152.00,7640.00,-1344.00,0.00,-32.00,2888.00,16016.00,2908.00,5872.00,-288.00,-44.00,20.00,860.00,1092.00,2720.00,1048.00,1496.00,0.00,88.00,68.00,0.00,-340.00,0.00,0.00,0.00,440.00,0.00,76.00,2464.00
1965:Q1,19244.00,2312.00,3460.00,648.00,6768.00,6056.00,19244.00,12412.00,0.00,2220.00,3424.00,6768.00,6472.00,284.00,-28.00,476.00,208.00,0.00,5532.00,0.00,0.00,0.00,0.00,360.00,19244.00,3196.00,1416.00,444.00,0.00,24.00,1312.00,17712.00,6612.00,-256.00,172.00,4.00,16.00,872.00,2712.00,2160.00,1368.00,3196.00,0.00,1392.00,320.00,0.00,1004.00,0.00,0.00,0.00,-2280.00,0.00,420.00,-1664.00
1965:Q2,22280.00,1756.00,1008.00,4552.00,8024.00,6940.00,22280.00,14868.00,0.00,6212.00,632.00,8024.00,7132.00,2488.00,60.00,4712.00,216.00,0.00,-344.00,0.00,0.00,0.00,0.00,280.00,22280.00,9076.00,13052.00,-5828.00,0.00,28.00,1824.00,14384.00,2592.00,488.00,-124.00,16.00,8.00,824.00,2044.00,1036.00,1560.00,2540.00,0.00,-384.00,-76.00,0.00,-324.00,0.00,0.00,0.00,4112.00,0.00,72.00,-1180.00
1965:Q3,9296.00,528.00,-9616.00,4284.00,7544.00,6556.00,9296.00,6776.00,0.00,6796.00,-7564.00,7544.00,1952.00,-24.00,-12.00,1964.00,268.00,0.00,-244.00,0.00,0.00,0.00,0.00,568.00,9296.00,0.00,-2144.00,-808.00,0.00,88.00,2864.00,7812.00,4928.00,-564.00,332.00,24.00,24.00,984.00,2924.00,548.00,1516.00,1628.00,0.00,1492.00,-112.00,0.00,-400.00,0.00,0.00,0.00,-5644.00,0.00,132.00,1484.00
1965:Q4,27968.00,-1136.00,15052.00,924.00,6612.00,6516.00,27968.00,24684.00,0.00,2868.00,15204.00,6612.00,2652.00,544.00,-16.00,484.00,288.00,0.00,1352.00,0.00,0.00,0.00,0.00,632.00,27968.00,6024.00,1024.00,1796.00,0.00,-8.00,3212.00,18676.00,1820.00,6840.00,96.00,28.00,60.00,1348.00,1076.00,1448.00,816.00,1676.00,0.00,156.00,-92.00,0.00,256.00,0.00,0.00,0.00,2912.00,0.00,236.00,3268.00
1966:Q1,38012.00,6228.00,4708.00,5572.00,6652.00,14852.00,38012.00,23992.00,0.00,11236.00,6104.00,6652.00,12584.00,160.00,12.00,3856.00,320.00,0.00,8236.00,0.00,0.00,0.00,0.00,1436.00,38012.00,24516.00,20184.00,3112.00,0.00,88.00,1132.00,15748.00,2936.00,-284.00,-180.00,60.00,100.00,1088.00,4908.00,3952.00,1272.00,3368.00,0.00,1788.00,208.00,0.00,-80.00,0.00,0.00,0.00,-3376.00,0.00,-12.00,-2252.00
1966:Q2,30516.00,764.00,-8168.00,17668.00,8176.00,12076.00,30516.00,17840.00,0.00,10780.00,-1116.00,8176.00,12136.00,344.00,88.00,10280.00,336.00,0.00,1088.00,0.00,0.00,0.00,0.00,540.00,30516.00,16604.00,20576.00,-5144.00,0.00,156.00,1016.00,12972.00,2680.00,-2440.00,-284.00,84.00,140.00,1584.00,736.00,1320.00,1464.00,2336.00,0.00,1080.00,-124.00,0.00,1244.00,0.00,0.00,0.00,2792.00,0.00,360.00,940.00
1966:Q3,22776.00,3164.00,1520.00,1324.00,4912.00,11856.00,22776.00,15656.00,0.00,11360.00,-616.00,4912.00,6692.00,-160.00,-12.00,2924.00,536.00,0.00,3404.00,0.00,0.00,0.00,0.00,428.00,22776.00,13456.00,16464.00,-3328.00,0.00,1764.00,-1444.00,8824.00,1480.00,-1812.00,564.00,88.00,152.00,1636.00,1336.00,1588.00,1264.00,3584.00,0.00,1488.00,-104.00,0.00,-448.00,0.00,0.00,0.00,-2832.00,0.00,840.00,496.00
1966:Q4,43724.00,8076.00,16164.00,2868.00,5204.00,11412.00,43724.00,31256.00,0.00,10780.00,15272.00,5204.00,11932.00,752.00,84.00,3172.00,588.00,0.00,7336.00,0.00,0.00,0.00,0.00,536.00,43724.00,17112.00,14792.00,624.00,0.00,3232.00,-1536.00,26292.00,5588.00,1836.00,88.00,60.00,124.00,1544.00,1272.00,2280.00,1012.00,2380.00,0.00,676.00,-48.00,0.00,3024.00,0.00,0.00,0.00,6560.00,0.00,-104.00,320.00
1967:Q1,42832.00,10808.00,7776.00,3576.00,5744.00,14928.00,42832.00,34800.00,0.00,15784.00,13272.00,5744.00,6876.00,1140.00,96.00,-2584.00,664.00,0.00,7560.00,0.00,0.00,0.00,0.00,1156.00,42832.00,-13752.00,-11872.00,-2492.00,0.00,1656.00,-1044.00,54112.00,5452.00,35576.00,160.00,88.00,92.00,1476.00,3752.00,984.00,1040.00,1952.00,0.00,-1136.00,292.00,0.00,3948.00,0.00,0.00,0.00,576.00,0.00,-140.00,2472.00
1967:Q2,8912.00,2652.00,-21444.00,5564.00,8184.00,13956.00,8912.00,11304.00,0.00,17140.00,-14020.00,8184.00,-3340.00,1472.00,412.00,-2580.00,720.00,0.00,-3364.00,0.00,0.00,0.00,0.00,948.00,8912.00,-13040.00,-2048.00,-10636.00,0.00,-128.00,-228.00,20428.00,4784.00,11944.00,132.00,88.00,60.00,1300.00,3232.00,-128.00,1436.00,2700.00,0.00,-1888.00,24.00,0.00,628.00,0.00,0.00,0.00,-4156.00,0.00,272.00,1524.00
1967:Q3,53728.00,-156.00,25744.00,-252.00,7968.00,20424.00,53728.00,50924.00,0.00,17296.00,25660.00,7968.00,1248.00,188.00,36.00,-812.00,644.00,0.00,1192.00,0.00,0.00,0.00,0.00,1556.00,53728.00,4592.00,6320.00,-1164.00,200.00,-1568.00,804.00,46212.00,3332.00,33080.00,808.00,88.00,72.00,1348.00,5060.00,1432.00,1072.00,2932.00,0.00,-872.00,80.00,0.00,-3288.00,0.00,0.00,0.00,1168.00,0.00,-100.00,2924.00
1967:Q4,64920.00,3340.00,28600.00,8212.00,6708.00,18060.00,64920.00,53152.00,0.00,14060.00,32384.00,6708.00,10564.00,584.00,32.00,3760.00,668.00,0.00,5520.00,0.00,0.00,0.00,0.00,1204.00,64920.00,28352.00,20368.00,7488.00,200.00,-312.00,608.00,32384.00,7756.00,13320.00,548.00,84.00,104.00,1540.00,2160.00,504.00,1712.00,3796.00,0.00,656.00,184.00,0.00,-1192.00,0.00,0.00,0.00,1024.00,0.00,188.00,4184.00
1968:Q1,57692.00,6968.00,25516.00,6240.00,6748.00,12220.00,57692.00,44240.00,0.00,10908.00,26584.00,6748.00,12240.00,60.00,32.00,4448.00,724.00,0.00,6976.00,0.00,0.00,0.00,0.00,1212.00,57692.00,13960.00,2460.00,8848.00,200.00,-64.00,2516.00,44372.00,6352.00,19924.00,124.00,52.00,136.00,1784.00,5764.00,2496.00,1456.00,2164.00,0.00,2436.00,328.00,0.00,656.00,0.00,0.00,0.00,-1516.00,0.00,2216.00,-640.00
1968:Q2,34336.00,1932.00,-332.00,11000.00,7388.00,14348.00,34336.00,26028.00,0.00,14308.00,4332.00,7388.00,8068.00,544.00,32.00,5576.00,760.00,0.00,1156.00,0.00,0.00,0.00,0.00,240.00,34336.00,25636.00,24520.00,-3424.00,200.00,1628.00,2712.00,10824.00,6204.00,-2196.00,-32.00,32.00,132.00,2016.00,2632.00,56.00,1936.00,3124.00,0.00,-2368.00,512.00,0.00,644.00,0.00,0.00,0.00,-816.00,0.00,-1052.00,-2124.00
1968:Q3,49944.00,5144.00,17668.00,5676.00,7564.00,13892.00,49944.00,48360.00,0.00,18412.00,22384.00,7564.00,648.00,464.00,56.00,620.00,340.00,0.00,-832.00,0.00,0.00,0.00,0.00,936.00,49944.00,-2448.00,-4092.00,-3024.00,200.00,-68.00,4536.00,46884.00,3332.00,24888.00,-16.00,28.00,160.00,2040.00,3664.00,752.00,992.00,3036.00,0.00,1312.00,492.00,0.00,-1652.00,0.00,0.00,0.00,7624.00,0.00,232.00,5508.00
1968:Q4,37656.00,2756.00,200.00,4792.00,12072.00,17836.00,37656.00,27268.00,0.00,12804.00,2392.00,12072.00,8440.00,324.00,-32.00,2272.00,328.00,0.00,5548.00,0.00,0.00,0.00,0.00,1948.00,37656.00,12120.00,888.00,7212.00,200.00,-960.00,4780.00,18004.00,-128.00,13240.00,-188.00,136.00,224.00,1848.00,2500.00,1004.00,960.00,3680.00,0.00,-2104.00,264.00,0.00,-128.00,0.00,0.00,0.00,-2708.00,0.00,-596.00,7532.00
1969:Q1,49184.00,11712.00,4080.00,5444.00,15492.00,12456.00,49184.00,34880.00,0.00,14820.00,4568.00,15492.00,13036.00,-380.00,44.00,4596.00,360.00,0.00,7616.00,0.00,0.00,800.00,0.00,1268.00,49184.00,47412.00,35976.00,6116.00,200.00,-1196.00,6316.00,4292.00,508.00,-6756.00,160.00,60.00,268.00,1668.00,5388.00,-108.00,1816.00,3184.00,0.00,4132.00,456.00,0.00,-1072.00,0.00,0.00,0.00,-6844.00,0.00,1432.00,-2520.00
1969:Q2,14748.00,11840.00,-30712.00,8608.00,12880.00,12132.00,14748.00,-5064.00,0.00,13824.00,-31768.00,12880.00,18992.00,992.00,420.00,9324.00,340.00,0.00,3656.00,80.00,0.00,4180.00,0.00,820.00,14748.00,10448.00,13804.00,-4968.00,200.00,-2520.00,3932.00,3192.00,3152.00,-9812.00,92.00,56.00,308.00,1164.00,616.00,-632.00,1284.00,3792.00,0.00,-1604.00,-12.00,0.00,240.00,0.00,0.00,0.00,4112.00,0.00,436.00,1108.00
1969:Q3,63940.00,15260.00,16496.00,5764.00,10496.00,15924.00,63940.00,34440.00,0.00,13464.00,10480.00,10496.00,27840.00,1160.00,304.00,10788.00,992.00,0.00,8940.00,256.00,0.00,5400.00,0.00,1660.00,63940.00,54704.00,59900.00,-8112.00,200.00,-472.00,3188.00,-1484.00,2648.00,-15668.00,232.00,60.00,336.00,1812.00,2636.00,2356.00,2288.00,4400.00,0.00,2296.00,-156.00,0.00,-2476.00,0.00,0.00,0.00,-3056.00,0.00,808.00,10720.00
1969:Q4,56412.00,11032.00,13132.00,9944.00,6676.00,15628.00,56412.00,27396.00,0.00,10220.00,10500.00,6676.00,28652.00,800.00,60.00,11556.00,1020.00,0.00,8376.00,44.00,0.00,6796.00,0.00,364.00,56412.00,44140.00,39520.00,868.00,200.00,-1000.00,4552.00,19348.00,10584.00,-5172.00,360.00,72.00,352.00,1804.00,828.00,976.00,688.00,3084.00,0.00,-756.00,-336.00,0.00,956.00,0.00,0.00,0.00,6332.00,0.00,-424.00,-7076.00
1970:Q1,63576.00,19748.00,9544.00,13904.00,8576.00,11804.00,63576.00,32528.00,0.00,16216.00,7736.00,8576.00,29920.00,-228.00,144.00,14532.00,1180.00,0.00,980.00,828.00,0.00,12484.00,0.00,1128.00,63576.00,31400.00,29844.00,-608.00,200.00,64.00,1900.00,22808.00,1180.00,3252.00,-1000.00,44.00,272.00,3088.00,2152.00,1012.00,2776.00,3840.00,0.00,1776.00,-612.00,0.00,5164.00,0.00,0.00,0.00,-936.00,0.00,800.00,9368.00
1970:Q2,60372.00,5444.00,12656.00,5088.00,13360.00,23824.00,60372.00,46652.00,0.00,22580.00,10712.00,13360.00,13952.00,2136.00,504.00,6176.00,856.00,0.00,-776.00,392.00,0.00,4664.00,0.00,-232.00,60372.00,16644.00,9788.00,6400.00,200.00,-12.00,268.00,32996.00,6668.00,21748.00,388.00,20.00,356.00,3048.00,1228.00,472.00,1396.00,3320.00,0.00,5396.00,-1000.00,0.00,-2228.00,0.00,0.00,0.00,-4340.00,0.00,-3476.00,10732.00
1970:Q3,51692.00,-16760.00,26240.00,7652.00,8852.00,25708.00,51692.00,56600.00,0.00,21904.00,25844.00,8852.00,-6492.00,-336.00,-112.00,6372.00,1676.00,0.00,-2456.00,0.00,0.00,-11636.00,0.00,1584.00,51692.00,-29128.00,-23744.00,-1684.00,200.00,-16.00,-3884.00,68760.00,6332.00,38756.00,1020.00,32.00,388.00,4172.00,2252.00,3688.00,2696.00,5332.00,0.00,-2924.00,-928.00,0.00,-1928.00,0.00,0.00,0.00,5996.00,0.00,3876.00,12060.00
1970:Q4,70568.00,-56.00,13468.00,8664.00,17144.00,31348.00,70568.00,56360.00,0.00,25432.00,13784.00,17144.00,13192.00,4012.00,764.00,5856.00,2492.00,0.00,8160.00,800.00,0.00,-8892.00,0.00,1016.00,70568.00,-21564.00,-15168.00,1116.00,200.00,-424.00,-7288.00,77108.00,5744.00,43556.00,2428.00,52.00,356.00,4864.00,3940.00,3096.00,2656.00,2664.00,0.00,-1912.00,-396.00,0.00,3392.00,0.00,0.00,0.00,8612.00,0.00,-1944.00,15024.00
1971:Q1,51344.00,-3432.00,10468.00,-2144.00,17120.00,29332.00,51344.00,48800.00,0.00,24040.00,7640.00,17120.00,1416.00,2032.00,324.00,-4124.00,4808.00,0.00,-3532.00,460.00,0.00,1448.00,0.00,1128.00,51344.00,-45648.00,-38252.00,780.00,200.00,0.00,-8376.00,75068.00,15424.00,48972.00,-2128.00,344.00,152.00,3804.00,6632.00,-2800.00,3696.00,3704.00,0.00,-1044.00,376.00,0.00,4592.00,0.00,0.00,0.00,-5932.00,0.00,-724.00,21924.00
1971:Q2,80748.00,-5084.00,42384.00,1824.00,17072.00,24552.00,80748.00,74388.00,0.00,15952.00,41444.00,16992.00,5288.00,1876.00,380.00,-3696.00,6460.00,0.00,-948.00,1056.00,0.00,160.00,0.00,1072.00,80748.00,18728.00,16308.00,5784.00,200.00,-28.00,-3536.00,33080.00,744.00,30460.00,-976.00,152.00,148.00,3812.00,5564.00,-3288.00,1460.00,3032.00,0.00,-628.00,644.00,0.00,-3052.00,0.00,0.00,0.00,-4504.00,0.00,-488.00,28940.00
1971:Q3,80072.00,3384.00,34656.00,8268.00,14160.00,19604.00,80072.00,61936.00,0.00,15016.00,32892.00,14028.00,16888.00,2172.00,400.00,6844.00,3188.00,0.00,2608.00,912.00,0.00,764.00,0.00,1248.00,80072.00,19240.00,19460.00,496.00,240.00,0.00,-956.00,18904.00,4332.00,7180.00,308.00,180.00,208.00,3808.00,4132.00,-1696.00,3288.00,2556.00,0.00,-1496.00,760.00,0.00,-5120.00,0.00,0.00,0.00,740.00,0.00,-276.00,41928.00
1971:Q4,84724.00,4708.00,27852.00,11464.00,16252.00,24448.00,84724.00,62324.00,0.00,17020.00,29184.00,16120.00,22088.00,24.00,-432.00,5544.00,4588.00,0.00,9332.00,2356.00,0.00,676.00,0.00,312.00,84724.00,-7208.00,-23616.00,14388.00,160.00,100.00,1760.00,73176.00,8948.00,33944.00,192.00,40.00,356.00,3772.00,7800.00,3280.00,2928.00,2332.00,0.00,2344.00,492.00,0.00,1396.00,0.00,0.00,0.00,4252.00,0.00,1100.00,18756.00
1972:Q1,55244.00,6464.00,5856.00,6168.00,16780.00,19976.00,55244.00,39128.00,0.00,16308.00,6200.00,16620.00,14184.00,2296.00,312.00,1720.00,4104.00,0.00,512.00,2712.00,0.00,2528.00,0.00,1932.00,55244.00,940.00,-316.00,-2040.00,200.00,-84.00,3180.00,41420.00,-652.00,16120.00,1280.00,64.00,420.00,3812.00,5876.00,3408.00,3440.00,4240.00,0.00,1244.00,608.00,0.00,6688.00,0.00,0.00,0.00,-5304.00,0.00,176.00,12884.00
