1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q1,516.00,-998.00,0.00,196.00,-196.00,2393.00,-168.00,10.00,-2.00,-263.00,1.00,-417.00,0.00,-5.00,0.00,-35.00,167.00,415.00,0.00,0.00,5.00,-101.00,6.00,-458.00,25.00,-4.00,23.00,193.00,0.00,0.00,0.00,0.00,-55.00,-50.00,0.00,167.00,0.00,349.00
1967:Q2,-1467.00,-1312.00,0.00,439.00,114.00,-1300.00,-8.00,12.00,-2.00,409.00,19.00,104.00,0.00,-10.00,0.00,68.00,942.00,-528.00,0.00,0.00,41.00,108.00,389.00,268.00,27.00,-7.00,-34.00,292.00,0.00,0.00,0.00,0.00,-3.00,387.00,0.00,2.00,0.00,-2409.00
1967:Q3,1075.00,-817.00,0.00,-24.00,-4.00,2198.00,64.00,14.00,-4.00,280.00,-8.00,-587.00,0.00,-12.00,0.00,-25.00,1712.00,235.00,0.00,0.00,-30.00,151.00,1075.00,-262.00,24.00,-4.00,-41.00,247.00,0.00,0.00,0.00,0.00,126.00,116.00,0.00,75.00,0.00,-637.00
1967:Q4,-2017.00,1402.00,0.00,-437.00,145.00,-2501.00,103.00,12.00,-4.00,304.00,49.00,-1124.00,0.00,-13.00,0.00,47.00,2739.00,1889.00,0.00,0.00,-16.00,80.00,753.00,-118.00,20.00,-8.00,-1.00,270.00,0.00,0.00,0.00,0.00,-27.00,-86.00,0.00,-17.00,0.00,-4756.00
1968:Q1,2189.00,-3049.00,0.00,403.00,-8.00,3818.00,5.00,6.00,-7.00,-32.00,25.00,490.00,0.00,-16.00,0.00,554.00,437.00,862.00,0.00,0.00,19.00,-142.00,-499.00,171.00,32.00,-6.00,30.00,295.00,0.00,0.00,0.00,0.00,-7.00,-184.00,-1.00,-133.00,0.00,1752.00
1968:Q2,-1623.00,-1242.00,0.00,176.00,99.00,-719.00,-201.00,7.00,-8.00,173.00,107.00,267.00,0.00,-19.00,0.00,-263.00,999.00,-262.00,0.00,0.00,-7.00,-401.00,748.00,294.00,1.00,-8.00,51.00,125.00,0.00,0.00,0.00,0.00,-9.00,286.00,1.00,179.00,0.00,-2622.00
1968:Q3,2358.00,-1183.00,0.00,163.00,-57.00,2706.00,1.00,6.00,-7.00,55.00,-122.00,754.00,0.00,-16.00,0.00,58.00,-72.00,-956.00,0.00,0.00,-64.00,56.00,1385.00,-911.00,27.00,-3.00,65.00,183.00,0.00,0.00,0.00,0.00,-37.00,164.00,-1.00,20.00,0.00,2430.00
1968:Q4,-2797.00,-1366.00,0.00,-19.00,301.00,-850.00,-251.00,5.00,-6.00,259.00,-42.00,-671.00,0.00,-8.00,0.00,-149.00,4521.00,3335.00,0.00,0.00,-33.00,591.00,-1105.00,995.00,84.00,-10.00,78.00,185.00,0.00,0.00,0.00,0.00,66.00,322.00,1.00,12.00,0.00,-7317.00
1969:Q1,4295.00,-1948.00,0.00,107.00,-355.00,5526.00,-1336.00,-21.00,-8.00,-48.00,103.00,373.00,0.00,-6.00,1550.00,358.00,536.00,1072.00,0.00,0.00,-43.00,-81.00,-2023.00,248.00,182.00,-8.00,121.00,230.00,0.00,0.00,0.00,0.00,13.00,507.00,0.00,-72.00,390.00,3759.00
1969:Q2,-2597.00,-2568.00,0.00,-276.00,287.00,-3342.00,-111.00,-31.00,-5.00,268.00,19.00,1559.00,0.00,-21.00,1515.00,109.00,3244.00,-14.00,0.00,0.00,-22.00,-188.00,1883.00,-253.00,300.00,-8.00,124.00,207.00,0.00,0.00,0.00,0.00,108.00,908.00,0.00,-44.00,243.00,-5841.00
1969:Q3,6481.00,-2236.00,0.00,77.00,-199.00,6773.00,-150.00,6.00,-4.00,1.00,201.00,199.00,0.00,-19.00,1630.00,202.00,-2187.00,-386.00,0.00,0.00,-13.00,421.00,-2064.00,-52.00,272.00,-4.00,73.00,216.00,0.00,0.00,0.00,0.00,87.00,-411.00,0.00,-100.00,-226.00,8668.00
1969:Q4,-10751.00,-2079.00,0.00,-267.00,571.00,-8788.00,1483.00,6.00,-1.00,111.00,174.00,-1572.00,0.00,-24.00,-259.00,-106.00,3219.00,3058.00,0.00,0.00,-32.00,34.00,281.00,-720.00,96.00,-11.00,116.00,190.00,0.00,0.00,0.00,0.00,148.00,-267.00,0.00,-16.00,342.00,-13969.00
1970:Q1,3736.00,-10418.00,7623.00,-107.00,-134.00,5404.00,-2257.00,17.00,3.00,-120.00,198.00,1965.00,0.00,-9.00,1334.00,237.00,2631.00,566.00,0.00,0.00,-1.00,-227.00,-128.00,648.00,113.00,-9.00,94.00,228.00,0.00,0.00,0.00,0.00,109.00,742.00,0.00,-66.00,561.00,1105.00
1970:Q2,-6124.00,-2983.00,140.00,122.00,156.00,-5372.00,318.00,25.00,5.00,232.00,82.00,-126.00,0.00,-10.00,2064.00,-777.00,1757.00,556.00,0.00,0.00,2.00,-135.00,349.00,-628.00,65.00,-11.00,87.00,403.00,0.00,0.00,0.00,0.00,179.00,128.00,-1.00,-217.00,980.00,-7881.00
1970:Q3,718.00,-2015.00,342.00,250.00,-43.00,1569.00,-441.00,25.00,6.00,-46.00,85.00,-368.00,0.00,-1.00,634.00,721.00,-4050.00,-695.00,0.00,0.00,-29.00,138.00,-1598.00,-539.00,38.00,-5.00,83.00,82.00,0.00,0.00,0.00,0.00,-338.00,-20.00,1.00,256.00,-1424.00,4768.00
1970:Q4,-2468.00,-1505.00,476.00,274.00,481.00,-3317.00,546.00,19.00,6.00,89.00,156.00,-2169.00,0.00,-10.00,2853.00,-367.00,5425.00,3656.00,0.00,0.00,-12.00,-320.00,585.00,-847.00,40.00,-14.00,82.00,138.00,0.00,0.00,0.00,0.00,817.00,283.00,0.00,118.00,899.00,-7893.00
1971:Q1,5326.00,-2120.00,754.00,317.00,-506.00,5146.00,-975.00,12.00,-13.00,-26.00,-100.00,3486.00,0.00,-12.00,-497.00,-140.00,5465.00,1095.00,1000.00,0.00,-11.00,64.00,2780.00,595.00,-176.00,-17.00,124.00,128.00,0.00,0.00,0.00,0.00,-2.00,747.00,61.00,191.00,-1113.00,-139.00
1971:Q2,-3036.00,-2321.00,404.00,382.00,-51.00,-2722.00,-1011.00,27.00,-17.00,251.00,-42.00,837.00,0.00,-12.00,1285.00,-46.00,2714.00,-349.00,1000.00,0.00,49.00,56.00,1381.00,-273.00,-163.00,-18.00,148.00,258.00,0.00,0.00,0.00,0.00,227.00,439.00,-44.00,-51.00,54.00,-5750.00
1971:Q3,8168.00,-1571.00,685.00,-234.00,-202.00,5283.00,548.00,54.00,-17.00,68.00,389.00,1489.00,0.00,-21.00,2014.00,-317.00,3325.00,1392.00,1000.00,0.00,70.00,-54.00,-220.00,264.00,233.00,-10.00,149.00,230.00,0.00,0.00,0.00,0.00,-23.00,44.00,87.00,6.00,157.00,4843.00
1971:Q4,-4122.00,-1202.00,1052.00,363.00,530.00,-4638.00,332.00,-4.00,-16.00,293.00,-349.00,-1565.00,0.00,-15.00,691.00,406.00,9382.00,6914.00,1000.00,0.00,-17.00,70.00,677.00,41.00,177.00,-17.00,129.00,220.00,0.00,0.00,0.00,0.00,-49.00,473.00,63.00,20.00,-319.00,-13504.00
1972:Q1,10282.00,-631.00,920.00,-109.00,-294.00,5487.00,2443.00,40.00,-18.00,136.00,166.00,1417.00,66.00,160.00,378.00,121.00,5583.00,1978.00,1000.00,0.00,25.00,-133.00,487.00,542.00,-175.00,-21.00,113.00,1220.00,0.00,0.00,0.00,0.00,115.00,248.00,468.00,116.00,-400.00,4699.00
1972:Q2,4471.00,553.00,285.00,106.00,285.00,-77.00,1066.00,54.00,-17.00,616.00,34.00,565.00,134.00,165.00,844.00,-142.00,7032.00,840.00,1200.00,0.00,2.00,-33.00,2434.00,60.00,-143.00,-19.00,99.00,2021.00,0.00,0.00,0.00,0.00,-9.00,343.00,278.00,-17.00,-24.00,-2561.00
1972:Q3,5728.00,564.00,503.00,-295.00,-91.00,2185.00,-213.00,47.00,-17.00,256.00,334.00,-73.00,93.00,177.00,2198.00,60.00,2911.00,15.00,1200.00,0.00,-45.00,130.00,-1513.00,34.00,74.00,-10.00,96.00,2061.00,0.00,0.00,0.00,0.00,-36.00,201.00,251.00,2.00,451.00,2818.00
1972:Q4,5466.00,-220.00,976.00,328.00,60.00,1827.00,563.00,1.00,-17.00,109.00,-129.00,-852.00,16.00,255.00,2717.00,-168.00,28460.00,20402.00,1200.00,0.00,-84.00,227.00,3286.00,813.00,254.00,-20.00,105.00,1445.00,0.00,0.00,0.00,0.00,-389.00,546.00,130.00,35.00,510.00,-22994.00
1973:Q1,10883.00,191.00,968.00,233.00,99.00,4362.00,-97.00,3.00,13.00,286.00,717.00,814.00,37.00,-1079.00,3863.00,473.00,6903.00,986.00,1756.00,0.00,2.00,-198.00,394.00,-9.00,118.00,-25.00,110.00,1200.00,0.00,0.00,0.00,0.00,302.00,-4.00,470.00,-180.00,1981.00,3980.00
1973:Q2,4570.00,-2205.00,133.00,54.00,-48.00,3018.00,212.00,3.00,15.00,341.00,-362.00,1002.00,1.00,-324.00,2575.00,155.00,6468.00,168.00,461.00,0.00,7.00,183.00,2594.00,30.00,-50.00,-25.00,115.00,856.00,0.00,0.00,0.00,0.00,47.00,562.00,-256.00,-103.00,1879.00,-1898.00
1973:Q3,6799.00,-2017.00,627.00,-831.00,375.00,3169.00,-3.00,124.00,17.00,-50.00,682.00,318.00,11.00,-1804.00,6003.00,178.00,-67.00,427.00,409.00,0.00,20.00,-145.00,-4650.00,206.00,36.00,-2.00,116.00,518.00,0.00,0.00,0.00,0.00,598.00,-253.00,-627.00,86.00,3195.00,6865.00
1973:Q4,-1271.00,-2493.00,1559.00,181.00,798.00,-2943.00,366.00,124.00,19.00,195.00,374.00,1257.00,66.00,-285.00,-181.00,-308.00,16408.00,10545.00,201.00,0.00,-57.00,357.00,4834.00,-137.00,-26.00,-12.00,116.00,1046.00,0.00,0.00,0.00,0.00,40.00,1120.00,-227.00,-129.00,-1263.00,-17679.00
1974:Q1,4839.00,-2745.00,1077.00,-42.00,-817.00,4538.00,-403.00,-120.00,80.00,98.00,-348.00,1721.00,194.00,-784.00,2304.00,86.00,-960.00,1508.00,6.00,0.00,-60.00,-356.00,-3788.00,-66.00,56.00,-23.00,137.00,946.00,0.00,0.00,0.00,0.00,-241.00,548.00,-258.00,11.00,619.00,5799.00
1974:Q2,-4898.00,-2909.00,858.00,-912.00,55.00,-4138.00,121.00,-122.00,85.00,481.00,-189.00,-541.00,1390.00,-285.00,1094.00,114.00,-3016.00,-2563.00,-175.00,0.00,26.00,193.00,-856.00,-21.00,-47.00,-23.00,142.00,1146.00,0.00,-17.00,0.00,0.00,-673.00,-269.00,373.00,-218.00,-34.00,-1882.00
1974:Q3,-1839.00,402.00,1603.00,-636.00,179.00,2509.00,-320.00,-54.00,84.00,201.00,-162.00,-644.00,-66.00,-775.00,-3981.00,-179.00,-9240.00,1179.00,-253.00,0.00,32.00,63.00,-5463.00,-146.00,-142.00,-3.00,157.00,1427.00,0.00,-31.00,0.00,0.00,310.00,-1043.00,-315.00,-709.00,-4303.00,7401.00
1974:Q4,-14139.00,-160.00,2040.00,1583.00,339.00,-14919.00,-32.00,114.00,79.00,364.00,-312.00,-4300.00,-91.00,-248.00,1690.00,-286.00,1571.00,723.00,-229.00,0.00,-52.00,1913.00,750.00,-384.00,-83.00,-18.00,181.00,1107.00,0.00,-42.00,0.00,0.00,-1212.00,-1498.00,-179.00,196.00,398.00,-15709.00
1975:Q1,25090.00,19657.00,781.00,-377.00,-759.00,3630.00,1319.00,3.00,-15.00,52.00,107.00,711.00,148.00,-1271.00,968.00,136.00,-15186.00,-16695.00,-266.00,0.00,-15.00,-66.00,826.00,126.00,166.00,-37.00,220.00,1163.00,0.00,-56.00,0.00,0.00,-71.00,-625.00,797.00,411.00,-1064.00,40275.00
1975:Q2,10626.00,11134.00,1.00,143.00,171.00,-171.00,162.00,1.00,-24.00,401.00,907.00,-4158.00,-543.00,-986.00,3785.00,-197.00,-13840.00,-13563.00,-373.00,0.00,-15.00,-149.00,-1724.00,542.00,181.00,-37.00,272.00,2877.00,0.00,17.00,0.00,0.00,424.00,-2896.00,-565.00,228.00,941.00,24466.00
1975:Q3,27507.00,12000.00,395.00,-365.00,-125.00,10074.00,367.00,65.00,-26.00,200.00,-235.00,1011.00,-976.00,1858.00,3533.00,-269.00,8186.00,-4995.00,-317.00,0.00,-2.00,-239.00,8479.00,-468.00,114.00,-15.00,259.00,4205.00,0.00,6.00,0.00,0.00,905.00,-159.00,-325.00,-266.00,1003.00,19322.00
1975:Q4,-16015.00,-11075.00,1853.00,-110.00,431.00,-2983.00,-145.00,66.00,-23.00,540.00,308.00,-3716.00,-368.00,-1200.00,142.00,265.00,5084.00,2168.00,-101.00,0.00,-40.00,382.00,1944.00,69.00,122.00,-26.00,183.00,2505.00,0.00,47.00,0.00,0.00,-295.00,-479.00,-51.00,96.00,-1440.00,-21098.00
1976:Q1,31951.00,21096.00,-291.00,431.00,-237.00,5608.00,177.00,38.00,-11.00,151.00,-110.00,629.00,341.00,2720.00,2027.00,-618.00,-8796.00,-11874.00,104.00,0.00,-41.00,163.00,1805.00,-175.00,-145.00,-40.00,201.00,47.00,0.00,-8.00,0.00,0.00,-209.00,8.00,-41.00,3246.00,-1837.00,40747.00
1976:Q2,4379.00,-605.00,124.00,489.00,-190.00,2213.00,-657.00,41.00,-4.00,658.00,-311.00,362.00,-183.00,205.00,2219.00,18.00,5730.00,9481.00,289.00,0.00,103.00,125.00,-1412.00,-313.00,-122.00,-37.00,184.00,-2218.00,0.00,19.00,0.00,0.00,-403.00,-133.00,-20.00,182.00,5.00,-1351.00
1976:Q3,16616.00,8750.00,458.00,-542.00,412.00,6199.00,25.00,-62.00,4.00,296.00,415.00,102.00,-240.00,-343.00,1314.00,-172.00,3679.00,2926.00,381.00,0.00,51.00,-324.00,-1470.00,196.00,111.00,-18.00,177.00,2165.00,0.00,39.00,0.00,0.00,200.00,-498.00,-40.00,-118.00,-99.00,12937.00
1976:Q4,-27887.00,-19038.00,955.00,561.00,18.00,-11494.00,-51.00,-55.00,8.00,236.00,291.00,-1533.00,155.00,-648.00,2454.00,254.00,-478.00,-831.00,380.00,0.00,-24.00,-226.00,-1728.00,-176.00,61.00,-33.00,178.00,3048.00,0.00,-30.00,0.00,0.00,-61.00,-100.00,-30.00,-704.00,-202.00,-27409.00
1977:Q1,26837.00,16473.00,289.00,-525.00,-594.00,5311.00,371.00,178.00,134.00,319.00,295.00,1879.00,171.00,494.00,2075.00,-33.00,16945.00,6568.00,423.00,0.00,4.00,-199.00,3293.00,-233.00,32.00,-49.00,354.00,5231.00,0.00,35.00,0.00,0.00,-67.00,-333.00,2.00,663.00,1220.00,9892.00
1977:Q2,8062.00,1762.00,-959.00,213.00,244.00,6676.00,-678.00,211.00,137.00,273.00,296.00,-1408.00,-229.00,122.00,1035.00,367.00,3583.00,-1044.00,506.00,0.00,-69.00,16.00,3630.00,-50.00,-29.00,-44.00,337.00,7.00,0.00,-77.00,0.00,0.00,388.00,95.00,-2.00,249.00,-330.00,4479.00
1977:Q3,23029.00,15531.00,207.00,-714.00,318.00,4861.00,426.00,29.00,141.00,295.00,-293.00,1394.00,-76.00,-599.00,1315.00,194.00,18118.00,13626.00,515.00,0.00,-70.00,-60.00,-678.00,-82.00,5.00,-32.00,326.00,4147.00,0.00,-2.00,0.00,0.00,26.00,849.00,0.00,-160.00,-292.00,4911.00
1977:Q4,-9077.00,-2147.00,410.00,101.00,169.00,-7731.00,486.00,10.00,148.00,388.00,57.00,-1340.00,12.00,-2324.00,2710.00,-26.00,20468.00,24907.00,447.00,0.00,-19.00,-434.00,-1969.00,-229.00,4.00,-38.00,316.00,-888.00,0.00,-63.00,0.00,0.00,626.00,-33.00,80.00,-2043.00,-196.00,-29545.00
1978:Q1,38435.00,24618.00,1531.00,-155.00,-425.00,9504.00,438.00,78.00,22.00,301.00,-255.00,810.00,362.00,1093.00,59.00,454.00,27825.00,16156.00,387.00,0.00,-3.00,-180.00,2824.00,515.00,279.00,174.00,203.00,4870.00,0.00,-30.00,0.00,0.00,522.00,-355.00,-62.00,2331.00,194.00,10610.00
1978:Q2,14304.00,4648.00,597.00,-664.00,341.00,9030.00,925.00,80.00,25.00,301.00,428.00,-2309.00,55.00,2002.00,-1181.00,26.00,-12993.00,-16212.00,334.00,0.00,49.00,79.00,2773.00,277.00,398.00,505.00,221.00,-1483.00,0.00,-10.00,0.00,0.00,-97.00,372.00,43.00,26.00,-267.00,27296.00
1978:Q3,34042.00,20470.00,177.00,8.00,145.00,6949.00,1365.00,59.00,17.00,336.00,591.00,4375.00,-264.00,577.00,-378.00,-385.00,13801.00,-224.00,329.00,0.00,75.00,-39.00,7914.00,556.00,212.00,439.00,227.00,2798.00,0.00,-209.00,0.00,0.00,203.00,1326.00,-46.00,712.00,-472.00,20241.00
1978:Q4,34608.00,16053.00,935.00,535.00,949.00,12086.00,-221.00,72.00,0.00,402.00,496.00,3172.00,75.00,113.00,-512.00,453.00,39825.00,34211.00,372.00,0.00,23.00,-105.00,-847.00,-213.00,165.00,540.00,277.00,3968.00,0.00,738.00,0.00,0.00,-182.00,829.00,215.00,-60.00,-106.00,-5217.00
1979:Q1,49941.00,41300.00,1989.00,-297.00,-689.00,7219.00,1255.00,88.00,41.00,362.00,-30.00,533.00,-47.00,-1925.00,182.00,-40.00,4530.00,-2282.00,418.00,0.00,60.00,663.00,1538.00,20.00,390.00,309.00,325.00,2557.00,0.00,106.00,0.00,0.00,317.00,-354.00,59.00,101.00,304.00,45411.00
1979:Q2,33357.00,20253.00,410.00,2111.00,363.00,9183.00,-1958.00,75.00,22.00,464.00,393.00,4214.00,-84.00,-270.00,-1821.00,2.00,9787.00,1386.00,469.00,0.00,38.00,-447.00,3370.00,-48.00,362.00,333.00,369.00,1935.00,0.00,95.00,0.00,0.00,-459.00,1560.00,47.00,756.00,21.00,23570.00
1979:Q3,43115.00,37940.00,806.00,-1078.00,273.00,-2403.00,92.00,327.00,2.00,462.00,-446.00,5582.00,261.00,1376.00,-159.00,80.00,11114.00,15400.00,456.00,0.00,43.00,995.00,-10181.00,105.00,255.00,431.00,379.00,48.00,0.00,111.00,0.00,0.00,32.00,2416.00,42.00,462.00,120.00,32001.00
1979:Q4,16429.00,19078.00,3732.00,-2046.00,1008.00,-5197.00,-456.00,343.00,-15.00,364.00,1169.00,-3457.00,-153.00,609.00,1567.00,-117.00,24895.00,25597.00,379.00,0.00,-84.00,-47.00,-3840.00,-20.00,283.00,629.00,352.00,2021.00,0.00,62.00,0.00,0.00,524.00,-1204.00,22.00,744.00,-524.00,-8465.00
1980:Q1,42606.00,31654.00,1561.00,954.00,-1411.00,7053.00,1048.00,383.00,1809.00,279.00,70.00,2558.00,49.00,-1592.00,-2254.00,445.00,3102.00,-1028.00,-401.00,0.00,21.00,-1650.00,6817.00,-13.00,394.00,1177.00,332.00,1861.00,18.00,-74.00,0.00,0.00,56.00,-2508.00,30.00,-831.00,-1100.00,39504.00
1980:Q2,16049.00,13581.00,2453.00,-1352.00,1145.00,-4208.00,-175.00,755.00,-25.00,-181.00,676.00,2240.00,-18.00,-8669.00,1478.00,8349.00,-3442.00,-10031.00,-1884.00,0.00,-55.00,788.00,-1306.00,400.00,389.00,830.00,313.00,1363.00,17.00,294.00,1.00,0.00,-26.00,3968.00,37.00,1220.00,241.00,19491.00
1980:Q3,34711.00,33364.00,1263.00,109.00,-1337.00,660.00,84.00,783.00,-925.00,-19.00,988.00,-2276.00,102.00,406.00,1062.00,447.00,36326.00,30816.00,-491.00,0.00,-26.00,-268.00,226.00,456.00,427.00,372.00,318.00,2185.00,18.00,58.00,0.00,0.00,350.00,856.00,30.00,982.00,17.00,-1615.00
1980:Q4,-21989.00,-24607.00,1501.00,-1599.00,550.00,-426.00,293.00,580.00,675.00,375.00,326.00,-168.00,-76.00,416.00,22.00,149.00,19073.00,8291.00,3774.00,0.00,-6.00,997.00,5366.00,765.00,550.00,942.00,345.00,-1283.00,17.00,-183.00,0.00,0.00,870.00,-2568.00,13.00,602.00,581.00,-41062.00
1981:Q1,102717.00,91346.00,-1381.00,3069.00,-530.00,2985.00,443.00,295.00,-173.00,680.00,416.00,11055.00,-59.00,-3510.00,4853.00,-6772.00,95548.00,75708.00,3515.00,0.00,99.00,296.00,4055.00,450.00,802.00,-616.00,313.00,-1397.00,18.00,-67.00,-1.00,0.00,1379.00,3880.00,30.00,-650.00,7734.00,7169.00
1981:Q2,-3203.00,-9957.00,-1365.00,-6630.00,595.00,5645.00,-449.00,274.00,-474.00,1098.00,-96.00,2920.00,55.00,-3538.00,-313.00,9032.00,5964.00,-373.00,3390.00,0.00,49.00,412.00,5047.00,332.00,970.00,-531.00,206.00,1005.00,17.00,574.00,0.00,0.00,-1961.00,-1201.00,13.00,326.00,-2311.00,-9167.00
1981:Q3,46106.00,33280.00,575.00,3840.00,391.00,-4326.00,853.00,222.00,824.00,1221.00,302.00,3825.00,-58.00,-5909.00,2248.00,8818.00,34500.00,28941.00,2765.00,0.00,62.00,-986.00,-2156.00,1436.00,797.00,873.00,353.00,1681.00,18.00,125.00,1.00,0.00,412.00,581.00,-9.00,-1068.00,674.00,11606.00
1981:Q4,-13644.00,-4395.00,864.00,770.00,97.00,-12746.00,-238.00,148.00,-77.00,645.00,822.00,66.00,-12.00,10597.00,5936.00,-16121.00,21866.00,25422.00,2390.00,0.00,-127.00,301.00,-5224.00,-12.00,284.00,-640.00,755.00,-2758.00,18.00,407.00,0.00,0.00,811.00,-1739.00,-5.00,1870.00,113.00,-35510.00
1982:Q1,50935.00,34341.00,7113.00,3418.00,-865.00,4621.00,405.00,0.00,-453.00,715.00,-109.00,4292.00,106.00,-4612.00,159.00,1804.00,38116.00,35157.00,-3132.00,0.00,-17.00,-280.00,8636.00,606.00,-420.00,-1072.00,1217.00,-5035.00,30.00,495.00,0.00,0.00,223.00,2471.00,43.00,-706.00,-100.00,12820.00
1982:Q2,24353.00,588.00,6910.00,1741.00,-87.00,14552.00,-360.00,-223.00,33.00,417.00,781.00,3554.00,-40.00,-3477.00,-1950.00,1914.00,13423.00,3701.00,-3007.00,0.00,-16.00,-263.00,11123.00,-191.00,-1182.00,1202.00,1571.00,690.00,31.00,-416.00,0.00,0.00,-163.00,1388.00,-31.00,-118.00,-897.00,10930.00
1982:Q3,37430.00,27538.00,6989.00,157.00,-67.00,-5709.00,404.00,-121.00,-82.00,726.00,-3361.00,-3157.00,12.00,3781.00,9235.00,1085.00,22465.00,12681.00,-2382.00,0.00,73.00,902.00,5621.00,95.00,-1172.00,-195.00,1765.00,6393.00,31.00,-347.00,0.00,0.00,-2566.00,-55.00,27.00,1336.00,258.00,14965.00
1982:Q4,-37088.00,-16866.00,7564.00,-5166.00,892.00,-15451.00,-553.00,306.00,-398.00,783.00,4870.00,-4857.00,-4.00,-5952.00,3600.00,-5856.00,401.00,-1483.00,-2007.00,0.00,-49.00,-251.00,-51.00,-1082.00,-390.00,-444.00,1707.00,52.00,31.00,-346.00,0.00,0.00,3427.00,-1800.00,0.00,2375.00,712.00,-37489.00
1983:Q1,62509.00,19689.00,2766.00,1753.00,-1066.00,20609.00,-186.00,414.00,133.00,1341.00,1028.00,2120.00,-20.00,6891.00,-2837.00,9874.00,33874.00,11950.00,965.00,0.00,-51.00,12.00,11248.00,-415.00,16.00,-163.00,1148.00,4416.00,35.00,-112.00,204.00,0.00,566.00,3402.00,68.00,2354.00,-1769.00,28634.00
1983:Q2,12838.00,-9463.00,3417.00,-695.00,197.00,10239.00,-331.00,990.00,27.00,1295.00,712.00,936.00,43.00,2082.00,-1545.00,4934.00,8027.00,-5125.00,1090.00,0.00,284.00,-506.00,648.00,-515.00,841.00,-1353.00,2025.00,8820.00,52.00,121.00,19.00,0.00,383.00,81.00,43.00,-140.00,1258.00,4811.00
1983:Q3,26576.00,3380.00,3010.00,517.00,335.00,6307.00,240.00,947.00,23.00,1339.00,763.00,-1569.00,-73.00,-2788.00,7849.00,6296.00,11983.00,522.00,1715.00,0.00,101.00,335.00,3119.00,683.00,805.00,1216.00,2727.00,-233.00,71.00,13.00,1.00,0.00,-183.00,-365.00,-22.00,-65.00,1543.00,14593.00
1983:Q4,-14982.00,-36336.00,3429.00,438.00,312.00,1994.00,104.00,382.00,-183.00,1263.00,-60.00,3224.00,53.00,1742.00,7888.00,768.00,8192.00,4269.00,2091.00,0.00,-236.00,648.00,-727.00,276.00,17.00,313.00,1419.00,1875.00,87.00,-219.00,52.00,0.00,314.00,-3069.00,145.00,733.00,204.00,-23174.00
1984:Q1,69141.00,53240.00,3157.00,7409.00,-323.00,8361.00,276.00,334.00,-81.00,2211.00,449.00,-6.00,20.00,-5157.00,1470.00,-2219.00,20449.00,21188.00,-1850.00,0.00,149.00,230.00,-1141.00,231.00,-240.00,-424.00,170.00,-3482.00,-35.00,225.00,-77.00,0.00,968.00,3051.00,-8.00,-89.00,1584.00,48692.00
1984:Q2,37670.00,24501.00,418.00,1192.00,66.00,5926.00,25.00,-197.00,207.00,2996.00,1187.00,655.00,47.00,225.00,-10988.00,11410.00,52304.00,51578.00,-1974.00,0.00,877.00,492.00,1909.00,386.00,-947.00,35.00,1936.00,-2080.00,-35.00,39.00,0.00,0.00,745.00,-42.00,181.00,477.00,-1273.00,-14634.00
1984:Q3,104920.00,78075.00,3331.00,999.00,12.00,23952.00,1080.00,-276.00,-106.00,3045.00,-598.00,-4481.00,72.00,1981.00,9909.00,-12075.00,81964.00,53767.00,-2600.00,0.00,846.00,2522.00,17565.00,1157.00,-1071.00,-325.00,1381.00,5357.00,-17.00,77.00,-2.00,0.00,858.00,-491.00,195.00,1650.00,1095.00,22957.00
1984:Q4,-28328.00,-28220.00,2673.00,-4724.00,603.00,4902.00,-183.00,197.00,580.00,978.00,1302.00,-464.00,52.00,1277.00,4953.00,-12254.00,20815.00,16218.00,-2974.00,0.00,-468.00,-249.00,5823.00,-783.00,-505.00,17.00,4031.00,2122.00,-53.00,510.00,270.00,0.00,577.00,-4743.00,292.00,359.00,371.00,-49142.00
1985:Q1,135367.00,88488.00,5978.00,6086.00,-749.00,6064.00,892.00,253.00,-128.00,2873.00,2324.00,872.00,-100.00,-828.00,-949.00,24291.00,44457.00,25660.00,-632.00,0.00,-421.00,-2.00,8976.00,561.00,-448.00,675.00,509.00,5807.00,17.00,135.00,-107.00,0.00,-125.00,2063.00,201.00,1402.00,186.00,90910.00
1985:Q2,66434.00,51640.00,4276.00,1750.00,-159.00,13636.00,-1055.00,690.00,-542.00,2791.00,-1075.00,-2383.00,-201.00,-2437.00,1200.00,-1697.00,7776.00,-5855.00,-506.00,0.00,415.00,-177.00,5530.00,-1058.00,-80.00,3.00,1961.00,6242.00,18.00,-147.00,-146.00,0.00,18.00,158.00,79.00,1223.00,97.00,58659.00
