1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q2,-90790.00,-39966.00,8162.00,4713.00,2956.00,61255.00,-38507.00,-2012.00,164.00,-25953.00,1246.00,-14603.00,-3524.00,29568.00,10442.00,-84731.00,7557.00,-22551.00,-20757.00,-5974.00,822.00,22872.00,31513.00,-463.00,-946.00,-3008.00,-26786.00,6961.00,-5486.00,1821.00,-31782.00,5002.00,17571.00,150.00,-1940.00,39457.00,1081.00,-98347.00
2009:Q3,86970.00,42919.00,8162.00,-1569.00,-386.00,-6597.00,7303.00,5427.00,-160.00,10627.00,19957.00,-18602.00,-2138.00,78946.00,19948.00,-76867.00,-95195.00,-67883.00,-21028.00,-11406.00,1843.00,11651.00,-26974.00,-7734.00,-1053.00,-1318.00,19482.00,6961.00,4523.00,-10863.00,-38402.00,1834.00,-22564.00,2071.00,-219.00,45576.00,20308.00,182165.00
2009:Q4,173584.00,85459.00,8162.00,5415.00,-3379.00,156294.00,-26654.00,-370.00,-1383.00,-19530.00,9018.00,-42602.00,-303.00,-5034.00,-10548.00,19039.00,253313.00,102779.00,-21162.00,47014.00,25473.00,7466.00,49742.00,2735.00,-1481.00,177.00,-4629.00,6960.00,3974.00,-521.00,6431.00,6964.00,-4345.00,5086.00,5023.00,11771.00,3857.00,-79730.00
2010:Q1,-28003.00,116981.00,-17547.00,-4197.00,-691.00,5721.00,13566.00,-3106.00,-7999.00,6930.00,-55590.00,1327.00,3354.00,-336.00,-3083.00,-83333.00,-120397.00,-32039.00,18947.00,-314.00,-25104.00,2129.00,-43179.00,-304.00,933.00,333.00,12270.00,3539.00,3659.00,-1366.00,-49361.00,-2163.00,10140.00,-34357.00,1009.00,17547.00,-2715.00,92394.00
2010:Q2,194552.00,169416.00,-12261.00,5190.00,2582.00,-43605.00,12947.00,5425.00,599.00,29906.00,-8895.00,3193.00,-2914.00,-10798.00,8753.00,35014.00,-51121.00,20010.00,18010.00,-19196.00,-449.00,-1554.00,-19179.00,-631.00,5815.00,-1431.00,4800.00,3539.00,2875.00,136.00,-27390.00,7694.00,-9361.00,6751.00,-1775.00,-34932.00,-4853.00,245672.00
2010:Q3,118879.00,116328.00,-12261.00,-1357.00,-2766.00,-10808.00,11256.00,-4681.00,420.00,-22109.00,717.00,-5519.00,10065.00,10304.00,13465.00,15825.00,72926.00,40462.00,18360.00,5493.00,1964.00,1127.00,-29593.00,-686.00,-1186.00,2125.00,-5946.00,3538.00,6330.00,498.00,-23640.00,-69.00,26349.00,-9594.00,4711.00,15114.00,17569.00,45953.00
2010:Q4,36809.00,77710.00,-12261.00,2756.00,28696.00,6409.00,-36716.00,-3494.00,-1291.00,-12795.00,25836.00,-57835.00,-6419.00,61028.00,-67829.00,33014.00,81235.00,147851.00,19416.00,4171.00,1485.00,15812.00,-4081.00,-13702.00,-1076.00,40453.00,-21344.00,3539.00,6085.00,-3146.00,-15245.00,2693.00,2191.00,-64073.00,-2603.00,12882.00,-50072.00,-44426.00
2011:Q1,91239.00,193903.00,-5262.00,-2267.00,-28945.00,-24807.00,566.00,-444.00,526.00,1104.00,-40306.00,-5283.00,4682.00,-43226.00,24331.00,16667.00,754.00,-121319.00,29664.00,-910.00,-925.00,10232.00,26121.00,13506.00,-140.00,8985.00,15878.00,10851.00,6126.00,-1914.00,20611.00,1303.00,-39810.00,-7718.00,9774.00,4529.00,15910.00,90485.00
2011:Q2,189256.00,193172.00,-5262.00,6185.00,-2675.00,7263.00,12686.00,-1313.00,519.00,278.00,2539.00,-14928.00,1993.00,30863.00,8933.00,-50997.00,-7038.00,-83662.00,27708.00,-255.00,-588.00,12748.00,-10820.00,5225.00,1073.00,-10538.00,6641.00,10851.00,5276.00,1151.00,14093.00,-1032.00,368.00,-9683.00,3281.00,-1883.00,23008.00,196294.00
2011:Q3,-32017.00,204331.00,-5263.00,161.00,1075.00,-139476.00,29332.00,3461.00,-733.00,28070.00,1640.00,18686.00,3175.00,-39485.00,-1553.00,-135438.00,174205.00,74597.00,28216.00,-304.00,60.00,-1619.00,-52252.00,-2983.00,4739.00,-7450.00,45358.00,10850.00,-5940.00,-1093.00,58004.00,2415.00,44794.00,20503.00,806.00,-47624.00,3128.00,-206223.00
2011:Q4,209262.00,208168.00,-5262.00,9513.00,3007.00,-13986.00,1257.00,-5651.00,978.00,-19838.00,-5266.00,-5581.00,-2717.00,-7952.00,-65008.00,117600.00,-679.00,135536.00,27917.00,200.00,487.00,21315.00,-23958.00,-722.00,-4879.00,-3836.00,-10339.00,10851.00,-2015.00,1043.00,-81457.00,253.00,-5492.00,-9036.00,-5342.00,12998.00,-64202.00,209940.00
2012:Q1,65873.00,160831.00,12941.00,-3603.00,2203.00,52863.00,-9817.00,-272.00,874.00,-11714.00,-1787.00,2003.00,15392.00,-43631.00,-60541.00,-49869.00,-130881.00,-78287.00,52774.00,-3042.00,567.00,15675.00,-7742.00,5688.00,15.00,8448.00,-7363.00,8533.00,-2035.00,-5015.00,-79777.00,3161.00,1567.00,-9252.00,6341.00,32395.00,-73532.00,196754.00
2012:Q2,118369.00,223458.00,12940.00,3717.00,-3804.00,-28325.00,-5062.00,-1256.00,-120.00,-3609.00,1235.00,-12131.00,-3491.00,-8768.00,18917.00,-75332.00,75900.00,96558.00,51555.00,-291.00,1577.00,18776.00,13894.00,-4325.00,4001.00,-6251.00,7757.00,8532.00,-5019.00,2159.00,-4486.00,-876.00,-14110.00,-11767.00,2261.00,-23897.00,-60148.00,42469.00
2012:Q3,323096.00,239660.00,12941.00,-3733.00,6323.00,53266.00,13463.00,1295.00,1284.00,14487.00,-2920.00,-11162.00,22436.00,-8881.00,-50446.00,35083.00,-2043.00,-33874.00,51737.00,-235.00,2369.00,15149.00,-16516.00,8703.00,-2603.00,-431.00,7675.00,8533.00,3696.00,5346.00,-27508.00,4231.00,3680.00,-9090.00,8038.00,13911.00,-44854.00,325140.00
2012:Q4,226658.00,166311.00,12941.00,-4683.00,-1223.00,-31871.00,-22439.00,-1812.00,-1694.00,24747.00,-1915.00,-639.00,-8891.00,-17710.00,-5859.00,121395.00,272404.00,112452.00,50797.00,109.00,1621.00,15749.00,175.00,-10357.00,-1241.00,-795.00,18091.00,8533.00,3032.00,3759.00,17263.00,2374.00,12946.00,-4085.00,9099.00,-11950.00,44832.00,-45746.00
2013:Q1,217101.00,144101.00,10451.00,4020.00,952.00,49521.00,-996.00,-899.00,2557.00,-2081.00,-2946.00,-2828.00,-6900.00,14426.00,76927.00,-69204.00,273311.00,49574.00,64265.00,775.00,1591.00,20045.00,-11053.00,8944.00,451.00,8221.00,23328.00,6889.00,4380.00,2582.00,-20077.00,-6162.00,15322.00,-12371.00,5479.00,38054.00,73075.00,-56210.00
2013:Q2,-52262.00,61900.00,10451.00,1757.00,-2607.00,30626.00,-6370.00,65.00,264.00,9975.00,3055.00,-11720.00,2256.00,-37665.00,-23697.00,-90552.00,113782.00,24916.00,62807.00,-5048.00,-197.00,14263.00,32187.00,7763.00,5981.00,789.00,3096.00,6889.00,2757.00,405.00,-22530.00,-14774.00,-189.00,-3129.00,6473.00,-5405.00,-3272.00,-166044.00
2013:Q3,86100.00,65480.00,10452.00,-7995.00,9104.00,-19204.00,-12364.00,-780.00,-116.00,-10138.00,-571.00,1450.00,-15902.00,43689.00,5800.00,17195.00,44010.00,-28042.00,63282.00,3772.00,1005.00,504.00,-17888.00,-3497.00,2773.00,-9807.00,-1407.00,6890.00,3394.00,1966.00,17615.00,-1732.00,-874.00,-7962.00,-14219.00,-2204.00,30441.00,42090.00
2013:Q4,128588.00,236493.00,10451.00,3480.00,2222.00,-12.00,-10936.00,-1407.00,-1221.00,7563.00,-6286.00,-12113.00,-1569.00,-50832.00,-1911.00,-45334.00,317725.00,208948.00,63780.00,4186.00,962.00,6074.00,-4392.00,-150.00,-655.00,101.00,-820.00,6889.00,4043.00,-2324.00,1145.00,-7201.00,-1207.00,6547.00,10997.00,21190.00,-388.00,-189136.00
2014:Q1,254962.00,323304.00,9824.00,-3193.00,3798.00,18507.00,1059.00,529.00,-417.00,16463.00,-2161.00,1050.00,4954.00,-22739.00,14570.00,-110585.00,185653.00,64098.00,14694.00,2745.00,2325.00,1926.00,-5200.00,14074.00,-3124.00,11154.00,21123.00,6469.00,2624.00,5765.00,48158.00,100.00,-13518.00,-4452.00,11403.00,11777.00,-6488.00,69309.00
2014:Q2,209273.00,153976.00,8979.00,3994.00,2094.00,25952.00,-339.00,415.00,2349.00,-3675.00,-306.00,-6619.00,3476.00,-33364.00,34001.00,18340.00,45844.00,24103.00,36212.00,3293.00,3190.00,1111.00,1436.00,934.00,5071.00,-4075.00,4071.00,6468.00,2837.00,-21589.00,-24981.00,-911.00,-679.00,-1719.00,7039.00,1280.00,2753.00,163429.00
2014:Q3,214862.00,149026.00,11026.00,-3124.00,265.00,62463.00,8761.00,-2626.00,715.00,-2359.00,1094.00,-1074.00,-1164.00,19356.00,-47356.00,19859.00,122020.00,94199.00,25936.00,2265.00,244.00,-2316.00,7083.00,2201.00,-1208.00,-3533.00,8514.00,6469.00,4255.00,2740.00,4305.00,-78.00,-2156.00,15946.00,-2194.00,-14999.00,-25652.00,92842.00
2014:Q4,236898.00,232828.00,9055.00,5336.00,-3766.00,15610.00,-926.00,50.00,-1454.00,16889.00,-1984.00,-1603.00,-414.00,-11043.00,-32657.00,10977.00,313744.00,168345.00,46854.00,1870.00,1777.00,-2483.00,-8859.00,-2834.00,12095.00,1321.00,37783.00,6469.00,4186.00,-1558.00,75220.00,-534.00,5386.00,-248.00,-3122.00,5343.00,-33266.00,-76846.00
2015:Q1,-3888.00,-16532.00,15584.00,-4520.00,3211.00,26135.00,9800.00,-858.00,494.00,17978.00,-1064.00,493.00,-1037.00,-2233.00,-50729.00,-610.00,220729.00,116046.00,43486.00,2734.00,3177.00,-7386.00,6980.00,4457.00,-2058.00,8844.00,21790.00,22741.00,3778.00,-52.00,-15196.00,4548.00,10046.00,-71.00,6532.00,-6809.00,-2857.00,-224617.00
2015:Q2,63619.00,50566.00,-91.00,3335.00,-591.00,22372.00,-24343.00,796.00,780.00,-23987.00,-5209.00,-497.00,1584.00,-33451.00,-1539.00,73894.00,38660.00,141182.00,50217.00,4338.00,1476.00,-3523.00,6156.00,-5916.00,5600.00,-3896.00,-15445.00,6576.00,3912.00,-2306.00,-86121.00,-2291.00,1549.00,-27570.00,4223.00,-8677.00,-30824.00,24959.00
2015:Q3,219871.00,270473.00,-4154.00,-2375.00,-1582.00,14949.00,7322.00,-1743.00,-949.00,23462.00,2655.00,2346.00,10387.00,-26430.00,-62619.00,-11871.00,109961.00,160397.00,41397.00,2698.00,6255.00,-5097.00,-2269.00,-8893.00,-845.00,-248.00,16753.00,6921.00,-2351.00,-1704.00,4708.00,-589.00,-12094.00,-13068.00,2800.00,-23958.00,-60852.00,109910.00
2015:Q4,191006.00,325568.00,-6044.00,7102.00,-1314.00,-40523.00,-4098.00,-495.00,222.00,-32816.00,-1711.00,-12322.00,-12859.00,-48982.00,-15325.00,34602.00,308965.00,258385.00,55243.00,2392.00,289.00,-3678.00,3634.00,-2633.00,-1159.00,974.00,-29398.00,8363.00,-1050.00,-2928.00,47331.00,450.00,-6005.00,20042.00,-3413.00,-6390.00,-31484.00,-117959.00
2016:Q1,125573.00,147730.00,-7604.00,-4471.00,418.00,3125.00,19276.00,395.00,5032.00,30143.00,235.00,-15973.00,4629.00,-71048.00,5264.00,8422.00,260442.00,115818.00,38290.00,3581.00,668.00,-3673.00,18209.00,5721.00,5446.00,7623.00,38050.00,8043.00,-7843.00,2327.00,24003.00,9822.00,7971.00,-11447.00,6034.00,-11577.00,3375.00,-134869.00
2016:Q2,172570.00,48947.00,-7648.00,1783.00,-513.00,29460.00,13677.00,-39.00,-3845.00,30697.00,-2433.00,-16151.00,7493.00,13520.00,-31071.00,88692.00,115532.00,58241.00,50883.00,2768.00,1317.00,-4180.00,18950.00,6457.00,-3270.00,5721.00,19612.00,8523.00,1598.00,-3907.00,-5193.00,7119.00,7898.00,-29563.00,7541.00,12804.00,-47787.00,57038.00
