date,FA596330005.Q,FA595013005.Q,FA594090005.Q,FA593020005.Q,FA593030005.Q,FA593034005.Q,FA592051005.Q,FA594022005.Q,FA593069105.Q,FA593061105.Q,FA593061705.Q,FA223062043.Q,FA593063005.Q,FA593065005.Q,FA593064105.Q,FA593064205.Q,FA593090005.Q,FA593095005.Q,FA573074005.Q,FA593073005.Q,FA593093005.Q,FA594190005.Q,FA153050015.Q,FA594090045.Q,FA594090055.Q,FA893131573.Q,FA543150015.Q
1961:Q2,3.00,4.00,22523.00,168.00,220.00,0.00,28.00,4492.00,0.00,1284.00,-4.00,-100.00,3312.00,708.00,5036.00,0.00,11871.00,0.00,68.00,11615.00,188.00,22524.00,ND,18851.00,3672.00,ND,ND
1961:Q3,3.00,4.00,22571.00,172.00,228.00,0.00,28.00,3752.00,0.00,972.00,120.00,-176.00,2836.00,696.00,5292.00,0.00,12403.00,0.00,92.00,12143.00,168.00,22572.00,ND,18843.00,3728.00,ND,ND
1961:Q4,3.00,4.00,22687.00,132.00,236.00,0.00,36.00,3636.00,0.00,360.00,188.00,-268.00,3356.00,688.00,5736.00,0.00,12223.00,0.00,172.00,11911.00,140.00,22688.00,ND,18507.00,4180.00,ND,ND
1962:Q1,3.00,4.00,22067.00,100.00,248.00,0.00,56.00,4676.00,0.00,1888.00,392.00,-352.00,2748.00,672.00,5328.00,128.00,10859.00,0.00,36.00,10375.00,448.00,22068.00,ND,17799.00,4268.00,ND,ND
1962:Q2,3.00,4.00,21719.00,76.00,252.00,0.00,68.00,4660.00,0.00,1532.00,156.00,-468.00,3440.00,652.00,5324.00,312.00,10375.00,0.00,-252.00,9763.00,864.00,21720.00,ND,17847.00,3872.00,ND,ND
1962:Q3,3.00,4.00,21883.00,64.00,268.00,0.00,68.00,3304.00,0.00,1272.00,136.00,-512.00,2408.00,648.00,4768.00,204.00,12559.00,0.00,120.00,11931.00,508.00,21884.00,ND,18207.00,3676.00,ND,ND
1962:Q4,3.00,4.00,22915.00,68.00,272.00,0.00,56.00,4180.00,0.00,1180.00,-48.00,-504.00,3552.00,676.00,5496.00,72.00,12095.00,0.00,208.00,11587.00,300.00,22916.00,ND,18691.00,4224.00,ND,ND
1963:Q1,1.00,6.00,23287.00,72.00,288.00,0.00,44.00,4276.00,0.00,1600.00,4.00,-488.00,3160.00,680.00,5056.00,16.00,12855.00,0.00,140.00,12495.00,220.00,23292.00,ND,18947.00,4340.00,ND,ND
1963:Q2,1.00,6.00,24423.00,64.00,296.00,0.00,20.00,5672.00,0.00,2628.00,-16.00,-516.00,3576.00,668.00,6196.00,-60.00,11567.00,0.00,124.00,11363.00,80.00,24428.00,ND,19895.00,4528.00,ND,ND
1963:Q3,1.00,6.00,25619.00,72.00,308.00,0.00,32.00,4724.00,0.00,1276.00,48.00,-508.00,3908.00,704.00,6156.00,-44.00,13667.00,0.00,120.00,13399.00,148.00,25624.00,ND,20823.00,4796.00,ND,ND
1963:Q4,1.00,6.00,26579.00,80.00,320.00,0.00,64.00,4208.00,0.00,1096.00,-44.00,-488.00,3644.00,804.00,6756.00,28.00,14319.00,0.00,124.00,13735.00,460.00,26584.00,ND,21455.00,5124.00,ND,ND
1964:Q1,3.00,6.00,27561.00,116.00,332.00,0.00,104.00,6072.00,0.00,3052.00,40.00,-440.00,3420.00,964.00,6800.00,56.00,13117.00,0.00,180.00,12193.00,744.00,27564.00,ND,21805.00,5756.00,ND,ND
1964:Q2,3.00,6.00,28485.00,192.00,344.00,0.00,144.00,5480.00,0.00,1260.00,84.00,-420.00,4556.00,1020.00,7060.00,148.00,14097.00,0.00,152.00,12817.00,1128.00,28488.00,ND,22417.00,6068.00,ND,ND
1964:Q3,3.00,6.00,29697.00,28.00,356.00,0.00,144.00,4580.00,0.00,1788.00,-68.00,-392.00,3252.00,996.00,7192.00,132.00,16269.00,0.00,144.00,14945.00,1180.00,29700.00,ND,23369.00,6328.00,ND,ND
1964:Q4,3.00,6.00,30909.00,132.00,372.00,0.00,120.00,5264.00,0.00,1120.00,508.00,-364.00,4000.00,1084.00,7472.00,152.00,16313.00,0.00,140.00,15253.00,920.00,30912.00,ND,24221.00,6688.00,ND,ND
1965:Q1,1.00,8.00,31289.00,-560.00,388.00,0.00,92.00,6724.00,0.00,3692.00,-316.00,-320.00,3668.00,1168.00,8352.00,48.00,15077.00,0.00,128.00,14257.00,692.00,31296.00,ND,24641.00,6648.00,ND,ND
1965:Q2,1.00,8.00,32289.00,-96.00,400.00,0.00,68.00,5136.00,0.00,1452.00,24.00,-288.00,3948.00,1696.00,8272.00,76.00,16737.00,0.00,24.00,16121.00,592.00,32296.00,ND,26041.00,6248.00,ND,ND
1965:Q3,1.00,8.00,34261.00,132.00,416.00,0.00,68.00,3692.00,0.00,-448.00,524.00,-256.00,3872.00,1204.00,9164.00,-48.00,19633.00,0.00,280.00,19029.00,324.00,34268.00,ND,27633.00,6628.00,ND,ND
1965:Q4,1.00,8.00,36481.00,744.00,432.00,0.00,88.00,3940.00,0.00,352.00,120.00,-236.00,3704.00,1064.00,9436.00,-4.00,20781.00,0.00,184.00,19989.00,608.00,36488.00,ND,29081.00,7400.00,ND,ND
1966:Q1,3.00,11.00,37852.00,96.00,452.00,0.00,104.00,8592.00,0.00,1668.00,84.00,-184.00,7024.00,1252.00,9180.00,68.00,18108.00,0.00,92.00,17172.00,844.00,37860.00,ND,29832.00,8020.00,ND,ND
1966:Q2,3.00,11.00,38916.00,-624.00,468.00,0.00,116.00,5120.00,0.00,-8.00,520.00,-144.00,4752.00,1160.00,10004.00,108.00,22564.00,0.00,-12.00,21508.00,1068.00,38924.00,ND,31436.00,7480.00,ND,ND
1966:Q3,3.00,11.00,40000.00,-232.00,480.00,0.00,124.00,6436.00,0.00,1640.00,64.00,-120.00,4852.00,1280.00,9116.00,228.00,22568.00,0.00,-136.00,21456.00,1248.00,40008.00,ND,32840.00,7160.00,ND,ND
1966:Q4,3.00,11.00,41208.00,232.00,588.00,0.00,128.00,5672.00,0.00,620.00,-60.00,-128.00,5240.00,1492.00,9876.00,0.00,23220.00,0.00,240.00,22092.00,888.00,41216.00,ND,33640.00,7568.00,ND,ND
1967:Q1,4.00,12.00,41664.00,420.00,484.00,0.00,132.00,3976.00,0.00,-844.00,12.00,-80.00,4888.00,980.00,11308.00,-80.00,24444.00,0.00,416.00,23256.00,772.00,41672.00,ND,33528.00,8136.00,ND,ND
1967:Q2,4.00,12.00,42884.00,92.00,640.00,0.00,144.00,4008.00,0.00,224.00,132.00,-76.00,3728.00,604.00,12076.00,56.00,25264.00,0.00,108.00,23988.00,1168.00,42892.00,ND,34476.00,8408.00,ND,ND
1967:Q3,4.00,12.00,44728.00,36.00,796.00,0.00,140.00,5436.00,0.00,-408.00,-52.00,-72.00,5968.00,644.00,12340.00,0.00,25336.00,0.00,284.00,24064.00,988.00,44736.00,ND,35500.00,9228.00,ND,ND
1967:Q4,4.00,12.00,45596.00,-264.00,1108.00,0.00,128.00,6012.00,0.00,1220.00,4.00,-72.00,4860.00,408.00,12588.00,100.00,25516.00,0.00,76.00,24360.00,1080.00,45604.00,ND,36320.00,9276.00,ND,ND
1968:Q1,4.00,16.00,46220.00,156.00,276.00,0.00,120.00,6116.00,0.00,2552.00,-24.00,124.00,3464.00,612.00,11984.00,312.00,26644.00,0.00,-108.00,25572.00,1180.00,46232.00,ND,37016.00,9204.00,ND,ND
1968:Q2,4.00,16.00,48080.00,468.00,536.00,0.00,112.00,5116.00,0.00,1436.00,1164.00,-260.00,2776.00,320.00,13800.00,-132.00,27860.00,0.00,492.00,26868.00,500.00,48092.00,ND,38508.00,9572.00,ND,ND
1968:Q3,4.00,16.00,51312.00,236.00,1012.00,0.00,104.00,4780.00,0.00,360.00,528.00,48.00,3844.00,108.00,14732.00,32.00,30308.00,0.00,220.00,29356.00,732.00,51324.00,ND,40964.00,10348.00,ND,ND
1968:Q4,4.00,16.00,54316.00,-80.00,1116.00,0.00,104.00,5644.00,0.00,1508.00,1072.00,-8.00,3072.00,332.00,16112.00,120.00,30968.00,0.00,200.00,30028.00,740.00,54328.00,ND,43424.00,10892.00,ND,ND
1969:Q1,4.00,18.00,55498.00,440.00,-236.00,0.00,104.00,4892.00,0.00,1936.00,252.00,16.00,2688.00,304.00,15616.00,268.00,34110.00,0.00,-16.00,33206.00,920.00,55512.00,ND,44990.00,10508.00,ND,ND
1969:Q2,4.00,19.00,58357.00,-712.00,1328.00,0.00,96.00,4444.00,0.00,68.00,252.00,-72.00,4196.00,156.00,15684.00,276.00,37085.00,0.00,28.00,36229.00,828.00,58372.00,ND,47837.00,10520.00,ND,ND
1969:Q3,4.00,19.00,61185.00,36.00,992.00,0.00,92.00,9044.00,0.00,1684.00,676.00,-80.00,6764.00,560.00,14852.00,172.00,35437.00,0.00,-8.00,34581.00,864.00,61200.00,ND,50297.00,10888.00,ND,ND
1969:Q4,4.00,20.00,62552.00,0.00,672.00,0.00,104.00,4748.00,0.00,-252.00,288.00,-68.00,4780.00,428.00,17092.00,200.00,39308.00,0.00,152.00,38396.00,760.00,62568.00,ND,51668.00,10884.00,ND,ND
1970:Q1,5.00,19.00,53722.00,-272.00,740.00,0.00,104.00,7628.00,0.00,1960.00,-16.00,-92.00,5776.00,356.00,6444.00,108.00,38614.00,0.00,40.00,37662.00,912.00,53736.00,ND,51450.00,2272.00,ND,ND
1970:Q2,5.00,19.00,55014.00,-164.00,1164.00,0.00,112.00,5188.00,0.00,384.00,396.00,-596.00,5004.00,564.00,5944.00,804.00,41402.00,0.00,-640.00,40430.00,1612.00,55028.00,ND,52630.00,2384.00,ND,ND
1970:Q3,5.00,19.00,56114.00,312.00,764.00,0.00,112.00,11716.00,0.00,3748.00,892.00,-104.00,7180.00,-156.00,5660.00,-216.00,37922.00,0.00,680.00,36914.00,328.00,56128.00,ND,53650.00,2464.00,ND,ND
1970:Q4,5.00,19.00,56918.00,768.00,1048.00,0.00,116.00,8416.00,0.00,1864.00,-388.00,-404.00,7344.00,436.00,8764.00,8.00,37362.00,0.00,512.00,36298.00,552.00,56932.00,ND,54098.00,2820.00,ND,ND
1971:Q1,8.00,22.00,55706.00,228.00,1088.00,0.00,124.00,4600.00,0.00,3340.00,-888.00,32.00,2116.00,32.00,10412.00,-104.00,39326.00,0.00,584.00,38230.00,512.00,55720.00,ND,53558.00,2148.00,ND,ND
1971:Q2,8.00,22.00,57842.00,296.00,580.00,0.00,124.00,1204.00,0.00,-1388.00,-720.00,8.00,3304.00,-60.00,12492.00,328.00,42878.00,0.00,100.00,41746.00,1032.00,57856.00,ND,55214.00,2628.00,ND,ND
1971:Q3,8.00,22.00,60678.00,268.00,1048.00,0.00,136.00,4148.00,0.00,3240.00,180.00,32.00,696.00,-552.00,13664.00,420.00,41546.00,0.00,272.00,40354.00,920.00,60692.00,ND,57494.00,3184.00,ND,ND
1971:Q4,8.00,22.00,63502.00,644.00,844.00,0.00,140.00,8540.00,0.00,1352.00,448.00,408.00,6332.00,0.00,11840.00,140.00,41354.00,0.00,408.00,40066.00,880.00,63516.00,ND,59666.00,3836.00,ND,ND
1972:Q1,8.00,25.00,68511.00,1052.00,536.00,0.00,612.00,11088.00,1232.00,4048.00,1504.00,308.00,3996.00,-1220.00,13640.00,200.00,42603.00,0.00,604.00,37119.00,4880.00,68528.00,ND,61203.00,7308.00,ND,ND
1972:Q2,8.00,26.00,73538.00,408.00,1208.00,0.00,932.00,9388.00,1944.00,-1372.00,1924.00,948.00,5944.00,-1004.00,17388.00,408.00,44810.00,0.00,304.00,36422.00,8084.00,73556.00,ND,62954.00,10584.00,ND,ND
1972:Q3,8.00,26.00,75926.00,328.00,1464.00,0.00,964.00,19688.00,2112.00,5880.00,2712.00,-1372.00,10356.00,-740.00,17608.00,392.00,36222.00,0.00,444.00,27534.00,8244.00,75944.00,ND,64582.00,11344.00,ND,ND
1972:Q4,8.00,27.00,73053.00,1028.00,1928.00,0.00,728.00,15180.00,1732.00,7244.00,1992.00,-376.00,4588.00,-28.00,14372.00,40.00,39805.00,0.00,740.00,33285.00,5780.00,73072.00,ND,64733.00,8320.00,ND,ND
1973:Q1,9.00,26.00,70667.00,-224.00,1972.00,0.00,520.00,16692.00,1396.00,4848.00,2796.00,-1628.00,9280.00,-208.00,12104.00,976.00,38835.00,0.00,-108.00,34143.00,4800.00,70684.00,ND,63267.00,7400.00,ND,ND
1973:Q2,9.00,27.00,69286.00,716.00,1864.00,0.00,352.00,8668.00,1112.00,-1192.00,1544.00,-344.00,7548.00,456.00,7360.00,828.00,49042.00,0.00,-244.00,45862.00,3424.00,69304.00,ND,64302.00,4984.00,ND,ND
1973:Q3,9.00,28.00,71137.00,1040.00,2716.00,0.00,316.00,18292.00,1180.00,5028.00,2160.00,456.00,9468.00,-44.00,4960.00,-316.00,44173.00,0.00,768.00,41333.00,2072.00,71156.00,ND,66289.00,4848.00,ND,ND
1973:Q4,9.00,28.00,73669.00,236.00,1948.00,0.00,412.00,11196.00,1608.00,3492.00,2872.00,164.00,3060.00,1072.00,5500.00,952.00,52353.00,0.00,-516.00,48685.00,4184.00,73688.00,ND,68481.00,5188.00,ND,ND
1974:Q1,9.00,20.00,74381.00,-144.00,2016.00,0.00,460.00,12220.00,1900.00,2504.00,2172.00,616.00,5028.00,612.00,4956.00,536.00,53725.00,0.00,376.00,49565.00,3784.00,74392.00,ND,69313.00,5068.00,ND,ND
1974:Q2,10.00,20.00,77258.00,728.00,2900.00,0.00,480.00,15480.00,2060.00,6052.00,1360.00,-1604.00,7612.00,148.00,2340.00,748.00,54434.00,0.00,-292.00,50142.00,4584.00,77268.00,ND,71854.00,5404.00,ND,ND
