date,FA596330005.Q,FA595013005.Q,FA594090005.Q,FA593020005.Q,FA593030005.Q,FA593034005.Q,FA592051005.Q,FA594022005.Q,FA593069105.Q,FA593061105.Q,FA593061705.Q,FA223062043.Q,FA593063005.Q,FA593065005.Q,FA593064105.Q,FA593064205.Q,FA593090005.Q,FA593095005.Q,FA573074005.Q,FA593073005.Q,FA593093005.Q,FA594190005.Q,FA153050015.Q,FA594090045.Q,FA594090055.Q,FA893131573.Q,FA543150015.Q
1974:Q3,10.00,20.00,80902.00,872.00,2592.00,0.00,516.00,24620.00,2404.00,8952.00,2012.00,-784.00,12036.00,336.00,1924.00,2004.00,48038.00,0.00,-1036.00,43366.00,5708.00,80912.00,ND,73218.00,7684.00,ND,ND
1974:Q4,10.00,21.00,80621.00,1028.00,3184.00,0.00,588.00,17064.00,2932.00,2476.00,3904.00,-1060.00,8812.00,1132.00,8180.00,-124.00,49569.00,0.00,844.00,44297.00,4428.00,80632.00,ND,72569.00,8052.00,ND,ND
1975:Q1,12.00,16.00,80364.00,1292.00,3224.00,0.00,680.00,27236.00,3704.00,6308.00,2016.00,-776.00,15984.00,160.00,8996.00,-428.00,39204.00,0.00,1460.00,33092.00,4652.00,80368.00,ND,69940.00,10424.00,ND,ND
1975:Q2,13.00,15.00,84578.00,1216.00,2132.00,0.00,1456.00,30752.00,4716.00,12112.00,1376.00,-244.00,12792.00,296.00,9764.00,-96.00,39058.00,0.00,1604.00,25946.00,11508.00,84580.00,ND,70066.00,14512.00,ND,ND
1975:Q3,13.00,16.00,88901.00,928.00,1340.00,0.00,1868.00,31112.00,3756.00,14920.00,1160.00,712.00,10564.00,212.00,10156.00,2276.00,41009.00,0.00,-20.00,24209.00,16820.00,88904.00,ND,71357.00,17544.00,ND,ND
1975:Q4,13.00,16.00,85845.00,784.00,1804.00,0.00,1216.00,24092.00,2476.00,648.00,2776.00,4136.00,14056.00,-1264.00,10828.00,360.00,48025.00,0.00,936.00,37069.00,10020.00,85848.00,ND,73141.00,12704.00,ND,ND
1976:Q1,12.00,13.00,81831.00,828.00,2140.00,0.00,156.00,22380.00,3304.00,7708.00,3068.00,1012.00,7288.00,4.00,10936.00,360.00,45027.00,0.00,1200.00,43639.00,188.00,81832.00,ND,74647.00,7184.00,ND,ND
1976:Q2,12.00,13.00,77487.00,428.00,2476.00,0.00,-980.00,36652.00,2192.00,18820.00,2776.00,3828.00,9036.00,320.00,10012.00,-228.00,28807.00,0.00,76.00,37603.00,-8872.00,77488.00,ND,76715.00,772.00,ND,ND
1976:Q3,13.00,14.00,86771.00,-464.00,1488.00,0.00,984.00,20108.00,1264.00,16056.00,2444.00,932.00,-588.00,-32.00,8200.00,772.00,55715.00,0.00,192.00,46863.00,8660.00,86772.00,ND,78731.00,8040.00,ND,ND
1976:Q4,13.00,14.00,89415.00,-388.00,2544.00,0.00,1400.00,2248.00,784.00,4580.00,476.00,-92.00,-3500.00,592.00,8456.00,1128.00,73435.00,0.00,392.00,60851.00,12192.00,89416.00,ND,79059.00,10356.00,ND,ND
1977:Q1,14.00,15.00,94099.00,-164.00,2444.00,0.00,2332.00,8716.00,744.00,1044.00,10360.00,-1952.00,-1480.00,-168.00,9400.00,488.00,71051.00,0.00,40.00,50087.00,20924.00,94100.00,ND,77691.00,16408.00,ND,ND
1977:Q2,14.00,15.00,87195.00,528.00,4148.00,92.00,64.00,19960.00,536.00,7852.00,2992.00,3024.00,5556.00,1196.00,10956.00,1380.00,48871.00,0.00,576.00,48267.00,28.00,87196.00,ND,79863.00,7332.00,ND,ND
1977:Q3,15.00,16.00,99351.00,588.00,3476.00,120.00,1872.00,58716.00,148.00,41092.00,4800.00,-288.00,12964.00,-1180.00,13428.00,-800.00,23131.00,0.00,256.00,6287.00,16588.00,99352.00,ND,83879.00,15472.00,ND,ND
1977:Q4,15.00,16.00,94011.00,404.00,3024.00,164.00,-344.00,25088.00,20.00,56.00,2548.00,-48.00,22512.00,1720.00,13172.00,220.00,50563.00,0.00,444.00,53671.00,-3552.00,94012.00,ND,88379.00,5632.00,ND,ND
1978:Q1,12.00,15.00,107637.00,644.00,5160.00,224.00,2204.00,16980.00,144.00,4040.00,5416.00,-632.00,8012.00,412.00,12496.00,160.00,69357.00,0.00,368.00,49509.00,19480.00,107640.00,ND,90321.00,17316.00,ND,ND
1978:Q2,12.00,17.00,97987.00,568.00,5132.00,248.00,-528.00,32432.00,-60.00,4192.00,1336.00,1384.00,25580.00,1008.00,12068.00,1088.00,45971.00,0.00,1176.00,50727.00,-5932.00,97992.00,ND,92823.00,5164.00,ND,ND
1978:Q3,12.00,18.00,104414.00,480.00,5248.00,240.00,1408.00,59748.00,-648.00,32988.00,8484.00,-256.00,19180.00,880.00,12296.00,-1816.00,25930.00,0.00,1476.00,13262.00,11192.00,104420.00,ND,91246.00,13168.00,ND,ND
1978:Q4,13.00,18.00,102559.00,124.00,4276.00,348.00,1788.00,25228.00,-44.00,5156.00,3004.00,1132.00,15980.00,776.00,12684.00,-1404.00,58739.00,0.00,224.00,42643.00,15872.00,102564.00,ND,85767.00,16792.00,ND,ND
1979:Q1,15.00,28.00,95127.00,388.00,5840.00,564.00,1272.00,21052.00,1724.00,7328.00,6724.00,488.00,4788.00,1152.00,11888.00,2400.00,50571.00,0.00,1204.00,39139.00,10228.00,95140.00,ND,80031.00,15096.00,ND,ND
1979:Q2,15.00,28.00,99479.00,8.00,4188.00,752.00,948.00,42580.00,3620.00,15688.00,3612.00,-824.00,20484.00,688.00,14092.00,192.00,36031.00,0.00,804.00,27487.00,7740.00,99492.00,ND,82987.00,16492.00,ND,ND
1979:Q3,15.00,30.00,110449.00,-168.00,4992.00,900.00,168.00,62860.00,5584.00,35228.00,3356.00,52.00,18640.00,2092.00,23044.00,940.00,15621.00,0.00,1292.00,14137.00,192.00,110464.00,ND,96205.00,14244.00,ND,ND
1979:Q4,16.00,31.00,136397.00,-20.00,6332.00,1076.00,944.00,30220.00,6008.00,6028.00,7400.00,120.00,10664.00,1812.00,20956.00,44.00,75033.00,0.00,404.00,66545.00,8084.00,136412.00,ND,117649.00,18748.00,ND,ND
1980:Q1,16.00,34.00,159146.00,-344.00,4188.00,1272.00,844.00,63448.00,4900.00,24000.00,5620.00,764.00,28164.00,2008.00,19196.00,2864.00,65670.00,0.00,176.00,57978.00,7516.00,159164.00,ND,139666.00,19480.00,ND,ND
1980:Q2,17.00,34.00,176607.00,-600.00,3424.00,1380.00,840.00,72824.00,4200.00,23976.00,13944.00,-304.00,31008.00,1252.00,19476.00,2580.00,75431.00,0.00,2084.00,67827.00,5520.00,176624.00,ND,157863.00,18744.00,ND,ND
1980:Q3,17.00,35.00,187366.00,-1396.00,3296.00,1400.00,1184.00,48672.00,3916.00,17840.00,6756.00,-416.00,20576.00,2040.00,22724.00,2308.00,107138.00,0.00,1920.00,96406.00,8812.00,187384.00,ND,166274.00,21092.00,ND,ND
1980:Q4,18.00,36.00,173762.00,-1084.00,5728.00,1752.00,-428.00,48768.00,3524.00,19648.00,11716.00,552.00,13328.00,1544.00,25616.00,1096.00,90770.00,0.00,1300.00,94534.00,-5064.00,173780.00,ND,160254.00,13508.00,ND,ND
1981:Q1,16.00,37.00,155683.00,-200.00,6076.00,2444.00,-564.00,47292.00,3020.00,21856.00,12312.00,-556.00,10660.00,1840.00,21624.00,-1192.00,78363.00,0.00,524.00,83355.00,-5516.00,155704.00,ND,143727.00,11956.00,ND,ND
1981:Q2,17.00,39.00,150090.00,-1036.00,1832.00,3560.00,472.00,62388.00,6004.00,22700.00,13472.00,300.00,19912.00,2236.00,25508.00,-1372.00,56502.00,0.00,224.00,52190.00,4088.00,150112.00,ND,130582.00,19508.00,ND,ND
1981:Q3,17.00,40.00,144449.00,-568.00,7072.00,5116.00,680.00,47896.00,5760.00,13376.00,15840.00,-544.00,13464.00,2420.00,28608.00,-2348.00,55573.00,0.00,-612.00,49389.00,6796.00,144472.00,ND,120785.00,23664.00,ND,ND
1981:Q4,18.00,44.00,132770.00,-1056.00,4132.00,4604.00,-1068.00,70672.00,5112.00,66476.00,-13540.00,-12.00,12636.00,1416.00,21912.00,-2376.00,34534.00,0.00,1412.00,44082.00,-10960.00,132796.00,ND,116378.00,16392.00,ND,ND
1982:Q1,22.00,51.00,124671.00,-1896.00,13072.00,1864.00,-2120.00,92480.00,-10120.00,58880.00,26760.00,-820.00,17780.00,1884.00,9952.00,-24.00,9459.00,0.00,1048.00,28431.00,-20020.00,124700.00,182603.00,116583.00,8088.00,ND,29064.00
1982:Q2,23.00,50.00,143525.00,8.00,16348.00,-4000.00,448.00,79692.00,-5472.00,47824.00,17336.00,788.00,19216.00,6836.00,10212.00,3000.00,30981.00,0.00,1276.00,26821.00,2884.00,143552.00,208309.00,127761.00,15764.00,ND,35916.00
1982:Q3,23.00,48.00,173919.00,-692.00,14344.00,-3836.00,3232.00,70280.00,-11228.00,49512.00,22248.00,-1192.00,10940.00,5664.00,8956.00,5068.00,70903.00,0.00,3504.00,41703.00,25696.00,173944.00,247935.00,146415.00,27504.00,ND,45148.00
1982:Q4,24.00,47.00,199413.00,-660.00,16712.00,-1532.00,228.00,59212.00,-10388.00,43332.00,21088.00,-1676.00,6856.00,6060.00,82700.00,7448.00,29245.00,0.00,1844.00,27069.00,332.00,199436.00,267053.00,167905.00,31508.00,ND,38772.00
1983:Q1,24.00,60.00,213440.00,300.00,21732.00,756.00,3000.00,63204.00,-3184.00,45196.00,9044.00,-3072.00,15220.00,5984.00,32052.00,-1364.00,87776.00,0.00,3436.00,66536.00,17804.00,213476.00,272692.00,183156.00,30284.00,ND,21960.00
1983:Q2,25.00,58.00,239459.00,628.00,23860.00,1404.00,5336.00,60684.00,5204.00,43456.00,8116.00,480.00,3428.00,3076.00,22644.00,176.00,121651.00,0.00,4032.00,82131.00,35488.00,239492.00,305027.00,196163.00,43296.00,ND,28276.00
1983:Q3,25.00,59.00,213974.00,1096.00,-1116.00,1496.00,1112.00,66784.00,7936.00,49860.00,11124.00,-240.00,-1896.00,3640.00,32228.00,3764.00,104970.00,0.00,520.00,105098.00,-648.00,214008.00,277750.00,195562.00,18412.00,ND,26484.00
1983:Q4,26.00,62.00,197736.00,1532.00,12524.00,1308.00,2116.00,55776.00,2220.00,40352.00,19056.00,-1692.00,-4160.00,228.00,21372.00,3360.00,99520.00,0.00,572.00,91100.00,7848.00,197772.00,276460.00,179388.00,18348.00,ND,41432.00
1984:Q1,28.00,84.00,150172.00,2280.00,2456.00,1048.00,-436.00,69236.00,10620.00,49380.00,5408.00,604.00,3224.00,-628.00,-7508.00,2648.00,81076.00,0.00,-1528.00,96672.00,-14068.00,150228.00,235388.00,155652.00,-5480.00,ND,34516.00
1984:Q2,28.00,90.00,121354.00,2280.00,3364.00,788.00,256.00,39936.00,11472.00,27888.00,-9116.00,452.00,9240.00,-1256.00,-17840.00,-1020.00,94846.00,0.00,-1480.00,104786.00,-8460.00,121416.00,208650.00,136058.00,-14704.00,ND,36596.00
1984:Q3,29.00,93.00,171996.00,800.00,25956.00,1528.00,4328.00,120000.00,1764.00,64488.00,14716.00,-784.00,39816.00,-1208.00,25876.00,3340.00,-8624.00,0.00,3720.00,-33704.00,21360.00,172060.00,261384.00,127192.00,44804.00,ND,38688.00
1984:Q4,29.00,95.00,157694.00,-692.00,9532.00,672.00,3104.00,134152.00,-8408.00,68444.00,28128.00,-2136.00,48124.00,3952.00,9368.00,4692.00,-7086.00,0.00,2896.00,-18258.00,8276.00,157760.00,279954.00,127894.00,29800.00,ND,71560.00
1985:Q1,29.00,120.00,163365.00,2316.00,29180.00,1964.00,5112.00,69088.00,1040.00,114496.00,7536.00,64.00,-54048.00,5480.00,35240.00,2144.00,12841.00,0.00,3392.00,-13847.00,23296.00,163456.00,263661.00,132017.00,31348.00,ND,27480.00
1985:Q2,30.00,120.00,182294.00,3168.00,27716.00,2344.00,5668.00,75900.00,2088.00,68780.00,4008.00,-1088.00,2112.00,3156.00,57960.00,1984.00,4398.00,0.00,3828.00,-24470.00,25040.00,182384.00,303750.00,141686.00,40608.00,ND,48640.00
1985:Q3,30.00,117.00,146185.00,-1400.00,-4944.00,896.00,1036.00,71788.00,5088.00,56116.00,11168.00,-212.00,-372.00,-1868.00,26180.00,1528.00,52969.00,0.00,-692.00,67401.00,-13740.00,146272.00,260257.00,148069.00,-1884.00,ND,41256.00
1985:Q4,33.00,120.00,192577.00,-2740.00,-12180.00,9100.00,31272.00,94468.00,11224.00,70544.00,46504.00,-388.00,-33416.00,10572.00,37252.00,5316.00,19517.00,0.00,16648.00,-69623.00,72492.00,192664.00,339453.00,147901.00,44676.00,ND,74060.00
1986:Q1,34.00,143.00,180291.00,-2044.00,8752.00,1988.00,3188.00,115868.00,4904.00,84980.00,-6732.00,-760.00,33476.00,-252.00,-3080.00,7628.00,48243.00,16032.00,0.00,40223.00,-8012.00,180400.00,279455.00,141735.00,38556.00,ND,17416.00
1986:Q2,34.00,131.00,147367.00,-1960.00,4144.00,-416.00,4060.00,54500.00,5580.00,25384.00,-5144.00,1032.00,27648.00,-4292.00,21328.00,-768.00,70771.00,11616.00,0.00,56147.00,3008.00,147464.00,281871.00,140007.00,7360.00,ND,52756.00
1986:Q3,36.00,128.00,169844.00,-104.00,580.00,3144.00,4876.00,107040.00,7060.00,40452.00,4536.00,-644.00,55636.00,-864.00,-13860.00,-1112.00,70144.00,9736.00,20.00,49028.00,11360.00,169936.00,327868.00,140108.00,29736.00,ND,76276.00
1986:Q4,38.00,129.00,214569.00,1516.00,14056.00,4088.00,7700.00,45556.00,10532.00,24152.00,-24452.00,-1304.00,36628.00,-4672.00,41316.00,456.00,104553.00,18324.00,120.00,25133.00,60976.00,214660.00,381049.00,141477.00,73092.00,ND,84732.00
1987:Q1,37.00,142.00,183579.00,2048.00,-22880.00,944.00,3016.00,95672.00,9884.00,66040.00,16456.00,-624.00,3916.00,-5504.00,79236.00,14528.00,16519.00,34752.00,1200.00,-63073.00,43640.00,183684.00,273123.00,141759.00,41820.00,ND,16336.00
1987:Q2,40.00,143.00,172189.00,2048.00,-6068.00,3768.00,6240.00,58292.00,14800.00,34108.00,34164.00,212.00,-24992.00,-3572.00,21156.00,9976.00,80349.00,32728.00,1800.00,42913.00,2908.00,172292.00,265209.00,147993.00,24196.00,ND,19812.00
1987:Q3,42.00,149.00,238593.00,1424.00,-13644.00,1524.00,2808.00,77064.00,10968.00,68196.00,13700.00,164.00,-15964.00,-1612.00,3056.00,8888.00,159085.00,35548.00,2600.00,50809.00,70128.00,238700.00,341393.00,154865.00,83728.00,ND,29592.00
1987:Q4,45.00,154.00,197607.00,464.00,-19376.00,2292.00,-1748.00,88772.00,5384.00,52036.00,7428.00,644.00,23280.00,-2388.00,25320.00,-5304.00,109575.00,31144.00,432.00,172127.00,-94128.00,197716.00,297299.00,160051.00,37556.00,ND,26484.00
1988:Q1,44.00,153.00,213895.00,832.00,3748.00,2860.00,-80.00,27480.00,-10164.00,17748.00,23668.00,-564.00,-3208.00,6104.00,74460.00,-4116.00,102607.00,-264.00,-2000.00,96323.00,8548.00,214004.00,351283.00,162939.00,50956.00,ND,82136.00
1988:Q2,46.00,157.00,201181.00,3372.00,25500.00,6124.00,5384.00,71880.00,-1568.00,36016.00,-448.00,300.00,37580.00,7376.00,9192.00,-2540.00,74893.00,8168.00,-2800.00,42509.00,27016.00,201292.00,319389.00,166733.00,34448.00,ND,62956.00
1988:Q3,47.00,157.00,217526.00,2964.00,2024.00,2732.00,-2536.00,114420.00,-12112.00,93396.00,9800.00,-480.00,23816.00,10652.00,14952.00,-6544.00,78862.00,-11772.00,-5000.00,49398.00,46236.00,217636.00,338798.00,171282.00,46244.00,ND,66020.00
1988:Q4,47.00,160.00,226407.00,2740.00,19684.00,1192.00,1432.00,62444.00,-6472.00,36600.00,-6172.00,-356.00,38844.00,10800.00,20124.00,1620.00,106371.00,11324.00,4848.00,55431.00,34768.00,226520.00,353163.00,173011.00,53396.00,ND,71504.00
1989:Q1,48.00,166.00,203794.00,-600.00,34328.00,4252.00,4500.00,94972.00,1072.00,10312.00,53508.00,-264.00,30344.00,1972.00,-30420.00,2796.00,91994.00,16800.00,6736.00,62730.00,5728.00,203912.00,290418.00,170534.00,33260.00,ND,29684.00
1989:Q2,49.00,167.00,206502.00,-568.00,29512.00,5732.00,1916.00,128260.00,-2008.00,61740.00,38524.00,-256.00,30260.00,6512.00,-11340.00,4764.00,41714.00,9616.00,7436.00,49690.00,-25028.00,206620.00,354666.00,173982.00,32520.00,ND,91224.00
1989:Q3,51.00,175.00,218504.00,-2680.00,30092.00,1436.00,4964.00,106500.00,988.00,61088.00,29264.00,-268.00,15428.00,7936.00,-7216.00,5176.00,72296.00,12744.00,7596.00,91012.00,-39056.00,218628.00,339520.00,178340.00,40164.00,ND,64076.00
1989:Q4,54.00,176.00,230582.00,-2732.00,23700.00,6216.00,-4376.00,118037.00,-8656.00,59229.00,37504.00,-272.00,30232.00,8876.00,-30360.00,5464.00,105757.00,10056.00,7304.00,70325.00,18072.00,230704.00,321550.00,181706.00,48876.00,ND,34028.00
1990:Q1,53.00,167.00,223422.00,576.00,4060.00,4860.00,1224.00,124912.00,1224.00,39132.00,62104.00,844.00,21608.00,-408.00,-2300.00,6588.00,83910.00,17024.00,6896.00,90242.00,-30252.00,223536.00,390070.00,181342.00,42080.00,ND,70260.00
1990:Q2,53.00,167.00,184046.00,512.00,-12996.00,-2688.00,4360.00,132725.00,4360.00,76925.00,27392.00,28.00,24020.00,3724.00,5116.00,12944.00,40349.00,908.00,5056.00,65797.00,-31412.00,184160.00,410250.00,186694.00,-2648.00,ND,129816.00
1990:Q3,55.00,168.00,250123.00,2192.00,-9276.00,-720.00,212.00,88252.00,212.00,56380.00,31608.00,-964.00,1016.00,2012.00,17704.00,1220.00,148527.00,11516.00,5496.00,135407.00,-3892.00,250236.00,383759.00,191339.00,58784.00,ND,37248.00
1990:Q4,58.00,164.00,224546.00,612.00,-3956.00,2584.00,-916.00,39246.00,-916.00,34270.00,14324.00,912.00,-9344.00,4148.00,72020.00,9804.00,101004.00,9140.00,6756.00,148128.00,-63020.00,224652.00,379066.00,193114.00,31432.00,ND,58132.00
1991:Q1,57.00,148.00,238657.00,-2772.00,17484.00,-5804.00,4692.00,116231.00,4692.00,50051.00,55960.00,-436.00,5964.00,-4036.00,56148.00,16728.00,39986.00,14620.00,10736.00,41798.00,-27168.00,238748.00,341285.00,190369.00,48288.00,ND,7032.00
1991:Q2,57.00,144.00,268697.00,756.00,-1076.00,2380.00,14576.00,60879.00,14576.00,44847.00,-1480.00,492.00,2444.00,-9004.00,42260.00,15132.00,142794.00,24940.00,13856.00,69482.00,34516.00,268784.00,412265.00,194269.00,74428.00,ND,47972.00
1991:Q3,57.00,136.00,265545.00,-6748.00,9060.00,6416.00,23148.00,82999.00,23148.00,-9653.00,11416.00,248.00,57840.00,-4136.00,29792.00,19524.00,105490.00,18316.00,12936.00,79902.00,-5664.00,265624.00,406797.00,199125.00,66420.00,ND,45656.00
1991:Q4,57.00,133.00,276868.00,2712.00,1024.00,-1064.00,-944.00,42056.00,-944.00,46612.00,-32528.00,280.00,28636.00,-6224.00,75640.00,19628.00,144040.00,25168.00,10760.00,130860.00,-22748.00,276944.00,415832.00,202728.00,74140.00,ND,43368.00
1992:Q1,53.00,143.00,267842.00,420.00,-21884.00,396.00,1020.00,112905.00,1020.00,28357.00,35124.00,-260.00,48664.00,-6784.00,-41188.00,34772.00,188185.00,13444.00,9640.00,213525.00,-48424.00,267932.00,377366.00,204298.00,63544.00,ND,26620.00
1992:Q2,53.00,144.00,281409.00,1868.00,-18396.00,360.00,6056.00,68623.00,6056.00,60299.00,-32836.00,-80.00,35184.00,-1104.00,97392.00,37696.00,88914.00,7872.00,9504.00,57546.00,13992.00,281500.00,426509.00,207649.00,73760.00,ND,62196.00
1992:Q3,53.00,145.00,285168.00,7876.00,-14312.00,3484.00,12220.00,166645.00,12220.00,133221.00,3152.00,-624.00,18676.00,-5648.00,-11780.00,7016.00,119667.00,-24244.00,9880.00,143119.00,-9088.00,285260.00,443400.00,212284.00,72884.00,ND,75328.00
1992:Q4,54.00,149.00,172433.00,484.00,-21396.00,1000.00,4700.00,92783.00,4700.00,66439.00,-35652.00,268.00,57028.00,-2916.00,19596.00,34056.00,44126.00,-75464.00,10648.00,118114.00,-9172.00,172528.00,428449.00,213493.00,-41060.00,ND,173112.00
1993:Q1,56.00,161.00,333935.00,-2580.00,6968.00,10452.00,5904.00,90828.00,5904.00,6512.00,30812.00,60.00,47540.00,-2800.00,202236.00,31112.00,-8185.00,-10468.00,10616.00,-8349.00,16.00,334040.00,511587.00,209339.00,124596.00,ND,90960.00
1993:Q2,57.00,159.00,296034.00,1272.00,2872.00,9600.00,6252.00,88313.00,6252.00,57017.00,-7864.00,628.00,32280.00,-5852.00,21280.00,45380.00,126917.00,4728.00,11416.00,128921.00,-18148.00,296136.00,454878.00,211998.00,84036.00,ND,72152.00
1993:Q3,57.00,161.00,228984.00,-2608.00,-17584.00,1020.00,-28684.00,205389.00,-28684.00,138877.00,1780.00,2420.00,90996.00,4172.00,-11624.00,30664.00,48239.00,-25956.00,12416.00,87759.00,-25980.00,229088.00,435664.00,214944.00,14040.00,ND,119988.00
1993:Q4,58.00,167.00,243091.00,4876.00,-8520.00,9632.00,3264.00,40190.00,3264.00,-4222.00,15696.00,596.00,24856.00,-9464.00,65208.00,54100.00,83805.00,4260.00,14812.00,71229.00,-6496.00,243200.00,380243.00,216087.00,27004.00,ND,50460.00
1994:Q1,59.00,143.00,361120.00,-4056.00,5440.00,11708.00,-4924.00,60585.00,-4924.00,66385.00,40640.00,-2620.00,-38896.00,-1316.00,-12328.00,66180.00,239831.00,58312.00,13336.00,181359.00,-13176.00,361204.00,455844.00,212948.00,148172.00,ND,9172.00
1994:Q2,59.00,149.00,363238.00,1984.00,308.00,7724.00,4496.00,117496.00,4496.00,56420.00,69520.00,516.00,-13456.00,1280.00,104860.00,39660.00,85430.00,35384.00,12368.00,21574.00,16104.00,363328.00,436846.00,217198.00,146040.00,ND,-11944.00
1994:Q3,61.00,150.00,239963.00,6088.00,-16216.00,1404.00,1308.00,122246.00,1308.00,59478.00,29764.00,1036.00,30660.00,324.00,53124.00,43252.00,28433.00,-39548.00,11544.00,45833.00,10604.00,240052.00,398679.00,221783.00,18180.00,ND,73164.00
1994:Q4,61.00,155.00,207474.00,188.00,21332.00,4736.00,3896.00,78802.00,3896.00,40786.00,39068.00,32.00,-4980.00,-18364.00,-56160.00,157340.00,15704.00,68084.00,9508.00,-49916.00,-11972.00,207568.00,267314.00,223970.00,-16496.00,ND,-25712.00
1995:Q1,63.00,163.00,209536.00,-5544.00,11168.00,4356.00,7064.00,160609.00,7064.00,88801.00,25600.00,-236.00,39380.00,1576.00,-80984.00,77696.00,33595.00,-71848.00,5428.00,95443.00,4572.00,209636.00,437596.00,220804.00,-11268.00,ND,105908.00
1995:Q2,64.00,167.00,254281.00,-952.00,4492.00,11904.00,7236.00,59925.00,7236.00,8305.00,13976.00,312.00,30096.00,1432.00,-50896.00,67976.00,153164.00,5184.00,5436.00,135120.00,7424.00,254384.00,445181.00,224141.00,30140.00,ND,68748.00
1995:Q3,64.00,170.00,308842.00,2692.00,16020.00,5484.00,-7204.00,54843.00,-7204.00,18051.00,30412.00,972.00,12612.00,1536.00,-68356.00,88356.00,215471.00,7088.00,5428.00,195935.00,7020.00,308948.00,472110.00,226270.00,82572.00,ND,41116.00
1995:Q4,65.00,170.00,286071.00,-2856.00,8652.00,8632.00,8656.00,-28782.00,8656.00,-85834.00,30960.00,1824.00,15612.00,1556.00,-83172.00,80220.00,293165.00,11256.00,5436.00,270593.00,5880.00,286176.00,434623.00,224967.00,61104.00,ND,26400.00
1996:Q1,67.00,158.00,285309.00,3152.00,10476.00,13460.00,-16104.00,223222.00,-16104.00,160326.00,23832.00,1764.00,53404.00,1532.00,-115096.00,53472.00,111195.00,4036.00,5428.00,82907.00,18824.00,285400.00,441541.00,221201.00,64108.00,ND,23480.00
1996:Q2,67.00,161.00,267598.00,5328.00,8212.00,8040.00,11088.00,126699.00,11088.00,81395.00,4100.00,-3896.00,34012.00,1572.00,-119684.00,54024.00,172319.00,9568.00,5428.00,138783.00,18540.00,267692.00,416882.00,220806.00,46792.00,ND,16532.00
1996:Q3,67.00,166.00,275977.00,6108.00,3156.00,12860.00,1664.00,-57840.00,1664.00,-11600.00,-41980.00,-3204.00,-2720.00,1600.00,20928.00,51096.00,236405.00,19484.00,5432.00,194757.00,16732.00,276076.00,420665.00,224689.00,51288.00,ND,11936.00
1996:Q4,68.00,175.00,277309.00,1112.00,4184.00,19516.00,9888.00,45764.00,9888.00,32548.00,-11796.00,260.00,14864.00,1344.00,-61132.00,68084.00,188549.00,-14076.00,5424.00,169185.00,28016.00,277416.00,523877.00,227989.00,49320.00,ND,113816.00
1997:Q1,75.00,175.00,276260.00,-6292.00,19748.00,23772.00,-4460.00,166203.00,-4456.00,40515.00,47540.00,5960.00,76644.00,1900.00,-151396.00,93952.00,132833.00,-21392.00,9700.00,139965.00,4560.00,276360.00,439728.00,227064.00,49196.00,ND,11700.00
1997:Q2,75.00,177.00,317666.00,14988.00,1164.00,12420.00,21208.00,138731.00,21208.00,53139.00,4476.00,32.00,59876.00,1956.00,-152692.00,65576.00,214315.00,33180.00,5796.00,158203.00,17136.00,317768.00,525142.00,233430.00,84236.00,ND,55708.00
1997:Q3,77.00,185.00,310332.00,-5956.00,992.00,35220.00,-500.00,149633.00,-492.00,81549.00,19168.00,1632.00,47776.00,2108.00,-118064.00,67016.00,179883.00,19136.00,5796.00,143919.00,11032.00,310440.00,490916.00,238724.00,71608.00,ND,28816.00
1997:Q4,77.00,189.00,365200.00,-5868.00,22500.00,-3584.00,-9852.00,122545.00,-9844.00,25961.00,27448.00,-3856.00,82836.00,716.00,-133700.00,115948.00,256495.00,25352.00,12256.00,195399.00,23488.00,365312.00,457668.00,240140.00,125060.00,ND,-59300.00
1998:Q1,82.00,205.00,404353.00,4100.00,27216.00,4112.00,34832.00,91155.00,34860.00,-2953.00,10020.00,2308.00,46920.00,4388.00,-73128.00,68616.00,243062.00,20460.00,17428.00,193046.00,12128.00,404476.00,640437.00,235741.00,168612.00,ND,44624.00
1998:Q2,83.00,216.00,376367.00,2412.00,33340.00,3992.00,-2848.00,79048.00,-2788.00,34224.00,11720.00,588.00,35304.00,8212.00,-72336.00,91528.00,233019.00,-22652.00,18000.00,225623.00,12048.00,376500.00,656827.00,239467.00,136900.00,ND,89000.00
1998:Q3,85.00,217.00,381188.00,-828.00,28688.00,6180.00,10972.00,96674.00,11096.00,9410.00,16608.00,-304.00,59864.00,3840.00,-110188.00,153092.00,192758.00,-21200.00,18188.00,185690.00,10080.00,381320.00,629344.00,244296.00,136892.00,ND,56696.00
1998:Q4,87.00,218.00,384193.00,9496.00,27808.00,7052.00,-2680.00,100271.00,-2468.00,53547.00,-33632.00,4404.00,78420.00,1944.00,38624.00,33072.00,168606.00,29996.00,-2092.00,136942.00,3760.00,384324.00,556225.00,247521.00,136672.00,ND,-19428.00
1999:Q1,86.00,209.00,256145.00,-10568.00,-35192.00,20480.00,18688.00,180960.00,17336.00,42288.00,63772.00,5136.00,52428.00,3344.00,-324880.00,124720.00,278593.00,9056.00,-12456.00,262437.00,19556.00,256268.00,436817.00,245409.00,10736.00,ND,-38992.00
1999:Q2,92.00,208.00,296876.00,9112.00,-35764.00,14112.00,152.00,166355.00,2412.00,75907.00,44992.00,-5180.00,48224.00,6516.00,-172800.00,64628.00,244565.00,2684.00,-15864.00,235373.00,22372.00,296992.00,501772.00,250636.00,46240.00,ND,-14768.00
