1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q4,334999.00,3947.00,13011.00,0.00,209022.00,37107.00,1043.00,14731.00,-942.00,159.00,749.00,25006.00,17634.00,4616.00,2394.00,0.00,333.00,0.00,822.00,5367.00,354171.00,21661.00,12430.00,7675.00,5667.00,452.00,671.00,11386.00,187.00,812.00,-264.00,0.00,6457.00,38934.00,207978.00,37107.00,0.00,0.00,0.00,392.00,0.00,3390.00,0.00,-764.00,0.00,0.00,-19172.00
1968:Q1,345333.00,4031.00,11131.00,0.00,213520.00,39252.00,1049.00,18549.00,-937.00,165.00,742.00,25578.00,17843.00,4555.00,2884.00,0.00,320.00,0.00,1376.00,5275.00,366737.00,22095.00,13556.00,7850.00,5577.00,471.00,790.00,11086.00,358.00,844.00,-270.00,0.00,6571.00,43423.00,212317.00,39252.00,0.00,0.00,0.00,385.00,0.00,3206.00,-1.00,-773.00,0.00,0.00,-21404.00
1968:Q2,350872.00,4121.00,11689.00,0.00,216864.00,40397.00,1153.00,17656.00,-1138.00,172.00,734.00,26159.00,18262.00,4818.00,3151.00,0.00,299.00,0.00,1113.00,5422.00,369697.00,22565.00,13408.00,8053.00,5733.00,464.00,787.00,11782.00,652.00,845.00,-278.00,0.00,6712.00,39985.00,215505.00,40397.00,0.00,0.00,0.00,376.00,0.00,3492.00,0.00,-781.00,0.00,0.00,-18825.00
1968:Q3,361637.00,4213.00,12359.00,0.00,221289.00,42035.00,1098.00,20362.00,-1137.00,178.00,727.00,26780.00,18569.00,4377.00,3905.00,0.00,273.00,0.00,1171.00,5438.00,377130.00,23051.00,12631.00,8248.00,5586.00,400.00,818.00,13259.00,-259.00,872.00,-281.00,0.00,6869.00,40607.00,220090.00,42035.00,0.00,0.00,0.00,339.00,0.00,3656.00,-1.00,-790.00,0.00,0.00,-15493.00
1968:Q4,368201.00,4302.00,13108.00,0.00,225920.00,43561.00,1410.00,19512.00,-1393.00,183.00,721.00,27472.00,19063.00,4382.00,3234.00,0.00,272.00,0.00,1022.00,5432.00,386773.00,23561.00,13437.00,8512.00,5432.00,367.00,906.00,12367.00,736.00,956.00,-291.00,0.00,7036.00,41904.00,224705.00,43561.00,0.00,0.00,0.00,405.00,0.00,3978.00,0.00,-799.00,0.00,0.00,-18572.00
1969:Q1,381945.00,4390.00,13802.00,0.00,230135.00,45499.00,1066.00,26038.00,-2729.00,162.00,713.00,28314.00,19275.00,4409.00,3607.00,0.00,265.00,395.00,1380.00,5224.00,399976.00,24169.00,14832.00,8758.00,5224.00,324.00,843.00,10306.00,984.00,1138.00,-299.00,0.00,7245.00,46506.00,228963.00,45499.00,0.00,0.00,0.00,418.00,0.00,4485.00,0.00,-809.00,1390.00,0.00,-18031.00
1969:Q2,389856.00,4478.00,14496.00,0.00,233431.00,47359.00,1371.00,24403.00,-2840.00,131.00,708.00,29147.00,19807.00,4513.00,5166.00,0.00,240.00,580.00,1489.00,5377.00,415899.00,24713.00,15178.00,9046.00,5377.00,302.00,776.00,12727.00,731.00,1438.00,-307.00,0.00,7457.00,50927.00,232441.00,47359.00,0.00,0.00,0.00,526.00,0.00,5393.00,0.00,-818.00,2633.00,0.00,-26043.00
1969:Q3,410207.00,4568.00,15170.00,0.00,237951.00,49092.00,1179.00,36398.00,-2990.00,137.00,704.00,29840.00,20082.00,4352.00,5365.00,0.00,218.00,964.00,1691.00,5486.00,425912.00,25104.00,15132.00,9322.00,5486.00,289.00,896.00,9717.00,679.00,1710.00,-311.00,0.00,7620.00,55973.00,237028.00,49092.00,0.00,0.00,0.00,613.00,0.00,4982.00,0.00,-827.00,3407.00,0.00,-15705.00
1969:Q4,412125.00,4688.00,15777.00,0.00,243189.00,51052.00,1753.00,28610.00,-1465.00,143.00,703.00,30817.00,20524.00,4745.00,3802.00,0.00,261.00,414.00,1585.00,5527.00,438123.00,25807.00,15084.00,9594.00,5527.00,257.00,776.00,10154.00,-41.00,1806.00,-322.00,0.00,7856.00,58913.00,242272.00,51052.00,0.00,0.00,0.00,761.00,0.00,4715.00,0.00,-837.00,4749.00,0.00,-25998.00
1970:Q1,422491.00,4792.00,3856.00,7623.00,250194.00,51518.00,1631.00,35014.00,-3722.00,160.00,706.00,31664.00,20713.00,4757.00,5767.00,0.00,252.00,208.00,1785.00,5573.00,458369.00,26451.00,15656.00,9877.00,5573.00,256.00,930.00,10120.00,607.00,1919.00,-331.00,0.00,8054.00,66108.00,249877.00,51518.00,0.00,0.00,0.00,833.00,0.00,5457.00,0.00,-846.00,6310.00,0.00,-35878.00
1970:Q2,427868.00,4899.00,3774.00,7763.00,256523.00,53340.00,1791.00,30642.00,-3404.00,185.00,711.00,32515.00,21275.00,5233.00,5641.00,0.00,244.00,160.00,916.00,5660.00,484124.00,27144.00,16596.00,10173.00,5660.00,258.00,866.00,11369.00,-21.00,1984.00,-342.00,0.00,8248.00,78705.00,256206.00,53340.00,0.00,0.00,0.00,920.00,0.00,5585.00,-1.00,-856.00,8290.00,0.00,-56256.00
1970:Q3,440764.00,5008.00,3871.00,8105.00,264807.00,52364.00,1754.00,34211.00,-3845.00,210.00,717.00,33371.00,21564.00,5344.00,5273.00,0.00,245.00,216.00,1885.00,5664.00,485755.00,27846.00,16055.00,10453.00,5664.00,229.00,997.00,9460.00,-560.00,2022.00,-347.00,0.00,8440.00,74234.00,264503.00,52364.00,0.00,0.00,0.00,830.00,0.00,5565.00,0.00,-866.00,8866.00,0.00,-44991.00
1970:Q4,450421.00,5118.00,3974.00,8581.00,273008.00,52094.00,2246.00,32894.00,-3290.00,229.00,723.00,34235.00,21967.00,6525.00,3111.00,0.00,258.00,1573.00,1399.00,5776.00,496950.00,28519.00,16257.00,10737.00,5776.00,217.00,866.00,10954.00,-1407.00,2062.00,-361.00,0.00,8632.00,71634.00,272704.00,52094.00,0.00,0.00,0.00,1528.00,0.00,5848.00,0.00,-875.00,11765.00,0.00,-46529.00
1971:Q1,469249.00,5206.00,4148.00,9335.00,279557.00,54288.00,1755.00,38320.00,-4265.00,241.00,710.00,35096.00,22277.00,7560.00,6666.00,0.00,241.00,1165.00,1218.00,5731.00,513974.00,29178.00,21240.00,12047.00,5731.00,206.00,964.00,14588.00,-812.00,1886.00,-378.00,0.00,8844.00,67972.00,279243.00,54288.00,0.00,0.00,0.00,1485.00,0.00,6595.00,61.00,-885.00,11721.00,0.00,-44725.00
1971:Q2,476716.00,5282.00,3911.00,9739.00,284661.00,57979.00,1716.00,36598.00,-5276.00,268.00,693.00,35932.00,22852.00,6199.00,7568.00,0.00,222.00,1575.00,1096.00,5701.00,529374.00,29803.00,21135.00,13369.00,5701.00,255.00,990.00,15458.00,-1085.00,1723.00,-396.00,0.00,9068.00,70393.00,284350.00,57979.00,0.00,0.00,0.00,1636.00,0.00,7034.00,17.00,-896.00,12840.00,0.00,-52658.00
1971:Q3,500572.00,5356.00,4142.00,10424.00,291595.00,61735.00,1519.00,43881.00,-4728.00,322.00,676.00,36812.00,23243.00,5930.00,9196.00,0.00,194.00,3454.00,1027.00,5794.00,546734.00,30427.00,22805.00,14690.00,5794.00,325.00,971.00,14570.00,-821.00,1956.00,-406.00,0.00,9291.00,70840.00,291284.00,61735.00,0.00,0.00,0.00,1861.00,0.00,7078.00,104.00,-906.00,15136.00,0.00,-46162.00
1971:Q4,510153.00,5436.00,4230.00,11476.00,298304.00,65271.00,2057.00,40455.00,-4423.00,318.00,660.00,37805.00,23801.00,5976.00,7923.00,0.00,143.00,3578.00,1302.00,5841.00,562501.00,31077.00,24414.00,16066.00,5841.00,308.00,1051.00,15707.00,-780.00,2133.00,-423.00,0.00,9500.00,69751.00,297993.00,65271.00,0.00,0.00,0.00,1681.00,0.00,7551.00,167.00,-916.00,16109.00,0.00,-52348.00
1972:Q1,533623.00,5556.00,4261.00,12396.00,305699.00,68372.00,1782.00,46942.00,-1980.00,358.00,642.00,38909.00,24298.00,6462.00,9810.00,66.00,298.00,2629.00,1346.00,5777.00,584045.00,31768.00,32411.00,17439.00,5777.00,333.00,880.00,16383.00,-238.00,1958.00,-444.00,0.00,9733.00,67881.00,305387.00,68372.00,0.00,0.00,0.00,1719.00,0.00,7799.00,635.00,-927.00,17179.00,0.00,-50422.00
1972:Q2,549423.00,5701.00,4044.00,12681.00,310955.00,72693.00,2078.00,47865.00,-914.00,412.00,625.00,40125.00,25289.00,6282.00,11047.00,200.00,460.00,2826.00,1222.00,5832.00,605389.00,32475.00,33748.00,19066.00,5832.00,335.00,972.00,18790.00,-178.00,1815.00,-463.00,0.00,9977.00,71011.00,310643.00,72693.00,0.00,0.00,0.00,1728.00,0.00,8142.00,913.00,-937.00,18827.00,0.00,-55966.00
1972:Q3,567591.00,5849.00,3285.00,13184.00,318237.00,76772.00,1993.00,52050.00,-1127.00,459.00,608.00,41385.00,25932.00,6329.00,11671.00,293.00,634.00,2830.00,1341.00,5866.00,623222.00,33213.00,34274.00,20669.00,5866.00,290.00,961.00,16919.00,-144.00,1889.00,-473.00,0.00,10221.00,72555.00,317925.00,76772.00,0.00,0.00,0.00,1751.00,0.00,8343.00,1164.00,-948.00,21975.00,0.00,-55631.00
1972:Q4,582762.00,5976.00,2867.00,14160.00,325200.00,79534.00,2068.00,53517.00,843.00,460.00,591.00,42624.00,26354.00,6380.00,11365.00,309.00,752.00,2643.00,1173.00,5946.00,639843.00,33999.00,35627.00,22294.00,5946.00,206.00,1068.00,18438.00,502.00,2143.00,-493.00,0.00,10453.00,69621.00,324888.00,79534.00,0.00,0.00,0.00,1362.00,0.00,8889.00,1294.00,-959.00,25031.00,0.00,-57081.00
1973:Q1,600581.00,6087.00,3456.00,15128.00,332930.00,77579.00,2181.00,57879.00,759.00,463.00,604.00,43819.00,27054.00,7056.00,12618.00,346.00,698.00,3212.00,1646.00,7066.00,682540.00,34753.00,56631.00,24445.00,6066.00,208.00,945.00,19085.00,493.00,2261.00,-518.00,0.00,10674.00,76510.00,332618.00,77579.00,0.00,0.00,0.00,1664.00,0.00,8885.00,1764.00,-970.00,29447.00,0.00,-81959.00
1973:Q2,611909.00,6185.00,3309.00,15261.00,338319.00,75835.00,2146.00,61897.00,971.00,466.00,619.00,45006.00,27818.00,6986.00,13734.00,347.00,641.00,3401.00,1801.00,7167.00,703932.00,35523.00,57345.00,25315.00,6167.00,215.00,1131.00,22295.00,523.00,2211.00,-543.00,0.00,10887.00,84646.00,338007.00,75835.00,0.00,0.00,0.00,1711.00,0.00,9447.00,1508.00,-981.00,32690.00,0.00,-92023.00
1973:Q3,624891.00,6278.00,3718.00,15888.00,346477.00,70840.00,2530.00,64566.00,968.00,590.00,636.00,46196.00,28197.00,7530.00,14112.00,358.00,594.00,4695.00,1979.00,8739.00,705641.00,36294.00,58207.00,26121.00,6239.00,235.00,991.00,16907.00,729.00,2247.00,-545.00,0.00,11096.00,80028.00,346165.00,70840.00,0.00,0.00,0.00,2309.00,0.00,9194.00,881.00,-992.00,38695.00,0.00,-80750.00
1973:Q4,638545.00,6376.00,4521.00,17447.00,354077.00,70649.00,3343.00,62623.00,1307.00,714.00,655.00,47399.00,28719.00,8534.00,15404.00,424.00,541.00,4719.00,1671.00,9422.00,737056.00,37058.00,60480.00,26706.00,6922.00,178.00,1362.00,22899.00,592.00,2221.00,-557.00,0.00,11310.00,92450.00,353765.00,70649.00,0.00,0.00,0.00,2349.00,0.00,10314.00,654.00,-1003.00,38707.00,0.00,-98511.00
1974:Q1,659259.00,6530.00,4767.00,18524.00,361940.00,72958.00,2554.00,68661.00,957.00,594.00,735.00,48618.00,29163.00,8676.00,17048.00,618.00,523.00,4436.00,1757.00,10200.00,752414.00,37797.00,62529.00,27108.00,7200.00,118.00,1023.00,19496.00,526.00,2277.00,-580.00,0.00,11601.00,94064.00,361940.00,72958.00,0.00,0.00,0.00,2108.00,0.00,10862.00,396.00,-1015.00,42006.00,0.00,-93155.00
