1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q1,3859.00,100.00,0.00,0.00,695.00,0.00,695.00,0.00,0.00,0.00,2835.00,1721.00,0.00,1110.00,611.00,1114.00,0.00,0.00,0.00,0.00,0.00,0.00,1114.00,0.00,229.00,3510.00,0.00,1996.00,0.00,1996.00,0.00,1514.00
1953:Q2,3903.00,98.00,0.00,0.00,574.00,0.00,574.00,0.00,0.00,0.00,3003.00,1867.00,0.00,1149.00,718.00,1136.00,0.00,0.00,0.00,0.00,0.00,0.00,1136.00,0.00,228.00,3553.00,0.00,2010.00,0.00,2010.00,0.00,1543.00
1953:Q3,4019.00,111.00,0.00,0.00,592.00,0.00,592.00,0.00,0.00,0.00,3083.00,1925.00,0.00,1124.00,801.00,1158.00,0.00,0.00,0.00,0.00,0.00,0.00,1158.00,0.00,233.00,3664.00,0.00,2127.00,0.00,2127.00,0.00,1537.00
1953:Q4,4075.00,139.00,0.00,0.00,589.00,0.00,589.00,0.00,0.00,0.00,3119.00,1939.00,0.00,987.00,952.00,1180.00,0.00,0.00,0.00,0.00,0.00,0.00,1180.00,0.00,228.00,3720.00,0.00,2099.00,0.00,2099.00,0.00,1621.00
1954:Q1,4086.00,86.00,0.00,0.00,901.00,0.00,901.00,0.00,0.00,0.00,2865.00,1654.00,0.00,1024.00,630.00,1211.00,0.00,0.00,0.00,0.00,0.00,0.00,1211.00,0.00,234.00,3727.00,0.00,1871.00,0.00,1871.00,0.00,1856.00
1954:Q2,4227.00,91.00,0.00,0.00,872.00,0.00,872.00,0.00,0.00,0.00,3012.00,1770.00,0.00,1095.00,675.00,1242.00,0.00,0.00,0.00,0.00,0.00,0.00,1242.00,0.00,252.00,3867.00,0.00,1967.00,0.00,1967.00,0.00,1900.00
1954:Q3,4314.00,115.00,0.00,0.00,896.00,0.00,896.00,0.00,0.00,0.00,3070.00,1808.00,0.00,1119.00,689.00,1262.00,0.00,0.00,0.00,0.00,0.00,0.00,1262.00,0.00,233.00,3947.00,0.00,2092.00,0.00,2092.00,0.00,1855.00
1954:Q4,4457.00,112.00,0.00,0.00,849.00,0.00,849.00,0.00,0.00,0.00,3175.00,1894.00,0.00,1027.00,867.00,1281.00,0.00,0.00,0.00,0.00,0.00,0.00,1281.00,0.00,321.00,4088.00,0.00,2064.00,0.00,2064.00,0.00,2024.00
1955:Q1,4533.00,102.00,0.00,0.00,982.00,0.00,982.00,0.00,0.00,0.00,3143.00,1799.00,0.00,1097.00,702.00,1344.00,0.00,0.00,0.00,0.00,0.00,0.00,1344.00,0.00,306.00,4160.00,0.00,2045.00,0.00,2045.00,0.00,2115.00
1955:Q2,4898.00,104.00,0.00,0.00,869.00,0.00,869.00,0.00,0.00,0.00,3606.00,2189.00,0.00,1172.00,1017.00,1417.00,9.00,0.00,9.00,0.00,0.00,0.00,1408.00,0.00,319.00,4522.00,0.00,2361.00,0.00,2361.00,0.00,2161.00
1955:Q3,5028.00,99.00,0.00,26.00,637.00,0.00,637.00,0.00,0.00,0.00,3949.00,2466.00,0.00,1191.00,1275.00,1483.00,30.00,0.00,30.00,0.00,0.00,0.00,1453.00,0.00,317.00,4643.00,0.00,2602.00,0.00,2602.00,16.00,2025.00
1955:Q4,5485.00,132.00,0.00,40.00,936.00,0.00,936.00,0.00,0.00,0.00,4064.00,2481.00,0.00,1064.00,1417.00,1583.00,86.00,0.00,86.00,0.00,0.00,0.00,1497.00,0.00,313.00,5098.00,0.00,3005.00,0.00,3005.00,66.00,2027.00
1956:Q1,5679.00,92.00,0.00,40.00,1256.00,0.00,1256.00,0.00,0.00,0.00,3980.00,2256.00,0.00,1118.00,1138.00,1724.00,156.00,0.00,156.00,1.00,0.00,1.00,1567.00,0.00,311.00,5286.00,0.00,3111.00,0.00,3111.00,26.00,2149.00
1956:Q2,6000.00,76.00,0.00,37.00,1267.00,0.00,1267.00,0.00,0.00,0.00,4292.00,2420.00,0.00,1247.00,1173.00,1872.00,233.00,0.00,233.00,1.00,0.00,1.00,1638.00,0.00,328.00,5608.00,0.00,3316.00,0.00,3316.00,94.00,2198.00
1956:Q3,6146.00,88.00,0.00,22.00,1257.00,0.00,1257.00,0.00,0.00,0.00,4463.00,2422.00,0.00,1280.00,1142.00,2041.00,352.00,0.00,352.00,0.00,0.00,0.00,1689.00,0.00,316.00,5745.00,0.00,3559.00,0.00,3559.00,98.00,2088.00
1956:Q4,6494.00,132.00,0.00,18.00,1226.00,0.00,1226.00,0.00,0.00,0.00,4822.00,2432.00,0.00,1204.00,1228.00,2390.00,649.00,0.00,649.00,0.00,0.00,0.00,1741.00,0.00,296.00,6094.00,0.00,3448.00,0.00,3448.00,361.00,2285.00
1957:Q1,6809.00,85.00,0.00,18.00,1342.00,0.00,1342.00,0.00,0.00,0.00,5064.00,2229.00,0.00,1268.00,961.00,2835.00,1031.00,0.00,1031.00,0.00,0.00,0.00,1804.00,0.00,300.00,6383.00,0.00,3845.00,0.00,3845.00,211.00,2327.00
1957:Q2,7256.00,92.00,0.00,15.00,1269.00,0.00,1269.00,0.00,0.00,0.00,5579.00,2462.00,0.00,1383.00,1079.00,3117.00,1249.00,0.00,1249.00,0.00,0.00,0.00,1868.00,0.00,301.00,6832.00,0.00,4446.00,0.00,4446.00,3.00,2383.00
1957:Q3,7425.00,81.00,0.00,16.00,1137.00,0.00,1137.00,0.00,0.00,0.00,5883.00,2545.00,0.00,1426.00,1119.00,3338.00,1445.00,0.00,1445.00,0.00,0.00,0.00,1893.00,0.00,308.00,6991.00,0.00,4635.00,0.00,4635.00,118.00,2238.00
1957:Q4,7778.00,113.00,0.00,18.00,1143.00,0.00,1143.00,0.00,0.00,0.00,6204.00,2651.00,0.00,1386.00,1265.00,3553.00,1636.00,0.00,1636.00,0.00,0.00,0.00,1917.00,0.00,300.00,7341.00,0.00,4848.00,0.00,4848.00,81.00,2412.00
1958:Q1,7969.00,84.00,0.00,12.00,1742.00,0.00,1742.00,0.00,0.00,0.00,5833.00,2163.00,0.00,1467.00,696.00,3670.00,1718.00,0.00,1718.00,0.00,0.00,0.00,1952.00,0.00,298.00,7525.00,0.00,4728.00,0.00,4728.00,7.00,2790.00
1958:Q2,8009.00,109.00,0.00,10.00,1631.00,0.00,1631.00,0.00,0.00,0.00,5945.00,2564.00,0.00,1635.00,929.00,3381.00,1394.00,0.00,1394.00,0.00,0.00,0.00,1987.00,0.00,314.00,7565.00,0.00,4625.00,0.00,4625.00,0.00,2940.00
1958:Q3,7987.00,79.00,0.00,7.00,1497.00,0.00,1497.00,0.00,0.00,0.00,6086.00,2716.00,0.00,1706.00,1010.00,3370.00,1333.00,0.00,1333.00,0.00,0.00,0.00,2037.00,0.00,318.00,7527.00,0.00,4840.00,0.00,4840.00,19.00,2668.00
1958:Q4,8129.00,125.00,0.00,0.00,1252.00,0.00,1252.00,0.00,0.00,0.00,6432.00,2964.00,0.00,1666.00,1298.00,3468.00,1381.00,0.00,1381.00,0.00,0.00,0.00,2087.00,0.00,320.00,7660.00,0.00,4925.00,0.00,4925.00,60.00,2675.00
1959:Q1,8403.00,83.00,0.00,0.00,1457.00,0.00,1457.00,0.00,0.00,0.00,6555.00,2918.00,0.00,1831.00,1087.00,3637.00,1464.00,0.00,1464.00,0.00,0.00,0.00,2173.00,0.00,308.00,7920.00,0.00,5041.00,0.00,5041.00,85.00,2794.00
1959:Q2,9208.00,120.00,0.00,0.00,1328.00,0.00,1328.00,0.00,0.00,0.00,7444.00,3610.00,0.00,2073.00,1537.00,3834.00,1574.00,0.00,1574.00,0.00,0.00,0.00,2260.00,0.00,316.00,8730.00,0.00,5910.00,0.00,5910.00,42.00,2778.00
1959:Q3,9789.00,112.00,0.00,0.00,1317.00,0.00,1317.00,0.00,0.00,0.00,8018.00,3931.00,0.00,2136.00,1795.00,4087.00,1777.00,0.00,1777.00,0.00,0.00,0.00,2310.00,0.00,342.00,9296.00,0.00,6722.00,0.00,6722.00,35.00,2539.00
1959:Q4,10418.00,157.00,0.00,0.00,1352.00,0.00,1352.00,0.00,0.00,0.00,8546.00,4146.00,0.00,2012.00,2134.00,4400.00,2040.00,0.00,2040.00,0.00,0.00,0.00,2360.00,0.00,363.00,9921.00,0.00,7120.00,0.00,7120.00,139.00,2662.00
1960:Q1,10420.00,102.00,0.00,0.00,1556.00,0.00,1556.00,0.00,0.00,0.00,8419.00,3625.00,0.00,2105.00,1520.00,4794.00,2370.00,0.00,2370.00,0.00,0.00,0.00,2424.00,0.00,343.00,9910.00,0.00,6956.00,0.00,6956.00,232.00,2722.00
1960:Q2,11049.00,146.00,0.00,0.00,1437.00,0.00,1437.00,0.00,0.00,0.00,9106.00,4019.00,0.00,2249.00,1770.00,5087.00,2600.00,0.00,2600.00,0.00,0.00,0.00,2487.00,0.00,360.00,10543.00,0.00,7610.00,0.00,7610.00,0.00,2933.00
1960:Q3,11295.00,104.00,0.00,0.00,1450.00,0.00,1450.00,0.00,0.00,0.00,9349.00,4017.00,0.00,2281.00,1736.00,5332.00,2806.00,0.00,2806.00,1.00,0.00,1.00,2525.00,0.00,392.00,10773.00,0.00,7726.00,0.00,7726.00,56.00,2991.00
1960:Q4,11613.00,152.00,0.00,3.00,1494.00,0.00,1494.00,0.00,0.00,0.00,9598.00,4131.00,0.00,2150.00,1981.00,5467.00,2901.00,0.00,2901.00,2.00,0.00,2.00,2564.00,0.00,366.00,11090.00,0.00,7860.00,0.00,7860.00,37.00,3193.00
1961:Q1,11392.00,81.00,0.00,0.00,1757.00,0.00,1757.00,0.00,0.00,0.00,9184.00,3768.00,0.00,2291.00,1477.00,5416.00,2768.00,0.00,2768.00,2.00,0.00,2.00,2646.00,0.00,370.00,10856.00,0.00,7378.00,0.00,7378.00,13.00,3465.00
1961:Q2,11748.00,115.00,0.00,0.00,1708.00,0.00,1708.00,0.00,0.00,0.00,9545.00,4295.00,0.00,2426.00,1869.00,5250.00,2520.00,0.00,2520.00,2.00,0.00,2.00,2728.00,0.00,380.00,11221.00,0.00,7715.00,0.00,7715.00,0.00,3506.00
1961:Q3,12130.00,115.00,0.00,0.00,1635.00,0.00,1635.00,0.00,0.00,0.00,9996.00,4612.00,0.00,2488.00,2124.00,5384.00,2604.00,0.00,2604.00,2.00,0.00,2.00,2778.00,0.00,384.00,11593.00,0.00,8213.00,0.00,8213.00,9.00,3371.00
1961:Q4,12722.00,207.00,0.00,0.00,1419.00,0.00,1419.00,0.00,0.00,0.00,10709.00,5009.00,0.00,2347.00,2662.00,5700.00,2870.00,0.00,2870.00,2.00,0.00,2.00,2828.00,0.00,387.00,12184.00,0.00,8474.00,0.00,8474.00,104.00,3606.00
1962:Q1,13006.00,103.00,0.00,0.00,1952.00,0.00,1952.00,0.00,0.00,0.00,10565.00,4644.00,0.00,2493.00,2151.00,5921.00,3020.00,0.00,3020.00,3.00,0.00,3.00,2898.00,0.00,386.00,12447.00,0.00,8851.00,0.00,8851.00,44.00,3552.00
1962:Q2,13422.00,148.00,0.00,0.00,1594.00,0.00,1594.00,0.00,0.00,0.00,11296.00,5457.00,0.00,2690.00,2767.00,5839.00,2863.00,0.00,2863.00,8.00,0.00,8.00,2968.00,0.00,384.00,12886.00,0.00,9188.00,0.00,9188.00,0.00,3698.00
1962:Q3,13761.00,134.00,0.00,0.00,1622.00,0.00,1622.00,0.00,0.00,0.00,11601.00,5743.00,0.00,2697.00,3046.00,5858.00,2840.00,0.00,2840.00,8.00,0.00,8.00,3010.00,0.00,404.00,13178.00,0.00,9740.00,0.00,9740.00,34.00,3404.00
1962:Q4,14372.00,227.00,0.00,0.00,1792.00,0.00,1792.00,0.00,0.00,0.00,11953.00,6054.00,0.00,2575.00,3479.00,5899.00,2835.00,0.00,2835.00,12.00,0.00,12.00,3052.00,0.00,400.00,13780.00,0.00,9988.00,0.00,9988.00,89.00,3703.00
1963:Q1,13655.00,107.00,0.00,0.00,2232.00,0.00,2232.00,0.00,0.00,0.00,10934.00,5280.00,0.00,2766.00,2514.00,5654.00,2517.00,0.00,2517.00,12.00,0.00,12.00,3125.00,0.00,382.00,13044.00,0.00,9123.00,0.00,9123.00,63.00,3858.00
1963:Q2,14546.00,193.00,0.00,0.00,2358.00,0.00,2326.00,32.00,0.00,0.00,11601.00,6264.00,0.00,2994.00,3270.00,5337.00,2127.00,0.00,2127.00,12.00,0.00,12.00,3198.00,0.00,394.00,13916.00,0.00,10028.00,0.00,10028.00,0.00,3888.00
1963:Q3,14867.00,147.00,0.00,0.00,1870.00,0.00,1832.00,38.00,0.00,0.00,12411.00,7077.00,0.00,3053.00,4024.00,5334.00,2070.00,0.00,2070.00,11.00,0.00,11.00,3253.00,0.00,439.00,14222.00,0.00,10700.00,0.00,10700.00,0.00,3522.00
1963:Q4,15864.00,201.00,0.00,0.00,2204.00,0.00,2159.00,45.00,0.00,0.00,13084.00,7723.00,0.00,2939.00,4784.00,5361.00,2040.00,0.00,2040.00,12.00,0.00,12.00,3309.00,0.00,375.00,15205.00,0.00,11524.00,0.00,11524.00,0.00,3681.00
1964:Q1,15185.00,126.00,0.00,9.00,2006.00,0.00,1952.00,54.00,0.00,0.00,12668.00,7221.00,0.00,3053.00,4168.00,5447.00,2023.00,0.00,2023.00,11.00,0.00,11.00,3413.00,0.00,376.00,14499.00,0.00,10953.00,0.00,10953.00,0.00,3546.00
1964:Q2,16182.00,188.00,0.00,16.00,2052.00,0.00,1988.00,64.00,0.00,0.00,13567.00,8030.00,0.00,3261.00,4769.00,5537.00,2010.00,0.00,2010.00,11.00,0.00,11.00,3516.00,0.00,359.00,15499.00,0.00,11685.00,0.00,11685.00,4.00,3810.00
1964:Q3,16174.00,151.00,0.00,20.00,1847.00,0.00,1773.00,74.00,0.00,0.00,13762.00,8162.00,0.00,3325.00,4837.00,5600.00,1972.00,0.00,1972.00,11.00,0.00,11.00,3617.00,0.00,394.00,15471.00,0.00,11795.00,0.00,11795.00,134.00,3542.00
1964:Q4,16608.00,187.00,0.00,27.00,1762.00,0.00,1677.00,85.00,0.00,0.00,14245.00,8530.00,0.00,3205.00,5325.00,5715.00,1986.00,0.00,1986.00,11.00,0.00,11.00,3718.00,0.00,387.00,15892.00,0.00,11937.00,0.00,11937.00,131.00,3824.00
1965:Q1,16592.00,123.00,0.00,23.00,2013.00,0.00,1925.00,88.00,0.00,0.00,14052.00,8134.00,0.00,3387.00,4747.00,5918.00,2019.00,0.00,2019.00,11.00,0.00,11.00,3888.00,0.00,381.00,15850.00,0.00,12056.00,0.00,12056.00,27.00,3767.00
1965:Q2,17842.00,150.00,0.00,19.00,1932.00,0.00,1835.00,97.00,0.00,0.00,15321.00,9203.00,0.00,3617.00,5586.00,6118.00,2049.00,0.00,2049.00,11.00,0.00,11.00,4058.00,0.00,420.00,17119.00,0.00,13234.00,0.00,13234.00,0.00,3885.00
1965:Q3,18216.00,140.00,0.00,8.00,1832.00,0.00,1734.00,98.00,0.00,0.00,15802.00,9467.00,0.00,3665.00,5802.00,6335.00,2154.00,0.00,2154.00,11.00,0.00,11.00,4170.00,0.00,434.00,17455.00,0.00,13725.00,0.00,13725.00,129.00,3601.00
1965:Q4,18879.00,172.00,0.00,0.00,1896.00,0.00,1798.00,98.00,0.00,0.00,16369.00,9568.00,0.00,3571.00,5997.00,6801.00,2510.00,0.00,2510.00,10.00,0.00,10.00,4281.00,0.00,442.00,18100.00,0.00,13846.00,0.00,13846.00,336.00,3918.00
1966:Q1,19778.00,143.00,0.00,12.00,1876.00,0.00,1755.00,121.00,0.00,0.00,17306.00,9532.00,0.00,3845.00,5687.00,7774.00,3261.00,0.00,3261.00,10.00,0.00,10.00,4503.00,0.00,441.00,18971.00,0.00,14810.00,0.00,14810.00,238.00,3923.00
1966:Q2,22190.00,201.00,0.00,22.00,2187.00,0.00,2036.00,151.00,0.00,0.00,19387.00,10953.00,0.00,4170.00,6783.00,8434.00,3699.00,0.00,3699.00,10.00,0.00,10.00,4725.00,0.00,393.00,21403.00,0.00,17380.00,0.00,17380.00,0.00,4023.00
1966:Q3,23110.00,143.00,0.00,37.00,2075.00,0.00,1923.00,152.00,0.00,0.00,20369.00,11450.00,0.00,4275.00,7175.00,8919.00,4068.00,0.00,4068.00,10.00,0.00,10.00,4841.00,0.00,486.00,22291.00,0.00,18111.00,0.00,18111.00,401.00,3779.00
1966:Q4,23908.00,175.00,0.00,49.00,2831.00,0.00,2684.00,147.00,0.00,0.00,20502.00,11148.00,0.00,4213.00,6935.00,9354.00,4386.00,0.00,4386.00,10.00,0.00,10.00,4958.00,0.00,351.00,23089.00,0.00,18904.00,0.00,18904.00,103.00,4082.00
1967:Q1,23723.00,140.00,0.00,31.00,3818.00,0.00,3658.00,160.00,0.00,0.00,19438.00,9706.00,0.00,4531.00,5175.00,9732.00,4592.00,0.00,4592.00,9.00,0.00,9.00,5131.00,0.00,296.00,22883.00,0.00,18258.00,0.00,18258.00,56.00,4569.00
1967:Q2,23458.00,130.00,0.00,20.00,3975.00,0.00,3800.00,175.00,0.00,0.00,19040.00,9145.00,0.00,4843.00,4302.00,9895.00,4582.00,0.00,4582.00,9.00,0.00,9.00,5304.00,0.00,293.00,22642.00,0.00,17613.00,0.00,17613.00,0.00,5029.00
1967:Q3,23189.00,120.00,0.00,20.00,3153.00,0.00,2974.00,179.00,0.00,0.00,19477.00,9029.00,0.00,4907.00,4122.00,10448.00,4983.00,0.00,4983.00,9.00,0.00,9.00,5456.00,0.00,419.00,22341.00,0.00,17410.00,0.00,17410.00,497.00,4434.00
1967:Q4,23859.00,178.00,0.00,0.00,2855.00,0.00,2690.00,165.00,0.00,0.00,20434.00,9303.00,0.00,4917.00,4386.00,11131.00,5513.00,0.00,5513.00,9.00,0.00,9.00,5609.00,0.00,392.00,23002.00,0.00,18350.00,0.00,18350.00,36.00,4616.00
1968:Q1,24970.00,125.00,0.00,2.00,3019.00,0.00,2850.00,169.00,0.00,0.00,21439.00,9481.00,0.00,5212.00,4269.00,11958.00,6154.00,0.00,6154.00,11.00,0.00,11.00,5793.00,0.00,385.00,24079.00,0.00,19462.00,0.00,19462.00,62.00,4555.00
1968:Q2,26593.00,148.00,0.00,10.00,3180.00,0.00,2998.00,182.00,0.00,0.00,22879.00,10283.00,0.00,5394.00,4889.00,12596.00,6612.00,0.00,6612.00,11.00,0.00,11.00,5973.00,0.00,376.00,25730.00,0.00,20856.00,0.00,20856.00,56.00,4818.00
1968:Q3,26519.00,151.00,0.00,8.00,2767.00,0.00,2585.00,182.00,0.00,0.00,23254.00,10346.00,0.00,5320.00,5026.00,12908.00,6830.00,0.00,6830.00,14.00,0.00,14.00,6064.00,0.00,339.00,25682.00,0.00,21011.00,0.00,21011.00,294.00,4377.00
1968:Q4,27116.00,181.00,0.00,12.00,2735.00,0.00,2550.00,185.00,0.00,0.00,23783.00,10490.00,0.00,5231.00,5259.00,13293.00,7151.00,0.00,7151.00,16.00,0.00,16.00,6126.00,0.00,405.00,26244.00,0.00,21579.00,0.00,21579.00,283.00,4382.00
1969:Q1,28046.00,194.00,0.00,46.00,2467.00,0.00,2275.00,192.00,0.00,0.00,24921.00,10915.00,0.00,5584.00,5331.00,14006.00,7671.00,0.00,7671.00,18.00,0.00,18.00,6317.00,0.00,418.00,27137.00,0.00,22728.00,0.00,22728.00,0.00,4409.00
1969:Q2,30453.00,216.00,0.00,90.00,2527.00,0.00,2334.00,193.00,0.00,0.00,27094.00,12362.00,0.00,5949.00,6413.00,14732.00,8155.00,0.00,8155.00,20.00,0.00,20.00,6557.00,0.00,526.00,29572.00,0.00,25059.00,0.00,25059.00,0.00,4513.00
1969:Q3,32893.00,394.00,0.00,122.00,1908.00,0.00,1725.00,183.00,0.00,0.00,29856.00,13854.00,0.00,5914.00,7940.00,16002.00,9298.00,0.00,9298.00,28.00,0.00,28.00,6676.00,0.00,613.00,32108.00,0.00,27756.00,0.00,27756.00,0.00,4352.00
1969:Q4,36291.00,230.00,0.00,193.00,2147.00,0.00,1964.00,183.00,0.00,0.00,32960.00,15296.00,0.00,6007.00,9289.00,17664.00,10919.00,0.00,10919.00,31.00,0.00,31.00,6714.00,0.00,761.00,35390.00,0.00,30645.00,0.00,30645.00,0.00,4745.00
1970:Q1,40192.00,160.00,0.00,200.00,3438.00,0.00,3256.00,182.00,0.00,0.00,35561.00,16229.00,0.00,6484.00,9745.00,19332.00,12446.00,0.00,12446.00,53.00,0.00,53.00,6833.00,0.00,833.00,39035.00,0.00,34278.00,0.00,34278.00,0.00,4757.00
1970:Q2,42196.00,173.00,0.00,487.00,2881.00,0.00,2701.00,180.00,0.00,0.00,37735.00,17082.00,0.00,6846.00,10236.00,20653.00,13508.00,0.00,13508.00,150.00,0.00,150.00,6995.00,0.00,920.00,41055.00,0.00,35822.00,0.00,35822.00,0.00,5233.00
1970:Q3,43921.00,180.00,0.00,902.00,2399.00,0.00,2212.00,187.00,0.00,0.00,39610.00,17380.00,0.00,6855.00,10525.00,22230.00,14883.00,0.00,14883.00,246.00,0.00,246.00,7101.00,0.00,830.00,42759.00,0.00,37415.00,0.00,37415.00,0.00,5344.00
1970:Q4,46599.00,193.00,0.00,966.00,3247.00,0.00,3059.00,188.00,0.00,0.00,40665.00,17619.00,0.00,7004.00,10615.00,23046.00,15538.00,0.00,15538.00,321.00,0.00,321.00,7187.00,0.00,1528.00,45404.00,0.00,38879.00,0.00,38879.00,0.00,6525.00
1971:Q1,46635.00,206.00,0.00,239.00,4395.00,0.00,4197.00,198.00,0.00,0.00,40310.00,17223.00,0.00,7533.00,9690.00,23087.00,15305.00,0.00,15305.00,435.00,0.00,435.00,7347.00,0.00,1485.00,45408.00,0.00,37848.00,0.00,37848.00,0.00,7560.00
1971:Q2,44367.00,188.00,0.00,293.00,3632.00,0.00,3424.00,208.00,0.00,0.00,38618.00,15191.00,0.00,7950.00,7241.00,23427.00,15263.00,0.00,15263.00,585.00,0.00,585.00,7579.00,0.00,1636.00,43123.00,0.00,36924.00,0.00,36924.00,0.00,6199.00
1971:Q3,45854.00,381.00,0.00,604.00,2352.00,0.00,2145.00,207.00,0.00,0.00,40656.00,15357.00,0.00,7720.00,7637.00,25299.00,16724.00,0.00,16724.00,808.00,0.00,808.00,7767.00,0.00,1861.00,44565.00,0.00,38635.00,0.00,38635.00,0.00,5930.00
1971:Q4,47271.00,247.00,0.00,352.00,2701.00,0.00,2493.00,208.00,0.00,0.00,42290.00,15618.00,0.00,7682.00,7936.00,26672.00,17615.00,0.00,17615.00,1140.00,0.00,1140.00,7917.00,0.00,1681.00,45997.00,0.00,40021.00,0.00,40021.00,0.00,5976.00
1972:Q1,48227.00,167.00,0.00,347.00,4373.00,0.00,4160.00,213.00,0.00,0.00,41621.00,14152.00,0.00,8160.00,5992.00,27469.00,17930.00,0.00,17930.00,1400.00,0.00,1400.00,8139.00,0.00,1719.00,46913.00,0.00,40451.00,0.00,40451.00,0.00,6462.00
1972:Q2,49478.00,192.00,0.00,1120.00,3449.00,0.00,3228.00,221.00,0.00,0.00,42989.00,14516.00,0.00,8441.00,6075.00,28473.00,18450.00,0.00,18450.00,1593.00,0.00,1593.00,8430.00,0.00,1728.00,48167.00,0.00,41885.00,0.00,41885.00,0.00,6282.00
1972:Q3,50228.00,197.00,0.00,967.00,2617.00,431.00,1957.00,229.00,0.00,0.00,44696.00,15107.00,0.00,8371.00,6736.00,29589.00,18975.00,0.00,18975.00,1869.00,0.00,1869.00,8745.00,0.00,1751.00,48882.00,0.00,42553.00,0.00,42553.00,0.00,6329.00
1972:Q4,51263.00,199.00,0.00,752.00,1900.00,414.00,1245.00,241.00,0.00,0.00,47050.00,16373.00,0.00,8394.00,7979.00,30677.00,19464.00,0.00,19464.00,2119.00,0.00,2119.00,9094.00,0.00,1362.00,49922.00,0.00,43542.00,0.00,43542.00,0.00,6380.00
1973:Q1,54043.00,234.00,0.00,1214.00,1336.00,159.00,935.00,242.00,0.00,0.00,49595.00,17715.00,0.00,9295.00,8420.00,31880.00,19939.00,0.00,19939.00,2374.00,0.00,2374.00,9567.00,0.00,1664.00,52602.00,0.00,45546.00,0.00,45546.00,0.00,7056.00
1973:Q2,59088.00,210.00,0.00,1943.00,837.00,190.00,337.00,310.00,0.00,0.00,54387.00,20828.00,0.00,9683.00,11145.00,33559.00,20534.00,0.00,20534.00,2948.00,0.00,2948.00,10077.00,0.00,1711.00,57570.00,0.00,50584.00,0.00,50584.00,0.00,6986.00
1973:Q3,65822.00,214.00,0.00,2393.00,855.00,94.00,448.00,313.00,0.00,0.00,60051.00,24205.00,0.00,9907.00,14298.00,35846.00,21840.00,0.00,21840.00,3481.00,0.00,3481.00,10525.00,0.00,2309.00,64201.00,0.00,56671.00,0.00,56671.00,0.00,7530.00
1973:Q4,70039.00,297.00,0.00,3033.00,1688.00,221.00,1145.00,322.00,0.00,0.00,62672.00,24922.00,0.00,9775.00,15147.00,37750.00,22839.00,0.00,22839.00,3963.00,0.00,3963.00,10948.00,0.00,2349.00,68371.00,0.00,59837.00,0.00,59837.00,0.00,8534.00
1974:Q1,70321.00,271.00,0.00,1625.00,1780.00,343.00,1124.00,313.00,0.00,0.00,64537.00,25658.00,0.00,10663.00,14995.00,38879.00,23056.00,0.00,23056.00,4524.00,0.00,4524.00,11299.00,0.00,2108.00,68553.00,0.00,59877.00,0.00,59877.00,0.00,8676.00
1974:Q2,76014.00,217.00,0.00,1954.00,1329.00,261.00,756.00,312.00,0.00,0.00,71079.00,28929.00,0.00,11287.00,17642.00,42150.00,24865.00,0.00,24865.00,5108.00,0.00,5108.00,12177.00,0.00,1435.00,74132.00,0.00,65391.00,0.00,65391.00,0.00,8741.00
1974:Q3,83969.00,239.00,0.00,2255.00,1396.00,267.00,819.00,310.00,0.00,0.00,78334.00,32795.00,0.00,12023.00,20772.00,45539.00,26980.00,0.00,26980.00,5682.00,0.00,5682.00,12877.00,0.00,1745.00,81918.00,0.00,73048.00,0.00,73048.00,110.00,8760.00
1974:Q4,88189.00,284.00,0.00,2064.00,2987.00,1097.00,1441.00,449.00,0.00,0.00,82321.00,34227.00,0.00,12423.00,21804.00,48094.00,28441.00,0.00,28441.00,6169.00,0.00,6169.00,13484.00,0.00,533.00,86047.00,0.00,76439.00,0.00,76439.00,695.00,8913.00
1975:Q1,88832.00,234.00,0.00,1458.00,6431.00,1799.00,4248.00,384.00,0.00,0.00,80247.00,30716.00,0.00,12552.00,18164.00,49531.00,28444.00,0.00,28444.00,6388.00,0.00,6388.00,14699.00,0.00,462.00,86636.00,0.00,76072.00,0.00,76072.00,953.00,9611.00
1975:Q2,90048.00,230.00,0.00,2136.00,5639.00,1717.00,3523.00,399.00,0.00,0.00,81157.00,30195.00,0.00,13392.00,16803.00,50962.00,29027.00,0.00,29027.00,6428.00,0.00,6428.00,15507.00,0.00,886.00,87629.00,0.00,76022.00,0.00,76022.00,1247.00,10360.00
1975:Q3,90691.00,204.00,0.00,1213.00,4290.00,867.00,3024.00,399.00,0.00,0.00,83193.00,30982.00,0.00,13500.00,17482.00,52211.00,30197.00,0.00,30197.00,6407.00,0.00,6407.00,15607.00,0.00,1791.00,88074.00,0.00,76956.00,0.00,76956.00,1408.00,9710.00
