1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q3,862286.00,1098.00,0.00,107536.00,275863.00,28058.00,53727.00,163941.00,5992.00,24145.00,438675.00,156714.00,5746.00,28858.00,122110.00,247915.00,207233.00,0.00,207233.00,18288.00,0.00,18288.00,22394.00,34046.00,39114.00,837632.00,0.00,774093.00,0.00,774093.00,0.00,63539.00
1995:Q4,897446.00,1512.00,0.00,106257.00,312060.00,25470.00,57996.00,190828.00,7846.00,29920.00,450734.00,165955.00,3536.00,30156.00,132263.00,250443.00,209497.00,0.00,209497.00,18466.00,0.00,18466.00,22480.00,34336.00,26883.00,872136.00,0.00,807007.00,0.00,807007.00,0.00,65129.00
1996:Q1,907418.00,1064.00,0.00,103951.00,326959.00,24506.00,54195.00,208504.00,10353.00,29401.00,445273.00,165904.00,3018.00,31513.00,131373.00,245489.00,204128.00,0.00,204128.00,18639.00,0.00,18639.00,22722.00,33881.00,30171.00,880941.00,0.00,814908.00,0.00,814908.00,0.00,66033.00
1996:Q2,934506.00,711.00,0.00,103408.00,319317.00,23583.00,34513.00,222433.00,11812.00,26976.00,458416.00,179367.00,2605.00,31816.00,144946.00,245397.00,204200.00,0.00,204200.00,18234.00,0.00,18234.00,22963.00,33652.00,52654.00,907251.00,0.00,846568.00,0.00,846568.00,0.00,60683.00
1996:Q3,955483.00,605.00,0.00,103478.00,334266.00,24588.00,34454.00,236746.00,11924.00,26554.00,464461.00,187320.00,2700.00,31329.00,153291.00,244274.00,203072.00,0.00,203072.00,17991.00,0.00,17991.00,23211.00,32867.00,52673.00,927173.00,0.00,866605.00,0.00,866605.00,0.00,60568.00
1996:Q4,989190.00,780.00,0.00,94467.00,360661.00,35095.00,18760.00,256631.00,12111.00,38064.00,473180.00,195345.00,2400.00,31576.00,161369.00,244083.00,202918.00,0.00,202918.00,17702.00,0.00,17702.00,23463.00,33753.00,60102.00,963140.00,0.00,897443.00,0.00,897443.00,0.00,65697.00
1997:Q1,995115.00,1170.00,0.00,96064.00,381508.00,40565.00,19057.00,271911.00,11958.00,38017.00,463604.00,190414.00,2070.00,31700.00,156644.00,240344.00,199191.00,0.00,199191.00,17330.00,0.00,17330.00,23823.00,32847.00,52769.00,968403.00,0.00,895813.00,0.00,895813.00,0.00,72590.00
1997:Q2,1039945.00,3250.00,0.00,102181.00,401093.00,42182.00,13465.00,294515.00,11716.00,39215.00,476732.00,206834.00,2021.00,32446.00,172367.00,238410.00,197408.00,0.00,197408.00,16792.00,0.00,16792.00,24210.00,31488.00,56689.00,1012064.00,0.00,945532.00,0.00,945532.00,0.00,66532.00
1997:Q3,1056473.00,2190.00,0.00,102582.00,409250.00,29341.00,21687.00,311779.00,11753.00,34690.00,484808.00,216474.00,2010.00,32655.00,181809.00,237933.00,196864.00,0.00,196864.00,16492.00,0.00,16492.00,24577.00,30401.00,57643.00,1028954.00,0.00,957099.00,0.00,957099.00,0.00,71855.00
1997:Q4,1100759.00,2097.00,6409.00,90378.00,434512.00,27635.00,25879.00,324238.00,12658.00,44102.00,499668.00,230732.00,1368.00,31576.00,197788.00,239416.00,198229.00,0.00,198229.00,16215.00,0.00,16215.00,24972.00,29521.00,67695.00,1071119.00,0.00,996511.00,0.00,996511.00,0.00,74608.00
1998:Q1,1151628.00,1797.00,3984.00,86711.00,485452.00,60082.00,11960.00,356552.00,13678.00,43180.00,508050.00,240028.00,1424.00,32714.00,205890.00,240297.00,199413.00,0.00,199413.00,15439.00,0.00,15439.00,25445.00,27725.00,65634.00,1121920.00,0.00,1032256.00,0.00,1032256.00,0.00,89664.00
1998:Q2,1191334.00,2238.00,5255.00,80024.00,510664.00,47582.00,15089.00,385173.00,14209.00,48611.00,525215.00,258775.00,1189.00,32500.00,225086.00,240847.00,199675.00,0.00,199675.00,15226.00,0.00,15226.00,25946.00,25593.00,67938.00,1161253.00,0.00,1073954.00,0.00,1073954.00,0.00,87299.00
1998:Q3,1269412.00,2501.00,1975.00,79108.00,571167.00,52493.00,19024.00,424912.00,17584.00,57154.00,548867.00,280829.00,1171.00,34000.00,245658.00,241288.00,199440.00,0.00,199440.00,15412.00,0.00,15412.00,26436.00,26750.00,65794.00,1237243.00,0.00,1147570.00,0.00,1147570.00,0.00,89673.00
1998:Q4,1405763.00,4952.00,4718.00,77007.00,651927.00,56210.00,25158.00,482679.00,19159.00,68721.00,599562.00,324200.00,1090.00,34921.00,288189.00,246992.00,203861.00,0.00,203861.00,16175.00,0.00,16175.00,26956.00,28370.00,67597.00,1371022.00,0.00,1275425.00,0.00,1275425.00,0.00,95597.00
1999:Q1,1448396.00,3289.00,6055.00,70429.00,690912.00,29116.00,29837.00,538853.00,18342.00,74764.00,607296.00,334396.00,1019.00,34627.00,298750.00,242665.00,198401.00,0.00,198401.00,17149.00,0.00,17149.00,27115.00,30235.00,70415.00,1412824.00,0.00,1323758.00,0.00,1323758.00,0.00,89066.00
1999:Q2,1522442.00,2727.00,10652.00,68251.00,732809.00,21783.00,27339.00,587557.00,19751.00,76379.00,638404.00,364159.00,696.00,34944.00,328519.00,242425.00,196222.00,0.00,196222.00,18693.00,0.00,18693.00,27510.00,31820.00,69599.00,1486414.00,0.00,1400457.00,0.00,1400457.00,0.00,85957.00
1999:Q3,1622295.00,3175.00,5659.00,69738.00,790383.00,28271.00,28188.00,628103.00,21395.00,84426.00,679872.00,401451.00,718.00,35439.00,365294.00,242639.00,195029.00,0.00,195029.00,19863.00,0.00,19863.00,27747.00,35782.00,73469.00,1584917.00,0.00,1502334.00,0.00,1502334.00,0.00,82583.00
1999:Q4,1723165.00,12107.00,9956.00,89730.00,830637.00,23851.00,30943.00,655590.00,22735.00,97518.00,708186.00,432342.00,782.00,35815.00,395745.00,242035.00,193454.00,0.00,193454.00,20497.00,0.00,20497.00,28084.00,33809.00,72549.00,1684341.00,0.00,1594210.00,0.00,1594210.00,0.00,90131.00
2000:Q1,1754908.00,1055.00,10082.00,90592.00,860846.00,27978.00,25151.00,684393.00,22315.00,101009.00,716575.00,441175.00,684.00,36192.00,404299.00,243696.00,193464.00,0.00,193464.00,21749.00,0.00,21749.00,28483.00,31704.00,75758.00,1715122.00,0.00,1620483.00,0.00,1620483.00,0.00,94639.00
2000:Q2,1814783.00,1596.00,10492.00,80851.00,884524.00,24296.00,20659.00,703786.00,22893.00,112890.00,758133.00,474221.00,767.00,36845.00,436609.00,252740.00,201549.00,0.00,201549.00,22308.00,0.00,22308.00,28883.00,31172.00,79187.00,1773794.00,0.00,1682743.00,0.00,1682743.00,0.00,91051.00
2000:Q3,1884830.00,1503.00,15984.00,83691.00,942266.00,26220.00,29023.00,742238.00,24177.00,120608.00,760526.00,468047.00,804.00,37408.00,429835.00,257009.00,204646.00,0.00,204646.00,23063.00,0.00,23063.00,29300.00,35470.00,80861.00,1841649.00,0.00,1752603.00,0.00,1752603.00,0.00,89046.00
2000:Q4,1965000.00,4412.00,22184.00,80584.00,1015603.00,31100.00,13262.00,810911.00,29197.00,131133.00,778844.00,477599.00,841.00,38897.00,437861.00,264253.00,209580.00,0.00,209580.00,24951.00,0.00,24951.00,29722.00,36992.00,63374.00,1923459.00,0.00,1826417.00,0.00,1826417.00,0.00,97042.00
2001:Q1,2053253.00,4482.00,17487.00,100072.00,1078120.00,21292.00,11891.00,875635.00,29450.00,139852.00,790170.00,484653.00,845.00,38959.00,444849.00,267937.00,210690.00,0.00,210690.00,26763.00,0.00,26763.00,30484.00,37580.00,62923.00,2023064.00,104.00,1892900.00,0.00,1892900.00,0.00,130060.00
2001:Q2,2127248.00,5239.00,19102.00,92994.00,1143284.00,24370.00,12281.00,920150.00,30619.00,155864.00,802941.00,486965.00,785.00,40139.00,446041.00,277238.00,217118.00,0.00,217118.00,28781.00,0.00,28781.00,31339.00,38738.00,63688.00,2091996.00,230.00,1964609.00,0.00,1964609.00,0.00,127157.00
2001:Q3,2221283.00,8357.00,19789.00,91413.00,1210412.00,22829.00,12581.00,978722.00,30814.00,165466.00,819802.00,496561.00,792.00,40374.00,455395.00,283950.00,221119.00,0.00,221119.00,30632.00,0.00,30632.00,32199.00,39291.00,71510.00,2193928.00,254.00,2046278.00,0.00,2046278.00,0.00,147396.00
2001:Q4,2310485.00,6667.00,30326.00,105467.00,1256355.00,33829.00,13613.00,1017821.00,35357.00,155735.00,842760.00,505857.00,801.00,41759.00,463297.00,297476.00,231241.00,0.00,231241.00,33178.00,0.00,33178.00,33057.00,39427.00,68910.00,2278751.00,800.00,2130565.00,0.00,2130565.00,0.00,147386.00
2002:Q1,2359112.00,7212.00,26059.00,94032.00,1320740.00,19619.00,18049.00,1078501.00,36412.00,168159.00,842375.00,498279.00,762.00,42009.00,455508.00,305120.00,235721.00,0.00,235721.00,35011.00,0.00,35011.00,34388.00,38976.00,68694.00,2321870.00,2290.00,2175623.00,0.00,2175623.00,0.00,143957.00
2002:Q2,2398147.00,8561.00,30522.00,81616.00,1342791.00,20183.00,20635.00,1085988.00,37473.00,178512.00,860516.00,503129.00,480.00,43204.00,459445.00,316662.00,243980.00,0.00,243980.00,36530.00,0.00,36530.00,36152.00,40725.00,74141.00,2363254.00,1704.00,2210400.00,0.00,2210400.00,0.00,151150.00
2002:Q3,2479382.00,13181.00,31552.00,90166.00,1370730.00,10113.00,25025.00,1108404.00,38602.00,188586.00,888462.00,514597.00,493.00,43135.00,470969.00,333009.00,256993.00,0.00,256993.00,38572.00,0.00,38572.00,37444.00,40856.00,85291.00,2456138.00,1500.00,2282789.00,0.00,2282789.00,0.00,171849.00
2002:Q4,2552219.00,14756.00,25263.00,98260.00,1414264.00,10353.00,25729.00,1149520.00,39394.00,189268.00,908809.00,514713.00,448.00,43783.00,470482.00,357278.00,276813.00,0.00,276813.00,41684.00,0.00,41684.00,38781.00,36818.00,90867.00,2538826.00,1699.00,2350398.00,0.00,2350398.00,0.00,186729.00
2003:Q1,2608139.00,21107.00,23067.00,82001.00,1452223.00,11088.00,25256.00,1177833.00,39076.00,198970.00,937518.00,519880.00,415.00,43130.00,476335.00,382396.00,299877.00,0.00,299877.00,44829.00,0.00,44829.00,37690.00,35242.00,92224.00,2589554.00,1900.00,2406836.00,0.00,2406836.00,0.00,180818.00
2003:Q2,2660628.00,19251.00,27228.00,93704.00,1442512.00,9132.00,25477.00,1168142.00,39037.00,200724.00,976853.00,529195.00,378.00,42791.00,486026.00,416408.00,331377.00,0.00,331377.00,48496.00,0.00,48496.00,36535.00,31250.00,101080.00,2639924.00,2200.00,2454945.00,0.00,2454945.00,0.00,182779.00
2003:Q3,2770651.00,20287.00,18580.00,76516.00,1537862.00,8385.00,23967.00,1259985.00,40357.00,205168.00,1011836.00,533097.00,372.00,42450.00,490275.00,451559.00,366451.00,0.00,366451.00,49760.00,0.00,49760.00,35348.00,27180.00,105571.00,2742929.00,2700.00,2569913.00,0.00,2569913.00,0.00,170316.00
2003:Q4,2797802.00,28778.00,16749.00,78769.00,1376222.00,6687.00,13462.00,1088880.00,44381.00,222812.00,1187923.00,545850.00,346.00,43822.00,501682.00,621521.00,519127.00,0.00,519127.00,68197.00,0.00,68197.00,34197.00,20552.00,109362.00,2752814.00,6373.00,2601271.00,0.00,2601271.00,0.00,145170.00
2004:Q1,2823461.00,29027.00,21426.00,87245.00,1379202.00,7983.00,13049.00,1051276.00,47928.00,258966.00,1202274.00,561248.00,348.00,44272.00,516628.00,625062.00,518086.00,0.00,518086.00,71827.00,0.00,71827.00,35149.00,15964.00,104287.00,2774344.00,2700.00,2602671.00,0.00,2602671.00,0.00,168973.00
2004:Q2,2867881.00,28119.00,25532.00,90650.00,1390576.00,7759.00,13724.00,1021389.00,50201.00,297503.00,1230281.00,601493.00,208.00,43219.00,558066.00,626560.00,514961.00,0.00,514961.00,75523.00,0.00,75523.00,36076.00,2228.00,102724.00,2799946.00,2700.00,2656374.00,0.00,2656374.00,0.00,140872.00
2004:Q3,2878335.00,19949.00,19817.00,92787.00,1411375.00,6602.00,13024.00,1000184.00,53207.00,338358.00,1225014.00,597383.00,68.00,43050.00,554265.00,627631.00,511066.00,0.00,511066.00,79560.00,0.00,79560.00,37005.00,0.00,109394.00,2839525.00,2700.00,2685944.00,0.00,2685944.00,0.00,150881.00
2004:Q4,2885660.00,39135.00,23289.00,96346.00,1364622.00,5814.00,12860.00,886503.00,44644.00,414801.00,1248416.00,619390.00,0.00,43574.00,575816.00,629026.00,508610.00,0.00,508610.00,82451.00,0.00,82451.00,37965.00,0.00,113852.00,2819922.00,5179.00,2676270.00,0.00,2676270.00,0.00,138473.00
2005:Q1,2866319.00,33325.00,21611.00,98428.00,1332777.00,7895.00,13033.00,844217.00,43176.00,424456.00,1244980.00,623207.00,0.00,44640.00,578567.00,621773.00,498023.00,0.00,498023.00,84797.00,0.00,84797.00,38953.00,0.00,135198.00,2794053.00,4077.00,2640891.00,0.00,2640891.00,0.00,149085.00
2005:Q2,2848092.00,26442.00,26709.00,93942.00,1306912.00,10221.00,12569.00,796413.00,42827.00,444882.00,1269480.00,657757.00,0.00,45879.00,611878.00,611723.00,485593.00,0.00,485593.00,86183.00,0.00,86183.00,39947.00,0.00,124607.00,2777483.00,3333.00,2624974.00,0.00,2624974.00,0.00,149176.00
2005:Q3,2788654.00,20523.00,27608.00,112749.00,1289771.00,10923.00,12814.00,760913.00,42185.00,462936.00,1262017.00,662212.00,0.00,47736.00,614476.00,599805.00,470659.00,0.00,470659.00,88173.00,0.00,88173.00,40973.00,0.00,75986.00,2709792.00,2367.00,2557661.00,0.00,2557661.00,0.00,149764.00
2005:Q4,2822002.00,14603.00,35342.00,110294.00,1283331.00,13813.00,13069.00,751078.00,39695.00,465676.00,1260602.00,671799.00,0.00,51632.00,620167.00,588803.00,453866.00,0.00,453866.00,92960.00,0.00,92960.00,41977.00,0.00,117830.00,2734014.00,3299.00,2592229.00,0.00,2592229.00,0.00,138486.00
2006:Q1,2831567.00,16483.00,34456.00,118708.00,1288763.00,17856.00,13435.00,746154.00,38174.00,473144.00,1263726.00,670147.00,0.00,53280.00,616867.00,593579.00,454842.00,0.00,454842.00,96216.00,0.00,96216.00,42521.00,0.00,109431.00,2743765.00,2395.00,2589715.00,0.00,2589715.00,0.00,151655.00
2006:Q2,2888956.00,30929.00,41359.00,111372.00,1295614.00,22954.00,13758.00,743257.00,36521.00,479124.00,1295634.00,697582.00,0.00,56091.00,641491.00,598052.00,456117.00,0.00,456117.00,98847.00,0.00,98847.00,43088.00,0.00,114048.00,2801821.00,2397.00,2638504.00,0.00,2638504.00,0.00,160920.00
2006:Q3,2871894.00,15589.00,35728.00,118792.00,1275671.00,25666.00,13971.00,724757.00,34617.00,476660.00,1303286.00,701777.00,0.00,58097.00,643680.00,601509.00,456652.00,0.00,456652.00,101212.00,0.00,101212.00,43645.00,0.00,122828.00,2767065.00,2200.00,2617630.00,0.00,2617630.00,0.00,147235.00
2006:Q4,2875061.00,16374.00,33872.00,119622.00,1278440.00,32352.00,14247.00,714013.00,36091.00,481737.00,1312102.00,704925.00,0.00,63539.00,641386.00,607177.00,457587.00,0.00,457587.00,105364.00,0.00,105364.00,44226.00,0.00,114651.00,2781231.00,2900.00,2627811.00,0.00,2627811.00,0.00,150520.00
2007:Q1,2890109.00,15078.00,38587.00,154513.00,1256721.00,17779.00,14526.00,697344.00,34062.00,493010.00,1301679.00,690156.00,0.00,65732.00,624424.00,611523.00,455227.00,0.00,455227.00,111275.00,0.00,111275.00,45021.00,0.00,123531.00,2796387.00,3400.00,2644481.00,0.00,2644481.00,0.00,148506.00
2007:Q2,2941350.00,19000.00,36823.00,148511.00,1269010.00,30088.00,14837.00,688355.00,34490.00,501240.00,1327671.00,708568.00,0.00,66616.00,641952.00,619103.00,453856.00,0.00,453856.00,119386.00,0.00,119386.00,45861.00,0.00,140335.00,2843942.00,3112.00,2684834.00,0.00,2684834.00,0.00,155996.00
2007:Q3,3085622.00,17998.00,47402.00,125863.00,1237320.00,14155.00,15050.00,693931.00,33612.00,480572.00,1521573.00,891965.00,0.00,70211.00,821754.00,629608.00,456689.00,0.00,456689.00,126227.00,0.00,126227.00,46692.00,0.00,135466.00,2994595.00,3045.00,2823986.00,0.00,2823986.00,0.00,167564.00
2007:Q4,3175660.00,13654.00,46642.00,144128.00,1243820.00,27655.00,15547.00,702944.00,33324.00,464350.00,1585721.00,942625.00,0.00,75483.00,867142.00,643096.00,447861.00,0.00,447861.00,147674.00,0.00,147674.00,47561.00,0.00,141695.00,3081338.00,2269.00,2910192.00,0.00,2910192.00,0.00,168877.00
2008:Q1,3228905.00,11383.00,41292.00,133015.00,1277834.00,39788.00,15716.00,728377.00,33137.00,460816.00,1637997.00,977112.00,0.00,81277.00,895835.00,660885.00,450945.00,0.00,450945.00,159245.00,0.00,159245.00,50695.00,0.00,127384.00,3126720.00,1911.00,2938117.00,0.00,2938117.00,0.00,186692.00
2008:Q2,3399786.00,58542.00,53159.00,143254.00,1349275.00,9346.00,16051.00,854270.00,32002.00,437606.00,1667181.00,993605.00,0.00,87127.00,906478.00,673576.00,450970.00,0.00,450970.00,169605.00,0.00,169605.00,53001.00,0.00,128375.00,3279574.00,1643.00,3102075.00,0.00,3102075.00,0.00,175856.00
2008:Q3,3420707.00,94445.00,28498.00,139677.00,1295984.00,6837.00,16422.00,836742.00,31348.00,404635.00,1754360.00,1083212.00,0.00,79785.00,1003427.00,671148.00,434338.00,0.00,434338.00,181157.00,0.00,181157.00,55653.00,0.00,107743.00,3355110.00,3079.00,3152680.00,0.00,3152680.00,0.00,199351.00
2008:Q4,3409209.00,88328.00,68498.00,115791.00,1351440.00,6791.00,16767.00,909985.00,31291.00,386606.00,1686039.00,980716.00,0.00,80252.00,900464.00,705323.00,456647.00,0.00,456647.00,190189.00,0.00,190189.00,58487.00,0.00,99113.00,3390158.00,1277.00,3181923.00,0.00,3181923.00,0.00,206958.00
2009:Q1,3397737.00,84074.00,63378.00,160574.00,1381150.00,11237.00,21562.00,953966.00,30933.00,363452.00,1598910.00,872968.00,0.00,80032.00,792936.00,725942.00,469826.00,0.00,469826.00,194934.00,0.00,194934.00,61182.00,0.00,109651.00,3363331.00,1212.00,3118309.00,0.00,3118309.00,0.00,243810.00
2009:Q2,3287279.00,81008.00,66601.00,103428.00,1395030.00,12044.00,30656.00,949004.00,30448.00,372878.00,1513990.00,800840.00,0.00,80293.00,720547.00,713150.00,450019.00,0.00,450019.00,199127.00,0.00,199127.00,64004.00,0.00,127222.00,3195311.00,1200.00,2948078.00,0.00,2948078.00,0.00,246033.00
2009:Q3,3152704.00,87525.00,30246.00,117586.00,1365442.00,9675.00,33894.00,919423.00,29716.00,372734.00,1447247.00,736787.00,0.00,78118.00,658669.00,710460.00,440459.00,0.00,440459.00,203042.00,0.00,203042.00,66959.00,0.00,104658.00,3063606.00,1312.00,2800509.00,0.00,2800509.00,0.00,261785.00
2009:Q4,3048451.00,99406.00,25744.00,123336.00,1296040.00,9741.00,36640.00,924546.00,29100.00,296013.00,1403612.00,695928.00,0.00,80028.00,615900.00,707684.00,433446.00,0.00,433446.00,204378.00,0.00,204378.00,69860.00,0.00,100313.00,2977015.00,1200.00,2706589.00,0.00,2706589.00,0.00,269226.00
2010:Q1,7004921.00,99015.00,21248.00,177803.00,838487.00,8611.00,89675.00,416977.00,28042.00,295182.00,5738915.00,634503.00,0.00,77717.00,556786.00,5104412.00,4783934.00,4386382.00,397552.00,249691.00,58932.00,190759.00,70787.00,0.00,129453.00,6875578.00,1380.00,6703787.00,4445314.00,2258473.00,0.00,170411.00
2010:Q2,6902122.00,99106.00,23692.00,165174.00,810507.00,10441.00,99465.00,387713.00,27165.00,285723.00,5683551.00,599142.00,0.00,76517.00,522625.00,5084409.00,4763409.00,4238699.00,524710.00,249209.00,60027.00,189182.00,71791.00,0.00,120092.00,6777923.00,1342.00,6618868.00,4298726.00,2320142.00,0.00,157713.00
2010:Q3,6766015.00,47321.00,22066.00,165135.00,787645.00,8573.00,99067.00,375056.00,26212.00,278737.00,5597407.00,561605.00,0.00,81885.00,479720.00,5035802.00,4711756.00,4177242.00,534514.00,251333.00,63026.00,188307.00,72713.00,0.00,146441.00,6665362.00,1385.00,6503569.00,4240268.00,2263301.00,0.00,160408.00
2010:Q4,6722353.00,63364.00,26050.00,151208.00,760857.00,9903.00,82577.00,377009.00,24918.00,266450.00,5572242.00,551263.00,0.00,87277.00,463986.00,5020979.00,4690718.00,4141016.00,549702.00,256458.00,75393.00,181065.00,73803.00,0.00,148632.00,6615127.00,1252.00,6434523.00,4216409.00,2218114.00,0.00,179352.00
2011:Q1,6688295.00,70422.00,23713.00,157476.00,750467.00,9472.00,84053.00,373899.00,23847.00,259196.00,5577395.00,522829.00,0.00,89616.00,433213.00,5054566.00,4723822.00,4170451.00,553371.00,256052.00,81361.00,174691.00,74692.00,0.00,108822.00,6577769.00,1225.00,6437298.00,4251812.00,2185486.00,0.00,139246.00
2011:Q2,6563241.00,62253.00,23096.00,116317.00,733751.00,9283.00,81091.00,368239.00,22910.00,252228.00,5518634.00,500212.00,0.00,85106.00,415106.00,5018422.00,4688305.00,4146393.00,541912.00,254613.00,87329.00,167284.00,75504.00,0.00,109190.00,6454976.00,1200.00,6317319.00,4233722.00,2083597.00,0.00,136457.00
2011:Q3,6521334.00,63671.00,11672.00,115474.00,732097.00,9207.00,86701.00,368133.00,21962.00,246094.00,5444436.00,479806.00,0.00,80956.00,398850.00,4964630.00,4631976.00,4085277.00,546699.00,256391.00,92643.00,163748.00,76263.00,0.00,153984.00,6423480.00,1200.00,6282741.00,4177920.00,2104821.00,0.00,139539.00
2011:Q4,6480212.00,72669.00,13391.00,112262.00,722321.00,6479.00,100197.00,358924.00,21049.00,235672.00,5411077.00,487038.00,0.00,83752.00,403286.00,4924039.00,4587726.00,4032089.00,555637.00,259230.00,99872.00,159358.00,77083.00,0.00,148492.00,6377904.00,400.00,6247324.00,4131961.00,2115363.00,0.00,130180.00
2012:Q1,6406520.00,42469.00,11083.00,107156.00,705697.00,5170.00,104915.00,347684.00,20206.00,227722.00,5390056.00,467280.00,0.00,86614.00,380666.00,4922776.00,4583096.00,4033763.00,549333.00,261304.00,106214.00,155090.00,78376.00,0.00,150059.00,6310610.00,0.00,6178597.00,4139977.00,2038620.00,0.00,132013.00
2012:Q2,6351503.00,52916.00,9778.00,138878.00,652507.00,5723.00,76951.00,342392.00,19384.00,208057.00,5361475.00,491306.00,0.00,86963.00,404343.00,4870169.00,4530002.00,3998215.00,531787.00,260427.00,111346.00,149081.00,79740.00,0.00,135949.00,6268650.00,153.00,6139839.00,4109561.00,2030278.00,0.00,128658.00
2012:Q3,6304547.00,36147.00,3730.00,174945.00,618013.00,4153.00,72287.00,323859.00,18066.00,199648.00,5332083.00,487552.00,0.00,89250.00,398302.00,4844531.00,4498932.00,3978020.00,520912.00,264566.00,118601.00,145965.00,81033.00,0.00,139629.00,6236384.00,0.00,6111541.00,4096621.00,2014920.00,0.00,124843.00
2012:Q4,6275109.00,52582.00,4290.00,150830.00,585654.00,3398.00,69013.00,310609.00,16956.00,185678.00,5329178.00,505668.00,0.00,92068.00,413600.00,4823510.00,4475578.00,3958029.00,517549.00,265454.00,127401.00,138053.00,82478.00,0.00,152575.00,6216809.00,0.00,6092689.00,4085430.00,2007259.00,0.00,124120.00
2013:Q1,6328710.00,64110.00,3617.00,193608.00,575634.00,4175.00,74596.00,300627.00,16293.00,179943.00,5323844.00,498811.00,0.00,91400.00,407411.00,4825033.00,4479370.00,3982163.00,497207.00,261918.00,133944.00,127974.00,83745.00,0.00,167897.00,6223632.00,218.00,6103474.00,4116107.00,1987367.00,0.00,119940.00
2013:Q2,6308315.00,51730.00,4809.00,151275.00,555733.00,4292.00,75499.00,292512.00,14799.00,168631.00,5377060.00,540989.00,0.00,90288.00,450701.00,4836071.00,4492827.00,4005631.00,487196.00,258068.00,139239.00,118829.00,85176.00,0.00,167708.00,6259530.00,20.00,6137643.00,4144870.00,1992773.00,0.00,121867.00
2013:Q3,6339648.00,77358.00,7512.00,133421.00,535180.00,5042.00,82623.00,294679.00,13768.00,139068.00,5419343.00,547341.00,0.00,89673.00,457668.00,4872002.00,4533723.00,4064330.00,469393.00,251803.00,141890.00,109913.00,86476.00,0.00,166834.00,6267330.00,0.00,6147700.00,4206220.00,1941480.00,0.00,119630.00
2013:Q4,6361277.00,81607.00,5378.00,152286.00,491078.00,4426.00,59094.00,287876.00,13408.00,126274.00,5465301.00,587534.00,0.00,94975.00,492559.00,4877767.00,4546391.00,4087746.00,458645.00,243506.00,146258.00,97248.00,87870.00,0.00,165627.00,6314906.00,0.00,6200226.00,4234004.00,1966222.00,0.00,114680.00
2014:Q1,6256896.00,45420.00,7943.00,127250.00,486265.00,4762.00,65188.00,283568.00,12665.00,120082.00,5437909.00,576860.00,0.00,98320.00,478540.00,4861049.00,4532161.00,4085637.00,446524.00,238893.00,148832.00,90061.00,89995.00,0.00,152109.00,6222607.00,25.00,6111353.00,4234469.00,1876884.00,0.00,111229.00
2014:Q2,6284683.00,49318.00,5917.00,132647.00,477287.00,5664.00,64500.00,285597.00,12158.00,109368.00,5468084.00,627984.00,0.00,97422.00,530562.00,4840100.00,4515219.00,4073245.00,441974.00,234298.00,151046.00,83252.00,90583.00,0.00,151430.00,6261627.00,0.00,6150567.00,4224291.00,1926276.00,0.00,111060.00
2014:Q3,6321385.00,89298.00,5438.00,109290.00,474153.00,5973.00,65020.00,290330.00,11405.00,101425.00,5493932.00,639100.00,0.00,99310.00,539790.00,4854832.00,4527219.00,4090790.00,436429.00,236446.00,157464.00,78982.00,91167.00,0.00,149274.00,6298952.00,0.00,6186189.00,4248254.00,1937935.00,0.00,112763.00
2014:Q4,6399933.00,64959.00,3275.00,162629.00,472144.00,5950.00,64267.00,295680.00,10816.00,95431.00,5542266.00,671807.00,0.00,106135.00,565672.00,4870459.00,4537869.00,4104240.00,433629.00,240780.00,164055.00,76725.00,91810.00,0.00,154660.00,6386597.00,50.00,6275505.00,4268295.00,2007210.00,0.00,111042.00
2015:Q1,6353503.00,53406.00,1925.00,158161.00,465679.00,5605.00,71772.00,292598.00,9915.00,85789.00,5509626.00,641590.00,0.00,104993.00,536597.00,4868036.00,4528289.00,4098890.00,429399.00,247138.00,170312.00,76826.00,92609.00,0.00,164706.00,6344693.00,87.00,6234619.00,4269202.00,1965417.00,0.00,109987.00
2015:Q2,6380835.00,41144.00,2840.00,141024.00,448676.00,5572.00,70752.00,285758.00,9126.00,77468.00,5580896.00,694713.00,0.00,106561.00,588152.00,4886183.00,4540203.00,4120515.00,419688.00,252800.00,179268.00,73532.00,93180.00,0.00,166255.00,6362897.00,0.00,6257982.00,4299783.00,1958199.00,0.00,104915.00
2015:Q3,6407259.00,47366.00,2696.00,148996.00,442650.00,4994.00,77645.00,281442.00,8740.00,69829.00,5611390.00,696549.00,0.00,110316.00,586233.00,4914841.00,4568403.00,4161963.00,406440.00,252762.00,181543.00,71219.00,93676.00,0.00,154161.00,6399612.00,118.00,6293517.00,4343506.00,1950011.00,0.00,105977.00
