date,FA766000105.Q,FA765013005.Q,FA764090005.Q,FA763025000.Q,FA763013005.Q,FA762050005.Q,FA764022005.Q,FA763069175.Q,FA763061100.Q,FA763061705.Q,FA763061803.Q,FA763061303.Q,FA763061603.Q,FA763061403.Q,FA763061795.Q,FA763062000.Q,FA763063005.Q,FA763063673.Q,FA763063653.Q,FA763063663.Q,FA763063693.Q,FA763063095.Q,FA764023005.Q,FA763068005.Q,FA763069703.Q,FA763065005.Q,FA763066000.Q,FA763064105.Q,FA763064203.Q,FA763040005.Q,FA763092000.Q,FA763090005.Q,FA764190005.Q,FA764110005.Q,FA713022003.Q,FA713068705.Q,FA764112005.Q,FA764116005.Q,FA763127005.Q,FA763123005.Q,FA763129205.Q,FA763122605.Q,FA763131005.Q,FA763135005.Q,FA762150005.Q,FA764122005.Q,FA763169175.Q,FA763163005.Q,FA763169305.Q,FA763164103.Q,FA763178003.Q,FA763190005.Q,FA763194735.Q,FA763193005.Q,FA767005005.Q,FA763066303.Q
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,939.00,221.00,2558.00,-238.00,2580.00,5.00,-5950.00,-68.00,-7366.00,982.00,54.00,0.00,0.00,0.00,928.00,388.00,114.00,0.00,0.00,0.00,0.00,114.00,6841.00,1823.00,-2.00,3768.00,1252.00,11.00,0.00,0.00,3.00,-694.00,2007.00,-122.00,6.00,-1.00,-146.00,19.00,-549.00,995.00,-1822.00,278.00,2119.00,338.00,-6.00,-1.00,-1.00,0.00,77.00,45.00,48.00,58.00,0.00,58.00,167.00,0.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1089.00,250.00,4664.00,37.00,-3916.00,-17.00,5606.00,-37.00,4333.00,46.00,-32.00,0.00,0.00,0.00,78.00,902.00,362.00,0.00,0.00,0.00,0.00,362.00,2792.00,-1349.00,11.00,2904.00,1226.00,0.00,0.00,0.00,4.00,158.00,3994.00,164.00,-7.00,-25.00,66.00,130.00,788.00,733.00,433.00,-378.00,2519.00,341.00,-8.00,10.00,10.00,0.00,-82.00,11.00,44.00,207.00,0.00,207.00,169.00,0.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1007.00,283.00,11215.00,159.00,1118.00,-6.00,-3902.00,107.00,-5513.00,-208.00,-16.00,0.00,0.00,0.00,-192.00,1571.00,141.00,0.00,0.00,0.00,0.00,141.00,13515.00,5696.00,97.00,5549.00,2173.00,24.00,0.00,0.00,6.00,301.00,10343.00,1097.00,834.00,59.00,128.00,76.00,5526.00,-265.00,5601.00,190.00,2312.00,262.00,8.00,98.00,98.00,0.00,383.00,72.00,117.00,468.00,0.00,468.00,-149.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1278.00,287.00,12288.00,523.00,2375.00,-60.00,-336.00,59.00,-1414.00,-62.00,0.00,0.00,0.00,0.00,-62.00,1128.00,-47.00,0.00,0.00,0.00,0.00,-47.00,9914.00,4951.00,77.00,4555.00,331.00,46.00,0.00,0.00,8.00,-182.00,11603.00,-429.00,-184.00,-48.00,-540.00,343.00,6744.00,553.00,6438.00,-247.00,4756.00,-45.00,-6.00,78.00,78.00,0.00,101.00,144.00,162.00,98.00,0.00,98.00,306.00,0.00
1952:Q1,1095.00,256.00,18920.00,-1060.00,2148.00,608.00,11500.00,136.00,9824.00,-508.00,92.00,0.00,0.00,0.00,-600.00,1556.00,492.00,0.00,0.00,0.00,0.00,492.00,4764.00,632.00,-104.00,3704.00,532.00,92.00,0.00,0.00,0.00,868.00,19216.00,-24.00,-1896.00,552.00,1240.00,80.00,13628.00,4176.00,9584.00,-132.00,6980.00,324.00,896.00,-104.00,-104.00,0.00,-1288.00,180.00,424.00,-1800.00,0.00,-1800.00,1135.00,0.00
1952:Q2,1171.00,260.00,4756.00,-152.00,-2556.00,-592.00,-1028.00,-244.00,-2536.00,-532.00,28.00,0.00,0.00,0.00,-560.00,1468.00,816.00,0.00,0.00,0.00,0.00,816.00,12284.00,3788.00,-132.00,5672.00,2956.00,116.00,0.00,0.00,8.00,-3324.00,3164.00,-2900.00,-516.00,-452.00,-1916.00,-16.00,1424.00,-728.00,1728.00,424.00,7484.00,256.00,-788.00,-136.00,-136.00,0.00,256.00,180.00,-120.00,-2492.00,0.00,-2492.00,-681.00,0.00
1952:Q3,1342.00,232.00,24984.00,-32.00,7112.00,1632.00,1456.00,372.00,-1728.00,1492.00,-40.00,0.00,0.00,0.00,1532.00,1540.00,-220.00,0.00,0.00,0.00,0.00,-220.00,7520.00,-500.00,120.00,6160.00,1740.00,120.00,0.00,0.00,8.00,7168.00,24896.00,7508.00,628.00,1244.00,5896.00,-260.00,10328.00,4656.00,4424.00,1248.00,5892.00,612.00,1544.00,124.00,124.00,0.00,248.00,100.00,448.00,-1908.00,0.00,-1908.00,1022.00,0.00
1952:Q4,1627.00,254.00,7752.00,1468.00,-7128.00,-1576.00,1424.00,-84.00,796.00,884.00,-24.00,0.00,0.00,0.00,908.00,200.00,-372.00,0.00,0.00,0.00,0.00,-372.00,15828.00,6436.00,124.00,5640.00,3628.00,108.00,0.00,0.00,8.00,-2380.00,6644.00,-5364.00,916.00,-912.00,-5256.00,-112.00,-4952.00,-1776.00,-2468.00,-708.00,9996.00,-88.00,-1512.00,124.00,124.00,0.00,596.00,96.00,4.00,7744.00,0.00,7744.00,265.00,0.00
1953:Q1,1309.00,405.00,13104.00,-828.00,2112.00,1852.00,2032.00,-188.00,432.00,-188.00,108.00,0.00,0.00,0.00,-296.00,1656.00,320.00,0.00,0.00,0.00,0.00,320.00,8556.00,0.00,-120.00,4996.00,3680.00,96.00,0.00,0.00,8.00,-724.00,13256.00,2796.00,-628.00,2252.00,880.00,292.00,3508.00,-2268.00,6252.00,-476.00,7864.00,228.00,2308.00,-120.00,-120.00,0.00,-1012.00,120.00,-324.00,-2112.00,0.00,-2112.00,1056.00,0.00
1953:Q2,1234.00,409.00,-6412.00,184.00,-1308.00,-1820.00,-11136.00,-376.00,-9288.00,-1748.00,4.00,0.00,0.00,0.00,-1752.00,-60.00,336.00,0.00,0.00,0.00,0.00,336.00,9492.00,572.00,-88.00,6880.00,2128.00,84.00,0.00,0.00,8.00,-1916.00,-8320.00,-4324.00,-836.00,-2544.00,-868.00,-76.00,-9688.00,-9244.00,-172.00,-272.00,8832.00,676.00,-2316.00,-88.00,-88.00,0.00,428.00,120.00,-344.00,-1616.00,0.00,-1616.00,-1083.00,0.00
1953:Q3,1317.00,422.00,28412.00,-368.00,908.00,752.00,12388.00,400.00,10104.00,828.00,72.00,0.00,0.00,0.00,756.00,672.00,384.00,0.00,0.00,0.00,0.00,384.00,9040.00,1668.00,280.00,6348.00,744.00,88.00,0.00,0.00,12.00,5592.00,27732.00,5928.00,336.00,1100.00,4336.00,156.00,14824.00,11816.00,3164.00,-156.00,6036.00,892.00,756.00,280.00,280.00,0.00,332.00,108.00,440.00,-1864.00,0.00,-1864.00,215.00,0.00
1953:Q4,1291.00,415.00,4944.00,48.00,-872.00,-868.00,6824.00,184.00,-1252.00,7264.00,-28.00,0.00,0.00,0.00,7292.00,632.00,-4.00,0.00,0.00,0.00,0.00,-4.00,884.00,-6040.00,184.00,6008.00,732.00,112.00,0.00,0.00,12.00,-1196.00,4360.00,-5436.00,1000.00,-1264.00,-4476.00,-696.00,-8236.00,-3484.00,-4348.00,-404.00,9036.00,1804.00,-784.00,188.00,188.00,0.00,604.00,108.00,932.00,6144.00,0.00,6144.00,292.00,0.00
1954:Q1,1236.00,387.00,5616.00,460.00,-2424.00,428.00,4880.00,612.00,-760.00,1580.00,44.00,0.00,0.00,0.00,1536.00,2540.00,908.00,0.00,0.00,0.00,0.00,908.00,2944.00,-1196.00,24.00,5368.00,-1252.00,128.00,0.00,0.00,8.00,-808.00,5040.00,-2220.00,-1600.00,476.00,-808.00,-288.00,656.00,-900.00,1772.00,-216.00,8164.00,2600.00,148.00,24.00,24.00,0.00,-1288.00,112.00,-504.00,-2652.00,0.00,-2652.00,273.00,0.00
1954:Q2,1316.00,385.00,19104.00,212.00,212.00,-444.00,6976.00,-64.00,8484.00,-3304.00,-40.00,0.00,0.00,0.00,-3264.00,2332.00,-472.00,0.00,0.00,0.00,0.00,-472.00,10292.00,1240.00,28.00,7412.00,1612.00,152.00,0.00,0.00,12.00,1692.00,16932.00,188.00,128.00,-440.00,600.00,-100.00,6104.00,792.00,5108.00,204.00,10056.00,1596.00,-196.00,28.00,28.00,0.00,180.00,120.00,-632.00,-512.00,0.00,-512.00,-1241.00,0.00
1954:Q3,1357.00,393.00,21320.00,12.00,-1576.00,936.00,8136.00,548.00,11364.00,-5480.00,8.00,0.00,0.00,0.00,-5488.00,1792.00,-88.00,0.00,0.00,0.00,0.00,-88.00,9748.00,1404.00,64.00,8476.00,-196.00,152.00,0.00,0.00,12.00,3900.00,21288.00,3432.00,-224.00,608.00,3036.00,12.00,8732.00,-3936.00,13552.00,-884.00,6136.00,2276.00,1208.00,64.00,64.00,0.00,56.00,340.00,764.00,-1720.00,0.00,-1720.00,932.00,0.00
1954:Q4,1835.00,392.00,18460.00,-856.00,-1348.00,-840.00,9480.00,-176.00,1768.00,6920.00,-100.00,0.00,0.00,0.00,7020.00,1116.00,-148.00,0.00,0.00,0.00,0.00,-148.00,12356.00,728.00,844.00,9516.00,1268.00,128.00,0.00,0.00,16.00,-476.00,16636.00,-3712.00,1188.00,-656.00,-4136.00,-108.00,2256.00,4148.00,-3296.00,1404.00,11696.00,-1920.00,-1244.00,856.00,856.00,0.00,712.00,340.00,256.00,7396.00,0.00,7396.00,-381.00,0.00
1955:Q1,1928.00,472.00,10896.00,1540.00,-384.00,2616.00,-7252.00,-304.00,-8904.00,472.00,72.00,0.00,0.00,0.00,400.00,1896.00,-412.00,0.00,0.00,0.00,0.00,-412.00,15868.00,4336.00,-208.00,9056.00,2684.00,104.00,0.00,0.00,12.00,-1608.00,10236.00,1044.00,-1024.00,2352.00,-424.00,140.00,4788.00,-4848.00,10576.00,-940.00,8340.00,220.00,2612.00,-216.00,-216.00,0.00,-660.00,-624.00,-840.00,-4428.00,0.00,-4428.00,796.00,0.00
1955:Q2,1900.00,503.00,14260.00,-516.00,-716.00,-2168.00,-12164.00,-516.00,-6440.00,-3552.00,16.00,0.00,0.00,0.00,-3568.00,-868.00,-788.00,0.00,0.00,0.00,0.00,-788.00,25404.00,10116.00,-488.00,11404.00,4372.00,88.00,0.00,0.00,12.00,4320.00,12660.00,-4.00,1192.00,-2092.00,868.00,28.00,3064.00,3876.00,-1076.00,264.00,8760.00,116.00,-2452.00,-488.00,-488.00,0.00,1260.00,204.00,-820.00,3020.00,0.00,3020.00,-204.00,0.00
1955:Q3,1934.00,538.00,14892.00,452.00,2268.00,1392.00,-10256.00,92.00,-7464.00,-2168.00,36.00,0.00,0.00,0.00,-2204.00,172.00,-888.00,0.00,0.00,0.00,0.00,-888.00,20476.00,6816.00,52.00,11152.00,2456.00,76.00,0.00,0.00,16.00,468.00,14504.00,4520.00,-248.00,2296.00,2260.00,212.00,3060.00,-4104.00,7368.00,-204.00,5640.00,-24.00,1668.00,48.00,48.00,0.00,1032.00,40.00,196.00,-1676.00,0.00,-1676.00,1008.00,0.00
1955:Q4,2479.00,564.00,12516.00,-624.00,-652.00,-1200.00,-4828.00,-272.00,-6424.00,2952.00,72.00,0.00,0.00,0.00,2880.00,-600.00,-484.00,0.00,0.00,0.00,0.00,-484.00,21600.00,10036.00,-92.00,8464.00,3192.00,68.00,0.00,0.00,16.00,-1864.00,11276.00,-1132.00,3188.00,-2168.00,-2044.00,-108.00,-2428.00,3224.00,-6156.00,504.00,10716.00,-1536.00,-1736.00,-96.00,-96.00,0.00,568.00,176.00,-36.00,6780.00,0.00,6780.00,675.00,0.00
1956:Q1,2204.00,416.00,16084.00,1108.00,-112.00,2584.00,-2332.00,144.00,-2648.00,120.00,192.00,0.00,0.00,0.00,-72.00,476.00,-424.00,0.00,0.00,0.00,0.00,-424.00,14924.00,5288.00,56.00,7984.00,1596.00,60.00,0.00,0.00,12.00,-160.00,15540.00,-1024.00,-3168.00,2396.00,-548.00,296.00,10180.00,6196.00,3560.00,424.00,8148.00,244.00,3156.00,64.00,64.00,0.00,-1116.00,304.00,-168.00,-4248.00,0.00,-4248.00,1244.00,0.00
1956:Q2,2241.00,426.00,7444.00,-2488.00,-328.00,-2296.00,-13516.00,-204.00,-11176.00,-2108.00,52.00,0.00,0.00,0.00,-2160.00,176.00,-204.00,0.00,0.00,0.00,0.00,-204.00,20744.00,7648.00,76.00,9104.00,3916.00,44.00,0.00,0.00,16.00,5268.00,4968.00,-1268.00,1652.00,-1896.00,-420.00,-604.00,-4664.00,-3244.00,-1716.00,296.00,10592.00,412.00,-2944.00,76.00,76.00,0.00,140.00,252.00,-252.00,2624.00,0.00,2624.00,-662.00,0.00
1956:Q3,2507.00,441.00,12560.00,2684.00,1128.00,1872.00,-264.00,344.00,-260.00,-904.00,32.00,0.00,0.00,0.00,-936.00,536.00,20.00,0.00,0.00,0.00,0.00,20.00,12120.00,2096.00,388.00,9232.00,404.00,44.00,0.00,0.00,16.00,-5040.00,11728.00,4372.00,-584.00,1364.00,2888.00,704.00,356.00,-4084.00,4832.00,-392.00,6100.00,-252.00,2772.00,388.00,388.00,0.00,-124.00,120.00,972.00,-2976.00,0.00,-2976.00,1234.00,0.00
1956:Q4,3139.00,446.00,15216.00,1012.00,-472.00,-2160.00,2040.00,-112.00,1652.00,1528.00,-80.00,0.00,0.00,0.00,1608.00,-260.00,-768.00,0.00,0.00,0.00,0.00,-768.00,13704.00,4744.00,520.00,7008.00,1432.00,52.00,0.00,0.00,24.00,1016.00,14740.00,-1368.00,2420.00,-2192.00,-1596.00,0.00,1056.00,1228.00,-952.00,780.00,11816.00,-1444.00,-2988.00,528.00,528.00,0.00,344.00,392.00,668.00,5736.00,0.00,5736.00,2217.00,0.00
1957:Q1,2602.00,535.00,18508.00,-976.00,-1288.00,2484.00,11196.00,-72.00,8968.00,1040.00,252.00,0.00,0.00,0.00,788.00,704.00,556.00,0.00,0.00,0.00,0.00,556.00,8336.00,1920.00,164.00,5028.00,1224.00,56.00,0.00,0.00,16.00,-1316.00,17940.00,-3044.00,-3432.00,2268.00,-1612.00,-268.00,9804.00,8204.00,2892.00,-1292.00,12680.00,1720.00,3564.00,164.00,164.00,0.00,-1068.00,160.00,-316.00,-5724.00,0.00,-5724.00,1499.00,0.00
1957:Q2,2297.00,537.00,10460.00,20.00,864.00,-664.00,-14868.00,-196.00,-15604.00,-760.00,80.00,0.00,0.00,0.00,-840.00,960.00,732.00,0.00,0.00,0.00,0.00,732.00,16928.00,8332.00,-128.00,6164.00,2560.00,56.00,0.00,0.00,20.00,8104.00,8640.00,1164.00,888.00,928.00,-192.00,-460.00,-8108.00,-6836.00,-3304.00,2032.00,12852.00,-316.00,-1116.00,-128.00,-128.00,0.00,472.00,80.00,-432.00,4172.00,0.00,4172.00,-61.00,0.00
1957:Q3,2315.00,552.00,13084.00,-152.00,560.00,-180.00,12780.00,332.00,11232.00,-208.00,144.00,0.00,0.00,0.00,-352.00,780.00,644.00,0.00,0.00,0.00,0.00,644.00,8640.00,-424.00,700.00,7360.00,1004.00,64.00,0.00,0.00,20.00,-8648.00,12472.00,2700.00,-176.00,-192.00,3248.00,-180.00,2172.00,1012.00,1168.00,-8.00,7076.00,500.00,144.00,704.00,704.00,0.00,160.00,556.00,552.00,-2092.00,0.00,-2092.00,1151.00,0.00
1957:Q4,2725.00,542.00,8692.00,1404.00,-236.00,-1372.00,-1396.00,376.00,-7364.00,2976.00,-4.00,0.00,0.00,0.00,2980.00,1652.00,964.00,0.00,0.00,0.00,0.00,964.00,7144.00,-976.00,352.00,6768.00,1000.00,72.00,0.00,0.00,20.00,3056.00,6980.00,-4352.00,1756.00,-2904.00,-2920.00,-284.00,-6792.00,-1720.00,-5540.00,468.00,13868.00,-800.00,-2664.00,356.00,356.00,0.00,584.00,296.00,520.00,5964.00,0.00,5964.00,471.00,0.00
1958:Q1,2173.00,556.00,24316.00,-1312.00,-792.00,2456.00,20880.00,1452.00,12484.00,3204.00,156.00,0.00,0.00,0.00,3048.00,2516.00,1224.00,0.00,0.00,0.00,0.00,1224.00,1776.00,-3904.00,708.00,5600.00,-628.00,92.00,0.00,0.00,12.00,1204.00,22496.00,-5440.00,-2880.00,272.00,-3168.00,336.00,10876.00,6092.00,6120.00,-1336.00,14240.00,8828.00,2268.00,716.00,716.00,0.00,-2276.00,76.00,244.00,-7036.00,0.00,-7036.00,-203.00,0.00
1958:Q2,1845.00,536.00,39252.00,368.00,-80.00,-248.00,15744.00,160.00,10428.00,-1960.00,-160.00,0.00,0.00,0.00,-1800.00,5216.00,1900.00,0.00,0.00,0.00,0.00,1900.00,13772.00,4068.00,-564.00,9484.00,784.00,124.00,0.00,0.00,12.00,9560.00,37252.00,-1376.00,368.00,40.00,-2044.00,260.00,14856.00,15096.00,-1236.00,996.00,15236.00,4860.00,0.00,-568.00,-568.00,0.00,932.00,0.00,-784.00,4096.00,0.00,4096.00,-691.00,0.00
1958:Q3,1857.00,529.00,2404.00,-32.00,-636.00,252.00,10424.00,0.00,7872.00,1216.00,-24.00,0.00,0.00,0.00,1240.00,2188.00,-852.00,0.00,0.00,0.00,0.00,-852.00,6452.00,-5384.00,-228.00,11304.00,760.00,112.00,0.00,0.00,12.00,-14180.00,1304.00,6632.00,612.00,836.00,5428.00,-244.00,-15784.00,-28484.00,14280.00,-1580.00,11264.00,-1408.00,1320.00,-232.00,-232.00,0.00,324.00,24.00,300.00,-1136.00,0.00,-1136.00,228.00,0.00
1958:Q4,2709.00,549.00,29948.00,632.00,-612.00,-2628.00,2308.00,-780.00,1480.00,1228.00,-36.00,0.00,0.00,0.00,1264.00,616.00,-236.00,0.00,0.00,0.00,0.00,-236.00,22956.00,9592.00,-280.00,11820.00,1824.00,52.00,0.00,0.00,16.00,7224.00,29300.00,-1452.00,1388.00,-1164.00,-1004.00,-672.00,12404.00,8704.00,1896.00,1804.00,14400.00,-1852.00,-3588.00,-280.00,-280.00,0.00,1152.00,108.00,140.00,8268.00,0.00,8268.00,1512.00,0.00
1959:Q1,2143.00,562.00,13100.00,-356.00,696.00,3332.00,-4556.00,-176.00,-3308.00,-1400.00,184.00,0.00,0.00,0.00,-1584.00,920.00,-592.00,0.00,0.00,0.00,0.00,-592.00,13948.00,1268.00,-448.00,9840.00,3288.00,16.00,0.00,0.00,12.00,8.00,12688.00,1980.00,-2200.00,2104.00,1268.00,808.00,3612.00,-1460.00,5500.00,-428.00,9724.00,-456.00,4356.00,-452.00,-452.00,0.00,-844.00,208.00,-484.00,-4956.00,0.00,-4956.00,1169.00,0.00
1959:Q2,2246.00,582.00,23168.00,844.00,-1136.00,-324.00,-12032.00,-664.00,-10952.00,-1160.00,112.00,0.00,0.00,0.00,-1272.00,584.00,160.00,0.00,0.00,0.00,0.00,160.00,29440.00,12100.00,-228.00,13204.00,4364.00,-68.00,0.00,0.00,16.00,6428.00,21600.00,1992.00,400.00,1280.00,336.00,-24.00,648.00,668.00,-676.00,656.00,13104.00,-1708.00,1020.00,-232.00,-232.00,0.00,1800.00,52.00,-968.00,5892.00,0.00,5892.00,96.00,0.00
