1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1994:Q1,4253032.00,15730.00,189469.00,87310.00,34162.00,2579.00,148522.00,16511.00,57537.00,22414.00,52060.00,124992.00,53287.00,71705.00,29526.00,1064540.00,635464.00,1920737.00,173475.00,191.00,13265.00,1733806.00,5437994.00,1630903.00,129885.00,126947.00,1374071.00,1135386.00,513380.00,409128.00,212878.00,702132.00,45468.00,560641.00,1363464.00,69970.00,118023.00,1175471.00,4630536.00,507298.00,1799993.00,28.18,38.04
1994:Q2,4313551.00,16080.00,188577.00,90287.00,35607.00,2514.00,145902.00,17880.00,53152.00,24901.00,49969.00,127557.00,54301.00,73256.00,29114.00,1111514.00,651039.00,1915360.00,174906.00,195.00,14486.00,1725773.00,5495471.00,1661478.00,135680.00,129467.00,1396331.00,1148889.00,523931.00,411502.00,213457.00,728748.00,41256.00,563600.00,1351500.00,73062.00,109450.00,1168988.00,4541826.00,508081.00,1841117.00,27.60,38.11
1994:Q3,4370300.00,12638.00,192218.00,90528.00,35778.00,2696.00,143547.00,17818.00,60794.00,14900.00,50035.00,130068.00,55327.00,74741.00,30922.00,1125020.00,669271.00,1937614.00,176338.00,202.00,16379.00,1744695.00,5534432.00,1679354.00,138683.00,130445.00,1410226.00,1161700.00,535278.00,412176.00,214246.00,743608.00,42676.00,584228.00,1322866.00,75948.00,60400.00,1186518.00,4800739.00,508327.00,1872421.00,27.15,38.23
1994:Q4,4495797.00,15664.00,202061.00,96369.00,37104.00,2178.00,146227.00,18826.00,50820.00,19875.00,56706.00,142974.00,56353.00,86621.00,31061.00,1106979.00,685575.00,2029605.00,177973.00,199.00,16594.00,1834839.00,5639760.00,1699387.00,139238.00,131689.00,1428460.00,1187857.00,554175.00,422040.00,211642.00,797428.00,40315.00,598073.00,1316700.00,78325.00,37678.00,1200697.00,4796829.00,530664.00,1953196.00,27.17,38.63
1995:Q1,4551385.00,13850.00,185548.00,82205.00,37283.00,3707.00,127895.00,18211.00,41270.00,21042.00,47372.00,136486.00,56739.00,79747.00,34725.00,1131862.00,705300.00,2092524.00,181602.00,198.00,18797.00,1891926.00,5707304.00,1722105.00,149799.00,131748.00,1440558.00,1236223.00,584346.00,438623.00,213253.00,787638.00,49454.00,614419.00,1297465.00,79682.00,-6711.00,1224494.00,5167983.00,485213.00,2009860.00,24.14,39.64
1995:Q2,4671141.00,14454.00,175866.00,91827.00,49460.00,9019.00,153014.00,17386.00,47962.00,24306.00,63360.00,137635.00,57130.00,80505.00,38408.00,1156199.00,720106.00,2125153.00,185187.00,199.00,20760.00,1919007.00,5790191.00,1762050.00,162887.00,132761.00,1466402.00,1264101.00,605399.00,445759.00,212943.00,800375.00,40898.00,629642.00,1293125.00,81041.00,-52749.00,1264833.00,5594356.00,532048.00,2055317.00,25.89,40.12
1995:Q3,4798961.00,15856.00,184442.00,93237.00,52128.00,3771.00,122720.00,18004.00,43647.00,20783.00,40286.00,135805.00,57525.00,78280.00,42323.00,1205810.00,741314.00,2201555.00,184349.00,200.00,21230.00,1995775.00,5890323.00,1772887.00,163268.00,133510.00,1476109.00,1273570.00,615857.00,445116.00,212598.00,833782.00,42359.00,646732.00,1320993.00,82398.00,-83639.00,1322234.00,6024123.00,514477.00,2100381.00,24.49,40.19
1995:Q4,4975380.00,17403.00,206673.00,99688.00,59963.00,2440.00,137448.00,20142.00,57098.00,23421.00,36787.00,142982.00,57921.00,85061.00,45668.00,1184941.00,778673.00,2299500.00,186470.00,206.00,22454.00,2090370.00,6023138.00,1786231.00,157351.00,134758.00,1494122.00,1308964.00,631494.00,467231.00,210239.00,878603.00,40309.00,651294.00,1357736.00,83757.00,-94193.00,1368172.00,6406754.00,569283.00,2174988.00,26.17,40.58
1996:Q1,5108790.00,20387.00,175621.00,95849.00,69845.00,2428.00,123661.00,17436.00,57356.00,20853.00,28016.00,133711.00,57033.00,76678.00,50177.00,1222302.00,803285.00,2411525.00,187577.00,206.00,21321.00,2202421.00,6133964.00,1826142.00,174174.00,134937.00,1517031.00,1316414.00,629014.00,474168.00,213231.00,865240.00,49331.00,674766.00,1402071.00,85114.00,-108591.00,1425548.00,6683652.00,537968.00,2191928.00,24.54,40.65
1996:Q2,5228547.00,19844.00,174938.00,103832.00,76178.00,4322.00,138351.00,20928.00,63106.00,22880.00,31437.00,128162.00,56145.00,72017.00,54306.00,1269179.00,817570.00,2441865.00,188181.00,210.00,23746.00,2229728.00,6217304.00,1861381.00,181726.00,137110.00,1542545.00,1337239.00,637524.00,482258.00,217457.00,890511.00,45602.00,699688.00,1382883.00,86471.00,-123019.00,1419431.00,6988156.00,571771.00,2237621.00,25.55,40.69
1996:Q3,5338602.00,20922.00,182257.00,112984.00,83897.00,4674.00,135161.00,23488.00,52144.00,25926.00,33603.00,123767.00,55247.00,68520.00,57743.00,1295612.00,838645.00,2482940.00,190281.00,212.00,23206.00,2269240.00,6305330.00,1868392.00,172999.00,137084.00,1558309.00,1358459.00,654084.00,488732.00,215643.00,877754.00,49068.00,710366.00,1441291.00,87829.00,-129828.00,1483290.00,7047824.00,597638.00,2242637.00,26.65,40.78
1996:Q4,5472481.00,28208.00,189044.00,129670.00,94626.00,3904.00,138126.00,31534.00,47095.00,28480.00,31017.00,132095.00,54350.00,77745.00,62566.00,1273063.00,866486.00,2554693.00,189302.00,153.00,23012.00,2342225.00,6393595.00,1876639.00,156405.00,137851.00,1582383.00,1368271.00,662307.00,484803.00,221162.00,928331.00,49872.00,704789.00,1465693.00,89185.00,-160015.00,1536523.00,6760535.00,646144.00,2281717.00,28.32,40.17
1997:Q1,5534668.00,28968.00,191864.00,132912.00,101670.00,3732.00,130759.00,26721.00,54405.00,19272.00,30361.00,130692.00,60735.00,69957.00,62961.00,1311149.00,894784.00,2545177.00,190296.00,154.00,32217.00,2322510.00,6462282.00,1917745.00,168747.00,138652.00,1610346.00,1393971.00,681234.00,491069.00,221667.00,906349.00,62141.00,733860.00,1448216.00,91610.00,-127640.00,1484246.00,6728721.00,652866.00,2309540.00,28.27,40.49
1997:Q2,5631589.00,33462.00,182350.00,146321.00,106071.00,3249.00,113996.00,25733.00,40178.00,11823.00,36262.00,135164.00,67191.00,67973.00,69664.00,1365473.00,917177.00,2558662.00,190883.00,162.00,29107.00,2338511.00,6504393.00,1964951.00,179286.00,139800.00,1645865.00,1413842.00,694276.00,491820.00,227746.00,919261.00,57173.00,753366.00,1395799.00,93059.00,-243002.00,1545742.00,7879870.00,655113.00,2341817.00,27.97,40.41
1997:Q3,5759904.00,33251.00,186213.00,141792.00,112925.00,4004.00,106964.00,28351.00,36848.00,8394.00,33371.00,142375.00,73718.00,68657.00,74632.00,1388629.00,938318.00,2630801.00,193115.00,169.00,33106.00,2404411.00,6591857.00,2015566.00,176649.00,141682.00,1697235.00,1442134.00,701623.00,500138.00,240373.00,939573.00,64368.00,756200.00,1374015.00,94508.00,-301175.00,1580682.00,8618342.00,659781.00,2382351.00,27.69,39.86
1997:Q4,5818447.00,23139.00,177710.00,164374.00,118834.00,4562.00,98342.00,36145.00,26846.00,7971.00,27380.00,164654.00,80245.00,84409.00,74492.00,1361106.00,933123.00,2698111.00,191399.00,161.00,27959.00,2478592.00,6645441.00,2021758.00,168598.00,142002.00,1711158.00,1501490.00,716874.00,534874.00,249742.00,993588.00,59214.00,756443.00,1312948.00,97572.00,-274511.00,1489887.00,8610036.00,661453.00,2473148.00,26.75,40.31
1998:Q1,6009587.00,27115.00,195207.00,205028.00,124740.00,3717.00,90540.00,32204.00,21850.00,7283.00,29203.00,155340.00,77043.00,78297.00,84641.00,1395370.00,980303.00,2747585.00,193134.00,174.00,20175.00,2534103.00,6804055.00,2120389.00,193105.00,143842.00,1783442.00,1518205.00,725632.00,550140.00,242433.00,1005328.00,69045.00,781097.00,1309991.00,101929.00,-357995.00,1566057.00,9849632.00,730988.00,2543250.00,28.74,40.37
1998:Q2,6176560.00,20577.00,186260.00,202999.00,139545.00,2491.00,81409.00,28870.00,19024.00,7036.00,26479.00,150856.00,73806.00,77050.00,88194.00,1432830.00,1019151.00,2852248.00,193738.00,191.00,18232.00,2640087.00,6964912.00,2204214.00,202491.00,145492.00,1856231.00,1544762.00,753419.00,553786.00,237557.00,1002086.00,59915.00,795432.00,1358503.00,106429.00,-294589.00,1546663.00,10075140.00,721475.00,2571697.00,28.05,40.27
1998:Q3,6231292.00,18385.00,186564.00,201597.00,150413.00,3252.00,85684.00,31301.00,20292.00,8288.00,25803.00,146225.00,70534.00,75691.00,83020.00,1480470.00,1040238.00,2835444.00,195209.00,203.00,17039.00,2622993.00,7079890.00,2247272.00,216872.00,147009.00,1883391.00,1569881.00,776540.00,558784.00,234557.00,1024242.00,68559.00,803875.00,1366060.00,110976.00,-123569.00,1378653.00,8950947.00,728915.00,2644998.00,27.56,40.66
1998:Q4,6824778.00,30518.00,161784.00,192588.00,161719.00,4208.00,99405.00,39433.00,23615.00,10609.00,25748.00,146610.00,67261.00,79349.00,97645.00,1448432.00,1041048.00,3440821.00,193659.00,186.00,17965.00,3229011.00,7476191.00,2259843.00,192958.00,147763.00,1919122.00,1642938.00,797482.00,594987.00,250469.00,1051246.00,64058.00,817754.00,1640352.00,110453.00,-297703.00,1827602.00,10887993.00,747867.00,2700731.00,27.69,40.62
1999:Q1,7103843.00,36235.00,158265.00,195635.00,167831.00,4775.00,99543.00,40493.00,22992.00,11324.00,24734.00,136112.00,60842.00,75270.00,102125.00,1501928.00,1104151.00,3597244.00,193977.00,184.00,13368.00,3389715.00,7715630.00,2341830.00,223886.00,149143.00,1968801.00,1695144.00,807849.00,628440.00,258855.00,1053925.00,69320.00,829746.00,1725665.00,107339.00,-283572.00,1901898.00,11139584.00,764409.00,2783420.00,27.46,41.12
1999:Q2,7445179.00,32343.00,174556.00,210997.00,169198.00,3434.00,100917.00,47355.00,21103.00,11363.00,21096.00,129217.00,54351.00,74866.00,110629.00,1582779.00,1149511.00,3781598.00,195212.00,195.00,13155.00,3573035.00,7934126.00,2412432.00,232365.00,150297.00,2029770.00,1701551.00,812029.00,616311.00,273212.00,1095652.00,70936.00,915389.00,1738165.00,103373.00,-325509.00,1960301.00,12100240.00,802074.00,2827293.00,28.37,40.37
1999:Q3,7650403.00,33490.00,177779.00,214705.00,178667.00,6089.00,110677.00,47618.00,21191.00,12445.00,29423.00,121654.00,47789.00,73865.00,109252.00,1659489.00,1208995.00,3829606.00,196864.00,200.00,17793.00,3614749.00,8184257.00,2490991.00,239280.00,151977.00,2099734.00,1761962.00,829215.00,615801.00,316945.00,1164764.00,73587.00,940701.00,1752253.00,98336.00,-211234.00,1865151.00,11483424.00,830659.00,2922648.00,28.42,39.60
1999:Q4,8093495.00,31460.00,191343.00,236877.00,196784.00,5793.00,104442.00,47604.00,19420.00,12416.00,25002.00,117347.00,41227.00,76120.00,127331.00,1657593.00,1250747.00,4173778.00,195025.00,192.00,28553.00,3950008.00,8427298.00,2509437.00,230326.00,152826.00,2126285.00,1801579.00,846082.00,623072.00,332425.00,1229787.00,71032.00,912461.00,1903002.00,92083.00,-376648.00,2187567.00,14225977.00,894030.00,3000299.00,29.80,39.42
2000:Q1,8376208.00,35750.00,190574.00,234409.00,192635.00,7995.00,111361.00,46046.00,21881.00,15205.00,28229.00,113633.00,41804.00,71829.00,132886.00,1740248.00,1282845.00,4333872.00,195467.00,184.00,28141.00,4110080.00,8702024.00,2585170.00,260797.00,153262.00,2171111.00,1858304.00,861373.00,659062.00,337869.00,1278051.00,82756.00,948322.00,1949421.00,90069.00,-454370.00,2313722.00,15173487.00,905610.00,3142039.00,28.82,40.09
2000:Q2,8697378.00,29742.00,204964.00,249797.00,187304.00,5943.00,123413.00,49284.00,23978.00,18089.00,32062.00,116674.00,42381.00,74293.00,128352.00,1851019.00,1331822.00,4468348.00,196954.00,195.00,26302.00,4244896.00,9042674.00,2654394.00,296844.00,153380.00,2204170.00,1910276.00,883326.00,679965.00,346985.00,1360932.00,80244.00,1036378.00,2000450.00,83290.00,-373713.00,2290873.00,14390152.00,929515.00,3301312.00,28.16,40.75
2000:Q3,9037013.00,13998.00,228019.00,265311.00,194789.00,5763.00,127237.00,58245.00,23141.00,18933.00,26918.00,118262.00,42958.00,75304.00,128479.00,1932418.00,1365433.00,4657303.00,197784.00,205.00,28243.00,4431072.00,9373823.00,2708168.00,307039.00,153937.00,2247192.00,1910027.00,891392.00,666703.00,351932.00,1448917.00,80356.00,1103140.00,2123215.00,77999.00,-347845.00,2393061.00,14137075.00,963596.00,3394407.00,28.39,40.39
2000:Q4,9760806.00,24029.00,226371.00,272343.00,213914.00,4204.00,123231.00,57765.00,18105.00,15423.00,31938.00,125025.00,43535.00,81490.00,118041.00,1939233.00,1351617.00,5362798.00,195059.00,210.00,29421.00,5138108.00,9632376.00,2710320.00,278402.00,154187.00,2277731.00,1959539.00,901299.00,700888.00,357353.00,1542420.00,77992.00,1179966.00,2162139.00,72991.00,-193493.00,2282641.00,12173953.00,982133.00,3501001.00,28.05,40.27
2001:Q1,9740890.00,16928.00,160638.00,254457.00,249049.00,3349.00,111704.00,54671.00,16108.00,14284.00,26641.00,119729.00,44300.00,75429.00,106246.00,1947028.00,1388979.00,5382783.00,195985.00,208.00,10230.00,5176360.00,9741909.00,2770244.00,235619.00,154669.00,2379956.00,1921362.00,889452.00,705170.00,326741.00,1507147.00,82860.00,1224661.00,2235634.00,70761.00,1828.00,2163045.00,10493209.00,902371.00,3420248.00,26.38,39.01
2001:Q2,9848692.00,17093.00,151697.00,250584.00,276188.00,3196.00,110744.00,56427.00,16063.00,14828.00,23426.00,118285.00,45073.00,73212.00,112361.00,1951662.00,1418849.00,5438033.00,198714.00,258.00,10436.00,5228625.00,9819757.00,2844360.00,206256.00,155816.00,2482288.00,1919035.00,854408.00,727078.00,337549.00,1480711.00,77568.00,1278442.00,2219642.00,64343.00,-17631.00,2172930.00,11397815.00,921863.00,3346020.00,27.55,37.53
2001:Q3,9794915.00,14369.00,164580.00,251814.00,286545.00,3496.00,115942.00,56538.00,16864.00,16203.00,26337.00,115679.00,45855.00,69824.00,99260.00,1909069.00,1452412.00,5381749.00,205466.00,271.00,10608.00,5165405.00,9834712.00,2863498.00,189571.00,156406.00,2517521.00,1922770.00,829574.00,729285.00,363912.00,1452121.00,103125.00,1297860.00,2195338.00,57207.00,193439.00,1944692.00,9378858.00,936006.00,3303676.00,28.33,36.53
2001:Q4,9886964.00,15517.00,172547.00,281120.00,314064.00,3980.00,123891.00,60169.00,16852.00,17539.00,29331.00,119690.00,46637.00,73053.00,108960.00,1817916.00,1489756.00,5439523.00,205886.00,282.00,11614.00,5221741.00,9833238.00,2906698.00,177726.00,157687.00,2571285.00,1897515.00,796820.00,703032.00,397663.00,1438818.00,81045.00,1266207.00,2242954.00,48408.00,111746.00,2082800.00,10782304.00,1020079.00,3197441.00,31.90,34.92
2002:Q1,9920230.00,16672.00,174282.00,276810.00,314720.00,2673.00,123491.00,54667.00,20664.00,18325.00,29835.00,115661.00,47358.00,68303.00,109114.00,1855375.00,1530629.00,5400803.00,209028.00,284.00,14693.00,5176799.00,9898948.00,2944911.00,162983.00,157500.00,2624428.00,1876328.00,783066.00,698306.00,394957.00,1441903.00,85067.00,1289577.00,2261163.00,53365.00,131549.00,2076249.00,10829808.00,1017762.00,3171324.00,32.09,34.11
2002:Q2,9907665.00,18500.00,175927.00,279564.00,306603.00,5667.00,127139.00,55218.00,25139.00,18964.00,27818.00,116954.00,48087.00,68867.00,99863.00,1875524.00,1563833.00,5338091.00,214547.00,302.00,15568.00,5107674.00,9916792.00,2957605.00,141454.00,158317.00,2657834.00,1857939.00,735625.00,716047.00,406267.00,1442255.00,88580.00,1295551.00,2274862.00,50993.00,249148.00,1974721.00,9215954.00,1013263.00,3123961.00,32.44,33.08
2002:Q3,9833151.00,20000.00,175757.00,263917.00,298773.00,5282.00,139956.00,60256.00,28351.00,18126.00,33223.00,118384.00,48824.00,69560.00,87756.00,1832497.00,1596951.00,5293877.00,220786.00,312.00,16733.00,5056046.00,9895130.00,2938070.00,136423.00,159165.00,2642482.00,1862462.00,715872.00,726172.00,420418.00,1443033.00,101055.00,1308381.00,2242130.00,55347.00,389560.00,1797223.00,7525488.00,991441.00,3122555.00,31.75,32.88
2002:Q4,9941620.00,20587.00,160221.00,291301.00,319714.00,6171.00,145157.00,64789.00,31354.00,16883.00,32131.00,124359.00,49561.00,74798.00,90918.00,1719534.00,1611894.00,5451764.00,223981.00,323.00,18514.00,5208947.00,9950017.00,2934086.00,119813.00,160622.00,2653651.00,1880296.00,693430.00,734886.00,451979.00,1458570.00,92954.00,1252522.00,2331589.00,49933.00,339754.00,1941902.00,8158290.00,1034069.00,3099654.00,33.36,32.16
2003:Q1,9949773.00,21933.00,174194.00,303994.00,307769.00,5717.00,146697.00,61894.00,34525.00,17944.00,32334.00,122546.00,50103.00,72443.00,89812.00,1799889.00,1634043.00,5343179.00,230179.00,323.00,18517.00,5094160.00,9961028.00,2950232.00,119825.00,160774.00,2669633.00,1866503.00,668649.00,733855.00,464000.00,1419375.00,97214.00,1269756.00,2357949.00,53470.00,359139.00,1945340.00,7870774.00,1050116.00,3038917.00,34.56,31.60
2003:Q2,10004331.00,30297.00,191188.00,325301.00,304780.00,6221.00,149637.00,70005.00,36575.00,12192.00,30865.00,123057.00,50650.00,72407.00,100865.00,1797930.00,1676988.00,5298068.00,234734.00,349.00,20767.00,5042217.00,9929619.00,2969125.00,100995.00,161893.00,2706237.00,1855854.00,638088.00,741210.00,476556.00,1396801.00,96413.00,1266552.00,2344874.00,49917.00,185525.00,2109432.00,9199303.00,1108289.00,2973507.00,37.27,30.68
2003:Q3,10018116.00,34513.00,214944.00,337052.00,291739.00,7241.00,162238.00,80487.00,35355.00,11785.00,34611.00,124260.00,51204.00,73056.00,105180.00,1783467.00,1714404.00,5243077.00,242101.00,374.00,20537.00,4980066.00,9910910.00,2999806.00,103978.00,162518.00,2733310.00,1838369.00,622539.00,727271.00,488559.00,1392710.00,98972.00,1266541.00,2314511.00,48597.00,154090.00,2111824.00,9578593.00,1152907.00,2945471.00,39.14,30.05
2003:Q4,10116713.00,38145.00,204193.00,362778.00,289273.00,5986.00,156003.00,75679.00,33690.00,11230.00,35404.00,110823.00,51758.00,59065.00,114880.00,1701793.00,1745058.00,5387781.00,243025.00,416.00,20993.00,5123346.00,9894612.00,2973741.00,82481.00,163914.00,2727346.00,1851699.00,614050.00,742211.00,495437.00,1403862.00,81222.00,1302021.00,2282068.00,49764.00,28232.00,2204072.00,10797264.00,1171258.00,2923826.00,40.06,29.82
2004:Q1,10303354.00,41699.00,223679.00,369694.00,288233.00,5183.00,159037.00,78983.00,34925.00,11642.00,33487.00,111451.00,55448.00,56003.00,117914.00,1805212.00,1807089.00,5374163.00,247428.00,408.00,19379.00,5106948.00,10030869.00,3036797.00,91623.00,192509.00,2752665.00,1861330.00,580428.00,750216.00,530686.00,1438201.00,90747.00,1322398.00,2281396.00,47487.00,18332.00,2215577.00,10999713.00,1205439.00,2951215.00,40.85,29.04
2004:Q2,10495729.00,47625.00,240260.00,370406.00,285465.00,4829.00,156791.00,78886.00,34008.00,11336.00,32561.00,115237.00,59137.00,56100.00,118146.00,1860975.00,1872058.00,5423937.00,252720.00,447.00,21470.00,5149300.00,10124705.00,3021177.00,98673.00,198628.00,2723876.00,1888173.00,582182.00,760532.00,545459.00,1445035.00,92174.00,1339011.00,2339134.00,50887.00,44535.00,2243712.00,11205383.00,1223522.00,2978597.00,41.08,29.36
2004:Q3,10653361.00,44697.00,248271.00,404213.00,285471.00,5719.00,159881.00,85624.00,31880.00,10627.00,31750.00,116972.00,62868.00,54104.00,116560.00,1883098.00,1923622.00,5464857.00,262690.00,483.00,22332.00,5179353.00,10223272.00,3028271.00,105121.00,199708.00,2723442.00,1924452.00,592700.00,763916.00,567835.00,1472502.00,100406.00,1357217.00,2340425.00,47904.00,107670.00,2184851.00,10826187.00,1264812.00,3034645.00,41.68,29.51
2004:Q4,10937264.00,53705.00,207164.00,400456.00,299560.00,6422.00,172188.00,95023.00,34014.00,11338.00,31813.00,125809.00,66598.00,59211.00,125553.00,1830643.00,2094695.00,5621068.00,262692.00,487.00,23579.00,5334310.00,10381604.00,3013670.00,97782.00,200305.00,2715583.00,1998791.00,618004.00,793298.00,587488.00,1501545.00,87996.00,1409774.00,2369828.00,46648.00,34297.00,2288883.00,12034668.00,1265048.00,3098625.00,40.83,30.11
2005:Q1,11115903.00,61301.00,201607.00,402506.00,295320.00,6190.00,189218.00,90942.00,49230.00,16410.00,32636.00,122355.00,67005.00,55350.00,124068.00,1944055.00,2151198.00,5618085.00,265680.00,475.00,95348.00,5256582.00,10601853.00,3025718.00,112002.00,201222.00,2712494.00,2034323.00,610884.00,819602.00,603836.00,1538626.00,99689.00,1436272.00,2467226.00,45497.00,67313.00,2354416.00,11981245.00,1280210.00,3180803.00,40.25,30.48
2005:Q2,11373809.00,57496.00,230455.00,393199.00,305196.00,8459.00,190900.00,90215.00,52929.00,17643.00,30113.00,123433.00,67417.00,56016.00,125722.00,2031068.00,2184743.00,5723138.00,269579.00,481.00,97446.00,5355632.00,10818920.00,3010369.00,110680.00,214858.00,2684831.00,2119564.00,617055.00,848949.00,653560.00,1591542.00,98061.00,1429161.00,2570223.00,43906.00,46621.00,2479696.00,12160890.00,1311427.00,3266287.00,40.15,30.73
2005:Q3,11640876.00,51419.00,256274.00,411596.00,321874.00,11692.00,196328.00,99352.00,48484.00,16161.00,32331.00,125631.00,67834.00,57797.00,131207.00,2108390.00,2174867.00,5851598.00,280374.00,521.00,101574.00,5469129.00,10997028.00,3029357.00,116494.00,226563.00,2686300.00,2148018.00,589699.00,858614.00,699705.00,1657124.00,96934.00,1468484.00,2597111.00,46226.00,-2808.00,2553693.00,12665581.00,1380390.00,3318865.00,41.59,30.22
2005:Q4,11900645.00,63571.00,267957.00,450360.00,352211.00,14560.00,212576.00,110974.00,52117.00,17372.00,32113.00,127833.00,68250.00,59583.00,134404.00,2108248.00,2205709.00,5963216.00,283913.00,529.00,117028.00,5561746.00,11181788.00,3007025.00,90072.00,242570.00,2674383.00,2266242.00,590885.00,903438.00,771920.00,1700544.00,86222.00,1549444.00,2572310.00,44763.00,-30118.00,2557665.00,12654465.00,1495639.00,3371161.00,44.37,30.05
2006:Q1,12064032.00,41996.00,240171.00,455331.00,353241.00,10103.00,206557.00,105397.00,50010.00,16670.00,34480.00,119291.00,66171.00,53120.00,146510.00,2167880.00,2295735.00,6027217.00,285344.00,538.00,132005.00,5609329.00,11313816.00,3037450.00,96496.00,249962.00,2690992.00,2315004.00,600603.00,921889.00,792511.00,1710303.00,98139.00,1594555.00,2558366.00,44251.00,-70994.00,2585109.00,13688295.00,1453909.00,3427430.00,42.42,30.25
2006:Q2,12280249.00,53045.00,193655.00,445438.00,367125.00,12154.00,209504.00,118946.00,44880.00,14960.00,30718.00,114126.00,64068.00,50058.00,149921.00,2235216.00,2355401.00,6144665.00,288599.00,548.00,135497.00,5720021.00,11523425.00,3087657.00,111673.00,266449.00,2709535.00,2374313.00,598889.00,974216.00,801208.00,1761598.00,95147.00,1656131.00,2548579.00,43761.00,-7526.00,2512344.00,13114613.00,1430842.00,3541523.00,40.40,30.85
2006:Q3,12452756.00,43697.00,177559.00,456342.00,390647.00,12668.00,205727.00,118689.00,44794.00,14931.00,27313.00,110266.00,61942.00,48324.00,159532.00,2217738.00,2447677.00,6230904.00,291657.00,566.00,139323.00,5799357.00,11654250.00,3101156.00,110581.00,274201.00,2716374.00,2395659.00,607586.00,967021.00,821052.00,1777551.00,94466.00,1706884.00,2578534.00,43276.00,-36275.00,2571533.00,13465146.00,1446172.00,3557205.00,40.65,30.66
2006:Q4,12659452.00,49336.00,150742.00,496992.00,421275.00,15533.00,211417.00,122669.00,45463.00,15154.00,28131.00,108110.00,59817.00,48293.00,173221.00,2099243.00,2440731.00,6492852.00,291494.00,580.00,140086.00,6060692.00,11821030.00,3156936.00,112519.00,296647.00,2747770.00,2519074.00,612930.00,1028438.00,877707.00,1812853.00,85421.00,1722710.00,2524036.00,64745.00,-28843.00,2488134.00,14359400.00,1518516.00,3652161.00,41.58,30.90
2007:Q1,12890047.00,45306.00,150499.00,480421.00,413320.00,13914.00,189700.00,109057.00,39167.00,13056.00,28420.00,103179.00,55269.00,47910.00,174805.00,2180280.00,2669269.00,6469354.00,294516.00,625.00,82932.00,6091281.00,12087115.00,3211477.00,126170.00,310797.00,2774510.00,2573440.00,612061.00,1082142.00,879236.00,1825283.00,73230.00,1757701.00,2645984.00,65879.00,-28241.00,2608346.00,14870979.00,1467965.00,3718887.00,39.47,31.47
2007:Q2,13222708.00,55824.00,169477.00,471493.00,432934.00,8695.00,188115.00,114501.00,33119.00,11040.00,29455.00,99982.00,50671.00,49311.00,181888.00,2265370.00,2734264.00,6614666.00,297582.00,675.00,87353.00,6229057.00,12396700.00,3312987.00,154348.00,338533.00,2820106.00,2677359.00,614730.00,1160451.00,902178.00,1859271.00,63114.00,1826928.00,2657041.00,67015.00,-93952.00,2683978.00,15868699.00,1508426.00,3851915.00,39.16,32.21
2007:Q3,13483474.00,56965.00,169468.00,449046.00,499858.00,7643.00,162356.00,79935.00,38968.00,12989.00,30464.00,96435.00,46022.00,50413.00,183739.00,2301780.00,2854255.00,6701929.00,300709.00,694.00,83132.00,6317394.00,12678935.00,3316121.00,131417.00,350631.00,2834073.00,2856258.00,670998.00,1250546.00,934715.00,1863774.00,51882.00,1880849.00,2710051.00,68150.00,-97658.00,2739559.00,16114315.00,1529075.00,3968616.00,38.53,33.26
2007:Q4,13752763.00,50250.00,143131.00,441335.00,548455.00,8050.00,149742.00,69462.00,38319.00,12773.00,29188.00,91201.00,41374.00,49827.00,178028.00,2261804.00,2892897.00,6987870.00,299814.00,712.00,81515.00,6605829.00,12915428.00,3359068.00,123815.00,367441.00,2867812.00,2978789.00,715722.00,1315956.00,947111.00,1897931.00,35828.00,1961944.00,2681868.00,69286.00,-21631.00,2634213.00,15477368.00,1518991.00,4089252.00,37.15,34.01
2008:Q1,13547506.00,55037.00,125828.00,388425.00,623455.00,7100.00,109999.00,52866.00,27239.00,9080.00,20814.00,86013.00,39453.00,46560.00,161150.00,2294791.00,2971093.00,6724616.00,303148.00,436.00,84467.00,6336565.00,13005762.00,3408960.00,139958.00,377865.00,2891137.00,3045428.00,752754.00,1332370.00,960304.00,1858950.00,55007.00,1990412.00,2647005.00,72970.00,163649.00,2410386.00,14063932.00,1470994.00,4139038.00,35.54,34.47
2008:Q2,13442875.00,36837.00,114883.00,417939.00,631114.00,8056.00,117130.00,58271.00,28797.00,9599.00,20463.00,84602.00,37533.00,47069.00,155506.00,2312804.00,3085487.00,6478517.00,307806.00,418.00,82218.00,6088075.00,13119836.00,3505015.00,139829.00,406270.00,2958916.00,3086853.00,759907.00,1362523.00,964423.00,1818800.00,37941.00,2022714.00,2648513.00,76654.00,225441.00,2346418.00,13963181.00,1481465.00,4119000.00,35.97,34.32
