1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q2,210721.00,1065.00,29408.00,5160.00,0.00,0.00,21340.00,1008.00,15252.00,1314.00,3766.00,10135.00,56.00,10079.00,193.00,96295.00,37577.00,9548.00,5963.00,99.00,0.00,3486.00,263603.00,87682.00,987.00,0.00,86695.00,79858.00,42769.00,10562.00,26527.00,69835.00,13743.00,5869.00,6616.00,834.00,33642.00,-27860.00,469026.00,57166.00,137896.00,41.46,32.42
1963:Q3,215282.00,1000.00,30048.00,5117.00,0.00,0.00,21017.00,445.00,14602.00,1399.00,4571.00,10312.00,56.00,10256.00,195.00,99420.00,38183.00,9990.00,6050.00,99.00,0.00,3841.00,268333.00,88336.00,1111.00,0.00,87225.00,80357.00,42999.00,10195.00,27162.00,72135.00,14713.00,5991.00,6801.00,864.00,32635.00,-26698.00,487677.00,57377.00,141154.00,40.65,32.19
1963:Q4,220743.00,731.00,33654.00,5687.00,0.00,0.00,21492.00,969.00,15128.00,1608.00,3787.00,11405.00,60.00,11345.00,203.00,99080.00,39081.00,9409.00,6105.00,100.00,0.00,3204.00,279128.00,89382.00,968.00,0.00,88414.00,84802.00,45623.00,10942.00,28236.00,76199.00,15744.00,5852.00,7149.00,895.00,31675.00,-25421.00,465779.00,61767.00,149477.00,41.32,33.03
1964:Q1,220334.00,867.00,29082.00,6724.00,0.00,68.00,22638.00,1341.00,16148.00,1325.00,3824.00,10564.00,65.00,10499.00,214.00,100167.00,39821.00,10189.00,6189.00,101.00,0.00,3899.00,277173.00,90039.00,948.00,0.00,89091.00,85661.00,45036.00,11799.00,28827.00,73042.00,15109.00,5938.00,7384.00,940.00,30087.00,-23643.00,495027.00,59593.00,145933.00,40.84,32.89
1964:Q2,225217.00,978.00,31046.00,6452.00,0.00,169.00,22000.00,1058.00,15240.00,1364.00,4338.00,11105.00,72.00,11033.00,225.00,101853.00,40774.00,10615.00,6267.00,102.00,0.00,4246.00,282708.00,91251.00,889.00,0.00,90362.00,88449.00,46688.00,12414.00,29347.00,74631.00,14675.00,6045.00,7657.00,978.00,28970.00,-22291.00,511094.00,60870.00,149298.00,40.77,33.38
1964:Q3,231270.00,1243.00,31237.00,6309.00,0.00,135.00,21074.00,1729.00,14402.00,1152.00,3791.00,11260.00,79.00,11181.00,238.00,107264.00,41684.00,10826.00,6346.00,102.00,0.00,4378.00,288840.00,92139.00,1081.00,0.00,91058.00,89761.00,47295.00,12296.00,30170.00,77614.00,15338.00,6098.00,7890.00,1014.00,28048.00,-21172.00,528953.00,60236.00,153624.00,39.21,33.35
1964:Q4,235287.00,1097.00,32980.00,6671.00,0.00,309.00,20855.00,1694.00,14481.00,1000.00,3680.00,12365.00,84.00,12281.00,253.00,107622.00,42632.00,10503.00,6434.00,103.00,0.00,3966.00,301461.00,93533.00,1125.00,0.00,92408.00,94392.00,50264.00,12685.00,31443.00,83165.00,16211.00,6033.00,8128.00,1049.00,27290.00,-20211.00,545955.00,62165.00,163449.00,38.03,34.10
1965:Q1,237581.00,1033.00,29646.00,7704.00,0.00,280.00,21054.00,995.00,14092.00,1078.00,4889.00,11493.00,86.00,11407.00,270.00,110418.00,44164.00,11519.00,6521.00,104.00,0.00,4894.00,305766.00,94189.00,847.00,0.00,93342.00,98083.00,52461.00,13442.00,32181.00,83036.00,15891.00,6206.00,8361.00,1081.00,26804.00,-19524.00,559834.00,59987.00,165676.00,36.21,34.72
1965:Q2,243210.00,822.00,30461.00,8601.00,0.00,198.00,19512.00,678.00,12320.00,1059.00,5455.00,12125.00,86.00,12039.00,289.00,113626.00,45578.00,11998.00,6624.00,107.00,0.00,5267.00,313514.00,95668.00,727.00,0.00,94941.00,102183.00,55467.00,14108.00,32608.00,85534.00,15316.00,6209.00,8603.00,1087.00,27862.00,-20346.00,539451.00,59883.00,171152.00,34.99,35.53
1965:Q3,249121.00,892.00,29522.00,9212.00,0.00,336.00,19162.00,893.00,11829.00,1254.00,5186.00,12131.00,86.00,12045.00,309.00,119193.00,46527.00,11837.00,6738.00,107.00,0.00,4991.00,321500.00,97560.00,926.00,0.00,96634.00,103575.00,56659.00,13777.00,33138.00,88813.00,16329.00,6371.00,8852.00,1157.00,25742.00,-18047.00,587928.00,59433.00,176504.00,33.67,35.48
1965:Q4,262709.00,781.00,33309.00,8993.00,0.00,593.00,19756.00,1370.00,12548.00,1238.00,4600.00,13314.00,88.00,13226.00,330.00,120892.00,53344.00,11397.00,6859.00,111.00,0.00,4427.00,336871.00,98057.00,797.00,0.00,97260.00,110136.00,61141.00,14894.00,34101.00,94866.00,18294.00,6433.00,9085.00,1203.00,25040.00,-17158.00,623812.00,63762.00,189992.00,33.56,36.90
1966:Q1,264794.00,884.00,28204.00,9886.00,0.00,512.00,20617.00,2375.00,12958.00,1216.00,4068.00,12265.00,93.00,12172.00,351.00,124146.00,54309.00,13621.00,6990.00,118.00,0.00,6512.00,341273.00,101043.00,820.00,0.00,100223.00,112566.00,62119.00,15760.00,34688.00,93645.00,18132.00,6570.00,9316.00,1226.00,25900.00,-17810.00,606267.00,60454.00,190475.00,31.74,36.84
1966:Q2,270253.00,917.00,29006.00,9708.00,0.00,439.00,19245.00,2473.00,11330.00,1382.00,4060.00,12891.00,100.00,12791.00,370.00,128445.00,55794.00,13438.00,7132.00,126.00,0.00,6180.00,350031.00,103651.00,861.00,0.00,102790.00,118663.00,66583.00,16261.00,35819.00,95960.00,15594.00,6669.00,9494.00,1223.00,28462.00,-20191.00,581050.00,59685.00,195259.00,30.57,37.65
1966:Q3,274243.00,932.00,27877.00,9774.00,0.00,481.00,18339.00,1952.00,10774.00,1107.00,4506.00,12560.00,108.00,12452.00,393.00,133794.00,56929.00,13164.00,7281.00,131.00,0.00,5752.00,358584.00,106689.00,1466.00,0.00,105223.00,119907.00,67759.00,15365.00,36783.00,99218.00,16562.00,6633.00,9575.00,1189.00,32843.00,-24457.00,523227.00,57796.00,200370.00,28.84,37.33
1966:Q4,277090.00,885.00,32637.00,8603.00,0.00,895.00,18572.00,2852.00,11054.00,1027.00,3639.00,13511.00,114.00,13397.00,425.00,133268.00,56731.00,11563.00,7435.00,136.00,0.00,3992.00,371055.00,109096.00,1622.00,0.00,107474.00,123828.00,69715.00,16422.00,37691.00,104101.00,17414.00,6947.00,9670.00,1249.00,32186.00,-23765.00,547891.00,62017.00,209274.00,29.63,37.68
1967:Q1,275576.00,951.00,29533.00,9556.00,0.00,568.00,18078.00,3495.00,10445.00,793.00,3345.00,12509.00,115.00,12394.00,469.00,133760.00,58053.00,12099.00,7597.00,138.00,0.00,4364.00,372354.00,113294.00,2677.00,0.00,110617.00,125358.00,70151.00,16930.00,38277.00,100021.00,16730.00,7141.00,9810.00,1353.00,29224.00,-20768.00,625556.00,59155.00,206509.00,28.65,37.61
1967:Q2,276773.00,843.00,31447.00,8777.00,0.00,667.00,15334.00,3418.00,7908.00,686.00,3322.00,13006.00,113.00,12893.00,523.00,135559.00,58881.00,11736.00,7769.00,140.00,0.00,3827.00,375816.00,117478.00,3242.00,0.00,114236.00,128539.00,73315.00,16578.00,38646.00,101278.00,11296.00,7355.00,9870.00,1380.00,30463.00,-21973.00,641312.00,57591.00,205709.00,28.00,37.86
1967:Q3,283520.00,827.00,32579.00,9099.00,0.00,605.00,14993.00,3916.00,7287.00,684.00,3106.00,12806.00,111.00,12695.00,581.00,139850.00,60053.00,12127.00,7946.00,147.00,0.00,4034.00,383072.00,122009.00,3264.00,0.00,118745.00,127532.00,72504.00,16088.00,38941.00,103953.00,11866.00,7492.00,10220.00,1451.00,29376.00,-20607.00,678588.00,58684.00,207675.00,28.26,36.81
1967:Q4,294869.00,1055.00,35098.00,9682.00,0.00,670.00,16871.00,3952.00,8614.00,1005.00,3300.00,13793.00,112.00,13681.00,635.00,141598.00,63037.00,12430.00,8116.00,153.00,0.00,4161.00,399101.00,125166.00,3034.00,0.00,122132.00,130079.00,76269.00,16575.00,37234.00,110025.00,13225.00,7595.00,13011.00,1470.00,31104.00,-19563.00,712221.00,64011.00,219128.00,29.21,37.56
1968:Q1,300111.00,1357.00,33500.00,9375.00,0.00,1103.00,19243.00,3819.00,9950.00,1184.00,4290.00,12730.00,106.00,12624.00,692.00,144408.00,64147.00,13556.00,8306.00,161.00,0.00,5089.00,408323.00,128216.00,3482.00,0.00,124734.00,134279.00,75965.00,17656.00,40657.00,109085.00,17667.00,7946.00,11131.00,1443.00,35325.00,-25637.00,652734.00,65270.00,223855.00,29.16,36.99
1968:Q2,306988.00,1749.00,35298.00,8129.00,0.00,1067.00,18304.00,4603.00,8627.00,1333.00,3741.00,13144.00,104.00,13040.00,759.00,149697.00,65433.00,13408.00,8492.00,170.00,0.00,4746.00,416714.00,131662.00,3400.00,0.00,128262.00,138539.00,79707.00,17958.00,40874.00,113714.00,13031.00,8079.00,11689.00,1566.00,31638.00,-21515.00,731114.00,65306.00,227810.00,28.67,37.40
1968:Q3,313713.00,1832.00,35146.00,8539.00,0.00,1021.00,17515.00,5071.00,7879.00,1364.00,3201.00,12687.00,103.00,12584.00,816.00,156494.00,67032.00,12631.00,8692.00,178.00,0.00,3761.00,428719.00,136491.00,4928.00,0.00,131563.00,139161.00,80255.00,17507.00,41399.00,119581.00,12930.00,8196.00,12359.00,1621.00,32021.00,-21283.00,728536.00,64869.00,235201.00,27.58,37.25
1968:Q4,327949.00,1587.00,37831.00,9056.00,0.00,1121.00,19274.00,5099.00,8959.00,1434.00,3782.00,13896.00,100.00,13796.00,845.00,160123.00,70780.00,13437.00,8923.00,185.00,0.00,4329.00,448234.00,139274.00,4249.00,0.00,135025.00,146800.00,86106.00,18296.00,42399.00,126472.00,14330.00,8250.00,13108.00,1671.00,33082.00,-21645.00,843150.00,69714.00,249452.00,27.95,37.98
1969:Q1,335841.00,1856.00,37056.00,7692.00,0.00,2202.00,20976.00,6207.00,9399.00,1770.00,3600.00,12925.00,123.00,12802.00,845.00,165141.00,72317.00,14832.00,9185.00,194.00,0.00,5452.00,457487.00,143342.00,4880.00,0.00,138462.00,149814.00,87278.00,19325.00,43212.00,126454.00,15517.00,8558.00,13802.00,1667.00,37457.00,-25322.00,803399.00,70627.00,253453.00,27.87,38.03
1969:Q2,343738.00,1809.00,40855.00,4593.00,0.00,1946.00,19656.00,6806.00,7949.00,1601.00,3300.00,13326.00,160.00,13166.00,816.00,171408.00,74151.00,15178.00,9480.00,207.00,0.00,5491.00,470727.00,146657.00,4914.00,0.00,141743.00,157072.00,91765.00,22533.00,42775.00,131507.00,12220.00,8775.00,14496.00,1674.00,41663.00,-28841.00,774485.00,69675.00,262939.00,26.50,39.25
1969:Q3,351636.00,1618.00,41400.00,3525.00,0.00,2868.00,17611.00,7206.00,5786.00,1569.00,3050.00,13251.00,201.00,13050.00,777.00,179673.00,75781.00,15132.00,9789.00,230.00,0.00,5113.00,484267.00,150245.00,5778.00,0.00,144467.00,159611.00,91186.00,25853.00,42572.00,137717.00,12507.00,9017.00,15170.00,1672.00,46494.00,-32996.00,743955.00,67799.00,273041.00,24.83,39.64
1969:Q4,362159.00,1173.00,43436.00,3652.00,0.00,3311.00,17750.00,7628.00,5646.00,1676.00,2800.00,14263.00,236.00,14027.00,745.00,182946.00,79799.00,15084.00,10093.00,253.00,0.00,4738.00,502851.00,152356.00,5356.00,0.00,147000.00,166523.00,95655.00,27576.00,43292.00,145977.00,12628.00,9590.00,15777.00,1710.00,49205.00,-35138.00,705075.00,70067.00,287191.00,24.40,40.32
1970:Q1,366285.00,1172.00,41003.00,4348.00,0.00,3762.00,17562.00,8156.00,5255.00,1476.00,2675.00,13199.00,194.00,13005.00,719.00,186944.00,81920.00,15656.00,10335.00,28.00,0.00,5292.00,508819.00,157113.00,7044.00,0.00,150069.00,181106.00,93524.00,31125.00,56458.00,143719.00,12846.00,10179.00,3856.00,1720.00,56161.00,-54025.00,677754.00,68566.00,288258.00,23.79,38.94
1970:Q2,371412.00,1220.00,39710.00,5311.00,0.00,1259.00,19033.00,8432.00,6065.00,1486.00,3050.00,13497.00,202.00,13295.00,688.00,189675.00,84423.00,16596.00,10546.00,29.00,0.00,6021.00,521373.00,162692.00,6895.00,0.00,155797.00,187855.00,96837.00,33717.00,57301.00,146599.00,10054.00,10400.00,3774.00,1560.00,68514.00,-66300.00,541573.00,67221.00,294101.00,22.86,39.21
1970:Q3,375081.00,1141.00,40835.00,5325.00,0.00,63.00,18488.00,8433.00,6966.00,1164.00,1925.00,13887.00,208.00,13679.00,662.00,192568.00,86057.00,16055.00,10761.00,30.00,0.00,5264.00,529429.00,168518.00,7361.00,0.00,161157.00,187596.00,98636.00,30461.00,58500.00,148522.00,10159.00,10763.00,3871.00,1730.00,63789.00,-61648.00,633467.00,66514.00,295138.00,22.54,38.32
1970:Q4,383596.00,798.00,44388.00,5347.00,0.00,234.00,19056.00,9389.00,6283.00,1209.00,2175.00,14876.00,214.00,14662.00,645.00,191389.00,90606.00,16257.00,11016.00,31.00,0.00,5210.00,542271.00,173889.00,7133.00,0.00,166756.00,189495.00,101697.00,28035.00,59762.00,153842.00,9996.00,11074.00,3974.00,1858.00,60923.00,-58807.00,702189.00,70468.00,300704.00,23.43,37.66
1971:Q1,389565.00,1082.00,40289.00,7544.00,0.00,1318.00,19163.00,9954.00,5735.00,1049.00,2425.00,15887.00,219.00,15668.00,645.00,193247.00,89150.00,21240.00,11260.00,32.00,0.00,9947.00,548860.00,180555.00,8333.00,0.00,172222.00,189254.00,99687.00,28661.00,60905.00,151926.00,11698.00,11280.00,4148.00,2004.00,56986.00,-54842.00,774490.00,70041.00,300305.00,23.32,36.96
1971:Q2,397655.00,1102.00,41014.00,8824.00,0.00,6.00,20525.00,9791.00,7130.00,929.00,2675.00,16379.00,199.00,16180.00,659.00,196592.00,91419.00,21135.00,11494.00,33.00,0.00,9608.00,559348.00,184497.00,6856.00,20.00,177621.00,194718.00,102607.00,30090.00,62021.00,153992.00,10799.00,11431.00,3911.00,2029.00,59123.00,-57241.00,778343.00,72130.00,304344.00,23.70,36.80
1971:Q3,408933.00,1239.00,41075.00,9265.00,0.00,1063.00,20548.00,10510.00,6211.00,902.00,2925.00,16633.00,220.00,16413.00,677.00,201971.00,93658.00,22805.00,11757.00,34.00,0.00,11014.00,570471.00,188691.00,7434.00,53.00,181204.00,197114.00,104363.00,29810.00,62941.00,157278.00,12131.00,11115.00,4142.00,2097.00,59271.00,-57226.00,765304.00,73867.00,311015.00,23.75,36.70
1971:Q4,425197.00,1234.00,42923.00,9509.00,0.00,1077.00,24418.00,11275.00,9057.00,911.00,3175.00,17553.00,239.00,17314.00,690.00,203801.00,99578.00,24414.00,12091.00,36.00,0.00,12287.00,588239.00,191896.00,6247.00,86.00,185563.00,200340.00,106157.00,29248.00,64936.00,167507.00,13086.00,11181.00,4230.00,2199.00,57859.00,-55828.00,823753.00,79851.00,322244.00,24.78,36.11
1972:Q1,436336.00,1421.00,40596.00,11740.00,0.00,2565.00,23843.00,12388.00,7207.00,823.00,3425.00,16284.00,237.00,16047.00,701.00,210218.00,96557.00,32411.00,12502.00,36.00,0.00,19873.00,597268.00,196002.00,7538.00,126.00,188338.00,205318.00,106744.00,30561.00,68012.00,166340.00,14398.00,10949.00,4261.00,2350.00,54616.00,-52705.00,871948.00,80866.00,325581.00,24.84,36.09
1972:Q2,445494.00,1626.00,40592.00,12324.00,0.00,3111.00,22902.00,13219.00,5200.00,808.00,3675.00,16804.00,199.00,16605.00,711.00,215549.00,98126.00,33748.00,12994.00,37.00,0.00,20717.00,608206.00,200569.00,8126.00,293.00,192150.00,211022.00,110749.00,30838.00,69435.00,169128.00,12257.00,11187.00,4044.00,2426.00,55649.00,-54031.00,874936.00,81266.00,331097.00,24.54,36.37
1972:Q3,456962.00,1820.00,43509.00,10941.00,0.00,2103.00,23241.00,13513.00,4828.00,975.00,3925.00,17228.00,271.00,16957.00,721.00,222993.00,100132.00,34274.00,13506.00,37.00,0.00,20730.00,624034.00,203414.00,7761.00,466.00,195187.00,214341.00,112568.00,30460.00,71313.00,177611.00,13824.00,11559.00,3285.00,2537.00,55020.00,-54272.00,893435.00,82335.00,342224.00,24.06,36.10
1972:Q4,493635.00,2172.00,45302.00,11890.00,0.00,2688.00,26327.00,14235.00,6881.00,1036.00,4175.00,18224.00,226.00,17998.00,732.00,230207.00,120465.00,35627.00,13977.00,41.00,0.00,21609.00,652831.00,205352.00,6968.00,634.00,197750.00,226463.00,119174.00,33116.00,74173.00,190682.00,15521.00,11946.00,2867.00,2722.00,50454.00,-50309.00,1032664.00,89111.00,365461.00,24.38,36.88
1973:Q1,510579.00,2722.00,41424.00,15583.00,0.00,6514.00,24727.00,13258.00,5947.00,1097.00,4425.00,17290.00,264.00,17026.00,743.00,240370.00,104576.00,56631.00,14459.00,42.00,0.00,42130.00,670548.00,206028.00,5871.00,955.00,199202.00,238368.00,126701.00,35284.00,76383.00,192172.00,17634.00,12891.00,3456.00,2695.00,56170.00,-55409.00,970552.00,91713.00,377661.00,24.28,37.77
1973:Q2,528185.00,3005.00,41429.00,17879.00,0.00,6345.00,24502.00,13437.00,4759.00,1256.00,5050.00,18279.00,300.00,17979.00,754.00,251373.00,107275.00,57345.00,14952.00,45.00,0.00,42348.00,698149.00,209771.00,6032.00,1490.00,202249.00,251929.00,131863.00,37122.00,82945.00,203349.00,15760.00,14031.00,3309.00,2634.00,63511.00,-62836.00,903639.00,93914.00,394126.00,23.83,37.91
1973:Q3,545030.00,2729.00,43081.00,17271.00,0.00,9501.00,21890.00,13633.00,1923.00,1659.00,4675.00,18394.00,312.00,18082.00,765.00,264071.00,109121.00,58207.00,15456.00,49.00,0.00,42703.00,725932.00,213220.00,6335.00,1979.00,204906.00,265090.00,132131.00,39100.00,93859.00,211837.00,17565.00,14501.00,3718.00,2826.00,58182.00,-57290.00,953484.00,95237.00,406969.00,23.40,37.12
1973:Q4,571698.00,3329.00,46699.00,16623.00,0.00,11262.00,23431.00,14876.00,2482.00,2035.00,4038.00,19480.00,324.00,19156.00,775.00,269317.00,120302.00,60480.00,15970.00,51.00,0.00,44459.00,764641.00,217721.00,8382.00,2430.00,206909.00,279716.00,134126.00,40752.00,104837.00,228791.00,19305.00,14587.00,4521.00,2697.00,69686.00,-67862.00,809377.00,102119.00,431356.00,23.67,36.84
1974:Q1,584675.00,3729.00,42637.00,18791.00,0.00,12472.00,24079.00,16212.00,968.00,2330.00,4569.00,18532.00,397.00,18135.00,785.00,281929.00,119192.00,62529.00,16497.00,52.00,0.00,45980.00,782273.00,222690.00,9235.00,2841.00,210614.00,287423.00,137548.00,43064.00,106810.00,228674.00,22325.00,16394.00,4767.00,2791.00,70258.00,-68282.00,784167.00,102493.00,440847.00,23.25,37.22
1974:Q2,599049.00,3529.00,42976.00,19179.00,0.00,10046.00,23788.00,15131.00,1492.00,2607.00,4558.00,19803.00,471.00,19332.00,794.00,297374.00,121047.00,60513.00,17038.00,56.00,0.00,43418.00,811894.00,229232.00,9967.00,3265.00,216000.00,300266.00,147980.00,44885.00,107401.00,239399.00,21308.00,16904.00,4786.00,2718.00,79617.00,-77549.00,723296.00,100312.00,463539.00,21.64,38.31
1974:Q3,617222.00,3129.00,45826.00,19045.00,0.00,8630.00,26587.00,16933.00,1981.00,3080.00,4593.00,20335.00,617.00,19718.00,804.00,305285.00,125217.00,62364.00,17588.00,60.00,0.00,44716.00,838289.00,236357.00,12569.00,3596.00,220192.00,302541.00,151507.00,46427.00,104607.00,249203.00,25444.00,18485.00,6259.00,2459.00,98259.00,-94459.00,540407.00,104021.00,485150.00,21.44,39.06
1974:Q4,616099.00,4946.00,48162.00,20464.00,0.00,5485.00,26740.00,16520.00,2613.00,2953.00,4654.00,21022.00,746.00,20276.00,816.00,245519.00,128224.00,114721.00,18143.00,65.00,0.00,96513.00,769203.00,243170.00,12513.00,4078.00,226579.00,309896.00,156066.00,50091.00,103738.00,165625.00,24516.00,19295.00,6701.00,2670.00,92791.00,-88760.00,557581.00,106613.00,408811.00,26.08,39.54
1975:Q1,740793.00,2170.00,52620.00,19761.00,0.00,1453.00,22971.00,6255.00,6488.00,3999.00,6229.00,28173.00,9247.00,18926.00,832.00,262584.00,132008.00,218222.00,18694.00,67.00,500.00,198960.00,1038607.00,254526.00,14009.00,4508.00,236009.00,302345.00,147759.00,50686.00,103900.00,153489.00,22901.00,19409.00,285937.00,3035.00,81676.00,201226.00,684902.00,99807.00,388844.00,25.67,38.15
1975:Q2,759657.00,1739.00,54710.00,21958.00,0.00,794.00,25659.00,6685.00,8123.00,3555.00,7296.00,29100.00,9397.00,19703.00,851.00,269070.00,135936.00,219839.00,19255.00,71.00,1000.00,199514.00,1053534.00,261258.00,11658.00,5319.00,244281.00,301534.00,145313.00,51207.00,105014.00,153874.00,18582.00,20178.00,298108.00,3436.00,66956.00,227716.00,791599.00,105711.00,380634.00,27.77,36.99
1975:Q3,763274.00,1760.00,53996.00,24292.00,0.00,813.00,25362.00,7267.00,9192.00,3484.00,5419.00,29630.00,9547.00,20083.00,871.00,285011.00,137066.00,204473.00,19829.00,75.00,1500.00,183069.00,1078562.00,265658.00,11780.00,5920.00,247958.00,299218.00,141120.00,51417.00,106682.00,164111.00,20917.00,20163.00,308495.00,3431.00,72385.00,232679.00,701690.00,107094.00,389344.00,27.51,36.17
1975:Q4,774239.00,2622.00,58691.00,24130.00,0.00,1189.00,30745.00,8371.00,14264.00,3264.00,4846.00,30909.00,9697.00,21212.00,890.00,271441.00,141045.00,212577.00,20433.00,84.00,2000.00,190061.00,1092414.00,270077.00,9616.00,6678.00,253783.00,302588.00,141944.00,52700.00,107945.00,176878.00,22292.00,21490.00,299089.00,3665.00,66111.00,229313.00,754817.00,118267.00,403429.00,29.32,35.67
1976:Q1,809481.00,3182.00,58860.00,24945.00,0.00,3107.00,35755.00,9324.00,19259.00,3088.00,4084.00,30170.00,9864.00,20306.00,912.00,290075.00,144667.00,217808.00,21210.00,89.00,2250.00,194259.00,1119674.00,278165.00,10926.00,6985.00,260254.00,297877.00,134401.00,55716.00,107760.00,168504.00,25583.00,22849.00,326696.00,3965.00,56866.00,265865.00,868179.00,126761.00,395130.00,32.08,34.90
1976:Q2,840423.00,3298.00,59503.00,26347.00,0.00,1329.00,36008.00,9073.00,20432.00,3029.00,3474.00,31349.00,10030.00,21319.00,942.00,305080.00,146557.00,230010.00,22081.00,93.00,2500.00,205336.00,1145673.00,284516.00,11818.00,7487.00,265211.00,304973.00,136841.00,58008.00,110124.00,176799.00,22915.00,23734.00,332736.00,3984.00,60902.00,267850.00,887651.00,127427.00,406382.00,31.36,35.06
1976:Q3,861557.00,2709.00,58946.00,25462.00,0.00,1961.00,35022.00,9486.00,18534.00,3018.00,3984.00,31983.00,10199.00,21784.00,964.00,317988.00,149422.00,237100.00,22998.00,95.00,2750.00,211257.00,1178618.00,290157.00,10889.00,8360.00,270908.00,307742.00,135801.00,59147.00,112794.00,183236.00,26002.00,24532.00,346949.00,4032.00,65248.00,277669.00,897275.00,125064.00,415075.00,30.13,34.43
1976:Q4,864091.00,3439.00,63406.00,28783.00,0.00,1459.00,39154.00,10511.00,21547.00,2868.00,4228.00,33867.00,10367.00,23500.00,964.00,302449.00,211984.00,178586.00,23912.00,102.00,3000.00,151573.00,1195762.00,296826.00,11049.00,9163.00,276614.00,317520.00,138761.00,63866.00,114892.00,195798.00,27790.00,43001.00,314827.00,4130.00,67307.00,243390.00,927300.00,137205.00,437265.00,31.38,34.78
1977:Q1,881800.00,3897.00,59027.00,27955.00,31.00,1701.00,39768.00,10494.00,22381.00,2789.00,4104.00,32380.00,11160.00,21220.00,941.00,325485.00,213519.00,177097.00,24948.00,107.00,3250.00,148792.00,1230952.00,306027.00,12083.00,11928.00,282016.00,324557.00,141318.00,67140.00,116099.00,197280.00,29197.00,43776.00,330115.00,4140.00,73641.00,252334.00,856996.00,133320.00,447018.00,29.82,34.97
1977:Q2,902327.00,4744.00,61170.00,29290.00,74.00,1848.00,34028.00,9442.00,17508.00,2682.00,4396.00,34094.00,11961.00,22133.00,895.00,338436.00,216971.00,180777.00,26042.00,111.00,3500.00,151124.00,1255599.00,312705.00,12914.00,14079.00,285712.00,337264.00,147277.00,70964.00,119022.00,205311.00,23478.00,44599.00,332243.00,4284.00,71857.00,256102.00,881959.00,132049.00,459945.00,28.71,35.56
1977:Q3,930575.00,4914.00,60920.00,29897.00,130.00,2167.00,33482.00,8984.00,17055.00,2375.00,5068.00,35337.00,12772.00,22565.00,841.00,355283.00,219060.00,188544.00,27201.00,113.00,3750.00,157480.00,1296375.00,320704.00,13175.00,15713.00,291816.00,343178.00,148563.00,71302.00,123313.00,210866.00,26812.00,45480.00,349335.00,4348.00,75551.00,269436.00,845194.00,132351.00,470718.00,28.12,35.10
1977:Q4,965317.00,5686.00,67177.00,35456.00,200.00,2115.00,32988.00,9390.00,16556.00,2672.00,4370.00,37943.00,13582.00,24361.00,790.00,346406.00,235712.00,200844.00,28435.00,121.00,4000.00,168288.00,1343059.00,329676.00,12808.00,17377.00,299491.00,360646.00,153766.00,77648.00,129232.00,227832.00,29134.00,50246.00,345525.00,4459.00,75987.00,265079.00,819054.00,144412.00,501188.00,28.81,35.38
1978:Q1,993600.00,7097.00,60397.00,35080.00,255.00,2376.00,31857.00,10332.00,14993.00,2897.00,3635.00,37140.00,14065.00,23075.00,738.00,366132.00,240120.00,212408.00,29775.00,128.00,4500.00,178005.00,1393050.00,336357.00,13719.00,18702.00,303936.00,373188.00,162017.00,78546.00,132625.00,230556.00,32136.00,51473.00,369341.00,4551.00,79480.00,285310.00,773767.00,137800.00,516973.00,26.66,35.84
1978:Q2,1018425.00,7450.00,62820.00,35386.00,268.00,2272.00,31087.00,9330.00,13970.00,3358.00,4429.00,38259.00,14552.00,23707.00,667.00,389338.00,243580.00,207298.00,31223.00,132.00,4775.00,171167.00,1432182.00,345610.00,14419.00,20838.00,310353.00,388002.00,168747.00,82257.00,136998.00,242406.00,27075.00,53550.00,375539.00,4845.00,71078.00,299616.00,833089.00,139950.00,534903.00,26.16,36.18
1978:Q3,1055943.00,6457.00,63731.00,34266.00,349.00,2038.00,29508.00,9061.00,12692.00,2779.00,4976.00,39361.00,15046.00,24315.00,615.00,415102.00,245214.00,219302.00,32705.00,137.00,5050.00,181409.00,1476686.00,353531.00,14992.00,23017.00,315522.00,391532.00,167988.00,83421.00,140123.00,248746.00,30596.00,55937.00,396344.00,5214.00,59414.00,331716.00,895681.00,136964.00,545743.00,25.10,35.76
1978:Q4,1100181.00,8317.00,73495.00,38182.00,610.00,2509.00,31966.00,9512.00,15070.00,2773.00,4611.00,42037.00,15539.00,26498.00,618.00,407281.00,272921.00,222244.00,34148.00,143.00,5325.00,182628.00,1541444.00,361147.00,15499.00,25041.00,320607.00,404909.00,173563.00,89550.00,141797.00,272766.00,34055.00,62898.00,405668.00,5270.00,61741.00,338657.00,856213.00,155697.00,585432.00,26.60,36.37
