date,FL614090005.Q,FL613020003.Q,FL613030003.Q,FL613063003.Q,FL614023005.Q,FL613069500.Q,FL613065000.Q,FL613066005.Q,FL613092003.Q,FL613090005.Q,FL614190005.Q,FL614122005.Q,FL613169100.Q,FL613163005.Q,FL614123005.Q,FL613168000.Q,FL613169005.Q,FL613178003.Q,FL613192003.Q,FL613190005.Q,FL613194003.Q,FL613193005.Q,FL613066303.Q
1977:Q1,120755.00,3107.00,1036.00,0.00,110055.00,53065.00,14450.00,42540.00,1020.00,5537.00,109515.00,77317.00,32501.00,44816.00,12160.00,12160.00,0.00,316.00,73.00,19649.00,16304.00,3345.00,0.00
1977:Q2,126997.00,3142.00,1047.00,0.00,116145.00,56765.00,15174.00,44206.00,1031.00,5632.00,115488.00,83414.00,35527.00,47887.00,12569.00,12569.00,0.00,344.00,74.00,19087.00,17030.00,2057.00,0.00
1977:Q3,131764.00,3176.00,1059.00,0.00,120006.00,57689.00,16607.00,45710.00,1042.00,6481.00,120244.00,83943.00,35377.00,48566.00,14346.00,14346.00,0.00,375.00,75.00,21505.00,18054.00,3451.00,0.00
1977:Q4,140350.00,3209.00,1070.00,0.00,128569.00,62957.00,17260.00,48352.00,1054.00,6448.00,128618.00,91629.00,39570.00,52059.00,16744.00,16744.00,0.00,404.00,77.00,19764.00,17653.00,2111.00,0.00
1978:Q1,143296.00,3241.00,1080.00,0.00,131784.00,66305.00,17503.00,47976.00,1098.00,6093.00,131232.00,94576.00,40875.00,53701.00,15119.00,15119.00,0.00,434.00,78.00,21025.00,18100.00,2925.00,0.00
1978:Q2,150021.00,3272.00,1091.00,0.00,138050.00,68980.00,18542.00,50528.00,1143.00,6465.00,137688.00,98654.00,43600.00,55054.00,17363.00,17363.00,0.00,471.00,83.00,21117.00,20501.00,616.00,0.00
1978:Q3,155566.00,3303.00,1101.00,0.00,142180.00,68597.00,20513.00,53070.00,1191.00,7791.00,142902.00,98857.00,43702.00,55155.00,17313.00,17313.00,0.00,501.00,88.00,26143.00,21152.00,4991.00,0.00
1978:Q4,168553.00,3333.00,1111.00,0.00,154249.00,74411.00,22178.00,57660.00,1240.00,8620.00,155647.00,104549.00,47396.00,57153.00,20083.00,20083.00,0.00,510.00,97.00,30408.00,22249.00,8159.00,0.00
1979:Q1,173850.00,3362.00,1121.00,0.00,159809.00,78516.00,22568.00,58725.00,1292.00,8266.00,160707.00,110222.00,52365.00,57857.00,19226.00,19226.00,0.00,500.00,102.00,30657.00,21958.00,8699.00,0.00
1979:Q2,185748.00,3391.00,1130.00,0.00,170056.00,82702.00,24983.00,62371.00,1345.00,9826.00,172478.00,114563.00,56691.00,57872.00,22141.00,22141.00,0.00,470.00,114.00,35190.00,22277.00,12913.00,0.00
1979:Q3,193845.00,3419.00,1140.00,0.00,175643.00,81488.00,28303.00,65852.00,1401.00,12242.00,180609.00,112829.00,56058.00,56771.00,24367.00,24367.00,0.00,432.00,126.00,42855.00,24360.00,18495.00,0.00
1979:Q4,200472.00,3446.00,1149.00,0.00,183380.00,84529.00,28027.00,70824.00,1459.00,11038.00,185988.00,120252.00,60678.00,59574.00,24449.00,24449.00,0.00,393.00,149.00,40745.00,25718.00,15027.00,0.00
1980:Q1,200944.00,3472.00,1157.00,0.00,186265.00,85660.00,27563.00,73042.00,1520.00,8530.00,187307.00,119816.00,58743.00,61073.00,24193.00,24193.00,0.00,371.00,43.00,42884.00,25299.00,17585.00,0.00
1980:Q2,206842.00,3497.00,1166.00,0.00,188098.00,84510.00,27683.00,75905.00,1583.00,12498.00,190461.00,109042.00,45487.00,63555.00,24057.00,24057.00,0.00,353.00,148.00,56861.00,26386.00,30475.00,1549.00
1980:Q3,208416.00,3522.00,1174.00,0.00,188717.00,82391.00,29767.00,76559.00,1649.00,13354.00,190818.00,109705.00,44768.00,64937.00,24779.00,24779.00,0.00,335.00,407.00,55592.00,27393.00,28199.00,1615.00
1980:Q4,213055.00,3546.00,1182.00,0.00,195824.00,86946.00,29946.00,78932.00,1717.00,10786.00,196289.00,113088.00,47617.00,65471.00,25386.00,25386.00,0.00,310.00,433.00,57072.00,28950.00,28122.00,1720.00
1981:Q1,218593.00,3569.00,1190.00,0.00,197379.00,87543.00,31086.00,78750.00,1789.00,14666.00,201765.00,114340.00,49395.00,64945.00,24558.00,24558.00,0.00,285.00,34.00,62548.00,23371.00,39177.00,1741.00
1981:Q2,227799.00,3592.00,1197.00,0.00,207682.00,94310.00,32891.00,80481.00,1863.00,13465.00,211415.00,120275.00,54839.00,65436.00,26538.00,26538.00,0.00,258.00,61.00,64283.00,22186.00,42097.00,1756.00
1981:Q3,232393.00,3614.00,1205.00,0.00,211588.00,93060.00,33523.00,85005.00,1940.00,14046.00,215631.00,122730.00,57120.00,65610.00,26932.00,26932.00,0.00,229.00,218.00,65522.00,19600.00,45922.00,1732.00
1981:Q4,237753.00,3635.00,1212.00,0.00,218578.00,97580.00,33182.00,87816.00,2021.00,12307.00,220762.00,126144.00,57238.00,68906.00,27295.00,27295.00,0.00,195.00,37.00,67091.00,21103.00,45988.00,1863.00
1982:Q1,240897.00,3654.00,1218.00,0.00,219011.00,98108.00,33810.00,87093.00,2236.00,14778.00,223924.00,124422.00,52226.00,72196.00,28593.00,28593.00,0.00,159.00,100.00,70650.00,20557.00,50093.00,2025.00
1982:Q2,248227.00,3672.00,1224.00,0.00,224761.00,99445.00,35215.00,90101.00,2404.00,16166.00,231282.00,130169.00,56609.00,73560.00,28602.00,28602.00,0.00,114.00,159.00,72238.00,18404.00,53834.00,1894.00
1982:Q3,248558.00,3690.00,1230.00,0.00,224882.00,99097.00,35714.00,90071.00,2645.00,16111.00,231532.00,127072.00,52465.00,74607.00,28513.00,28513.00,0.00,75.00,93.00,75779.00,25302.00,50477.00,1898.00
1982:Q4,250492.00,3711.00,1237.00,0.00,228850.00,98324.00,37308.00,93218.00,2383.00,14311.00,232862.00,128408.00,51425.00,76983.00,29886.00,29886.00,0.00,53.00,360.00,74155.00,28409.00,45746.00,2048.00
1983:Q1,257283.00,3732.00,1244.00,0.00,231654.00,99629.00,38468.00,93557.00,2940.00,17713.00,238694.00,129844.00,51931.00,77913.00,31095.00,31095.00,0.00,56.00,236.00,77463.00,29588.00,47875.00,2190.00
1983:Q2,264144.00,3754.00,1251.00,0.00,238458.00,101694.00,39987.00,96777.00,2887.00,17794.00,245379.00,134018.00,56059.00,77959.00,31471.00,31471.00,0.00,81.00,423.00,79386.00,30575.00,48811.00,2365.00
1983:Q3,267250.00,3776.00,1259.00,0.00,241887.00,102607.00,40086.00,99194.00,2899.00,17429.00,247873.00,136651.00,56936.00,79715.00,31576.00,31576.00,0.00,111.00,661.00,78874.00,31632.00,47242.00,2609.00
1983:Q4,276303.00,3801.00,1267.00,0.00,254008.00,110351.00,39996.00,103661.00,2922.00,14305.00,257962.00,141455.00,60479.00,80976.00,32314.00,32314.00,0.00,127.00,19.00,84047.00,33584.00,50463.00,3071.00
1984:Q1,284685.00,3526.00,1175.00,13742.00,259218.00,116703.00,41024.00,101491.00,3479.00,3545.00,265725.00,148629.00,65453.00,83176.00,30805.00,30805.00,0.00,132.00,1257.00,84902.00,34445.00,50457.00,3752.00
1984:Q2,293925.00,3528.00,1176.00,13750.00,268947.00,120239.00,44078.00,104630.00,3021.00,3503.00,275311.00,152159.00,69424.00,82735.00,34169.00,34169.00,0.00,130.00,1355.00,87498.00,36386.00,51112.00,4528.00
1984:Q3,298230.00,3630.00,1210.00,14147.00,272901.00,121193.00,44383.00,107325.00,3330.00,3012.00,279387.00,154780.00,68049.00,86731.00,34530.00,34530.00,0.00,126.00,2241.00,87710.00,41079.00,46631.00,5084.00
1984:Q4,308964.00,3485.00,1162.00,13580.00,288968.00,131920.00,45351.00,111697.00,3396.00,-1627.00,290364.00,163663.00,73122.00,90541.00,35506.00,35506.00,0.00,124.00,1916.00,89155.00,42978.00,46177.00,5868.00
1985:Q1,315031.00,3550.00,1183.00,13834.00,292621.00,137050.00,44043.00,111528.00,3407.00,436.00,296705.00,170550.00,79489.00,91061.00,31950.00,31950.00,0.00,127.00,1816.00,92262.00,45213.00,47049.00,6738.00
1985:Q2,329573.00,3829.00,1276.00,14923.00,305573.00,139818.00,48108.00,117647.00,3378.00,594.00,311207.00,182977.00,84671.00,98306.00,29795.00,29795.00,0.00,131.00,2116.00,96188.00,51522.00,44666.00,7512.00
1985:Q3,347926.00,4466.00,1489.00,17404.00,318776.00,136292.00,54843.00,127641.00,3552.00,2239.00,330249.00,194675.00,96218.00,98457.00,35495.00,35495.00,0.00,136.00,1792.00,98151.00,57395.00,40756.00,8027.00
1985:Q4,363122.00,4442.00,1481.00,17309.00,335899.00,150170.00,53321.00,132408.00,3389.00,602.00,345892.00,207972.00,102684.00,105288.00,33052.00,33052.00,0.00,141.00,1369.00,103358.00,60554.00,42804.00,8553.00
1986:Q1,374457.00,4818.00,1606.00,18777.00,344514.00,157683.00,53796.00,133035.00,4663.00,79.00,357440.00,222402.00,108615.00,113787.00,31560.00,31560.00,0.00,143.00,1269.00,102066.00,63318.00,38748.00,9146.00
1986:Q2,394545.00,4830.00,1610.00,18823.00,365358.00,159839.00,65633.00,139886.00,5470.00,-1546.00,376797.00,233494.00,113773.00,119721.00,41545.00,41545.00,0.00,139.00,1200.00,100419.00,66907.00,33512.00,9462.00
1986:Q3,416045.00,5935.00,1978.00,23130.00,376789.00,152849.00,73194.00,150746.00,4647.00,3566.00,398554.00,243523.00,118742.00,124781.00,46767.00,46767.00,0.00,141.00,1769.00,106354.00,70444.00,35910.00,9974.00
1986:Q4,423838.00,5363.00,2298.00,22392.00,387551.00,165781.00,70781.00,150989.00,5655.00,579.00,407396.00,255842.00,124274.00,131568.00,45700.00,45700.00,0.00,164.00,3614.00,102076.00,70903.00,31173.00,11380.00
1987:Q1,426778.00,5576.00,2390.00,23284.00,388153.00,174092.00,69185.00,144876.00,5426.00,1949.00,408376.00,263330.00,125805.00,137525.00,40011.00,40011.00,0.00,211.00,3052.00,101772.00,71250.00,30522.00,11745.00
1987:Q2,438713.00,5471.00,2345.00,22848.00,401325.00,180880.00,72755.00,147690.00,5787.00,937.00,419893.00,270760.00,127554.00,143206.00,40238.00,40238.00,0.00,281.00,4651.00,103963.00,72472.00,31491.00,12290.00
1987:Q3,443678.00,6075.00,2604.00,25370.00,399930.00,180723.00,65567.00,153640.00,5899.00,3800.00,423389.00,284144.00,131831.00,152313.00,35257.00,35257.00,0.00,358.00,3471.00,100159.00,64264.00,35895.00,13234.00
1987:Q4,470294.00,6728.00,2883.00,28095.00,420232.00,200051.00,66065.00,154116.00,5210.00,7146.00,449061.00,276172.00,134986.00,141186.00,37380.00,37380.00,0.00,424.00,3451.00,131634.00,59393.00,72241.00,13703.00
1988:Q1,483224.00,7057.00,3024.00,29466.00,430686.00,211575.00,66925.00,152186.00,6186.00,6805.00,460918.00,271591.00,132488.00,139103.00,33271.00,33271.00,0.00,482.00,4211.00,151363.00,47139.00,104224.00,15093.00
1988:Q2,508027.00,7727.00,3312.00,32269.00,449132.00,215802.00,79232.00,154098.00,6517.00,9070.00,483330.00,285283.00,139322.00,145961.00,38082.00,38082.00,0.00,533.00,4279.00,155153.00,45081.00,110072.00,15761.00
1988:Q3,502859.00,7585.00,3251.00,31672.00,445765.00,215898.00,74940.00,154927.00,7055.00,7531.00,474977.00,284783.00,137416.00,147367.00,35066.00,35066.00,0.00,587.00,3860.00,150681.00,41556.00,109125.00,15649.00
1988:Q4,519652.00,7883.00,3379.00,32918.00,460374.00,228683.00,76353.00,155338.00,7300.00,7798.00,490298.00,299096.00,152056.00,147040.00,38411.00,38411.00,0.00,654.00,2668.00,149469.00,36763.00,112706.00,16642.00
1989:Q1,514461.00,7559.00,4070.00,33992.00,453266.00,235047.00,73054.00,145165.00,8402.00,7172.00,483007.00,301714.00,157160.00,144554.00,33595.00,33595.00,0.00,734.00,5854.00,141110.00,39545.00,101565.00,17766.00
1989:Q2,536588.00,8031.00,4324.00,36113.00,471586.00,242393.00,80201.00,148992.00,12930.00,3604.00,503050.00,311628.00,159133.00,152495.00,37308.00,37308.00,0.00,825.00,9448.00,143841.00,38628.00,105213.00,18566.00
1989:Q3,554242.00,8284.00,4460.00,37252.00,487127.00,238681.00,97981.00,150465.00,16320.00,799.00,518747.00,316122.00,157855.00,158267.00,46179.00,46179.00,0.00,922.00,5404.00,150120.00,35298.00,114822.00,18856.00
1989:Q4,568610.00,8668.00,4668.00,38981.00,498315.00,250779.00,102938.00,144598.00,23127.00,-5149.00,533013.00,323397.00,160709.00,162688.00,51599.00,51599.00,0.00,1019.00,9336.00,147662.00,35248.00,112414.00,19443.00
1990:Q1,567839.00,8632.00,4648.00,38818.00,499774.00,253769.00,106060.00,139945.00,19614.00,-3647.00,530011.00,328937.00,164271.00,164666.00,52179.00,52179.00,0.00,1119.00,8488.00,139288.00,39371.00,99917.00,21124.00
1990:Q2,586703.00,9112.00,4907.00,40978.00,515862.00,265009.00,111746.00,139107.00,18907.00,-3063.00,549665.00,333245.00,162365.00,170880.00,55729.00,55729.00,0.00,1223.00,9370.00,150098.00,37147.00,112951.00,22383.00
1990:Q3,594244.00,9458.00,5093.00,42534.00,521458.00,263777.00,114666.00,143015.00,21735.00,-6034.00,559448.00,332738.00,161165.00,171573.00,52244.00,52244.00,0.00,1330.00,6828.00,166308.00,45836.00,120472.00,23830.00
1990:Q4,596115.00,9879.00,5320.00,44427.00,520401.00,268148.00,114134.00,138119.00,18677.00,-2589.00,560909.00,343273.00,163822.00,179451.00,54845.00,54845.00,0.00,1441.00,4575.00,156775.00,36650.00,120125.00,26088.00
1991:Q1,596199.00,10345.00,5570.00,46522.00,516147.00,265459.00,119752.00,130936.00,24069.00,-6454.00,562552.00,336862.00,153375.00,183487.00,61070.00,61070.00,0.00,1555.00,1774.00,161291.00,31078.00,130213.00,27700.00
1991:Q2,606387.00,10019.00,6680.00,48812.00,522590.00,266945.00,124401.00,131244.00,20078.00,-1792.00,575082.00,339671.00,153204.00,186467.00,61651.00,61651.00,0.00,1669.00,10973.00,161118.00,32688.00,128430.00,30107.00
1991:Q3,598602.00,11107.00,7404.00,54108.00,503208.00,265605.00,109497.00,128106.00,21065.00,1710.00,569175.00,340340.00,153222.00,187118.00,54458.00,54458.00,0.00,1790.00,5177.00,167410.00,35026.00,132384.00,31893.00
1991:Q4,620022.00,12165.00,8110.00,59266.00,513283.00,263800.00,123590.00,125893.00,21188.00,6010.00,591792.00,349456.00,155173.00,194283.00,62284.00,62284.00,0.00,1924.00,5622.00,172506.00,32382.00,140124.00,33530.00
1992:Q1,617073.00,12036.00,8024.00,58637.00,513678.00,260589.00,130328.00,122761.00,26134.00,-1436.00,602028.00,345674.00,149339.00,196335.00,64547.00,64547.00,0.00,2070.00,6296.00,183441.00,32951.00,150490.00,34587.00
1992:Q2,599150.00,11482.00,7654.00,55935.00,504665.00,263023.00,120811.00,120831.00,24623.00,-5209.00,585708.00,341367.00,141936.00,199431.00,63169.00,63169.00,0.00,2226.00,6712.00,172234.00,32243.00,139991.00,37567.00
1992:Q3,608126.00,12130.00,8086.00,59092.00,507927.00,256724.00,129822.00,121381.00,24413.00,-3522.00,596390.00,346541.00,146679.00,199862.00,66878.00,66878.00,0.00,2392.00,7434.00,173145.00,29163.00,143982.00,39032.00
1992:Q4,616102.00,12556.00,8371.00,61171.00,513802.00,264909.00,126267.00,122626.00,24642.00,-4440.00,608377.00,352353.00,149213.00,203140.00,64294.00,64294.00,0.00,2565.00,4194.00,184971.00,34332.00,150639.00,39012.00
1993:Q1,591891.00,13335.00,8890.00,64966.00,480719.00,255029.00,113292.00,112398.00,22067.00,1914.00,585943.00,346753.00,141893.00,204860.00,54163.00,54163.00,0.00,2749.00,2226.00,180052.00,37407.00,142645.00,40601.00
1993:Q2,605085.00,13823.00,9215.00,67343.00,488975.00,250894.00,127779.00,110302.00,30492.00,-4763.00,599658.00,341453.00,135790.00,205663.00,57238.00,57238.00,0.00,2945.00,5042.00,192980.00,38406.00,154574.00,44015.00
1993:Q3,609199.00,13444.00,10999.00,71449.00,485212.00,248006.00,126473.00,110733.00,28384.00,-289.00,605212.00,353712.00,140527.00,213185.00,53107.00,53107.00,0.00,3146.00,6183.00,189064.00,37940.00,151124.00,47275.00
1993:Q4,617787.00,14072.00,11513.00,74787.00,488311.00,249047.00,123130.00,116134.00,44588.00,-15484.00,614650.00,364708.00,149067.00,215641.00,50591.00,50591.00,0.00,3342.00,10153.00,185856.00,35569.00,150287.00,49255.00
1994:Q1,610681.00,14225.00,11639.00,75602.00,484311.00,253565.00,110974.00,119772.00,47085.00,-22181.00,614792.00,377098.00,155049.00,222049.00,43690.00,43690.00,0.00,3537.00,9921.00,180546.00,33396.00,147150.00,52679.00
1994:Q2,611305.00,14601.00,11947.00,77603.00,485995.00,259174.00,102867.00,123954.00,46274.00,-25115.00,618116.00,390257.00,159669.00,230588.00,37894.00,37894.00,0.00,3734.00,10413.00,175818.00,36470.00,139348.00,58252.00
1994:Q3,613855.00,14918.00,12205.00,79283.00,490130.00,258560.00,101560.00,130010.00,46165.00,-28846.00,627567.00,398667.00,158716.00,239951.00,34077.00,34077.00,0.00,3930.00,10525.00,180368.00,41237.00,139131.00,63159.00
1994:Q4,636120.00,15500.00,12681.00,82376.00,512680.00,274916.00,103343.00,134421.00,25853.00,-12970.00,654908.00,418949.00,171566.00,247383.00,33535.00,33535.00,0.00,4122.00,6014.00,192288.00,41777.00,150511.00,67461.00
1995:Q1,654740.00,16433.00,13446.00,87339.00,521855.00,285122.00,101375.00,135358.00,27137.00,-11470.00,673262.00,435010.00,167550.00,267460.00,30665.00,30665.00,0.00,4291.00,4910.00,198386.00,42739.00,155647.00,71800.00
1995:Q2,678954.00,16811.00,13755.00,89347.00,543529.00,291433.00,110807.00,141289.00,27412.00,-11900.00,697520.00,444951.00,166858.00,278093.00,34601.00,34601.00,0.00,4483.00,4467.00,209018.00,47203.00,161815.00,75673.00
1995:Q3,685797.00,16944.00,13864.00,90055.00,549456.00,288967.00,114765.00,145724.00,27534.00,-12056.00,703387.00,449346.00,162830.00,286516.00,35427.00,35427.00,0.00,4685.00,5456.00,208473.00,48273.00,160200.00,78957.00
1995:Q4,705395.00,16309.00,16309.00,95345.00,559218.00,301604.00,105491.00,152123.00,22783.00,-4569.00,724227.00,468641.00,168617.00,300024.00,31790.00,31790.00,0.00,4864.00,7450.00,211482.00,51054.00,160428.00,80848.00
1996:Q1,724053.00,16574.00,16574.00,96890.00,576314.00,303542.00,120257.00,152515.00,24195.00,-6494.00,741577.00,475683.00,168174.00,307509.00,38392.00,38392.00,0.00,5049.00,8169.00,214284.00,50547.00,163737.00,83386.00
1996:Q2,727691.00,16813.00,16813.00,98291.00,579247.00,305721.00,119661.00,153865.00,25359.00,-8832.00,748234.00,488577.00,169568.00,319009.00,37344.00,37344.00,0.00,5259.00,9240.00,207814.00,56298.00,151516.00,86729.00
1996:Q3,733839.00,17517.00,17517.00,102407.00,578707.00,299021.00,123847.00,155839.00,26198.00,-8507.00,754895.00,497750.00,173311.00,324439.00,38418.00,38418.00,0.00,5469.00,7511.00,205747.00,55018.00,150729.00,90185.00
1996:Q4,757915.00,18953.00,18953.00,110801.00,586313.00,304692.00,126724.00,154897.00,27854.00,-4959.00,783328.00,514778.00,177984.00,336794.00,40315.00,40315.00,0.00,5663.00,8899.00,213673.00,54557.00,159116.00,93177.00
1997:Q1,773092.00,18976.00,18976.00,110934.00,594177.00,308023.00,128558.00,157596.00,28277.00,1752.00,789686.00,516794.00,185857.00,330937.00,38940.00,38940.00,0.00,5847.00,10845.00,217260.00,72740.00,144520.00,96563.00
1997:Q2,783292.00,20144.00,20144.00,117766.00,589057.00,302104.00,125282.00,161671.00,29954.00,6227.00,798077.00,548485.00,194460.00,354025.00,36288.00,36288.00,0.00,6051.00,10039.00,197214.00,65719.00,131495.00,99779.00
1997:Q3,799572.00,19050.00,19050.00,111370.00,621287.00,307503.00,149090.00,164694.00,30418.00,-1603.00,813825.00,523755.00,190475.00,333280.00,48254.00,48254.00,0.00,6271.00,6327.00,229218.00,74748.00,154470.00,97751.00
1997:Q4,799329.00,18554.00,22677.00,120521.00,600265.00,304094.00,128629.00,167542.00,35134.00,2178.00,812883.00,544093.00,202613.00,341480.00,40292.00,40292.00,0.00,6473.00,5522.00,216503.00,63126.00,153377.00,98800.00
1998:Q1,789831.00,19610.00,23968.00,127383.00,607503.00,309089.00,133161.00,165253.00,30869.00,-19502.00,804793.00,566047.00,212935.00,353112.00,38919.00,38919.00,0.00,6670.00,4699.00,188458.00,60638.00,127820.00,97486.00
1998:Q2,811198.00,20116.00,24586.00,130668.00,623131.00,315670.00,137098.00,170363.00,34743.00,-22046.00,826232.00,594667.00,227355.00,367312.00,40322.00,40322.00,0.00,6884.00,6671.00,177688.00,54801.00,122887.00,99656.00
1998:Q3,804207.00,18653.00,22798.00,121165.00,639574.00,313499.00,149901.00,176174.00,36740.00,-34723.00,817446.00,586545.00,228577.00,357968.00,44327.00,44327.00,0.00,7100.00,5540.00,173934.00,51214.00,122720.00,97835.00
1998:Q4,859523.00,19644.00,24010.00,127605.00,685154.00,340919.00,160890.00,183345.00,57992.00,-54882.00,864167.00,598983.00,233340.00,365643.00,46325.00,46325.00,0.00,7293.00,8008.00,203558.00,53998.00,149560.00,96605.00
1999:Q1,900735.00,21241.00,25962.00,137978.00,704706.00,354283.00,166579.00,183844.00,60896.00,-50048.00,895713.00,619647.00,224929.00,394718.00,45292.00,45292.00,0.00,7488.00,3382.00,219904.00,52650.00,167254.00,97555.00
1999:Q2,932164.00,21855.00,26712.00,141965.00,729760.00,363143.00,175630.00,190987.00,63290.00,-51418.00,930052.00,646842.00,233158.00,413684.00,47289.00,47289.00,0.00,7702.00,7610.00,220609.00,51813.00,168796.00,99590.00
1999:Q3,946422.00,21619.00,26424.00,140434.00,749829.00,370585.00,187786.00,191458.00,64556.00,-56440.00,929550.00,636604.00,207705.00,428899.00,50156.00,50156.00,0.00,7914.00,10009.00,224867.00,70078.00,154789.00,102363.00
1999:Q4,1016701.00,21152.00,31728.00,154573.00,792034.00,395088.00,195304.00,201642.00,20524.00,-3310.00,1012680.00,660739.00,230422.00,430317.00,60115.00,60115.00,0.00,8123.00,9925.00,273778.00,112457.00,161321.00,102878.00
2000:Q1,1086364.00,21529.00,32294.00,157329.00,827819.00,422737.00,200092.00,204990.00,21002.00,26391.00,1102853.00,680100.00,232963.00,447137.00,54342.00,54342.00,0.00,8338.00,6920.00,353153.00,132551.00,220602.00,106636.00
2000:Q2,1128880.00,21816.00,32724.00,159425.00,870291.00,441876.00,215452.00,212963.00,20545.00,24079.00,1144364.00,708258.00,224256.00,484002.00,61700.00,61700.00,0.00,8572.00,7346.00,358488.00,123891.00,234597.00,109141.00
2000:Q3,1172750.00,22878.00,34318.00,167189.00,899402.00,441898.00,228449.00,229055.00,21104.00,27859.00,1191587.00,727582.00,219399.00,508183.00,64745.00,64745.00,0.00,8815.00,6626.00,383819.00,133033.00,250786.00,110562.00
2000:Q4,1212912.00,23722.00,35584.00,173357.00,928526.00,456178.00,237899.00,234449.00,16221.00,35502.00,1233742.00,743347.00,240092.00,503255.00,63764.00,63764.00,0.00,9074.00,9273.00,408285.00,138582.00,269703.00,109447.00
2001:Q1,1231820.00,24256.00,36385.00,177258.00,938904.00,455743.00,248467.00,234694.00,16541.00,38476.00,1244228.00,718484.00,182768.00,535716.00,70262.00,70262.00,0.00,9344.00,14698.00,431440.00,137865.00,293575.00,108364.00
2001:Q2,1256852.00,23270.00,34904.00,170048.00,985730.00,477377.00,265087.00,243266.00,16865.00,26035.00,1266408.00,728401.00,184100.00,544301.00,76713.00,76713.00,0.00,9628.00,16092.00,435574.00,140646.00,294928.00,112811.00
2001:Q3,1265579.00,24147.00,36221.00,176461.00,978106.00,445526.00,275416.00,257164.00,16590.00,34054.00,1268901.00,732951.00,174125.00,558826.00,76020.00,76020.00,0.00,9926.00,8721.00,441283.00,142965.00,298318.00,111532.00
2001:Q4,1304021.00,23034.00,42777.00,192367.00,978378.00,440219.00,258189.00,279970.00,11902.00,55563.00,1299703.00,733687.00,162368.00,571319.00,84305.00,84305.00,0.00,10236.00,12853.00,458622.00,156515.00,302107.00,107395.00
2002:Q1,1294153.00,22532.00,41844.00,188175.00,977035.00,435101.00,258857.00,283077.00,12623.00,51944.00,1284615.00,721283.00,141382.00,579901.00,82801.00,82801.00,0.00,10561.00,12416.00,457554.00,142518.00,315036.00,102054.00
2002:Q2,1334640.00,23073.00,42851.00,192700.00,1009533.00,440427.00,275051.00,294055.00,12476.00,54007.00,1329066.00,740447.00,135880.00,604567.00,94207.00,94207.00,0.00,10898.00,12258.00,471256.00,150994.00,320262.00,101516.00
2002:Q3,1393916.00,24183.00,44912.00,201971.00,1048873.00,435430.00,301005.00,312438.00,12593.00,61384.00,1391903.00,741068.00,148753.00,592315.00,120252.00,120252.00,0.00,11249.00,14545.00,504789.00,162298.00,342491.00,94266.00
2002:Q4,1445585.00,25201.00,46801.00,210467.00,1082041.00,444043.00,330480.00,307518.00,12425.00,68650.00,1435061.00,783093.00,147805.00,635288.00,101111.00,101111.00,0.00,11614.00,14497.00,524746.00,179569.00,345177.00,89763.00
2003:Q1,1462539.00,26226.00,48705.00,219026.00,1079190.00,441554.00,327715.00,309921.00,12042.00,77350.00,1440385.00,786298.00,134247.00,652051.00,96755.00,96755.00,0.00,11992.00,32454.00,512886.00,178907.00,333979.00,88927.00
2003:Q2,1547005.00,28155.00,52288.00,235140.00,1129391.00,442347.00,359118.00,327926.00,12458.00,89573.00,1544784.00,831104.00,152843.00,678261.00,111156.00,111156.00,0.00,12384.00,32457.00,557683.00,200646.00,357037.00,84425.00
2003:Q3,1627897.00,30386.00,56430.00,253769.00,1172848.00,430996.00,367209.00,374643.00,12956.00,101508.00,1624930.00,844984.00,141138.00,703846.00,111522.00,111522.00,0.00,12789.00,33257.00,622378.00,198422.00,423956.00,83764.00
2003:Q4,1679471.00,27069.00,63162.00,263751.00,1204943.00,441742.00,370157.00,393044.00,15663.00,104883.00,1674889.00,888368.00,145140.00,743228.00,106923.00,106923.00,0.00,13209.00,30668.00,635721.00,202830.00,432891.00,79045.00
2004:Q1,1711475.00,26569.00,61995.00,258880.00,1253283.00,458788.00,382525.00,411970.00,16236.00,94512.00,1716255.00,901406.00,148076.00,753330.00,110604.00,110604.00,0.00,13642.00,34633.00,655970.00,211789.00,444181.00,76267.00
2004:Q2,1748136.00,25546.00,59607.00,248908.00,1316298.00,453349.00,426711.00,436238.00,17173.00,80604.00,1748965.00,910779.00,151519.00,759260.00,119173.00,119173.00,0.00,14088.00,37986.00,666939.00,234641.00,432298.00,75260.00
2004:Q3,1789632.00,25974.00,60607.00,253082.00,1351672.00,437235.00,443319.00,471118.00,17583.00,80714.00,1791421.00,932021.00,165076.00,766945.00,131173.00,131173.00,0.00,14549.00,40294.00,673384.00,244070.00,429314.00,73878.00
2004:Q4,1857953.00,26278.00,61314.00,256037.00,1419847.00,451548.00,475953.00,492346.00,14687.00,79790.00,1864258.00,992675.00,175322.00,817353.00,136948.00,136948.00,0.00,15024.00,21786.00,697825.00,257694.00,440131.00,74122.00
2005:Q1,1842467.00,25476.00,59444.00,248228.00,1423009.00,447872.00,481756.00,493381.00,14766.00,71544.00,1842506.00,1010642.00,161177.00,849465.00,133272.00,133272.00,0.00,17735.00,25785.00,655072.00,254397.00,400675.00,75947.00
2005:Q2,1868806.00,25921.00,60483.00,252567.00,1441727.00,455614.00,491055.00,495058.00,17043.00,71065.00,1856661.00,1013974.00,148832.00,865142.00,129889.00,129889.00,0.00,18287.00,27277.00,667234.00,259993.00,407241.00,80147.00
