date,FL614090005.Q,FL613020003.Q,FL613030003.Q,FL613063003.Q,FL614023005.Q,FL613069500.Q,FL613065000.Q,FL613066005.Q,FL613092003.Q,FL613090005.Q,FL614190005.Q,FL614122005.Q,FL613169100.Q,FL613163005.Q,FL614123005.Q,FL613168000.Q,FL613169005.Q,FL613178003.Q,FL613192003.Q,FL613190005.Q,FL613194003.Q,FL613193005.Q,FL613066303.Q
1957:Q4,21481.00,1026.00,342.00,0.00,19272.00,4810.00,943.00,13519.00,189.00,652.00,17534.00,8020.00,2324.00,5696.00,4943.00,4943.00,0.00,286.00,30.00,4255.00,0.00,4255.00,0.00
1958:Q1,21613.00,1036.00,345.00,0.00,19276.00,5062.00,1057.00,13157.00,196.00,760.00,17818.00,8868.00,2892.00,5976.00,5057.00,5057.00,0.00,318.00,30.00,3545.00,0.00,3545.00,0.00
1958:Q2,21433.00,1040.00,347.00,0.00,18975.00,4817.00,1171.00,12987.00,202.00,869.00,17241.00,8590.00,2716.00,5874.00,5171.00,5171.00,0.00,221.00,30.00,3229.00,0.00,3229.00,0.00
1958:Q3,20926.00,1046.00,349.00,0.00,18344.00,4290.00,1285.00,12769.00,209.00,978.00,16760.00,8026.00,2484.00,5542.00,4885.00,4885.00,0.00,219.00,30.00,3600.00,0.00,3600.00,0.00
1958:Q4,21671.00,1047.00,349.00,0.00,18975.00,4859.00,1400.00,12716.00,217.00,1083.00,17548.00,7743.00,2189.00,5554.00,5400.00,5400.00,0.00,217.00,33.00,4155.00,0.00,4155.00,0.00
1959:Q1,22596.00,1082.00,361.00,0.00,19743.00,5499.00,1514.00,12730.00,224.00,1186.00,18554.00,8443.00,2727.00,5716.00,5914.00,5914.00,0.00,209.00,33.00,3955.00,0.00,3955.00,0.00
1959:Q2,23600.00,1118.00,373.00,0.00,20761.00,5975.00,1457.00,13329.00,232.00,1116.00,19467.00,8960.00,3043.00,5917.00,6457.00,6457.00,0.00,191.00,34.00,3825.00,0.00,3825.00,0.00
1959:Q3,24364.00,1160.00,387.00,0.00,21366.00,5727.00,1563.00,14076.00,240.00,1211.00,20513.00,9159.00,2921.00,6238.00,6963.00,6963.00,0.00,251.00,35.00,4105.00,0.00,4105.00,0.00
1959:Q4,25561.00,1205.00,402.00,0.00,22425.00,6281.00,1647.00,14497.00,249.00,1280.00,21624.00,9431.00,2887.00,6544.00,7247.00,7247.00,0.00,283.00,35.00,4628.00,0.00,4628.00,0.00
1960:Q1,26990.00,1217.00,406.00,0.00,23811.00,7320.00,1680.00,14811.00,257.00,1299.00,22965.00,11880.00,4068.00,7812.00,7180.00,7180.00,0.00,261.00,36.00,3608.00,0.00,3608.00,0.00
1960:Q2,28130.00,1230.00,410.00,0.00,25031.00,8026.00,1589.00,15416.00,266.00,1193.00,23669.00,12516.00,4080.00,8436.00,7238.00,7238.00,0.00,235.00,38.00,3642.00,0.00,3642.00,0.00
1960:Q3,28434.00,1249.00,416.00,0.00,25227.00,7617.00,1673.00,15937.00,275.00,1267.00,23722.00,12998.00,3946.00,9052.00,6658.00,6658.00,0.00,265.00,40.00,3761.00,0.00,3761.00,0.00
1960:Q4,29086.00,1271.00,424.00,0.00,25915.00,8189.00,1611.00,16115.00,285.00,1191.00,24273.00,13508.00,3728.00,9780.00,6693.00,6693.00,0.00,285.00,36.00,3751.00,0.00,3751.00,0.00
1961:Q1,28677.00,1309.00,436.00,0.00,25456.00,8032.00,1608.00,15816.00,295.00,1181.00,24021.00,14685.00,4455.00,10230.00,5247.00,5247.00,0.00,297.00,38.00,3754.00,0.00,3754.00,0.00
1961:Q2,29008.00,1344.00,448.00,0.00,25665.00,8092.00,1685.00,15888.00,305.00,1246.00,23994.00,14672.00,4210.00,10462.00,5149.00,5149.00,0.00,237.00,39.00,3897.00,0.00,3897.00,0.00
1961:Q3,29242.00,1381.00,460.00,0.00,25581.00,7721.00,1953.00,15907.00,316.00,1504.00,24175.00,14240.00,3858.00,10382.00,5449.00,5449.00,0.00,252.00,40.00,4194.00,0.00,4194.00,0.00
1961:Q4,30968.00,1418.00,473.00,0.00,26972.00,8392.00,2246.00,16334.00,327.00,1778.00,25183.00,14094.00,3592.00,10502.00,6350.00,6350.00,0.00,255.00,41.00,4443.00,0.00,4443.00,0.00
1962:Q1,31102.00,1441.00,480.00,0.00,27152.00,8576.00,2170.00,16406.00,338.00,1691.00,25216.00,15256.00,4584.00,10672.00,5232.00,5232.00,0.00,304.00,42.00,4382.00,0.00,4382.00,0.00
1962:Q2,32125.00,1464.00,488.00,0.00,27895.00,8616.00,2424.00,16855.00,350.00,1928.00,26535.00,15286.00,4773.00,10513.00,5987.00,5987.00,0.00,283.00,43.00,4936.00,0.00,4936.00,0.00
1962:Q3,32618.00,1488.00,496.00,0.00,28096.00,8138.00,2686.00,17272.00,362.00,2176.00,27389.00,15528.00,5214.00,10314.00,6129.00,6129.00,0.00,310.00,44.00,5378.00,0.00,5378.00,0.00
1962:Q4,33759.00,1513.00,504.00,0.00,29198.00,8562.00,2697.00,17939.00,375.00,2169.00,28432.00,15635.00,4802.00,10833.00,6999.00,6999.00,0.00,287.00,39.00,5472.00,0.00,5472.00,0.00
1963:Q1,34625.00,1478.00,493.00,0.00,30122.00,9146.00,2689.00,18287.00,388.00,2144.00,29138.00,17132.00,5887.00,11245.00,6239.00,6239.00,0.00,277.00,40.00,5450.00,0.00,5450.00,0.00
1963:Q2,35963.00,1442.00,481.00,0.00,31226.00,9526.00,2977.00,18723.00,401.00,2413.00,30876.00,17493.00,6266.00,11227.00,6830.00,6830.00,0.00,235.00,40.00,6278.00,0.00,6278.00,0.00
1963:Q3,36879.00,1405.00,468.00,0.00,31829.00,9131.00,3343.00,19355.00,415.00,2762.00,31999.00,17442.00,6075.00,11367.00,7417.00,7417.00,0.00,258.00,40.00,6842.00,0.00,6842.00,0.00
1963:Q4,38848.00,1365.00,455.00,0.00,33672.00,9977.00,3530.00,20165.00,430.00,2926.00,33825.00,17973.00,5822.00,12151.00,8428.00,8428.00,0.00,255.00,41.00,7128.00,0.00,7128.00,0.00
1964:Q1,39881.00,1361.00,454.00,0.00,34815.00,10833.00,3431.00,20551.00,445.00,2806.00,34355.00,19897.00,6842.00,13055.00,7208.00,7208.00,0.00,321.00,41.00,6888.00,0.00,6888.00,0.00
1964:Q2,41767.00,1353.00,451.00,0.00,36414.00,11476.00,3736.00,21202.00,460.00,3089.00,36857.00,20714.00,7207.00,13507.00,8416.00,8416.00,0.00,236.00,42.00,7449.00,0.00,7449.00,0.00
1964:Q3,42430.00,1349.00,450.00,0.00,36928.00,11233.00,3893.00,21802.00,476.00,3227.00,37196.00,21395.00,7447.00,13948.00,7824.00,7824.00,0.00,186.00,43.00,7748.00,0.00,7748.00,0.00
1964:Q4,43425.00,1345.00,448.00,0.00,37907.00,11567.00,3920.00,22420.00,493.00,3232.00,38517.00,22069.00,7317.00,14752.00,8388.00,8388.00,0.00,175.00,44.00,7841.00,0.00,7841.00,0.00
1965:Q1,44613.00,1379.00,460.00,0.00,38995.00,12327.00,3980.00,22688.00,510.00,3269.00,39529.00,23452.00,8330.00,15122.00,7881.00,7881.00,0.00,189.00,45.00,7962.00,0.00,7962.00,0.00
1965:Q2,46504.00,1411.00,470.00,0.00,40665.00,12970.00,4167.00,23528.00,528.00,3430.00,41248.00,23366.00,8775.00,14591.00,9726.00,9726.00,0.00,188.00,44.00,7924.00,0.00,7924.00,0.00
1965:Q3,47396.00,1448.00,483.00,0.00,41151.00,12422.00,4525.00,24204.00,546.00,3768.00,41961.00,23305.00,8937.00,14368.00,10233.00,10233.00,0.00,225.00,43.00,8155.00,0.00,8155.00,0.00
1965:Q4,48897.00,1489.00,496.00,0.00,42669.00,13532.00,4462.00,24675.00,565.00,3678.00,43288.00,23643.00,8503.00,15140.00,11706.00,11706.00,0.00,262.00,43.00,7634.00,0.00,7634.00,0.00
1966:Q1,49629.00,1528.00,509.00,0.00,43423.00,14351.00,4391.00,24681.00,585.00,3584.00,43842.00,25702.00,10214.00,15488.00,10895.00,10895.00,0.00,230.00,42.00,6973.00,0.00,6973.00,0.00
1966:Q2,50363.00,1559.00,520.00,0.00,44193.00,14723.00,4316.00,25154.00,605.00,3486.00,44398.00,25974.00,10230.00,15744.00,12095.00,12095.00,0.00,187.00,43.00,6099.00,0.00,6099.00,0.00
1966:Q3,49522.00,1585.00,528.00,0.00,43374.00,13490.00,4256.00,25628.00,626.00,3409.00,43372.00,26825.00,10657.00,16168.00,10585.00,10585.00,0.00,211.00,44.00,5707.00,0.00,5707.00,0.00
1966:Q4,50745.00,1603.00,534.00,0.00,44937.00,14606.00,3898.00,26433.00,648.00,3023.00,44420.00,28659.00,12023.00,16636.00,11074.00,11074.00,0.00,228.00,41.00,4418.00,0.00,4418.00,0.00
1967:Q1,50570.00,1619.00,540.00,0.00,44783.00,15045.00,3855.00,25883.00,655.00,2973.00,44063.00,30549.00,13816.00,16733.00,9285.00,9285.00,0.00,186.00,42.00,4001.00,0.00,4001.00,0.00
1967:Q2,50992.00,1634.00,545.00,0.00,44791.00,14520.00,4248.00,26023.00,662.00,3360.00,44303.00,29708.00,13365.00,16343.00,10311.00,10311.00,0.00,136.00,43.00,4105.00,0.00,4105.00,0.00
1967:Q3,50840.00,1655.00,552.00,0.00,44487.00,13889.00,4371.00,26227.00,670.00,3476.00,43968.00,30006.00,13490.00,16516.00,10233.00,10233.00,0.00,167.00,44.00,3518.00,0.00,3518.00,0.00
1967:Q4,51758.00,1677.00,559.00,0.00,45455.00,14257.00,4294.00,26904.00,677.00,3390.00,44708.00,31386.00,14051.00,17335.00,10712.00,10712.00,0.00,172.00,44.00,2394.00,0.00,2394.00,0.00
1968:Q1,52209.00,1697.00,566.00,0.00,46055.00,15299.00,4121.00,26635.00,685.00,3206.00,44981.00,33130.00,15645.00,17485.00,8707.00,8707.00,0.00,215.00,45.00,2884.00,0.00,2884.00,0.00
1968:Q2,54445.00,1709.00,570.00,0.00,47982.00,16223.00,4423.00,27336.00,692.00,3492.00,47045.00,33419.00,16111.00,17308.00,10278.00,10278.00,0.00,151.00,46.00,3151.00,0.00,3151.00,0.00
1968:Q3,54789.00,1718.00,573.00,0.00,48142.00,15620.00,4595.00,27927.00,700.00,3656.00,47208.00,33211.00,16048.00,17163.00,9889.00,9889.00,0.00,156.00,47.00,3905.00,0.00,3905.00,0.00
1968:Q4,57621.00,1735.00,578.00,0.00,50622.00,16490.00,4935.00,29197.00,708.00,3978.00,49868.00,34598.00,16924.00,17674.00,11819.00,11819.00,0.00,171.00,46.00,3234.00,0.00,3234.00,0.00
1969:Q1,59105.00,1749.00,583.00,0.00,51572.00,17060.00,5455.00,29057.00,716.00,4485.00,51176.00,36502.00,19344.00,17158.00,10803.00,10803.00,0.00,217.00,47.00,3607.00,0.00,3607.00,0.00
1969:Q2,63911.00,1767.00,589.00,0.00,55438.00,18970.00,6389.00,30079.00,724.00,5393.00,55819.00,37416.00,20643.00,16773.00,13021.00,13021.00,0.00,167.00,49.00,5166.00,0.00,5166.00,0.00
1969:Q3,64628.00,1794.00,598.00,0.00,56522.00,19709.00,5991.00,30822.00,732.00,4982.00,56360.00,39651.00,22106.00,17545.00,11103.00,11103.00,0.00,190.00,51.00,5365.00,0.00,5365.00,0.00
1969:Q4,67066.00,1822.00,607.00,0.00,59182.00,21459.00,5742.00,31981.00,740.00,4715.00,58627.00,41745.00,22950.00,18795.00,12817.00,12817.00,0.00,219.00,44.00,3802.00,0.00,3802.00,0.00
1970:Q1,68336.00,1853.00,618.00,0.00,59660.00,22077.00,6222.00,31361.00,748.00,5457.00,59721.00,41990.00,24763.00,17227.00,11674.00,11674.00,0.00,244.00,46.00,5767.00,0.00,5767.00,0.00
1970:Q2,70670.00,1892.00,631.00,0.00,61806.00,23028.00,7036.00,31742.00,756.00,5585.00,61883.00,41796.00,24454.00,17342.00,14194.00,14194.00,0.00,204.00,48.00,5641.00,0.00,5641.00,0.00
1970:Q3,69894.00,1941.00,647.00,0.00,60976.00,22411.00,7138.00,31427.00,765.00,5565.00,60922.00,41182.00,23262.00,17920.00,14178.00,14178.00,0.00,239.00,50.00,5273.00,0.00,5273.00,0.00
1970:Q4,70759.00,1997.00,666.00,0.00,61475.00,21813.00,7548.00,32114.00,773.00,5848.00,61606.00,43222.00,23589.00,19633.00,14977.00,14977.00,0.00,251.00,45.00,3111.00,0.00,3111.00,0.00
1971:Q1,73367.00,2054.00,685.00,0.00,63251.00,23229.00,8481.00,31541.00,782.00,6595.00,64093.00,42339.00,22670.00,19669.00,14756.00,14756.00,0.00,285.00,47.00,6666.00,69.00,6597.00,0.00
1971:Q2,75671.00,2108.00,703.00,0.00,65035.00,23883.00,9109.00,32043.00,791.00,7034.00,66277.00,42102.00,22313.00,19789.00,16306.00,16306.00,0.00,252.00,49.00,7568.00,134.00,7434.00,0.00
1971:Q3,76139.00,2159.00,720.00,0.00,65383.00,23180.00,9332.00,32871.00,799.00,7078.00,66617.00,42754.00,22036.00,20718.00,14339.00,14339.00,0.00,277.00,51.00,9196.00,273.00,8923.00,0.00
1971:Q4,78903.00,2210.00,737.00,0.00,67597.00,23157.00,9996.00,34444.00,808.00,7551.00,69264.00,45087.00,23126.00,21961.00,15926.00,15926.00,0.00,277.00,51.00,7923.00,565.00,7358.00,0.00
1972:Q1,81029.00,2260.00,753.00,0.00,69400.00,24720.00,10441.00,34239.00,817.00,7799.00,71280.00,45215.00,22583.00,22632.00,15902.00,15902.00,0.00,300.00,53.00,9810.00,1035.00,8775.00,0.00
1972:Q2,83943.00,2309.00,770.00,0.00,71896.00,25488.00,10990.00,35418.00,826.00,8142.00,74091.00,45924.00,22332.00,23592.00,16816.00,16816.00,0.00,249.00,55.00,11047.00,1707.00,9340.00,0.00
1972:Q3,85079.00,2358.00,786.00,0.00,72756.00,24999.00,11382.00,36375.00,836.00,8343.00,75110.00,45596.00,21283.00,24313.00,17517.00,17517.00,0.00,269.00,57.00,11671.00,2404.00,9267.00,0.00
1972:Q4,90478.00,2406.00,802.00,0.00,77536.00,27362.00,12158.00,38016.00,845.00,8889.00,80431.00,47829.00,21876.00,25953.00,20881.00,20881.00,0.00,298.00,58.00,11365.00,2950.00,8415.00,0.00
1973:Q1,92375.00,2453.00,818.00,0.00,79365.00,29140.00,12366.00,37859.00,854.00,8885.00,82313.00,48897.00,21625.00,27272.00,20406.00,20406.00,0.00,332.00,60.00,12618.00,3385.00,9233.00,0.00
1973:Q2,96954.00,2500.00,833.00,0.00,83310.00,30871.00,13167.00,39272.00,864.00,9447.00,86804.00,49868.00,22350.00,27518.00,22865.00,22865.00,0.00,271.00,66.00,13734.00,3499.00,10235.00,0.00
1973:Q3,97846.00,2546.00,849.00,0.00,84384.00,30583.00,13120.00,40681.00,873.00,9194.00,87673.00,50681.00,22155.00,28526.00,22512.00,22512.00,0.00,296.00,72.00,14112.00,3559.00,10553.00,0.00
1973:Q4,104082.00,2591.00,864.00,0.00,89430.00,32324.00,14494.00,42612.00,883.00,10314.00,93836.00,53696.00,23835.00,29861.00,24370.00,24370.00,0.00,298.00,68.00,15404.00,3584.00,11820.00,0.00
1974:Q1,106247.00,2635.00,878.00,0.00,90979.00,33968.00,15270.00,41741.00,893.00,10862.00,95901.00,55536.00,26015.00,29521.00,22918.00,22918.00,0.00,325.00,74.00,17048.00,3514.00,13534.00,0.00
1974:Q2,107796.00,2678.00,893.00,0.00,92729.00,34660.00,15223.00,42846.00,903.00,10593.00,97245.00,56888.00,26362.00,30526.00,23727.00,23727.00,0.00,272.00,73.00,16285.00,3292.00,12993.00,0.00
1974:Q3,107854.00,2721.00,907.00,0.00,93763.00,35592.00,14392.00,43779.00,913.00,9550.00,97187.00,59231.00,26973.00,32258.00,22109.00,22109.00,0.00,293.00,72.00,15482.00,3133.00,12349.00,0.00
1974:Q4,107469.00,2763.00,921.00,0.00,94810.00,37163.00,13097.00,44550.00,923.00,8052.00,96777.00,62900.00,27408.00,35492.00,22208.00,22208.00,0.00,298.00,56.00,11315.00,3251.00,8064.00,0.00
1975:Q1,105374.00,2804.00,935.00,0.00,93275.00,37798.00,12656.00,42821.00,933.00,7427.00,94688.00,63515.00,26866.00,36649.00,17924.00,17924.00,0.00,329.00,55.00,12865.00,4090.00,8775.00,0.00
1975:Q2,103308.00,2845.00,948.00,0.00,91340.00,38706.00,12624.00,40010.00,944.00,7231.00,92607.00,64325.00,27089.00,37236.00,18491.00,18491.00,0.00,276.00,56.00,9459.00,4842.00,4617.00,0.00
1975:Q3,104434.00,2885.00,962.00,0.00,92561.00,39423.00,12899.00,40239.00,954.00,7072.00,93780.00,65334.00,26488.00,38846.00,13959.00,13959.00,0.00,299.00,57.00,14131.00,8503.00,5628.00,0.00
1975:Q4,106504.00,2924.00,975.00,0.00,95047.00,40880.00,12868.00,41299.00,965.00,6593.00,95908.00,68467.00,28032.00,40435.00,13260.00,13260.00,0.00,298.00,61.00,13822.00,11913.00,1909.00,0.00
1976:Q1,108310.00,2962.00,987.00,0.00,96784.00,43534.00,13345.00,39905.00,976.00,6601.00,97444.00,68754.00,28632.00,40122.00,13072.00,13072.00,0.00,331.00,62.00,15225.00,12687.00,2538.00,0.00
1976:Q2,111345.00,2999.00,1000.00,0.00,99892.00,45605.00,13700.00,40587.00,986.00,6468.00,100327.00,70290.00,28694.00,41596.00,12977.00,12977.00,0.00,270.00,64.00,16726.00,13826.00,2900.00,0.00
1976:Q3,112275.00,3036.00,1012.00,0.00,101260.00,46330.00,13712.00,41218.00,997.00,5970.00,101165.00,71497.00,29266.00,42231.00,11353.00,11353.00,0.00,295.00,66.00,17954.00,14952.00,3002.00,0.00
1976:Q4,117571.00,3072.00,1024.00,0.00,106597.00,49460.00,14196.00,42941.00,1008.00,5870.00,106595.00,75251.00,31292.00,43959.00,13277.00,13277.00,0.00,298.00,71.00,17698.00,16232.00,1466.00,0.00
