date,FL644090085.Q,FL643020083.Q,FL643063083.Q,FL643065085.Q,FL643065183.Q,FL643065483.Q,FL643065583.Q,FL643093085.Q,FL644190085.Q,FL643163083.Q,FL644123085.Q,FL643168083.Q,FL643165005.Q,FL643165483.Q,FL643165583.Q,FL643193085.Q
1992:Q1,26370.00,0.00,21.00,3520.00,7.00,761.00,2752.00,22829.00,28524.00,15071.00,10084.00,5076.00,5008.00,1653.00,3355.00,3369.00
1992:Q2,26685.00,0.00,49.00,3783.00,10.00,807.00,2966.00,22853.00,28870.00,14154.00,10245.00,5216.00,5029.00,1660.00,3369.00,4471.00
1992:Q3,26972.00,0.00,92.00,3603.00,16.00,745.00,2842.00,23277.00,29604.00,14132.00,10666.00,5527.00,5139.00,1696.00,3443.00,4806.00
1992:Q4,24418.00,0.00,142.00,3800.00,23.00,783.00,2994.00,20476.00,29835.00,14401.00,8838.00,3483.00,5355.00,1767.00,3588.00,6596.00
1993:Q1,23672.00,0.00,151.00,3698.00,28.00,759.00,2911.00,19823.00,28808.00,14480.00,9048.00,3348.00,5700.00,1881.00,3819.00,5280.00
1993:Q2,24813.00,0.00,160.00,3630.00,35.00,717.00,2878.00,21023.00,29228.00,13564.00,9372.00,3334.00,6038.00,1993.00,4045.00,6292.00
1993:Q3,25096.00,0.00,155.00,3604.00,41.00,708.00,2855.00,21337.00,30755.00,13190.00,10859.00,3279.00,7580.00,2501.00,5079.00,6706.00
1993:Q4,25864.00,0.00,164.00,3548.00,45.00,682.00,2821.00,22152.00,33143.00,13289.00,12249.00,3305.00,8944.00,2952.00,5992.00,7605.00
1994:Q1,27015.00,0.00,197.00,4128.00,57.00,775.00,3296.00,22690.00,38715.00,13075.00,15306.00,3906.00,11400.00,3762.00,7638.00,10334.00
1994:Q2,26175.00,0.00,230.00,4566.00,76.00,814.00,3676.00,21379.00,42275.00,12482.00,19057.00,4557.00,14500.00,4785.00,9715.00,10736.00
1994:Q3,25715.00,0.00,264.00,4839.00,96.00,812.00,3931.00,20612.00,47615.00,12601.00,22801.00,5301.00,17500.00,5775.00,11725.00,12213.00
1994:Q4,24959.00,0.00,297.00,4728.00,101.00,767.00,3860.00,19934.00,49011.00,12059.00,24337.00,5611.00,18726.00,6180.00,12546.00,12615.00
1995:Q1,25074.00,0.00,301.00,4627.00,116.00,694.00,3817.00,20146.00,49690.00,12074.00,24868.00,5301.00,19567.00,6457.00,13110.00,12748.00
1995:Q2,25799.00,0.00,306.00,4641.00,125.00,665.00,3851.00,20852.00,51731.00,12109.00,26107.00,4578.00,21529.00,7105.00,14424.00,13515.00
1995:Q3,26215.00,0.00,310.00,4558.00,138.00,633.00,3787.00,21347.00,52899.00,12129.00,26816.00,4165.00,22651.00,7475.00,15176.00,13954.00
1995:Q4,26486.00,0.00,404.00,4253.00,138.00,559.00,3556.00,21829.00,55337.00,12239.00,28723.00,4672.00,24051.00,7937.00,16114.00,14375.00
1996:Q1,26757.00,0.00,498.00,3831.00,144.00,440.00,3247.00,22428.00,57775.00,12348.00,30632.00,5179.00,25453.00,8399.00,17054.00,14795.00
1996:Q2,27136.00,0.00,592.00,3551.00,143.00,375.00,3033.00,22993.00,61188.00,12503.00,33304.00,5889.00,27415.00,9047.00,18368.00,15381.00
1996:Q3,27588.00,1605.00,682.00,3322.00,143.00,363.00,2816.00,21979.00,65261.00,12687.00,36491.00,6735.00,29756.00,9819.00,19937.00,16083.00
1996:Q4,29472.00,1943.00,606.00,3514.00,160.00,427.00,2927.00,23409.00,70630.00,13265.00,39122.00,7214.00,31908.00,10530.00,21378.00,18243.00
1997:Q1,31832.00,2572.00,686.00,3819.00,175.00,431.00,3213.00,24755.00,78676.00,14428.00,43895.00,7838.00,36057.00,11899.00,24158.00,20353.00
1997:Q2,36173.00,2488.00,845.00,4297.00,205.00,538.00,3554.00,28543.00,89766.00,15961.00,50322.00,10212.00,40110.00,13236.00,26874.00,23483.00
1997:Q3,42124.00,3323.00,841.00,4610.00,227.00,602.00,3781.00,33350.00,101533.00,20651.00,52632.00,10851.00,41781.00,13788.00,27993.00,28250.00
1997:Q4,49017.00,2861.00,905.00,5345.00,279.00,750.00,4316.00,39906.00,123738.00,24993.00,63204.00,16388.00,46816.00,15449.00,31367.00,35541.00
1998:Q1,60540.00,3978.00,1127.00,6111.00,312.00,777.00,5022.00,49324.00,146321.00,31441.00,70409.00,21318.00,49091.00,16200.00,32891.00,44471.00
1998:Q2,62967.00,4213.00,1179.00,6525.00,366.00,801.00,5358.00,51050.00,162324.00,37653.00,78458.00,24404.00,54054.00,17838.00,36216.00,46213.00
1998:Q3,58464.00,3353.00,1075.00,7084.00,360.00,859.00,5865.00,46952.00,179744.00,39618.00,95100.00,31141.00,63959.00,21106.00,42853.00,45026.00
1998:Q4,48117.00,3539.00,850.00,6968.00,295.00,769.00,5904.00,36760.00,182951.00,42168.00,102863.00,31258.00,71605.00,23630.00,47975.00,37920.00
1999:Q1,47562.00,3263.00,784.00,7326.00,266.00,731.00,6329.00,36189.00,191144.00,47112.00,103351.00,26715.00,76636.00,25290.00,51346.00,40681.00
1999:Q2,46473.00,3212.00,777.00,7250.00,260.00,696.00,6294.00,35234.00,185753.00,45892.00,99985.00,26414.00,73571.00,24278.00,49293.00,39876.00
1999:Q3,45520.00,3788.00,734.00,7138.00,262.00,659.00,6217.00,33860.00,189877.00,46514.00,101269.00,25356.00,75913.00,25051.00,50862.00,42094.00
1999:Q4,29159.00,3747.00,1027.00,7359.00,117.00,740.00,6502.00,17026.00,182946.00,46848.00,100694.00,21869.00,78825.00,14561.00,64264.00,35404.00
2000:Q1,30251.00,3925.00,1155.00,7298.00,85.00,748.00,6465.00,17873.00,186329.00,47974.00,103052.00,22085.00,80967.00,15341.00,65626.00,35303.00
2000:Q2,29755.00,3724.00,1178.00,6988.00,97.00,763.00,6128.00,17865.00,189119.00,49156.00,103211.00,20611.00,82600.00,15962.00,66638.00,36752.00
2000:Q3,28921.00,3250.00,1158.00,6103.00,120.00,723.00,5260.00,18410.00,187837.00,50861.00,99946.00,17948.00,81998.00,16568.00,65430.00,37030.00
2000:Q4,29797.00,3818.00,1430.00,5929.00,134.00,697.00,5098.00,18620.00,189171.00,51011.00,101157.00,17607.00,83550.00,17623.00,65927.00,37003.00
2001:Q1,30299.00,3513.00,1505.00,5679.00,142.00,554.00,4983.00,19602.00,190939.00,54478.00,99369.00,15481.00,83888.00,17933.00,65955.00,37092.00
2001:Q2,30611.00,4038.00,1100.00,5143.00,146.00,647.00,4350.00,20330.00,191073.00,53059.00,101305.00,15089.00,86216.00,18153.00,68063.00,36709.00
2001:Q3,30757.00,4846.00,1135.00,4980.00,180.00,683.00,4117.00,19796.00,188833.00,54849.00,97643.00,13688.00,83955.00,17458.00,66497.00,36341.00
2001:Q4,29675.00,4802.00,977.00,5358.00,123.00,500.00,4735.00,18538.00,192646.00,56132.00,100131.00,14372.00,85759.00,19122.00,66637.00,36383.00
2002:Q1,30008.00,5378.00,933.00,4938.00,120.00,503.00,4315.00,18759.00,195559.00,57311.00,101537.00,13803.00,87734.00,19933.00,67801.00,36711.00
2002:Q2,30762.00,5764.00,820.00,4899.00,116.00,536.00,4247.00,19279.00,203901.00,58869.00,107927.00,14434.00,93493.00,19874.00,73619.00,37105.00
2002:Q3,31179.00,5899.00,829.00,5005.00,172.00,502.00,4331.00,19446.00,209455.00,62214.00,109170.00,14273.00,94897.00,20401.00,74496.00,38071.00
2002:Q4,30613.00,4525.00,763.00,4635.00,103.00,305.00,4227.00,20690.00,214298.00,63250.00,112058.00,15098.00,96960.00,20818.00,76142.00,38990.00
2003:Q1,31057.00,5629.00,703.00,4378.00,105.00,302.00,3971.00,20347.00,213804.00,65213.00,111543.00,15745.00,95798.00,20601.00,75197.00,37048.00
2003:Q2,31806.00,5708.00,700.00,4371.00,106.00,321.00,3944.00,21027.00,215139.00,65467.00,111848.00,14206.00,97642.00,20956.00,76686.00,37824.00
2003:Q3,34870.00,7364.00,869.00,4651.00,63.00,314.00,4274.00,21986.00,218939.00,65740.00,115019.00,14073.00,100946.00,20825.00,80121.00,38180.00
2003:Q4,38637.00,8072.00,1045.00,5139.00,78.00,349.00,4712.00,24381.00,228890.00,68476.00,120595.00,14740.00,105855.00,21325.00,84530.00,39819.00
2004:Q1,41246.00,8757.00,1153.00,5013.00,67.00,287.00,4659.00,26323.00,236021.00,70922.00,125876.00,14420.00,111456.00,22768.00,88688.00,39223.00
2004:Q2,43333.00,8783.00,1218.00,5138.00,45.00,345.00,4748.00,28194.00,244722.00,70477.00,133941.00,16334.00,117607.00,23748.00,93859.00,40304.00
2004:Q3,44367.00,7900.00,1152.00,5268.00,47.00,327.00,4894.00,30047.00,254261.00,73655.00,139018.00,17454.00,121564.00,24339.00,97225.00,41588.00
2004:Q4,48422.00,8716.00,1394.00,5709.00,48.00,298.00,5363.00,32603.00,277171.00,82699.00,148311.00,16954.00,131357.00,24904.00,106453.00,46161.00
2005:Q1,50904.00,9536.00,1518.00,5452.00,49.00,264.00,5139.00,34398.00,284633.00,83340.00,156700.00,20269.00,136431.00,24882.00,111549.00,44593.00
2005:Q2,55240.00,10558.00,1979.00,6243.00,49.00,285.00,5909.00,36460.00,297654.00,88410.00,163154.00,20582.00,142572.00,24768.00,117804.00,46090.00
2005:Q3,56462.00,10859.00,2143.00,6174.00,45.00,391.00,5738.00,37286.00,303978.00,88681.00,167390.00,21042.00,146348.00,25376.00,120972.00,47907.00
2005:Q4,55795.00,9284.00,2513.00,6509.00,45.00,427.00,6037.00,37489.00,305427.00,90454.00,167806.00,22339.00,145467.00,24768.00,120699.00,47167.00
2006:Q1,56128.00,9755.00,2395.00,6319.00,44.00,360.00,5915.00,37659.00,311146.00,89794.00,173200.00,23589.00,149611.00,24865.00,124746.00,48152.00
2006:Q2,58715.00,9775.00,2327.00,6487.00,62.00,382.00,6043.00,40126.00,318312.00,92200.00,175792.00,22263.00,153529.00,24623.00,128906.00,50320.00
2006:Q3,60724.00,11176.00,2367.00,6732.00,55.00,393.00,6284.00,40449.00,323567.00,94729.00,177338.00,22461.00,154877.00,25650.00,129227.00,51500.00
2006:Q4,61595.00,13404.00,2466.00,7060.00,56.00,452.00,6552.00,38665.00,313785.00,91404.00,171035.00,18985.00,152050.00,25083.00,126967.00,51346.00
2007:Q1,65544.00,15995.00,2855.00,8493.00,38.00,380.00,8075.00,38201.00,317729.00,100564.00,167923.00,19899.00,148024.00,24874.00,123150.00,49242.00
2007:Q2,63220.00,13039.00,2692.00,7723.00,42.00,392.00,7289.00,39766.00,322402.00,101312.00,170978.00,19754.00,151224.00,24285.00,126939.00,50112.00
2007:Q3,62754.00,12854.00,2562.00,8091.00,40.00,329.00,7722.00,39247.00,329331.00,101630.00,175633.00,21214.00,154419.00,22614.00,131805.00,52068.00
2007:Q4,63181.00,11021.00,2713.00,9257.00,42.00,346.00,8869.00,40190.00,341959.00,104032.00,182237.00,25509.00,156728.00,22749.00,133979.00,55690.00
2008:Q1,65810.00,11810.00,2417.00,9989.00,44.00,544.00,9401.00,41594.00,345128.00,103011.00,189075.00,27241.00,161834.00,23977.00,137857.00,53042.00
2008:Q2,66470.00,11935.00,2539.00,10910.00,49.00,577.00,10284.00,41086.00,342849.00,105891.00,184921.00,23738.00,161183.00,23934.00,137249.00,52037.00
2008:Q3,68817.00,13072.00,2978.00,11432.00,75.00,505.00,10852.00,41335.00,344601.00,103747.00,188670.00,26014.00,162656.00,24480.00,138176.00,52184.00
2008:Q4,65378.00,13082.00,2936.00,11471.00,80.00,508.00,10883.00,37889.00,344283.00,102619.00,191506.00,27999.00,163507.00,25073.00,138434.00,50158.00
2009:Q1,82117.00,14810.00,4421.00,15212.00,88.00,495.00,14629.00,47674.00,355865.00,108395.00,196789.00,27365.00,169424.00,25857.00,143567.00,50681.00
2009:Q2,86925.00,20240.00,4873.00,14663.00,87.00,282.00,14294.00,47149.00,347114.00,106631.00,195720.00,20981.00,174739.00,27418.00,147321.00,44763.00
2009:Q3,91353.00,24408.00,4646.00,15213.00,92.00,284.00,14837.00,47086.00,345671.00,106296.00,193083.00,18234.00,174849.00,27477.00,147372.00,46292.00
2009:Q4,95083.00,23407.00,5040.00,15519.00,97.00,295.00,15127.00,51117.00,347168.00,107327.00,193436.00,18172.00,175264.00,27336.00,147928.00,46405.00
2010:Q1,93652.00,21907.00,5096.00,15294.00,101.00,246.00,14947.00,51355.00,344884.00,108165.00,190539.00,16780.00,173759.00,27105.00,146654.00,46180.00
2010:Q2,92561.00,21169.00,4712.00,15295.00,104.00,286.00,14905.00,51385.00,341321.00,108221.00,187735.00,14945.00,172790.00,27083.00,145707.00,45365.00
2010:Q3,93767.00,19285.00,5043.00,15295.00,106.00,269.00,14920.00,54144.00,349265.00,110419.00,191971.00,15462.00,176509.00,27680.00,148829.00,46875.00
2010:Q4,94263.00,19301.00,5398.00,15879.00,108.00,316.00,15455.00,53685.00,346776.00,108376.00,192498.00,16407.00,176091.00,27752.00,148339.00,45902.00
2011:Q1,105275.00,22490.00,5294.00,15639.00,110.00,236.00,15293.00,61852.00,360406.00,115762.00,197391.00,15754.00,181637.00,27139.00,154498.00,47253.00
2011:Q2,106041.00,17821.00,4937.00,19700.00,121.00,241.00,19338.00,63583.00,370126.00,118036.00,203050.00,15842.00,187208.00,27278.00,159930.00,49040.00
2011:Q3,104530.00,17312.00,4563.00,18863.00,152.00,238.00,18473.00,63792.00,377697.00,118062.00,209377.00,21185.00,188192.00,27514.00,160678.00,50258.00
2011:Q4,102349.00,16971.00,4807.00,18754.00,161.00,281.00,18312.00,61817.00,384132.00,121596.00,212034.00,22489.00,189545.00,27859.00,161686.00,50502.00
2012:Q1,105870.00,19351.00,4958.00,18245.00,159.00,236.00,17850.00,63316.00,391257.00,130366.00,209624.00,18916.00,190708.00,27020.00,163688.00,51267.00
2012:Q2,106159.00,18447.00,5012.00,18101.00,160.00,277.00,17664.00,64599.00,395297.00,132705.00,210808.00,20341.00,190467.00,26505.00,163962.00,51784.00
2012:Q3,111174.00,19683.00,5079.00,18672.00,166.00,318.00,18188.00,67740.00,405174.00,138395.00,212283.00,19200.00,193083.00,26495.00,166588.00,54496.00
2012:Q4,116432.00,21088.00,4611.00,20402.00,193.00,352.00,19857.00,70331.00,422613.00,149232.00,218300.00,23913.00,194387.00,26711.00,167676.00,55081.00
2013:Q1,115100.00,20381.00,3599.00,18616.00,173.00,307.00,18136.00,72504.00,421820.00,150162.00,218342.00,18803.00,199539.00,31278.00,168261.00,53316.00
2013:Q2,129796.00,23946.00,5338.00,22501.00,208.00,546.00,21747.00,78011.00,450177.00,158812.00,236374.00,21884.00,214490.00,30654.00,183836.00,54991.00
2013:Q3,132549.00,27983.00,5215.00,21465.00,209.00,492.00,20764.00,77886.00,452649.00,166987.00,230565.00,26597.00,203968.00,30248.00,173720.00,55097.00
2013:Q4,136781.00,23364.00,4750.00,22812.00,210.00,340.00,22262.00,85855.00,478841.00,183218.00,238008.00,23757.00,214251.00,29684.00,184567.00,57615.00
2014:Q1,144988.00,22526.00,4635.00,23820.00,209.00,311.00,23300.00,94007.00,492664.00,191695.00,243019.00,25923.00,217096.00,29313.00,187783.00,57950.00
2014:Q2,155869.00,26513.00,4693.00,23997.00,205.00,302.00,23490.00,100666.00,511054.00,208177.00,241576.00,22843.00,218733.00,30013.00,188720.00,61301.00
2014:Q3,154611.00,26327.00,4543.00,23528.00,206.00,269.00,23053.00,100213.00,522793.00,211716.00,247612.00,26344.00,221268.00,29951.00,191317.00,63465.00
2014:Q4,157186.00,26330.00,5230.00,25418.00,211.00,272.00,24935.00,100208.00,538669.00,212456.00,261401.00,29979.00,231422.00,31053.00,200369.00,64812.00
2015:Q1,164819.00,25799.00,5954.00,25527.00,254.00,282.00,24991.00,107539.00,554743.00,219742.00,269724.00,34210.00,235514.00,31834.00,203680.00,65277.00
2015:Q2,162899.00,22562.00,4836.00,25873.00,217.00,270.00,25386.00,109628.00,573270.00,227890.00,278034.00,39195.00,238839.00,32642.00,206197.00,67346.00
2015:Q3,169442.00,25407.00,5121.00,26408.00,220.00,313.00,25875.00,112506.00,591117.00,237626.00,283348.00,40921.00,242427.00,32120.00,210307.00,70143.00
2015:Q4,163602.00,24062.00,4810.00,25503.00,218.00,349.00,24936.00,109227.00,583935.00,242981.00,272537.00,37101.00,235436.00,30774.00,204662.00,68417.00
2016:Q1,167783.00,24496.00,4656.00,24287.00,224.00,373.00,23690.00,114344.00,588332.00,249347.00,270809.00,36139.00,234670.00,30823.00,203847.00,68176.00
2016:Q2,178487.00,27842.00,4789.00,25388.00,242.00,426.00,24720.00,120468.00,597597.00,261930.00,262137.00,31962.00,230175.00,31358.00,198817.00,73530.00
2016:Q3,176801.00,27451.00,4962.00,24755.00,259.00,451.00,24045.00,119633.00,595149.00,264309.00,254642.00,31123.00,223519.00,31721.00,191798.00,76198.00
