date,FU616000105.Q,FU615013005.Q,FU614090005.Q,FU613020003.Q,FU613030003.Q,FU613063003.Q,FU614023005.Q,FU613069500.Q,FU613065000.Q,FU613066005.Q,FU613092003.Q,FU613090005.Q,FU614190005.Q,FU614122005.Q,FU613169100.Q,FU613163005.Q,FU614123005.Q,FU613168000.Q,FU613169005.Q,FU613178003.Q,FU613192003.Q,FU613190005.Q,FU613194003.Q,FU613193005.Q,FU617005005.Q,FU613066303.Q
1953:Q3,53.00,26.00,639.00,5.00,1.00,0.00,517.00,-32.00,117.00,432.00,4.00,112.00,745.00,477.00,190.00,287.00,95.00,95.00,0.00,42.00,1.00,130.00,0.00,130.00,133.00,0.00
1953:Q4,48.00,26.00,4.00,5.00,2.00,0.00,36.00,-144.00,-39.00,219.00,4.00,-43.00,-85.00,80.00,-66.00,146.00,-169.00,-169.00,0.00,79.00,1.00,-76.00,0.00,-76.00,-67.00,0.00
1954:Q1,33.00,29.00,-130.00,9.00,3.00,0.00,-171.00,84.00,29.00,-284.00,4.00,25.00,3.00,260.00,225.00,35.00,-307.00,-307.00,0.00,-25.00,1.00,74.00,0.00,74.00,137.00,0.00
1954:Q2,30.00,29.00,237.00,9.00,3.00,0.00,194.00,-32.00,32.00,194.00,4.00,27.00,90.00,-76.00,-108.00,32.00,138.00,138.00,0.00,-89.00,1.00,116.00,0.00,116.00,-146.00,0.00
1954:Q3,28.00,30.00,262.00,-12.00,-4.00,0.00,186.00,-166.00,93.00,259.00,4.00,88.00,-190.00,-238.00,-44.00,-194.00,-46.00,-46.00,0.00,28.00,1.00,65.00,0.00,65.00,-453.00,0.00
1954:Q4,28.00,29.00,487.00,-26.00,-9.00,0.00,457.00,120.00,67.00,270.00,6.00,59.00,87.00,-396.00,-225.00,-171.00,76.00,76.00,0.00,2.00,0.00,405.00,0.00,405.00,-401.00,0.00
1955:Q1,41.00,38.00,403.00,11.00,4.00,0.00,289.00,-222.00,100.00,411.00,4.00,95.00,916.00,399.00,306.00,93.00,200.00,200.00,0.00,-37.00,1.00,353.00,0.00,353.00,517.00,0.00
1955:Q2,49.00,41.00,1629.00,23.00,8.00,0.00,1438.00,280.00,169.00,989.00,5.00,155.00,1502.00,131.00,208.00,-77.00,269.00,269.00,0.00,-27.00,1.00,1128.00,0.00,1128.00,-118.00,0.00
1955:Q3,54.00,44.00,1299.00,37.00,12.00,0.00,1009.00,-158.00,245.00,922.00,5.00,236.00,1012.00,135.00,-34.00,169.00,345.00,345.00,0.00,67.00,1.00,464.00,0.00,464.00,-277.00,0.00
1955:Q4,54.00,46.00,1141.00,47.00,16.00,0.00,1070.00,604.00,13.00,453.00,6.00,2.00,1005.00,-20.00,-232.00,212.00,113.00,113.00,0.00,36.00,0.00,876.00,0.00,876.00,-128.00,0.00
1956:Q1,64.00,39.00,339.00,4.00,1.00,0.00,422.00,351.00,-85.00,156.00,5.00,-93.00,548.00,1126.00,558.00,568.00,15.00,15.00,0.00,-24.00,1.00,-570.00,0.00,-570.00,235.00,0.00
1956:Q2,64.00,39.00,171.00,-1.00,0.00,0.00,181.00,-144.00,-7.00,332.00,6.00,-15.00,201.00,174.00,-56.00,230.00,93.00,93.00,0.00,-58.00,1.00,-9.00,0.00,-9.00,54.00,0.00
1956:Q3,57.00,41.00,78.00,-1.00,-1.00,0.00,3.00,-361.00,76.00,288.00,6.00,71.00,120.00,184.00,-54.00,238.00,176.00,176.00,0.00,56.00,1.00,-297.00,0.00,-297.00,58.00,0.00
1956:Q4,58.00,41.00,174.00,1.00,1.00,0.00,262.00,238.00,-88.00,112.00,7.00,-97.00,-209.00,-48.00,-315.00,267.00,12.00,12.00,0.00,28.00,1.00,-202.00,0.00,-202.00,-366.00,0.00
1957:Q1,62.00,40.00,161.00,11.00,3.00,0.00,358.00,628.00,-211.00,-59.00,6.00,-217.00,779.00,973.00,539.00,434.00,-211.00,-211.00,0.00,-28.00,1.00,44.00,0.00,44.00,640.00,0.00
1957:Q2,53.00,40.00,256.00,6.00,2.00,0.00,338.00,95.00,-88.00,331.00,7.00,-97.00,64.00,9.00,-205.00,214.00,-88.00,-88.00,0.00,-37.00,0.00,180.00,0.00,180.00,-179.00,0.00
1957:Q3,51.00,41.00,301.00,7.00,3.00,0.00,291.00,-56.00,2.00,345.00,7.00,-7.00,278.00,491.00,66.00,425.00,2.00,2.00,0.00,45.00,0.00,-260.00,0.00,-260.00,-13.00,0.00
1957:Q4,54.00,40.00,303.00,4.00,1.00,0.00,327.00,297.00,-28.00,58.00,9.00,-38.00,158.00,216.00,52.00,164.00,-28.00,-28.00,0.00,30.00,-2.00,-58.00,0.00,-58.00,-132.00,0.00
1958:Q1,55.00,46.00,132.00,10.00,3.00,0.00,4.00,252.00,114.00,-362.00,7.00,108.00,284.00,848.00,568.00,280.00,114.00,114.00,0.00,32.00,0.00,-710.00,0.00,-710.00,161.00,0.00
1958:Q2,49.00,44.00,-180.00,4.00,2.00,0.00,-301.00,-245.00,114.00,-170.00,6.00,109.00,-577.00,-278.00,-176.00,-102.00,114.00,114.00,0.00,-97.00,0.00,-316.00,0.00,-316.00,-392.00,0.00
1958:Q3,46.00,44.00,-507.00,6.00,2.00,0.00,-631.00,-527.00,114.00,-218.00,7.00,109.00,-481.00,-564.00,-232.00,-332.00,-286.00,-286.00,0.00,-2.00,0.00,371.00,0.00,371.00,28.00,0.00
1958:Q4,43.00,46.00,745.00,1.00,0.00,0.00,631.00,569.00,115.00,-53.00,8.00,105.00,788.00,-283.00,-295.00,12.00,515.00,515.00,0.00,-2.00,0.00,558.00,0.00,558.00,40.00,0.00
1959:Q1,152.00,54.00,925.00,35.00,12.00,0.00,768.00,640.00,114.00,14.00,7.00,103.00,1006.00,700.00,538.00,162.00,514.00,514.00,0.00,-8.00,0.00,-200.00,0.00,-200.00,179.00,0.00
1959:Q2,140.00,56.00,1004.00,36.00,12.00,0.00,1018.00,476.00,-57.00,599.00,8.00,-70.00,913.00,517.00,316.00,201.00,543.00,543.00,0.00,-18.00,1.00,-130.00,0.00,-130.00,-7.00,0.00
1959:Q3,139.00,58.00,764.00,42.00,14.00,0.00,605.00,-248.00,106.00,747.00,8.00,95.00,1046.00,199.00,-122.00,321.00,506.00,506.00,0.00,60.00,1.00,280.00,0.00,280.00,364.00,0.00
1959:Q4,140.00,58.00,1197.00,45.00,15.00,0.00,1059.00,554.00,84.00,421.00,9.00,69.00,1111.00,272.00,-34.00,306.00,284.00,284.00,0.00,32.00,0.00,523.00,0.00,523.00,-4.00,0.00
1960:Q1,138.00,57.00,1429.00,12.00,4.00,0.00,1386.00,1039.00,33.00,314.00,8.00,19.00,1341.00,2449.00,1181.00,1268.00,-67.00,-67.00,0.00,-22.00,1.00,-1020.00,0.00,-1020.00,-7.00,0.00
1960:Q2,147.00,58.00,1140.00,13.00,4.00,0.00,1220.00,706.00,-91.00,605.00,9.00,-106.00,704.00,636.00,12.00,624.00,58.00,58.00,0.00,-26.00,2.00,34.00,0.00,34.00,-347.00,0.00
1960:Q3,158.00,56.00,304.00,19.00,6.00,0.00,196.00,-409.00,84.00,521.00,9.00,74.00,53.00,482.00,-134.00,616.00,-580.00,-580.00,0.00,30.00,2.00,119.00,0.00,119.00,-149.00,0.00
1960:Q4,171.00,55.00,652.00,22.00,8.00,0.00,688.00,572.00,-62.00,178.00,10.00,-76.00,551.00,510.00,-218.00,728.00,35.00,35.00,0.00,20.00,2.00,-16.00,0.00,-16.00,15.00,0.00
1961:Q1,177.00,31.00,-409.00,38.00,12.00,0.00,-459.00,-157.00,-3.00,-299.00,10.00,-10.00,-252.00,1177.00,727.00,450.00,-1446.00,-1446.00,0.00,12.00,2.00,3.00,0.00,3.00,303.00,0.00
1961:Q2,189.00,32.00,331.00,35.00,12.00,0.00,209.00,60.00,77.00,72.00,10.00,65.00,-27.00,-13.00,-245.00,232.00,-98.00,-98.00,0.00,-60.00,1.00,143.00,0.00,143.00,-201.00,0.00
1961:Q3,199.00,33.00,234.00,37.00,12.00,0.00,-84.00,-371.00,268.00,19.00,11.00,258.00,181.00,-432.00,-352.00,-80.00,300.00,300.00,0.00,15.00,1.00,297.00,0.00,297.00,113.00,0.00
1961:Q4,198.00,34.00,1726.00,37.00,13.00,0.00,1391.00,671.00,293.00,427.00,11.00,274.00,1008.00,-146.00,-266.00,120.00,901.00,901.00,0.00,3.00,1.00,249.00,0.00,249.00,-553.00,0.00
1962:Q1,208.00,47.00,134.00,23.00,7.00,0.00,180.00,184.00,-76.00,72.00,11.00,-87.00,33.00,1162.00,992.00,170.00,-1118.00,-1118.00,0.00,49.00,1.00,-61.00,0.00,-61.00,60.00,0.00
1962:Q2,227.00,48.00,1023.00,23.00,8.00,0.00,743.00,40.00,254.00,449.00,12.00,237.00,1319.00,30.00,189.00,-159.00,755.00,755.00,0.00,-21.00,1.00,554.00,0.00,554.00,475.00,0.00
1962:Q3,216.00,49.00,493.00,24.00,8.00,0.00,201.00,-478.00,262.00,417.00,12.00,248.00,854.00,242.00,441.00,-199.00,142.00,142.00,0.00,27.00,1.00,442.00,0.00,442.00,529.00,0.00
1962:Q4,209.00,49.00,1141.00,25.00,8.00,0.00,1102.00,424.00,11.00,667.00,13.00,-7.00,1043.00,107.00,-412.00,519.00,870.00,870.00,0.00,-23.00,1.00,88.00,0.00,88.00,62.00,0.00
1963:Q1,154.00,23.00,866.00,-35.00,-11.00,0.00,924.00,584.00,-8.00,348.00,13.00,-25.00,706.00,1497.00,1085.00,412.00,-760.00,-760.00,0.00,-10.00,1.00,-22.00,0.00,-22.00,-30.00,0.00
1963:Q2,127.00,24.00,1338.00,-36.00,-12.00,0.00,1104.00,380.00,288.00,436.00,13.00,269.00,1738.00,361.00,379.00,-18.00,591.00,591.00,0.00,-42.00,0.00,828.00,0.00,828.00,502.00,0.00
1963:Q3,116.00,25.00,916.00,-37.00,-13.00,0.00,603.00,-395.00,366.00,632.00,14.00,349.00,1123.00,-51.00,-191.00,140.00,587.00,587.00,0.00,23.00,0.00,564.00,0.00,564.00,298.00,0.00
1963:Q4,110.00,26.00,1969.00,-40.00,-13.00,0.00,1843.00,846.00,187.00,810.00,15.00,164.00,1826.00,531.00,-253.00,784.00,1011.00,1011.00,0.00,-3.00,1.00,286.00,0.00,286.00,-59.00,0.00
1964:Q1,125.00,57.00,1033.00,-4.00,-1.00,0.00,1143.00,856.00,-99.00,386.00,15.00,-120.00,530.00,1924.00,1020.00,904.00,-1220.00,-1220.00,0.00,66.00,0.00,-240.00,0.00,-240.00,-435.00,0.00
1964:Q2,129.00,59.00,1886.00,-8.00,-3.00,0.00,1599.00,643.00,305.00,651.00,15.00,283.00,2502.00,817.00,365.00,452.00,1208.00,1208.00,0.00,-85.00,1.00,561.00,0.00,561.00,686.00,0.00
1964:Q3,133.00,61.00,663.00,-4.00,-1.00,0.00,514.00,-243.00,157.00,600.00,16.00,138.00,339.00,681.00,240.00,441.00,-592.00,-592.00,0.00,-50.00,1.00,299.00,0.00,299.00,-252.00,0.00
1964:Q4,141.00,63.00,995.00,-4.00,-2.00,0.00,979.00,334.00,27.00,618.00,17.00,5.00,1321.00,674.00,-130.00,804.00,564.00,564.00,0.00,-11.00,1.00,93.00,0.00,93.00,405.00,0.00
1965:Q1,135.00,75.00,1188.00,34.00,12.00,0.00,1088.00,760.00,60.00,268.00,17.00,37.00,1012.00,1383.00,1013.00,370.00,-507.00,-507.00,0.00,14.00,1.00,121.00,0.00,121.00,-116.00,0.00
1965:Q2,136.00,78.00,1891.00,32.00,10.00,0.00,1670.00,643.00,187.00,840.00,18.00,161.00,1719.00,-86.00,445.00,-531.00,1845.00,1845.00,0.00,-1.00,-1.00,-38.00,0.00,-38.00,-114.00,0.00
1965:Q3,137.00,81.00,892.00,37.00,13.00,0.00,486.00,-548.00,358.00,676.00,18.00,338.00,713.00,-61.00,162.00,-223.00,507.00,507.00,0.00,37.00,-1.00,231.00,0.00,231.00,-123.00,0.00
1965:Q4,133.00,85.00,1501.00,41.00,13.00,0.00,1518.00,1110.00,-63.00,471.00,19.00,-90.00,1327.00,338.00,-434.00,772.00,1473.00,1473.00,0.00,37.00,0.00,-521.00,0.00,-521.00,-125.00,0.00
1966:Q1,95.00,80.00,732.00,39.00,13.00,0.00,754.00,819.00,-71.00,6.00,20.00,-94.00,554.00,2059.00,1711.00,348.00,-811.00,-811.00,0.00,-32.00,-1.00,-661.00,0.00,-661.00,-163.00,0.00
1966:Q2,113.00,83.00,734.00,31.00,11.00,0.00,770.00,372.00,-75.00,473.00,20.00,-98.00,556.00,272.00,16.00,256.00,1200.00,1200.00,0.00,-43.00,1.00,-874.00,0.00,-874.00,-148.00,0.00
1966:Q3,129.00,84.00,-841.00,26.00,8.00,0.00,-819.00,-1233.00,-60.00,474.00,21.00,-77.00,-1026.00,851.00,427.00,424.00,-1510.00,-1510.00,0.00,24.00,1.00,-392.00,0.00,-392.00,-140.00,0.00
1966:Q4,152.00,85.00,1223.00,18.00,6.00,0.00,1563.00,1116.00,-358.00,805.00,22.00,-386.00,1048.00,1834.00,1366.00,468.00,489.00,489.00,0.00,17.00,1.00,-1293.00,0.00,-1293.00,-108.00,0.00
1967:Q1,147.00,137.00,-175.00,16.00,6.00,0.00,-154.00,439.00,-43.00,-550.00,7.00,-50.00,-357.00,1890.00,1793.00,97.00,-1789.00,-1789.00,0.00,-42.00,1.00,-417.00,0.00,-417.00,-172.00,0.00
1967:Q2,149.00,137.00,422.00,15.00,5.00,0.00,8.00,-525.00,393.00,140.00,7.00,387.00,240.00,-841.00,-451.00,-390.00,1026.00,1026.00,0.00,-50.00,1.00,104.00,0.00,104.00,-171.00,0.00
1967:Q3,148.00,137.00,-152.00,21.00,7.00,0.00,-304.00,-631.00,123.00,204.00,8.00,116.00,-335.00,298.00,125.00,173.00,-78.00,-78.00,0.00,31.00,1.00,-587.00,0.00,-587.00,-172.00,0.00
1967:Q4,145.00,142.00,918.00,22.00,7.00,0.00,968.00,368.00,-77.00,677.00,7.00,-86.00,740.00,1380.00,561.00,819.00,479.00,479.00,0.00,5.00,0.00,-1124.00,0.00,-1124.00,-175.00,0.00
1968:Q1,148.00,260.00,451.00,20.00,7.00,0.00,600.00,1042.00,-173.00,-269.00,8.00,-184.00,273.00,1744.00,1594.00,150.00,-2005.00,-2005.00,0.00,43.00,1.00,490.00,0.00,490.00,-290.00,0.00
1968:Q2,130.00,259.00,2236.00,12.00,4.00,0.00,1927.00,924.00,302.00,701.00,7.00,286.00,2064.00,289.00,466.00,-177.00,1571.00,1571.00,0.00,-64.00,1.00,267.00,0.00,267.00,-300.00,0.00
1968:Q3,104.00,263.00,344.00,9.00,3.00,0.00,160.00,-603.00,172.00,591.00,8.00,164.00,163.00,-208.00,-63.00,-145.00,-389.00,-389.00,0.00,5.00,1.00,754.00,0.00,754.00,-340.00,0.00
1968:Q4,93.00,275.00,2832.00,17.00,5.00,0.00,2480.00,870.00,340.00,1270.00,8.00,322.00,2660.00,1387.00,876.00,511.00,1930.00,1930.00,0.00,15.00,-1.00,-671.00,0.00,-671.00,-354.00,0.00
1969:Q1,93.00,176.00,1484.00,14.00,5.00,0.00,950.00,570.00,520.00,-140.00,8.00,507.00,1308.00,1904.00,2420.00,-516.00,-1016.00,-1016.00,0.00,46.00,1.00,373.00,0.00,373.00,-259.00,0.00
1969:Q2,84.00,180.00,4806.00,18.00,6.00,0.00,3866.00,1910.00,934.00,1022.00,8.00,908.00,4643.00,914.00,1299.00,-385.00,2218.00,2218.00,0.00,-50.00,2.00,1559.00,0.00,1559.00,-258.00,0.00
1969:Q3,76.00,186.00,717.00,27.00,9.00,0.00,1084.00,739.00,-398.00,743.00,8.00,-411.00,541.00,2235.00,1463.00,772.00,-1918.00,-1918.00,0.00,23.00,2.00,199.00,0.00,199.00,-286.00,0.00
1969:Q4,69.00,187.00,2438.00,28.00,9.00,0.00,2660.00,1750.00,-249.00,1159.00,8.00,-267.00,2267.00,2094.00,844.00,1250.00,1714.00,1714.00,0.00,29.00,2.00,-1572.00,0.00,-1572.00,-289.00,0.00
1970:Q1,69.00,168.00,1270.00,31.00,11.00,0.00,478.00,618.00,480.00,-620.00,8.00,742.00,1094.00,245.00,1813.00,-1568.00,-1143.00,-1143.00,0.00,25.00,2.00,1965.00,0.00,1965.00,-275.00,0.00
1970:Q2,75.00,169.00,2334.00,39.00,13.00,0.00,2146.00,951.00,814.00,381.00,8.00,128.00,2162.00,-194.00,-309.00,115.00,2520.00,2520.00,0.00,-40.00,2.00,-126.00,0.00,-126.00,-266.00,0.00
1970:Q3,84.00,171.00,-776.00,49.00,16.00,0.00,-830.00,-617.00,102.00,-315.00,9.00,-20.00,-961.00,-614.00,-1192.00,578.00,-16.00,-16.00,0.00,35.00,2.00,-368.00,0.00,-368.00,-273.00,0.00
1970:Q4,97.00,166.00,865.00,56.00,19.00,0.00,499.00,-598.00,410.00,687.00,8.00,283.00,684.00,2040.00,327.00,1713.00,799.00,799.00,0.00,12.00,2.00,-2169.00,0.00,-2169.00,-250.00,0.00
1971:Q1,114.00,132.00,2608.00,57.00,19.00,0.00,1776.00,1416.00,933.00,-573.00,9.00,747.00,2487.00,-883.00,-919.00,36.00,-221.00,-221.00,0.00,34.00,2.00,3555.00,69.00,3486.00,-139.00,0.00
1971:Q2,150.00,136.00,2304.00,54.00,18.00,0.00,1784.00,654.00,628.00,502.00,9.00,439.00,2184.00,-237.00,-357.00,120.00,1550.00,1550.00,0.00,-33.00,2.00,902.00,65.00,837.00,-106.00,0.00
1971:Q3,165.00,137.00,468.00,51.00,17.00,0.00,348.00,-703.00,223.00,828.00,8.00,44.00,340.00,652.00,-277.00,929.00,-1967.00,-1967.00,0.00,25.00,2.00,1628.00,139.00,1489.00,-100.00,0.00
1971:Q4,189.00,141.00,2764.00,51.00,17.00,0.00,2214.00,-23.00,664.00,1573.00,9.00,473.00,2647.00,2333.00,1090.00,1243.00,1587.00,1587.00,0.00,0.00,0.00,-1273.00,292.00,-1565.00,-69.00,0.00
1972:Q1,168.00,115.00,2126.00,50.00,16.00,0.00,1803.00,1563.00,445.00,-205.00,9.00,248.00,2016.00,128.00,-543.00,671.00,-24.00,-24.00,0.00,23.00,2.00,1887.00,470.00,1417.00,-57.00,0.00
1972:Q2,160.00,118.00,2914.00,49.00,17.00,0.00,2496.00,768.00,549.00,1179.00,9.00,343.00,2811.00,709.00,-251.00,960.00,914.00,914.00,0.00,-51.00,2.00,1237.00,672.00,565.00,-61.00,0.00
1972:Q3,162.00,121.00,1136.00,49.00,16.00,0.00,860.00,-489.00,392.00,957.00,10.00,201.00,1019.00,-328.00,-1049.00,721.00,701.00,701.00,0.00,20.00,2.00,624.00,697.00,-73.00,-75.00,0.00
1972:Q4,186.00,129.00,5399.00,48.00,16.00,0.00,4780.00,2363.00,776.00,1641.00,9.00,546.00,5321.00,2233.00,593.00,1640.00,3364.00,3364.00,0.00,29.00,1.00,-306.00,546.00,-852.00,-21.00,0.00
1973:Q1,192.00,214.00,1897.00,47.00,16.00,0.00,1829.00,1778.00,208.00,-157.00,9.00,-4.00,1882.00,1068.00,-251.00,1319.00,-475.00,-475.00,0.00,34.00,6.00,1249.00,435.00,814.00,-38.00,0.00
1973:Q2,207.00,226.00,4579.00,47.00,15.00,0.00,3945.00,1731.00,801.00,1413.00,10.00,562.00,4491.00,971.00,725.00,246.00,2459.00,2459.00,0.00,-61.00,6.00,1116.00,114.00,1002.00,-108.00,0.00
1973:Q3,222.00,233.00,892.00,46.00,16.00,0.00,1074.00,-288.00,-47.00,1409.00,9.00,-253.00,869.00,813.00,-195.00,1008.00,-353.00,-353.00,0.00,25.00,6.00,378.00,60.00,318.00,-34.00,0.00
1973:Q4,220.00,237.00,6236.00,45.00,15.00,0.00,5046.00,1741.00,1374.00,1931.00,10.00,1120.00,6163.00,3015.00,1680.00,1335.00,1858.00,1858.00,0.00,2.00,6.00,1282.00,25.00,1257.00,-90.00,0.00
1974:Q1,300.00,308.00,2165.00,44.00,14.00,0.00,1549.00,1644.00,776.00,-871.00,10.00,548.00,2065.00,1840.00,2180.00,-340.00,-1452.00,-1452.00,0.00,27.00,-1.00,1651.00,-70.00,1721.00,-108.00,0.00
1974:Q2,215.00,317.00,1549.00,43.00,15.00,0.00,1750.00,692.00,-47.00,1105.00,10.00,-269.00,1344.00,1352.00,347.00,1005.00,809.00,809.00,0.00,-53.00,-1.00,-763.00,-222.00,-541.00,-307.00,0.00
1974:Q3,100.00,328.00,58.00,43.00,14.00,0.00,1034.00,932.00,-831.00,933.00,10.00,-1043.00,-58.00,2343.00,611.00,1732.00,-1618.00,-1618.00,0.00,21.00,-1.00,-803.00,-159.00,-644.00,-343.00,0.00
1974:Q4,145.00,332.00,-385.00,42.00,14.00,0.00,1047.00,1571.00,-1295.00,771.00,10.00,-1498.00,-410.00,3669.00,435.00,3234.00,99.00,99.00,0.00,5.00,-1.00,-4182.00,118.00,-4300.00,-211.00,0.00
1975:Q1,95.00,325.00,-2095.00,41.00,14.00,0.00,-1535.00,635.00,-441.00,-1729.00,10.00,-625.00,-2089.00,615.00,-542.00,1157.00,-4284.00,-4284.00,0.00,31.00,-1.00,1550.00,839.00,711.00,-224.00,0.00
