1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q3,6.00,5.00,427.00,128.00,0.00,148.00,-110.00,118.00,118.00,0.00,-100.00,107.00,24.00,84.00,-4262.00,4346.00,-1.00,0.00,-1.00,-15.00,0.00,0.00,0.00,-15.00,0.00,151.00,0.00,151.00,419.00,534.00,1398.00,-1513.00,-549.00,51.00,-600.00,0.00,0.00,26.00,-990.00,0.00,0.00,0.00,0.00,4.00,-4.00,-7.00
1967:Q4,8.00,5.00,3320.00,-454.00,0.00,24.00,1248.00,-30.00,-30.00,0.00,-141.00,2593.00,15.00,2578.00,1878.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,80.00,3466.00,1053.00,-321.00,2580.00,233.00,-179.00,412.00,0.00,0.00,-32.00,2379.00,0.00,0.00,0.00,154.00,9.00,145.00,150.00
1968:Q1,2.00,5.00,-863.00,-1299.00,0.00,171.00,-1139.00,1249.00,1249.00,0.00,-259.00,540.00,25.00,515.00,186.00,329.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,-142.00,0.00,-142.00,-1075.00,140.00,319.00,-1540.00,-371.00,-213.00,-158.00,0.00,0.00,52.00,-1221.00,0.00,0.00,0.00,6.00,14.00,-8.00,-215.00
1968:Q2,3.00,5.00,1517.00,-255.00,0.00,-91.00,594.00,-1098.00,-1098.00,0.00,0.00,2769.00,34.00,2735.00,2219.00,516.00,0.00,0.00,0.00,-2.00,0.00,0.00,0.00,-2.00,0.00,-401.00,0.00,-401.00,1508.00,230.00,-1060.00,2234.00,-184.00,-293.00,109.00,0.00,0.00,-17.00,2435.00,0.00,0.00,0.00,104.00,5.00,99.00,-11.00
1968:Q3,5.00,5.00,1507.00,236.00,0.00,33.00,-168.00,1273.00,1273.00,0.00,0.00,90.00,-85.00,175.00,414.00,-239.00,0.00,0.00,0.00,-13.00,0.00,0.00,0.00,-13.00,0.00,56.00,0.00,56.00,1496.00,951.00,1470.00,-870.00,-88.00,-41.00,-47.00,0.00,0.00,-28.00,-754.00,0.00,0.00,0.00,-55.00,2.00,-57.00,-11.00
1968:Q4,3.00,5.00,1812.00,292.00,0.00,54.00,1712.00,-1377.00,-1377.00,0.00,0.00,541.00,9.00,532.00,-38.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,591.00,0.00,591.00,2012.00,-554.00,535.00,1719.00,-426.00,-102.00,-324.00,0.00,0.00,74.00,2071.00,0.00,0.00,0.00,312.00,11.00,301.00,199.00
1969:Q1,8.00,6.00,-1560.00,35.00,0.00,31.00,-1448.00,809.00,809.00,0.00,0.00,-906.00,16.00,-927.00,-1173.00,246.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.00,0.00,-81.00,-1812.00,207.00,-705.00,-970.00,-181.00,20.00,-201.00,0.00,0.00,-73.00,-716.00,0.00,0.00,0.00,-344.00,11.00,-355.00,-250.00
1969:Q2,9.00,6.00,1135.00,-124.00,0.00,-90.00,-562.00,52.00,52.00,0.00,0.00,2047.00,-33.00,2085.00,1883.00,202.00,-5.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,-188.00,0.00,-188.00,1112.00,-1258.00,-242.00,2307.00,674.00,-82.00,756.00,0.00,0.00,15.00,1618.00,0.00,0.00,0.00,305.00,18.00,287.00,-20.00
1969:Q3,9.00,6.00,1880.00,224.00,0.00,25.00,841.00,477.00,477.00,0.00,0.00,-108.00,19.00,-163.00,-317.00,154.00,36.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,421.00,0.00,421.00,1868.00,1700.00,692.00,-332.00,-6.00,49.00,-55.00,0.00,0.00,-9.00,-317.00,0.00,0.00,0.00,-192.00,7.00,-199.00,-9.00
1969:Q4,7.00,6.00,2547.00,-548.00,0.00,87.00,1127.00,-1343.00,-1343.00,0.00,0.00,3190.00,4.00,3222.00,3116.00,106.00,-36.00,0.00,-36.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,34.00,2795.00,-423.00,370.00,2274.00,84.00,-25.00,109.00,0.00,0.00,-33.00,2223.00,0.00,0.00,0.00,574.00,3.00,571.00,249.00
1970:Q1,2.00,7.00,-502.00,586.00,400.00,52.00,-1203.00,1371.00,1371.00,0.00,0.00,-1521.00,12.00,-1576.00,-1368.00,-208.00,43.00,0.00,43.00,40.00,0.00,0.00,0.00,40.00,0.00,-227.00,0.00,-227.00,-801.00,483.00,-380.00,-782.00,91.00,-76.00,167.00,0.00,0.00,79.00,-952.00,0.00,0.00,0.00,-122.00,12.00,-134.00,-304.00
1970:Q2,3.00,7.00,732.00,-420.00,0.00,86.00,325.00,-1224.00,-1224.00,0.00,0.00,2049.00,-44.00,2136.00,1510.00,626.00,-43.00,0.00,-43.00,50.00,0.00,0.00,0.00,50.00,0.00,-135.00,0.00,-135.00,719.00,-577.00,150.00,986.00,-616.00,-142.00,-474.00,0.00,0.00,-46.00,1648.00,0.00,0.00,0.00,160.00,4.00,156.00,-17.00
1970:Q3,0.00,7.00,2553.00,-253.00,0.00,88.00,-249.00,523.00,523.00,0.00,0.00,2396.00,55.00,2261.00,1703.00,558.00,80.00,0.00,80.00,-90.00,0.00,0.00,0.00,-90.00,0.00,138.00,0.00,138.00,2550.00,1947.00,170.00,470.00,241.00,8.00,233.00,0.00,0.00,-45.00,274.00,0.00,0.00,0.00,-37.00,6.00,-43.00,-10.00
1970:Q4,2.00,7.00,2603.00,-640.00,0.00,75.00,1948.00,-518.00,-518.00,0.00,0.00,2057.00,-30.00,2167.00,1855.00,312.00,-80.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,-320.00,0.00,-320.00,2885.00,212.00,-213.00,2394.00,-98.00,-16.00,-82.00,0.00,0.00,-19.00,2511.00,0.00,0.00,0.00,492.00,11.00,481.00,278.00
1971:Q1,-18.00,12.00,604.00,-210.00,0.00,121.00,-1711.00,56.00,56.00,0.00,350.00,1934.00,31.00,1718.00,-327.00,2045.00,185.00,0.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,64.00,314.00,1782.00,183.00,-1160.00,-246.00,52.00,-298.00,0.00,0.00,58.00,-972.00,0.00,0.00,0.00,-491.00,15.00,-506.00,-320.00
1971:Q2,-18.00,13.00,1012.00,-345.00,0.00,150.00,-1.00,55.00,55.00,0.00,300.00,797.00,-76.00,1058.00,2291.00,-1233.00,-185.00,0.00,-185.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,56.00,1023.00,-1382.00,404.00,2040.00,387.00,-29.00,416.00,0.00,0.00,-32.00,1685.00,0.00,0.00,0.00,-39.00,12.00,-51.00,-19.00
1971:Q3,-19.00,13.00,1917.00,-242.00,0.00,127.00,-22.00,-64.00,-64.00,0.00,300.00,1872.00,29.00,1744.00,1655.00,89.00,99.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,-54.00,0.00,-54.00,1885.00,874.00,466.00,742.00,768.00,21.00,747.00,0.00,0.00,1.00,-27.00,0.00,0.00,0.00,-197.00,5.00,-202.00,-63.00
1971:Q4,-17.00,13.00,4941.00,5.00,0.00,80.00,1816.00,-343.00,-343.00,0.00,554.00,2759.00,39.00,2334.00,572.00,1762.00,386.00,0.00,386.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,70.00,5212.00,2364.00,-559.00,2869.00,-12.00,-11.00,-1.00,0.00,0.00,92.00,2789.00,0.00,0.00,0.00,538.00,8.00,530.00,241.00
1972:Q1,21.00,10.00,-1334.00,-584.00,0.00,268.00,-1670.00,991.00,991.00,0.00,-394.00,187.00,-61.00,-25.00,-480.00,455.00,273.00,0.00,273.00,0.00,0.00,0.00,0.00,0.00,0.00,-133.00,0.00,-133.00,-1615.00,683.00,509.00,-2532.00,-1154.00,-51.00,-1103.00,0.00,0.00,-190.00,-1188.00,0.00,0.00,0.00,-275.00,19.00,-294.00,-270.00
1972:Q2,21.00,10.00,1666.00,125.00,0.00,171.00,626.00,-900.00,-900.00,0.00,-420.00,2097.00,4.00,1785.00,1582.00,203.00,308.00,0.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.00,0.00,-33.00,1682.00,-989.00,-1251.00,3626.00,543.00,-62.00,605.00,0.00,0.00,23.00,3060.00,0.00,0.00,0.00,296.00,11.00,285.00,26.00
1972:Q3,23.00,11.00,-1097.00,-59.00,0.00,134.00,443.00,712.00,712.00,0.00,-320.00,-2137.00,-13.00,-2079.00,-1598.00,-481.00,-45.00,0.00,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,0.00,130.00,-1021.00,-790.00,2041.00,-2187.00,-486.00,-4.00,-482.00,0.00,0.00,-69.00,-1632.00,0.00,0.00,0.00,-85.00,6.00,-91.00,88.00
1972:Q4,25.00,11.00,2941.00,-28.00,0.00,113.00,232.00,1139.00,1139.00,0.00,-223.00,1481.00,60.00,1131.00,4.00,1127.00,290.00,0.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,227.00,0.00,227.00,3079.00,-1045.00,-174.00,4223.00,-9.00,-2.00,-7.00,0.00,0.00,140.00,4092.00,0.00,0.00,0.00,75.00,15.00,60.00,152.00
1973:Q1,24.00,13.00,1989.00,-115.00,0.00,107.00,-1853.00,47.00,47.00,0.00,-57.00,4058.00,74.00,3976.00,3097.00,879.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,-198.00,0.00,-198.00,1650.00,1226.00,241.00,70.00,1578.00,51.00,1527.00,0.00,0.00,73.00,-1581.00,0.00,0.00,0.00,113.00,14.00,99.00,-328.00
1973:Q2,29.00,14.00,1153.00,-10.00,0.00,111.00,-73.00,-258.00,-258.00,0.00,10.00,1190.00,-78.00,1168.00,1486.00,-318.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,183.00,0.00,183.00,1121.00,-2055.00,-1223.00,4434.00,630.00,-27.00,657.00,0.00,0.00,-5.00,3809.00,0.00,0.00,0.00,-35.00,13.00,-48.00,-17.00
1973:Q3,30.00,14.00,4185.00,18.00,0.00,83.00,988.00,2752.00,2752.00,0.00,10.00,479.00,-9.00,272.00,-147.00,419.00,216.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,-145.00,0.00,-145.00,4125.00,6144.00,2005.00,-4408.00,-2911.00,3.00,-2914.00,0.00,0.00,63.00,-1560.00,0.00,0.00,0.00,384.00,9.00,375.00,-44.00
1973:Q4,30.00,14.00,809.00,14.00,0.00,102.00,63.00,-3264.00,-3264.00,0.00,-10.00,3547.00,11.00,3234.00,2797.00,437.00,302.00,0.00,302.00,0.00,0.00,0.00,0.00,0.00,0.00,357.00,0.00,357.00,1189.00,-3902.00,1017.00,3261.00,205.00,-55.00,260.00,0.00,0.00,-200.00,3256.00,0.00,0.00,0.00,813.00,15.00,798.00,396.00
1974:Q1,27.00,15.00,-605.00,13.00,0.00,97.00,-877.00,775.00,775.00,0.00,300.00,-557.00,-38.00,-529.00,-497.00,-32.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-356.00,0.00,-356.00,-1033.00,1350.00,-979.00,-615.00,-427.00,21.00,-448.00,0.00,0.00,119.00,-307.00,0.00,0.00,0.00,-789.00,28.00,-817.00,-416.00
1974:Q2,22.00,15.00,5212.00,47.00,0.00,111.00,75.00,1177.00,1177.00,0.00,300.00,3310.00,74.00,2355.00,874.00,1481.00,881.00,0.00,881.00,0.00,0.00,0.00,0.00,0.00,0.00,193.00,0.00,193.00,5144.00,1676.00,-1354.00,4761.00,761.00,-64.00,825.00,0.00,0.00,26.00,3974.00,0.00,0.00,0.00,61.00,6.00,55.00,-61.00
1974:Q3,25.00,16.00,5158.00,83.00,0.00,145.00,1424.00,1982.00,1982.00,0.00,300.00,1161.00,86.00,69.00,-3174.00,3243.00,1006.00,0.00,1006.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,63.00,5106.00,3170.00,2152.00,-403.00,472.00,44.00,428.00,0.00,0.00,259.00,-1134.00,0.00,0.00,0.00,187.00,8.00,179.00,-42.00
1974:Q4,33.00,16.00,-3225.00,-44.00,0.00,183.00,-1720.00,-4893.00,-4893.00,0.00,374.00,962.00,389.00,-295.00,2665.00,-2960.00,868.00,0.00,868.00,0.00,0.00,0.00,0.00,0.00,0.00,1913.00,0.00,1913.00,-2730.00,-7413.00,1133.00,3200.00,-367.00,-133.00,-234.00,0.00,0.00,-181.00,3748.00,0.00,0.00,0.00,350.00,11.00,339.00,512.00
1975:Q1,46.00,20.00,3229.00,25.00,0.00,201.00,162.00,514.00,514.00,0.00,26.00,2367.00,49.00,1976.00,-678.00,2654.00,342.00,0.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.00,0.00,-66.00,2920.00,4594.00,-1078.00,158.00,562.00,121.00,441.00,0.00,0.00,79.00,-483.00,0.00,0.00,0.00,-754.00,5.00,-759.00,-283.00
1975:Q2,57.00,20.00,1040.00,8.00,100.00,234.00,-372.00,-252.00,-252.00,0.00,100.00,1371.00,-346.00,1915.00,1085.00,830.00,-198.00,0.00,-198.00,0.00,0.00,0.00,0.00,0.00,0.00,-149.00,0.00,-149.00,877.00,-4461.00,-478.00,5638.00,2277.00,58.00,2219.00,0.00,0.00,-148.00,3509.00,0.00,0.00,0.00,178.00,7.00,171.00,-126.00
1975:Q3,57.00,20.00,5143.00,93.00,0.00,247.00,615.00,841.00,841.00,0.00,100.00,3486.00,192.00,2525.00,-1750.00,4275.00,769.00,0.00,769.00,0.00,0.00,0.00,0.00,0.00,0.00,-239.00,0.00,-239.00,5119.00,3387.00,1084.00,768.00,1468.00,-8.00,1476.00,0.00,0.00,-148.00,-552.00,0.00,0.00,0.00,-120.00,5.00,-125.00,13.00
1975:Q4,46.00,20.00,1900.00,39.00,0.00,284.00,1282.00,-1173.00,-1173.00,0.00,120.00,967.00,267.00,243.00,1785.00,-1542.00,457.00,0.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,382.00,0.00,382.00,2364.00,-3311.00,1084.00,4145.00,163.00,127.00,36.00,0.00,0.00,178.00,3804.00,0.00,0.00,0.00,446.00,15.00,431.00,489.00
1976:Q1,19.00,20.00,1116.00,242.00,0.00,185.00,-1578.00,-175.00,-175.00,0.00,1370.00,910.00,-201.00,576.00,-476.00,1052.00,535.00,0.00,535.00,0.00,0.00,0.00,0.00,0.00,0.00,163.00,0.00,163.00,599.00,2098.00,-995.00,-283.00,-100.00,41.00,-141.00,0.00,0.00,-88.00,-95.00,0.00,0.00,0.00,-221.00,16.00,-237.00,-518.00
1976:Q2,-7.00,20.00,7413.00,381.00,0.00,155.00,1467.00,260.00,260.00,0.00,1724.00,3301.00,-179.00,3282.00,1998.00,1284.00,198.00,0.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,125.00,7413.00,-690.00,724.00,7555.00,4784.00,-44.00,4828.00,0.00,0.00,165.00,2606.00,0.00,0.00,0.00,-176.00,14.00,-190.00,-27.00
1976:Q3,-18.00,21.00,3629.00,-160.00,300.00,127.00,-766.00,12.00,12.00,0.00,919.00,3521.00,-273.00,3870.00,-484.00,4354.00,-76.00,0.00,-76.00,0.00,0.00,0.00,0.00,0.00,0.00,-324.00,0.00,-324.00,3620.00,2256.00,306.00,640.00,264.00,24.00,240.00,0.00,0.00,-26.00,402.00,0.00,0.00,0.00,418.00,6.00,412.00,-48.00
1976:Q4,-12.00,22.00,-2444.00,-332.00,400.00,135.00,-210.00,-301.00,-301.00,0.00,-907.00,-1004.00,108.00,-1177.00,326.00,-1503.00,65.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,-226.00,0.00,-226.00,-1972.00,-4558.00,-166.00,2716.00,-1863.00,-44.00,-1819.00,0.00,0.00,112.00,4467.00,0.00,0.00,0.00,36.00,18.00,18.00,438.00
1977:Q1,2.00,20.00,-1693.00,24.00,0.00,119.00,312.00,124.00,124.00,0.00,-4206.00,2133.00,-167.00,2404.00,599.00,1805.00,-104.00,0.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,-199.00,0.00,-199.00,-2161.00,1725.00,3.00,-3302.00,-2613.00,11.00,-2624.00,0.00,0.00,-196.00,-493.00,0.00,0.00,0.00,-587.00,7.00,-594.00,-486.00
1977:Q2,22.00,21.00,8761.00,-81.00,0.00,142.00,691.00,111.00,111.00,0.00,4644.00,3238.00,14.00,2491.00,1657.00,834.00,733.00,0.00,733.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,8761.00,-2321.00,601.00,10227.00,7383.00,-31.00,7414.00,0.00,0.00,160.00,2684.00,0.00,0.00,0.00,254.00,10.00,244.00,1.00
1977:Q3,52.00,22.00,1414.00,-19.00,0.00,125.00,-1648.00,1032.00,1032.00,0.00,-2166.00,4150.00,-39.00,4242.00,3221.00,1021.00,-53.00,0.00,-53.00,0.00,0.00,0.00,0.00,0.00,0.00,-60.00,0.00,-60.00,1387.00,-609.00,-1399.00,3061.00,551.00,-6.00,557.00,0.00,0.00,-46.00,2556.00,0.00,0.00,0.00,334.00,16.00,318.00,3.00
1977:Q4,79.00,23.00,39.00,120.00,50.00,125.00,1854.00,-1027.00,-1027.00,0.00,208.00,-857.00,-4.00,-1487.00,-2487.00,1000.00,634.00,0.00,634.00,0.00,0.00,0.00,0.00,0.00,0.00,-434.00,0.00,-434.00,488.00,2917.00,2596.00,-5207.00,-8668.00,-42.00,-8626.00,0.00,0.00,53.00,3408.00,0.00,0.00,0.00,182.00,13.00,169.00,506.00
1978:Q1,123.00,19.00,-2707.00,62.00,0.00,110.00,-1078.00,67.00,67.00,0.00,-585.00,-1103.00,0.00,-1028.00,-3203.00,2175.00,-75.00,0.00,-75.00,0.00,0.00,0.00,0.00,0.00,0.00,-180.00,0.00,-180.00,-3256.00,1030.00,-2300.00,-1580.00,-2408.00,1.00,-2409.00,0.00,0.00,-46.00,874.00,0.00,0.00,0.00,-406.00,19.00,-425.00,-445.00
1978:Q2,163.00,21.00,11073.00,36.00,0.00,124.00,586.00,1096.00,1096.00,0.00,945.00,8208.00,0.00,7969.00,5722.00,2247.00,239.00,0.00,239.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,0.00,79.00,11073.00,20.00,266.00,10438.00,6853.00,-56.00,6909.00,0.00,0.00,-35.00,3620.00,0.00,0.00,0.00,349.00,8.00,341.00,143.00
1978:Q3,178.00,22.00,5386.00,21.00,50.00,118.00,401.00,-63.00,-63.00,0.00,-52.00,4950.00,0.00,5168.00,3471.00,1697.00,-218.00,0.00,-218.00,0.00,0.00,0.00,0.00,0.00,0.00,-39.00,0.00,-39.00,5354.00,-1090.00,253.00,6040.00,4998.00,-35.00,5033.00,0.00,0.00,-92.00,1134.00,0.00,0.00,0.00,151.00,6.00,145.00,124.00
1978:Q4,162.00,23.00,-484.00,2282.00,0.00,148.00,2797.00,-193.00,-193.00,0.00,-1810.00,-3603.00,0.00,-3549.00,-5393.00,1844.00,-54.00,0.00,-54.00,0.00,0.00,0.00,0.00,0.00,0.00,-105.00,0.00,-105.00,48.00,4393.00,3329.00,-8639.00,-12513.00,-62.00,-12451.00,0.00,0.00,229.00,3645.00,0.00,0.00,0.00,965.00,16.00,949.00,671.00
1979:Q1,106.00,20.00,-414.00,1187.00,0.00,327.00,-2179.00,-209.00,-209.00,0.00,448.00,-650.00,0.00,-218.00,-917.00,699.00,-432.00,0.00,-432.00,0.00,0.00,0.00,0.00,0.00,0.00,663.00,0.00,663.00,-1178.00,491.00,-3125.00,2110.00,1675.00,145.00,1530.00,0.00,0.00,-122.00,557.00,0.00,0.00,0.00,-654.00,35.00,-689.00,-678.00
1979:Q2,49.00,20.00,1141.00,-209.00,500.00,367.00,-413.00,595.00,595.00,0.00,3279.00,-2531.00,0.00,-2828.00,-2871.00,43.00,297.00,0.00,297.00,0.00,0.00,0.00,0.00,0.00,0.00,-447.00,0.00,-447.00,1119.00,-1307.00,927.00,1123.00,-2450.00,-14.00,-2436.00,0.00,0.00,19.00,3554.00,0.00,0.00,0.00,376.00,13.00,363.00,7.00
1979:Q3,6.00,21.00,4222.00,-1511.00,0.00,300.00,-1270.00,-402.00,-402.00,0.00,-2517.00,8627.00,0.00,8164.00,5862.00,2302.00,463.00,0.00,463.00,0.00,0.00,0.00,0.00,0.00,0.00,995.00,0.00,995.00,4213.00,-1318.00,337.00,4912.00,3165.00,-34.00,3199.00,0.00,0.00,-98.00,1845.00,0.00,0.00,0.00,282.00,9.00,273.00,-24.00
1979:Q4,-15.00,22.00,5923.00,256.00,0.00,266.00,4113.00,298.00,298.00,0.00,-650.00,1687.00,0.00,1695.00,1012.00,683.00,-8.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-47.00,0.00,-47.00,6651.00,703.00,4879.00,51.00,-2257.00,157.00,-2414.00,0.00,0.00,312.00,1996.00,0.00,0.00,0.00,1018.00,10.00,1008.00,691.00
1980:Q1,-4.00,28.00,-2970.00,1040.00,1168.00,261.00,-3085.00,1048.00,1048.00,0.00,-1190.00,-562.00,0.00,-557.00,-1393.00,836.00,-5.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,-1650.00,0.00,-1650.00,-3379.00,2478.00,-3155.00,-1305.00,-1649.00,92.00,-1741.00,0.00,0.00,-213.00,557.00,0.00,0.00,0.00,-1397.00,14.00,-1411.00,-441.00
1980:Q2,9.00,27.00,7640.00,-248.00,50.00,171.00,485.00,-2287.00,-2287.00,0.00,-307.00,8988.00,0.00,8324.00,5930.00,2394.00,664.00,0.00,664.00,0.00,0.00,0.00,0.00,0.00,0.00,788.00,0.00,788.00,7610.00,1342.00,715.00,4398.00,808.00,-57.00,865.00,0.00,0.00,242.00,3348.00,0.00,0.00,0.00,1155.00,10.00,1145.00,-48.00
1980:Q3,31.00,28.00,-3368.00,265.00,250.00,130.00,-975.00,767.00,767.00,0.00,1196.00,-4733.00,0.00,-4640.00,-5874.00,1234.00,-93.00,0.00,-93.00,0.00,0.00,0.00,0.00,0.00,0.00,-268.00,0.00,-268.00,-3382.00,-5466.00,1279.00,2127.00,840.00,-63.00,903.00,0.00,0.00,-269.00,1556.00,0.00,0.00,0.00,-1322.00,15.00,-1337.00,-12.00
1980:Q4,52.00,29.00,5768.00,2135.00,-750.00,179.00,1275.00,827.00,827.00,0.00,1267.00,-162.00,0.00,-119.00,-219.00,100.00,-43.00,0.00,-43.00,0.00,0.00,0.00,0.00,0.00,0.00,997.00,0.00,997.00,6163.00,-690.00,2501.00,3783.00,-1069.00,-29.00,-1040.00,0.00,0.00,-2.00,4854.00,0.00,0.00,0.00,569.00,19.00,550.00,418.00
1981:Q1,74.00,36.00,-4641.00,1199.00,300.00,172.00,-1206.00,-1153.00,-1153.00,0.00,-2598.00,-1650.00,0.00,-1633.00,-1610.00,-23.00,-17.00,0.00,-17.00,0.00,0.00,0.00,0.00,0.00,0.00,296.00,0.00,296.00,-5114.00,-1292.00,-2519.00,-797.00,27.00,57.00,-30.00,0.00,0.00,-15.00,-809.00,0.00,0.00,0.00,-506.00,24.00,-530.00,-436.00
1981:Q2,98.00,38.00,2058.00,52.00,250.00,154.00,-755.00,354.00,354.00,0.00,-732.00,2323.00,0.00,2351.00,1515.00,836.00,-28.00,0.00,-28.00,0.00,0.00,0.00,0.00,0.00,0.00,412.00,0.00,412.00,2037.00,-2538.00,1263.00,2698.00,-125.00,-16.00,-109.00,0.00,0.00,-60.00,2883.00,0.00,0.00,0.00,614.00,19.00,595.00,39.00
1981:Q3,107.00,39.00,5047.00,-433.00,250.00,155.00,305.00,1476.00,1476.00,0.00,0.00,4280.00,0.00,4313.00,3337.00,976.00,-33.00,0.00,-33.00,0.00,0.00,0.00,0.00,0.00,0.00,-986.00,0.00,-986.00,5062.00,3617.00,635.00,408.00,576.00,-21.00,597.00,0.00,0.00,33.00,-201.00,0.00,0.00,0.00,402.00,11.00,391.00,83.00
1981:Q4,91.00,41.00,5711.00,-377.00,0.00,169.00,-1049.00,-885.00,-885.00,0.00,3680.00,3872.00,0.00,3408.00,2429.00,979.00,464.00,0.00,464.00,0.00,0.00,0.00,0.00,0.00,0.00,301.00,0.00,301.00,6115.00,-2015.00,-562.00,8574.00,768.00,-13.00,781.00,0.00,0.00,183.00,7623.00,0.00,0.00,0.00,118.00,21.00,97.00,454.00
1982:Q1,42.00,45.00,-4012.00,69.00,250.00,155.00,120.00,1045.00,1045.00,0.00,-1513.00,-3858.00,0.00,-3746.00,-3816.00,70.00,-112.00,0.00,-112.00,0.00,0.00,0.00,0.00,0.00,0.00,-280.00,0.00,-280.00,-4236.00,1129.00,-2009.00,-2511.00,-1395.00,40.00,-1435.00,0.00,0.00,-132.00,-984.00,0.00,0.00,0.00,-845.00,20.00,-865.00,-227.00
1982:Q2,5.00,44.00,656.00,39.00,250.00,140.00,663.00,-1008.00,-1008.00,0.00,-2167.00,3002.00,0.00,3013.00,2378.00,635.00,-11.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00,0.00,-263.00,0.00,-263.00,727.00,-6159.00,3487.00,3457.00,1209.00,-24.00,1233.00,0.00,0.00,179.00,2069.00,0.00,0.00,0.00,-58.00,29.00,-87.00,32.00
1982:Q3,-2.00,42.00,8033.00,-43.00,400.00,135.00,-1995.00,-515.00,-515.00,0.00,5616.00,3533.00,0.00,3586.00,2388.00,1198.00,-53.00,0.00,-53.00,0.00,0.00,0.00,0.00,0.00,0.00,902.00,0.00,902.00,7785.00,120.00,-899.00,8617.00,6839.00,-37.00,6876.00,0.00,0.00,-219.00,1997.00,0.00,0.00,0.00,-53.00,14.00,-67.00,-292.00
1982:Q4,8.00,42.00,7681.00,461.00,400.00,131.00,2185.00,-406.00,-406.00,0.00,157.00,5004.00,0.00,5016.00,4116.00,900.00,-12.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,-251.00,0.00,-251.00,8001.00,6171.00,332.00,588.00,-5936.00,6.00,-5942.00,0.00,0.00,-77.00,6601.00,0.00,0.00,0.00,910.00,18.00,892.00,286.00
1983:Q1,60.00,35.00,-5444.00,-717.00,0.00,170.00,-2249.00,2091.00,2091.00,0.00,-5773.00,1022.00,0.00,1044.00,1044.00,0.00,-22.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,-5774.00,-3070.00,-1246.00,-426.00,-1392.00,69.00,-1461.00,0.00,0.00,152.00,814.00,0.00,0.00,0.00,-1032.00,34.00,-1066.00,-305.00
1983:Q2,87.00,35.00,6128.00,-297.00,0.00,179.00,534.00,802.00,802.00,0.00,1580.00,3835.00,0.00,3860.00,2744.00,1116.00,-25.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,-506.00,0.00,-506.00,6148.00,-5415.00,2166.00,9172.00,5227.00,35.00,5192.00,0.00,0.00,-208.00,4153.00,0.00,0.00,0.00,225.00,28.00,197.00,71.00
