1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q3,122.00,37.00,11880.00,-418.00,0.00,176.00,-1080.00,-1985.00,-1985.00,0.00,9345.00,5507.00,0.00,5660.00,4685.00,975.00,-153.00,0.00,-153.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,0.00,335.00,11661.00,2693.00,-3042.00,11650.00,7728.00,-65.00,7793.00,0.00,0.00,108.00,3814.00,0.00,0.00,0.00,360.00,25.00,335.00,-134.00
1983:Q4,107.00,40.00,-3158.00,-266.00,0.00,164.00,1623.00,-707.00,-707.00,0.00,-8915.00,4295.00,0.00,4387.00,-8473.00,12860.00,-92.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00,0.00,648.00,0.00,648.00,-2735.00,749.00,3589.00,-7404.00,-12901.00,-5.00,-12896.00,0.00,0.00,-26.00,5523.00,0.00,0.00,0.00,331.00,19.00,312.00,490.00
1984:Q1,56.00,33.00,-2134.00,119.00,0.00,157.00,-776.00,-22.00,-22.00,0.00,-2010.00,169.00,0.00,256.00,11941.00,-11685.00,-87.00,0.00,-87.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,0.00,230.00,-2655.00,721.00,-3665.00,578.00,63.00,40.00,23.00,0.00,0.00,48.00,467.00,0.00,0.00,0.00,-289.00,34.00,-323.00,-499.00
1984:Q2,69.00,35.00,5078.00,-48.00,0.00,224.00,-1442.00,3864.00,3864.00,0.00,0.00,1988.00,0.00,2045.00,562.00,1483.00,-57.00,0.00,-57.00,0.00,0.00,0.00,0.00,0.00,0.00,492.00,0.00,492.00,5162.00,-1915.00,740.00,6229.00,733.00,20.00,713.00,0.00,0.00,-97.00,5593.00,0.00,0.00,0.00,108.00,42.00,66.00,118.00
1984:Q3,143.00,36.00,7712.00,99.00,0.00,124.00,944.00,1873.00,1873.00,0.00,0.00,2151.00,0.00,2159.00,1559.00,600.00,-8.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,2522.00,0.00,2522.00,7731.00,3360.00,276.00,4027.00,4059.00,-58.00,4117.00,0.00,0.00,-26.00,-6.00,0.00,0.00,0.00,68.00,56.00,12.00,126.00
1984:Q4,126.00,37.00,3924.00,366.00,0.00,181.00,566.00,-3056.00,-3056.00,0.00,2015.00,4101.00,0.00,4205.00,2548.00,1657.00,-104.00,0.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,-249.00,0.00,-249.00,4181.00,-1793.00,5899.00,-557.00,-3150.00,48.00,-3198.00,0.00,0.00,36.00,2557.00,0.00,0.00,0.00,632.00,29.00,603.00,346.00
1985:Q1,-408.00,49.00,-1508.00,148.00,0.00,170.00,-557.00,-995.00,-995.00,0.00,-2015.00,1743.00,0.00,1760.00,434.00,1326.00,-17.00,0.00,-17.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,-2.00,-2350.00,5178.00,-6190.00,-650.00,-2212.00,41.00,-2253.00,0.00,0.00,-28.00,1590.00,0.00,0.00,0.00,-688.00,61.00,-749.00,-1299.00
1985:Q2,-396.00,50.00,6908.00,112.00,0.00,195.00,-36.00,-1244.00,-1244.00,0.00,0.00,8058.00,0.00,8127.00,6832.00,1295.00,-69.00,0.00,-69.00,0.00,0.00,0.00,0.00,0.00,0.00,-177.00,0.00,-177.00,7121.00,239.00,799.00,6208.00,259.00,34.00,225.00,0.00,0.00,45.00,5904.00,0.00,0.00,0.00,-125.00,34.00,-159.00,-233.00
1985:Q3,-308.00,49.00,2842.00,124.00,0.00,141.00,-193.00,1182.00,1182.00,0.00,0.00,516.00,0.00,592.00,930.00,-338.00,-76.00,0.00,-76.00,0.00,0.00,0.00,0.00,0.00,0.00,1073.00,0.00,1073.00,2592.00,-74.00,2222.00,344.00,844.00,-42.00,886.00,0.00,0.00,285.00,-785.00,0.00,0.00,0.00,100.00,32.00,68.00,-607.00
1985:Q4,-324.00,50.00,16676.00,1567.00,100.00,128.00,919.00,540.00,540.00,0.00,5223.00,8096.00,0.00,8096.00,6194.00,1902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.00,0.00,103.00,17400.00,1469.00,4433.00,10693.00,5181.00,4.00,5177.00,0.00,0.00,-184.00,5696.00,0.00,0.00,0.00,805.00,28.00,777.00,350.00
1986:Q1,-660.00,54.00,-8623.00,97.00,0.00,155.00,-428.00,-2242.00,-2242.00,0.00,-5223.00,-1218.00,0.00,-1178.00,-1178.00,0.00,-40.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,237.00,0.00,237.00,-8999.00,2151.00,-4286.00,-5665.00,-6004.00,67.00,-6071.00,0.00,511.00,-202.00,30.00,0.00,0.00,0.00,-1199.00,40.00,-1239.00,-1089.00
1986:Q2,-603.00,52.00,7400.00,103.00,100.00,123.00,-277.00,134.00,134.00,0.00,0.00,7179.00,0.00,7229.00,7229.00,0.00,-50.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,38.00,7070.00,1158.00,970.00,4920.00,-153.00,-16.00,-137.00,0.00,-61.00,32.00,5102.00,0.00,0.00,0.00,22.00,-14.00,36.00,-986.00
1986:Q3,-508.00,52.00,10645.00,199.00,200.00,108.00,566.00,-73.00,-73.00,0.00,8123.00,498.00,0.00,588.00,588.00,0.00,-90.00,0.00,-90.00,0.00,0.00,0.00,0.00,0.00,0.00,1025.00,0.00,1025.00,10711.00,4854.00,388.00,5448.00,4262.00,-109.00,4371.00,0.00,213.00,12.00,961.00,0.00,0.00,0.00,21.00,42.00,-21.00,-494.00
1986:Q4,-500.00,53.00,22498.00,31.00,0.00,129.00,412.00,686.00,686.00,0.00,7882.00,12970.00,0.00,13188.00,11711.00,1477.00,-218.00,0.00,-218.00,0.00,0.00,0.00,0.00,0.00,0.00,388.00,0.00,388.00,23045.00,11313.00,3043.00,8629.00,9.00,-65.00,74.00,0.00,254.00,42.00,8324.00,0.00,0.00,0.00,60.00,25.00,35.00,-5.00
1987:Q1,-518.00,54.00,-13996.00,-622.00,0.00,168.00,3980.00,22.00,22.00,0.00,-16005.00,-1326.00,0.00,-1216.00,-963.00,-253.00,-110.00,0.00,-110.00,0.00,0.00,0.00,0.00,0.00,0.00,-213.00,0.00,-213.00,-14669.00,-6134.00,-3159.00,-5258.00,-3921.00,91.00,-4012.00,0.00,-340.00,42.00,-1039.00,0.00,0.00,0.00,-118.00,42.00,-160.00,-1245.00
1987:Q2,-478.00,56.00,11777.00,-1646.00,0.00,154.00,-3662.00,-615.00,-615.00,0.00,3054.00,13803.00,0.00,13839.00,4890.00,8949.00,-36.00,0.00,-36.00,0.00,0.00,0.00,0.00,0.00,0.00,689.00,0.00,689.00,11793.00,-5871.00,1457.00,15839.00,10172.00,-26.00,10198.00,0.00,-119.00,-120.00,5906.00,0.00,0.00,0.00,368.00,45.00,323.00,-517.00
1987:Q3,-512.00,57.00,-262.00,93.00,0.00,117.00,-1331.00,969.00,969.00,0.00,-3054.00,1633.00,0.00,1693.00,-1917.00,3610.00,-60.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,1312.00,0.00,1312.00,1.00,2925.00,472.00,-3413.00,-4686.00,-32.00,-4654.00,0.00,-39.00,161.00,1151.00,0.00,0.00,0.00,17.00,48.00,-31.00,-307.00
1987:Q4,-499.00,58.00,13234.00,-1612.00,0.00,171.00,563.00,1874.00,1874.00,0.00,4961.00,6895.00,0.00,6965.00,1906.00,5059.00,-70.00,0.00,-70.00,0.00,0.00,0.00,0.00,0.00,0.00,382.00,0.00,382.00,13455.00,2757.00,436.00,9563.00,-3821.00,-14.00,-3807.00,0.00,608.00,-194.00,12970.00,0.00,0.00,0.00,699.00,38.00,661.00,-336.00
1988:Q1,34.00,50.00,-9040.00,-462.00,0.00,162.00,-513.00,-1504.00,-1504.00,0.00,-4961.00,-1410.00,0.00,-1410.00,-435.00,-975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-353.00,0.00,-353.00,-9525.00,-3007.00,-1748.00,-4502.00,-2877.00,33.00,-2910.00,0.00,-591.00,336.00,-1370.00,0.00,0.00,0.00,-268.00,48.00,-316.00,-502.00
1988:Q2,108.00,52.00,12395.00,107.00,0.00,162.00,-39.00,153.00,153.00,0.00,7426.00,4954.00,0.00,4954.00,-1783.00,6737.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-368.00,0.00,-368.00,12758.00,-3096.00,2455.00,12968.00,7312.00,-47.00,7359.00,0.00,-85.00,-206.00,5947.00,0.00,0.00,0.00,431.00,15.00,416.00,419.00
1988:Q3,46.00,52.00,7409.00,3767.00,0.00,136.00,940.00,-310.00,-310.00,0.00,2064.00,1123.00,0.00,1123.00,1123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-311.00,0.00,-311.00,7053.00,3357.00,-3472.00,6692.00,3218.00,-43.00,3261.00,0.00,7.00,-51.00,3518.00,0.00,0.00,0.00,476.00,-13.00,489.00,-362.00
1988:Q4,84.00,54.00,8281.00,-890.00,0.00,162.00,87.00,16.00,16.00,0.00,-2629.00,10089.00,0.00,10089.00,6186.00,3903.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1446.00,0.00,1446.00,8693.00,309.00,5468.00,2471.00,-4361.00,6.00,-4367.00,0.00,190.00,-18.00,6660.00,0.00,0.00,0.00,445.00,16.00,429.00,443.00
1989:Q1,-378.00,57.00,-12300.00,2052.00,350.00,237.00,-729.00,284.00,284.00,0.00,-6861.00,-5793.00,0.00,-5019.00,-4771.00,-248.00,-774.00,0.00,-774.00,0.00,0.00,0.00,0.00,0.00,0.00,-1840.00,0.00,-1840.00,-12473.00,-1953.00,-5358.00,-3729.00,-4132.00,62.00,-4194.00,0.00,-302.00,41.00,664.00,0.00,0.00,0.00,-1433.00,18.00,-1451.00,-608.00
1989:Q2,-318.00,58.00,14194.00,6015.00,3150.00,217.00,-760.00,-1613.00,-1613.00,0.00,0.00,2999.00,0.00,3124.00,1020.00,2104.00,-125.00,0.00,-125.00,0.00,0.00,0.00,0.00,0.00,0.00,4186.00,0.00,4186.00,13719.00,-13.00,572.00,13145.00,7708.00,17.00,7691.00,0.00,-90.00,-127.00,5654.00,0.00,0.00,0.00,15.00,14.00,1.00,-851.00
1989:Q3,-399.00,60.00,-4741.00,3055.00,0.00,172.00,704.00,-243.00,-243.00,0.00,0.00,-10815.00,0.00,-10716.00,-10544.00,-172.00,-99.00,0.00,-99.00,0.00,0.00,0.00,0.00,0.00,0.00,2386.00,0.00,2386.00,-5478.00,-5128.00,347.00,-552.00,1265.00,-34.00,1299.00,0.00,53.00,78.00,-1948.00,0.00,0.00,0.00,-145.00,53.00,-198.00,-1196.00
1989:Q4,-352.00,60.00,12670.00,1492.00,0.00,202.00,630.00,-117.00,-117.00,0.00,2117.00,5694.00,0.00,5724.00,6094.00,-370.00,-30.00,0.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,2653.00,0.00,2653.00,13925.00,6074.00,5549.00,1360.00,-7220.00,15.00,-7235.00,0.00,1013.00,241.00,7326.00,0.00,0.00,0.00,942.00,45.00,897.00,843.00
1990:Q1,-490.00,61.00,-7602.00,1580.00,0.00,214.00,-755.00,1682.00,1682.00,0.00,-184.00,-8877.00,0.00,-8876.00,-9077.00,201.00,-1.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,-1262.00,0.00,-1262.00,-7532.00,-2198.00,-5420.00,56.00,-1300.00,85.00,-1385.00,0.00,-981.00,-305.00,2642.00,0.00,0.00,0.00,30.00,70.00,-40.00,-482.00
1990:Q2,-467.00,61.00,10735.00,-40.00,0.00,225.00,280.00,-1577.00,-1577.00,0.00,-1933.00,13406.00,0.00,13484.00,13334.00,150.00,-78.00,0.00,-78.00,0.00,0.00,0.00,0.00,0.00,0.00,374.00,0.00,374.00,10050.00,207.00,1043.00,8979.00,678.00,40.00,638.00,0.00,-58.00,80.00,8279.00,0.00,0.00,0.00,-179.00,31.00,-210.00,-1213.00
1990:Q3,-594.00,61.00,5183.00,-688.00,0.00,155.00,1221.00,-81.00,-81.00,0.00,0.00,2921.00,0.00,2990.00,2990.00,0.00,-69.00,0.00,-69.00,0.00,0.00,0.00,0.00,0.00,0.00,1655.00,0.00,1655.00,4855.00,-2502.00,458.00,6664.00,2115.00,-53.00,2168.00,0.00,52.00,55.00,4442.00,0.00,0.00,0.00,235.00,55.00,180.00,-983.00
1990:Q4,-623.00,61.00,19276.00,495.00,1500.00,181.00,345.00,-315.00,-315.00,0.00,18354.00,682.00,0.00,717.00,692.00,25.00,-35.00,0.00,-35.00,0.00,0.00,0.00,0.00,0.00,0.00,-1966.00,0.00,-1966.00,20039.00,4824.00,7838.00,8462.00,1356.00,34.00,1322.00,0.00,-73.00,-47.00,7226.00,0.00,0.00,0.00,-1085.00,24.00,-1109.00,79.00
1991:Q1,-117.00,67.00,-15155.00,25.00,0.00,172.00,360.00,54.00,54.00,0.00,-18354.00,5875.00,0.00,5875.00,1725.00,4150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3287.00,0.00,-3287.00,-13354.00,-14591.00,-7883.00,9435.00,2024.00,62.00,1962.00,0.00,-38.00,-154.00,7603.00,0.00,0.00,0.00,-315.00,78.00,-393.00,1618.00
1991:Q2,-132.00,66.00,5409.00,-568.00,0.00,175.00,-2140.00,1235.00,1235.00,0.00,1439.00,6390.00,0.00,6519.00,5069.00,1450.00,-129.00,0.00,-129.00,0.00,0.00,0.00,0.00,0.00,0.00,-1122.00,0.00,-1122.00,3886.00,-1866.00,920.00,4862.00,890.00,-10.00,900.00,0.00,17.00,-2.00,3957.00,0.00,0.00,0.00,-30.00,44.00,-74.00,-1721.00
1991:Q3,-80.00,66.00,5683.00,-1994.00,0.00,137.00,-210.00,-1164.00,-1164.00,0.00,-1439.00,11011.00,0.00,11070.00,9255.00,1815.00,-59.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00,0.00,-658.00,0.00,-658.00,3773.00,5203.00,3130.00,-4851.00,-3900.00,-6.00,-3894.00,0.00,72.00,158.00,-1181.00,0.00,0.00,0.00,291.00,20.00,271.00,-2055.00
1991:Q4,-141.00,66.00,26370.00,-619.00,0.00,128.00,499.00,-97.00,-97.00,0.00,15898.00,7822.00,0.00,7932.00,4066.00,3866.00,-110.00,0.00,-110.00,0.00,0.00,0.00,0.00,0.00,0.00,2739.00,0.00,2739.00,27774.00,2009.00,4846.00,21205.00,9798.00,29.00,9769.00,0.00,1413.00,593.00,9401.00,0.00,0.00,0.00,-286.00,87.00,-373.00,1198.00
1992:Q1,262.00,74.00,-17182.00,492.00,0.00,121.00,-219.00,-166.00,-166.00,0.00,-14093.00,-774.00,0.00,-690.00,-3143.00,2453.00,-84.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,-2543.00,0.00,-2543.00,-17658.00,67.00,-4265.00,-13111.00,-10776.00,75.00,-10851.00,0.00,-1451.00,-601.00,-283.00,0.00,0.00,0.00,-349.00,93.00,-442.00,-288.00
1992:Q2,272.00,77.00,8267.00,-816.00,0.00,118.00,-678.00,1307.00,1307.00,0.00,-1805.00,10837.00,0.00,11087.00,7357.00,3730.00,-250.00,0.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,-697.00,0.00,-697.00,6718.00,-6740.00,355.00,13892.00,6685.00,-99.00,6784.00,0.00,-10.00,-151.00,7368.00,0.00,0.00,0.00,-789.00,87.00,-876.00,-1354.00
1992:Q3,286.00,78.00,21921.00,-1126.00,0.00,85.00,-61.00,-750.00,-750.00,0.00,18160.00,2653.00,0.00,2829.00,-3097.00,5926.00,-176.00,0.00,-176.00,0.00,0.00,0.00,0.00,0.00,0.00,2960.00,0.00,2960.00,23391.00,4925.00,501.00,17729.00,10871.00,-85.00,10956.00,0.00,51.00,321.00,6486.00,0.00,0.00,0.00,236.00,145.00,91.00,1678.00
1992:Q4,267.00,81.00,4129.00,-723.00,-2000.00,109.00,3480.00,66.00,66.00,0.00,-10066.00,15178.00,0.00,15299.00,8042.00,7257.00,-121.00,0.00,-121.00,0.00,0.00,0.00,0.00,0.00,0.00,-1915.00,0.00,-1915.00,4282.00,4414.00,1676.00,-2292.00,-17113.00,-19.00,-17094.00,0.00,31.00,-317.00,15107.00,0.00,0.00,0.00,484.00,77.00,407.00,339.00
1993:Q1,53.00,169.00,829.00,307.00,0.00,126.00,-2916.00,78.00,78.00,0.00,-771.00,3160.00,0.00,3450.00,310.00,3140.00,-290.00,0.00,-290.00,0.00,0.00,0.00,0.00,0.00,0.00,846.00,0.00,846.00,475.00,2454.00,-1309.00,-1253.00,-733.00,7.00,-740.00,0.00,-35.00,90.00,-575.00,0.00,0.00,0.00,583.00,133.00,450.00,-470.00
1993:Q2,63.00,174.00,25581.00,-347.00,0.00,132.00,-116.00,781.00,781.00,0.00,8682.00,14591.00,0.00,14682.00,9692.00,4990.00,-91.00,0.00,-91.00,0.00,0.00,0.00,0.00,0.00,0.00,1858.00,0.00,1858.00,25800.00,-6809.00,1649.00,31141.00,21551.00,-83.00,21634.00,0.00,-29.00,-33.00,9652.00,0.00,0.00,0.00,-181.00,101.00,-282.00,109.00
1993:Q3,110.00,175.00,782.00,195.00,0.00,161.00,726.00,1384.00,1384.00,0.00,-7563.00,5986.00,0.00,6214.00,186.00,6028.00,-228.00,0.00,-228.00,0.00,0.00,0.00,0.00,0.00,0.00,-107.00,0.00,-107.00,28.00,2210.00,-475.00,-3032.00,-11145.00,-48.00,-11097.00,0.00,17.00,214.00,7882.00,0.00,0.00,0.00,1325.00,43.00,1282.00,-820.00
1993:Q4,86.00,183.00,14906.00,233.00,0.00,229.00,-38.00,-2824.00,-2824.00,0.00,4770.00,12492.00,0.00,12658.00,8386.00,4272.00,-166.00,0.00,-166.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,44.00,15446.00,5017.00,936.00,10296.00,-2487.00,-7.00,-2480.00,0.00,85.00,-112.00,12810.00,0.00,0.00,0.00,-803.00,70.00,-873.00,443.00
1994:Q1,-542.00,212.00,-2834.00,-21.00,0.00,223.00,-465.00,369.00,369.00,0.00,-7762.00,4834.00,0.00,5245.00,2579.00,2666.00,-411.00,0.00,-411.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,0.00,-13.00,-3921.00,782.00,-1232.00,-3653.00,-8635.00,-7.00,-8628.00,0.00,-75.00,64.00,4993.00,0.00,0.00,0.00,182.00,44.00,138.00,-1841.00
1994:Q2,-556.00,215.00,15540.00,-1697.00,0.00,210.00,422.00,238.00,238.00,0.00,5189.00,10077.00,0.00,10384.00,5629.00,4755.00,-307.00,0.00,-307.00,0.00,0.00,0.00,0.00,0.00,0.00,1101.00,0.00,1101.00,15353.00,-2375.00,2987.00,13414.00,3158.00,-17.00,3175.00,0.00,-33.00,155.00,10134.00,0.00,0.00,0.00,1327.00,78.00,1249.00,-958.00
1994:Q3,-551.00,220.00,-2838.00,167.00,0.00,251.00,-678.00,-197.00,-197.00,0.00,-8129.00,5252.00,0.00,5366.00,1209.00,4157.00,-114.00,0.00,-114.00,0.00,0.00,0.00,0.00,0.00,0.00,497.00,0.00,497.00,-2735.00,-3304.00,-3271.00,3955.00,-2498.00,10.00,-2508.00,0.00,38.00,-268.00,6683.00,0.00,0.00,0.00,-115.00,85.00,-200.00,-667.00
1994:Q4,-595.00,229.00,18378.00,-1094.00,0.00,215.00,-904.00,-281.00,-281.00,0.00,8080.00,11340.00,0.00,11509.00,7593.00,3916.00,-169.00,0.00,-169.00,0.00,0.00,0.00,0.00,0.00,0.00,1022.00,0.00,1022.00,19267.00,735.00,6974.00,12055.00,285.00,-28.00,313.00,0.00,557.00,-91.00,11304.00,0.00,0.00,0.00,-497.00,75.00,-572.00,65.00
1995:Q1,-136.00,378.00,-2018.00,1966.00,0.00,232.00,773.00,-139.00,-139.00,0.00,-3892.00,-1041.00,0.00,-812.00,-191.00,-621.00,-229.00,0.00,-229.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,0.00,84.00,-4418.00,-780.00,-6838.00,1668.00,-2592.00,26.00,-2618.00,0.00,-482.00,124.00,4618.00,0.00,0.00,0.00,1532.00,103.00,1429.00,-2913.00
1995:Q2,-122.00,381.00,18820.00,891.00,0.00,264.00,235.00,133.00,133.00,0.00,10087.00,8622.00,0.00,8934.00,4778.00,4156.00,-312.00,0.00,-312.00,0.00,0.00,0.00,0.00,0.00,0.00,-1412.00,0.00,-1412.00,20219.00,-5063.00,2305.00,22581.00,16392.00,-42.00,16434.00,0.00,-159.00,-198.00,6546.00,0.00,0.00,0.00,396.00,29.00,367.00,896.00
1995:Q3,-155.00,383.00,-15471.00,630.00,2150.00,270.00,-219.00,204.00,204.00,0.00,-10265.00,-5173.00,0.00,-4972.00,-4872.00,-100.00,-201.00,0.00,-201.00,0.00,0.00,0.00,0.00,0.00,0.00,-3068.00,0.00,-3068.00,-15342.00,-1514.00,-524.00,-12914.00,-12354.00,3.00,-12357.00,0.00,87.00,37.00,-684.00,0.00,0.00,0.00,-390.00,100.00,-490.00,-409.00
1995:Q4,-165.00,391.00,18483.00,-317.00,0.00,243.00,34.00,-286.00,-286.00,0.00,7342.00,10267.00,0.00,10528.00,6023.00,4505.00,-261.00,0.00,-261.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,0.00,1200.00,19072.00,6179.00,7490.00,5580.00,-2693.00,-52.00,-2641.00,0.00,600.00,185.00,7488.00,0.00,0.00,0.00,-177.00,51.00,-228.00,33.00
1996:Q1,602.00,394.00,-12155.00,-529.00,0.00,266.00,-79.00,-92.00,-92.00,0.00,-8966.00,-1249.00,0.00,-1141.00,86.00,-1227.00,-108.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,-1507.00,0.00,-1507.00,-12604.00,-4871.00,-6176.00,-1480.00,1086.00,44.00,1042.00,0.00,-584.00,-194.00,-1788.00,0.00,0.00,0.00,-77.00,71.00,-148.00,-242.00
1996:Q2,645.00,403.00,9493.00,82.00,0.00,251.00,-218.00,593.00,593.00,0.00,2190.00,6720.00,0.00,6858.00,4168.00,2690.00,-138.00,0.00,-138.00,0.00,0.00,0.00,0.00,0.00,0.00,-125.00,0.00,-125.00,9137.00,-146.00,1291.00,7834.00,646.00,-34.00,680.00,0.00,-11.00,-19.00,7218.00,0.00,0.00,0.00,158.00,101.00,57.00,-114.00
1996:Q3,624.00,416.00,2688.00,-3411.00,-450.00,224.00,830.00,1018.00,1018.00,0.00,1266.00,-83.00,0.00,-4.00,-3720.00,3716.00,-79.00,0.00,-79.00,0.00,0.00,0.00,0.00,0.00,0.00,3294.00,0.00,3294.00,2766.00,-3597.00,2550.00,3163.00,5.00,6.00,-1.00,0.00,46.00,79.00,3033.00,0.00,0.00,0.00,650.00,397.00,253.00,285.00
1996:Q4,622.00,426.00,23277.00,69.00,0.00,222.00,3656.00,-1569.00,-1569.00,0.00,13231.00,6913.00,0.00,6997.00,6997.00,0.00,-84.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,756.00,0.00,756.00,23476.00,3527.00,6959.00,13749.00,5.00,-37.00,42.00,0.00,516.00,-89.00,13317.00,0.00,0.00,0.00,-759.00,67.00,-826.00,396.00
1997:Q1,871.00,443.00,-9247.00,-1674.00,-518.00,191.00,-4815.00,3913.00,3913.00,0.00,-10002.00,3938.00,0.00,4169.00,-1498.00,5667.00,-231.00,0.00,-231.00,0.00,0.00,0.00,0.00,0.00,0.00,-281.00,0.00,-281.00,-10145.00,-2679.00,-8035.00,388.00,-1733.00,64.00,-1797.00,0.00,-538.00,745.00,1914.00,0.00,0.00,0.00,181.00,160.00,21.00,-470.00
1997:Q2,930.00,453.00,21570.00,79.00,0.00,117.00,980.00,-2104.00,-2104.00,0.00,4992.00,15340.00,0.00,15838.00,6382.00,9456.00,-498.00,0.00,-498.00,0.00,0.00,0.00,0.00,0.00,0.00,2167.00,0.00,2167.00,21525.00,1374.00,1256.00,17466.00,10453.00,30.00,10423.00,0.00,-36.00,-731.00,7780.00,0.00,0.00,0.00,1429.00,288.00,1141.00,431.00
1997:Q3,954.00,476.00,-5340.00,64.00,0.00,128.00,-724.00,-1581.00,-1581.00,0.00,-2655.00,337.00,0.00,908.00,-1838.00,2746.00,-571.00,0.00,-571.00,0.00,0.00,0.00,0.00,0.00,0.00,-909.00,0.00,-909.00,-6263.00,-1428.00,124.00,-4174.00,-8764.00,-88.00,-8676.00,0.00,77.00,-2.00,4515.00,0.00,0.00,0.00,-785.00,177.00,-962.00,-445.00
1997:Q4,953.00,476.00,31793.00,74.00,0.00,141.00,982.00,1722.00,1722.00,0.00,9922.00,18674.00,0.00,18914.00,3430.00,15484.00,-240.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00,0.00,279.00,0.00,279.00,32933.00,9047.00,6473.00,16156.00,-2278.00,-30.00,-2248.00,0.00,511.00,271.00,17652.00,0.00,0.00,0.00,1257.00,206.00,1051.00,1617.00
1998:Q1,-107.00,448.00,-14380.00,95.00,0.00,121.00,783.00,-2006.00,-2006.00,0.00,-15544.00,2386.00,0.00,2446.00,-1865.00,4311.00,-60.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,-215.00,0.00,-215.00,-14795.00,-6393.00,-7220.00,-885.00,86.00,40.00,46.00,0.00,-544.00,-287.00,-140.00,0.00,0.00,0.00,-297.00,38.00,-335.00,-969.00
1998:Q2,-105.00,461.00,21569.00,492.00,0.00,122.00,-86.00,934.00,934.00,0.00,12250.00,6492.00,0.00,6591.00,2006.00,4585.00,-99.00,0.00,-99.00,0.00,0.00,0.00,0.00,0.00,0.00,1365.00,0.00,1365.00,20773.00,-794.00,629.00,20770.00,12589.00,-61.00,12650.00,0.00,-57.00,34.00,8204.00,0.00,0.00,0.00,168.00,320.00,-152.00,-1362.00
1998:Q3,-100.00,465.00,-669.00,68.00,0.00,205.00,-2646.00,92.00,92.00,0.00,-6312.00,6151.00,0.00,6274.00,-1400.00,7674.00,-123.00,0.00,-123.00,0.00,0.00,0.00,0.00,0.00,0.00,1773.00,0.00,1773.00,-1343.00,2055.00,785.00,-3442.00,-13300.00,-112.00,-13188.00,0.00,56.00,146.00,9656.00,0.00,0.00,0.00,-741.00,119.00,-860.00,-1239.00
1998:Q4,-92.00,477.00,26341.00,102.00,0.00,279.00,2866.00,-1038.00,-1038.00,0.00,16142.00,6029.00,0.00,6094.00,-1092.00,7186.00,-65.00,0.00,-65.00,0.00,0.00,0.00,0.00,0.00,0.00,1961.00,0.00,1961.00,27495.00,600.00,2859.00,22578.00,1127.00,-7.00,1134.00,0.00,1247.00,-180.00,20384.00,0.00,0.00,0.00,1458.00,42.00,1416.00,585.00
