date,FA756330005.Q,FA755013005.Q,FA754090005.Q,FA753025003.Q,FA753013003.Q,FA752050005.Q,FA754022005.Q,FA753069603.Q,FA753061103.Q,FA753061703.Q,FA753062003.Q,FA753063005.Q,FA754023005.Q,FA753068005.Q,FA753069703.Q,FA753065005.Q,FA753064103.Q,FA753093005.Q,FA754190005.Q,FA754110005.Q,FA754116005.Q,FA754112005.Q,FA753127005.Q,FA753131005.Q,FA753135005.Q,FA752150005.Q,FA753169603.Q,FA753192003.Q,FA753190005.Q,FA753194503.Q,FA753193005.Q,FA757005005.Q
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,4.00,5.00,233.00,0.00,0.00,0.00,92.00,10.00,62.00,0.00,8.00,12.00,141.00,116.00,25.00,0.00,0.00,0.00,257.00,140.00,149.00,-9.00,69.00,2.00,18.00,1.00,25.00,2.00,0.00,0.00,0.00,23.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,4.00,5.00,327.00,0.00,0.00,1.00,131.00,18.00,75.00,0.00,15.00,23.00,195.00,176.00,19.00,0.00,0.00,0.00,353.00,242.00,260.00,-18.00,75.00,2.00,13.00,0.00,19.00,2.00,0.00,0.00,0.00,25.00
1952:Q1,5.00,5.00,872.00,0.00,0.00,4.00,220.00,56.00,124.00,0.00,16.00,24.00,516.00,532.00,-16.00,0.00,4.00,128.00,728.00,520.00,568.00,-48.00,160.00,4.00,36.00,0.00,-12.00,12.00,8.00,0.00,8.00,-144.00
1952:Q2,5.00,5.00,604.00,0.00,0.00,4.00,244.00,20.00,152.00,0.00,28.00,44.00,292.00,312.00,-20.00,0.00,0.00,64.00,636.00,408.00,456.00,-48.00,136.00,4.00,52.00,0.00,-16.00,12.00,40.00,0.00,40.00,32.00
1952:Q3,5.00,4.00,-360.00,0.00,0.00,-4.00,-328.00,-104.00,-184.00,0.00,-16.00,-24.00,8.00,36.00,-28.00,0.00,0.00,-36.00,-716.00,-604.00,-628.00,24.00,-152.00,8.00,48.00,-4.00,-28.00,12.00,4.00,0.00,4.00,-355.00
1952:Q4,5.00,5.00,-112.00,0.00,0.00,4.00,200.00,80.00,80.00,0.00,16.00,24.00,-272.00,-336.00,64.00,0.00,0.00,-44.00,380.00,224.00,240.00,-16.00,64.00,4.00,52.00,0.00,56.00,20.00,-40.00,0.00,-40.00,492.00
1953:Q1,5.00,8.00,656.00,0.00,0.00,-4.00,-160.00,-40.00,-120.00,0.00,0.00,0.00,60.00,84.00,-24.00,0.00,0.00,760.00,788.00,-356.00,-356.00,0.00,1176.00,4.00,48.00,0.00,-24.00,12.00,-72.00,0.00,-72.00,129.00
1953:Q2,5.00,9.00,-748.00,0.00,0.00,0.00,108.00,-12.00,32.00,0.00,36.00,52.00,96.00,96.00,0.00,0.00,0.00,-952.00,-720.00,224.00,240.00,-16.00,-1108.00,8.00,48.00,0.00,-4.00,16.00,96.00,0.00,96.00,24.00
1953:Q3,5.00,9.00,268.00,0.00,0.00,4.00,-36.00,-60.00,-28.00,0.00,20.00,32.00,360.00,348.00,12.00,0.00,4.00,-64.00,-80.00,-92.00,-96.00,4.00,-64.00,4.00,44.00,0.00,16.00,16.00,-4.00,0.00,-4.00,-352.00
1953:Q4,5.00,9.00,-112.00,0.00,0.00,0.00,232.00,84.00,76.00,0.00,28.00,44.00,-240.00,-320.00,80.00,0.00,0.00,-104.00,380.00,208.00,232.00,-24.00,80.00,4.00,40.00,0.00,80.00,16.00,-48.00,0.00,-48.00,488.00
1954:Q1,6.00,8.00,228.00,0.00,0.00,0.00,-116.00,-28.00,-48.00,0.00,-16.00,-24.00,208.00,204.00,4.00,0.00,0.00,136.00,60.00,-32.00,-32.00,0.00,28.00,4.00,52.00,0.00,4.00,16.00,-12.00,0.00,-12.00,-170.00
1954:Q2,6.00,8.00,220.00,0.00,0.00,0.00,-4.00,-8.00,68.00,0.00,-24.00,-40.00,132.00,92.00,40.00,0.00,4.00,88.00,264.00,100.00,116.00,-16.00,68.00,8.00,44.00,0.00,40.00,12.00,-8.00,0.00,-8.00,42.00
1954:Q3,6.00,9.00,456.00,0.00,0.00,4.00,-48.00,-44.00,36.00,0.00,-16.00,-24.00,416.00,448.00,-32.00,0.00,4.00,80.00,120.00,68.00,72.00,-4.00,44.00,4.00,48.00,4.00,-36.00,12.00,-24.00,0.00,-24.00,-339.00
1954:Q4,6.00,9.00,204.00,0.00,0.00,0.00,328.00,100.00,164.00,0.00,24.00,40.00,4.00,-224.00,228.00,0.00,0.00,-128.00,700.00,484.00,516.00,-32.00,164.00,4.00,32.00,0.00,232.00,12.00,-228.00,0.00,-228.00,493.00
1955:Q1,6.00,11.00,-24.00,0.00,0.00,0.00,-68.00,-52.00,-136.00,0.00,48.00,72.00,-24.00,32.00,-56.00,0.00,0.00,68.00,-204.00,-168.00,-180.00,12.00,-40.00,0.00,0.00,0.00,-52.00,12.00,44.00,0.00,44.00,-185.00
1955:Q2,6.00,12.00,392.00,0.00,0.00,4.00,380.00,-8.00,76.00,0.00,124.00,188.00,36.00,116.00,-80.00,0.00,4.00,-32.00,464.00,352.00,376.00,-24.00,108.00,-4.00,-16.00,0.00,-80.00,16.00,88.00,0.00,88.00,66.00
1955:Q3,6.00,12.00,64.00,0.00,0.00,0.00,108.00,-80.00,-56.00,0.00,96.00,148.00,156.00,196.00,-40.00,0.00,0.00,-200.00,-272.00,-152.00,-164.00,12.00,-36.00,0.00,-20.00,0.00,-36.00,16.00,-44.00,0.00,-44.00,-342.00
1955:Q4,7.00,13.00,-284.00,0.00,0.00,0.00,240.00,60.00,16.00,0.00,64.00,100.00,-484.00,-472.00,-12.00,0.00,0.00,-40.00,200.00,156.00,164.00,-8.00,44.00,0.00,-8.00,0.00,-16.00,16.00,8.00,0.00,8.00,478.00
1956:Q1,8.00,10.00,416.00,0.00,0.00,0.00,-276.00,-24.00,-48.00,0.00,-80.00,-124.00,272.00,256.00,16.00,0.00,0.00,420.00,220.00,84.00,96.00,-12.00,44.00,4.00,40.00,0.00,12.00,16.00,20.00,0.00,20.00,-198.00
1956:Q2,8.00,11.00,568.00,0.00,0.00,4.00,-24.00,8.00,112.00,0.00,-56.00,-88.00,232.00,156.00,76.00,0.00,0.00,356.00,660.00,364.00,388.00,-24.00,116.00,8.00,68.00,4.00,76.00,12.00,12.00,0.00,12.00,89.00
1956:Q3,8.00,11.00,880.00,0.00,0.00,0.00,-88.00,-24.00,108.00,0.00,-68.00,-104.00,660.00,604.00,56.00,0.00,0.00,308.00,536.00,340.00,372.00,-32.00,112.00,4.00,64.00,0.00,60.00,12.00,-56.00,0.00,-56.00,-347.00
1956:Q4,8.00,11.00,-248.00,0.00,0.00,4.00,-44.00,64.00,40.00,0.00,-60.00,-88.00,-336.00,-448.00,112.00,0.00,0.00,128.00,244.00,136.00,148.00,-12.00,60.00,4.00,32.00,0.00,112.00,12.00,-112.00,0.00,-112.00,489.00
1957:Q1,9.00,14.00,56.00,0.00,0.00,0.00,-96.00,-48.00,-136.00,0.00,36.00,52.00,144.00,100.00,44.00,0.00,4.00,4.00,-140.00,-120.00,-128.00,8.00,-48.00,-4.00,-44.00,4.00,48.00,12.00,12.00,0.00,12.00,-201.00
1957:Q2,9.00,14.00,388.00,0.00,0.00,0.00,64.00,-4.00,68.00,0.00,0.00,0.00,152.00,124.00,28.00,0.00,0.00,172.00,456.00,368.00,368.00,0.00,72.00,-8.00,-68.00,4.00,28.00,4.00,56.00,0.00,56.00,63.00
1957:Q3,9.00,14.00,212.00,0.00,0.00,0.00,-144.00,-76.00,-48.00,0.00,-8.00,-12.00,432.00,288.00,144.00,0.00,4.00,-80.00,-176.00,-76.00,-88.00,12.00,128.00,-8.00,-76.00,4.00,144.00,4.00,-296.00,0.00,-296.00,-393.00
1957:Q4,9.00,14.00,-508.00,0.00,0.00,4.00,-104.00,56.00,-8.00,0.00,-60.00,-92.00,-532.00,-588.00,56.00,0.00,4.00,120.00,52.00,108.00,92.00,16.00,164.00,-4.00,-44.00,4.00,56.00,4.00,-236.00,0.00,-236.00,555.00
1958:Q1,10.00,15.00,536.00,0.00,0.00,0.00,-128.00,-44.00,-56.00,0.00,-12.00,-16.00,572.00,384.00,188.00,0.00,0.00,92.00,240.00,212.00,224.00,-12.00,-212.00,-4.00,-40.00,0.00,188.00,4.00,92.00,0.00,92.00,-301.00
1958:Q2,10.00,13.00,592.00,0.00,0.00,0.00,140.00,28.00,112.00,0.00,0.00,0.00,124.00,204.00,-80.00,0.00,0.00,328.00,692.00,536.00,560.00,-24.00,-132.00,0.00,-8.00,4.00,-80.00,4.00,368.00,0.00,368.00,97.00
1958:Q3,10.00,13.00,528.00,0.00,0.00,0.00,-152.00,-64.00,-76.00,0.00,-4.00,-8.00,388.00,456.00,-68.00,0.00,4.00,288.00,152.00,132.00,132.00,0.00,148.00,-4.00,-4.00,0.00,-68.00,4.00,-56.00,0.00,-56.00,-379.00
1958:Q4,10.00,14.00,-664.00,0.00,0.00,0.00,188.00,116.00,112.00,0.00,-16.00,-24.00,-784.00,-656.00,-128.00,0.00,0.00,-68.00,-52.00,16.00,12.00,4.00,116.00,0.00,-12.00,4.00,-132.00,4.00,-48.00,0.00,-48.00,608.00
1959:Q1,10.00,14.00,952.00,0.00,0.00,0.00,-16.00,-20.00,12.00,0.00,-4.00,-4.00,396.00,492.00,-96.00,0.00,0.00,572.00,572.00,-184.00,-172.00,-12.00,804.00,4.00,16.00,-4.00,-92.00,4.00,24.00,0.00,24.00,-384.00
1959:Q2,10.00,14.00,808.00,0.00,0.00,4.00,20.00,0.00,20.00,0.00,0.00,0.00,-20.00,-24.00,4.00,0.00,4.00,800.00,940.00,-240.00,-228.00,-12.00,1120.00,0.00,28.00,0.00,4.00,12.00,16.00,0.00,16.00,128.00
1959:Q3,10.00,15.00,1080.00,0.00,0.00,0.00,-32.00,-52.00,20.00,0.00,0.00,0.00,464.00,504.00,-40.00,0.00,0.00,648.00,732.00,-184.00,-168.00,-16.00,1092.00,4.00,24.00,0.00,-44.00,12.00,-172.00,0.00,-172.00,-353.00
1959:Q4,10.00,14.00,-2372.00,0.00,0.00,0.00,132.00,112.00,12.00,0.00,4.00,4.00,-452.00,-548.00,96.00,0.00,0.00,-2052.00,-1740.00,-328.00,-304.00,-24.00,-1376.00,4.00,24.00,0.00,100.00,20.00,-184.00,0.00,-184.00,628.00
1960:Q1,9.00,15.00,948.00,0.00,0.00,0.00,-136.00,-116.00,-12.00,0.00,-4.00,-4.00,520.00,324.00,196.00,0.00,4.00,560.00,496.00,336.00,420.00,-84.00,108.00,4.00,32.00,-8.00,196.00,12.00,-184.00,0.00,-184.00,-458.00
1960:Q2,9.00,15.00,632.00,0.00,0.00,0.00,4.00,32.00,-16.00,0.00,-4.00,-8.00,160.00,100.00,60.00,0.00,4.00,464.00,828.00,280.00,368.00,-88.00,120.00,4.00,32.00,-8.00,60.00,20.00,320.00,0.00,320.00,190.00
1960:Q3,9.00,15.00,488.00,0.00,0.00,4.00,-72.00,-24.00,-16.00,0.00,-12.00,-20.00,820.00,604.00,216.00,0.00,4.00,-268.00,232.00,408.00,492.00,-84.00,96.00,4.00,40.00,-4.00,216.00,20.00,-548.00,0.00,-548.00,-262.00
1960:Q4,10.00,15.00,-124.00,0.00,0.00,0.00,124.00,176.00,-32.00,0.00,-8.00,-12.00,-64.00,-292.00,228.00,0.00,4.00,-188.00,436.00,368.00,460.00,-92.00,156.00,4.00,40.00,-8.00,232.00,20.00,-376.00,0.00,-376.00,555.00
1961:Q1,10.00,15.00,1380.00,0.00,0.00,4.00,564.00,332.00,192.00,0.00,16.00,24.00,2372.00,2180.00,192.00,0.00,0.00,-1560.00,988.00,820.00,776.00,44.00,80.00,4.00,40.00,12.00,200.00,20.00,-188.00,0.00,-188.00,-397.00
1961:Q2,10.00,15.00,940.00,0.00,0.00,8.00,164.00,-60.00,192.00,0.00,12.00,20.00,500.00,432.00,68.00,0.00,4.00,264.00,1100.00,804.00,756.00,48.00,316.00,4.00,44.00,12.00,68.00,12.00,-160.00,0.00,-160.00,155.00
1961:Q3,10.00,15.00,-52.00,0.00,0.00,-4.00,372.00,-28.00,308.00,0.00,36.00,56.00,-304.00,-412.00,108.00,0.00,0.00,-116.00,-220.00,32.00,68.00,-36.00,-220.00,4.00,48.00,-4.00,108.00,12.00,-200.00,0.00,-200.00,-173.00
1961:Q4,10.00,16.00,-1568.00,0.00,0.00,0.00,-744.00,-36.00,-576.00,0.00,-52.00,-80.00,-616.00,-776.00,160.00,0.00,0.00,-208.00,-1116.00,-1080.00,-992.00,-88.00,148.00,4.00,24.00,-8.00,156.00,12.00,-372.00,0.00,-372.00,446.00
1962:Q1,10.00,17.00,580.00,0.00,0.00,-4.00,856.00,-92.00,584.00,0.00,144.00,220.00,-260.00,-144.00,-116.00,0.00,0.00,-12.00,176.00,156.00,108.00,48.00,204.00,0.00,16.00,-8.00,-116.00,12.00,-88.00,0.00,-88.00,-411.00
1962:Q2,10.00,19.00,200.00,0.00,0.00,-4.00,1132.00,68.00,580.00,0.00,192.00,292.00,-888.00,-780.00,-108.00,0.00,4.00,-44.00,360.00,128.00,76.00,52.00,172.00,0.00,0.00,-8.00,-108.00,12.00,164.00,0.00,164.00,151.00
1962:Q3,10.00,19.00,-112.00,0.00,0.00,0.00,-496.00,-24.00,-536.00,0.00,24.00,40.00,396.00,444.00,-48.00,0.00,0.00,-12.00,-120.00,-8.00,76.00,-84.00,-324.00,0.00,-4.00,-4.00,-48.00,12.00,256.00,0.00,256.00,-17.00
1962:Q4,10.00,19.00,-148.00,0.00,0.00,0.00,-844.00,36.00,-748.00,0.00,-52.00,-80.00,40.00,-204.00,244.00,0.00,-4.00,660.00,140.00,204.00,-4.00,208.00,-192.00,4.00,4.00,4.00,244.00,12.00,-140.00,0.00,-140.00,279.00
1963:Q1,9.00,15.00,520.00,0.00,0.00,8.00,68.00,60.00,60.00,0.00,-20.00,-32.00,940.00,948.00,-8.00,0.00,4.00,-500.00,260.00,300.00,376.00,-76.00,-324.00,4.00,48.00,12.00,-8.00,0.00,228.00,0.00,228.00,-266.00
1963:Q2,9.00,16.00,368.00,0.00,0.00,4.00,-136.00,8.00,68.00,0.00,-84.00,-128.00,604.00,508.00,96.00,0.00,0.00,-104.00,472.00,244.00,332.00,-88.00,56.00,8.00,60.00,12.00,100.00,0.00,-8.00,0.00,-8.00,97.00
1963:Q3,10.00,17.00,-128.00,0.00,0.00,8.00,-932.00,-32.00,-464.00,0.00,-172.00,-264.00,716.00,692.00,24.00,0.00,0.00,80.00,-16.00,144.00,212.00,-68.00,-288.00,4.00,64.00,-16.00,16.00,0.00,60.00,0.00,60.00,105.00
1963:Q4,10.00,17.00,36.00,0.00,0.00,0.00,-276.00,8.00,-92.00,0.00,-76.00,-116.00,-252.00,-332.00,80.00,0.00,0.00,564.00,164.00,-28.00,-116.00,88.00,168.00,8.00,52.00,20.00,88.00,0.00,-144.00,0.00,-144.00,121.00
1964:Q1,10.00,19.00,576.00,0.00,0.00,0.00,40.00,84.00,-4.00,0.00,-16.00,-24.00,500.00,304.00,196.00,0.00,0.00,36.00,452.00,244.00,184.00,60.00,144.00,4.00,28.00,16.00,200.00,0.00,-184.00,0.00,-184.00,-133.00
1964:Q2,10.00,21.00,616.00,0.00,0.00,0.00,-12.00,-16.00,-8.00,0.00,4.00,8.00,264.00,204.00,60.00,0.00,4.00,360.00,632.00,208.00,144.00,64.00,804.00,0.00,24.00,16.00,56.00,8.00,-484.00,0.00,-484.00,5.00
1964:Q3,10.00,21.00,696.00,0.00,0.00,-16.00,564.00,48.00,356.00,0.00,64.00,96.00,116.00,76.00,40.00,0.00,4.00,28.00,876.00,360.00,600.00,-240.00,1080.00,4.00,24.00,-4.00,40.00,8.00,-636.00,0.00,-636.00,169.00
1964:Q4,10.00,21.00,104.00,0.00,0.00,240.00,-288.00,-84.00,-172.00,0.00,-12.00,-20.00,-412.00,-512.00,100.00,0.00,4.00,560.00,584.00,372.00,540.00,-168.00,912.00,0.00,20.00,20.00,104.00,8.00,-852.00,0.00,-852.00,469.00
1965:Q1,10.00,21.00,1548.00,0.00,0.00,-168.00,172.00,216.00,-36.00,0.00,-4.00,-4.00,316.00,344.00,-28.00,0.00,16.00,1212.00,1244.00,1064.00,900.00,164.00,620.00,8.00,68.00,-16.00,-28.00,-12.00,-460.00,0.00,-460.00,-315.00
1965:Q2,11.00,21.00,1028.00,0.00,0.00,60.00,-124.00,-100.00,-32.00,0.00,4.00,4.00,-152.00,-216.00,64.00,0.00,12.00,1232.00,1016.00,920.00,916.00,4.00,-540.00,8.00,64.00,-20.00,60.00,-12.00,536.00,0.00,536.00,-22.00
1965:Q3,12.00,22.00,-1540.00,0.00,0.00,8.00,332.00,12.00,228.00,0.00,36.00,56.00,308.00,316.00,-8.00,0.00,4.00,-2192.00,-1268.00,-1692.00,-1268.00,-424.00,-880.00,8.00,60.00,0.00,-12.00,-12.00,1260.00,0.00,1260.00,262.00
1965:Q4,12.00,23.00,-1084.00,0.00,0.00,36.00,96.00,-64.00,108.00,0.00,20.00,32.00,-1104.00,-1080.00,-24.00,0.00,8.00,-120.00,-1128.00,-1276.00,-1392.00,116.00,116.00,8.00,76.00,28.00,-16.00,-12.00,-52.00,0.00,-52.00,-55.00
1966:Q1,12.00,22.00,56.00,0.00,0.00,-40.00,-180.00,84.00,-204.00,0.00,-24.00,-36.00,176.00,164.00,12.00,0.00,12.00,88.00,124.00,-528.00,-544.00,16.00,-48.00,8.00,64.00,-16.00,12.00,16.00,616.00,0.00,616.00,58.00
1966:Q2,12.00,22.00,1544.00,0.00,0.00,72.00,-284.00,-12.00,-200.00,0.00,-28.00,-44.00,172.00,84.00,88.00,0.00,12.00,1572.00,1524.00,12.00,92.00,-80.00,1228.00,8.00,72.00,-16.00,88.00,16.00,116.00,0.00,116.00,-30.00
1966:Q3,13.00,22.00,688.00,0.00,0.00,-80.00,564.00,112.00,300.00,0.00,60.00,92.00,416.00,428.00,-12.00,0.00,8.00,-220.00,768.00,816.00,684.00,132.00,-32.00,0.00,-4.00,48.00,-12.00,16.00,-64.00,0.00,-64.00,71.00
1966:Q4,13.00,23.00,368.00,0.00,0.00,-32.00,88.00,44.00,-96.00,0.00,56.00,84.00,1168.00,1084.00,84.00,0.00,12.00,-868.00,124.00,736.00,596.00,140.00,-416.00,0.00,4.00,40.00,84.00,16.00,-340.00,0.00,-340.00,-254.00
1967:Q1,13.00,24.00,-1488.00,0.00,0.00,-108.00,160.00,152.00,-96.00,0.00,40.00,64.00,280.00,188.00,92.00,0.00,12.00,-1832.00,-1464.00,-748.00,-152.00,-596.00,-256.00,8.00,96.00,-4.00,96.00,16.00,-672.00,0.00,-672.00,13.00
1967:Q2,14.00,24.00,1792.00,0.00,0.00,52.00,132.00,-48.00,-112.00,0.00,116.00,176.00,528.00,116.00,412.00,0.00,8.00,1072.00,1684.00,-436.00,-516.00,80.00,1632.00,12.00,88.00,0.00,412.00,8.00,-32.00,0.00,-32.00,-118.00
1967:Q3,14.00,24.00,-36.00,0.00,0.00,28.00,808.00,36.00,336.00,0.00,172.00,264.00,164.00,128.00,36.00,0.00,12.00,-1048.00,256.00,208.00,1236.00,-1028.00,-352.00,12.00,100.00,-12.00,36.00,8.00,256.00,0.00,256.00,282.00
1967:Q4,14.00,25.00,364.00,0.00,0.00,128.00,548.00,-56.00,340.00,0.00,104.00,160.00,148.00,120.00,28.00,0.00,12.00,-472.00,456.00,392.00,1072.00,-680.00,-504.00,12.00,116.00,-12.00,32.00,8.00,412.00,0.00,412.00,81.00
1968:Q1,14.00,31.00,1160.00,0.00,0.00,-56.00,124.00,100.00,56.00,0.00,-12.00,-20.00,396.00,368.00,28.00,0.00,12.00,684.00,1368.00,-304.00,372.00,-676.00,1436.00,16.00,144.00,16.00,32.00,8.00,20.00,0.00,20.00,191.00
1968:Q2,15.00,30.00,1908.00,0.00,0.00,8.00,-32.00,68.00,72.00,0.00,-68.00,-104.00,740.00,700.00,40.00,0.00,16.00,1176.00,1676.00,-452.00,260.00,-712.00,2696.00,16.00,156.00,16.00,32.00,16.00,-804.00,0.00,-804.00,-247.00
1968:Q3,15.00,31.00,-3232.00,0.00,0.00,-12.00,-16.00,80.00,88.00,0.00,-72.00,-112.00,428.00,372.00,56.00,0.00,12.00,-3644.00,-3064.00,356.00,800.00,-444.00,-3652.00,12.00,120.00,24.00,56.00,16.00,4.00,0.00,4.00,152.00
1968:Q4,16.00,32.00,3884.00,0.00,0.00,32.00,-188.00,-20.00,-40.00,0.00,-52.00,-76.00,52.00,84.00,-32.00,0.00,8.00,3980.00,3752.00,548.00,-8.00,556.00,4044.00,16.00,136.00,28.00,-32.00,16.00,-1004.00,0.00,-1004.00,-148.00
1969:Q1,15.00,32.00,1948.00,0.00,0.00,40.00,160.00,164.00,8.00,0.00,-4.00,-8.00,756.00,720.00,36.00,0.00,0.00,992.00,2440.00,116.00,792.00,-676.00,7340.00,24.00,196.00,48.00,44.00,16.00,-5344.00,0.00,-5344.00,475.00
1969:Q2,15.00,32.00,756.00,0.00,0.00,104.00,92.00,128.00,4.00,0.00,-16.00,-24.00,1572.00,1148.00,424.00,0.00,0.00,-1012.00,684.00,124.00,888.00,-764.00,432.00,8.00,76.00,44.00,420.00,24.00,-444.00,0.00,-444.00,-89.00
1969:Q3,17.00,33.00,1760.00,0.00,0.00,-36.00,232.00,240.00,32.00,0.00,-16.00,-24.00,1756.00,1460.00,296.00,0.00,16.00,-208.00,1860.00,684.00,876.00,-192.00,1112.00,32.00,280.00,24.00,304.00,24.00,-600.00,0.00,-600.00,84.00
1969:Q4,17.00,34.00,-820.00,0.00,0.00,36.00,360.00,208.00,40.00,0.00,44.00,68.00,1648.00,1588.00,60.00,0.00,16.00,-2880.00,-940.00,1628.00,1348.00,280.00,-8932.00,28.00,280.00,40.00,60.00,24.00,5932.00,0.00,5932.00,-137.00
1970:Q1,16.00,29.00,6128.00,0.00,0.00,104.00,-1000.00,560.00,-1164.00,0.00,-156.00,-240.00,4416.00,4280.00,136.00,0.00,16.00,2592.00,5832.00,-1776.00,-824.00,-952.00,15808.00,72.00,624.00,-36.00,144.00,24.00,-9028.00,0.00,-9028.00,-309.00
