date,FA756330005.Q,FA755013005.Q,FA754090005.Q,FA753025003.Q,FA753013003.Q,FA752050005.Q,FA754022005.Q,FA753069603.Q,FA753061103.Q,FA753061703.Q,FA753062003.Q,FA753063005.Q,FA754023005.Q,FA753068005.Q,FA753069703.Q,FA753065005.Q,FA753064103.Q,FA753093005.Q,FA754190005.Q,FA754110005.Q,FA754116005.Q,FA754112005.Q,FA753127005.Q,FA753131005.Q,FA753135005.Q,FA752150005.Q,FA753169603.Q,FA753192003.Q,FA753190005.Q,FA753194503.Q,FA753193005.Q,FA757005005.Q
1970:Q2,17.00,30.00,696.00,0.00,0.00,168.00,388.00,-20.00,176.00,0.00,92.00,140.00,2632.00,2112.00,520.00,0.00,20.00,-2512.00,-1160.00,-1796.00,16.00,-1812.00,-1528.00,36.00,324.00,8.00,504.00,20.00,1272.00,0.00,1272.00,-1869.00
1970:Q3,17.00,30.00,2628.00,0.00,0.00,-148.00,1020.00,676.00,376.00,0.00,-12.00,-20.00,3896.00,4000.00,-104.00,0.00,16.00,-2156.00,2840.00,-684.00,-320.00,-364.00,5108.00,28.00,248.00,-4.00,-112.00,20.00,-1764.00,0.00,-1764.00,199.00
1970:Q4,18.00,29.00,-776.00,0.00,0.00,-28.00,2428.00,264.00,36.00,0.00,840.00,1288.00,196.00,-540.00,736.00,0.00,16.00,-3388.00,1460.00,876.00,-52.00,928.00,-2668.00,16.00,156.00,112.00,764.00,20.00,2184.00,0.00,2184.00,2225.00
1971:Q1,19.00,36.00,496.00,0.00,0.00,144.00,-2128.00,-128.00,-156.00,0.00,-728.00,-1116.00,92.00,-228.00,320.00,0.00,8.00,2380.00,124.00,-2848.00,-200.00,-2648.00,6320.00,20.00,204.00,-16.00,324.00,20.00,-3900.00,0.00,-3900.00,-389.00
1971:Q2,19.00,37.00,612.00,0.00,0.00,448.00,-976.00,-80.00,-724.00,0.00,-68.00,-104.00,2220.00,1828.00,392.00,0.00,12.00,-1092.00,-888.00,-3832.00,16.00,-3848.00,6388.00,16.00,136.00,44.00,380.00,24.00,-4044.00,0.00,-4044.00,-1518.00
1971:Q3,20.00,37.00,2484.00,0.00,0.00,-196.00,308.00,224.00,0.00,0.00,32.00,52.00,1336.00,936.00,400.00,0.00,-20.00,1056.00,2476.00,1596.00,704.00,892.00,-2580.00,48.00,408.00,388.00,400.00,24.00,2192.00,0.00,2192.00,-25.00
1971:Q4,20.00,39.00,-860.00,0.00,0.00,-252.00,192.00,268.00,-56.00,0.00,-8.00,-12.00,-948.00,-500.00,-448.00,0.00,-16.00,164.00,828.00,7988.00,1264.00,6724.00,-9516.00,20.00,188.00,1228.00,-432.00,24.00,1328.00,0.00,1328.00,1669.00
1972:Q1,20.00,35.00,7512.00,0.00,0.00,596.00,1280.00,280.00,812.00,280.00,-36.00,-56.00,3404.00,3092.00,312.00,0.00,64.00,2168.00,7632.00,12840.00,-1416.00,14256.00,-17096.00,40.00,348.00,1392.00,312.00,24.00,9772.00,0.00,9772.00,105.00
1972:Q2,20.00,36.00,20.00,0.00,0.00,368.00,-324.00,-12.00,-388.00,280.00,-80.00,-124.00,-292.00,252.00,-544.00,0.00,28.00,240.00,652.00,2584.00,952.00,1632.00,-5164.00,28.00,276.00,-804.00,-552.00,20.00,4264.00,0.00,4264.00,616.00
1972:Q3,21.00,37.00,3788.00,0.00,0.00,-196.00,1024.00,460.00,436.00,280.00,-60.00,-92.00,2824.00,3152.00,-328.00,0.00,0.00,136.00,3388.00,4556.00,884.00,3672.00,-620.00,-108.00,-988.00,1712.00,-332.00,20.00,-852.00,0.00,-852.00,-416.00
1972:Q4,21.00,39.00,-644.00,0.00,0.00,396.00,-564.00,-272.00,-384.00,-28.00,48.00,72.00,-3728.00,-3496.00,-232.00,0.00,0.00,3252.00,-2160.00,-11664.00,-312.00,-11352.00,9608.00,-108.00,-976.00,-1060.00,-232.00,20.00,2252.00,0.00,2252.00,-1534.00
1973:Q1,22.00,49.00,4280.00,0.00,0.00,148.00,324.00,828.00,-512.00,336.00,-4.00,-324.00,3784.00,3484.00,220.00,80.00,60.00,-36.00,1496.00,2420.00,-6808.00,9228.00,-4568.00,160.00,1388.00,2188.00,224.00,72.00,-388.00,0.00,-388.00,-2811.00
1973:Q2,23.00,51.00,5044.00,0.00,0.00,1164.00,1284.00,820.00,176.00,192.00,-4.00,100.00,2556.00,2096.00,484.00,-24.00,-80.00,120.00,7172.00,128.00,2784.00,-2656.00,4032.00,48.00,132.00,1424.00,488.00,72.00,848.00,0.00,848.00,2100.00
1973:Q3,23.00,53.00,4232.00,0.00,0.00,-348.00,-680.00,-1112.00,132.00,296.00,104.00,-100.00,4364.00,3416.00,884.00,64.00,72.00,824.00,4936.00,6328.00,-512.00,6840.00,-4488.00,144.00,1280.00,728.00,884.00,72.00,-12.00,0.00,-12.00,674.00
1973:Q4,25.00,54.00,5316.00,0.00,0.00,264.00,596.00,416.00,80.00,-60.00,8.00,152.00,4860.00,4768.00,4.00,88.00,144.00,-548.00,6008.00,-3704.00,-2580.00,-1124.00,6080.00,112.00,580.00,1388.00,16.00,72.00,1464.00,0.00,1464.00,663.00
1974:Q1,25.00,62.00,5808.00,0.00,0.00,1736.00,1160.00,660.00,-28.00,436.00,96.00,-4.00,3132.00,1760.00,1340.00,32.00,44.00,-264.00,8172.00,9456.00,10576.00,-1120.00,-1192.00,48.00,280.00,-444.00,1352.00,284.00,-1612.00,0.00,-1612.00,2327.00
1974:Q2,27.00,64.00,14608.00,0.00,0.00,-632.00,1244.00,940.00,92.00,124.00,128.00,-40.00,14076.00,11484.00,2568.00,24.00,4.00,-84.00,10276.00,-10604.00,-7284.00,-3320.00,14704.00,52.00,704.00,2064.00,2588.00,284.00,484.00,0.00,484.00,-4369.00
1974:Q3,29.00,68.00,4836.00,0.00,0.00,992.00,-128.00,104.00,-196.00,-180.00,96.00,48.00,4560.00,1932.00,2564.00,64.00,-4.00,-584.00,11052.00,17592.00,7560.00,10032.00,-11024.00,188.00,1928.00,780.00,2584.00,284.00,-1280.00,0.00,-1280.00,6177.00
1974:Q4,30.00,68.00,8908.00,0.00,0.00,-1736.00,1364.00,908.00,348.00,180.00,-120.00,48.00,10812.00,9536.00,1204.00,72.00,4.00,-1536.00,10656.00,4744.00,-2852.00,7596.00,2128.00,140.00,1156.00,1104.00,1228.00,284.00,-128.00,0.00,-128.00,1710.00
1975:Q1,39.00,90.00,-1260.00,0.00,0.00,1104.00,-2716.00,-1640.00,-256.00,-892.00,72.00,0.00,-208.00,-1316.00,648.00,460.00,56.00,504.00,-100.00,-1552.00,-1284.00,-268.00,-4940.00,92.00,624.00,-280.00,656.00,24.00,5276.00,0.00,5276.00,1109.00
1975:Q2,42.00,91.00,3964.00,0.00,0.00,-816.00,1456.00,1436.00,-52.00,-192.00,128.00,136.00,1224.00,1432.00,-740.00,532.00,-68.00,2168.00,2148.00,-8160.00,-556.00,-7604.00,7840.00,160.00,1840.00,544.00,-748.00,24.00,648.00,0.00,648.00,-1865.00
1975:Q3,44.00,93.00,396.00,0.00,0.00,1652.00,-336.00,-144.00,40.00,-216.00,52.00,-68.00,956.00,1476.00,-272.00,-248.00,-4.00,-1872.00,4416.00,5868.00,5120.00,748.00,-5164.00,460.00,3396.00,-1356.00,-280.00,24.00,1468.00,0.00,1468.00,3971.00
1975:Q4,46.00,95.00,3920.00,0.00,0.00,-700.00,1164.00,308.00,696.00,216.00,-120.00,64.00,3124.00,2972.00,556.00,-404.00,56.00,276.00,3912.00,-9428.00,-9060.00,-368.00,4568.00,784.00,6180.00,1796.00,568.00,24.00,-580.00,0.00,-580.00,-57.00
1976:Q1,63.00,129.00,3604.00,0.00,0.00,996.00,28.00,104.00,380.00,-60.00,-112.00,-284.00,3028.00,2404.00,704.00,-80.00,252.00,-700.00,4732.00,5744.00,5608.00,136.00,468.00,-328.00,-2128.00,-604.00,744.00,128.00,708.00,0.00,708.00,1062.00
1976:Q2,64.00,132.00,4896.00,0.00,0.00,-160.00,540.00,-380.00,624.00,220.00,40.00,36.00,5800.00,5128.00,684.00,-12.00,-32.00,-1252.00,4068.00,2796.00,-24.00,2820.00,1780.00,228.00,1212.00,-104.00,656.00,128.00,-2628.00,0.00,-2628.00,-896.00
1976:Q3,66.00,137.00,1480.00,0.00,0.00,-500.00,872.00,1484.00,-312.00,-276.00,24.00,-48.00,372.00,84.00,424.00,-136.00,-48.00,784.00,1028.00,-2148.00,9436.00,-11584.00,772.00,144.00,1344.00,264.00,424.00,128.00,100.00,0.00,100.00,-523.00
1976:Q4,69.00,143.00,11412.00,0.00,0.00,844.00,2288.00,624.00,1516.00,92.00,56.00,0.00,9016.00,7944.00,1228.00,-156.00,-32.00,-704.00,15044.00,4028.00,-2880.00,6908.00,6448.00,76.00,980.00,2344.00,1244.00,128.00,-204.00,0.00,-204.00,3558.00
1977:Q1,95.00,182.00,-4364.00,0.00,0.00,116.00,-656.00,712.00,-740.00,-268.00,-320.00,-40.00,-2996.00,-3724.00,720.00,8.00,104.00,-932.00,-4632.00,-4572.00,3252.00,-7824.00,-3276.00,116.00,988.00,-312.00,812.00,128.00,1484.00,0.00,1484.00,-355.00
1977:Q2,99.00,190.00,5548.00,0.00,0.00,860.00,-1740.00,-1308.00,-404.00,-72.00,48.00,-4.00,6632.00,6060.00,528.00,44.00,-4.00,-200.00,5728.00,1928.00,1504.00,424.00,3676.00,172.00,1148.00,924.00,456.00,136.00,-2712.00,0.00,-2712.00,89.00
1977:Q3,102.00,197.00,13412.00,0.00,0.00,2748.00,2532.00,1136.00,712.00,-32.00,548.00,168.00,8472.00,8072.00,484.00,-84.00,-12.00,-328.00,20572.00,7900.00,-4252.00,12152.00,9700.00,12.00,524.00,228.00,368.00,136.00,1704.00,0.00,1704.00,7065.00
1977:Q4,107.00,208.00,10248.00,0.00,0.00,-588.00,644.00,-232.00,540.00,-84.00,-84.00,504.00,11072.00,10404.00,772.00,-104.00,36.00,-916.00,11316.00,-2392.00,2992.00,-5384.00,1976.00,628.00,5276.00,2856.00,892.00,136.00,1944.00,0.00,1944.00,967.00
1978:Q1,147.00,312.00,15916.00,0.00,800.00,-324.00,1076.00,1136.00,-228.00,124.00,-136.00,180.00,12188.00,12812.00,-672.00,48.00,116.00,2060.00,15296.00,12808.00,-2952.00,15760.00,-2104.00,368.00,3240.00,-408.00,-536.00,176.00,1752.00,0.00,1752.00,-785.00
1978:Q2,151.00,343.00,20308.00,0.00,1156.00,1236.00,2332.00,1536.00,604.00,356.00,-228.00,64.00,14488.00,14328.00,84.00,76.00,-12.00,1108.00,19460.00,8776.00,6272.00,2504.00,2936.00,280.00,1764.00,1948.00,-120.00,176.00,3700.00,0.00,3700.00,-1040.00
1978:Q3,158.00,358.00,18440.00,0.00,-60.00,1436.00,944.00,720.00,44.00,44.00,-76.00,212.00,13864.00,15140.00,-1316.00,40.00,32.00,2224.00,23756.00,8528.00,12668.00,-4140.00,2172.00,832.00,7084.00,1088.00,-1584.00,176.00,5460.00,0.00,5460.00,5116.00
1978:Q4,164.00,374.00,33404.00,0.00,416.00,1000.00,1396.00,484.00,624.00,268.00,-92.00,112.00,31420.00,30692.00,700.00,28.00,24.00,-852.00,39224.00,11768.00,-2568.00,14336.00,6832.00,1284.00,10832.00,7984.00,1232.00,176.00,-884.00,0.00,-884.00,5610.00
1979:Q1,234.00,548.00,10620.00,0.00,156.00,1488.00,208.00,568.00,-640.00,-160.00,-40.00,480.00,8680.00,7852.00,764.00,64.00,8.00,80.00,14876.00,10708.00,19136.00,-8428.00,-68.00,192.00,760.00,-3276.00,944.00,596.00,5020.00,0.00,5020.00,3942.00
1979:Q2,246.00,555.00,28712.00,0.00,732.00,420.00,392.00,-684.00,944.00,-40.00,96.00,76.00,27364.00,25700.00,1596.00,68.00,-4.00,-192.00,22568.00,11156.00,-2672.00,13828.00,7920.00,772.00,6100.00,1872.00,1984.00,596.00,-7832.00,0.00,-7832.00,-6453.00
1979:Q3,257.00,582.00,39528.00,0.00,372.00,1468.00,4056.00,1500.00,528.00,140.00,76.00,1812.00,33208.00,28392.00,3500.00,1316.00,4.00,420.00,44780.00,29580.00,14768.00,14812.00,-5172.00,1000.00,8268.00,6432.00,3708.00,596.00,368.00,0.00,368.00,4927.00
1979:Q4,271.00,589.00,-6300.00,0.00,-1308.00,1968.00,720.00,1108.00,1180.00,144.00,132.00,-1844.00,-7636.00,-9380.00,180.00,1564.00,36.00,-80.00,164.00,-2272.00,-8084.00,5812.00,348.00,-48.00,-2512.00,5232.00,644.00,596.00,-1824.00,0.00,-1824.00,6146.00
1980:Q1,349.00,863.00,12112.00,0.00,800.00,1924.00,44.00,-80.00,228.00,-212.00,124.00,-16.00,9388.00,4196.00,3624.00,1568.00,8.00,-52.00,12664.00,17712.00,5680.00,12032.00,-17796.00,-220.00,-1096.00,4580.00,3632.00,1660.00,4192.00,0.00,4192.00,38.00
1980:Q2,366.00,832.00,25040.00,76.00,88.00,2604.00,-776.00,-1008.00,460.00,-92.00,300.00,-436.00,21488.00,16796.00,3128.00,1564.00,-40.00,1600.00,-1060.00,-2136.00,-21980.00,19844.00,-5152.00,228.00,-736.00,2380.00,2236.00,820.00,1300.00,2000.00,-700.00,-26566.00
1980:Q3,383.00,857.00,19668.00,4.00,-1104.00,940.00,4176.00,2616.00,1288.00,-4.00,192.00,84.00,13812.00,11784.00,868.00,1160.00,16.00,1824.00,34740.00,20132.00,19932.00,200.00,4460.00,1304.00,12120.00,-10232.00,3368.00,1096.00,2492.00,2156.00,336.00,14598.00
1980:Q4,400.00,889.00,36480.00,4.00,828.00,3684.00,2632.00,1604.00,332.00,144.00,8.00,544.00,26304.00,26980.00,-1672.00,996.00,-32.00,3060.00,40816.00,22332.00,-7016.00,29348.00,-3868.00,2020.00,17952.00,4808.00,-1640.00,724.00,-1512.00,-2684.00,1172.00,3847.00
1981:Q1,404.00,920.00,116.00,0.00,752.00,-4692.00,784.00,748.00,-748.00,232.00,4.00,548.00,1572.00,-3644.00,3696.00,1520.00,-100.00,1800.00,14776.00,-2972.00,-4560.00,1588.00,-3196.00,384.00,4868.00,6572.00,3744.00,908.00,4468.00,2696.00,1772.00,14144.00
1981:Q2,424.00,956.00,28368.00,8.00,948.00,7428.00,2704.00,1852.00,112.00,52.00,-148.00,836.00,16000.00,11284.00,2732.00,1984.00,-48.00,1328.00,15088.00,24332.00,5468.00,18864.00,-1852.00,124.00,2540.00,-6928.00,3596.00,2236.00,-8960.00,-7164.00,-1796.00,-13812.00
1981:Q3,442.00,994.00,25232.00,-4.00,1092.00,388.00,556.00,344.00,240.00,776.00,-12.00,-792.00,17448.00,16740.00,-784.00,1492.00,8.00,5744.00,49612.00,27780.00,13612.00,14168.00,-4124.00,1332.00,11036.00,6800.00,1100.00,1568.00,4120.00,708.00,3412.00,23828.00
1981:Q4,461.00,1023.00,19588.00,0.00,-404.00,8036.00,3548.00,1232.00,2044.00,-256.00,-128.00,656.00,8520.00,16.00,6548.00,1956.00,-64.00,-48.00,-7788.00,-33888.00,-48296.00,14408.00,-15404.00,1592.00,8576.00,26200.00,4424.00,3032.00,-2320.00,-1368.00,-952.00,-27938.00
1982:Q1,456.00,1013.00,40680.00,8.00,308.00,-8596.00,-1604.00,-2092.00,664.00,-40.00,-112.00,-24.00,48112.00,42376.00,4380.00,1356.00,28.00,2424.00,103904.00,91484.00,106828.00,-15344.00,-5956.00,-260.00,6264.00,-344.00,6160.00,1592.00,4964.00,3344.00,1620.00,62667.00
1982:Q2,475.00,986.00,9744.00,8.00,-324.00,3328.00,-1076.00,-80.00,-1068.00,8.00,-72.00,136.00,8584.00,6224.00,776.00,1584.00,-12.00,-764.00,11604.00,-10508.00,-8760.00,-1748.00,908.00,1380.00,11128.00,-1232.00,3388.00,1592.00,4948.00,6388.00,-1440.00,1349.00
1982:Q3,492.00,963.00,-8108.00,0.00,940.00,-12368.00,-88.00,-144.00,-172.00,60.00,-16.00,184.00,3020.00,5852.00,-3732.00,900.00,8.00,380.00,28368.00,1860.00,-6144.00,8004.00,-3348.00,1052.00,9680.00,14472.00,-5216.00,1360.00,8508.00,6892.00,1616.00,36005.00
1982:Q4,509.00,945.00,2736.00,-8.00,464.00,7652.00,3312.00,-480.00,3836.00,-32.00,0.00,-12.00,-4372.00,-6480.00,1636.00,472.00,16.00,-4328.00,-10472.00,-7480.00,-576.00,-6904.00,1656.00,1232.00,12220.00,-10204.00,1868.00,1496.00,-11260.00,-9048.00,-2212.00,-13644.00
1983:Q1,498.00,861.00,11648.00,0.00,656.00,5324.00,1080.00,-2488.00,3552.00,-136.00,0.00,152.00,6212.00,5768.00,320.00,124.00,36.00,-1660.00,-31580.00,12708.00,6300.00,6408.00,-1896.00,-3760.00,-37332.00,1200.00,532.00,888.00,-3920.00,-3176.00,-744.00,-43591.00
1983:Q2,514.00,878.00,-5928.00,4.00,-2344.00,-1264.00,4520.00,1796.00,3116.00,-128.00,-460.00,196.00,-4788.00,-4412.00,-172.00,-204.00,4.00,-2060.00,9432.00,-9932.00,1892.00,-11824.00,3300.00,1408.00,13964.00,1084.00,-1708.00,268.00,1048.00,2372.00,-1324.00,14996.00
1983:Q3,530.00,918.00,5156.00,-4.00,-1212.00,-7040.00,-524.00,-348.00,-1560.00,376.00,400.00,608.00,11216.00,7380.00,4400.00,-564.00,-12.00,2732.00,11924.00,3984.00,-2504.00,6488.00,-2080.00,8.00,-632.00,3016.00,6012.00,1684.00,-68.00,-1028.00,960.00,6380.00
1983:Q4,548.00,983.00,11812.00,12.00,236.00,11308.00,1424.00,-424.00,1424.00,124.00,-328.00,628.00,-2248.00,-8072.00,4396.00,1428.00,-24.00,1104.00,-8076.00,344.00,1544.00,-1200.00,2004.00,-1068.00,-10968.00,-14096.00,4112.00,588.00,11008.00,10592.00,416.00,-20323.00
1984:Q1,516.00,941.00,7572.00,-8.00,-388.00,-4088.00,-4500.00,-3796.00,-828.00,-180.00,-48.00,352.00,15624.00,12628.00,6068.00,-3072.00,8.00,924.00,3312.00,-16664.00,-4264.00,-12400.00,-372.00,-948.00,-7508.00,19580.00,7688.00,792.00,744.00,-360.00,1104.00,-4685.00
1984:Q2,534.00,989.00,7048.00,0.00,400.00,-4248.00,2104.00,240.00,-460.00,-16.00,-200.00,2540.00,7248.00,2668.00,5212.00,-632.00,0.00,1544.00,152.00,4676.00,8428.00,-3752.00,760.00,1628.00,11188.00,-7488.00,5412.00,1400.00,-17424.00,-17524.00,100.00,-7351.00
1984:Q3,552.00,1021.00,28044.00,16.00,400.00,8484.00,3348.00,-236.00,-288.00,628.00,260.00,2984.00,11184.00,-256.00,10868.00,572.00,-16.00,4628.00,20840.00,-25088.00,-5796.00,-19292.00,-3036.00,-736.00,-5432.00,13876.00,12920.00,2996.00,25340.00,21020.00,4320.00,-7673.00
1984:Q4,572.00,1047.00,15172.00,24.00,800.00,-2140.00,-336.00,228.00,-736.00,-636.00,-376.00,1184.00,20240.00,11124.00,4280.00,4836.00,-284.00,-3132.00,5436.00,-7996.00,-2964.00,-5032.00,-1488.00,2016.00,17252.00,-6300.00,3056.00,1424.00,-2528.00,-1796.00,-732.00,-10211.00
1985:Q1,560.00,1123.00,6136.00,-40.00,600.00,-3052.00,3304.00,140.00,-20.00,-64.00,-8.00,3256.00,2820.00,1620.00,1852.00,-652.00,260.00,2244.00,22232.00,-8252.00,-2484.00,-5768.00,1104.00,808.00,4364.00,8976.00,3668.00,916.00,10648.00,7080.00,3568.00,15533.00
1985:Q2,580.00,1141.00,9184.00,0.00,600.00,2256.00,552.00,1108.00,-3260.00,36.00,48.00,2620.00,9988.00,12072.00,-1792.00,-292.00,20.00,-4232.00,-3668.00,-8768.00,-8640.00,-128.00,1012.00,-1028.00,-11164.00,23412.00,-2184.00,620.00,-5568.00,-1348.00,-4220.00,-13413.00
1985:Q3,600.00,1128.00,48252.00,36.00,400.00,7988.00,7432.00,420.00,1728.00,472.00,-64.00,4876.00,27104.00,24040.00,2700.00,364.00,44.00,5248.00,40076.00,13200.00,7636.00,5564.00,4612.00,1692.00,16120.00,-1692.00,1272.00,3156.00,1716.00,-2356.00,4072.00,-8704.00
1985:Q4,621.00,1153.00,8588.00,-136.00,1256.00,-6336.00,5556.00,-364.00,1396.00,1484.00,-284.00,3324.00,21496.00,16720.00,3688.00,1088.00,20.00,-13268.00,15360.00,9652.00,16132.00,-6480.00,1716.00,3096.00,-10240.00,10880.00,3224.00,1012.00,-3980.00,5448.00,-9428.00,6240.00
1986:Q1,611.00,1177.00,14072.00,0.00,-648.00,-844.00,-1096.00,-1432.00,-2500.00,2016.00,0.00,820.00,8148.00,-72.00,6496.00,1724.00,36.00,8476.00,18572.00,7340.00,18956.00,-11616.00,-2036.00,-4608.00,-5712.00,-112.00,6268.00,1284.00,16148.00,11652.00,4496.00,3934.00
1986:Q2,633.00,1164.00,33596.00,0.00,2856.00,11256.00,13728.00,836.00,5396.00,1980.00,0.00,5516.00,8524.00,12524.00,-5652.00,1652.00,-76.00,-2692.00,-15604.00,-9800.00,876.00,-10676.00,4900.00,1812.00,2692.00,17220.00,-3060.00,1076.00,-30444.00,-26924.00,-3520.00,-49731.00
1986:Q3,654.00,1159.00,70436.00,0.00,-2404.00,1060.00,13440.00,264.00,3204.00,1200.00,0.00,8772.00,48332.00,36164.00,10544.00,1624.00,20.00,9988.00,118972.00,16352.00,4484.00,11868.00,-1540.00,-384.00,48956.00,9844.00,12904.00,2808.00,30032.00,22464.00,7568.00,48031.00
1986:Q4,676.00,1175.00,85640.00,0.00,2564.00,9376.00,7808.00,-276.00,2312.00,844.00,0.00,4928.00,68136.00,66068.00,-4660.00,6728.00,48.00,-2292.00,82432.00,16812.00,-1700.00,18512.00,2372.00,12092.00,56456.00,-8240.00,-4816.00,1096.00,6660.00,9492.00,-2832.00,-3707.00
1987:Q1,670.00,1165.00,68232.00,0.00,-1488.00,3992.00,14736.00,2688.00,5272.00,-20.00,0.00,6796.00,45768.00,31492.00,15532.00,-1256.00,32.00,5192.00,31996.00,9676.00,2328.00,7348.00,-3116.00,7720.00,-15816.00,13036.00,9812.00,1596.00,9088.00,2080.00,7008.00,-36731.00
1987:Q2,693.00,1191.00,15844.00,0.00,2248.00,-18856.00,2544.00,-1940.00,-4100.00,1332.00,0.00,7252.00,32024.00,12572.00,13788.00,5664.00,20.00,-2136.00,49296.00,-29520.00,-42328.00,12808.00,376.00,-9716.00,57612.00,5388.00,15548.00,-2264.00,11872.00,14236.00,-2364.00,32954.00
1987:Q3,716.00,1224.00,41944.00,0.00,-380.00,7944.00,1684.00,524.00,1304.00,2492.00,0.00,-2636.00,21816.00,11812.00,4172.00,5832.00,-36.00,10916.00,90644.00,41540.00,43652.00,-2112.00,1472.00,-336.00,42268.00,-14648.00,500.00,3724.00,16124.00,7704.00,8420.00,48192.00
1987:Q4,742.00,1226.00,39660.00,0.00,-2044.00,10808.00,2388.00,3488.00,-4008.00,1168.00,0.00,1740.00,30412.00,27272.00,-7604.00,10744.00,-376.00,-1528.00,24560.00,4308.00,8056.00,-3748.00,-1156.00,4848.00,24660.00,-16980.00,500.00,3580.00,4800.00,4872.00,-72.00,-15584.00
1988:Q1,802.00,1436.00,31296.00,0.00,-240.00,-10392.00,3236.00,-2400.00,4036.00,604.00,0.00,996.00,24964.00,7800.00,9012.00,8152.00,-4.00,13732.00,41624.00,-18932.00,-15480.00,-3452.00,2112.00,-1260.00,-38620.00,58340.00,5084.00,4672.00,30228.00,18592.00,11636.00,9694.00
1988:Q2,830.00,1477.00,36236.00,0.00,-3360.00,8408.00,464.00,-508.00,-448.00,1192.00,0.00,228.00,32356.00,26368.00,-1628.00,7616.00,32.00,-1664.00,60284.00,12476.00,12796.00,-320.00,3216.00,680.00,9208.00,20224.00,-2404.00,1048.00,15836.00,16900.00,-1064.00,23401.00
1988:Q3,856.00,1492.00,-26256.00,0.00,284.00,-6560.00,-1656.00,-192.00,-248.00,1272.00,0.00,-2488.00,-22384.00,-26440.00,-4312.00,8368.00,0.00,4060.00,-1232.00,-26432.00,-38516.00,12084.00,-1056.00,2388.00,28796.00,-17900.00,-3204.00,-396.00,16572.00,10628.00,5944.00,24388.00
1988:Q4,883.00,1524.00,74940.00,0.00,-1148.00,20576.00,-1916.00,1232.00,-2872.00,1292.00,0.00,-1568.00,54780.00,46464.00,-116.00,8432.00,-32.00,2680.00,106392.00,52676.00,56048.00,-3372.00,-212.00,312.00,64344.00,-25412.00,2644.00,5624.00,6416.00,5072.00,1344.00,30811.00
1989:Q1,940.00,1598.00,7163.00,0.00,-216.00,-24912.00,-3548.00,252.00,-1656.00,2700.00,0.00,-4844.00,24359.00,20523.00,-2364.00,6200.00,4.00,11476.00,20300.00,-40336.00,-35616.00,-4720.00,-872.00,3272.00,32780.00,5050.00,-8006.00,3980.00,24432.00,15548.00,8884.00,12479.00
1989:Q2,969.00,1628.00,-21075.00,0.00,1452.00,-3696.00,908.00,808.00,-1624.00,1524.00,0.00,200.00,-17695.00,-29031.00,3573.00,7764.00,4.00,-2048.00,-35397.00,-48084.00,-48832.00,748.00,348.00,-1664.00,-13932.00,26375.00,5651.00,300.00,-4392.00,-5600.00,1208.00,-14982.00
1989:Q3,996.00,1679.00,59991.00,0.00,-1864.00,21952.00,3288.00,1300.00,104.00,-3172.00,0.00,5056.00,21631.00,5152.00,7027.00,9452.00,0.00,14984.00,17901.00,7452.00,1576.00,5876.00,2876.00,2140.00,2260.00,-11126.00,5443.00,2272.00,6584.00,-8824.00,15408.00,-42773.00
1989:Q4,1024.00,1658.00,19333.00,0.00,472.00,-948.00,5508.00,-912.00,2464.00,148.00,0.00,3808.00,22345.00,9269.00,3988.00,9088.00,0.00,-8044.00,49076.00,-10292.00,-21240.00,10948.00,-3444.00,11044.00,53908.00,-8255.00,1015.00,2768.00,2332.00,9320.00,-6988.00,29109.00
1990:Q1,763.00,1158.00,-199.00,0.00,1344.00,-8364.00,18404.00,188.00,10004.00,2720.00,0.00,5492.00,-13635.00,-25602.00,-10321.00,22288.00,0.00,2052.00,-21692.00,-3148.00,4208.00,-7356.00,2416.00,-10420.00,-56712.00,59758.00,-5058.00,2696.00,-11224.00,-11328.00,104.00,-21888.00
1990:Q2,782.00,1139.00,18929.00,0.00,-1352.00,7632.00,5504.00,4084.00,1228.00,1168.00,0.00,-976.00,11449.00,7613.00,-7300.00,11136.00,4.00,-4308.00,14715.00,-40880.00,-65232.00,24352.00,-1592.00,1584.00,-9052.00,73320.00,-2813.00,3236.00,-9088.00,-9600.00,512.00,-4571.00
1990:Q3,801.00,1155.00,35325.00,0.00,1140.00,6388.00,7640.00,-536.00,4912.00,1388.00,0.00,1876.00,6033.00,3332.00,-8423.00,11124.00,-4.00,14128.00,41468.00,30504.00,87992.00,-57488.00,2468.00,-3084.00,1764.00,-26626.00,-1338.00,628.00,37152.00,23332.00,13820.00,5789.00
1990:Q4,820.00,1144.00,42997.00,0.00,-432.00,-8256.00,16272.00,4352.00,3824.00,2448.00,0.00,5648.00,36669.00,16757.00,3080.00,16832.00,0.00,-1256.00,8014.00,-12920.00,-40328.00,27408.00,-1872.00,8044.00,72932.00,-48291.00,5669.00,-2856.00,-12692.00,-9772.00,-2920.00,-35307.00
1991:Q1,901.00,1136.00,40746.00,0.00,-2740.00,-9988.00,12804.00,-3264.00,13384.00,3156.00,0.00,-472.00,21202.00,22731.00,-15909.00,14380.00,-16.00,19484.00,-518.00,-63556.00,-16216.00,-47340.00,-1836.00,5744.00,43328.00,25020.00,-22986.00,1792.00,11976.00,-3944.00,15920.00,-41499.00
