1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q3,200.00,0.00,0.00,0.00,0.00,1740.00,479.00,655.00,606.00,-1540.00,200.00,0.00,84.00,0.00,84.00,63.00,63.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,240.00,0.00,0.00,0.00,0.00,2156.00,593.00,812.00,751.00,-1916.00,240.00,0.00,126.00,0.00,126.00,72.00,72.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,284.00,0.00,0.00,0.00,0.00,2387.00,656.00,900.00,831.00,-2103.00,284.00,0.00,150.00,0.00,150.00,90.00,90.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,331.00,0.00,0.00,0.00,0.00,2749.00,757.00,1036.00,956.00,-2418.00,331.00,0.00,206.00,0.00,206.00,99.00,99.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,380.00,0.00,0.00,0.00,0.00,3000.00,728.00,1199.00,1073.00,-2620.00,380.00,0.00,500.00,312.00,188.00,113.00,113.00,0.00,-233.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,452.00,0.00,0.00,0.00,0.00,3362.00,769.00,1394.00,1199.00,-2910.00,452.00,0.00,993.00,780.00,213.00,114.00,114.00,0.00,-655.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,590.00,0.00,0.00,0.00,0.00,3934.00,868.00,1788.00,1278.00,-3344.00,590.00,0.00,1564.00,1322.00,242.00,147.00,147.00,0.00,-1121.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,722.00,0.00,0.00,0.00,0.00,4583.00,1092.00,2043.00,1448.00,-3861.00,722.00,0.00,2206.00,1937.00,269.00,155.00,155.00,0.00,-1639.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,817.00,0.00,0.00,0.00,0.00,4920.00,1060.00,2273.00,1587.00,-4103.00,817.00,0.00,2879.00,2600.00,279.00,151.00,151.00,0.00,-2213.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,997.00,0.00,0.00,0.00,0.00,5724.00,1186.00,2700.00,1838.00,-4727.00,997.00,0.00,3532.00,3240.00,292.00,208.00,208.00,0.00,-2743.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,1130.00,0.00,0.00,0.00,0.00,6183.00,1280.00,2883.00,2020.00,-5053.00,1130.00,0.00,3423.00,3100.00,323.00,281.00,281.00,0.00,-2574.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,1275.00,0.00,0.00,0.00,0.00,7072.00,1286.00,3503.00,2283.00,-5797.00,1275.00,0.00,3482.00,3121.00,361.00,350.00,350.00,0.00,-2557.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,1421.00,0.00,0.00,0.00,0.00,8183.00,1626.00,3923.00,2634.00,-6762.00,1421.00,0.00,4292.00,3920.00,372.00,382.00,382.00,0.00,-3253.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,1553.00,0.00,0.00,0.00,0.00,8832.00,1842.00,4224.00,2766.00,-7279.00,1553.00,0.00,4382.00,3975.00,407.00,443.00,443.00,0.00,-3272.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,1650.00,0.00,0.00,0.00,0.00,9289.00,1982.00,4447.00,2860.00,-7639.00,1650.00,0.00,3815.00,3380.00,435.00,519.00,519.00,0.00,-2684.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,1737.00,0.00,0.00,0.00,0.00,9255.00,1973.00,4433.00,2849.00,-7518.00,1737.00,0.00,2000.00,1564.00,436.00,603.00,603.00,0.00,-866.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,1742.00,0.00,0.00,0.00,0.00,8932.00,1722.00,4299.00,2911.00,-7190.00,1742.00,0.00,1324.00,895.00,429.00,658.00,658.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,1740.00,0.00,0.00,0.00,0.00,8843.00,1674.00,4330.00,2839.00,-7103.00,1740.00,0.00,1151.00,710.00,441.00,671.00,671.00,0.00,-82.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,1676.00,0.00,0.00,0.00,0.00,7553.00,1433.00,3603.00,2517.00,-5877.00,1676.00,0.00,1132.00,743.00,389.00,635.00,635.00,0.00,-91.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,1436.00,0.00,0.00,0.00,0.00,6282.00,1195.00,2916.00,2171.00,-4846.00,1436.00,0.00,1176.00,840.00,336.00,533.00,533.00,0.00,-273.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,1139.00,0.00,0.00,0.00,0.00,4819.00,919.00,2174.00,1726.00,-3680.00,1139.00,0.00,1068.00,784.00,284.00,436.00,436.00,0.00,-365.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,974.00,0.00,0.00,0.00,0.00,3793.00,725.00,1661.00,1407.00,-2819.00,974.00,0.00,1060.00,829.00,231.00,371.00,371.00,0.00,-457.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,925.00,0.00,0.00,0.00,0.00,3460.00,687.00,1478.00,1295.00,-2535.00,925.00,0.00,851.00,646.00,205.00,334.00,334.00,0.00,-260.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,866.00,0.00,0.00,0.00,0.00,3125.00,643.00,1301.00,1181.00,-2259.00,866.00,0.00,817.00,607.00,210.00,301.00,301.00,0.00,-252.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,820.00,0.00,0.00,0.00,0.00,2791.00,595.00,1132.00,1064.00,-1971.00,820.00,0.00,867.00,663.00,204.00,279.00,279.00,0.00,-326.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,777.00,0.00,0.00,0.00,0.00,2456.00,542.00,970.00,944.00,-1679.00,777.00,0.00,751.00,559.00,192.00,238.00,238.00,0.00,-212.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,727.00,0.00,0.00,0.00,0.00,2294.00,514.00,900.00,880.00,-1567.00,727.00,0.00,700.00,514.00,186.00,201.00,201.00,0.00,-174.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,630.00,0.00,0.00,0.00,0.00,2132.00,484.00,831.00,817.00,-1502.00,630.00,0.00,763.00,585.00,178.00,160.00,160.00,0.00,-293.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,579.00,0.00,0.00,0.00,0.00,1971.00,454.00,764.00,753.00,-1392.00,579.00,0.00,703.00,523.00,180.00,140.00,140.00,0.00,-264.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,560.00,0.00,0.00,0.00,0.00,1807.00,422.00,696.00,689.00,-1247.00,560.00,0.00,692.00,518.00,174.00,131.00,131.00,0.00,-263.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,540.00,0.00,0.00,0.00,0.00,1758.00,410.00,671.00,677.00,-1218.00,540.00,0.00,693.00,541.00,152.00,120.00,120.00,0.00,-273.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,532.00,0.00,0.00,0.00,0.00,1710.00,398.00,647.00,665.00,-1178.00,532.00,0.00,797.00,650.00,147.00,95.00,95.00,0.00,-360.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,509.00,0.00,0.00,0.00,0.00,1644.00,381.00,616.00,647.00,-1135.00,509.00,0.00,815.00,666.00,149.00,86.00,86.00,0.00,-392.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,514.00,0.00,0.00,0.00,0.00,1613.00,373.00,599.00,641.00,-1099.00,514.00,0.00,759.00,626.00,133.00,81.00,81.00,0.00,-326.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,509.00,0.00,0.00,0.00,0.00,1590.00,356.00,598.00,636.00,-1081.00,509.00,0.00,786.00,658.00,128.00,77.00,77.00,0.00,-354.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,502.00,0.00,0.00,0.00,0.00,1567.00,338.00,598.00,631.00,-1065.00,502.00,0.00,882.00,749.00,133.00,71.00,71.00,0.00,-451.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,495.00,0.00,0.00,0.00,0.00,1544.00,321.00,597.00,626.00,-1049.00,495.00,0.00,767.00,658.00,109.00,65.00,65.00,0.00,-337.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,485.00,0.00,0.00,0.00,0.00,1521.00,304.00,596.00,621.00,-1036.00,485.00,0.00,887.00,761.00,126.00,58.00,58.00,0.00,-460.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,476.00,0.00,0.00,0.00,0.00,1495.00,300.00,583.00,612.00,-1019.00,476.00,0.00,777.00,648.00,129.00,56.00,56.00,0.00,-357.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,467.00,0.00,0.00,0.00,0.00,1468.00,295.00,570.00,603.00,-1001.00,467.00,0.00,717.00,572.00,145.00,53.00,53.00,0.00,-303.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,458.00,0.00,0.00,0.00,0.00,1440.00,290.00,556.00,594.00,-982.00,458.00,0.00,646.00,516.00,130.00,50.00,50.00,0.00,-238.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,449.00,0.00,0.00,0.00,0.00,1413.00,285.00,543.00,585.00,-964.00,449.00,0.00,666.00,533.00,133.00,48.00,48.00,0.00,-265.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,447.00,0.00,0.00,0.00,0.00,1403.00,286.00,535.00,582.00,-956.00,447.00,0.00,693.00,548.00,145.00,46.00,46.00,0.00,-292.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,446.00,0.00,0.00,0.00,0.00,1392.00,286.00,527.00,579.00,-946.00,446.00,0.00,685.00,548.00,137.00,43.00,43.00,0.00,-282.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,442.00,0.00,0.00,0.00,0.00,1381.00,287.00,518.00,576.00,-939.00,442.00,0.00,697.00,550.00,147.00,41.00,41.00,0.00,-296.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,438.00,0.00,0.00,0.00,0.00,1371.00,287.00,510.00,574.00,-933.00,438.00,0.00,697.00,553.00,144.00,39.00,39.00,0.00,-298.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,444.00,0.00,0.00,0.00,0.00,1391.00,284.00,528.00,579.00,-947.00,444.00,0.00,665.00,522.00,143.00,37.00,37.00,0.00,-258.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,442.00,0.00,0.00,0.00,0.00,1412.00,281.00,546.00,585.00,-970.00,442.00,0.00,633.00,491.00,142.00,39.00,39.00,0.00,-230.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,446.00,0.00,0.00,0.00,0.00,1432.00,278.00,564.00,590.00,-986.00,446.00,0.00,601.00,460.00,141.00,40.00,40.00,0.00,-195.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,444.00,0.00,0.00,0.00,0.00,1452.00,274.00,582.00,596.00,-1008.00,444.00,0.00,569.00,429.00,140.00,40.00,40.00,0.00,-165.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,442.00,0.00,0.00,0.00,0.00,1437.00,262.00,589.00,586.00,-995.00,442.00,0.00,552.00,412.00,140.00,40.00,40.00,0.00,-150.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,436.00,0.00,0.00,0.00,0.00,1420.00,249.00,595.00,576.00,-984.00,436.00,0.00,536.00,395.00,141.00,34.00,34.00,0.00,-134.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,420.00,0.00,0.00,0.00,0.00,1404.00,236.00,602.00,566.00,-984.00,420.00,0.00,520.00,378.00,142.00,29.00,29.00,0.00,-129.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,416.00,0.00,0.00,0.00,0.00,1386.00,223.00,607.00,556.00,-970.00,416.00,0.00,503.00,361.00,142.00,25.00,25.00,0.00,-112.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,492.00,0.00,690.00,690.00,0.00,1501.00,229.00,675.00,597.00,-1699.00,492.00,0.00,667.00,416.00,251.00,25.00,25.00,0.00,-200.00,500.00,500.00,0.00,0.00,0.00
1984:Q2,578.00,0.00,1379.00,1379.00,0.00,1614.00,235.00,739.00,640.00,-2415.00,578.00,0.00,833.00,472.00,361.00,27.00,27.00,0.00,-282.00,1000.00,1000.00,0.00,0.00,0.00
1984:Q3,666.00,0.00,2066.00,2066.00,0.00,1727.00,240.00,806.00,681.00,-3127.00,666.00,0.00,1001.00,529.00,472.00,28.00,28.00,0.00,-363.00,1500.00,1500.00,0.00,0.00,0.00
1984:Q4,749.00,0.00,2572.00,2572.00,0.00,1811.00,241.00,860.00,710.00,-3634.00,749.00,0.00,1181.00,588.00,593.00,28.00,28.00,0.00,-460.00,2056.00,2056.00,0.00,0.00,0.00
1985:Q1,769.00,0.00,2580.00,2580.00,0.00,1861.00,247.00,884.00,730.00,-3672.00,769.00,0.00,1263.00,623.00,640.00,29.00,29.00,0.00,-523.00,2080.00,2080.00,0.00,0.00,0.00
1985:Q2,784.00,0.00,2591.00,2591.00,0.00,1936.00,258.00,919.00,759.00,-3743.00,784.00,0.00,1345.00,657.00,688.00,33.00,33.00,0.00,-594.00,2110.00,2110.00,0.00,0.00,0.00
1985:Q3,804.00,0.00,2603.00,2603.00,0.00,2014.00,268.00,956.00,790.00,-3813.00,804.00,0.00,1428.00,690.00,738.00,40.00,40.00,0.00,-664.00,2150.00,2150.00,0.00,0.00,0.00
1985:Q4,912.00,0.00,2763.00,2763.00,0.00,2865.00,316.00,1126.00,1423.00,-4716.00,912.00,0.00,1500.00,723.00,777.00,48.00,48.00,0.00,-636.00,2182.00,2182.00,0.00,0.00,0.00
1986:Q1,1014.00,0.00,4005.00,4005.00,0.00,2977.00,328.00,1170.00,1479.00,-5968.00,1014.00,0.00,1617.00,814.00,803.00,54.00,54.00,0.00,-657.00,2285.00,2285.00,0.00,0.00,0.00
1986:Q2,1197.00,0.00,5247.00,5247.00,0.00,3123.00,340.00,1229.00,1554.00,-7173.00,1197.00,0.00,1689.00,773.00,916.00,60.00,60.00,0.00,-552.00,2744.00,2744.00,0.00,0.00,0.00
1986:Q3,1380.00,0.00,6489.00,6489.00,0.00,3173.00,345.00,1249.00,1579.00,-8282.00,1380.00,0.00,1970.00,925.00,1045.00,67.00,67.00,0.00,-657.00,3375.00,3375.00,0.00,0.00,0.00
1986:Q4,1551.00,0.00,7731.00,7731.00,0.00,2864.00,312.00,1127.00,1425.00,-9044.00,1551.00,0.00,2829.00,1051.00,1778.00,71.00,71.00,0.00,-1349.00,6677.00,6677.00,0.00,0.00,0.00
1987:Q1,1687.00,0.00,9346.00,9346.00,0.00,2979.00,324.00,1173.00,1482.00,-10638.00,1687.00,0.00,3119.00,1265.00,1854.00,80.00,80.00,0.00,-1512.00,7087.00,7087.00,0.00,0.00,0.00
1987:Q2,1936.00,0.00,10961.00,10961.00,0.00,2969.00,325.00,1168.00,1476.00,-11994.00,1936.00,0.00,3601.00,1242.00,2359.00,89.00,89.00,0.00,-1754.00,9419.00,9419.00,0.00,0.00,0.00
1987:Q3,2214.00,0.00,12576.00,12576.00,0.00,3121.00,319.00,1244.00,1558.00,-13483.00,2214.00,0.00,4053.00,1249.00,2804.00,98.00,98.00,0.00,-1937.00,11289.00,11289.00,0.00,0.00,0.00
1987:Q4,2475.00,0.00,14191.00,14191.00,0.00,3356.00,342.00,1338.00,1676.00,-15072.00,2475.00,0.00,4614.00,1406.00,3208.00,106.00,106.00,0.00,-2245.00,13002.00,13002.00,0.00,0.00,0.00
1988:Q1,2639.00,0.00,14824.00,14824.00,0.00,3502.00,357.00,1396.00,1749.00,-15687.00,2639.00,0.00,4741.00,1431.00,3310.00,120.00,120.00,0.00,-2222.00,13345.00,13345.00,0.00,0.00,0.00
1988:Q2,2727.00,0.00,15457.00,15457.00,0.00,3521.00,359.00,1404.00,1758.00,-16251.00,2727.00,0.00,4846.00,1423.00,3423.00,141.00,141.00,0.00,-2260.00,13760.00,13760.00,0.00,0.00,0.00
1988:Q3,2844.00,0.00,16090.00,16090.00,0.00,3781.00,385.00,1508.00,1888.00,-17027.00,2844.00,0.00,4830.00,1397.00,3433.00,147.00,147.00,0.00,-2133.00,13738.00,13738.00,0.00,0.00,0.00
1988:Q4,3120.00,0.00,16723.00,16723.00,0.00,4182.00,425.00,1668.00,2089.00,-17785.00,3120.00,0.00,4874.00,1290.00,3584.00,217.00,217.00,0.00,-1971.00,14576.00,14576.00,0.00,0.00,0.00
1989:Q1,3065.00,0.00,16941.00,16941.00,0.00,4055.00,413.00,1617.00,2025.00,-17931.00,3065.00,0.00,5021.00,1283.00,3738.00,269.00,269.00,0.00,-2225.00,15315.00,15315.00,0.00,0.00,0.00
1989:Q2,3135.00,0.00,17158.00,17158.00,0.00,4022.00,409.00,1604.00,2009.00,-18045.00,3135.00,0.00,4967.00,1174.00,3793.00,277.00,277.00,0.00,-2109.00,15397.00,15397.00,0.00,0.00,0.00
1989:Q3,3149.00,0.00,17376.00,17376.00,0.00,3948.00,402.00,1574.00,1972.00,-18175.00,3149.00,0.00,4974.00,1138.00,3836.00,281.00,281.00,0.00,-2106.00,15570.00,15570.00,0.00,0.00,0.00
1989:Q4,3200.00,0.00,17593.00,17593.00,0.00,4028.00,410.00,1606.00,2012.00,-18421.00,3200.00,0.00,4906.00,1122.00,3784.00,286.00,286.00,0.00,-1992.00,15300.00,15300.00,0.00,0.00,0.00
1990:Q1,3181.00,0.00,17318.00,17318.00,0.00,3992.00,406.00,1592.00,1994.00,-18129.00,3181.00,0.00,4562.00,830.00,3732.00,291.00,291.00,0.00,-1672.00,15027.00,15027.00,0.00,0.00,0.00
1990:Q2,3169.00,0.00,17043.00,17043.00,0.00,3977.00,404.00,1586.00,1987.00,-17851.00,3169.00,0.00,4610.00,779.00,3831.00,296.00,296.00,0.00,-1737.00,15473.00,15473.00,0.00,0.00,0.00
1990:Q3,3188.00,0.00,16768.00,16768.00,0.00,3965.00,403.00,1581.00,1981.00,-17545.00,3188.00,0.00,4456.00,804.00,3652.00,301.00,301.00,0.00,-1569.00,14594.00,14594.00,0.00,0.00,0.00
1990:Q4,3179.00,0.00,16493.00,16493.00,0.00,3727.00,407.00,1474.00,1846.00,-17041.00,3179.00,0.00,4716.00,920.00,3796.00,306.00,306.00,0.00,-1843.00,15258.00,15258.00,0.00,0.00,0.00
1991:Q1,3239.00,0.00,16517.00,16517.00,0.00,3543.00,352.00,1384.00,1807.00,-16821.00,3239.00,0.00,4776.00,880.00,3896.00,311.00,311.00,0.00,-1848.00,15709.00,15709.00,0.00,0.00,0.00
1991:Q2,3293.00,0.00,16541.00,16541.00,0.00,3546.00,375.00,1384.00,1787.00,-16794.00,3293.00,0.00,4748.00,916.00,3832.00,316.00,316.00,0.00,-1771.00,15378.00,15378.00,0.00,0.00,0.00
1991:Q3,3262.00,0.00,16565.00,16565.00,0.00,3480.00,357.00,1384.00,1739.00,-16783.00,3262.00,0.00,4654.00,920.00,3734.00,324.00,324.00,0.00,-1716.00,14992.00,14992.00,0.00,0.00,0.00
1991:Q4,3464.00,0.00,16589.00,16589.00,0.00,3391.00,355.00,1384.00,1652.00,-16516.00,3464.00,0.00,4669.00,900.00,3769.00,350.00,350.00,0.00,-1555.00,14992.00,14992.00,0.00,0.00,0.00
1992:Q1,3525.00,0.00,16650.00,16520.00,130.00,3304.00,334.00,1354.00,1616.00,-16429.00,3525.00,1398.00,4867.00,861.00,4006.00,382.00,382.00,0.00,-3122.00,15963.00,15792.00,171.00,0.00,0.00
1992:Q2,3568.00,0.00,16703.00,16400.00,303.00,3690.00,513.00,1435.00,1742.00,-16825.00,3568.00,1871.00,4628.00,865.00,3763.00,393.00,393.00,0.00,-3324.00,14655.00,14393.00,262.00,0.00,0.00
1992:Q3,3659.00,0.00,16712.00,16150.00,562.00,3791.00,797.00,1325.00,1669.00,-16844.00,3659.00,2379.00,4629.00,873.00,3756.00,416.00,416.00,0.00,-3765.00,14498.00,14091.00,407.00,0.00,0.00
1992:Q4,3687.00,0.00,16773.00,15900.00,873.00,4256.00,1105.00,1392.00,1759.00,-17342.00,3687.00,2883.00,4714.00,886.00,3828.00,262.00,262.00,0.00,-4172.00,14268.00,13704.00,564.00,0.00,0.00
1993:Q1,3561.00,0.00,16728.00,15800.00,928.00,4408.00,1350.00,1349.00,1709.00,-17575.00,3561.00,3415.00,4528.00,679.00,3849.00,252.00,252.00,0.00,-4634.00,14268.00,13579.00,689.00,0.00,0.00
1993:Q2,3612.00,0.00,16683.00,15700.00,983.00,4675.00,1709.00,1276.00,1690.00,-17746.00,3612.00,4007.00,4146.00,541.00,3605.00,251.00,251.00,0.00,-4792.00,12976.00,12104.00,872.00,0.00,0.00
1993:Q3,3801.00,0.00,15754.00,14800.00,954.00,4947.00,2011.00,1259.00,1677.00,-16900.00,3801.00,4571.00,4070.00,564.00,3506.00,247.00,247.00,0.00,-5087.00,12521.00,11495.00,1026.00,0.00,0.00
1993:Q4,4096.00,0.00,16606.00,15600.00,1006.00,5062.00,2194.00,1212.00,1656.00,-17572.00,4096.00,5019.00,4096.00,564.00,3532.00,249.00,249.00,0.00,-5268.00,12521.00,11402.00,1119.00,0.00,0.00
1994:Q1,4785.00,0.00,15211.00,14000.00,1211.00,6130.00,2815.00,1379.00,1936.00,-16556.00,4785.00,6600.00,3901.00,425.00,3476.00,294.00,294.00,0.00,-6010.00,11600.00,10164.00,1436.00,0.00,0.00
1994:Q2,5225.00,0.00,13815.00,12400.00,1415.00,7341.00,3734.00,1448.00,2159.00,-15931.00,5225.00,7900.00,3608.00,290.00,3318.00,343.00,343.00,0.00,-6626.00,10700.00,8795.00,1905.00,0.00,0.00
1994:Q3,5885.00,0.00,12419.00,10800.00,1619.00,8434.00,4682.00,1444.00,2308.00,-14968.00,5885.00,9400.00,3500.00,150.00,3350.00,399.00,399.00,0.00,-7414.00,9800.00,7411.00,2389.00,0.00,0.00
1994:Q4,6057.00,0.00,11023.00,9200.00,1823.00,8592.00,4961.00,1364.00,2267.00,-13558.00,6057.00,9747.00,3219.00,13.00,3206.00,422.00,422.00,0.00,-7331.00,8953.00,6422.00,2531.00,0.00,0.00
1995:Q1,6141.00,0.00,10751.00,8900.00,1851.00,9140.00,5666.00,1233.00,2241.00,-13750.00,6141.00,9940.00,3220.00,10.00,3210.00,399.00,399.00,0.00,-7418.00,8637.00,5746.00,2891.00,0.00,0.00
1995:Q2,6394.00,0.00,10478.00,8600.00,1878.00,9573.00,6129.00,1183.00,2261.00,-13657.00,6394.00,10391.00,3223.00,4.00,3219.00,345.00,345.00,0.00,-7565.00,7901.00,4774.00,3127.00,0.00,0.00
1995:Q3,6538.00,0.00,10205.00,8300.00,1905.00,10102.00,6752.00,1126.00,2224.00,-13769.00,6538.00,10648.00,3229.00,5.00,3224.00,314.00,314.00,0.00,-7653.00,7480.00,4035.00,3445.00,0.00,0.00
1995:Q4,6839.00,0.00,11483.00,9000.00,2483.00,9858.00,6777.00,993.00,2088.00,-14502.00,6839.00,10926.00,3259.00,6.00,3253.00,352.00,352.00,0.00,-7698.00,7621.00,4164.00,3457.00,0.00,0.00
1996:Q1,7141.00,0.00,12760.00,9700.00,3060.00,9732.00,7044.00,781.00,1907.00,-15351.00,7141.00,11205.00,3290.00,7.00,3283.00,390.00,390.00,0.00,-7744.00,7763.00,4169.00,3219.00,375.00,0.00
1996:Q2,7563.00,0.00,14038.00,10400.00,3638.00,9463.00,7015.00,666.00,1782.00,-15938.00,7563.00,11595.00,3332.00,8.00,3324.00,443.00,443.00,0.00,-7807.00,7961.00,4382.00,3229.00,350.00,0.00
1996:Q3,8066.00,240.00,15319.00,11128.00,4191.00,9313.00,7014.00,645.00,1654.00,-16806.00,8066.00,12060.00,3383.00,10.00,3373.00,507.00,507.00,0.00,-7884.00,8197.00,4696.00,3176.00,325.00,0.00
1996:Q4,8729.00,290.00,15918.00,12198.00,3720.00,10323.00,7844.00,760.00,1719.00,-17802.00,8729.00,13720.00,3535.00,9.00,3526.00,543.00,543.00,0.00,-9069.00,7350.00,4464.00,2628.00,258.00,0.00
1997:Q1,9724.00,384.00,16421.00,12210.00,4211.00,11208.00,8555.00,766.00,1887.00,-18289.00,9724.00,15075.00,3843.00,8.00,3835.00,590.00,590.00,0.00,-9784.00,6998.00,4350.00,2413.00,235.00,0.00
1997:Q2,11095.00,372.00,18587.00,13399.00,5188.00,13066.00,10021.00,957.00,2088.00,-20930.00,11095.00,17423.00,4248.00,5.00,4243.00,769.00,769.00,0.00,-11345.00,7755.00,4119.00,3316.00,320.00,0.00
1997:Q3,12549.00,497.00,20977.00,15810.00,5167.00,14406.00,11114.00,1071.00,2221.00,-23331.00,12549.00,20152.00,5518.00,29.00,5489.00,817.00,817.00,0.00,-13938.00,8068.00,4260.00,3516.00,292.00,0.00
1997:Q4,15294.00,428.00,26747.00,21187.00,5560.00,17560.00,13691.00,1334.00,2535.00,-29441.00,15294.00,24905.00,6677.00,33.00,6644.00,1233.00,1233.00,0.00,-17521.00,11060.00,4879.00,5741.00,437.00,3.00
1998:Q1,18085.00,594.00,30104.00,23183.00,6921.00,19623.00,15292.00,1382.00,2949.00,-32236.00,18085.00,29989.00,8428.00,70.00,8358.00,1605.00,1605.00,0.00,-21937.00,11266.00,5210.00,5434.00,465.00,157.00
1998:Q2,20063.00,629.00,28303.00,21062.00,7241.00,22485.00,17914.00,1425.00,3146.00,-31354.00,20063.00,28103.00,10038.00,29.00,10009.00,1837.00,1837.00,0.00,-19915.00,13678.00,4874.00,7599.00,736.00,469.00
1998:Q3,22215.00,501.00,24904.00,18301.00,6603.00,22614.00,17642.00,1528.00,3444.00,-25804.00,22215.00,24855.00,10737.00,206.00,10531.00,2344.00,2344.00,0.00,-15721.00,14232.00,5418.00,7080.00,866.00,868.00
1998:Q4,22612.00,529.00,18339.00,13119.00,5220.00,19310.00,14475.00,1368.00,3467.00,-15566.00,22612.00,15133.00,11416.00,207.00,11209.00,2353.00,2353.00,0.00,-6290.00,13929.00,4977.00,7547.00,791.00,614.00
1999:Q1,23625.00,488.00,19733.00,14915.00,4818.00,18052.00,13036.00,1299.00,3717.00,-14648.00,23625.00,16138.00,12736.00,212.00,12524.00,2011.00,2011.00,0.00,-7260.00,13466.00,4424.00,7399.00,906.00,737.00
1999:Q2,22958.00,480.00,19646.00,14875.00,4771.00,17660.00,12727.00,1236.00,3697.00,-14828.00,22958.00,16323.00,12409.00,210.00,12199.00,1988.00,1988.00,0.00,-7762.00,13009.00,4043.00,7381.00,863.00,722.00
1999:Q3,23468.00,566.00,19116.00,14608.00,4508.00,17666.00,12843.00,1172.00,3651.00,-13880.00,23468.00,15765.00,12551.00,186.00,12365.00,1909.00,1909.00,0.00,-6757.00,12790.00,3792.00,7503.00,801.00,694.00
1999:Q4,39169.00,655.00,19508.00,11366.00,8142.00,16181.00,11144.00,1568.00,3469.00,2825.00,32969.00,14875.00,14896.00,0.00,14896.00,2332.00,2332.00,0.00,866.00,11538.00,3670.00,5551.00,366.00,1951.00
2000:Q1,34532.00,541.00,19167.00,11259.00,7908.00,12370.00,7748.00,1370.00,3252.00,2454.00,29507.00,12573.00,14928.00,0.00,14928.00,1453.00,1453.00,0.00,553.00,11771.00,3806.00,5932.00,309.00,1724.00
2000:Q2,33494.00,440.00,18515.00,10376.00,8139.00,12167.00,7360.00,1322.00,3485.00,2372.00,28622.00,12261.00,15127.00,0.00,15127.00,645.00,645.00,0.00,589.00,11242.00,3691.00,5551.00,305.00,1695.00
2000:Q3,33722.00,520.00,18809.00,11607.00,7202.00,11945.00,7155.00,1251.00,3539.00,2448.00,28792.00,12828.00,14504.00,0.00,14504.00,734.00,734.00,0.00,726.00,10781.00,3574.00,5273.00,297.00,1637.00
