1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q1,9386635.00,3561983.00,5824652.00,1280615.00,363215.00,69082.00,768879.00,678821.00,90058.00,12197.00,48762.00,0.00,0.00,29099.00,3342861.00,1173597.00,8213038.00,8.19,13.20
1979:Q2,9705095.00,3717561.00,5987534.00,1310051.00,376234.00,74717.00,783358.00,692151.00,91207.00,12337.00,49791.00,0.00,0.00,29079.00,3443174.00,1220253.00,8484842.00,8.07,13.08
1979:Q3,10042167.00,3845333.00,6196834.00,1351660.00,386013.00,79654.00,833141.00,736043.00,97098.00,13174.00,53555.00,0.00,0.00,30369.00,3546366.00,1269760.00,8772407.00,8.30,13.44
1979:Q4,10362394.00,3962029.00,6400365.00,1375876.00,423281.00,86010.00,864934.00,767889.00,97045.00,12811.00,55139.00,0.00,2828.00,26267.00,3650265.00,1314583.00,9047811.00,8.35,13.51
1980:Q1,10581578.00,4113215.00,6468363.00,1405586.00,433539.00,89737.00,796561.00,705845.00,90716.00,11954.00,48189.00,0.00,2965.00,27608.00,3742940.00,1342943.00,9238635.00,7.53,12.31
1980:Q2,10945246.00,4223790.00,6721456.00,1444047.00,419987.00,95007.00,909566.00,807631.00,101935.00,13310.00,54914.00,0.00,3106.00,30605.00,3852850.00,1362789.00,9582457.00,8.31,13.53
1980:Q3,11383625.00,4369674.00,7013951.00,1493209.00,423530.00,102933.00,1023164.00,909904.00,113260.00,14419.00,60584.00,0.00,3470.00,34787.00,3971115.00,1398505.00,9985120.00,8.99,14.59
1980:Q4,11767114.00,4451151.00,7315963.00,1539778.00,442330.00,109476.00,1133976.00,1010470.00,123506.00,17582.00,64395.00,0.00,3789.00,37740.00,4090402.00,1440572.00,10326542.00,9.64,15.50
1981:Q1,11975028.00,4514660.00,7460368.00,1582576.00,443220.00,104005.00,1139839.00,1014946.00,124893.00,17894.00,65064.00,0.00,3980.00,37955.00,4190728.00,1452620.00,10522408.00,9.52,15.28
1981:Q2,12275643.00,4715711.00,7559932.00,1616936.00,438186.00,108699.00,1115984.00,992933.00,123051.00,17863.00,63568.00,0.00,4011.00,37609.00,4280127.00,1489394.00,10786249.00,9.09,14.76
1981:Q3,12382031.00,4841960.00,7540071.00,1677852.00,448580.00,111927.00,947864.00,836812.00,111052.00,16392.00,58169.00,0.00,3646.00,32845.00,4353849.00,1519857.00,10862174.00,7.66,12.57
1981:Q4,12703733.00,4916756.00,7786977.00,1744317.00,460750.00,119766.00,1024146.00,905145.00,119001.00,16759.00,62777.00,0.00,3968.00,35497.00,4437998.00,1550692.00,11153041.00,8.06,13.15
1982:Q1,12807229.00,5030334.00,7776895.00,1773262.00,480688.00,119980.00,891541.00,775113.00,116428.00,15505.00,64699.00,0.00,3754.00,32470.00,4511424.00,1554941.00,11252288.00,6.96,11.46
1982:Q2,12946962.00,5075104.00,7871858.00,1806790.00,502866.00,125915.00,862036.00,745219.00,116817.00,14966.00,66169.00,0.00,3776.00,31906.00,4574250.00,1579816.00,11367146.00,6.66,10.95
1982:Q3,13170184.00,5096936.00,8073248.00,1864782.00,526279.00,122082.00,930818.00,796027.00,134791.00,16739.00,77133.00,0.00,4237.00,36682.00,4629287.00,1589863.00,11580321.00,7.07,11.53
1982:Q4,13537636.00,5148110.00,8389526.00,1924243.00,517054.00,134201.00,1117889.00,966318.00,151571.00,20262.00,81341.00,0.00,5075.00,44893.00,4696139.00,1624369.00,11913267.00,8.26,13.32
1983:Q1,13870931.00,5214003.00,8656928.00,1978275.00,530485.00,127671.00,1230916.00,1058391.00,172525.00,21955.00,92031.00,0.00,5684.00,52855.00,4789581.00,1616648.00,12254283.00,8.87,14.22
1983:Q2,14209007.00,5274275.00,8934732.00,2005103.00,555205.00,130213.00,1379869.00,1179666.00,200203.00,24360.00,104200.00,0.00,6365.00,65278.00,4864343.00,1666798.00,12542209.00,9.71,15.44
1983:Q3,14404059.00,5340978.00,9063081.00,2055065.00,593514.00,130445.00,1346197.00,1146214.00,199983.00,24327.00,101865.00,0.00,6449.00,67342.00,4937860.00,1725156.00,12678903.00,9.35,14.85
1983:Q4,14562582.00,5410793.00,9151789.00,2104006.00,597186.00,133886.00,1289253.00,1088573.00,200680.00,24771.00,100688.00,0.00,6554.00,68667.00,5027458.00,1788160.00,12774422.00,8.85,14.09
1984:Q1,14819842.00,5608230.00,9211612.00,2160739.00,600191.00,129801.00,1226688.00,1023778.00,202910.00,23606.00,106341.00,0.00,6587.00,66376.00,5094193.00,1822137.00,12997705.00,8.28,13.32
1984:Q2,15094603.00,5771749.00,9322854.00,2232964.00,663004.00,131162.00,1153744.00,959429.00,194315.00,22673.00,101137.00,0.00,6344.00,64161.00,5141980.00,1887385.00,13207218.00,7.64,12.38
1984:Q3,15472093.00,5923376.00,9548717.00,2279069.00,699343.00,135305.00,1223918.00,1008919.00,214999.00,24466.00,111438.00,0.00,6945.00,72150.00,5211082.00,1941817.00,13530276.00,7.91,12.82
1984:Q4,15801832.00,6067104.00,9734728.00,2381442.00,699266.00,130906.00,1234437.00,1009964.00,224473.00,23848.00,118096.00,0.00,7153.00,75376.00,5288677.00,2007932.00,13793900.00,7.81,12.68
1985:Q1,16258855.00,6228769.00,10030086.00,2421688.00,761650.00,147256.00,1331366.00,1069654.00,261712.00,25860.00,145691.00,0.00,7786.00,82375.00,5368126.00,2082856.00,14175999.00,8.19,13.27
1985:Q2,16657056.00,6407436.00,10249620.00,2467775.00,777342.00,157818.00,1399970.00,1131477.00,268493.00,27184.00,137841.00,0.00,8281.00,95187.00,5446715.00,2159299.00,14497757.00,8.40,13.66
1985:Q3,16925331.00,6595961.00,10329370.00,2511241.00,810954.00,151605.00,1312939.00,1050818.00,262121.00,25449.00,131000.00,0.00,8076.00,97596.00,5542632.00,2250661.00,14674670.00,7.76,12.71
1985:Q4,17640456.00,6784057.00,10856399.00,2644945.00,834169.00,165942.00,1551584.00,1226872.00,324712.00,33327.00,171689.00,0.00,9434.00,110262.00,5659758.00,2362188.00,15278268.00,8.80,14.29
1986:Q1,18160913.00,6911020.00,11249893.00,2702893.00,818910.00,167507.00,1757718.00,1390552.00,367166.00,36439.00,184041.00,0.00,11348.00,135338.00,5802865.00,2386674.00,15774239.00,9.68,15.62
1986:Q2,18594020.00,7079921.00,11514099.00,2760642.00,834038.00,161641.00,1834500.00,1452430.00,382070.00,38532.00,185750.00,0.00,11879.00,145909.00,5923278.00,2454187.00,16139833.00,9.87,15.93
1986:Q3,18830984.00,7257945.00,11573039.00,2827155.00,848357.00,162446.00,1671687.00,1317074.00,354613.00,35222.00,165791.00,0.00,11343.00,142257.00,6063394.00,2538893.00,16292091.00,8.88,14.44
1986:Q4,19468328.00,7422354.00,12045974.00,2920511.00,877029.00,171599.00,1866642.00,1495169.00,371473.00,38285.00,167486.00,0.00,11848.00,153854.00,6210193.00,2627366.00,16840962.00,9.59,15.50
1987:Q1,20129766.00,7585712.00,12544054.00,2901806.00,895240.00,172468.00,2219283.00,1768928.00,450355.00,47209.00,197539.00,0.00,14596.00,191011.00,6355257.00,2634844.00,17494922.00,11.02,17.69
1987:Q2,20507909.00,7755347.00,12752562.00,2946155.00,961195.00,170858.00,2242416.00,1756493.00,485923.00,49449.00,218473.00,0.00,15184.00,202817.00,6431937.00,2725924.00,17781985.00,10.93,17.58
1987:Q3,20995128.00,7919103.00,13076025.00,2991263.00,1023133.00,171409.00,2357421.00,1837446.00,519974.00,53345.00,241144.00,0.00,15939.00,209546.00,6532800.00,2802776.00,18192352.00,11.23,18.03
1987:Q4,20854934.00,8040329.00,12814605.00,3081110.00,1056911.00,161333.00,1897044.00,1472855.00,424189.00,43188.00,206163.00,0.00,12527.00,162311.00,6618206.00,2835222.00,18019712.00,9.10,14.80
1988:Q1,21369209.00,8208224.00,13160985.00,3159647.00,1058464.00,163147.00,2024363.00,1573991.00,450372.00,45906.00,219749.00,0.00,13317.00,171400.00,6755363.00,2876635.00,18492574.00,9.47,15.38
1988:Q2,21865918.00,8425307.00,13440611.00,3178670.00,1107989.00,165879.00,2115366.00,1651625.00,463742.00,47150.00,225774.00,0.00,13801.00,177017.00,6872706.00,2963318.00,18902600.00,9.67,15.74
1988:Q3,22254698.00,8597054.00,13657644.00,3219050.00,1178670.00,166164.00,2106020.00,1664249.00,441771.00,45524.00,213536.00,5.00,13714.00,168992.00,6987740.00,3042154.00,19212544.00,9.46,15.42
1988:Q4,22826665.00,8763194.00,14063471.00,3285045.00,1298116.00,167573.00,2206840.00,1767619.00,439221.00,45487.00,212284.00,7.00,13978.00,167465.00,7105896.00,3136599.00,19690066.00,9.67,15.69
1989:Q1,23306084.00,8925262.00,14380822.00,3318095.00,1347930.00,169647.00,2312035.00,1844643.00,467392.00,48740.00,230730.00,18.00,14639.00,173265.00,7233115.00,3172865.00,20133219.00,9.92,16.08
1989:Q2,23789649.00,9092831.00,14696818.00,3334406.00,1344613.00,178077.00,2452867.00,1943489.00,509378.00,53541.00,247975.00,27.00,15530.00,192305.00,7386855.00,3258843.00,20530806.00,10.31,16.69
1989:Q3,24424625.00,9325903.00,15098722.00,3393472.00,1376340.00,172496.00,2651358.00,2098716.00,552642.00,59551.00,266760.00,42.00,16911.00,209378.00,7505056.00,3338799.00,21085826.00,10.86,17.56
1989:Q4,24869343.00,9464624.00,15404719.00,3447725.00,1385395.00,186631.00,2734872.00,2186242.00,548631.00,44462.00,277692.00,55.00,17105.00,209317.00,7650096.00,3421464.00,21447879.00,11.00,17.75
1990:Q1,25026639.00,9602389.00,15424250.00,3473837.00,1415462.00,185116.00,2582308.00,2062072.00,520236.00,42899.00,265048.00,89.00,16474.00,195726.00,7767527.00,3480469.00,21546170.00,10.32,16.74
1990:Q2,25330313.00,9664673.00,15665640.00,3460295.00,1456806.00,189122.00,2689768.00,2138795.00,550973.00,46002.00,273297.00,123.00,17416.00,214135.00,7869649.00,3554509.00,21775805.00,10.62,17.17
1990:Q3,25168409.00,9736900.00,15431509.00,3492292.00,1527451.00,194614.00,2246698.00,1770584.00,476115.00,39519.00,247424.00,142.00,14793.00,174237.00,7970454.00,3627231.00,21541178.00,8.93,14.56
1990:Q4,25699482.00,9747151.00,15952331.00,3526710.00,1629228.00,206263.00,2517623.00,1994466.00,523158.00,42957.00,273630.00,340.00,15975.00,190256.00,8072506.00,3689856.00,22009625.00,9.80,15.78
1991:Q1,26311103.00,9814858.00,16496245.00,3608001.00,1594716.00,205850.00,2907604.00,2319065.00,588539.00,46642.00,314482.00,449.00,18123.00,208843.00,8180075.00,3702033.00,22609070.00,11.05,17.63
1991:Q2,26380590.00,9866225.00,16514365.00,3528081.00,1623903.00,205410.00,2881074.00,2287419.00,593655.00,49337.00,313213.00,474.00,18088.00,212543.00,8275897.00,3772884.00,22607706.00,10.92,17.45
1991:Q3,26684558.00,9899142.00,16785416.00,3502057.00,1634278.00,217519.00,3074129.00,2428254.00,645875.00,53795.00,335496.00,751.00,19196.00,236637.00,8357433.00,3824138.00,22860421.00,11.52,18.31
1991:Q4,27337245.00,9957863.00,17379382.00,3517887.00,1622243.00,238570.00,3527700.00,2822437.00,705263.00,61203.00,368215.00,1045.00,20666.00,254134.00,8472981.00,3902026.00,23435219.00,12.90,20.30
1992:Q1,27400608.00,10056865.00,17343743.00,3412601.00,1668000.00,220307.00,3470135.00,2727671.00,742464.00,64689.00,365665.00,1385.00,20182.00,290543.00,8572700.00,3916485.00,23484123.00,12.66,20.01
1992:Q2,27536267.00,10099547.00,17436720.00,3400049.00,1656096.00,227398.00,3458417.00,2688502.00,769915.00,66452.00,381740.00,1696.00,20443.00,299584.00,8694760.00,3965581.00,23570686.00,12.56,19.83
1992:Q3,27878753.00,10188309.00,17690444.00,3347229.00,1673910.00,225958.00,3581875.00,2772559.00,809316.00,69498.00,400954.00,2001.00,20977.00,315886.00,8861472.00,4030046.00,23848708.00,12.85,20.25
1992:Q4,28564708.00,10274263.00,18290445.00,3360722.00,1722504.00,222674.00,4000989.00,3112850.00,888139.00,78771.00,429031.00,2415.00,22313.00,355609.00,8983557.00,4110665.00,24454043.00,14.01,21.87
1993:Q1,28913749.00,10296724.00,18617025.00,3303366.00,1752774.00,236383.00,4163640.00,3198127.00,965513.00,85561.00,469076.00,2929.00,23328.00,384619.00,9160862.00,4118865.00,24794884.00,14.40,22.36
1993:Q2,29250590.00,10410583.00,18840007.00,3291414.00,1751666.00,245984.00,4245275.00,3208966.00,1036309.00,91989.00,491359.00,3293.00,23701.00,425967.00,9305669.00,4189265.00,25061324.00,14.51,22.53
1993:Q3,29695665.00,10526192.00,19169473.00,3288847.00,1729732.00,241216.00,4451966.00,3324804.00,1127162.00,104237.00,513252.00,3779.00,23562.00,482332.00,9457712.00,4283777.00,25411887.00,14.99,23.22
1993:Q4,30232796.00,10651356.00,19581440.00,3286292.00,1802195.00,241977.00,4659785.00,3478889.00,1180896.00,113267.00,524866.00,4398.00,24596.00,513769.00,9591192.00,4381775.00,25851021.00,15.41,23.80
1994:Q1,30415690.00,10747174.00,19668516.00,3264727.00,1952687.00,244448.00,4497281.00,3316875.00,1180406.00,116403.00,515860.00,4792.00,24055.00,519296.00,9709373.00,4413699.00,26001991.00,14.79,22.87
1994:Q2,30679921.00,10874773.00,19805148.00,3213319.00,2062738.00,240546.00,4457781.00,3250488.00,1207293.00,122008.00,532243.00,5179.00,24289.00,523574.00,9830765.00,4497456.00,26182465.00,14.53,22.51
1994:Q3,31119858.00,10994603.00,20125255.00,3211765.00,2116098.00,238767.00,4611826.00,3310075.00,1301751.00,133492.00,567946.00,5832.00,25622.00,568859.00,9946798.00,4589029.00,26530829.00,14.82,22.92
1994:Q4,31493385.00,11089782.00,20403603.00,3245555.00,2306290.00,236551.00,4610739.00,3350509.00,1260230.00,135683.00,559852.00,6179.00,25405.00,533111.00,10004467.00,4710114.00,26783271.00,14.64,22.60
1995:Q1,32088708.00,11177405.00,20911303.00,3296976.00,2261704.00,239909.00,4964393.00,3601795.00,1362598.00,148553.00,606676.00,7171.00,27361.00,572837.00,10148320.00,4739999.00,27348709.00,15.47,23.74
1995:Q2,32734310.00,11275117.00,21459193.00,3360581.00,2213615.00,240292.00,5345372.00,3850083.00,1495289.00,169279.00,652046.00,8508.00,29822.00,635634.00,10299332.00,4833679.00,27900631.00,16.33,24.91
1995:Q3,33500998.00,11389826.00,22111172.00,3378795.00,2247636.00,240687.00,5796492.00,4148484.00,1648008.00,186479.00,719997.00,9946.00,32461.00,699125.00,10447562.00,4946126.00,28554872.00,17.30,26.22
1995:Q4,34254961.00,11497350.00,22757611.00,3426588.00,2236946.00,259099.00,6222275.00,4498259.00,1724016.00,193298.00,769984.00,11459.00,34288.00,714987.00,10612702.00,5041748.00,29213213.00,18.16,27.34
1996:Q1,34958109.00,11636811.00,23321298.00,3527960.00,2247871.00,267917.00,6548791.00,4680822.00,1867969.00,214731.00,811744.00,13121.00,35852.00,792521.00,10728760.00,5103975.00,29854134.00,18.73,28.08
1996:Q2,35482784.00,11739580.00,23743204.00,3508230.00,2332976.00,263247.00,6821076.00,4830299.00,1990777.00,234145.00,835993.00,14964.00,37046.00,868629.00,10817675.00,5205895.00,30276889.00,19.22,28.73
1996:Q3,35870428.00,11859125.00,24011303.00,3543625.00,2345644.00,260505.00,6934697.00,4847812.00,2086885.00,249978.00,872794.00,16362.00,37827.00,909924.00,10926832.00,5302044.00,30568383.00,19.33,28.88
1996:Q4,36335324.00,11985994.00,24349330.00,3565694.00,2377896.00,296106.00,6995624.00,4760668.00,2234956.00,274841.00,919105.00,18778.00,72014.00,950218.00,11114011.00,5404175.00,30931149.00,19.25,28.73
1997:Q1,36773751.00,12172863.00,24600888.00,3609152.00,2347484.00,285596.00,7025368.00,4760286.00,2265082.00,284099.00,916831.00,20177.00,76239.00,967736.00,11333288.00,5447154.00,31326596.00,19.10,28.56
1997:Q2,38322980.00,12311283.00,26011697.00,3615072.00,2303719.00,301748.00,8264867.00,5624525.00,2640342.00,340055.00,1062354.00,24842.00,86245.00,1126846.00,11526291.00,5547338.00,32775642.00,21.57,31.77
1997:Q3,39540682.00,12475767.00,27064915.00,3669477.00,2277910.00,303079.00,9078226.00,6121472.00,2956754.00,384323.00,1181588.00,27943.00,93488.00,1269412.00,11736223.00,5656920.00,33883762.00,22.96,33.54
1997:Q4,40109349.00,12688393.00,27420956.00,3731523.00,2274672.00,319025.00,9143184.00,6194996.00,2948188.00,387438.00,1165367.00,29946.00,97406.00,1268031.00,11952552.00,5757024.00,34352325.00,22.80,33.34
1998:Q1,41967398.00,12947862.00,29019536.00,3776727.00,2282157.00,342447.00,10395049.00,6996411.00,3398638.00,453851.00,1319674.00,35224.00,108355.00,1481534.00,12223157.00,5813400.00,36153998.00,24.77,35.82
1998:Q2,42654704.00,13194560.00,29460144.00,3765491.00,2354061.00,354972.00,10605555.00,7124106.00,3481448.00,471581.00,1315895.00,37848.00,113466.00,1542658.00,12380065.00,5955900.00,36698804.00,24.86,36.00
1998:Q3,41819311.00,13476283.00,28343028.00,3806560.00,2339828.00,392215.00,9234370.00,6197345.00,3037025.00,407912.00,1148771.00,34445.00,110212.00,1335685.00,12570056.00,6059526.00,35759785.00,22.08,32.58
1998:Q4,44344841.00,13777899.00,30566942.00,3938683.00,2298883.00,387232.00,11202658.00,7530531.00,3672127.00,507976.00,1402321.00,42960.00,125243.00,1593627.00,12739486.00,6198183.00,38146658.00,25.26,36.65
1999:Q1,45063431.00,14028581.00,31034850.00,3978686.00,2348617.00,384597.00,11449256.00,7646215.00,3803041.00,538667.00,1450313.00,46203.00,134484.00,1633374.00,12873694.00,6280654.00,38782776.00,25.41,36.89
1999:Q2,46414724.00,14290774.00,32123950.00,3913351.00,2385150.00,387271.00,12464911.00,8345713.00,4119199.00,598851.00,1543493.00,50782.00,147046.00,1779027.00,12973267.00,6427453.00,39987272.00,26.86,38.80
1999:Q3,46325098.00,14633508.00,31691590.00,3973417.00,2409628.00,408063.00,11776541.00,7861787.00,3914754.00,573139.00,1458368.00,48476.00,152008.00,1682763.00,13123941.00,6587442.00,39737656.00,25.42,37.16
1999:Q4,49623722.00,14967348.00,34656374.00,4124000.00,2472043.00,452292.00,14283334.00,9625699.00,4657635.00,728550.00,1644806.00,56909.00,170470.00,2056900.00,13324706.00,6753507.00,42870216.00,28.78,41.21
2000:Q1,51091855.00,15422303.00,35669552.00,4250088.00,2374454.00,511708.00,15052302.00,10034162.00,5018141.00,798449.00,1725355.00,60405.00,172392.00,2261540.00,13481000.00,6877331.00,44214524.00,29.46,42.20
2000:Q2,50802174.00,15889689.00,34912485.00,4239616.00,2354227.00,496701.00,14206112.00,9359131.00,4846981.00,768425.00,1697871.00,60060.00,168252.00,2152373.00,13615829.00,7025151.00,43777023.00,27.96,40.69
2000:Q3,51622182.00,16419723.00,35202459.00,4284404.00,2327055.00,517183.00,14107385.00,9235360.00,4872024.00,776482.00,1719206.00,60715.00,165583.00,2150038.00,13966432.00,7210338.00,44411845.00,27.33,40.07
2000:Q4,50870448.00,16916054.00,33954394.00,4456412.00,2354136.00,566590.00,12390482.00,7983983.00,4406499.00,700503.00,1608473.00,56576.00,157105.00,1883842.00,14186775.00,7348935.00,43521514.00,24.36,36.49
2001:Q1,49999050.00,17363134.00,32635916.00,4727759.00,2260268.00,555784.00,10737471.00,6853710.00,3883762.00,596510.00,1454403.00,49059.00,144993.00,1638797.00,14354635.00,7395471.00,42603580.00,21.48,32.90
2001:Q2,51434624.00,17747355.00,33687269.00,4744074.00,2227420.00,563187.00,11575494.00,7381877.00,4193617.00,644442.00,1541573.00,52733.00,145882.00,1808987.00,14577094.00,7596613.00,43838011.00,22.51,34.36
2001:Q3,50248971.00,18170735.00,32078236.00,4859023.00,2209261.00,656225.00,9561217.00,6020868.00,3540349.00,524449.00,1352456.00,43796.00,133852.00,1485796.00,14792510.00,7843433.00,42405538.00,19.03,29.81
2001:Q4,51941509.00,18432769.00,33508740.00,4975122.00,2170184.00,613988.00,10825321.00,6874982.00,3950339.00,604811.00,1451301.00,49091.00,137128.00,1708008.00,14924125.00,7973991.00,43967517.00,20.84,32.31
2002:Q1,52738691.00,18769171.00,33969520.00,5071895.00,2208369.00,601727.00,10925693.00,6905934.00,4019759.00,625813.00,1504316.00,50618.00,133462.00,1705550.00,15161836.00,8105058.00,44633632.00,20.72,32.16
2002:Q2,51901041.00,19178750.00,32722291.00,5014948.00,2221100.00,567689.00,9569990.00,5993052.00,3576938.00,544922.00,1336767.00,44660.00,122910.00,1527679.00,15348564.00,8295331.00,43605710.00,18.44,29.25
2002:Q3,50849383.00,19623579.00,31225804.00,5137634.00,2078850.00,563937.00,7832170.00,4877481.00,2954689.00,429411.00,1150507.00,35913.00,110663.00,1228195.00,15613214.00,8490681.00,42358702.00,15.40,25.08
2002:Q4,52263311.00,20035469.00,32227842.00,5232296.00,2152699.00,561791.00,8361789.00,5221382.00,3140407.00,471899.00,1215240.00,39036.00,109552.00,1304680.00,15919267.00,8757908.00,43505402.00,16.00,25.95
2003:Q1,52760257.00,20442602.00,32317655.00,5440500.00,2050232.00,575370.00,7969989.00,4865647.00,3104342.00,451006.00,1228482.00,37454.00,113760.00,1273640.00,16281564.00,8950121.00,43810136.00,15.11,24.66
2003:Q2,54894269.00,20854847.00,34039422.00,5467124.00,1939053.00,676171.00,9346763.00,5683974.00,3662789.00,536680.00,1422897.00,46052.00,126158.00,1531002.00,16610311.00,9327244.00,45567025.00,17.03,27.46
2003:Q3,56122584.00,21356568.00,34766016.00,5386544.00,2004714.00,663543.00,9856108.00,5999650.00,3856458.00,577267.00,1452152.00,51171.00,133748.00,1642120.00,16855107.00,9582145.00,46540439.00,17.56,28.35
2003:Q4,58687998.00,21933407.00,36754591.00,5476406.00,2308438.00,646410.00,11193176.00,6812855.00,4380321.00,666550.00,1624659.00,62138.00,145889.00,1881085.00,17130162.00,9832646.00,48855353.00,19.07,30.45
2004:Q1,61188705.00,22638691.00,38550014.00,5645373.00,3065236.00,686960.00,11540904.00,6958246.00,4582658.00,696759.00,1657632.00,66566.00,151560.00,2010141.00,17611541.00,10034315.00,51154390.00,18.86,29.94
2004:Q2,62617919.00,23452095.00,39165824.00,5680226.00,3113336.00,714330.00,11565543.00,6933209.00,4632334.00,713912.00,1676823.00,68678.00,155934.00,2016987.00,18092388.00,10355562.00,52262357.00,18.47,29.53
2004:Q3,63836214.00,24238242.00,39597972.00,5678363.00,3134972.00,705443.00,11378140.00,6764368.00,4613772.00,708216.00,1660869.00,68803.00,158749.00,2017135.00,18701053.00,10619651.00,53216563.00,17.82,28.73
2004:Q4,66889391.00,25066814.00,41822577.00,5839704.00,3303885.00,773779.00,12684349.00,7555825.00,5128524.00,794156.00,1844444.00,79884.00,168958.00,2241082.00,19220861.00,11008620.00,55880771.00,18.96,30.33
2005:Q1,68156024.00,25951782.00,42204242.00,5925719.00,3324243.00,764976.00,12617733.00,7553408.00,5064325.00,783490.00,1820002.00,80842.00,170340.00,2209651.00,19571570.00,11204180.00,56951844.00,18.51,29.90
2005:Q2,69992293.00,26903508.00,43088785.00,5996508.00,3356339.00,778406.00,12942458.00,7737260.00,5205198.00,818982.00,1887439.00,82908.00,174110.00,2241759.00,20015074.00,11529496.00,58462796.00,18.49,30.04
2005:Q3,72055773.00,27796479.00,44259294.00,6117862.00,3261698.00,774259.00,13630255.00,8135603.00,5494652.00,864322.00,1988634.00,88813.00,179971.00,2372912.00,20475220.00,11876778.00,60178995.00,18.92,30.80
2005:Q4,74102846.00,28688567.00,45414279.00,6253766.00,3535361.00,772862.00,13902124.00,8236466.00,5665658.00,892698.00,2076555.00,93102.00,184384.00,2418919.00,20950166.00,12166622.00,61936223.00,18.76,30.61
2006:Q1,76539272.00,29292496.00,47246776.00,6460889.00,3675306.00,866168.00,15036080.00,8978779.00,6057301.00,946621.00,2196773.00,101060.00,192510.00,2620337.00,21208333.00,12523705.00,64015567.00,19.64,31.82
2006:Q2,76738098.00,29447826.00,47290272.00,6549502.00,3765597.00,903857.00,14600382.00,8662326.00,5938056.00,925282.00,2163282.00,98868.00,194994.00,2555630.00,21470934.00,12864816.00,63873282.00,19.03,30.87
2006:Q3,77528074.00,29515116.00,48012958.00,6671356.00,3534207.00,910954.00,15087020.00,8921565.00,6165455.00,962425.00,2265093.00,105248.00,202169.00,2630520.00,21809421.00,13193875.00,64334198.00,19.46,31.42
2006:Q4,79691731.00,29588314.00,50103417.00,6896060.00,3497964.00,908142.00,16634175.00,10205504.00,6428671.00,1043421.00,2192031.00,116666.00,211742.00,2864811.00,22167076.00,13460633.00,66231098.00,20.87,33.20
2007:Q1,80911991.00,29565533.00,51346458.00,7097762.00,3592828.00,951116.00,17200218.00,10582107.00,6618111.00,1060409.00,2222266.00,119001.00,215286.00,3001149.00,22504534.00,13644503.00,67267487.00,21.26,33.50
2007:Q2,81684893.00,29127254.00,52557639.00,7152136.00,3648305.00,1013518.00,18003609.00,10939412.00,7064197.00,1130315.00,2347436.00,129098.00,229698.00,3227650.00,22740072.00,13941383.00,67743510.00,22.04,34.25
2007:Q3,81864833.00,28652558.00,53212275.00,7272017.00,3965697.00,1015907.00,18022427.00,10807352.00,7215075.00,1162724.00,2381526.00,130417.00,233325.00,3307083.00,22936227.00,14188569.00,67676264.00,22.01,33.87
2007:Q4,80880758.00,28072864.00,52807894.00,7554908.00,4080639.00,1127847.00,17027657.00,10046395.00,6981262.00,1118842.00,2304063.00,127761.00,227068.00,3203528.00,23016843.00,14395446.00,66485312.00,21.05,32.24
2008:Q1,78503994.00,27190756.00,51313238.00,7861947.00,4029004.00,1258453.00,15395057.00,9087426.00,6307631.00,1005218.00,2075779.00,109491.00,203151.00,2913992.00,22768776.00,14528061.00,63975932.00,19.61,30.00
2008:Q2,76773915.00,26141432.00,50632483.00,7692357.00,4335635.00,1244909.00,14860072.00,8607778.00,6252294.00,980652.00,2038347.00,109307.00,202491.00,2921497.00,22499510.00,14452900.00,62321015.00,19.36,29.35
2008:Q3,74648015.00,25399942.00,49248073.00,7864802.00,4869048.00,1251056.00,12867526.00,7474505.00,5393021.00,850018.00,1807405.00,94676.00,175412.00,2465510.00,22395640.00,14581610.00,60066404.00,17.24,26.13
2008:Q4,70043032.00,24376882.00,45666150.00,8171298.00,4850415.00,967914.00,9764287.00,5650101.00,4114186.00,649448.00,1450103.00,73242.00,136161.00,1805232.00,21912236.00,14279697.00,55763334.00,13.94,21.38
2009:Q1,68545607.00,23733393.00,44812214.00,8181106.00,5519478.00,893793.00,8581696.00,4875072.00,3706624.00,578574.00,1325867.00,63949.00,121716.00,1616518.00,21636141.00,14105991.00,54439616.00,12.52,19.15
2009:Q2,69514172.00,23433185.00,46080987.00,8119495.00,5155127.00,900768.00,10446003.00,6001163.00,4444840.00,689796.00,1537801.00,80373.00,144211.00,1992659.00,21459594.00,14081424.00,55432748.00,15.03,22.67
2009:Q3,71011562.00,23274466.00,47737096.00,7962644.00,5000954.00,925160.00,12380783.00,7178399.00,5202384.00,808679.00,1758398.00,96518.00,166228.00,2372561.00,21467556.00,14085810.00,56925752.00,17.43,25.94
2009:Q4,71898374.00,23387960.00,48510414.00,8085881.00,4968060.00,921975.00,12840406.00,7352531.00,5487876.00,848263.00,1842300.00,105253.00,174044.00,2518016.00,21694091.00,14073316.00,57825057.00,17.86,26.47
