1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q1,-36678.00,-36678.00,-34805.00,-4240.00,611.00,2626.00,137.00,3256.00,383.00,3942.00,-8912.00,324.00
2005:Q2,-11106.00,-11106.00,-6703.00,9876.00,611.00,2454.00,-632.00,-4211.00,343.00,5370.00,-18538.00,324.00
2005:Q3,47974.00,47974.00,19825.00,16678.00,611.00,5293.00,88.00,1427.00,665.00,2955.00,714.00,-282.00
2005:Q4,124931.00,124931.00,65503.00,30337.00,611.00,3683.00,-235.00,-4345.00,747.00,4311.00,24601.00,-282.00
2006:Q1,7127.00,7127.00,3437.00,1030.00,794.00,1981.00,-571.00,2551.00,979.00,3980.00,-6771.00,-283.00
2006:Q2,60437.00,60437.00,35922.00,13884.00,794.00,3703.00,-1040.00,7175.00,1162.00,3906.00,-4787.00,-282.00
2006:Q3,101401.00,101401.00,21556.00,23522.00,794.00,5493.00,849.00,4921.00,1159.00,2273.00,38521.00,2313.00
2006:Q4,142665.00,142665.00,156975.00,30628.00,793.00,4338.00,1467.00,2193.00,1097.00,2212.00,-59351.00,2313.00
2007:Q1,79348.00,79348.00,-1028.00,-7955.00,543.00,5439.00,2931.00,1343.00,1940.00,2216.00,71607.00,2312.00
2007:Q2,96436.00,96436.00,53895.00,19614.00,542.00,4204.00,247.00,1534.00,2011.00,2293.00,9783.00,2313.00
2007:Q3,316564.00,316564.00,79241.00,66924.00,543.00,4422.00,1435.00,951.00,2094.00,-294.00,154082.00,7166.00
2007:Q4,254961.00,254961.00,106499.00,48597.00,542.00,3877.00,2575.00,2851.00,1926.00,-1470.00,82398.00,7166.00
2008:Q1,356780.00,356780.00,111287.00,75000.00,261.00,2728.00,5333.00,12783.00,1643.00,-1162.00,141741.00,7166.00
2008:Q2,-65243.00,-65243.00,-64178.00,7659.00,262.00,481.00,994.00,2326.00,1284.00,-1624.00,-19613.00,7166.00
2008:Q3,42996.00,42996.00,52270.00,9351.00,261.00,-1383.00,-672.00,2391.00,1499.00,-25.00,-25382.00,4686.00
2008:Q4,411944.00,411944.00,135143.00,86511.00,261.00,481.00,6418.00,18862.00,2187.00,572.00,156824.00,4685.00
2009:Q1,-18361.00,-18361.00,-26032.00,6142.00,-415.00,-531.00,444.00,2780.00,-2160.00,-609.00,-2666.00,4686.00
2009:Q2,-160775.00,-160775.00,-70699.00,-16048.00,-415.00,3458.00,-4092.00,-7133.00,-2775.00,-1786.00,-65970.00,4685.00
2009:Q3,-227638.00,-227638.00,-125149.00,-42244.00,-415.00,5043.00,-789.00,-8387.00,-2804.00,-1336.00,-50470.00,-1087.00
2009:Q4,-109570.00,-109570.00,-45887.00,-19294.00,-416.00,3085.00,1246.00,-8778.00,-2653.00,-1185.00,-34600.00,-1088.00
2010:Q1,-332086.00,-332086.00,-114385.00,-86324.00,778.00,2253.00,-4265.00,-7278.00,-2730.00,-1124.00,-117924.00,-1087.00
2010:Q2,-170476.00,-170476.00,-57195.00,-50881.00,777.00,1752.00,-668.00,-3515.00,-2663.00,-1055.00,-55940.00,-1088.00
2010:Q3,-16750.00,-16750.00,-14111.00,-9440.00,778.00,5503.00,3329.00,-5270.00,-2697.00,1800.00,5826.00,-2468.00
2010:Q4,6933.00,6933.00,2292.00,-11057.00,777.00,4855.00,-2327.00,-4203.00,-2742.00,1802.00,20003.00,-2467.00
2011:Q1,-76600.00,-76600.00,-31331.00,-15443.00,211.00,1038.00,2109.00,-1823.00,4158.00,814.00,-33865.00,-2468.00
2011:Q2,-40766.00,-40766.00,-11226.00,-13289.00,212.00,1645.00,-1601.00,-1373.00,4226.00,1995.00,-18887.00,-2468.00
2011:Q3,-57266.00,-57266.00,16231.00,-18072.00,211.00,106.00,-2549.00,1366.00,4498.00,-1682.00,-62140.00,4765.00
2011:Q4,62068.00,62068.00,5866.00,11361.00,212.00,-442.00,-3528.00,10365.00,4166.00,-2218.00,31521.00,4765.00
2012:Q1,-109261.00,-109261.00,-57707.00,45057.00,753.00,-338.00,-2140.00,-5584.00,-4366.00,-2297.00,-87403.00,4764.00
2012:Q2,-68144.00,-68144.00,-26964.00,-15581.00,754.00,1312.00,1084.00,2218.00,-4149.00,-1964.00,-29619.00,4765.00
2012:Q3,37403.00,37403.00,22114.00,5715.00,753.00,2507.00,3161.00,-2361.00,-4169.00,115.00,3050.00,6518.00
2012:Q4,142220.00,142220.00,64879.00,21870.00,754.00,1332.00,143.00,-841.00,-4135.00,133.00,51568.00,6517.00
2013:Q1,-99689.00,-99689.00,-48889.00,-5864.00,506.00,1299.00,-1036.00,-10527.00,3044.00,-19.00,-44721.00,6518.00
2013:Q2,-10344.00,-10344.00,-5678.00,-4275.00,506.00,-1466.00,-3200.00,-173.00,3247.00,181.00,-6003.00,6517.00
2013:Q3,95279.00,95279.00,41020.00,28420.00,506.00,375.00,72.00,2223.00,3217.00,2181.00,18156.00,-891.00
2013:Q4,39394.00,39394.00,43867.00,21415.00,505.00,343.00,2015.00,-3042.00,3068.00,1053.00,-28938.00,-892.00
2014:Q1,-86906.00,-86906.00,-25264.00,-53710.00,733.00,2240.00,-2485.00,-987.00,233.00,1023.00,-7798.00,-891.00
2014:Q2,-71156.00,-71156.00,-31084.00,-5125.00,732.00,3578.00,1332.00,-1110.00,225.00,981.00,-39793.00,-892.00
2014:Q3,43726.00,43726.00,17276.00,17908.00,732.00,-942.00,370.00,2371.00,249.00,504.00,3440.00,1818.00
2014:Q4,121169.00,121169.00,13143.00,40009.00,732.00,1465.00,-1070.00,3638.00,184.00,432.00,57600.00,5036.00
2015:Q1,-79900.00,-79900.00,-97096.00,-12976.00,1295.00,3763.00,610.00,-1801.00,-7872.00,592.00,36906.00,-3321.00
2015:Q2,-29638.00,-29638.00,-16453.00,957.00,1578.00,1038.00,575.00,-1057.00,910.00,706.00,-16661.00,-1231.00
2015:Q3,52552.00,52552.00,6672.00,12559.00,1130.00,3723.00,1168.00,11167.00,2518.00,-1612.00,13043.00,2184.00
2015:Q4,87088.00,87088.00,62128.00,18055.00,2063.00,3688.00,830.00,-5532.00,-143.00,591.00,1789.00,3619.00
2016:Q1,4079.00,4079.00,-32496.00,-2202.00,1537.00,985.00,-1071.00,2238.00,2201.00,-3056.00,35774.00,169.00
2016:Q2,-66659.00,-66659.00,-49988.00,2417.00,1439.00,1103.00,275.00,-3646.00,547.00,1796.00,-17832.00,-2770.00
2016:Q3,-20186.00,-20186.00,-13433.00,-1796.00,1331.00,2379.00,-1006.00,-691.00,521.00,89.00,-6741.00,-839.00
