1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q3,437.00,437.00,0.00,0.00,0.00,2444.00,2444.00,0.00,0.00,-229.00,-229.00,1472.00,1194.00,-48.00,326.00,1472.00,2287.00,934.00,-393.00,1746.00,4579.00,4579.00,0.00,3234.00,3234.00,10526.00,10526.00,0.00,0.00,2381.00,2553.00,9521.00,2381.00,2553.00,9521.00
1991:Q4,272.00,272.00,0.00,0.00,0.00,-1788.00,-1788.00,0.00,0.00,-138.00,-138.00,1469.00,1194.00,-51.00,326.00,1469.00,3646.00,2627.00,172.00,847.00,6292.00,6292.00,0.00,2690.00,2690.00,12917.00,12917.00,0.00,0.00,13361.00,-2960.00,11206.00,13361.00,-2960.00,11206.00
1992:Q1,68.00,68.00,0.00,0.00,0.00,3618.00,3618.00,0.00,0.00,-64.00,-64.00,2121.00,1733.00,143.00,245.00,2121.00,4932.00,2048.00,2640.00,244.00,3361.00,3361.00,0.00,2410.00,2410.00,15055.00,15055.00,0.00,0.00,37657.00,23701.00,9142.00,37657.00,23701.00,9142.00
1992:Q2,139.00,139.00,0.00,0.00,0.00,-448.00,-448.00,0.00,0.00,-21.00,-21.00,2120.00,1734.00,141.00,245.00,2120.00,6148.00,2626.00,3916.00,-394.00,1968.00,1968.00,0.00,2376.00,2376.00,-8660.00,-8660.00,0.00,0.00,-2239.00,7773.00,8253.00,-2239.00,7773.00,8253.00
1992:Q3,-229.00,-229.00,0.00,0.00,0.00,997.00,997.00,0.00,0.00,28.00,28.00,2119.00,1733.00,141.00,245.00,2119.00,6246.00,2864.00,4047.00,-665.00,-6061.00,-6061.00,0.00,2470.00,2470.00,34936.00,34936.00,0.00,0.00,25408.00,2060.00,3181.00,25408.00,2060.00,3181.00
1992:Q4,89.00,89.00,0.00,0.00,0.00,-5085.00,-5085.00,0.00,0.00,82.00,82.00,2120.00,1734.00,141.00,245.00,2120.00,5226.00,2253.00,3077.00,-104.00,-18866.00,-18866.00,0.00,2662.00,2662.00,9266.00,9266.00,0.00,0.00,12710.00,-3491.00,8923.00,12710.00,-3491.00,8923.00
1993:Q1,331.00,331.00,0.00,0.00,0.00,-2037.00,-2037.00,0.00,0.00,127.00,127.00,1940.00,1590.00,131.00,219.00,1940.00,4292.00,1717.00,2187.00,388.00,-2617.00,-2617.00,0.00,2654.00,2654.00,6150.00,6150.00,0.00,0.00,-17107.00,24741.00,7385.00,-17107.00,24741.00,7385.00
1993:Q2,422.00,422.00,0.00,0.00,0.00,-3865.00,-3865.00,0.00,0.00,126.00,126.00,1826.00,1481.00,126.00,219.00,1826.00,3443.00,1258.00,1501.00,684.00,1182.00,1182.00,0.00,2854.00,2854.00,3807.00,3807.00,0.00,0.00,14471.00,7187.00,9245.00,14471.00,7187.00,9245.00
1993:Q3,562.00,562.00,0.00,0.00,0.00,-2116.00,-2116.00,0.00,0.00,126.00,126.00,3093.00,2752.00,123.00,218.00,3093.00,3370.00,1175.00,1379.00,816.00,-6489.00,-6489.00,0.00,3104.00,3104.00,14427.00,14427.00,0.00,0.00,10316.00,1976.00,5569.00,10316.00,1976.00,5569.00
1993:Q4,-1005.00,-1005.00,0.00,0.00,0.00,990.00,990.00,0.00,0.00,127.00,127.00,743.00,404.00,120.00,219.00,743.00,4071.00,1549.00,1813.00,709.00,1065.00,1065.00,0.00,3703.00,3703.00,19187.00,19187.00,0.00,0.00,-17.00,-3800.00,9926.00,-17.00,-3800.00,9926.00
1994:Q1,-36.00,-36.00,0.00,0.00,0.00,-1829.00,-1829.00,0.00,0.00,132.00,132.00,1959.00,1605.00,15.00,339.00,1959.00,3559.00,1630.00,1399.00,530.00,14578.00,14578.00,0.00,3334.00,3334.00,9752.00,9752.00,0.00,0.00,26039.00,24463.00,12249.00,26039.00,24463.00,12249.00
1994:Q2,165.00,165.00,0.00,0.00,0.00,-3711.00,-3711.00,0.00,0.00,133.00,133.00,1109.00,754.00,16.00,339.00,1109.00,3500.00,1592.00,1431.00,477.00,8846.00,8846.00,0.00,3092.00,3092.00,15388.00,15388.00,0.00,0.00,-14820.00,7400.00,12050.00,-14820.00,7400.00,12050.00
1994:Q3,334.00,334.00,0.00,0.00,0.00,-2795.00,-2795.00,0.00,0.00,132.00,132.00,3111.00,2756.00,15.00,340.00,3111.00,3500.00,1620.00,1432.00,448.00,-9887.00,-9887.00,0.00,2886.00,2886.00,11497.00,11497.00,0.00,0.00,-13323.00,2559.00,18754.00,-13323.00,2559.00,18754.00
1994:Q4,-368.00,-368.00,0.00,0.00,0.00,584.00,584.00,0.00,0.00,132.00,132.00,1872.00,1518.00,15.00,339.00,1872.00,3988.00,1761.00,1635.00,592.00,17021.00,17021.00,0.00,2377.00,2377.00,-12074.00,-12074.00,0.00,0.00,-16314.00,-4552.00,-4792.00,-16314.00,-4552.00,-4792.00
1995:Q1,3.00,3.00,0.00,0.00,0.00,-1198.00,-1198.00,0.00,0.00,180.00,180.00,2740.00,1981.00,267.00,492.00,2740.00,9012.00,4309.00,3629.00,1074.00,-17962.00,-17962.00,0.00,1357.00,1357.00,11842.00,11842.00,0.00,0.00,12693.00,25275.00,5245.00,12693.00,25275.00,5245.00
1995:Q2,12.00,12.00,0.00,0.00,0.00,3131.00,3131.00,0.00,0.00,179.00,179.00,2740.00,2000.00,248.00,492.00,2740.00,8890.00,4262.00,3585.00,1043.00,1296.00,1296.00,0.00,1359.00,1359.00,-18823.00,-18823.00,0.00,0.00,13240.00,6759.00,12675.00,13240.00,6759.00,12675.00
1995:Q3,242.00,242.00,0.00,0.00,0.00,-1005.00,-1005.00,0.00,0.00,180.00,180.00,1115.00,435.00,188.00,492.00,1115.00,-2299.00,-1444.00,-838.00,-17.00,1772.00,1772.00,0.00,1357.00,1357.00,-2762.00,-2762.00,0.00,0.00,30526.00,2203.00,12807.00,30526.00,2203.00,12807.00
1995:Q4,-7.00,-7.00,0.00,0.00,0.00,2332.00,2332.00,0.00,0.00,179.00,179.00,1424.00,798.00,134.00,492.00,1424.00,5201.00,2430.00,2121.00,650.00,2814.00,2814.00,0.00,1359.00,1359.00,4249.00,4249.00,0.00,0.00,23263.00,21036.00,8551.00,23263.00,21036.00,8551.00
1996:Q1,147.00,147.00,0.00,0.00,0.00,-1749.00,-1749.00,0.00,0.00,198.00,198.00,201.00,0.00,0.00,201.00,201.00,2701.00,1363.00,1106.00,232.00,1009.00,1009.00,0.00,1357.00,1357.00,26398.00,26398.00,0.00,0.00,20327.00,3190.00,16913.00,20327.00,3190.00,16913.00
1996:Q2,-261.00,-261.00,0.00,0.00,0.00,-2649.00,-2649.00,0.00,0.00,198.00,198.00,979.00,767.00,11.00,201.00,979.00,1447.00,770.00,604.00,73.00,2392.00,2392.00,0.00,1357.00,1357.00,6888.00,6888.00,0.00,0.00,17791.00,4795.00,12654.00,17791.00,4795.00,12654.00
1996:Q3,-83.00,-83.00,0.00,0.00,0.00,501.00,501.00,0.00,0.00,197.00,197.00,1351.00,1100.00,50.00,201.00,1351.00,5210.00,2662.00,2101.00,447.00,4871.00,4871.00,0.00,1358.00,1358.00,15788.00,15788.00,0.00,0.00,24013.00,3647.00,16464.00,24013.00,3647.00,16464.00
1996:Q4,91.00,91.00,0.00,0.00,0.00,2668.00,2668.00,0.00,0.00,198.00,198.00,5271.00,4324.00,746.00,201.00,5271.00,-2796.00,-2042.00,-979.00,225.00,-3519.00,-3519.00,0.00,1356.00,1356.00,10814.00,10814.00,0.00,0.00,20862.00,-8781.00,14534.00,20862.00,-8781.00,14534.00
1997:Q1,25.00,25.00,0.00,0.00,0.00,-2785.00,-2785.00,0.00,0.00,84.00,84.00,2330.00,1575.00,152.00,603.00,2330.00,2421.00,1119.00,993.00,309.00,-5348.00,-8047.00,2699.00,2425.00,2425.00,15292.00,15292.00,0.00,0.00,21581.00,26373.00,7499.00,21581.00,26373.00,7499.00
1997:Q2,11.00,11.00,0.00,0.00,0.00,-2203.00,-2203.00,0.00,0.00,83.00,83.00,2942.00,1576.00,763.00,603.00,2942.00,1356.00,633.00,587.00,136.00,8295.00,2525.00,5770.00,1449.00,1449.00,45897.00,45897.00,0.00,0.00,25869.00,7279.00,5705.00,25869.00,7279.00,5705.00
1997:Q3,29.00,29.00,0.00,0.00,0.00,2287.00,2287.00,92.00,92.00,84.00,84.00,2831.00,1576.00,652.00,603.00,2831.00,5509.00,2743.00,2232.00,534.00,4784.00,420.00,4364.00,1449.00,1449.00,-2997.00,-2997.00,0.00,0.00,23573.00,1500.00,6535.00,23573.00,1500.00,6535.00
1997:Q4,-112.00,-112.00,0.00,0.00,0.00,2701.00,2701.00,0.00,0.00,84.00,84.00,2562.00,1575.00,384.00,603.00,2562.00,-4487.00,-2495.00,-1716.00,-276.00,6338.00,3426.00,2912.00,3064.00,3064.00,-982.00,-982.00,0.00,0.00,24778.00,-7921.00,16601.00,24778.00,-7921.00,16601.00
1998:Q1,22.00,22.00,0.00,0.00,0.00,4305.00,4305.00,7.00,7.00,-34.00,-34.00,1900.00,1003.00,307.00,590.00,1900.00,3978.00,1284.00,1735.00,959.00,5115.00,-913.00,6028.00,4357.00,4357.00,20829.00,20829.00,0.00,0.00,27934.00,28135.00,12314.00,27934.00,28135.00,12314.00
1998:Q2,26.00,26.00,0.00,0.00,0.00,-715.00,-715.00,482.00,482.00,285.00,285.00,1161.00,407.00,163.00,591.00,1161.00,1143.00,-128.00,604.00,667.00,-5663.00,-8936.00,3273.00,4500.00,4500.00,28448.00,28448.00,0.00,0.00,30243.00,6159.00,18251.00,30243.00,6159.00,18251.00
1998:Q3,-138.00,-138.00,0.00,0.00,0.00,1184.00,1184.00,277.00,277.00,-513.00,-513.00,2938.00,2078.00,269.00,591.00,2938.00,3376.00,954.00,1471.00,951.00,-5300.00,-4834.00,-466.00,4547.00,4547.00,35070.00,35070.00,0.00,0.00,22572.00,2800.00,18050.00,22572.00,2800.00,18050.00
1998:Q4,-55.00,-55.00,0.00,0.00,0.00,2074.00,2074.00,0.00,0.00,-1152.00,-1152.00,4288.00,3771.00,-74.00,591.00,4288.00,-4236.00,-3156.00,-1550.00,470.00,7499.00,-469.00,7968.00,-523.00,-523.00,-14366.00,-14366.00,0.00,0.00,15765.00,-8957.00,12059.00,15765.00,-8957.00,12059.00
1999:Q1,122.00,122.00,0.00,0.00,0.00,-3376.00,-3376.00,1174.00,1174.00,1224.00,1224.00,1156.00,1305.00,269.00,-418.00,1156.00,468.00,-111.00,318.00,261.00,2264.00,259.00,2005.00,-3114.00,-3114.00,-43306.00,-43306.00,0.00,0.00,39464.00,27773.00,18557.00,39464.00,27773.00,18557.00
1999:Q2,112.00,112.00,0.00,0.00,0.00,-4174.00,-4174.00,1578.00,1578.00,81.00,81.00,797.00,1410.00,254.00,-867.00,797.00,2947.00,1289.00,1235.00,423.00,671.00,-2771.00,3442.00,-3966.00,-3966.00,15396.00,15396.00,0.00,0.00,28767.00,7534.00,20733.00,28767.00,7534.00,20733.00
1999:Q3,117.00,117.00,0.00,0.00,0.00,-1438.00,-1438.00,531.00,531.00,41.00,41.00,5460.00,4249.00,407.00,804.00,5460.00,4021.00,1781.00,1652.00,588.00,7257.00,7113.00,144.00,-5037.00,-5037.00,21890.00,21890.00,0.00,0.00,21915.00,3261.00,20871.00,21915.00,3261.00,20871.00
1999:Q4,283.00,283.00,0.00,0.00,0.00,1193.00,1193.00,52.00,52.00,790.00,790.00,3948.00,3225.00,259.00,464.00,3948.00,-4917.00,-2892.00,-1839.00,-186.00,-10713.00,-16469.00,5756.00,-6253.00,-6253.00,22300.00,22300.00,0.00,0.00,25110.00,-8512.00,21856.00,25110.00,-8512.00,21856.00
2000:Q1,-294.00,-294.00,0.00,0.00,0.00,-2024.00,-2024.00,1343.00,1343.00,-733.00,-733.00,934.00,961.00,10.00,-37.00,934.00,954.00,313.00,442.00,199.00,-1565.00,-2241.00,676.00,-2014.00,-2014.00,24352.00,24352.00,0.00,0.00,-1291.00,28991.00,16523.00,-1291.00,28991.00,16523.00
2000:Q2,59.00,59.00,0.00,0.00,0.00,-2184.00,-2184.00,2779.00,2779.00,194.00,194.00,1586.00,2108.00,457.00,-979.00,1586.00,3579.00,1804.00,1487.00,288.00,-7679.00,-6029.00,-1650.00,-6779.00,-6779.00,23583.00,23583.00,0.00,0.00,42718.00,7589.00,9270.00,42718.00,7589.00,9270.00
2000:Q3,101.00,101.00,0.00,0.00,0.00,707.00,707.00,1303.00,1303.00,-146.00,-146.00,2918.00,556.00,758.00,1604.00,2918.00,1851.00,895.00,829.00,127.00,-8588.00,-7372.00,-1216.00,-5291.00,-5291.00,3107.00,3107.00,0.00,0.00,35532.00,4216.00,-27327.00,35532.00,4216.00,-27327.00
2000:Q4,158.00,158.00,0.00,0.00,0.00,3523.00,3523.00,2258.00,2258.00,810.00,810.00,1442.00,290.00,-146.00,1298.00,1442.00,-7195.00,-3759.00,-2724.00,-712.00,-10627.00,-6978.00,-3649.00,-5008.00,-5008.00,37608.00,37608.00,0.00,0.00,40979.00,10781.00,36527.00,40979.00,10781.00,36527.00
2001:Q1,-100.00,-100.00,0.00,0.00,0.00,12783.00,12783.00,3178.00,3178.00,-837.00,-837.00,-2827.00,-596.00,513.00,-2744.00,-2827.00,2078.00,732.00,926.00,420.00,-20954.00,-15993.00,-4961.00,-2230.00,-2230.00,-20358.00,-20358.00,0.00,0.00,48661.00,9707.00,5653.00,48661.00,9707.00,5653.00
2001:Q2,26.00,26.00,0.00,0.00,0.00,-3770.00,-3770.00,6070.00,6070.00,-262.00,-262.00,5348.00,2722.00,905.00,1721.00,5348.00,6721.00,3479.00,2729.00,513.00,8573.00,7860.00,713.00,-6418.00,-6418.00,54617.00,54617.00,0.00,0.00,28481.00,6664.00,1165.00,28481.00,6664.00,1165.00
2001:Q3,30.00,30.00,0.00,0.00,0.00,3302.00,3302.00,3016.00,3016.00,803.00,803.00,4501.00,1937.00,396.00,2168.00,4501.00,16745.00,8284.00,6752.00,1709.00,-32246.00,-27280.00,-4966.00,-7136.00,-7136.00,17374.00,17374.00,0.00,0.00,18516.00,5189.00,9079.00,18516.00,5189.00,9079.00
2001:Q4,-28.00,-28.00,0.00,0.00,0.00,-3754.00,-3754.00,3051.00,3051.00,-147.00,-147.00,-484.00,-926.00,-827.00,1269.00,-484.00,582.00,16.00,420.00,146.00,23754.00,22019.00,1735.00,-8799.00,-8799.00,18474.00,18474.00,0.00,0.00,31243.00,-9069.00,39884.00,31243.00,-9069.00,39884.00
2002:Q1,8.00,8.00,0.00,0.00,0.00,2771.00,2771.00,7674.00,7674.00,319.00,319.00,1128.00,1706.00,583.00,-1161.00,1128.00,7600.00,3595.00,3142.00,863.00,20711.00,21279.00,-568.00,4957.00,4957.00,5657.00,5657.00,0.00,0.00,16486.00,30086.00,487.00,16486.00,30086.00,487.00
2002:Q2,-41.00,-41.00,0.00,0.00,0.00,-2175.00,-2175.00,5605.00,5605.00,-130.00,-130.00,5935.00,4743.00,1306.00,-114.00,5935.00,13574.00,6745.00,5519.00,1310.00,-21368.00,-17795.00,-3573.00,-2372.00,-2372.00,13136.00,13136.00,0.00,0.00,6918.00,9497.00,35132.00,6918.00,9497.00,35132.00
2002:Q3,104.00,104.00,0.00,0.00,0.00,2387.00,2387.00,3968.00,3968.00,722.00,722.00,2450.00,1392.00,662.00,396.00,2450.00,15325.00,7573.00,6239.00,1513.00,-31549.00,-27007.00,-4542.00,4354.00,4354.00,3125.00,3125.00,0.00,0.00,11443.00,7652.00,27216.00,11443.00,7652.00,27216.00
2002:Q4,34.00,34.00,0.00,0.00,0.00,-1034.00,-1034.00,2707.00,2707.00,-25.00,-25.00,701.00,2236.00,-2426.00,891.00,701.00,7623.00,3643.00,3195.00,785.00,13288.00,12352.00,936.00,-5414.00,-5414.00,-24798.00,-24798.00,0.00,0.00,45989.00,2531.00,34441.00,45989.00,2531.00,34441.00
2003:Q1,0.00,0.00,0.00,0.00,0.00,2882.00,2882.00,5385.00,5385.00,692.00,692.00,2836.00,1677.00,122.00,1037.00,2836.00,15302.00,7447.00,6198.00,1657.00,-1622.00,-4402.00,2780.00,3537.00,3537.00,-7727.00,-7727.00,725.00,725.00,-10816.00,91168.00,29790.00,-10816.00,91168.00,29790.00
2003:Q2,0.00,0.00,0.00,0.00,0.00,351.00,351.00,6899.00,6899.00,340.00,340.00,2598.00,2157.00,1071.00,-630.00,2598.00,11134.00,5473.00,4555.00,1106.00,30212.00,23470.00,6742.00,-3553.00,-3553.00,61263.00,61263.00,1123.00,1123.00,12944.00,-40606.00,48834.00,12944.00,-40606.00,48834.00
2003:Q3,0.00,0.00,0.00,0.00,0.00,-2405.00,-2405.00,4234.00,4234.00,15.00,15.00,7081.00,4157.00,840.00,2084.00,7081.00,18229.00,9069.00,7367.00,1793.00,14057.00,9624.00,4433.00,-1320.00,-1320.00,43774.00,43774.00,1228.00,1228.00,36723.00,10747.00,16082.00,36723.00,10747.00,16082.00
2003:Q4,0.00,0.00,0.00,0.00,0.00,-7933.00,-7933.00,4767.00,4767.00,-104.00,-104.00,1392.00,2929.00,-2059.00,522.00,1392.00,1956.00,876.00,925.00,155.00,31737.00,25102.00,6635.00,1167.00,1167.00,5247.00,5247.00,16535.00,16535.00,17704.00,-6429.00,24169.00,17704.00,-6429.00,24169.00
2004:Q1,0.00,0.00,0.00,0.00,0.00,4389.00,4389.00,7422.00,7422.00,-64.00,-64.00,2851.00,2306.00,-108.00,653.00,2851.00,10615.00,4820.00,4403.00,1392.00,-4502.00,-7512.00,3010.00,-2277.00,-2277.00,62187.00,62187.00,-507.00,-507.00,13076.00,34015.00,29610.00,13076.00,34015.00,29610.00
2004:Q2,0.00,0.00,0.00,0.00,0.00,-5830.00,-5830.00,5357.00,5357.00,772.00,772.00,-67.00,-736.00,851.00,-182.00,-67.00,12934.00,6275.00,5292.00,1367.00,6262.00,3734.00,2528.00,3400.00,3400.00,-4168.00,-4168.00,823.00,823.00,20936.00,12238.00,43134.00,20936.00,12238.00,43134.00
2004:Q3,0.00,0.00,0.00,0.00,0.00,-1195.00,-1195.00,3175.00,3175.00,332.00,332.00,3067.00,2224.00,641.00,202.00,3067.00,24801.00,13301.00,9970.00,1530.00,-8290.00,-9955.00,1665.00,-2983.00,-2983.00,5369.00,5369.00,568.00,568.00,30399.00,5503.00,19410.00,30399.00,5503.00,19410.00
2004:Q4,0.00,0.00,0.00,0.00,0.00,515.00,515.00,3611.00,3611.00,466.00,466.00,5595.00,5982.00,-202.00,-185.00,5595.00,-483.00,-769.00,3.00,283.00,24379.00,19169.00,5210.00,-1256.00,-1256.00,23474.00,23474.00,16508.00,16508.00,19923.00,-10772.00,35142.00,19923.00,-10772.00,35142.00
2005:Q1,0.00,0.00,0.00,0.00,0.00,-198.00,-198.00,7410.00,7410.00,288.00,288.00,1707.00,1218.00,459.00,30.00,1707.00,7057.00,3179.00,2987.00,891.00,598.00,-618.00,1216.00,-1151.00,-1151.00,54674.00,54674.00,1914.00,1914.00,26477.00,32037.00,17389.00,26477.00,32037.00,17389.00
2005:Q2,0.00,0.00,0.00,0.00,0.00,-367.00,-367.00,2477.00,2477.00,725.00,725.00,1100.00,886.00,105.00,109.00,1100.00,9443.00,4502.00,3900.00,1041.00,2044.00,-152.00,2196.00,-1591.00,-1591.00,71539.00,71539.00,-3384.00,-3384.00,28629.00,12041.00,16819.00,28629.00,12041.00,16819.00
2005:Q3,0.00,0.00,0.00,0.00,0.00,1323.00,1323.00,2637.00,2637.00,-724.00,-724.00,4655.00,4457.00,305.00,-107.00,4655.00,27098.00,13729.00,10795.00,2574.00,6766.00,3457.00,3309.00,2320.00,2320.00,92410.00,92410.00,1971.00,1971.00,20633.00,6944.00,24495.00,20633.00,6944.00,24495.00
2005:Q4,0.00,0.00,0.00,0.00,0.00,22.00,22.00,2570.00,2570.00,650.00,650.00,1996.00,1372.00,101.00,523.00,1996.00,8720.00,4162.00,3539.00,1019.00,6836.00,4227.00,2609.00,-1463.00,-1463.00,-43741.00,-43741.00,22515.00,22515.00,17311.00,-7946.00,14102.00,17311.00,-7946.00,14102.00
2006:Q1,0.00,0.00,0.00,0.00,0.00,2362.00,2362.00,3813.00,3813.00,200.00,200.00,6806.00,3501.00,490.00,2815.00,6806.00,2929.00,507.00,1432.00,990.00,1383.00,-2623.00,4006.00,-512.00,-512.00,75724.00,75724.00,-1197.00,-1197.00,41269.00,34272.00,1105.00,41269.00,34272.00,1105.00
2006:Q2,0.00,0.00,0.00,0.00,0.00,-2927.00,-2927.00,2632.00,2632.00,171.00,171.00,4060.00,3241.00,296.00,523.00,4060.00,7604.00,2899.00,3254.00,1451.00,-3204.00,-4739.00,1535.00,-490.00,-490.00,114804.00,114804.00,-998.00,-998.00,31324.00,15582.00,2518.00,31324.00,15582.00,2518.00
2006:Q3,0.00,0.00,0.00,0.00,0.00,-389.00,-389.00,1447.00,1447.00,47.00,47.00,2582.00,1883.00,538.00,161.00,2582.00,7097.00,2670.00,3059.00,1368.00,653.00,-2969.00,3622.00,-485.00,-485.00,90262.00,90262.00,-453.00,-453.00,35008.00,5277.00,64549.00,35008.00,5277.00,64549.00
2006:Q4,0.00,0.00,0.00,0.00,0.00,762.00,762.00,4090.00,4090.00,150.00,150.00,1318.00,2835.00,-535.00,-982.00,1318.00,-1042.00,-1512.00,-163.00,633.00,2597.00,-2073.00,4670.00,-480.00,-480.00,21801.00,21801.00,20729.00,20729.00,40803.00,-10236.00,34454.00,40803.00,-10236.00,34454.00
2007:Q1,0.00,0.00,0.00,0.00,0.00,3769.00,3769.00,3221.00,3221.00,549.00,549.00,4641.00,2336.00,279.00,2026.00,4641.00,7158.00,3029.00,3022.00,1107.00,7029.00,4957.00,2072.00,1134.00,1134.00,134832.00,134832.00,-1193.00,-1193.00,150.00,35085.00,47894.00,150.00,35085.00,47894.00
2007:Q2,0.00,0.00,0.00,0.00,0.00,-1616.00,-1616.00,9004.00,9004.00,30.00,30.00,1681.00,1124.00,190.00,367.00,1681.00,7229.00,3074.00,3065.00,1090.00,14885.00,7990.00,6895.00,1136.00,1136.00,59347.00,59347.00,503.00,503.00,724.00,30693.00,29744.00,724.00,30693.00,29744.00
2007:Q3,0.00,0.00,0.00,0.00,0.00,3430.00,3430.00,2373.00,2373.00,467.00,467.00,6433.00,4653.00,1121.00,659.00,6433.00,7302.00,2944.00,3128.00,1230.00,7177.00,5318.00,1859.00,1135.00,1135.00,-21368.00,-21368.00,4812.00,4812.00,919.00,4264.00,33015.00,919.00,4264.00,33015.00
2007:Q4,24000.00,0.00,24000.00,0.00,0.00,-3662.00,-3662.00,-1225.00,-1225.00,-3.00,-3.00,2790.00,5364.00,-1348.00,-1226.00,2790.00,-2981.00,-2339.00,-895.00,253.00,2673.00,2367.00,306.00,1136.00,1136.00,-174872.00,-174872.00,19662.00,19662.00,510.00,-22353.00,32621.00,510.00,-22353.00,32621.00
2008:Q1,-3000.00,0.00,-3000.00,0.00,0.00,5789.00,5789.00,4807.00,4807.00,1332.00,1332.00,10675.00,8392.00,485.00,1798.00,10675.00,7345.00,2910.00,3132.00,1303.00,-18847.00,-10331.00,-8516.00,3684.00,3684.00,128842.00,128842.00,-429.00,-429.00,32175.00,35501.00,16879.00,32175.00,35501.00,16879.00
2008:Q2,41000.00,0.00,41000.00,0.00,0.00,-6555.00,-6555.00,7993.00,7993.00,398.00,398.00,1116.00,337.00,520.00,259.00,1116.00,10418.00,4732.00,4657.00,1029.00,-1096.00,-3622.00,2526.00,3684.00,3684.00,-9431.00,-9431.00,1608.00,1608.00,31709.00,13751.00,3781.00,31709.00,13751.00,3781.00
2008:Q3,226263.00,0.00,226263.00,0.00,0.00,6964.00,6964.00,-12973.00,-12973.00,-176.00,-176.00,3902.00,3370.00,24.00,508.00,3902.00,15045.00,7049.00,6249.00,1747.00,-22753.00,-12131.00,-10622.00,3684.00,3684.00,-222788.00,-222788.00,6496.00,6496.00,31754.00,1445.00,50882.00,31754.00,1445.00,50882.00
2008:Q4,265465.00,0.00,265465.00,0.00,0.00,-11595.00,-11595.00,-6024.00,-6024.00,1632.00,1632.00,1891.00,7352.00,-4402.00,-1059.00,1891.00,-7426.00,-3669.00,-3114.00,-643.00,-31860.00,-15151.00,-16709.00,3686.00,3686.00,-249854.00,-249854.00,18827.00,18827.00,31997.00,-33122.00,113803.00,31997.00,-33122.00,113803.00
2009:Q1,-243811.00,0.00,-243811.00,0.00,0.00,3495.00,3495.00,-11809.00,-11809.00,-513.00,-513.00,2253.00,2190.00,1684.00,-1621.00,2253.00,-2007.00,2126.00,-1350.00,-2783.00,11833.00,15343.00,-3510.00,-2152.00,-2152.00,-84828.00,-84828.00,-4201.00,-4201.00,19059.00,41139.00,81160.00,19059.00,41139.00,81160.00
2009:Q2,-195333.00,-1.00,-195332.00,0.00,0.00,-829.00,-829.00,-7760.00,-7760.00,-1664.00,-1664.00,1476.00,2259.00,-913.00,130.00,1476.00,-487.00,2669.00,-645.00,-2511.00,38717.00,25964.00,12753.00,-2151.00,-2151.00,41483.00,41483.00,1169.00,1169.00,19325.00,14753.00,136287.00,19325.00,14753.00,136287.00
2009:Q3,-57828.00,1.00,-57829.00,0.00,0.00,-3509.00,-3509.00,-7696.00,-7696.00,-389.00,-389.00,5689.00,5705.00,-599.00,583.00,5689.00,808.00,3287.00,-146.00,-2333.00,37771.00,26114.00,11657.00,-2151.00,-2151.00,45551.00,45551.00,1122.00,1122.00,19109.00,3469.00,65254.00,19109.00,3469.00,65254.00
2009:Q4,-46484.00,0.00,-46484.00,0.00,0.00,1244.00,1244.00,-6865.00,-6865.00,-2362.00,-2362.00,-993.00,-454.00,-1303.00,764.00,-993.00,-3334.00,653.00,-1811.00,-2176.00,25700.00,21141.00,4559.00,-2151.00,-2151.00,-32393.00,-32393.00,18477.00,18477.00,18256.00,-43799.00,31060.00,18256.00,-43799.00,31060.00
2010:Q1,-10272.00,0.00,-10272.00,0.00,0.00,5243.00,5243.00,-929.00,-929.00,2505.00,2505.00,2049.00,1108.00,-77.00,1018.00,2049.00,-902.00,-10010.00,1872.00,7236.00,5654.00,1151.00,4503.00,3846.00,3846.00,-7642.00,-7642.00,-1076.00,-1076.00,-5737.00,36791.00,42363.00,-5737.00,36791.00,42363.00
2010:Q2,1245.00,0.00,1245.00,0.00,0.00,-3335.00,-3335.00,-6104.00,-6104.00,894.00,894.00,5565.00,4598.00,-325.00,1292.00,5565.00,6660.00,-6464.00,4968.00,8156.00,-15753.00,-7826.00,-7927.00,3845.00,3845.00,-83631.00,-83631.00,1144.00,1144.00,-6378.00,16855.00,49925.00,-6378.00,16855.00,49925.00
2010:Q3,-1184.00,0.00,-1184.00,0.00,0.00,1882.00,1882.00,-1765.00,-1765.00,-2903.00,-2903.00,7219.00,6805.00,303.00,111.00,7219.00,4459.00,-7219.00,4048.00,7630.00,13692.00,3974.00,9718.00,3847.00,3847.00,7918.00,7918.00,3923.00,3923.00,-6533.00,5353.00,98914.00,-6533.00,5353.00,98914.00
