1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q3,4241371.00,3344692.00,761232.00,2568460.00,15000.00,896679.00,186784.00,95670.00,23217.00,520788.00,70220.00,4241371.00,860816.00,186784.00,674032.00,52144.00,27775.00,263745.00,95670.00,168075.00,383910.00,183650.00,200260.00,212864.00,71857.00,4657.00,18243.00,130504.00,5520.00,124984.00,101802.00,0.00,101802.00,116806.00,76323.00,40483.00,559902.00,535788.00,24114.00,213439.00,85824.00,48574.00,37250.00,119699.00,0.00,119699.00,11696.00,0.00,34454.00,0.00,-3985.00,3314.00,971905.00,212478.00,759427.00
1996:Q4,4316468.00,3387118.00,777414.00,2594704.00,15000.00,929350.00,187007.00,101270.00,23990.00,546392.00,70691.00,4316468.00,899121.00,187007.00,712114.00,47095.00,28550.00,256993.00,101270.00,155723.00,390907.00,190647.00,200260.00,190332.00,80714.00,4130.00,17416.00,126166.00,5316.00,120850.00,92748.00,0.00,92748.00,114885.00,74652.00,40233.00,586289.00,561392.00,24897.00,212791.00,92046.00,43063.00,48983.00,114145.00,0.00,114145.00,11861.00,0.00,18760.00,0.00,-12836.00,4025.00,1040330.00,236874.00,803456.00
1997:Q1,4354993.00,3433093.00,785558.00,2632535.00,15000.00,921900.00,186503.00,104770.00,24212.00,536537.00,69878.00,4354993.00,921348.00,186503.00,734845.00,54405.00,30114.00,248126.00,104770.00,143356.00,395076.00,189149.00,205927.00,197146.00,93987.00,4740.00,17812.00,94300.00,5715.00,88585.00,93260.00,0.00,93260.00,115830.00,75372.00,40458.00,576664.00,551537.00,25127.00,211138.00,84179.00,38080.00,46099.00,114055.00,0.00,114055.00,11200.00,0.00,19057.00,0.00,-22758.00,3580.00,1091734.00,229849.00,861885.00
1997:Q2,4295238.00,3361985.00,704135.00,2642850.00,15000.00,933253.00,186338.00,107920.00,25013.00,546040.00,67942.00,4295238.00,859481.00,186338.00,673143.00,40178.00,30723.00,243332.00,107920.00,135412.00,410914.00,195531.00,215383.00,188756.00,85764.00,4840.00,17935.00,94749.00,5482.00,89267.00,94402.00,0.00,94402.00,115729.00,76116.00,39613.00,586979.00,561040.00,25939.00,214907.00,76327.00,29727.00,46600.00,117530.00,0.00,117530.00,11045.00,0.00,13465.00,0.00,-28009.00,2902.00,1113289.00,200971.00,912318.00
1997:Q3,4321648.00,3369532.00,701909.00,2652623.00,15000.00,952116.00,186167.00,111860.00,24932.00,561602.00,67555.00,4321648.00,831778.00,186167.00,645611.00,36848.00,31574.00,235205.00,111860.00,123345.00,411822.00,193693.00,218129.00,178518.00,90508.00,5336.00,15747.00,95735.00,5625.00,90110.00,97858.00,0.00,97858.00,116364.00,77121.00,39243.00,602479.00,576602.00,25877.00,223531.00,76443.00,26559.00,49884.00,122307.00,0.00,122307.00,11016.00,0.00,21687.00,0.00,-42821.00,2687.00,1157026.00,205812.00,951214.00
1997:Q4,4379966.00,3388018.00,715394.00,2657624.00,15000.00,991948.00,186496.00,124080.00,25704.00,586693.00,68975.00,4379966.00,801718.00,186496.00,615222.00,26846.00,32235.00,239318.00,124080.00,115238.00,430736.00,197123.00,233613.00,181380.00,95073.00,4217.00,15611.00,96414.00,5284.00,91130.00,86874.00,0.00,86874.00,116875.00,77871.00,39004.00,628384.00,601693.00,26691.00,218997.00,87775.00,41729.00,46046.00,128943.00,0.00,128943.00,10851.00,0.00,25879.00,0.00,-5344.00,3971.00,1153213.00,193240.00,959973.00
1998:Q1,4395245.00,3399328.00,720077.00,2664251.00,15000.00,995917.00,186179.00,139140.00,25906.00,575469.00,69223.00,4395245.00,809073.00,186179.00,622894.00,21850.00,34170.00,238140.00,139140.00,99000.00,433182.00,195258.00,237924.00,186816.00,99679.00,4565.00,14980.00,92355.00,5428.00,86927.00,84290.00,0.00,84290.00,113845.00,72248.00,41597.00,617405.00,590469.00,26936.00,212146.00,84742.00,38756.00,45986.00,133268.00,0.00,133268.00,10580.00,0.00,11960.00,0.00,31929.00,2256.00,1158014.00,191572.00,966442.00
1998:Q2,4324866.00,3302345.00,641114.00,2646231.00,15000.00,1022521.00,185967.00,154970.00,26400.00,586532.00,68652.00,4324866.00,788559.00,185967.00,602592.00,19024.00,35854.00,258470.00,154970.00,103500.00,439773.00,197264.00,242509.00,166579.00,103805.00,4340.00,14477.00,87195.00,5567.00,81628.00,81015.00,0.00,81015.00,111506.00,67462.00,44044.00,628989.00,601532.00,27457.00,213210.00,82899.00,29591.00,53308.00,131729.00,0.00,131729.00,10431.00,0.00,15089.00,0.00,-29276.00,1675.00,1159523.00,169220.00,990303.00
1998:Q3,4310920.00,3265085.00,637648.00,2612437.00,15000.00,1045835.00,185888.00,164430.00,26468.00,601276.00,67773.00,4310920.00,772352.00,185888.00,586464.00,20292.00,37039.00,271846.00,164430.00,107416.00,446047.00,195864.00,250183.00,139881.00,86352.00,3744.00,13540.00,82459.00,6322.00,76137.00,77497.00,0.00,77497.00,107362.00,62277.00,45085.00,643873.00,616276.00,27597.00,207823.00,84136.00,29668.00,54468.00,126400.00,0.00,126400.00,10564.00,0.00,19024.00,0.00,38103.00,968.00,1121618.00,160599.00,961019.00
1998:Q4,4366585.00,3292049.00,690986.00,2586063.00,15000.00,1074536.00,186627.00,165290.00,27883.00,627911.00,66825.00,4366585.00,747465.00,186627.00,560838.00,23615.00,37974.00,280757.00,165290.00,115467.00,452141.00,194772.00,257369.00,135008.00,84795.00,3555.00,13139.00,76766.00,6401.00,70365.00,73815.00,0.00,73815.00,103244.00,57247.00,45997.00,671993.00,642911.00,29082.00,212576.00,110121.00,48116.00,62005.00,121349.00,0.00,121349.00,10140.00,0.00,25158.00,0.00,15817.00,913.00,1166244.00,183494.00,982750.00
1999:Q1,4364067.00,3298489.00,725517.00,2557972.00,15000.00,1065578.00,186532.00,167450.00,27831.00,617554.00,66211.00,4364067.00,717859.00,186532.00,531327.00,22992.00,37275.00,288434.00,167450.00,120984.00,465686.00,196759.00,268927.00,145188.00,85984.00,2987.00,12123.00,73680.00,6443.00,67237.00,71864.00,0.00,71864.00,105128.00,61258.00,43870.00,661609.00,632554.00,29055.00,211463.00,101036.00,45957.00,55079.00,118031.00,0.00,118031.00,9911.00,0.00,29837.00,0.00,48120.00,1143.00,1153717.00,192992.00,960725.00
1999:Q2,4266094.00,3187031.00,647844.00,2524187.00,15000.00,1079063.00,186482.00,172590.00,28823.00,627736.00,63432.00,4266094.00,683909.00,186482.00,497427.00,21103.00,36826.00,298601.00,172590.00,126011.00,484866.00,198127.00,286739.00,140786.00,83161.00,3005.00,12505.00,70529.00,4903.00,65626.00,68686.00,0.00,68686.00,112405.00,69067.00,43338.00,672791.00,642736.00,30055.00,213790.00,85686.00,29822.00,55864.00,115941.00,0.00,115941.00,9664.00,0.00,27339.00,0.00,-12250.00,1154.00,1135597.00,179477.00,956120.00
1999:Q3,4262488.00,3172959.00,653165.00,2504794.00,15000.00,1089529.00,186220.00,168090.00,29377.00,642468.00,63374.00,4262488.00,663773.00,186220.00,477553.00,21191.00,36878.00,299230.00,168090.00,131140.00,489037.00,197183.00,291854.00,134406.00,92495.00,2641.00,10811.00,67873.00,5188.00,62685.00,65217.00,0.00,65217.00,119550.00,76044.00,43506.00,688064.00,657468.00,30596.00,204790.00,89080.00,33234.00,55846.00,108441.00,0.00,108441.00,9540.00,0.00,28188.00,0.00,-21843.00,881.00,1152245.00,189180.00,963065.00
1999:Q4,4336716.00,3221095.00,737068.00,2469027.00,15000.00,1115621.00,186449.00,165730.00,30562.00,669033.00,63847.00,4336716.00,825419.00,186449.00,638970.00,19420.00,37179.00,304521.00,165730.00,138791.00,477963.00,176517.00,301446.00,132981.00,94503.00,2808.00,9613.00,64860.00,4239.00,60621.00,61865.00,0.00,61865.00,120121.00,75893.00,44228.00,715783.00,684033.00,31750.00,198824.00,106366.00,60055.00,46311.00,100884.00,0.00,100884.00,8145.00,0.00,30943.00,6.00,-42626.00,8773.00,1058365.00,185675.00,872690.00
2000:Q1,4298636.00,3201973.00,753288.00,2433685.00,15000.00,1096663.00,185263.00,161870.00,30455.00,657950.00,61125.00,4298636.00,763015.00,185263.00,577752.00,21881.00,37675.00,306266.00,161870.00,144396.00,501708.00,197038.00,304670.00,135207.00,89739.00,2498.00,9368.00,63527.00,5218.00,58309.00,61473.00,0.00,61473.00,117782.00,73413.00,44369.00,704552.00,672950.00,31602.00,196900.00,101397.00,58680.00,42717.00,98517.00,0.00,98517.00,8187.00,0.00,25151.00,10.00,-6509.00,922.00,1059370.00,194957.00,864413.00
2000:Q2,4119004.00,3014524.00,629928.00,2369596.00,15000.00,1104480.00,184634.00,160350.00,31111.00,668329.00,60056.00,4119004.00,653597.00,184634.00,468963.00,23978.00,37921.00,309254.00,160350.00,148904.00,504950.00,192792.00,312158.00,125514.00,84355.00,2366.00,8849.00,61267.00,5289.00,55978.00,60819.00,0.00,60819.00,116398.00,71437.00,44961.00,715577.00,683329.00,32248.00,194886.00,80320.00,39709.00,40611.00,100243.00,0.00,100243.00,8145.00,0.00,20659.00,84.00,-24138.00,1069.00,1032891.00,181040.00,851851.00
2000:Q3,4079861.00,2970228.00,616174.00,2339054.00,15000.00,1109633.00,184339.00,153290.00,31777.00,682363.00,57864.00,4079861.00,586378.00,184339.00,402039.00,23141.00,38917.00,307862.00,153290.00,154572.00,511413.00,184356.00,327057.00,117379.00,91203.00,2226.00,8604.00,59629.00,5364.00,54265.00,60369.00,0.00,60369.00,114613.00,67182.00,47431.00,730291.00,697363.00,32928.00,185471.00,79918.00,46628.00,33290.00,107279.00,0.00,107279.00,8221.00,0.00,29023.00,98.00,7847.00,1100.00,1008879.00,174616.00,834263.00
2000:Q4,4062699.00,2944782.00,646855.00,2282927.00,15000.00,1117917.00,184753.00,151030.00,32525.00,689935.00,59674.00,4062699.00,589317.00,184753.00,404564.00,18105.00,40162.00,309989.00,151030.00,158959.00,511703.00,178741.00,332962.00,96605.00,94029.00,1806.00,8218.00,57807.00,5740.00,52067.00,59553.00,0.00,59553.00,110794.00,64220.00,46574.00,738674.00,704935.00,33739.00,179057.00,93821.00,55795.00,38026.00,113057.00,0.00,113057.00,7603.00,0.00,13262.00,128.00,-3252.00,835.00,1021426.00,177846.00,843580.00
2001:Q1,4095263.00,2964368.00,712032.00,2237336.00,15000.00,1130895.00,184815.00,152890.00,34100.00,698274.00,60816.00,4095263.00,540053.00,184815.00,355238.00,16108.00,41329.00,316915.00,152890.00,164025.00,523862.00,184244.00,339618.00,80160.00,97915.00,1158.00,7980.00,56058.00,4164.00,51894.00,58651.00,0.00,58651.00,116812.00,68685.00,48127.00,748875.00,713274.00,35601.00,177342.00,99846.00,69073.00,30773.00,111893.00,0.00,111893.00,6736.00,0.00,11891.00,0.00,61131.00,765.00,1019783.00,175274.00,844509.00
2001:Q2,3949181.00,2804731.00,620044.00,2169687.00,15000.00,1144450.00,185517.00,153320.00,35442.00,709915.00,60256.00,3949181.00,456678.00,185517.00,271161.00,16063.00,42246.00,324800.00,153320.00,171480.00,535110.00,181126.00,353984.00,77342.00,102192.00,1037.00,6559.00,55887.00,3993.00,51894.00,57609.00,0.00,57609.00,111017.00,67620.00,43397.00,761947.00,724915.00,37032.00,183128.00,96833.00,58129.00,38704.00,110969.00,0.00,110969.00,6704.00,0.00,12281.00,0.00,1549.00,929.00,988301.00,159963.00,828338.00
2001:Q3,4031221.00,2883903.00,734856.00,2134047.00,15000.00,1147318.00,186464.00,146360.00,36778.00,723233.00,54483.00,4031221.00,459405.00,186464.00,272941.00,16864.00,42412.00,321165.00,146360.00,174805.00,534136.00,175104.00,359032.00,71853.00,108594.00,1415.00,6441.00,56312.00,4744.00,51568.00,56640.00,0.00,56640.00,110361.00,66279.00,44082.00,776980.00,738233.00,38747.00,166813.00,118650.00,74592.00,44058.00,100326.00,0.00,100326.00,6956.00,0.00,12581.00,0.00,67409.00,844.00,995064.00,177737.00,817327.00
2001:Q4,4118460.00,2940792.00,811214.00,2114578.00,15000.00,1177668.00,190390.00,146250.00,38660.00,750770.00,51598.00,4118460.00,439975.00,190390.00,249585.00,16852.00,42829.00,328438.00,146250.00,182188.00,551675.00,182074.00,369601.00,67841.00,103830.00,1167.00,7420.00,58562.00,5431.00,53131.00,59360.00,4442.00,54918.00,103378.00,63867.00,39511.00,806535.00,765770.00,40765.00,155099.00,142343.00,95642.00,46701.00,105593.00,0.00,105593.00,7672.00,0.00,13613.00,54.00,9816.00,1200.00,1095208.00,218237.00,876971.00
2002:Q1,4157645.00,2994298.00,834378.00,2144920.00,15000.00,1163347.00,191963.00,141050.00,40404.00,738737.00,51193.00,4157645.00,425956.00,191963.00,233993.00,20664.00,42831.00,327641.00,141050.00,186591.00,575356.00,192364.00,382992.00,82696.00,94055.00,1999.00,7587.00,61203.00,5512.00,55691.00,67678.00,6308.00,61370.00,108018.00,62330.00,45688.00,796229.00,753737.00,42492.00,163285.00,142746.00,100300.00,42446.00,105656.00,0.00,105656.00,5715.00,0.00,18049.00,714.00,-1663.00,1275.00,1109955.00,222569.00,887386.00
2002:Q2,4187119.00,3012323.00,822439.00,2174884.00,15000.00,1174796.00,192771.00,142750.00,41603.00,747571.00,50101.00,4187119.00,364754.00,192771.00,171983.00,25139.00,42833.00,333649.00,142750.00,190899.00,590683.00,196633.00,394050.00,87955.00,105714.00,1114.00,8183.00,64334.00,6038.00,58296.00,75958.00,8237.00,67721.00,105255.00,59711.00,45544.00,806345.00,762571.00,43774.00,153870.00,128379.00,91644.00,36735.00,106098.00,0.00,106098.00,5681.00,0.00,20635.00,725.00,9925.00,1731.00,1148159.00,247185.00,900974.00
2002:Q3,4287334.00,3096826.00,868220.00,2213606.00,15000.00,1190508.00,193313.00,144290.00,44948.00,758685.00,49272.00,4287334.00,339065.00,193313.00,145752.00,28351.00,42835.00,338576.00,144290.00,194286.00,604191.00,202210.00,401981.00,84912.00,114976.00,1057.00,6936.00,69200.00,8630.00,60570.00,85464.00,10730.00,74734.00,103439.00,56935.00,46504.00,821084.00,773685.00,47399.00,156284.00,124965.00,90377.00,34588.00,119239.00,0.00,119239.00,5949.00,2209.00,25025.00,778.00,49.00,1407.00,1211343.00,262250.00,949093.00
2002:Q4,4400053.00,3181716.00,888741.00,2277975.00,15000.00,1218337.00,194933.00,153400.00,46849.00,775299.00,47856.00,4400053.00,270518.00,194933.00,75585.00,31354.00,42837.00,354673.00,153400.00,201273.00,629406.00,226682.00,402724.00,95557.00,116699.00,1490.00,7525.00,74926.00,10742.00,64184.00,92779.00,11066.00,81713.00,98904.00,51169.00,47735.00,840845.00,791473.00,49372.00,158882.00,146058.00,112489.00,33569.00,121054.00,0.00,121054.00,5073.00,2057.00,25729.00,813.00,-3912.00,1288.00,1285498.00,268918.00,1016580.00
2003:Q1,4441492.00,3293980.00,955018.00,2323962.00,15000.00,1147512.00,196930.00,148830.00,0.00,752803.00,48949.00,4441492.00,351745.00,196930.00,154815.00,34525.00,43351.00,349974.00,148830.00,201144.00,641464.00,232706.00,408758.00,98536.00,44507.00,1621.00,7454.00,76333.00,11885.00,64448.00,92770.00,12342.00,80428.00,106624.00,57454.00,49170.00,772914.00,770145.00,2769.00,162134.00,153646.00,113049.00,40597.00,129128.00,0.00,129128.00,5125.00,1614.00,25256.00,1087.00,17481.00,1325.00,1322878.00,283025.00,1039853.00
2003:Q2,4558534.00,3356764.00,927754.00,2414010.00,15000.00,1201770.00,199181.00,140500.00,50114.00,763644.00,48331.00,4558534.00,384915.00,199181.00,185734.00,36575.00,43866.00,347857.00,140500.00,207357.00,652118.00,238965.00,413153.00,87902.00,44497.00,1972.00,8357.00,80255.00,15748.00,64507.00,90486.00,11720.00,78766.00,111418.00,63601.00,47817.00,833884.00,780999.00,52885.00,161290.00,149295.00,109187.00,40108.00,135224.00,0.00,135224.00,5304.00,1367.00,25477.00,2062.00,-63208.00,2358.00,1415263.00,287617.00,1127646.00
2003:Q3,4675606.00,3438700.00,918196.00,2505504.00,15000.00,1236906.00,201562.00,148370.00,51133.00,773146.00,62695.00,4675606.00,360039.00,201562.00,158477.00,35355.00,44380.00,356067.00,148370.00,207697.00,656116.00,241533.00,414583.00,92410.00,39872.00,2337.00,9179.00,83601.00,18556.00,65045.00,88817.00,12747.00,76070.00,108321.00,60711.00,47610.00,844443.00,790884.00,53559.00,155486.00,138729.00,105395.00,33334.00,131249.00,0.00,131249.00,5463.00,1860.00,23967.00,2451.00,8142.00,2986.00,1484336.00,284745.00,1199591.00
2003:Q4,4823169.00,3553832.00,928768.00,2610064.00,15000.00,1269337.00,203862.00,149190.00,51160.00,799966.00,65159.00,4823169.00,419299.00,203862.00,215437.00,33690.00,44895.00,361492.00,149190.00,212302.00,666665.00,244833.00,421832.00,105691.00,33412.00,2480.00,8764.00,87562.00,21474.00,66088.00,82049.00,8636.00,73413.00,113112.00,65515.00,47597.00,870794.00,817426.00,53368.00,148631.00,134678.00,101022.00,33656.00,132725.00,0.00,132725.00,5509.00,2147.00,13462.00,2088.00,37778.00,2722.00,1513524.00,290919.00,1222605.00
2004:Q1,4944973.00,3702839.00,984940.00,2702899.00,15000.00,1242134.00,204466.00,155710.00,51781.00,786183.00,43994.00,4944973.00,426852.00,204466.00,222386.00,34925.00,46220.00,372394.00,155710.00,216684.00,674084.00,246539.00,427545.00,112564.00,36540.00,2796.00,8731.00,91657.00,23176.00,68481.00,83984.00,8326.00,75658.00,110091.00,62426.00,47665.00,857316.00,803413.00,53903.00,143553.00,128580.00,93627.00,34953.00,116206.00,0.00,116206.00,6864.00,3108.00,13049.00,3310.00,11917.00,2146.00,1658086.00,315465.00,1342621.00
2004:Q2,4994623.00,3736774.00,946759.00,2775015.00,15000.00,1257849.00,204631.00,161470.00,53936.00,794232.00,43580.00,4994623.00,405345.00,204631.00,200714.00,34008.00,47545.00,390124.00,161470.00,228654.00,687391.00,254295.00,433096.00,110060.00,33488.00,3700.00,8986.00,93880.00,24077.00,69803.00,84040.00,6528.00,77512.00,111054.00,62732.00,48322.00,867191.00,811221.00,55970.00,134943.00,105120.00,84438.00,20682.00,142725.00,0.00,142725.00,7198.00,3740.00,13724.00,4263.00,-82071.00,2403.00,1785766.00,321065.00,1464701.00
2004:Q3,5093081.00,3822244.00,961449.00,2845795.00,15000.00,1270837.00,204200.00,158210.00,56367.00,809347.00,42713.00,5093081.00,357720.00,204200.00,153520.00,31880.00,48870.00,392476.00,158210.00,234266.00,700341.00,258804.00,441537.00,90719.00,34385.00,3217.00,8579.00,101408.00,30167.00,71241.00,84895.00,5565.00,79330.00,108814.00,59407.00,49407.00,884717.00,826254.00,58463.00,139774.00,102957.00,82378.00,20579.00,148533.00,0.00,148533.00,7547.00,4191.00,13024.00,5298.00,-12771.00,1550.00,1834957.00,335429.00,1499528.00
2004:Q4,5226622.00,3919926.00,1001189.00,2904737.00,14000.00,1306696.00,204456.00,160680.00,56671.00,841900.00,42989.00,5226622.00,472753.00,204456.00,268297.00,34014.00,50195.00,403872.00,160680.00,243192.00,717819.00,262970.00,454849.00,82612.00,27725.00,3836.00,8857.00,107388.00,35226.00,72162.00,84498.00,3623.00,80875.00,108228.00,58574.00,49654.00,916388.00,857681.00,58707.00,148691.00,104984.00,84993.00,19991.00,150732.00,0.00,150732.00,7661.00,5005.00,12860.00,7554.00,-44572.00,1969.00,1813553.00,323668.00,1489885.00
2005:Q1,5379919.00,4062682.00,1055765.00,2992917.00,14000.00,1317237.00,204247.00,179010.00,58891.00,830345.00,44744.00,5379919.00,443671.00,204247.00,239424.00,49230.00,51689.00,428088.00,179010.00,249078.00,717326.00,263005.00,454321.00,95664.00,32173.00,4034.00,8337.00,108646.00,36541.00,72105.00,87979.00,4505.00,83474.00,109570.00,59471.00,50099.00,906914.00,845982.00,60932.00,156079.00,105476.00,77689.00,27787.00,154161.00,0.00,154161.00,7718.00,7286.00,13033.00,10075.00,-26886.00,1576.00,1908080.00,314895.00,1593185.00
2005:Q2,5333242.00,3992064.00,920023.00,3058041.00,14000.00,1341178.00,204226.00,206740.00,61599.00,826123.00,42490.00,5333242.00,396571.00,204226.00,192345.00,52929.00,53184.00,461068.00,206740.00,254328.00,724722.00,265015.00,459707.00,85262.00,27352.00,3497.00,8442.00,106784.00,35821.00,70963.00,91398.00,4344.00,87054.00,110449.00,60297.00,50152.00,905334.00,841630.00,63704.00,164628.00,90842.00,65192.00,25650.00,155408.00,0.00,155408.00,8134.00,7946.00,12569.00,14620.00,-69113.00,2368.00,1918848.00,283765.00,1635083.00
2005:Q3,5420140.00,4044797.00,910323.00,3120474.00,14000.00,1375343.00,203644.00,225280.00,63512.00,840157.00,42750.00,5420140.00,384857.00,203644.00,181213.00,48484.00,54679.00,493600.00,225280.00,268320.00,736360.00,269758.00,466602.00,84144.00,27529.00,3335.00,7917.00,108217.00,37140.00,71077.00,95583.00,4754.00,90829.00,111797.00,60714.00,51083.00,921309.00,855663.00,65646.00,159742.00,87188.00,59100.00,28088.00,164423.00,0.00,164423.00,7831.00,8952.00,12814.00,20596.00,-84185.00,2393.00,1962575.00,259377.00,1703198.00
2005:Q4,5560940.00,4143058.00,960701.00,3168357.00,14000.00,1417882.00,205162.00,235570.00,64450.00,868907.00,43793.00,5560940.00,419267.00,205162.00,214105.00,52117.00,56174.00,512709.00,235570.00,277139.00,744215.00,271270.00,472945.00,76496.00,27843.00,3935.00,7722.00,106757.00,37604.00,69153.00,98464.00,4621.00,93843.00,111423.00,60001.00,51422.00,951019.00,884465.00,66554.00,152468.00,90359.00,71173.00,19186.00,171557.00,0.00,171557.00,7784.00,9691.00,13069.00,26960.00,-64593.00,1113.00,1984391.00,264728.00,1719663.00
2006:Q1,5703174.00,4297584.00,1039036.00,3244548.00,14000.00,1405590.00,205975.00,234840.00,65904.00,854760.00,44111.00,5703174.00,573731.00,205975.00,367756.00,50010.00,56213.00,515550.00,234840.00,280710.00,758542.00,275370.00,483172.00,74201.00,24043.00,4034.00,8032.00,105522.00,34583.00,70939.00,97245.00,4721.00,92524.00,111814.00,59973.00,51841.00,938355.00,870353.00,68002.00,150428.00,86503.00,66125.00,20378.00,169426.00,0.00,169426.00,7196.00,9857.00,13435.00,32645.00,-80442.00,2657.00,1994177.00,283078.00,1711099.00
2006:Q2,5632891.00,4211505.00,913803.00,3283702.00,14000.00,1421386.00,205227.00,242020.00,70550.00,859308.00,44281.00,5632891.00,563140.00,205227.00,357913.00,44880.00,56252.00,531464.00,242020.00,289444.00,766364.00,275370.00,490994.00,78373.00,26992.00,3726.00,7748.00,102990.00,30451.00,72539.00,95000.00,4596.00,90404.00,112960.00,60637.00,52323.00,947583.00,874946.00,72637.00,145994.00,81491.00,59913.00,21578.00,162940.00,0.00,162940.00,7526.00,11517.00,13758.00,38062.00,-148706.00,2626.00,1980211.00,253270.00,1726941.00
2006:Q3,5691443.00,4257879.00,908474.00,3335405.00,14000.00,1433564.00,203656.00,238840.00,72169.00,874247.00,44652.00,5691443.00,469865.00,203656.00,266209.00,44794.00,56291.00,542253.00,238840.00,303413.00,768924.00,277019.00,491905.00,70296.00,29877.00,3298.00,7833.00,105288.00,31551.00,73737.00,92944.00,4945.00,87999.00,121017.00,65239.00,55778.00,964364.00,890040.00,74324.00,145818.00,73141.00,52821.00,20320.00,168127.00,0.00,168127.00,7728.00,12045.00,13971.00,45268.00,-110515.00,2274.00,2056542.00,244681.00,1811861.00
2006:Q4,5780414.00,4297561.00,940772.00,3342789.00,14000.00,1482853.00,202434.00,257630.00,72785.00,904667.00,45337.00,5780414.00,332258.00,202434.00,129824.00,45463.00,56329.00,571388.00,257630.00,313758.00,778915.00,277019.00,501896.00,74411.00,26795.00,3687.00,7431.00,109459.00,34100.00,75359.00,89312.00,5064.00,84248.00,135070.00,112153.00,22917.00,995314.00,920329.00,74985.00,149806.00,84451.00,64677.00,19774.00,173246.00,0.00,173246.00,7809.00,12883.00,14247.00,50514.00,-67057.00,2505.00,2126178.00,253331.00,1872847.00
2007:Q1,5917644.00,4423714.00,1029109.00,3380605.00,14000.00,1493930.00,200335.00,281930.00,76341.00,889380.00,45944.00,5917644.00,304573.00,200335.00,104238.00,39167.00,57082.00,609217.00,281930.00,327287.00,780901.00,277019.00,503882.00,77624.00,31250.00,3147.00,6998.00,101684.00,30609.00,71075.00,85712.00,4285.00,81427.00,135026.00,111676.00,23350.00,983510.00,904910.00,78600.00,152609.00,93210.00,66650.00,26560.00,180427.00,0.00,180427.00,7637.00,13832.00,14526.00,58253.00,-41484.00,747.00,2221996.00,279615.00,1942381.00
2007:Q2,5796827.00,4294495.00,865668.00,3414827.00,14000.00,1502332.00,198648.00,301620.00,77399.00,878812.00,45853.00,5796827.00,296051.00,198648.00,97403.00,33119.00,57834.00,638627.00,301620.00,337007.00,790522.00,277019.00,513503.00,75919.00,23261.00,3161.00,7254.00,89835.00,23273.00,66562.00,82018.00,3721.00,78297.00,134980.00,111198.00,23782.00,973880.00,894221.00,79659.00,158227.00,91642.00,63003.00,28639.00,179473.00,0.00,179473.00,6995.00,15794.00,14837.00,68264.00,-139335.00,824.00,2193645.00,228764.00,1964881.00
2007:Q3,5918987.00,4403060.00,954607.00,3434453.00,14000.00,1515927.00,197126.00,296510.00,81379.00,895027.00,45885.00,5918987.00,265474.00,197126.00,68348.00,38968.00,58587.00,643737.00,296510.00,347227.00,779632.00,267019.00,512613.00,78066.00,30131.00,2211.00,8555.00,80785.00,18990.00,61795.00,78130.00,2888.00,75242.00,134936.00,110721.00,24215.00,994185.00,910452.00,83733.00,149118.00,130326.00,100051.00,30275.00,176449.00,0.00,176449.00,7002.00,17302.00,15050.00,76607.00,-95338.00,702.00,2248372.00,262209.00,1986163.00
2007:Q4,6051176.00,4493689.00,999547.00,3480142.00,14000.00,1557487.00,196452.00,293240.00,83913.00,937977.00,45905.00,6051176.00,193744.00,196452.00,-2708.00,38319.00,59339.00,649008.00,293240.00,355768.00,740611.00,227841.00,512770.00,80056.00,30403.00,1834.00,10418.00,72554.00,16205.00,56349.00,73783.00,2529.00,71254.00,134891.00,110244.00,24647.00,1039896.00,953558.00,86338.00,140220.00,181813.00,139679.00,42134.00,185444.00,0.00,185444.00,6355.00,20214.00,15547.00,78176.00,-84964.00,7073.00,2376442.00,302698.00,2073744.00
2008:Q1,6235995.00,4691656.00,1153879.00,3523777.00,14000.00,1544339.00,195425.00,286340.00,91977.00,922888.00,47709.00,6235995.00,190854.00,195425.00,-4571.00,27239.00,57456.00,647315.00,286340.00,360975.00,591234.00,92985.00,498249.00,70102.00,37557.00,1405.00,9561.00,73710.00,16898.00,56812.00,84906.00,6088.00,78818.00,135908.00,107515.00,28393.00,1033481.00,938606.00,94875.00,131713.00,302500.00,250825.00,51675.00,190110.00,0.00,190110.00,6295.00,22318.00,15716.00,77425.00,-33674.00,6331.00,2556533.00,355671.00,2200862.00
