date,FU226330005.Q,FU225013005.Q,FU224090005.Q,FU223020043.Q,FU223030045.Q,FU223034005.Q,FU222051043.Q,FU224022045.Q,FU223069143.Q,FU223061143.Q,FU223061743.Q,FU223062043.Q,FU223063045.Q,FU223065043.Q,FU223064145.Q,FU223064205.Q,FU223090005.Q,FU223095505.Q,FU223073045.Q,FU223093005.Q,FU224190005.Q,FU224090045.Q,FU224090055.Q
1979:Q3,1.00,2.00,7126.00,5.00,211.00,0.00,0.00,972.00,0.00,-40.00,-431.00,13.00,1430.00,305.00,2015.00,0.00,3618.00,0.00,3618.00,0.00,7126.00,7126.00,0.00
1979:Q4,1.00,2.00,7200.00,82.00,403.00,0.00,0.00,2230.00,0.00,1419.00,1295.00,30.00,-514.00,282.00,1118.00,0.00,3085.00,0.00,3085.00,0.00,7200.00,7200.00,0.00
1980:Q1,1.00,2.00,7386.00,50.00,111.00,0.00,0.00,5442.00,0.00,1453.00,621.00,191.00,3177.00,450.00,896.00,210.00,227.00,0.00,209.00,18.00,7387.00,7176.00,210.00
1980:Q2,1.00,2.00,7060.00,48.00,-13.00,0.00,0.00,7475.00,0.00,1423.00,1802.00,-76.00,4326.00,241.00,879.00,-186.00,-1384.00,0.00,-1401.00,17.00,7061.00,7246.00,-186.00
1980:Q3,1.00,2.00,7654.00,-75.00,3.00,0.00,0.00,3769.00,0.00,2417.00,269.00,-104.00,1187.00,302.00,1303.00,209.00,2143.00,0.00,2125.00,18.00,7655.00,7445.00,209.00
1980:Q4,1.00,2.00,7813.00,14.00,125.00,0.00,0.00,2643.00,0.00,928.00,1031.00,138.00,546.00,293.00,2254.00,198.00,2286.00,0.00,2269.00,17.00,7814.00,7615.00,198.00
1981:Q1,1.00,2.00,7634.00,181.00,423.00,0.00,0.00,3193.00,0.00,1505.00,1118.00,-139.00,709.00,276.00,1108.00,-1.00,2454.00,0.00,2436.00,18.00,7635.00,7635.00,-1.00
1981:Q2,1.00,2.00,7954.00,-68.00,-346.00,0.00,0.00,6782.00,0.00,2099.00,747.00,75.00,3861.00,436.00,2132.00,58.00,-1040.00,0.00,-1057.00,17.00,7955.00,7896.00,58.00
1981:Q3,1.00,2.00,8451.00,27.00,535.00,0.00,0.00,3687.00,0.00,684.00,1173.00,-136.00,1966.00,598.00,2675.00,328.00,601.00,0.00,583.00,18.00,8452.00,8123.00,328.00
1981:Q4,1.00,2.00,8379.00,-119.00,-483.00,0.00,0.00,6503.00,0.00,2349.00,2129.00,-3.00,2028.00,319.00,1155.00,149.00,855.00,0.00,837.00,18.00,8380.00,8230.00,149.00
1982:Q1,2.00,2.00,8233.00,28.00,159.00,0.00,0.00,5986.00,0.00,1981.00,2987.00,-205.00,1223.00,471.00,1488.00,73.00,28.00,0.00,-2.00,30.00,8234.00,8160.00,73.00
1982:Q2,2.00,2.00,8524.00,108.00,638.00,0.00,0.00,6139.00,0.00,2872.00,656.00,197.00,2414.00,236.00,553.00,113.00,737.00,0.00,706.00,31.00,8525.00,8411.00,113.00
1982:Q3,2.00,2.00,8943.00,76.00,473.00,0.00,0.00,5709.00,0.00,3432.00,3446.00,-298.00,-871.00,441.00,-761.00,187.00,2818.00,0.00,2787.00,31.00,8944.00,8756.00,187.00
1982:Q4,2.00,2.00,9226.00,145.00,909.00,0.00,0.00,2636.00,0.00,1049.00,2971.00,-419.00,-965.00,106.00,4746.00,138.00,546.00,0.00,515.00,31.00,9227.00,9088.00,138.00
1983:Q1,2.00,3.00,9115.00,221.00,1358.00,0.00,164.00,3147.00,164.00,2914.00,1029.00,-768.00,-192.00,210.00,4911.00,-113.00,-783.00,0.00,-818.00,35.00,9116.00,9228.00,-113.00
1983:Q2,2.00,3.00,9695.00,24.00,407.00,0.00,242.00,4464.00,242.00,3860.00,817.00,120.00,-575.00,116.00,3315.00,76.00,1051.00,0.00,999.00,52.00,9696.00,9619.00,76.00
1983:Q3,2.00,3.00,10229.00,-65.00,-452.00,0.00,289.00,-1713.00,289.00,2606.00,250.00,-60.00,-4798.00,50.00,6421.00,323.00,5376.00,0.00,5305.00,71.00,10230.00,9906.00,323.00
1983:Q4,2.00,3.00,10236.00,239.00,1480.00,0.00,305.00,1353.00,305.00,2632.00,2846.00,-423.00,-4007.00,502.00,5341.00,264.00,752.00,0.00,665.00,87.00,10237.00,9972.00,264.00
1984:Q1,2.00,4.00,10234.00,223.00,1319.00,0.00,321.00,6559.00,321.00,5651.00,940.00,151.00,-504.00,75.00,1780.00,355.00,-398.00,0.00,-363.00,-35.00,10236.00,9879.00,355.00
1984:Q2,2.00,4.00,9843.00,167.00,989.00,0.00,336.00,10623.00,336.00,4616.00,-1391.00,113.00,6949.00,209.00,458.00,-72.00,-2867.00,0.00,-2832.00,-35.00,9845.00,9915.00,-72.00
1984:Q3,2.00,5.00,10279.00,213.00,1634.00,0.00,383.00,7817.00,383.00,5154.00,691.00,-196.00,1785.00,26.00,2769.00,132.00,-2696.00,0.00,-2679.00,-17.00,10281.00,10147.00,132.00
1984:Q4,2.00,5.00,10630.00,-4.00,-767.00,0.00,460.00,8743.00,460.00,3583.00,3816.00,-534.00,1418.00,294.00,2266.00,262.00,-625.00,0.00,-572.00,-53.00,10632.00,10368.00,262.00
1985:Q1,2.00,5.00,10514.00,340.00,2125.00,0.00,539.00,-678.00,539.00,5908.00,187.00,16.00,-7328.00,64.00,5267.00,107.00,2750.00,0.00,2733.00,17.00,10517.00,10407.00,107.00
1985:Q2,2.00,5.00,10878.00,547.00,529.00,0.00,617.00,5560.00,617.00,3368.00,-2654.00,-272.00,4501.00,26.00,9868.00,87.00,-6356.00,0.00,-6374.00,18.00,10881.00,10791.00,87.00
1985:Q3,2.00,5.00,11236.00,-390.00,-465.00,0.00,664.00,8518.00,664.00,2720.00,715.00,-53.00,4472.00,-24.00,4096.00,94.00,-1257.00,0.00,-1293.00,36.00,11239.00,11142.00,94.00
1985:Q4,2.00,5.00,11414.00,-145.00,-822.00,1427.00,680.00,5742.00,680.00,5473.00,-3432.00,-97.00,3118.00,-12.00,9339.00,89.00,-4884.00,0.00,-4934.00,50.00,11417.00,11325.00,89.00
1986:Q1,2.00,6.00,11930.00,-51.00,745.00,67.00,714.00,6042.00,714.00,9645.00,-3223.00,-190.00,-904.00,91.00,6310.00,693.00,-2681.00,0.00,-2780.00,99.00,11934.00,11239.00,691.00
1986:Q2,2.00,6.00,11541.00,-100.00,111.00,-14.00,766.00,7434.00,766.00,3479.00,1123.00,258.00,1808.00,-203.00,4920.00,-669.00,-705.00,0.00,-796.00,91.00,11544.00,11547.00,-6.00
1986:Q3,3.00,6.00,12003.00,299.00,-2588.00,107.00,875.00,12788.00,875.00,6097.00,1881.00,-161.00,4096.00,167.00,6459.00,-763.00,-5341.00,0.00,-5332.00,-9.00,12006.00,11914.00,89.00
1986:Q4,3.00,6.00,12309.00,583.00,-1704.00,138.00,915.00,18217.00,915.00,10725.00,242.00,-326.00,6661.00,186.00,6350.00,-292.00,-12084.00,0.00,-12115.00,31.00,12312.00,12204.00,105.00
1987:Q1,3.00,7.00,12804.00,627.00,-2488.00,32.00,941.00,11563.00,941.00,7486.00,1770.00,-156.00,1522.00,-217.00,8554.00,2259.00,-8468.00,0.00,-8536.00,68.00,12808.00,12220.00,584.00
1987:Q2,3.00,7.00,12640.00,592.00,-1650.00,128.00,959.00,6084.00,959.00,6688.00,1394.00,53.00,-3010.00,-105.00,11386.00,1588.00,-6342.00,0.00,-6337.00,-5.00,12644.00,12593.00,47.00
1987:Q3,3.00,7.00,12856.00,411.00,-734.00,52.00,759.00,4291.00,759.00,5911.00,1616.00,41.00,-4036.00,180.00,8206.00,1504.00,-1813.00,0.00,-1667.00,-146.00,12860.00,12881.00,-25.00
1987:Q4,3.00,8.00,12861.00,132.00,197.00,78.00,343.00,9962.00,343.00,3452.00,34.00,161.00,5972.00,-77.00,4226.00,-927.00,-1073.00,0.00,-1025.00,-48.00,12865.00,12966.00,-105.00
1988:Q1,4.00,9.00,12901.00,8.00,545.00,97.00,-25.00,4055.00,-25.00,4704.00,-2634.00,-141.00,2151.00,117.00,6115.00,-413.00,2402.00,0.00,2446.00,-44.00,12907.00,12937.00,-36.00
1988:Q2,4.00,10.00,13373.00,243.00,104.00,350.00,-347.00,8113.00,-347.00,-630.00,-759.00,75.00,9774.00,189.00,3894.00,-311.00,1138.00,0.00,1182.00,-44.00,13379.00,13186.00,187.00
1988:Q3,4.00,10.00,13853.00,-359.00,623.00,201.00,-432.00,5250.00,-432.00,5800.00,-11.00,-120.00,13.00,-51.00,9023.00,-1043.00,641.00,0.00,612.00,29.00,13859.00,13816.00,37.00
1988:Q4,4.00,10.00,14668.00,-326.00,628.00,148.00,-285.00,4081.00,-285.00,1919.00,-4210.00,-89.00,6746.00,17.00,3819.00,-444.00,7030.00,0.00,5425.00,1605.00,14674.00,14529.00,139.00
1989:Q1,4.00,10.00,15108.00,-725.00,1007.00,278.00,137.00,10569.00,137.00,398.00,2573.00,-66.00,7527.00,-471.00,1852.00,-278.00,2739.00,0.00,2123.00,616.00,15114.00,15004.00,104.00
1989:Q2,4.00,10.00,16091.00,-92.00,295.00,261.00,33.00,10687.00,33.00,607.00,6008.00,-64.00,4103.00,-14.00,3526.00,-2.00,1397.00,0.00,211.00,1186.00,16097.00,15945.00,146.00
1989:Q3,4.00,11.00,16847.00,-295.00,432.00,159.00,173.00,5241.00,173.00,1534.00,3465.00,-67.00,136.00,177.00,3501.00,41.00,7418.00,0.00,6137.00,1281.00,16853.00,16770.00,77.00
1989:Q4,4.00,11.00,17433.00,-127.00,210.00,296.00,-823.00,4736.00,-823.00,-802.00,3810.00,-68.00,2619.00,4.00,5170.00,-321.00,8288.00,0.00,7219.00,1069.00,17439.00,17235.00,198.00
1990:Q1,5.00,13.00,17353.00,619.00,-581.00,244.00,266.00,16475.00,266.00,10368.00,3011.00,211.00,2619.00,-118.00,-1161.00,-98.00,1707.00,0.00,1367.00,340.00,17361.00,17159.00,194.00
1990:Q2,5.00,13.00,17733.00,528.00,-526.00,-20.00,1441.00,7235.00,1441.00,5537.00,1871.00,7.00,-1621.00,62.00,4553.00,977.00,3483.00,0.00,2263.00,1220.00,17741.00,17541.00,192.00
1990:Q3,5.00,13.00,18018.00,398.00,-151.00,123.00,410.00,2422.00,410.00,1846.00,5170.00,-241.00,-4763.00,68.00,7305.00,-832.00,8275.00,0.00,8479.00,-204.00,18026.00,17861.00,157.00
1990:Q4,5.00,13.00,18266.00,258.00,-101.00,190.00,413.00,-6371.00,413.00,-1912.00,1596.00,228.00,-6696.00,750.00,11832.00,730.00,10565.00,0.00,10359.00,206.00,18274.00,17998.00,268.00
1991:Q1,6.00,14.00,17429.00,-608.00,6957.00,-569.00,1552.00,4587.00,1552.00,8909.00,84.00,-109.00,-5849.00,501.00,8766.00,1599.00,-5356.00,0.00,-1435.00,-3921.00,17437.00,17856.00,-427.00
1991:Q2,6.00,14.00,18822.00,274.00,-2428.00,78.00,2730.00,3934.00,2730.00,1609.00,1716.00,123.00,-2244.00,-240.00,5575.00,948.00,7951.00,0.00,7098.00,853.00,18830.00,18538.00,284.00
1991:Q3,6.00,13.00,19814.00,-1602.00,-2328.00,261.00,4355.00,-2921.00,4355.00,-14805.00,-100.00,62.00,7567.00,353.00,10076.00,1830.00,9790.00,0.00,9521.00,269.00,19821.00,19576.00,238.00
1991:Q4,6.00,13.00,21055.00,769.00,-1074.00,22.00,-2002.00,-3798.00,-2002.00,1546.00,-6513.00,70.00,3101.00,211.00,14670.00,1462.00,10795.00,0.00,11206.00,-411.00,21062.00,20698.00,357.00
1992:Q1,6.00,17.00,21744.00,153.00,-422.00,-5.00,431.00,9688.00,431.00,6410.00,-2630.00,-65.00,5542.00,-713.00,2108.00,1245.00,9259.00,0.00,9142.00,117.00,21754.00,21637.00,107.00
1992:Q2,6.00,17.00,22933.00,475.00,-48.00,22.00,1386.00,5218.00,1386.00,6055.00,-6172.00,-20.00,3969.00,893.00,5224.00,1507.00,8256.00,0.00,8253.00,3.00,22943.00,22629.00,304.00
1992:Q3,6.00,17.00,23723.00,1974.00,-448.00,139.00,2888.00,16400.00,2888.00,19718.00,-1200.00,-156.00,-4850.00,-760.00,656.00,397.00,2477.00,0.00,3181.00,-704.00,23733.00,23496.00,227.00
1992:Q4,6.00,17.00,24179.00,106.00,-968.00,85.00,1107.00,6266.00,1107.00,5857.00,-8275.00,67.00,7510.00,147.00,5860.00,2146.00,9430.00,0.00,8923.00,507.00,24190.00,23700.00,479.00
1993:Q1,7.00,21.00,23494.00,-679.00,649.00,397.00,539.00,-1236.00,539.00,1416.00,-7021.00,15.00,3815.00,-808.00,15645.00,1509.00,7478.00,0.00,7385.00,93.00,23507.00,23151.00,343.00
1993:Q2,7.00,21.00,23660.00,293.00,1010.00,343.00,1125.00,11732.00,1125.00,6428.00,-662.00,157.00,4684.00,-1139.00,-682.00,1645.00,9333.00,0.00,9245.00,88.00,23673.00,23335.00,325.00
1993:Q3,7.00,21.00,22485.00,-669.00,-47.00,67.00,-6457.00,17073.00,-6457.00,10455.00,2071.00,605.00,10399.00,549.00,6218.00,605.00,5146.00,0.00,5569.00,-423.00,22498.00,23653.00,-1168.00
1993:Q4,8.00,22.00,24338.00,1159.00,-2324.00,305.00,562.00,1212.00,562.00,-4383.00,1647.00,149.00,3237.00,-526.00,12074.00,2143.00,9733.00,0.00,9926.00,-193.00,24352.00,23911.00,427.00
1994:Q1,6.00,15.00,24030.00,-1143.00,-361.00,422.00,-50.00,5334.00,-50.00,6885.00,4792.00,-655.00,-5638.00,108.00,6453.00,1305.00,11962.00,0.00,12249.00,-287.00,24039.00,23762.00,268.00
1994:Q2,6.00,16.00,24507.00,318.00,-349.00,296.00,2510.00,-494.00,2510.00,-3694.00,4426.00,129.00,-3865.00,304.00,8276.00,1344.00,12302.00,0.00,12050.00,252.00,24516.00,24428.00,79.00
1994:Q3,7.00,16.00,25715.00,1343.00,-2884.00,57.00,2184.00,654.00,2184.00,-3271.00,-6624.00,259.00,8106.00,83.00,2192.00,2775.00,19311.00,0.00,18754.00,557.00,25724.00,25062.00,653.00
1994:Q4,7.00,16.00,25665.00,-400.00,-153.00,188.00,2732.00,3928.00,2732.00,-1816.00,1482.00,8.00,1522.00,175.00,9146.00,14885.00,-4836.00,0.00,-4792.00,-44.00,25675.00,25358.00,307.00
1995:Q1,7.00,17.00,25323.00,-1598.00,53.00,201.00,1694.00,20412.00,1694.00,9419.00,4793.00,-59.00,4565.00,198.00,-4550.00,4028.00,4885.00,0.00,5245.00,-360.00,25333.00,25065.00,258.00
1995:Q2,7.00,17.00,23918.00,-452.00,58.00,446.00,1738.00,1377.00,1738.00,-7752.00,3402.00,78.00,3911.00,161.00,6159.00,1402.00,13029.00,0.00,12675.00,354.00,23928.00,25615.00,-1697.00
1995:Q3,7.00,18.00,26665.00,458.00,1615.00,183.00,-1874.00,2225.00,-1874.00,-5939.00,8125.00,243.00,1670.00,188.00,8550.00,2260.00,13060.00,0.00,12807.00,253.00,26676.00,26226.00,439.00
1995:Q4,7.00,18.00,27388.00,-938.00,255.00,282.00,2094.00,6345.00,2094.00,-3088.00,6926.00,456.00,-43.00,192.00,8006.00,2634.00,8518.00,0.00,8551.00,-33.00,27399.00,26616.00,772.00
1996:Q1,7.00,16.00,27267.00,565.00,505.00,465.00,-5049.00,15176.00,-5049.00,5334.00,6113.00,441.00,8337.00,188.00,-2022.00,171.00,17268.00,0.00,16913.00,355.00,27276.00,26736.00,531.00
1996:Q2,7.00,17.00,27545.00,1111.00,-1098.00,254.00,1751.00,14195.00,1751.00,7539.00,983.00,-974.00,4896.00,198.00,-2249.00,447.00,12936.00,0.00,12654.00,282.00,27554.00,27130.00,415.00
1996:Q3,7.00,17.00,27800.00,1303.00,-1597.00,507.00,-606.00,-11578.00,-606.00,-7628.00,-5177.00,-801.00,2634.00,202.00,22989.00,286.00,16294.00,0.00,16464.00,-170.00,27810.00,27785.00,15.00
1996:Q4,7.00,18.00,28940.00,280.00,19.00,781.00,649.00,9964.00,649.00,-648.00,3585.00,65.00,6313.00,208.00,-555.00,2809.00,14785.00,0.00,14534.00,251.00,28951.00,28097.00,843.00
1997:Q1,8.00,18.00,36627.00,-2113.00,2728.00,1121.00,-827.00,19531.00,-827.00,-1653.00,10141.00,1490.00,10380.00,212.00,647.00,4725.00,10603.00,2699.00,7499.00,405.00,36637.00,27773.00,8854.00
1997:Q2,8.00,18.00,35855.00,3467.00,-2719.00,663.00,4838.00,16517.00,4838.00,3769.00,35.00,8.00,7867.00,214.00,-4552.00,4716.00,12711.00,5770.00,5705.00,1236.00,35865.00,28384.00,7471.00
1997:Q3,8.00,19.00,34848.00,-2315.00,521.00,1416.00,-85.00,15387.00,-84.00,8624.00,2810.00,408.00,3629.00,222.00,5170.00,2465.00,12067.00,4364.00,6535.00,1168.00,34859.00,29050.00,5798.00
1997:Q4,8.00,19.00,39728.00,-1191.00,-403.00,142.00,-3532.00,7611.00,-3533.00,-4534.00,5398.00,-964.00,11244.00,225.00,8174.00,7932.00,20770.00,2912.00,16601.00,1257.00,39739.00,29459.00,10269.00
1998:Q1,8.00,20.00,36661.00,1352.00,-767.00,422.00,8311.00,15283.00,8311.00,-6851.00,3110.00,577.00,10136.00,1066.00,-13948.00,5425.00,19517.00,6028.00,12314.00,1175.00,36673.00,29251.00,7410.00
1998:Q2,8.00,21.00,38491.00,944.00,-32.00,459.00,-1088.00,17588.00,-1088.00,1064.00,7925.00,147.00,9540.00,2008.00,-7791.00,3729.00,22674.00,3273.00,18251.00,1150.00,38504.00,30030.00,8461.00
1998:Q3,9.00,21.00,42709.00,139.00,96.00,772.00,2470.00,14193.00,2470.00,-5387.00,6779.00,-76.00,10407.00,818.00,-4606.00,10346.00,18481.00,-466.00,18050.00,897.00,42722.00,30828.00,11881.00
1998:Q4,9.00,22.00,38232.00,2224.00,266.00,577.00,-777.00,11333.00,-777.00,4753.00,1284.00,1101.00,4972.00,911.00,-1805.00,4457.00,21046.00,7968.00,12059.00,1019.00,38245.00,31291.00,6941.00
1999:Q1,9.00,22.00,39623.00,-2373.00,186.00,1050.00,3505.00,18059.00,3505.00,-1113.00,7002.00,1284.00,7381.00,383.00,-12165.00,10150.00,20828.00,2005.00,18557.00,266.00,39636.00,31046.00,8577.00
1999:Q2,10.00,22.00,39032.00,1850.00,-518.00,713.00,-128.00,3766.00,-128.00,2327.00,1826.00,-1295.00,1036.00,1175.00,5227.00,2687.00,24260.00,3442.00,20733.00,85.00,39044.00,31812.00,7220.00
1999:Q3,10.00,22.00,44910.00,-80.00,469.00,1214.00,-1650.00,9815.00,-1650.00,-9000.00,-2093.00,-119.00,22677.00,-113.00,5506.00,8872.00,20877.00,144.00,20871.00,-138.00,44922.00,32571.00,12339.00
1999:Q4,11.00,23.00,32597.00,-145.00,-428.00,471.00,1116.00,10599.00,1116.00,-5966.00,16183.00,-78.00,-656.00,1832.00,-4727.00,-4094.00,27973.00,5756.00,21856.00,361.00,32609.00,32968.00,-371.00
2000:Q1,13.00,27.00,26806.00,1875.00,708.00,-455.00,5025.00,13697.00,5025.00,-1924.00,-4522.00,-144.00,15262.00,-1387.00,-6976.00,-2743.00,17062.00,676.00,16523.00,-137.00,26820.00,33001.00,-6195.00
2000:Q2,13.00,29.00,34142.00,1678.00,469.00,41.00,-221.00,3673.00,2252.00,-2014.00,18791.00,-64.00,-15292.00,441.00,7120.00,13066.00,7875.00,-1650.00,9270.00,255.00,34157.00,33413.00,729.00
2000:Q3,14.00,30.00,30879.00,-222.00,1869.00,559.00,-3322.00,5874.00,-847.00,-9415.00,15791.00,-564.00,909.00,-2960.00,44164.00,13223.00,-28306.00,-1216.00,-27327.00,237.00,30895.00,34238.00,-3359.00
2000:Q4,14.00,30.00,38117.00,-2621.00,-3132.00,99.00,-2021.00,16572.00,452.00,-6414.00,19791.00,-565.00,3308.00,341.00,-32664.00,27918.00,33625.00,-3649.00,36527.00,747.00,38134.00,34736.00,3381.00
2001:Q1,13.00,26.00,39459.00,-1622.00,-131.00,1231.00,-3821.00,-23228.00,-1348.00,-1715.00,-2809.00,236.00,-17592.00,-260.00,44683.00,21051.00,1556.00,-4961.00,5653.00,864.00,39472.00,34481.00,4978.00
2001:Q2,13.00,27.00,30017.00,4978.00,469.00,748.00,2679.00,10874.00,5152.00,5786.00,18591.00,-164.00,-18491.00,-1359.00,13379.00,-3401.00,1650.00,713.00,1165.00,-228.00,30030.00,35353.00,-5336.00
2001:Q3,13.00,27.00,42867.00,78.00,-131.00,1030.00,-2322.00,-29627.00,153.00,-16315.00,-16309.00,-1064.00,3908.00,441.00,53076.00,15668.00,4654.00,-4966.00,9079.00,541.00,42881.00,36208.00,6659.00
2001:Q4,13.00,25.00,28654.00,-1921.00,-32.00,641.00,-2421.00,-10727.00,52.00,-11714.00,2391.00,936.00,-2392.00,40.00,3973.00,-2032.00,41133.00,1735.00,39884.00,-486.00,28665.00,36638.00,-7984.00
2002:Q1,13.00,19.00,32478.00,678.00,769.00,62.00,-1521.00,7372.00,952.00,8186.00,1191.00,-965.00,-1992.00,-59.00,20276.00,6089.00,-1188.00,-568.00,487.00,-1107.00,32483.00,36224.00,-3746.00
2002:Q2,14.00,18.00,38800.00,-1122.00,69.00,247.00,-3722.00,-21427.00,-1248.00,-9415.00,4291.00,136.00,-15191.00,-159.00,25649.00,6678.00,32587.00,-3573.00,35132.00,1028.00,38804.00,36973.00,1827.00
2002:Q3,14.00,17.00,40867.00,955.00,-370.00,-353.00,-371.00,-17993.00,-660.00,2414.00,3040.00,15.00,-22802.00,161.00,19456.00,16291.00,23091.00,-4542.00,27216.00,417.00,40870.00,37710.00,3157.00
2002:Q4,14.00,17.00,32010.00,966.00,-553.00,-879.00,-1281.00,-18764.00,-2274.00,2598.00,3299.00,21.00,-22408.00,171.00,19829.00,-2962.00,35483.00,936.00,34441.00,106.00,32013.00,38075.00,-6065.00
2003:Q1,14.00,19.00,49479.00,985.00,-558.00,-892.00,-1248.00,-18276.00,-2216.00,3252.00,4093.00,18.00,-23423.00,199.00,21298.00,14205.00,33766.00,2780.00,29790.00,1196.00,49484.00,37732.00,11747.00
2003:Q2,14.00,19.00,41548.00,821.00,-235.00,-843.00,-671.00,-25329.00,-1191.00,-844.00,-915.00,-25.00,-22354.00,1499.00,20984.00,-10917.00,56239.00,6742.00,48834.00,663.00,41553.00,38881.00,2667.00
2003:Q3,14.00,19.00,48867.00,-656.00,-41.00,-909.00,-1120.00,33032.00,-1989.00,-5804.00,20304.00,1719.00,18802.00,-1343.00,-2124.00,57.00,21971.00,4433.00,16082.00,1456.00,48872.00,40394.00,8473.00
2003:Q4,15.00,20.00,46294.00,-334.00,-20.00,-744.00,-571.00,30093.00,-1012.00,-6855.00,19028.00,1816.00,17116.00,-1054.00,-4723.00,-8731.00,32378.00,6635.00,24169.00,1574.00,46299.00,41768.00,4526.00
2004:Q1,15.00,47.00,47794.00,-315.00,-19.00,-671.00,-536.00,32595.00,-953.00,-5078.00,21184.00,2092.00,15350.00,-1344.00,-17022.00,1472.00,33634.00,3010.00,29610.00,1014.00,47826.00,42698.00,5096.00
2004:Q2,15.00,49.00,51330.00,-909.00,-56.00,-1055.00,-1551.00,21985.00,-2754.00,-8610.00,16901.00,1775.00,14673.00,-1300.00,-16313.00,3922.00,46607.00,2528.00,43134.00,945.00,51363.00,43925.00,7405.00
2004:Q3,16.00,51.00,52008.00,2777.00,2629.00,2369.00,-4752.00,-13387.00,-6695.00,4831.00,-12459.00,-5949.00,6885.00,-595.00,20064.00,9259.00,33644.00,1665.00,19410.00,12569.00,52043.00,45258.00,6750.00
2004:Q4,16.00,52.00,46032.00,-2423.00,1808.00,4573.00,-774.00,-16700.00,589.00,8917.00,-29566.00,235.00,3125.00,-2156.00,18430.00,-9498.00,52772.00,5210.00,35142.00,12420.00,46068.00,45685.00,347.00
2005:Q1,19.00,48.00,52423.00,-2892.00,2063.00,3942.00,-2096.00,5390.00,-137.00,7388.00,-23188.00,-586.00,21913.00,-1401.00,17839.00,5970.00,23608.00,1216.00,17389.00,5003.00,52452.00,44863.00,7560.00
2005:Q2,19.00,49.00,49224.00,-1874.00,2104.00,5370.00,-937.00,1377.00,128.00,8549.00,-23130.00,-398.00,16228.00,-1950.00,12256.00,-2069.00,34947.00,2196.00,16819.00,15932.00,49254.00,45457.00,3767.00
2005:Q3,19.00,50.00,48096.00,-58.00,2761.00,2955.00,-4187.00,8094.00,-5123.00,-4886.00,513.00,-79.00,17669.00,2578.00,5660.00,-9071.00,39364.00,3309.00,24495.00,11560.00,48127.00,46153.00,1943.00
2005:Q4,20.00,53.00,51135.00,-1952.00,2281.00,4311.00,-1655.00,16714.00,-107.00,-7274.00,-3412.00,171.00,27336.00,-794.00,3371.00,-1333.00,30192.00,2609.00,14102.00,13481.00,51168.00,46527.00,4608.00
2006:Q1,25.00,44.00,49193.00,-1804.00,2611.00,3980.00,-1870.00,28261.00,-686.00,-2040.00,-1385.00,94.00,32278.00,-360.00,6060.00,-5004.00,17319.00,4006.00,1105.00,12208.00,49212.00,46038.00,3155.00
2006:Q2,25.00,46.00,56761.00,-1394.00,2631.00,3906.00,-2361.00,23859.00,-1535.00,-4434.00,-1543.00,74.00,31297.00,177.00,10107.00,2547.00,17289.00,1535.00,2518.00,13236.00,56782.00,47167.00,9594.00
2006:Q3,26.00,48.00,52507.00,186.00,1578.00,2273.00,151.00,-773.00,1726.00,-176.00,-932.00,-121.00,-1270.00,1025.00,-19927.00,-2662.00,70656.00,3622.00,64549.00,2485.00,52529.00,48392.00,4115.00
2006:Q4,26.00,49.00,50695.00,191.00,1631.00,2212.00,154.00,28601.00,1778.00,3988.00,11435.00,-89.00,11489.00,1058.00,-18591.00,-6059.00,41498.00,4670.00,34454.00,2374.00,50718.00,49133.00,1562.00
2007:Q1,29.00,75.00,51822.00,193.00,1664.00,2216.00,156.00,15775.00,1809.00,2803.00,1633.00,-91.00,9621.00,1077.00,-19539.00,-1803.00,52083.00,2072.00,47894.00,2117.00,51867.00,48750.00,3072.00
2007:Q2,30.00,79.00,60795.00,197.00,1703.00,2293.00,157.00,32047.00,1844.00,5618.00,5500.00,-83.00,19168.00,1103.00,-16557.00,576.00,39276.00,6895.00,29744.00,2637.00,60844.00,49953.00,10842.00
2007:Q3,30.00,83.00,53308.00,-62.00,-109.00,-294.00,-81.00,-6977.00,-357.00,-9109.00,-5638.00,-63.00,8190.00,-100.00,40131.00,-13517.00,34317.00,1859.00,33015.00,-557.00,53361.00,51089.00,2219.00
2007:Q4,31.00,86.00,55056.00,-61.00,-122.00,-1470.00,-80.00,-7214.00,-364.00,-8898.00,-5749.00,34.00,7763.00,-107.00,41609.00,-10917.00,33418.00,306.00,32621.00,491.00,55111.00,51587.00,3469.00
2008:Q1,30.00,37.00,41382.00,-56.00,-87.00,-1162.00,-74.00,3067.00,-316.00,-8507.00,-4806.00,-30.00,16726.00,-83.00,48125.00,-15524.00,7176.00,-8516.00,16879.00,-1187.00,41389.00,51500.00,-10118.00
2008:Q2,31.00,38.00,58433.00,-60.00,-133.00,-1624.00,-77.00,21001.00,-363.00,75.00,2502.00,-54.00,18841.00,-113.00,42558.00,-9873.00,6754.00,2526.00,3781.00,447.00,58440.00,51889.00,6544.00
2008:Q3,31.00,38.00,41293.00,56.00,798.00,-25.00,21.00,11138.00,686.00,2427.00,-8551.00,8.00,16568.00,-1346.00,6985.00,-7378.00,31044.00,-10622.00,50882.00,-9216.00,41300.00,52850.00,-11557.00
2008:Q4,31.00,38.00,34909.00,30.00,562.00,572.00,2.00,-51887.00,440.00,-6616.00,-17441.00,-58.00,-28212.00,-1279.00,8620.00,-8550.00,86839.00,-16709.00,113803.00,-10255.00,34915.00,53259.00,-18350.00
