1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,58.00,62.00,389.00,145.00,0.00,-139.00,0.00,-117.00,0.00,118.00,-140.00,523.00,-140.00,10.00,-10.00,376.00,0.00,0.00,372.00,103.00,269.00,0.00,15.00,4.00,-8.00,-7.00,0.00,-7.00,0.00,-17.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,51.00,48.00,-279.00,-30.00,0.00,-219.00,0.00,-273.00,0.00,14.00,40.00,-71.00,41.00,12.00,-12.00,-281.00,0.00,0.00,-279.00,-201.00,-78.00,0.00,10.00,-2.00,-2.00,-8.00,0.00,-8.00,0.00,1.00
1952:Q1,52.00,43.00,-1680.00,-32.00,0.00,-1240.00,0.00,-488.00,0.00,-336.00,-416.00,4.00,-436.00,12.00,12.00,-1684.00,0.00,0.00,-1700.00,-1120.00,-580.00,0.00,40.00,16.00,8.00,-48.00,0.00,-48.00,0.00,5.00
1952:Q2,53.00,44.00,3360.00,-44.00,0.00,3300.00,0.00,3720.00,0.00,-400.00,-20.00,128.00,-88.00,12.00,52.00,3352.00,0.00,0.00,3344.00,3556.00,-212.00,0.00,0.00,8.00,8.00,-8.00,0.00,-8.00,0.00,1.00
1952:Q3,53.00,38.00,-2648.00,-60.00,0.00,-3460.00,0.00,-3764.00,0.00,-520.00,824.00,44.00,864.00,16.00,-52.00,-2652.00,0.00,0.00,-2656.00,-2584.00,-72.00,0.00,160.00,4.00,8.00,-168.00,0.00,-168.00,0.00,11.00
1952:Q4,54.00,42.00,2524.00,-88.00,0.00,2608.00,0.00,2116.00,0.00,632.00,-140.00,148.00,-352.00,16.00,192.00,2524.00,0.00,0.00,2512.00,2364.00,148.00,0.00,40.00,12.00,12.00,-52.00,0.00,-52.00,0.00,12.00
1953:Q1,53.00,56.00,-1680.00,-76.00,0.00,-2288.00,0.00,-2004.00,0.00,-312.00,28.00,652.00,144.00,16.00,-128.00,-1688.00,0.00,0.00,-1664.00,-1756.00,92.00,0.00,40.00,-24.00,12.00,-52.00,0.00,-52.00,0.00,-11.00
1953:Q2,66.00,56.00,384.00,-80.00,0.00,-372.00,0.00,-252.00,0.00,-200.00,80.00,756.00,188.00,16.00,-124.00,372.00,0.00,0.00,388.00,780.00,-392.00,0.00,40.00,-16.00,20.00,-60.00,0.00,-60.00,0.00,-2.00
1953:Q3,69.00,58.00,1100.00,-72.00,0.00,1276.00,0.00,1124.00,0.00,0.00,152.00,-260.00,240.00,16.00,-100.00,1084.00,0.00,0.00,1080.00,984.00,96.00,0.00,40.00,4.00,16.00,-56.00,0.00,-56.00,0.00,-5.00
1953:Q4,66.00,57.00,1804.00,-68.00,0.00,1872.00,0.00,856.00,0.00,1320.00,-304.00,308.00,-448.00,16.00,124.00,1792.00,0.00,0.00,1752.00,1572.00,180.00,0.00,0.00,40.00,16.00,-16.00,0.00,-16.00,0.00,-3.00
1954:Q1,79.00,54.00,-1716.00,4.00,0.00,-1556.00,0.00,-788.00,0.00,-520.00,-248.00,88.00,-468.00,20.00,196.00,-1740.00,0.00,0.00,-1708.00,-2020.00,312.00,0.00,40.00,-32.00,20.00,-60.00,0.00,-60.00,0.00,1.00
1954:Q2,95.00,54.00,3140.00,64.00,0.00,2076.00,0.00,1704.00,0.00,0.00,372.00,628.00,180.00,20.00,172.00,3100.00,0.00,0.00,3064.00,2876.00,188.00,0.00,0.00,36.00,16.00,-16.00,0.00,-16.00,0.00,1.00
1954:Q3,107.00,56.00,980.00,116.00,0.00,-448.00,0.00,-780.00,0.00,0.00,332.00,980.00,64.00,20.00,248.00,928.00,0.00,0.00,900.00,556.00,344.00,0.00,40.00,28.00,16.00,-56.00,0.00,-56.00,0.00,-1.00
1954:Q4,93.00,56.00,1772.00,144.00,0.00,36.00,0.00,-32.00,0.00,0.00,68.00,1528.00,-208.00,20.00,252.00,1736.00,0.00,0.00,1764.00,1360.00,404.00,0.00,0.00,-28.00,16.00,-16.00,0.00,-16.00,0.00,1.00
1955:Q1,66.00,61.00,-1220.00,88.00,0.00,-1940.00,0.00,-1376.00,0.00,0.00,-564.00,1196.00,-656.00,24.00,68.00,-1232.00,0.00,0.00,-1220.00,-1232.00,12.00,0.00,0.00,-12.00,16.00,-16.00,0.00,-16.00,0.00,-7.00
1955:Q2,72.00,66.00,888.00,8.00,0.00,128.00,0.00,-376.00,0.00,0.00,504.00,248.00,240.00,24.00,240.00,872.00,0.00,0.00,888.00,1328.00,-440.00,0.00,0.00,-16.00,20.00,-20.00,0.00,-20.00,0.00,-10.00
1955:Q3,73.00,71.00,-548.00,-68.00,0.00,-460.00,0.00,-40.00,0.00,0.00,-420.00,400.00,-612.00,24.00,168.00,-564.00,0.00,0.00,-584.00,-872.00,288.00,0.00,0.00,20.00,20.00,-20.00,0.00,-20.00,0.00,-14.00
1955:Q4,75.00,74.00,2140.00,-136.00,0.00,1280.00,0.00,184.00,0.00,0.00,1096.00,-100.00,1008.00,24.00,64.00,2124.00,0.00,0.00,2100.00,2444.00,-344.00,0.00,40.00,24.00,20.00,-60.00,0.00,-60.00,0.00,-15.00
1956:Q1,75.00,52.00,-1880.00,-88.00,0.00,-1184.00,0.00,-612.00,0.00,0.00,-572.00,-36.00,-824.00,28.00,224.00,-1896.00,0.00,0.00,-1860.00,-2152.00,292.00,0.00,40.00,-36.00,20.00,-60.00,0.00,-60.00,0.00,7.00
1956:Q2,76.00,53.00,-264.00,-24.00,0.00,-304.00,0.00,44.00,0.00,-400.00,52.00,12.00,152.00,28.00,-128.00,-280.00,0.00,0.00,-264.00,284.00,-548.00,0.00,40.00,-16.00,12.00,-52.00,0.00,-52.00,0.00,7.00
1956:Q3,83.00,55.00,-1124.00,44.00,0.00,-792.00,0.00,-32.00,0.00,-400.00,-360.00,-20.00,-284.00,28.00,-100.00,-1144.00,0.00,0.00,-1160.00,-1288.00,128.00,0.00,0.00,16.00,12.00,-12.00,0.00,-12.00,0.00,8.00
1956:Q4,81.00,55.00,952.00,100.00,0.00,592.00,0.00,516.00,0.00,0.00,76.00,180.00,40.00,28.00,12.00,936.00,0.00,0.00,932.00,872.00,60.00,0.00,0.00,4.00,12.00,-12.00,0.00,-12.00,0.00,10.00
1957:Q1,75.00,57.00,-2664.00,84.00,0.00,-1580.00,0.00,-520.00,0.00,-400.00,-660.00,-508.00,-512.00,32.00,-180.00,-2676.00,0.00,0.00,-2680.00,-2412.00,-268.00,0.00,40.00,4.00,8.00,-48.00,0.00,-48.00,0.00,6.00
1957:Q2,76.00,57.00,1232.00,36.00,0.00,356.00,0.00,-104.00,0.00,400.00,60.00,780.00,-84.00,32.00,112.00,1220.00,0.00,0.00,1232.00,1236.00,-4.00,0.00,0.00,-12.00,4.00,-4.00,0.00,-4.00,0.00,7.00
1957:Q3,65.00,59.00,308.00,-16.00,0.00,640.00,0.00,544.00,0.00,0.00,96.00,-416.00,296.00,32.00,-228.00,300.00,0.00,0.00,288.00,212.00,76.00,0.00,0.00,12.00,4.00,-4.00,0.00,-4.00,0.00,-2.00
1957:Q4,67.00,58.00,1708.00,-68.00,0.00,2140.00,0.00,904.00,0.00,400.00,836.00,-1204.00,980.00,36.00,-176.00,1700.00,0.00,0.00,1676.00,1432.00,244.00,0.00,40.00,24.00,4.00,-44.00,0.00,-44.00,0.00,1.00
1958:Q1,85.00,54.00,-152.00,-40.00,0.00,-536.00,0.00,-468.00,0.00,500.00,-568.00,996.00,-692.00,28.00,92.00,-164.00,0.00,0.00,-152.00,-380.00,228.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00,19.00
1958:Q2,96.00,52.00,5168.00,0.00,0.00,2880.00,0.00,2140.00,0.00,180.00,560.00,1728.00,348.00,32.00,180.00,5144.00,0.00,0.00,5136.00,4760.00,376.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,20.00
1958:Q3,102.00,52.00,-5712.00,48.00,0.00,-4660.00,0.00,-2672.00,0.00,-620.00,-1368.00,272.00,-1692.00,32.00,288.00,-5740.00,0.00,0.00,-5764.00,-6048.00,284.00,0.00,40.00,24.00,0.00,-40.00,0.00,-40.00,0.00,22.00
1958:Q4,109.00,54.00,3072.00,88.00,0.00,1868.00,0.00,1620.00,0.00,0.00,248.00,864.00,84.00,32.00,136.00,3036.00,0.00,0.00,3024.00,2864.00,160.00,0.00,0.00,12.00,-8.00,8.00,0.00,8.00,0.00,19.00
1959:Q1,91.00,61.00,-2580.00,76.00,0.00,-1668.00,0.00,-784.00,0.00,240.00,-1124.00,136.00,-1148.00,36.00,-12.00,-2620.00,0.00,0.00,-2636.00,-3100.00,464.00,0.00,40.00,20.00,12.00,-56.00,0.00,-56.00,0.00,-10.00
1959:Q2,99.00,62.00,216.00,48.00,0.00,-424.00,0.00,-532.00,0.00,-100.00,208.00,388.00,160.00,36.00,8.00,176.00,0.00,0.00,192.00,808.00,-616.00,0.00,0.00,-12.00,8.00,-12.00,0.00,-12.00,0.00,-3.00
1959:Q3,108.00,64.00,472.00,12.00,0.00,652.00,0.00,504.00,0.00,-280.00,428.00,-616.00,456.00,36.00,-68.00,424.00,0.00,0.00,380.00,728.00,-348.00,0.00,40.00,44.00,8.00,-48.00,0.00,-48.00,0.00,-4.00
1959:Q4,108.00,64.00,2292.00,-20.00,0.00,1400.00,0.00,108.00,0.00,488.00,804.00,104.00,748.00,36.00,24.00,2244.00,0.00,0.00,2220.00,7776.00,-5556.00,0.00,0.00,16.00,4.00,4.00,0.00,4.00,0.00,-4.00
1960:Q1,92.00,70.00,-4836.00,-4.00,0.00,-2380.00,0.00,-1080.00,0.00,-104.00,-1196.00,-1252.00,-1052.00,40.00,-188.00,-4872.00,0.00,0.00,-4816.00,-3364.00,-1452.00,0.00,40.00,-56.00,32.00,-72.00,0.00,-72.00,0.00,-14.00
1960:Q2,89.00,73.00,1364.00,8.00,0.00,1036.00,0.00,184.00,0.00,724.00,128.00,188.00,108.00,40.00,-16.00,1328.00,0.00,0.00,1340.00,2044.00,-704.00,0.00,0.00,-12.00,32.00,-32.00,0.00,-32.00,0.00,-20.00
1960:Q3,81.00,72.00,2948.00,36.00,0.00,2036.00,0.00,1504.00,0.00,-28.00,560.00,312.00,652.00,40.00,-128.00,2916.00,0.00,0.00,2888.00,1460.00,1428.00,0.00,0.00,24.00,32.00,-28.00,0.00,-28.00,0.00,-23.00
1960:Q4,88.00,70.00,2640.00,56.00,0.00,1944.00,0.00,1764.00,0.00,-200.00,380.00,256.00,220.00,44.00,120.00,2600.00,0.00,0.00,2568.00,216.00,2352.00,0.00,0.00,36.00,28.00,-32.00,0.00,-32.00,0.00,-22.00
1961:Q1,99.00,74.00,-3272.00,72.00,0.00,-2736.00,0.00,-1912.00,0.00,172.00,-996.00,1492.00,-2352.00,44.00,208.00,-3328.00,0.00,0.00,-3400.00,-780.00,-2620.00,0.00,40.00,76.00,12.00,-56.00,0.00,-56.00,0.00,-31.00
1961:Q2,108.00,76.00,3180.00,72.00,0.00,704.00,0.00,-104.00,0.00,244.00,564.00,1840.00,564.00,48.00,-48.00,3116.00,0.00,0.00,3148.00,388.00,2760.00,0.00,0.00,-24.00,8.00,-16.00,0.00,-16.00,0.00,-32.00
1961:Q3,111.00,77.00,168.00,64.00,0.00,568.00,0.00,984.00,0.00,-124.00,-292.00,-164.00,-316.00,48.00,-32.00,100.00,0.00,0.00,56.00,2796.00,-2740.00,0.00,0.00,40.00,8.00,-4.00,0.00,-4.00,0.00,-34.00
1961:Q4,88.00,81.00,3716.00,48.00,0.00,2072.00,0.00,2168.00,0.00,-560.00,464.00,1128.00,444.00,48.00,-24.00,3668.00,0.00,0.00,3692.00,4244.00,-552.00,0.00,0.00,-32.00,8.00,0.00,0.00,0.00,0.00,-41.00
1962:Q1,68.00,88.00,-2832.00,8.00,0.00,-764.00,0.00,-652.00,0.00,584.00,-696.00,-1376.00,-680.00,52.00,-72.00,-2852.00,0.00,0.00,-2864.00,-1424.00,-1440.00,0.00,40.00,12.00,20.00,-60.00,0.00,-60.00,0.00,-40.00
1962:Q2,58.00,90.00,-764.00,-28.00,0.00,464.00,0.00,-80.00,0.00,236.00,308.00,-1512.00,332.00,52.00,-72.00,-768.00,0.00,0.00,-660.00,-3260.00,2600.00,0.00,0.00,-112.00,16.00,-12.00,0.00,-12.00,0.00,-36.00
1962:Q3,57.00,92.00,1880.00,-60.00,0.00,184.00,0.00,96.00,0.00,-452.00,540.00,1216.00,520.00,56.00,-36.00,1880.00,0.00,0.00,1904.00,1456.00,448.00,0.00,40.00,-20.00,12.00,-56.00,0.00,-56.00,0.00,-35.00
1962:Q4,73.00,93.00,4848.00,-80.00,0.00,3800.00,0.00,3320.00,0.00,392.00,88.00,1036.00,-12.00,56.00,48.00,4840.00,0.00,0.00,4860.00,6964.00,-2104.00,0.00,0.00,-20.00,12.00,-12.00,0.00,-12.00,0.00,-28.00
1963:Q1,82.00,101.00,-4728.00,16.00,0.00,-4164.00,0.00,-3712.00,0.00,452.00,-904.00,324.00,-960.00,60.00,-4.00,-4744.00,0.00,0.00,-4788.00,-2388.00,-2400.00,0.00,20.00,48.00,-4.00,-20.00,0.00,-20.00,0.00,-35.00
1963:Q2,91.00,105.00,3828.00,12.00,0.00,196.00,0.00,-340.00,0.00,28.00,508.00,3112.00,508.00,60.00,-60.00,3800.00,0.00,0.00,3796.00,1572.00,2224.00,0.00,0.00,0.00,-4.00,8.00,0.00,8.00,0.00,-42.00
1963:Q3,108.00,110.00,2656.00,64.00,0.00,920.00,0.00,1724.00,0.00,-596.00,-208.00,1880.00,-232.00,64.00,-40.00,2616.00,0.00,0.00,2568.00,2912.00,-344.00,0.00,20.00,48.00,-8.00,-12.00,0.00,-12.00,0.00,-42.00
1963:Q4,119.00,115.00,1188.00,4.00,0.00,-1124.00,0.00,-2704.00,0.00,80.00,1500.00,808.00,1488.00,64.00,-52.00,1136.00,0.00,0.00,1116.00,1724.00,-608.00,0.00,0.00,20.00,-8.00,8.00,0.00,8.00,0.00,-48.00
1964:Q1,120.00,141.00,-3548.00,88.00,0.00,-1768.00,0.00,-596.00,0.00,24.00,-1196.00,-676.00,-1300.00,68.00,40.00,-3600.00,0.00,0.00,-3596.00,-7568.00,3972.00,0.00,40.00,-4.00,8.00,-48.00,0.00,-48.00,0.00,-73.00
1964:Q2,121.00,144.00,4092.00,-20.00,0.00,3112.00,0.00,1808.00,0.00,304.00,1000.00,4.00,972.00,68.00,-44.00,4040.00,0.00,0.00,4060.00,8956.00,-4896.00,0.00,0.00,-24.00,8.00,-4.00,0.00,-4.00,0.00,-75.00
1964:Q3,122.00,148.00,-584.00,-20.00,0.00,1228.00,0.00,2056.00,0.00,308.00,-1136.00,-652.00,-1192.00,72.00,-20.00,-636.00,0.00,0.00,-672.00,-3888.00,3216.00,0.00,40.00,32.00,8.00,-44.00,0.00,-44.00,0.00,-78.00
1964:Q4,129.00,151.00,2820.00,-12.00,0.00,440.00,0.00,-644.00,0.00,80.00,1004.00,-616.00,3008.00,76.00,-76.00,2760.00,0.00,0.00,760.00,3760.00,-3000.00,0.00,0.00,8.00,8.00,1984.00,0.00,1984.00,0.00,-82.00
1965:Q1,135.00,178.00,-3244.00,24.00,0.00,-2280.00,0.00,-1676.00,0.00,228.00,-832.00,-152.00,-876.00,76.00,-36.00,-3312.00,0.00,0.00,-3340.00,-3608.00,268.00,0.00,40.00,28.00,-36.00,-4.00,0.00,-4.00,0.00,-111.00
1965:Q2,148.00,186.00,5792.00,44.00,0.00,4112.00,0.00,2220.00,0.00,340.00,1552.00,80.00,1668.00,80.00,-192.00,5708.00,0.00,0.00,5724.00,5412.00,312.00,0.00,0.00,-12.00,-36.00,32.00,0.00,32.00,0.00,-122.00
1965:Q3,167.00,196.00,-7952.00,44.00,0.00,-5644.00,0.00,-3660.00,0.00,-324.00,-1660.00,-688.00,-2020.00,84.00,272.00,-8052.00,0.00,0.00,-8128.00,-8648.00,520.00,0.00,40.00,72.00,-40.00,4.00,0.00,4.00,0.00,-129.00
1965:Q4,198.00,208.00,7352.00,8.00,0.00,2912.00,0.00,1948.00,0.00,-1204.00,2168.00,2264.00,2096.00,84.00,-12.00,7228.00,0.00,0.00,7184.00,6232.00,952.00,0.00,0.00,44.00,-40.00,40.00,0.00,40.00,0.00,-134.00
1966:Q1,191.00,170.00,-4904.00,76.00,0.00,-3376.00,0.00,-692.00,0.00,-480.00,-2204.00,604.00,-2088.00,88.00,-208.00,-5004.00,0.00,0.00,-5032.00,-3696.00,-1336.00,0.00,40.00,32.00,32.00,-76.00,0.00,-76.00,0.00,-79.00
1966:Q2,198.00,177.00,5536.00,64.00,0.00,2792.00,0.00,-364.00,0.00,1140.00,2016.00,664.00,2136.00,92.00,-212.00,5444.00,0.00,0.00,5504.00,4148.00,1356.00,0.00,40.00,-68.00,28.00,-60.00,0.00,-60.00,0.00,-71.00
1966:Q3,205.00,182.00,-6308.00,72.00,0.00,-2832.00,0.00,300.00,0.00,-1176.00,-1956.00,-1592.00,-1492.00,96.00,-560.00,-6400.00,0.00,0.00,-6432.00,-7440.00,1008.00,0.00,40.00,32.00,28.00,-68.00,0.00,-68.00,0.00,-69.00
1966:Q4,214.00,188.00,9424.00,80.00,0.00,6560.00,0.00,3396.00,0.00,564.00,2600.00,180.00,2464.00,96.00,44.00,9324.00,0.00,0.00,9316.00,9364.00,-48.00,0.00,40.00,12.00,28.00,-72.00,0.00,-72.00,0.00,-74.00
1967:Q1,213.00,208.00,652.00,248.00,0.00,576.00,0.00,1592.00,0.00,1272.00,-2288.00,2116.00,-2988.00,32.00,668.00,536.00,0.00,0.00,364.00,-2944.00,3308.00,0.00,40.00,152.00,-12.00,-8.00,0.00,-8.00,0.00,-111.00
1967:Q2,288.00,209.00,268.00,264.00,0.00,-4156.00,0.00,-5720.00,0.00,-580.00,2144.00,2016.00,2100.00,36.00,8.00,56.00,0.00,0.00,152.00,-1996.00,2148.00,0.00,40.00,-96.00,-16.00,-24.00,0.00,-24.00,0.00,-133.00
1967:Q3,332.00,208.00,5820.00,152.00,0.00,1168.00,0.00,1100.00,0.00,-676.00,744.00,3756.00,412.00,32.00,300.00,5544.00,0.00,0.00,5408.00,4300.00,1108.00,0.00,40.00,144.00,-16.00,-32.00,0.00,-32.00,0.00,-152.00
1967:Q4,327.00,214.00,7040.00,160.00,0.00,1024.00,0.00,-8.00,0.00,148.00,884.00,4968.00,920.00,36.00,-68.00,6764.00,0.00,0.00,6752.00,4420.00,2332.00,0.00,40.00,24.00,-16.00,-36.00,0.00,-36.00,0.00,-163.00
1968:Q1,314.00,291.00,-4516.00,536.00,0.00,-1516.00,0.00,-60.00,0.00,-208.00,-1248.00,-2284.00,-756.00,36.00,-532.00,-4728.00,0.00,0.00,-4904.00,-2544.00,-2360.00,0.00,40.00,200.00,8.00,-72.00,0.00,-72.00,0.00,-189.00
1968:Q2,404.00,292.00,6040.00,600.00,0.00,-816.00,0.00,-252.00,0.00,860.00,-1424.00,7684.00,-2176.00,32.00,716.00,5748.00,0.00,0.00,5772.00,-2840.00,8612.00,0.00,80.00,-28.00,8.00,-84.00,0.00,-84.00,0.00,-180.00
1968:Q3,396.00,301.00,10196.00,496.00,0.00,7624.00,0.00,6552.00,0.00,-24.00,1096.00,980.00,980.00,36.00,80.00,9904.00,0.00,0.00,9764.00,4040.00,5724.00,0.00,80.00,124.00,4.00,-68.00,0.00,-68.00,0.00,-197.00
1968:Q4,371.00,315.00,3408.00,268.00,0.00,-2708.00,0.00,-3108.00,0.00,-460.00,860.00,4984.00,780.00,36.00,48.00,3088.00,0.00,0.00,3184.00,4284.00,-1100.00,0.00,40.00,-104.00,4.00,-36.00,0.00,-36.00,0.00,-264.00
1969:Q1,342.00,353.00,-15592.00,88.00,0.00,-6844.00,0.00,-4132.00,0.00,-812.00,-1900.00,-6936.00,-1652.00,40.00,-288.00,-15808.00,0.00,0.00,-15864.00,-2284.00,-13580.00,0.00,40.00,40.00,16.00,-40.00,0.00,-40.00,0.00,-227.00
1969:Q2,226.00,367.00,4928.00,-68.00,0.00,4112.00,0.00,1548.00,0.00,-36.00,2600.00,-1720.00,2744.00,36.00,-176.00,4840.00,0.00,0.00,5104.00,-2048.00,7152.00,0.00,80.00,-260.00,16.00,-100.00,0.00,-100.00,0.00,-229.00
1969:Q3,15.00,388.00,-11828.00,-172.00,0.00,-3056.00,0.00,-1016.00,0.00,56.00,-2096.00,-6500.00,-1736.00,36.00,-400.00,-11704.00,0.00,0.00,-11784.00,448.00,-12232.00,0.00,80.00,76.00,12.00,-88.00,0.00,-88.00,0.00,-249.00
1969:Q4,-152.00,400.00,10048.00,-164.00,0.00,6332.00,0.00,3448.00,0.00,44.00,2840.00,1040.00,2864.00,40.00,-64.00,10360.00,0.00,0.00,10440.00,688.00,9752.00,0.00,80.00,-64.00,12.00,-108.00,0.00,-108.00,0.00,-240.00
1970:Q1,-192.00,469.00,-9324.00,-256.00,0.00,-936.00,0.00,1708.00,0.00,784.00,-3428.00,-4712.00,-3192.00,36.00,-264.00,-9072.00,0.00,0.00,-8964.00,-4288.00,-4676.00,0.00,40.00,-112.00,0.00,-36.00,0.00,-36.00,0.00,-409.00
1970:Q2,-96.00,480.00,-5320.00,-388.00,0.00,-4340.00,0.00,-6140.00,0.00,-668.00,2468.00,-3064.00,3300.00,40.00,-868.00,-5148.00,0.00,0.00,-5104.00,-4592.00,-512.00,0.00,40.00,-44.00,-8.00,-32.00,0.00,-32.00,0.00,-404.00
1970:Q3,-34.00,483.00,6228.00,-376.00,0.00,5996.00,0.00,5548.00,0.00,888.00,-440.00,1052.00,-1508.00,40.00,1024.00,6328.00,0.00,0.00,6224.00,4592.00,1632.00,0.00,0.00,108.00,-8.00,4.00,0.00,4.00,0.00,-417.00
1970:Q4,41.00,468.00,11792.00,-232.00,0.00,8612.00,0.00,5564.00,0.00,1212.00,1836.00,1572.00,1332.00,36.00,472.00,11824.00,0.00,0.00,11764.00,4556.00,7208.00,0.00,40.00,60.00,-8.00,-32.00,0.00,-32.00,0.00,-395.00
1971:Q1,127.00,533.00,-5540.00,-132.00,0.00,-5932.00,0.00,-5896.00,0.00,-100.00,64.00,456.00,-736.00,40.00,764.00,-5668.00,0.00,0.00,-5700.00,-1356.00,-4344.00,0.00,40.00,40.00,32.00,-80.00,0.00,-80.00,0.00,-534.00
1971:Q2,254.00,550.00,-2116.00,76.00,0.00,-4504.00,0.00,-1788.00,0.00,-1604.00,-1112.00,3428.00,-956.00,44.00,-204.00,-2376.00,0.00,0.00,-2208.00,-1412.00,-796.00,0.00,40.00,-160.00,28.00,-76.00,0.00,-76.00,0.00,-556.00
1971:Q3,292.00,563.00,636.00,112.00,0.00,740.00,0.00,1628.00,0.00,1828.00,-2716.00,2504.00,-2784.00,40.00,24.00,360.00,0.00,0.00,324.00,3412.00,-3088.00,0.00,80.00,40.00,28.00,-112.00,0.00,-112.00,0.00,-547.00
1971:Q4,257.00,587.00,12476.00,40.00,0.00,4252.00,0.00,-340.00,0.00,328.00,4264.00,3916.00,4148.00,40.00,80.00,12228.00,0.00,0.00,12168.00,3808.00,8360.00,0.00,80.00,40.00,28.00,-88.00,0.00,-88.00,0.00,-578.00
1972:Q1,466.00,598.00,-1204.00,16.00,0.00,-5304.00,1000.00,-1608.00,0.00,-1256.00,-3440.00,7528.00,-3952.00,44.00,464.00,-1592.00,0.00,0.00,-2612.00,3392.00,-6004.00,260.00,80.00,40.00,20.00,620.00,0.00,620.00,0.00,-520.00
1972:Q2,357.00,614.00,5276.00,20.00,0.00,-52.00,1000.00,-1160.00,0.00,212.00,-104.00,5416.00,-80.00,40.00,-68.00,4992.00,0.00,0.00,4100.00,3180.00,920.00,260.00,80.00,-108.00,12.00,648.00,0.00,648.00,0.00,-541.00
1972:Q3,99.00,630.00,532.00,-8.00,0.00,1064.00,1000.00,2652.00,0.00,-492.00,-2096.00,1576.00,-2152.00,44.00,8.00,684.00,0.00,0.00,-436.00,6420.00,-6856.00,220.00,80.00,112.00,12.00,696.00,0.00,696.00,0.00,-379.00
1972:Q4,152.00,658.00,16696.00,-92.00,0.00,9556.00,1000.00,968.00,0.00,1072.00,6516.00,364.00,6684.00,44.00,140.00,16828.00,0.00,0.00,15412.00,7372.00,8040.00,260.00,80.00,56.00,8.00,1012.00,0.00,1012.00,0.00,-374.00
1973:Q1,395.00,721.00,-17948.00,-164.00,0.00,-8152.00,1000.00,-2588.00,0.00,-1268.00,-5296.00,-4336.00,-4620.00,44.00,-720.00,-17952.00,0.00,0.00,-18732.00,-9132.00,-9600.00,260.00,40.00,60.00,4.00,-320.00,4000.00,-4320.00,736.00,-330.00
1973:Q2,456.00,759.00,-2772.00,-260.00,0.00,2668.00,1000.00,260.00,0.00,368.00,1040.00,-6224.00,1412.00,44.00,-412.00,-2840.00,0.00,0.00,-3372.00,-7800.00,4428.00,260.00,40.00,-144.00,-68.00,-228.00,1000.00,-1228.00,672.00,-371.00
1973:Q3,572.00,787.00,-3412.00,-272.00,0.00,1240.00,1000.00,1836.00,0.00,124.00,-1720.00,-2656.00,-2112.00,44.00,344.00,-3488.00,0.00,0.00,-4284.00,-1212.00,-3072.00,260.00,40.00,48.00,-28.00,-188.00,7000.00,-7188.00,664.00,-291.00
1973:Q4,668.00,813.00,13568.00,-212.00,0.00,10516.00,1000.00,476.00,0.00,1648.00,7392.00,-4128.00,7864.00,44.00,-516.00,13544.00,0.00,0.00,12680.00,980.00,11700.00,220.00,40.00,-12.00,-56.00,-84.00,1000.00,-1084.00,756.00,-169.00
1974:Q1,438.00,774.00,-15340.00,-144.00,0.00,-8956.00,1000.00,-4148.00,0.00,-2160.00,-3648.00,-2588.00,-3744.00,48.00,44.00,-15316.00,0.00,0.00,-16232.00,-6260.00,-9972.00,260.00,80.00,-52.00,256.00,-392.00,3000.00,-3392.00,764.00,-312.00
1974:Q2,475.00,797.00,4040.00,-108.00,0.00,3220.00,1000.00,-576.00,0.00,-8.00,2804.00,-1876.00,3632.00,44.00,-872.00,4116.00,0.00,0.00,3332.00,-4888.00,8220.00,260.00,80.00,-232.00,256.00,-396.00,1000.00,-1396.00,816.00,-246.00
