1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,27338.00,27966.00,26122.00,23.00,38.00,1783.00,-628.00,-821.00,156.00,38.00,0.00,27338.00,27845.00,-610.00,-703.00,93.00,173.00,-1690.00,1526.00,538.00,268.00,706.00,0.00,14.00,0.00,94.00
1975:Q2,21884.00,30265.00,28397.00,40.00,38.00,1790.00,-8381.00,-8879.00,460.00,38.00,0.00,21884.00,18501.00,2284.00,2197.00,87.00,-158.00,-323.00,752.00,656.00,-123.00,206.00,0.00,13.00,0.00,828.00
1975:Q3,17189.00,18840.00,18006.00,115.00,42.00,677.00,-1651.00,-2541.00,849.00,42.00,0.00,17189.00,14874.00,2403.00,2334.00,69.00,158.00,-655.00,125.00,681.00,-346.00,-224.00,0.00,14.00,0.00,284.00
1975:Q4,22832.00,21322.00,19851.00,196.00,42.00,1233.00,1510.00,-77.00,1545.00,42.00,0.00,22832.00,19906.00,-107.00,-162.00,55.00,-78.00,1066.00,1795.00,622.00,-171.00,-169.00,0.00,13.00,1500.00,250.00
1976:Q1,29874.00,39562.00,37753.00,-82.00,-4.00,1894.00,-9688.00,-9152.00,-532.00,-4.00,0.00,29874.00,28535.00,933.00,815.00,118.00,48.00,1439.00,313.00,641.00,-106.00,-434.00,0.00,12.00,200.00,-1394.00
1976:Q2,22382.00,23144.00,21410.00,57.00,-5.00,1682.00,-762.00,-1060.00,303.00,-5.00,0.00,22382.00,23274.00,1613.00,1402.00,211.00,104.00,-2970.00,796.00,551.00,68.00,-36.00,0.00,13.00,200.00,-435.00
1976:Q3,20230.00,24428.00,23639.00,36.00,33.00,720.00,-4198.00,-4566.00,336.00,33.00,0.00,20230.00,20047.00,-443.00,-885.00,442.00,-154.00,1070.00,445.00,450.00,-78.00,-139.00,0.00,12.00,200.00,-735.00
1976:Q4,35169.00,34371.00,32830.00,19.00,33.00,1489.00,798.00,520.00,245.00,33.00,0.00,35169.00,26743.00,3952.00,3321.00,631.00,161.00,2583.00,1065.00,543.00,93.00,-43.00,0.00,12.00,460.00,665.00
1977:Q1,38388.00,39163.00,36740.00,29.00,124.00,2270.00,-775.00,-1145.00,247.00,124.00,0.00,38388.00,35879.00,-367.00,-828.00,461.00,-141.00,2738.00,831.00,661.00,-50.00,-32.00,0.00,12.00,240.00,-552.00
1977:Q2,24405.00,21866.00,19709.00,43.00,150.00,1964.00,2539.00,2102.00,287.00,150.00,0.00,24405.00,20622.00,1875.00,1335.00,540.00,220.00,-1331.00,1562.00,734.00,303.00,114.00,0.00,11.00,400.00,1457.00
1977:Q3,29148.00,20252.00,18731.00,3.00,123.00,1395.00,8897.00,8643.00,131.00,123.00,0.00,29148.00,25666.00,1345.00,607.00,738.00,-50.00,2288.00,1268.00,787.00,82.00,-13.00,0.00,12.00,400.00,-1369.00
1977:Q4,31880.00,13968.00,11997.00,157.00,107.00,1707.00,17912.00,16486.00,1319.00,107.00,0.00,31880.00,20029.00,6457.00,5559.00,898.00,118.00,3007.00,1474.00,823.00,-67.00,237.00,0.00,11.00,470.00,795.00
1978:Q1,37824.00,24716.00,21740.00,92.00,195.00,2689.00,13109.00,12080.00,810.00,195.00,24.00,37824.00,29660.00,162.00,-376.00,538.00,-188.00,3812.00,2695.00,948.00,342.00,865.00,0.00,10.00,530.00,1683.00
1978:Q2,24928.00,14414.00,12138.00,70.00,257.00,1949.00,10515.00,9781.00,441.00,257.00,36.00,24928.00,21332.00,968.00,306.00,662.00,361.00,-847.00,2351.00,998.00,285.00,457.00,0.00,11.00,600.00,763.00
1978:Q3,29865.00,17606.00,16576.00,208.00,196.00,626.00,12259.00,10260.00,1771.00,196.00,32.00,29865.00,24353.00,-148.00,-1120.00,972.00,-105.00,2433.00,3102.00,919.00,393.00,980.00,0.00,10.00,800.00,230.00
1978:Q4,28585.00,9625.00,8648.00,321.00,137.00,519.00,18961.00,16080.00,2708.00,137.00,36.00,28585.00,17952.00,5139.00,3916.00,1223.00,-4.00,1748.00,2177.00,1151.00,-82.00,363.00,0.00,10.00,735.00,1573.00
1979:Q1,28580.00,25147.00,23198.00,48.00,57.00,1844.00,3433.00,3150.00,190.00,57.00,36.00,28580.00,23014.00,-677.00,-2156.00,1479.00,-7.00,2562.00,3244.00,1067.00,393.00,1609.00,0.00,10.00,165.00,444.00
1979:Q2,8946.00,12835.00,10808.00,193.00,-5.00,1839.00,-3889.00,-5445.00,1525.00,-5.00,36.00,8946.00,10893.00,-583.00,-2045.00,1462.00,38.00,-3381.00,2932.00,950.00,97.00,1676.00,0.00,9.00,200.00,-953.00
1979:Q3,32300.00,14237.00,12794.00,250.00,202.00,991.00,18064.00,15759.00,2067.00,202.00,36.00,32300.00,21367.00,5097.00,3678.00,1419.00,24.00,139.00,4253.00,1037.00,211.00,2795.00,0.00,10.00,200.00,1420.00
1979:Q4,19900.00,8176.00,8690.00,-12.00,282.00,-784.00,11724.00,12034.00,-628.00,282.00,36.00,19900.00,13610.00,4142.00,2755.00,1387.00,10.00,-1439.00,3338.00,1180.00,403.00,1449.00,0.00,9.00,297.00,239.00
1980:Q1,27421.00,17032.00,18949.00,-55.00,91.00,-1953.00,10389.00,10536.00,-274.00,91.00,36.00,27421.00,23762.00,-1398.00,-1666.00,268.00,-98.00,1803.00,3611.00,936.00,111.00,2153.00,0.00,8.00,403.00,-259.00
1980:Q2,18505.00,21181.00,19318.00,57.00,49.00,1757.00,-2676.00,-2577.00,-184.00,49.00,36.00,18505.00,19247.00,-1521.00,-1978.00,457.00,-151.00,-3671.00,3606.00,869.00,-13.00,2241.00,0.00,9.00,500.00,995.00
1980:Q3,34411.00,21332.00,18166.00,326.00,71.00,2769.00,13080.00,9943.00,3030.00,71.00,36.00,34411.00,30402.00,1558.00,629.00,929.00,230.00,-1330.00,4315.00,821.00,3.00,2983.00,0.00,8.00,500.00,-764.00
1980:Q4,62614.00,23900.00,23600.00,505.00,158.00,-363.00,38714.00,33977.00,4488.00,158.00,91.00,62614.00,47993.00,8931.00,7623.00,1308.00,-191.00,1231.00,3646.00,1307.00,125.00,1837.00,0.00,8.00,369.00,1004.00
1981:Q1,19794.00,13745.00,12245.00,96.00,262.00,1142.00,6050.00,4549.00,1217.00,262.00,22.00,19794.00,1779.00,6451.00,6012.00,439.00,26.00,1530.00,10875.00,1096.00,423.00,8717.00,0.00,8.00,631.00,-867.00
1981:Q2,20697.00,2089.00,930.00,31.00,380.00,748.00,18609.00,17571.00,635.00,380.00,23.00,20697.00,17998.00,-130.00,-441.00,311.00,-66.00,-2502.00,4347.00,804.00,-346.00,2062.00,0.00,7.00,1820.00,1050.00
1981:Q3,32452.00,8469.00,8128.00,333.00,370.00,-362.00,23983.00,20855.00,2759.00,370.00,-1.00,32452.00,21883.00,-983.00,-1278.00,295.00,-90.00,129.00,12014.00,1233.00,535.00,8458.00,0.00,8.00,1780.00,-501.00
1981:Q4,43399.00,30363.00,29036.00,398.00,231.00,698.00,13036.00,10624.00,2144.00,231.00,37.00,43399.00,24893.00,6080.00,5656.00,424.00,-12.00,3082.00,6766.00,1516.00,-483.00,3925.00,0.00,7.00,1801.00,2590.00
1982:Q1,40007.00,31148.00,28536.00,-65.00,97.00,2580.00,8860.00,7061.00,1566.00,97.00,136.00,40007.00,30829.00,-55.00,-566.00,511.00,129.00,4455.00,2875.00,3109.00,159.00,-2598.00,0.00,6.00,2199.00,1774.00
1982:Q2,32697.00,15461.00,13338.00,345.00,-40.00,1817.00,17237.00,14425.00,2782.00,-40.00,69.00,32697.00,23450.00,-3270.00,-3828.00,558.00,174.00,-2012.00,10076.00,3449.00,638.00,3699.00,0.00,6.00,2284.00,4279.00
1982:Q3,38833.00,26165.00,24627.00,263.00,-50.00,1325.00,12668.00,10259.00,2420.00,-50.00,39.00,38833.00,20273.00,8046.00,7423.00,623.00,28.00,1686.00,7704.00,3113.00,473.00,5496.00,0.00,6.00,-1384.00,1096.00
1982:Q4,60892.00,75876.00,73028.00,308.00,62.00,2478.00,-14984.00,-18019.00,3055.00,62.00,-82.00,60892.00,58598.00,6281.00,5573.00,708.00,141.00,-301.00,-7051.00,3269.00,909.00,-9859.00,0.00,7.00,-1377.00,3224.00
1983:Q1,52277.00,102800.00,99003.00,-940.00,175.00,4562.00,-50523.00,-41296.00,-9333.00,175.00,-68.00,52277.00,55999.00,573.00,-236.00,809.00,-177.00,-328.00,-2584.00,4075.00,1358.00,-10501.00,0.00,7.00,2477.00,-1206.00
1983:Q2,38071.00,32307.00,27621.00,352.00,281.00,4053.00,5764.00,2010.00,3491.00,281.00,-18.00,38071.00,33107.00,5420.00,4492.00,928.00,-201.00,-4030.00,3039.00,5558.00,407.00,-4228.00,0.00,7.00,1295.00,736.00
1983:Q3,48250.00,29699.00,27504.00,2.00,279.00,1914.00,18551.00,18381.00,-158.00,279.00,49.00,48250.00,50059.00,-273.00,-1232.00,959.00,35.00,-930.00,-315.00,173.00,-452.00,-1549.00,0.00,8.00,1505.00,-326.00
1983:Q4,57403.00,42451.00,40434.00,-267.00,169.00,2115.00,14953.00,17510.00,-2742.00,169.00,16.00,57403.00,48382.00,4281.00,3377.00,904.00,-108.00,-972.00,4004.00,1651.00,1480.00,-534.00,0.00,8.00,1399.00,1816.00
1984:Q1,50894.00,36889.00,31051.00,-237.00,67.00,6008.00,14006.00,15767.00,-1877.00,67.00,49.00,50894.00,57490.00,-1681.00,-2514.00,833.00,140.00,-2544.00,-2266.00,-705.00,1319.00,-3389.00,0.00,-92.00,601.00,-245.00
1984:Q2,67641.00,34348.00,29194.00,407.00,-29.00,4775.00,33294.00,30641.00,2797.00,-29.00,-116.00,67641.00,60692.00,-902.00,-1650.00,748.00,25.00,-1006.00,4939.00,-148.00,989.00,3768.00,0.00,1.00,329.00,3893.00
1984:Q3,46723.00,26606.00,26116.00,-184.00,-46.00,719.00,20118.00,21437.00,-1358.00,-46.00,84.00,46723.00,47533.00,-3870.00,-4678.00,808.00,98.00,1941.00,301.00,4855.00,1634.00,-4693.00,0.00,34.00,-1529.00,720.00
1984:Q4,69962.00,50595.00,50295.00,504.00,14.00,-218.00,19368.00,14937.00,4313.00,14.00,104.00,69962.00,53883.00,9003.00,7992.00,1011.00,269.00,1838.00,4635.00,3150.00,-767.00,4151.00,0.00,-48.00,-1851.00,334.00
1985:Q1,51243.00,48126.00,41686.00,202.00,58.00,6180.00,3117.00,1888.00,1091.00,58.00,80.00,51243.00,36405.00,5196.00,3926.00,1270.00,-69.00,4007.00,5140.00,5170.00,2125.00,-2277.00,0.00,21.00,101.00,564.00
1985:Q2,30755.00,38734.00,32425.00,-257.00,86.00,6480.00,-7979.00,-5346.00,-2791.00,86.00,73.00,30755.00,32381.00,-4656.00,-6242.00,1586.00,-27.00,-2306.00,5567.00,6400.00,529.00,-1548.00,0.00,93.00,93.00,-204.00
1985:Q3,38193.00,26609.00,21162.00,423.00,100.00,4924.00,11584.00,7387.00,4030.00,100.00,67.00,38193.00,33515.00,3413.00,1880.00,1533.00,83.00,1996.00,-2131.00,-771.00,-465.00,-1115.00,0.00,213.00,7.00,1317.00
1985:Q4,37227.00,26850.00,24149.00,774.00,101.00,1826.00,10377.00,12712.00,-2560.00,101.00,124.00,37227.00,35315.00,1724.00,613.00,1111.00,53.00,3329.00,-4735.00,-2223.00,-822.00,-1751.00,0.00,-8.00,69.00,1541.00
1986:Q1,37895.00,34816.00,28072.00,-1152.00,120.00,7776.00,3080.00,4323.00,-1428.00,120.00,65.00,37895.00,32797.00,6236.00,5456.00,780.00,373.00,1530.00,1413.00,1443.00,745.00,319.00,0.00,125.00,-1219.00,-4454.00
1986:Q2,21555.00,31706.00,22346.00,453.00,152.00,8755.00,-10151.00,-11001.00,673.00,152.00,26.00,21555.00,15045.00,6208.00,5670.00,538.00,25.00,-1992.00,1552.00,925.00,111.00,-228.00,0.00,4.00,740.00,717.00
1986:Q3,46878.00,31149.00,25655.00,-96.00,138.00,5452.00,15729.00,3185.00,12239.00,138.00,167.00,46878.00,29950.00,12097.00,11791.00,306.00,-190.00,1188.00,3320.00,2733.00,-2588.00,2390.00,0.00,368.00,417.00,513.00
1986:Q4,45024.00,32320.00,25058.00,3023.00,79.00,4160.00,12704.00,-1893.00,14114.00,79.00,404.00,45024.00,44866.00,-6604.00,-6688.00,84.00,-23.00,1625.00,4396.00,5218.00,-1704.00,275.00,0.00,320.00,287.00,764.00
1987:Q1,11188.00,19900.00,9484.00,1930.00,14.00,8472.00,-8712.00,-4536.00,-3954.00,14.00,-236.00,11188.00,14289.00,-4706.00,-4412.00,-294.00,-112.00,5280.00,-3574.00,-3232.00,-2488.00,-299.00,0.00,92.00,2353.00,11.00
1987:Q2,36370.00,10123.00,7906.00,-2429.00,-56.00,4701.00,26248.00,11495.00,14403.00,-56.00,405.00,36370.00,34707.00,-157.00,674.00,-831.00,252.00,-28.00,2281.00,133.00,-1650.00,4876.00,0.00,-45.00,-1033.00,-685.00
1987:Q3,35456.00,12456.00,13263.00,-84.00,-60.00,-664.00,23001.00,12735.00,10567.00,-60.00,-242.00,35456.00,35468.00,-2056.00,-1309.00,-747.00,-53.00,-530.00,2310.00,-2677.00,-734.00,2764.00,0.00,259.00,2698.00,317.00
1987:Q4,68319.00,34637.00,34579.00,1212.00,2.00,-1156.00,33683.00,27181.00,6165.00,2.00,335.00,68319.00,62379.00,5414.00,5460.00,-46.00,131.00,2378.00,-3212.00,-5041.00,197.00,7313.00,0.00,279.00,-5960.00,1229.00
1988:Q1,53764.00,57486.00,51927.00,-315.00,37.00,5837.00,-3722.00,6012.00,-9655.00,37.00,-116.00,53764.00,48404.00,-1703.00,-3971.00,2268.00,-79.00,2963.00,4293.00,392.00,545.00,2668.00,0.00,141.00,547.00,-114.00
1988:Q2,32429.00,27141.00,23062.00,170.00,65.00,3844.00,5288.00,2126.00,2302.00,65.00,795.00,32429.00,34676.00,-5246.00,-7292.00,2046.00,72.00,-4482.00,5699.00,6271.00,104.00,-2422.00,0.00,288.00,1458.00,1710.00
1988:Q3,53735.00,18639.00,16606.00,597.00,86.00,1350.00,35097.00,28381.00,7199.00,86.00,-569.00,53735.00,42931.00,5440.00,4269.00,1171.00,-225.00,761.00,4885.00,-117.00,623.00,2903.00,0.00,-61.00,1537.00,-57.00
1988:Q4,44228.00,19206.00,18798.00,78.00,98.00,232.00,25022.00,8576.00,16086.00,98.00,262.00,44228.00,41068.00,4406.00,3324.00,1082.00,-15.00,-1216.00,-1845.00,4293.00,628.00,-3699.00,0.00,128.00,-3195.00,1830.00
1989:Q1,37139.00,12932.00,9340.00,818.00,93.00,2681.00,24208.00,15815.00,8195.00,93.00,105.00,37139.00,23451.00,-7123.00,-7894.00,771.00,-72.00,1912.00,17529.00,7575.00,1007.00,2838.00,0.00,691.00,5418.00,1442.00
1989:Q2,20470.00,19489.00,20460.00,-416.00,69.00,-624.00,981.00,4492.00,-3483.00,69.00,-97.00,20470.00,3172.00,6009.00,6342.00,-333.00,-47.00,-2502.00,11714.00,7083.00,295.00,7098.00,0.00,254.00,-3016.00,2124.00
1989:Q3,29789.00,32404.00,30731.00,535.00,125.00,1013.00,-2615.00,-4843.00,565.00,125.00,1538.00,29789.00,30789.00,-7852.00,-7518.00,-334.00,-130.00,-2023.00,8145.00,7091.00,432.00,1422.00,0.00,136.00,-936.00,860.00
1989:Q4,41292.00,34159.00,30015.00,2761.00,261.00,1122.00,7134.00,-8140.00,13477.00,261.00,1536.00,41292.00,28099.00,8697.00,7407.00,1290.00,106.00,-167.00,2739.00,5715.00,210.00,-2001.00,0.00,208.00,-1393.00,1818.00
1990:Q1,2277.00,31491.00,25574.00,-2605.00,449.00,8073.00,-29214.00,-14249.00,-14178.00,449.00,-1236.00,2277.00,15669.00,-9533.00,-10763.00,1230.00,148.00,927.00,-6439.00,1596.00,-581.00,-6810.00,0.00,-20.00,-624.00,1505.00
1990:Q2,-14642.00,4505.00,-1140.00,396.00,690.00,4559.00,-19147.00,-16444.00,-2263.00,690.00,-1129.00,-14642.00,-4018.00,1656.00,1078.00,578.00,-74.00,-2372.00,-8879.00,-2723.00,-526.00,-5679.00,0.00,259.00,-210.00,-955.00
1990:Q3,-3032.00,8513.00,7657.00,-771.00,641.00,986.00,-11545.00,-12756.00,441.00,641.00,129.00,-3032.00,15404.00,2734.00,1444.00,1290.00,124.00,-1060.00,-19297.00,-2168.00,-151.00,-5937.00,0.00,186.00,-11227.00,-937.00
1990:Q4,18102.00,19457.00,16348.00,2011.00,304.00,794.00,-1355.00,-20006.00,18233.00,304.00,115.00,18102.00,23150.00,1765.00,2195.00,-430.00,-56.00,-535.00,-5925.00,-888.00,-101.00,-2865.00,0.00,227.00,-2298.00,-297.00
1991:Q1,18183.00,31371.00,24679.00,1436.00,-31.00,5286.00,-13188.00,-24174.00,10832.00,-31.00,185.00,18183.00,8887.00,2466.00,3400.00,-934.00,-103.00,-4768.00,10423.00,-2586.00,6957.00,6922.00,0.00,250.00,-1120.00,1278.00
1991:Q2,-43470.00,-4128.00,-8897.00,165.00,-364.00,4968.00,-39343.00,-34792.00,-4407.00,-364.00,220.00,-43470.00,-51535.00,4620.00,3330.00,1290.00,244.00,-2117.00,4405.00,2159.00,-2428.00,3255.00,0.00,1110.00,309.00,913.00
1991:Q3,-14337.00,-10587.00,-13669.00,567.00,-417.00,2932.00,-3751.00,-23328.00,19814.00,-417.00,180.00,-14337.00,-19900.00,3624.00,2749.00,875.00,-17.00,4.00,4752.00,4593.00,-2328.00,2548.00,0.00,724.00,-785.00,-2800.00
1991:Q4,-27989.00,-15035.00,-16896.00,-2219.00,-191.00,4271.00,-12954.00,-27802.00,14807.00,-191.00,232.00,-27989.00,-19677.00,-5484.00,-6462.00,978.00,24.00,-4197.00,970.00,1330.00,-1074.00,606.00,0.00,706.00,-598.00,375.00
1992:Q1,-31451.00,-2724.00,-11755.00,-547.00,-1.00,9579.00,-28728.00,-21656.00,-7439.00,-1.00,368.00,-31451.00,-23378.00,-256.00,-3414.00,3158.00,350.00,1388.00,-3811.00,-5049.00,-422.00,376.00,0.00,-86.00,1370.00,-5744.00
1992:Q2,-16905.00,-18464.00,-21231.00,725.00,150.00,1893.00,1559.00,-26366.00,27412.00,150.00,363.00,-16905.00,-7836.00,550.00,-917.00,1467.00,300.00,-5675.00,-7545.00,-4551.00,-48.00,-1666.00,0.00,-370.00,-910.00,3301.00
1992:Q3,-57683.00,-24668.00,-24943.00,-705.00,174.00,807.00,-33016.00,-14810.00,-18816.00,174.00,437.00,-57683.00,-53662.00,3264.00,1362.00,1902.00,-26.00,1027.00,-288.00,-3130.00,-448.00,3317.00,0.00,432.00,-459.00,-7998.00
1992:Q4,-22070.00,-11309.00,-15384.00,771.00,72.00,3232.00,-10761.00,-24908.00,13672.00,72.00,403.00,-22070.00,-30018.00,1819.00,1379.00,440.00,-1301.00,-2888.00,-8552.00,-4381.00,-968.00,-2551.00,0.00,285.00,-937.00,18870.00
1993:Q1,-41760.00,-17800.00,-22877.00,72.00,-13.00,5018.00,-23961.00,-10202.00,-13843.00,-13.00,97.00,-41760.00,-41772.00,7834.00,6129.00,1705.00,62.00,2955.00,4135.00,1093.00,649.00,2317.00,0.00,519.00,-443.00,-14974.00
1993:Q2,-17079.00,-20707.00,-24653.00,678.00,-82.00,3350.00,3628.00,-7407.00,10989.00,-82.00,127.00,-17079.00,-22628.00,3826.00,3292.00,534.00,-101.00,-4911.00,-2364.00,-292.00,1010.00,-3742.00,0.00,325.00,335.00,9099.00
1993:Q3,-26531.00,-18375.00,-16397.00,-2088.00,-90.00,200.00,-8157.00,-3918.00,-4622.00,-90.00,473.00,-26531.00,-15519.00,-4445.00,-4282.00,-163.00,-9.00,639.00,-9305.00,-4349.00,-47.00,-7410.00,0.00,1784.00,717.00,2108.00
1993:Q4,-195.00,-13409.00,-15103.00,520.00,-38.00,1212.00,13214.00,-1323.00,14145.00,-38.00,429.00,-195.00,-42727.00,12186.00,10852.00,1334.00,-15.00,-212.00,3629.00,194.00,-2324.00,5942.00,0.00,514.00,-697.00,26944.00
1994:Q1,4019.00,10667.00,2842.00,-247.00,134.00,7938.00,-6648.00,-597.00,-6255.00,134.00,71.00,4019.00,3906.00,-3542.00,-4672.00,1130.00,-88.00,3372.00,-2354.00,1721.00,-361.00,-3457.00,0.00,126.00,-383.00,2725.00
1994:Q2,-13824.00,-18954.00,-21390.00,485.00,214.00,1737.00,5130.00,1135.00,3599.00,214.00,182.00,-13824.00,-31890.00,3787.00,2977.00,810.00,-34.00,-2447.00,1698.00,426.00,-349.00,1255.00,0.00,308.00,58.00,15062.00
1994:Q3,9917.00,-16336.00,-13477.00,-1486.00,164.00,-1537.00,26253.00,8979.00,17042.00,164.00,68.00,9917.00,16146.00,1208.00,241.00,967.00,33.00,4205.00,1736.00,-1170.00,-2884.00,5491.00,0.00,258.00,41.00,-13411.00
1994:Q4,4537.00,-12818.00,-10537.00,115.00,264.00,-2660.00,17355.00,11483.00,5543.00,264.00,65.00,4537.00,-12890.00,6505.00,5841.00,664.00,-34.00,1399.00,2199.00,5486.00,-153.00,-3463.00,0.00,476.00,-147.00,7358.00
1995:Q1,51920.00,16732.00,17585.00,-584.00,221.00,-490.00,35188.00,23306.00,5976.00,221.00,5685.00,51920.00,47942.00,-12540.00,-14164.00,1624.00,438.00,4926.00,13855.00,2739.00,53.00,10244.00,0.00,765.00,54.00,-2701.00
1995:Q2,44242.00,26494.00,27887.00,461.00,224.00,-2078.00,17748.00,7398.00,3808.00,224.00,6318.00,44242.00,28548.00,10354.00,9622.00,732.00,-72.00,-2244.00,2596.00,1065.00,58.00,1218.00,0.00,309.00,-54.00,5060.00
1995:Q3,47557.00,38494.00,30520.00,-290.00,236.00,8028.00,9063.00,11098.00,3897.00,236.00,-6168.00,47557.00,34701.00,2589.00,1410.00,1179.00,-1.00,491.00,18807.00,2390.00,1615.00,14707.00,0.00,109.00,-14.00,-9030.00
1995:Q4,30311.00,30783.00,24384.00,-319.00,533.00,6185.00,-472.00,13097.00,-9926.00,533.00,-4175.00,30311.00,16243.00,7199.00,6451.00,748.00,-113.00,3467.00,-410.00,1908.00,255.00,-4937.00,0.00,2445.00,-81.00,3925.00
1996:Q1,82137.00,69217.00,57523.00,-291.00,220.00,11765.00,12920.00,12677.00,-502.00,220.00,525.00,82137.00,72522.00,-3308.00,-3839.00,531.00,95.00,4633.00,7163.00,2114.00,505.00,4286.00,0.00,265.00,-7.00,1032.00
1996:Q2,24053.00,3677.00,2904.00,-597.00,311.00,1059.00,20377.00,14028.00,5598.00,311.00,440.00,24053.00,14924.00,8948.00,7983.00,965.00,3301.00,819.00,303.00,3151.00,-1098.00,-1960.00,0.00,239.00,-29.00,-4242.00
1996:Q3,65826.00,23746.00,26789.00,-40.00,-223.00,-2780.00,42080.00,20465.00,21496.00,-223.00,342.00,65826.00,34207.00,10144.00,9152.00,992.00,-1023.00,3389.00,15210.00,2386.00,-1597.00,13499.00,0.00,704.00,218.00,3899.00
1996:Q4,54348.00,27203.00,24067.00,1063.00,-149.00,2222.00,27145.00,6927.00,19226.00,-149.00,1141.00,54348.00,19407.00,17744.00,16686.00,1058.00,-937.00,1758.00,17243.00,1027.00,19.00,15254.00,0.00,1436.00,-493.00,-867.00
1997:Q1,71241.00,57435.00,38737.00,10763.00,-269.00,8204.00,13806.00,10616.00,2486.00,-269.00,973.00,71241.00,39593.00,6539.00,3242.00,3297.00,50.00,500.00,23188.00,2209.00,2728.00,17454.00,0.00,23.00,774.00,1371.00
1997:Q2,49556.00,13440.00,12844.00,-2666.00,-243.00,3505.00,36116.00,16037.00,19949.00,-243.00,373.00,49556.00,22288.00,16427.00,13409.00,3018.00,844.00,1432.00,8088.00,3010.00,-2719.00,6759.00,0.00,1168.00,-130.00,477.00
1997:Q3,68944.00,15822.00,20751.00,-3669.00,294.00,-1554.00,53122.00,34705.00,18092.00,294.00,31.00,68944.00,60997.00,-2054.00,-4529.00,2475.00,-513.00,2395.00,7733.00,-273.00,521.00,8526.00,0.00,-1094.00,53.00,386.00
1997:Q4,61674.00,42791.00,39528.00,-26.00,217.00,3072.00,18883.00,15374.00,1720.00,217.00,1572.00,61674.00,19526.00,24502.00,22582.00,1920.00,638.00,1476.00,4621.00,6028.00,-403.00,-3767.00,0.00,3627.00,-864.00,10911.00
1998:Q1,95412.00,60015.00,51597.00,-777.00,273.00,8922.00,35397.00,23581.00,11465.00,273.00,78.00,95412.00,29689.00,50340.00,40654.00,9686.00,-410.00,6395.00,4238.00,7571.00,-767.00,-1877.00,-2425.00,1291.00,445.00,5160.00
1998:Q2,3689.00,14815.00,7161.00,2312.00,249.00,5093.00,-11126.00,-2263.00,-11080.00,249.00,1969.00,3689.00,-9260.00,7157.00,-2029.00,9186.00,245.00,1064.00,8072.00,8367.00,-32.00,-2446.00,1271.00,618.00,294.00,-3589.00
1998:Q3,36679.00,32271.00,34216.00,-4921.00,307.00,2669.00,4409.00,4940.00,-1419.00,307.00,581.00,36679.00,8190.00,9283.00,-1402.00,10685.00,320.00,2013.00,15713.00,7076.00,96.00,13679.00,-3280.00,-1788.00,-70.00,1160.00
1998:Q4,81212.00,82199.00,76016.00,-334.00,142.00,6375.00,-987.00,23626.00,-26231.00,142.00,1476.00,81212.00,57580.00,2177.00,-9009.00,11186.00,1164.00,5342.00,14576.00,6686.00,266.00,3781.00,2743.00,1212.00,-112.00,373.00
1999:Q1,16274.00,20068.00,12466.00,-1474.00,-608.00,9683.00,-3794.00,545.00,-4785.00,-608.00,1054.00,16274.00,-6419.00,15810.00,3047.00,12763.00,-856.00,3337.00,12296.00,-8984.00,186.00,17917.00,1337.00,1952.00,-112.00,-7894.00
1999:Q2,27093.00,17709.00,12931.00,-992.00,277.00,5493.00,9384.00,7122.00,936.00,277.00,1049.00,27093.00,-734.00,28374.00,15362.00,13012.00,207.00,2842.00,-4935.00,-8423.00,-518.00,-3274.00,4597.00,750.00,1933.00,1339.00
1999:Q3,58438.00,31333.00,31379.00,402.00,345.00,-793.00,27105.00,20094.00,5615.00,345.00,1051.00,58438.00,56718.00,17471.00,3708.00,13763.00,517.00,2933.00,-20250.00,-11561.00,469.00,-1702.00,-4993.00,-288.00,-2175.00,1049.00
1999:Q4,112906.00,14729.00,15808.00,230.00,801.00,-2110.00,98177.00,46862.00,50569.00,801.00,-55.00,112906.00,44071.00,35685.00,22172.00,13513.00,803.00,4869.00,18811.00,-10205.00,-428.00,19746.00,4297.00,5304.00,97.00,8667.00
2000:Q1,106592.00,67413.00,59077.00,-324.00,100.00,8560.00,39180.00,18654.00,20921.00,100.00,-495.00,106592.00,92031.00,15550.00,-2468.00,18018.00,89.00,3269.00,-2319.00,-2839.00,708.00,-734.00,126.00,566.00,-146.00,-2028.00
2000:Q2,63540.00,21075.00,20969.00,251.00,621.00,-766.00,42465.00,39823.00,590.00,621.00,1431.00,63540.00,49220.00,33906.00,15388.00,18518.00,251.00,2208.00,-23238.00,-8662.00,469.00,-16126.00,410.00,430.00,241.00,1193.00
2000:Q3,99067.00,63401.00,60774.00,-987.00,568.00,3046.00,35666.00,28802.00,6807.00,568.00,-511.00,99067.00,50892.00,31532.00,15514.00,16018.00,523.00,3038.00,9369.00,-7228.00,1869.00,7885.00,5492.00,1594.00,-243.00,3713.00
