1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q2,2847.00,2623.00,2485.00,2.00,0.00,136.00,224.00,212.00,12.00,0.00,0.00,2847.00,2632.00,0.00,0.00,0.00,-5.00,84.00,19.00,17.00,0.00,0.00,0.00,2.00,0.00,117.00
1953:Q3,1635.00,1610.00,1537.00,1.00,0.00,72.00,25.00,14.00,11.00,0.00,0.00,1635.00,1578.00,0.00,0.00,0.00,4.00,-46.00,18.00,17.00,0.00,0.00,0.00,1.00,0.00,81.00
1953:Q4,2767.00,2121.00,2027.00,1.00,0.00,93.00,646.00,636.00,10.00,0.00,0.00,2767.00,2131.00,0.00,0.00,0.00,-2.00,261.00,19.00,17.00,0.00,0.00,0.00,2.00,0.00,358.00
1954:Q1,2677.00,2045.00,2008.00,1.00,0.00,36.00,632.00,619.00,13.00,0.00,0.00,2677.00,2002.00,50.00,50.00,0.00,2.00,326.00,22.00,19.00,0.00,0.00,0.00,3.00,0.00,275.00
1954:Q2,3337.00,2894.00,2786.00,2.00,0.00,106.00,443.00,432.00,11.00,0.00,0.00,3337.00,2941.00,50.00,50.00,0.00,-9.00,52.00,22.00,19.00,0.00,0.00,0.00,3.00,0.00,281.00
1954:Q3,2048.00,1646.00,1549.00,1.00,0.00,96.00,402.00,390.00,12.00,0.00,0.00,2048.00,1611.00,50.00,50.00,0.00,9.00,103.00,16.00,20.00,0.00,0.00,0.00,-4.00,0.00,259.00
1954:Q4,2487.00,2782.00,2670.00,1.00,0.00,111.00,-295.00,-303.00,8.00,0.00,0.00,2487.00,2742.00,50.00,50.00,0.00,26.00,-19.00,11.00,20.00,0.00,0.00,0.00,-9.00,0.00,-323.00
1955:Q1,2091.00,2131.00,2102.00,0.00,0.00,29.00,-40.00,-40.00,0.00,0.00,0.00,2091.00,2092.00,-25.00,-25.00,0.00,4.00,-42.00,25.00,21.00,0.00,0.00,0.00,4.00,0.00,37.00
1955:Q2,2656.00,2576.00,2445.00,-1.00,0.00,132.00,80.00,84.00,-4.00,0.00,0.00,2656.00,2594.00,-25.00,-25.00,0.00,-4.00,75.00,31.00,23.00,0.00,0.00,0.00,8.00,0.00,-15.00
1955:Q3,1410.00,1555.00,1435.00,0.00,0.00,120.00,-145.00,-140.00,-5.00,0.00,0.00,1410.00,1494.00,-25.00,-25.00,0.00,-18.00,-139.00,35.00,23.00,0.00,0.00,0.00,12.00,0.00,63.00
1955:Q4,2298.00,2510.00,2382.00,0.00,0.00,128.00,-212.00,-210.00,-2.00,0.00,0.00,2298.00,2421.00,-25.00,-25.00,0.00,5.00,43.00,40.00,24.00,0.00,0.00,0.00,16.00,0.00,-186.00
1956:Q1,2112.00,2192.00,2093.00,1.00,0.00,98.00,-80.00,-90.00,10.00,0.00,0.00,2112.00,2163.00,0.00,0.00,0.00,-6.00,152.00,25.00,24.00,0.00,0.00,0.00,1.00,0.00,-222.00
1956:Q2,3181.00,2994.00,2879.00,2.00,0.00,113.00,187.00,170.00,17.00,0.00,0.00,3181.00,2979.00,0.00,0.00,0.00,-20.00,1.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,195.00
1956:Q3,1493.00,1629.00,1543.00,1.00,0.00,85.00,-136.00,-152.00,16.00,0.00,0.00,1493.00,1591.00,0.00,0.00,0.00,-1.00,-162.00,26.00,27.00,0.00,0.00,0.00,-1.00,0.00,39.00
1956:Q4,2642.00,2822.00,2649.00,1.00,0.00,172.00,-180.00,-188.00,8.00,0.00,0.00,2642.00,2714.00,0.00,0.00,0.00,0.00,53.00,29.00,28.00,0.00,0.00,0.00,1.00,0.00,-154.00
1957:Q1,3530.00,3293.00,3199.00,-1.00,0.00,95.00,237.00,248.00,-11.00,0.00,0.00,3530.00,3232.00,0.00,0.00,0.00,10.00,184.00,32.00,29.00,0.00,0.00,0.00,3.00,0.00,72.00
1957:Q2,3549.00,3542.00,3434.00,-2.00,0.00,110.00,7.00,24.00,-17.00,0.00,0.00,3549.00,3523.00,0.00,0.00,0.00,-14.00,139.00,32.00,30.00,0.00,0.00,0.00,2.00,0.00,-131.00
1957:Q3,1955.00,1920.00,1837.00,-2.00,0.00,85.00,35.00,54.00,-19.00,0.00,0.00,1955.00,1887.00,0.00,0.00,0.00,14.00,19.00,34.00,31.00,0.00,0.00,0.00,3.00,0.00,1.00
1957:Q4,3264.00,3325.00,3149.00,-1.00,0.00,177.00,-61.00,-50.00,-11.00,0.00,0.00,3264.00,3295.00,0.00,0.00,0.00,-39.00,41.00,33.00,32.00,0.00,0.00,0.00,1.00,0.00,-66.00
1958:Q1,5684.00,3583.00,3485.00,-1.00,0.00,99.00,2101.00,2111.00,-10.00,0.00,0.00,5684.00,3538.00,550.00,550.00,0.00,-31.00,650.00,37.00,34.00,0.00,0.00,0.00,3.00,0.00,940.00
1958:Q2,5453.00,4183.00,4071.00,0.00,0.00,112.00,1270.00,1272.00,-2.00,0.00,0.00,5453.00,4130.00,550.00,550.00,0.00,4.00,681.00,37.00,35.00,0.00,0.00,0.00,2.00,0.00,51.00
1958:Q3,2468.00,2932.00,2846.00,-1.00,0.00,87.00,-464.00,-463.00,-1.00,0.00,0.00,2468.00,2873.00,-100.00,-100.00,0.00,26.00,-379.00,38.00,36.00,0.00,0.00,0.00,2.00,0.00,10.00
1958:Q4,3257.00,3573.00,3383.00,0.00,0.00,190.00,-316.00,-313.00,-3.00,0.00,0.00,3257.00,3558.00,-100.00,-100.00,0.00,27.00,-146.00,38.00,38.00,0.00,0.00,0.00,0.00,0.00,-120.00
1959:Q1,2149.00,2232.00,2124.00,1.00,0.00,107.00,-83.00,-87.00,4.00,0.00,0.00,2149.00,2175.00,-100.00,-100.00,0.00,-7.00,0.00,51.00,39.00,0.00,0.00,0.00,12.00,0.00,30.00
1959:Q2,3420.00,3801.00,3671.00,0.00,0.00,130.00,-381.00,-388.00,7.00,0.00,0.00,3420.00,3759.00,-100.00,-100.00,0.00,11.00,58.00,52.00,40.00,0.00,0.00,0.00,12.00,0.00,-360.00
1959:Q3,1267.00,2026.00,1921.00,1.00,0.00,104.00,-759.00,-765.00,6.00,0.00,0.00,1267.00,2003.00,-100.00,-100.00,0.00,-11.00,-470.00,56.00,42.00,0.00,0.00,0.00,14.00,0.00,-211.00
1959:Q4,2219.00,2737.00,2515.00,1.00,0.00,221.00,-518.00,-524.00,6.00,0.00,0.00,2219.00,2591.00,-100.00,-100.00,0.00,-35.00,2.00,59.00,44.00,0.00,0.00,0.00,15.00,0.00,-298.00
1960:Q1,1878.00,1942.00,1835.00,1.00,0.00,106.00,-64.00,-72.00,8.00,0.00,0.00,1878.00,1997.00,-232.00,-232.00,0.00,-5.00,169.00,49.00,45.00,0.00,0.00,0.00,4.00,0.00,-100.00
1960:Q2,4043.00,3577.00,3452.00,1.00,0.00,124.00,466.00,458.00,8.00,0.00,0.00,4043.00,3634.00,-181.00,-181.00,0.00,10.00,400.00,52.00,48.00,0.00,0.00,0.00,4.00,0.00,128.00
1960:Q3,3936.00,3132.00,3050.00,1.00,0.00,81.00,804.00,794.00,10.00,0.00,0.00,3936.00,3125.00,259.00,259.00,0.00,-10.00,288.00,55.00,49.00,0.00,0.00,0.00,6.00,0.00,219.00
1960:Q4,5432.00,3075.00,2847.00,1.00,0.00,227.00,2357.00,2347.00,10.00,0.00,0.00,5432.00,3180.00,1654.00,1654.00,0.00,-18.00,521.00,58.00,50.00,0.00,0.00,0.00,8.00,0.00,37.00
1961:Q1,5545.00,5204.00,5078.00,1.00,0.00,125.00,341.00,331.00,10.00,0.00,0.00,5545.00,5240.00,272.00,272.00,0.00,38.00,326.00,65.00,53.00,0.00,0.00,0.00,12.00,0.00,-396.00
1961:Q2,6589.00,5383.00,5237.00,1.00,0.00,145.00,1206.00,1195.00,11.00,0.00,0.00,6589.00,5395.00,591.00,591.00,0.00,-12.00,383.00,67.00,55.00,0.00,0.00,0.00,12.00,0.00,165.00
1961:Q3,3712.00,2606.00,2492.00,1.00,0.00,113.00,1106.00,1094.00,12.00,0.00,0.00,3712.00,2637.00,743.00,743.00,0.00,12.00,-24.00,69.00,57.00,0.00,0.00,0.00,12.00,0.00,275.00
1961:Q4,4893.00,5100.00,4825.00,1.00,0.00,274.00,-207.00,-213.00,6.00,0.00,0.00,4893.00,5112.00,-506.00,-506.00,0.00,-16.00,223.00,72.00,59.00,0.00,0.00,0.00,13.00,0.00,8.00
1962:Q1,8344.00,6311.00,6148.00,0.00,0.00,163.00,2033.00,2029.00,4.00,0.00,0.00,8344.00,6359.00,1295.00,1295.00,0.00,6.00,622.00,69.00,62.00,0.00,0.00,0.00,7.00,0.00,-7.00
1962:Q2,7457.00,6818.00,6682.00,0.00,0.00,136.00,639.00,639.00,0.00,0.00,0.00,7457.00,6876.00,159.00,159.00,0.00,10.00,254.00,71.00,63.00,0.00,0.00,0.00,8.00,0.00,87.00
1962:Q3,4649.00,5278.00,5169.00,0.00,0.00,109.00,-629.00,-628.00,-1.00,0.00,0.00,4649.00,5343.00,-651.00,-651.00,0.00,-30.00,-226.00,75.00,67.00,0.00,0.00,0.00,8.00,0.00,138.00
1962:Q4,8192.00,7397.00,7114.00,1.00,0.00,282.00,795.00,794.00,1.00,0.00,0.00,8192.00,7405.00,97.00,97.00,0.00,-1.00,335.00,76.00,68.00,0.00,0.00,0.00,8.00,0.00,280.00
1963:Q1,8585.00,6799.00,6611.00,1.00,0.00,187.00,1786.00,1774.00,12.00,0.00,0.00,8585.00,6937.00,344.00,344.00,0.00,-9.00,859.00,61.00,72.00,0.00,0.00,0.00,-11.00,0.00,393.00
1963:Q2,7431.00,7134.00,6960.00,2.00,0.00,172.00,297.00,282.00,15.00,0.00,0.00,7431.00,7265.00,-184.00,-184.00,0.00,-6.00,157.00,62.00,74.00,0.00,0.00,0.00,-12.00,0.00,137.00
1963:Q3,4914.00,4590.00,4449.00,1.00,0.00,140.00,324.00,308.00,16.00,0.00,0.00,4914.00,4716.00,-43.00,-43.00,0.00,-4.00,-8.00,64.00,77.00,0.00,0.00,0.00,-13.00,0.00,189.00
1963:Q4,8604.00,7072.00,6737.00,2.00,0.00,333.00,1532.00,1519.00,13.00,0.00,0.00,8604.00,7190.00,570.00,570.00,0.00,10.00,635.00,67.00,80.00,0.00,0.00,0.00,-13.00,0.00,132.00
1964:Q1,7466.00,5712.00,5519.00,1.00,0.00,192.00,1754.00,1747.00,7.00,0.00,0.00,7466.00,5809.00,1037.00,1037.00,0.00,0.00,268.00,82.00,83.00,0.00,0.00,0.00,-1.00,0.00,270.00
1964:Q2,7710.00,7146.00,6869.00,0.00,0.00,277.00,564.00,558.00,6.00,0.00,0.00,7710.00,7243.00,-272.00,-272.00,0.00,-3.00,319.00,83.00,86.00,0.00,0.00,0.00,-3.00,0.00,340.00
1964:Q3,6029.00,5451.00,5257.00,1.00,0.00,193.00,578.00,572.00,6.00,0.00,0.00,6029.00,5579.00,-143.00,-143.00,0.00,-17.00,207.00,88.00,89.00,0.00,0.00,0.00,-1.00,0.00,315.00
1964:Q4,9214.00,7346.00,6950.00,0.00,0.00,396.00,1868.00,1863.00,5.00,0.00,0.00,9214.00,7474.00,362.00,362.00,0.00,32.00,925.00,91.00,93.00,0.00,0.00,0.00,-2.00,0.00,330.00
1965:Q1,9672.00,7652.00,7477.00,2.00,0.00,173.00,2020.00,2003.00,17.00,0.00,0.00,9672.00,7750.00,1033.00,1033.00,0.00,-12.00,638.00,109.00,97.00,0.00,0.00,0.00,12.00,0.00,154.00
1965:Q2,7581.00,6171.00,5924.00,2.00,0.00,245.00,1410.00,1394.00,16.00,0.00,0.00,7581.00,6267.00,897.00,897.00,0.00,0.00,123.00,110.00,100.00,0.00,0.00,0.00,10.00,0.00,184.00
1965:Q3,6864.00,5553.00,5399.00,2.00,0.00,152.00,1311.00,1296.00,15.00,0.00,0.00,6864.00,5564.00,611.00,611.00,0.00,-10.00,476.00,117.00,104.00,0.00,0.00,0.00,13.00,0.00,106.00
1965:Q4,9053.00,7888.00,7463.00,2.00,0.00,423.00,1165.00,1146.00,19.00,0.00,0.00,9053.00,7892.00,-219.00,-219.00,0.00,0.00,1137.00,121.00,108.00,0.00,0.00,0.00,13.00,0.00,122.00
1966:Q1,6882.00,5523.00,5351.00,2.00,0.00,170.00,1359.00,1343.00,16.00,0.00,0.00,6882.00,5595.00,893.00,893.00,0.00,0.00,58.00,126.00,113.00,0.00,0.00,0.00,13.00,0.00,210.00
1966:Q2,5988.00,5367.00,5130.00,2.00,0.00,235.00,621.00,603.00,18.00,0.00,0.00,5988.00,5452.00,-178.00,-178.00,0.00,-10.00,390.00,128.00,117.00,0.00,0.00,0.00,11.00,0.00,206.00
1966:Q3,2273.00,1827.00,1734.00,0.00,0.00,93.00,446.00,447.00,-1.00,0.00,0.00,2273.00,1993.00,66.00,66.00,0.00,-10.00,127.00,128.00,120.00,0.00,0.00,0.00,8.00,0.00,-31.00
1966:Q4,5201.00,5308.00,4957.00,0.00,0.00,351.00,-107.00,-108.00,1.00,0.00,0.00,5201.00,5581.00,-1171.00,-1171.00,0.00,-10.00,701.00,153.00,147.00,0.00,0.00,0.00,6.00,0.00,-53.00
1967:Q1,13351.00,10208.00,10029.00,2.00,0.00,177.00,3143.00,3119.00,24.00,0.00,0.00,13351.00,10264.00,953.00,953.00,0.00,30.00,1538.00,127.00,121.00,0.00,0.00,0.00,6.00,0.00,439.00
1967:Q2,11308.00,10740.00,10413.00,3.00,0.00,324.00,568.00,546.00,22.00,0.00,0.00,11308.00,10870.00,-779.00,-779.00,0.00,20.00,651.00,165.00,143.00,17.00,0.00,0.00,5.00,0.00,381.00
1967:Q3,8120.00,7616.00,7460.00,3.00,0.00,153.00,504.00,479.00,25.00,0.00,0.00,8120.00,7660.00,322.00,322.00,0.00,-10.00,-262.00,206.00,147.00,52.00,0.00,0.00,7.00,0.00,204.00
1967:Q4,7834.00,6147.00,5769.00,3.00,0.00,375.00,1687.00,1658.00,29.00,0.00,0.00,7834.00,6376.00,583.00,583.00,0.00,7.00,342.00,284.00,185.00,92.00,0.00,0.00,7.00,0.00,242.00
1968:Q1,8791.00,7901.00,7652.00,4.00,0.00,245.00,890.00,854.00,36.00,0.00,0.00,8791.00,8723.00,-307.00,-307.00,0.00,63.00,541.00,76.00,122.00,-53.00,0.00,0.00,7.00,0.00,-305.00
1968:Q2,4430.00,6117.00,5720.00,4.00,0.00,393.00,-1687.00,-1726.00,39.00,0.00,0.00,4430.00,5685.00,-1246.00,-1246.00,0.00,-9.00,175.00,138.00,167.00,-33.00,0.00,0.00,4.00,0.00,-313.00
1968:Q3,9544.00,5893.00,5780.00,3.00,0.00,110.00,3651.00,3621.00,30.00,0.00,0.00,9544.00,7841.00,410.00,410.00,0.00,29.00,839.00,256.00,182.00,71.00,0.00,0.00,3.00,0.00,169.00
1968:Q4,10580.00,6709.00,6247.00,4.00,0.00,458.00,3871.00,3837.00,34.00,0.00,0.00,10580.00,7988.00,517.00,517.00,0.00,18.00,1594.00,284.00,195.00,84.00,0.00,0.00,5.00,0.00,179.00
1969:Q1,2516.00,6868.00,6397.00,6.00,106.00,359.00,-4352.00,-4506.00,49.00,106.00,0.00,2516.00,4829.00,-1364.00,-1364.00,0.00,-18.00,-656.00,-54.00,119.00,-178.00,0.00,0.00,5.00,0.00,-221.00
1969:Q2,176.00,2797.00,2257.00,2.00,164.00,374.00,-2621.00,-2804.00,19.00,164.00,0.00,176.00,4867.00,-3099.00,-3099.00,0.00,2.00,-1677.00,338.00,241.00,91.00,0.00,0.00,6.00,0.00,-255.00
1969:Q3,-5332.00,1153.00,801.00,8.00,153.00,191.00,-6485.00,-6707.00,70.00,153.00,0.00,-5332.00,-1398.00,-1068.00,-1068.00,0.00,-52.00,-3186.00,257.00,180.00,68.00,0.00,0.00,9.00,0.00,115.00
1969:Q4,1981.00,3579.00,3001.00,7.00,70.00,501.00,-1598.00,-1738.00,70.00,70.00,0.00,1981.00,336.00,127.00,127.00,0.00,-89.00,-311.00,177.00,209.00,-41.00,0.00,0.00,9.00,0.00,1741.00
1970:Q1,4022.00,2862.00,2444.00,18.00,27.00,373.00,1161.00,978.00,156.00,27.00,0.00,4022.00,997.00,896.00,696.00,200.00,-31.00,1746.00,196.00,217.00,-32.00,0.00,0.00,11.00,0.00,218.00
1970:Q2,12130.00,8372.00,7853.00,9.00,18.00,492.00,3758.00,3659.00,81.00,18.00,0.00,12130.00,8192.00,1363.00,963.00,400.00,22.00,2143.00,304.00,220.00,71.00,0.00,0.00,13.00,0.00,106.00
1970:Q3,20320.00,6378.00,6125.00,7.00,15.00,231.00,13942.00,13865.00,62.00,15.00,0.00,20320.00,17831.00,414.00,14.00,400.00,158.00,2790.00,207.00,233.00,-42.00,0.00,0.00,16.00,0.00,-1080.00
1970:Q4,18389.00,13006.00,12341.00,4.00,15.00,646.00,5383.00,5329.00,39.00,15.00,0.00,18389.00,15208.00,422.00,22.00,400.00,103.00,3283.00,281.00,216.00,46.00,0.00,0.00,19.00,0.00,-908.00
1971:Q1,29586.00,24479.00,23707.00,5.00,-7.00,773.00,5108.00,5063.00,51.00,-7.00,0.00,29586.00,23682.00,2597.00,2197.00,400.00,17.00,2934.00,291.00,252.00,20.00,0.00,0.00,19.00,0.00,65.00
1971:Q2,17570.00,17755.00,16920.00,4.00,-6.00,836.00,-185.00,-213.00,34.00,-6.00,0.00,17570.00,15526.00,1680.00,1280.00,400.00,37.00,95.00,163.00,198.00,-53.00,0.00,0.00,18.00,0.00,69.00
1971:Q3,15099.00,10670.00,10116.00,12.00,56.00,486.00,4430.00,4272.00,102.00,56.00,0.00,15099.00,13154.00,841.00,441.00,400.00,13.00,711.00,279.00,268.00,-6.00,0.00,0.00,17.00,0.00,101.00
1971:Q4,19588.00,15468.00,14660.00,5.00,33.00,770.00,4121.00,4041.00,47.00,33.00,0.00,19588.00,15148.00,644.00,244.00,400.00,-10.00,3484.00,228.00,237.00,-26.00,0.00,0.00,17.00,0.00,94.00
1972:Q1,24961.00,23781.00,22814.00,10.00,-17.00,973.00,1181.00,1110.00,87.00,-17.00,0.00,24961.00,20159.00,2631.00,2231.00,400.00,-20.00,1545.00,150.00,243.00,-109.00,0.00,0.00,16.00,0.00,496.00
1972:Q2,20905.00,14839.00,13963.00,7.00,-16.00,885.00,6066.00,6013.00,69.00,-16.00,0.00,20905.00,18016.00,984.00,584.00,400.00,-8.00,1296.00,319.00,308.00,-6.00,0.00,0.00,17.00,0.00,298.00
1972:Q3,20688.00,14631.00,14132.00,-27.00,51.00,475.00,6057.00,6253.00,-247.00,51.00,0.00,20688.00,19749.00,-983.00,-1383.00,400.00,118.00,258.00,382.00,334.00,32.00,0.00,0.00,16.00,0.00,1164.00
1972:Q4,21837.00,17444.00,16491.00,-27.00,52.00,928.00,4394.00,4586.00,-244.00,52.00,0.00,21837.00,15413.00,1349.00,949.00,400.00,-4.00,3635.00,498.00,356.00,126.00,0.00,0.00,16.00,0.00,946.00
1973:Q1,31904.00,19056.00,17869.00,40.00,7.00,1140.00,12849.00,12495.00,347.00,7.00,0.00,31904.00,23299.00,4099.00,3693.00,406.00,164.00,2875.00,509.00,380.00,113.00,0.00,0.00,16.00,0.00,958.00
1973:Q2,19658.00,12529.00,11350.00,12.00,-19.00,1186.00,7129.00,7115.00,33.00,-19.00,0.00,19658.00,15072.00,2701.00,2296.00,405.00,-40.00,460.00,481.00,341.00,125.00,0.00,0.00,15.00,0.00,984.00
1973:Q3,14837.00,-4586.00,-4703.00,36.00,47.00,35.00,19423.00,19056.00,320.00,47.00,0.00,14837.00,12598.00,-206.00,-608.00,402.00,-140.00,1772.00,695.00,448.00,231.00,0.00,0.00,16.00,0.00,118.00
1973:Q4,12017.00,12355.00,11772.00,28.00,37.00,518.00,-338.00,-520.00,145.00,37.00,0.00,12017.00,9654.00,-248.00,-648.00,400.00,-151.00,1508.00,502.00,347.00,140.00,0.00,0.00,15.00,0.00,752.00
1974:Q1,25913.00,20177.00,19116.00,12.00,-6.00,1055.00,5736.00,5672.00,70.00,-6.00,0.00,25913.00,21460.00,2690.00,2168.00,522.00,151.00,1489.00,585.00,417.00,87.00,67.00,0.00,14.00,0.00,-462.00
1974:Q2,21923.00,4225.00,3130.00,13.00,-7.00,1089.00,17698.00,17529.00,176.00,-7.00,0.00,21923.00,16796.00,858.00,388.00,470.00,-144.00,1454.00,883.00,429.00,296.00,143.00,0.00,15.00,0.00,2076.00
1974:Q3,11224.00,-2244.00,-2338.00,47.00,13.00,35.00,13468.00,12973.00,482.00,13.00,0.00,11224.00,6284.00,207.00,-134.00,341.00,44.00,-430.00,1238.00,458.00,190.00,576.00,0.00,14.00,0.00,3881.00
1974:Q4,18853.00,14786.00,13920.00,35.00,11.00,820.00,4068.00,3768.00,289.00,11.00,0.00,18853.00,10883.00,1657.00,1419.00,238.00,-13.00,2446.00,1644.00,626.00,170.00,834.00,0.00,14.00,0.00,2236.00
