1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q3,7672033.00,1011535.00,1063163.00,4487736.00,3412760.00,270358.00,733352.00,71266.00,1109599.00,7672033.00,7181295.00,4733763.00,1273570.00,1163741.00,6.00,10215.00,351646.00,125987.00,369.00,0.00,609.00,0.00,35427.00,27130.00,155504.00,6620.00,0.00,139092.00,7672033.00,722812.00,240687.00,135805.00,22104.00,211183.00,113034.00,6821922.00,0.00,2889677.00,320680.00,21864.00,194700.00,3050.00,308723.00,8384.00,15746.00,0.00,438675.00,1527030.00,450002.00,549456.00,14660.00,77352.00,1923.00,0.00,127298.00
1995:Q4,7839008.00,1034405.00,1111400.00,4525043.00,3445671.00,273850.00,733799.00,71723.00,1168160.00,7839008.00,7320086.00,4826784.00,1308964.00,1174640.00,6.00,9692.00,376321.00,134089.00,374.00,0.00,512.00,0.00,31790.00,29075.00,173173.00,7308.00,0.00,142601.00,7839008.00,734674.00,259099.00,142982.00,21747.00,197037.00,113809.00,6982223.00,0.00,2921031.00,326760.00,22851.00,198400.00,2816.00,312141.00,8581.00,15938.00,10170.00,450734.00,1570731.00,484396.00,559218.00,14111.00,81146.00,2272.00,927.00,122111.00
1996:Q1,7949570.00,1040597.00,1150224.00,4596543.00,3508201.00,274711.00,741237.00,72394.00,1162207.00,7949570.00,7399121.00,4885550.00,1316414.00,1187326.00,6.00,9825.00,406063.00,132117.00,352.00,0.00,1143.00,0.00,38392.00,31022.00,185112.00,17925.00,0.00,144386.00,7949570.00,742877.00,267917.00,133711.00,21349.00,205588.00,114312.00,7080140.00,0.00,2939064.00,329459.00,23732.00,199501.00,2571.00,313818.00,8776.00,16126.00,10369.00,445273.00,1600095.00,506287.00,576314.00,13563.00,92005.00,1894.00,1293.00,126553.00
1996:Q2,8106669.00,1069208.00,1171323.00,4669559.00,3567778.00,277944.00,750772.00,73065.00,1196579.00,8106669.00,7539761.00,4983674.00,1337239.00,1208459.00,5.00,10384.00,414896.00,145269.00,296.00,0.00,1213.00,0.00,37344.00,33747.00,180270.00,16757.00,0.00,152012.00,8106669.00,733510.00,263247.00,128162.00,20789.00,206450.00,114862.00,7246529.00,0.00,2991225.00,340319.00,24323.00,207401.00,2567.00,314843.00,8971.00,16324.00,10568.00,458416.00,1643705.00,538880.00,579247.00,13014.00,93088.00,1979.00,1659.00,126630.00
1996:Q3,8247714.00,1096324.00,1183447.00,4738096.00,3632680.00,280374.00,751298.00,73744.00,1229847.00,8247714.00,7673997.00,5076456.00,1358459.00,1228441.00,4.00,10637.00,424868.00,153623.00,370.00,0.00,1112.00,0.00,38418.00,36998.00,178077.00,16270.00,0.00,148849.00,8247714.00,726253.00,260505.00,123767.00,20600.00,205449.00,115932.00,7381564.00,0.00,3053114.00,348607.00,24781.00,214024.00,2539.00,313385.00,9169.00,16526.00,10767.00,464461.00,1679364.00,558810.00,578707.00,12635.00,90515.00,2133.00,2027.00,139897.00
1996:Q4,8427534.00,1119248.00,1228519.00,4805890.00,3681926.00,286110.00,763432.00,74422.00,1273878.00,8427534.00,7792187.00,5174313.00,1367941.00,1245082.00,2.00,4849.00,481523.00,160874.00,442.00,0.00,1600.00,0.00,40315.00,39665.00,220677.00,17950.00,0.00,153824.00,8427534.00,767274.00,296106.00,132095.00,20386.00,201060.00,117627.00,7534260.00,0.00,3102163.00,358625.00,24853.00,220073.00,2394.00,311718.00,9297.00,16734.00,10966.00,473180.00,1711708.00,589198.00,586313.00,13837.00,98331.00,2478.00,2392.00,126000.00
1997:Q1,8507646.00,1159181.00,1233931.00,4860360.00,3727558.00,286380.00,770991.00,75431.00,1254175.00,8507646.00,7883089.00,5213903.00,1393677.00,1265269.00,0.00,10240.00,469028.00,155706.00,399.00,0.00,1788.00,0.00,38940.00,44485.00,213228.00,14482.00,0.00,155529.00,8507646.00,760170.00,285596.00,130692.00,19688.00,205906.00,118288.00,7616801.00,0.00,3128191.00,364519.00,24948.00,221324.00,2480.00,312231.00,9560.00,16946.00,11824.00,463604.00,1740359.00,600744.00,594177.00,15027.00,106144.00,2073.00,2650.00,130675.00
1997:Q2,8695088.00,1202157.00,1278069.00,4936824.00,3782127.00,290412.00,787834.00,76451.00,1278038.00,8695088.00,8024810.00,5308775.00,1413580.00,1292439.00,0.00,10016.00,506895.00,171381.00,448.00,0.00,1822.00,0.00,36288.00,51091.00,231410.00,14455.00,0.00,163383.00,8695088.00,781979.00,301748.00,135164.00,19416.00,206282.00,119369.00,7780766.00,0.00,3206169.00,376610.00,25329.00,228192.00,2370.00,315008.00,9835.00,17160.00,12682.00,476732.00,1762521.00,620750.00,589057.00,17363.00,116050.00,2031.00,2907.00,132343.00
1997:Q3,8887027.00,1210998.00,1320859.00,5049365.00,3874730.00,292593.00,804560.00,77482.00,1305805.00,8887027.00,8186242.00,5415334.00,1441900.00,1318471.00,0.00,10537.00,537853.00,180677.00,490.00,0.00,1867.00,0.00,48254.00,53449.00,235401.00,17715.00,0.00,162932.00,8887027.00,797203.00,303079.00,142375.00,19037.00,212419.00,120293.00,7954045.00,0.00,3254358.00,368238.00,25851.00,234437.00,2366.00,314107.00,10140.00,17382.00,13541.00,484808.00,1791088.00,658519.00,621287.00,19016.00,133977.00,1767.00,3163.00,135779.00
1997:Q4,9112051.00,1259325.00,1389168.00,5119394.00,3916512.00,298013.00,826355.00,78514.00,1344165.00,9112051.00,8369081.00,5510804.00,1501278.00,1347010.00,0.00,9989.00,574552.00,196110.00,574.00,0.00,1783.00,0.00,40292.00,64437.00,253705.00,17651.00,0.00,168418.00,9112051.00,836267.00,319025.00,164654.00,18743.00,212538.00,121307.00,8132523.00,0.00,3313060.00,376826.00,26287.00,238438.00,2230.00,314723.00,10094.00,17607.00,14399.00,499668.00,1826294.00,725296.00,600265.00,22905.00,138572.00,2438.00,3421.00,143261.00
1998:Q1,9260555.00,1280214.00,1447378.00,5208920.00,3985042.00,304620.00,839613.00,79645.00,1324043.00,9260555.00,8475443.00,5561015.00,1518006.00,1386448.00,0.00,9974.00,617871.00,204159.00,696.00,0.00,1785.00,0.00,38919.00,72014.00,282098.00,18200.00,0.00,167241.00,9260555.00,857161.00,342447.00,155340.00,20632.00,216405.00,122337.00,8254570.00,0.00,3348129.00,368418.00,26606.00,238426.00,2203.00,314957.00,10125.00,18673.00,14965.00,508050.00,1847555.00,769676.00,607503.00,25734.00,147314.00,2617.00,3619.00,148824.00
1998:Q2,9522754.00,1331076.00,1497061.00,5326873.00,4075643.00,311815.00,858627.00,80788.00,1367744.00,9522754.00,8689138.00,5697092.00,1544576.00,1437388.00,0.00,10082.00,664643.00,223247.00,757.00,0.00,1632.00,0.00,40322.00,80295.00,297815.00,20575.00,0.00,168973.00,9522754.00,870676.00,354972.00,150856.00,22521.00,218978.00,123349.00,8505882.00,0.00,3401114.00,369487.00,27573.00,244230.00,2160.00,317797.00,10170.00,20681.00,15874.00,525215.00,1909389.00,845243.00,623131.00,29010.00,158536.00,2337.00,3935.00,146196.00
1998:Q3,9767619.00,1358587.00,1558412.00,5449902.00,4167282.00,320219.00,880457.00,81944.00,1400718.00,9767619.00,8858987.00,5797906.00,1569706.00,1481029.00,0.00,10346.00,742648.00,243150.00,1019.00,0.00,2037.00,0.00,44327.00,97444.00,330984.00,23687.00,0.00,165984.00,9767619.00,906551.00,392215.00,146225.00,24411.00,220596.00,123104.00,8714584.00,0.00,3451091.00,369978.00,28224.00,248774.00,1903.00,318335.00,10312.00,21499.00,16459.00,548867.00,1976247.00,891210.00,639574.00,29698.00,155927.00,2347.00,4139.00,146484.00
1998:Q4,10071126.00,1392589.00,1633238.00,5604027.00,4273052.00,332291.00,915584.00,83100.00,1441272.00,10071126.00,9111793.00,5932874.00,1642775.00,1526027.00,0.00,10117.00,791387.00,285087.00,1127.00,0.00,2475.00,0.00,46325.00,105216.00,323446.00,27711.00,0.00,167946.00,10071126.00,905778.00,387232.00,146610.00,26299.00,218279.00,127358.00,9023082.00,0.00,3557672.00,359390.00,28631.00,252283.00,1954.00,323498.00,9887.00,22410.00,17064.00,599562.00,2018969.00,952357.00,685154.00,26278.00,159480.00,4143.00,4350.00,142266.00
1999:Q1,10246386.00,1397742.00,1676589.00,5729657.00,4363002.00,342056.00,940486.00,84113.00,1442398.00,10246386.00,9286617.00,6010981.00,1694972.00,1570547.00,0.00,10117.00,795340.00,294286.00,1509.00,0.00,3288.00,0.00,45292.00,105362.00,316763.00,28840.00,0.00,164429.00,10246386.00,896466.00,384597.00,136112.00,25863.00,221416.00,128478.00,9186673.00,0.00,3573470.00,339669.00,27984.00,254478.00,1908.00,324709.00,10340.00,22793.00,17453.00,607296.00,2113010.00,987798.00,704706.00,25378.00,167378.00,3619.00,4684.00,163247.00
1999:Q2,10470955.00,1412852.00,1717965.00,5868557.00,4471523.00,348483.00,963415.00,85136.00,1471581.00,10470955.00,9475635.00,6153878.00,1701371.00,1610187.00,0.00,10199.00,835154.00,322686.00,1848.00,0.00,4033.00,0.00,47289.00,101973.00,320822.00,36503.00,0.00,160166.00,10470955.00,894240.00,387271.00,129217.00,25271.00,223598.00,128883.00,9436094.00,0.00,3627683.00,320724.00,29355.00,261883.00,1937.00,329689.00,10794.00,23968.00,18489.00,638404.00,2183642.00,1034457.00,729760.00,24910.00,190591.00,4235.00,5573.00,140621.00
1999:Q3,10795099.00,1437829.00,1775589.00,6069786.00,4603527.00,359089.00,1020999.00,86171.00,1511895.00,10795099.00,9744106.00,6310023.00,1761770.00,1662150.00,0.00,10163.00,891111.00,358512.00,2542.00,0.00,4307.00,0.00,50156.00,103178.00,335954.00,36462.00,0.00,159882.00,10795099.00,944968.00,408063.00,121654.00,24679.00,261345.00,129227.00,9715206.00,0.00,3726131.00,321402.00,29970.00,271383.00,1989.00,331744.00,11247.00,23855.00,19315.00,679872.00,2247217.00,1075997.00,749829.00,24804.00,192629.00,1537.00,6285.00,134925.00
1999:Q4,11141109.00,1481677.00,1895074.00,6210736.00,4698268.00,372873.00,1052389.00,87206.00,1553622.00,11141109.00,10001141.00,6471435.00,1801378.00,1719840.00,0.00,8488.00,983163.00,389249.00,3366.00,0.00,3200.00,0.00,60115.00,103026.00,383071.00,41136.00,0.00,156805.00,11141109.00,981274.00,452292.00,117347.00,24087.00,255743.00,131805.00,10040293.00,0.00,3863363.00,324697.00,30915.00,278938.00,1921.00,336187.00,11700.00,25687.00,19934.00,708186.00,2293531.00,1085526.00,792034.00,23540.00,234738.00,2581.00,6815.00,119542.00
2000:Q1,11430631.00,1502091.00,2059692.00,6315083.00,4769484.00,379676.00,1079334.00,86589.00,1553765.00,11430631.00,10225054.00,6595462.00,1858096.00,1762971.00,0.00,8525.00,1051171.00,398751.00,2632.00,0.00,3016.00,0.00,54342.00,104505.00,444454.00,43471.00,0.00,154406.00,11430631.00,1040571.00,511708.00,113633.00,23924.00,259116.00,132190.00,10269263.00,0.00,3945844.00,320933.00,32327.00,283316.00,2549.00,334765.00,11913.00,24300.00,21182.00,716575.00,2323499.00,1101233.00,827819.00,19668.00,293890.00,1865.00,7585.00,120797.00
2000:Q2,11710980.00,1548246.00,2083510.00,6477453.00,4893689.00,388103.00,1109689.00,85972.00,1601771.00,11710980.00,10482600.00,6738334.00,1910061.00,1825621.00,0.00,8584.00,1073619.00,431290.00,2859.00,0.00,2746.00,0.00,61700.00,103856.00,426203.00,44965.00,0.00,154761.00,11710980.00,1028655.00,496701.00,116674.00,23760.00,260081.00,131439.00,10557568.00,0.00,4089030.00,322363.00,33391.00,295105.00,1848.00,339225.00,12002.00,24741.00,22426.00,758133.00,2356632.00,1122604.00,870291.00,19155.00,278258.00,4011.00,8353.00,124757.00
2000:Q3,11943561.00,1561001.00,2087201.00,6628286.00,5017799.00,393429.00,1131710.00,85348.00,1667073.00,11943561.00,10702957.00,6921901.00,1909805.00,1862433.00,0.00,8818.00,1084034.00,424402.00,3136.00,0.00,2659.00,0.00,64745.00,100680.00,447203.00,41209.00,0.00,156570.00,11943561.00,1052728.00,517183.00,118262.00,23597.00,262096.00,131590.00,10778422.00,0.00,4170213.00,323465.00,34451.00,304018.00,1676.00,343042.00,12046.00,21781.00,23397.00,760526.00,2415895.00,1157377.00,899402.00,18048.00,282369.00,1764.00,8952.00,112411.00
2000:Q4,12246440.00,1594824.00,2141499.00,6768850.00,5122061.00,402204.00,1159861.00,84724.00,1741267.00,12246440.00,10937599.00,7057163.00,1959310.00,1912259.00,0.00,8867.00,1144509.00,432402.00,3393.00,0.00,2481.00,0.00,63764.00,102971.00,493852.00,45646.00,0.00,164332.00,12246440.00,1108150.00,566590.00,125025.00,23434.00,262566.00,130535.00,11020951.00,0.00,4219145.00,343218.00,33883.00,309297.00,1634.00,345263.00,11934.00,22122.00,24258.00,778844.00,2493245.00,1236868.00,928526.00,17534.00,244049.00,1647.00,9484.00,117339.00
2001:Q1,12287077.00,1587241.00,2097439.00,6852673.00,5218931.00,406998.00,1141079.00,85665.00,1749724.00,12287077.00,10982773.00,7103846.00,1921235.00,1948751.00,0.00,8941.00,1142170.00,440150.00,3241.00,0.00,1884.00,0.00,70262.00,100385.00,480380.00,45868.00,0.00,162134.00,12287077.00,1094203.00,555784.00,119729.00,24276.00,264466.00,129948.00,11078124.00,0.00,4248616.00,342670.00,34624.00,309450.00,1642.00,345566.00,10245.00,21862.00,22064.00,790170.00,2535824.00,1241794.00,938904.00,17418.00,205102.00,2724.00,9449.00,114750.00
2001:Q2,12530147.00,1557263.00,2129410.00,7059225.00,5390990.00,418323.00,1163295.00,86617.00,1784249.00,12530147.00,11225178.00,7302046.00,1918919.00,1995242.00,0.00,8971.00,1152627.00,441077.00,3453.00,0.00,1908.00,0.00,76713.00,102442.00,487398.00,39636.00,0.00,152342.00,12530147.00,1102824.00,563187.00,118285.00,25115.00,265151.00,131086.00,11308450.00,0.00,4289460.00,322364.00,36015.00,317906.00,1674.00,348152.00,10082.00,20503.00,19416.00,802941.00,2637390.00,1282426.00,985730.00,16538.00,205780.00,2665.00,9408.00,118873.00
2001:Q3,12918729.00,1548327.00,2289534.00,7266517.00,5550690.00,427747.00,1200501.00,87579.00,1814351.00,12918729.00,11509740.00,7546390.00,1922649.00,2031809.00,0.00,8892.00,1258329.00,449202.00,3832.00,0.00,2773.00,0.00,76020.00,98915.00,581345.00,46242.00,0.00,150660.00,12918729.00,1194942.00,656225.00,115679.00,25956.00,268130.00,128952.00,11586561.00,0.00,4301444.00,319896.00,36524.00,326486.00,1706.00,351629.00,9949.00,20944.00,17992.00,819802.00,2760457.00,1344337.00,978106.00,17132.00,268128.00,2642.00,9387.00,137226.00
2001:Q4,13018240.00,1508955.00,2165386.00,7452072.00,5675131.00,443816.00,1244584.00,88541.00,1891827.00,13018240.00,11652836.00,7670694.00,1897435.00,2075739.00,0.00,8967.00,1219977.00,455681.00,4932.00,0.00,3119.00,0.00,84305.00,102129.00,530427.00,39384.00,0.00,145427.00,13018240.00,1156615.00,613988.00,119690.00,26797.00,266432.00,129708.00,11745918.00,0.00,4338105.00,315547.00,41681.00,330837.00,1877.00,355227.00,9750.00,20984.00,16953.00,842760.00,2831784.00,1426171.00,978378.00,17935.00,206613.00,1945.00,9371.00,115707.00
2002:Q1,13133774.00,1494483.00,2133538.00,7622237.00,5822610.00,450032.00,1259357.00,90238.00,1883516.00,13133774.00,11790109.00,7794553.00,1876256.00,2110063.00,0.00,9237.00,1200118.00,446675.00,5530.00,0.00,3716.00,0.00,82801.00,103603.00,516276.00,41517.00,0.00,143547.00,13133774.00,1141969.00,601727.00,115661.00,26639.00,269728.00,128214.00,11882336.00,0.00,4306746.00,323961.00,41613.00,333719.00,1879.00,356097.00,10346.00,20925.00,17058.00,842375.00,2956420.00,1463386.00,977035.00,17588.00,201968.00,2087.00,9133.00,109469.00
2002:Q2,13330412.00,1463696.00,2098881.00,7850191.00,6009863.00,460124.00,1288250.00,91954.00,1917644.00,13330412.00,11995731.00,7976994.00,1857867.00,2151548.00,0.00,9322.00,1187500.00,449610.00,6030.00,0.00,4025.00,0.00,94207.00,110307.00,483002.00,40319.00,0.00,147181.00,13330412.00,1108146.00,567689.00,116954.00,26482.00,270409.00,126612.00,12102344.00,0.00,4358955.00,311939.00,42099.00,343279.00,1896.00,358048.00,10320.00,20766.00,17185.00,860516.00,3042612.00,1514148.00,1009533.00,19924.00,180201.00,2077.00,8846.00,119922.00
2002:Q3,13580094.00,1439661.00,2093296.00,8095529.00,6219410.00,467389.00,1315042.00,93688.00,1951608.00,13580094.00,12226057.00,8165411.00,1862395.00,2188756.00,0.00,9495.00,1212765.00,459875.00,6815.00,0.00,4518.00,0.00,120252.00,111648.00,472222.00,37435.00,0.00,141272.00,13580094.00,1106873.00,563937.00,118384.00,26326.00,273848.00,124378.00,12339520.00,0.00,4486880.00,297760.00,43093.00,351298.00,1899.00,359532.00,10386.00,20927.00,17272.00,888462.00,3085197.00,1534700.00,1048873.00,23434.00,159043.00,2115.00,8649.00,133701.00
2002:Q4,13865414.00,1410445.00,2096645.00,8361316.00,6431294.00,483909.00,1350690.00,95423.00,1997008.00,13865414.00,12539466.00,8422048.00,1880211.00,2227609.00,0.00,9598.00,1189515.00,458434.00,6906.00,0.00,5142.00,0.00,101111.00,115101.00,464115.00,38706.00,0.00,136433.00,13865414.00,1111139.00,561791.00,124359.00,26167.00,274450.00,124372.00,12628441.00,0.00,4592452.00,286633.00,39003.00,355187.00,1979.00,364379.00,10337.00,21098.00,17465.00,908809.00,3158603.00,1594147.00,1082041.00,28113.00,157114.00,2868.00,8213.00,125834.00
2003:Q1,14073281.00,1395925.00,2123549.00,8564684.00,6602809.00,495108.00,1374361.00,92406.00,1989123.00,14073281.00,12728168.00,8608269.00,1866412.00,2243837.00,0.00,9650.00,1206301.00,462486.00,7599.00,0.00,6250.00,0.00,96755.00,114786.00,481447.00,36978.00,0.00,138812.00,14073281.00,1123118.00,575370.00,122546.00,26196.00,274714.00,124292.00,12835204.00,0.00,4644030.00,285789.00,39845.00,356314.00,1984.00,365204.00,10267.00,21297.00,17215.00,937518.00,3230475.00,1640494.00,1079190.00,26503.00,168469.00,2603.00,8007.00,114959.00
2003:Q2,14591109.00,1386224.00,2327854.00,8855101.00,6845003.00,513358.00,1407385.00,89355.00,2021930.00,14591109.00,13108741.00,8980111.00,1855768.00,2263239.00,0.00,9623.00,1348928.00,471410.00,7997.00,0.00,6619.00,0.00,111156.00,113946.00,587710.00,50090.00,0.00,133440.00,14591109.00,1226868.00,676171.00,123057.00,26226.00,273284.00,128130.00,13238161.00,0.00,4767189.00,277705.00,40872.00,367006.00,1925.00,368753.00,10097.00,22796.00,16972.00,976853.00,3292961.00,1660146.00,1129391.00,33606.00,257429.00,6654.00,7806.00,126080.00
2003:Q3,14832742.00,1363211.00,2280133.00,9129723.00,7071831.00,529499.00,1442122.00,86271.00,2059675.00,14832742.00,13359456.00,9231014.00,1838281.00,2280451.00,0.00,9709.00,1340759.00,474042.00,8828.00,0.00,7405.00,0.00,111522.00,118088.00,569043.00,51831.00,0.00,132527.00,14832742.00,1214274.00,663543.00,124260.00,26256.00,272887.00,127328.00,13493317.00,0.00,4855464.00,263283.00,42035.00,379881.00,1917.00,371273.00,10132.00,21453.00,16737.00,1011836.00,3375161.00,1679616.00,1172848.00,40623.00,236611.00,6837.00,7610.00,125151.00
2003:Q4,15109908.00,1396497.00,2244725.00,9365754.00,7255256.00,555815.00,1471496.00,83187.00,2102932.00,15109908.00,13639946.00,9477223.00,1851539.00,2301508.00,0.00,9676.00,1335999.00,484579.00,9073.00,0.00,8030.00,0.00,106923.00,123606.00,549593.00,54195.00,0.00,133963.00,15109908.00,1184681.00,646410.00,110823.00,26284.00,272026.00,129138.00,13800240.00,0.00,4948998.00,272298.00,43451.00,388521.00,2081.00,375191.00,10249.00,20399.00,16355.00,1187923.00,3343251.00,1731053.00,1204943.00,48836.00,191548.00,7852.00,7291.00,124987.00
2004:Q1,15432816.00,1379607.00,2326810.00,9629927.00,7460021.00,566245.00,1517375.00,86286.00,2096472.00,15432816.00,13899088.00,9661081.00,1861163.00,2367099.00,0.00,9745.00,1403611.00,500284.00,8405.00,0.00,7939.00,0.00,110604.00,128904.00,592036.00,55439.00,0.00,130117.00,15432816.00,1235034.00,686960.00,111451.00,27422.00,278342.00,130859.00,14084226.00,0.00,5055828.00,268394.00,44902.00,393101.00,2140.00,376721.00,10182.00,19055.00,17840.00,1202274.00,3346388.00,1812373.00,1253283.00,55779.00,210631.00,8094.00,7241.00,113556.00
2004:Q2,15913474.00,1400103.00,2415366.00,9983466.00,7754793.00,583820.00,1555467.00,89386.00,2114539.00,15913474.00,14299525.00,9971855.00,1888087.00,2429778.00,0.00,9804.00,1482135.00,539827.00,9624.00,0.00,8615.00,0.00,119173.00,138120.00,613193.00,53583.00,0.00,131814.00,15913474.00,1269441.00,714330.00,115237.00,28561.00,274261.00,137052.00,14524621.00,0.00,5232864.00,264318.00,47240.00,408183.00,2218.00,379652.00,10137.00,17755.00,20688.00,1230281.00,3366532.00,1919270.00,1316298.00,66775.00,227894.00,7374.00,7142.00,119412.00
2004:Q3,16278511.00,1410956.00,2393435.00,10309245.00,8017341.00,595864.00,1603521.00,92519.00,2164875.00,16278511.00,14656231.00,10230098.00,1924388.00,2491886.00,0.00,9859.00,1492819.00,535771.00,9855.00,0.00,8639.00,0.00,131173.00,142830.00,604034.00,60517.00,0.00,129461.00,16278511.00,1267127.00,705443.00,116972.00,29698.00,275637.00,139377.00,14889667.00,0.00,5382399.00,261397.00,49120.00,421192.00,2350.00,384685.00,10204.00,17160.00,23173.00,1225014.00,3380765.00,2062566.00,1351672.00,80549.00,222578.00,7786.00,7057.00,121717.00
2004:Q4,16891455.00,1449329.00,2563773.00,10658234.00,8291989.00,609297.00,1661295.00,95653.00,2220119.00,16891455.00,15175406.00,10610436.00,1998727.00,2556249.00,0.00,9994.00,1584758.00,553379.00,11374.00,0.00,11063.00,0.00,136948.00,156266.00,665357.00,50371.00,0.00,131291.00,16891455.00,1348345.00,773779.00,125809.00,30836.00,274293.00,143628.00,15411870.00,0.00,5558299.00,277289.00,51727.00,428624.00,2430.00,391079.00,10030.00,15004.00,25975.00,1248416.00,3384018.00,2190160.00,1419847.00,118406.00,278256.00,5349.00,6961.00,131240.00
2005:Q1,17187410.00,1466954.00,2574668.00,10940814.00,8521943.00,620086.00,1700884.00,97901.00,2204974.00,17187410.00,15476100.00,10799368.00,2034263.00,2632396.00,0.00,10073.00,1577454.00,557747.00,11758.00,661.00,8401.00,0.00,133272.00,163312.00,653822.00,48481.00,0.00,133856.00,17187410.00,1335754.00,764976.00,122355.00,32172.00,270179.00,146072.00,15703478.00,0.00,5635695.00,299211.00,54141.00,434251.00,2473.00,393268.00,9943.00,13603.00,28223.00,1244980.00,3407181.00,2337588.00,1423009.00,126083.00,281960.00,4132.00,7737.00,148178.00
2005:Q2,17724159.00,1520888.00,2646057.00,11324825.00,8824693.00,635783.00,1764176.00,100173.00,2232389.00,17724159.00,15968285.00,11118446.00,2119537.00,2720114.00,0.00,10187.00,1627985.00,589705.00,12544.00,663.00,8966.00,0.00,129889.00,170858.00,664998.00,50362.00,0.00,127889.00,17724159.00,1352602.00,778406.00,123433.00,33509.00,269146.00,148108.00,16209535.00,0.00,5825443.00,309043.00,56474.00,450208.00,2534.00,398467.00,9922.00,11653.00,30928.00,1269480.00,3442350.00,2530268.00,1441727.00,138121.00,281378.00,2867.00,8672.00,162022.00
2005:Q3,18192269.00,1549415.00,2646150.00,11718319.00,9141700.00,650479.00,1823669.00,102471.00,2278385.00,18192269.00,16423227.00,11457550.00,2147994.00,2807254.00,0.00,10428.00,1637794.00,592124.00,12619.00,672.00,9061.00,0.00,138823.00,177721.00,659508.00,47266.00,0.00,131248.00,18192269.00,1362003.00,774259.00,125631.00,34846.00,272107.00,155160.00,16666147.00,0.00,5995775.00,327953.00,58043.00,466911.00,2660.00,401522.00,9894.00,14231.00,33106.00,1262017.00,3484951.00,2706144.00,1465216.00,147766.00,277466.00,3068.00,9424.00,164119.00
2005:Q4,18711881.00,1620411.00,2675149.00,12095766.00,9420822.00,670079.00,1900097.00,104768.00,2320555.00,18711881.00,16915935.00,11741067.00,2266214.00,2898033.00,0.00,10620.00,1654152.00,595637.00,14656.00,690.00,9184.00,0.00,142103.00,178803.00,660821.00,52258.00,0.00,141794.00,18711881.00,1367222.00,772862.00,127833.00,36182.00,271197.00,159148.00,17182118.00,0.00,6117546.00,353319.00,60992.00,474150.00,2730.00,408243.00,9813.00,13437.00,36520.00,1260602.00,3548483.00,2939417.00,1537068.00,146719.00,254397.00,8079.00,10603.00,162541.00
2006:Q1,19247776.00,1672214.00,2736960.00,12501017.00,9751235.00,682034.00,1962171.00,105577.00,2337585.00,19247776.00,17416188.00,12092512.00,2314981.00,2998001.00,0.00,10694.00,1692413.00,591687.00,14597.00,695.00,9888.00,0.00,137421.00,184105.00,695986.00,58034.00,0.00,139175.00,19247776.00,1472560.00,866168.00,119291.00,35797.00,291188.00,160116.00,17616070.00,0.00,6238048.00,378547.00,62120.00,478012.00,2746.00,413235.00,9758.00,13077.00,38352.00,1263726.00,3627218.00,3091352.00,1549380.00,156493.00,275121.00,7637.00,11248.00,159146.00
2006:Q2,19818358.00,1723528.00,2854531.00,12890688.00,10076587.00,689290.00,2018416.00,106395.00,2349611.00,19818358.00,17912177.00,12421721.00,2374296.00,3105238.00,0.00,10922.00,1759412.00,614277.00,16308.00,688.00,10218.00,0.00,136939.00,189410.00,737540.00,54032.00,0.00,146769.00,19818358.00,1510132.00,903857.00,114126.00,35411.00,292742.00,163996.00,18134222.00,0.00,6407447.00,392741.00,61923.00,492907.00,2855.00,423548.00,9671.00,13254.00,40808.00,1295634.00,3691812.00,3273100.00,1578609.00,158840.00,274441.00,4519.00,12113.00,174004.00
2006:Q3,20272515.00,1764096.00,2870903.00,13226075.00,10335683.00,698128.00,2085043.00,107221.00,2411441.00,20272515.00,18361651.00,12747316.00,2395644.00,3207623.00,0.00,11067.00,1767912.00,615380.00,16796.00,669.00,10835.00,0.00,131487.00,192267.00,746782.00,53696.00,0.00,142952.00,20272515.00,1521260.00,910954.00,110266.00,35024.00,294249.00,170767.00,18592393.00,0.00,6512630.00,417270.00,62493.00,505429.00,2912.00,430837.00,9590.00,14279.00,42666.00,1303286.00,3768725.00,3439929.00,1616896.00,159200.00,288876.00,4608.00,12767.00,158862.00
