1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q4,3812955.00,3615610.00,3138600.00,3138600.00,0.00,477010.00,477010.00,0.00,197345.00,3812955.00,2177525.00,0.00,3250.00,0.00,15696.00,8.00,84005.00,77420.00,599629.00,55.00,277832.00,270649.00,17099.00,0.00,14078.00,0.00,275709.00,3615610.00,0.00,0.00,0.00,-0.20
1990:Q1,3613254.00,3450376.00,3005478.00,3005478.00,0.00,444898.00,444898.00,0.00,162878.00,3613254.00,2054436.00,0.00,3625.00,0.00,14733.00,8.00,84005.00,72759.00,573647.00,89.00,267614.00,254332.00,17212.00,0.00,9884.00,0.00,260910.00,3450376.00,0.00,0.00,0.00,-4.28
1990:Q2,3779525.00,3588635.00,3134877.00,3134877.00,0.00,453758.00,453758.00,0.00,190890.00,3779525.00,2127841.00,0.00,4000.00,0.00,14868.00,9.00,81878.00,81592.00,607628.00,123.00,282130.00,280257.00,16593.00,0.00,12863.00,0.00,269743.00,3588635.00,0.00,0.00,0.00,4.61
1990:Q3,3177324.00,3010696.00,2653601.00,2653601.00,0.00,357095.00,357095.00,0.00,166628.00,3177324.00,1762010.00,0.00,4375.00,0.00,12728.00,8.00,79798.00,69263.00,515493.00,142.00,250979.00,227514.00,16000.00,0.00,8971.00,0.00,230043.00,3010696.00,0.00,0.00,0.00,-15.92
1990:Q4,3531306.00,3333710.00,2955814.00,2955814.00,0.00,377896.00,377896.00,0.00,197596.00,3531306.00,1981360.00,0.00,4750.00,0.00,10900.00,8.00,79940.00,77850.00,572836.00,340.00,284569.00,250395.00,16188.00,0.00,9555.00,0.00,242615.00,3333710.00,0.00,0.00,0.00,7.71
1991:Q1,4073363.00,3852473.00,3396441.00,3396441.00,0.00,456032.00,456032.00,0.00,220890.00,4073363.00,2319065.00,0.00,5125.00,0.00,13894.00,4.00,82218.00,72079.00,669778.00,449.00,327145.00,277623.00,17128.00,0.00,12763.00,0.00,276092.00,3852473.00,0.00,0.00,0.00,15.55
1991:Q2,4048446.00,3824240.00,3354319.00,3354319.00,0.00,469921.00,469921.00,0.00,224206.00,4048446.00,2287419.00,0.00,5500.00,0.00,13354.00,4.00,86539.00,71749.00,663272.00,474.00,328790.00,283802.00,18785.00,0.00,12424.00,0.00,276334.00,3824240.00,0.00,0.00,0.00,-1.07
1991:Q3,4306115.00,4047899.00,3536308.00,3536308.00,0.00,511591.00,511591.00,0.00,258216.00,4306115.00,2428254.00,0.00,5875.00,0.00,13759.00,12.00,91089.00,75656.00,698467.00,751.00,357453.00,318328.00,20534.00,0.00,13757.00,0.00,282180.00,4047899.00,0.00,0.00,0.00,5.60
1991:Q4,4847773.00,4568797.00,3998481.00,3998481.00,0.00,570316.00,570316.00,0.00,278976.00,4847773.00,2822437.00,0.00,6250.00,0.00,14068.00,27.00,94054.00,83459.00,762709.00,1045.00,394962.00,341543.00,21752.00,0.00,14267.00,0.00,291200.00,4568797.00,0.00,0.00,0.00,7.94
1992:Q1,4758842.00,4501369.00,3908353.00,3908353.00,0.00,593016.00,593016.00,0.00,257473.00,4758842.00,2727671.00,0.00,6625.00,0.00,13989.00,11.00,95673.00,83834.00,733323.00,1385.00,388418.00,393898.00,22509.00,0.00,12334.00,0.00,279172.00,4501369.00,0.00,0.00,0.00,-1.97
1992:Q2,4757228.00,4484320.00,3870341.00,3870341.00,0.00,613979.00,613979.00,0.00,272908.00,4757228.00,2688502.00,0.00,7000.00,0.00,13699.00,11.00,96186.00,85131.00,750537.00,1696.00,391220.00,407327.00,22878.00,0.00,12686.00,0.00,280355.00,4484320.00,0.00,0.00,0.00,-0.79
1992:Q3,4900311.00,4604121.00,3966349.00,3966349.00,0.00,637772.00,637772.00,0.00,296190.00,4900311.00,2772559.00,0.00,7375.00,0.00,13399.00,12.00,96448.00,88116.00,770972.00,2001.00,400848.00,427945.00,23196.00,0.00,12072.00,0.00,285368.00,4604121.00,0.00,0.00,0.00,2.39
1992:Q4,5421969.00,5107703.00,4361179.00,4361179.00,0.00,746524.00,746524.00,0.00,314266.00,5421969.00,3112850.00,0.00,7750.00,0.00,14656.00,3.00,97312.00,94496.00,826681.00,2415.00,431666.00,486710.00,23800.00,0.00,14783.00,0.00,308847.00,5107703.00,0.00,0.00,0.00,6.59
1993:Q1,5670046.00,5304972.00,4481787.00,4481787.00,0.00,823185.00,823185.00,0.00,365074.00,5670046.00,3198127.00,0.00,8125.00,0.00,14736.00,3.00,98628.00,98887.00,895716.00,2929.00,463983.00,527101.00,22542.00,133.00,15807.00,0.00,323329.00,5304972.00,0.00,0.00,0.00,3.60
1993:Q2,5758436.00,5331916.00,4502439.00,4502439.00,0.00,829477.00,829477.00,0.00,426520.00,5758436.00,3208966.00,0.00,8500.00,0.00,14478.00,157.00,100242.00,101295.00,908457.00,3293.00,465277.00,584350.00,23500.00,277.00,19213.00,0.00,320431.00,5331916.00,0.00,0.00,0.00,0.12
1993:Q3,6024464.00,5533278.00,4628385.00,4628385.00,0.00,904893.00,904893.00,0.00,491186.00,6024464.00,3324804.00,0.00,8879.00,0.00,15130.00,18.00,101911.00,106767.00,936966.00,3779.00,487775.00,663614.00,25344.00,290.00,21514.00,0.00,327673.00,5533278.00,0.00,0.00,0.00,3.42
1993:Q4,6296866.00,5753004.00,4842338.00,4842338.00,0.00,910666.00,910666.00,0.00,543862.00,6296866.00,3478889.00,0.00,9267.00,0.00,16821.00,3.00,103392.00,111711.00,959673.00,4398.00,506221.00,714292.00,26491.00,464.00,24247.00,0.00,340997.00,5753004.00,0.00,0.00,0.00,1.22
1994:Q1,6087940.00,5509287.00,4630536.00,4630536.00,0.00,878751.00,878751.00,0.00,578653.00,6087940.00,3316875.00,0.00,9646.00,0.00,15470.00,2.00,105477.00,110114.00,916720.00,4792.00,492220.00,735708.00,27320.00,655.00,22252.00,0.00,330689.00,5509287.00,0.00,0.00,0.00,-4.30
1994:Q2,6051196.00,5434452.00,4541826.00,4541826.00,0.00,892626.00,892626.00,0.00,616744.00,6051196.00,3250488.00,0.00,10000.00,0.00,14129.00,2.00,107566.00,110946.00,926180.00,5179.00,494757.00,755005.00,27973.00,392.00,19739.00,0.00,328840.00,5434452.00,0.00,0.00,0.00,-1.40
1994:Q3,6309778.00,5683732.00,4800739.00,4800739.00,0.00,882993.00,882993.00,0.00,626046.00,6309778.00,3310075.00,0.00,10320.00,0.00,14011.00,2.00,109646.00,116390.00,988483.00,5832.00,520213.00,832137.00,30725.00,322.00,20178.00,0.00,351444.00,5683732.00,0.00,0.00,0.00,4.79
1994:Q4,6317493.00,5690731.00,4796829.00,4796829.00,0.00,893902.00,893902.00,0.00,626762.00,6317493.00,3350509.00,0.00,10598.00,0.00,13267.00,2.00,111735.00,115810.00,957924.00,6179.00,521682.00,824545.00,31880.00,424.00,20126.00,0.00,352812.00,5690731.00,0.00,0.00,0.00,-1.42
1995:Q1,6800246.00,6155864.00,5167983.00,5167983.00,0.00,987881.00,987881.00,0.00,644382.00,6800246.00,3601795.00,0.00,10921.00,0.00,14047.00,4.00,119313.00,120682.00,1020651.00,7171.00,558839.00,912377.00,34410.00,450.00,22013.00,0.00,377573.00,6155864.00,0.00,0.00,0.00,8.36
1995:Q2,7346130.00,6678120.00,5594356.00,5594356.00,0.00,1083764.00,1083764.00,0.00,668010.00,7346130.00,3850083.00,0.00,11427.00,0.00,15613.00,8.00,125623.00,124360.00,1085160.00,8508.00,612334.00,1039083.00,37269.00,643.00,23863.00,0.00,412156.00,6678120.00,0.00,0.00,0.00,8.71
1995:Q3,7956397.00,7228248.00,6024123.00,6024123.00,0.00,1204125.00,1204125.00,0.00,728149.00,7956397.00,4148484.00,0.00,20033.00,0.00,18146.00,2.00,131418.00,129429.00,1150487.00,9946.00,667210.00,1164882.00,40322.00,774.00,26753.00,0.00,448511.00,7228248.00,0.00,0.00,0.00,8.56
1995:Q4,8481326.00,7690711.00,6406754.00,6406754.00,0.00,1283957.00,1283957.00,0.00,790615.00,8481326.00,4498259.00,0.00,26415.00,0.00,19282.00,7.00,133479.00,128763.00,1182795.00,11459.00,703520.00,1216013.00,41926.00,1052.00,34176.00,0.00,484180.00,7690711.00,0.00,0.00,0.00,4.32
1996:Q1,8910299.00,8060457.00,6683652.00,6683652.00,0.00,1376805.00,1376805.00,0.00,849842.00,8910299.00,4680822.00,0.00,30662.00,0.00,21084.00,7.00,135245.00,134513.00,1216346.00,13121.00,736723.00,1356843.00,43400.00,1359.00,28171.00,0.00,512003.00,8060457.00,0.00,0.00,0.00,5.10
1996:Q2,9278694.00,8375107.00,6988156.00,6988156.00,0.00,1386951.00,1386951.00,0.00,903587.00,9278694.00,4830299.00,0.00,36489.00,0.00,21673.00,7.00,139484.00,139582.00,1234430.00,14964.00,762670.00,1486729.00,44420.00,1560.00,31923.00,0.00,534464.00,8375107.00,0.00,0.00,0.00,3.88
1996:Q3,9475398.00,8535640.00,7047824.00,7047824.00,0.00,1487816.00,1487816.00,0.00,939758.00,9475398.00,4847812.00,0.00,41000.00,0.00,22525.00,5.00,142296.00,142983.00,1266377.00,16362.00,802307.00,1574794.00,44785.00,1739.00,29142.00,0.00,543271.00,8535640.00,0.00,0.00,0.00,2.31
1996:Q4,9706063.00,8699928.00,6760535.00,5812154.00,948381.00,1939393.00,1807976.00,131417.00,1006135.00,9706063.00,4756067.00,0.00,46898.00,0.00,24536.00,3.00,147528.00,157686.00,1316271.00,18778.00,846588.00,1719141.00,46987.00,2401.00,37899.00,0.00,585280.00,7620130.00,1079798.00,665426.00,414372.00,6.39
1997:Q1,9727017.00,8707393.00,6728721.00,5787091.00,941630.00,1978672.00,1846654.00,132018.00,1019624.00,9727017.00,4755943.00,0.00,49554.00,0.00,20211.00,3.00,150124.00,157062.00,1267457.00,20177.00,848717.00,1769891.00,44576.00,2751.00,39279.00,0.00,601272.00,7633745.00,1073648.00,681991.00,391657.00,0.21
1997:Q2,11372781.00,10180590.00,7879870.00,6754427.00,1125443.00,2300720.00,2143898.00,156822.00,1192191.00,11372781.00,5620269.00,0.00,60139.00,0.00,23045.00,3.00,165233.00,176861.00,1441013.00,24842.00,952228.00,2088152.00,49378.00,3636.00,44150.00,0.00,723832.00,8898325.00,1282265.00,797761.00,484504.00,16.40
1997:Q3,12453381.00,11208643.00,8618342.00,7374542.00,1243800.00,2590301.00,2407398.00,182903.00,1244738.00,12453381.00,6117313.00,0.00,70395.00,0.00,24495.00,0.00,172431.00,190561.00,1548592.00,27943.00,1032573.00,2358218.00,51474.00,4941.00,50737.00,0.00,803708.00,9781940.00,1426703.00,885270.00,541433.00,9.33
1997:Q4,12551566.00,11343779.00,8610036.00,7374695.00,1235341.00,2733743.00,2534883.00,198860.00,1207787.00,12551566.00,6191067.00,0.00,78426.00,0.00,25918.00,0.00,184332.00,190452.00,1492906.00,29946.00,1051316.00,2360738.00,49625.00,6702.00,51922.00,0.00,838216.00,9909578.00,1434201.00,899830.00,534371.00,1.29
1998:Q1,14270133.00,12884266.00,9849632.00,8441595.00,1408037.00,3034634.00,2831809.00,202825.00,1385867.00,14270133.00,6992266.00,0.00,87576.00,0.00,31366.00,0.00,198022.00,209339.00,1680465.00,35224.00,1153078.00,2754174.00,53070.00,8213.00,62800.00,0.00,1004540.00,11273404.00,1610862.00,1013425.00,597437.00,12.87
1998:Q2,14522063.00,13152042.00,10075140.00,8636096.00,1439044.00,3076902.00,2901653.00,175249.00,1370021.00,14522063.00,7119830.00,0.00,93943.00,0.00,32553.00,0.00,200628.00,212098.00,1646721.00,37848.00,1162493.00,2843666.00,50982.00,9215.00,66679.00,0.00,1045407.00,11537749.00,1614293.00,1028678.00,585615.00,1.61
1998:Q3,12638789.00,11471339.00,8950947.00,7695719.00,1255228.00,2520392.00,2391725.00,128667.00,1167450.00,12638789.00,6193207.00,0.00,84353.00,0.00,27667.00,0.00,178310.00,187214.00,1416009.00,34445.00,1015882.00,2461506.00,41745.00,9799.00,55447.00,0.00,933205.00,10087444.00,1383895.00,915453.00,468442.00,-12.35
1998:Q4,15275455.00,13800472.00,10887993.00,9409210.00,1478783.00,2912479.00,2771362.00,141117.00,1474983.00,15275455.00,7526071.00,0.00,98549.00,0.00,35658.00,0.00,197908.00,219037.00,1735641.00,42960.00,1188056.00,3005393.00,47606.00,15564.00,54351.00,0.00,1108661.00,12180572.00,1619900.00,1102710.00,517190.00,21.09
1999:Q1,15674637.00,14146969.00,11139584.00,9648492.00,1491092.00,3007385.00,2872618.00,134767.00,1527668.00,15674637.00,7641316.00,0.00,98553.00,0.00,37244.00,0.00,198219.00,229872.00,1718908.00,46203.00,1216866.00,3142852.00,50544.00,16415.00,61035.00,0.00,1216610.00,12521110.00,1625859.00,1114021.00,511838.00,3.45
1999:Q2,16990726.00,15333750.00,12100240.00,10424292.00,1675948.00,3233510.00,3091101.00,142409.00,1656976.00,16990726.00,8340309.00,0.00,97972.00,0.00,40223.00,0.00,204532.00,247413.00,1773829.00,50782.00,1312387.00,3451209.00,56205.00,20625.00,68117.00,0.00,1327123.00,13515393.00,1818357.00,1288334.00,530023.00,7.48
1999:Q3,15965511.00,14263951.00,11483424.00,9922100.00,1561324.00,2780527.00,2660330.00,120197.00,1701560.00,15965511.00,7855918.00,0.00,97313.00,0.00,36044.00,0.00,190371.00,238647.00,1591834.00,48476.00,1231949.00,3316176.00,36658.00,21063.00,55535.00,0.00,1245527.00,12582430.00,1681521.00,1208784.00,472737.00,-6.91
1999:Q4,19147889.00,17144173.00,14225977.00,12484260.00,1741717.00,2918196.00,2794112.00,124084.00,2003716.00,19147889.00,9619135.00,0.00,98289.00,0.00,41990.00,0.00,205154.00,274715.00,1806759.00,56909.00,1407716.00,4060203.00,41191.00,33862.00,66885.00,0.00,1435081.00,15278372.00,1865801.00,1412563.00,453238.00,17.92
2000:Q1,20223995.00,18134852.00,15173487.00,13430841.00,1742646.00,2961365.00,2829956.00,131409.00,2089143.00,20223995.00,10026975.00,0.00,97579.00,0.00,42319.00,0.00,202420.00,279787.00,1950310.00,60405.00,1449700.00,4440119.00,41891.00,36793.00,74383.00,0.00,1521314.00,16260797.00,1874055.00,1433650.00,440405.00,3.50
2000:Q2,19311112.00,17257049.00,14390152.00,12732682.00,1657470.00,2866897.00,2732523.00,134374.00,2054063.00,19311112.00,9351262.00,0.00,96002.00,0.00,41735.00,0.00,201002.00,270617.00,1908923.00,60060.00,1408895.00,4288728.00,41091.00,46090.00,74528.00,0.00,1522179.00,15465205.00,1791844.00,1337921.00,453923.00,-4.74
2000:Q3,19322094.00,17379308.00,14137075.00,12535933.00,1601142.00,3242233.00,3088644.00,153589.00,1942786.00,19322094.00,9226703.00,0.00,95056.00,0.00,44385.00,0.00,196317.00,271075.00,1941411.00,60715.00,1429789.00,4333503.00,39252.00,49702.00,81519.00,0.00,1552667.00,15624577.00,1754731.00,1302655.00,452076.00,-0.04
2000:Q4,17299883.00,15447041.00,12173953.00,10692951.00,1481002.00,3273088.00,3128245.00,144843.00,1852842.00,17299883.00,7974639.00,0.00,93214.00,0.00,43326.00,0.00,191360.00,246617.00,1823066.00,56576.00,1298683.00,3910517.00,36543.00,65585.00,77220.00,0.00,1482537.00,13821196.00,1625845.00,1256083.00,369762.00,-10.56
2001:Q1,15150366.00,13495825.00,10493209.00,9151451.00,1341758.00,3002616.00,2862005.00,140611.00,1654541.00,15150366.00,6848106.00,0.00,91687.00,0.00,38133.00,0.00,169545.00,219101.00,1651570.00,49059.00,1185877.00,3369705.00,32476.00,66006.00,78268.00,0.00,1350833.00,12013456.00,1482369.00,1119707.00,362662.00,-12.57
2001:Q2,16353698.00,14635603.00,11397815.00,9964333.00,1433482.00,3237788.00,3082337.00,155451.00,1718095.00,16353698.00,7375086.00,0.00,91334.00,0.00,41433.00,0.00,176968.00,233297.00,1799948.00,52733.00,1265772.00,3644277.00,33840.00,75560.00,89825.00,0.00,1473625.00,13046670.00,1588933.00,1199811.00,389122.00,7.15
2001:Q3,13725238.00,12291354.00,9378858.00,8102729.00,1276129.00,2912496.00,2779290.00,133206.00,1433884.00,13725238.00,6014472.00,0.00,88674.00,0.00,35564.00,0.00,161879.00,207052.00,1598003.00,43796.00,1125466.00,3008946.00,29088.00,64345.00,66595.00,0.00,1281358.00,10882019.00,1409335.00,1072546.00,336789.00,-16.17
2001:Q4,15544474.00,13931801.00,10782304.00,9335582.00,1446722.00,3149497.00,3005495.00,144002.00,1612673.00,15544474.00,6873677.00,0.00,87973.00,0.00,40310.00,0.00,171690.00,210188.00,1785331.00,49091.00,1260360.00,3425322.00,31009.00,82992.00,85080.00,0.00,1441451.00,12341077.00,1590724.00,1240722.00,350002.00,11.97
2002:Q1,15718558.00,14111533.00,10829808.00,9347500.00,1482308.00,3281725.00,3131535.00,150190.00,1607025.00,15718558.00,6904136.00,0.00,85713.00,0.00,40760.00,0.00,174042.00,214005.00,1778574.00,50618.00,1294055.00,3493941.00,30960.00,88204.00,86247.00,0.00,1477303.00,12479035.00,1632498.00,1285692.00,346806.00,0.64
2002:Q2,13865695.00,12343821.00,9215954.00,7861749.00,1354205.00,3127867.00,2978506.00,149361.00,1521874.00,13865695.00,5991183.00,0.00,83367.00,0.00,34045.00,0.00,161741.00,199022.00,1577062.00,44660.00,1192749.00,3098686.00,30285.00,88951.00,83728.00,0.00,1280216.00,10840255.00,1503566.00,1159956.00,343610.00,-12.92
2002:Q3,11457199.00,10221724.00,7525488.00,6348785.00,1176703.00,2696236.00,2561226.00,135010.00,1235475.00,11457199.00,4875839.00,0.00,80600.00,0.00,24862.00,0.00,143893.00,170859.00,1378336.00,37343.00,973655.00,2504642.00,30679.00,78326.00,69384.00,0.00,1088781.00,8910011.00,1311713.00,971297.00,340416.00,-17.16
2002:Q4,12386267.00,11012287.00,8158290.00,6927223.00,1231067.00,2853997.00,2714981.00,139016.00,1373980.00,12386267.00,5221556.00,0.00,79254.00,0.00,30572.00,0.00,150016.00,184104.00,1493308.00,45690.00,1056772.00,2688868.00,33584.00,98228.00,74894.00,0.00,1229421.00,9642204.00,1370083.00,1032862.00,337221.00,7.33
2003:Q1,11892047.00,10598594.00,7870774.00,6714846.00,1155928.00,2727820.00,2589610.00,138210.00,1293453.00,11892047.00,4865663.00,0.00,79203.00,0.00,28107.00,0.00,144765.00,183647.00,1517484.00,50261.00,1035799.00,2579752.00,33694.00,97161.00,67679.00,0.00,1208832.00,9304456.00,1294138.00,976991.00,317147.00,-3.49
2003:Q2,13968788.00,12387369.00,9199303.00,7902212.00,1297091.00,3188066.00,3024394.00,163672.00,1581419.00,13968788.00,5683287.00,0.00,81649.00,0.00,37684.00,0.00,159971.00,207318.00,1754021.00,60997.00,1215260.00,3075150.00,40006.00,117704.00,87637.00,0.00,1448104.00,10926606.00,1460763.00,1094587.00,366176.00,16.03
2003:Q3,14653527.00,12898142.00,9578593.00,8238520.00,1340073.00,3319549.00,3143643.00,175906.00,1755385.00,14653527.00,5998499.00,0.00,83582.00,0.00,40560.00,0.00,164188.00,214217.00,1798712.00,66686.00,1273898.00,3282123.00,45575.00,115547.00,86803.00,0.00,1483137.00,11382163.00,1515979.00,1138258.00,377721.00,3.29
2003:Q4,16588683.00,14509261.00,10797264.00,9313370.00,1483894.00,3711997.00,3516371.00,195626.00,2079422.00,16588683.00,6811948.00,0.00,93383.00,0.00,49035.00,0.00,179057.00,229842.00,1967418.00,79159.00,1420987.00,3762039.00,52730.00,146315.00,100537.00,0.00,1696233.00,12829741.00,1679520.00,1249986.00,429534.00,11.92
2004:Q1,17109757.00,14971297.00,10999713.00,9452135.00,1547578.00,3971584.00,3754362.00,217222.00,2138460.00,17109757.00,6956832.00,0.00,95307.00,0.00,51644.00,0.00,184174.00,235402.00,2026199.00,83918.00,1446593.00,3967702.00,66931.00,155615.00,113454.00,0.00,1725986.00,13206497.00,1764800.00,1314447.00,450353.00,2.22
2004:Q2,17228058.00,15066515.00,11205383.00,9641497.00,1563886.00,3861132.00,3645954.00,215178.00,2161543.00,17228058.00,6930758.00,0.00,98953.00,0.00,50815.00,0.00,186847.00,235629.00,2030368.00,86038.00,1444746.00,4033580.00,70975.00,171829.00,117847.00,0.00,1769673.00,13287451.00,1779064.00,1313819.00,465245.00,0.95
2004:Q3,16961182.00,14748826.00,10826187.00,9296891.00,1529296.00,3922639.00,3702581.00,220058.00,2212356.00,16961182.00,6761047.00,0.00,97525.00,0.00,50319.00,0.00,186899.00,232986.00,2026846.00,85014.00,1414445.00,4008437.00,74544.00,173933.00,110251.00,0.00,1738936.00,12999472.00,1749354.00,1276959.00,472395.00,-2.25
2004:Q4,18881227.00,16320809.00,12034668.00,10295298.00,1739370.00,4286141.00,4037620.00,248521.00,2560418.00,18881227.00,7552833.00,0.00,107248.00,0.00,57474.00,0.00,196324.00,247485.00,2193261.00,97719.00,1557152.00,4491000.00,81804.00,217689.00,129065.00,0.00,1952173.00,14332918.00,1987891.00,1425968.00,561923.00,9.71
2005:Q1,18729518.00,16079613.00,11981245.00,10097655.00,1883590.00,4098368.00,3844215.00,254153.00,2649905.00,18729518.00,7551144.00,0.00,105472.00,0.00,55803.00,0.00,190292.00,247223.00,2136868.00,98056.00,1514044.00,4457299.00,87954.00,217436.00,134575.00,0.00,1933352.00,13941870.00,2137743.00,1449648.00,688095.00,-2.63
2005:Q2,19176151.00,16471749.00,12160890.00,10229426.00,1931464.00,4310859.00,4034452.00,276407.00,2704402.00,19176151.00,7736432.00,0.00,107289.00,0.00,57290.00,0.00,192865.00,252628.00,2171903.00,100409.00,1540028.00,4588344.00,95339.00,230240.00,131123.00,0.00,1972261.00,14263878.00,2207871.00,1505586.00,702285.00,1.89
2005:Q3,20137688.00,17059018.00,12665581.00,10664573.00,2001008.00,4393437.00,4109221.00,284216.00,3078670.00,20137688.00,8135610.00,0.00,113437.00,0.00,61737.00,0.00,197629.00,260290.00,2245396.00,106376.00,1588510.00,4884903.00,102966.00,245509.00,132883.00,0.00,2062442.00,14773794.00,2285224.00,1550033.00,735191.00,3.59
2005:Q4,20601876.00,17284171.00,12654465.00,10698495.00,1955970.00,4629706.00,4341759.00,287947.00,3317705.00,20601876.00,8237249.00,0.00,116215.00,0.00,62923.00,0.00,198417.00,264060.00,2287801.00,110850.00,1605563.00,5056822.00,104874.00,281018.00,158331.00,0.00,2117753.00,15040254.00,2243917.00,1558066.00,685851.00,1.74
2006:Q1,22121605.00,18439194.00,13688295.00,11461827.00,2226468.00,4750899.00,4405032.00,345867.00,3682411.00,22121605.00,8977657.00,0.00,120235.00,0.00,68611.00,0.00,203877.00,270885.00,2405468.00,119383.00,1673634.00,5442967.00,108995.00,305815.00,167166.00,0.00,2256912.00,15866859.00,2572335.00,1663240.00,909095.00,5.00
2006:Q2,21567653.00,17894073.00,13114613.00,10990785.00,2123828.00,4779460.00,4440425.00,339035.00,3673580.00,21567653.00,8659413.00,0.00,119187.00,0.00,66857.00,0.00,201134.00,258470.00,2350958.00,116577.00,1626350.00,5343358.00,107125.00,317546.00,166945.00,0.00,2233733.00,15431210.00,2462863.00,1603048.00,859815.00,-2.38
2006:Q3,22349621.00,18521002.00,13465146.00,11335072.00,2130074.00,5055856.00,4699288.00,356568.00,3828619.00,22349621.00,8915694.00,0.00,125461.00,0.00,70586.00,0.00,209871.00,264332.00,2416944.00,123175.00,1671635.00,5548721.00,111488.00,331600.00,172725.00,0.00,2387389.00,16034360.00,2486642.00,1646316.00,840326.00,4.01
2006:Q4,24094605.00,19765645.00,14359400.00,12113309.00,2246091.00,5406245.00,5038190.00,368055.00,4328960.00,24094605.00,10195738.00,0.00,133138.00,0.00,79828.00,0.00,225241.00,303320.00,1976297.00,135602.00,1765134.00,6026520.00,121670.00,387337.00,186369.00,0.00,2558411.00,17151499.00,2614146.00,1790384.00,823762.00,6.71
2007:Q1,24791277.00,20254914.00,14870979.00,12307558.00,2563421.00,5383935.00,4965153.00,418782.00,4536363.00,24791277.00,10574915.00,0.00,136361.00,0.00,80031.00,0.00,226830.00,300896.00,1992967.00,137879.00,1762756.00,6235084.00,136299.00,404507.00,202062.00,0.00,2600690.00,17272711.00,2982203.00,1844996.00,1137207.00,0.97
2007:Q2,26174401.00,21216102.00,15868699.00,13139521.00,2729178.00,5347403.00,4939246.00,408157.00,4958299.00,26174401.00,10934570.00,0.00,142900.00,0.00,88604.00,0.00,239963.00,307034.00,2102757.00,148891.00,1845558.00,6690863.00,146407.00,442673.00,223084.00,0.00,2861097.00,18078767.00,3137335.00,1969579.00,1167756.00,5.64
2007:Q3,26435056.00,21172587.00,16114315.00,13420132.00,2694183.00,5058272.00,4657358.00,400914.00,5262469.00,26435056.00,10804432.00,0.00,145005.00,0.00,92793.00,0.00,244716.00,303103.00,2121664.00,149495.00,1904515.00,6853800.00,152505.00,498522.00,220624.00,0.00,2943882.00,18077490.00,3095097.00,1986851.00,1108246.00,1.02
2007:Q4,25331345.00,20083355.00,15477368.00,12949141.00,2528227.00,4605987.00,4248838.00,357149.00,5247990.00,25331345.00,10046819.00,0.00,141893.00,0.00,88762.00,0.00,231020.00,279480.00,2040978.00,145693.00,1875980.00,6611942.00,145198.00,544824.00,224757.00,0.00,2953999.00,17197979.00,2885376.00,1906797.00,978579.00,-3.68
2008:Q1,22966273.00,18179393.00,14063932.00,11632167.00,2431765.00,4115461.00,3774561.00,340900.00,4786880.00,22966273.00,9096011.00,0.00,131522.00,0.00,76915.00,1.00,210673.00,249928.00,1823339.00,125062.00,1737253.00,5963957.00,129808.00,494644.00,180134.00,0.00,2747026.00,15406728.00,2772665.00,1745269.00,1027396.00,-9.96
2008:Q2,22337209.00,17635500.00,13963181.00,11627154.00,2336027.00,3672319.00,3369954.00,302365.00,4701709.00,22337209.00,8622789.00,0.00,127350.00,0.00,74484.00,1.00,207625.00,237092.00,1772160.00,124068.00,1744796.00,5920011.00,123847.00,492136.00,189631.00,0.00,2701219.00,14997108.00,2638392.00,1670643.00,967749.00,-2.02
2008:Q3,19656473.00,16020363.00,12331886.00,10177178.00,2154708.00,3688477.00,3368435.00,320042.00,3636110.00,19656473.00,7495218.00,0.00,114906.00,0.00,57139.00,0.00,205045.00,226301.00,1595663.00,108944.00,1592214.00,5019971.00,99066.00,491253.00,160646.00,0.00,2490107.00,13545613.00,2474750.00,1548551.00,926199.00,-9.15
2008:Q4,15240126.00,12491698.00,9612026.00,7752665.00,1859361.00,2879672.00,2664680.00,214992.00,2748428.00,15240126.00,5673281.00,188676.00,90863.00,0.00,33791.00,0.00,189579.00,191274.00,1275037.00,83696.00,1227981.00,3736342.00,72277.00,438298.00,109172.00,0.00,1929859.00,10417345.00,2074353.00,1286295.00,788058.00,-23.42
2009:Q1,13375647.00,10918674.00,8563330.00,6907769.00,1655561.00,2355344.00,2204641.00,150703.00,2456973.00,13375647.00,4886124.00,223856.00,77932.00,0.00,28292.00,0.00,161794.00,138070.00,1111499.00,72661.00,1099245.00,3357674.00,64904.00,361664.00,79551.00,0.00,1712381.00,9112410.00,1806264.00,1146612.00,659652.00,-11.18
