1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q3,16.00,16.00,0.00,0.00,0.00,-12800.00,-12800.00,0.00,0.00,1240.00,1240.00,5652.00,2900.00,1136.00,1616.00,5652.00,41960.00,21252.00,28192.00,-7484.00,35548.00,35548.00,0.00,2600.00,2600.00,5952.00,5952.00,0.00,0.00,28030.00,29448.00,-6669.00,28030.00,29448.00,-6669.00
1987:Q4,464.00,464.00,0.00,0.00,0.00,8896.00,8896.00,0.00,0.00,2360.00,2360.00,4148.00,1552.00,984.00,1612.00,4148.00,37836.00,23196.00,19080.00,-4440.00,31144.00,31144.00,0.00,432.00,432.00,-22904.00,-22904.00,0.00,0.00,140780.00,35448.00,-4101.00,140780.00,35448.00,-4101.00
1988:Q1,-432.00,-432.00,0.00,0.00,0.00,16772.00,16772.00,0.00,0.00,-520.00,-520.00,7836.00,4308.00,1320.00,2208.00,7836.00,33552.00,11064.00,23772.00,-1284.00,-264.00,-264.00,0.00,-2000.00,-2000.00,9004.00,9004.00,0.00,0.00,60874.00,25664.00,9785.00,60874.00,25664.00,9785.00
1988:Q2,-92.00,-92.00,0.00,0.00,0.00,-17104.00,-17104.00,0.00,0.00,240.00,240.00,6664.00,3224.00,1228.00,2212.00,6664.00,29116.00,10904.00,18204.00,8.00,8168.00,8168.00,0.00,-2800.00,-2800.00,21436.00,21436.00,0.00,0.00,9140.00,28640.00,4729.00,9140.00,28640.00,4729.00
1988:Q3,-240.00,-240.00,0.00,0.00,0.00,-2248.00,-2248.00,0.00,0.00,656.00,656.00,5200.00,1920.00,1072.00,2208.00,5200.00,27912.00,16688.00,10356.00,868.00,-11772.00,-11772.00,0.00,-5000.00,-5000.00,-25760.00,-25760.00,0.00,0.00,13109.00,33840.00,2449.00,13109.00,33840.00,2449.00
1988:Q4,-344.00,-344.00,0.00,0.00,0.00,-2704.00,-2704.00,0.00,0.00,1420.00,1420.00,5364.00,1980.00,1176.00,2208.00,5364.00,29932.00,20112.00,7804.00,2016.00,11324.00,11324.00,0.00,4848.00,4848.00,27464.00,27464.00,0.00,0.00,2859.00,30872.00,21700.00,2859.00,30872.00,21700.00
1989:Q1,-12.00,-12.00,0.00,0.00,0.00,-5424.00,-5424.00,0.00,0.00,-368.00,-368.00,5172.00,1792.00,2656.00,724.00,5172.00,31728.00,9032.00,17284.00,5412.00,16800.00,16800.00,0.00,6736.00,6736.00,-11244.00,-11244.00,0.00,0.00,30790.00,23448.00,8492.00,30790.00,23448.00,8492.00
1989:Q2,-212.00,-212.00,0.00,0.00,0.00,15124.00,15124.00,0.00,0.00,460.00,460.00,3628.00,1516.00,1388.00,724.00,3628.00,33308.00,11776.00,13156.00,8376.00,9616.00,9616.00,0.00,7436.00,7436.00,23736.00,23736.00,0.00,0.00,20883.00,27964.00,843.00,20883.00,27964.00,843.00
1989:Q3,128.00,128.00,0.00,0.00,0.00,7512.00,7512.00,0.00,0.00,512.00,512.00,3324.00,1168.00,1436.00,720.00,3324.00,32544.00,16180.00,9948.00,6416.00,12744.00,12744.00,0.00,7596.00,7596.00,-8808.00,-8808.00,0.00,0.00,31514.00,34952.00,24546.00,31514.00,34952.00,24546.00
1989:Q4,-364.00,-364.00,0.00,0.00,0.00,10256.00,10256.00,0.00,0.00,2712.00,2712.00,9068.00,7536.00,808.00,724.00,9068.00,29436.00,10284.00,16928.00,2224.00,10056.00,10056.00,0.00,7304.00,7304.00,60668.00,60668.00,0.00,0.00,7159.00,34291.00,28875.00,7159.00,34291.00,28875.00
1990:Q1,296.00,296.00,0.00,0.00,0.00,-6076.00,-6076.00,0.00,0.00,-1440.00,-1440.00,2740.00,800.00,1236.00,704.00,2740.00,26504.00,31964.00,-4088.00,-1372.00,17024.00,17024.00,0.00,6896.00,6896.00,24076.00,24076.00,0.00,0.00,60971.00,23804.00,5467.00,60971.00,23804.00,5467.00
1990:Q2,-56.00,-56.00,0.00,0.00,0.00,-1772.00,-1772.00,0.00,0.00,44.00,44.00,4668.00,3136.00,828.00,704.00,4668.00,23756.00,2140.00,27492.00,-5876.00,908.00,908.00,0.00,5056.00,5056.00,31736.00,31736.00,0.00,0.00,22003.00,34743.00,9051.00,22003.00,34743.00,9051.00
1990:Q3,112.00,112.00,0.00,0.00,0.00,10920.00,10920.00,0.00,0.00,-200.00,-200.00,6080.00,5044.00,332.00,704.00,6080.00,22624.00,13564.00,14996.00,-5936.00,11516.00,11516.00,0.00,5496.00,5496.00,55484.00,55484.00,0.00,0.00,68936.00,32556.00,33915.00,68936.00,32556.00,33915.00
1990:Q4,172.00,172.00,0.00,0.00,0.00,16008.00,16008.00,0.00,0.00,1948.00,1948.00,8780.00,5392.00,2684.00,704.00,8780.00,23104.00,9868.00,15008.00,-1772.00,9140.00,9140.00,0.00,6756.00,6756.00,17272.00,17272.00,0.00,0.00,68825.00,37866.00,41437.00,68825.00,37866.00,41437.00
1991:Q1,252.00,252.00,0.00,0.00,0.00,1900.00,1900.00,0.00,0.00,-512.00,-512.00,5888.00,4776.00,-192.00,1304.00,5888.00,15124.00,1496.00,10660.00,2968.00,14620.00,14620.00,0.00,10736.00,10736.00,2472.00,2472.00,0.00,0.00,24113.00,23425.00,-5740.00,24113.00,23425.00,-5740.00
1991:Q2,808.00,808.00,0.00,0.00,0.00,-428.00,-428.00,0.00,0.00,-908.00,-908.00,5888.00,4780.00,-196.00,1304.00,5888.00,9328.00,3604.00,-928.00,6652.00,24940.00,24940.00,0.00,13856.00,13856.00,29892.00,29892.00,0.00,0.00,11580.00,29509.00,28393.00,11580.00,29509.00,28393.00
1991:Q3,1748.00,1748.00,0.00,0.00,0.00,9776.00,9776.00,0.00,0.00,-916.00,-916.00,5888.00,4776.00,-192.00,1304.00,5888.00,9148.00,3736.00,-1572.00,6984.00,18316.00,18316.00,0.00,12936.00,12936.00,42104.00,42104.00,0.00,0.00,9525.00,32293.00,38084.00,9525.00,32293.00,38084.00
1991:Q4,1088.00,1088.00,0.00,0.00,0.00,-7152.00,-7152.00,0.00,0.00,-552.00,-552.00,5876.00,4776.00,-204.00,1304.00,5876.00,14584.00,10508.00,688.00,3388.00,25168.00,25168.00,0.00,10760.00,10760.00,51668.00,51668.00,0.00,0.00,53443.00,32592.00,44825.00,53443.00,32592.00,44825.00
1992:Q1,272.00,272.00,0.00,0.00,0.00,14472.00,14472.00,0.00,0.00,-256.00,-256.00,8484.00,6932.00,572.00,980.00,8484.00,19728.00,8192.00,10560.00,976.00,13444.00,13444.00,0.00,9640.00,9640.00,60220.00,60220.00,0.00,0.00,150627.00,26331.00,36567.00,150627.00,26331.00,36567.00
1992:Q2,556.00,556.00,0.00,0.00,0.00,-1792.00,-1792.00,0.00,0.00,-84.00,-84.00,8480.00,6936.00,564.00,980.00,8480.00,24592.00,10504.00,15664.00,-1576.00,7872.00,7872.00,0.00,9504.00,9504.00,-34640.00,-34640.00,0.00,0.00,-8957.00,33493.00,33010.00,-8957.00,33493.00,33010.00
1992:Q3,-916.00,-916.00,0.00,0.00,0.00,3988.00,3988.00,0.00,0.00,112.00,112.00,8476.00,6932.00,564.00,980.00,8476.00,24984.00,11456.00,16188.00,-2660.00,-24244.00,-24244.00,0.00,9880.00,9880.00,139744.00,139744.00,0.00,0.00,101630.00,28767.00,12722.00,101630.00,28767.00,12722.00
1992:Q4,356.00,356.00,0.00,0.00,0.00,-20340.00,-20340.00,0.00,0.00,328.00,328.00,8480.00,6936.00,564.00,980.00,8480.00,20904.00,9012.00,12308.00,-416.00,-75464.00,-75464.00,0.00,10648.00,10648.00,37064.00,37064.00,0.00,0.00,50841.00,31581.00,35692.00,50841.00,31581.00,35692.00
1993:Q1,1324.00,1324.00,0.00,0.00,0.00,-8148.00,-8148.00,0.00,0.00,508.00,508.00,7760.00,6360.00,524.00,876.00,7760.00,17168.00,6868.00,8748.00,1552.00,-10468.00,-10468.00,0.00,10616.00,10616.00,24600.00,24600.00,0.00,0.00,-68427.00,30540.00,29538.00,-68427.00,30540.00,29538.00
1993:Q2,1688.00,1688.00,0.00,0.00,0.00,-15460.00,-15460.00,0.00,0.00,504.00,504.00,7304.00,5924.00,504.00,876.00,7304.00,13772.00,5032.00,6004.00,2736.00,4728.00,4728.00,0.00,11416.00,11416.00,15228.00,15228.00,0.00,0.00,57883.00,34059.00,36979.00,57883.00,34059.00,36979.00
1993:Q3,2248.00,2248.00,0.00,0.00,0.00,-8464.00,-8464.00,0.00,0.00,504.00,504.00,12372.00,11008.00,492.00,872.00,12372.00,13480.00,4700.00,5516.00,3264.00,-25956.00,-25956.00,0.00,12416.00,12416.00,57708.00,57708.00,0.00,0.00,41262.00,24223.00,22274.00,41262.00,24223.00,22274.00
1993:Q4,-4020.00,-4020.00,0.00,0.00,0.00,3960.00,3960.00,0.00,0.00,508.00,508.00,2972.00,1616.00,480.00,876.00,2972.00,16284.00,6196.00,7252.00,2836.00,4260.00,4260.00,0.00,14812.00,14812.00,76748.00,76748.00,0.00,0.00,-69.00,31594.00,39704.00,-69.00,31594.00,39704.00
1994:Q1,-144.00,-144.00,0.00,0.00,0.00,-7316.00,-7316.00,0.00,0.00,528.00,528.00,7836.00,6420.00,60.00,1356.00,7836.00,14236.00,6520.00,5596.00,2120.00,58312.00,58312.00,0.00,13336.00,13336.00,39008.00,39008.00,0.00,0.00,104155.00,28207.00,48997.00,104155.00,28207.00,48997.00
1994:Q2,660.00,660.00,0.00,0.00,0.00,-14844.00,-14844.00,0.00,0.00,532.00,532.00,4436.00,3016.00,64.00,1356.00,4436.00,14000.00,6368.00,5724.00,1908.00,35384.00,35384.00,0.00,12368.00,12368.00,61552.00,61552.00,0.00,0.00,-59281.00,32656.00,48199.00,-59281.00,32656.00,48199.00
1994:Q3,1336.00,1336.00,0.00,0.00,0.00,-11180.00,-11180.00,0.00,0.00,528.00,528.00,12444.00,11024.00,60.00,1360.00,12444.00,14000.00,6480.00,5728.00,1792.00,-39548.00,-39548.00,0.00,11544.00,11544.00,45988.00,45988.00,0.00,0.00,-53292.00,24110.00,75015.00,-53292.00,24110.00,75015.00
1994:Q4,-1472.00,-1472.00,0.00,0.00,0.00,2336.00,2336.00,0.00,0.00,528.00,528.00,7488.00,6072.00,60.00,1356.00,7488.00,15952.00,7044.00,6540.00,2368.00,68084.00,68084.00,0.00,9508.00,9508.00,-48296.00,-48296.00,0.00,0.00,-65255.00,34506.00,-19167.00,-65255.00,34506.00,-19167.00
1995:Q1,12.00,12.00,0.00,0.00,0.00,-4792.00,-4792.00,0.00,0.00,720.00,720.00,10960.00,7924.00,1068.00,1968.00,10960.00,36048.00,17236.00,14516.00,4296.00,-71848.00,-71848.00,0.00,5428.00,5428.00,47368.00,47368.00,0.00,0.00,50773.00,23691.00,20979.00,50773.00,23691.00,20979.00
1995:Q2,48.00,48.00,0.00,0.00,0.00,12524.00,12524.00,0.00,0.00,716.00,716.00,10960.00,8000.00,992.00,1968.00,10960.00,35560.00,17048.00,14340.00,4172.00,5184.00,5184.00,0.00,5436.00,5436.00,-75292.00,-75292.00,0.00,0.00,52959.00,31463.00,50698.00,52959.00,31463.00,50698.00
1995:Q3,968.00,968.00,0.00,0.00,0.00,-4020.00,-4020.00,0.00,0.00,720.00,720.00,4460.00,1740.00,752.00,1968.00,4460.00,-9196.00,-5776.00,-3352.00,-68.00,7088.00,7088.00,0.00,5428.00,5428.00,-11048.00,-11048.00,0.00,0.00,122105.00,22601.00,51229.00,122105.00,22601.00,51229.00
1995:Q4,-28.00,-28.00,0.00,0.00,0.00,9328.00,9328.00,0.00,0.00,716.00,716.00,5696.00,3192.00,536.00,1968.00,5696.00,20804.00,9720.00,8484.00,2600.00,11256.00,11256.00,0.00,5436.00,5436.00,16996.00,16996.00,0.00,0.00,93050.00,143338.00,34205.00,93050.00,143338.00,34205.00
1996:Q1,588.00,588.00,0.00,0.00,0.00,-6996.00,-6996.00,0.00,0.00,792.00,792.00,804.00,0.00,0.00,804.00,804.00,10804.00,5452.00,4424.00,928.00,4036.00,4036.00,0.00,5428.00,5428.00,105592.00,105592.00,0.00,0.00,81306.00,-66050.00,67651.00,81306.00,-66050.00,67651.00
1996:Q2,-1044.00,-1044.00,0.00,0.00,0.00,-10596.00,-10596.00,0.00,0.00,792.00,792.00,3916.00,3068.00,44.00,804.00,3916.00,5788.00,3080.00,2416.00,292.00,9568.00,9568.00,0.00,5428.00,5428.00,27552.00,27552.00,0.00,0.00,71164.00,17005.00,50614.00,71164.00,17005.00,50614.00
1996:Q3,-332.00,-332.00,0.00,0.00,0.00,2004.00,2004.00,0.00,0.00,788.00,788.00,5404.00,4400.00,200.00,804.00,5404.00,20840.00,10648.00,8404.00,1788.00,19484.00,19484.00,0.00,5432.00,5432.00,63152.00,63152.00,0.00,0.00,96053.00,32848.00,65856.00,96053.00,32848.00,65856.00
1996:Q4,364.00,364.00,0.00,0.00,0.00,10672.00,10672.00,0.00,0.00,792.00,792.00,21084.00,17296.00,2984.00,804.00,21084.00,-11184.00,-8168.00,-3916.00,900.00,-14076.00,-14076.00,0.00,5424.00,5424.00,43256.00,43256.00,0.00,0.00,83449.00,27600.00,58136.00,83449.00,27600.00,58136.00
1997:Q1,100.00,100.00,0.00,0.00,0.00,-11140.00,-11140.00,0.00,0.00,336.00,336.00,9320.00,6300.00,608.00,2412.00,9320.00,9684.00,4476.00,3972.00,1236.00,-21392.00,-32188.00,10796.00,9700.00,9700.00,61168.00,61168.00,0.00,0.00,86324.00,23645.00,29996.00,86324.00,23645.00,29996.00
1997:Q2,44.00,44.00,0.00,0.00,0.00,-8812.00,-8812.00,0.00,0.00,332.00,332.00,11768.00,6304.00,3052.00,2412.00,11768.00,5424.00,2532.00,2348.00,544.00,33180.00,10100.00,23080.00,5796.00,5796.00,183588.00,183588.00,0.00,0.00,103475.00,31909.00,22819.00,103475.00,31909.00,22819.00
1997:Q3,116.00,116.00,0.00,0.00,0.00,9148.00,9148.00,368.00,368.00,336.00,336.00,11324.00,6304.00,2608.00,2412.00,11324.00,22036.00,10972.00,8928.00,2136.00,19136.00,1680.00,17456.00,5796.00,5796.00,-11988.00,-11988.00,0.00,0.00,94291.00,23487.00,26141.00,94291.00,23487.00,26141.00
1997:Q4,-448.00,-448.00,0.00,0.00,0.00,10804.00,10804.00,0.00,0.00,336.00,336.00,10248.00,6300.00,1536.00,2412.00,10248.00,-17948.00,-9980.00,-6864.00,-1104.00,25352.00,13704.00,11648.00,12256.00,12256.00,-3928.00,-3928.00,0.00,0.00,99113.00,29883.00,66403.00,99113.00,29883.00,66403.00
1998:Q1,88.00,88.00,0.00,0.00,0.00,17220.00,17220.00,28.00,28.00,-136.00,-136.00,7600.00,4012.00,1228.00,2360.00,7600.00,15912.00,5136.00,6940.00,3836.00,20460.00,-3652.00,24112.00,17428.00,17428.00,83316.00,83316.00,0.00,0.00,111737.00,32053.00,49256.00,111737.00,32053.00,49256.00
1998:Q2,104.00,104.00,0.00,0.00,0.00,-2860.00,-2860.00,1928.00,1928.00,1140.00,1140.00,4644.00,1628.00,652.00,2364.00,4644.00,4572.00,-512.00,2416.00,2668.00,-22652.00,-35744.00,13092.00,18000.00,18000.00,113792.00,113792.00,0.00,0.00,120971.00,31648.00,73004.00,120971.00,31648.00,73004.00
1998:Q3,-552.00,-552.00,0.00,0.00,0.00,4736.00,4736.00,1108.00,1108.00,-2052.00,-2052.00,11752.00,8312.00,1076.00,2364.00,11752.00,13504.00,3816.00,5884.00,3804.00,-21200.00,-19336.00,-1864.00,18188.00,18188.00,140280.00,140280.00,0.00,0.00,90287.00,23202.00,72201.00,90287.00,23202.00,72201.00
1998:Q4,-220.00,-220.00,0.00,0.00,0.00,8296.00,8296.00,0.00,0.00,-4608.00,-4608.00,17152.00,15084.00,-296.00,2364.00,17152.00,-16944.00,-12624.00,-6200.00,1880.00,29996.00,-1876.00,31872.00,-2092.00,-2092.00,-57464.00,-57464.00,0.00,0.00,63060.00,25645.00,48237.00,63060.00,25645.00,48237.00
1999:Q1,488.00,488.00,0.00,0.00,0.00,-13504.00,-13504.00,4696.00,4696.00,4896.00,4896.00,4624.00,5220.00,1076.00,-1672.00,4624.00,1872.00,-444.00,1272.00,1044.00,9056.00,1036.00,8020.00,-12456.00,-12456.00,-173224.00,-173224.00,0.00,0.00,157857.00,30352.00,74228.00,157857.00,30352.00,74228.00
1999:Q2,448.00,448.00,0.00,0.00,0.00,-16696.00,-16696.00,6312.00,6312.00,324.00,324.00,3188.00,5640.00,1016.00,-3468.00,3188.00,11788.00,5156.00,4940.00,1692.00,2684.00,-11084.00,13768.00,-15864.00,-15864.00,61584.00,61584.00,0.00,0.00,115069.00,37373.00,82931.00,115069.00,37373.00,82931.00
1999:Q3,468.00,468.00,0.00,0.00,0.00,-5752.00,-5752.00,2124.00,2124.00,164.00,164.00,21840.00,16996.00,1628.00,3216.00,21840.00,16084.00,7124.00,6608.00,2352.00,29028.00,28452.00,576.00,-20148.00,-20148.00,87560.00,87560.00,0.00,0.00,87658.00,24427.00,83484.00,87658.00,24427.00,83484.00
1999:Q4,1132.00,1132.00,0.00,0.00,0.00,4772.00,4772.00,208.00,208.00,3160.00,3160.00,15792.00,12900.00,1036.00,1856.00,15792.00,-19668.00,-11568.00,-7356.00,-744.00,-42852.00,-65876.00,23024.00,-25012.00,-25012.00,89200.00,89200.00,0.00,0.00,100441.00,28073.00,87423.00,100441.00,28073.00,87423.00
2000:Q1,-1176.00,-1176.00,0.00,0.00,0.00,-8096.00,-8096.00,5372.00,5372.00,-2932.00,-2932.00,3736.00,3844.00,40.00,-148.00,3736.00,3816.00,1252.00,1768.00,796.00,-6260.00,-8964.00,2704.00,-8056.00,-8056.00,97408.00,97408.00,0.00,0.00,-5164.00,33648.00,66092.00,-5164.00,33648.00,66092.00
2000:Q2,236.00,236.00,0.00,0.00,0.00,-8736.00,-8736.00,11116.00,11116.00,776.00,776.00,6344.00,8432.00,1828.00,-3916.00,6344.00,14316.00,7216.00,5948.00,1152.00,-30716.00,-24116.00,-6600.00,-27116.00,-27116.00,94332.00,94332.00,0.00,0.00,170871.00,42654.00,37079.00,170871.00,42654.00,37079.00
2000:Q3,404.00,404.00,0.00,0.00,0.00,2828.00,2828.00,5212.00,5212.00,-584.00,-584.00,11672.00,2224.00,3032.00,6416.00,11672.00,7404.00,3580.00,3316.00,508.00,-34352.00,-29488.00,-4864.00,-21164.00,-21164.00,12428.00,12428.00,0.00,0.00,142128.00,22745.00,-109308.00,142128.00,22745.00,-109308.00
2000:Q4,632.00,632.00,0.00,0.00,0.00,14092.00,14092.00,9032.00,9032.00,3240.00,3240.00,5768.00,1160.00,-584.00,5192.00,5768.00,-28780.00,-15036.00,-10896.00,-2848.00,-42508.00,-27912.00,-14596.00,-20032.00,-20032.00,150432.00,150432.00,0.00,0.00,163914.00,107262.00,146109.00,163914.00,107262.00,146109.00
2001:Q1,-400.00,-400.00,0.00,0.00,0.00,51132.00,51132.00,12712.00,12712.00,-3348.00,-3348.00,-11308.00,-2384.00,2052.00,-10976.00,-11308.00,8312.00,2928.00,3704.00,1680.00,-83816.00,-63972.00,-19844.00,-8920.00,-8920.00,-81432.00,-81432.00,0.00,0.00,194644.00,-47880.00,22611.00,194644.00,-47880.00,22611.00
2001:Q2,104.00,104.00,0.00,0.00,0.00,-15080.00,-15080.00,24280.00,24280.00,-1048.00,-1048.00,21392.00,10888.00,3620.00,6884.00,21392.00,26884.00,13916.00,10916.00,2052.00,34292.00,31440.00,2852.00,-25672.00,-25672.00,218468.00,218468.00,0.00,0.00,113923.00,28094.00,4658.00,113923.00,28094.00,4658.00
2001:Q3,120.00,120.00,0.00,0.00,0.00,13208.00,13208.00,12064.00,12064.00,3212.00,3212.00,18004.00,7748.00,1584.00,8672.00,18004.00,66980.00,33136.00,27008.00,6836.00,-128984.00,-109120.00,-19864.00,-28544.00,-28544.00,69496.00,69496.00,0.00,0.00,74065.00,35109.00,36316.00,74065.00,35109.00,36316.00
2001:Q4,-112.00,-112.00,0.00,0.00,0.00,-15016.00,-15016.00,12204.00,12204.00,-588.00,-588.00,-1936.00,-3704.00,-3308.00,5076.00,-1936.00,2328.00,64.00,1680.00,584.00,95016.00,88076.00,6940.00,-35196.00,-35196.00,73896.00,73896.00,0.00,0.00,124971.00,34641.00,159534.00,124971.00,34641.00,159534.00
2002:Q1,32.00,32.00,0.00,0.00,0.00,11084.00,11084.00,30696.00,30696.00,1276.00,1276.00,4512.00,6824.00,2332.00,-4644.00,4512.00,30400.00,14380.00,12568.00,3452.00,82844.00,85116.00,-2272.00,19828.00,19828.00,22628.00,22628.00,0.00,0.00,65944.00,29547.00,1947.00,65944.00,29547.00,1947.00
2002:Q2,-164.00,-164.00,0.00,0.00,0.00,-8700.00,-8700.00,22420.00,22420.00,-520.00,-520.00,23740.00,18972.00,5224.00,-456.00,23740.00,54296.00,26980.00,22076.00,5240.00,-85472.00,-71180.00,-14292.00,-9488.00,-9488.00,52544.00,52544.00,0.00,0.00,27671.00,37079.00,140527.00,27671.00,37079.00,140527.00
2002:Q3,416.00,416.00,0.00,0.00,0.00,9548.00,9548.00,15872.00,15872.00,2888.00,2888.00,9800.00,5568.00,2648.00,1584.00,9800.00,61300.00,30292.00,24956.00,6052.00,-126196.00,-108028.00,-18168.00,17416.00,17416.00,12500.00,12500.00,0.00,0.00,45770.00,48124.00,108863.00,45770.00,48124.00,108863.00
2002:Q4,136.00,136.00,0.00,0.00,0.00,-4136.00,-4136.00,10828.00,10828.00,-100.00,-100.00,2804.00,8944.00,-9704.00,3564.00,2804.00,30492.00,14572.00,12780.00,3140.00,53152.00,49408.00,3744.00,-21656.00,-21656.00,-99192.00,-99192.00,0.00,0.00,183955.00,84313.00,137764.00,183955.00,84313.00,137764.00
2003:Q1,0.00,0.00,0.00,0.00,0.00,11528.00,11528.00,21540.00,21540.00,2768.00,2768.00,11344.00,6708.00,488.00,4148.00,11344.00,61208.00,29788.00,24792.00,6628.00,-6488.00,-17608.00,11120.00,14148.00,14148.00,-30908.00,-30908.00,25284.00,25284.00,-43265.00,274069.00,119161.00,-43265.00,274069.00,119161.00
2003:Q2,0.00,0.00,0.00,0.00,0.00,1404.00,1404.00,27596.00,27596.00,1360.00,1360.00,10392.00,8628.00,4284.00,-2520.00,10392.00,44536.00,21892.00,18220.00,4424.00,120848.00,93880.00,26968.00,-14212.00,-14212.00,245052.00,245052.00,23520.00,23520.00,51774.00,-172169.00,195336.00,51774.00,-172169.00,195336.00
2003:Q3,0.00,0.00,0.00,0.00,0.00,-9620.00,-9620.00,16936.00,16936.00,60.00,60.00,28324.00,16628.00,3360.00,8336.00,28324.00,72916.00,36276.00,29468.00,7172.00,56228.00,38496.00,17732.00,-5280.00,-5280.00,175096.00,175096.00,20446.00,20446.00,146890.00,58937.00,64328.00,146890.00,58937.00,64328.00
2003:Q4,0.00,0.00,0.00,0.00,0.00,-31732.00,-31732.00,19068.00,19068.00,-416.00,-416.00,5568.00,11716.00,-8236.00,2088.00,5568.00,7824.00,3504.00,3700.00,620.00,126948.00,100408.00,26540.00,4668.00,4668.00,20988.00,20988.00,9194.00,9194.00,70814.00,58683.00,96676.00,70814.00,58683.00,96676.00
2004:Q1,0.00,0.00,0.00,0.00,0.00,17556.00,17556.00,29688.00,29688.00,-256.00,-256.00,11404.00,9224.00,-432.00,2612.00,11404.00,42460.00,19280.00,17612.00,5568.00,-18008.00,-30048.00,12040.00,-9108.00,-9108.00,248748.00,248748.00,20696.00,20696.00,52305.00,39526.00,118439.00,52305.00,39526.00,118439.00
2004:Q2,0.00,0.00,0.00,0.00,0.00,-23320.00,-23320.00,21428.00,21428.00,3088.00,3088.00,-268.00,-2944.00,3404.00,-728.00,-268.00,51736.00,25100.00,21168.00,5468.00,25048.00,14936.00,10112.00,13600.00,13600.00,-16672.00,-16672.00,22570.00,22570.00,83745.00,29939.00,172535.00,83745.00,29939.00,172535.00
2004:Q3,0.00,0.00,0.00,0.00,0.00,-4780.00,-4780.00,12700.00,12700.00,1328.00,1328.00,12268.00,8896.00,2564.00,808.00,12268.00,99204.00,53204.00,39880.00,6120.00,-33160.00,-39820.00,6660.00,-11932.00,-11932.00,21476.00,21476.00,18764.00,18764.00,121595.00,32495.00,77640.00,121595.00,32495.00,77640.00
2004:Q4,0.00,0.00,0.00,0.00,0.00,2060.00,2060.00,14444.00,14444.00,1864.00,1864.00,22380.00,23928.00,-808.00,-740.00,22380.00,-1932.00,-3076.00,12.00,1132.00,97516.00,76676.00,20840.00,-5024.00,-5024.00,93896.00,93896.00,7538.00,7538.00,79690.00,61976.00,140567.00,79690.00,61976.00,140567.00
2005:Q1,0.00,0.00,0.00,0.00,0.00,-792.00,-792.00,29640.00,29640.00,1152.00,1152.00,6828.00,4872.00,1836.00,120.00,6828.00,28228.00,12716.00,11948.00,3564.00,2392.00,-2472.00,4864.00,-4604.00,-4604.00,218696.00,218696.00,31283.00,31283.00,105908.00,24141.00,69555.00,105908.00,24141.00,69555.00
2005:Q2,0.00,0.00,0.00,0.00,0.00,-1468.00,-1468.00,9908.00,9908.00,2900.00,2900.00,4400.00,3544.00,420.00,436.00,4400.00,37772.00,18008.00,15600.00,4164.00,8176.00,-608.00,8784.00,-6364.00,-6364.00,286156.00,286156.00,5629.00,5629.00,114517.00,20914.00,67276.00,114517.00,20914.00,67276.00
2005:Q3,0.00,0.00,0.00,0.00,0.00,5292.00,5292.00,10548.00,10548.00,-2896.00,-2896.00,18620.00,17828.00,1220.00,-428.00,18620.00,108392.00,54916.00,43180.00,10296.00,27064.00,13828.00,13236.00,9280.00,9280.00,369640.00,369640.00,25356.00,25356.00,82530.00,35510.00,97980.00,82530.00,35510.00,97980.00
2005:Q4,0.00,0.00,0.00,0.00,0.00,88.00,88.00,10280.00,10280.00,2600.00,2600.00,7984.00,5488.00,404.00,2092.00,7984.00,34880.00,16648.00,14156.00,4076.00,27344.00,16908.00,10436.00,-5852.00,-5852.00,-174964.00,-174964.00,29796.00,29796.00,69244.00,91739.00,56407.00,69244.00,91739.00,56407.00
2006:Q1,0.00,0.00,0.00,0.00,0.00,9448.00,9448.00,15252.00,15252.00,800.00,800.00,27224.00,14004.00,1960.00,11260.00,27224.00,11716.00,2028.00,5728.00,3960.00,5532.00,-10492.00,16024.00,-2048.00,-2048.00,302896.00,302896.00,18123.00,18123.00,165075.00,23680.00,4419.00,165075.00,23680.00,4419.00
2006:Q2,0.00,0.00,0.00,0.00,0.00,-11708.00,-11708.00,10528.00,10528.00,684.00,684.00,16240.00,12964.00,1184.00,2092.00,16240.00,30416.00,11596.00,13016.00,5804.00,-12816.00,-18956.00,6140.00,-1960.00,-1960.00,459216.00,459216.00,13054.00,13054.00,125296.00,26251.00,10072.00,125296.00,26251.00,10072.00
2006:Q3,0.00,0.00,0.00,0.00,0.00,-1556.00,-1556.00,5788.00,5788.00,188.00,188.00,10328.00,7532.00,2152.00,644.00,10328.00,28388.00,10680.00,12236.00,5472.00,2612.00,-11876.00,14488.00,-1940.00,-1940.00,361048.00,361048.00,16632.00,16632.00,140033.00,18381.00,258194.00,140033.00,18381.00,258194.00
