1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q2,508.00,508.00,0.00,-64.00,-64.00,1740.00,1740.00,0.00,0.00,284.00,284.00,884.00,296.00,460.00,128.00,884.00,2072.00,800.00,688.00,584.00,0.00,0.00,0.00,108.00,108.00,0.00,0.00,0.00,0.00,5305.00,15364.00,3319.00,5305.00,15364.00,3319.00
1967:Q3,-160.00,-160.00,0.00,-156.00,-156.00,-2432.00,-2432.00,0.00,0.00,276.00,276.00,872.00,288.00,456.00,128.00,872.00,2148.00,828.00,708.00,612.00,0.00,0.00,0.00,284.00,284.00,0.00,0.00,0.00,0.00,4181.00,16236.00,3647.00,4181.00,16236.00,3647.00
1967:Q4,576.00,576.00,0.00,-76.00,-76.00,456.00,456.00,0.00,0.00,284.00,284.00,904.00,312.00,464.00,128.00,904.00,2096.00,808.00,680.00,608.00,0.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00,5237.00,15940.00,3183.00,5237.00,15940.00,3183.00
1968:Q1,-520.00,-520.00,0.00,0.00,0.00,-516.00,-516.00,0.00,0.00,336.00,336.00,964.00,320.00,516.00,128.00,964.00,2288.00,872.00,756.00,660.00,0.00,0.00,0.00,-108.00,-108.00,0.00,0.00,0.00,0.00,4630.00,16336.00,4606.00,4630.00,16336.00,4606.00
1968:Q2,408.00,408.00,0.00,0.00,0.00,388.00,388.00,0.00,0.00,360.00,360.00,984.00,316.00,540.00,128.00,984.00,2324.00,896.00,744.00,684.00,0.00,0.00,0.00,492.00,492.00,0.00,0.00,0.00,0.00,6582.00,16160.00,4126.00,6582.00,16160.00,4126.00
1968:Q3,-4.00,-4.00,0.00,0.00,0.00,-588.00,-588.00,0.00,0.00,368.00,368.00,1008.00,328.00,552.00,128.00,1008.00,2484.00,936.00,800.00,748.00,0.00,0.00,0.00,220.00,220.00,0.00,0.00,0.00,0.00,7046.00,17580.00,4730.00,7046.00,17580.00,4730.00
1968:Q4,-136.00,-136.00,0.00,0.00,0.00,520.00,520.00,0.00,0.00,356.00,356.00,1028.00,356.00,544.00,128.00,1028.00,2768.00,1012.00,924.00,832.00,0.00,0.00,0.00,200.00,200.00,0.00,0.00,0.00,0.00,8162.00,17904.00,3962.00,8162.00,17904.00,3962.00
1969:Q1,-920.00,-920.00,0.00,0.00,0.00,-556.00,-556.00,0.00,0.00,352.00,352.00,1040.00,364.00,548.00,128.00,1040.00,3368.00,1392.00,1048.00,928.00,0.00,0.00,0.00,-16.00,-16.00,0.00,0.00,0.00,0.00,10616.00,17032.00,5558.00,10616.00,17032.00,5558.00
1969:Q2,392.00,392.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,352.00,352.00,1056.00,376.00,552.00,128.00,1056.00,3332.00,1120.00,1180.00,1032.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00,13187.00,18400.00,4642.00,13187.00,18400.00,4642.00
1969:Q3,236.00,236.00,0.00,0.00,0.00,-1548.00,-1548.00,0.00,0.00,360.00,360.00,1096.00,412.00,556.00,128.00,1096.00,2772.00,468.00,1236.00,1068.00,0.00,0.00,0.00,-8.00,-8.00,0.00,0.00,0.00,0.00,11967.00,18588.00,4026.00,11967.00,18588.00,4026.00
1969:Q4,-64.00,-64.00,0.00,0.00,0.00,600.00,600.00,0.00,0.00,480.00,480.00,1160.00,468.00,564.00,128.00,1160.00,3908.00,1652.00,1216.00,1040.00,0.00,0.00,0.00,152.00,152.00,0.00,0.00,0.00,0.00,10926.00,21480.00,5990.00,10926.00,21480.00,5990.00
1970:Q1,-80.00,-80.00,0.00,0.00,0.00,-220.00,-220.00,0.00,0.00,416.00,416.00,1236.00,540.00,568.00,128.00,1236.00,3388.00,1340.00,968.00,1080.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,11904.00,20308.00,5450.00,11904.00,20308.00,5450.00
1970:Q2,148.00,148.00,0.00,0.00,0.00,1388.00,1388.00,0.00,0.00,428.00,428.00,1320.00,620.00,572.00,128.00,1320.00,3404.00,1452.00,844.00,1108.00,0.00,0.00,0.00,-640.00,-640.00,0.00,0.00,0.00,0.00,12348.00,23336.00,4746.00,12348.00,23336.00,4746.00
1970:Q3,-176.00,-176.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,436.00,436.00,1340.00,636.00,576.00,128.00,1340.00,3424.00,1468.00,860.00,1096.00,0.00,0.00,0.00,680.00,680.00,0.00,0.00,0.00,0.00,7816.00,23548.00,5550.00,7816.00,23548.00,5550.00
1970:Q4,172.00,172.00,0.00,0.00,0.00,3964.00,3964.00,0.00,0.00,440.00,440.00,1292.00,584.00,580.00,128.00,1292.00,3456.00,1400.00,1016.00,1040.00,0.00,0.00,0.00,512.00,512.00,0.00,0.00,0.00,0.00,5904.00,24588.00,5806.00,5904.00,24588.00,5806.00
1971:Q1,-320.00,-320.00,0.00,0.00,0.00,4380.00,4380.00,0.00,0.00,352.00,352.00,1344.00,472.00,616.00,256.00,1344.00,3444.00,1292.00,980.00,1172.00,0.00,0.00,0.00,584.00,584.00,0.00,0.00,0.00,0.00,8507.00,23720.00,6003.00,8507.00,23720.00,6003.00
1971:Q2,-316.00,-316.00,0.00,0.00,0.00,-5252.00,-5252.00,0.00,0.00,304.00,304.00,1296.00,408.00,636.00,252.00,1296.00,3344.00,1204.00,936.00,1204.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,8039.00,26868.00,6839.00,8039.00,26868.00,6839.00
1971:Q3,-24.00,-24.00,0.00,0.00,0.00,-2648.00,-2648.00,0.00,0.00,296.00,296.00,1292.00,384.00,652.00,256.00,1292.00,3520.00,1204.00,1052.00,1264.00,0.00,0.00,0.00,272.00,272.00,0.00,0.00,0.00,0.00,6591.00,25840.00,7923.00,6591.00,25840.00,7923.00
1971:Q4,-68.00,-68.00,0.00,0.00,0.00,1356.00,1356.00,0.00,0.00,320.00,320.00,1324.00,408.00,664.00,252.00,1324.00,3972.00,1276.00,1336.00,1360.00,0.00,0.00,0.00,408.00,408.00,0.00,0.00,0.00,0.00,4399.00,26604.00,9063.00,4399.00,26604.00,9063.00
1972:Q1,-432.00,-432.00,0.00,0.00,0.00,876.00,876.00,0.00,0.00,480.00,480.00,1444.00,436.00,756.00,252.00,1444.00,4416.00,1320.00,1644.00,1452.00,0.00,0.00,0.00,604.00,604.00,0.00,0.00,0.00,0.00,1844.00,26112.00,9163.00,1844.00,26112.00,9163.00
1972:Q2,-56.00,-56.00,0.00,0.00,0.00,-1048.00,-1048.00,0.00,0.00,580.00,580.00,1500.00,436.00,808.00,256.00,1500.00,4864.00,1328.00,1968.00,1568.00,0.00,0.00,0.00,304.00,304.00,0.00,0.00,0.00,0.00,-3301.00,31240.00,8483.00,-3301.00,31240.00,8483.00
1972:Q3,-56.00,-56.00,0.00,0.00,0.00,-1208.00,-1208.00,0.00,0.00,592.00,592.00,1548.00,456.00,840.00,252.00,1548.00,5040.00,1404.00,2048.00,1588.00,0.00,0.00,0.00,444.00,444.00,0.00,0.00,0.00,0.00,-5185.00,25000.00,7719.00,-5185.00,25000.00,7719.00
1972:Q4,-120.00,-120.00,0.00,0.00,0.00,416.00,416.00,0.00,0.00,508.00,508.00,1588.00,492.00,840.00,256.00,1588.00,4956.00,1556.00,1884.00,1516.00,0.00,0.00,0.00,740.00,740.00,0.00,0.00,0.00,0.00,318.00,26444.00,6523.00,318.00,26444.00,6523.00
1973:Q1,120.00,120.00,0.00,0.00,0.00,-1028.00,-1028.00,0.00,0.00,444.00,444.00,1632.00,528.00,852.00,252.00,1632.00,4780.00,1384.00,1928.00,1468.00,0.00,0.00,0.00,-108.00,-108.00,0.00,0.00,0.00,0.00,820.00,27372.00,5951.00,820.00,27372.00,5951.00
1973:Q2,100.00,100.00,0.00,0.00,0.00,648.00,648.00,0.00,0.00,392.00,392.00,1692.00,564.00,872.00,256.00,1692.00,4748.00,1388.00,1972.00,1388.00,0.00,0.00,0.00,-244.00,-244.00,0.00,0.00,0.00,0.00,6291.00,32540.00,7031.00,6291.00,32540.00,7031.00
1973:Q3,-124.00,-124.00,0.00,0.00,0.00,-1100.00,-1100.00,0.00,0.00,372.00,372.00,1716.00,580.00,884.00,252.00,1716.00,4760.00,1368.00,2016.00,1376.00,0.00,0.00,0.00,768.00,768.00,0.00,0.00,0.00,0.00,5294.00,27752.00,8287.00,5294.00,27752.00,8287.00
1973:Q4,2316.00,2316.00,0.00,0.00,0.00,2268.00,2268.00,0.00,0.00,392.00,392.00,1728.00,580.00,892.00,256.00,1728.00,4812.00,1328.00,2056.00,1428.00,0.00,0.00,0.00,-516.00,-516.00,0.00,0.00,0.00,0.00,10078.00,29016.00,9591.00,10078.00,29016.00,9591.00
1974:Q1,724.00,724.00,0.00,0.00,0.00,1128.00,1128.00,0.00,0.00,616.00,616.00,1680.00,656.00,772.00,252.00,1680.00,4876.00,1276.00,2108.00,1492.00,0.00,0.00,0.00,376.00,376.00,0.00,0.00,0.00,0.00,10819.00,29128.00,9618.00,10819.00,29128.00,9618.00
1974:Q2,-2364.00,-2364.00,0.00,0.00,0.00,148.00,148.00,0.00,0.00,740.00,740.00,1652.00,708.00,692.00,252.00,1652.00,4964.00,1248.00,2164.00,1552.00,0.00,0.00,0.00,-292.00,-292.00,0.00,0.00,0.00,0.00,12376.00,29200.00,8566.00,12376.00,29200.00,8566.00
1974:Q3,-576.00,-576.00,0.00,0.00,0.00,-4.00,-4.00,0.00,0.00,772.00,772.00,1688.00,724.00,708.00,256.00,1688.00,4936.00,1216.00,2200.00,1520.00,0.00,0.00,0.00,-1036.00,-1036.00,0.00,0.00,0.00,0.00,6068.00,27164.00,10134.00,6068.00,27164.00,10134.00
1974:Q4,52.00,52.00,0.00,0.00,0.00,1320.00,1320.00,0.00,0.00,712.00,712.00,1772.00,700.00,820.00,252.00,1772.00,4800.00,1192.00,2220.00,1388.00,0.00,0.00,0.00,844.00,844.00,0.00,0.00,0.00,0.00,1915.00,31500.00,10882.00,1915.00,31500.00,10882.00
1975:Q1,-116.00,-116.00,0.00,0.00,0.00,1984.00,1984.00,0.00,0.00,688.00,688.00,1888.00,700.00,932.00,256.00,1888.00,5544.00,1596.00,2204.00,1744.00,0.00,0.00,0.00,1460.00,1460.00,0.00,0.00,0.00,0.00,-7084.00,29628.00,10548.00,-7084.00,29628.00,10548.00
1975:Q2,28.00,28.00,0.00,0.00,0.00,-672.00,-672.00,0.00,0.00,692.00,692.00,2012.00,720.00,1040.00,252.00,2012.00,5528.00,1476.00,2240.00,1812.00,0.00,0.00,0.00,1604.00,1604.00,0.00,0.00,0.00,0.00,-10350.00,26336.00,9960.00,-10350.00,26336.00,9960.00
1975:Q3,-180.00,-180.00,0.00,0.00,0.00,-1904.00,-1904.00,0.00,0.00,660.00,660.00,2012.00,696.00,1060.00,256.00,2012.00,6200.00,2020.00,2296.00,1884.00,0.00,0.00,0.00,-20.00,-20.00,0.00,0.00,0.00,0.00,-13127.00,24696.00,12640.00,-13127.00,24696.00,12640.00
1975:Q4,304.00,304.00,0.00,0.00,0.00,1668.00,1668.00,0.00,0.00,592.00,592.00,1868.00,628.00,988.00,252.00,1868.00,7564.00,3144.00,2416.00,2004.00,0.00,0.00,0.00,936.00,936.00,0.00,0.00,0.00,0.00,-5935.00,34296.00,8708.00,-5935.00,34296.00,8708.00
1976:Q1,208.00,208.00,0.00,0.00,0.00,1836.00,1836.00,0.00,0.00,632.00,632.00,2272.00,676.00,1136.00,460.00,2272.00,8968.00,3092.00,3108.00,2768.00,0.00,0.00,0.00,1200.00,1200.00,1240.00,1240.00,0.00,0.00,1719.00,32100.00,9820.00,1719.00,32100.00,9820.00
1976:Q2,-600.00,-600.00,0.00,0.00,0.00,-1044.00,-1044.00,0.00,0.00,572.00,572.00,2340.00,672.00,1208.00,460.00,2340.00,10412.00,3636.00,3484.00,3292.00,0.00,0.00,0.00,76.00,76.00,-528.00,-528.00,0.00,0.00,12479.00,23020.00,2104.00,12479.00,23020.00,2104.00
1976:Q3,-68.00,-68.00,0.00,0.00,0.00,828.00,828.00,0.00,0.00,604.00,604.00,2360.00,668.00,1232.00,460.00,2360.00,11012.00,3860.00,3668.00,3484.00,0.00,0.00,0.00,192.00,192.00,80.00,80.00,0.00,0.00,14347.00,23500.00,9016.00,14347.00,23500.00,9016.00
1976:Q4,-72.00,-72.00,0.00,0.00,0.00,3196.00,3196.00,0.00,0.00,716.00,716.00,2328.00,660.00,1208.00,460.00,2328.00,10768.00,3760.00,3652.00,3356.00,0.00,0.00,0.00,392.00,392.00,1648.00,1648.00,0.00,0.00,10643.00,37124.00,13084.00,10643.00,37124.00,13084.00
1977:Q1,-272.00,-272.00,0.00,0.00,0.00,-1428.00,-1428.00,0.00,0.00,828.00,828.00,2960.00,1160.00,1324.00,476.00,2960.00,11780.00,4016.00,4144.00,3620.00,0.00,0.00,0.00,40.00,40.00,1284.00,1284.00,0.00,0.00,1954.00,34876.00,13257.00,1954.00,34876.00,13257.00
1977:Q2,392.00,392.00,0.00,0.00,0.00,812.00,812.00,0.00,0.00,944.00,944.00,3316.00,1448.00,1392.00,476.00,3316.00,12460.00,4284.00,4376.00,3800.00,0.00,0.00,0.00,576.00,576.00,-1564.00,-1564.00,0.00,0.00,-358.00,43292.00,5333.00,-358.00,43292.00,5333.00
1977:Q3,-172.00,-172.00,0.00,0.00,0.00,-560.00,-560.00,0.00,0.00,968.00,968.00,3404.00,1512.00,1416.00,476.00,3404.00,12932.00,4324.00,4636.00,3972.00,0.00,0.00,0.00,256.00,256.00,-388.00,-388.00,0.00,0.00,1570.00,-2752.00,7469.00,1570.00,-2752.00,7469.00
1977:Q4,-80.00,-80.00,0.00,0.00,0.00,2296.00,2296.00,0.00,0.00,896.00,896.00,3216.00,1348.00,1392.00,476.00,3216.00,13200.00,4140.00,4936.00,4124.00,0.00,0.00,0.00,444.00,444.00,192.00,192.00,0.00,0.00,4498.00,43616.00,5557.00,4498.00,43616.00,5557.00
1978:Q1,172.00,172.00,0.00,0.00,0.00,1172.00,1172.00,0.00,0.00,1000.00,1000.00,3260.00,1328.00,1408.00,524.00,3260.00,13560.00,3932.00,5364.00,4264.00,0.00,0.00,0.00,368.00,368.00,280.00,280.00,0.00,0.00,3001.00,39664.00,6844.00,3001.00,39664.00,6844.00
1978:Q2,-48.00,-48.00,0.00,0.00,0.00,2284.00,2284.00,0.00,0.00,1024.00,1024.00,3276.00,1344.00,1412.00,520.00,3276.00,14028.00,3716.00,5792.00,4520.00,0.00,0.00,0.00,1176.00,1176.00,-804.00,-804.00,0.00,0.00,2235.00,46020.00,2472.00,2235.00,46020.00,2472.00
1978:Q3,-88.00,-88.00,0.00,0.00,0.00,2456.00,2456.00,0.00,0.00,1076.00,1076.00,3232.00,1276.00,1436.00,520.00,3232.00,14296.00,3792.00,5928.00,4576.00,0.00,0.00,0.00,1476.00,1476.00,628.00,628.00,0.00,0.00,-938.00,7432.00,6768.00,-938.00,7432.00,6768.00
1978:Q4,488.00,488.00,0.00,0.00,0.00,2328.00,2328.00,0.00,0.00,1160.00,1160.00,3116.00,1120.00,1476.00,520.00,3116.00,14364.00,4164.00,5772.00,4428.00,0.00,0.00,0.00,224.00,224.00,1996.00,1996.00,0.00,0.00,-7477.00,46416.00,3704.00,-7477.00,46416.00,3704.00
1979:Q1,188.00,188.00,0.00,0.00,0.00,1932.00,1932.00,0.00,0.00,1264.00,1264.00,3152.00,972.00,1556.00,624.00,3152.00,14476.00,4444.00,5748.00,4284.00,0.00,0.00,0.00,1204.00,1204.00,-1844.00,-1844.00,0.00,0.00,-18531.00,42588.00,15082.00,-18531.00,42588.00,15082.00
1979:Q2,-68.00,-68.00,0.00,0.00,0.00,5036.00,5036.00,0.00,0.00,1380.00,1380.00,3120.00,832.00,1664.00,624.00,3120.00,14632.00,4636.00,5832.00,4164.00,0.00,0.00,0.00,804.00,804.00,196.00,196.00,0.00,0.00,-21435.00,43088.00,5834.00,-21435.00,43088.00,5834.00
1979:Q3,-164.00,-164.00,0.00,0.00,0.00,1292.00,1292.00,0.00,0.00,1400.00,1400.00,3004.00,752.00,1624.00,628.00,3004.00,14812.00,4892.00,5700.00,4220.00,0.00,0.00,0.00,1292.00,1292.00,692.00,692.00,0.00,0.00,-12245.00,11912.00,14470.00,-12245.00,11912.00,14470.00
1979:Q4,-56.00,-56.00,0.00,0.00,0.00,3932.00,3932.00,0.00,0.00,1328.00,1328.00,2788.00,724.00,1440.00,624.00,2788.00,15020.00,5220.00,5368.00,4432.00,0.00,0.00,0.00,404.00,404.00,1476.00,1476.00,0.00,0.00,9519.00,44688.00,12338.00,9519.00,44688.00,12338.00
1980:Q1,-656.00,-656.00,0.00,0.00,0.00,1720.00,1720.00,0.00,0.00,1244.00,1244.00,2264.00,648.00,1252.00,364.00,2264.00,15320.00,6308.00,5212.00,3800.00,0.00,0.00,0.00,176.00,176.00,-1704.00,-1704.00,0.00,0.00,26558.00,30584.00,836.00,26558.00,30584.00,836.00
1980:Q2,-196.00,-196.00,0.00,0.00,0.00,1768.00,1768.00,0.00,0.00,1140.00,1140.00,1956.00,524.00,1068.00,364.00,1956.00,13352.00,4696.00,4912.00,3744.00,0.00,0.00,0.00,2084.00,2084.00,212.00,212.00,0.00,0.00,38687.00,34744.00,-5604.00,38687.00,34744.00,-5604.00
1980:Q3,-36.00,-36.00,0.00,0.00,0.00,-2512.00,-2512.00,0.00,0.00,1196.00,1196.00,1924.00,536.00,1024.00,364.00,1924.00,12884.00,4612.00,4636.00,3636.00,0.00,0.00,0.00,1920.00,1920.00,4080.00,4080.00,0.00,0.00,46166.00,41740.00,8500.00,46166.00,41740.00,8500.00
1980:Q4,-80.00,-80.00,0.00,0.00,0.00,2280.00,2280.00,0.00,0.00,1408.00,1408.00,2172.00,688.00,1120.00,364.00,2172.00,12624.00,4756.00,4368.00,3500.00,0.00,0.00,0.00,1300.00,1300.00,-2652.00,-2652.00,0.00,0.00,49178.00,36280.00,9076.00,49178.00,36280.00,9076.00
1981:Q1,-672.00,-672.00,0.00,0.00,0.00,-1496.00,-1496.00,0.00,0.00,1676.00,1676.00,3184.00,796.00,1208.00,1180.00,3184.00,12348.00,4936.00,4208.00,3204.00,0.00,0.00,0.00,524.00,524.00,-1332.00,-1332.00,0.00,0.00,39767.00,33844.00,9744.00,39767.00,33844.00,9744.00
1981:Q2,708.00,708.00,0.00,0.00,0.00,396.00,396.00,0.00,0.00,2004.00,2004.00,3332.00,872.00,1284.00,1176.00,3332.00,11940.00,5020.00,3964.00,2956.00,0.00,0.00,0.00,224.00,224.00,972.00,972.00,0.00,0.00,19758.00,36660.00,-4228.00,19758.00,36660.00,-4228.00
1981:Q3,-124.00,-124.00,0.00,0.00,0.00,8032.00,8032.00,0.00,0.00,1944.00,1944.00,3404.00,956.00,1268.00,1180.00,3404.00,11172.00,4556.00,3680.00,2936.00,0.00,0.00,0.00,-612.00,-612.00,-1856.00,-1856.00,0.00,0.00,9473.00,37584.00,2332.00,9473.00,37584.00,2332.00
1981:Q4,-572.00,-572.00,0.00,0.00,0.00,452.00,452.00,0.00,0.00,1508.00,1508.00,3376.00,1040.00,1160.00,1176.00,3376.00,10712.00,4208.00,3364.00,3140.00,0.00,0.00,0.00,1412.00,1412.00,6032.00,6032.00,0.00,0.00,2003.00,38732.00,3347.00,2003.00,38732.00,3347.00
1982:Q1,252.00,252.00,0.00,0.00,0.00,2704.00,2704.00,0.00,0.00,1116.00,1116.00,3772.00,1112.00,1052.00,1608.00,3772.00,8764.00,2164.00,3084.00,3516.00,0.00,0.00,0.00,1048.00,1048.00,-428.00,-428.00,0.00,0.00,-5718.00,34156.00,-7.00,-5718.00,34156.00,-7.00
1982:Q2,900.00,900.00,0.00,0.00,0.00,-1560.00,-1560.00,0.00,0.00,772.00,772.00,3692.00,1172.00,916.00,1604.00,3692.00,8616.00,1716.00,2460.00,4440.00,0.00,0.00,0.00,1276.00,1276.00,4364.00,4364.00,0.00,0.00,-12444.00,36440.00,2825.00,-12444.00,36440.00,2825.00
1982:Q3,208.00,208.00,0.00,0.00,0.00,6452.00,6452.00,0.00,0.00,620.00,620.00,3824.00,1280.00,936.00,1608.00,3824.00,8708.00,2528.00,2504.00,3676.00,0.00,0.00,0.00,3504.00,3504.00,2464.00,2464.00,0.00,0.00,-6714.00,37268.00,11149.00,-6714.00,37268.00,11149.00
1982:Q4,84.00,84.00,0.00,0.00,0.00,3676.00,3676.00,0.00,0.00,664.00,664.00,4152.00,1436.00,1112.00,1604.00,4152.00,17240.00,12812.00,3220.00,1208.00,0.00,0.00,0.00,1844.00,1844.00,-5616.00,-5616.00,0.00,0.00,-14676.00,39684.00,2061.00,-14676.00,39684.00,2061.00
1983:Q1,308.00,308.00,0.00,0.00,0.00,-3800.00,-3800.00,0.00,0.00,600.00,600.00,3820.00,1608.00,1272.00,940.00,3820.00,9880.00,8744.00,3192.00,-2056.00,0.00,0.00,0.00,3436.00,3436.00,6892.00,6892.00,0.00,0.00,36216.00,33592.00,-3272.00,36216.00,33592.00,-3272.00
1983:Q2,152.00,152.00,0.00,0.00,0.00,-2796.00,-2796.00,0.00,0.00,580.00,580.00,4156.00,1796.00,1420.00,940.00,4156.00,8504.00,11076.00,3248.00,-5820.00,0.00,0.00,0.00,4032.00,4032.00,-2688.00,-2688.00,0.00,0.00,42859.00,35276.00,3996.00,42859.00,35276.00,3996.00
1983:Q3,-152.00,-152.00,0.00,0.00,0.00,-2572.00,-2572.00,0.00,0.00,560.00,560.00,4276.00,1868.00,1468.00,940.00,4276.00,12456.00,14372.00,3576.00,-5492.00,0.00,0.00,0.00,520.00,520.00,-3660.00,-3660.00,0.00,0.00,47422.00,36456.00,21220.00,47422.00,36456.00,21220.00
1983:Q4,-108.00,-108.00,0.00,0.00,0.00,-2396.00,-2396.00,0.00,0.00,596.00,596.00,4184.00,1828.00,1416.00,940.00,4184.00,18040.00,15004.00,4156.00,-1120.00,0.00,0.00,0.00,572.00,572.00,11116.00,11116.00,0.00,0.00,48029.00,40412.00,2659.00,48029.00,40412.00,2659.00
1984:Q1,1008.00,1008.00,0.00,0.00,0.00,-3760.00,-3760.00,0.00,0.00,-600.00,-600.00,4376.00,1640.00,1216.00,1520.00,4376.00,14104.00,-24648.00,4444.00,34308.00,0.00,0.00,0.00,-1528.00,-1528.00,2228.00,2228.00,0.00,0.00,63596.00,34528.00,-1452.00,63596.00,34528.00,-1452.00
1984:Q2,-12.00,-12.00,0.00,0.00,0.00,5800.00,5800.00,0.00,0.00,-1396.00,-1396.00,4164.00,1548.00,1092.00,1524.00,4164.00,14412.00,6452.00,5304.00,2656.00,0.00,0.00,0.00,-1480.00,-1480.00,-9708.00,-9708.00,0.00,0.00,80995.00,35120.00,-11329.00,80995.00,35120.00,-11329.00
1984:Q3,520.00,520.00,0.00,0.00,0.00,10364.00,10364.00,0.00,0.00,-1380.00,-1380.00,4100.00,1528.00,1052.00,1520.00,4100.00,14316.00,5804.00,5508.00,3004.00,0.00,0.00,0.00,3720.00,3720.00,7628.00,7628.00,0.00,0.00,-63550.00,40560.00,-10714.00,-63550.00,40560.00,-10714.00
1984:Q4,-4.00,-4.00,0.00,0.00,0.00,15640.00,15640.00,0.00,0.00,-588.00,-588.00,4332.00,1668.00,1144.00,1520.00,4332.00,16432.00,6880.00,5292.00,4260.00,0.00,0.00,0.00,2896.00,2896.00,596.00,596.00,0.00,0.00,-58872.00,42900.00,-2286.00,-58872.00,42900.00,-2286.00
1985:Q1,280.00,280.00,0.00,0.00,0.00,-13792.00,-13792.00,0.00,0.00,-148.00,-148.00,3876.00,2032.00,1224.00,620.00,3876.00,17456.00,4540.00,4908.00,8008.00,0.00,0.00,0.00,3392.00,3392.00,-5128.00,-5128.00,0.00,0.00,-6422.00,-18356.00,10931.00,-6422.00,-18356.00,10931.00
1985:Q2,-1064.00,-1064.00,0.00,0.00,0.00,19656.00,19656.00,0.00,0.00,436.00,436.00,4208.00,2248.00,1340.00,620.00,4208.00,36328.00,23032.00,5844.00,7452.00,0.00,0.00,0.00,3828.00,3828.00,6420.00,6420.00,0.00,0.00,-31369.00,32396.00,-25497.00,-31369.00,32396.00,-25497.00
1985:Q3,-72.00,-72.00,0.00,0.00,0.00,-8728.00,-8728.00,0.00,0.00,396.00,396.00,4244.00,2360.00,1264.00,620.00,4244.00,49860.00,37724.00,4356.00,7780.00,0.00,0.00,0.00,-692.00,-692.00,-4832.00,-4832.00,0.00,0.00,43669.00,28904.00,-5172.00,43669.00,28904.00,-5172.00
1985:Q4,392.00,392.00,0.00,0.00,0.00,20824.00,20824.00,0.00,0.00,-280.00,-280.00,3996.00,2372.00,1004.00,620.00,3996.00,44504.00,43668.00,1936.00,-1100.00,0.00,0.00,0.00,16648.00,16648.00,9492.00,9492.00,0.00,0.00,-84727.00,34840.00,-19736.00,-84727.00,34840.00,-19736.00
1986:Q1,-88.00,-88.00,0.00,0.00,0.00,9280.00,9280.00,0.00,0.00,-964.00,-964.00,4300.00,2496.00,736.00,1068.00,4300.00,37728.00,12612.00,17716.00,7400.00,16032.00,16032.00,0.00,0.00,0.00,3424.00,3424.00,0.00,0.00,24947.00,26396.00,-11120.00,24947.00,26396.00,-11120.00
1986:Q2,-172.00,-172.00,0.00,0.00,0.00,-9348.00,-9348.00,0.00,0.00,-1680.00,-1680.00,4288.00,2744.00,472.00,1072.00,4288.00,39680.00,15180.00,16412.00,8088.00,11616.00,11616.00,0.00,0.00,0.00,16700.00,16700.00,0.00,0.00,26893.00,32436.00,-3182.00,26893.00,32436.00,-3182.00
1986:Q3,-3812.00,-3812.00,0.00,0.00,0.00,6864.00,6864.00,0.00,0.00,-1676.00,-1676.00,4076.00,2612.00,396.00,1068.00,4076.00,46416.00,20088.00,18716.00,7612.00,9736.00,9736.00,0.00,20.00,20.00,-2392.00,-2392.00,0.00,0.00,29789.00,40568.00,-21329.00,29789.00,40568.00,-21329.00
1986:Q4,176.00,176.00,0.00,0.00,0.00,7652.00,7652.00,0.00,0.00,-976.00,-976.00,3692.00,2104.00,516.00,1072.00,3692.00,45004.00,18756.00,22864.00,3384.00,18324.00,18324.00,0.00,120.00,120.00,2836.00,2836.00,0.00,0.00,41541.00,32052.00,-48460.00,41541.00,32052.00,-48460.00
1987:Q1,612.00,612.00,0.00,0.00,0.00,-7052.00,-7052.00,0.00,0.00,-128.00,-128.00,5412.00,2956.00,844.00,1612.00,5412.00,42360.00,25100.00,18820.00,-1560.00,34752.00,34752.00,0.00,1200.00,1200.00,15088.00,15088.00,0.00,0.00,-54107.00,25176.00,-34142.00,-54107.00,25176.00,-34142.00
1987:Q2,-636.00,-636.00,0.00,0.00,0.00,-15456.00,-15456.00,0.00,0.00,1360.00,1360.00,6048.00,3392.00,1044.00,1612.00,6048.00,43468.00,22548.00,27936.00,-7016.00,32728.00,32728.00,0.00,1800.00,1800.00,14368.00,14368.00,0.00,0.00,36398.00,31864.00,-25349.00,36398.00,31864.00,-25349.00
