1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q2,10180.00,0.00,-1179.00,3759.00,0.00,604.00,17.00,-519.00,606.00,608.00,-108.00,628.00,-613.00,301.00,802.00,6197.00,-319.00,21086.00,7218.00,3642.00,10577.00,0.00,-351.00,13425.00,2165.00,2554.00,8706.00,7661.00,5053.00,1088.00,1871.00,0.00,-351.00,9453.00,3439.00,1646.00,2887.00,243.00,1238.00,433.00,8822.00,1871.00,45.00,832.00,7738.00,8366.00,-628.00,88866.00,9.93,8.71,9.41,-0.71
1959:Q3,15101.00,0.00,3297.00,2003.00,0.00,2680.00,181.00,986.00,488.00,990.00,35.00,359.00,-1118.00,355.00,861.00,6344.00,320.00,21091.00,7073.00,3750.00,10780.00,0.00,-512.00,13556.00,2183.00,2573.00,8800.00,7535.00,4890.00,1177.00,1980.00,0.00,-512.00,8179.00,3716.00,1388.00,2040.00,-1.00,1036.00,471.00,14927.00,1980.00,187.00,-262.00,12499.00,9012.00,3486.00,90875.00,16.43,13.75,9.92,3.84
1959:Q4,8928.00,0.00,-834.00,2591.00,0.00,2311.00,-457.00,1140.00,256.00,1304.00,68.00,-421.00,-1101.00,335.00,962.00,6293.00,-1208.00,20431.00,6884.00,3647.00,10260.00,0.00,-360.00,13655.00,2199.00,2591.00,8865.00,6776.00,4685.00,1056.00,1395.00,0.00,-360.00,6037.00,3092.00,676.00,3295.00,222.00,-1248.00,479.00,10145.00,1395.00,-133.00,-894.00,7989.00,10450.00,-2461.00,92898.00,10.92,8.60,11.25,-2.65
1960:Q1,14184.00,0.00,-2047.00,1997.00,0.00,6310.00,1133.00,3882.00,-637.00,610.00,1322.00,-383.00,-675.00,311.00,939.00,6031.00,1701.00,22030.00,7134.00,3662.00,10606.00,-160.00,787.00,14027.00,2267.00,2553.00,9208.00,8003.00,4868.00,1109.00,1399.00,-160.00,787.00,3653.00,2481.00,1278.00,-1456.00,-116.00,1466.00,503.00,19037.00,1399.00,-75.00,579.00,18292.00,9640.00,8652.00,93010.00,20.47,19.67,10.36,9.30
1960:Q2,8597.00,0.00,-1906.00,3634.00,0.00,606.00,39.00,-1283.00,279.00,1100.00,471.00,753.00,-990.00,333.00,877.00,5873.00,-583.00,21212.00,6568.00,3621.00,10834.00,-163.00,353.00,14141.00,2283.00,2568.00,9291.00,7071.00,4285.00,1053.00,1543.00,-163.00,353.00,8283.00,2786.00,1350.00,2865.00,311.00,971.00,562.00,7947.00,1543.00,366.00,1061.00,7099.00,7133.00,-34.00,92028.00,8.64,7.71,7.75,-0.04
1960:Q3,13285.00,0.00,3497.00,3125.00,0.00,-624.00,64.00,-581.00,-615.00,431.00,77.00,969.00,-975.00,268.00,767.00,5836.00,422.00,20867.00,6362.00,3520.00,10716.00,-168.00,438.00,14265.00,2299.00,2582.00,9384.00,6602.00,4063.00,938.00,1332.00,-168.00,438.00,6007.00,3216.00,1266.00,968.00,278.00,279.00,536.00,14416.00,1332.00,-84.00,-356.00,12812.00,10092.00,2721.00,95019.00,15.17,13.48,10.62,2.86
1960:Q4,10708.00,0.00,1761.00,3180.00,0.00,-933.00,-293.00,-1408.00,-261.00,504.00,525.00,1618.00,-1133.00,137.00,645.00,5925.00,-492.00,19760.00,6360.00,3543.00,10427.00,-174.00,-396.00,14361.00,2316.00,2595.00,9450.00,5399.00,4044.00,948.00,978.00,-174.00,-396.00,5268.00,2796.00,887.00,1658.00,222.00,-295.00,642.00,11481.00,978.00,-153.00,-1250.00,9406.00,10961.00,-1555.00,96409.00,11.91,9.76,11.37,-1.61
1961:Q1,10217.00,0.00,-2096.00,5240.00,0.00,-486.00,498.00,-99.00,-674.00,-238.00,27.00,-413.00,-368.00,418.00,688.00,5849.00,1385.00,19522.00,6358.00,3551.00,9839.00,-183.00,-43.00,14418.00,2357.00,2586.00,9475.00,5104.00,4001.00,966.00,364.00,-183.00,-43.00,3637.00,2267.00,1604.00,-1909.00,571.00,1104.00,638.00,12321.00,364.00,-127.00,779.00,12864.00,11301.00,1562.00,96900.00,12.72,13.28,11.66,1.61
1961:Q2,11758.00,0.00,-1609.00,5395.00,0.00,49.00,-88.00,-1411.00,-135.00,841.00,842.00,1687.00,-743.00,288.00,793.00,5984.00,-86.00,20157.00,6395.00,3647.00,10090.00,-189.00,215.00,14463.00,2377.00,2600.00,9486.00,5694.00,4018.00,1047.00,604.00,-189.00,215.00,7645.00,2958.00,1604.00,1258.00,667.00,1158.00,598.00,10405.00,604.00,323.00,1062.00,10540.00,8356.00,2184.00,95194.00,10.93,11.07,8.78,2.29
1961:Q3,13063.00,0.00,2997.00,2637.00,0.00,702.00,-49.00,1616.00,20.00,-430.00,-455.00,107.00,-1180.00,411.00,923.00,5999.00,467.00,21175.00,6736.00,3692.00,10384.00,-193.00,558.00,14566.00,2399.00,2616.00,9551.00,6609.00,4337.00,1075.00,833.00,-193.00,558.00,6143.00,3576.00,1767.00,485.00,140.00,175.00,643.00,14172.00,833.00,-112.00,-431.00,13021.00,11864.00,1157.00,99450.00,14.25,13.09,11.93,1.16
1961:Q4,12140.00,0.00,562.00,5112.00,0.00,409.00,-723.00,-356.00,348.00,1326.00,-186.00,1018.00,-2043.00,554.00,1043.00,6022.00,-537.00,22033.00,6949.00,3801.00,10874.00,-197.00,606.00,14683.00,2422.00,2635.00,9626.00,7350.00,4527.00,1166.00,1248.00,-197.00,606.00,7177.00,3848.00,1297.00,2353.00,421.00,-742.00,631.00,12944.00,1248.00,-137.00,-1358.00,10475.00,12850.00,-2375.00,102289.00,12.65,10.24,12.56,-2.32
1962:Q1,12324.00,0.00,-1728.00,6359.00,0.00,1110.00,902.00,1137.00,-25.00,-1037.00,133.00,-170.00,-1458.00,322.00,1032.00,5858.00,999.00,22724.00,7072.00,3916.00,11125.00,-198.00,810.00,14753.00,2455.00,2649.00,9649.00,7972.00,4616.00,1267.00,1477.00,-198.00,810.00,3826.00,2461.00,1458.00,-1397.00,-175.00,1479.00,605.00,17074.00,1477.00,-120.00,1004.00,16721.00,12163.00,4559.00,102937.00,16.59,16.24,11.82,4.43
1962:Q2,10368.00,0.00,-2147.00,6876.00,0.00,-219.00,15.00,27.00,-157.00,-85.00,-19.00,1491.00,-2175.00,284.00,988.00,5759.00,-489.00,22900.00,7275.00,4042.00,11439.00,-201.00,345.00,14876.00,2481.00,2668.00,9727.00,8024.00,4794.00,1374.00,1712.00,-201.00,345.00,9266.00,3749.00,1884.00,3397.00,-163.00,399.00,682.00,9808.00,1712.00,377.00,1288.00,9007.00,8830.00,176.00,101070.00,9.70,8.91,8.74,0.17
1962:Q3,15010.00,0.00,1848.00,5343.00,0.00,1548.00,237.00,1728.00,-124.00,468.00,-761.00,542.00,-1318.00,56.00,912.00,5809.00,270.00,23113.00,7253.00,4113.00,11560.00,-205.00,392.00,15022.00,2507.00,2687.00,9828.00,8092.00,4746.00,1426.00,1733.00,-205.00,392.00,8136.00,4108.00,1707.00,1191.00,521.00,609.00,662.00,15628.00,1733.00,-138.00,-559.00,13474.00,12246.00,1228.00,105514.00,14.81,12.77,11.61,1.16
1962:Q4,13144.00,0.00,1590.00,7405.00,0.00,-1265.00,-349.00,-1118.00,-51.00,235.00,18.00,370.00,-1612.00,210.00,835.00,6096.00,-485.00,23395.00,7223.00,4105.00,12022.00,-209.00,255.00,15187.00,2534.00,2705.00,9949.00,8208.00,4689.00,1400.00,2073.00,-209.00,255.00,8383.00,3962.00,1560.00,2718.00,425.00,-282.00,690.00,13658.00,2073.00,-81.00,-1676.00,9990.00,13127.00,-3137.00,108012.00,12.65,9.25,12.15,-2.90
1963:Q1,12055.00,0.00,1181.00,6937.00,0.00,-2497.00,857.00,-3151.00,-226.00,-422.00,445.00,-631.00,-1231.00,204.00,957.00,6214.00,921.00,24270.00,7479.00,4086.00,12190.00,-213.00,729.00,15345.00,2548.00,2737.00,10060.00,8925.00,4931.00,1349.00,2130.00,-213.00,729.00,5307.00,3045.00,1548.00,-409.00,267.00,856.00,699.00,16372.00,2130.00,-117.00,1218.00,15577.00,12140.00,3438.00,107990.00,15.16,14.42,11.24,3.18
1963:Q2,13272.00,0.00,-1304.00,7265.00,0.00,210.00,512.00,-3.00,-9.00,-23.00,-267.00,1537.00,-1933.00,141.00,1023.00,6518.00,-185.00,24775.00,7983.00,4244.00,12489.00,-218.00,278.00,15506.00,2578.00,2758.00,10170.00,9269.00,5405.00,1486.00,2319.00,-218.00,278.00,11878.00,4449.00,2150.00,3282.00,956.00,1041.00,727.00,11390.00,2319.00,429.00,1443.00,10085.00,9130.00,955.00,106072.00,10.74,9.51,8.61,0.90
1963:Q3,15452.00,0.00,2667.00,4716.00,0.00,778.00,392.00,1412.00,0.00,-514.00,-512.00,186.00,-1465.00,371.00,1095.00,6835.00,269.00,25032.00,8039.00,4348.00,12679.00,-223.00,190.00,15709.00,2610.00,2783.00,10317.00,9323.00,5429.00,1565.00,2362.00,-223.00,190.00,9135.00,4861.00,1919.00,2145.00,630.00,-421.00,760.00,16400.00,2362.00,-110.00,-680.00,13468.00,11750.00,1717.00,110537.00,14.84,12.18,10.63,1.55
1963:Q4,16581.00,0.00,1991.00,7190.00,0.00,1590.00,-558.00,916.00,0.00,966.00,266.00,386.00,-2578.00,255.00,1162.00,7090.00,-505.00,25858.00,8345.00,4436.00,12920.00,-229.00,387.00,15919.00,2644.00,2811.00,10464.00,9940.00,5701.00,1625.00,2456.00,-229.00,387.00,9924.00,4444.00,1667.00,3508.00,341.00,-36.00,700.00,17297.00,2456.00,-64.00,-1915.00,12990.00,13667.00,-677.00,113689.00,15.21,11.43,12.02,-0.60
1964:Q1,14942.00,0.00,-2712.00,5809.00,0.00,1999.00,453.00,1347.00,0.00,381.00,-182.00,1058.00,-600.00,26.00,1084.00,7355.00,923.00,26622.00,8772.00,4505.00,13429.00,-236.00,152.00,16137.00,2682.00,2843.00,10613.00,10484.00,6090.00,1662.00,2817.00,-236.00,152.00,6326.00,3670.00,1364.00,171.00,36.00,1085.00,738.00,19838.00,2817.00,-111.00,1305.00,18438.00,13354.00,5084.00,115826.00,17.13,15.92,11.53,4.39
1964:Q2,16050.00,0.00,564.00,7243.00,0.00,1197.00,754.00,258.00,0.00,637.00,-452.00,-808.00,-1359.00,315.00,1087.00,7608.00,203.00,26599.00,8464.00,4593.00,13772.00,-240.00,10.00,16377.00,2722.00,2879.00,10777.00,10221.00,5742.00,1714.00,2996.00,-240.00,10.00,12447.00,4592.00,2220.00,3771.00,180.00,1684.00,837.00,14661.00,2996.00,407.00,1500.00,12758.00,10798.00,1961.00,115342.00,12.71,11.06,9.36,1.70
1964:Q3,20585.00,0.00,4637.00,5579.00,0.00,771.00,-361.00,-13.00,0.00,1026.00,119.00,1292.00,-1564.00,256.00,1107.00,7923.00,584.00,26930.00,8355.00,4691.00,14212.00,-244.00,-85.00,16611.00,2766.00,2917.00,10929.00,10319.00,5590.00,1775.00,3283.00,-244.00,-85.00,8878.00,4708.00,2021.00,2330.00,31.00,-212.00,857.00,22883.00,3283.00,-79.00,-720.00,18959.00,14074.00,4885.00,120937.00,18.92,15.68,11.64,4.04
1964:Q4,18452.00,0.00,3936.00,7474.00,0.00,841.00,131.00,-913.00,245.00,716.00,662.00,77.00,-3446.00,347.00,1138.00,8230.00,-145.00,26714.00,8393.00,4755.00,13749.00,-246.00,63.00,16861.00,2813.00,2959.00,11089.00,9853.00,5581.00,1796.00,2660.00,-246.00,63.00,9532.00,4259.00,1708.00,3210.00,16.00,339.00,873.00,19646.00,2660.00,-90.00,-2008.00,15068.00,16617.00,-1548.00,124183.00,15.82,12.13,13.38,-1.25
1965:Q1,16839.00,0.00,-2322.00,7750.00,0.00,2558.00,1058.00,2984.00,-224.00,-1083.00,-177.00,-140.00,-1996.00,535.00,1098.00,8411.00,945.00,28949.00,8431.00,5010.00,15089.00,-245.00,665.00,17039.00,2863.00,3010.00,11166.00,11910.00,5568.00,2000.00,3923.00,-245.00,665.00,6172.00,3556.00,1380.00,293.00,165.00,778.00,899.00,23476.00,3923.00,-79.00,1296.00,20928.00,15061.00,5867.00,125335.00,18.73,16.70,12.02,4.68
1965:Q2,14829.00,0.00,312.00,6267.00,0.00,242.00,479.00,-411.00,597.00,21.00,-444.00,550.00,-2698.00,247.00,1233.00,8578.00,98.00,29200.00,8524.00,5197.00,15066.00,-247.00,660.00,17356.00,2918.00,3057.00,11381.00,11844.00,5606.00,2140.00,3685.00,-247.00,660.00,12626.00,4438.00,2387.00,4598.00,226.00,977.00,856.00,14902.00,3685.00,498.00,1592.00,12311.00,10447.00,1864.00,122578.00,12.16,10.04,8.52,1.52
1965:Q3,22568.00,0.00,6040.00,5564.00,0.00,1262.00,-288.00,-160.00,291.00,1123.00,296.00,49.00,-2100.00,739.00,1274.00,9044.00,696.00,29791.00,8572.00,5335.00,15504.00,-249.00,630.00,17631.00,2978.00,3105.00,11548.00,12160.00,5593.00,2230.00,3956.00,-249.00,630.00,9199.00,4713.00,2157.00,2148.00,59.00,122.00,904.00,26432.00,3956.00,-51.00,-800.00,21727.00,15713.00,6014.00,130199.00,20.30,16.69,12.07,4.62
1965:Q4,18356.00,0.00,2805.00,7892.00,0.00,-725.00,-378.00,-1222.00,223.00,1616.00,-964.00,828.00,-3760.00,552.00,1220.00,9629.00,-85.00,30565.00,8637.00,5530.00,16069.00,-253.00,582.00,17905.00,3043.00,3155.00,11707.00,12660.00,5594.00,2376.00,4361.00,-253.00,582.00,10412.00,4407.00,1762.00,3098.00,741.00,404.00,951.00,21554.00,4361.00,-91.00,-2004.00,15280.00,17057.00,-1777.00,135069.00,15.96,11.31,12.63,-1.32
1966:Q1,21492.00,0.00,-1564.00,5595.00,0.00,7456.00,708.00,4182.00,711.00,1135.00,720.00,-1034.00,-2311.00,1002.00,1174.00,9986.00,1188.00,31552.00,8746.00,5566.00,16851.00,-260.00,649.00,18164.00,3081.00,3241.00,11843.00,13389.00,5666.00,2325.00,5008.00,-260.00,649.00,6396.00,3569.00,2268.00,-393.00,453.00,499.00,987.00,29471.00,5008.00,-92.00,990.00,25545.00,15426.00,10119.00,136081.00,21.66,18.77,11.34,7.44
1966:Q2,17450.00,0.00,-1075.00,5452.00,0.00,1729.00,-24.00,-2456.00,3103.00,1112.00,-6.00,1295.00,-1959.00,574.00,1142.00,10252.00,40.00,30088.00,8363.00,5613.00,16247.00,-263.00,128.00,18544.00,3150.00,3290.00,12103.00,11544.00,5213.00,2323.00,4144.00,-263.00,128.00,12228.00,3874.00,2175.00,3109.00,607.00,2463.00,992.00,17758.00,4144.00,516.00,1574.00,14673.00,10837.00,3836.00,132845.00,13.37,11.04,8.16,2.89
1966:Q3,23180.00,0.00,2938.00,1993.00,0.00,6087.00,735.00,2750.00,778.00,280.00,1544.00,710.00,-1514.00,140.00,1157.00,10527.00,1142.00,30609.00,8027.00,5660.00,16854.00,-265.00,333.00,18943.00,3220.00,3336.00,12387.00,11666.00,4807.00,2324.00,4467.00,-265.00,333.00,5556.00,3040.00,1659.00,784.00,305.00,-232.00,961.00,30251.00,4467.00,-104.00,-435.00,25454.00,16587.00,8867.00,140924.00,21.47,18.06,11.77,6.29
1966:Q4,19346.00,0.00,1565.00,5581.00,0.00,2732.00,831.00,-158.00,126.00,2093.00,-160.00,878.00,-4045.00,490.00,1221.00,10837.00,87.00,30207.00,7335.00,5680.00,16924.00,-266.00,533.00,19361.00,3291.00,3380.00,12689.00,10846.00,4044.00,2300.00,4235.00,-266.00,533.00,7202.00,2470.00,1104.00,2433.00,570.00,625.00,947.00,23937.00,4235.00,-52.00,-2024.00,17730.00,18507.00,-777.00,144344.00,16.58,12.28,12.82,-0.54
1967:Q1,21397.00,0.00,-579.00,10264.00,0.00,-224.00,1561.00,-1264.00,-13.00,-1473.00,965.00,992.00,-2802.00,542.00,1265.00,10734.00,1205.00,29886.00,7137.00,5579.00,16542.00,-262.00,891.00,19634.00,3302.00,3483.00,12848.00,10253.00,3835.00,2096.00,3694.00,-262.00,891.00,1698.00,1605.00,1272.00,-2074.00,905.00,-10.00,997.00,30949.00,3694.00,-90.00,1369.00,28714.00,17890.00,10825.00,144867.00,21.36,19.82,12.35,7.47
1967:Q2,16960.00,0.00,859.00,10870.00,0.00,-4496.00,-48.00,-3054.00,-121.00,-1357.00,84.00,998.00,-4218.00,224.00,1237.00,11079.00,407.00,31264.00,7999.00,5543.00,17327.00,-263.00,658.00,19924.00,3376.00,3528.00,13021.00,11340.00,4624.00,2015.00,4307.00,-263.00,658.00,10743.00,2855.00,2376.00,2783.00,851.00,1878.00,968.00,18525.00,4307.00,577.00,2033.00,15674.00,14528.00,1147.00,143927.00,12.87,10.89,10.09,0.80
1967:Q3,26366.00,0.00,3845.00,7660.00,0.00,3709.00,-776.00,2528.00,-91.00,932.00,1116.00,707.00,-3661.00,318.00,1242.00,11558.00,988.00,31539.00,8490.00,5510.00,17378.00,-266.00,428.00,20335.00,3452.00,3578.00,13306.00,11204.00,5038.00,1932.00,4072.00,-266.00,428.00,8773.00,4471.00,2569.00,1413.00,1244.00,-924.00,1041.00,29838.00,4072.00,-144.00,-713.00,25197.00,18520.00,6678.00,149665.00,19.94,16.84,12.37,4.46
1967:Q4,28641.00,0.00,6219.00,6376.00,0.00,4303.00,1104.00,1802.00,640.00,-1054.00,1811.00,1558.00,-2905.00,-155.00,1221.00,11851.00,173.00,32198.00,9178.00,5582.00,17597.00,-270.00,111.00,20827.00,3531.00,3629.00,13666.00,11371.00,5647.00,1953.00,3931.00,-270.00,111.00,24032.00,4427.00,4587.00,3023.00,1535.00,10460.00,973.00,16953.00,3931.00,-86.00,-2577.00,10532.00,21285.00,-10753.00,154327.00,10.99,6.82,13.79,-6.97
1968:Q1,19019.00,0.00,-3845.00,8723.00,0.00,3475.00,441.00,4529.00,-595.00,-1071.00,171.00,-165.00,-2825.00,831.00,1202.00,12117.00,-494.00,34619.00,9419.00,5658.00,18922.00,-286.00,906.00,21395.00,3600.00,3705.00,14091.00,13225.00,5820.00,1953.00,4831.00,-286.00,906.00,-8765.00,3404.00,-883.00,-1295.00,-169.00,-9822.00,922.00,41930.00,4831.00,-208.00,1234.00,38541.00,19154.00,19388.00,156754.00,26.75,24.59,12.22,12.37
1968:Q2,22681.00,0.00,1810.00,5685.00,0.00,2003.00,233.00,-1289.00,805.00,1033.00,1221.00,2650.00,-4255.00,491.00,1184.00,12597.00,516.00,35834.00,9776.00,5550.00,19443.00,-281.00,1347.00,21899.00,3689.00,3773.00,14438.00,13935.00,6087.00,1777.00,5005.00,-281.00,1347.00,16526.00,4405.00,2862.00,4132.00,2337.00,2790.00,1009.00,21098.00,5005.00,510.00,1754.00,17338.00,14957.00,2381.00,156096.00,13.52,11.11,9.58,1.53
1968:Q3,26177.00,0.00,4381.00,7841.00,0.00,1108.00,399.00,1400.00,-493.00,-445.00,247.00,2121.00,-5435.00,550.00,1189.00,13214.00,1208.00,36138.00,9991.00,5622.00,20486.00,-269.00,307.00,22430.00,3784.00,3855.00,14791.00,13708.00,6208.00,1768.00,5695.00,-269.00,307.00,10496.00,4508.00,2569.00,2756.00,724.00,-61.00,1054.00,30444.00,5695.00,-194.00,-645.00,24298.00,16957.00,7341.00,162266.00,18.76,14.97,10.45,4.52
1968:Q4,23580.00,0.00,6792.00,7988.00,0.00,-442.00,960.00,-1697.00,138.00,-1131.00,1288.00,392.00,-7230.00,333.00,1214.00,14367.00,166.00,36519.00,10537.00,5889.00,20552.00,-250.00,-210.00,23047.00,3885.00,3948.00,15214.00,13472.00,6652.00,1941.00,5338.00,-250.00,-210.00,15674.00,4751.00,2520.00,5164.00,1666.00,1573.00,1103.00,22480.00,5338.00,-111.00,-2199.00,15055.00,21006.00,-5952.00,168633.00,13.33,8.93,12.46,-3.53
1969:Q1,19852.00,0.00,-7257.00,4829.00,0.00,11776.00,721.00,7359.00,-139.00,3545.00,290.00,-3529.00,-4094.00,889.00,1237.00,14545.00,1456.00,38614.00,11096.00,6142.00,20848.00,-209.00,737.00,23584.00,4035.00,4017.00,15533.00,15031.00,7062.00,2126.00,5316.00,-209.00,737.00,4026.00,3872.00,1812.00,-440.00,-1178.00,-40.00,1141.00,31997.00,5316.00,-157.00,1657.00,28495.00,18182.00,10314.00,168983.00,18.94,16.86,10.76,6.10
1969:Q2,19978.00,0.00,1292.00,4867.00,0.00,-602.00,1433.00,-6652.00,2002.00,2231.00,384.00,1773.00,-5497.00,613.00,1253.00,15360.00,919.00,38785.00,11131.00,6309.00,20950.00,-190.00,586.00,24150.00,4141.00,4107.00,15902.00,14636.00,6990.00,2202.00,5048.00,-190.00,586.00,17038.00,4881.00,3727.00,4791.00,258.00,3381.00,1200.00,18776.00,5048.00,378.00,1906.00,15255.00,12761.00,2494.00,166579.00,11.27,9.16,7.66,1.50
1969:Q3,28277.00,0.00,-1313.00,-1398.00,0.00,17005.00,2333.00,8580.00,1226.00,3036.00,1830.00,-2649.00,-2530.00,787.00,1269.00,16079.00,1027.00,38612.00,11082.00,6621.00,20992.00,-178.00,96.00,24710.00,4246.00,4180.00,16285.00,13902.00,6836.00,2441.00,4707.00,-178.00,96.00,10206.00,4774.00,3254.00,2138.00,-646.00,686.00,1137.00,33110.00,4707.00,-37.00,-606.00,27834.00,20310.00,7524.00,176804.00,18.73,15.74,11.49,4.26
1969:Q4,32773.00,0.00,5551.00,336.00,0.00,9321.00,1879.00,2344.00,2096.00,1942.00,1060.00,4042.00,-5062.00,377.00,1279.00,16549.00,380.00,37873.00,10465.00,6740.00,21042.00,-175.00,-197.00,25195.00,4348.00,4237.00,16611.00,12678.00,6117.00,2504.00,4431.00,-175.00,-197.00,13835.00,4177.00,2940.00,3418.00,1021.00,2279.00,1147.00,32764.00,4431.00,-259.00,-2744.00,25848.00,23777.00,2071.00,183388.00,17.87,14.09,12.97,1.13
1970:Q1,26176.00,0.00,-4060.00,1197.00,0.00,12423.00,4129.00,5155.00,2890.00,835.00,-586.00,-579.00,241.00,377.00,1341.00,14087.00,1149.00,38143.00,10470.00,6653.00,20814.00,-184.00,389.00,25669.00,4362.00,4365.00,16942.00,12474.00,6109.00,2288.00,3872.00,-184.00,389.00,-2734.00,1670.00,-7769.00,-2568.00,-317.00,6250.00,1192.00,42576.00,3872.00,-56.00,2118.00,40878.00,23742.00,17136.00,186221.00,22.86,21.95,12.75,9.20
1970:Q2,25147.00,0.00,6379.00,8592.00,0.00,-5147.00,2159.00,-9485.00,787.00,148.00,1244.00,896.00,-1616.00,-158.00,1276.00,14408.00,517.00,38150.00,10191.00,6775.00,21139.00,-198.00,243.00,26064.00,4463.00,4427.00,17174.00,12086.00,5728.00,2348.00,3965.00,-198.00,243.00,11848.00,3288.00,3493.00,2758.00,-24.00,2333.00,1196.00,26581.00,3965.00,533.00,1953.00,24037.00,19761.00,4276.00,184809.00,14.38,13.01,10.69,2.31
1970:Q3,35265.00,0.00,3896.00,18231.00,0.00,-5235.00,-7263.00,-2775.00,753.00,315.00,3735.00,1471.00,-395.00,690.00,1316.00,14751.00,540.00,38324.00,10487.00,6896.00,21371.00,-218.00,-212.00,26527.00,4568.00,4511.00,17448.00,11798.00,5920.00,2386.00,3923.00,-218.00,-212.00,11919.00,3921.00,4554.00,2003.00,854.00,587.00,1169.00,36313.00,3923.00,-185.00,-802.00,31773.00,24642.00,7131.00,192742.00,18.84,16.48,12.78,3.70
1970:Q4,31512.00,0.00,1533.00,15608.00,0.00,-1661.00,-990.00,-2820.00,208.00,-1398.00,3339.00,1821.00,-2603.00,151.00,1408.00,15093.00,162.00,37649.00,11640.00,6814.00,20283.00,-244.00,-844.00,27068.00,4675.00,4613.00,17780.00,10581.00,6965.00,2201.00,2504.00,-244.00,-844.00,12496.00,3846.00,3922.00,2236.00,800.00,1692.00,1207.00,30804.00,2504.00,-239.00,-3035.00,25505.00,27911.00,-2406.00,197756.00,15.58,12.90,14.11,-1.22
1971:Q1,36372.00,0.00,270.00,24082.00,0.00,-4538.00,-1685.00,-3053.00,-992.00,-1047.00,2239.00,-1932.00,-2017.00,349.00,1499.00,14980.00,3679.00,42917.00,12561.00,6941.00,22764.00,-286.00,938.00,27747.00,4846.00,4676.00,18225.00,15170.00,7715.00,2265.00,4539.00,-286.00,938.00,9299.00,4003.00,2652.00,412.00,547.00,1685.00,1239.00,43482.00,4539.00,-184.00,2587.00,41714.00,28953.00,12761.00,203650.00,21.35,20.48,14.22,6.27
1971:Q2,36081.00,0.00,5705.00,15926.00,0.00,-3646.00,-1119.00,-3733.00,-1839.00,278.00,2767.00,-111.00,-769.00,-24.00,1584.00,15651.00,1765.00,45623.00,14048.00,7221.00,23445.00,-309.00,1219.00,28457.00,4957.00,4797.00,18704.00,17166.00,9091.00,2424.00,4742.00,-309.00,1219.00,21490.00,6640.00,5144.00,4840.00,1159.00,3707.00,1259.00,33015.00,4742.00,488.00,2250.00,30036.00,25248.00,4788.00,203576.00,16.22,14.75,12.40,2.35
1971:Q3,39386.00,0.00,1957.00,13554.00,0.00,5701.00,-37.00,2262.00,825.00,189.00,2462.00,-1663.00,-148.00,-368.00,1631.00,16398.00,2324.00,46800.00,14963.00,7333.00,24015.00,-324.00,813.00,29059.00,5066.00,4923.00,19070.00,17741.00,9897.00,2410.00,4945.00,-324.00,813.00,18978.00,8030.00,5136.00,4553.00,943.00,316.00,1363.00,39512.00,4945.00,-316.00,-933.00,33950.00,26807.00,7143.00,208372.00,18.96,16.29,12.86,3.43
1971:Q4,36421.00,0.00,5696.00,15548.00,0.00,-3842.00,40.00,-4117.00,678.00,-594.00,151.00,1406.00,-3054.00,373.00,1638.00,17037.00,1619.00,47322.00,15774.00,7446.00,24911.00,-331.00,-478.00,29496.00,5173.00,5050.00,19274.00,17826.00,10601.00,2397.00,5638.00,-331.00,-478.00,22388.00,7576.00,4675.00,5778.00,1300.00,3059.00,1937.00,33797.00,5638.00,-214.00,-3576.00,24797.00,29076.00,-4278.00,214833.00,15.73,11.54,13.53,-1.99
1972:Q1,40298.00,0.00,-1034.00,20559.00,0.00,1122.00,-768.00,2723.00,-1784.00,589.00,362.00,-1223.00,-1513.00,-74.00,1669.00,18215.00,2577.00,50005.00,17046.00,7807.00,25448.00,-319.00,23.00,30027.00,5424.00,5034.00,19569.00,19978.00,11622.00,2773.00,5879.00,-319.00,23.00,13525.00,7190.00,3403.00,-396.00,2258.00,1070.00,1934.00,48685.00,5879.00,-229.00,2883.00,45918.00,29748.00,16170.00,219929.00,22.14,20.88,13.53,7.35
