1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,9.00,114.00,13150.00,203.00,0.00,3257.00,2041.00,-96.00,1387.00,678.00,72.00,0.00,7631.00,4351.00,259.00,-846.00,4938.00,2840.00,3305.00,0.00,3305.00,525.00,0.00,525.00,-990.00,440.00,18.00,13117.00,0.00,8804.00,0.00,8804.00,0.00,262.00,4051.00,-138.00
1985:Q3,-22.00,112.00,10282.00,861.00,0.00,-23.00,4058.00,-79.00,3837.00,222.00,78.00,0.00,7022.00,5933.00,261.00,-444.00,6116.00,767.00,1923.00,0.00,1923.00,534.00,0.00,534.00,-1690.00,322.00,-1636.00,11035.00,0.00,3596.00,0.00,3596.00,300.00,262.00,6877.00,619.00
1985:Q4,2.00,115.00,1992.00,121.00,0.00,5560.00,-4262.00,-253.00,-3771.00,-351.00,113.00,0.00,1936.00,790.00,237.00,-2537.00,3090.00,751.00,6827.00,0.00,6827.00,646.00,0.00,646.00,-6722.00,395.00,-1363.00,3981.00,0.00,4263.00,0.00,4263.00,785.00,262.00,-1329.00,1877.00
1986:Q1,17.00,137.00,-472.00,-23.00,0.00,916.00,2920.00,-62.00,3249.00,-420.00,153.00,0.00,-4809.00,-2638.00,210.00,-1244.00,-1604.00,-2319.00,-122.00,0.00,-122.00,-585.00,0.00,-585.00,-1612.00,148.00,524.00,277.00,0.00,-1242.00,0.00,-1242.00,115.00,181.00,1223.00,630.00
1986:Q2,-118.00,136.00,5062.00,344.00,0.00,-228.00,3292.00,4.00,3280.00,-191.00,199.00,0.00,5584.00,7690.00,175.00,-94.00,7609.00,-2967.00,-2605.00,0.00,-2605.00,1267.00,0.00,1267.00,-1629.00,861.00,-3930.00,5456.00,0.00,4748.00,0.00,4748.00,289.00,181.00,238.00,141.00
1986:Q3,-149.00,135.00,8367.00,212.00,0.00,5451.00,784.00,42.00,529.00,21.00,192.00,0.00,998.00,3127.00,190.00,-1259.00,4196.00,-2308.00,-961.00,0.00,-961.00,301.00,0.00,301.00,-1648.00,179.00,922.00,8237.00,0.00,5922.00,0.00,5922.00,-433.00,181.00,2567.00,-414.00
1986:Q4,-90.00,137.00,9526.00,995.00,0.00,-3652.00,2575.00,5.00,2444.00,-9.00,135.00,0.00,5221.00,9399.00,253.00,-463.00,9609.00,-4365.00,-2008.00,0.00,-2008.00,-709.00,0.00,-709.00,-1648.00,187.00,4387.00,9839.00,0.00,5787.00,0.00,5787.00,-336.00,181.00,4207.00,87.00
1987:Q1,49.00,100.00,-3005.00,-592.00,0.00,-298.00,2352.00,17.00,2290.00,20.00,25.00,0.00,-6293.00,-2660.00,140.00,-915.00,-1885.00,-3764.00,-2023.00,0.00,-2023.00,-531.00,0.00,-531.00,-1210.00,131.00,1826.00,-2979.00,0.00,-4634.00,0.00,-4634.00,-720.00,317.00,2058.00,-24.00
1987:Q2,116.00,102.00,5573.00,-699.00,0.00,2346.00,-3347.00,-35.00,-3464.00,-20.00,172.00,0.00,5831.00,8774.00,970.00,229.00,7575.00,-3597.00,-2650.00,0.00,-2650.00,276.00,0.00,276.00,-1223.00,654.00,1442.00,5440.00,0.00,7395.00,0.00,7395.00,-30.00,317.00,-2242.00,-119.00
1987:Q3,158.00,105.00,4392.00,-273.00,0.00,-3639.00,2034.00,-35.00,1942.00,-35.00,162.00,0.00,6694.00,6215.00,225.00,235.00,5755.00,-124.00,1236.00,0.00,1236.00,-123.00,0.00,-123.00,-1237.00,603.00,-424.00,4752.00,0.00,7954.00,0.00,7954.00,0.00,317.00,-3519.00,414.00
1987:Q4,259.00,105.00,20989.00,1494.00,0.00,-616.00,3717.00,6.00,3934.00,-39.00,-184.00,0.00,12366.00,12716.00,109.00,-361.00,12968.00,-831.00,334.00,0.00,334.00,72.00,0.00,72.00,-1237.00,481.00,4028.00,21060.00,0.00,19489.00,0.00,19489.00,0.00,317.00,1254.00,225.00
1988:Q1,326.00,87.00,15781.00,-234.00,0.00,11834.00,4020.00,222.00,3469.00,349.00,-20.00,0.00,4.00,-3470.00,-281.00,363.00,-3552.00,2826.00,3229.00,0.00,3229.00,171.00,0.00,171.00,-574.00,648.00,157.00,15139.00,0.00,10305.00,0.00,10305.00,0.00,273.00,4561.00,-403.00
1988:Q2,309.00,89.00,1222.00,-213.00,0.00,-4336.00,-4441.00,-62.00,-4351.00,-75.00,47.00,0.00,9311.00,6088.00,-70.00,829.00,5329.00,2419.00,2680.00,0.00,2680.00,313.00,0.00,313.00,-574.00,804.00,901.00,1144.00,0.00,4363.00,0.00,4363.00,0.00,273.00,-3492.00,142.00
1988:Q3,308.00,90.00,12954.00,161.00,0.00,2859.00,1033.00,0.00,1193.00,0.00,-160.00,0.00,7153.00,7104.00,174.00,203.00,6727.00,-923.00,-590.00,0.00,-590.00,247.00,0.00,247.00,-580.00,972.00,1748.00,13420.00,0.00,10605.00,0.00,10605.00,0.00,273.00,2542.00,684.00
1988:Q4,420.00,92.00,17382.00,255.00,0.00,-3764.00,5710.00,195.00,4960.00,-61.00,616.00,0.00,10467.00,9056.00,-111.00,-2052.00,11219.00,676.00,885.00,0.00,885.00,372.00,0.00,372.00,-581.00,735.00,4714.00,17382.00,0.00,19610.00,0.00,19610.00,0.00,273.00,-2501.00,328.00
1989:Q1,490.00,84.00,16123.00,-455.00,0.00,6933.00,809.00,5.00,1011.00,-18.00,-189.00,0.00,10965.00,11231.00,24.00,205.00,11002.00,-737.00,-672.00,0.00,-672.00,315.00,0.00,315.00,-380.00,471.00,-2129.00,15025.00,0.00,16219.00,0.00,16219.00,0.00,-190.00,-1004.00,-692.00
1989:Q2,503.00,85.00,6207.00,299.00,0.00,19635.00,-19408.00,400.00,-20008.00,249.00,-49.00,0.00,746.00,-1449.00,-394.00,854.00,-1909.00,1625.00,1520.00,0.00,1520.00,491.00,0.00,491.00,-386.00,570.00,4935.00,5592.00,0.00,4670.00,0.00,4670.00,0.00,-190.00,1112.00,-197.00
1989:Q3,464.00,88.00,5490.00,-231.00,0.00,-1629.00,8933.00,597.00,7450.00,813.00,73.00,0.00,-6992.00,-10285.00,332.00,147.00,-10764.00,2620.00,2468.00,0.00,2468.00,541.00,0.00,541.00,-389.00,673.00,5409.00,6096.00,0.00,1443.00,0.00,1443.00,0.00,-190.00,4843.00,981.00
1989:Q4,359.00,87.00,4700.00,-885.00,0.00,3072.00,5151.00,1854.00,-1724.00,4879.00,142.00,0.00,-4467.00,-8106.00,524.00,683.00,-9313.00,2526.00,1762.00,0.00,1762.00,1154.00,0.00,1154.00,-389.00,1113.00,1829.00,4019.00,0.00,2898.00,0.00,2898.00,0.00,-190.00,1311.00,-409.00
1990:Q1,447.00,74.00,-1502.00,-229.00,0.00,-2098.00,7273.00,-224.00,5517.00,1746.00,234.00,0.00,-5546.00,-8579.00,449.00,-83.00,-8945.00,2302.00,2444.00,0.00,2444.00,75.00,0.00,75.00,-217.00,731.00,-902.00,-2280.00,0.00,1525.00,0.00,1525.00,0.00,-804.00,-3001.00,-405.00
1990:Q2,455.00,73.00,4472.00,179.00,0.00,1813.00,6518.00,-712.00,5435.00,1382.00,413.00,0.00,-7368.00,-5571.00,686.00,300.00,-6557.00,-2332.00,-2097.00,0.00,-2097.00,-17.00,0.00,-17.00,-219.00,535.00,3330.00,3113.00,0.00,2904.00,0.00,2904.00,0.00,-804.00,1013.00,-977.00
1990:Q3,382.00,74.00,1026.00,-122.00,0.00,-9085.00,17257.00,-69.00,16137.00,1050.00,139.00,0.00,-5557.00,-7871.00,338.00,200.00,-8409.00,1741.00,1357.00,0.00,1357.00,606.00,0.00,606.00,-222.00,573.00,-1467.00,-206.00,0.00,3436.00,0.00,3436.00,0.00,-804.00,-2838.00,-924.00
1990:Q4,432.00,73.00,19383.00,-3.00,0.00,16268.00,-2795.00,1519.00,-5753.00,1443.00,-4.00,0.00,4192.00,-1124.00,-441.00,100.00,-783.00,3941.00,3637.00,0.00,3637.00,526.00,0.00,526.00,-221.00,1375.00,1721.00,17741.00,0.00,9284.00,0.00,9284.00,-120.00,-804.00,9381.00,-1283.00
1991:Q1,515.00,71.00,5457.00,-154.00,0.00,1429.00,11754.00,-2451.00,15160.00,-772.00,-183.00,0.00,-6925.00,-10829.00,-530.00,-200.00,-10099.00,3020.00,3298.00,0.00,3298.00,-108.00,0.00,-108.00,-170.00,884.00,-647.00,3994.00,0.00,3278.00,0.00,3278.00,0.00,-294.00,1010.00,-1020.00
1991:Q2,520.00,70.00,-5120.00,-100.00,0.00,1840.00,1406.00,-108.00,486.00,1088.00,-60.00,0.00,-7102.00,-10422.00,211.00,1629.00,-12262.00,2830.00,2724.00,0.00,2724.00,277.00,0.00,277.00,-171.00,490.00,-1164.00,-5894.00,0.00,-7371.00,0.00,-7371.00,0.00,-294.00,1771.00,-324.00
1991:Q3,483.00,70.00,12182.00,-102.00,0.00,4025.00,16701.00,6421.00,4788.00,5508.00,-16.00,0.00,-9486.00,-9968.00,151.00,678.00,-10797.00,330.00,402.00,0.00,402.00,101.00,0.00,101.00,-173.00,152.00,1044.00,11024.00,0.00,5140.00,0.00,5140.00,0.00,-294.00,6178.00,-745.00
1991:Q4,368.00,69.00,6712.00,-548.00,0.00,-8415.00,5838.00,3232.00,-2248.00,5299.00,-445.00,0.00,2803.00,-2882.00,1315.00,683.00,-4880.00,5350.00,4814.00,0.00,4814.00,709.00,0.00,709.00,-173.00,335.00,7034.00,6143.00,0.00,8162.00,0.00,8162.00,-30.00,-294.00,-1695.00,-270.00
1992:Q1,478.00,70.00,15181.00,64.00,0.00,1208.00,15743.00,-2706.00,12852.00,5522.00,75.00,0.00,6300.00,-2549.00,-390.00,631.00,-2790.00,8053.00,7527.00,0.00,7527.00,504.00,0.00,504.00,23.00,796.00,-8134.00,14725.00,0.00,2833.00,0.00,2833.00,0.00,12.00,11880.00,-48.00
1992:Q2,370.00,73.00,9287.00,-260.00,0.00,-1319.00,3588.00,800.00,-2462.00,5231.00,19.00,0.00,5995.00,791.00,61.00,146.00,584.00,4431.00,4151.00,0.00,4151.00,256.00,0.00,256.00,23.00,774.00,1283.00,8173.00,0.00,12553.00,0.00,12553.00,0.00,12.00,-4392.00,-817.00
1992:Q3,340.00,74.00,22188.00,-82.00,0.00,4292.00,6772.00,3222.00,3648.00,-143.00,45.00,0.00,10493.00,2890.00,-494.00,85.00,3299.00,6588.00,6240.00,0.00,6240.00,326.00,0.00,326.00,23.00,1015.00,713.00,21746.00,0.00,16925.00,0.00,16925.00,0.00,12.00,4809.00,-177.00
1992:Q4,298.00,77.00,9306.00,269.00,0.00,-5173.00,7437.00,1351.00,3910.00,2108.00,68.00,0.00,12941.00,-539.00,-750.00,488.00,-277.00,12996.00,12429.00,0.00,12429.00,544.00,0.00,544.00,23.00,484.00,-6168.00,8538.00,0.00,8395.00,0.00,8395.00,-30.00,12.00,161.00,-546.00
1993:Q1,491.00,130.00,-3626.00,-185.00,0.00,-9273.00,-7237.00,-4038.00,-2397.00,-1639.00,-163.00,1000.00,10493.00,4846.00,-11.00,-233.00,5089.00,5193.00,4974.00,0.00,4974.00,332.00,0.00,332.00,-113.00,454.00,2576.00,-3846.00,0.00,8068.00,0.00,8068.00,0.00,593.00,-12507.00,140.00
1993:Q2,477.00,134.00,23975.00,-160.00,0.00,-7737.00,7269.00,554.00,3053.00,1682.00,-20.00,2000.00,25318.00,7176.00,-240.00,312.00,7104.00,17439.00,17334.00,0.00,17334.00,218.00,0.00,218.00,-114.00,703.00,-715.00,23976.00,0.00,17164.00,0.00,17164.00,0.00,593.00,6219.00,344.00
1993:Q3,370.00,135.00,40375.00,452.00,0.00,-966.00,17984.00,3313.00,5996.00,5051.00,-376.00,4000.00,17801.00,6750.00,-440.00,341.00,6849.00,10336.00,9937.00,0.00,9937.00,514.00,0.00,514.00,-115.00,715.00,5104.00,39855.00,0.00,41923.00,0.00,41923.00,0.00,593.00,-2661.00,-285.00
1993:Q4,332.00,141.00,18121.00,820.00,0.00,1732.00,2768.00,-1489.00,-13761.00,13465.00,500.00,4053.00,14129.00,5059.00,-138.00,989.00,4208.00,8310.00,7800.00,0.00,7800.00,625.00,0.00,625.00,-115.00,760.00,-1328.00,18031.00,0.00,13407.00,0.00,13407.00,0.00,593.00,4031.00,101.00
1994:Q1,402.00,127.00,23820.00,-403.00,0.00,3597.00,17533.00,-1629.00,5473.00,11618.00,24.00,2047.00,4880.00,-1720.00,154.00,835.00,-2708.00,5858.00,5480.00,0.00,5480.00,446.00,0.00,446.00,-68.00,741.00,-1786.00,22867.00,0.00,39994.00,0.00,39994.00,-4790.00,81.00,-12418.00,-678.00
1994:Q2,350.00,129.00,30262.00,-141.00,0.00,7842.00,16249.00,3354.00,-1585.00,11802.00,578.00,2100.00,8702.00,7155.00,-605.00,-319.00,8078.00,390.00,258.00,0.00,258.00,200.00,0.00,200.00,-68.00,1157.00,-2389.00,29496.00,0.00,36628.00,0.00,36628.00,0.00,81.00,-7213.00,-545.00
1994:Q3,359.00,131.00,36189.00,70.00,0.00,7470.00,22173.00,6393.00,-9076.00,21957.00,799.00,2100.00,8459.00,8356.00,601.00,70.00,7685.00,-628.00,-642.00,0.00,-642.00,82.00,0.00,82.00,-68.00,732.00,-1983.00,35783.00,0.00,37998.00,0.00,37998.00,0.00,81.00,-2296.00,-178.00
1994:Q4,388.00,137.00,60384.00,-312.00,0.00,16528.00,34561.00,6318.00,5537.00,19375.00,642.00,2689.00,8694.00,9820.00,-128.00,244.00,9703.00,-2060.00,-2122.00,0.00,-2122.00,131.00,0.00,131.00,-69.00,935.00,913.00,59336.00,0.00,62253.00,0.00,62253.00,0.00,81.00,-2998.00,-796.00
1995:Q1,388.00,102.00,12926.00,-61.00,0.00,6527.00,11851.00,-995.00,4679.00,5344.00,-426.00,3249.00,-5153.00,-5317.00,-263.00,840.00,-5894.00,-926.00,-1254.00,0.00,-1254.00,243.00,0.00,243.00,85.00,1090.00,-238.00,11771.00,0.00,15739.00,0.00,15739.00,0.00,-155.00,-3813.00,-868.00
1995:Q2,451.00,103.00,38625.00,327.00,0.00,11066.00,22825.00,-3227.00,-283.00,22764.00,491.00,3080.00,2885.00,928.00,-187.00,576.00,538.00,306.00,264.00,0.00,264.00,-43.00,0.00,-43.00,85.00,1652.00,1522.00,37407.00,0.00,31781.00,0.00,31781.00,0.00,-155.00,5781.00,-870.00
1995:Q3,500.00,104.00,28422.00,-505.00,0.00,4172.00,6992.00,5978.00,-2611.00,5040.00,758.00,-2173.00,7679.00,2337.00,-404.00,1163.00,1577.00,4409.00,4161.00,0.00,4161.00,161.00,0.00,161.00,87.00,934.00,10084.00,27822.00,0.00,25529.00,0.00,25529.00,0.00,-155.00,2448.00,-204.00
1995:Q4,472.00,105.00,35160.00,414.00,0.00,-1279.00,36197.00,-2588.00,4269.00,26887.00,1854.00,5775.00,12054.00,9241.00,-2210.00,1298.00,10153.00,2523.00,2259.00,0.00,2259.00,178.00,0.00,178.00,86.00,290.00,-12226.00,34349.00,0.00,32914.00,0.00,32914.00,0.00,-155.00,1590.00,-444.00
1996:Q1,490.00,136.00,9972.00,-448.00,0.00,-2306.00,14899.00,-964.00,-3801.00,17676.00,2507.00,-519.00,-5464.00,-52.00,-519.00,1357.00,-890.00,-4957.00,-5372.00,0.00,-5372.00,173.00,0.00,173.00,242.00,-455.00,3291.00,8696.00,0.00,7901.00,0.00,7901.00,0.00,-109.00,904.00,-921.00
1996:Q2,459.00,139.00,27090.00,-353.00,0.00,-543.00,18656.00,-923.00,6615.00,13929.00,1460.00,-2425.00,13137.00,13464.00,-413.00,303.00,13573.00,-97.00,67.00,0.00,67.00,-405.00,0.00,-405.00,241.00,-229.00,-3807.00,26201.00,0.00,31660.00,0.00,31660.00,0.00,-109.00,-5350.00,-568.00
1996:Q3,436.00,143.00,20977.00,-106.00,0.00,70.00,14949.00,1005.00,-59.00,14313.00,112.00,-422.00,6045.00,7953.00,95.00,-487.00,8345.00,-1123.00,-1128.00,0.00,-1128.00,-243.00,0.00,-243.00,248.00,-785.00,19.00,19813.00,0.00,20037.00,0.00,20037.00,0.00,-109.00,-115.00,-871.00
1996:Q4,419.00,146.00,33707.00,175.00,0.00,-9011.00,26395.00,10507.00,-15694.00,19885.00,187.00,11510.00,8728.00,8025.00,-301.00,247.00,8078.00,-182.00,-145.00,0.00,-145.00,-289.00,0.00,-289.00,252.00,886.00,7420.00,35858.00,0.00,30838.00,0.00,30838.00,0.00,-109.00,5129.00,2423.00
1997:Q1,487.00,111.00,5925.00,390.00,0.00,1597.00,20847.00,5470.00,297.00,15280.00,-153.00,-47.00,-9559.00,-4931.00,-330.00,124.00,-4725.00,-3722.00,-3710.00,0.00,-3710.00,-372.00,0.00,-372.00,360.00,-906.00,-7350.00,5091.00,0.00,-1630.00,0.00,-1630.00,0.00,-172.00,6893.00,-459.00
1997:Q2,488.00,113.00,44831.00,2080.00,0.00,6117.00,19586.00,1617.00,-5592.00,22604.00,-242.00,1198.00,13076.00,16421.00,-49.00,746.00,15723.00,-1985.00,-1834.00,0.00,-1834.00,-538.00,0.00,-538.00,387.00,-1359.00,3972.00,43176.00,0.00,49719.00,0.00,49719.00,0.00,-485.00,-6058.00,-1280.00
1997:Q3,526.00,118.00,16528.00,-1060.00,0.00,401.00,8157.00,-12841.00,8222.00,17264.00,37.00,-4525.00,8050.00,9640.00,-11.00,209.00,9442.00,-503.00,-570.00,0.00,-570.00,-300.00,0.00,-300.00,367.00,-1087.00,980.00,16368.00,0.00,11567.00,0.00,11567.00,0.00,-522.00,5323.00,248.00
1997:Q4,507.00,119.00,44285.00,-93.00,0.00,-12204.00,31671.00,4703.00,4192.00,12459.00,905.00,9412.00,14921.00,14258.00,-643.00,-1079.00,15979.00,1543.00,1425.00,0.00,1425.00,-277.00,0.00,-277.00,395.00,-880.00,9991.00,41975.00,0.00,39412.00,0.00,39412.00,0.00,-190.00,2753.00,-1921.00
1998:Q1,479.00,109.00,50869.00,-300.00,-2425.00,-3667.00,50941.00,32447.00,-13919.00,32314.00,1021.00,-922.00,8382.00,9297.00,57.00,1138.00,8102.00,881.00,1184.00,0.00,1184.00,-776.00,0.00,-776.00,473.00,-1796.00,-2061.00,51356.00,0.00,35745.00,0.00,35745.00,0.00,555.00,15056.00,857.00
1998:Q2,496.00,112.00,39706.00,441.00,1271.00,-6687.00,25212.00,-12500.00,3129.00,28621.00,531.00,5431.00,17164.00,18747.00,-235.00,-214.00,19196.00,549.00,261.00,0.00,261.00,-213.00,0.00,-213.00,501.00,-2132.00,2305.00,39680.00,0.00,41698.00,0.00,41698.00,0.00,347.00,-2365.00,357.00
1998:Q3,537.00,113.00,78078.00,263.00,-3280.00,-916.00,60503.00,4911.00,3935.00,39739.00,3375.00,8543.00,23653.00,22054.00,-18.00,1500.00,20572.00,442.00,-234.00,0.00,-234.00,186.00,0.00,186.00,490.00,1157.00,-2145.00,76881.00,0.00,73616.00,0.00,73616.00,0.00,891.00,2374.00,-772.00
1998:Q4,534.00,116.00,136351.00,2451.00,2743.00,-2101.00,80760.00,3717.00,6134.00,57767.00,1575.00,11567.00,50694.00,43371.00,-81.00,921.00,42531.00,5703.00,4420.00,0.00,4420.00,763.00,0.00,763.00,520.00,1620.00,1804.00,134627.00,0.00,127855.00,0.00,127855.00,0.00,848.00,5924.00,-1306.00
1999:Q1,622.00,86.00,42633.00,-1663.00,1337.00,-6578.00,38985.00,-27094.00,4679.00,56174.00,-817.00,6043.00,7735.00,10196.00,-71.00,-294.00,10561.00,-4326.00,-5459.00,0.00,-5459.00,974.00,0.00,974.00,159.00,1865.00,2817.00,42543.00,0.00,48333.00,0.00,48333.00,0.00,741.00,-6531.00,447.00
1999:Q2,647.00,88.00,74046.00,-562.00,4597.00,-2178.00,41897.00,-7333.00,-2498.00,48704.00,1409.00,1615.00,31108.00,29763.00,-323.00,317.00,29769.00,-240.00,-2179.00,0.00,-2179.00,1544.00,0.00,1544.00,395.00,1585.00,-816.00,74450.00,0.00,76699.00,0.00,76699.00,0.00,860.00,-3109.00,963.00
1999:Q3,737.00,90.00,99853.00,448.00,-4993.00,1487.00,57574.00,6488.00,849.00,40546.00,1644.00,8047.00,41468.00,37292.00,22.00,495.00,36775.00,214.00,-1193.00,0.00,-1193.00,1170.00,0.00,1170.00,237.00,3962.00,3870.00,99616.00,0.00,101877.00,0.00,101877.00,0.00,1113.00,-3374.00,410.00
1999:Q4,735.00,90.00,100869.00,8932.00,4297.00,19992.00,40255.00,-4420.00,2755.00,27487.00,1341.00,13092.00,28314.00,30892.00,65.00,376.00,30451.00,-605.00,-1576.00,0.00,-1576.00,634.00,0.00,634.00,337.00,-1973.00,-920.00,100663.00,0.00,91876.00,0.00,91876.00,0.00,1239.00,7548.00,438.00
2000:Q1,624.00,99.00,31743.00,-11052.00,126.00,862.00,30209.00,4127.00,-5792.00,28803.00,-420.00,3491.00,8389.00,8833.00,-98.00,377.00,8554.00,1661.00,10.00,0.00,10.00,1252.00,0.00,1252.00,399.00,-2105.00,3209.00,31239.00,0.00,26273.00,0.00,26273.00,0.00,458.00,4508.00,21.00
2000:Q2,656.00,103.00,59875.00,541.00,410.00,-9741.00,23678.00,-3682.00,-4492.00,19393.00,578.00,11881.00,41558.00,33046.00,83.00,653.00,32310.00,9044.00,8085.00,0.00,8085.00,559.00,0.00,559.00,400.00,-532.00,3429.00,57985.00,0.00,62260.00,0.00,62260.00,0.00,-687.00,-3588.00,-1336.00
2000:Q3,713.00,104.00,62947.00,-93.00,5492.00,2840.00,57742.00,1924.00,8364.00,38452.00,1284.00,7718.00,-4708.00,-6175.00,37.00,563.00,-6774.00,4269.00,3097.00,0.00,3097.00,755.00,0.00,755.00,417.00,-2802.00,1674.00,60961.00,0.00,69860.00,0.00,69860.00,0.00,206.00,-9105.00,-1378.00
2000:Q4,705.00,105.00,65585.00,2909.00,-5532.00,-8649.00,70847.00,8328.00,2499.00,62529.00,1455.00,-3964.00,18318.00,9552.00,37.00,1489.00,8026.00,7244.00,4934.00,0.00,4934.00,1888.00,0.00,1888.00,422.00,1522.00,-12308.00,84530.00,0.00,76770.00,0.00,76770.00,0.00,-317.00,8077.00,19545.00
2001:Q1,674.00,104.00,88253.00,70.00,-4697.00,19488.00,62517.00,-9808.00,-1371.00,64724.00,253.00,8719.00,11326.00,7054.00,4.00,62.00,6988.00,3684.00,1110.00,0.00,1110.00,1812.00,0.00,1812.00,762.00,588.00,-451.00,100115.00,104.00,66483.00,0.00,66483.00,0.00,510.00,33018.00,12432.00
2001:Q2,719.00,102.00,73995.00,757.00,1615.00,-7078.00,65165.00,3078.00,390.00,44515.00,1170.00,16012.00,12772.00,2313.00,-60.00,1180.00,1192.00,9301.00,6428.00,0.00,6428.00,2018.00,0.00,2018.00,855.00,1158.00,765.00,69712.00,126.00,71709.00,0.00,71709.00,0.00,780.00,-2903.00,-3665.00
2001:Q3,591.00,100.00,94035.00,3118.00,687.00,-1581.00,67128.00,-1541.00,300.00,58572.00,195.00,9602.00,16861.00,9596.00,7.00,235.00,9354.00,6712.00,4001.00,0.00,4001.00,1851.00,0.00,1851.00,860.00,553.00,7822.00,101934.00,24.00,81669.00,0.00,81669.00,0.00,2.00,20239.00,8390.00
2001:Q4,805.00,96.00,89202.00,-1690.00,10537.00,14054.00,45943.00,11000.00,1032.00,39099.00,4543.00,-9731.00,22958.00,9296.00,9.00,1385.00,7902.00,13526.00,10122.00,0.00,10122.00,2546.00,0.00,2546.00,858.00,136.00,-2600.00,85146.00,546.00,84287.00,0.00,84287.00,0.00,323.00,-10.00,-3347.00
2002:Q1,665.00,132.00,48627.00,545.00,-4267.00,-11435.00,64385.00,-14210.00,4436.00,60680.00,1055.00,12424.00,-385.00,-7578.00,-39.00,250.00,-7789.00,7644.00,4480.00,0.00,4480.00,1833.00,0.00,1833.00,1331.00,-451.00,-216.00,42201.00,1490.00,45058.00,0.00,45058.00,0.00,-918.00,-3429.00,-5894.00
2002:Q2,631.00,130.00,39035.00,1349.00,4463.00,-12416.00,22051.00,564.00,2586.00,7487.00,1061.00,10353.00,18141.00,4850.00,-282.00,1195.00,3937.00,11542.00,8259.00,0.00,8259.00,1519.00,0.00,1519.00,1764.00,1749.00,5447.00,41014.00,-586.00,34777.00,0.00,34777.00,0.00,-370.00,7193.00,2479.00
2002:Q3,757.00,130.00,81235.00,4620.00,1030.00,8550.00,27939.00,-10070.00,4390.00,22416.00,1129.00,10074.00,27946.00,11468.00,13.00,-69.00,11524.00,16347.00,13013.00,0.00,13013.00,2042.00,0.00,2042.00,1292.00,131.00,11150.00,92305.00,-204.00,72389.00,0.00,72389.00,0.00,-579.00,20699.00,11698.00
2002:Q4,718.00,128.00,72837.00,1575.00,-6289.00,8094.00,43534.00,240.00,704.00,41116.00,792.00,682.00,20347.00,116.00,-45.00,648.00,-487.00,24269.00,19820.00,0.00,19820.00,3112.00,0.00,3112.00,1337.00,-4038.00,5576.00,84317.00,199.00,67609.00,0.00,67609.00,0.00,1629.00,14880.00,12070.00
2003:Q1,893.00,135.00,55920.00,6351.00,-2196.00,-16259.00,37959.00,735.00,-473.00,28313.00,-319.00,9702.00,28709.00,5167.00,-34.00,-653.00,5853.00,25118.00,23064.00,0.00,23064.00,3145.00,0.00,3145.00,-1091.00,-1576.00,1357.00,50597.00,201.00,56438.00,0.00,56438.00,0.00,-131.00,-5911.00,-4564.00
2003:Q2,908.00,138.00,52489.00,-1856.00,4161.00,11703.00,-9711.00,-1956.00,221.00,-9691.00,-39.00,1754.00,39336.00,9316.00,-37.00,-339.00,9691.00,34012.00,31500.00,0.00,31500.00,3667.00,0.00,3667.00,-1155.00,-3992.00,8856.00,50701.00,300.00,48109.00,0.00,48109.00,0.00,331.00,1961.00,-1018.00
2003:Q3,732.00,142.00,110023.00,1036.00,-8648.00,-17188.00,95350.00,-747.00,-1510.00,91843.00,1320.00,4444.00,34983.00,3902.00,-7.00,-341.00,4249.00,35151.00,35074.00,0.00,35074.00,1264.00,0.00,1264.00,-1187.00,-4070.00,4491.00,102927.00,500.00,114968.00,0.00,114968.00,0.00,-78.00,-12463.00,-6506.00
2003:Q4,859.00,144.00,27151.00,8491.00,-1831.00,2253.00,860.00,-1698.00,-10505.00,-8605.00,4024.00,17644.00,13587.00,12753.00,-26.00,1372.00,11407.00,7462.00,4540.00,0.00,4540.00,4073.00,0.00,4073.00,-1151.00,-6628.00,3791.00,11470.00,3673.00,31358.00,0.00,31358.00,0.00,1585.00,-25146.00,-14967.00
2004:Q1,889.00,171.00,25659.00,249.00,4677.00,8476.00,2981.00,1296.00,-413.00,-37604.00,3548.00,36154.00,14352.00,15399.00,3.00,450.00,14946.00,3541.00,-1041.00,0.00,-1041.00,3630.00,0.00,3630.00,952.00,-4588.00,-5075.00,22014.00,-3673.00,1400.00,0.00,1400.00,0.00,484.00,23803.00,-2927.00
