1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q3,9.00,1.00,-8.00,-37.00,0.00,4.00,-205.00,0.00,-215.00,10.00,0.00,0.00,195.00,132.00,0.00,64.00,68.00,63.00,-38.00,0.00,-38.00,0.00,0.00,0.00,101.00,0.00,35.00,-28.00,0.00,110.00,0.00,110.00,130.00,0.00,-268.00,-13.00
1964:Q4,8.00,1.00,434.00,36.00,0.00,7.00,-85.00,0.00,-96.00,11.00,0.00,0.00,483.00,368.00,0.00,-120.00,488.00,115.00,14.00,0.00,14.00,0.00,0.00,0.00,101.00,0.00,-7.00,421.00,0.00,142.00,0.00,142.00,-3.00,0.00,282.00,-7.00
1965:Q1,8.00,1.00,-16.00,-64.00,0.00,-4.00,251.00,0.00,248.00,3.00,0.00,0.00,-193.00,-396.00,0.00,182.00,-578.00,203.00,33.00,0.00,33.00,0.00,0.00,0.00,170.00,0.00,-6.00,-42.00,0.00,119.00,0.00,119.00,-104.00,0.00,-57.00,-19.00
1965:Q2,10.00,1.00,1250.00,27.00,0.00,-4.00,-81.00,0.00,-90.00,9.00,0.00,0.00,1269.00,1069.00,0.00,230.00,839.00,200.00,30.00,0.00,30.00,0.00,0.00,0.00,170.00,0.00,39.00,1269.00,0.00,1178.00,0.00,1178.00,-27.00,0.00,118.00,29.00
1965:Q3,10.00,1.00,374.00,-10.00,0.00,-11.00,-100.00,0.00,-101.00,1.00,0.00,0.00,481.00,264.00,0.00,48.00,216.00,217.00,105.00,0.00,105.00,0.00,0.00,0.00,112.00,0.00,14.00,336.00,0.00,491.00,0.00,491.00,129.00,0.00,-284.00,-29.00
1965:Q4,10.00,1.00,663.00,32.00,0.00,-8.00,64.00,0.00,64.00,0.00,0.00,0.00,567.00,101.00,0.00,-94.00,195.00,466.00,356.00,0.00,356.00,-1.00,0.00,-1.00,111.00,0.00,8.00,645.00,0.00,121.00,0.00,121.00,207.00,0.00,317.00,-9.00
1966:Q1,10.00,1.00,899.00,-29.00,0.00,12.00,-20.00,0.00,-43.00,23.00,0.00,0.00,937.00,-36.00,0.00,274.00,-310.00,973.00,751.00,0.00,751.00,0.00,0.00,0.00,222.00,0.00,-1.00,871.00,0.00,964.00,0.00,964.00,-98.00,0.00,5.00,-19.00
1966:Q2,12.00,1.00,2412.00,58.00,0.00,10.00,311.00,0.00,281.00,30.00,0.00,0.00,2081.00,1421.00,0.00,325.00,1096.00,660.00,438.00,0.00,438.00,0.00,0.00,0.00,222.00,0.00,-48.00,2432.00,0.00,2570.00,0.00,2570.00,-238.00,0.00,100.00,32.00
1966:Q3,11.00,1.00,920.00,-58.00,0.00,15.00,-112.00,0.00,-113.00,1.00,0.00,0.00,982.00,497.00,0.00,105.00,392.00,485.00,369.00,0.00,369.00,0.00,0.00,0.00,116.00,0.00,93.00,888.00,0.00,731.00,0.00,731.00,401.00,0.00,-244.00,-22.00
1966:Q4,9.00,1.00,798.00,32.00,0.00,12.00,756.00,0.00,761.00,-5.00,0.00,0.00,133.00,-302.00,0.00,-62.00,-240.00,435.00,318.00,0.00,318.00,0.00,0.00,0.00,117.00,0.00,-135.00,798.00,0.00,793.00,0.00,793.00,-298.00,0.00,303.00,9.00
1967:Q1,8.00,1.00,-185.00,-35.00,0.00,-18.00,987.00,0.00,974.00,13.00,0.00,0.00,-1064.00,-1442.00,0.00,318.00,-1760.00,378.00,206.00,0.00,206.00,-1.00,0.00,-1.00,173.00,0.00,-55.00,-206.00,0.00,-646.00,0.00,-646.00,-47.00,0.00,487.00,-14.00
1967:Q2,7.00,1.00,-265.00,-10.00,0.00,-11.00,157.00,0.00,142.00,15.00,0.00,0.00,-398.00,-561.00,0.00,312.00,-873.00,163.00,-10.00,0.00,-10.00,0.00,0.00,0.00,173.00,0.00,-3.00,-241.00,0.00,-645.00,0.00,-645.00,-56.00,0.00,460.00,30.00
1967:Q3,4.00,1.00,-269.00,-10.00,0.00,0.00,-822.00,0.00,-826.00,4.00,0.00,0.00,437.00,-116.00,0.00,64.00,-180.00,553.00,401.00,0.00,401.00,0.00,0.00,0.00,152.00,0.00,126.00,-301.00,0.00,-203.00,0.00,-203.00,497.00,0.00,-595.00,-29.00
1967:Q4,3.00,1.00,670.00,58.00,0.00,-20.00,-298.00,0.00,-284.00,-14.00,0.00,0.00,957.00,274.00,0.00,10.00,264.00,683.00,530.00,0.00,530.00,0.00,0.00,0.00,153.00,0.00,-27.00,661.00,0.00,940.00,0.00,940.00,-461.00,0.00,182.00,-7.00
1968:Q1,4.00,2.00,1111.00,-53.00,0.00,2.00,164.00,0.00,160.00,4.00,0.00,0.00,1005.00,178.00,0.00,295.00,-117.00,827.00,641.00,0.00,641.00,2.00,0.00,2.00,184.00,0.00,-7.00,1077.00,0.00,1112.00,0.00,1112.00,26.00,0.00,-61.00,-31.00
1968:Q2,8.00,2.00,1623.00,23.00,0.00,8.00,161.00,0.00,148.00,13.00,0.00,0.00,1440.00,802.00,0.00,182.00,620.00,638.00,458.00,0.00,458.00,0.00,0.00,0.00,180.00,0.00,-9.00,1651.00,0.00,1394.00,0.00,1394.00,-6.00,0.00,263.00,35.00
1968:Q3,9.00,2.00,-74.00,3.00,0.00,-2.00,-413.00,0.00,-413.00,0.00,0.00,0.00,375.00,63.00,0.00,-74.00,137.00,312.00,218.00,0.00,218.00,3.00,0.00,3.00,91.00,0.00,-37.00,-48.00,0.00,155.00,0.00,155.00,238.00,0.00,-441.00,34.00
1968:Q4,11.00,2.00,597.00,30.00,0.00,4.00,-32.00,0.00,-35.00,3.00,0.00,0.00,529.00,144.00,0.00,-89.00,233.00,385.00,321.00,0.00,321.00,2.00,0.00,2.00,62.00,0.00,66.00,562.00,0.00,568.00,0.00,568.00,-11.00,0.00,5.00,-25.00
1969:Q1,16.00,1.00,930.00,13.00,0.00,34.00,-268.00,0.00,-275.00,7.00,0.00,0.00,1138.00,425.00,0.00,353.00,72.00,713.00,520.00,0.00,520.00,2.00,0.00,2.00,191.00,0.00,13.00,909.00,0.00,1149.00,0.00,1149.00,-283.00,16.00,27.00,-6.00
1969:Q2,17.00,1.00,2407.00,22.00,0.00,44.00,60.00,0.00,59.00,1.00,0.00,0.00,2173.00,1447.00,0.00,365.00,1082.00,726.00,484.00,0.00,484.00,2.00,0.00,2.00,240.00,0.00,108.00,2451.00,0.00,2331.00,0.00,2331.00,0.00,16.00,104.00,60.00
1969:Q3,17.00,1.00,2440.00,178.00,0.00,32.00,-619.00,0.00,-609.00,-10.00,0.00,0.00,2762.00,1492.00,0.00,-35.00,1527.00,1270.00,1143.00,0.00,1143.00,8.00,0.00,8.00,119.00,0.00,87.00,2552.00,0.00,2697.00,0.00,2697.00,0.00,16.00,-161.00,128.00
1969:Q4,12.00,1.00,3398.00,-164.00,0.00,71.00,239.00,0.00,239.00,0.00,0.00,0.00,3104.00,1442.00,0.00,93.00,1349.00,1662.00,1621.00,0.00,1621.00,3.00,0.00,3.00,38.00,0.00,148.00,3298.00,0.00,2889.00,0.00,2889.00,0.00,16.00,393.00,-89.00
1970:Q1,16.00,3.00,3901.00,-70.00,0.00,7.00,1254.00,-37.00,1292.00,-1.00,0.00,0.00,2601.00,933.00,0.00,477.00,456.00,1668.00,1527.00,0.00,1527.00,22.00,0.00,22.00,119.00,0.00,109.00,3673.00,0.00,3633.00,0.00,3633.00,0.00,28.00,12.00,-215.00
1970:Q2,12.00,3.00,2004.00,13.00,0.00,287.00,-649.00,-92.00,-555.00,-2.00,0.00,0.00,2174.00,853.00,0.00,362.00,491.00,1321.00,1062.00,0.00,1062.00,97.00,0.00,97.00,162.00,0.00,179.00,2048.00,0.00,1544.00,0.00,1544.00,0.00,28.00,476.00,53.00
1970:Q3,14.00,3.00,1725.00,7.00,0.00,415.00,-234.00,248.00,-489.00,7.00,0.00,0.00,1875.00,298.00,0.00,9.00,289.00,1577.00,1375.00,0.00,1375.00,96.00,0.00,96.00,106.00,0.00,-338.00,1732.00,0.00,1593.00,0.00,1593.00,0.00,28.00,111.00,18.00
1970:Q4,23.00,3.00,2678.00,13.00,0.00,64.00,729.00,-119.00,847.00,1.00,0.00,0.00,1055.00,239.00,0.00,149.00,90.00,816.00,655.00,0.00,655.00,75.00,0.00,75.00,86.00,0.00,817.00,2673.00,0.00,1464.00,0.00,1464.00,0.00,28.00,1181.00,15.00
1971:Q1,22.00,4.00,36.00,13.00,0.00,-727.00,1107.00,-41.00,1138.00,10.00,0.00,0.00,-355.00,-396.00,0.00,529.00,-925.00,41.00,-233.00,0.00,-233.00,114.00,0.00,114.00,160.00,0.00,-2.00,10.00,0.00,-1031.00,0.00,-1031.00,0.00,6.00,1035.00,-8.00
1971:Q2,26.00,4.00,-2268.00,-18.00,0.00,54.00,-839.00,-76.00,-773.00,10.00,0.00,0.00,-1692.00,-2032.00,0.00,417.00,-2449.00,340.00,-42.00,0.00,-42.00,150.00,0.00,150.00,232.00,0.00,227.00,-2279.00,0.00,-924.00,0.00,-924.00,0.00,6.00,-1361.00,12.00
1971:Q3,28.00,4.00,1487.00,193.00,0.00,311.00,-1032.00,248.00,-1279.00,-1.00,0.00,0.00,2038.00,166.00,0.00,-230.00,396.00,1872.00,1461.00,0.00,1461.00,223.00,0.00,223.00,188.00,0.00,-23.00,1448.00,0.00,1711.00,0.00,1711.00,0.00,6.00,-269.00,-14.00
1971:Q4,29.00,4.00,1417.00,-134.00,0.00,-252.00,218.00,-131.00,348.00,1.00,0.00,0.00,1634.00,261.00,0.00,-38.00,299.00,1373.00,891.00,0.00,891.00,332.00,0.00,332.00,150.00,0.00,-49.00,1438.00,0.00,1386.00,0.00,1386.00,0.00,6.00,46.00,47.00
1972:Q1,27.00,6.00,956.00,-80.00,0.00,-5.00,1595.00,-77.00,1667.00,5.00,0.00,0.00,-669.00,-1466.00,0.00,478.00,-1944.00,797.00,315.00,0.00,315.00,260.00,0.00,260.00,222.00,0.00,115.00,920.00,0.00,430.00,0.00,430.00,0.00,4.00,486.00,-15.00
1972:Q2,28.00,6.00,1251.00,25.00,0.00,773.00,-906.00,18.00,-932.00,8.00,0.00,0.00,1368.00,364.00,0.00,281.00,83.00,1004.00,520.00,0.00,520.00,193.00,0.00,193.00,291.00,0.00,-9.00,1258.00,0.00,1434.00,0.00,1434.00,0.00,4.00,-180.00,29.00
1972:Q3,28.00,6.00,750.00,5.00,0.00,-153.00,-773.00,490.00,-1271.00,8.00,0.00,0.00,1707.00,591.00,0.00,-70.00,661.00,1116.00,525.00,0.00,525.00,276.00,0.00,276.00,315.00,0.00,-36.00,719.00,0.00,668.00,0.00,668.00,0.00,4.00,47.00,-9.00
1972:Q4,37.00,7.00,1035.00,2.00,0.00,-215.00,-717.00,-17.00,-712.00,12.00,0.00,0.00,2354.00,1266.00,0.00,23.00,1243.00,1088.00,489.00,0.00,489.00,250.00,0.00,250.00,349.00,0.00,-389.00,1044.00,0.00,989.00,0.00,989.00,0.00,4.00,51.00,40.00
1973:Q1,44.00,7.00,2780.00,35.00,0.00,462.00,-564.00,-255.00,-310.00,1.00,0.00,0.00,2545.00,1342.00,0.00,901.00,441.00,1203.00,475.00,0.00,475.00,255.00,0.00,255.00,473.00,0.00,302.00,2776.00,0.00,2004.00,0.00,2004.00,0.00,96.00,676.00,33.00
1973:Q2,52.00,7.00,5045.00,-24.00,0.00,729.00,-499.00,31.00,-598.00,68.00,0.00,0.00,4792.00,3113.00,0.00,388.00,2725.00,1679.00,595.00,0.00,595.00,574.00,0.00,574.00,510.00,0.00,47.00,5064.00,0.00,5038.00,0.00,5038.00,0.00,96.00,-70.00,64.00
1973:Q3,62.00,7.00,6734.00,4.00,0.00,450.00,18.00,-96.00,111.00,3.00,0.00,0.00,5664.00,3377.00,0.00,224.00,3153.00,2287.00,1306.00,0.00,1306.00,533.00,0.00,533.00,448.00,0.00,598.00,6727.00,0.00,6087.00,0.00,6087.00,0.00,96.00,544.00,48.00
1973:Q4,65.00,7.00,4217.00,83.00,0.00,640.00,833.00,127.00,697.00,9.00,0.00,0.00,2621.00,717.00,0.00,-132.00,849.00,1904.00,999.00,0.00,999.00,482.00,0.00,482.00,423.00,0.00,40.00,4266.00,0.00,3166.00,0.00,3166.00,0.00,96.00,1004.00,107.00
1974:Q1,69.00,9.00,282.00,-26.00,0.00,-1408.00,92.00,122.00,-21.00,-9.00,0.00,0.00,1865.00,736.00,0.00,888.00,-152.00,1129.00,217.00,0.00,217.00,561.00,0.00,561.00,351.00,0.00,-241.00,318.00,0.00,40.00,0.00,40.00,0.00,136.00,142.00,97.00
1974:Q2,75.00,9.00,5693.00,-54.00,0.00,329.00,-451.00,-82.00,-368.00,-1.00,0.00,0.00,6542.00,3271.00,0.00,624.00,2647.00,3271.00,1809.00,0.00,1809.00,584.00,0.00,584.00,878.00,0.00,-673.00,5715.00,0.00,5514.00,0.00,5514.00,0.00,136.00,65.00,89.00
1974:Q3,100.00,9.00,7955.00,22.00,0.00,301.00,67.00,6.00,63.00,-2.00,0.00,0.00,7255.00,3866.00,0.00,736.00,3130.00,3389.00,2115.00,0.00,2115.00,574.00,0.00,574.00,700.00,0.00,310.00,7922.00,0.00,7657.00,0.00,7657.00,110.00,136.00,19.00,59.00
1974:Q4,102.00,9.00,4220.00,45.00,0.00,-191.00,1591.00,830.00,622.00,139.00,0.00,0.00,3987.00,1432.00,0.00,400.00,1032.00,2555.00,1461.00,0.00,1461.00,487.00,0.00,487.00,607.00,0.00,-1212.00,4265.00,0.00,3391.00,0.00,3391.00,585.00,136.00,153.00,138.00
1975:Q1,93.00,8.00,643.00,-50.00,0.00,-606.00,3444.00,702.00,2807.00,-65.00,0.00,0.00,-2074.00,-3511.00,0.00,129.00,-3640.00,1437.00,3.00,0.00,3.00,219.00,0.00,219.00,1215.00,0.00,-71.00,612.00,0.00,-367.00,0.00,-367.00,258.00,23.00,698.00,54.00
1975:Q2,69.00,8.00,1216.00,-4.00,0.00,678.00,-792.00,-82.00,-725.00,15.00,0.00,0.00,910.00,-521.00,0.00,840.00,-1361.00,1431.00,583.00,0.00,583.00,40.00,0.00,40.00,808.00,0.00,424.00,1016.00,0.00,-50.00,0.00,-50.00,294.00,23.00,749.00,-139.00
1975:Q3,71.00,8.00,643.00,-26.00,0.00,-923.00,-1349.00,-850.00,-499.00,0.00,0.00,0.00,2036.00,787.00,0.00,108.00,679.00,1249.00,1170.00,0.00,1170.00,-21.00,0.00,-21.00,100.00,0.00,905.00,468.00,0.00,934.00,0.00,934.00,161.00,23.00,-650.00,-112.00
1975:Q4,86.00,9.00,2687.00,77.00,0.00,564.00,255.00,319.00,-89.00,25.00,0.00,0.00,2086.00,837.00,0.00,474.00,363.00,1249.00,737.00,0.00,737.00,3.00,0.00,3.00,509.00,0.00,-295.00,2916.00,0.00,1825.00,0.00,1825.00,151.00,23.00,917.00,307.00
1976:Q1,81.00,4.00,813.00,4.00,0.00,306.00,1513.00,409.00,1158.00,-54.00,0.00,0.00,-801.00,-1462.00,0.00,626.00,-2088.00,661.00,130.00,0.00,130.00,-135.00,0.00,-135.00,666.00,0.00,-209.00,812.00,0.00,248.00,0.00,248.00,-25.00,55.00,534.00,76.00
1976:Q2,76.00,5.00,243.00,-20.00,0.00,-381.00,27.00,265.00,-246.00,8.00,0.00,0.00,1020.00,521.00,0.00,1004.00,-483.00,499.00,-208.00,0.00,-208.00,4.00,0.00,4.00,703.00,0.00,-403.00,84.00,0.00,527.00,0.00,527.00,0.00,55.00,-498.00,-87.00
1976:Q3,86.00,5.00,2086.00,-48.00,0.00,-392.00,-194.00,-530.00,358.00,-22.00,0.00,0.00,2520.00,1234.00,0.00,446.00,788.00,1286.00,684.00,0.00,684.00,5.00,0.00,5.00,597.00,0.00,200.00,2011.00,0.00,1315.00,0.00,1315.00,-44.00,55.00,685.00,7.00
1976:Q4,99.00,5.00,1328.00,18.00,0.00,752.00,109.00,-177.00,187.00,99.00,0.00,0.00,510.00,-7.00,0.00,193.00,-200.00,517.00,-110.00,0.00,-110.00,66.00,0.00,66.00,561.00,0.00,-61.00,1356.00,0.00,370.00,0.00,370.00,-318.00,55.00,1249.00,123.00
1977:Q1,87.00,5.00,346.00,-1.00,0.00,534.00,-857.00,239.00,-1190.00,94.00,0.00,0.00,737.00,432.00,0.00,1832.00,-1400.00,36.00,-774.00,0.00,-774.00,1.00,0.00,1.00,809.00,269.00,-67.00,131.00,0.00,877.00,0.00,877.00,-1172.00,121.00,305.00,-133.00
1977:Q2,94.00,5.00,3385.00,-10.00,0.00,808.00,-1042.00,941.00,-1801.00,-182.00,0.00,0.00,3241.00,1427.00,0.00,172.00,1255.00,1794.00,811.00,0.00,811.00,121.00,0.00,121.00,862.00,20.00,388.00,3271.00,0.00,2553.00,0.00,2553.00,20.00,121.00,577.00,-25.00
1977:Q3,104.00,5.00,1197.00,48.00,0.00,-282.00,-1190.00,-594.00,-571.00,-25.00,0.00,0.00,2595.00,1574.00,0.00,237.00,1337.00,941.00,185.00,0.00,185.00,56.00,0.00,56.00,700.00,80.00,26.00,1167.00,0.00,1351.00,0.00,1351.00,80.00,121.00,-385.00,69.00
1977:Q4,125.00,5.00,2983.00,32.00,0.00,-904.00,-480.00,-353.00,131.00,-258.00,0.00,0.00,3709.00,2954.00,0.00,-165.00,3119.00,750.00,266.00,0.00,266.00,-125.00,0.00,-125.00,609.00,5.00,626.00,3136.00,0.00,2175.00,0.00,2175.00,5.00,121.00,835.00,272.00
1978:Q1,124.00,5.00,5251.00,-40.00,0.00,1462.00,-230.00,-237.00,-119.00,126.00,0.00,0.00,3537.00,1086.00,0.00,-19.00,1105.00,2376.00,1648.00,0.00,1648.00,-33.00,0.00,-33.00,761.00,75.00,522.00,5283.00,0.00,4424.00,0.00,4424.00,75.00,217.00,567.00,152.00
1978:Q2,141.00,5.00,8184.00,34.00,0.00,-169.00,544.00,-361.00,478.00,427.00,0.00,0.00,7872.00,5078.00,0.00,1082.00,3996.00,2694.00,1998.00,0.00,1998.00,-194.00,0.00,-194.00,890.00,100.00,-97.00,8174.00,0.00,6658.00,0.00,6658.00,100.00,217.00,1199.00,126.00
1978:Q3,159.00,5.00,7678.00,-50.00,0.00,248.00,-1057.00,-552.00,-223.00,-282.00,0.00,0.00,8334.00,4661.00,0.00,777.00,3884.00,3618.00,2718.00,0.00,2718.00,70.00,0.00,70.00,830.00,55.00,203.00,7673.00,0.00,5989.00,0.00,5989.00,55.00,217.00,1412.00,148.00
1978:Q4,176.00,6.00,7471.00,86.00,0.00,-118.00,135.00,-48.00,345.00,-162.00,0.00,0.00,7550.00,3820.00,0.00,308.00,3512.00,3560.00,2660.00,0.00,2660.00,149.00,0.00,149.00,751.00,170.00,-182.00,7750.00,0.00,5998.00,0.00,5998.00,170.00,217.00,1365.00,449.00
1979:Q1,180.00,4.00,7271.00,-33.00,0.00,2222.00,-566.00,-18.00,-580.00,32.00,0.00,0.00,5331.00,558.00,0.00,1347.00,-789.00,4658.00,3425.00,0.00,3425.00,65.00,0.00,65.00,1168.00,115.00,317.00,7293.00,0.00,6088.00,0.00,6088.00,115.00,219.00,871.00,198.00
1979:Q2,192.00,4.00,7624.00,55.00,0.00,-1171.00,962.00,-123.00,965.00,120.00,0.00,0.00,8237.00,4806.00,0.00,1616.00,3190.00,3321.00,1974.00,0.00,1974.00,-48.00,0.00,-48.00,1395.00,110.00,-459.00,7446.00,0.00,5205.00,0.00,5205.00,110.00,219.00,1912.00,10.00
1979:Q3,208.00,4.00,4998.00,14.00,0.00,-1165.00,-846.00,5.00,-896.00,45.00,0.00,0.00,6963.00,4095.00,0.00,570.00,3525.00,2733.00,1437.00,0.00,1437.00,110.00,0.00,110.00,1186.00,135.00,32.00,4913.00,0.00,4417.00,0.00,4417.00,135.00,219.00,142.00,119.00
1979:Q4,232.00,4.00,11263.00,136.00,0.00,678.00,804.00,284.00,308.00,212.00,0.00,0.00,9121.00,5165.00,0.00,1923.00,3242.00,3726.00,2350.00,0.00,2350.00,61.00,0.00,61.00,1315.00,230.00,524.00,11755.00,0.00,8546.00,0.00,8546.00,230.00,219.00,2760.00,720.00
1980:Q1,210.00,4.00,9726.00,-24.00,0.00,-445.00,731.00,152.00,571.00,8.00,0.00,0.00,9408.00,4075.00,0.00,1791.00,2284.00,5106.00,3199.00,0.00,3199.00,36.00,0.00,36.00,1871.00,227.00,56.00,9345.00,0.00,8773.00,0.00,8773.00,280.00,-42.00,334.00,-175.00
1980:Q2,297.00,4.00,6365.00,-16.00,0.00,3398.00,775.00,671.00,7.00,97.00,0.00,0.00,2234.00,-1613.00,0.00,145.00,-1758.00,3457.00,1448.00,0.00,1448.00,-62.00,0.00,-62.00,2071.00,390.00,-26.00,6334.00,0.00,4581.00,0.00,4581.00,395.00,-42.00,1400.00,262.00
1980:Q3,204.00,4.00,2549.00,-100.00,0.00,-2442.00,-204.00,-501.00,238.00,59.00,0.00,0.00,4945.00,2738.00,0.00,941.00,1797.00,2051.00,761.00,0.00,761.00,86.00,0.00,86.00,1204.00,156.00,350.00,2507.00,0.00,1868.00,0.00,1868.00,165.00,-42.00,516.00,159.00
1980:Q4,182.00,4.00,10860.00,167.00,0.00,1292.00,-598.00,-284.00,-373.00,59.00,0.00,0.00,9129.00,5230.00,0.00,428.00,4802.00,3538.00,2222.00,0.00,2222.00,101.00,0.00,101.00,1215.00,361.00,870.00,10821.00,0.00,9182.00,0.00,9182.00,375.00,-42.00,1306.00,139.00
1981:Q1,245.00,6.00,4554.00,-149.00,0.00,932.00,-1931.00,-107.00,-1679.00,-145.00,0.00,0.00,4323.00,1284.00,0.00,1072.00,212.00,2267.00,292.00,0.00,292.00,-20.00,0.00,-20.00,1995.00,772.00,1379.00,4602.00,0.00,3457.00,0.00,3457.00,675.00,130.00,340.00,287.00
1981:Q2,246.00,6.00,10759.00,0.00,0.00,-173.00,1947.00,33.00,1731.00,183.00,0.00,0.00,10946.00,7905.00,0.00,985.00,6920.00,2803.00,574.00,0.00,574.00,-19.00,0.00,-19.00,2248.00,238.00,-1961.00,10542.00,0.00,10015.00,0.00,10015.00,5.00,130.00,392.00,23.00
1981:Q3,323.00,6.00,16944.00,66.00,0.00,2444.00,78.00,102.00,94.00,-118.00,0.00,0.00,13944.00,9017.00,0.00,765.00,8252.00,4245.00,2391.00,0.00,2391.00,12.00,0.00,12.00,1842.00,682.00,412.00,16941.00,0.00,13321.00,0.00,13321.00,900.00,130.00,2590.00,314.00
1981:Q4,369.00,6.00,5241.00,260.00,0.00,265.00,595.00,284.00,73.00,238.00,0.00,0.00,3310.00,-499.00,0.00,-1346.00,847.00,3314.00,1794.00,0.00,1794.00,-54.00,0.00,-54.00,1574.00,495.00,811.00,5491.00,0.00,3712.00,0.00,3712.00,300.00,130.00,1349.00,613.00
1982:Q1,232.00,13.00,3204.00,-189.00,0.00,4.00,-392.00,-254.00,-30.00,-108.00,0.00,0.00,3558.00,595.00,0.00,-373.00,968.00,2747.00,1308.00,0.00,1308.00,-23.00,0.00,-23.00,1462.00,216.00,223.00,3094.00,0.00,1783.00,0.00,1783.00,400.00,83.00,828.00,109.00
1982:Q2,503.00,13.00,9864.00,-30.00,0.00,1459.00,493.00,54.00,231.00,208.00,0.00,0.00,8105.00,3926.00,0.00,690.00,3236.00,3803.00,2539.00,0.00,2539.00,-25.00,0.00,-25.00,1289.00,376.00,-163.00,9446.00,0.00,8795.00,0.00,8795.00,0.00,83.00,568.00,72.00
1982:Q3,366.00,12.00,4811.00,-64.00,0.00,722.00,3756.00,-240.00,4031.00,-35.00,0.00,0.00,2963.00,-2177.00,0.00,-421.00,-1756.00,4539.00,3855.00,0.00,3855.00,-38.00,0.00,-38.00,722.00,601.00,-2566.00,4513.00,0.00,6093.00,0.00,6093.00,0.00,83.00,-1663.00,55.00
1982:Q4,378.00,12.00,4276.00,133.00,0.00,3194.00,-2692.00,158.00,-2731.00,-119.00,0.00,0.00,214.00,-3180.00,0.00,-1539.00,-1641.00,3000.00,2624.00,0.00,2624.00,-35.00,0.00,-35.00,411.00,394.00,3427.00,4478.00,0.00,-1729.00,0.00,-1729.00,0.00,83.00,6124.00,568.00
1983:Q1,306.00,41.00,-2864.00,-61.00,0.00,713.00,-79.00,254.00,5.00,-469.00,131.00,0.00,-4003.00,-5571.00,475.00,-61.00,-5985.00,2191.00,1912.00,0.00,1912.00,-10.00,0.00,-10.00,289.00,-623.00,566.00,-3013.00,0.00,-3180.00,0.00,-3180.00,0.00,112.00,55.00,116.00
1983:Q2,263.00,41.00,781.00,-143.00,0.00,-1345.00,-258.00,-354.00,-209.00,96.00,209.00,0.00,2144.00,-289.00,776.00,158.00,-1223.00,2860.00,2389.00,0.00,2389.00,38.00,0.00,38.00,433.00,-427.00,383.00,676.00,0.00,476.00,0.00,476.00,0.00,112.00,88.00,117.00
1983:Q3,225.00,43.00,1262.00,267.00,0.00,-619.00,870.00,216.00,666.00,-236.00,224.00,0.00,927.00,-139.00,800.00,-8.00,-931.00,1424.00,1205.00,0.00,1205.00,-96.00,0.00,-96.00,315.00,-358.00,-183.00,1118.00,0.00,911.00,0.00,911.00,0.00,112.00,95.00,38.00
1983:Q4,241.00,46.00,2548.00,142.00,0.00,-1035.00,-1422.00,263.00,-2040.00,177.00,178.00,0.00,4549.00,1050.00,545.00,-586.00,1091.00,3923.00,3863.00,0.00,3863.00,-9.00,0.00,-9.00,69.00,-424.00,314.00,2830.00,0.00,3200.00,0.00,3200.00,0.00,112.00,-482.00,477.00
1984:Q1,254.00,69.00,5510.00,-1.00,0.00,710.00,411.00,-29.00,588.00,-292.00,144.00,0.00,3422.00,-382.00,327.00,636.00,-1345.00,4028.00,3884.00,0.00,3884.00,52.00,0.00,52.00,92.00,-224.00,968.00,5451.00,0.00,5543.00,0.00,5543.00,0.00,173.00,-265.00,126.00
1984:Q2,304.00,73.00,11953.00,-101.00,0.00,-533.00,847.00,-135.00,636.00,221.00,125.00,0.00,10995.00,8029.00,146.00,-368.00,8251.00,2295.00,1559.00,0.00,1559.00,454.00,0.00,454.00,282.00,671.00,745.00,12072.00,0.00,9045.00,0.00,9045.00,0.00,173.00,2854.00,350.00
1984:Q3,290.00,75.00,14779.00,289.00,0.00,425.00,3638.00,-167.00,3363.00,329.00,113.00,0.00,9569.00,7350.00,96.00,108.00,7146.00,1818.00,1470.00,0.00,1470.00,124.00,0.00,124.00,224.00,401.00,858.00,14781.00,0.00,12456.00,0.00,12456.00,0.00,173.00,2152.00,217.00
1984:Q4,258.00,77.00,8960.00,394.00,0.00,7741.00,-3395.00,231.00,-3704.00,-30.00,108.00,0.00,3643.00,-218.00,177.00,-2011.00,1616.00,3717.00,3828.00,0.00,3828.00,229.00,0.00,229.00,-340.00,144.00,577.00,9056.00,0.00,3386.00,0.00,3386.00,0.00,173.00,5497.00,278.00
1985:Q1,105.00,112.00,3308.00,-402.00,0.00,-2797.00,2088.00,-157.00,2626.00,-475.00,94.00,0.00,4544.00,-778.00,231.00,-1079.00,70.00,5253.00,5158.00,0.00,5158.00,242.00,0.00,242.00,-147.00,69.00,-125.00,3424.00,0.00,3922.00,0.00,3922.00,0.00,262.00,-760.00,109.00
