1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q3,328797.00,74980.00,40436.00,3117.00,9971.00,9971.00,0.00,38352.00,38352.00,0.00,75167.00,86774.00,58864.00,3489.00,24422.00,1255524.00,1044726.00,139569.00,93716.00,811441.00,54615.00,23542.00,8497.00,124144.00
1987:Q4,330855.00,75214.00,40390.00,3118.00,9799.00,9799.00,0.00,37909.00,37909.00,0.00,76252.00,88173.00,57753.00,3461.00,26959.00,1266533.00,1058231.00,140669.00,94829.00,822733.00,56506.00,23851.00,3083.00,124862.00
1988:Q1,343757.00,76787.00,42658.00,3875.00,9796.00,9796.00,0.00,40185.00,40185.00,0.00,78516.00,91939.00,57433.00,3387.00,31120.00,1293943.00,1076785.00,142093.00,94608.00,840085.00,60292.00,24369.00,3290.00,129207.00
1988:Q2,359004.00,78201.00,44704.00,4558.00,9897.00,9897.00,0.00,43716.00,43716.00,0.00,81939.00,95989.00,57435.00,3398.00,35156.00,1322284.00,1102220.00,146079.00,96350.00,859791.00,57996.00,25051.00,3464.00,133552.00
1988:Q3,372253.00,79028.00,45875.00,4948.00,10079.00,10079.00,0.00,47078.00,47078.00,0.00,85529.00,99716.00,57651.00,3498.00,38567.00,1352073.00,1126779.00,148502.00,99095.00,879182.00,57922.00,25860.00,3613.00,137898.00
1988:Q4,381797.00,79791.00,46957.00,5310.00,10318.00,10318.00,0.00,47846.00,47846.00,0.00,88294.00,103281.00,58155.00,3522.00,41603.00,1381341.00,1141944.00,149960.00,93845.00,898139.00,63925.00,26761.00,6467.00,142243.00
1989:Q1,387312.00,80372.00,47728.00,5567.00,10655.00,10655.00,0.00,46631.00,46631.00,0.00,90464.00,105895.00,59509.00,3181.00,43205.00,1400442.00,1152963.00,151423.00,96130.00,905410.00,65171.00,27852.00,6995.00,147461.00
1989:Q2,388602.00,80221.00,47395.00,5455.00,11129.00,11129.00,0.00,43064.00,43064.00,0.00,92268.00,109070.00,61603.00,2785.00,44682.00,1422473.00,1168109.00,156759.00,97685.00,913665.00,64939.00,29234.00,7512.00,152679.00
1989:Q3,388403.00,80064.00,47061.00,5344.00,11605.00,11605.00,0.00,39090.00,39090.00,0.00,93781.00,111458.00,63207.00,2716.00,45535.00,1442256.00,1179861.00,160650.00,96261.00,922950.00,66361.00,30543.00,7594.00,157897.00
1989:Q4,389833.00,80976.00,48351.00,5775.00,11946.00,11946.00,0.00,35146.00,35146.00,0.00,95080.00,112559.00,63763.00,2784.00,46012.00,1459913.00,1190194.00,162723.00,97877.00,929594.00,66469.00,31417.00,8717.00,163116.00
1990:Q1,391230.00,81907.00,49581.00,6185.00,12183.00,12183.00,0.00,33520.00,33520.00,0.00,96140.00,111714.00,63420.00,2588.00,45706.00,1464455.00,1193623.00,162736.00,99343.00,931544.00,67828.00,31781.00,8928.00,162295.00
1990:Q2,390875.00,82404.00,50159.00,6378.00,12347.00,12347.00,0.00,32654.00,32654.00,0.00,96941.00,109993.00,61951.00,2516.00,45526.00,1464582.00,1194737.00,165597.00,98728.00,930412.00,67270.00,31863.00,9238.00,161474.00
1990:Q3,392457.00,83368.00,51449.00,6808.00,12452.00,12452.00,0.00,32004.00,32004.00,0.00,97495.00,108881.00,60467.00,2443.00,45971.00,1462403.00,1195230.00,166892.00,99054.00,929284.00,65278.00,31919.00,9323.00,160653.00
1990:Q4,391493.00,83198.00,51019.00,6665.00,12512.00,12512.00,0.00,31052.00,31052.00,0.00,97817.00,109230.00,60023.00,2417.00,46790.00,1452610.00,1190517.00,166680.00,98949.00,924888.00,66417.00,32000.00,3843.00,159833.00
1991:Q1,391601.00,83989.00,50085.00,6353.00,12497.00,12497.00,0.00,29581.00,29581.00,0.00,97716.00,111380.00,60765.00,2344.00,48270.00,1448963.00,1183578.00,165656.00,97330.00,920593.00,69889.00,32143.00,3671.00,159681.00
1991:Q2,396249.00,85255.00,51375.00,6784.00,12373.00,12373.00,0.00,28256.00,28256.00,0.00,97500.00,114706.00,62429.00,2402.00,49876.00,1449567.00,1186636.00,167327.00,98426.00,920884.00,66997.00,32226.00,3679.00,160029.00
1991:Q3,395679.00,84504.00,52250.00,7076.00,12254.00,12254.00,0.00,26934.00,26934.00,0.00,96420.00,116241.00,64175.00,2460.00,49606.00,1434733.00,1170643.00,167718.00,98214.00,904710.00,65630.00,32372.00,3711.00,162377.00
1991:Q4,399537.00,85327.00,53228.00,7402.00,12249.00,12249.00,0.00,26024.00,26024.00,0.00,96724.00,118583.00,65021.00,2599.00,50962.00,1429607.00,1161964.00,166737.00,97596.00,897631.00,67752.00,32479.00,3937.00,163475.00
1992:Q1,407826.00,87603.00,56386.00,8456.00,12356.00,12356.00,0.00,25359.00,25359.00,0.00,97908.00,119758.00,65265.00,2529.00,51964.00,1429009.00,1154639.00,165571.00,97764.00,891303.00,70839.00,32641.00,3956.00,166934.00
1992:Q2,413261.00,88771.00,57853.00,8946.00,12560.00,12560.00,0.00,24769.00,24769.00,0.00,99961.00,120401.00,64872.00,2438.00,53092.00,1427357.00,1150356.00,168579.00,97822.00,883956.00,69787.00,32794.00,4027.00,170393.00
1992:Q3,422216.00,90652.00,59755.00,9163.00,13040.00,13040.00,0.00,24858.00,24858.00,0.00,102668.00,122081.00,64207.00,2530.00,55344.00,1422164.00,1142173.00,170036.00,97078.00,875060.00,70374.00,32956.00,4059.00,172602.00
1992:Q4,426184.00,90703.00,60195.00,9727.00,12976.00,12976.00,0.00,25169.00,25169.00,0.00,103812.00,123602.00,64103.00,2528.00,56971.00,1424387.00,1135513.00,169474.00,98412.00,867627.00,74065.00,33121.00,4376.00,177312.00
1993:Q1,433409.00,92089.00,61900.00,9449.00,13288.00,13288.00,0.00,23509.00,23509.00,0.00,106272.00,126902.00,64491.00,2632.00,59779.00,1416424.00,1123366.00,165010.00,97179.00,861177.00,77383.00,32710.00,4390.00,178576.00
1993:Q2,439134.00,92689.00,62434.00,10019.00,13386.00,13386.00,0.00,22990.00,22990.00,0.00,107041.00,130575.00,65175.00,2689.00,62711.00,1414410.00,1122735.00,170132.00,97028.00,855575.00,75235.00,32276.00,4324.00,179840.00
1993:Q3,444842.00,93173.00,62271.00,10727.00,13453.00,13453.00,0.00,22629.00,22629.00,0.00,107576.00,135014.00,65991.00,2754.00,66269.00,1409102.00,1117672.00,170403.00,97021.00,850249.00,74097.00,31850.00,4378.00,181105.00
1993:Q4,453781.00,93935.00,63605.00,10865.00,15084.00,13600.00,1484.00,21850.00,21850.00,0.00,108731.00,139711.00,66700.00,2809.00,70202.00,1409369.00,1114861.00,173860.00,95479.00,845522.00,75547.00,31387.00,5206.00,182369.00
1994:Q1,465107.00,97729.00,64735.00,11153.00,12640.00,11124.00,1516.00,20829.00,20829.00,0.00,112710.00,145312.00,67230.00,2886.00,75196.00,1413079.00,1113423.00,175713.00,96037.00,841672.00,79327.00,31496.00,5264.00,183569.00
1994:Q2,484791.00,100191.00,65545.00,13097.00,17056.00,15507.00,1549.00,22635.00,22635.00,0.00,116549.00,149718.00,67707.00,2946.00,79065.00,1424011.00,1120371.00,182362.00,96375.00,841634.00,77869.00,32000.00,5251.00,188520.00
1994:Q3,500682.00,104344.00,66512.00,13326.00,17707.00,16126.00,1581.00,22891.00,22891.00,0.00,121182.00,154720.00,68155.00,3006.00,83559.00,1435900.00,1126241.00,187235.00,96430.00,842576.00,78658.00,32320.00,5210.00,193471.00
1994:Q4,516228.00,106272.00,67176.00,15108.00,19944.00,18330.00,1614.00,23800.00,23800.00,0.00,125024.00,158904.00,68747.00,2979.00,87178.00,1448317.00,1129290.00,189177.00,99166.00,840947.00,82964.00,32807.00,4834.00,198422.00
1995:Q1,539347.00,111358.00,68800.00,15123.00,22101.00,20338.00,1763.00,23022.00,23022.00,0.00,130824.00,168119.00,69821.00,2952.00,95347.00,1466425.00,1137976.00,191612.00,100722.00,845643.00,88932.00,32898.00,4795.00,201823.00
1995:Q2,556072.00,113698.00,69532.00,16149.00,23157.00,21244.00,1913.00,22669.00,22669.00,0.00,133440.00,177427.00,70864.00,2922.00,103641.00,1482066.00,1150601.00,197179.00,100780.00,852642.00,88473.00,33006.00,4762.00,205224.00
1995:Q3,575316.00,117415.00,70711.00,16374.00,24763.00,22701.00,2062.00,22104.00,22104.00,0.00,137647.00,186302.00,70847.00,2897.00,112559.00,1500954.00,1163741.00,200339.00,101827.00,861574.00,90679.00,33156.00,4753.00,208625.00
1995:Q4,592472.00,119807.00,71459.00,17035.00,25838.00,23626.00,2212.00,21747.00,21747.00,0.00,140320.00,196267.00,71497.00,2917.00,121853.00,1519569.00,1174640.00,200633.00,104081.00,869926.00,96728.00,33358.00,2818.00,212026.00
1996:Q1,612796.00,124139.00,71990.00,16764.00,27372.00,25057.00,2315.00,21349.00,21349.00,0.00,146401.00,204780.00,71728.00,2889.00,130163.00,1549857.00,1187326.00,204222.00,105444.00,877661.00,106292.00,33834.00,3021.00,219384.00
1996:Q2,641317.00,130842.00,72955.00,17816.00,29511.00,27092.00,2419.00,20789.00,20789.00,0.00,156103.00,213301.00,71801.00,2903.00,138597.00,1585833.00,1208459.00,212589.00,105767.00,890103.00,113253.00,34412.00,2967.00,226742.00
1996:Q3,663172.00,134738.00,73947.00,18095.00,30298.00,27775.00,2523.00,20600.00,20600.00,0.00,162696.00,222798.00,72249.00,2892.00,147658.00,1619148.00,1228441.00,225786.00,102729.00,899926.00,118371.00,35249.00,2987.00,234100.00
1996:Q4,687208.00,138984.00,75005.00,19237.00,31177.00,28550.00,2627.00,20386.00,20386.00,0.00,169841.00,232578.00,72474.00,3013.00,157092.00,1654761.00,1245082.00,229829.00,105140.00,910112.00,128525.00,35675.00,4021.00,241458.00
1997:Q1,717014.00,143458.00,78302.00,20334.00,32878.00,30114.00,2764.00,19688.00,19688.00,0.00,177235.00,245119.00,72782.00,3016.00,169321.00,1700640.00,1265269.00,242272.00,106146.00,916852.00,137737.00,36794.00,4132.00,256707.00
1997:Q2,751848.00,149655.00,81320.00,20951.00,33624.00,30723.00,2901.00,19416.00,19416.00,0.00,188027.00,258855.00,72918.00,3011.00,182925.00,1752483.00,1292439.00,256238.00,105240.00,930961.00,147113.00,38074.00,4151.00,270706.00
1997:Q3,781543.00,154817.00,83795.00,22014.00,34613.00,31574.00,3039.00,19037.00,19037.00,0.00,193636.00,273631.00,73452.00,3025.00,197154.00,1800771.00,1318471.00,264294.00,110784.00,943393.00,154235.00,38974.00,4386.00,284705.00
1997:Q4,818225.00,161335.00,85715.00,22906.00,35411.00,32235.00,3176.00,18743.00,18743.00,0.00,204925.00,289190.00,73176.00,3005.00,213009.00,1848701.00,1347010.00,276569.00,109384.00,961057.00,160441.00,39941.00,3854.00,297455.00
1998:Q1,869951.00,161595.00,95401.00,24672.00,37258.00,34170.00,3088.00,20632.00,20632.00,0.00,212329.00,318065.00,74135.00,3031.00,240898.00,1921457.00,1386448.00,277519.00,111020.00,997909.00,166922.00,41243.00,3859.00,322985.00
1998:Q2,923986.00,162360.00,104587.00,27531.00,38855.00,35854.00,3001.00,22521.00,22521.00,0.00,216784.00,351348.00,74802.00,3309.00,273237.00,1999309.00,1437388.00,289583.00,113016.00,1034789.00,172565.00,40730.00,3861.00,344765.00
1998:Q3,987103.00,164643.00,115272.00,29656.00,39952.00,37039.00,2913.00,24411.00,24411.00,0.00,227918.00,385251.00,75753.00,3297.00,306201.00,2077493.00,1481029.00,297104.00,112186.00,1071739.00,184084.00,43306.00,3780.00,365295.00
1998:Q4,1040850.00,167446.00,126458.00,32573.00,40799.00,37974.00,2825.00,26299.00,26299.00,0.00,233142.00,414133.00,76223.00,3045.00,334865.00,2153788.00,1526027.00,302099.00,115141.00,1108787.00,190752.00,44061.00,3373.00,389575.00
1999:Q1,1086685.00,166202.00,139221.00,34513.00,40068.00,37275.00,2793.00,25863.00,25863.00,0.00,241091.00,439726.00,76484.00,3027.00,360215.00,2221164.00,1570547.00,313185.00,116203.00,1141159.00,197517.00,43949.00,3659.00,405492.00
1999:Q2,1126476.00,166234.00,152233.00,34727.00,39588.00,36826.00,2762.00,25271.00,25271.00,0.00,251419.00,457004.00,76907.00,3032.00,377066.00,2296901.00,1610187.00,320662.00,117882.00,1171642.00,206961.00,49595.00,3749.00,426409.00
1999:Q3,1176359.00,168775.00,165996.00,36037.00,39608.00,36878.00,2730.00,24679.00,24679.00,0.00,263327.00,477937.00,77495.00,3026.00,397416.00,2377687.00,1662150.00,335401.00,118591.00,1208159.00,216520.00,50261.00,3930.00,444825.00
1999:Q4,1225896.00,172553.00,179509.00,40708.00,39877.00,37179.00,2698.00,24087.00,24087.00,0.00,272556.00,496606.00,77309.00,3031.00,416266.00,2464857.00,1719840.00,351696.00,121232.00,1246912.00,225220.00,52989.00,3566.00,463242.00
2000:Q1,1290014.00,179677.00,197527.00,41187.00,40310.00,37675.00,2635.00,23924.00,23924.00,0.00,288726.00,518663.00,77508.00,3046.00,438109.00,2546002.00,1762971.00,360317.00,124126.00,1278528.00,235288.00,58902.00,3289.00,485552.00
2000:Q2,1360165.00,184288.00,216045.00,41462.00,40493.00,37921.00,2572.00,23760.00,23760.00,0.00,310127.00,543990.00,77796.00,3018.00,463177.00,2643766.00,1825621.00,384670.00,126084.00,1314867.00,248504.00,61712.00,3568.00,504362.00
2000:Q3,1418511.00,183887.00,232063.00,44994.00,41426.00,38917.00,2509.00,23597.00,23597.00,0.00,327177.00,565368.00,77922.00,3026.00,484419.00,2712323.00,1862433.00,390255.00,126431.00,1345747.00,258764.00,60513.00,3590.00,527023.00
2000:Q4,1472654.00,180978.00,247580.00,49393.00,42608.00,40162.00,2446.00,23434.00,23434.00,0.00,342148.00,586513.00,77211.00,3065.00,506237.00,2796065.00,1912259.00,402119.00,128666.00,1381473.00,266732.00,64640.00,3251.00,549183.00
2001:Q1,1513957.00,186196.00,250115.00,52366.00,44040.00,41329.00,2711.00,24276.00,24276.00,0.00,342111.00,614853.00,77631.00,3018.00,534204.00,2845964.00,1948751.00,414191.00,127265.00,1407294.00,266340.00,64763.00,3138.00,562973.00
2001:Q2,1557190.00,190155.00,252399.00,53986.00,45222.00,42246.00,2976.00,25115.00,25115.00,0.00,342653.00,647660.00,78144.00,3496.00,566020.00,2904800.00,1995242.00,427553.00,130340.00,1437349.00,264596.00,65078.00,3121.00,576763.00
2001:Q3,1589983.00,187852.00,253683.00,55664.00,45652.00,42412.00,3240.00,25956.00,25956.00,0.00,343626.00,677550.00,79853.00,3509.00,594187.00,2955613.00,2031809.00,436375.00,124915.00,1470518.00,262910.00,67078.00,3264.00,590553.00
2001:Q4,1629541.00,181773.00,254718.00,58981.00,46334.00,42829.00,3505.00,26797.00,26797.00,0.00,343919.00,717019.00,79999.00,3517.00,633503.00,3014062.00,2075739.00,445635.00,125069.00,1505035.00,261979.00,68689.00,3312.00,604343.00
2002:Q1,1647346.00,182469.00,258331.00,58231.00,46302.00,42831.00,3471.00,26639.00,26639.00,0.00,348578.00,726796.00,80862.00,3515.00,642418.00,3059726.00,2110063.00,449460.00,125223.00,1535379.00,267840.00,69438.00,3362.00,609023.00
2002:Q2,1667714.00,183149.00,261945.00,59241.00,46270.00,42833.00,3437.00,26482.00,26482.00,0.00,353327.00,737301.00,82172.00,3530.00,651599.00,3112078.00,2151548.00,457797.00,126608.00,1567143.00,273731.00,69679.00,3417.00,613703.00
2002:Q3,1685631.00,183820.00,265558.00,57595.00,46238.00,42835.00,3403.00,26326.00,26326.00,0.00,358077.00,748018.00,83685.00,3554.00,660779.00,3161190.00,2188756.00,463866.00,126024.00,1598866.00,280682.00,69919.00,3449.00,618384.00
2002:Q4,1708189.00,184492.00,269172.00,61325.00,46206.00,42837.00,3369.00,26167.00,26167.00,0.00,362826.00,758001.00,84470.00,3570.00,669960.00,3212186.00,2227609.00,469317.00,127706.00,1630586.00,287373.00,70160.00,3980.00,623064.00
2003:Q1,1728340.00,186025.00,280340.00,61898.00,46550.00,43351.00,3199.00,26196.00,26196.00,0.00,356544.00,770787.00,86127.00,3612.00,681048.00,3230622.00,2243837.00,469833.00,127325.00,1646678.00,283885.00,70033.00,3956.00,628911.00
2003:Q2,1748455.00,187545.00,291507.00,62471.00,46895.00,43866.00,3029.00,26226.00,26226.00,0.00,350261.00,783549.00,87233.00,3633.00,692684.00,3247049.00,2263239.00,473866.00,126675.00,1662697.00,275152.00,69905.00,3996.00,634758.00
2003:Q3,1768564.00,189064.00,302675.00,63045.00,47239.00,44380.00,2859.00,26256.00,26256.00,0.00,343979.00,796307.00,89026.00,3692.00,703588.00,3262544.00,2280451.00,476920.00,124829.00,1678702.00,267762.00,69778.00,3948.00,640605.00
2003:Q4,1788664.00,190580.00,313842.00,63618.00,47584.00,44895.00,2689.00,26284.00,26284.00,0.00,337696.00,809060.00,89182.00,4165.00,715714.00,3282078.00,2301508.00,479685.00,127102.00,1694721.00,261193.00,69650.00,3275.00,646452.00
2004:Q1,1881373.00,221119.00,306840.00,64236.00,49324.00,46220.00,3104.00,27422.00,27422.00,0.00,344356.00,868076.00,90574.00,4258.00,773244.00,3376724.00,2367099.00,492506.00,131552.00,1743041.00,270966.00,71739.00,3276.00,663644.00
2004:Q2,1974054.00,246571.00,304767.00,65004.00,51064.00,47545.00,3519.00,28561.00,28561.00,0.00,351016.00,927071.00,91941.00,4264.00,830866.00,3461757.00,2429778.00,500461.00,128881.00,1800436.00,274221.00,73827.00,3095.00,680836.00
2004:Q3,2066759.00,272032.00,302693.00,65772.00,52804.00,48870.00,3934.00,29698.00,29698.00,0.00,357675.00,986085.00,93471.00,4255.00,888358.00,3547386.00,2491886.00,507169.00,126840.00,1857877.00,278522.00,75915.00,3035.00,698028.00
2004:Q4,2159482.00,297499.00,300620.00,66541.00,54544.00,50195.00,4349.00,30836.00,30836.00,0.00,364335.00,1045108.00,93755.00,4209.00,947144.00,3637371.00,2556249.00,512636.00,128283.00,1915330.00,284875.00,78004.00,3023.00,715220.00
2005:Q1,2268741.00,316642.00,306494.00,67152.00,56063.00,51689.00,4374.00,32172.00,32172.00,0.00,380986.00,1109232.00,94645.00,4254.00,1010333.00,3769079.00,2632396.00,548794.00,123993.00,1959610.00,302335.00,80173.00,3281.00,750894.00
2005:Q2,2378023.00,335791.00,312369.00,67763.00,57582.00,53184.00,4398.00,33509.00,33509.00,0.00,397638.00,1173371.00,95687.00,4052.00,1073632.00,3904810.00,2720114.00,590195.00,125993.00,2003926.00,312563.00,82342.00,3222.00,786569.00
2005:Q3,2487380.00,354968.00,318243.00,68374.00,59102.00,54679.00,4423.00,34846.00,34846.00,0.00,414289.00,1237558.00,98261.00,4124.00,1135173.00,4039907.00,2807254.00,631127.00,127763.00,2048365.00,322805.00,84511.00,3093.00,822243.00
2005:Q4,2596778.00,374158.00,324117.00,68985.00,60621.00,56174.00,4447.00,36182.00,36182.00,0.00,430941.00,1301774.00,99280.00,4125.00,1198369.00,4180473.00,2898033.00,670525.00,134646.00,2092862.00,334528.00,86680.00,3315.00,857917.00
2006:Q1,2726705.00,392810.00,329189.00,69779.00,60989.00,56213.00,4776.00,35797.00,35797.00,0.00,440929.00,1397212.00,100271.00,4131.00,1292811.00,4325553.00,2998001.00,696840.00,137537.00,2163624.00,341284.00,88932.00,3267.00,894069.00
2006:Q2,2856685.00,411481.00,334261.00,70573.00,61358.00,56252.00,5106.00,35411.00,35411.00,0.00,450917.00,1492683.00,101721.00,4151.00,1386811.00,4471872.00,3105238.00,727832.00,142947.00,2234459.00,342693.00,91184.00,2536.00,930221.00
2006:Q3,2986657.00,430149.00,339333.00,71367.00,61726.00,56291.00,5435.00,35024.00,35024.00,0.00,460905.00,1588152.00,103090.00,4247.00,1480816.00,4615785.00,3207623.00,757482.00,144865.00,2305277.00,345993.00,93437.00,2358.00,966373.00
2006:Q4,3116647.00,448825.00,344405.00,72160.00,62093.00,56329.00,5764.00,34638.00,34638.00,0.00,470893.00,1683633.00,103723.00,4297.00,1575613.00,4764088.00,3313430.00,785817.00,151486.00,2376127.00,348868.00,95689.00,3576.00,1002525.00
2007:Q1,3236533.00,465553.00,348134.00,72703.00,62724.00,57082.00,5642.00,36499.00,36499.00,0.00,484579.00,1766341.00,104830.00,4571.00,1656940.00,4910920.00,3427283.00,819379.00,154955.00,2452949.00,357432.00,96634.00,3574.00,1025997.00
2007:Q2,3356402.00,482276.00,351864.00,73245.00,63353.00,57834.00,5519.00,38359.00,38359.00,0.00,498264.00,1849041.00,105919.00,4878.00,1738243.00,5056512.00,3542752.00,856401.00,156606.00,2529745.00,363136.00,97580.00,3576.00,1049469.00
2007:Q3,3476281.00,499002.00,355593.00,73788.00,63984.00,58587.00,5397.00,40220.00,40220.00,0.00,511950.00,1931744.00,107150.00,4951.00,1819643.00,5201682.00,3657432.00,891441.00,159442.00,2606549.00,369455.00,98525.00,3329.00,1072940.00
2007:Q4,3596101.00,515709.00,359322.00,74330.00,64613.00,59339.00,5274.00,42081.00,42081.00,0.00,525635.00,2014411.00,107403.00,5006.00,1902002.00,5349513.00,3775124.00,926667.00,165180.00,2683276.00,374906.00,99471.00,3600.00,1096412.00
2008:Q1,3620539.00,516694.00,359014.00,74591.00,62642.00,57456.00,5186.00,41337.00,41337.00,0.00,524893.00,2041367.00,109504.00,5796.00,1926067.00,5473034.00,3859101.00,953754.00,175122.00,2730225.00,384454.00,101142.00,3353.00,1124984.00
2008:Q2,3644896.00,517652.00,358705.00,74853.00,60670.00,55572.00,5098.00,40596.00,40596.00,0.00,524150.00,2068270.00,110532.00,5900.00,1951838.00,5583819.00,3946651.00,986505.00,183110.00,2777035.00,377438.00,102812.00,3362.00,1153556.00
2008:Q3,3669174.00,518582.00,358396.00,75114.00,58699.00,53689.00,5010.00,39853.00,39853.00,0.00,523408.00,2095121.00,112279.00,6091.00,1976751.00,5690525.00,4018331.00,1016752.00,177839.00,2823740.00,382011.00,104483.00,3572.00,1182128.00
2008:Q4,3693387.00,519491.00,358087.00,75375.00,56728.00,51806.00,4922.00,39109.00,39109.00,0.00,522666.00,2121931.00,111637.00,6362.00,2003932.00,5795202.00,4093992.00,1046247.00,177435.00,2870309.00,380708.00,106154.00,3650.00,1210699.00
2009:Q1,3664179.00,523230.00,356894.00,74960.00,55353.00,50390.00,4963.00,38808.00,38808.00,0.00,516084.00,2098850.00,108853.00,5771.00,1984226.00,5792092.00,4078801.00,1031753.00,175687.00,2871361.00,386590.00,104589.00,3251.00,1218861.00
2009:Q2,3634843.00,526928.00,355701.00,74545.00,53978.00,48975.00,5003.00,38506.00,38506.00,0.00,509502.00,2075684.00,106342.00,5872.00,1963469.00,5771520.00,4048563.00,1003349.00,174729.00,2870485.00,389697.00,103024.00,3213.00,1227023.00
2009:Q3,3605505.00,530624.00,354508.00,74130.00,52604.00,47560.00,5044.00,38204.00,38204.00,0.00,502920.00,2052516.00,104009.00,6065.00,1942441.00,5751164.00,4016193.00,974568.00,172012.00,2869613.00,394508.00,101459.00,3819.00,1235185.00
2009:Q4,3576322.00,534373.00,353315.00,73714.00,51229.00,46145.00,5084.00,37902.00,37902.00,0.00,496338.00,2029452.00,101833.00,6340.00,1921279.00,5730979.00,3985381.00,944247.00,172126.00,2869007.00,397573.00,99893.00,4786.00,1243347.00
2010:Q1,3614243.00,533667.00,354048.00,74492.00,51844.00,46624.00,5220.00,38945.00,38945.00,0.00,505596.00,2055651.00,109069.00,6355.00,1940226.00,5712099.00,3972430.00,937059.00,170467.00,2864905.00,409416.00,99710.00,4743.00,1225800.00
2010:Q2,3652231.00,532986.00,354781.00,75269.00,52460.00,47104.00,5356.00,39986.00,39986.00,0.00,514854.00,2081895.00,117226.00,6433.00,1958236.00,5700777.00,3965255.00,935033.00,169401.00,2860822.00,417639.00,99527.00,4817.00,1213539.00
2010:Q3,3690292.00,532330.00,355514.00,76047.00,53074.00,47583.00,5491.00,41027.00,41027.00,0.00,524112.00,2108188.00,124856.00,6736.00,1976596.00,5690356.00,3962144.00,931413.00,173971.00,2856759.00,422758.00,99344.00,4832.00,1201278.00
2010:Q4,3728284.00,531649.00,356247.00,76824.00,53689.00,48062.00,5627.00,42070.00,42070.00,0.00,533371.00,2134433.00,131705.00,6717.00,1996012.00,5672164.00,3950862.00,927437.00,170753.00,2852672.00,427828.00,99161.00,5296.00,1189017.00
2011:Q1,3777536.00,537817.00,357745.00,77036.00,53965.00,48273.00,5692.00,40618.00,40618.00,0.00,548616.00,2161739.00,129383.00,6680.00,2025676.00,5661618.00,3932583.00,917092.00,172387.00,2843103.00,440785.00,99307.00,5188.00,1183755.00
2011:Q2,3826812.00,543993.00,359242.00,77247.00,54240.00,48484.00,5756.00,39167.00,39167.00,0.00,563861.00,2189062.00,128869.00,6810.00,2053384.00,5654323.00,3915030.00,912174.00,169246.00,2833610.00,456111.00,99453.00,5236.00,1178493.00
2011:Q3,3876016.00,550144.00,360740.00,77459.00,54516.00,48695.00,5821.00,37715.00,37715.00,0.00,579106.00,2216336.00,127764.00,6973.00,2081600.00,5647210.00,3897432.00,906635.00,166743.00,2824053.00,471694.00,99599.00,5255.00,1173230.00
2011:Q4,3925138.00,556268.00,362237.00,77670.00,54791.00,48906.00,5885.00,36264.00,36264.00,0.00,594351.00,2243557.00,127036.00,7004.00,2109517.00,5643034.00,3886609.00,900943.00,171334.00,2814331.00,482650.00,99745.00,6062.00,1167968.00
2012:Q1,4000587.00,571136.00,364757.00,78424.00,55845.00,49910.00,5935.00,35661.00,35661.00,0.00,595493.00,2299271.00,129897.00,7083.00,2162291.00,5699502.00,3925634.00,914529.00,172949.00,2838155.00,485153.00,101647.00,6160.00,1180909.00
2012:Q2,4075909.00,585963.00,367276.00,79177.00,56898.00,50914.00,5984.00,35057.00,35057.00,0.00,596635.00,2354903.00,134060.00,6997.00,2213846.00,5762659.00,3971020.00,934542.00,174649.00,2861829.00,487587.00,103549.00,6654.00,1193849.00
2012:Q3,4151150.00,600761.00,369796.00,79931.00,57952.00,51918.00,6034.00,34453.00,34453.00,0.00,597777.00,2410480.00,137800.00,7097.00,2265583.00,5823006.00,4013551.00,951191.00,177009.00,2885351.00,490520.00,105451.00,6695.00,1206790.00
2012:Q4,4226286.00,615524.00,372315.00,80684.00,59005.00,52922.00,6083.00,33851.00,33851.00,0.00,598920.00,2465987.00,142457.00,7150.00,2316380.00,5884253.00,4057342.00,967998.00,180553.00,2908790.00,493495.00,107353.00,6332.00,1219731.00
2013:Q1,4302465.00,618532.00,375196.00,81190.00,59134.00,53481.00,5653.00,34101.00,34101.00,0.00,611130.00,2523182.00,135433.00,7104.00,2380645.00,5925838.00,4075289.00,969955.00,179982.00,2925352.00,505866.00,108146.00,6354.00,1230182.00
2013:Q2,4378602.00,621526.00,378077.00,81696.00,59263.00,54041.00,5222.00,34350.00,34350.00,0.00,623340.00,2580350.00,129530.00,7368.00,2443452.00,5973415.00,4103713.00,981307.00,180452.00,2941954.00,513829.00,108940.00,6300.00,1240633.00
2013:Q3,4454648.00,624489.00,380958.00,82202.00,59392.00,54600.00,4792.00,34599.00,34599.00,0.00,635551.00,2637457.00,123100.00,7623.00,2506734.00,6020261.00,4130702.00,990886.00,181295.00,2958521.00,522005.00,109733.00,6736.00,1251085.00
2013:Q4,4530775.00,627481.00,383839.00,82708.00,59520.00,55159.00,4361.00,34848.00,34848.00,0.00,647761.00,2694618.00,116367.00,7737.00,2570514.00,6068735.00,4162071.00,1000310.00,186620.00,2975141.00,527517.00,110527.00,7085.00,1261536.00
2014:Q1,4559848.00,632316.00,385962.00,83166.00,59849.00,55464.00,4385.00,35040.00,35040.00,0.00,651344.00,2712171.00,118954.00,8009.00,2585208.00,6105488.00,4181734.00,998818.00,187460.00,2995455.00,534159.00,110965.00,7270.00,1271360.00
