date,FA156000105.A,FA146000105.A,FA316000105.A,FA206000105.A,FA386000105.A,FA796000105.A,FA266000105.A,FA896000105.A,FA156300005.A,FA146300005.A,FA316300003.A,FA206300003.A,FA386300005.A,FA796300005.A,FA896300005.A,FA156006305.A,FA146006305.A,FA316006305.A,FA206006305.A,FA386006305.A,FA796006305.A,FA266000105.A,FA896006305.A,FA155090005.A,FA145090005.A,FA315090005.A,FA205090005.A,FA385090005.A,FA795090005.A,FA265090005.A,FA895090005.A,FA907005005.A,FA155050005.A,FA145050005.A,FA315050005.A,FA205050005.A,FA385050005.A,FA795019005.A,FA265420005.A,FA895050005.A,FA906000105.A,FA155111003.A,FA155111003.A,FA155111003.A,FA155012005.A,FA145012005.A,FA315012065.A,FA215012063.A,FA385012005.A,FA645012063.A,FA885012005.A,FA165013005.A,FA145013005.A,FA315013005.A,FA215013005.A,FA385013005.A,FA795013005.A,FA885013005.A,FA145020005.A,FA145020005.A,FA145020005.A,FA155420003.A,FA105420005.A,FA315420003.A,FA205420003.A,FA385420005.A,FA265420005.A,FA155000005.A,FA145000005.A,FA315000005.A,FA215000005.A,FA385000005.A,FA795000005.A,FA265000005.A,FA895000005.A,FA905000005.A,FA154090005.A,FA144090005.A,FA314090005.A,FA214090005.A,FA384090005.A,FA794090005.A,FA264090005.A,FA894090005.A,FA154190005.A,FA144190005.A,FA314190005.A,FA214190005.A,FA384190005.A,FA794190005.A,FA264190005.A,FA894190005.A,FA313011005.A,FA313111303.A,FA313011005.A,FA313111303.A,FA713011005.A,FA263011005.A,FA263111005.A,FA893011005.A,FA893111005.A,FA713014003.A,FA713014003.A,FA713014003.A,FA713014003.A,FA713014003.A,FA313112003.A,FA313112003.A,FA713012003.A,FA713012003.A,FA313112003.A,FA903012005.A,FA153091003.A,FA103091003.A,FA383091005.A,FA633091003.A,FA263191005.A,FA893091005.A,FA263191005.A,FA903091005.A,FA794010005.A,FA794110005.A,FA264016005.A,FA894010005.A,FA794110005.A,FA904010005.A,FA153020005.A,FA143020005.A,FA313020005.A,FA213020005.A,FA383020005.A,FA793020005.A,FA793120005.A,FA263020005.A,FA893020005.A,FA793120005.A,FA903020005.A,FA153030005.A,FA143030005.A,FA313030003.A,FA213030005.A,FA383030005.A,FA793030005.A,FA703130005.A,FA263030005.A,FA703130005.A,FA703130005.A,FA153034005.A,FA143034005.A,FA213034003.A,FA383034005.A,FA793034005.A,FA634090005.A,FA263034003.A,FA634090005.A,FA634090005.A,FA102051003.A,FA212051003.A,FA382051005.A,FA792050005.A,FA792150005.A,FA262051003.A,FA262151003.A,FA892050005.A,FA892150005.A,FA902050005.A,FA154022005.A,FA163162003.A,FA144022005.A,FA104122005.A,FA314022005.A,FA314122005.A,FA214022005.A,FA213162005.A,FA384022005.A,FA384122005.A,FA794022005.A,FA794122005.A,FA264022005.A,FA264122005.A,FA894122005.A,FA894122005.A,FA163069103.A,FA103069100.A,FA103169100.A,FA213069103.A,FA383069105.A,FA103169100.A,FA793069175.A,FA793169175.A,FA263069103.A,FA263169105.A,FA893169175.A,FA893169175.A,FA153061105.A,FA143061105.A,FA313161105.A,FA213061105.A,FA383061105.A,FA313161105.A,FA793061105.A,FA263061105.A,FA313161105.A,FA313161105.A,FA153061705.A,FA103061703.A,FA313061703.A,FA313161705.A,FA213061703.A,FA383061705.A,FA313161705.A,FA793061705.A,FA423161705.A,FA263061705.A,FA893161705.A,FA893161705.A,FA153062005.A,FA163162003.A,FA143062005.A,FA103162000.A,FA213062003.A,FA213162005.A,FA383062005.A,FA383162005.A,FA793062005.A,FA263062003.A,FA383162005.A,FA383162005.A,FA153063005.A,FA103163003.A,FA313063763.A,FA213063003.A,FA383063005.A,FA103163003.A,FA793063005.A,FA793163005.A,FA263063005.A,FA263163005.A,FA893163005.A,FA893163005.A,FA154023005.A,FA154123005.A,FA144023005.A,FA144123005.A,FA314023005.A,FA313165403.A,FA213065005.A,FA213169203.A,FA384023005.A,FA384123005.A,FA794023005.A,FA794123005.A,FA263069500.A,FA264123005.A,FA894123005.A,FA894123005.A,FA153168005.A,FA143168005.A,FA383168005.A,FA793068005.A,FA793168005.A,FA263168005.A,FA793068005.A,FA793068005.A,FA153069005.A,FA153169005.A,FA143169005.A,FA313069005.A,FA213169203.A,FA383069005.A,FA383169005.A,FA793069005.A,FA793169005.A,FA263069500.A,FA263169005.A,FA893169005.A,FA893169005.A,FA153065005.A,FA153165005.A,FA143065005.A,FA143165005.A,FA313065005.A,FA313165403.A,FA213065005.A,FA383065005.A,FA383165005.A,FA793065005.A,FA643165005.A,FA893065005.A,FA893065005.A,FA163066223.A,FA153166000.A,FA143066005.A,FA313066220.A,FA383066005.A,FA153166000.A,FA793066005.A,FA153166000.A,FA153166000.A,FA153064105.A,FA103164103.A,FA313064105.A,FA213064103.A,FA383064105.A,FA103164103.A,FA793064105.A,FA793164105.A,FA263064105.A,FA263164103.A,FA893064105.A,FA893064105.A,FA153064205.A,FA103064203.A,FA213064203.A,FA383064205.A,FA793064205.A,FA653164205.A,FA263064203.A,FA653164205.A,FA653164205.A,FA163170003.A,FA143070005.A,FA143170005.A,FA313070000.A,FA313170005.A,FA213070003.A,FA213170003.A,FA383070005.A,FA383170005.A,FA793070005.A,FA663170003.A,FA263070003.A,FA263170003.A,FA893070005.A,FA893170005.A,FA903070005.A,FA153040005.A,FA313140003.A,FA153040005.A,FA313140003.A,FA793040005.A,FA543140005.A,FA883140005.A,FA883140005.A,FA153050005.A,FA153050005.A,FA153050005.A,FA153050005.A,FA153050005.A,FA143178005.A,FA313078005.A,FA213078005.A,FA383078005.A,FA143178005.A,FA793178005.A,FA893078005.A,FA893178005.A,FA903078005.A,FA152090205.A,FA112090205.A,FA152090205.A,FA112090205.A,FA662090205.A,FA152090205.A,FA152090205.A,FA103092005.A,FA103092005.A,FA793092005.A,FA263192005.A,FA263192005.A,FA263192005.A,FA143192005.A,FA143192005.A,FA793192005.A,FA263092001.A,FA263092001.A,FA263092001.A,FA153090005.A,FA543077073.A,FA143090005.A,FA143190005.A,FA313090005.A,FA313190005.A,FA213093003.A,FA223073045.A,FA383090005.A,FA383190005.A,FA793090005.A,FA793190005.A,FA263190005.A,FA893090005.A,FA893190005.A,FA903090005.A,FA157005005.A,FA107005005.A,FA317005005.A,FA217005005.A,FA387005005.A,FA797005005.A,FA267005005.A,FA897005005.A,FA907005005.A
1946,38149.00,13987.38,1108.00,2593.00,55837.38,1555.62,-4917.00,52476.00,12997.00,11654.38,9952.00,1571.00,36174.38,323.62,36498.00,25152.00,2333.00,-8844.00,1022.00,19663.00,1232.00,-4917.00,15978.00,40145.96,10343.26,7640.00,1329.00,59458.22,1829.08,-4835.00,56452.30,-3976.30,23253.00,25115.92,3079.00,1699.00,53146.92,552.08,0.00,53699.00,-1223.00,15862.00,15862.00,15862.00,6794.00,1161.00,258.00,129.00,8342.00,0.00,8342.00,597.00,18013.92,2821.00,1500.00,22931.92,552.08,23484.00,6011.00,6011.00,6011.00,0.00,-70.00,0.00,70.00,0.00,0.00,16892.96,-14772.66,4561.00,-370.00,6311.30,1277.00,-4835.00,2753.30,-2753.30,23749.96,303.00,-15753.00,437.00,8736.96,3074.00,-1996.00,9814.96,6857.00,15075.66,-20314.00,807.00,2425.66,1797.00,2839.00,7061.66,-89.00,0.00,-89.00,0.00,464.00,-623.00,-248.00,-248.00,-248.00,0.00,0.00,0.00,0.00,0.00,126.00,126.00,223.00,223.00,126.00,-97.00,0.00,35.00,35.00,0.00,35.00,35.00,35.00,0.00,217.00,-462.00,-181.00,36.00,-462.00,-498.00,5198.00,1159.00,-22723.00,867.00,-15499.00,436.00,-14577.00,-397.00,-15460.00,-14577.00,883.00,6338.00,0.00,16.00,179.00,6533.00,-2.00,6535.00,4.00,6535.00,6535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,5.00,0.00,0.00,14.00,5.00,-9.00,-2269.00,0.00,-5636.00,995.00,0.00,-23079.00,-757.00,69.00,-8662.00,-22015.00,-12140.00,573.00,-732.00,-92.00,-21534.00,-21534.00,85.00,32.00,42.00,0.00,117.00,42.00,125.00,216.00,16.00,0.00,258.00,258.00,-1390.00,-5729.00,-22876.00,-352.00,-7471.00,-22876.00,-14931.00,-474.00,-22876.00,-22876.00,32.00,0.00,0.00,-203.00,-100.00,-68.00,-203.00,160.00,295.00,0.00,92.00,92.00,-52.00,0.00,61.00,0.00,-305.00,69.00,-296.00,69.00,365.00,0.00,69.00,69.00,-944.00,953.00,0.00,0.00,-944.00,953.00,2141.00,62.00,-274.00,-92.00,923.00,923.00,1561.00,6625.00,622.00,6171.00,1963.00,0.00,25.00,-21.00,4171.00,12775.00,10322.00,-1020.00,0.00,2738.00,14493.00,14493.00,-116.00,4483.00,4367.00,3545.00,-1155.00,333.00,3545.00,3545.00,39.00,-728.00,1.00,2309.00,-21.00,2348.00,-748.00,-556.00,135.00,0.00,2405.00,1792.00,1792.00,1522.00,4492.00,5.00,1687.00,-346.00,0.00,25.00,1206.00,6179.00,4973.00,0.00,6179.00,6179.00,0.00,2977.00,617.00,0.00,617.00,2977.00,2360.00,2977.00,2977.00,1008.00,1018.00,0.00,0.00,1008.00,1018.00,303.00,137.00,-64.00,92.00,1247.00,1247.00,185.00,0.00,0.00,185.00,0.00,185.00,0.00,185.00,185.00,167.00,3763.00,7849.00,-800.00,-2013.00,123.00,146.00,3086.00,6149.00,117.00,15.00,1.00,-43.00,3204.00,6121.00,2917.00,3800.00,1165.00,3800.00,1165.00,0.00,2635.00,3800.00,3800.00,6555.00,6555.00,6555.00,6555.00,6555.00,-1958.00,5813.00,0.00,5813.00,-1958.00,14.00,5813.00,-1944.00,-7757.00,570.96,570.96,570.96,570.96,0.00,570.96,570.96,211.00,211.00,19.00,230.00,230.00,230.00,-12.00,-12.00,8.00,-4.00,-4.00,-4.00,803.00,65.00,149.00,441.70,67.00,3487.00,0.00,613.00,1019.00,4606.70,3101.00,1194.00,127.00,4120.00,5927.70,1807.70,-1996.96,3644.12,-6532.00,1264.00,-3620.84,-273.46,-82.00,-3976.30,-3976.30
1947,34526.00,19969.00,11532.00,2266.00,68293.00,1404.00,-9289.00,60408.00,15600.00,14376.00,9591.00,1874.00,41441.00,422.00,41863.00,18926.00,5593.00,1941.00,392.00,26852.00,982.00,-9289.00,18545.00,38624.00,17880.00,21642.00,2514.00,80661.00,1425.00,-8567.00,73519.00,-13111.00,31588.00,25264.00,2793.00,2980.00,62625.00,635.00,0.00,63260.00,-2852.00,20447.00,20447.00,20447.00,10394.00,1815.00,35.00,198.00,12442.00,0.00,12442.00,747.00,24089.00,2758.00,2692.00,30286.00,635.00,30921.00,-550.00,-550.00,-550.00,0.00,-90.00,0.00,90.00,0.00,0.00,7036.00,-7384.00,18849.00,-466.00,18036.00,790.00,-8567.00,10259.00,-10259.00,16063.00,9567.00,14708.00,1803.00,42141.00,19026.00,-2156.00,59011.00,9027.00,16951.00,-4141.00,2269.00,24106.00,18236.00,6411.00,48753.00,1401.00,0.00,1401.00,0.00,1946.00,-2162.00,1185.00,1185.00,1185.00,0.00,0.00,0.00,0.00,0.00,-28.00,-28.00,0.00,0.00,-28.00,-28.00,0.00,-17.00,-17.00,0.00,-17.00,-17.00,-17.00,0.00,1903.00,2121.00,93.00,1996.00,2121.00,125.00,-120.00,2105.00,-552.00,733.00,2166.00,315.00,1105.00,-562.00,1919.00,1105.00,-814.00,3479.00,0.00,-9.00,159.00,3629.00,-16.00,3595.00,-18.00,3595.00,3595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,2.00,0.00,0.00,82.00,2.00,-80.00,-156.00,0.00,-354.00,2848.00,0.00,-6408.00,675.00,1611.00,165.00,-1949.00,-2388.00,404.00,657.00,-21.00,-1566.00,-1566.00,18.00,97.00,35.00,0.00,115.00,35.00,71.00,157.00,6.00,0.00,192.00,192.00,-62.00,-488.00,-6371.00,711.00,161.00,-6371.00,-7132.00,600.00,-6371.00,-6371.00,55.00,0.00,0.00,-37.00,3.00,58.00,-37.00,21.00,116.00,0.00,79.00,79.00,641.00,0.00,37.00,0.00,-39.00,1611.00,639.00,1611.00,972.00,0.00,1611.00,1611.00,-808.00,2813.00,0.00,0.00,-808.00,2813.00,3680.00,131.00,51.00,-21.00,2923.00,2923.00,1286.00,8846.00,916.00,5805.00,3971.00,0.00,25.00,19.00,6198.00,14670.00,12085.00,-389.00,0.00,4002.00,18283.00,18283.00,-18.00,3720.00,3702.00,3425.00,-447.00,170.00,3425.00,3425.00,-73.00,84.00,178.00,4064.00,19.00,3991.00,281.00,180.00,58.00,0.00,3832.00,4171.00,4171.00,1359.00,5259.00,6.00,1907.00,-93.00,0.00,25.00,1297.00,7166.00,5869.00,0.00,7166.00,7166.00,0.00,3521.00,910.00,0.00,910.00,3521.00,2611.00,3521.00,3521.00,1079.00,1093.00,0.00,0.00,1079.00,1093.00,559.00,388.00,-151.00,6.00,1487.00,1487.00,163.00,0.00,0.00,163.00,0.00,163.00,0.00,163.00,163.00,100.00,5286.00,4380.00,-100.00,-666.00,211.00,-132.00,5397.00,3682.00,100.00,15.00,-23.00,77.00,5474.00,3774.00,-1700.00,3150.00,605.00,3150.00,605.00,0.00,2545.00,3150.00,3150.00,6558.00,6558.00,6558.00,6558.00,6558.00,2186.00,9594.00,0.00,9594.00,2186.00,-109.00,9594.00,2077.00,-7517.00,86.00,86.00,86.00,86.00,0.00,86.00,86.00,727.00,727.00,22.00,749.00,749.00,749.00,1.00,1.00,9.00,10.00,10.00,10.00,538.00,81.00,904.00,551.00,403.00,2356.00,0.00,771.00,1845.00,3759.00,4418.00,1829.00,430.00,6263.00,6018.00,-245.00,-4098.00,2088.00,-10110.00,-248.00,-12368.00,-20.00,-722.00,-13111.00,-13111.00
1948,43128.00,27407.00,9330.00,2644.00,82509.00,1960.00,-2417.00,82052.00,18750.00,16939.00,8433.00,2138.00,46260.00,492.00,46752.00,24378.00,10468.00,897.00,506.00,36249.00,1468.00,-2417.00,35300.00,46946.00,23044.00,17702.00,3233.00,90925.00,1642.00,-3244.00,89323.00,-7271.00,37442.00,35007.00,4419.00,4185.00,81053.00,727.00,0.00,81780.00,272.00,22947.00,22947.00,22947.00,13381.00,2427.00,58.00,126.00,15992.00,0.00,15992.00,1114.00,27038.00,4361.00,3943.00,36456.00,727.00,37183.00,5658.00,5658.00,5658.00,0.00,-116.00,0.00,116.00,0.00,0.00,9504.00,-11963.00,13283.00,-952.00,9872.00,915.00,-3244.00,7543.00,-7543.00,18145.00,5390.00,11129.00,1508.00,36172.00,18448.00,-915.00,53705.00,8641.00,17353.00,-2154.00,2460.00,26300.00,17533.00,2329.00,46162.00,399.00,0.00,399.00,0.00,1488.00,-1531.00,356.00,356.00,356.00,0.00,0.00,0.00,0.00,0.00,-5.00,-5.00,27.00,27.00,-5.00,-32.00,0.00,-41.00,-41.00,0.00,-41.00,-41.00,-41.00,0.00,2347.00,2378.00,179.00,2526.00,2378.00,-148.00,-2361.00,-74.00,1185.00,493.00,-757.00,20.00,-582.00,481.00,-256.00,-582.00,-326.00,2201.00,0.00,6.00,271.00,2478.00,44.00,2543.00,21.00,2543.00,2543.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,-6.00,0.00,0.00,4.00,-6.00,-10.00,1045.00,0.00,715.00,4294.00,0.00,-4886.00,604.00,1334.00,2364.00,742.00,-751.00,892.00,101.00,80.00,1714.00,1714.00,131.00,51.00,-6.00,0.00,182.00,-6.00,-60.00,177.00,49.00,0.00,171.00,171.00,752.00,562.00,-5733.00,387.00,1701.00,-5733.00,-7534.00,100.00,-5733.00,-5733.00,-53.00,0.00,0.00,847.00,197.00,144.00,847.00,982.00,279.00,0.00,1126.00,1126.00,171.00,0.00,102.00,0.00,20.00,1334.00,293.00,1334.00,1041.00,0.00,1334.00,1334.00,44.00,4300.00,0.00,0.00,44.00,4300.00,4820.00,436.00,-48.00,80.00,4816.00,4816.00,1192.00,8510.00,921.00,3113.00,1376.00,0.00,54.00,70.00,3543.00,11693.00,10646.00,1149.00,0.00,1347.00,14189.00,14189.00,5.00,697.00,702.00,2020.00,1078.00,240.00,2020.00,2020.00,-6.00,101.00,416.00,1330.00,70.00,1324.00,587.00,441.00,71.00,0.00,1107.00,1765.00,1765.00,1198.00,5370.00,14.00,2000.00,46.00,0.00,54.00,1312.00,7370.00,6058.00,0.00,7370.00,7370.00,0.00,3034.00,907.00,0.00,907.00,3034.00,2127.00,3034.00,3034.00,915.00,1000.00,0.00,0.00,915.00,1000.00,346.00,182.00,-144.00,-65.00,1117.00,1117.00,148.00,0.00,0.00,148.00,0.00,148.00,0.00,148.00,148.00,80.00,2116.00,2722.00,0.00,0.00,86.00,143.00,2202.00,2945.00,74.00,10.00,-56.00,19.00,2220.00,2974.00,754.00,2843.00,213.00,2843.00,213.00,0.00,2630.00,2843.00,2843.00,6948.00,6948.00,6948.00,6948.00,6948.00,775.00,8248.00,0.00,8248.00,775.00,147.00,8248.00,922.00,-7326.00,4819.00,4819.00,4819.00,4819.00,0.00,4819.00,4819.00,695.00,695.00,26.00,721.00,721.00,721.00,29.00,29.00,5.00,34.00,34.00,34.00,395.00,51.00,1058.00,601.00,-85.00,2524.00,0.00,913.00,1368.00,4089.00,4177.00,1089.00,-88.00,5545.00,5090.00,-455.00,-3818.00,4364.00,-8372.00,-589.00,-8415.00,317.00,827.00,-7271.00,-7271.00
1949,42124.00,28252.00,-1181.00,3212.00,72407.00,2334.00,-879.00,73862.00,20262.00,18430.00,7570.00,2176.00,48438.00,539.00,48977.00,21862.00,9822.00,-8751.00,1036.00,23969.00,1795.00,-879.00,24885.00,45171.00,24617.00,6995.00,4323.00,81106.00,1734.00,-841.00,81999.00,-8137.00,38945.00,24363.00,5912.00,5596.00,74816.00,764.00,0.00,75580.00,-1718.00,25176.00,25176.00,25176.00,12451.00,2390.00,37.00,331.00,15209.00,0.00,15209.00,1318.00,24864.00,5875.00,5066.00,37123.00,764.00,37887.00,-2692.00,-2692.00,-2692.00,0.00,-199.00,0.00,199.00,0.00,0.00,6226.00,254.00,1083.00,-1273.00,6290.00,970.00,-841.00,6419.00,-6419.00,14526.00,4064.00,7227.00,813.00,26630.00,14338.00,322.00,41290.00,8300.00,3810.00,6144.00,2086.00,20340.00,13368.00,1163.00,34871.00,149.00,0.00,149.00,0.00,184.00,-164.00,169.00,169.00,169.00,0.00,0.00,0.00,0.00,0.00,-19.00,-19.00,9.00,9.00,-19.00,-28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3911.00,-3510.00,335.00,-3576.00,-3510.00,66.00,-1758.00,903.00,339.00,236.00,-280.00,119.00,-4.00,-211.00,-372.00,-4.00,368.00,2594.00,0.00,65.00,152.00,2811.00,28.00,2981.00,142.00,2981.00,2981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,-6.00,0.00,0.00,-9.00,-6.00,3.00,131.00,0.00,1962.00,2899.00,0.00,3617.00,379.00,986.00,2472.00,7502.00,5174.00,379.00,226.00,-9.00,7872.00,7872.00,70.00,85.00,-4.00,0.00,155.00,-4.00,-9.00,181.00,31.00,0.00,177.00,177.00,1439.00,1844.00,3528.00,66.00,3349.00,3528.00,79.00,100.00,3528.00,3528.00,-66.00,0.00,0.00,89.00,0.00,-66.00,89.00,46.00,-109.00,0.00,-20.00,-20.00,-905.00,0.00,33.00,0.00,313.00,986.00,-559.00,986.00,1545.00,0.00,986.00,986.00,-407.00,2903.00,0.00,0.00,-407.00,2903.00,3513.00,307.00,95.00,-9.00,3201.00,3201.00,773.00,8198.00,630.00,66.00,1284.00,0.00,81.00,-85.00,2768.00,8179.00,6530.00,937.00,0.00,182.00,9298.00,9298.00,16.00,-2026.00,-2010.00,-1325.00,971.00,-286.00,-1325.00,-1325.00,48.00,563.00,210.00,819.00,-85.00,867.00,688.00,255.00,-34.00,0.00,468.00,1122.00,1122.00,725.00,4577.00,-6.00,1882.00,465.00,0.00,81.00,1265.00,6459.00,5194.00,0.00,6459.00,6459.00,0.00,3042.00,636.00,0.00,636.00,3042.00,2406.00,3042.00,3042.00,561.00,1212.00,0.00,0.00,561.00,1212.00,994.00,331.00,-21.00,-9.00,1534.00,1534.00,275.00,0.00,0.00,275.00,0.00,275.00,0.00,275.00,275.00,33.00,-899.00,0.00,0.00,0.00,-35.00,161.00,-934.00,194.00,71.00,15.00,-41.00,-3.00,-904.00,206.00,1110.00,2751.00,84.00,2751.00,84.00,0.00,2667.00,2751.00,2751.00,7417.00,7417.00,7417.00,7417.00,7417.00,-2302.00,5241.00,0.00,5241.00,-2302.00,213.00,5241.00,-2089.00,-7330.00,1412.00,1412.00,1412.00,1412.00,0.00,1412.00,1412.00,631.00,631.00,29.00,660.00,660.00,660.00,46.00,46.00,10.00,56.00,56.00,56.00,370.00,69.00,837.00,477.00,149.00,2462.00,0.00,1024.00,1356.00,4032.00,5120.00,1663.00,173.00,6476.00,5868.00,-608.00,-3047.00,3635.00,-8176.00,-1111.00,-8699.00,599.00,-38.00,-8137.00,-8137.00
1950,54363.00,27677.00,8416.00,3117.00,93573.00,2010.00,1843.00,97426.00,22768.00,19806.00,6920.00,2179.00,51673.00,585.00,52258.00,31595.00,7871.00,1496.00,938.00,41900.00,1425.00,1843.00,45168.00,57986.00,24128.00,17054.00,2214.00,101382.00,2686.00,3214.00,107281.00,-9855.00,50053.00,36032.00,5527.00,6194.00,97806.00,868.00,0.00,98674.00,-1248.00,30690.00,30690.00,30690.00,17692.00,3052.00,46.00,340.00,21130.00,0.00,21130.00,1671.00,27479.00,5481.00,5585.00,40216.00,868.00,41084.00,5770.00,5770.00,5770.00,0.00,-269.00,0.00,269.00,0.00,0.00,7933.00,-11904.00,11527.00,-3980.00,3575.00,1818.00,3214.00,8607.00,-8607.00,21425.00,18413.00,16219.00,1757.00,57814.00,28683.00,3818.00,90315.00,13492.00,30317.00,4692.00,5737.00,54238.00,26865.00,604.00,81707.00,-284.00,0.00,-284.00,0.00,-1475.00,1743.00,-16.00,-16.00,-16.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,38.00,38.00,-10.00,-48.00,0.00,47.00,47.00,0.00,47.00,47.00,47.00,0.00,2170.00,2494.00,225.00,2395.00,2494.00,99.00,2579.00,1548.00,-238.00,451.00,4340.00,531.00,5292.00,47.00,4918.00,5292.00,374.00,2365.00,0.00,8.00,101.00,2474.00,42.00,2743.00,227.00,2743.00,2743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,9.00,0.00,0.00,54.00,9.00,-45.00,944.00,0.00,3218.00,1669.00,0.00,-395.00,693.00,4525.00,4855.00,5799.00,528.00,781.00,1448.00,251.00,6831.00,6831.00,138.00,-122.00,45.00,0.00,16.00,45.00,132.00,161.00,58.00,0.00,206.00,206.00,-756.00,3173.00,227.00,509.00,2926.00,227.00,-4099.00,1400.00,227.00,227.00,92.00,0.00,0.00,-622.00,-100.00,-8.00,-622.00,-208.00,406.00,0.00,-216.00,-216.00,1741.00,0.00,167.00,0.00,284.00,4525.00,2192.00,4525.00,2333.00,0.00,4525.00,4525.00,-271.00,1624.00,0.00,0.00,-271.00,1624.00,2370.00,214.00,-10.00,251.00,2089.00,2089.00,965.00,13322.00,1294.00,7485.00,737.00,0.00,52.00,67.00,3048.00,20874.00,19660.00,1937.00,0.00,-103.00,22708.00,22708.00,142.00,4598.00,4740.00,5743.00,1285.00,-282.00,5743.00,5743.00,269.00,713.00,602.00,420.00,67.00,689.00,1382.00,1524.00,652.00,0.00,179.00,2213.00,2213.00,696.00,7894.00,-1.00,2285.00,317.00,0.00,52.00,1064.00,10179.00,9115.00,0.00,10179.00,10179.00,0.00,4573.00,1295.00,0.00,1295.00,4573.00,3278.00,4573.00,4573.00,766.00,1288.00,0.00,0.00,766.00,1288.00,710.00,418.00,3.00,-227.00,1479.00,1479.00,211.00,0.00,0.00,211.00,0.00,211.00,0.00,211.00,211.00,67.00,11039.00,9236.00,400.00,1100.00,460.00,114.00,11899.00,10517.00,17.00,15.00,45.00,-4.00,11961.00,10528.00,-1433.00,2945.00,309.00,2945.00,309.00,0.00,2636.00,2945.00,2945.00,8212.00,8212.00,8212.00,8212.00,8212.00,7255.00,15601.00,0.00,15601.00,7255.00,160.00,15601.00,7415.00,-8186.00,2103.00,2103.00,2103.00,2103.00,0.00,2103.00,2103.00,585.00,585.00,36.00,621.00,621.00,621.00,80.00,80.00,0.00,80.00,80.00,80.00,335.00,103.00,682.00,1202.00,-5.00,3688.00,0.00,1031.00,1012.00,6024.00,6372.00,1957.00,35.00,7384.00,8016.00,632.00,-3623.00,3549.00,-8638.00,903.00,-7809.00,-675.00,-1371.00,-9855.00,-9855.00
