date,FA706000105.Q,FA705013005.Q,FA705000005.Q,FA704090005.Q,FA703025005.Q,FA713113003.Q,FA702050005.Q,FA704022005.Q,FA703069175.Q,FA703061105.Q,FA703061705.Q,FA703062005.Q,FA703063005.Q,FA704023005.Q,FA703068005.Q,FA703069005.Q,FA703065005.Q,FA703066005.Q,FA703064105.Q,FA703064205.Q,FA763040005.Q,FA763092000.Q,FA703090005.Q,FA704190005.Q,FA704110005.Q,FA703127005.Q,FA703131005.Q,FA703135005.Q,FA702150005.Q,FA704122005.Q,FA703169175.Q,FA763163005.Q,FA703169005.Q,FA763164103.Q,FA763178003.Q,FA753192003.Q,FA703190005.Q,FA763194735.Q,FA753194503.Q,FA703193005.Q,FA707005005.Q,FA763066303.Q
1956:Q2,2387.00,451.00,2396.00,8448.00,-2488.00,-328.00,-2292.00,-13496.00,-196.00,-11028.00,-2108.00,124.00,-288.00,21364.00,7804.00,152.00,9628.00,3780.00,44.00,0.00,0.00,16.00,5628.00,6052.00,-1100.00,-4472.00,11036.00,480.00,-2940.00,152.00,152.00,0.00,140.00,252.00,-252.00,12.00,2744.00,0.00,0.00,2744.00,-461.00,0.00
1956:Q3,2662.00,468.00,1196.00,13904.00,2684.00,1128.00,1872.00,-304.00,320.00,-116.00,-904.00,476.00,-80.00,13180.00,2700.00,444.00,9036.00,1000.00,44.00,0.00,0.00,16.00,-4716.00,12708.00,4512.00,556.00,6548.00,-188.00,2772.00,448.00,448.00,0.00,-124.00,120.00,972.00,12.00,-2920.00,0.00,0.00,-2920.00,998.00,0.00
1956:Q4,3298.00,473.00,-4.00,15464.00,1012.00,-472.00,-2156.00,2036.00,-48.00,1720.00,1528.00,-312.00,-852.00,13824.00,4296.00,632.00,7012.00,1884.00,52.00,0.00,0.00,24.00,1144.00,15468.00,-1476.00,1220.00,12336.00,-1412.00,-2988.00,640.00,640.00,0.00,344.00,392.00,668.00,12.00,5732.00,0.00,0.00,5732.00,2829.00,0.00
1957:Q1,2766.00,568.00,776.00,19092.00,-976.00,-1288.00,2484.00,11136.00,-120.00,8860.00,1040.00,748.00,608.00,8932.00,2020.00,208.00,5392.00,1312.00,60.00,0.00,0.00,16.00,-1272.00,18316.00,-3348.00,9880.00,13136.00,1676.00,3568.00,212.00,212.00,0.00,-1068.00,160.00,-316.00,12.00,-5596.00,0.00,0.00,-5596.00,1422.00,0.00
1957:Q2,2470.00,570.00,1760.00,11444.00,20.00,864.00,-664.00,-14776.00,-200.00,-15512.00,-760.00,968.00,728.00,17576.00,8456.00,-100.00,6216.00,3004.00,56.00,0.00,0.00,20.00,8348.00,9684.00,1396.00,-7892.00,13288.00,-384.00,-1112.00,-100.00,-100.00,0.00,472.00,80.00,-432.00,4.00,4364.00,0.00,0.00,4364.00,140.00,0.00
1957:Q3,2504.00,586.00,1016.00,13932.00,-152.00,560.00,-180.00,12664.00,256.00,11208.00,-208.00,780.00,628.00,9600.00,-136.00,844.00,7236.00,1656.00,68.00,0.00,0.00,20.00,-8648.00,12916.00,2480.00,2448.00,7540.00,424.00,148.00,848.00,848.00,0.00,160.00,556.00,552.00,4.00,-2244.00,0.00,0.00,-2244.00,902.00,0.00
1957:Q4,2931.00,575.00,1176.00,8672.00,1404.00,-236.00,-1368.00,-1484.00,432.00,-7348.00,2976.00,1600.00,856.00,7016.00,-1564.00,408.00,6552.00,1620.00,76.00,0.00,0.00,20.00,3244.00,7496.00,-4548.00,-6492.00,14356.00,-844.00,-2660.00,412.00,412.00,0.00,584.00,296.00,520.00,4.00,5868.00,0.00,0.00,5868.00,1180.00,0.00
1958:Q1,2376.00,592.00,2124.00,25128.00,-1312.00,-792.00,2456.00,20800.00,1408.00,12464.00,3204.00,2512.00,1212.00,2552.00,-3520.00,896.00,5944.00,-768.00,92.00,0.00,0.00,12.00,1320.00,23004.00,-5736.00,10800.00,14716.00,8788.00,2268.00,904.00,904.00,0.00,-2276.00,76.00,244.00,4.00,-6784.00,0.00,0.00,-6784.00,-340.00,0.00
1958:Q2,2046.00,569.00,1908.00,40228.00,368.00,-80.00,-248.00,15948.00,188.00,10584.00,-1960.00,5224.00,1912.00,14204.00,4272.00,-644.00,9392.00,1184.00,124.00,0.00,0.00,12.00,9900.00,38320.00,-1228.00,14868.00,15700.00,4852.00,4.00,-648.00,-648.00,0.00,932.00,0.00,-784.00,4.00,4620.00,0.00,0.00,4620.00,-431.00,0.00
1958:Q3,2058.00,561.00,1496.00,3316.00,-32.00,-636.00,252.00,10332.00,-64.00,7836.00,1216.00,2192.00,-848.00,7156.00,-4928.00,-296.00,11488.00,892.00,116.00,0.00,0.00,12.00,-13884.00,1820.00,6348.00,-15512.00,11768.00,-1412.00,1320.00,-300.00,-300.00,0.00,324.00,24.00,300.00,4.00,-1044.00,0.00,0.00,-1044.00,1.00,0.00
1958:Q4,2914.00,583.00,64.00,29724.00,632.00,-612.00,-2628.00,2524.00,-664.00,1608.00,1228.00,608.00,-256.00,22584.00,8936.00,-408.00,11664.00,2392.00,52.00,0.00,0.00,16.00,7156.00,29660.00,-1728.00,12592.00,14900.00,-1864.00,-3584.00,-412.00,-412.00,0.00,1152.00,108.00,140.00,4.00,8352.00,0.00,0.00,8352.00,2267.00,0.00
1959:Q1,2344.00,597.00,860.00,14604.00,-356.00,696.00,3332.00,-4564.00,-196.00,-3288.00,-1400.00,916.00,-596.00,14888.00,1760.00,-544.00,10272.00,3400.00,16.00,0.00,0.00,12.00,580.00,13744.00,1616.00,4464.00,10248.00,-440.00,4352.00,-544.00,-544.00,0.00,-844.00,208.00,-484.00,4.00,-4836.00,0.00,0.00,-4836.00,887.00,0.00
1959:Q2,2447.00,618.00,1524.00,24580.00,844.00,-1136.00,-320.00,-12032.00,-664.00,-10948.00,-1160.00,584.00,156.00,30036.00,12076.00,-224.00,13220.00,4964.00,-64.00,0.00,0.00,16.00,7236.00,23056.00,1708.00,1716.00,13648.00,-1680.00,1020.00,-228.00,-228.00,0.00,1800.00,52.00,-968.00,12.00,5976.00,0.00,0.00,5976.00,305.00,0.00
1959:Q3,2624.00,642.00,1576.00,8920.00,-828.00,68.00,-1372.00,-7084.00,332.00,-7900.00,372.00,368.00,-256.00,27996.00,9760.00,-132.00,13156.00,5212.00,-76.00,0.00,0.00,12.00,-9796.00,7344.00,1712.00,3416.00,8128.00,-2164.00,-2212.00,-136.00,-136.00,0.00,1032.00,100.00,-172.00,12.00,-2372.00,0.00,0.00,-2372.00,406.00,0.00
1959:Q4,2684.00,639.00,956.00,10944.00,-608.00,-948.00,-1916.00,-9984.00,-52.00,-9140.00,-12.00,-276.00,-504.00,25620.00,10364.00,728.00,10816.00,3712.00,-68.00,0.00,0.00,16.00,-1168.00,9988.00,-392.00,-3744.00,11160.00,-2680.00,-2756.00,736.00,736.00,0.00,1356.00,168.00,-212.00,20.00,6332.00,0.00,0.00,6332.00,1089.00,0.00
1960:Q1,2400.00,651.00,1536.00,8780.00,1368.00,448.00,3924.00,-10872.00,60.00,-11420.00,1052.00,-100.00,-464.00,17136.00,3580.00,884.00,8700.00,3972.00,-80.00,0.00,0.00,16.00,-3160.00,7244.00,-612.00,2056.00,9956.00,-1252.00,6928.00,892.00,892.00,0.00,-2456.00,96.00,480.00,12.00,-8856.00,0.00,0.00,-8856.00,213.00,0.00
1960:Q2,2539.00,649.00,2044.00,20468.00,1116.00,-2196.00,-48.00,-2880.00,316.00,-2156.00,12.00,-972.00,-80.00,20068.00,6728.00,112.00,9444.00,3784.00,16.00,0.00,0.00,12.00,4380.00,18424.00,-1704.00,5124.00,12080.00,2128.00,-1724.00,112.00,112.00,0.00,1000.00,192.00,708.00,20.00,488.00,0.00,0.00,488.00,-154.00,0.00
1960:Q3,2555.00,624.00,1832.00,25240.00,-876.00,4056.00,-832.00,15804.00,508.00,12768.00,692.00,1528.00,308.00,15428.00,252.00,1128.00,11064.00,2984.00,64.00,0.00,0.00,16.00,-8420.00,23408.00,5804.00,3824.00,12804.00,4640.00,-1340.00,1140.00,1140.00,0.00,-136.00,84.00,1460.00,20.00,-4892.00,0.00,0.00,-4892.00,99.00,0.00
1960:Q4,2479.00,597.00,2932.00,26296.00,-272.00,-6680.00,-2512.00,10264.00,796.00,5576.00,2048.00,1776.00,68.00,14800.00,1864.00,1380.00,9756.00,1800.00,80.00,0.00,0.00,16.00,10600.00,23364.00,-1436.00,-2524.00,12064.00,8736.00,-3964.00,1392.00,1392.00,0.00,980.00,116.00,1348.00,20.00,6632.00,0.00,0.00,6632.00,-1051.00,0.00
1961:Q1,2516.00,587.00,1524.00,22520.00,804.00,-1804.00,3992.00,11948.00,1160.00,6360.00,728.00,3596.00,104.00,15828.00,1104.00,844.00,9440.00,4440.00,44.00,0.00,0.00,16.00,-8308.00,20996.00,-4704.00,6448.00,23544.00,-424.00,4920.00,856.00,856.00,0.00,-2016.00,88.00,-372.00,20.00,-7364.00,0.00,0.00,-7364.00,405.00,0.00
1961:Q2,2373.00,616.00,2920.00,27404.00,-1892.00,1276.00,-4000.00,6612.00,308.00,8212.00,-44.00,-1316.00,-548.00,12424.00,316.00,196.00,12276.00,-364.00,56.00,0.00,0.00,20.00,12908.00,24484.00,1084.00,-164.00,18612.00,5440.00,-4088.00,200.00,200.00,0.00,1568.00,52.00,-1648.00,12.00,3416.00,0.00,0.00,3416.00,-1163.00,0.00
1961:Q3,2365.00,641.00,1832.00,41168.00,2552.00,236.00,4484.00,23300.00,1108.00,16660.00,-236.00,6144.00,-376.00,22796.00,6788.00,592.00,14028.00,1388.00,68.00,0.00,0.00,16.00,-12284.00,39336.00,3596.00,14700.00,10748.00,6400.00,5224.00,596.00,596.00,0.00,1020.00,44.00,-724.00,12.00,-2280.00,0.00,0.00,-2280.00,-109.00,0.00
1961:Q4,2349.00,703.00,2688.00,32556.00,-92.00,1516.00,-4624.00,-952.00,1252.00,-6464.00,2200.00,2724.00,-664.00,27452.00,9580.00,992.00,14160.00,2720.00,96.00,0.00,0.00,16.00,9144.00,29868.00,1972.00,-88.00,20268.00,-1632.00,-5392.00,1000.00,1000.00,0.00,2152.00,528.00,-824.00,12.00,11872.00,0.00,0.00,11872.00,-1043.00,0.00
1962:Q1,2537.00,766.00,-32.00,25668.00,356.00,440.00,5192.00,10124.00,-536.00,3284.00,1556.00,5448.00,372.00,18424.00,4724.00,-708.00,12560.00,1848.00,124.00,0.00,0.00,20.00,-9012.00,25700.00,-8052.00,5028.00,27592.00,5644.00,5676.00,-716.00,-716.00,0.00,-2044.00,236.00,524.00,12.00,-8200.00,0.00,0.00,-8200.00,1803.00,0.00
1962:Q2,2780.00,798.00,1888.00,32700.00,-1676.00,-160.00,-4180.00,6116.00,-816.00,392.00,1244.00,5788.00,-492.00,23356.00,1156.00,-604.00,17812.00,4992.00,164.00,0.00,0.00,16.00,9064.00,30812.00,1092.00,852.00,24192.00,3764.00,-4532.00,-612.00,-612.00,0.00,2464.00,16.00,132.00,12.00,3432.00,0.00,0.00,3432.00,94.00,0.00
1962:Q3,2849.00,779.00,748.00,34980.00,2880.00,1224.00,2664.00,1432.00,532.00,-1612.00,-1064.00,3660.00,-84.00,31240.00,9796.00,-244.00,18852.00,2836.00,168.00,0.00,0.00,20.00,-4648.00,34232.00,6960.00,3064.00,21836.00,-212.00,3312.00,-244.00,-244.00,0.00,1116.00,80.00,932.00,12.00,-2624.00,0.00,0.00,-2624.00,1322.00,0.00
1962:Q4,2822.00,715.00,4056.00,51904.00,1760.00,-1236.00,-2260.00,8656.00,200.00,-1380.00,4296.00,5268.00,272.00,36484.00,13216.00,1424.00,18136.00,3708.00,140.00,0.00,0.00,20.00,8340.00,47848.00,-4152.00,9832.00,29596.00,2156.00,-2868.00,1436.00,1436.00,0.00,1732.00,52.00,396.00,12.00,9656.00,0.00,0.00,9656.00,-1950.00,0.00
1963:Q1,2727.00,761.00,336.00,22136.00,-1880.00,-1172.00,4964.00,9412.00,520.00,5540.00,4.00,3288.00,60.00,23424.00,1840.00,-204.00,17324.00,4464.00,132.00,0.00,0.00,20.00,-12764.00,21800.00,-4272.00,-1308.00,28864.00,4504.00,6060.00,-204.00,-204.00,0.00,-3860.00,36.00,412.00,0.00,-8432.00,0.00,0.00,-8432.00,1630.00,0.00
1963:Q2,2643.00,728.00,2248.00,41804.00,-1636.00,256.00,-3908.00,1612.00,-208.00,-3480.00,264.00,5804.00,-768.00,33568.00,5448.00,444.00,22388.00,5288.00,116.00,0.00,0.00,20.00,11776.00,39556.00,840.00,6368.00,25088.00,2660.00,-4360.00,448.00,448.00,0.00,3024.00,84.00,-1192.00,0.00,6596.00,0.00,0.00,6596.00,-333.00,0.00
