date,FU646000105.Q,FU645013005.Q,FU645012063.Q,FU644090005.Q,FU643020005.Q,FU644022005.Q,FU643061773.Q,FU643063005.Q,FU643065005.Q,FU643065105.Q,FU643065405.Q,FU643065505.Q,FU643090005.Q,FU644190005.Q,FU642151073.Q,FU644122005.Q,FU643169173.Q,FU643163005.Q,FU644123005.Q,FU643168005.Q,FU643169373.Q,FU643165005.Q,FU643164103.Q,FU643193005.Q,FU647005005.Q,FU643065045.Q,FU643061743.Q,FU643065143.Q,FU643065443.Q,FU643065543.Q
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,13.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,17.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,6.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,6.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,6.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,6.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,7.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,7.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,7.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,7.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,8.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,8.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,8.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,8.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,8.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,9.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,9.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,9.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,9.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,9.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,9.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,9.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,8.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,9.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,9.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,10.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,10.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,9.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,9.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,11.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,10.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,9.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,11.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,11.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,12.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,13.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,14.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,13.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,14.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,15.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,15.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,16.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,17.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,17.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,17.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,16.00,46.00,4.00,150.00,0.00,0.00,0.00,0.00,151.00,0.00,0.00,151.00,-1.00,163.00,0.00,0.00,0.00,0.00,145.00,105.00,0.00,40.00,18.00,0.00,-21.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,15.00,46.00,6.00,233.00,0.00,0.00,0.00,0.00,232.00,10.00,30.00,192.00,1.00,248.00,0.00,0.00,0.00,0.00,142.00,102.00,0.00,40.00,106.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,16.00,47.00,8.00,155.00,0.00,0.00,0.00,0.00,156.00,16.00,13.00,127.00,-1.00,170.00,0.00,0.00,0.00,0.00,208.00,128.00,0.00,80.00,-38.00,0.00,-23.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,21.00,49.00,12.00,292.00,0.00,0.00,0.00,0.00,291.00,9.00,32.00,250.00,1.00,310.00,0.00,0.00,0.00,0.00,271.00,231.00,0.00,40.00,39.00,0.00,-22.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,22.00,53.00,17.00,162.00,0.00,0.00,0.00,0.00,162.00,15.00,74.00,73.00,0.00,182.00,0.00,0.00,0.00,0.00,216.00,59.00,0.00,157.00,-34.00,0.00,-28.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,25.00,55.00,1.00,283.00,0.00,0.00,0.00,0.00,283.00,34.00,66.00,183.00,0.00,304.00,0.00,20.00,0.00,20.00,96.00,85.00,0.00,11.00,188.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,25.00,57.00,4.00,223.00,0.00,0.00,0.00,0.00,223.00,45.00,89.00,89.00,0.00,244.00,0.00,64.00,0.00,64.00,76.00,66.00,0.00,10.00,104.00,0.00,-15.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,28.00,58.00,8.00,509.00,0.00,0.00,0.00,0.00,509.00,84.00,189.00,236.00,0.00,534.00,0.00,11.00,0.00,11.00,231.00,179.00,0.00,52.00,292.00,0.00,-13.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,31.00,61.00,2.00,348.00,0.00,0.00,0.00,0.00,348.00,152.00,273.00,-77.00,0.00,382.00,0.00,207.00,0.00,207.00,-161.00,-164.00,0.00,3.00,336.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,30.00,61.00,3.00,388.00,0.00,0.00,0.00,0.00,389.00,61.00,126.00,202.00,-1.00,423.00,0.00,98.00,0.00,98.00,121.00,106.00,0.00,15.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,25.00,62.00,10.00,409.00,0.00,0.00,0.00,0.00,408.00,63.00,132.00,213.00,1.00,447.00,0.00,0.00,0.00,0.00,69.00,-3.00,0.00,72.00,378.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,22.00,61.00,6.00,752.00,0.00,0.00,0.00,0.00,752.00,116.00,245.00,391.00,0.00,797.00,0.00,200.00,0.00,200.00,165.00,139.00,0.00,26.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,18.00,75.00,5.00,479.00,0.00,0.00,0.00,0.00,418.00,64.00,137.00,217.00,61.00,539.00,0.00,115.00,0.00,115.00,291.00,255.00,0.00,36.00,133.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,22.00,77.00,9.00,609.00,0.00,0.00,0.00,0.00,653.00,103.00,212.00,338.00,-44.00,673.00,0.00,264.00,0.00,264.00,162.00,128.00,0.00,34.00,247.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,15.00,78.00,8.00,627.00,0.00,0.00,0.00,0.00,540.00,-29.00,255.00,314.00,87.00,696.00,0.00,228.00,312.00,-84.00,216.00,199.00,0.00,17.00,252.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,23.00,80.00,12.00,751.00,0.00,0.00,0.00,0.00,688.00,42.00,305.00,341.00,63.00,831.00,0.00,589.00,468.00,121.00,67.00,20.00,0.00,47.00,175.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,11.00,104.00,17.00,1400.00,0.00,0.00,0.00,0.00,932.00,101.00,616.00,215.00,468.00,1501.00,0.00,678.00,542.00,136.00,508.00,459.00,0.00,49.00,249.00,66.00,-9.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,7.00,106.00,28.00,1362.00,0.00,0.00,0.00,0.00,1084.00,228.00,398.00,458.00,278.00,1467.00,0.00,743.00,615.00,128.00,323.00,121.00,0.00,202.00,267.00,134.00,-22.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,8.00,108.00,21.00,953.00,0.00,0.00,0.00,0.00,702.00,-32.00,359.00,375.00,251.00,1065.00,0.00,713.00,663.00,50.00,60.00,-52.00,0.00,112.00,199.00,93.00,-10.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,15.00,113.00,28.00,1605.00,0.00,0.00,0.00,0.00,1475.00,128.00,668.00,679.00,130.00,1734.00,0.00,700.00,640.00,60.00,915.00,807.00,0.00,108.00,103.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00
