date,FA386000105.Q,FA385090005.Q,FA385050005.Q,FA155111003.Q,FA385012005.Q,FA385013005.Q,FA145020005.Q,FA385420005.Q,FA385000005.Q,FA384090005.Q,FA313011005.Q,FA383091005.Q,FA383020005.Q,FA383030005.Q,FA383034005.Q,FA382051005.Q,FA384022005.Q,FA383069105.Q,FA383061105.Q,FA383061705.Q,FA383062005.Q,FA383063005.Q,FA384023005.Q,FA383069005.Q,FA383065005.Q,FA383066005.Q,FA383064105.Q,FA383064205.Q,FA383070005.Q,FA153040005.Q,FA153050005.Q,FA383078005.Q,FA152090205.Q,FA103092005.Q,FA383090005.Q,FA384190005.Q,FA313111303.Q,FA713014003.Q,FA313112003.Q,FA384122005.Q,FA103169100.Q,FA313161105.Q,FA313161705.Q,FA383162005.Q,FA103163003.Q,FA384123005.Q,FA383168005.Q,FA383169005.Q,FA383165005.Q,FA153166000.Q,FA103164103.Q,FA383170005.Q,FA313140003.Q,FA143178005.Q,FA112090205.Q,FA143192005.Q,FA383190005.Q,FA387005005.Q
1981:Q2,920309.00,993857.00,942623.00,224009.00,138921.00,567980.00,11713.00,0.00,51234.00,523654.00,3412.00,108.00,-28088.00,87368.00,55064.00,-5472.00,90868.00,-34332.00,90732.00,16460.00,18088.00,-80.00,72689.00,16996.00,51528.00,4165.00,-38551.00,5500.00,62931.00,10536.00,174132.00,-29807.00,9678.00,22256.00,31031.00,472420.00,0.00,1000.00,396.00,154132.00,15212.00,74108.00,-636.00,34920.00,30528.00,294173.00,75028.00,49096.00,147128.00,22921.00,-5400.00,50208.00,1336.00,-2344.00,9078.00,17716.00,-47875.00,-73548.00
1981:Q3,989546.00,1064572.00,993880.00,234227.00,129805.00,585888.00,43960.00,0.00,70692.00,685137.00,1740.00,4336.00,5768.00,96248.00,129444.00,-1588.00,56196.00,-27744.00,46316.00,13600.00,32264.00,-8240.00,43921.00,13212.00,33124.00,-2415.00,-52047.00,3276.00,30475.00,8900.00,179320.00,-10476.00,20256.00,8152.00,161216.00,614445.00,0.00,1000.00,432.00,154604.00,22216.00,64688.00,-248.00,50060.00,17888.00,243949.00,60476.00,41236.00,114372.00,27865.00,-26600.00,11260.00,-96.00,-2512.00,20832.00,18512.00,193064.00,-75025.00
1981:Q4,972467.00,1001980.00,974857.00,220203.00,118580.00,611267.00,24807.00,0.00,27122.00,518077.00,456.00,7564.00,52920.00,105380.00,79000.00,-13536.00,45864.00,6244.00,-26164.00,19308.00,26052.00,20424.00,77469.00,35728.00,45380.00,-3639.00,-50876.00,5460.00,2915.00,9732.00,161236.00,-17158.00,5154.00,8672.00,37825.00,490955.00,0.00,0.00,512.00,220372.00,20832.00,123844.00,-264.00,49484.00,26476.00,195445.00,30200.00,54716.00,103248.00,7281.00,-25000.00,-14704.00,1440.00,-16400.00,5694.00,39820.00,83776.00,-29512.00
1982:Q1,949775.00,922419.00,924035.00,226607.00,113128.00,605766.00,-21466.00,0.00,-1616.00,618367.00,4076.00,-9280.00,43896.00,131368.00,32172.00,-6916.00,102672.00,15416.00,43900.00,-23104.00,68724.00,-2264.00,31393.00,-6576.00,40448.00,-2479.00,-24700.00,5236.00,-15449.00,7676.00,156220.00,-27040.00,-44559.00,17489.00,214114.00,619983.00,0.00,1000.00,416.00,245196.00,12928.00,139172.00,-2392.00,63848.00,31640.00,237681.00,118212.00,-3792.00,100636.00,22625.00,-7500.00,-4328.00,140.00,-15616.00,-44667.00,7021.00,200640.00,27356.00
1982:Q2,972855.00,962747.00,938129.00,229172.00,111135.00,601988.00,-4166.00,0.00,24618.00,454750.00,4370.00,4976.00,-46350.00,95744.00,47744.00,8744.00,135892.00,28896.00,86724.00,-4256.00,49248.00,-24720.00,54489.00,29776.00,23040.00,1673.00,-14662.00,2436.00,24127.00,8144.00,181924.00,-19056.00,-68945.00,11829.00,23344.00,430131.00,0.00,1000.00,348.00,182488.00,-1940.00,101124.00,-84.00,62988.00,20400.00,225797.00,87288.00,27364.00,90456.00,20689.00,2700.00,37140.00,1456.00,-7300.00,-69265.00,7617.00,48150.00,10108.00
1982:Q3,941860.00,984082.00,940871.00,231821.00,111982.00,591270.00,5798.00,0.00,43211.00,693530.00,3342.00,-12168.00,80666.00,132120.00,107280.00,8416.00,90764.00,-29756.00,52380.00,9828.00,40848.00,17464.00,38317.00,22588.00,15876.00,-147.00,-32737.00,4472.00,16991.00,6588.00,221548.00,6052.00,-66126.00,4789.00,83215.00,650319.00,0.00,1600.00,284.00,313832.00,-11340.00,228552.00,-168.00,64868.00,31920.00,201821.00,62044.00,40992.00,89016.00,9769.00,-7500.00,44780.00,40.00,-264.00,-66502.00,10553.00,151674.00,-42223.00
1982:Q4,890375.00,829606.00,913811.00,243084.00,121406.00,589141.00,-39820.00,0.00,-84204.00,434525.00,5952.00,7180.00,75580.00,234576.00,-56328.00,2060.00,9720.00,11312.00,-24712.00,-584.00,16148.00,7556.00,80153.00,29384.00,48056.00,2713.00,-76928.00,6256.00,10787.00,8860.00,240664.00,-9.00,-51673.00,29973.00,-92298.00,518729.00,0.00,1600.00,380.00,308192.00,-24148.00,228124.00,-368.00,65880.00,38704.00,150593.00,2364.00,6324.00,119644.00,22261.00,19900.00,32420.00,1748.00,12028.00,-52817.00,12977.00,31708.00,60768.00
1983:Q1,908474.00,1008709.00,934439.00,247052.00,142924.00,579523.00,-35060.00,0.00,74270.00,712301.00,6016.00,6504.00,93100.00,216740.00,-131596.00,13096.00,177060.00,-1912.00,109100.00,-3120.00,88936.00,-15944.00,-628.00,-14828.00,21312.00,-7112.00,-35418.00,22536.00,17132.00,7664.00,238560.00,962.00,-51769.00,3808.00,128534.00,638031.00,0.00,0.00,448.00,352932.00,4296.00,260868.00,144.00,62836.00,24788.00,188488.00,-360.00,14076.00,150896.00,23876.00,22900.00,-44480.00,112.00,15040.00,-51929.00,4540.00,149980.00,-100235.00
1983:Q2,934538.00,1041672.00,1002870.00,266046.00,159615.00,584881.00,-7672.00,0.00,38802.00,747358.00,1122.00,-324.00,54734.00,165300.00,-56488.00,22104.00,168192.00,-18032.00,129272.00,6164.00,67528.00,-16740.00,35808.00,15728.00,11800.00,8280.00,-14912.00,30192.00,72364.00,9480.00,270892.00,19264.00,-50164.00,10576.00,9219.00,708557.00,0.00,0.00,532.00,353340.00,-20988.00,244236.00,-172.00,85772.00,44492.00,274436.00,-2100.00,62728.00,175868.00,37940.00,36900.00,33300.00,1620.00,1112.00,-50464.00,11700.00,46081.00,-107134.00
1983:Q3,951335.00,1095558.00,1057756.00,277787.00,175925.00,608248.00,-4204.00,0.00,37802.00,755508.00,-444.00,6968.00,40488.00,203856.00,5852.00,29284.00,118308.00,-19064.00,61248.00,2456.00,35128.00,38540.00,23992.00,11228.00,-1656.00,14420.00,-40026.00,21892.00,69852.00,8184.00,243616.00,10124.00,-63083.00,20424.00,56221.00,717706.00,0.00,0.00,548.00,285924.00,4072.00,205752.00,-96.00,57712.00,18484.00,353608.00,44912.00,49208.00,206596.00,52892.00,8500.00,31192.00,208.00,7448.00,-63023.00,11940.00,81362.00,-144223.00
1983:Q4,1033839.00,1044787.00,1139542.00,293320.00,184407.00,637883.00,23932.00,0.00,-94756.00,560134.00,4876.00,5436.00,-64944.00,177452.00,3648.00,5084.00,71668.00,36216.00,9828.00,2848.00,16696.00,6080.00,48780.00,15924.00,30132.00,2724.00,-22228.00,21100.00,120908.00,9788.00,242328.00,2150.00,-43310.00,25372.00,-47974.00,654889.00,0.00,0.00,344.00,175940.00,9264.00,88636.00,-36.00,61908.00,16168.00,389636.00,62560.00,24832.00,224312.00,77932.00,11700.00,69144.00,1892.00,-3972.00,-44238.00,8488.00,45955.00,-10948.00
1984:Q1,1136323.00,1186850.00,1229182.00,306894.00,190838.00,658468.00,72982.00,0.00,-42332.00,1111545.00,2154.00,5604.00,161806.00,221040.00,10937.00,19180.00,224952.00,3384.00,163832.00,5432.00,87244.00,-34940.00,42836.00,-7404.00,59492.00,-9252.00,-57861.00,16998.00,120376.00,5044.00,188340.00,16395.00,-33292.00,15016.00,152020.00,1153877.00,0.00,0.00,696.00,366584.00,15572.00,253600.00,-148.00,64672.00,32888.00,462024.00,100760.00,46688.00,235156.00,79420.00,-63000.00,83740.00,344.00,13616.00,-33468.00,12968.00,310373.00,-50527.00
1984:Q2,1163609.00,1289014.00,1269146.00,315996.00,195637.00,688192.00,69321.00,0.00,19868.00,998936.00,2452.00,4208.00,-47136.00,251016.00,39361.00,20836.00,275268.00,27660.00,152644.00,10028.00,57708.00,27228.00,42944.00,9576.00,25852.00,7516.00,-68708.00,15445.00,112812.00,6092.00,161608.00,-1752.00,-69235.00,16288.00,237438.00,979069.00,0.00,0.00,620.00,318404.00,29848.00,182284.00,-48.00,72552.00,33768.00,495308.00,91528.00,47068.00,257440.00,99272.00,-105000.00,96952.00,1816.00,-3792.00,-67887.00,32184.00,210464.00,-125405.00
1984:Q3,1189421.00,1208498.00,1291697.00,316741.00,195256.00,708362.00,71338.00,0.00,-83199.00,867438.00,2802.00,-17356.00,35566.00,187580.00,24076.00,25112.00,151940.00,14524.00,58204.00,28944.00,50284.00,-16.00,57404.00,24136.00,16356.00,16912.00,-98485.00,34095.00,58712.00,5436.00,214344.00,-13714.00,-73717.00,14740.00,258902.00,950637.00,0.00,0.00,332.00,419548.00,30412.00,245292.00,-28.00,88692.00,55180.00,378560.00,28412.00,53828.00,224816.00,71504.00,-71700.00,47336.00,212.00,-140.00,-75033.00,12080.00,239442.00,-19077.00
1984:Q4,1199452.00,1304315.00,1304250.00,327634.00,197446.00,731191.00,47979.00,0.00,65.00,649382.00,2968.00,3100.00,17448.00,232000.00,122758.00,19384.00,-1308.00,32088.00,-58888.00,31052.00,2664.00,-8224.00,88256.00,60112.00,31268.00,-3124.00,-69390.00,22509.00,38832.00,7628.00,232916.00,-3177.00,-67890.00,24500.00,-21152.00,649317.00,0.00,0.00,564.00,339732.00,11028.00,182200.00,-44.00,76072.00,70476.00,462164.00,73296.00,77640.00,234600.00,76628.00,-76200.00,2280.00,1964.00,8680.00,-67694.00,20760.00,-42933.00,-104863.00
1985:Q1,1203072.00,1169763.00,1298715.00,343133.00,199201.00,740151.00,16230.00,0.00,-128951.00,1117567.00,340.00,-2404.00,85424.00,186720.00,-18880.00,38352.00,344899.00,-28884.00,139876.00,13459.00,128588.00,91860.00,109842.00,7532.00,112064.00,-9754.00,-124755.00,34759.00,93578.00,8452.00,198704.00,-7756.00,-49690.00,11888.00,208093.00,1246519.00,0.00,0.00,1108.00,482876.00,15452.00,283460.00,-56.00,110020.00,74000.00,484720.00,74156.00,17124.00,293970.00,99470.00,-87000.00,65472.00,144.00,-2048.00,-50386.00,20988.00,330644.00,33309.00
1985:Q2,1204075.00,1038397.00,1329317.00,348020.00,201674.00,757977.00,21646.00,0.00,-290920.00,733710.00,976.00,-3512.00,16396.00,128884.00,43002.00,19248.00,252127.00,-11296.00,70312.00,68807.00,78688.00,45616.00,74734.00,58140.00,10532.00,6062.00,-140935.00,68720.00,45642.00,11388.00,238792.00,-6064.00,-53574.00,12952.00,24934.00,1024630.00,0.00,0.00,72.00,473692.00,13412.00,243868.00,-36.00,127908.00,88540.00,408379.00,34868.00,54408.00,239749.00,79354.00,-70000.00,79448.00,1876.00,-8084.00,-53950.00,15708.00,177489.00,165678.00
1985:Q3,1199513.00,1051039.00,1353127.00,369652.00,206939.00,760233.00,16303.00,0.00,-302089.00,789502.00,-10.00,4056.00,73006.00,151120.00,-7218.00,27868.00,120966.00,9400.00,73336.00,-9538.00,32844.00,14924.00,27098.00,15772.00,-9104.00,20430.00,-111864.00,85216.00,21170.00,11268.00,195296.00,8057.00,-34083.00,11588.00,205969.00,1091591.00,0.00,0.00,320.00,438752.00,8796.00,239960.00,-24.00,113728.00,76292.00,422611.00,27180.00,53900.00,256205.00,85326.00,-78000.00,25284.00,224.00,13336.00,-35227.00,14552.00,289739.00,148474.00
1985:Q4,1199126.00,1041546.00,1374864.00,357812.00,213563.00,770370.00,33119.00,0.00,-333317.00,1319615.00,6320.00,16080.00,102552.00,134712.00,-9497.00,-3624.00,415304.00,-2952.00,155828.00,15356.00,193740.00,53332.00,61554.00,70696.00,-8912.00,-230.00,-132726.00,123666.00,68334.00,15088.00,274492.00,-2292.00,59460.00,20828.00,169365.00,1652932.00,0.00,400.00,48.00,890900.00,20732.00,295320.00,8.00,480968.00,93872.00,454638.00,57716.00,75132.00,249980.00,71810.00,-103000.00,84612.00,2188.00,-2056.00,61188.00,21444.00,242570.00,157580.00
1986:Q1,1224934.00,1343580.00,1390543.00,368575.00,224846.00,766725.00,30397.00,0.00,-46963.00,527701.00,74.00,7488.00,86850.00,153612.00,30736.00,904.00,-49040.00,-38116.00,-88820.00,-20376.00,24564.00,73708.00,74967.00,23060.00,54132.00,-2225.00,-94327.00,121398.00,-94695.00,15720.00,203428.00,-2470.00,-21618.00,27020.00,67653.00,574664.00,0.00,0.00,844.00,317024.00,-13816.00,197664.00,-216.00,-10440.00,143832.00,379892.00,52936.00,21380.00,250173.00,55403.00,-60300.00,-62440.00,120.00,-920.00,-22330.00,7172.00,15602.00,-118646.00
1986:Q2,1213452.00,1321944.00,1402735.00,383318.00,239913.00,763841.00,15663.00,0.00,-80791.00,838493.00,-476.00,5176.00,98456.00,102292.00,76078.00,3236.00,241934.00,-8096.00,124460.00,-12562.00,70988.00,67144.00,-18217.00,-9480.00,-15152.00,6415.00,-106492.00,128212.00,18077.00,18384.00,205832.00,6711.00,6941.00,15060.00,37290.00,919284.00,0.00,400.00,372.00,559420.00,-15404.00,297260.00,8.00,120476.00,157080.00,379838.00,-5556.00,49664.00,268271.00,67459.00,-87300.00,18340.00,1984.00,4288.00,4681.00,19464.00,17797.00,-108493.00
1986:Q3,1217163.00,1423703.00,1430399.00,419472.00,246322.00,771624.00,-7019.00,0.00,-6696.00,1110285.00,-1914.00,-1716.00,87078.00,175896.00,74158.00,26712.00,59025.00,51512.00,80892.00,36969.00,-74408.00,-35940.00,24391.00,23920.00,-11124.00,11595.00,-120470.00,137209.00,65205.00,18292.00,251824.00,559.00,1814.00,16340.00,295882.00,1116981.00,0.00,800.00,304.00,443004.00,24936.00,254456.00,1576.00,48708.00,113328.00,471201.00,376.00,70084.00,336130.00,64611.00,-84800.00,70068.00,292.00,7028.00,870.00,30560.00,177655.00,-206540.00
1986:Q4,1227550.00,1515482.00,1426328.00,415166.00,248904.00,775017.00,-12759.00,0.00,89154.00,1010782.00,-652.00,4868.00,223884.00,140724.00,-10607.00,-4660.00,194568.00,-7876.00,116476.00,-5380.00,51504.00,39844.00,24751.00,36028.00,-13540.00,2263.00,-169807.00,148585.00,46529.00,20656.00,305004.00,-633.00,-21225.00,17584.00,91212.00,921628.00,0.00,0.00,436.00,373520.00,-33084.00,231332.00,196.00,80852.00,94224.00,599853.00,211348.00,58416.00,294438.00,35651.00,-107500.00,63280.00,1772.00,11396.00,-22089.00,74736.00,-73777.00,-287932.00
1987:Q1,1255695.00,1214649.00,1440334.00,393257.00,252416.00,766688.00,27973.00,0.00,-225685.00,615636.00,-5336.00,-9764.00,-80612.00,37600.00,-18263.00,12716.00,146358.00,-7272.00,15812.00,-57494.00,127088.00,68224.00,50348.00,-28716.00,75072.00,3992.00,-158354.00,181067.00,115740.00,28020.00,207904.00,-27586.00,-42367.00,25572.00,152592.00,841321.00,0.00,0.00,512.00,376752.00,-4124.00,142784.00,3944.00,133584.00,100564.00,273053.00,-24716.00,-19912.00,331177.00,-13496.00,-43500.00,95316.00,508.00,-3444.00,-40951.00,48284.00,134791.00,41046.00
1987:Q2,1295085.00,1500648.00,1467546.00,412618.00,255489.00,782915.00,16524.00,0.00,33102.00,889412.00,-7094.00,-4368.00,103862.00,158680.00,32304.00,13976.00,297032.00,-6044.00,147372.00,7416.00,90176.00,58112.00,-7424.00,-3688.00,-13816.00,10080.00,-166281.00,34775.00,14620.00,25544.00,199988.00,28118.00,-24860.00,22616.00,167924.00,856309.00,0.00,0.00,428.00,373924.00,4920.00,230860.00,-1868.00,69128.00,70884.00,447186.00,-3592.00,66160.00,337102.00,47516.00,-76500.00,11500.00,1956.00,19772.00,-23208.00,32664.00,68587.00,-205563.00
1987:Q3,1347269.00,1573777.00,1492379.00,432765.00,255769.00,802828.00,1017.00,0.00,81398.00,825332.00,-498.00,-3760.00,24654.00,144516.00,16052.00,22136.00,238427.00,-2884.00,54740.00,32211.00,91872.00,62488.00,-9944.00,236.00,-22572.00,12392.00,-82453.00,17816.00,66384.00,29256.00,276176.00,-17094.00,-24266.00,27928.00,100001.00,743934.00,0.00,0.00,456.00,293068.00,8032.00,124536.00,-904.00,79200.00,82204.00,441090.00,58148.00,48576.00,280394.00,53972.00,-70000.00,77268.00,4124.00,1508.00,-23850.00,79344.00,-59074.00,-226508.00
1987:Q4,1385414.00,1487780.00,1550533.00,422812.00,258358.00,806281.00,63082.00,0.00,-62753.00,871627.00,-8522.00,5612.00,-44018.00,269828.00,59518.00,-7948.00,169407.00,33104.00,38656.00,59507.00,95380.00,-57240.00,-40764.00,-53432.00,11088.00,1580.00,-111980.00,-53930.00,111396.00,24944.00,232084.00,-6254.00,-21895.00,42720.00,251428.00,934379.00,0.00,0.00,480.00,340808.00,-2432.00,192404.00,4972.00,84456.00,61408.00,396327.00,24096.00,-3948.00,335031.00,41148.00,-112000.00,102620.00,-1768.00,4820.00,-22103.00,52204.00,172991.00,-102366.00
1988:Q1,1413807.00,1291528.00,1521412.00,437634.00,255745.00,811077.00,16956.00,0.00,-229885.00,858352.00,-4162.00,8148.00,96518.00,158584.00,23266.00,-9884.00,101418.00,-10860.00,63984.00,-18414.00,59036.00,7672.00,78848.00,1084.00,68652.00,9112.00,-177580.00,-5486.00,147104.00,23896.00,304168.00,-13485.00,-35746.00,8520.00,154226.00,1088237.00,0.00,0.00,516.00,324140.00,-21596.00,200352.00,-492.00,43888.00,101988.00,490945.00,68236.00,66988.00,297225.00,58496.00,-101000.00,127092.00,84.00,-10972.00,-36578.00,40176.00,253835.00,122280.00
1988:Q2,1450663.00,1451435.00,1552138.00,440222.00,261311.00,830957.00,19648.00,0.00,-100702.00,877730.00,-584.00,29880.00,56916.00,131952.00,-14466.00,13908.00,228783.00,40240.00,145820.00,11859.00,37196.00,-6332.00,31204.00,8240.00,17728.00,5236.00,-96571.00,-11049.00,74060.00,28912.00,272276.00,4232.00,-9759.00,1712.00,136324.00,978432.00,0.00,0.00,400.00,368352.00,7540.00,176012.00,7724.00,52824.00,124252.00,455921.00,53816.00,31104.00,320081.00,50920.00,-139500.00,46816.00,2080.00,11280.00,-11251.00,76452.00,167882.00,-773.00
1988:Q3,1479620.00,1617773.00,1555537.00,437586.00,263178.00,836592.00,18181.00,0.00,62237.00,922149.00,14450.00,4252.00,11042.00,189140.00,1137.00,4780.00,250750.00,68552.00,56796.00,71886.00,55788.00,-2272.00,34144.00,9784.00,17064.00,7296.00,-40073.00,-9578.00,14576.00,25200.00,291684.00,-3128.00,-36333.00,25516.00,144590.00,859912.00,0.00,0.00,480.00,358636.00,17188.00,168456.00,20896.00,52180.00,99916.00,468498.00,22276.00,73084.00,333138.00,40000.00,-83000.00,2292.00,148.00,-9868.00,-35601.00,63544.00,94783.00,-138154.00
1988:Q4,1509150.00,1433068.00,1591898.00,452259.00,267198.00,853297.00,19144.00,0.00,-158830.00,1341551.00,-4142.00,-17464.00,-43942.00,191344.00,47322.00,-6384.00,248002.00,51512.00,52868.00,111926.00,72408.00,-40712.00,-8192.00,-36860.00,23396.00,5272.00,-141667.00,-6920.00,194100.00,32892.00,306052.00,-287.00,-51896.00,11580.00,591152.00,1500380.00,0.00,0.00,648.00,382140.00,44500.00,137064.00,41608.00,72656.00,86312.00,434484.00,40204.00,19084.00,338348.00,36848.00,-194500.00,153348.00,2380.00,7220.00,-50688.00,102536.00,662812.00,76082.00
1989:Q1,1543863.00,1236132.00,1632599.00,452618.00,266172.00,865672.00,48137.00,0.00,-396467.00,916912.00,7792.00,-9948.00,5157.00,14893.00,7982.00,26964.00,189897.00,35516.00,102818.00,42705.00,39054.00,-30197.00,-13780.00,7528.00,-9363.00,-11945.00,-140649.00,-16401.00,130950.00,13372.00,232288.00,4184.00,-21767.00,45089.00,440889.00,1313379.00,0.00,1400.00,560.00,294091.00,15704.00,191180.00,-1176.00,30099.00,58284.00,382036.00,44307.00,75348.00,216993.00,45388.00,-172300.00,151912.00,88.00,6771.00,-21995.00,62710.00,608107.00,307730.00
1989:Q2,1504410.00,1483937.00,1636555.00,459032.00,261134.00,880132.00,36257.00,0.00,-152618.00,698173.00,24328.00,-6520.00,29719.00,65225.00,155077.00,8580.00,158767.00,-40113.00,152341.00,7221.00,14161.00,25157.00,6934.00,25064.00,-13817.00,-4313.00,-121411.00,25363.00,32314.00,35020.00,296536.00,-9549.00,-30760.00,4299.00,24251.00,850791.00,0.00,12600.00,720.00,307545.00,42244.00,143672.00,5132.00,30905.00,85592.00,436744.00,41018.00,88138.00,253368.00,54220.00,-98700.00,33238.00,2108.00,2167.00,-27388.00,39161.00,142596.00,20473.00
1989:Q3,1518765.00,1433266.00,1648236.00,470474.00,260826.00,907110.00,9826.00,0.00,-214970.00,624395.00,11772.00,-11540.00,-34984.00,81134.00,119992.00,9232.00,160288.00,-16211.00,36207.00,76114.00,35355.00,28823.00,-55726.00,-43812.00,-14296.00,2381.00,-141591.00,52191.00,-5220.00,23956.00,281396.00,-2027.00,-45978.00,12830.00,168669.00,839365.00,0.00,0.00,440.00,322188.00,23056.00,175752.00,7100.00,52933.00,63348.00,325940.00,-265.00,-6378.00,296818.00,35764.00,-146300.00,6526.00,-32.00,-10928.00,-45902.00,57493.00,329940.00,85499.00
1989:Q4,1486794.00,1403370.00,1637160.00,457676.00,257434.00,905497.00,16553.00,0.00,-233790.00,758524.00,6842.00,3672.00,-7327.00,168024.00,33265.00,11016.00,238835.00,4180.00,12082.00,107859.00,95754.00,18961.00,58477.00,42832.00,-10520.00,26165.00,-57705.00,59870.00,64120.00,41392.00,263424.00,4208.00,-46247.00,42050.00,-125393.00,992314.00,0.00,0.00,548.00,380292.00,4740.00,206561.00,-4580.00,85408.00,88164.00,422894.00,14197.00,64303.00,291850.00,52544.00,-79300.00,51136.00,2464.00,-3714.00,-42527.00,95572.00,164948.00,83424.00
1990:Q1,1523255.00,1527703.00,1687614.00,482141.00,261970.00,929549.00,13954.00,0.00,-159911.00,702719.00,6392.00,3380.00,35716.00,-47951.00,15718.00,-1544.00,89662.00,-63374.00,140675.00,-31983.00,50873.00,-6528.00,30818.00,-7652.00,38362.00,108.00,-16427.00,22193.00,11852.00,25220.00,298156.00,-16499.00,3883.00,48034.00,194114.00,862630.00,0.00,0.00,600.00,415056.00,41884.00,242976.00,29572.00,73092.00,27532.00,391352.00,-23045.00,107820.00,288544.00,18032.00,-69000.00,105277.00,-16.00,1729.00,3859.00,40834.00,-27060.00,-4448.00
1990:Q2,1534395.00,1852249.00,1680097.00,466251.00,252867.00,927279.00,33700.00,0.00,172152.00,859487.00,-1304.00,1756.00,27577.00,27757.00,28158.00,11700.00,256553.00,-12241.00,147347.00,54597.00,27617.00,39233.00,52226.00,4336.00,52176.00,-4286.00,-45069.00,46412.00,49862.00,30340.00,318336.00,-761.00,28895.00,18412.00,8637.00,687335.00,0.00,0.00,644.00,356106.00,-3956.00,246921.00,5372.00,41945.00,65824.00,314023.00,-966.00,66918.00,230002.00,18068.00,-48000.00,20144.00,2192.00,-135.00,30147.00,34480.00,-22266.00,-317854.00
1990:Q3,1500671.00,1846295.00,1664286.00,461724.00,240445.00,940251.00,21866.00,0.00,182009.00,1157860.00,-4212.00,-1620.00,-9220.00,73184.00,93033.00,5548.00,224026.00,35270.00,168523.00,29393.00,-11955.00,2796.00,89334.00,18000.00,65101.00,6233.00,-36990.00,8240.00,80984.00,27336.00,291844.00,2818.00,34081.00,57430.00,222043.00,975851.00,0.00,0.00,396.00,369266.00,26388.00,290116.00,-1320.00,24286.00,29796.00,284983.00,10911.00,32871.00,209541.00,31660.00,-74000.00,86622.00,140.00,1736.00,34057.00,84672.00,187979.00,-345624.00
1990:Q4,1463603.00,1751062.00,1606817.00,449916.00,226962.00,941274.00,-11335.00,0.00,144244.00,890825.00,2370.00,2172.00,-52543.00,122726.00,59447.00,4636.00,338115.00,71257.00,42210.00,20243.00,49278.00,155127.00,52075.00,15908.00,24974.00,11193.00,-103119.00,43314.00,-12150.00,24396.00,287144.00,-8594.00,14767.00,18700.00,97368.00,746580.00,0.00,6000.00,2172.00,403172.00,-25356.00,308378.00,-1012.00,55961.00,65200.00,219683.00,-9456.00,61550.00,174926.00,-7336.00,-61000.00,-33171.00,2436.00,-946.00,16323.00,79311.00,112600.00,-287458.00
1991:Q1,1548617.00,1587373.00,1572759.00,441262.00,215504.00,931513.00,-15520.00,0.00,14613.00,648007.00,1314.00,4656.00,130711.00,-50974.00,127119.00,-11648.00,-57169.00,-60673.00,-32356.00,-34846.00,1965.00,68741.00,30320.00,-5276.00,48616.00,-13019.00,4761.00,62735.00,-124520.00,24116.00,252860.00,-25440.00,368.00,41378.00,237420.00,633393.00,0.00,0.00,-1192.00,333783.00,-25188.00,257492.00,-24000.00,48822.00,76656.00,70757.00,-59070.00,-85843.00,213795.00,1875.00,-6000.00,-13078.00,244.00,-32253.00,144.00,24686.00,256304.00,-38756.00
1991:Q2,1497883.00,1501158.00,1584070.00,444590.00,222950.00,934563.00,-18033.00,0.00,-82912.00,612904.00,-1768.00,-11008.00,-12933.00,-156403.00,-33646.00,20300.00,174504.00,-64812.00,111835.00,27593.00,49372.00,50516.00,21569.00,-14104.00,44920.00,-9247.00,19456.00,88820.00,17320.00,34148.00,323836.00,21744.00,29351.00,21864.00,55750.00,695816.00,0.00,0.00,448.00,443034.00,-10220.00,295217.00,-6200.00,67694.00,96544.00,136662.00,-64370.00,-21046.00,230116.00,-8037.00,12000.00,32941.00,2288.00,-10283.00,28847.00,4794.00,45086.00,-3275.00
1991:Q3,1469185.00,1633569.00,1615582.00,453091.00,231540.00,930108.00,843.00,0.00,17986.00,901868.00,-7536.00,5724.00,43432.00,-54920.00,-16951.00,4700.00,175473.00,18741.00,96808.00,24635.00,90247.00,-54958.00,52461.00,32420.00,16777.00,3265.00,-15174.00,120442.00,24414.00,17600.00,318360.00,-9930.00,49494.00,31209.00,163070.00,883882.00,0.00,0.00,400.00,560495.00,-34320.00,434091.00,-28792.00,107880.00,81636.00,-21562.00,-3838.00,4456.00,-3152.00,-19029.00,19000.00,77499.00,-436.00,6978.00,48234.00,-22892.00,216166.00,-164384.00
1991:Q4,1505856.00,1601040.00,1640975.00,446654.00,235571.00,927617.00,31133.00,0.00,-39935.00,814938.00,-2448.00,11612.00,228072.00,-89419.00,16250.00,11264.00,117045.00,-10452.00,-3984.00,19912.00,79592.00,31977.00,68913.00,89616.00,-23092.00,2389.00,40746.00,142679.00,46290.00,24824.00,327392.00,-7168.00,30069.00,57873.00,-209058.00,854872.00,0.00,0.00,504.00,544468.00,-3772.00,334744.00,3816.00,149445.00,60236.00,41059.00,-69434.00,-26571.00,147114.00,-10049.00,48000.00,61070.00,2688.00,-165.00,30225.00,-12039.00,139062.00,-95184.00
