1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q3,19038.00,-216.00,35.00,0.00,21280.00,-1616.00,3057.00,8105.00,421.00,11313.00,-3789.00,1441.00,-5230.00,334.00,-435.00,-37.00,1866.00,22066.00,0.00,556.00,45.00,8630.00,8706.00,359.00,-175.00,3945.00
1992:Q4,14691.00,-255.00,35.00,0.00,18256.00,-3042.00,1696.00,6454.00,591.00,12557.00,-4391.00,2598.00,-6989.00,-278.00,-468.00,1.00,1791.00,22337.00,0.00,120.00,-42.00,5839.00,13299.00,373.00,597.00,2151.00
1993:Q1,28102.00,27.00,35.00,0.00,30734.00,2043.00,6387.00,5247.00,69.00,16988.00,-1547.00,812.00,-2359.00,-2317.00,-207.00,86.00,1291.00,24576.00,0.00,403.00,32.00,6844.00,8903.00,400.00,-1070.00,9064.00
1993:Q2,26495.00,25.00,34.00,0.00,26767.00,2049.00,4688.00,8840.00,987.00,10203.00,-1207.00,977.00,-2184.00,-1256.00,-219.00,-243.00,2594.00,21961.00,0.00,63.00,145.00,7267.00,7818.00,443.00,658.00,5567.00
1993:Q3,23464.00,21.00,35.00,0.00,27180.00,-1554.00,6134.00,6551.00,1290.00,14759.00,-2779.00,1840.00,-4619.00,226.00,-242.00,-45.00,-932.00,20311.00,0.00,-1035.00,-35.00,7509.00,6717.00,430.00,334.00,6391.00
1993:Q4,14090.00,19.00,35.00,0.00,15253.00,-912.00,535.00,5003.00,773.00,9854.00,-6975.00,2008.00,-8983.00,3511.00,-271.00,57.00,2461.00,13036.00,0.00,-268.00,97.00,7386.00,-1813.00,362.00,308.00,6964.00
1994:Q1,29185.00,93.00,35.00,0.00,22657.00,1624.00,-3333.00,5911.00,-127.00,18582.00,-1769.00,1437.00,-3206.00,1052.00,23.00,99.00,6995.00,17528.00,0.00,-209.00,9.00,5569.00,6432.00,288.00,501.00,4938.00
1994:Q2,4694.00,91.00,34.00,0.00,8875.00,-108.00,2674.00,-1621.00,-1575.00,9505.00,190.00,2360.00,-2170.00,1283.00,11.00,260.00,-6050.00,5043.00,0.00,-238.00,6.00,5046.00,-3956.00,209.00,28.00,3948.00
1994:Q3,32045.00,91.00,35.00,0.00,21915.00,2099.00,3435.00,770.00,-430.00,16041.00,-440.00,1784.00,-2224.00,746.00,-10.00,-117.00,9825.00,24022.00,0.00,-532.00,8.00,16048.00,2710.00,207.00,289.00,5292.00
1994:Q4,11177.00,91.00,35.00,0.00,16075.00,-19.00,-5780.00,6168.00,238.00,15468.00,568.00,1728.00,-1160.00,588.00,-31.00,345.00,-6494.00,14196.00,0.00,-767.00,323.00,4744.00,2650.00,285.00,133.00,6828.00
1995:Q1,28045.00,-102.00,35.00,0.00,28570.00,2243.00,2857.00,7009.00,-1150.00,17611.00,1118.00,1280.00,-162.00,-1578.00,-112.00,25.00,89.00,23947.00,0.00,-667.00,-7.00,10472.00,2067.00,363.00,225.00,11494.00
1995:Q2,26804.00,-104.00,34.00,0.00,26860.00,-185.00,-667.00,773.00,1372.00,25567.00,1500.00,1410.00,90.00,-1603.00,-145.00,261.00,1.00,24722.00,0.00,-1554.00,37.00,11419.00,4475.00,413.00,176.00,9756.00
1995:Q3,15265.00,-103.00,35.00,0.00,9038.00,1406.00,-910.00,2671.00,-492.00,6363.00,3806.00,2028.00,1778.00,-436.00,-179.00,-117.00,3221.00,12748.00,0.00,-135.00,-13.00,6030.00,712.00,436.00,369.00,5349.00
1995:Q4,9848.00,-103.00,36.00,0.00,9873.00,-7319.00,-4906.00,-5547.00,-859.00,28504.00,46.00,4549.00,-4503.00,-418.00,-211.00,240.00,385.00,6459.00,0.00,-1200.00,-97.00,6834.00,-5766.00,385.00,1075.00,5228.00
1996:Q1,7151.00,-283.00,34.00,0.00,10033.00,5544.00,-2149.00,-3651.00,444.00,9845.00,1684.00,1769.00,-85.00,-2115.00,-113.00,218.00,-2307.00,-1870.00,0.00,-2215.00,631.00,2722.00,-5420.00,115.00,194.00,2103.00
1996:Q2,2815.00,-188.00,35.00,0.00,-1752.00,926.00,-4878.00,-4273.00,-211.00,6684.00,1043.00,1130.00,-87.00,345.00,-132.00,183.00,3281.00,1088.00,0.00,-281.00,70.00,5613.00,-7353.00,110.00,106.00,2823.00
1996:Q3,22100.00,-184.00,35.00,0.00,29645.00,-2057.00,768.00,7488.00,256.00,23190.00,-1393.00,2841.00,-4234.00,-44.00,-145.00,253.00,-6067.00,12848.00,0.00,-768.00,-101.00,12779.00,-5776.00,150.00,435.00,6129.00
1996:Q4,34014.00,-431.00,35.00,0.00,27230.00,-4835.00,-8933.00,1446.00,975.00,38577.00,-1592.00,-1487.00,-105.00,800.00,-172.00,185.00,7959.00,32329.00,0.00,-5545.00,488.00,13461.00,15647.00,121.00,278.00,7879.00
1997:Q1,8250.00,-674.00,34.00,0.00,19370.00,5566.00,-509.00,-1496.00,126.00,15683.00,300.00,1699.00,-1399.00,-777.00,-106.00,739.00,-10636.00,4259.00,0.00,-583.00,188.00,10614.00,5046.00,270.00,845.00,-12121.00
1997:Q2,51562.00,475.00,35.00,0.00,36521.00,2904.00,-250.00,1992.00,183.00,31692.00,2517.00,1941.00,576.00,-328.00,-145.00,123.00,12364.00,42239.00,0.00,536.00,34.00,11868.00,14533.00,300.00,3692.00,11276.00
1997:Q3,34260.00,-283.00,35.00,0.00,20597.00,5701.00,2359.00,3104.00,358.00,9075.00,-1080.00,984.00,-2064.00,493.00,-184.00,-150.00,14832.00,24524.00,0.00,-579.00,45.00,13096.00,7196.00,323.00,1002.00,3441.00
1997:Q4,-5252.00,3659.00,35.00,0.00,3310.00,2093.00,-11568.00,-22883.00,2525.00,33143.00,406.00,-462.00,868.00,1353.00,-202.00,1117.00,-14930.00,-4984.00,0.00,-3343.00,-84.00,6983.00,-6084.00,500.00,1443.00,-4399.00
1998:Q1,25449.00,-4747.00,34.00,0.00,20066.00,364.00,-2443.00,-2298.00,469.00,23974.00,-608.00,310.00,-918.00,-26.00,26.00,642.00,10062.00,22454.00,0.00,-903.00,2.00,3047.00,-10215.00,387.00,256.00,29880.00
1998:Q2,14303.00,1207.00,35.00,0.00,8431.00,-534.00,-2999.00,-4079.00,343.00,15700.00,2501.00,1472.00,1029.00,1487.00,13.00,894.00,-265.00,11960.00,0.00,584.00,-153.00,4820.00,526.00,388.00,748.00,5047.00
1998:Q3,28347.00,-297.00,35.00,0.00,14432.00,6799.00,-3114.00,-4398.00,327.00,14818.00,1100.00,1101.00,-1.00,1992.00,8.00,-703.00,11780.00,18493.00,0.00,-1099.00,405.00,5424.00,12971.00,387.00,278.00,127.00
1998:Q4,-4268.00,1539.00,35.00,0.00,4852.00,-4620.00,-3085.00,-4195.00,353.00,16399.00,5769.00,-573.00,6342.00,141.00,12.00,-95.00,-16521.00,-3256.00,0.00,-3288.00,438.00,16718.00,-21902.00,387.00,1425.00,2966.00
1999:Q1,36955.00,-2734.00,34.00,0.00,21355.00,-2836.00,-610.00,2963.00,579.00,21259.00,-471.00,-4196.00,3725.00,547.00,-61.00,368.00,17917.00,34002.00,0.00,-1126.00,813.00,7494.00,2526.00,133.00,723.00,23439.00
1999:Q2,20599.00,1240.00,35.00,0.00,10021.00,-3627.00,-1044.00,1420.00,447.00,12825.00,5191.00,-736.00,5927.00,461.00,-67.00,490.00,3228.00,16838.00,0.00,-790.00,745.00,10214.00,-6013.00,133.00,9804.00,2745.00
1999:Q3,18376.00,-58.00,35.00,0.00,10207.00,3676.00,-1326.00,374.00,354.00,7129.00,2214.00,464.00,1750.00,2983.00,-79.00,656.00,2418.00,13614.00,0.00,-1707.00,274.00,4310.00,-829.00,133.00,321.00,11112.00
1999:Q4,2997.00,1467.00,35.00,0.00,-1643.00,4316.00,-1842.00,-1773.00,152.00,-2496.00,5303.00,860.00,4443.00,108.00,-72.00,-59.00,-2142.00,-1831.00,0.00,-2372.00,-1107.00,11284.00,-11396.00,133.00,879.00,748.00
2000:Q1,17364.00,-1404.00,35.00,0.00,13109.00,-5287.00,-1185.00,2451.00,-17.00,17147.00,-1567.00,-5.00,-1562.00,551.00,49.00,818.00,5773.00,9925.00,0.00,-1545.00,-184.00,7528.00,-23615.00,-92.00,1965.00,25868.00
2000:Q2,19913.00,1586.00,35.00,0.00,6305.00,2749.00,-1432.00,598.00,-240.00,4630.00,4260.00,1215.00,3045.00,819.00,51.00,430.00,6427.00,17780.00,0.00,3216.00,-270.00,3889.00,11096.00,-92.00,3204.00,-3263.00
2000:Q3,26296.00,-1986.00,35.00,0.00,16562.00,2828.00,-1140.00,2043.00,-110.00,12941.00,3912.00,1992.00,1920.00,906.00,51.00,436.00,6380.00,22437.00,0.00,-1234.00,-87.00,8883.00,11757.00,-92.00,11345.00,-8135.00
2000:Q4,2446.00,1377.00,35.00,0.00,3947.00,-4378.00,-1542.00,1034.00,-173.00,9006.00,1756.00,852.00,904.00,-4421.00,48.00,-587.00,291.00,9017.00,0.00,-1189.00,-178.00,8730.00,18480.00,-92.00,13609.00,-30343.00
2001:Q1,72212.00,13715.00,34.00,1346.00,24899.00,-8801.00,-43.00,3476.00,-34.00,30301.00,105.00,1194.00,-1089.00,1885.00,11.00,616.00,29601.00,52354.00,2650.00,-1695.00,-597.00,22785.00,47215.00,-96.00,2492.00,-20400.00
2001:Q2,43524.00,5678.00,35.00,1435.00,31131.00,-496.00,-140.00,3129.00,-82.00,28720.00,2486.00,390.00,2096.00,1489.00,9.00,-11.00,1272.00,43284.00,-254.00,-1260.00,24.00,8660.00,945.00,-96.00,2545.00,32720.00
2001:Q3,53328.00,1621.00,35.00,-1201.00,44006.00,6650.00,-34.00,3860.00,-36.00,33566.00,3277.00,1480.00,1797.00,3239.00,7.00,206.00,2138.00,50720.00,431.00,-2727.00,865.00,6680.00,61206.00,-96.00,1297.00,-16936.00
2001:Q4,-6035.00,1234.00,35.00,-268.00,10469.00,-13898.00,3746.00,1361.00,-263.00,19523.00,3492.00,-60.00,3552.00,-11747.00,7.00,512.00,-9769.00,11814.00,-1548.00,4810.00,346.00,5786.00,-22664.00,-96.00,-2976.00,28156.00
2002:Q1,70689.00,-1776.00,1467.00,5394.00,54003.00,-869.00,6560.00,16508.00,443.00,31361.00,649.00,381.00,268.00,1595.00,116.00,141.00,9100.00,70100.00,14595.00,-1855.00,597.00,14306.00,-21233.00,-1851.00,1530.00,64011.00
2002:Q2,55356.00,-463.00,964.00,1934.00,45359.00,2944.00,6456.00,15231.00,288.00,20440.00,1851.00,226.00,1625.00,774.00,119.00,1958.00,2860.00,57182.00,1431.00,-2288.00,309.00,16018.00,46034.00,-1852.00,468.00,-2938.00
2002:Q3,74649.00,9063.00,1249.00,2118.00,53913.00,-3475.00,7599.00,17962.00,443.00,31384.00,1384.00,663.00,721.00,3248.00,111.00,397.00,3166.00,67747.00,-2413.00,-2300.00,493.00,23548.00,52727.00,-1851.00,756.00,-3213.00
2002:Q4,30176.00,-8338.00,-1251.00,-6061.00,42165.00,4226.00,5389.00,15764.00,234.00,16552.00,4991.00,1073.00,3918.00,7.00,104.00,387.00,-1828.00,19019.00,-1005.00,-45.00,624.00,-12541.00,40525.00,-1852.00,954.00,-7641.00
2003:Q1,91528.00,8465.00,2602.00,7342.00,59291.00,-5787.00,840.00,8269.00,1596.00,54373.00,830.00,-300.00,1130.00,2042.00,5.00,-24.00,10975.00,84965.00,5809.00,-1620.00,1108.00,16937.00,34149.00,478.00,7.00,28097.00
2003:Q2,61563.00,-395.00,251.00,-2438.00,56081.00,-2268.00,-1435.00,7342.00,1601.00,50841.00,3550.00,447.00,3103.00,1901.00,42.00,366.00,2205.00,48516.00,78.00,-931.00,369.00,10041.00,-5987.00,477.00,-1735.00,46204.00
2003:Q3,41302.00,1355.00,2491.00,-1214.00,32638.00,1305.00,-794.00,2623.00,1295.00,28209.00,2540.00,-352.00,2892.00,597.00,15.00,197.00,2683.00,33818.00,3065.00,-1540.00,786.00,11157.00,135.00,477.00,-488.00,20226.00
2003:Q4,7027.00,-1430.00,-5040.00,-6208.00,21026.00,-6874.00,-5914.00,2821.00,1347.00,29646.00,3969.00,331.00,3638.00,-6439.00,32.00,341.00,776.00,6693.00,-8159.00,144.00,625.00,-1402.00,4094.00,477.00,-2948.00,13862.00
2004:Q1,71502.00,-1311.00,3314.00,1575.00,50757.00,130.00,530.00,5670.00,1132.00,43295.00,1284.00,238.00,1046.00,2616.00,178.00,-182.00,13271.00,63375.00,647.00,-1065.00,-91.00,-2203.00,27423.00,2970.00,68.00,35626.00
2004:Q2,46240.00,4153.00,389.00,-220.00,35463.00,-2430.00,-1341.00,3839.00,1006.00,34389.00,2681.00,1019.00,1662.00,2694.00,42.00,948.00,90.00,30992.00,2182.00,-8179.00,676.00,9000.00,16267.00,-1499.00,13864.00,-1319.00
2004:Q3,45593.00,-300.00,2483.00,-429.00,38765.00,1492.00,-545.00,3499.00,1003.00,33316.00,4783.00,1296.00,3487.00,1369.00,31.00,887.00,-1996.00,36028.00,-683.00,-4567.00,24.00,8200.00,27105.00,-61.00,3933.00,2077.00
2004:Q4,24092.00,-212.00,-1591.00,521.00,20825.00,-5365.00,-1787.00,1857.00,879.00,25241.00,6129.00,949.00,5180.00,-4886.00,-126.00,151.00,3281.00,20581.00,-3345.00,-3480.00,2424.00,7620.00,3860.00,1685.00,2944.00,8873.00
2005:Q1,51904.00,-6778.00,1695.00,6719.00,42040.00,-6476.00,4392.00,8561.00,1031.00,34532.00,1888.00,520.00,1368.00,934.00,11.00,364.00,5031.00,45530.00,6454.00,-3448.00,-402.00,9028.00,20824.00,-451.00,532.00,12993.00
2005:Q2,23624.00,7237.00,-2807.00,-2077.00,17432.00,-749.00,3758.00,529.00,513.00,13381.00,4899.00,1801.00,3098.00,-6522.00,-263.00,593.00,5132.00,26061.00,-32.00,-1258.00,565.00,10362.00,-3225.00,-1040.00,1100.00,19589.00
2005:Q3,33266.00,1186.00,-355.00,-2540.00,26209.00,2117.00,4465.00,1262.00,591.00,17774.00,2755.00,580.00,2175.00,3048.00,52.00,1539.00,1372.00,23458.00,814.00,-1401.00,95.00,10419.00,-5221.00,-458.00,1246.00,17964.00
2005:Q4,-7838.00,-5748.00,-2239.00,-3096.00,8160.00,856.00,2026.00,-1364.00,267.00,6375.00,6445.00,2173.00,4272.00,-1047.00,-296.00,-1104.00,-8913.00,-8986.00,208.00,-1860.00,123.00,4759.00,14069.00,-641.00,-2526.00,-23118.00
2006:Q1,35352.00,1418.00,2078.00,-660.00,33391.00,1248.00,-953.00,7631.00,1481.00,23984.00,4959.00,1904.00,3055.00,3653.00,76.00,-587.00,-8976.00,30254.00,3136.00,-5780.00,704.00,13496.00,-18972.00,1357.00,1640.00,34673.00
2006:Q2,22338.00,-109.00,1463.00,-120.00,175.00,-6.00,-2806.00,-4104.00,1030.00,6061.00,9931.00,3172.00,6759.00,-275.00,2.00,-87.00,11358.00,16504.00,-604.00,-7312.00,330.00,-4261.00,6282.00,-2402.00,9992.00,14479.00
2006:Q3,25393.00,-132.00,3375.00,191.00,-574.00,950.00,-1901.00,345.00,1054.00,-1022.00,7089.00,2573.00,4516.00,2470.00,83.00,816.00,12075.00,19295.00,-3099.00,-3252.00,617.00,9296.00,-13322.00,687.00,3153.00,25215.00
2006:Q4,-2955.00,4448.00,2821.00,512.00,-14721.00,-67.00,-3394.00,-6673.00,282.00,-4869.00,5354.00,2162.00,3192.00,-2605.00,-495.00,661.00,1070.00,-10720.00,884.00,-3678.00,1107.00,7131.00,-30711.00,4326.00,-425.00,10646.00
2007:Q1,16715.00,2646.00,-1202.00,-560.00,15459.00,1242.00,-3322.00,1410.00,1275.00,14854.00,6164.00,3521.00,2643.00,2132.00,138.00,1567.00,-9629.00,8720.00,-3378.00,-5205.00,1241.00,2442.00,-7937.00,-440.00,-409.00,22406.00
2007:Q2,23250.00,-2564.00,-89.00,800.00,9307.00,682.00,-3231.00,883.00,1180.00,9793.00,10198.00,4269.00,5929.00,2827.00,149.00,1104.00,1518.00,16291.00,539.00,-5391.00,3152.00,4499.00,-8412.00,-1645.00,2472.00,21077.00
2007:Q3,35738.00,4343.00,-1993.00,64.00,15149.00,-135.00,-3378.00,1718.00,1305.00,15639.00,8425.00,3450.00,4975.00,1459.00,123.00,1610.00,6558.00,24567.00,759.00,-7419.00,6029.00,876.00,-10608.00,-158.00,-553.00,35641.00
2007:Q4,2824.00,-882.00,1664.00,-128.00,-8486.00,3263.00,-3844.00,-1830.00,822.00,-6897.00,10739.00,2011.00,8728.00,324.00,434.00,1515.00,-2356.00,-15217.00,1016.00,-12619.00,3302.00,4812.00,-976.00,-1122.00,-2503.00,-7127.00
2008:Q1,66762.00,4871.00,6456.00,361.00,16380.00,3801.00,8176.00,-6403.00,1111.00,9695.00,9605.00,4863.00,4742.00,1891.00,-932.00,1835.00,26295.00,52366.00,1165.00,-7998.00,2905.00,4949.00,21438.00,-3106.00,3910.00,29103.00
2008:Q2,15062.00,7457.00,3203.00,124.00,8997.00,490.00,8524.00,-7236.00,1023.00,6196.00,9552.00,4094.00,5458.00,467.00,525.00,753.00,-16016.00,22693.00,2162.00,-2517.00,1297.00,10784.00,12532.00,-3785.00,-1973.00,4193.00
2008:Q3,363.00,1556.00,-2924.00,466.00,-24324.00,-4865.00,6737.00,-10491.00,598.00,-16303.00,12767.00,8250.00,4517.00,1634.00,-643.00,1606.00,10225.00,8411.00,-2035.00,-2059.00,8622.00,20774.00,56229.00,-6340.00,1481.00,-68261.00
2008:Q4,50631.00,7897.00,10803.00,4278.00,-20710.00,679.00,12847.00,-12411.00,283.00,-22108.00,282.00,3015.00,-2733.00,1126.00,-789.00,426.00,47318.00,38842.00,-8565.00,1892.00,10801.00,16533.00,23774.00,-6456.00,9095.00,-8232.00
2009:Q1,32415.00,-11809.00,3600.00,4601.00,50481.00,5879.00,12800.00,-3612.00,6258.00,29156.00,-8366.00,-5548.00,-2818.00,-2800.00,-112.00,-585.00,-2595.00,-2941.00,309.00,-1726.00,356.00,16833.00,-7439.00,2545.00,1674.00,-15493.00
2009:Q2,-2586.00,-3954.00,-1661.00,-1741.00,26375.00,5105.00,4445.00,3091.00,6083.00,7651.00,-6581.00,-4059.00,-2522.00,3381.00,-155.00,2078.00,-20328.00,-9727.00,-2347.00,2117.00,-2025.00,4539.00,-28468.00,179.00,6705.00,9573.00
2009:Q3,28959.00,-903.00,-3212.00,746.00,46224.00,1635.00,4291.00,192.00,6588.00,33518.00,-5880.00,-4435.00,-1445.00,-3385.00,0.00,1239.00,-5870.00,15136.00,3389.00,-227.00,-2671.00,2360.00,-31911.00,-1007.00,4357.00,40846.00
2009:Q4,33357.00,-10700.00,-4253.00,-1395.00,40541.00,2851.00,4560.00,3017.00,6990.00,23123.00,-3772.00,1475.00,-5247.00,4335.00,130.00,-1084.00,9555.00,9927.00,-1822.00,-1113.00,520.00,13078.00,-8818.00,-8760.00,-1644.00,18486.00
2010:Q1,21997.00,-3712.00,-3890.00,1109.00,16313.00,-14863.00,3393.00,-1417.00,8257.00,20943.00,-5616.00,-909.00,-4707.00,2036.00,4.00,761.00,14992.00,9207.00,-3283.00,-1893.00,-465.00,4204.00,2024.00,1452.00,1320.00,5848.00
2010:Q2,46585.00,9341.00,-3276.00,-321.00,34819.00,2910.00,3661.00,-1410.00,9247.00,20411.00,-3438.00,63.00,-3501.00,1167.00,-92.00,998.00,7387.00,35684.00,697.00,-3337.00,-1232.00,7165.00,27589.00,-675.00,767.00,4710.00
2010:Q3,41761.00,944.00,-2916.00,35.00,39345.00,5887.00,3930.00,-1404.00,10357.00,20575.00,993.00,696.00,297.00,-78.00,9.00,331.00,3098.00,33028.00,1123.00,1961.00,-234.00,15967.00,9136.00,2925.00,2244.00,-94.00
2010:Q4,16541.00,-8615.00,-2595.00,-143.00,29997.00,-5904.00,4207.00,-1396.00,11600.00,21490.00,-716.00,-36.00,-680.00,878.00,2.00,-226.00,-2041.00,13321.00,-713.00,-1522.00,-125.00,4618.00,-3048.00,-1125.00,1959.00,13277.00
2011:Q1,39684.00,-4396.00,-1245.00,-3048.00,36420.00,-1257.00,1493.00,727.00,2678.00,32779.00,-32.00,-977.00,945.00,-1169.00,80.00,33.00,13041.00,28186.00,2504.00,-2175.00,821.00,12011.00,963.00,953.00,-4477.00,17586.00
2011:Q2,31310.00,1434.00,-1815.00,235.00,18305.00,-1835.00,518.00,-970.00,2067.00,18525.00,7341.00,2621.00,4720.00,296.00,143.00,1085.00,4286.00,28418.00,-240.00,-2880.00,44.00,13580.00,9362.00,-1189.00,2488.00,7253.00
2011:Q3,83149.00,10051.00,-925.00,396.00,36268.00,4118.00,3903.00,154.00,2562.00,25531.00,10205.00,4156.00,6049.00,-803.00,469.00,1349.00,26139.00,78500.00,-992.00,-3991.00,320.00,32011.00,65692.00,-1226.00,-6604.00,-6710.00
2011:Q4,22290.00,-4132.00,11848.00,-2323.00,7724.00,-13612.00,4387.00,-1451.00,1925.00,16475.00,6155.00,2113.00,4042.00,1937.00,6.00,871.00,204.00,16057.00,578.00,-2492.00,312.00,15421.00,-31169.00,6661.00,3220.00,23526.00
2012:Q1,15234.00,-838.00,-3577.00,2583.00,20787.00,1146.00,549.00,581.00,2974.00,15537.00,2203.00,-1976.00,4179.00,-3074.00,-23.00,2043.00,-4870.00,10221.00,2040.00,-2876.00,1211.00,669.00,7237.00,-3712.00,-1362.00,7014.00
2012:Q2,-6273.00,3226.00,3088.00,289.00,-37570.00,5155.00,-2206.00,-5961.00,194.00,-34752.00,4916.00,1036.00,3880.00,-924.00,302.00,1097.00,19303.00,-22980.00,714.00,-2971.00,3412.00,-15320.00,-14017.00,3486.00,1456.00,260.00
2012:Q3,31700.00,-2557.00,-600.00,490.00,29017.00,4213.00,1331.00,1369.00,3411.00,18693.00,4163.00,1194.00,2969.00,1044.00,-125.00,647.00,-379.00,25645.00,1532.00,-1907.00,-92.00,3577.00,-2629.00,228.00,1889.00,23047.00
2012:Q4,15839.00,1531.00,-284.00,-1232.00,10666.00,5354.00,1640.00,-930.00,2454.00,2148.00,3736.00,1689.00,2047.00,503.00,7.00,2118.00,-1206.00,4900.00,-2021.00,-2161.00,-1292.00,4834.00,11237.00,-4637.00,260.00,-1320.00
2013:Q1,17056.00,1131.00,-6856.00,-3474.00,9942.00,-4699.00,-4583.00,-1306.00,2400.00,18130.00,-1076.00,-825.00,-251.00,-2334.00,-163.00,-556.00,20442.00,11712.00,7945.00,-1655.00,972.00,2514.00,18752.00,-144.00,2087.00,-18759.00
2013:Q2,9506.00,-9681.00,-1560.00,714.00,14349.00,-93.00,-2708.00,-1346.00,2423.00,16073.00,5709.00,1713.00,3996.00,1619.00,-17.00,1075.00,-2702.00,9555.00,569.00,-2426.00,1207.00,6632.00,11102.00,-1679.00,1458.00,-7308.00
2013:Q3,25239.00,9055.00,2501.00,279.00,7638.00,4294.00,-1990.00,-2729.00,1788.00,6275.00,8551.00,877.00,7674.00,-3896.00,7.00,866.00,238.00,21704.00,-370.00,-2668.00,-889.00,11081.00,10047.00,4.00,1496.00,3003.00
2013:Q4,32799.00,-5300.00,32.00,-2825.00,17744.00,1880.00,-2051.00,-1183.00,2574.00,16524.00,7203.00,1752.00,5451.00,5429.00,7.00,1518.00,8991.00,25689.00,-1621.00,-2411.00,670.00,8098.00,6264.00,-446.00,-5922.00,21057.00
2014:Q1,49497.00,3452.00,-282.00,3112.00,21977.00,-3458.00,2149.00,-150.00,1061.00,22375.00,3917.00,2005.00,1912.00,674.00,5.00,548.00,16094.00,39318.00,39.00,-3577.00,387.00,8110.00,22581.00,1258.00,18.00,10502.00
2014:Q2,24095.00,-1526.00,-303.00,478.00,28567.00,-2985.00,2250.00,451.00,2178.00,26673.00,5884.00,1369.00,4515.00,2174.00,5.00,-494.00,-10690.00,14731.00,2263.00,-2961.00,583.00,10675.00,4196.00,-238.00,2738.00,-2525.00
2014:Q3,35943.00,3727.00,1596.00,132.00,16672.00,-1048.00,2205.00,-967.00,1474.00,15008.00,8382.00,2597.00,5785.00,319.00,5.00,1212.00,3898.00,24067.00,-656.00,-4394.00,321.00,11400.00,9057.00,-841.00,4010.00,5170.00
2014:Q4,46088.00,-2174.00,5129.00,-3302.00,3832.00,1448.00,2509.00,-2664.00,591.00,1948.00,9942.00,1979.00,7963.00,2288.00,5.00,156.00,30212.00,37892.00,-642.00,-4011.00,526.00,15939.00,11674.00,-2068.00,-951.00,17425.00
2015:Q1,-20351.00,-1029.00,-307.00,5007.00,-15531.00,-1506.00,-5.00,-5594.00,1027.00,-9453.00,-7106.00,-3866.00,-3240.00,950.00,5.00,1930.00,-4270.00,-30448.00,244.00,-5619.00,2148.00,-20283.00,-20647.00,2500.00,8110.00,3099.00
2015:Q2,4017.00,-6907.00,-1143.00,-406.00,13870.00,-1949.00,1168.00,-2883.00,2499.00,15035.00,8027.00,-1585.00,9612.00,1213.00,5.00,-65.00,-10577.00,9375.00,302.00,-927.00,2147.00,6230.00,23003.00,-1401.00,277.00,-20256.00
2015:Q3,72908.00,10808.00,5659.00,1645.00,24821.00,2179.00,3307.00,-2217.00,2908.00,18644.00,9553.00,714.00,8839.00,1325.00,5.00,-1328.00,20420.00,66759.00,-35.00,-1886.00,1062.00,11073.00,37339.00,-2220.00,-208.00,21634.00
2015:Q4,20733.00,6171.00,-3461.00,-1101.00,20715.00,-3128.00,1240.00,-1930.00,3125.00,21408.00,15624.00,-367.00,15991.00,-764.00,5.00,-974.00,-15482.00,13053.00,383.00,-1569.00,882.00,7056.00,15880.00,460.00,-378.00,-9661.00
2016:Q1,84998.00,-2238.00,1971.00,-565.00,49482.00,2216.00,2979.00,4674.00,3120.00,36493.00,8686.00,3645.00,5041.00,786.00,5.00,691.00,26180.00,85915.00,99.00,-1821.00,2494.00,15498.00,21062.00,1406.00,8836.00,38341.00
2016:Q2,79878.00,9270.00,-419.00,-115.00,40703.00,-259.00,1932.00,3989.00,2263.00,32778.00,7326.00,-1268.00,8594.00,1089.00,5.00,1131.00,20888.00,77575.00,322.00,-1478.00,4595.00,12972.00,18713.00,-1076.00,267.00,43260.00
