1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q1,2791.00,166.00,3357.00,1996.00,1361.00,2063.00,1601.00,48.00,414.00,-2795.00,2791.00,5084.00,1751.00,37.00,1714.00,372.00,372.00,0.00,-4416.00,206.00,331.00,-307.00,28.00,154.00
1998:Q2,1978.00,35.00,-1801.00,-2121.00,320.00,2862.00,2622.00,43.00,197.00,882.00,1978.00,-1886.00,1610.00,-41.00,1651.00,232.00,232.00,0.00,2022.00,2412.00,-336.00,2165.00,271.00,312.00
1998:Q3,2152.00,-128.00,-3399.00,-2761.00,-638.00,129.00,-272.00,103.00,298.00,5550.00,2152.00,-3248.00,699.00,177.00,522.00,507.00,507.00,0.00,4194.00,554.00,544.00,-519.00,130.00,399.00
1998:Q4,397.00,28.00,-6565.00,-5182.00,-1383.00,-3304.00,-3167.00,-160.00,23.00,10238.00,397.00,-9722.00,679.00,1.00,678.00,9.00,9.00,0.00,9431.00,-303.00,-441.00,467.00,-75.00,-254.00
1999:Q1,1013.00,-41.00,1394.00,1796.00,-402.00,-1258.00,-1439.00,-69.00,250.00,918.00,1013.00,1005.00,1320.00,5.00,1315.00,-342.00,-342.00,0.00,-970.00,-463.00,-553.00,-148.00,115.00,123.00
1999:Q2,-667.00,-8.00,-87.00,-40.00,-47.00,-392.00,-309.00,-63.00,-20.00,-180.00,-667.00,185.00,-327.00,-2.00,-325.00,-23.00,-23.00,0.00,-502.00,-457.00,-381.00,-18.00,-43.00,-15.00
1999:Q3,510.00,86.00,-530.00,-267.00,-263.00,6.00,116.00,-64.00,-46.00,948.00,510.00,-558.00,142.00,-24.00,166.00,-79.00,-79.00,0.00,1005.00,-219.00,-251.00,122.00,-62.00,-28.00
1999:Q4,299.00,89.00,392.00,-3242.00,3634.00,814.00,600.00,396.00,-182.00,-996.00,3501.00,-890.00,2345.00,-186.00,2531.00,2722.00,2722.00,0.00,-676.00,-1252.00,-122.00,-1952.00,-435.00,1257.00
2000:Q1,-4637.00,-114.00,-341.00,-107.00,-234.00,-3811.00,-3396.00,-198.00,-217.00,-371.00,-3462.00,-2302.00,32.00,0.00,32.00,-879.00,-879.00,0.00,-313.00,233.00,136.00,381.00,-57.00,-227.00
2000:Q2,-1038.00,-101.00,-652.00,-883.00,231.00,-203.00,-388.00,-48.00,233.00,-82.00,-885.00,-312.00,199.00,0.00,199.00,-808.00,-808.00,0.00,36.00,-529.00,-115.00,-381.00,-4.00,-29.00
2000:Q3,228.00,80.00,294.00,1231.00,-937.00,-222.00,-205.00,-71.00,54.00,76.00,170.00,567.00,-623.00,0.00,-623.00,89.00,89.00,0.00,137.00,-461.00,-117.00,-278.00,-8.00,-58.00
2000:Q4,1494.00,48.00,1108.00,386.00,722.00,-340.00,512.00,-219.00,-633.00,678.00,64.00,-467.00,-914.00,0.00,-914.00,1080.00,1080.00,0.00,365.00,-733.00,-102.00,97.00,-151.00,-577.00
2001:Q1,-430.00,63.00,116.00,1107.00,-991.00,134.00,229.00,135.00,-230.00,-743.00,-383.00,1228.00,-613.00,0.00,-613.00,-798.00,-798.00,0.00,-200.00,-1211.00,-863.00,-290.00,-6.00,-52.00
2001:Q2,1769.00,44.00,1973.00,2145.00,-172.00,-344.00,-274.00,-71.00,1.00,96.00,1570.00,2072.00,-885.00,0.00,-885.00,121.00,121.00,0.00,262.00,-1216.00,-878.00,-267.00,-8.00,-63.00
2001:Q3,3517.00,-78.00,2412.00,2484.00,-72.00,757.00,626.00,-35.00,166.00,426.00,2845.00,2526.00,84.00,0.00,84.00,135.00,135.00,0.00,100.00,-606.00,-768.00,228.00,-8.00,-58.00
2001:Q4,6131.00,93.00,4671.00,2559.00,2112.00,425.00,216.00,-117.00,326.00,942.00,5535.00,3365.00,935.00,0.00,935.00,726.00,726.00,0.00,509.00,-271.00,-634.00,414.00,-6.00,-45.00
2002:Q1,6939.00,76.00,6645.00,6806.00,-161.00,73.00,326.00,-82.00,-171.00,145.00,5840.00,6142.00,-521.00,0.00,-521.00,68.00,68.00,0.00,151.00,-251.00,-329.00,137.00,-6.00,-53.00
2002:Q2,8627.00,-137.00,6131.00,4461.00,1670.00,2375.00,1968.00,36.00,371.00,258.00,7832.00,4497.00,2966.00,0.00,2966.00,314.00,314.00,0.00,55.00,2470.00,0.00,2032.00,5.00,433.00
2002:Q3,7075.00,48.00,3684.00,2309.00,1375.00,3404.00,3242.00,-14.00,176.00,-61.00,7068.00,4735.00,1943.00,0.00,1943.00,98.00,98.00,0.00,292.00,2437.00,0.00,2475.00,-4.00,-34.00
2002:Q4,1187.00,194.00,-4196.00,-2099.00,-2097.00,5049.00,4613.00,108.00,328.00,140.00,2000.00,-746.00,2511.00,0.00,2511.00,565.00,565.00,0.00,-330.00,3353.00,0.00,3118.00,-4.00,239.00
2003:Q1,-764.00,93.00,470.00,-4306.00,4776.00,-1353.00,-1443.00,-60.00,150.00,26.00,-452.00,-2950.00,1577.00,0.00,1577.00,200.00,200.00,0.00,721.00,1779.00,0.00,1799.00,-2.00,-18.00
2003:Q2,8140.00,-8.00,1223.00,2023.00,-800.00,7110.00,6760.00,37.00,313.00,-185.00,7956.00,5072.00,4031.00,0.00,4031.00,-1145.00,-1145.00,0.00,-2.00,2994.00,0.00,3025.00,-2.00,-29.00
2003:Q3,7504.00,594.00,-183.00,-2804.00,2621.00,6737.00,6331.00,10.00,396.00,356.00,6950.00,24.00,6448.00,0.00,6448.00,971.00,971.00,0.00,-493.00,6434.00,0.00,6462.00,-2.00,-26.00
2003:Q4,11494.00,-449.00,3856.00,2205.00,1651.00,7725.00,6846.00,201.00,678.00,362.00,10287.00,3308.00,6547.00,0.00,6547.00,-58.00,-58.00,0.00,490.00,4367.00,0.00,4404.00,-3.00,-34.00
2004:Q1,22838.00,387.00,14444.00,8897.00,5547.00,7069.00,5335.00,54.00,1680.00,938.00,20728.00,10260.00,8148.00,0.00,8148.00,17.00,17.00,0.00,2303.00,6685.00,0.00,5131.00,-1.00,1555.00
2004:Q2,14826.00,1437.00,2328.00,-654.00,2982.00,10871.00,10061.00,118.00,692.00,190.00,14094.00,6387.00,9169.00,0.00,9169.00,1151.00,1151.00,0.00,-2613.00,6871.00,0.00,6787.00,-1.00,85.00
2004:Q3,7578.00,-1002.00,9257.00,3661.00,5596.00,-1204.00,-1190.00,-72.00,58.00,527.00,5131.00,3765.00,272.00,0.00,272.00,-367.00,-367.00,0.00,1461.00,16508.00,0.00,16289.00,-3.00,222.00
2004:Q4,46728.00,1583.00,6525.00,3888.00,2637.00,37416.00,36935.00,61.00,420.00,1204.00,43290.00,8254.00,30096.00,0.00,30096.00,4143.00,4143.00,0.00,797.00,29558.00,0.00,29687.00,-16.00,-113.00
2005:Q1,11127.00,278.00,1827.00,-522.00,2349.00,7934.00,7006.00,77.00,851.00,1088.00,9875.00,1724.00,11397.00,0.00,11397.00,-1343.00,-1343.00,0.00,-1903.00,8608.00,0.00,8035.00,95.00,478.00
2005:Q2,17460.00,31.00,5468.00,370.00,5098.00,11247.00,10893.00,-67.00,421.00,714.00,16957.00,3117.00,11329.00,0.00,11329.00,1092.00,1092.00,0.00,1419.00,7005.00,0.00,7217.00,-38.00,-174.00
2005:Q3,16012.00,951.00,3948.00,-1520.00,5468.00,9714.00,9528.00,68.00,118.00,1399.00,15246.00,5471.00,6954.00,0.00,6954.00,2627.00,2627.00,0.00,194.00,4344.00,0.00,3045.00,-2.00,1301.00
2005:Q4,2217.00,-467.00,575.00,-2375.00,2950.00,-1382.00,-2626.00,95.00,1149.00,3491.00,2736.00,2874.00,-4601.00,0.00,-4601.00,666.00,666.00,0.00,3797.00,-2655.00,0.00,-2645.00,9.00,-19.00
2006:Q1,11355.00,749.00,1922.00,-320.00,2242.00,9964.00,7648.00,443.00,1873.00,-1280.00,9095.00,1073.00,11531.00,0.00,11531.00,-92.00,-92.00,0.00,-3417.00,5403.00,0.00,4615.00,104.00,684.00
2006:Q2,13576.00,-926.00,11319.00,7631.00,3688.00,2179.00,2076.00,-105.00,208.00,1004.00,12532.00,9054.00,125.00,0.00,125.00,2713.00,2713.00,0.00,640.00,457.00,0.00,-84.00,-2.00,543.00
2006:Q3,9659.00,894.00,8338.00,7141.00,1197.00,115.00,-3513.00,366.00,3262.00,312.00,9065.00,4746.00,1006.00,0.00,1006.00,1311.00,1311.00,0.00,2002.00,-189.00,0.00,-1420.00,-15.00,1246.00
