date,FA893064105.Q,FA103164103.Q,FA793164105.Q,FA763164103.Q,FA513164103.Q,FA543164173.Q,FA554090005.Q,FA564090005.Q,FA643164103.Q,FA403164105.Q,FA663164103.Q,FA733164103.Q,FA503164105.Q,FA263164103.Q,FA893064105.Q,FA153064105.Q,FA313064105.Q,FA213064103.Q,FA713064103.Q,FA763064105.Q,FA753064103.Q,FA513064105.Q,FA543064105.Q,FA573064105.Q,FA343064105.Q,FA223064145.Q,FA653064100.Q,FA553064103.Q,FA563064103.Q,FA663064103.Q,FA503064105.Q,FA263064105.Q
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1479.00,1288.00,418.00,72.00,46.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,-227.00,1479.00,766.00,0.00,0.00,0.00,24.00,0.00,135.00,317.00,0.00,0.00,9.00,125.00,240.00,0.00,-140.00,0.00,3.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,2297.00,2107.00,391.00,144.00,47.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,-201.00,2297.00,1545.00,0.00,0.00,0.00,46.00,0.00,139.00,55.00,0.00,0.00,12.00,179.00,160.00,0.00,41.00,0.00,120.00
1952:Q1,2600.00,2292.00,408.00,180.00,36.00,0.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,2600.00,1224.00,0.00,0.00,0.00,92.00,4.00,352.00,248.00,600.00,0.00,12.00,348.00,140.00,0.00,-436.00,0.00,16.00
1952:Q2,2808.00,2656.00,240.00,180.00,24.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,2808.00,776.00,0.00,0.00,0.00,116.00,0.00,372.00,160.00,624.00,0.00,16.00,520.00,-28.00,0.00,-88.00,0.00,340.00
1952:Q3,2584.00,1560.00,604.00,100.00,32.00,0.00,472.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,2584.00,544.00,0.00,0.00,0.00,120.00,0.00,-208.00,88.00,648.00,0.00,16.00,524.00,408.00,0.00,864.00,0.00,-420.00
1952:Q4,2500.00,2772.00,-172.00,96.00,52.00,0.00,-320.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,2500.00,616.00,0.00,0.00,0.00,108.00,0.00,208.00,160.00,700.00,0.00,16.00,340.00,-380.00,0.00,-352.00,0.00,1084.00
1953:Q1,2704.00,2072.00,848.00,120.00,72.00,0.00,656.00,0.00,0.00,0.00,0.00,0.00,0.00,-216.00,2704.00,888.00,0.00,0.00,0.00,96.00,0.00,208.00,116.00,716.00,0.00,16.00,468.00,596.00,0.00,144.00,0.00,-544.00
1953:Q2,3420.00,2180.00,868.00,120.00,88.00,0.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,372.00,3420.00,1388.00,0.00,0.00,0.00,84.00,0.00,196.00,116.00,744.00,0.00,20.00,456.00,600.00,0.00,188.00,0.00,-372.00
1953:Q3,2152.00,1260.00,776.00,108.00,96.00,0.00,572.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,2152.00,116.00,0.00,0.00,0.00,88.00,4.00,184.00,56.00,788.00,0.00,20.00,328.00,512.00,0.00,240.00,0.00,-184.00
1953:Q4,1572.00,1552.00,48.00,108.00,96.00,0.00,-156.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.00,1572.00,-100.00,0.00,0.00,0.00,112.00,0.00,172.00,84.00,864.00,0.00,20.00,204.00,-216.00,0.00,-448.00,0.00,880.00
1954:Q1,2088.00,2948.00,-300.00,112.00,100.00,0.00,-512.00,0.00,0.00,0.00,0.00,0.00,0.00,-560.00,2088.00,108.00,0.00,0.00,0.00,128.00,0.00,168.00,212.00,940.00,0.00,24.00,164.00,-572.00,0.00,-468.00,0.00,1384.00
1954:Q2,2396.00,2088.00,-312.00,120.00,108.00,0.00,-540.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,2396.00,700.00,0.00,0.00,0.00,152.00,4.00,164.00,424.00,996.00,0.00,24.00,168.00,-596.00,0.00,180.00,0.00,180.00
1954:Q3,1360.00,912.00,-260.00,340.00,108.00,0.00,-708.00,0.00,0.00,0.00,0.00,0.00,0.00,708.00,1360.00,-48.00,0.00,0.00,0.00,152.00,4.00,160.00,284.00,1040.00,0.00,24.00,324.00,-764.00,0.00,64.00,0.00,120.00
1954:Q4,700.00,384.00,-140.00,340.00,108.00,0.00,-588.00,0.00,0.00,0.00,0.00,0.00,0.00,456.00,700.00,-776.00,0.00,0.00,0.00,128.00,0.00,160.00,160.00,1088.00,0.00,24.00,532.00,-656.00,0.00,-208.00,0.00,248.00
1955:Q1,2252.00,2124.00,-468.00,-624.00,108.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,596.00,2252.00,812.00,0.00,0.00,0.00,104.00,0.00,160.00,76.00,1140.00,0.00,28.00,416.00,-24.00,0.00,-656.00,0.00,196.00
1955:Q2,704.00,640.00,-428.00,204.00,112.00,0.00,-744.00,0.00,0.00,0.00,0.00,0.00,0.00,492.00,704.00,-784.00,0.00,0.00,0.00,88.00,4.00,164.00,100.00,1288.00,0.00,28.00,272.00,-828.00,0.00,240.00,0.00,132.00
1955:Q3,1312.00,1112.00,-144.00,40.00,104.00,0.00,-288.00,0.00,0.00,0.00,0.00,0.00,0.00,344.00,1312.00,-184.00,0.00,0.00,0.00,76.00,0.00,164.00,60.00,1456.00,0.00,28.00,412.00,-372.00,0.00,-612.00,0.00,284.00
1955:Q4,3308.00,3000.00,276.00,176.00,88.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,3308.00,36.00,0.00,0.00,0.00,68.00,0.00,164.00,24.00,1616.00,0.00,28.00,536.00,-68.00,0.00,1008.00,0.00,-104.00
1956:Q1,1796.00,2088.00,-28.00,304.00,76.00,0.00,-408.00,0.00,0.00,0.00,0.00,0.00,0.00,-264.00,1796.00,280.00,0.00,0.00,0.00,60.00,0.00,156.00,0.00,1784.00,0.00,32.00,648.00,-488.00,0.00,-824.00,0.00,148.00
1956:Q2,1896.00,936.00,1076.00,252.00,60.00,0.00,764.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.00,1896.00,-1876.00,0.00,0.00,0.00,44.00,0.00,140.00,0.00,1812.00,0.00,32.00,612.00,688.00,0.00,152.00,0.00,292.00
1956:Q3,3032.00,2292.00,844.00,120.00,56.00,0.00,668.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.00,3032.00,-96.00,0.00,0.00,0.00,44.00,0.00,128.00,0.00,1848.00,0.00,36.00,484.00,592.00,0.00,-284.00,0.00,280.00
1956:Q4,4060.00,3684.00,688.00,392.00,56.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,-312.00,4060.00,1008.00,0.00,0.00,0.00,52.00,0.00,120.00,-8.00,1944.00,0.00,36.00,412.00,152.00,0.00,40.00,0.00,304.00
1957:Q1,3500.00,3040.00,1352.00,160.00,60.00,0.00,1132.00,0.00,0.00,0.00,0.00,0.00,0.00,-892.00,3500.00,-376.00,0.00,0.00,0.00,56.00,4.00,124.00,52.00,1972.00,0.00,44.00,668.00,1040.00,0.00,-512.00,0.00,428.00
1957:Q2,3000.00,3612.00,-276.00,80.00,52.00,0.00,-408.00,0.00,0.00,0.00,0.00,0.00,0.00,-336.00,3000.00,460.00,0.00,0.00,0.00,56.00,0.00,132.00,0.00,2152.00,0.00,52.00,452.00,-508.00,0.00,-84.00,0.00,288.00
1957:Q3,3448.00,1196.00,2332.00,556.00,60.00,0.00,1716.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,3448.00,-1960.00,0.00,0.00,0.00,64.00,4.00,128.00,88.00,2148.00,0.00,52.00,988.00,1616.00,0.00,296.00,0.00,24.00
1957:Q4,3392.00,1916.00,1768.00,296.00,92.00,0.00,1380.00,0.00,0.00,0.00,0.00,0.00,0.00,-292.00,3392.00,-1824.00,0.00,0.00,0.00,72.00,4.00,116.00,32.00,2180.00,0.00,56.00,656.00,1272.00,0.00,980.00,0.00,-152.00
1958:Q1,484.00,884.00,200.00,76.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-600.00,484.00,-1964.00,0.00,0.00,0.00,92.00,0.00,124.00,76.00,2312.00,0.00,56.00,712.00,-112.00,0.00,-692.00,0.00,-120.00
1958:Q2,1784.00,3432.00,-488.00,0.00,156.00,0.00,-644.00,0.00,0.00,0.00,0.00,0.00,0.00,-1160.00,1784.00,-1568.00,0.00,0.00,0.00,124.00,0.00,108.00,76.00,2500.00,0.00,56.00,972.00,-760.00,0.00,348.00,0.00,-72.00
1958:Q3,1076.00,1940.00,-792.00,24.00,164.00,0.00,-980.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,1076.00,-772.00,0.00,0.00,0.00,112.00,4.00,128.00,80.00,2752.00,0.00,60.00,1536.00,-1100.00,0.00,-1692.00,0.00,-32.00
1958:Q4,400.00,1616.00,-704.00,108.00,148.00,0.00,-960.00,0.00,0.00,0.00,0.00,0.00,0.00,-512.00,400.00,-3384.00,0.00,0.00,0.00,52.00,0.00,176.00,80.00,3056.00,0.00,60.00,1344.00,-1076.00,0.00,84.00,0.00,8.00
1959:Q1,2540.00,2044.00,704.00,208.00,144.00,0.00,352.00,0.00,0.00,0.00,0.00,0.00,0.00,-208.00,2540.00,-1568.00,0.00,0.00,0.00,16.00,0.00,224.00,176.00,3300.00,0.00,68.00,1296.00,36.00,0.00,-1148.00,0.00,140.00
1959:Q2,2812.00,2952.00,-148.00,52.00,144.00,0.00,-344.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2812.00,-2472.00,0.00,0.00,0.00,-68.00,4.00,276.00,144.00,3676.00,0.00,76.00,1080.00,-452.00,0.00,160.00,0.00,388.00
1959:Q3,1808.00,1040.00,1244.00,100.00,136.00,0.00,1008.00,0.00,0.00,0.00,0.00,0.00,0.00,-476.00,1808.00,-4536.00,0.00,0.00,0.00,-76.00,0.00,292.00,200.00,3364.00,0.00,76.00,792.00,892.00,0.00,456.00,0.00,348.00
1959:Q4,2068.00,2276.00,228.00,168.00,116.00,0.00,-56.00,0.00,0.00,0.00,0.00,0.00,0.00,-436.00,2068.00,-4308.00,0.00,0.00,0.00,-68.00,0.00,276.00,248.00,3772.00,0.00,80.00,984.00,-192.00,0.00,748.00,0.00,528.00
1960:Q1,2688.00,1404.00,1336.00,96.00,84.00,0.00,1156.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,2688.00,-2728.00,0.00,0.00,0.00,-84.00,4.00,264.00,168.00,3768.00,0.00,80.00,964.00,756.00,0.00,-1052.00,0.00,548.00
1960:Q2,2852.00,1476.00,1212.00,192.00,44.00,0.00,976.00,0.00,0.00,0.00,0.00,0.00,0.00,164.00,2852.00,-4040.00,0.00,0.00,0.00,12.00,4.00,264.00,256.00,3988.00,0.00,76.00,1092.00,748.00,0.00,108.00,0.00,344.00
1960:Q3,2972.00,1600.00,1232.00,84.00,56.00,0.00,1092.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,2972.00,-3900.00,0.00,0.00,0.00,60.00,4.00,264.00,524.00,3812.00,0.00,84.00,644.00,888.00,0.00,652.00,0.00,-60.00
1960:Q4,1592.00,980.00,520.00,116.00,132.00,0.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,1592.00,-4424.00,0.00,0.00,0.00,76.00,4.00,264.00,460.00,4324.00,0.00,104.00,420.00,164.00,0.00,220.00,0.00,-20.00
1961:Q1,1312.00,2680.00,-1568.00,88.00,208.00,0.00,-1864.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,1312.00,-1516.00,0.00,0.00,0.00,44.00,0.00,252.00,444.00,4792.00,0.00,128.00,1272.00,-2136.00,0.00,-2352.00,0.00,384.00
1961:Q2,4612.00,4672.00,-352.00,52.00,288.00,0.00,-692.00,0.00,0.00,0.00,0.00,0.00,0.00,292.00,4612.00,-3140.00,0.00,0.00,0.00,52.00,4.00,232.00,204.00,4888.00,0.00,148.00,1688.00,-616.00,0.00,564.00,0.00,588.00
1961:Q3,1104.00,1532.00,-656.00,44.00,296.00,0.00,-996.00,0.00,0.00,0.00,0.00,0.00,0.00,228.00,1104.00,-4624.00,0.00,0.00,0.00,68.00,0.00,252.00,428.00,5132.00,0.00,160.00,840.00,-884.00,0.00,-316.00,0.00,48.00
1961:Q4,-936.00,-400.00,-1116.00,528.00,232.00,0.00,-1876.00,0.00,0.00,0.00,0.00,0.00,0.00,580.00,-936.00,-8056.00,0.00,0.00,0.00,96.00,0.00,304.00,784.00,5564.00,0.00,172.00,1272.00,-1788.00,0.00,444.00,0.00,272.00
1962:Q1,1020.00,244.00,796.00,236.00,168.00,0.00,392.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,1020.00,-5932.00,0.00,0.00,0.00,124.00,0.00,248.00,364.00,5144.00,0.00,184.00,1204.00,252.00,0.00,-680.00,0.00,112.00
1962:Q2,1072.00,576.00,524.00,16.00,108.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.00,1072.00,-8816.00,0.00,0.00,0.00,160.00,4.00,248.00,748.00,5128.00,0.00,196.00,2396.00,568.00,0.00,332.00,0.00,108.00
1962:Q3,144.00,256.00,-84.00,80.00,112.00,0.00,-276.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.00,144.00,-5180.00,0.00,0.00,0.00,168.00,0.00,248.00,156.00,4564.00,0.00,204.00,-484.00,-160.00,0.00,520.00,0.00,108.00
1962:Q4,444.00,400.00,68.00,52.00,184.00,0.00,-168.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00,444.00,-6324.00,0.00,0.00,0.00,144.00,-4.00,248.00,364.00,5292.00,0.00,204.00,648.00,-224.00,0.00,-12.00,0.00,108.00
1963:Q1,1008.00,-20.00,916.00,36.00,252.00,0.00,628.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,1008.00,-5008.00,0.00,0.00,0.00,128.00,4.00,156.00,428.00,4856.00,0.00,200.00,840.00,140.00,0.00,-960.00,0.00,224.00
1963:Q2,1280.00,-44.00,1208.00,84.00,324.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,1280.00,-7784.00,0.00,0.00,0.00,116.00,0.00,156.00,252.00,6000.00,0.00,196.00,1272.00,340.00,0.00,508.00,0.00,224.00
1963:Q3,1624.00,384.00,1124.00,0.00,324.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,1624.00,-5816.00,0.00,0.00,0.00,108.00,0.00,156.00,256.00,5948.00,0.00,208.00,464.00,308.00,0.00,-232.00,0.00,224.00
1963:Q4,-676.00,-1684.00,904.00,76.00,244.00,0.00,584.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,-676.00,-10220.00,0.00,0.00,0.00,108.00,0.00,156.00,68.00,6524.00,0.00,232.00,500.00,240.00,0.00,1488.00,0.00,228.00
1964:Q1,2900.00,2548.00,-12.00,104.00,176.00,0.00,-292.00,0.00,0.00,0.00,0.00,0.00,0.00,364.00,2900.00,-2420.00,0.00,0.00,0.00,100.00,0.00,428.00,388.00,6552.00,0.00,248.00,24.00,-828.00,0.00,-1300.00,0.00,-292.00
1964:Q2,3460.00,3128.00,116.00,56.00,120.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,3460.00,-5320.00,0.00,0.00,0.00,88.00,4.00,120.00,384.00,6796.00,0.00,264.00,476.00,-244.00,0.00,972.00,0.00,-80.00
1964:Q3,752.00,748.00,-164.00,0.00,96.00,0.00,-260.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00,752.00,-6356.00,0.00,0.00,0.00,96.00,4.00,-8.00,528.00,6912.00,0.00,280.00,1324.00,-384.00,0.00,-1192.00,0.00,-452.00
1964:Q4,-1660.00,-1844.00,88.00,12.00,100.00,0.00,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,-1660.00,-13780.00,0.00,0.00,0.00,120.00,4.00,-128.00,536.00,7172.00,0.00,300.00,1544.00,-92.00,0.00,3008.00,0.00,-344.00
1965:Q1,76.00,-224.00,-132.00,40.00,96.00,0.00,-268.00,0.00,0.00,0.00,0.00,0.00,0.00,432.00,76.00,-7952.00,0.00,0.00,0.00,156.00,16.00,108.00,280.00,8032.00,0.00,320.00,424.00,-588.00,0.00,-876.00,0.00,156.00
1965:Q2,776.00,1320.00,-852.00,-360.00,84.00,0.00,-576.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,776.00,-10368.00,0.00,0.00,0.00,196.00,12.00,448.00,524.00,7940.00,0.00,332.00,1084.00,-500.00,0.00,1668.00,0.00,-560.00
1965:Q3,-728.00,52.00,-1048.00,-16.00,80.00,0.00,-1112.00,0.00,0.00,0.00,0.00,0.00,0.00,268.00,-728.00,-8792.00,0.00,0.00,0.00,188.00,4.00,80.00,836.00,8804.00,0.00,360.00,1660.00,-1000.00,0.00,-2020.00,0.00,-848.00
1965:Q4,-1864.00,-1260.00,-792.00,88.00,80.00,0.00,-960.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,-1864.00,-15104.00,0.00,0.00,0.00,128.00,8.00,-288.00,1160.00,9040.00,0.00,396.00,1916.00,-868.00,0.00,2096.00,0.00,-348.00
1966:Q1,40.00,-528.00,256.00,-32.00,80.00,0.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,312.00,40.00,-9184.00,0.00,0.00,0.00,68.00,12.00,-328.00,156.00,8740.00,0.00,440.00,2356.00,0.00,0.00,-2088.00,0.00,-132.00
1966:Q2,6580.00,6032.00,628.00,0.00,76.00,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,6580.00,-7024.00,0.00,0.00,0.00,-4.00,12.00,524.00,176.00,9528.00,0.00,476.00,324.00,676.00,0.00,2136.00,0.00,-244.00
1966:Q3,512.00,1068.00,-588.00,-32.00,80.00,0.00,-636.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,512.00,-6800.00,0.00,0.00,0.00,4.00,8.00,640.00,224.00,8608.00,0.00,508.00,-452.00,-532.00,0.00,-1492.00,0.00,-204.00
1966:Q4,-660.00,-1536.00,1200.00,12.00,88.00,0.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,-324.00,-660.00,-16308.00,0.00,0.00,0.00,96.00,12.00,728.00,380.00,9348.00,0.00,528.00,1584.00,1148.00,0.00,2464.00,0.00,-640.00
1967:Q1,1004.00,1008.00,92.00,0.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,1004.00,-11108.00,0.00,0.00,0.00,164.00,12.00,188.00,596.00,10728.00,0.00,580.00,3244.00,-292.00,0.00,-2988.00,0.00,-120.00
1967:Q2,1040.00,1920.00,-976.00,-16.00,88.00,0.00,-1048.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,1040.00,-15724.00,0.00,0.00,0.00,232.00,8.00,472.00,1044.00,11500.00,0.00,576.00,1632.00,-1072.00,0.00,2100.00,0.00,272.00
1967:Q3,1952.00,2944.00,-1112.00,-160.00,108.00,0.00,-1060.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,1952.00,-15736.00,0.00,0.00,0.00,252.00,12.00,268.00,964.00,11580.00,0.00,760.00,3464.00,-1140.00,0.00,412.00,0.00,1116.00
1967:Q4,2900.00,3716.00,-1064.00,36.00,152.00,0.00,-1252.00,0.00,0.00,0.00,0.00,0.00,0.00,248.00,2900.00,-11776.00,0.00,0.00,0.00,228.00,12.00,412.00,1372.00,11824.00,0.00,764.00,-944.00,-1436.00,0.00,920.00,0.00,1524.00
1968:Q1,2584.00,1460.00,540.00,-20.00,184.00,0.00,304.00,0.00,72.00,0.00,0.00,0.00,0.00,584.00,2584.00,-11164.00,0.00,0.00,0.00,232.00,12.00,440.00,1152.00,10904.00,0.00,1080.00,-528.00,-24.00,0.00,-756.00,0.00,1236.00
1968:Q2,4772.00,2120.00,1760.00,0.00,200.00,0.00,1136.00,0.00,424.00,0.00,0.00,0.00,0.00,892.00,4772.00,-15680.00,0.00,0.00,0.00,228.00,16.00,440.00,1592.00,12628.00,0.00,1172.00,3784.00,624.00,0.00,-2176.00,0.00,2144.00
1968:Q3,-960.00,-1904.00,608.00,-120.00,252.00,0.00,628.00,0.00,-152.00,0.00,0.00,0.00,0.00,336.00,-960.00,-23048.00,0.00,0.00,0.00,272.00,12.00,1020.00,964.00,13448.00,0.00,1284.00,2136.00,136.00,0.00,980.00,0.00,1836.00
1968:Q4,-872.00,-2312.00,1312.00,-92.00,352.00,0.00,896.00,0.00,156.00,0.00,0.00,0.00,0.00,128.00,-872.00,-29088.00,0.00,0.00,0.00,272.00,8.00,1120.00,1536.00,14380.00,0.00,1732.00,4584.00,632.00,0.00,780.00,0.00,3172.00
1969:Q1,2000.00,1348.00,456.00,-100.00,464.00,0.00,164.00,0.00,-136.00,64.00,0.00,0.00,0.00,196.00,2000.00,-16236.00,0.00,0.00,0.00,240.00,0.00,1112.00,1552.00,14408.00,0.00,1208.00,-1348.00,-292.00,0.00,-1652.00,0.00,3008.00
1969:Q2,5080.00,1684.00,2224.00,16.00,596.00,0.00,796.00,0.00,752.00,64.00,0.00,0.00,0.00,1172.00,5080.00,-20556.00,0.00,0.00,0.00,232.00,0.00,1176.00,1396.00,13564.00,0.00,2120.00,2988.00,808.00,0.00,2744.00,0.00,608.00
1969:Q3,6420.00,3960.00,1936.00,12.00,616.00,0.00,828.00,0.00,416.00,64.00,0.00,0.00,0.00,524.00,6420.00,-11516.00,0.00,0.00,0.00,232.00,16.00,300.00,680.00,13132.00,0.00,1720.00,1932.00,984.00,0.00,-1736.00,0.00,676.00
1969:Q4,8736.00,6632.00,1912.00,-52.00,520.00,0.00,212.00,0.00,1168.00,64.00,0.00,0.00,0.00,192.00,8736.00,-20424.00,0.00,0.00,0.00,248.00,16.00,1328.00,1668.00,14988.00,0.00,2104.00,3428.00,548.00,0.00,2864.00,0.00,1968.00
1970:Q1,6044.00,5268.00,680.00,108.00,428.00,0.00,-1312.00,0.00,1344.00,112.00,0.00,0.00,0.00,96.00,6044.00,840.00,0.00,0.00,0.00,300.00,16.00,1356.00,1888.00,4548.00,0.00,1896.00,-564.00,-700.00,0.00,-3192.00,0.00,-344.00
