1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q1,223283.00,104674.00,42946.00,119903.00,76958.00,61728.00,98727.00,36999.00,118834.00,153570.00,-52097.00,-3278.00,17309.00,0.00,3330.00,0.00,953.00,832.00,-19.00,139.00,-1178.00,12997705.00,2806259.00
1984:Q2,209513.00,125165.00,45002.00,123296.00,78294.00,80163.00,146356.00,66193.00,63740.00,110849.00,-46774.00,-4232.00,9900.00,0.00,-6002.00,0.00,8038.00,7920.00,102.00,16.00,12571.00,13207218.00,2880722.00
1984:Q3,323058.00,98915.00,43381.00,123398.00,80017.00,55534.00,109966.00,54432.00,213318.00,105629.00,73656.00,6639.00,13435.00,0.00,13959.00,0.00,3126.00,2931.00,89.00,106.00,7701.00,13530276.00,2942920.00
1984:Q4,263624.00,128369.00,45001.00,126434.00,81433.00,83368.00,149483.00,66115.00,142481.00,96235.00,20217.00,2434.00,17910.00,0.00,5685.00,0.00,2968.00,2790.00,171.00,7.00,-10194.00,13793900.00,2985638.00
1985:Q1,382099.00,126762.00,46422.00,130406.00,83984.00,80340.00,130514.00,50174.00,248349.00,108301.00,88187.00,6289.00,14854.00,0.00,30719.00,0.00,7336.00,7315.00,-41.00,62.00,-349.00,14175999.00,3014136.00
1985:Q2,321758.00,76508.00,46128.00,131955.00,85828.00,30380.00,109823.00,79443.00,230635.00,128923.00,98200.00,9475.00,937.00,0.00,-6900.00,0.00,3963.00,3884.00,44.00,35.00,10654.00,14497757.00,3098044.00
1985:Q3,176913.00,74239.00,50697.00,138231.00,87534.00,23541.00,114903.00,91362.00,93223.00,139955.00,-53906.00,-1129.00,21643.00,0.00,-13340.00,0.00,-1252.00,-1398.00,108.00,38.00,10703.00,14674670.00,3112238.00
1985:Q4,603597.00,111746.00,47560.00,136786.00,89225.00,64186.00,176713.00,112527.00,465041.00,136569.00,211997.00,23139.00,46785.00,0.00,46551.00,0.00,4552.00,4388.00,198.00,-33.00,22257.00,15278268.00,3169669.00
1986:Q1,495972.00,146818.00,49827.00,141775.00,91948.00,96992.00,121978.00,24986.00,323362.00,73923.00,183553.00,22825.00,18027.00,0.00,25034.00,0.00,2990.00,2597.00,305.00,89.00,22802.00,15774239.00,3232174.00
1986:Q2,365594.00,115838.00,54852.00,148569.00,93718.00,60987.00,129470.00,68483.00,228102.00,104196.00,90489.00,4604.00,20811.00,0.00,8002.00,0.00,9391.00,8785.00,554.00,52.00,12263.00,16139833.00,3271242.00
1986:Q3,152258.00,135864.00,63225.00,159154.00,95928.00,72639.00,157845.00,85206.00,-8770.00,99504.00,-107307.00,-4673.00,33872.00,0.00,-30166.00,0.00,14784.00,14368.00,443.00,-27.00,10380.00,16292091.00,3311167.00
1986:Q4,548871.00,184447.00,60531.00,159324.00,98793.00,123916.00,212517.00,88601.00,355066.00,92614.00,224552.00,3451.00,32507.00,0.00,1943.00,0.00,10867.00,10828.00,110.00,-71.00,-1509.00,16840962.00,3336948.00
1987:Q1,653960.00,106762.00,54218.00,154734.00,100517.00,52544.00,72747.00,20203.00,518993.00,98877.00,308573.00,27915.00,38926.00,0.00,44702.00,0.00,10027.00,9568.00,362.00,98.00,18178.00,17494922.00,3400408.00
1987:Q2,287063.00,89138.00,58259.00,160898.00,102639.00,30879.00,124759.00,93880.00,176475.00,102190.00,31903.00,-6499.00,28352.00,0.00,20529.00,0.00,8949.00,8844.00,18.00,87.00,12501.00,17781985.00,3399480.00
1987:Q3,410368.00,142900.00,61837.00,166705.00,104868.00,81063.00,161415.00,80352.00,245381.00,93761.00,98862.00,-1008.00,25475.00,0.00,28291.00,0.00,8019.00,7942.00,-11.00,87.00,14069.00,18192352.00,3493721.00
1987:Q4,-172641.00,150778.00,58123.00,165323.00,107200.00,92654.00,151377.00,58723.00,-336251.00,59003.00,-331353.00,-44534.00,49103.00,0.00,-68470.00,0.00,4051.00,3107.00,710.00,235.00,8782.00,18019712.00,3571504.00
1988:Q1,472862.00,144548.00,60618.00,169032.00,108414.00,83929.00,114691.00,30762.00,325626.00,106810.00,139274.00,14226.00,52272.00,220.00,12824.00,0.00,499.00,6.00,230.00,263.00,2190.00,18492574.00,3651711.00
1988:Q2,410026.00,89222.00,61008.00,171292.00,110284.00,28214.00,114897.00,86683.00,309726.00,147615.00,105452.00,5561.00,41063.00,157.00,9878.00,0.00,12531.00,12230.00,117.00,184.00,-1454.00,18902600.00,3729950.00
1988:Q3,309944.00,142634.00,58528.00,171256.00,112728.00,84106.00,165392.00,81286.00,141768.00,98035.00,19945.00,-130.00,38494.00,-39.00,-14537.00,0.00,15343.00,15233.00,47.00,63.00,10198.00,19212544.00,3812279.00
1988:Q4,477522.00,147508.00,60754.00,175964.00,115210.00,86754.00,164861.00,78107.00,273500.00,88731.00,144966.00,-1433.00,44047.00,48.00,-2859.00,0.00,16799.00,16123.00,625.00,52.00,39716.00,19690066.00,3887677.00
1989:Q1,443153.00,110580.00,58917.00,175904.00,116987.00,51663.00,77536.00,25873.00,269274.00,92032.00,105267.00,6993.00,44515.00,275.00,20192.00,0.00,11493.00,11087.00,255.00,152.00,51806.00,20133219.00,3979809.00
1989:Q2,397587.00,56102.00,57181.00,176459.00,119278.00,-1080.00,84898.00,85978.00,330974.00,107223.00,133364.00,20769.00,46428.00,399.00,22790.00,0.00,3635.00,3470.00,46.00,119.00,6878.00,20530806.00,4020952.00
1989:Q3,555020.00,105363.00,58313.00,179475.00,121162.00,47050.00,127006.00,79956.00,421002.00,170417.00,188301.00,10326.00,26085.00,501.00,25372.00,0.00,6590.00,6206.00,320.00,65.00,22065.00,21085826.00,4071453.00
1989:Q4,362053.00,142773.00,52144.00,175361.00,123217.00,90629.00,191176.00,100547.00,219248.00,79459.00,84108.00,-1457.00,39588.00,-11.00,17561.00,0.00,8609.00,8254.00,278.00,78.00,-8578.00,21447879.00,4136348.00
1990:Q1,98291.00,175789.00,57789.00,182501.00,124712.00,118001.00,147841.00,29840.00,-73418.00,67609.00,-126956.00,-13986.00,11860.00,-145.00,-11799.00,0.00,15655.00,15163.00,339.00,154.00,-19735.00,21546170.00,4230723.00
1990:Q2,229635.00,99232.00,49536.00,176672.00,127136.00,49696.00,123735.00,74040.00,125769.00,7286.00,92458.00,10837.00,6514.00,247.00,8427.00,0.00,5442.00,5199.00,96.00,148.00,-808.00,21775805.00,4294345.00
1990:Q3,-234627.00,155514.00,44639.00,173407.00,128768.00,110876.00,183598.00,72722.00,-404264.00,22246.00,-359664.00,-37188.00,10698.00,-809.00,-39547.00,0.00,6429.00,5939.00,380.00,110.00,7694.00,21541178.00,4349917.00
1990:Q4,468447.00,180273.00,37710.00,168009.00,130299.00,142564.00,205189.00,62626.00,269682.00,-37204.00,257558.00,13638.00,6753.00,372.00,28564.00,0.00,9575.00,9188.00,513.00,-126.00,8916.00,22009625.00,4372030.00
1991:Q1,599445.00,168188.00,32097.00,163999.00,131902.00,136091.00,148268.00,12177.00,412635.00,16948.00,316619.00,28266.00,6120.00,640.00,44041.00,0.00,19349.00,18441.00,605.00,303.00,-727.00,22609070.00,4403035.00
1991:Q2,-1364.00,27160.00,33200.00,166835.00,133635.00,-6040.00,64810.00,70851.00,-37913.00,12027.00,-31994.00,-1.00,-15931.00,149.00,-2163.00,0.00,6160.00,6207.00,-222.00,175.00,3230.00,22607706.00,4457005.00
1991:Q3,252714.00,114432.00,36453.00,171189.00,134736.00,77980.00,129234.00,51254.00,138689.00,-12042.00,143842.00,20944.00,-35889.00,283.00,21551.00,0.00,8480.00,8729.00,-339.00,89.00,-8887.00,22860421.00,4503441.00
1991:Q4,574798.00,151734.00,34781.00,170793.00,136012.00,116953.00,191241.00,74288.00,444609.00,20038.00,387100.00,27141.00,-22309.00,595.00,32044.00,0.00,5073.00,5530.00,-170.00,-287.00,-26617.00,23435219.00,4574456.00
1992:Q1,48904.00,195966.00,41744.00,178428.00,136684.00,154223.00,168681.00,14459.00,-50873.00,54810.00,-84471.00,-7782.00,2755.00,-171.00,-16013.00,0.00,2342.00,2044.00,518.00,-220.00,-98531.00,23484123.00,4701352.00
1992:Q2,86563.00,109973.00,44611.00,182463.00,137852.00,65362.00,114458.00,49097.00,-52341.00,-9205.00,-24389.00,12029.00,-29119.00,-32.00,-1625.00,0.00,7928.00,7983.00,-128.00,74.00,21003.00,23570686.00,4781976.00
1992:Q3,278022.00,136192.00,46189.00,185602.00,139414.00,90003.00,154468.00,64465.00,132489.00,48665.00,64781.00,11926.00,-5246.00,243.00,12120.00,0.00,4095.00,3948.00,81.00,67.00,5245.00,23848708.00,4833466.00
1992:Q4,605336.00,131854.00,50029.00,190976.00,140947.00,81826.00,162445.00,80619.00,403989.00,30433.00,343904.00,11130.00,-12036.00,495.00,30063.00,0.00,5725.00,5599.00,-191.00,317.00,63768.00,24454043.00,4884216.00
1993:Q1,340841.00,156075.00,47914.00,192000.00,144086.00,108161.00,116361.00,8200.00,190642.00,-22202.00,142689.00,27268.00,22933.00,383.00,19571.00,0.00,-1878.00,-1429.00,-114.00,-336.00,-3998.00,24794884.00,4940854.00
1993:Q2,266441.00,120450.00,52428.00,197870.00,145442.00,68022.00,138422.00,70401.00,130671.00,51510.00,23628.00,27774.00,23050.00,120.00,4589.00,0.00,11145.00,11294.00,-167.00,18.00,4175.00,25061324.00,4982925.00
1993:Q3,350563.00,117745.00,54994.00,202578.00,147585.00,62752.00,157264.00,94512.00,246516.00,50947.00,116112.00,32746.00,24081.00,437.00,22193.00,0.00,10324.00,10555.00,-80.00,-151.00,-24023.00,25411887.00,5007670.00
1993:Q4,439133.00,114270.00,60890.00,210584.00,149694.00,53380.00,149010.00,95631.00,271030.00,49871.00,178915.00,5619.00,24664.00,286.00,11675.00,0.00,15272.00,14620.00,77.00,575.00,38562.00,25851021.00,5069477.00
1994:Q1,150970.00,235232.00,62636.00,214616.00,151980.00,172597.00,205203.00,32606.00,-117395.00,36091.00,-140905.00,-47607.00,61165.00,-565.00,-25574.00,0.00,2593.00,2494.00,231.00,-133.00,30541.00,26001991.00,5123106.00
1994:Q2,180474.00,106880.00,65908.00,219724.00,153816.00,40973.00,124733.00,83760.00,46002.00,50353.00,-26931.00,-19886.00,45544.00,-75.00,-3003.00,0.00,11265.00,11006.00,175.00,85.00,16326.00,26182465.00,5206218.00
1994:Q3,348363.00,93564.00,65416.00,221548.00,156133.00,28149.00,119722.00,91574.00,233951.00,42441.00,107090.00,26256.00,24373.00,580.00,33210.00,0.00,13881.00,13715.00,-137.00,303.00,6967.00,26530829.00,5274536.00
1994:Q4,252442.00,97959.00,67377.00,226009.00,158632.00,30582.00,151663.00,121081.00,79109.00,27493.00,56122.00,-35171.00,37686.00,-289.00,-6732.00,0.00,1099.00,1105.00,-493.00,487.00,74275.00,26783271.00,5372994.00
1995:Q1,565438.00,163323.00,61176.00,221726.00,160550.00,102147.00,132028.00,29881.00,400064.00,12481.00,254805.00,39978.00,33983.00,1197.00,57620.00,0.00,14355.00,13936.00,-368.00,788.00,-12304.00,27348709.00,5450272.00
1995:Q2,551922.00,93242.00,57532.00,220553.00,163021.00,35710.00,129398.00,93687.00,474536.00,39223.00,268743.00,62135.00,29356.00,2097.00,72982.00,0.00,1737.00,1598.00,217.00,-78.00,-17593.00,27900631.00,5493514.00
1995:Q3,654241.00,102839.00,61703.00,226518.00,164815.00,41136.00,153582.00,112446.00,554557.00,57128.00,320466.00,52798.00,48425.00,1567.00,74174.00,0.00,-3531.00,-3709.00,-111.00,290.00,375.00,28554872.00,5564849.00
1995:Q4,658341.00,158502.00,64349.00,230762.00,166413.00,94152.00,189770.00,95618.00,503499.00,46487.00,345488.00,7471.00,44880.00,796.00,58377.00,0.00,-2033.00,-1232.00,-265.00,-537.00,-1626.00,29213213.00,5621635.00
1996:Q1,640921.00,225662.00,67310.00,235146.00,167836.00,158353.00,207561.00,49208.00,390114.00,66164.00,207374.00,16295.00,42083.00,1052.00,57146.00,0.00,6876.00,7199.00,-591.00,269.00,18268.00,29854134.00,5707244.00
1996:Q2,422756.00,97532.00,73181.00,243260.00,170079.00,24351.00,126266.00,101914.00,301542.00,41168.00,177804.00,45017.00,494.00,876.00,36183.00,0.00,-12265.00,-11562.00,-696.00,-8.00,35946.00,30276889.00,5799819.00
1996:Q3,291494.00,77459.00,73867.00,245413.00,171546.00,3593.00,99740.00,96148.00,217015.00,47941.00,81496.00,24935.00,15502.00,801.00,46340.00,0.00,-1765.00,-1343.00,-280.00,-141.00,-1216.00,30568383.00,5871076.00
1996:Q4,362766.00,144151.00,74280.00,247813.00,173533.00,69871.00,172012.00,102140.00,171915.00,59824.00,-53810.00,50993.00,64065.00,1569.00,49274.00,0.00,-6625.00,-5854.00,-424.00,-347.00,53324.00,30931149.00,5941630.00
1997:Q1,395447.00,118856.00,77809.00,252696.00,174888.00,41047.00,84044.00,42997.00,267051.00,111172.00,24556.00,-9455.00,139382.00,98.00,1298.00,0.00,-2497.00,-2424.00,-514.00,441.00,12037.00,31326596.00,6027734.00
1997:Q2,1449045.00,102995.00,75633.00,252784.00,177151.00,27363.00,127494.00,100131.00,1382666.00,80329.00,894370.00,130037.00,60009.00,4665.00,213256.00,0.00,-18210.00,-17880.00,-667.00,337.00,-18406.00,32775642.00,6094275.00
1997:Q3,1108121.00,142036.00,82999.00,261535.00,178536.00,59037.00,168593.00,109556.00,1009276.00,93798.00,562375.00,101270.00,77778.00,3346.00,170709.00,0.00,-10855.00,-10080.00,-742.00,-33.00,-32337.00,33883762.00,6182668.00
1997:Q4,468562.00,164498.00,86547.00,267148.00,180601.00,77951.00,178116.00,100165.00,315858.00,135685.00,118782.00,-34325.00,124007.00,-280.00,-28011.00,0.00,-8991.00,-7143.00,-1137.00,-712.00,-2803.00,34352325.00,6290720.00
1998:Q1,1801673.00,205643.00,88734.00,271862.00,183128.00,116909.00,173285.00,56376.00,1585174.00,185141.00,891502.00,162756.00,126491.00,5353.00,213931.00,0.00,-13962.00,-12412.00,-1165.00,-385.00,24818.00,36153998.00,6424437.00
1998:Q2,544806.00,146316.00,98554.00,283856.00,185302.00,47762.00,190262.00,142499.00,389853.00,152475.00,185036.00,44334.00,18170.00,959.00,-11121.00,0.00,-13805.00,-12850.00,-1010.00,55.00,22442.00,36698804.00,6525723.00
1998:Q3,-939019.00,174293.00,103611.00,291402.00,187792.00,70682.00,174308.00,103627.00,-1098147.00,193297.00,-902710.00,-178643.00,67850.00,-6501.00,-271441.00,0.00,-14375.00,-13502.00,-815.00,-59.00,-789.00,35759785.00,6612147.00
1998:Q4,2386873.00,134134.00,113517.00,303913.00,190396.00,20618.00,159274.00,138656.00,2228052.00,201434.00,1392814.00,203785.00,64210.00,9089.00,356719.00,0.00,-13418.00,-13079.00,-794.00,455.00,38105.00,38146658.00,6682773.00
1999:Q1,636118.00,187766.00,111471.00,304084.00,192613.00,76295.00,158718.00,82424.00,441379.00,163618.00,110581.00,21429.00,57271.00,1965.00,86516.00,0.00,-21654.00,-20662.00,-744.00,-248.00,28628.00,38782776.00,6760026.00
1999:Q2,1204495.00,3535.00,119255.00,314611.00,195356.00,-115720.00,31079.00,146799.00,1163871.00,156173.00,724569.00,104385.00,20683.00,4666.00,153395.00,0.00,-11818.00,-11023.00,-1057.00,262.00,48908.00,39987272.00,6812910.00
1999:Q3,-249616.00,99404.00,121151.00,320164.00,199014.00,-21747.00,138242.00,159989.00,-374622.00,232437.00,-479744.00,-98570.00,105458.00,-3953.00,-130250.00,0.00,-11400.00,-10145.00,-1048.00,-207.00,37003.00,39737656.00,6894656.00
1999:Q4,3132560.00,169103.00,120099.00,323014.00,202915.00,49004.00,215069.00,166065.00,2840908.00,228444.00,1834745.00,313619.00,119235.00,14382.00,330482.00,0.00,-13835.00,-14236.00,-431.00,832.00,136383.00,42870216.00,7037580.00
2000:Q1,1344308.00,107784.00,135346.00,342249.00,206903.00,-27561.00,96263.00,123824.00,1537613.00,332246.00,868669.00,131289.00,71457.00,5579.00,128373.00,0.00,-11471.00,-11250.00,-419.00,198.00,-289618.00,44214524.00,7236300.00
2000:Q2,-437501.00,-40792.00,127911.00,339007.00,211096.00,-168703.00,-20883.00,147820.00,-405004.00,344145.00,-589342.00,-124593.00,50889.00,-4441.00,-81661.00,0.00,-4021.00,-3723.00,-547.00,248.00,12316.00,43777023.00,7344901.00
2000:Q3,634822.00,-26811.00,126323.00,341233.00,214910.00,-153133.00,22180.00,175314.00,690244.00,421447.00,28618.00,148.00,216956.00,270.00,22806.00,0.00,-16715.00,-16279.00,-589.00,153.00,-11897.00,44411845.00,7476959.00
2000:Q4,-890331.00,270028.00,125676.00,343374.00,217698.00,144352.00,282949.00,138597.00,-1098731.00,376360.00,-1124821.00,-269164.00,147340.00,-9162.00,-219284.00,0.00,-5935.00,-4755.00,-1077.00,-103.00,-55693.00,43521514.00,7543832.00
2001:Q1,-917934.00,217289.00,126470.00,346829.00,220360.00,90819.00,137355.00,46536.00,-1192589.00,335391.00,-994980.00,-250618.00,46307.00,-11776.00,-316913.00,0.00,-14038.00,-12554.00,-1163.00,-322.00,71405.00,42603580.00,7659062.00
2001:Q2,1234431.00,-12111.00,123241.00,347844.00,224603.00,-135352.00,65790.00,201143.00,1227640.00,285134.00,634450.00,123790.00,59610.00,4402.00,120254.00,0.00,-22008.00,-21246.00,-407.00,-356.00,40910.00,43838011.00,7688956.00
2001:Q3,-1432473.00,77261.00,123149.00,351134.00,227985.00,-45888.00,200932.00,246820.00,-1487826.00,322500.00,-1211355.00,-295244.00,83075.00,-15144.00,-371658.00,0.00,-20956.00,-19840.00,-542.00,-575.00,-952.00,42405538.00,7876688.00
2001:Q4,1561979.00,168728.00,137196.00,367924.00,230728.00,31532.00,162089.00,130557.00,1432150.00,141894.00,895787.00,198010.00,13940.00,9320.00,173200.00,0.00,-15697.00,-14470.00,-784.00,-443.00,-23202.00,43967517.00,7784367.00
2002:Q1,666115.00,211945.00,134861.00,367123.00,232262.00,77083.00,208150.00,131067.00,454853.00,228842.00,111132.00,-46208.00,89803.00,2104.00,69180.00,0.00,-26935.00,-26930.00,-58.00,53.00,26252.00,44633632.00,7988201.00
2002:Q2,-1027922.00,1938.00,136906.00,372234.00,235328.00,-134968.00,55305.00,190273.00,-990828.00,289158.00,-875087.00,-193585.00,60856.00,-12523.00,-259647.00,0.00,-15145.00,-14146.00,-568.00,-431.00,-23887.00,43605710.00,8090544.00
2002:Q3,-1247008.00,46815.00,139733.00,378715.00,238982.00,-92918.00,102432.00,195350.00,-1228232.00,320382.00,-1095417.00,-244418.00,101243.00,-14188.00,-295834.00,0.00,-15092.00,-14211.00,-811.00,-70.00,-50499.00,42358702.00,8120812.00
2002:Q4,1146700.00,135574.00,134996.00,378309.00,243313.00,579.00,267805.00,267226.00,989872.00,299443.00,347412.00,66507.00,138804.00,5604.00,132102.00,0.00,-21407.00,-20353.00,-464.00,-591.00,42662.00,43505402.00,8197205.00
2003:Q1,304734.00,155359.00,135536.00,381394.00,245858.00,19824.00,212036.00,192213.00,95068.00,303681.00,-278794.00,-29095.00,185168.00,-2509.00,-83384.00,0.00,-30702.00,-29115.00,-1288.00,-300.00,85009.00,43810136.00,8278077.00
2003:Q2,1756889.00,-767.00,143541.00,392114.00,248574.00,-144307.00,232817.00,377125.00,1808934.00,292369.00,864319.00,222421.00,122641.00,12718.00,294466.00,0.00,-22631.00,-22415.00,-610.00,394.00,-28647.00,45567025.00,8405182.00
2003:Q3,973414.00,60698.00,157044.00,409259.00,252215.00,-96346.00,158555.00,254901.00,905191.00,365007.00,287795.00,79596.00,106054.00,4326.00,62413.00,0.00,-19590.00,-19878.00,-53.00,342.00,27114.00,46540439.00,8595109.00
2003:Q4,2314914.00,298192.00,160725.00,417481.00,256756.00,137467.00,357880.00,220413.00,1823256.00,431877.00,811225.00,196276.00,104696.00,12541.00,266641.00,0.00,-16272.00,-16578.00,232.00,73.00,209737.00,48855353.00,8664765.00
2004:Q1,2299037.00,349179.00,166030.00,427368.00,261338.00,183150.00,374407.00,191258.00,1138226.00,545932.00,211505.00,91943.00,248107.00,3841.00,36898.00,0.00,-5541.00,-4254.00,-890.00,-397.00,817173.00,51154390.00,8794462.00
2004:Q2,1107967.00,59393.00,171713.00,438491.00,266777.00,-112320.00,208926.00,321247.00,911130.00,646966.00,-31156.00,-6579.00,301600.00,551.00,-252.00,0.00,-4652.00,-4250.00,55.00,-457.00,142095.00,52262357.00,8943525.00
2004:Q3,954206.00,118222.00,174137.00,446504.00,272367.00,-55915.00,193325.00,249240.00,850249.00,655950.00,-94398.00,15843.00,337069.00,-921.00,-63295.00,0.00,-31319.00,-30088.00,-884.00,-348.00,17054.00,53216563.00,9042912.00
2004:Q4,2664208.00,298756.00,179407.00,456002.00,276595.00,119349.00,508319.00,388970.00,2253273.00,645799.00,899944.00,181822.00,248945.00,13273.00,263490.00,0.00,3897.00,4091.00,-295.00,101.00,108282.00,55880771.00,9228235.00
2005:Q1,1071073.00,169048.00,182094.00,463328.00,281234.00,-13046.00,182514.00,195560.00,870486.00,710141.00,84334.00,-83837.00,221756.00,-3650.00,-58258.00,0.00,-6537.00,-6443.00,189.00,-283.00,38075.00,56951844.00,9186561.00
2005:Q2,1510953.00,99199.00,190464.00,477080.00,286616.00,-91265.00,234051.00,325316.00,1428854.00,766143.00,264368.00,6408.00,294782.00,4357.00,92796.00,0.00,-3820.00,-3471.00,-416.00,67.00,-13281.00,58462796.00,9320842.00
2005:Q3,1716199.00,756.00,192790.00,486022.00,293233.00,-192034.00,155248.00,347282.00,1858325.00,774642.00,498911.00,89042.00,336385.00,6422.00,152924.00,0.00,-28795.00,-26869.00,-1689.00,-238.00,-114087.00,60178995.00,9471449.00
2005:Q4,1757228.00,213722.00,183643.00,481712.00,298070.00,30079.00,321002.00,290923.00,1349602.00,720132.00,197769.00,-12343.00,327876.00,3309.00,112859.00,0.00,-7613.00,-7276.00,-668.00,331.00,201517.00,61936223.00,9624378.00
2006:Q1,2079343.00,231241.00,191829.00,493742.00,301913.00,39413.00,350990.00,311577.00,1837964.00,421511.00,948969.00,138997.00,142882.00,7565.00,178041.00,0.00,-8947.00,-8515.00,-594.00,161.00,19085.00,64015567.00,9889811.00
2006:Q2,-142285.00,-7544.00,178303.00,484910.00,306607.00,-185847.00,170755.00,356602.00,-230364.00,-10733.00,-184060.00,-55391.00,104781.00,-3666.00,-81295.00,0.00,-11584.00,-10340.00,-803.00,-442.00,107207.00,63873282.00,9981059.00
2006:Q3,460917.00,-61220.00,167448.00,478101.00,310654.00,-228668.00,100390.00,329058.00,641176.00,-90652.00,352014.00,105303.00,122899.00,6661.00,144951.00,0.00,-9824.00,-9828.00,361.00,-356.00,-109216.00,64334198.00,10081153.00
2006:Q4,1896900.00,149601.00,158777.00,473397.00,314621.00,-9176.00,268335.00,277511.00,1262839.00,-66730.00,843462.00,168575.00,51890.00,12433.00,253209.00,0.00,-17961.00,-18219.00,399.00,-141.00,502421.00,66231098.00,10195524.00
2007:Q1,1036389.00,247245.00,150455.00,467968.00,317513.00,96790.00,284747.00,187957.00,679576.00,-159900.00,545987.00,69026.00,165201.00,2501.00,56761.00,0.00,-13224.00,-13698.00,348.00,126.00,122792.00,67267487.00,10357980.00
2007:Q2,476023.00,-147244.00,143718.00,464497.00,320779.00,-290962.00,11624.00,302586.00,504927.00,-569143.00,615220.00,198703.00,39509.00,10374.00,210263.00,0.00,-11470.00,-11624.00,95.00,59.00,129810.00,67743510.00,10460499.00
2007:Q3,-67246.00,378805.00,132592.00,456766.00,324175.00,246214.00,499243.00,253029.00,-364625.00,-584798.00,26409.00,87065.00,11870.00,5946.00,88882.00,0.00,-22522.00,-20844.00,-1635.00,-43.00,-58904.00,67676264.00,10547308.00
2007:Q4,-1190952.00,347038.00,118719.00,445495.00,326776.00,228320.00,447615.00,219295.00,-1507375.00,-685624.00,-442718.00,-129285.00,-109933.00,-6812.00,-133003.00,0.00,-11812.00,-9452.00,-1896.00,-464.00,-18804.00,66485312.00,10662159.00
2008:Q1,-2509379.00,408201.00,98316.00,425813.00,327497.00,309886.00,462372.00,152486.00,-2875125.00,-978271.00,-883946.00,-319253.00,-314711.00,-18877.00,-360068.00,0.00,-506.00,1733.00,-2511.00,271.00,-41949.00,63975932.00,10831198.00
2008:Q2,-1654918.00,260527.00,87301.00,417394.00,330093.00,173226.00,129220.00,-44006.00,-2032061.00,-1113695.00,-447238.00,-39379.00,-374988.00,-2891.00,-53871.00,0.00,-21021.00,-18880.00,-2157.00,16.00,137638.00,62321015.00,11175407.00
2008:Q3,-2254610.00,472894.00,70798.00,401679.00,330881.00,402096.00,563096.00,161000.00,-2951975.00,-806598.00,-1104639.00,-476218.00,-115325.00,-23101.00,-426094.00,0.00,3938.00,3377.00,756.00,-195.00,220532.00,60066404.00,11029709.00
2008:Q4,-4303070.00,469068.00,36724.00,368706.00,331982.00,432344.00,173374.00,-258970.00,-4538408.00,-1044702.00,-1751732.00,-661796.00,-374237.00,-36166.00,-669775.00,0.00,-16929.00,-18220.00,2565.00,-1274.00,-216801.00,55763334.00,10941369.00
2009:Q1,-1323719.00,361804.00,27936.00,358664.00,330728.00,333868.00,276525.00,-57343.00,-2266434.00,-648006.00,-846102.00,-176282.00,-364029.00,-10635.00,-221380.00,0.00,-22738.00,-22372.00,643.00,-1009.00,603649.00,54439616.00,10858944.00
2009:Q2,993132.00,-41481.00,20409.00,349973.00,329564.00,-61890.00,-35515.00,26375.00,1101012.00,-313883.00,1087022.00,374255.00,-443632.00,18764.00,378486.00,0.00,-6960.00,-5275.00,-785.00,-901.00,-59439.00,55432748.00,10985194.00
2009:Q3,1493004.00,60831.00,32857.00,362291.00,329434.00,27974.00,95298.00,67324.00,1632451.00,-157481.00,1232743.00,417622.00,-314258.00,21851.00,431974.00,0.00,-32790.00,-30320.00,-1705.00,-766.00,-167488.00,56925752.00,10933020.00
2009:Q4,899306.00,247052.00,28573.00,358344.00,329771.00,218479.00,268179.00,49700.00,572129.00,71302.00,240073.00,110195.00,13106.00,6266.00,131489.00,-302.00,15077.00,17216.00,-2823.00,683.00,65048.00,57825057.00,10992954.00
2010:Q1,1063724.00,340542.00,26930.00,355455.00,328525.00,313612.00,184748.00,-128864.00,661615.00,-55106.00,441495.00,133527.00,-9234.00,6411.00,144977.00,-455.00,-19843.00,-15828.00,-3526.00,-490.00,81410.00,58888781.00,11041455.00
2010:Q2,-936851.00,192045.00,36587.00,364804.00,328217.00,155458.00,147622.00,-7836.00,-1102966.00,60731.00,-757161.00,-283894.00,225230.00,-15257.00,-332307.00,-307.00,-25933.00,-25676.00,-393.00,136.00,3.00,57951930.00,11197645.00
2010:Q3,1658493.00,165976.00,31680.00,359993.00,328313.00,134296.00,129397.00,-4899.00,1533038.00,-292983.00,1014768.00,351187.00,96877.00,15660.00,347674.00,-144.00,-27121.00,-26934.00,613.00,-800.00,-13400.00,59610424.00,11286659.00
2010:Q4,2456136.00,264247.00,39725.00,368647.00,328923.00,224522.00,264097.00,39575.00,1501813.00,-92873.00,951494.00,208105.00,137050.00,12641.00,285499.00,-104.00,-18244.00,-19877.00,889.00,744.00,708320.00,62066560.00,11425721.00
2011:Q1,1437074.00,312084.00,39046.00,370003.00,330957.00,273038.00,259442.00,-13596.00,1065640.00,-75680.00,645393.00,164901.00,130086.00,8308.00,191613.00,1019.00,4799.00,4003.00,-67.00,863.00,54551.00,63503634.00,11652202.00
