date,FC152090005.Q,FU155060005.Q,FU155061005.Q,FU155050005.Q,FU156300005.Q,FU155000005.Q,FU154090005.Q,FU154190005.Q,FR158000005.Q,FR155035005.Q,FR153064105.Q,FR153064205.Q,FR152090205.Q,FR153040005.Q,FR153050005.Q,FR153094305.Q,FR158100005.Q,FR155111005.Q,FR165015205.Q,FR165013765.Q,FV158090005.Q,FL152090005.Q,FA156012005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,802371.93,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,77968.00,27149.00,10256.00,23253.00,12997.00,16893.00,23750.00,6857.00,48129.00,18517.00,-7348.00,-132.00,37092.00,0.00,0.00,0.00,2738.00,2626.00,80.00,32.00,-48.00,880340.00,165458.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,97820.00,23024.00,15988.00,31588.00,15600.00,7036.00,16063.00,9027.00,70228.00,40353.00,-3189.00,-48.00,33112.00,0.00,0.00,0.00,3891.00,3812.00,58.00,21.00,677.00,978160.00,174826.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,51874.00,28196.00,18692.00,37442.00,18750.00,9504.00,18145.00,8641.00,21281.00,12200.00,-1834.00,-45.00,10960.00,0.00,0.00,0.00,2166.00,2130.00,35.00,1.00,230.00,1030033.00,194456.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,40953.00,24909.00,18683.00,38945.00,20262.00,6226.00,14526.00,8300.00,15707.00,7688.00,6408.00,1280.00,331.00,0.00,0.00,0.00,153.00,172.00,-19.00,0.00,184.00,1070986.00,194511.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,91461.00,35218.00,27285.00,50053.00,22768.00,7933.00,21425.00,13492.00,54628.00,18299.00,21475.00,62.00,14792.00,0.00,0.00,0.00,3956.00,3836.00,98.00,22.00,-2341.00,1162447.00,214992.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,108836.00,42613.00,20685.00,47934.00,27249.00,21928.00,30594.00,8666.00,61403.00,17715.00,18732.00,-128.00,25084.00,0.00,0.00,0.00,5349.00,5293.00,41.00,15.00,-529.00,1271283.00,237400.00
1952:Q1,17957.00,13614.00,4751.00,11629.00,6878.00,8863.00,9603.00,740.00,3719.00,-176.00,2458.00,-14.00,1497.00,0.00,-46.00,0.00,1626.00,1635.00,-7.00,-2.00,-1002.00,1289240.00,243603.00
1952:Q2,21858.00,7945.00,4740.00,11790.00,7050.00,3205.00,7391.00,4186.00,14480.00,7641.00,5979.00,-44.00,943.00,0.00,-39.00,0.00,-636.00,-631.00,-4.00,-1.00,69.00,1311099.00,246634.00
1952:Q3,13220.00,13133.00,4311.00,11422.00,7111.00,8822.00,11851.00,3029.00,-2096.00,-1771.00,-633.00,16.00,348.00,0.00,-56.00,0.00,2114.00,2132.00,-18.00,0.00,69.00,1324319.00,253244.00
1952:Q4,3686.00,12141.00,5348.00,12631.00,7283.00,6793.00,11231.00,4438.00,-6990.00,7341.00,-11119.00,-13.00,-3174.00,0.00,-25.00,0.00,-2165.00,-2151.00,-16.00,2.00,700.00,1328005.00,259116.00
1953:Q1,10178.00,12954.00,6012.00,13184.00,7172.00,6942.00,9256.00,2314.00,-3651.00,2080.00,-3458.00,-202.00,-2009.00,0.00,-63.00,0.00,881.00,873.00,6.00,2.00,-5.00,1338183.00,263286.00
1953:Q2,1882.00,9479.00,5826.00,13178.00,7351.00,3653.00,8146.00,4493.00,-7384.00,3429.00,-9622.00,-172.00,-962.00,0.00,-57.00,0.00,-206.00,-225.00,17.00,2.00,-7.00,1340065.00,267131.00
1953:Q3,14522.00,13250.00,5490.00,12961.00,7471.00,7760.00,10289.00,2529.00,2490.00,6808.00,-4770.00,-102.00,615.00,0.00,-61.00,0.00,-1209.00,-1225.00,17.00,-1.00,-10.00,1354587.00,267312.00
1953:Q4,20677.00,12453.00,5165.00,12701.00,7536.00,7288.00,10681.00,3393.00,8361.00,-4632.00,13742.00,307.00,-1004.00,0.00,-52.00,0.00,-117.00,-122.00,6.00,-1.00,-20.00,1375264.00,267572.00
1954:Q1,22679.00,10631.00,4828.00,12700.00,7872.00,5802.00,5674.00,-128.00,10156.00,-1739.00,11009.00,266.00,682.00,0.00,-61.00,0.00,1834.00,1809.00,26.00,-1.00,58.00,1397943.00,270296.00
1954:Q2,20792.00,6344.00,5104.00,13159.00,8056.00,1240.00,5611.00,4371.00,17122.00,760.00,15017.00,330.00,1106.00,0.00,-91.00,0.00,-2733.00,-2758.00,26.00,-1.00,58.00,1418735.00,270192.00
1954:Q3,36557.00,11929.00,5360.00,13388.00,8029.00,6569.00,9400.00,2831.00,26129.00,5700.00,18043.00,460.00,2012.00,0.00,-86.00,0.00,-1558.00,-1529.00,-29.00,1.00,57.00,1455292.00,272157.00
1954:Q4,16608.00,9966.00,6071.00,14131.00,8060.00,3895.00,9224.00,5329.00,6649.00,4069.00,1258.00,487.00,894.00,0.00,-59.00,0.00,-65.00,-66.00,-1.00,2.00,58.00,1471900.00,277090.00
1955:Q1,22183.00,12998.00,6870.00,15223.00,8353.00,6129.00,9352.00,3223.00,9393.00,400.00,6129.00,273.00,2654.00,0.00,-63.00,0.00,-227.00,-206.00,-25.00,3.00,19.00,1494084.00,282520.00
1955:Q2,34867.00,5737.00,7415.00,15911.00,8496.00,-1678.00,5433.00,7111.00,29510.00,5880.00,20878.00,540.00,2199.00,0.00,13.00,0.00,-388.00,-393.00,3.00,2.00,8.00,1528950.00,289051.00
1955:Q3,38864.00,14276.00,7618.00,16270.00,8653.00,6658.00,12019.00,5361.00,24289.00,6791.00,14056.00,-98.00,3573.00,0.00,-33.00,0.00,292.00,258.00,30.00,4.00,8.00,1567815.00,295529.00
1955:Q4,19601.00,12009.00,6968.00,15826.00,8858.00,5041.00,10680.00,5639.00,8280.00,4099.00,1226.00,442.00,2628.00,0.00,-115.00,0.00,-695.00,-736.00,36.00,6.00,7.00,1587415.00,299805.00
1956:Q1,42920.00,14685.00,5832.00,15247.00,9416.00,8853.00,10612.00,1759.00,27669.00,5625.00,16126.00,402.00,5643.00,0.00,-127.00,0.00,536.00,515.00,16.00,5.00,30.00,1630335.00,304135.00
1956:Q2,9589.00,7552.00,5794.00,15357.00,9563.00,1758.00,7019.00,5261.00,1739.00,4885.00,-8611.00,23.00,5727.00,0.00,-285.00,0.00,289.00,270.00,15.00,5.00,9.00,1639924.00,309099.00
1956:Q3,18191.00,14040.00,5564.00,15253.00,9690.00,8477.00,11864.00,3387.00,1945.00,3786.00,-4998.00,-430.00,3862.00,0.00,-274.00,0.00,2185.00,2144.00,37.00,4.00,21.00,1658115.00,313701.00
1956:Q4,38002.00,12972.00,5700.00,15603.00,9903.00,7272.00,12039.00,4767.00,23004.00,924.00,20091.00,426.00,1775.00,0.00,-212.00,0.00,1991.00,1971.00,17.00,4.00,35.00,1696117.00,320348.00
1957:Q1,13008.00,16609.00,6064.00,15663.00,9598.00,10545.00,11706.00,1161.00,-6530.00,3947.00,-13416.00,-171.00,3401.00,0.00,-291.00,0.00,966.00,918.00,47.00,2.00,1963.00,1709125.00,324179.00
1957:Q2,36636.00,9225.00,5692.00,15464.00,9773.00,3533.00,8600.00,5067.00,23541.00,3969.00,16194.00,357.00,3152.00,0.00,-131.00,0.00,1872.00,1872.00,-2.00,2.00,1999.00,1745761.00,328541.00
1957:Q3,-1849.00,15649.00,5396.00,15374.00,9978.00,10253.00,13396.00,3143.00,-19129.00,3689.00,-25112.00,-879.00,3541.00,0.00,-368.00,0.00,-366.00,-392.00,24.00,2.00,1998.00,1743912.00,332983.00
1957:Q4,16704.00,12563.00,5184.00,15244.00,10060.00,7379.00,10484.00,3105.00,2195.00,-769.00,1902.00,-474.00,1867.00,0.00,-330.00,0.00,-6.00,-55.00,48.00,1.00,1952.00,1760616.00,332703.00
1958:Q1,33121.00,16204.00,3857.00,14343.00,10486.00,12347.00,11483.00,-864.00,13514.00,-6446.00,14642.00,424.00,5102.00,0.00,-208.00,0.00,3286.00,3300.00,-16.00,2.00,117.00,1793737.00,334244.00
1958:Q2,26955.00,5730.00,3442.00,14141.00,10698.00,2288.00,5859.00,3571.00,21526.00,2807.00,14808.00,680.00,3406.00,0.00,-175.00,0.00,-375.00,-391.00,12.00,4.00,74.00,1820693.00,337089.00
1958:Q3,53878.00,15154.00,3904.00,14610.00,10706.00,11250.00,14826.00,3576.00,38539.00,6549.00,28963.00,842.00,2351.00,0.00,-166.00,0.00,134.00,130.00,1.00,4.00,51.00,1874571.00,344140.00
1958:Q4,29499.00,12030.00,4665.00,15417.00,10753.00,7365.00,13155.00,5790.00,17753.00,5747.00,10676.00,1174.00,343.00,0.00,-187.00,0.00,-308.00,-311.00,0.00,4.00,24.00,1904070.00,348233.00
1959:Q1,20116.00,15102.00,6380.00,16782.00,10403.00,8722.00,11247.00,2525.00,3950.00,-4530.00,6680.00,462.00,1709.00,0.00,-370.00,0.00,2336.00,2307.00,25.00,4.00,-1272.00,1924185.00,353634.00
1959:Q2,27219.00,8389.00,6819.00,17446.00,10627.00,1570.00,8633.00,7063.00,20304.00,5900.00,12204.00,540.00,1962.00,0.00,-302.00,0.00,-19.00,-38.00,15.00,4.00,-1455.00,1951404.00,360706.00
1959:Q3,12595.00,14457.00,6830.00,17576.00,10747.00,7627.00,13897.00,6270.00,340.00,5019.00,-4766.00,-581.00,1177.00,0.00,-509.00,0.00,-732.00,-747.00,11.00,3.00,-1469.00,1963999.00,362351.00
1959:Q4,32706.00,9666.00,6056.00,16894.00,10837.00,3610.00,10418.00,6808.00,25178.00,3636.00,20144.00,736.00,1022.00,0.00,-360.00,0.00,-794.00,-801.00,4.00,3.00,-1344.00,1996705.00,366933.00
1960:Q1,8831.00,18534.00,6151.00,17355.00,11204.00,12383.00,13307.00,924.00,-9797.00,8444.00,-19677.00,-817.00,2897.00,0.00,-644.00,0.00,53.00,62.00,-10.00,1.00,42.00,2005537.00,371809.00
