date,FA656006403.Q,FA654090000.Q,FA652051003.Q,FA654022005.Q,FA653069100.Q,FA653061105.Q,FA653061703.Q,FA653062003.Q,FA653063005.Q,FA653069803.Q,FA653064100.Q,FA653093005.Q,FA653164205.Q,FA657005005.Q,FA654090500.Q,FA654091603.Q,FA654092603.Q,FA654091403.Q,FA654091303.Q,FA654091203.Q
1985:Q1,2208.00,38639.00,-1340.00,47683.00,-5009.00,21976.00,16124.00,9996.00,4596.00,0.00,11439.00,-19142.00,38639.00,2208.00,808.00,ND,ND,ND,ND,ND
1985:Q2,672.00,72940.00,1412.00,55224.00,2648.00,17892.00,11376.00,17840.00,5468.00,0.00,19343.00,-3039.00,72940.00,672.00,660.00,ND,ND,ND,ND,ND
1985:Q3,1156.00,89804.00,2692.00,62213.00,949.00,26624.00,16328.00,14252.00,4060.00,0.00,18960.00,5938.00,89804.00,1156.00,712.00,ND,ND,ND,ND,ND
1985:Q4,412.00,126354.00,-3436.00,125048.00,740.00,59892.00,36772.00,17544.00,10100.00,0.00,-15522.00,20263.00,126354.00,412.00,668.00,ND,ND,ND,ND,ND
1986:Q1,3856.00,140614.00,13632.00,102676.00,9740.00,25592.00,26720.00,27520.00,13104.00,0.00,46943.00,-22637.00,140614.00,3856.00,5216.00,ND,ND,ND,ND,ND
1986:Q2,2960.00,137456.00,-580.00,130249.00,897.00,38492.00,39780.00,24368.00,26712.00,0.00,6176.00,1611.00,137456.00,2960.00,-44.00,ND,ND,ND,ND,ND
1986:Q3,4888.00,143017.00,1348.00,125467.00,-1329.00,37464.00,43880.00,32356.00,13096.00,0.00,8510.00,7692.00,143017.00,4888.00,672.00,ND,ND,ND,ND,ND
1986:Q4,4236.00,161473.00,4976.00,112168.00,10068.00,18732.00,32532.00,31640.00,19196.00,0.00,19599.00,24730.00,161473.00,4236.00,792.00,ND,ND,ND,ND,ND
1987:Q1,-3784.00,189495.00,12036.00,198400.00,8276.00,66948.00,50764.00,43924.00,28488.00,0.00,6250.00,-27191.00,189495.00,-3784.00,4408.00,ND,ND,ND,ND,ND
1987:Q2,-5828.00,41055.00,-1036.00,8589.00,361.00,14388.00,3560.00,-8164.00,-1556.00,0.00,36529.00,-3027.00,41055.00,-5828.00,356.00,ND,ND,ND,ND,ND
1987:Q3,-6800.00,22480.00,8320.00,4422.00,5358.00,1440.00,-7164.00,-2148.00,6936.00,0.00,-1503.00,11241.00,22480.00,-6800.00,-192.00,ND,ND,ND,ND,ND
1987:Q4,-7388.00,-54242.00,-12468.00,-80363.00,-7143.00,-24364.00,-27620.00,-7084.00,-14152.00,0.00,13900.00,24689.00,-54242.00,-7388.00,-792.00,ND,ND,ND,ND,ND
1988:Q1,-4980.00,-8246.00,20632.00,-4013.00,17659.00,-6320.00,-5356.00,-7156.00,-2840.00,0.00,8984.00,-33849.00,-8246.00,-4980.00,-268.00,ND,ND,ND,ND,ND
1988:Q2,-4652.00,-6761.00,-12276.00,29389.00,-11643.00,10160.00,7600.00,15780.00,7492.00,0.00,-29653.00,5779.00,-6761.00,-4652.00,-40.00,ND,ND,ND,ND,ND
1988:Q3,-4116.00,-7374.00,12168.00,2324.00,8744.00,-5356.00,-4608.00,5984.00,-2440.00,0.00,-24271.00,2406.00,-7374.00,-4116.00,-820.00,ND,ND,ND,ND,ND
1988:Q4,-3656.00,-1280.00,-1092.00,11500.00,4672.00,-6040.00,-5112.00,9048.00,8932.00,0.00,-36173.00,24484.00,-1280.00,-3656.00,-40.00,ND,ND,ND,ND,ND
1989:Q1,-6340.00,-15633.00,-556.00,21524.00,-2948.00,-1624.00,-620.00,22024.00,4692.00,0.00,-1255.00,-35346.00,-15633.00,-6340.00,-564.00,ND,ND,ND,ND,ND
1989:Q2,-6848.00,19699.00,5304.00,-19064.00,5300.00,-18276.00,-13700.00,9120.00,-1508.00,0.00,20643.00,12816.00,19699.00,-6848.00,420.00,ND,ND,ND,ND,ND
1989:Q3,-6040.00,48183.00,-1280.00,29724.00,-5208.00,9504.00,8156.00,15696.00,1576.00,0.00,9047.00,10692.00,48183.00,-6040.00,-536.00,ND,ND,ND,ND,ND
1989:Q4,-5420.00,64958.00,-5040.00,6512.00,1284.00,-1068.00,-156.00,5308.00,1144.00,0.00,38781.00,24706.00,64958.00,-5420.00,632.00,ND,ND,ND,ND,ND
1990:Q1,-2008.00,35441.00,1220.00,65586.00,-546.00,18444.00,17772.00,18864.00,11052.00,0.00,4007.00,-35372.00,35441.00,-2008.00,3007.00,ND,ND,ND,ND,ND
1990:Q2,32.00,59449.00,92.00,18121.00,-1219.00,-688.00,2720.00,9828.00,7480.00,0.00,26749.00,14488.00,59449.00,32.00,4533.00,ND,ND,ND,ND,ND
1990:Q3,-1136.00,25375.00,3572.00,19543.00,-665.00,384.00,3580.00,15748.00,496.00,0.00,-6738.00,8999.00,25375.00,-1136.00,2723.00,ND,ND,ND,ND,ND
1990:Q4,-1640.00,51151.00,-1224.00,23490.00,6090.00,3808.00,6580.00,5344.00,1668.00,0.00,11767.00,17118.00,51151.00,-1640.00,3613.00,ND,ND,ND,ND,ND
1991:Q1,5048.00,72548.00,4044.00,150330.00,1810.00,30696.00,33800.00,50492.00,33532.00,0.00,-43689.00,-38138.00,72548.00,5048.00,3665.00,23300.00,3972.00,3256.00,31380.00,19500.00
1991:Q2,2592.00,109765.00,-1664.00,108471.00,-3257.00,18580.00,24744.00,33344.00,35060.00,0.00,-11368.00,14326.00,109765.00,2592.00,5253.00,33384.00,2712.00,8092.00,42688.00,27008.00
1991:Q3,1544.00,157949.00,-1224.00,95407.00,-5469.00,20592.00,28128.00,31028.00,21128.00,0.00,52934.00,10832.00,157949.00,1544.00,9815.00,40972.00,3340.00,9384.00,60952.00,33224.00
1991:Q4,1340.00,181798.00,-16532.00,207399.00,-8461.00,43916.00,51452.00,69924.00,50568.00,0.00,-23350.00,14280.00,181798.00,1340.00,11751.00,72676.00,8228.00,15128.00,57220.00,25648.00
1992:Q1,2784.00,190681.00,-728.00,-22239.00,-3275.00,-70056.00,-32824.00,36472.00,47444.00,0.00,54624.00,159023.00,190681.00,2784.00,13087.00,81636.00,6696.00,19576.00,65112.00,28492.00
1992:Q2,3680.00,200172.00,3928.00,139748.00,2036.00,14056.00,51568.00,36476.00,35612.00,0.00,36075.00,20421.00,200172.00,3680.00,14344.00,71256.00,10580.00,21724.00,62380.00,36232.00
1992:Q3,3460.00,207968.00,14228.00,87099.00,10451.00,-16948.00,21876.00,41456.00,30264.00,0.00,61452.00,45190.00,207968.00,3460.00,14609.00,54620.00,7796.00,29908.00,70736.00,37160.00
1992:Q4,2420.00,209532.00,-13572.00,157980.00,-5356.00,32360.00,87000.00,47268.00,-3292.00,0.00,110489.00,-45366.00,209532.00,2420.00,16348.00,113124.00,5600.00,27384.00,21228.00,37112.00
1993:Q1,5272.00,252998.00,884.00,212799.00,-1845.00,39772.00,48012.00,67912.00,58948.00,0.00,70604.00,-31289.00,252998.00,5272.00,22927.00,116960.00,10388.00,37612.00,49984.00,53852.00
1993:Q2,5820.00,273226.00,2880.00,207417.00,1089.00,21076.00,22736.00,90888.00,71628.00,0.00,121445.00,-58515.00,273226.00,5820.00,26710.00,99112.00,27132.00,42932.00,55524.00,49592.00
1993:Q3,4104.00,297340.00,1504.00,65285.00,-1943.00,5408.00,1748.00,37564.00,22508.00,0.00,152972.00,77579.00,297340.00,4104.00,29927.00,81188.00,49172.00,52872.00,56788.00,47388.00
1993:Q4,1380.00,297087.00,-6600.00,204175.00,1367.00,62084.00,74804.00,39688.00,26232.00,0.00,158411.00,-58899.00,297087.00,1380.00,35193.00,103232.00,70552.00,54016.00,29316.00,33048.00
1994:Q1,-4872.00,183936.00,19604.00,-37841.00,17471.00,-62876.00,-83040.00,10268.00,80336.00,0.00,138752.00,63421.00,183936.00,-4872.00,28956.00,82016.00,74260.00,56088.00,-18332.00,11672.00
1994:Q2,-10320.00,120004.00,1544.00,-43994.00,-930.00,-3660.00,-6680.00,-54116.00,21392.00,0.00,105595.00,56860.00,120004.00,-10320.00,23659.00,91360.00,36252.00,27788.00,-31772.00,-3132.00
1994:Q3,-13964.00,132237.00,7140.00,20126.00,5170.00,-6644.00,-10436.00,40404.00,-8368.00,0.00,134220.00,-29249.00,132237.00,-13964.00,21977.00,83276.00,47636.00,16992.00,-29500.00,-804.00
1994:Q4,-15012.00,21011.00,-2888.00,-97298.00,3690.00,6484.00,6316.00,-84196.00,-29592.00,0.00,86718.00,34480.00,21011.00,-15012.00,15228.00,68028.00,27160.00,6752.00,-49736.00,-38812.00
1995:Q1,1272.00,69584.00,676.00,35734.00,-474.00,2968.00,-5340.00,72612.00,-34032.00,0.00,69175.00,-36001.00,69584.00,1272.00,13591.00,87972.00,4024.00,2960.00,-3328.00,4132.00
1995:Q2,9016.00,127207.00,10524.00,-31440.00,7528.00,-34976.00,-52448.00,-5724.00,54180.00,0.00,114071.00,34052.00,127207.00,9016.00,17237.00,101308.00,15328.00,5880.00,15540.00,-5876.00
1995:Q3,12956.00,223314.00,-7140.00,122222.00,-8122.00,46584.00,47716.00,1480.00,34564.00,0.00,162355.00,-54123.00,223314.00,12956.00,30170.00,148244.00,16140.00,10924.00,21048.00,1152.00
1995:Q4,11568.00,255267.00,5388.00,135408.00,10516.00,39348.00,37188.00,33012.00,15344.00,796.00,67443.00,46232.00,255267.00,11568.00,38502.00,177224.00,20472.00,22356.00,26988.00,2892.00
1996:Q1,5324.00,326287.00,-1236.00,123639.00,-1049.00,8272.00,58864.00,-1404.00,58956.00,796.00,243727.00,-40640.00,326287.00,5324.00,43608.00,224044.00,67116.00,28456.00,34548.00,1700.00
1996:Q2,5500.00,290525.00,4080.00,74041.00,249.00,-15152.00,25944.00,10256.00,52744.00,796.00,271971.00,-60363.00,290525.00,5500.00,44793.00,212788.00,59068.00,16672.00,14288.00,1768.00
1996:Q3,3700.00,247387.00,7056.00,72062.00,7590.00,-21452.00,24244.00,-3008.00,64688.00,796.00,192878.00,-25405.00,247387.00,3700.00,43018.00,139732.00,33904.00,14052.00,22232.00,-1016.00
1996:Q4,4992.00,276149.00,-3836.00,42449.00,-727.00,-33612.00,5676.00,21276.00,49836.00,796.00,204620.00,32120.00,276149.00,4992.00,40277.00,171512.00,44960.00,20128.00,30852.00,3540.00
1997:Q1,7404.00,249078.00,9400.00,75166.00,11234.00,9836.00,7664.00,-696.00,47128.00,3432.00,162514.00,-1433.00,249078.00,7404.00,39464.00,183176.00,54160.00,24488.00,23016.00,912.00
1997:Q2,6672.00,262814.00,10876.00,53213.00,6381.00,6940.00,4456.00,11056.00,24380.00,3432.00,149886.00,45406.00,262814.00,6672.00,44400.00,167740.00,59012.00,21524.00,35744.00,-468.00
1997:Q3,6216.00,422397.00,-568.00,147557.00,285.00,12548.00,14812.00,21612.00,98300.00,3436.00,266181.00,5791.00,422397.00,6216.00,54199.00,232652.00,42224.00,25056.00,54112.00,15468.00
1997:Q4,4592.00,387518.00,3496.00,87160.00,5304.00,19152.00,25404.00,9904.00,27396.00,3432.00,197203.00,96228.00,387518.00,4592.00,48390.00,248340.00,13512.00,29616.00,74156.00,17372.00
1998:Q1,-32749.00,362219.00,-5488.00,184993.00,-2479.00,17460.00,45208.00,28932.00,95872.00,2264.00,229116.00,-48666.00,362219.00,-32749.00,49662.00,235596.00,22248.00,32368.00,93992.00,20876.00
1998:Q2,-32980.00,357809.00,11184.00,115184.00,6168.00,-11320.00,136.00,19868.00,100332.00,3636.00,210958.00,16846.00,357809.00,-32980.00,50739.00,230484.00,42876.00,18764.00,73556.00,22160.00
1998:Q3,-33437.00,242622.00,7496.00,2611.00,8715.00,-40236.00,-38452.00,20164.00,52420.00,2340.00,51867.00,178308.00,242622.00,-33437.00,40133.00,81900.00,-13044.00,7440.00,75208.00,24116.00
1998:Q4,-34122.00,244698.00,-11748.00,115495.00,-10961.00,-13328.00,-8180.00,35880.00,112084.00,2420.00,187039.00,-48508.00,244698.00,-34122.00,40657.00,122008.00,-5056.00,19796.00,78276.00,23788.00
1999:Q1,-37550.00,192807.00,4728.00,99840.00,7696.00,-84.00,61356.00,22024.00,8848.00,1556.00,125855.00,-39172.00,192807.00,-37550.00,28660.00,161772.00,-25428.00,2100.00,81244.00,26556.00
1999:Q2,-39619.00,264915.00,5832.00,195028.00,1940.00,992.00,73196.00,22940.00,95960.00,4144.00,134268.00,-74357.00,264915.00,-39619.00,37098.00,240036.00,15440.00,3728.00,32988.00,5672.00
1999:Q3,-42846.00,242605.00,-2384.00,23010.00,-1454.00,-26184.00,21324.00,11908.00,17416.00,3304.00,199510.00,19165.00,242605.00,-42846.00,39490.00,144600.00,988.00,-1808.00,24084.00,-8988.00
1999:Q4,-47228.00,258682.00,9540.00,17574.00,9534.00,-22048.00,26288.00,-21480.00,25280.00,2476.00,233920.00,-4828.00,258682.00,-47228.00,49245.00,250820.00,71360.00,-13912.00,-12120.00,-40128.00
2000:Q1,-50719.00,372838.00,3828.00,-37884.00,6104.00,-11232.00,-19148.00,-35652.00,22044.00,4992.00,461490.00,-59588.00,372838.00,-50719.00,83020.00,398220.00,189068.00,-72796.00,-53304.00,-28900.00
2000:Q2,-53302.00,249515.00,20920.00,-24392.00,18576.00,6736.00,5936.00,-29044.00,-26596.00,4976.00,136841.00,111170.00,249515.00,-53302.00,56189.00,280892.00,44596.00,-20104.00,696.00,-15428.00
2000:Q3,-52998.00,342054.00,7848.00,37182.00,9358.00,24584.00,42444.00,5748.00,-44952.00,3884.00,233000.00,60141.00,342054.00,-52998.00,64768.00,222484.00,29436.00,-17932.00,4496.00,5200.00
2000:Q4,-49807.00,216197.00,-3748.00,-112542.00,-5190.00,10024.00,12788.00,-22872.00,-107292.00,3444.00,102022.00,227022.00,216197.00,-49807.00,28231.00,204336.00,-11048.00,2088.00,7692.00,10904.00
2001:Q1,-41396.00,97700.00,-24908.00,99575.00,-24069.00,-7760.00,92028.00,31956.00,7420.00,-8776.00,116496.00,-84687.00,97700.00,-41396.00,-2803.00,44840.00,-19216.00,11152.00,112276.00,24532.00
2001:Q2,-36162.00,276250.00,-9012.00,190925.00,-8815.00,3988.00,138140.00,18800.00,38812.00,-10592.00,164288.00,-59359.00,276250.00,-36162.00,46373.00,207160.00,3908.00,19504.00,65068.00,8780.00
2001:Q3,-31728.00,146223.00,-2528.00,-94680.00,-512.00,-57112.00,-12016.00,11864.00,-36904.00,-5696.00,115829.00,133298.00,146223.00,-31728.00,6306.00,-92472.00,-47420.00,10496.00,137296.00,28996.00
2001:Q4,-28030.00,245807.00,-6236.00,182924.00,-9288.00,30044.00,118632.00,32232.00,11304.00,-4156.00,135259.00,-61984.00,245807.00,-28030.00,30597.00,129636.00,-15668.00,25064.00,95200.00,16852.00
2002:Q1,-23655.00,325912.00,15148.00,228455.00,14171.00,9344.00,58416.00,19292.00,127232.00,420.00,107632.00,-25742.00,325912.00,-23655.00,42870.00,212820.00,14728.00,36832.00,124400.00,21908.00
2002:Q2,-21144.00,179683.00,-17640.00,33186.00,-15298.00,-7860.00,13624.00,24072.00,18648.00,508.00,116862.00,46768.00,179683.00,-21144.00,6231.00,-488.00,10800.00,26252.00,136068.00,24884.00
2002:Q3,-19375.00,100355.00,-6440.00,63409.00,-4163.00,32416.00,130132.00,11124.00,-106100.00,348.00,-121861.00,164900.00,100355.00,-19375.00,-28403.00,-245560.00,-32076.00,-11716.00,229508.00,48304.00
2002:Q4,-17938.00,126029.00,8928.00,103067.00,5287.00,12676.00,38280.00,6164.00,40660.00,772.00,49592.00,-36330.00,126029.00,-17938.00,4145.00,-3104.00,-184.00,15916.00,118500.00,4196.00
2003:Q1,-16280.00,85560.00,-8.00,193024.00,-3808.00,34744.00,100512.00,29216.00,32360.00,-1000.00,-64661.00,-41795.00,85560.00,-16280.00,4567.00,-34304.00,-2728.00,18012.00,194688.00,15732.00
2003:Q2,-17010.00,394368.00,5256.00,265076.00,10288.00,19224.00,76156.00,26936.00,132472.00,-972.00,144025.00,-19017.00,394368.00,-17010.00,53628.00,174236.00,16124.00,53576.00,126292.00,13512.00
2003:Q3,-18119.00,338825.00,20.00,52011.00,1883.00,-4088.00,10968.00,-3836.00,47084.00,-940.00,338343.00,-50609.00,338825.00,-18119.00,79301.00,220800.00,32328.00,57876.00,-67916.00,-17268.00
2003:Q4,-19953.00,312255.00,15604.00,125001.00,12509.00,15552.00,-24572.00,-14028.00,135540.00,-1528.00,256868.00,-83690.00,312255.00,-19953.00,60976.00,187960.00,70312.00,62212.00,16744.00,-7180.00
2004:Q1,-21383.00,377308.00,68444.00,-157923.00,62885.00,-72724.00,-306388.00,8760.00,149544.00,5940.00,258076.00,202771.00,377308.00,-21383.00,63291.00,238156.00,106720.00,86784.00,50924.00,10308.00
2004:Q2,-24338.00,130010.00,-71028.00,339857.00,-64915.00,128320.00,413256.00,-27752.00,-109052.00,11392.00,128523.00,-278734.00,130010.00,-24338.00,35216.00,97240.00,50336.00,55312.00,-53776.00,-39996.00
2004:Q3,-27654.00,308978.00,3612.00,33949.00,4529.00,13684.00,20540.00,-17488.00,12684.00,9940.00,194173.00,67305.00,308978.00,-27654.00,40880.00,49856.00,42016.00,49436.00,52920.00,708.00
2004:Q4,-30623.00,336275.00,22432.00,94237.00,20961.00,13440.00,-22408.00,-8156.00,90400.00,11208.00,190748.00,17650.00,336275.00,-30623.00,41197.00,115528.00,113600.00,63360.00,64324.00,-1188.00
2005:Q1,-36471.00,197524.00,16804.00,53074.00,11126.00,22856.00,-12148.00,16376.00,14864.00,8992.00,146448.00,-27794.00,197524.00,-36471.00,35024.00,59040.00,137160.00,78060.00,42224.00,11972.00
2005:Q2,-37841.00,280337.00,-4276.00,137753.00,1441.00,-8460.00,44068.00,25212.00,75492.00,10820.00,139692.00,-3652.00,280337.00,-37841.00,39352.00,41896.00,73624.00,62784.00,56712.00,12508.00
2005:Q3,-39465.00,365312.00,-2540.00,175426.00,-2738.00,48292.00,108560.00,10392.00,10920.00,8712.00,178311.00,5404.00,365312.00,-39465.00,32111.00,13436.00,88048.00,46512.00,83632.00,24488.00
2005:Q4,-39892.00,300987.00,-7016.00,101915.00,-6857.00,30556.00,86552.00,-676.00,-7660.00,13656.00,162906.00,29526.00,300987.00,-39892.00,4913.00,67020.00,169376.00,41976.00,32108.00,1580.00
2006:Q1,-44236.00,410852.00,33916.00,211591.00,38739.00,6144.00,-51272.00,26824.00,191156.00,7328.00,187285.00,-29268.00,410852.00,-44236.00,54099.00,131464.00,251608.00,26796.00,95392.00,32660.00
2006:Q2,-45560.00,108724.00,1672.00,122781.00,-4683.00,-18352.00,49308.00,22304.00,74204.00,9824.00,66018.00,-91572.00,108724.00,-45560.00,13526.00,-18712.00,119596.00,20200.00,34124.00,9704.00
2006:Q3,-47881.00,307686.00,7688.00,130430.00,2954.00,6148.00,29780.00,21632.00,69916.00,7432.00,119281.00,42855.00,307686.00,-47881.00,40917.00,-34632.00,93708.00,34932.00,76892.00,21188.00
2006:Q4,-51045.00,557349.00,-12356.00,402347.00,-6089.00,23376.00,170928.00,42228.00,171904.00,14620.00,260859.00,-108120.00,557349.00,-51045.00,47183.00,60168.00,204732.00,65452.00,128244.00,31092.00
2007:Q1,-54370.00,438489.00,-2472.00,217484.00,1924.00,26988.00,64668.00,40260.00,83644.00,43308.00,255998.00,-75830.00,438489.00,-54370.00,32120.00,74208.00,185564.00,70760.00,189760.00,44512.00
2007:Q2,-57577.00,343374.00,-7972.00,324313.00,-13819.00,7080.00,196808.00,34288.00,99956.00,46048.00,120224.00,-139238.00,343374.00,-57577.00,40325.00,-50112.00,154168.00,66056.00,195060.00,31436.00
2007:Q3,-59849.00,275113.00,6844.00,132388.00,1180.00,-29432.00,-4812.00,-3676.00,169128.00,28436.00,92180.00,15264.00,275113.00,-59849.00,40928.00,-91100.00,120204.00,42332.00,77604.00,11636.00
2007:Q4,-61236.00,447416.00,6124.00,285134.00,13238.00,18036.00,166564.00,89288.00,-1992.00,26480.00,-31142.00,160820.00,447416.00,-61236.00,55191.00,-28120.00,206876.00,70756.00,138176.00,-5392.00
2008:Q1,-56202.00,-19869.00,-424.00,-4835.00,1401.00,-1344.00,-36712.00,28908.00,2912.00,12716.00,-79146.00,51820.00,-19869.00,-56202.00,-4610.00,-151952.00,-8824.00,33060.00,204324.00,34736.00
2008:Q2,-55236.00,358646.00,23988.00,274258.00,19698.00,-45916.00,-184.00,43712.00,256948.00,10388.00,107646.00,-57634.00,358646.00,-55236.00,40244.00,54156.00,77600.00,52308.00,165976.00,54856.00
2008:Q3,-52191.00,-106233.00,-21528.00,-31997.00,-28689.00,74240.00,-12816.00,28372.00,-93104.00,24764.00,-130434.00,52961.00,-106233.00,-52191.00,-27669.00,-165924.00,-129644.00,-24112.00,69792.00,27712.00
2008:Q4,-47226.00,-464927.00,-45064.00,-816202.00,-35438.00,-16860.00,-319060.00,-90992.00,-353852.00,1744.00,-87970.00,482565.00,-464927.00,-47226.00,-29084.00,-167876.00,-115840.00,-71180.00,-126508.00,-45052.00
2009:Q1,-48721.00,-20605.00,-43612.00,360858.00,-46754.00,146264.00,157056.00,56936.00,47356.00,2340.00,-176269.00,-163921.00,-20605.00,-48721.00,10689.00,-67608.00,-57376.00,-22504.00,207744.00,57012.00
2009:Q2,-42879.00,640870.00,20420.00,519796.00,17868.00,122556.00,67716.00,95704.00,215952.00,1796.00,202779.00,-103921.00,640870.00,-42879.00,68242.00,140756.00,60380.00,58760.00,338560.00,79732.00
2009:Q3,-37785.00,803806.00,30320.00,619894.00,21150.00,120996.00,118416.00,104992.00,254340.00,1412.00,255877.00,-103697.00,803806.00,-37785.00,65575.00,5352.00,63268.00,51860.00,448816.00,117076.00
2009:Q4,-33312.00,709481.00,25332.00,565265.00,40197.00,43856.00,-35756.00,80816.00,436152.00,-312.00,142197.00,-23001.00,709481.00,-33312.00,42921.00,-48396.00,124012.00,68608.00,436084.00,71424.00
2010:Q1,-21142.00,466045.00,-4756.00,605223.00,-14805.00,202340.00,80168.00,85928.00,251592.00,-6856.00,92017.00,-219584.00,466045.00,-21142.00,33594.00,21132.00,93184.00,68328.00,355764.00,66284.00
2010:Q2,-23256.00,279969.00,-43384.00,412952.00,-43712.00,190512.00,275408.00,45532.00,-54788.00,2616.00,-5342.00,-86873.00,279969.00,-23256.00,20164.00,-57968.00,29412.00,37768.00,273792.00,34528.00
2010:Q3,-25895.00,448420.00,17600.00,426759.00,8195.00,54648.00,-66724.00,37832.00,392808.00,6156.00,32670.00,-34765.00,448420.00,-25895.00,25822.00,-127340.00,12936.00,32816.00,348464.00,58036.00
2010:Q4,-29184.00,389042.00,19272.00,339654.00,39054.00,71712.00,10028.00,-37488.00,256348.00,-5244.00,156682.00,-121322.00,389042.00,-29184.00,22436.00,-17976.00,174496.00,86216.00,156900.00,-63300.00
2011:Q1,-34128.00,265218.00,99664.00,-111364.00,83688.00,-56744.00,-389832.00,-60716.00,312240.00,48704.00,166135.00,62078.00,265218.00,-34128.00,6826.00,66444.00,82616.00,115676.00,203868.00,-65108.00
2011:Q2,-36680.00,265350.00,22964.00,86327.00,23579.00,-18088.00,908.00,-23548.00,103476.00,51972.00,25393.00,78695.00,265350.00,-36680.00,-10476.00,-72080.00,31108.00,70264.00,275052.00,1040.00
2011:Q3,-36929.00,17854.00,25052.00,-199111.00,16265.00,-75412.00,112240.00,4832.00,-257036.00,-17868.00,-89723.00,299504.00,17854.00,-36929.00,-8265.00,-248556.00,-11280.00,21832.00,112108.00,15352.00
2011:Q4,-35129.00,254470.00,-87680.00,818463.00,-63533.00,274552.00,560372.00,49576.00,-2504.00,-7160.00,-73881.00,-395272.00,254470.00,-35129.00,5911.00,-126280.00,10808.00,53840.00,213956.00,52240.00
2012:Q1,-39329.00,394733.00,19780.00,812079.00,-609.00,264408.00,159352.00,80232.00,308696.00,2876.00,-99186.00,-340817.00,394733.00,-39329.00,7978.00,-48136.00,32884.00,119136.00,353432.00,78804.00
2012:Q2,-37795.00,292271.00,15892.00,325970.00,16678.00,8604.00,163476.00,73672.00,63540.00,20100.00,-77196.00,7506.00,292271.00,-37795.00,704.00,-125896.00,83784.00,41072.00,272164.00,59328.00
2012:Q3,-41140.00,484454.00,18676.00,510248.00,12808.00,291552.00,-161496.00,70492.00,296892.00,5600.00,-16098.00,-33972.00,484454.00,-41140.00,-7214.00,-142308.00,-20624.00,84636.00,353376.00,73108.00
2012:Q4,-47564.00,373309.00,-29092.00,385703.00,-3621.00,-175100.00,265104.00,58604.00,240716.00,20276.00,7171.00,-10749.00,373309.00,-47564.00,-25968.00,-125080.00,39160.00,30340.00,343916.00,41672.00
2013:Q1,-57271.00,621269.00,42924.00,575029.00,22457.00,107368.00,6032.00,54172.00,385000.00,30820.00,81678.00,-109182.00,621269.00,-57271.00,-18901.00,98960.00,193316.00,131408.00,296368.00,50984.00
2013:Q2,-51227.00,150443.00,13680.00,-78306.00,11370.00,-115392.00,67004.00,-53896.00,12608.00,69880.00,198103.00,-52914.00,150443.00,-51227.00,-39261.00,1728.00,126972.00,98936.00,13672.00,-63472.00
2013:Q3,-66931.00,259580.00,19360.00,-177798.00,17730.00,-148768.00,-220976.00,-102656.00,276872.00,28044.00,239275.00,150698.00,259580.00,-66931.00,-34151.00,52756.00,117636.00,91476.00,-43772.00,-101736.00
2013:Q4,-55512.00,352844.00,13208.00,124759.00,37615.00,-60280.00,-17408.00,-55560.00,220392.00,28768.00,270100.00,-83990.00,352844.00,-55512.00,-38579.00,118976.00,239748.00,61776.00,-35100.00,-66512.00
2014:Q1,-78144.00,340094.00,29808.00,-76835.00,10977.00,410628.00,-604392.00,-6788.00,112740.00,60296.00,172471.00,154354.00,340094.00,-78144.00,-51113.00,103728.00,148312.00,71796.00,147752.00,27312.00
2014:Q2,-74235.00,346271.00,35088.00,299267.00,29627.00,33956.00,-63004.00,32828.00,265860.00,-14624.00,81209.00,-54669.00,346271.00,-74235.00,-43347.00,-33452.00,109364.00,76228.00,172572.00,41020.00
2014:Q3,-72001.00,286600.00,-1312.00,32599.00,1767.00,278140.00,-242392.00,-9776.00,4860.00,9768.00,138890.00,106655.00,286600.00,-72001.00,-45982.00,-94332.00,106248.00,55440.00,21348.00,43516.00
2014:Q4,-69854.00,264523.00,-23868.00,117229.00,-2655.00,50508.00,108388.00,43996.00,-83008.00,-17648.00,-15658.00,204468.00,264523.00,-69854.00,-47997.00,19832.00,116260.00,23312.00,30064.00,51156.00
2015:Q1,-69426.00,252567.00,-5220.00,242742.00,-21934.00,79484.00,59712.00,42928.00,82552.00,23532.00,100638.00,-109124.00,252567.00,-69426.00,-42068.00,37100.00,115704.00,57832.00,159364.00,48172.00
2015:Q2,-68180.00,224651.00,-16616.00,389788.00,-23892.00,126564.00,-103044.00,10904.00,379256.00,-24112.00,166768.00,-291177.00,224651.00,-68180.00,-48425.00,-166884.00,202144.00,34648.00,163568.00,5220.00
2015:Q3,-67983.00,-35792.00,-22864.00,-171673.00,-17545.00,222056.00,-207984.00,-10600.00,-157600.00,-50932.00,94263.00,115414.00,-35792.00,-67983.00,-53555.00,-190804.00,143616.00,-25224.00,-126720.00,2916.00
2015:Q4,-67592.00,-60406.00,-4820.00,6020.00,13852.00,193184.00,-141680.00,21668.00,-81004.00,-10984.00,-138397.00,87775.00,-60406.00,-67592.00,-33696.00,-90160.00,45340.00,-33912.00,-57220.00,56312.00
2016:Q1,-39082.00,-22689.00,20452.00,8990.00,5534.00,-14616.00,50184.00,79824.00,-111936.00,22056.00,-112235.00,38048.00,-22689.00,-39082.00,-57715.00,-69352.00,92688.00,-15232.00,72352.00,70760.00
