date,FA656006403.Q,FA654090000.Q,FA652051003.Q,FA654022005.Q,FA653069100.Q,FA653061105.Q,FA653061703.Q,FA653062003.Q,FA653063005.Q,FA653069803.Q,FA653064100.Q,FA653093005.Q,FA653164205.Q,FA657005005.Q,FA654090500.Q,FA654091603.Q,FA654092603.Q,FA654091403.Q,FA654091303.Q,FA654091203.Q
1953:Q3,-56.00,336.00,-8.00,16.00,-8.00,28.00,0.00,0.00,-4.00,0.00,328.00,0.00,336.00,-56.00,0.00,ND,ND,ND,ND,ND
1953:Q4,-28.00,372.00,76.00,92.00,76.00,-48.00,0.00,0.00,64.00,0.00,204.00,0.00,372.00,-28.00,0.00,ND,ND,ND,ND,ND
1954:Q1,0.00,340.00,-16.00,192.00,-16.00,76.00,0.00,0.00,132.00,0.00,164.00,0.00,340.00,0.00,0.00,ND,ND,ND,ND,ND
1954:Q2,0.00,200.00,-20.00,52.00,-20.00,-44.00,0.00,0.00,116.00,0.00,168.00,0.00,200.00,0.00,0.00,ND,ND,ND,ND,ND
1954:Q3,-32.00,496.00,12.00,160.00,12.00,24.00,0.00,0.00,124.00,0.00,324.00,0.00,496.00,-32.00,0.00,ND,ND,ND,ND,ND
1954:Q4,-376.00,648.00,24.00,92.00,24.00,44.00,0.00,0.00,24.00,0.00,532.00,0.00,648.00,-376.00,0.00,ND,ND,ND,ND,ND
1955:Q1,-100.00,508.00,68.00,24.00,68.00,-8.00,0.00,0.00,-36.00,0.00,416.00,0.00,508.00,-100.00,0.00,ND,ND,ND,ND,ND
1955:Q2,-32.00,464.00,-12.00,204.00,-12.00,108.00,0.00,0.00,108.00,0.00,272.00,0.00,464.00,-32.00,0.00,ND,ND,ND,ND,ND
1955:Q3,-104.00,728.00,48.00,268.00,48.00,216.00,0.00,0.00,4.00,0.00,412.00,0.00,728.00,-104.00,0.00,ND,ND,ND,ND,ND
1955:Q4,-596.00,588.00,-48.00,100.00,-48.00,88.00,0.00,0.00,60.00,0.00,536.00,0.00,588.00,-596.00,0.00,ND,ND,ND,ND,ND
1956:Q1,-216.00,1204.00,172.00,384.00,172.00,-68.00,0.00,0.00,280.00,0.00,648.00,0.00,1204.00,-216.00,0.00,ND,ND,ND,ND,ND
1956:Q2,-40.00,108.00,-144.00,-360.00,-144.00,-68.00,0.00,0.00,-148.00,0.00,612.00,0.00,108.00,-40.00,0.00,ND,ND,ND,ND,ND
1956:Q3,-92.00,1364.00,84.00,796.00,84.00,176.00,0.00,0.00,536.00,0.00,484.00,0.00,1364.00,-92.00,0.00,ND,ND,ND,ND,ND
1956:Q4,-700.00,468.00,-48.00,104.00,-48.00,44.00,0.00,0.00,108.00,0.00,412.00,0.00,468.00,-700.00,0.00,ND,ND,ND,ND,ND
1957:Q1,-304.00,892.00,52.00,172.00,52.00,16.00,0.00,0.00,104.00,0.00,668.00,0.00,892.00,-304.00,0.00,ND,ND,ND,ND,ND
1957:Q2,-36.00,860.00,20.00,388.00,20.00,48.00,0.00,0.00,320.00,0.00,452.00,0.00,860.00,-36.00,0.00,ND,ND,ND,ND,ND
1957:Q3,-32.00,860.00,-28.00,-100.00,-28.00,-4.00,0.00,0.00,-68.00,0.00,988.00,0.00,860.00,-32.00,0.00,ND,ND,ND,ND,ND
1957:Q4,-568.00,728.00,16.00,56.00,16.00,-56.00,0.00,0.00,96.00,0.00,656.00,0.00,728.00,-568.00,0.00,ND,ND,ND,ND,ND
1958:Q1,-276.00,1304.00,120.00,472.00,120.00,148.00,0.00,0.00,204.00,0.00,712.00,0.00,1304.00,-276.00,0.00,ND,ND,ND,ND,ND
1958:Q2,80.00,1812.00,120.00,720.00,120.00,348.00,0.00,0.00,252.00,0.00,972.00,0.00,1812.00,80.00,0.00,ND,ND,ND,ND,ND
1958:Q3,48.00,1488.00,-44.00,-4.00,-44.00,-180.00,0.00,0.00,220.00,0.00,1536.00,0.00,1488.00,48.00,0.00,ND,ND,ND,ND,ND
1958:Q4,-608.00,1028.00,-220.00,-96.00,-220.00,180.00,0.00,0.00,-56.00,0.00,1344.00,0.00,1028.00,-608.00,0.00,ND,ND,ND,ND,ND
1959:Q1,120.00,1724.00,128.00,300.00,128.00,124.00,0.00,0.00,48.00,0.00,1296.00,0.00,1724.00,120.00,0.00,ND,ND,ND,ND,ND
1959:Q2,108.00,1224.00,8.00,136.00,8.00,0.00,0.00,0.00,128.00,0.00,1080.00,0.00,1224.00,108.00,0.00,ND,ND,ND,ND,ND
1959:Q3,132.00,1484.00,144.00,548.00,144.00,340.00,0.00,0.00,64.00,0.00,792.00,0.00,1484.00,132.00,0.00,ND,ND,ND,ND,ND
1959:Q4,188.00,1244.00,-140.00,400.00,-140.00,156.00,0.00,0.00,384.00,0.00,984.00,0.00,1244.00,188.00,0.00,ND,ND,ND,ND,ND
1960:Q1,148.00,1272.00,112.00,196.00,112.00,196.00,0.00,0.00,-112.00,0.00,964.00,0.00,1272.00,148.00,0.00,ND,ND,ND,ND,ND
1960:Q2,48.00,1412.00,36.00,284.00,36.00,40.00,0.00,0.00,208.00,0.00,1092.00,0.00,1412.00,48.00,0.00,ND,ND,ND,ND,ND
1960:Q3,-60.00,1072.00,80.00,348.00,80.00,-28.00,0.00,0.00,296.00,0.00,644.00,0.00,1072.00,-60.00,0.00,ND,ND,ND,ND,ND
1960:Q4,152.00,440.00,-128.00,148.00,-128.00,44.00,0.00,0.00,232.00,0.00,420.00,0.00,440.00,152.00,0.00,ND,ND,ND,ND,ND
1961:Q1,120.00,1716.00,252.00,192.00,252.00,-320.00,0.00,0.00,260.00,0.00,1272.00,0.00,1716.00,120.00,0.00,ND,ND,ND,ND,ND
1961:Q2,8.00,1320.00,-148.00,-220.00,-148.00,-112.00,0.00,0.00,40.00,0.00,1688.00,0.00,1320.00,8.00,0.00,ND,ND,ND,ND,ND
1961:Q3,-44.00,1548.00,212.00,496.00,212.00,152.00,0.00,0.00,132.00,0.00,840.00,0.00,1548.00,-44.00,0.00,ND,ND,ND,ND,ND
1961:Q4,44.00,2100.00,-328.00,1156.00,-328.00,556.00,0.00,0.00,928.00,0.00,1272.00,0.00,2100.00,44.00,0.00,ND,ND,ND,ND,ND
1962:Q1,72.00,1656.00,568.00,-116.00,568.00,-144.00,0.00,0.00,-540.00,0.00,1204.00,0.00,1656.00,72.00,0.00,ND,ND,ND,ND,ND
1962:Q2,-32.00,1900.00,-248.00,-248.00,-248.00,-564.00,0.00,0.00,564.00,0.00,2396.00,0.00,1900.00,-32.00,0.00,ND,ND,ND,ND,ND
1962:Q3,64.00,560.00,76.00,968.00,76.00,1112.00,0.00,0.00,-220.00,0.00,-484.00,0.00,560.00,64.00,0.00,ND,ND,ND,ND,ND
1962:Q4,212.00,884.00,64.00,172.00,64.00,-208.00,0.00,0.00,316.00,0.00,648.00,0.00,884.00,212.00,0.00,ND,ND,ND,ND,ND
1963:Q1,88.00,960.00,108.00,12.00,108.00,-76.00,0.00,0.00,-20.00,0.00,840.00,0.00,960.00,88.00,0.00,ND,ND,ND,ND,ND
1963:Q2,44.00,528.00,-108.00,-636.00,-108.00,-516.00,0.00,0.00,-12.00,0.00,1272.00,0.00,528.00,44.00,0.00,ND,ND,ND,ND,ND
1963:Q3,32.00,1380.00,-12.00,928.00,-12.00,556.00,0.00,0.00,384.00,0.00,464.00,0.00,1380.00,32.00,0.00,ND,ND,ND,ND,ND
1963:Q4,-64.00,1000.00,84.00,416.00,84.00,0.00,0.00,0.00,332.00,0.00,500.00,0.00,1000.00,-64.00,0.00,ND,ND,ND,ND,ND
1964:Q1,-204.00,240.00,-68.00,284.00,-68.00,380.00,0.00,0.00,-28.00,0.00,24.00,0.00,240.00,-204.00,0.00,ND,ND,ND,ND,ND
1964:Q2,-276.00,1444.00,176.00,792.00,176.00,32.00,0.00,0.00,584.00,0.00,476.00,0.00,1444.00,-276.00,0.00,ND,ND,ND,ND,ND
1964:Q3,-280.00,1372.00,-284.00,332.00,-284.00,320.00,0.00,0.00,296.00,0.00,1324.00,0.00,1372.00,-280.00,0.00,ND,ND,ND,ND,ND
1964:Q4,-332.00,1704.00,72.00,88.00,72.00,-576.00,0.00,0.00,592.00,0.00,1544.00,0.00,1704.00,-332.00,0.00,ND,ND,ND,ND,ND
1965:Q1,-88.00,2240.00,424.00,1392.00,424.00,228.00,0.00,0.00,740.00,0.00,424.00,0.00,2240.00,-88.00,0.00,ND,ND,ND,ND,ND
1965:Q2,-124.00,772.00,72.00,-384.00,72.00,-744.00,0.00,0.00,288.00,0.00,1084.00,0.00,772.00,-124.00,0.00,ND,ND,ND,ND,ND
1965:Q3,-180.00,3284.00,132.00,1492.00,132.00,1096.00,0.00,0.00,264.00,0.00,1660.00,0.00,3284.00,-180.00,0.00,ND,ND,ND,ND,ND
1965:Q4,-188.00,2304.00,232.00,156.00,232.00,-404.00,0.00,0.00,328.00,0.00,1916.00,0.00,2304.00,-188.00,0.00,ND,ND,ND,ND,ND
1966:Q1,196.00,4132.00,-12.00,1788.00,-12.00,976.00,0.00,0.00,824.00,0.00,2356.00,0.00,4132.00,196.00,0.00,ND,ND,ND,ND,ND
1966:Q2,184.00,1764.00,360.00,1080.00,360.00,464.00,0.00,0.00,256.00,0.00,324.00,0.00,1764.00,184.00,0.00,ND,ND,ND,ND,ND
1966:Q3,96.00,1880.00,844.00,1488.00,844.00,1112.00,0.00,0.00,-468.00,0.00,-452.00,0.00,1880.00,96.00,0.00,ND,ND,ND,ND,ND
1966:Q4,84.00,2152.00,-108.00,676.00,-108.00,-48.00,0.00,0.00,832.00,0.00,1584.00,0.00,2152.00,84.00,0.00,ND,ND,ND,ND,ND
1967:Q1,312.00,1972.00,-136.00,-1136.00,-136.00,-880.00,0.00,0.00,-120.00,0.00,3244.00,0.00,1972.00,312.00,0.00,ND,ND,ND,ND,ND
1967:Q2,164.00,16.00,272.00,-1888.00,272.00,-1260.00,0.00,0.00,-900.00,0.00,1632.00,0.00,16.00,164.00,0.00,ND,ND,ND,ND,ND
1967:Q3,180.00,2488.00,-104.00,-872.00,-104.00,-832.00,0.00,0.00,64.00,0.00,3464.00,0.00,2488.00,180.00,0.00,ND,ND,ND,ND,ND
1967:Q4,220.00,-96.00,192.00,656.00,192.00,908.00,0.00,0.00,-444.00,0.00,-944.00,0.00,-96.00,220.00,0.00,ND,ND,ND,ND,ND
1968:Q1,196.00,4120.00,2212.00,2436.00,2212.00,984.00,0.00,0.00,-760.00,0.00,-528.00,0.00,4120.00,196.00,0.00,ND,ND,ND,ND,ND
1968:Q2,292.00,364.00,-1052.00,-2368.00,-1052.00,-480.00,0.00,0.00,-836.00,0.00,3784.00,0.00,364.00,292.00,0.00,ND,ND,ND,ND,ND
1968:Q3,-104.00,3680.00,232.00,1312.00,232.00,1432.00,0.00,0.00,-352.00,0.00,2136.00,0.00,3680.00,-104.00,0.00,ND,ND,ND,ND,ND
1968:Q4,76.00,1884.00,-596.00,-2104.00,-596.00,-1048.00,0.00,0.00,-460.00,0.00,4584.00,0.00,1884.00,76.00,0.00,ND,ND,ND,ND,ND
1969:Q1,136.00,4216.00,1432.00,4132.00,1432.00,1712.00,0.00,0.00,988.00,0.00,-1348.00,0.00,4216.00,136.00,0.00,ND,ND,ND,ND,ND
1969:Q2,92.00,1820.00,436.00,-1604.00,436.00,-2448.00,0.00,0.00,408.00,0.00,2988.00,0.00,1820.00,92.00,0.00,ND,ND,ND,ND,ND
1969:Q3,72.00,5040.00,812.00,2296.00,812.00,204.00,0.00,0.00,1280.00,0.00,1932.00,0.00,5040.00,72.00,0.00,ND,ND,ND,ND,ND
1969:Q4,100.00,2248.00,-424.00,-756.00,-424.00,-1340.00,0.00,0.00,1008.00,0.00,3428.00,0.00,2248.00,100.00,0.00,ND,ND,ND,ND,ND
1970:Q1,76.00,2008.00,796.00,1776.00,796.00,-796.00,0.00,0.00,1776.00,0.00,-564.00,0.00,2008.00,76.00,0.00,ND,ND,ND,ND,ND
1970:Q2,-128.00,2092.00,-3472.00,5396.00,-3472.00,8348.00,0.00,0.00,520.00,0.00,168.00,0.00,2092.00,-128.00,0.00,ND,ND,ND,ND,ND
1970:Q3,-128.00,2696.00,3876.00,-2924.00,3876.00,-6964.00,0.00,0.00,164.00,0.00,1744.00,0.00,2696.00,-128.00,0.00,ND,ND,ND,ND,ND
1970:Q4,-128.00,-496.00,-1944.00,-1912.00,-1944.00,112.00,0.00,0.00,-80.00,0.00,3360.00,0.00,-496.00,-128.00,0.00,ND,ND,ND,ND,ND
1971:Q1,-84.00,784.00,-728.00,-1044.00,-728.00,168.00,0.00,0.00,-484.00,0.00,2556.00,0.00,784.00,-84.00,0.00,ND,ND,ND,ND,ND
1971:Q2,0.00,216.00,-484.00,-628.00,-484.00,-1020.00,0.00,0.00,876.00,0.00,1328.00,0.00,216.00,0.00,0.00,ND,ND,ND,ND,ND
1971:Q3,-112.00,-784.00,-280.00,-1496.00,-280.00,-720.00,0.00,0.00,-496.00,0.00,992.00,0.00,-784.00,-112.00,0.00,ND,ND,ND,ND,ND
1971:Q4,20.00,252.00,1100.00,2344.00,1100.00,408.00,0.00,0.00,836.00,0.00,-3192.00,0.00,252.00,20.00,0.00,ND,ND,ND,ND,ND
1972:Q1,4.00,972.00,180.00,1244.00,180.00,-4.00,0.00,0.00,1068.00,0.00,-452.00,0.00,972.00,4.00,0.00,ND,ND,ND,ND,ND
1972:Q2,100.00,-2528.00,-496.00,-336.00,-496.00,48.00,0.00,0.00,112.00,0.00,-1696.00,0.00,-2528.00,100.00,0.00,ND,ND,ND,ND,ND
1972:Q3,16.00,-504.00,476.00,1684.00,476.00,568.00,0.00,0.00,640.00,0.00,-2664.00,0.00,-504.00,16.00,0.00,ND,ND,ND,ND,ND
1972:Q4,-164.00,-3784.00,-676.00,-584.00,-676.00,-92.00,0.00,0.00,184.00,0.00,-2524.00,0.00,-3784.00,-164.00,0.00,ND,ND,ND,ND,ND
1973:Q1,24.00,-48.00,1896.00,1764.00,1896.00,-832.00,0.00,0.00,700.00,0.00,-3708.00,0.00,-48.00,24.00,0.00,ND,ND,ND,ND,ND
1973:Q2,-208.00,-1260.00,616.00,496.00,616.00,324.00,0.00,0.00,-444.00,0.00,-2372.00,0.00,-1260.00,-208.00,0.00,ND,ND,ND,ND,ND
1973:Q3,-480.00,-328.00,716.00,932.00,716.00,480.00,0.00,0.00,-264.00,0.00,-1976.00,0.00,-328.00,-480.00,0.00,ND,ND,ND,ND,ND
1973:Q4,-384.00,-2876.00,-1236.00,-720.00,-1236.00,-88.00,0.00,0.00,604.00,0.00,-920.00,0.00,-2876.00,-384.00,0.00,ND,ND,ND,ND,ND
1974:Q1,-380.00,1040.00,344.00,1956.00,344.00,796.00,0.00,0.00,816.00,0.00,-1260.00,0.00,1040.00,-380.00,0.00,ND,ND,ND,ND,ND
1974:Q2,-332.00,-400.00,456.00,-256.00,456.00,-1456.00,0.00,0.00,744.00,0.00,-600.00,0.00,-400.00,-332.00,0.00,ND,ND,ND,ND,ND
1974:Q3,-188.00,-136.00,-712.00,576.00,-712.00,1324.00,0.00,0.00,-36.00,0.00,0.00,0.00,-136.00,-188.00,0.00,ND,ND,ND,ND,ND
1974:Q4,24.00,-300.00,-1144.00,744.00,-1144.00,1132.00,0.00,0.00,756.00,0.00,100.00,0.00,-300.00,24.00,0.00,ND,ND,ND,ND,ND
1975:Q1,-64.00,2316.00,544.00,220.00,544.00,-1296.00,0.00,0.00,972.00,0.00,1552.00,0.00,2316.00,-64.00,0.00,ND,ND,ND,ND,ND
1975:Q2,-68.00,-848.00,-792.00,664.00,-792.00,656.00,0.00,0.00,800.00,0.00,-720.00,0.00,-848.00,-68.00,0.00,ND,ND,ND,ND,ND
1975:Q3,-152.00,-1096.00,-1076.00,1644.00,-1076.00,2176.00,0.00,0.00,544.00,0.00,-1664.00,0.00,-1096.00,-152.00,0.00,ND,ND,ND,ND,ND
1975:Q4,-112.00,-1804.00,1060.00,-4.00,1060.00,-1708.00,0.00,0.00,644.00,0.00,-2860.00,0.00,-1804.00,-112.00,0.00,ND,ND,ND,ND,ND
1976:Q1,-148.00,-1876.00,-2472.00,-1428.00,-2472.00,1476.00,0.00,0.00,-432.00,0.00,2024.00,0.00,-1876.00,-148.00,0.00,ND,ND,ND,ND,ND
1976:Q2,-168.00,-4132.00,76.00,-192.00,76.00,-956.00,0.00,92.00,596.00,0.00,-4016.00,0.00,-4132.00,-168.00,0.00,ND,ND,ND,ND,ND
1976:Q3,-288.00,-3008.00,-688.00,684.00,-688.00,688.00,0.00,352.00,332.00,0.00,-3004.00,0.00,-3008.00,-288.00,0.00,ND,ND,ND,ND,ND
1976:Q4,-244.00,-1072.00,1012.00,2440.00,1012.00,-1128.00,0.00,1656.00,900.00,0.00,-4524.00,0.00,-1072.00,-244.00,0.00,ND,ND,ND,ND,ND
1977:Q1,-232.00,-1644.00,-132.00,3352.00,-132.00,1128.00,0.00,1836.00,520.00,0.00,-4864.00,0.00,-1644.00,-232.00,0.00,ND,ND,ND,ND,ND
1977:Q2,-276.00,3152.00,1508.00,4380.00,1508.00,468.00,0.00,1676.00,728.00,0.00,-2736.00,0.00,3152.00,-276.00,0.00,ND,ND,ND,ND,ND
1977:Q3,-316.00,2004.00,772.00,5876.00,772.00,1020.00,0.00,1888.00,2196.00,0.00,-4644.00,0.00,2004.00,-316.00,0.00,ND,ND,ND,ND,ND
1977:Q4,-172.00,-864.00,-100.00,1932.00,-100.00,92.00,0.00,1120.00,820.00,0.00,-2696.00,0.00,-864.00,-172.00,0.00,ND,ND,ND,ND,ND
1978:Q1,-28.00,2188.00,1812.00,3200.00,1812.00,280.00,0.00,1728.00,-620.00,0.00,-2824.00,0.00,2188.00,-28.00,0.00,ND,ND,ND,ND,ND
1978:Q2,52.00,-1792.00,108.00,-260.00,108.00,-60.00,0.00,212.00,-520.00,0.00,-1640.00,0.00,-1792.00,52.00,0.00,ND,ND,ND,ND,ND
1978:Q3,32.00,-2184.00,-1544.00,-1728.00,-1544.00,-280.00,0.00,572.00,-476.00,0.00,1088.00,0.00,-2184.00,32.00,0.00,ND,ND,ND,ND,ND
1978:Q4,68.00,-1712.00,1816.00,-340.00,1816.00,-656.00,0.00,-400.00,-1100.00,0.00,-3188.00,0.00,-1712.00,68.00,0.00,ND,ND,ND,ND,ND
1979:Q1,28.00,-180.00,-164.00,2684.00,-164.00,552.00,0.00,1320.00,976.00,0.00,-2700.00,0.00,-180.00,28.00,0.00,ND,ND,ND,ND,ND
1979:Q2,-16.00,492.00,8.00,4060.00,8.00,-880.00,0.00,2588.00,2344.00,0.00,-3576.00,0.00,492.00,-16.00,0.00,ND,ND,ND,ND,ND
1979:Q3,-272.00,-1644.00,324.00,1564.00,324.00,-492.00,0.00,1636.00,96.00,0.00,-3532.00,0.00,-1644.00,-272.00,0.00,ND,ND,ND,ND,ND
1979:Q4,-408.00,-2000.00,-468.00,-160.00,-468.00,628.00,0.00,-120.00,-200.00,0.00,-1372.00,0.00,-2000.00,-408.00,0.00,ND,ND,ND,ND,ND
1980:Q1,396.00,-2408.00,512.00,3203.00,-85.00,1024.00,0.00,-976.00,3240.00,0.00,-6123.00,0.00,-2408.00,396.00,1576.00,ND,ND,ND,ND,ND
1980:Q2,176.00,5372.00,-904.00,352.00,-1488.00,2756.00,0.00,668.00,-1584.00,0.00,5922.00,2.00,5372.00,176.00,-1404.00,ND,ND,ND,ND,ND
1980:Q3,1080.00,3336.00,1788.00,7897.00,2345.00,-1884.00,0.00,1956.00,5480.00,0.00,-6348.00,-1.00,3336.00,1080.00,1576.00,ND,ND,ND,ND,ND
1980:Q4,972.00,1704.00,596.00,1128.00,1220.00,-304.00,0.00,164.00,48.00,0.00,-19.00,-1.00,1704.00,972.00,1492.00,ND,ND,ND,ND,ND
1981:Q1,1216.00,3956.00,-2168.00,3738.00,-2922.00,3248.00,0.00,1648.00,1764.00,0.00,2389.00,-4.00,3956.00,1216.00,-4.00,ND,ND,ND,ND,ND
1981:Q2,1608.00,4404.00,1068.00,6163.00,599.00,-1016.00,0.00,1996.00,4584.00,0.00,-2829.00,1.00,4404.00,1608.00,436.00,ND,ND,ND,ND,ND
1981:Q3,1612.00,1816.00,472.00,7373.00,885.00,700.00,0.00,2096.00,3692.00,0.00,-6033.00,4.00,1816.00,1612.00,2476.00,ND,ND,ND,ND,ND
1981:Q4,1984.00,3652.00,336.00,1501.00,1145.00,612.00,0.00,616.00,-872.00,0.00,1816.00,-1.00,3652.00,1984.00,1124.00,ND,ND,ND,ND,ND
1982:Q1,1428.00,6720.00,224.00,313.00,-755.00,2872.00,0.00,464.00,-2268.00,0.00,6184.00,-1.00,6720.00,1428.00,548.00,ND,ND,ND,ND,ND
1982:Q2,2792.00,7040.00,1028.00,3382.00,474.00,1544.00,0.00,1436.00,-72.00,0.00,2630.00,0.00,7040.00,2792.00,856.00,ND,ND,ND,ND,ND
1982:Q3,2480.00,10432.00,-1684.00,-1973.00,-1553.00,1308.00,0.00,716.00,-2444.00,0.00,14089.00,0.00,10432.00,2480.00,1412.00,ND,ND,ND,ND,ND
1982:Q4,2072.00,13760.00,-204.00,2015.00,1199.00,1220.00,0.00,3404.00,-3808.00,0.00,11948.00,1.00,13760.00,2072.00,1040.00,ND,ND,ND,ND,ND
1983:Q1,2276.00,20912.00,2444.00,9262.00,754.00,-1632.00,1396.00,7284.00,1460.00,0.00,14738.00,-5531.00,20912.00,2276.00,-856.00,ND,ND,ND,ND,ND
1983:Q2,1920.00,29216.00,1216.00,14152.00,908.00,2556.00,2036.00,4840.00,3812.00,0.00,18060.00,-4212.00,29216.00,1920.00,576.00,ND,ND,ND,ND,ND
1983:Q3,564.00,25372.00,-168.00,5118.00,-222.00,-2816.00,1408.00,4980.00,1768.00,0.00,15638.00,4784.00,25372.00,564.00,2436.00,ND,ND,ND,ND,ND
1983:Q4,-248.00,24620.00,-368.00,12632.00,1684.00,-1124.00,1772.00,5452.00,4848.00,0.00,6288.00,6068.00,24620.00,-248.00,1996.00,ND,ND,ND,ND,ND
1984:Q1,464.00,20306.00,5384.00,14836.00,2792.00,3020.00,2820.00,4316.00,1888.00,0.00,12261.00,-12175.00,20306.00,464.00,2676.00,ND,ND,ND,ND,ND
1984:Q2,328.00,14653.00,1804.00,18665.00,2005.00,2964.00,3472.00,6848.00,3376.00,0.00,-2080.00,-3735.00,14653.00,328.00,-540.00,ND,ND,ND,ND,ND
1984:Q3,1080.00,37391.00,4268.00,11017.00,3465.00,2660.00,4296.00,4180.00,-3584.00,0.00,16841.00,5266.00,37391.00,1080.00,996.00,ND,ND,ND,ND,ND
1984:Q4,1756.00,28157.00,-3228.00,13183.00,-33.00,940.00,4084.00,5768.00,2424.00,0.00,6794.00,11408.00,28157.00,1756.00,1980.00,ND,ND,ND,ND,ND
