1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q2,38893.00,1506.00,6017.00,340.00,20.00,20.00,0.00,19861.00,16594.00,3267.00,0.00,0.00,2490.00,7363.00,1296.00,292327.00,0.00,0.00,2451.00,226926.00,226643.00,168581.00,58062.00,283.00,0.00,2679.00,6211.00,54060.00,51242.00,2818.00
1953:Q3,42371.00,1561.00,8770.00,344.00,1.00,1.00,0.00,20526.00,17171.00,3355.00,0.00,0.00,2514.00,7363.00,1292.00,300745.00,0.00,0.00,2458.00,233608.00,233183.00,175018.00,58165.00,425.00,0.00,2667.00,6236.00,55776.00,53004.00,2772.00
1953:Q4,39257.00,1471.00,5906.00,342.00,0.00,0.00,0.00,20667.00,17344.00,3323.00,0.00,0.00,2214.00,7363.00,1294.00,306228.00,0.00,0.00,2469.00,237379.00,235126.00,176814.00,58312.00,2253.00,0.00,2600.00,6259.00,57521.00,54830.00,2691.00
1954:Q1,38417.00,1429.00,7772.00,344.00,18.00,18.00,0.00,20584.00,17329.00,3255.00,0.00,0.00,2527.00,4482.00,1261.00,304271.00,0.00,0.00,2491.00,233493.00,230582.00,172200.00,58382.00,2911.00,0.00,2763.00,6246.00,59278.00,56631.00,2647.00
1954:Q2,38963.00,1439.00,8223.00,335.00,8.00,8.00,0.00,20761.00,16962.00,3799.00,0.00,0.00,2416.00,4482.00,1299.00,304575.00,0.00,0.00,2501.00,232735.00,230733.00,171915.00,58818.00,2002.00,0.00,2412.00,6187.00,60740.00,58169.00,2571.00
1954:Q3,36429.00,1264.00,6155.00,344.00,6.00,6.00,0.00,20204.00,16888.00,3316.00,0.00,0.00,2608.00,4482.00,1366.00,308065.00,0.00,0.00,2503.00,234566.00,234029.00,175045.00,58984.00,537.00,0.00,2308.00,6087.00,62601.00,60047.00,2554.00
1954:Q4,36011.00,1302.00,5567.00,370.00,1.00,1.00,0.00,20375.00,16950.00,3425.00,0.00,0.00,2445.00,4482.00,1469.00,315383.00,0.00,0.00,2505.00,240195.00,237857.00,178532.00,59325.00,2338.00,0.00,2366.00,5960.00,64357.00,61876.00,2481.00
1955:Q1,37734.00,1221.00,5564.00,374.00,7.00,7.00,0.00,20614.00,17157.00,3457.00,0.00,0.00,2472.00,5911.00,1571.00,312934.00,0.00,0.00,2508.00,236080.00,233485.00,173973.00,59512.00,2595.00,0.00,2220.00,5861.00,66265.00,63773.00,2492.00
1955:Q2,39370.00,1235.00,6987.00,370.00,8.00,8.00,0.00,20856.00,17305.00,3551.00,0.00,0.00,2333.00,5911.00,1670.00,312601.00,0.00,0.00,2507.00,234433.00,232883.00,172997.00,59886.00,1550.00,0.00,2145.00,5809.00,67707.00,65346.00,2361.00
1955:Q3,38561.00,1198.00,6179.00,352.00,4.00,4.00,0.00,20943.00,17371.00,3572.00,0.00,0.00,2229.00,5911.00,1745.00,316033.00,0.00,0.00,2507.00,236252.00,235344.00,175191.00,60153.00,908.00,0.00,2166.00,5810.00,69298.00,67041.00,2257.00
1955:Q4,37777.00,1168.00,5297.00,357.00,20.00,20.00,0.00,20938.00,17316.00,3622.00,0.00,0.00,2274.00,5911.00,1812.00,321838.00,0.00,0.00,2507.00,240077.00,238466.00,178189.00,60277.00,1611.00,0.00,2283.00,5795.00,71176.00,68954.00,2222.00
1956:Q1,39741.00,1127.00,7778.00,351.00,15.00,15.00,0.00,20894.00,17269.00,3625.00,0.00,0.00,2266.00,5388.00,1922.00,319452.00,0.00,0.00,2509.00,235799.00,234182.00,173724.00,60458.00,1617.00,0.00,2289.00,5853.00,73002.00,70876.00,2126.00
1956:Q2,39681.00,1076.00,7178.00,331.00,14.00,14.00,0.00,21138.00,17504.00,3634.00,0.00,0.00,2516.00,5388.00,2040.00,315728.00,0.00,0.00,2512.00,230350.00,229199.00,168502.00,60697.00,1151.00,0.00,2302.00,5943.00,74621.00,72532.00,2089.00
1956:Q3,39836.00,1231.00,6961.00,330.00,6.00,6.00,0.00,21167.00,17536.00,3631.00,0.00,0.00,2493.00,5388.00,2260.00,318560.00,0.00,0.00,2517.00,231549.00,230632.00,169476.00,61156.00,917.00,0.00,2367.00,6029.00,76098.00,74045.00,2053.00
1956:Q4,38859.00,1776.00,5009.00,330.00,9.00,9.00,0.00,21590.00,17946.00,3644.00,0.00,0.00,2350.00,5388.00,2407.00,324456.00,0.00,0.00,2526.00,235039.00,233683.00,172637.00,61046.00,1356.00,0.00,2608.00,6098.00,78185.00,76182.00,2003.00
1957:Q1,41784.00,1718.00,8235.00,340.00,20.00,20.00,0.00,21610.00,17915.00,3695.00,0.00,0.00,2455.00,4667.00,2739.00,326833.00,0.00,0.00,2533.00,233391.00,232013.00,171487.00,60526.00,1378.00,0.00,2534.00,6144.00,82231.00,80227.00,2004.00
1957:Q2,40339.00,1791.00,6467.00,326.00,18.00,18.00,0.00,21405.00,17668.00,3737.00,0.00,0.00,2638.00,4667.00,3027.00,324611.00,0.00,0.00,2544.00,227347.00,226421.00,166057.00,60364.00,926.00,0.00,2479.00,6166.00,86075.00,84083.00,1992.00
1957:Q3,42397.00,2045.00,7967.00,340.00,19.00,19.00,0.00,21631.00,17818.00,3813.00,0.00,0.00,2568.00,4667.00,3160.00,332652.00,0.00,0.00,2552.00,231295.00,230591.00,170669.00,59922.00,704.00,48.00,2427.00,6178.00,90152.00,88276.00,1876.00
1957:Q4,39748.00,2080.00,5145.00,301.00,13.00,13.00,0.00,22182.00,18257.00,3925.00,0.00,0.00,2261.00,4667.00,3099.00,338939.00,0.00,0.00,2562.00,233144.00,231465.00,171843.00,59622.00,1679.00,96.00,2769.00,6185.00,94183.00,92474.00,1709.00
1958:Q1,40632.00,2174.00,6857.00,270.00,55.00,55.00,0.00,22457.00,18464.00,3993.00,0.00,0.00,2123.00,3476.00,3220.00,340236.00,0.00,0.00,2578.00,232192.00,229917.00,170060.00,59857.00,2275.00,222.00,2667.00,6192.00,96385.00,94703.00,1682.00
1958:Q2,44468.00,2187.00,10556.00,274.00,26.00,26.00,0.00,22601.00,18551.00,4050.00,0.00,0.00,1946.00,3476.00,3402.00,344760.00,0.00,0.00,2590.00,234625.00,233403.00,173354.00,60049.00,1222.00,347.00,2606.00,6203.00,98389.00,96793.00,1596.00
1958:Q3,39798.00,2178.00,5516.00,300.00,7.00,7.00,0.00,23003.00,18900.00,4103.00,0.00,0.00,1816.00,3476.00,3502.00,347914.00,0.00,0.00,2593.00,235401.00,234110.00,173914.00,60196.00,1291.00,439.00,2674.00,6219.00,100588.00,98966.00,1622.00
1958:Q4,40077.00,2041.00,5453.00,327.00,3.00,3.00,0.00,23626.00,19291.00,4335.00,0.00,0.00,1723.00,3476.00,3428.00,357949.00,0.00,0.00,2600.00,242842.00,241244.00,181096.00,60148.00,1598.00,532.00,2832.00,6241.00,102902.00,101365.00,1537.00
1959:Q1,42346.00,1871.00,4986.00,320.00,2.00,2.00,0.00,24339.00,19580.00,4759.00,0.00,0.00,1692.00,5649.00,3487.00,359945.00,0.00,0.00,2606.00,242477.00,241163.00,181118.00,60045.00,1314.00,581.00,2802.00,6268.00,105211.00,103708.00,1503.00
1959:Q2,44525.00,2186.00,5914.00,331.00,6.00,6.00,0.00,25133.00,19950.00,5183.00,0.00,0.00,1687.00,5649.00,3619.00,362601.00,0.00,0.00,2621.00,243070.00,242044.00,182046.00,59998.00,1026.00,632.00,2679.00,6299.00,107300.00,105856.00,1444.00
1959:Q3,46445.00,2346.00,7379.00,320.00,15.00,15.00,0.00,25594.00,20113.00,5481.00,0.00,0.00,1702.00,5649.00,3440.00,369136.00,0.00,0.00,2626.00,247259.00,246320.00,186548.00,59772.00,939.00,739.00,2669.00,6327.00,109516.00,108124.00,1392.00
1959:Q4,45002.00,2110.00,6111.00,285.00,2.00,2.00,0.00,25682.00,20077.00,5605.00,0.00,0.00,1722.00,5649.00,3441.00,375119.00,0.00,0.00,2639.00,250333.00,249384.00,190148.00,59236.00,949.00,847.00,2903.00,6350.00,112047.00,110699.00,1348.00
1960:Q1,44370.00,1993.00,5762.00,280.00,47.00,47.00,0.00,25884.00,20355.00,5529.00,0.00,0.00,1822.00,5000.00,3582.00,374176.00,0.00,0.00,2652.00,246581.00,245603.00,186451.00,59152.00,978.00,947.00,3108.00,6371.00,114517.00,113225.00,1292.00
1960:Q2,47621.00,1928.00,8627.00,290.00,16.00,16.00,0.00,26175.00,20602.00,5573.00,0.00,0.00,1771.00,5000.00,3814.00,374397.00,0.00,0.00,2661.00,244884.00,243931.00,184325.00,59606.00,953.00,1049.00,2997.00,6389.00,116417.00,115183.00,1234.00
1960:Q3,48138.00,1851.00,8918.00,280.00,4.00,4.00,0.00,26411.00,20740.00,5671.00,0.00,0.00,1761.00,5000.00,3913.00,378575.00,0.00,0.00,2673.00,246289.00,245897.00,186230.00,59667.00,392.00,1150.00,3078.00,6406.00,118979.00,117789.00,1190.00
1960:Q4,46748.00,1693.00,7154.00,262.00,37.00,37.00,0.00,26678.00,20878.00,5800.00,0.00,0.00,1790.00,5000.00,4134.00,384189.00,0.00,0.00,2686.00,248820.00,248132.00,188350.00,59782.00,688.00,1252.00,3359.00,6426.00,121646.00,120485.00,1161.00
1961:Q1,45716.00,1659.00,5382.00,300.00,36.00,36.00,0.00,27299.00,21414.00,5885.00,0.00,0.00,1792.00,5037.00,4211.00,384993.00,0.00,0.00,2691.00,246835.00,245901.00,185688.00,60213.00,934.00,1306.00,3444.00,6447.00,124270.00,123150.00,1120.00
1961:Q2,47878.00,1868.00,7457.00,288.00,13.00,13.00,0.00,27148.00,21171.00,5977.00,0.00,0.00,1749.00,5037.00,4318.00,387665.00,0.00,0.00,2707.00,247672.00,247016.00,185994.00,61022.00,656.00,1360.00,3211.00,6469.00,126246.00,125155.00,1091.00
1961:Q3,51019.00,2214.00,9428.00,300.00,37.00,37.00,0.00,27884.00,21776.00,6108.00,0.00,0.00,1798.00,5037.00,4321.00,395866.00,0.00,0.00,2723.00,252852.00,252416.00,191041.00,61375.00,436.00,1417.00,3365.00,6493.00,129016.00,127956.00,1060.00
1961:Q4,48998.00,1911.00,7055.00,284.00,35.00,35.00,0.00,28340.00,22091.00,6249.00,0.00,0.00,1776.00,5037.00,4560.00,402952.00,0.00,0.00,2740.00,256702.00,255707.00,194206.00,61501.00,995.00,1474.00,3618.00,6519.00,131899.00,130862.00,1037.00
1962:Q1,50536.00,1686.00,7435.00,290.00,38.00,38.00,0.00,29037.00,22737.00,6300.00,0.00,0.00,1780.00,5661.00,4609.00,406253.00,0.00,0.00,2748.00,257378.00,256084.00,194302.00,61782.00,1294.00,1554.00,3410.00,6548.00,134615.00,133717.00,898.00
1962:Q2,54747.00,1665.00,10910.00,300.00,8.00,8.00,0.00,29620.00,23325.00,6295.00,0.00,0.00,1821.00,5661.00,4762.00,409141.00,0.00,0.00,2757.00,258002.00,256655.00,194009.00,62646.00,1347.00,1635.00,3465.00,6579.00,136703.00,135841.00,862.00
1962:Q3,53512.00,1238.00,9864.00,270.00,5.00,5.00,0.00,29762.00,23468.00,6294.00,0.00,0.00,1886.00,5661.00,4826.00,412850.00,0.00,0.00,2749.00,258460.00,257712.00,194901.00,62811.00,748.00,1683.00,3634.00,6612.00,139712.00,138878.00,834.00
1962:Q4,52486.00,1209.00,8098.00,269.00,0.00,0.00,0.00,30323.00,24002.00,6321.00,0.00,0.00,2005.00,5661.00,4921.00,422207.00,0.00,0.00,2760.00,264310.00,262772.00,199754.00,63018.00,1538.00,1734.00,4051.00,6644.00,142708.00,141893.00,815.00
1963:Q1,55302.00,1265.00,8646.00,260.00,10.00,10.00,0.00,31006.00,24734.00,6272.00,0.00,0.00,2292.00,6850.00,4973.00,425868.00,0.00,0.00,2769.00,265011.00,263272.00,199827.00,63445.00,1739.00,1759.00,3964.00,6677.00,145688.00,144899.00,789.00
1963:Q2,59979.00,1312.00,12595.00,254.00,59.00,59.00,0.00,31116.00,25187.00,5929.00,0.00,0.00,2545.00,6850.00,5248.00,428376.00,0.00,0.00,2779.00,265537.00,264048.00,199094.00,64954.00,1489.00,1786.00,3758.00,6711.00,147805.00,147075.00,730.00
1963:Q3,57532.00,1237.00,10100.00,250.00,41.00,41.00,0.00,31288.00,25421.00,5867.00,0.00,0.00,2500.00,6850.00,5266.00,431477.00,0.00,0.00,2788.00,265321.00,264385.00,199333.00,65052.00,936.00,1790.00,3925.00,6744.00,150909.00,150207.00,702.00
1963:Q4,55752.00,1229.00,7671.00,260.00,29.00,29.00,0.00,31848.00,25926.00,5922.00,0.00,0.00,2490.00,6850.00,5375.00,439027.00,0.00,0.00,2806.00,269212.00,267845.00,202211.00,65634.00,1367.00,1796.00,4381.00,6775.00,154057.00,153370.00,687.00
1964:Q1,57835.00,1173.00,9058.00,260.00,21.00,21.00,0.00,32554.00,26620.00,5934.00,0.00,0.00,2553.00,6923.00,5293.00,442343.00,0.00,0.00,2825.00,269465.00,268229.00,202520.00,65709.00,1236.00,1793.00,4268.00,6803.00,157189.00,156519.00,670.00
1964:Q2,60973.00,1053.00,11686.00,257.00,14.00,14.00,0.00,33196.00,27319.00,5877.00,0.00,0.00,2573.00,6923.00,5271.00,443897.00,0.00,0.00,2841.00,269020.00,267656.00,200805.00,66851.00,1364.00,1787.00,3914.00,6827.00,159508.00,158915.00,593.00
1964:Q3,60986.00,940.00,10996.00,240.00,20.00,20.00,0.00,33987.00,28113.00,5874.00,0.00,0.00,2675.00,6923.00,5205.00,450206.00,0.00,0.00,2855.00,271891.00,270714.00,203501.00,67213.00,1177.00,1805.00,4088.00,6851.00,162716.00,162141.00,575.00
1964:Q4,59214.00,1034.00,8165.00,272.00,12.00,12.00,0.00,34633.00,28760.00,5873.00,0.00,0.00,2734.00,6923.00,5441.00,458579.00,0.00,0.00,2830.00,276483.00,274261.00,206767.00,67494.00,2222.00,1826.00,4476.00,6879.00,166085.00,165529.00,556.00
1965:Q1,61631.00,939.00,10202.00,260.00,18.00,18.00,0.00,35386.00,29547.00,5839.00,0.00,0.00,2770.00,6756.00,5300.00,461889.00,0.00,0.00,2864.00,276404.00,274096.00,206174.00,67922.00,2308.00,1850.00,4483.00,6910.00,169378.00,168846.00,532.00
1965:Q2,66454.00,1677.00,13387.00,260.00,25.00,25.00,0.00,36062.00,30336.00,5726.00,0.00,0.00,2898.00,6756.00,5389.00,462106.00,0.00,0.00,2901.00,273954.00,271988.00,202972.00,69016.00,1966.00,1876.00,4531.00,6944.00,171900.00,171266.00,634.00
1965:Q3,62579.00,1306.00,9080.00,250.00,47.00,47.00,0.00,36546.00,30789.00,5757.00,0.00,0.00,3096.00,6756.00,5498.00,465038.00,0.00,0.00,2949.00,273152.00,270884.00,201452.00,69432.00,2268.00,1861.00,4790.00,6979.00,175307.00,174689.00,618.00
1965:Q4,61306.00,1396.00,6750.00,250.00,45.00,45.00,0.00,37540.00,31686.00,5854.00,0.00,0.00,3122.00,6756.00,5447.00,475350.00,0.00,0.00,3064.00,279407.00,276737.00,207025.00,69712.00,2670.00,1845.00,5048.00,7013.00,178973.00,178374.00,599.00
1966:Q1,60217.00,1233.00,6716.00,250.00,67.00,67.00,0.00,38729.00,32660.00,6069.00,0.00,0.00,3330.00,4484.00,5408.00,479754.00,0.00,0.00,3242.00,279974.00,276864.00,206960.00,69904.00,3110.00,1830.00,5035.00,7042.00,182631.00,182052.00,579.00
1966:Q2,67500.00,1103.00,13162.00,240.00,106.00,106.00,0.00,39376.00,33095.00,6281.00,0.00,0.00,3493.00,4484.00,5536.00,479393.00,0.00,0.00,3543.00,276740.00,272111.00,200411.00,71700.00,4629.00,1815.00,5130.00,7070.00,185095.00,184788.00,307.00
1966:Q3,65573.00,1070.00,8758.00,230.00,547.00,547.00,0.00,40842.00,34268.00,6574.00,0.00,0.00,3964.00,4484.00,5678.00,485322.00,0.00,0.00,3740.00,278130.00,274208.00,202581.00,71627.00,3922.00,1800.00,5401.00,7096.00,189155.00,188635.00,520.00
1966:Q4,64859.00,905.00,6370.00,220.00,1355.00,1355.00,0.00,41448.00,34557.00,6891.00,0.00,0.00,4371.00,4484.00,5706.00,496423.00,0.00,0.00,3963.00,284318.00,280293.00,208138.00,72155.00,4025.00,1783.00,5831.00,7120.00,193408.00,192617.00,791.00
1967:Q1,67981.00,620.00,7334.00,250.00,1769.00,1769.00,0.00,43017.00,35964.00,7053.00,0.00,0.00,4868.00,4825.00,5298.00,503010.00,0.00,0.00,4176.00,286804.00,281315.00,209601.00,71714.00,5489.00,1770.00,5723.00,7144.00,197393.00,196662.00,731.00
1967:Q2,70646.00,645.00,8451.00,270.00,1737.00,1737.00,0.00,43841.00,36689.00,7152.00,0.00,0.00,5435.00,4825.00,5442.00,499894.00,0.00,0.00,4394.00,279856.00,272756.00,199980.00,72776.00,7100.00,1755.00,6141.00,7168.00,200580.00,199658.00,922.00
1967:Q3,72295.00,926.00,8428.00,260.00,1345.00,1345.00,0.00,45283.00,37818.00,7465.00,0.00,0.00,5746.00,4825.00,5482.00,512644.00,0.00,0.00,4560.00,288270.00,281351.00,208290.00,73061.00,6919.00,1738.00,6152.00,7188.00,204736.00,203869.00,867.00
1967:Q4,72710.00,1304.00,7525.00,267.00,1267.00,1267.00,0.00,46016.00,38199.00,7817.00,0.00,0.00,5839.00,4825.00,5667.00,527713.00,0.00,0.00,4646.00,298642.00,290462.00,216899.00,73563.00,8180.00,1720.00,6483.00,7200.00,209022.00,207978.00,1044.00
1968:Q1,75325.00,1959.00,6850.00,330.00,1251.00,1251.00,0.00,47572.00,39354.00,8218.00,0.00,0.00,6066.00,5720.00,5577.00,537876.00,0.00,0.00,4870.00,304382.00,295845.00,222114.00,73731.00,8537.00,1702.00,6200.00,7202.00,213520.00,212317.00,1203.00
1968:Q2,77382.00,2748.00,6502.00,321.00,1658.00,1658.00,0.00,48452.00,39883.00,8569.00,0.00,0.00,6248.00,5720.00,5733.00,538702.00,0.00,0.00,4930.00,301984.00,292526.00,217294.00,75232.00,9458.00,1684.00,6046.00,7194.00,216864.00,215505.00,1359.00
1968:Q3,82187.00,3058.00,9687.00,350.00,1641.00,1641.00,0.00,49836.00,40901.00,8935.00,0.00,0.00,6309.00,5720.00,5586.00,550952.00,0.00,0.00,4976.00,309736.00,299259.00,223989.00,75270.00,10477.00,1670.00,6095.00,7186.00,221289.00,220090.00,1199.00
1968:Q4,78628.00,3340.00,5119.00,368.00,1401.00,1401.00,0.00,50834.00,41573.00,9261.00,0.00,0.00,6414.00,5720.00,5432.00,558854.00,0.00,0.00,5062.00,312565.00,301225.00,225679.00,75546.00,11340.00,1654.00,6467.00,7186.00,225920.00,224705.00,1215.00
1969:Q1,77956.00,3371.00,5837.00,350.00,1102.00,1102.00,0.00,51968.00,42461.00,9507.00,0.00,0.00,6850.00,3254.00,5224.00,562945.00,0.00,0.00,5108.00,312746.00,301194.00,225552.00,75642.00,11552.00,1635.00,6124.00,7197.00,230135.00,228963.00,1172.00
1969:Q2,80646.00,3915.00,7073.00,352.00,472.00,472.00,0.00,53000.00,43218.00,9782.00,0.00,0.00,7203.00,3254.00,5377.00,554883.00,0.00,0.00,5166.00,301369.00,290326.00,213596.00,76730.00,11043.00,1610.00,6090.00,7217.00,233431.00,232441.00,990.00
1969:Q3,82813.00,4076.00,7781.00,300.00,354.00,354.00,0.00,54096.00,44116.00,9980.00,0.00,0.00,7466.00,3254.00,5486.00,564118.00,0.00,0.00,5198.00,306203.00,296824.00,219837.00,76987.00,9379.00,1598.00,5929.00,7239.00,237951.00,237028.00,923.00
1969:Q4,83305.00,4691.00,6915.00,211.00,104.00,104.00,0.00,55270.00,45039.00,10231.00,0.00,0.00,7333.00,3254.00,5527.00,574747.00,0.00,0.00,5334.00,311010.00,301974.00,224726.00,77248.00,9036.00,1573.00,6389.00,7252.00,243189.00,242272.00,917.00
1970:Q1,83493.00,4872.00,8475.00,180.00,120.00,120.00,0.00,56165.00,45847.00,10318.00,0.00,0.00,7165.00,943.00,5573.00,584941.00,867.00,400.00,5397.00,312982.00,304398.00,227467.00,76931.00,8584.00,1556.00,6224.00,7321.00,250194.00,249877.00,317.00
1970:Q2,85253.00,4340.00,10152.00,202.00,117.00,117.00,0.00,56868.00,46420.00,10448.00,0.00,0.00,6971.00,943.00,5660.00,586344.00,867.00,400.00,5421.00,308576.00,300478.00,221776.00,78702.00,8098.00,1532.00,5692.00,7333.00,256523.00,256206.00,317.00
1970:Q3,85940.00,3785.00,10612.00,360.00,113.00,113.00,0.00,57654.00,47158.00,10496.00,0.00,0.00,6809.00,943.00,5664.00,602074.00,867.00,400.00,5492.00,316086.00,308087.00,229196.00,78891.00,7999.00,1506.00,5572.00,7344.00,264807.00,264503.00,304.00
1970:Q4,85281.00,3573.00,9809.00,463.00,7.00,7.00,0.00,58154.00,47621.00,10533.00,0.00,0.00,6556.00,943.00,5776.00,619567.00,867.00,400.00,5556.00,325529.00,317451.00,237659.00,79792.00,8078.00,1498.00,5351.00,7358.00,273008.00,272704.00,304.00
1971:Q1,85373.00,3672.00,6641.00,480.00,7.00,7.00,0.00,58602.00,48158.00,10444.00,0.00,0.00,6120.00,4120.00,5731.00,629011.00,1584.00,400.00,5654.00,327608.00,320237.00,239296.00,80941.00,7371.00,1484.00,5349.00,7375.00,279557.00,279243.00,314.00
1971:Q2,89033.00,3149.00,10810.00,517.00,0.00,0.00,0.00,59476.00,49072.00,10404.00,0.00,0.00,5260.00,4120.00,5701.00,637411.00,1584.00,400.00,5797.00,331157.00,324021.00,241212.00,82809.00,7136.00,1463.00,4956.00,7393.00,284661.00,284350.00,311.00
1971:Q3,89427.00,2053.00,11915.00,530.00,0.00,0.00,0.00,59991.00,49656.00,10335.00,0.00,0.00,5024.00,4120.00,5794.00,653519.00,1584.00,400.00,5911.00,340295.00,333600.00,249957.00,83643.00,6695.00,1445.00,4877.00,7412.00,291595.00,291284.00,311.00
1971:Q4,91057.00,2192.00,13228.00,520.00,25.00,25.00,0.00,60279.00,50126.00,10153.00,0.00,0.00,4852.00,4120.00,5841.00,672872.00,1720.00,400.00,6046.00,353319.00,346291.00,261392.00,84899.00,7028.00,1426.00,4228.00,7429.00,298304.00,297993.00,311.00
1972:Q1,89710.00,2897.00,9863.00,500.00,4.00,4.00,0.00,61102.00,50863.00,10239.00,0.00,0.00,4856.00,4711.00,5777.00,684919.00,2491.00,400.00,6219.00,357305.00,350191.00,264601.00,85590.00,7114.00,1401.00,3945.00,7459.00,305699.00,305387.00,312.00
1972:Q2,92221.00,2989.00,12103.00,492.00,3.00,3.00,0.00,61225.00,51031.00,10194.00,0.00,0.00,4866.00,4711.00,5832.00,686028.00,2491.00,400.00,6372.00,353417.00,346318.00,257796.00,88522.00,7099.00,1383.00,3512.00,7498.00,310955.00,310643.00,312.00
1972:Q3,92456.00,2785.00,11695.00,610.00,3.00,3.00,0.00,62093.00,52010.00,10083.00,0.00,0.00,4693.00,4711.00,5866.00,698894.00,2491.00,400.00,6483.00,358627.00,351066.00,261550.00,89516.00,7561.00,1362.00,3754.00,7540.00,318237.00,317925.00,312.00
1972:Q4,93346.00,2627.00,13287.00,606.00,8.00,8.00,0.00,62128.00,52668.00,9460.00,0.00,0.00,4033.00,4711.00,5946.00,719430.00,2491.00,400.00,6579.00,371410.00,363483.00,272428.00,91055.00,7927.00,1340.00,4429.00,7581.00,325200.00,324888.00,312.00
1973:Q1,97609.00,2814.00,14865.00,770.00,13.00,13.00,0.00,63114.00,53815.00,9299.00,0.00,0.00,4143.00,5824.00,6066.00,735321.00,2767.00,400.00,6667.00,379432.00,371244.00,279503.00,91741.00,8188.00,1318.00,4183.00,7624.00,332930.00,332618.00,312.00
1973:Q2,97561.00,2810.00,15029.00,730.00,6.00,6.00,0.00,62519.00,54250.00,8269.00,0.00,0.00,4476.00,5824.00,6167.00,736674.00,2767.00,400.00,6860.00,375107.00,367336.00,272356.00,94980.00,7771.00,1300.00,4250.00,7671.00,338319.00,338007.00,312.00
1973:Q3,94185.00,2810.00,9834.00,590.00,4.00,4.00,0.00,64506.00,55277.00,9229.00,0.00,0.00,4378.00,5824.00,6239.00,743752.00,2767.00,400.00,6924.00,373692.00,365479.00,270401.00,95078.00,8213.00,1284.00,4491.00,7717.00,346477.00,346165.00,312.00
1973:Q4,97831.00,2887.00,12642.00,439.00,6.00,6.00,0.00,64804.00,55933.00,8871.00,0.00,0.00,4307.00,5824.00,6922.00,759049.00,2767.00,400.00,7001.00,380560.00,372203.00,276350.00,95853.00,8357.00,1269.00,5219.00,7756.00,354077.00,353765.00,312.00
1974:Q1,96220.00,3101.00,10797.00,590.00,8.00,8.00,0.00,63240.00,54443.00,8797.00,0.00,0.00,4516.00,6768.00,7200.00,769581.00,2767.00,400.00,6988.00,383530.00,374816.00,278582.00,96234.00,8714.00,1249.00,4918.00,7789.00,361940.00,361940.00,0.00
1974:Q2,98956.00,3371.00,12109.00,446.00,0.00,0.00,0.00,64771.00,55099.00,9672.00,0.00,0.00,4740.00,6768.00,6751.00,771766.00,2767.00,400.00,7085.00,381384.00,372699.00,271853.00,100846.00,8685.00,1227.00,5039.00,7816.00,366048.00,366048.00,0.00
1974:Q3,101943.00,4159.00,11155.00,490.00,0.00,0.00,0.00,67585.00,56496.00,11089.00,0.00,0.00,5097.00,6768.00,6689.00,784639.00,2723.00,400.00,7188.00,384868.00,376391.00,251769.00,124622.00,8477.00,1196.00,5567.00,7842.00,374855.00,374855.00,0.00
1974:Q4,104254.00,4312.00,8254.00,477.00,0.00,0.00,0.00,72220.00,59586.00,12634.00,0.00,0.00,5305.00,6768.00,6918.00,805544.00,2809.00,400.00,7333.00,395294.00,387067.00,261883.00,125184.00,8227.00,1163.00,6165.00,7871.00,384509.00,382786.00,1723.00
1975:Q1,106194.00,4655.00,8945.00,650.00,0.00,0.00,0.00,74499.00,61597.00,12902.00,0.00,0.00,5402.00,5002.00,7041.00,838326.00,2862.00,400.00,7500.00,414727.00,406793.00,278231.00,128562.00,7934.00,1159.00,10140.00,9015.00,392523.00,390981.00,1542.00
1975:Q2,113114.00,4625.00,11293.00,492.00,0.00,0.00,0.00,78611.00,63588.00,15023.00,0.00,0.00,5924.00,5002.00,7167.00,864203.00,2836.00,500.00,7711.00,436626.00,428741.00,294758.00,133983.00,7885.00,1117.00,10737.00,9394.00,395282.00,393906.00,1376.00
1975:Q3,119093.00,4662.00,12848.00,650.00,0.00,0.00,0.00,82294.00,65263.00,17031.00,0.00,0.00,6315.00,5002.00,7322.00,896628.00,2671.00,500.00,7910.00,459039.00,451163.00,319044.00,132119.00,7876.00,1100.00,11616.00,9433.00,404359.00,403137.00,1222.00
1975:Q4,121016.00,4571.00,11153.00,572.00,0.00,0.00,0.00,85642.00,66499.00,19143.00,0.00,0.00,6495.00,5002.00,7581.00,931589.00,2685.00,500.00,8170.00,484853.00,476979.00,343752.00,133227.00,7874.00,1073.00,11791.00,10152.00,412365.00,411240.00,1125.00
1976:Q1,128671.00,4801.00,10233.00,620.00,0.00,0.00,0.00,89082.00,69248.00,19834.00,0.00,0.00,6499.00,9648.00,7788.00,965696.00,2653.00,500.00,8318.00,508438.00,500032.00,365380.00,134652.00,8406.00,1051.00,13549.00,10053.00,421134.00,420073.00,1061.00
