1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q1,705307.00,39232.00,42885.00,3782.00,0.00,0.00,0.00,306714.00,102741.00,82873.00,121100.00,0.00,61938.00,108500.00,142256.00,8294355.00,8057.00,2200.00,27156.00,6259453.00,6235995.00,4691656.00,1544339.00,23458.00,0.00,257702.00,45682.00,1694105.00,1552628.00,141477.00
2008:Q2,724741.00,39560.00,53267.00,1776.00,0.00,0.00,0.00,311865.00,103669.00,85841.00,122355.00,0.00,65025.00,112000.00,141248.00,8294513.00,8004.00,2200.00,27039.00,6217605.00,6194084.00,4656134.00,1537950.00,23521.00,0.00,283735.00,46170.00,1709760.00,1566753.00,143007.00
2008:Q3,1042401.00,37076.00,372655.00,2851.00,3311.00,3311.00,0.00,323925.00,104056.00,88869.00,131000.00,0.00,67438.00,115500.00,119645.00,8848425.00,7630.00,2200.00,26742.00,6762926.00,6739828.00,5192997.00,1546831.00,23098.00,0.00,284878.00,46054.00,1717995.00,1568572.00,149423.00
2008:Q4,1292370.00,40556.00,369385.00,1577.00,54427.00,54427.00,0.00,340107.00,109129.00,95826.00,135152.00,188676.00,64748.00,119425.00,113469.00,9424573.00,7547.00,2200.00,26551.00,7376817.00,7353471.00,5757055.00,1596416.00,23346.00,0.00,260719.00,46747.00,1703992.00,1535824.00,168168.00
2009:Q1,1316783.00,40167.00,272199.00,1730.00,106711.00,106711.00,0.00,367453.00,123834.00,96731.00,146888.00,223856.00,65015.00,123350.00,116302.00,9897810.00,7325.00,2200.00,26550.00,7820167.00,7797619.00,6227207.00,1570412.00,22548.00,0.00,242483.00,46689.00,1752396.00,1588510.00,163886.00
2009:Q2,1386471.00,45699.00,319388.00,1614.00,150742.00,150370.00,372.00,404327.00,147891.00,102176.00,154260.00,157566.00,68236.00,127275.00,111624.00,10258440.00,7605.00,2200.00,26549.00,8162894.00,8140620.00,6571808.00,1568812.00,22274.00,0.00,232208.00,47204.00,1779780.00,1614810.00,164970.00
2009:Q3,1448745.00,97060.00,275039.00,1922.00,173873.00,173327.00,546.00,464785.00,171627.00,109945.00,183213.00,158847.00,45722.00,131200.00,100297.00,10709340.00,55953.00,5200.00,26299.00,8557508.00,8534306.00,6968783.00,1565523.00,23202.00,0.00,221311.00,47239.00,1795830.00,1629825.00,166005.00
2009:Q4,1396676.00,94289.00,193921.00,1914.00,196967.00,196407.00,560.00,516368.00,175331.00,108387.00,232650.00,67351.00,43648.00,133875.00,148343.00,11003707.00,55364.00,5200.00,26199.00,8882645.00,8859150.00,7232689.00,1626461.00,23495.00,0.00,204489.00,47845.00,1781965.00,1597572.00,184393.00
2010:Q1,1415910.00,91928.00,219689.00,2017.00,186977.00,186396.00,581.00,533745.00,178910.00,107077.00,247758.00,50234.00,45040.00,136550.00,149730.00,11534354.00,53618.00,5200.00,26199.00,9343729.00,9320148.00,7714997.00,1605151.00,23581.00,0.00,212010.00,47750.00,1845848.00,1662620.00,183228.00
2010:Q2,1474770.00,89592.00,291859.00,1830.00,175982.00,175330.00,652.00,551807.00,178638.00,108374.00,264795.00,49613.00,42035.00,139225.00,132827.00,11931849.00,52228.00,5200.00,26198.00,9692462.00,9668612.00,8059428.00,1609184.00,23850.00,0.00,215821.00,47927.00,1892013.00,1707733.00,184280.00
2010:Q3,1558065.00,96025.00,310379.00,1770.00,165158.00,164401.00,757.00,610146.00,179601.00,106564.00,323981.00,50814.00,42745.00,141900.00,139128.00,12376431.00,54958.00,5200.00,25923.00,10099248.00,10075277.00,8457152.00,1618125.00,23971.00,0.00,213558.00,48092.00,1929452.00,1741344.00,188108.00
2010:Q4,1619800.00,95148.00,342322.00,1966.00,150102.00,149222.00,880.00,649316.00,178964.00,106568.00,363784.00,49928.00,42942.00,144300.00,143776.00,12809741.00,54387.00,5200.00,25923.00,10528562.00,10504401.00,8822662.00,1681739.00,24161.00,0.00,209694.00,48707.00,1937268.00,1730764.00,206504.00
2011:Q1,1460618.00,100919.00,118683.00,1528.00,139324.00,138445.00,879.00,702245.00,181053.00,107269.00,413923.00,62137.00,44671.00,146700.00,144411.00,13106990.00,55993.00,5200.00,25923.00,10774648.00,10750189.00,9090815.00,1659374.00,24459.00,0.00,223605.00,48777.00,1972844.00,1766522.00,206322.00
2011:Q2,1477171.00,108521.00,136704.00,1658.00,104554.00,103675.00,879.00,717889.00,178384.00,108934.00,430571.00,65961.00,46977.00,149100.00,145807.00,13324005.00,56521.00,5200.00,25923.00,10780701.00,10756203.00,9295140.00,1461063.00,24498.00,0.00,226625.00,49209.00,2179826.00,1979949.00,199877.00
2011:Q3,1408964.00,109893.00,58858.00,1802.00,71401.00,70588.00,813.00,761921.00,180198.00,108932.00,472791.00,59282.00,48188.00,151500.00,146119.00,13637171.00,55150.00,5200.00,25923.00,11276944.00,11251962.00,9588341.00,1663621.00,24982.00,0.00,225308.00,49498.00,1999148.00,1790393.00,208755.00
2011:Q4,1422210.00,110914.00,84558.00,1697.00,31884.00,31092.00,792.00,788356.00,183731.00,109866.00,494759.00,57824.00,47703.00,152825.00,146449.00,13993879.00,54219.00,5200.00,25923.00,11667250.00,11641982.00,9906085.00,1735897.00,25268.00,0.00,218480.00,49970.00,1972837.00,1748208.00,224629.00
2012:Q1,1383282.00,112491.00,42306.00,1922.00,2229.00,1462.00,767.00,829570.00,186747.00,111430.00,531393.00,48167.00,49040.00,154150.00,143407.00,14425797.00,54707.00,5200.00,25923.00,12049105.00,12024672.00,10306692.00,1717980.00,24433.00,0.00,228808.00,50076.00,2011978.00,1788607.00,223371.00
2012:Q2,1460011.00,113605.00,89511.00,2150.00,757.00,1.00,756.00,859403.00,188860.00,112051.00,558492.00,43629.00,50705.00,155475.00,144776.00,14649886.00,53593.00,5200.00,25923.00,12253605.00,12229137.00,10490548.00,1738589.00,24468.00,0.00,232512.00,50436.00,2028617.00,1802502.00,226115.00
2012:Q3,1497328.00,116305.00,83569.00,2116.00,660.00,1.00,659.00,901628.00,186874.00,112547.00,602207.00,41158.00,52006.00,156800.00,143086.00,14904421.00,54463.00,5200.00,25923.00,12503109.00,12478715.00,10723156.00,1755559.00,24394.00,0.00,236168.00,50381.00,2029177.00,1804844.00,224333.00
2012:Q4,1519738.00,114201.00,92159.00,2013.00,633.00,1.00,632.00,919907.00,186162.00,111497.00,622248.00,39908.00,50348.00,158600.00,141969.00,15250223.00,54277.00,5200.00,25923.00,12847828.00,12822949.00,11027944.00,1795005.00,24879.00,0.00,231885.00,50257.00,2034853.00,1797321.00,237532.00
2013:Q1,1549497.00,111638.00,79581.00,1594.00,589.00,1.00,588.00,967090.00,188566.00,113288.00,665236.00,38618.00,48726.00,160400.00,141261.00,15616589.00,52945.00,5200.00,25923.00,13195652.00,13171026.00,11373129.00,1797897.00,24626.00,0.00,241584.00,50298.00,2044987.00,1808706.00,236281.00
2013:Q2,1623732.00,111271.00,135382.00,1828.00,569.00,1.00,568.00,984493.00,190748.00,113175.00,680570.00,37924.00,52014.00,162200.00,138051.00,15639491.00,53113.00,5200.00,25923.00,13091208.00,13066246.00,11368166.00,1698080.00,24962.00,0.00,250577.00,50481.00,2162989.00,1929212.00,233777.00
2013:Q3,1622387.00,112631.00,88643.00,1874.00,556.00,1.00,555.00,1026891.00,192713.00,114104.00,720074.00,35348.00,50601.00,164000.00,141843.00,15836514.00,54177.00,5200.00,25573.00,13143414.00,13118316.00,11563589.00,1554727.00,25098.00,0.00,254473.00,50357.00,2303320.00,2069930.00,233390.00
2013:Q4,1717464.00,109789.00,163032.00,1545.00,551.00,1.00,550.00,1044345.00,193358.00,115470.00,735517.00,35068.00,53603.00,163425.00,146106.00,16125475.00,54386.00,5200.00,25573.00,13705127.00,13680640.00,11834187.00,1846453.00,24487.00,0.00,249802.00,50487.00,2034900.00,1785693.00,249207.00
2014:Q1,1743636.00,109286.00,142571.00,1521.00,549.00,1.00,548.00,1087635.00,195133.00,115952.00,776550.00,34930.00,55443.00,162850.00,148851.00,16413452.00,54585.00,5200.00,25573.00,13954551.00,13930548.00,12098504.00,1832044.00,24003.00,0.00,254494.00,50467.00,2068582.00,1820186.00,248396.00
2014:Q2,1763022.00,110123.00,139591.00,1510.00,530.00,1.00,529.00,1104393.00,196058.00,116537.00,791798.00,34660.00,56108.00,162275.00,153832.00,16396807.00,54594.00,5200.00,25573.00,13911001.00,13886966.00,12047511.00,1839455.00,24035.00,0.00,259216.00,50605.00,2090618.00,1839597.00,251021.00
2014:Q3,1810191.00,103748.00,160456.00,1606.00,530.00,1.00,529.00,1146386.00,196095.00,117271.00,833020.00,33601.00,45591.00,161700.00,156573.00,16626173.00,52358.00,5200.00,25323.00,14141265.00,14117408.00,12255772.00,1861636.00,23857.00,0.00,257520.00,50911.00,2093596.00,1842869.00,250727.00
2014:Q4,1891992.00,97964.00,226826.00,1746.00,530.00,1.00,529.00,1158802.00,195360.00,117194.00,846248.00,33431.00,48449.00,165625.00,158619.00,16888376.00,51166.00,5200.00,25323.00,14441054.00,14416680.00,12480854.00,1935826.00,24374.00,0.00,249070.00,51257.00,2065306.00,1806245.00,259061.00
2015:Q1,1813061.00,88721.00,104849.00,1598.00,530.00,1.00,529.00,1200727.00,195385.00,118060.00,887282.00,33321.00,50226.00,169550.00,163539.00,17033219.00,48718.00,5200.00,25323.00,14458989.00,14434858.00,12606703.00,1828155.00,24131.00,0.00,251468.00,50736.00,2192785.00,1937933.00,254852.00
2015:Q2,1991959.00,89475.00,258526.00,1863.00,510.00,1.00,509.00,1216216.00,196906.00,117947.00,901363.00,33467.00,50549.00,173475.00,167878.00,17115055.00,49668.00,5200.00,25323.00,14378051.00,14353401.00,12670654.00,1682747.00,24650.00,0.00,262103.00,50967.00,2343743.00,2091676.00,252067.00
2015:Q3,1973860.00,89177.00,202596.00,2079.00,493.00,1.00,492.00,1248328.00,194838.00,116943.00,936547.00,33417.00,49754.00,177400.00,170616.00,17262273.00,49574.00,5200.00,25323.00,14400815.00,14376720.00,12812842.00,1563878.00,24095.00,0.00,267609.00,50822.00,2462930.00,2210572.00,252358.00
2015:Q4,2140518.00,86912.00,338078.00,1764.00,493.00,1.00,492.00,1264375.00,198230.00,116480.00,949665.00,33407.00,61156.00,181325.00,173008.00,17645699.00,48938.00,5200.00,25322.00,15165626.00,15141072.00,13168996.00,1972076.00,24554.00,0.00,261916.00,51149.00,2087548.00,1821674.00,265874.00
2016:Q1,2173766.00,87957.00,317571.00,1816.00,493.00,1.00,492.00,1306793.00,199663.00,117381.00,989749.00,33407.00,63890.00,185250.00,176589.00,17927341.00,49753.00,5200.00,25322.00,15401755.00,15377316.00,13407102.00,1970214.00,24439.00,0.00,270084.00,51050.00,2124177.00,1860175.00,264002.00
2016:Q2,2246262.00,88060.00,366945.00,1932.00,493.00,1.00,492.00,1319520.00,200959.00,117425.00,1001136.00,33377.00,67403.00,189175.00,179357.00,17968609.00,49401.00,5200.00,25322.00,15409707.00,15385151.00,13391647.00,1993504.00,24556.00,0.00,278420.00,51245.00,2149314.00,1883454.00,265860.00
