date,FA644090075.Q,FA643020073.Q,FA644022075.Q,FA643061773.Q,FA643063073.Q,FA643065075.Q,FA643065173.Q,FA643065473.Q,FA643065573.Q,FA643090075.Q,FA644190075.Q,FA642151073.Q,FA644122075.Q,FA643169173.Q,FA643163075.Q,FA644123075.Q,FA643168073.Q,FA643169373.Q,FA643193075.Q,FA643065045.Q,FA643061743.Q,FA643065143.Q,FA643065443.Q,FA643065543.Q
1978:Q4,20.00,0.00,0.00,0.00,0.00,-124.00,-32.00,-68.00,-24.00,144.00,20.00,0.00,-224.00,-160.00,-64.00,-20.00,-20.00,0.00,264.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,-20.00,0.00,0.00,0.00,0.00,-92.00,-68.00,-4.00,-20.00,72.00,-20.00,0.00,108.00,128.00,-20.00,-16.00,-16.00,0.00,-112.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,-28.00,0.00,0.00,0.00,0.00,-92.00,-72.00,0.00,-20.00,64.00,-28.00,0.00,384.00,364.00,20.00,-24.00,-24.00,0.00,-388.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,-28.00,0.00,0.00,0.00,0.00,-92.00,-68.00,-4.00,-20.00,64.00,-28.00,0.00,-460.00,-364.00,-96.00,-24.00,-24.00,0.00,456.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,-40.00,0.00,0.00,0.00,0.00,-92.00,-68.00,-4.00,-20.00,52.00,-40.00,0.00,480.00,412.00,68.00,-28.00,-28.00,0.00,-492.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,-36.00,0.00,0.00,0.00,0.00,-104.00,-16.00,-52.00,-36.00,68.00,-36.00,0.00,-440.00,-452.00,12.00,-8.00,-8.00,0.00,412.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,-36.00,0.00,0.00,0.00,0.00,-108.00,-20.00,-52.00,-36.00,72.00,-36.00,0.00,-240.00,-304.00,64.00,-12.00,-12.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,-36.00,0.00,0.00,0.00,0.00,-112.00,-20.00,-56.00,-36.00,76.00,-36.00,0.00,-284.00,-224.00,-60.00,-12.00,-12.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,-36.00,0.00,0.00,0.00,0.00,-108.00,-20.00,-52.00,-36.00,72.00,-36.00,0.00,80.00,68.00,12.00,-8.00,-8.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,-8.00,0.00,0.00,0.00,0.00,-40.00,4.00,-32.00,-12.00,32.00,-8.00,0.00,108.00,60.00,48.00,-8.00,-8.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,-4.00,0.00,0.00,0.00,0.00,-44.00,0.00,-32.00,-12.00,40.00,-4.00,0.00,-32.00,0.00,-32.00,-12.00,-12.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,-16.00,0.00,0.00,0.00,0.00,-44.00,4.00,-36.00,-12.00,28.00,-16.00,0.00,48.00,8.00,40.00,-8.00,-8.00,0.00,-56.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,-16.00,0.00,0.00,0.00,0.00,-40.00,0.00,-32.00,-8.00,24.00,-16.00,0.00,0.00,12.00,-12.00,-8.00,-8.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,24.00,0.00,0.00,0.00,0.00,80.00,-12.00,72.00,20.00,-56.00,24.00,0.00,-128.00,-124.00,-4.00,-8.00,-8.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,-8.00,0.00,0.00,0.00,0.00,84.00,-12.00,72.00,24.00,-92.00,-8.00,0.00,-128.00,-124.00,-4.00,8.00,8.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,16.00,0.00,0.00,0.00,0.00,80.00,-12.00,72.00,20.00,-64.00,16.00,0.00,-128.00,-124.00,-4.00,4.00,4.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,-8.00,0.00,0.00,0.00,0.00,80.00,-16.00,72.00,24.00,-88.00,-8.00,0.00,-128.00,-124.00,-4.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,-8.00,0.00,0.00,0.00,0.00,-60.00,-48.00,28.00,-40.00,52.00,-8.00,0.00,-68.00,-68.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,-24.00,0.00,0.00,0.00,0.00,-68.00,-52.00,24.00,-40.00,44.00,-24.00,0.00,-64.00,-68.00,4.00,-24.00,-24.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,-64.00,0.00,0.00,0.00,0.00,-64.00,-52.00,28.00,-40.00,0.00,-64.00,0.00,-64.00,-68.00,4.00,-20.00,-20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,-16.00,0.00,0.00,0.00,0.00,-72.00,-52.00,20.00,-40.00,56.00,-16.00,0.00,-68.00,-68.00,0.00,-16.00,-16.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,304.00,0.00,2760.00,2760.00,0.00,460.00,24.00,272.00,164.00,-2916.00,304.00,0.00,656.00,220.00,436.00,0.00,0.00,0.00,-352.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q2,344.00,0.00,2756.00,2756.00,0.00,452.00,24.00,256.00,172.00,-2864.00,344.00,0.00,664.00,224.00,440.00,8.00,8.00,0.00,-328.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q3,352.00,0.00,2748.00,2748.00,0.00,452.00,20.00,268.00,164.00,-2848.00,352.00,0.00,672.00,228.00,444.00,4.00,4.00,0.00,-324.00,2000.00,2000.00,0.00,0.00,0.00
1984:Q4,332.00,0.00,2024.00,2024.00,0.00,336.00,4.00,216.00,116.00,-2028.00,332.00,0.00,720.00,236.00,484.00,0.00,0.00,0.00,-388.00,2224.00,2224.00,0.00,0.00,0.00
1985:Q1,80.00,0.00,32.00,32.00,0.00,200.00,24.00,96.00,80.00,-152.00,80.00,0.00,328.00,140.00,188.00,4.00,4.00,0.00,-252.00,96.00,96.00,0.00,0.00,0.00
1985:Q2,60.00,0.00,44.00,44.00,0.00,300.00,44.00,140.00,116.00,-284.00,60.00,0.00,328.00,136.00,192.00,16.00,16.00,0.00,-284.00,120.00,120.00,0.00,0.00,0.00
1985:Q3,80.00,0.00,48.00,48.00,0.00,312.00,40.00,148.00,124.00,-280.00,80.00,0.00,332.00,132.00,200.00,28.00,28.00,0.00,-280.00,160.00,160.00,0.00,0.00,0.00
1985:Q4,432.00,0.00,640.00,640.00,0.00,3404.00,192.00,680.00,2532.00,-3612.00,432.00,0.00,288.00,132.00,156.00,32.00,32.00,0.00,112.00,128.00,128.00,0.00,0.00,0.00
1986:Q1,408.00,0.00,4968.00,4968.00,0.00,448.00,48.00,176.00,224.00,-5008.00,408.00,0.00,468.00,364.00,104.00,24.00,24.00,0.00,-84.00,412.00,412.00,0.00,0.00,0.00
1986:Q2,732.00,0.00,4968.00,4968.00,0.00,584.00,48.00,236.00,300.00,-4820.00,732.00,0.00,288.00,-164.00,452.00,24.00,24.00,0.00,420.00,1836.00,1836.00,0.00,0.00,0.00
1986:Q3,732.00,0.00,4968.00,4968.00,0.00,200.00,20.00,80.00,100.00,-4436.00,732.00,0.00,1124.00,608.00,516.00,28.00,28.00,0.00,-420.00,2524.00,2524.00,0.00,0.00,0.00
1986:Q4,684.00,0.00,4968.00,4968.00,0.00,-1236.00,-132.00,-488.00,-616.00,-3048.00,684.00,0.00,3436.00,504.00,2932.00,16.00,16.00,0.00,-2768.00,13208.00,13208.00,0.00,0.00,0.00
1987:Q1,544.00,0.00,6460.00,6460.00,0.00,460.00,48.00,184.00,228.00,-6376.00,544.00,0.00,1160.00,856.00,304.00,36.00,36.00,0.00,-652.00,1640.00,1640.00,0.00,0.00,0.00
1987:Q2,996.00,0.00,6460.00,6460.00,0.00,-40.00,4.00,-20.00,-24.00,-5424.00,996.00,0.00,1928.00,-92.00,2020.00,36.00,36.00,0.00,-968.00,9328.00,9328.00,0.00,0.00,0.00
1987:Q3,1112.00,0.00,6460.00,6460.00,0.00,608.00,-24.00,304.00,328.00,-5956.00,1112.00,0.00,1808.00,28.00,1780.00,36.00,36.00,0.00,-732.00,7480.00,7480.00,0.00,0.00,0.00
1987:Q4,1044.00,0.00,6460.00,6460.00,0.00,940.00,92.00,376.00,472.00,-6356.00,1044.00,0.00,2244.00,628.00,1616.00,32.00,32.00,0.00,-1232.00,6852.00,6852.00,0.00,0.00,0.00
1988:Q1,656.00,0.00,2532.00,2532.00,0.00,584.00,60.00,232.00,292.00,-2460.00,656.00,0.00,508.00,100.00,408.00,56.00,56.00,0.00,92.00,1372.00,1372.00,0.00,0.00,0.00
1988:Q2,352.00,0.00,2532.00,2532.00,0.00,76.00,8.00,32.00,36.00,-2256.00,352.00,0.00,420.00,-32.00,452.00,84.00,84.00,0.00,-152.00,1660.00,1660.00,0.00,0.00,0.00
1988:Q3,468.00,0.00,2532.00,2532.00,0.00,1040.00,104.00,416.00,520.00,-3104.00,468.00,0.00,-64.00,-104.00,40.00,24.00,24.00,0.00,508.00,-88.00,-88.00,0.00,0.00,0.00
1988:Q4,1104.00,0.00,2532.00,2532.00,0.00,1604.00,160.00,640.00,804.00,-3032.00,1104.00,0.00,176.00,-428.00,604.00,280.00,280.00,0.00,648.00,3352.00,3352.00,0.00,0.00,0.00
1989:Q1,-220.00,0.00,872.00,872.00,0.00,-508.00,-48.00,-204.00,-256.00,-584.00,-220.00,0.00,588.00,-28.00,616.00,208.00,208.00,0.00,-1016.00,2956.00,2956.00,0.00,0.00,0.00
1989:Q2,280.00,0.00,868.00,868.00,0.00,-132.00,-16.00,-52.00,-64.00,-456.00,280.00,0.00,-216.00,-436.00,220.00,32.00,32.00,0.00,464.00,328.00,328.00,0.00,0.00,0.00
1989:Q3,56.00,0.00,872.00,872.00,0.00,-296.00,-28.00,-120.00,-148.00,-520.00,56.00,0.00,28.00,-144.00,172.00,16.00,16.00,0.00,12.00,692.00,692.00,0.00,0.00,0.00
1989:Q4,204.00,0.00,868.00,868.00,0.00,320.00,32.00,128.00,160.00,-984.00,204.00,0.00,-272.00,-64.00,-208.00,20.00,20.00,0.00,456.00,-1080.00,-1080.00,0.00,0.00,0.00
1990:Q1,-76.00,0.00,-1100.00,-1100.00,0.00,-144.00,-16.00,-56.00,-72.00,1168.00,-76.00,0.00,-1376.00,-1168.00,-208.00,20.00,20.00,0.00,1280.00,-1092.00,-1092.00,0.00,0.00,0.00
1990:Q2,-48.00,0.00,-1100.00,-1100.00,0.00,-60.00,-8.00,-24.00,-28.00,1112.00,-48.00,0.00,192.00,-204.00,396.00,20.00,20.00,0.00,-260.00,1784.00,1784.00,0.00,0.00,0.00
1990:Q3,76.00,0.00,-1100.00,-1100.00,0.00,-48.00,-4.00,-20.00,-24.00,1224.00,76.00,0.00,-616.00,100.00,-716.00,20.00,20.00,0.00,672.00,-3516.00,-3516.00,0.00,0.00,0.00
1990:Q4,-36.00,0.00,-1100.00,-1100.00,0.00,-952.00,16.00,-428.00,-540.00,2016.00,-36.00,0.00,1040.00,464.00,576.00,20.00,20.00,0.00,-1096.00,2656.00,2656.00,0.00,0.00,0.00
1991:Q1,240.00,0.00,96.00,96.00,0.00,-736.00,-220.00,-360.00,-156.00,880.00,240.00,0.00,240.00,-160.00,400.00,20.00,20.00,0.00,-20.00,1804.00,1804.00,0.00,0.00,0.00
1991:Q2,216.00,0.00,96.00,96.00,0.00,12.00,92.00,0.00,-80.00,108.00,216.00,0.00,-112.00,144.00,-256.00,20.00,20.00,0.00,308.00,-1324.00,-1324.00,0.00,0.00,0.00
1991:Q3,-124.00,0.00,96.00,96.00,0.00,-264.00,-72.00,0.00,-192.00,44.00,-124.00,0.00,-376.00,16.00,-392.00,32.00,32.00,0.00,220.00,-1544.00,-1544.00,0.00,0.00,0.00
1991:Q4,808.00,0.00,96.00,96.00,0.00,-356.00,-8.00,0.00,-348.00,1068.00,808.00,0.00,60.00,-80.00,140.00,104.00,104.00,0.00,644.00,0.00,0.00,0.00,0.00,0.00
1992:Q1,244.00,0.00,244.00,-276.00,520.00,-348.00,-84.00,-120.00,-144.00,348.00,244.00,1592.00,792.00,-156.00,948.00,128.00,128.00,0.00,-2268.00,3884.00,3200.00,684.00,0.00,0.00
1992:Q2,172.00,0.00,212.00,-480.00,692.00,1544.00,716.00,324.00,504.00,-1584.00,172.00,1892.00,-956.00,16.00,-972.00,44.00,44.00,0.00,-808.00,-5232.00,-5596.00,364.00,0.00,0.00
1992:Q3,364.00,0.00,36.00,-1000.00,1036.00,404.00,1136.00,-440.00,-292.00,-76.00,364.00,2032.00,4.00,32.00,-28.00,92.00,92.00,0.00,-1764.00,-628.00,-1208.00,580.00,0.00,0.00
1992:Q4,112.00,0.00,244.00,-1000.00,1244.00,1860.00,1232.00,268.00,360.00,-1992.00,112.00,2016.00,340.00,52.00,288.00,-616.00,-616.00,0.00,-1628.00,-920.00,-1548.00,628.00,0.00,0.00
1993:Q1,-504.00,0.00,-180.00,-400.00,220.00,608.00,980.00,-172.00,-200.00,-932.00,-504.00,2128.00,-744.00,-828.00,84.00,-40.00,-40.00,0.00,-1848.00,0.00,-500.00,500.00,0.00,0.00
1993:Q2,204.00,0.00,-180.00,-400.00,220.00,1068.00,1436.00,-292.00,-76.00,-684.00,204.00,2368.00,-1528.00,-552.00,-976.00,-4.00,-4.00,0.00,-632.00,-5168.00,-5900.00,732.00,0.00,0.00
1993:Q3,756.00,0.00,-3716.00,-3600.00,-116.00,1088.00,1208.00,-68.00,-52.00,3384.00,756.00,2256.00,-304.00,92.00,-396.00,-16.00,-16.00,0.00,-1180.00,-1820.00,-2436.00,616.00,0.00,0.00
1993:Q4,1180.00,0.00,3408.00,3200.00,208.00,460.00,732.00,-188.00,-84.00,-2688.00,1180.00,1792.00,104.00,0.00,104.00,8.00,8.00,0.00,-724.00,0.00,-372.00,372.00,0.00,0.00
1994:Q1,2756.00,0.00,-5580.00,-6400.00,820.00,4272.00,2484.00,668.00,1120.00,4064.00,2756.00,6324.00,-780.00,-556.00,-224.00,180.00,180.00,0.00,-2968.00,-3684.00,-4952.00,1268.00,0.00,0.00
1994:Q2,1760.00,0.00,-5584.00,-6400.00,816.00,4844.00,3676.00,276.00,892.00,2500.00,1760.00,5200.00,-1172.00,-540.00,-632.00,196.00,196.00,0.00,-2464.00,-3600.00,-5476.00,1876.00,0.00,0.00
1994:Q3,2640.00,0.00,-5584.00,-6400.00,816.00,4372.00,3792.00,-16.00,596.00,3852.00,2640.00,6000.00,-432.00,-560.00,128.00,224.00,224.00,0.00,-3152.00,-3600.00,-5536.00,1936.00,0.00,0.00
1994:Q4,688.00,0.00,-5584.00,-6400.00,816.00,632.00,1116.00,-320.00,-164.00,5640.00,688.00,1388.00,-1124.00,-548.00,-576.00,92.00,92.00,0.00,332.00,-3388.00,-3956.00,568.00,0.00,0.00
1995:Q1,336.00,0.00,-1088.00,-1200.00,112.00,2192.00,2820.00,-524.00,-104.00,-768.00,336.00,772.00,4.00,-12.00,16.00,-92.00,-92.00,0.00,-348.00,-1264.00,-2704.00,1440.00,0.00,0.00
1995:Q2,1012.00,0.00,-1092.00,-1200.00,108.00,1732.00,1852.00,-200.00,80.00,372.00,1012.00,1804.00,12.00,-24.00,36.00,-216.00,-216.00,0.00,-588.00,-2944.00,-3888.00,944.00,0.00,0.00
1995:Q3,576.00,0.00,-1092.00,-1200.00,108.00,2116.00,2492.00,-228.00,-148.00,-448.00,576.00,1028.00,24.00,4.00,20.00,-124.00,-124.00,0.00,-352.00,-1684.00,-2956.00,1272.00,0.00,0.00
1995:Q4,1204.00,0.00,5112.00,2800.00,2312.00,-976.00,100.00,-532.00,-544.00,-2932.00,1204.00,1112.00,120.00,4.00,116.00,152.00,152.00,0.00,-180.00,564.00,516.00,48.00,0.00,0.00
1996:Q1,1208.00,0.00,5108.00,2800.00,2308.00,-504.00,1068.00,-848.00,-724.00,-3396.00,1208.00,1116.00,124.00,4.00,120.00,152.00,152.00,0.00,-184.00,568.00,20.00,-952.00,1500.00,0.00
1996:Q2,1688.00,0.00,5112.00,2800.00,2312.00,-1076.00,-116.00,-460.00,-500.00,-2348.00,1688.00,1560.00,168.00,4.00,164.00,212.00,212.00,0.00,-252.00,792.00,852.00,40.00,-100.00,0.00
1996:Q3,2012.00,960.00,5124.00,2912.00,2212.00,-600.00,-4.00,-84.00,-512.00,-3472.00,2012.00,1860.00,204.00,8.00,196.00,256.00,256.00,0.00,-308.00,944.00,1256.00,-212.00,-100.00,0.00
1996:Q4,2652.00,200.00,2396.00,4280.00,-1884.00,4040.00,3320.00,460.00,260.00,-3984.00,2652.00,6640.00,608.00,-4.00,612.00,144.00,144.00,0.00,-4740.00,-3388.00,-928.00,-2192.00,-268.00,0.00
1997:Q1,3980.00,376.00,2012.00,48.00,1964.00,3540.00,2844.00,24.00,672.00,-1948.00,3980.00,5420.00,1232.00,-4.00,1236.00,188.00,188.00,0.00,-2860.00,-1408.00,-456.00,-860.00,-92.00,0.00
1997:Q2,5484.00,-48.00,8664.00,4756.00,3908.00,7432.00,5864.00,764.00,804.00,-10564.00,5484.00,9392.00,1620.00,-12.00,1632.00,716.00,716.00,0.00,-6244.00,3028.00,-924.00,3612.00,340.00,0.00
1997:Q3,5816.00,500.00,9560.00,9644.00,-84.00,5360.00,4372.00,456.00,532.00,-9604.00,5816.00,10916.00,5080.00,96.00,4984.00,192.00,192.00,0.00,-10372.00,1252.00,564.00,800.00,-112.00,0.00
1997:Q4,10980.00,-276.00,23080.00,21508.00,1572.00,12616.00,10308.00,1052.00,1256.00,-24440.00,10980.00,19012.00,4636.00,16.00,4620.00,1664.00,1664.00,0.00,-14332.00,11968.00,2476.00,8900.00,580.00,12.00
1998:Q1,11164.00,664.00,13428.00,7984.00,5444.00,8252.00,6404.00,192.00,1656.00,-11180.00,11164.00,20336.00,7004.00,148.00,6856.00,1488.00,1488.00,0.00,-17664.00,824.00,1324.00,-1228.00,112.00,616.00
1998:Q2,7912.00,140.00,-7204.00,-8484.00,1280.00,11448.00,10488.00,172.00,788.00,3528.00,7912.00,-7544.00,6440.00,-164.00,6604.00,928.00,928.00,0.00,8088.00,9648.00,-1344.00,8660.00,1084.00,1248.00
1998:Q3,8608.00,-512.00,-13596.00,-11044.00,-2552.00,516.00,-1088.00,412.00,1192.00,22200.00,8608.00,-12992.00,2796.00,708.00,2088.00,2028.00,2028.00,0.00,16776.00,2216.00,2176.00,-2076.00,520.00,1596.00
1998:Q4,1588.00,112.00,-26260.00,-20728.00,-5532.00,-13216.00,-12668.00,-640.00,92.00,40952.00,1588.00,-38888.00,2716.00,4.00,2712.00,36.00,36.00,0.00,37724.00,-1212.00,-1764.00,1868.00,-300.00,-1016.00
1999:Q1,4052.00,-164.00,5576.00,7184.00,-1608.00,-5032.00,-5756.00,-276.00,1000.00,3672.00,4052.00,4020.00,5280.00,20.00,5260.00,-1368.00,-1368.00,0.00,-3880.00,-1852.00,-2212.00,-592.00,460.00,492.00
1999:Q2,-2668.00,-32.00,-348.00,-160.00,-188.00,-1568.00,-1236.00,-252.00,-80.00,-720.00,-2668.00,740.00,-1308.00,-8.00,-1300.00,-92.00,-92.00,0.00,-2008.00,-1828.00,-1524.00,-72.00,-172.00,-60.00
1999:Q3,2040.00,344.00,-2120.00,-1068.00,-1052.00,24.00,464.00,-256.00,-184.00,3792.00,2040.00,-2232.00,568.00,-96.00,664.00,-316.00,-316.00,0.00,4020.00,-876.00,-1004.00,488.00,-248.00,-112.00
1999:Q4,1196.00,356.00,1568.00,-12968.00,14536.00,3256.00,2400.00,1584.00,-728.00,-3984.00,14004.00,-3560.00,9380.00,-744.00,10124.00,10888.00,10888.00,0.00,-2704.00,-5008.00,-488.00,-7808.00,-1740.00,5028.00
2000:Q1,-18548.00,-456.00,-1364.00,-428.00,-936.00,-15244.00,-13584.00,-792.00,-868.00,-1484.00,-13848.00,-9208.00,128.00,0.00,128.00,-3516.00,-3516.00,0.00,-1252.00,932.00,544.00,1524.00,-228.00,-908.00
2000:Q2,-4152.00,-404.00,-2608.00,-3532.00,924.00,-812.00,-1552.00,-192.00,932.00,-328.00,-3540.00,-1248.00,796.00,0.00,796.00,-3232.00,-3232.00,0.00,144.00,-2116.00,-460.00,-1524.00,-16.00,-116.00
2000:Q3,912.00,320.00,1176.00,4924.00,-3748.00,-888.00,-820.00,-284.00,216.00,304.00,680.00,2268.00,-2492.00,0.00,-2492.00,356.00,356.00,0.00,548.00,-1844.00,-468.00,-1112.00,-32.00,-232.00
2000:Q4,5976.00,192.00,4432.00,1544.00,2888.00,-1360.00,2048.00,-876.00,-2532.00,2712.00,256.00,-1868.00,-3656.00,0.00,-3656.00,4320.00,4320.00,0.00,1460.00,-2932.00,-408.00,388.00,-604.00,-2308.00
2001:Q1,-1720.00,252.00,464.00,4428.00,-3964.00,536.00,916.00,540.00,-920.00,-2972.00,-1532.00,4912.00,-2452.00,0.00,-2452.00,-3192.00,-3192.00,0.00,-800.00,-4844.00,-3452.00,-1160.00,-24.00,-208.00
2001:Q2,7076.00,176.00,7892.00,8580.00,-688.00,-1376.00,-1096.00,-284.00,4.00,384.00,6280.00,8288.00,-3540.00,0.00,-3540.00,484.00,484.00,0.00,1048.00,-4864.00,-3512.00,-1068.00,-32.00,-252.00
2001:Q3,14068.00,-312.00,9648.00,9936.00,-288.00,3028.00,2504.00,-140.00,664.00,1704.00,11380.00,10104.00,336.00,0.00,336.00,540.00,540.00,0.00,400.00,-2424.00,-3072.00,912.00,-32.00,-232.00
2001:Q4,24524.00,372.00,18684.00,10236.00,8448.00,1700.00,864.00,-468.00,1304.00,3768.00,22140.00,13460.00,3740.00,0.00,3740.00,2904.00,2904.00,0.00,2036.00,-1084.00,-2536.00,1656.00,-24.00,-180.00
2002:Q1,27756.00,304.00,26580.00,27224.00,-644.00,292.00,1304.00,-328.00,-684.00,580.00,23360.00,24568.00,-2084.00,0.00,-2084.00,272.00,272.00,0.00,604.00,-1004.00,-1316.00,548.00,-24.00,-212.00
2002:Q2,34508.00,-548.00,24524.00,17844.00,6680.00,9500.00,7872.00,144.00,1484.00,1032.00,31328.00,17988.00,11864.00,0.00,11864.00,1256.00,1256.00,0.00,220.00,9880.00,0.00,8128.00,20.00,1732.00
2002:Q3,28300.00,192.00,14736.00,9236.00,5500.00,13616.00,12968.00,-56.00,704.00,-244.00,28272.00,18940.00,7772.00,0.00,7772.00,392.00,392.00,0.00,1168.00,9748.00,0.00,9900.00,-16.00,-136.00
2002:Q4,4748.00,776.00,-16784.00,-8396.00,-8388.00,20196.00,18452.00,432.00,1312.00,560.00,8000.00,-2984.00,10044.00,0.00,10044.00,2260.00,2260.00,0.00,-1320.00,13412.00,0.00,12472.00,-16.00,956.00
2003:Q1,-3056.00,372.00,1880.00,-17224.00,19104.00,-5412.00,-5772.00,-240.00,600.00,104.00,-1808.00,-11800.00,6308.00,0.00,6308.00,800.00,800.00,0.00,2884.00,7116.00,0.00,7196.00,-8.00,-72.00
2003:Q2,32560.00,-32.00,4892.00,8092.00,-3200.00,28440.00,27040.00,148.00,1252.00,-740.00,31824.00,20288.00,16124.00,0.00,16124.00,-4580.00,-4580.00,0.00,-8.00,11976.00,0.00,12100.00,-8.00,-116.00
2003:Q3,30016.00,2376.00,-732.00,-11216.00,10484.00,26948.00,25324.00,40.00,1584.00,1424.00,27800.00,96.00,25792.00,0.00,25792.00,3884.00,3884.00,0.00,-1972.00,25736.00,0.00,25848.00,-8.00,-104.00
2003:Q4,45976.00,-1796.00,15424.00,8820.00,6604.00,30900.00,27384.00,804.00,2712.00,1448.00,41148.00,13232.00,26188.00,0.00,26188.00,-232.00,-232.00,0.00,1960.00,17468.00,0.00,17616.00,-12.00,-136.00
2004:Q1,91352.00,1548.00,57776.00,35588.00,22188.00,28276.00,21340.00,216.00,6720.00,3752.00,82912.00,41040.00,32592.00,0.00,32592.00,68.00,68.00,0.00,9212.00,26740.00,0.00,20524.00,-4.00,6220.00
2004:Q2,59304.00,5748.00,9312.00,-2616.00,11928.00,43484.00,40244.00,472.00,2768.00,760.00,56376.00,25548.00,36676.00,0.00,36676.00,4604.00,4604.00,0.00,-10452.00,27484.00,0.00,27148.00,-4.00,340.00
2004:Q3,30312.00,-4008.00,37028.00,14644.00,22384.00,-4816.00,-4760.00,-288.00,232.00,2108.00,20524.00,15060.00,1088.00,0.00,1088.00,-1468.00,-1468.00,0.00,5844.00,66032.00,0.00,65156.00,-12.00,888.00
2004:Q4,186912.00,6332.00,26100.00,15552.00,10548.00,149664.00,147740.00,244.00,1680.00,4816.00,173160.00,33016.00,120384.00,0.00,120384.00,16572.00,16572.00,0.00,3188.00,118232.00,0.00,118748.00,-64.00,-452.00
2005:Q1,44508.00,1112.00,7308.00,-2088.00,9396.00,31736.00,28024.00,308.00,3404.00,4352.00,39500.00,6896.00,45588.00,0.00,45588.00,-5372.00,-5372.00,0.00,-7612.00,34432.00,0.00,32140.00,380.00,1912.00
2005:Q2,69840.00,124.00,21872.00,1480.00,20392.00,44988.00,43572.00,-268.00,1684.00,2856.00,67828.00,12468.00,45316.00,0.00,45316.00,4368.00,4368.00,0.00,5676.00,28020.00,0.00,28868.00,-152.00,-696.00
2005:Q3,64048.00,3804.00,15792.00,-6080.00,21872.00,38856.00,38112.00,272.00,472.00,5596.00,60984.00,21884.00,27816.00,0.00,27816.00,10508.00,10508.00,0.00,776.00,17376.00,0.00,12180.00,-8.00,5204.00
2005:Q4,8868.00,-1868.00,2300.00,-9500.00,11800.00,-5528.00,-10504.00,380.00,4596.00,13964.00,10944.00,11496.00,-18404.00,0.00,-18404.00,2664.00,2664.00,0.00,15188.00,-10620.00,0.00,-10580.00,36.00,-76.00
2006:Q1,45420.00,2996.00,7688.00,-1280.00,8968.00,39856.00,30592.00,1772.00,7492.00,-5120.00,36380.00,4292.00,46124.00,0.00,46124.00,-368.00,-368.00,0.00,-13668.00,21612.00,0.00,18460.00,416.00,2736.00
2006:Q2,54304.00,-3704.00,45276.00,30524.00,14752.00,8716.00,8304.00,-420.00,832.00,4016.00,50128.00,36216.00,500.00,0.00,500.00,10852.00,10852.00,0.00,2560.00,1828.00,0.00,-336.00,-8.00,2172.00
2006:Q3,38636.00,3576.00,33352.00,28564.00,4788.00,460.00,-14052.00,1464.00,13048.00,1248.00,36260.00,18984.00,4024.00,0.00,4024.00,5244.00,5244.00,0.00,8008.00,-756.00,0.00,-5680.00,-60.00,4984.00
2006:Q4,-6700.00,112.00,59552.00,41328.00,18224.00,-92760.00,-119996.00,9424.00,17812.00,26396.00,-5756.00,-1876.00,1160.00,0.00,1160.00,-22232.00,-22232.00,0.00,17192.00,-11668.00,0.00,-51656.00,652.00,39336.00
2007:Q1,68732.00,2328.00,40532.00,45628.00,-5096.00,43792.00,25504.00,2768.00,15520.00,-17920.00,63460.00,24584.00,25488.00,0.00,25488.00,22996.00,22996.00,0.00,-9608.00,21212.00,0.00,19004.00,-20.00,2228.00
2007:Q2,-23764.00,-156.00,5644.00,-2460.00,8104.00,-33656.00,-43688.00,756.00,9276.00,4404.00,-22072.00,9176.00,-18032.00,0.00,-18032.00,-5264.00,-5264.00,0.00,-7952.00,-17496.00,0.00,-26340.00,-8.00,8852.00
2007:Q3,-128292.00,280.00,-97576.00,9912.00,-107488.00,-30776.00,-36472.00,-1436.00,7132.00,-220.00,-107208.00,-82872.00,-20136.00,0.00,-20136.00,-16164.00,-16164.00,0.00,11964.00,-38960.00,0.00,-44004.00,-4.00,5048.00
