date,FL263192005.Q,FL263192101.Q,FL263192305.Q,FL263192313.Q,FL263092313.Q,FL103092005.Q,FL763092000.Q,FL513092003.Q,FL543092073.Q,FL613092003.Q,FL663092003.Q,FL103192005.Q,FL115114005.Q,FL753192003.Q,FL513192003.Q,FL543192073.Q,FL613192003.Q,FL663192005.Q,FL733192003.Q,FL503192003.Q,FL263092001.Q,FL263092101.Q,FL263092303.Q,FL263092323.Q,FL263192323.Q,FL263192035.Q,FL263192101.Q,FL263192345.Q,FL263192313.Q,FL263192323.Q,FL263092035.Q,FL263092101.Q,FL263092345.Q,FL263092313.Q,FL263092323.Q,LM263192045.Q,LM263192141.Q,LM263192305.Q,FL263192055.Q,FL263192151.Q,FL263192305.Q,LM263092045.Q,LM263092141.Q,LM263092303.Q,FL263092055.Q,FL263092151.Q,FL263092303.Q
1964:Q3,43482.00,ND,ND,ND,ND,41684.00,246.00,231.00,308.00,476.00,537.00,6098.00,178.00,352.00,616.00,534.00,43.00,278.00,0.00,0.00,8099.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q4,44480.00,ND,ND,ND,ND,42632.00,251.00,235.00,313.00,493.00,556.00,6033.00,180.00,371.00,654.00,567.00,44.00,298.00,0.00,0.00,8147.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q1,46064.00,ND,ND,ND,ND,44164.00,257.00,239.00,319.00,510.00,575.00,6206.00,182.00,373.00,655.00,568.00,45.00,300.00,0.00,0.00,8329.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,47531.00,ND,ND,ND,ND,45578.00,263.00,243.00,324.00,528.00,595.00,6209.00,184.00,370.00,654.00,567.00,44.00,291.00,0.00,0.00,8319.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q3,48536.00,ND,ND,ND,ND,46527.00,270.00,247.00,330.00,546.00,616.00,6371.00,187.00,367.00,653.00,566.00,43.00,281.00,0.00,0.00,8468.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q4,55410.00,ND,ND,ND,ND,53344.00,276.00,252.00,336.00,565.00,637.00,6433.00,191.00,369.00,651.00,564.00,43.00,281.00,0.00,0.00,8532.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q1,56434.00,ND,ND,ND,ND,54309.00,283.00,256.00,342.00,585.00,659.00,6570.00,192.00,366.00,650.00,563.00,42.00,274.00,0.00,0.00,8657.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q2,57979.00,ND,ND,ND,ND,55794.00,289.00,261.00,348.00,605.00,682.00,6669.00,193.00,370.00,652.00,565.00,43.00,281.00,0.00,0.00,8773.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q3,59176.00,ND,ND,ND,ND,56929.00,296.00,265.00,354.00,626.00,706.00,6633.00,194.00,374.00,654.00,567.00,44.00,288.00,0.00,0.00,8754.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q4,59042.00,ND,ND,ND,ND,56731.00,303.00,270.00,360.00,648.00,730.00,6947.00,196.00,352.00,622.00,539.00,41.00,250.00,0.00,0.00,8947.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q1,60425.00,ND,ND,ND,ND,58053.00,322.00,289.00,368.00,655.00,738.00,7141.00,200.00,356.00,624.00,541.00,42.00,253.00,0.00,0.00,9157.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q2,61317.00,ND,ND,ND,ND,58881.00,341.00,309.00,377.00,662.00,747.00,7355.00,205.00,358.00,625.00,542.00,43.00,249.00,0.00,0.00,9377.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q3,62556.00,ND,ND,ND,ND,60053.00,362.00,330.00,386.00,670.00,755.00,7492.00,210.00,360.00,626.00,543.00,44.00,245.00,0.00,0.00,9520.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q4,65610.00,ND,ND,ND,ND,63037.00,385.00,353.00,394.00,677.00,764.00,7595.00,215.00,373.00,658.00,570.00,44.00,253.00,0.00,0.00,9708.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q1,66795.00,ND,ND,ND,ND,64147.00,408.00,378.00,404.00,685.00,773.00,7946.00,219.00,375.00,659.00,571.00,45.00,250.00,0.00,0.00,10065.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q2,68156.00,ND,ND,ND,ND,65433.00,433.00,404.00,413.00,692.00,781.00,8079.00,223.00,379.00,660.00,573.00,46.00,252.00,0.00,0.00,10212.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q3,69837.00,ND,ND,ND,ND,67032.00,460.00,432.00,423.00,700.00,790.00,8196.00,228.00,383.00,661.00,575.00,47.00,262.00,0.00,0.00,10352.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q4,73669.00,ND,ND,ND,ND,70780.00,488.00,462.00,432.00,708.00,799.00,8250.00,234.00,392.00,692.00,599.00,46.00,255.00,0.00,0.00,10468.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q1,75296.00,ND,ND,ND,ND,72317.00,518.00,494.00,442.00,716.00,809.00,8558.00,239.00,396.00,693.00,601.00,47.00,256.00,0.00,0.00,10790.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q2,77224.00,ND,ND,ND,ND,74151.00,550.00,528.00,453.00,724.00,818.00,8775.00,244.00,402.00,695.00,604.00,49.00,260.00,0.00,0.00,11029.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q3,78952.00,ND,ND,ND,ND,75781.00,584.00,565.00,463.00,732.00,827.00,9017.00,250.00,408.00,697.00,607.00,51.00,263.00,0.00,0.00,11293.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q4,83073.00,ND,ND,ND,ND,79799.00,619.00,604.00,474.00,740.00,837.00,9590.00,256.00,372.00,657.00,569.00,44.00,196.00,0.00,0.00,11684.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q1,85303.00,ND,ND,ND,ND,81920.00,658.00,646.00,485.00,748.00,846.00,10179.00,264.00,378.00,659.00,572.00,46.00,196.00,0.00,0.00,12294.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q2,87920.00,ND,ND,ND,ND,84423.00,698.00,691.00,496.00,756.00,856.00,10400.00,272.00,383.00,661.00,574.00,48.00,194.00,0.00,0.00,12532.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q3,89675.00,ND,ND,ND,ND,86057.00,741.00,739.00,507.00,765.00,866.00,10763.00,280.00,388.00,663.00,576.00,50.00,192.00,0.00,0.00,12912.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q4,94349.00,ND,ND,ND,ND,90606.00,786.00,790.00,519.00,773.00,875.00,11074.00,288.00,384.00,677.00,587.00,45.00,169.00,0.00,0.00,13224.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q1,93028.00,ND,ND,ND,ND,89150.00,835.00,845.00,531.00,782.00,885.00,11280.00,291.00,389.00,679.00,589.00,47.00,174.00,0.00,0.00,13449.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q2,95439.00,ND,ND,ND,ND,91419.00,886.00,904.00,543.00,791.00,896.00,11431.00,295.00,395.00,681.00,592.00,49.00,181.00,0.00,0.00,13624.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q3,97825.00,ND,ND,ND,ND,93658.00,940.00,966.00,556.00,799.00,906.00,11115.00,299.00,401.00,683.00,595.00,51.00,188.00,0.00,0.00,13332.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q4,103902.00,ND,ND,ND,ND,99578.00,998.00,1033.00,569.00,808.00,916.00,11181.00,302.00,434.00,766.00,664.00,51.00,224.00,0.00,0.00,13622.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q1,101047.00,ND,ND,ND,ND,96557.00,1059.00,1105.00,582.00,817.00,927.00,10949.00,307.00,440.00,768.00,667.00,53.00,229.00,0.00,0.00,13413.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,102790.00,ND,ND,ND,ND,98126.00,1124.00,1182.00,595.00,826.00,937.00,11187.00,312.00,445.00,770.00,669.00,55.00,232.00,0.00,0.00,13670.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,104982.00,ND,ND,ND,ND,100132.00,1193.00,1264.00,609.00,836.00,948.00,11559.00,317.00,450.00,772.00,671.00,57.00,235.00,0.00,0.00,14061.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q4,125510.00,ND,ND,ND,ND,120465.00,1266.00,1352.00,623.00,845.00,959.00,11946.00,323.00,495.00,873.00,757.00,58.00,285.00,0.00,0.00,14737.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,109828.00,ND,ND,ND,ND,104576.00,1344.00,1446.00,638.00,854.00,970.00,12891.00,349.00,500.00,875.00,759.00,60.00,260.00,0.00,0.00,15694.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q2,112746.00,ND,ND,ND,ND,107275.00,1427.00,1546.00,653.00,864.00,981.00,14031.00,388.00,518.00,882.00,767.00,66.00,243.00,0.00,0.00,16895.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q3,114821.00,ND,ND,ND,ND,109121.00,1514.00,1653.00,668.00,873.00,992.00,14501.00,419.00,536.00,889.00,775.00,72.00,236.00,0.00,0.00,17428.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q4,126246.00,ND,ND,ND,ND,120302.00,1607.00,1768.00,683.00,883.00,1003.00,14587.00,438.00,581.00,1029.00,888.00,68.00,254.00,0.00,0.00,17845.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q1,125396.00,ND,ND,ND,ND,119192.00,1706.00,1891.00,699.00,893.00,1015.00,16394.00,476.00,599.00,952.00,896.00,74.00,238.00,0.00,0.00,19629.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,127524.00,ND,ND,ND,ND,121047.00,1811.00,2022.00,715.00,903.00,1026.00,16904.00,514.00,670.00,875.00,830.00,73.00,302.00,0.00,0.00,20168.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q3,131984.00,ND,ND,ND,ND,125217.00,1922.00,2162.00,732.00,913.00,1038.00,18485.00,553.00,741.00,798.00,764.00,72.00,365.00,0.00,0.00,21778.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q4,135298.00,ND,ND,ND,ND,128224.00,2040.00,2312.00,749.00,923.00,1050.00,19295.00,588.00,848.00,701.00,597.00,56.00,521.00,0.00,0.00,22606.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,139407.00,ND,ND,ND,ND,132008.00,2165.00,2473.00,766.00,933.00,1062.00,19409.00,583.00,919.00,746.00,636.00,55.00,536.00,0.00,0.00,22884.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,143681.00,ND,ND,ND,ND,135936.00,2298.00,2645.00,784.00,944.00,1074.00,20178.00,578.00,925.00,791.00,675.00,56.00,551.00,0.00,0.00,23754.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q3,145176.00,ND,ND,ND,ND,137066.00,2440.00,2828.00,802.00,954.00,1086.00,20163.00,573.00,931.00,836.00,714.00,57.00,566.00,0.00,0.00,23840.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q4,149542.00,ND,ND,ND,ND,141045.00,2589.00,3024.00,820.00,965.00,1099.00,21490.00,567.00,872.00,883.00,752.00,61.00,584.00,0.00,0.00,25209.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q1,153575.00,ND,ND,ND,ND,144667.00,2748.00,3234.00,839.00,976.00,1111.00,22849.00,571.00,878.00,928.00,807.00,62.00,586.00,0.00,0.00,26681.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q2,155902.00,ND,ND,ND,ND,146557.00,2917.00,3459.00,859.00,986.00,1124.00,23734.00,575.00,910.00,993.00,862.00,64.00,629.00,0.00,0.00,27767.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q3,159203.00,ND,ND,ND,ND,149422.00,3069.00,3699.00,879.00,997.00,1137.00,24532.00,579.00,942.00,1058.00,917.00,66.00,672.00,0.00,0.00,28766.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q4,222283.00,ND,ND,ND,ND,211984.00,3286.00,3956.00,899.00,1008.00,1150.00,43001.00,583.00,999.00,1142.00,972.00,71.00,760.00,0.00,0.00,47528.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q1,224340.00,ND,ND,ND,ND,213519.00,3488.00,4230.00,920.00,1020.00,1163.00,43776.00,579.00,1031.00,1207.00,1027.00,73.00,815.00,0.00,0.00,48508.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q2,228345.00,ND,ND,ND,ND,216971.00,3702.00,4524.00,941.00,1031.00,1176.00,44599.00,575.00,1065.00,1235.00,1050.00,74.00,875.00,0.00,0.00,49473.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q3,231022.00,ND,ND,ND,ND,219060.00,3930.00,4838.00,963.00,1042.00,1189.00,45480.00,571.00,1099.00,1263.00,1073.00,75.00,935.00,0.00,0.00,50496.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,248299.00,ND,ND,ND,ND,235712.00,4171.00,5174.00,985.00,1054.00,1203.00,50246.00,623.00,1170.00,1252.00,1066.00,77.00,979.00,0.00,0.00,55413.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q1,253173.00,ND,ND,ND,ND,240120.00,4408.00,5351.00,1019.00,1098.00,1177.00,51473.00,656.00,1204.00,1280.00,1089.00,78.00,988.00,0.00,0.00,56768.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q2,257120.00,ND,ND,ND,ND,243580.00,4658.00,5534.00,1054.00,1143.00,1151.00,53550.00,696.00,1248.00,1353.00,1151.00,83.00,1000.00,0.00,0.00,59081.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q3,259267.00,ND,ND,ND,ND,245214.00,4922.00,5724.00,1090.00,1191.00,1126.00,55937.00,744.00,1292.00,1426.00,1213.00,88.00,1001.00,0.00,0.00,61701.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q4,287511.00,ND,ND,ND,ND,272921.00,5201.00,5920.00,1128.00,1240.00,1101.00,62898.00,848.00,1375.00,1497.00,1276.00,97.00,985.00,0.00,0.00,68976.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q1,293661.00,ND,ND,ND,ND,278507.00,5497.00,6122.00,1166.00,1292.00,1077.00,64018.00,955.00,1524.00,1687.00,1338.00,102.00,905.00,0.00,0.00,70529.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q2,301333.00,ND,ND,ND,ND,285589.00,5808.00,6332.00,1206.00,1345.00,1053.00,66667.00,1062.00,1673.00,1877.00,1500.00,114.00,989.00,0.00,0.00,73882.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q3,308514.00,ND,ND,ND,ND,292149.00,6138.00,6549.00,1247.00,1401.00,1030.00,69345.00,1169.00,1822.00,2067.00,1662.00,126.00,1073.00,0.00,0.00,77264.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q4,340578.00,ND,ND,ND,ND,323562.00,6486.00,6773.00,1290.00,1459.00,1008.00,79475.00,1529.00,1994.00,2240.00,1908.00,149.00,1284.00,0.00,0.00,88579.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q1,347187.00,ND,ND,ND,ND,329488.00,6854.00,7005.00,1334.00,1520.00,986.00,81805.00,1814.00,2409.00,2430.00,2070.00,43.00,1329.00,0.00,0.00,91900.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,350873.00,ND,ND,ND,ND,332458.00,7243.00,7245.00,1380.00,1583.00,964.00,86591.00,2080.00,2614.00,2528.00,2324.00,148.00,1371.00,0.00,0.00,97656.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,355406.00,ND,ND,ND,ND,336240.00,7654.00,7493.00,1427.00,1649.00,943.00,89911.00,2399.00,2888.00,2614.00,2458.00,407.00,1692.00,0.00,0.00,102369.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q4,396064.00,ND,ND,ND,ND,376110.00,8089.00,7750.00,1476.00,1717.00,922.00,111406.00,3672.00,4617.00,3297.00,2794.00,433.00,886.00,0.00,0.00,127105.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,399401.00,ND,ND,ND,ND,378620.00,8548.00,8015.00,1527.00,1789.00,902.00,114350.00,3994.00,4844.00,3376.00,2832.00,34.00,821.00,0.00,0.00,130251.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q2,405735.00,ND,ND,ND,ND,384088.00,9033.00,8290.00,1579.00,1863.00,882.00,118454.00,4319.00,5403.00,3468.00,2965.00,61.00,875.00,0.00,0.00,135545.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,408141.00,ND,ND,ND,ND,385587.00,9545.00,8573.00,1633.00,1940.00,863.00,122726.00,4675.00,5795.00,3626.00,3076.00,218.00,934.00,0.00,0.00,141050.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,421753.00,ND,ND,ND,ND,398245.00,10087.00,8867.00,1689.00,2021.00,844.00,144946.00,4930.00,6553.00,3505.00,3580.00,37.00,1072.00,0.00,0.00,164623.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q1,428539.00,ND,ND,ND,ND,403482.00,10817.00,9307.00,1740.00,2236.00,957.00,146225.00,5156.00,6780.00,3556.00,3692.00,100.00,1250.00,0.00,0.00,166759.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,433434.00,ND,ND,ND,ND,407713.00,11018.00,9478.00,1748.00,2404.00,1073.00,148390.00,5412.00,7178.00,3539.00,3949.00,159.00,1408.00,0.00,0.00,170035.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,435887.00,ND,ND,ND,ND,409625.00,11314.00,9681.00,1737.00,2645.00,885.00,150533.00,5771.00,7518.00,3492.00,3912.00,93.00,1629.00,0.00,0.00,172948.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q4,406633.00,374790.00,31843.00,59907.00,60638.00,380636.00,11399.00,9521.00,1686.00,2383.00,1008.00,161264.00,5645.00,7846.00,3979.00,3949.00,360.00,1799.00,0.00,0.00,184842.00,153606.00,31236.00,39941.00,8705.00,443402.00,374790.00,68612.00,59907.00,8705.00,254185.00,153606.00,100579.00,60638.00,39941.00,259212.00,227369.00,31843.00,240326.00,208483.00,31843.00,130428.00,99192.00,31236.00,124677.00,93441.00,31236.00
1983:Q1,409433.00,381073.00,28360.00,55845.00,61221.00,382352.00,11818.00,9589.00,1671.00,2940.00,1063.00,161638.00,6260.00,8068.00,3943.00,3970.00,236.00,1936.00,0.00,0.00,186051.00,155154.00,30896.00,40350.00,9454.00,446372.00,381073.00,65299.00,55845.00,9454.00,256725.00,155154.00,101571.00,61221.00,40350.00,261175.00,232815.00,28360.00,242289.00,213929.00,28360.00,131913.00,101017.00,30896.00,126162.00,95266.00,30896.00
1983:Q2,413712.00,386603.00,27108.00,56324.00,64383.00,386002.00,12039.00,9962.00,1722.00,2887.00,1100.00,164575.00,6539.00,8135.00,3971.00,3988.00,423.00,1998.00,0.00,0.00,189629.00,156667.00,32960.00,42212.00,9252.00,452179.00,386603.00,65576.00,56324.00,9252.00,263262.00,156667.00,106595.00,64383.00,42212.00,264687.00,237579.00,27108.00,245801.00,218693.00,27108.00,135775.00,102815.00,32960.00,130024.00,97064.00,32960.00
1983:Q3,419774.00,392834.00,26938.00,56481.00,65637.00,391380.00,12321.00,10252.00,1761.00,2899.00,1161.00,167266.00,6878.00,8556.00,4291.00,4008.00,661.00,2073.00,0.00,0.00,193733.00,158385.00,35346.00,44546.00,9200.00,458515.00,392834.00,65681.00,56481.00,9200.00,268568.00,158385.00,110183.00,65637.00,44546.00,270037.00,243099.00,26938.00,251151.00,224213.00,26938.00,140170.00,104824.00,35346.00,134419.00,99073.00,35346.00
