date,FL263192005.Q,FL263192101.Q,FL263192305.Q,FL263192313.Q,FL263092313.Q,FL103092005.Q,FL763092000.Q,FL513092003.Q,FL543092073.Q,FL613092003.Q,FL663092003.Q,FL103192005.Q,FL115114005.Q,FL753192003.Q,FL513192003.Q,FL543192073.Q,FL613192003.Q,FL663192005.Q,FL733192003.Q,FL503192003.Q,FL263092001.Q,FL263092101.Q,FL263092303.Q,FL263092323.Q,FL263192323.Q,FL263192035.Q,FL263192101.Q,FL263192345.Q,FL263192313.Q,FL263192323.Q,FL263092035.Q,FL263092101.Q,FL263092345.Q,FL263092313.Q,FL263092323.Q,LM263192045.Q,LM263192141.Q,LM263192305.Q,FL263192055.Q,FL263192151.Q,FL263192305.Q,LM263092045.Q,LM263092141.Q,LM263092303.Q,FL263092055.Q,FL263092151.Q,FL263092303.Q
1997:Q3,1073235.00,1002611.00,70620.00,169115.00,98492.00,938318.00,45849.00,38749.00,7265.00,30418.00,12636.00,756200.00,4386.00,36685.00,42595.00,23167.00,6327.00,25160.00,0.00,-77352.00,817168.00,646968.00,170201.00,223962.00,53761.00,1225487.00,1002611.00,222876.00,169115.00,53761.00,969422.00,646968.00,322454.00,98492.00,223962.00,1685203.00,1614583.00,70620.00,872057.00,801437.00,70620.00,1299080.00,1128879.00,170201.00,667983.00,497782.00,170201.00
1997:Q4,1068063.00,994261.00,73801.00,178106.00,104305.00,933123.00,44233.00,42769.00,8642.00,35134.00,4162.00,756443.00,3854.00,38765.00,46157.00,25170.00,5522.00,29388.00,0.00,-81163.00,824136.00,644670.00,179466.00,232547.00,53081.00,1225448.00,994261.00,231187.00,178106.00,53081.00,981522.00,644670.00,336852.00,104305.00,232547.00,1879285.00,1805484.00,73801.00,871315.00,797514.00,73801.00,1637408.00,1457942.00,179466.00,681842.00,502376.00,179466.00
1998:Q1,1113320.00,1033074.00,80246.00,184678.00,104432.00,980303.00,45744.00,42391.00,9284.00,30869.00,4729.00,781097.00,3859.00,38740.00,46732.00,25426.00,4699.00,29242.00,0.00,-85599.00,844196.00,660408.00,183788.00,235756.00,51968.00,1269720.00,1033074.00,236646.00,184678.00,51968.00,1000596.00,660408.00,340188.00,104432.00,235756.00,1921917.00,1841671.00,80246.00,913947.00,833701.00,80246.00,1656532.00,1472744.00,183788.00,700966.00,517178.00,183788.00
1998:Q2,1160205.00,1065032.00,95172.00,200099.00,104927.00,1019151.00,46616.00,44530.00,10178.00,34743.00,4987.00,795432.00,3861.00,38940.00,47115.00,26174.00,6671.00,29096.00,0.00,-82047.00,865242.00,675445.00,189798.00,241056.00,51258.00,1316389.00,1065032.00,251357.00,200099.00,51258.00,1021428.00,675445.00,345983.00,104927.00,241056.00,1965993.00,1870821.00,95172.00,958023.00,862851.00,95172.00,1676485.00,1486687.00,189798.00,720919.00,531121.00,189798.00
1998:Q3,1183163.00,1090815.00,92346.00,204047.00,111701.00,1040238.00,45579.00,45755.00,9475.00,36740.00,5376.00,803875.00,3780.00,43539.00,47455.00,26452.00,5540.00,28950.00,0.00,-69225.00,890366.00,694140.00,196227.00,248090.00,51863.00,1346725.00,1090815.00,255910.00,204047.00,51863.00,1053931.00,694140.00,359791.00,111701.00,248090.00,1985946.00,1893600.00,92346.00,977976.00,885630.00,92346.00,1700376.00,1504149.00,196227.00,744810.00,548583.00,196227.00
1998:Q4,1196021.00,1096227.00,99794.00,221355.00,121561.00,1041048.00,31187.00,46954.00,11149.00,57992.00,7691.00,817754.00,3373.00,46133.00,47313.00,27268.00,8008.00,29723.00,0.00,-59528.00,920044.00,711467.00,208578.00,276512.00,67934.00,1385516.00,1096227.00,289289.00,221355.00,67934.00,1109540.00,711467.00,398073.00,121561.00,276512.00,2279601.00,2179807.00,99794.00,1000703.00,900909.00,99794.00,2179035.00,1970457.00,208578.00,778419.00,569841.00,208578.00
1999:Q1,1268257.00,1139771.00,128486.00,255232.00,126746.00,1104151.00,32402.00,49523.00,11517.00,60896.00,9768.00,829746.00,3659.00,45841.00,48290.00,27991.00,3382.00,31024.00,0.00,-42230.00,947703.00,720965.00,226739.00,296823.00,70084.00,1465087.00,1139771.00,325316.00,255232.00,70084.00,1144534.00,720965.00,423569.00,126746.00,296823.00,2348234.00,2219748.00,128486.00,1069336.00,940850.00,128486.00,2205302.00,1978563.00,226739.00,804686.00,577947.00,226739.00
1999:Q2,1320516.00,1176035.00,144481.00,274414.00,129933.00,1149511.00,33229.00,50537.00,12007.00,63290.00,11942.00,915389.00,3749.00,60372.00,52149.00,37795.00,7610.00,32325.00,0.00,-17698.00,1091691.00,853638.00,238054.00,309834.00,71780.00,1522229.00,1176035.00,346194.00,274414.00,71780.00,1293405.00,853638.00,439767.00,129933.00,309834.00,2396666.00,2252185.00,144481.00,1117768.00,973287.00,144481.00,2347813.00,2109759.00,238054.00,947197.00,709143.00,238054.00
1999:Q3,1387281.00,1229443.00,157838.00,296672.00,138834.00,1208995.00,33927.00,53302.00,12663.00,64556.00,13838.00,940701.00,3930.00,60815.00,58415.00,38116.00,10009.00,33626.00,0.00,-1977.00,1143635.00,888135.00,255500.00,327686.00,72186.00,1598301.00,1229443.00,368858.00,296672.00,72186.00,1354655.00,888135.00,466520.00,138834.00,327686.00,2459432.00,2301594.00,157838.00,1180534.00,1022696.00,157838.00,2398197.00,2142697.00,255500.00,997581.00,742081.00,255500.00
1999:Q4,1414355.00,1253513.00,160842.00,301962.00,141120.00,1250747.00,36046.00,47768.00,9369.00,20524.00,49901.00,912461.00,3566.00,61972.00,51475.00,32123.00,9925.00,38680.00,0.00,-8493.00,1101709.00,829378.00,272332.00,342977.00,70645.00,1626120.00,1253513.00,372607.00,301962.00,70645.00,1313475.00,829378.00,484097.00,141120.00,342977.00,2839639.00,2678797.00,160842.00,1215960.00,1055118.00,160842.00,2798193.00,2525861.00,272332.00,955727.00,683395.00,272332.00
2000:Q1,1452865.00,1301670.00,151195.00,300157.00,148962.00,1282845.00,37800.00,48498.00,10187.00,21002.00,52533.00,948322.00,3289.00,62962.00,52651.00,34088.00,6920.00,39459.00,0.00,5483.00,1153174.00,874191.00,278984.00,358126.00,79142.00,1680969.00,1301670.00,379299.00,300157.00,79142.00,1381279.00,874191.00,507088.00,148962.00,358126.00,2874003.00,2722808.00,151195.00,1250324.00,1099129.00,151195.00,2847906.00,2568922.00,278984.00,1005440.00,726456.00,278984.00
2000:Q2,1508272.00,1358019.00,150253.00,299127.00,148874.00,1331822.00,38975.00,50929.00,10617.00,20545.00,55384.00,1036378.00,3568.00,63215.00,54382.00,37292.00,7346.00,40238.00,0.00,5708.00,1248127.00,958328.00,289800.00,372182.00,82382.00,1739528.00,1358019.00,381509.00,299127.00,82382.00,1479384.00,958328.00,521056.00,148874.00,372182.00,2925244.00,2774991.00,150253.00,1301565.00,1151312.00,150253.00,2941051.00,2651251.00,289800.00,1098585.00,808785.00,289800.00
2000:Q3,1550984.00,1393357.00,157627.00,302848.00,145221.00,1365433.00,43668.00,52119.00,11053.00,21104.00,57607.00,1103140.00,3590.00,64604.00,56700.00,48637.00,6626.00,41017.00,0.00,5937.00,1330251.00,996640.00,333612.00,416270.00,82658.00,1778863.00,1393357.00,385506.00,302848.00,82658.00,1558131.00,996640.00,561491.00,145221.00,416270.00,2963802.00,2806175.00,157627.00,1340123.00,1182496.00,157627.00,3021331.00,2687719.00,333612.00,1178865.00,845253.00,333612.00
2000:Q4,1531607.00,1383196.00,148411.00,296428.00,148017.00,1351617.00,44486.00,47887.00,10426.00,16221.00,60970.00,1179966.00,3251.00,64236.00,60875.00,42886.00,9273.00,53973.00,0.00,6557.00,1421017.00,1086790.00,334227.00,426767.00,92539.00,1772163.00,1383196.00,388967.00,296428.00,92539.00,1661574.00,1086790.00,574784.00,148017.00,426767.00,2694014.00,2545603.00,148411.00,1316247.00,1167836.00,148411.00,2783235.00,2449008.00,334227.00,1256867.00,922640.00,334227.00
2001:Q1,1571516.00,1418485.00,153031.00,309520.00,156489.00,1388979.00,45126.00,48629.00,11042.00,16541.00,61199.00,1224661.00,3138.00,63950.00,65040.00,45378.00,14698.00,55362.00,0.00,7481.00,1479708.00,1115985.00,363723.00,439765.00,76041.00,1804046.00,1418485.00,385561.00,309520.00,76041.00,1712239.00,1115985.00,596254.00,156489.00,439765.00,2729675.00,2576644.00,153031.00,1351908.00,1198877.00,153031.00,2840129.00,2476406.00,363723.00,1313761.00,950038.00,363723.00
2001:Q2,1601926.00,1452174.00,149752.00,311533.00,161781.00,1418849.00,45980.00,48343.00,11031.00,16865.00,60858.00,1278442.00,3121.00,67988.00,62806.00,47923.00,16092.00,56751.00,0.00,7621.00,1540744.00,1166126.00,374618.00,453519.00,78900.00,1842607.00,1452174.00,390433.00,311533.00,78900.00,1781426.00,1166126.00,615300.00,161781.00,453519.00,2755770.00,2606018.00,149752.00,1378003.00,1228251.00,149752.00,2899330.00,2524712.00,374618.00,1372962.00,998344.00,374618.00
2001:Q3,1649296.00,1493630.00,155667.00,316759.00,161092.00,1452412.00,46561.00,48338.00,11237.00,16590.00,74158.00,1297860.00,3264.00,68312.00,64082.00,49220.00,8721.00,58140.00,0.00,7721.00,1557320.00,1172599.00,384720.00,464774.00,80053.00,1890442.00,1493630.00,396812.00,316759.00,80053.00,1798465.00,1172599.00,625866.00,161092.00,464774.00,2798739.00,2643072.00,155667.00,1420972.00,1265305.00,155667.00,2913996.00,2529276.00,384720.00,1387628.00,1002908.00,384720.00
2001:Q4,1693131.00,1537108.00,156023.00,310334.00,154311.00,1489756.00,50601.00,49282.00,8551.00,11902.00,83039.00,1266207.00,3312.00,67207.00,66368.00,38784.00,12853.00,56065.00,0.00,7677.00,1518473.00,1124277.00,394197.00,479415.00,85218.00,1932660.00,1537108.00,395552.00,310334.00,85218.00,1758003.00,1124277.00,633726.00,154311.00,479415.00,2314934.00,2158911.00,156023.00,1460352.00,1304329.00,156023.00,2560294.00,2166097.00,394197.00,1343988.00,949791.00,394197.00
2002:Q1,1744877.00,1580242.00,164635.00,317121.00,152486.00,1530629.00,51434.00,54244.00,8692.00,12623.00,87255.00,1289577.00,3362.00,68268.00,66667.00,40314.00,12416.00,55165.00,0.00,7789.00,1543558.00,1143503.00,400056.00,491602.00,91546.00,1988909.00,1580242.00,408667.00,317121.00,91546.00,1787591.00,1143503.00,644088.00,152486.00,491602.00,2361990.00,2197355.00,164635.00,1507408.00,1342773.00,164635.00,2583093.00,2183037.00,400056.00,1366787.00,966731.00,400056.00
2002:Q2,1784532.00,1610369.00,174162.00,331952.00,157790.00,1563833.00,51908.00,55816.00,10650.00,12476.00,89849.00,1295551.00,3417.00,68928.00,69560.00,40782.00,12258.00,54265.00,0.00,7704.00,1552465.00,1175878.00,376587.00,481484.00,104897.00,2047218.00,1610369.00,436849.00,331952.00,104897.00,1815152.00,1175878.00,639274.00,157790.00,481484.00,2396823.00,2222661.00,174162.00,1542241.00,1368079.00,174162.00,2589566.00,2212979.00,376587.00,1373260.00,996673.00,376587.00
2002:Q3,1821287.00,1647262.00,174023.00,335844.00,161821.00,1596951.00,52611.00,55594.00,11047.00,12593.00,92491.00,1308381.00,3449.00,69141.00,69691.00,41538.00,14545.00,53365.00,0.00,7748.00,1567858.00,1206114.00,361743.00,467932.00,106189.00,2089295.00,1647262.00,442033.00,335844.00,106189.00,1835867.00,1206114.00,629753.00,161821.00,467932.00,2428633.00,2254610.00,174023.00,1574051.00,1400028.00,174023.00,2602404.00,2240661.00,361743.00,1386098.00,1024355.00,361743.00
2002:Q4,1867043.00,1684565.00,182478.00,349729.00,167251.00,1611894.00,51025.00,79000.00,12201.00,12425.00,100498.00,1252522.00,3980.00,73305.00,63302.00,49618.00,14497.00,35401.00,0.00,7327.00,1499952.00,1136687.00,363265.00,456567.00,93302.00,2127596.00,1684565.00,443031.00,349729.00,93302.00,1760505.00,1136687.00,623818.00,167251.00,456567.00,2022588.00,1840110.00,182478.00,1616548.00,1434070.00,182478.00,2021817.00,1658552.00,363265.00,1327170.00,963905.00,363265.00
2003:Q1,1894714.00,1722166.00,172548.00,345708.00,173160.00,1634043.00,53009.00,79962.00,12177.00,12042.00,103481.00,1269756.00,3956.00,77126.00,61173.00,49625.00,32454.00,36119.00,0.00,7471.00,1537680.00,1183957.00,353723.00,450201.00,96478.00,2164352.00,1722166.00,442186.00,345708.00,96478.00,1807318.00,1183957.00,623361.00,173160.00,450201.00,2045282.00,1872734.00,172548.00,1639242.00,1466694.00,172548.00,2056905.00,1703182.00,353723.00,1362258.00,1008535.00,353723.00
2003:Q2,1944240.00,1761425.00,182816.00,356652.00,173836.00,1676988.00,54427.00,82447.00,12543.00,12458.00,105377.00,1266552.00,3996.00,77000.00,62344.00,47890.00,32457.00,36837.00,0.00,7446.00,1534522.00,1185258.00,349265.00,449804.00,100539.00,2218616.00,1761425.00,457191.00,356652.00,100539.00,1808898.00,1185258.00,623640.00,173836.00,449804.00,2089788.00,1906972.00,182816.00,1683748.00,1500932.00,182816.00,2051087.00,1701822.00,349265.00,1356440.00,1007175.00,349265.00
2003:Q3,1987316.00,1800733.00,186584.00,361618.00,175034.00,1714404.00,55108.00,84497.00,12740.00,12956.00,107611.00,1266541.00,3948.00,76854.00,61920.00,47402.00,33257.00,37555.00,0.00,7450.00,1534927.00,1203724.00,331204.00,439286.00,108082.00,2270433.00,1800733.00,469700.00,361618.00,108082.00,1818044.00,1203724.00,614320.00,175034.00,439286.00,2127789.00,1941205.00,186584.00,1721749.00,1535165.00,186584.00,2048831.00,1717627.00,331204.00,1354184.00,1022980.00,331204.00
2003:Q4,2054464.00,1873772.00,180692.00,371406.00,190714.00,1745058.00,57478.00,84606.00,14394.00,15663.00,137265.00,1302021.00,3275.00,85195.00,68233.00,46603.00,30668.00,37447.00,0.00,7552.00,1580994.00,1262658.00,318336.00,435806.00,117471.00,2362649.00,1873772.00,488877.00,371406.00,117471.00,1889178.00,1262658.00,626520.00,190714.00,435806.00,2729127.00,2548435.00,180692.00,1769613.00,1588921.00,180692.00,2454877.00,2136541.00,318336.00,1395159.00,1076823.00,318336.00
2004:Q1,2137473.00,1949717.00,187756.00,387689.00,199933.00,1807089.00,60269.00,90691.00,14212.00,16236.00,148976.00,1322398.00,3276.00,85516.00,68996.00,46671.00,34633.00,38219.00,0.00,7710.00,1607419.00,1280554.00,326865.00,452206.00,125342.00,2462748.00,1949717.00,513031.00,387689.00,125342.00,1932693.00,1280554.00,652139.00,199933.00,452206.00,2806862.00,2619106.00,187756.00,1847348.00,1659592.00,187756.00,2478648.00,2151783.00,326865.00,1418930.00,1092065.00,326865.00
2004:Q2,2215269.00,2020053.00,195216.00,399381.00,204165.00,1872058.00,63295.00,93804.00,15160.00,17173.00,153779.00,1339011.00,3095.00,86702.00,67734.00,60535.00,37986.00,38991.00,0.00,7700.00,1641754.00,1323378.00,318376.00,450421.00,132046.00,2551480.00,2020053.00,531427.00,399381.00,132046.00,1977964.00,1323378.00,654586.00,204165.00,450421.00,2879328.00,2684112.00,195216.00,1919814.00,1724598.00,195216.00,2510387.00,2192011.00,318376.00,1450669.00,1132293.00,318376.00
2004:Q3,2273264.00,2074823.00,198441.00,411081.00,212639.00,1923622.00,64205.00,96936.00,16047.00,17583.00,154871.00,1357217.00,3035.00,98728.00,66247.00,64468.00,40294.00,39763.00,0.00,7699.00,1677451.00,1359480.00,317971.00,457736.00,139766.00,2625670.00,2074823.00,550847.00,411081.00,139766.00,2029855.00,1359480.00,670375.00,212639.00,457736.00,2931965.00,2733524.00,198441.00,1972451.00,1774010.00,198441.00,2543578.00,2225607.00,317971.00,1483860.00,1165889.00,317971.00
2004:Q4,2498494.00,2306244.00,192251.00,433621.00,241371.00,2094695.00,93458.00,89910.00,16568.00,14687.00,189176.00,1409774.00,3023.00,122674.00,61425.00,66596.00,21786.00,49610.00,0.00,7828.00,1742716.00,1424049.00,318666.00,461363.00,142696.00,2882561.00,2306244.00,576317.00,433621.00,142696.00,2126783.00,1424049.00,702734.00,241371.00,461363.00,3362796.00,3170545.00,192251.00,2160845.00,1968594.00,192251.00,2717383.00,2398717.00,318666.00,1520315.00,1201649.00,318666.00
2005:Q1,2561802.00,2368242.00,193561.00,437953.00,244393.00,2151198.00,93796.00,90944.00,16932.00,14766.00,194166.00,1436272.00,3281.00,128107.00,64296.00,67128.00,25785.00,48960.00,0.00,8002.00,1781831.00,1460779.00,321050.00,461101.00,140050.00,2946245.00,2368242.00,578003.00,437953.00,140050.00,2166273.00,1460779.00,705494.00,244393.00,461101.00,3420790.00,3227229.00,193561.00,2218839.00,2025278.00,193561.00,2754272.00,2433222.00,321050.00,1557204.00,1236154.00,321050.00
2005:Q2,2605684.00,2415620.00,190066.00,436132.00,246067.00,2184743.00,93619.00,98333.00,17525.00,17043.00,194421.00,1429161.00,3222.00,130229.00,61851.00,68228.00,27277.00,48310.00,0.00,8049.00,1776327.00,1481448.00,294877.00,449327.00,154449.00,3006201.00,2415620.00,590581.00,436132.00,154449.00,2176842.00,1481448.00,695394.00,246067.00,449327.00,3459413.00,3269347.00,190066.00,2257462.00,2067396.00,190066.00,2746710.00,2451833.00,294877.00,1549642.00,1254765.00,294877.00
2005:Q3,2602572.00,2402362.00,200212.00,446180.00,245969.00,2174867.00,94436.00,100737.00,19064.00,19110.00,194358.00,1468484.00,3093.00,131083.00,59477.00,69474.00,28477.00,47660.00,0.00,8053.00,1815801.00,1501440.00,314359.00,472421.00,158061.00,3006603.00,2402362.00,604241.00,446180.00,158061.00,2219830.00,1501440.00,718390.00,245969.00,472421.00,3451113.00,3250901.00,200212.00,2249162.00,2048950.00,200212.00,2784303.00,2469944.00,314359.00,1587235.00,1272876.00,314359.00
2005:Q4,2651721.00,2463027.00,188694.00,440594.00,251900.00,2205709.00,104867.00,103250.00,19067.00,17691.00,201137.00,1549444.00,3315.00,130184.00,60083.00,65840.00,38753.00,49947.00,0.00,8413.00,1905979.00,1571705.00,334274.00,491548.00,157274.00,3060895.00,2463027.00,597868.00,440594.00,157274.00,2315153.00,1571705.00,743448.00,251900.00,491548.00,3637996.00,3449302.00,188694.00,2241656.00,2052962.00,188694.00,2817970.00,2483696.00,334274.00,1634121.00,1299847.00,334274.00
2006:Q1,2752370.00,2561889.00,190481.00,473007.00,282526.00,2295735.00,106437.00,104736.00,18480.00,19922.00,207060.00,1594555.00,3267.00,136580.00,64467.00,67480.00,40354.00,45101.00,0.00,8689.00,1960493.00,1616376.00,344117.00,509622.00,165504.00,3200400.00,2561889.00,638511.00,473007.00,165504.00,2408524.00,1616376.00,792148.00,282526.00,509622.00,3932767.00,3742286.00,190481.00,2327095.00,2136614.00,190481.00,2939188.00,2595071.00,344117.00,1678200.00,1334083.00,344117.00
2006:Q2,2813890.00,2631900.00,181990.00,473403.00,291413.00,2355401.00,105857.00,104627.00,18393.00,20724.00,208888.00,1656131.00,2536.00,137864.00,64996.00,77472.00,41856.00,44371.00,0.00,8838.00,2034064.00,1670749.00,363314.00,540734.00,177419.00,3282722.00,2631900.00,650822.00,473403.00,177419.00,2502896.00,1670749.00,832147.00,291413.00,540734.00,3941403.00,3759413.00,181990.00,2373405.00,2191415.00,181990.00,2934079.00,2570765.00,363314.00,1741335.00,1378021.00,363314.00
2006:Q3,2911103.00,2728211.00,182893.00,476134.00,293241.00,2447677.00,103941.00,107550.00,19209.00,21920.00,210806.00,1706884.00,2358.00,142367.00,67607.00,80625.00,42657.00,43097.00,0.00,8844.00,2094439.00,1714209.00,380229.00,558923.00,178694.00,3383039.00,2728211.00,654828.00,476134.00,178694.00,2566373.00,1714209.00,852164.00,293241.00,558923.00,4129142.00,3946249.00,182893.00,2455409.00,2272516.00,182893.00,3099206.00,2718977.00,380229.00,1791275.00,1411046.00,380229.00
2006:Q4,2948172.00,2772130.00,176042.00,463041.00,286999.00,2440731.00,95902.00,105468.00,19976.00,41993.00,244102.00,1722710.00,3576.00,135391.00,99896.00,71336.00,51113.00,61018.00,0.00,9022.00,2154062.00,1756539.00,397522.00,570072.00,172550.00,3407721.00,2772130.00,635591.00,463041.00,172550.00,2613610.00,1756539.00,857071.00,286999.00,570072.00,4470343.00,4294301.00,176042.00,2477268.00,2301226.00,176042.00,3293053.00,2895531.00,397522.00,1840462.00,1442940.00,397522.00
2007:Q1,3204390.00,3032685.00,171705.00,478429.00,306724.00,2669269.00,105930.00,109672.00,21543.00,47181.00,250795.00,1757701.00,3574.00,138850.00,92940.00,70927.00,46870.00,66857.00,0.00,9172.00,2186891.00,1797417.00,389474.00,607319.00,217844.00,3728958.00,3032685.00,696273.00,478429.00,217844.00,2711460.00,1797417.00,914043.00,306724.00,607319.00,4691563.00,4519858.00,171705.00,2711433.00,2539728.00,171705.00,3335052.00,2945578.00,389474.00,1863500.00,1474026.00,389474.00
2007:Q2,3310876.00,3152470.00,158406.00,476235.00,317829.00,2734264.00,113806.00,114316.00,22647.00,60950.00,264893.00,1826928.00,3576.00,142620.00,98836.00,73399.00,47520.00,68593.00,0.00,9322.00,2270794.00,1869095.00,401699.00,623785.00,222086.00,3850791.00,3152470.00,698321.00,476235.00,222086.00,2810709.00,1869095.00,941614.00,317829.00,623785.00,5043587.00,4885181.00,158406.00,2795866.00,2637460.00,158406.00,3561055.00,3159356.00,401699.00,1937611.00,1535912.00,401699.00
2007:Q3,3448699.00,3292758.00,155942.00,483406.00,327463.00,2854255.00,121418.00,117121.00,24257.00,65467.00,266181.00,1880849.00,3329.00,154503.00,105777.00,72846.00,45527.00,70356.00,0.00,9472.00,2342659.00,1923494.00,419165.00,657125.00,237960.00,4014124.00,3292758.00,721366.00,483406.00,237960.00,2908082.00,1923494.00,984588.00,327463.00,657125.00,5247499.00,5091557.00,155942.00,2911637.00,2755695.00,155942.00,3673825.00,3254660.00,419165.00,1999684.00,1580519.00,419165.00
2007:Q4,3553095.00,3369072.00,184023.00,510102.00,326079.00,2892897.00,150306.00,121095.00,25589.00,177893.00,185315.00,1961944.00,3600.00,94188.00,76649.00,68689.00,68611.00,62620.00,0.00,9622.00,2345923.00,1892129.00,453794.00,710647.00,256853.00,4136027.00,3369072.00,766955.00,510102.00,256853.00,2928855.00,1892129.00,1036726.00,326079.00,710647.00,5274991.00,5090968.00,184023.00,2993980.00,2809957.00,184023.00,3551307.00,3097513.00,453794.00,1993156.00,1539362.00,453794.00
2008:Q1,3649209.00,3457023.00,192186.00,535860.00,343673.00,2971093.00,152061.00,123111.00,27424.00,186723.00,188797.00,1990412.00,3353.00,103607.00,79152.00,72599.00,73254.00,74557.00,0.00,9772.00,2406706.00,1929356.00,477350.00,730336.00,252986.00,4245869.00,3457023.00,788846.00,535860.00,252986.00,3003365.00,1929356.00,1074009.00,343673.00,730336.00,4854794.00,4662608.00,192186.00,3100868.00,2908682.00,192186.00,3321043.00,2843693.00,477350.00,2054447.00,1577097.00,477350.00
2008:Q2,3773526.00,3569952.00,203574.00,553589.00,350014.00,3085487.00,151362.00,125626.00,28177.00,192424.00,190450.00,2022714.00,3362.00,108421.00,86240.00,70626.00,72638.00,84994.00,0.00,9922.00,2458917.00,1947696.00,511220.00,773563.00,262343.00,4385884.00,3569952.00,815932.00,553589.00,262343.00,3071273.00,1947696.00,1123577.00,350014.00,773563.00,4753111.00,4549537.00,203574.00,3235959.00,3032385.00,203574.00,3299467.00,2788247.00,511220.00,2107166.00,1595946.00,511220.00
2008:Q3,3794899.00,3611250.00,183649.00,546385.00,362736.00,3092661.00,154330.00,128255.00,29783.00,197281.00,192589.00,1996667.00,3572.00,108391.00,89291.00,72107.00,76907.00,107721.00,0.00,10072.00,2464728.00,1964348.00,500380.00,766630.00,266250.00,4423885.00,3611250.00,812635.00,546385.00,266250.00,3093714.00,1964348.00,1129366.00,362736.00,766630.00,3929490.00,3745841.00,183649.00,3268106.00,3084457.00,183649.00,3083150.00,2582770.00,500380.00,2113486.00,1613106.00,500380.00
2008:Q4,3748512.00,3574241.00,174271.00,504203.00,329933.00,3011097.00,201478.00,102612.00,24954.00,220997.00,187374.00,2050284.00,3650.00,71671.00,51150.00,60297.00,78058.00,72064.00,0.00,10222.00,2397396.00,1911457.00,485938.00,760799.00,274861.00,4353305.00,3574241.00,779064.00,504203.00,274861.00,3002189.00,1911457.00,1090732.00,329933.00,760799.00,3102418.00,2928147.00,174271.00,3232493.00,3058222.00,174271.00,2486446.00,2000508.00,485938.00,2046661.00,1560723.00,485938.00
2009:Q1,3870615.00,3670988.00,199626.00,540276.00,340650.00,3123958.00,204877.00,103666.00,24369.00,223339.00,190406.00,1987132.00,3251.00,75341.00,40875.00,61971.00,81887.00,69270.00,0.00,10372.00,2330099.00,1862054.00,468045.00,750241.00,282196.00,4493460.00,3670988.00,822472.00,540276.00,282196.00,2952945.00,1862054.00,1090891.00,340650.00,750241.00,2875095.00,2675469.00,199626.00,3355513.00,3155887.00,199626.00,2217084.00,1749039.00,468045.00,1984856.00,1516811.00,468045.00
2009:Q2,3988359.00,3774868.00,213491.00,577598.00,364107.00,3234537.00,202159.00,106140.00,26447.00,226073.00,193003.00,1997541.00,3213.00,75281.00,43798.00,68676.00,84281.00,72962.00,0.00,10522.00,2356274.00,1883867.00,472407.00,752713.00,280306.00,4632772.00,3774868.00,857904.00,577598.00,280306.00,3000687.00,1883867.00,1116820.00,364107.00,752713.00,3469043.00,3255552.00,213491.00,3474175.00,3260684.00,213491.00,2496874.00,2024467.00,472407.00,2016522.00,1544115.00,472407.00
2009:Q3,4101700.00,3878527.00,223172.00,597830.00,374657.00,3328533.00,207404.00,111566.00,27686.00,229620.00,196891.00,2042412.00,3819.00,79638.00,48724.00,73033.00,85799.00,71077.00,0.00,10672.00,2415174.00,1929168.00,486006.00,761643.00,275637.00,4751994.00,3878527.00,873467.00,597830.00,275637.00,3065468.00,1929168.00,1136300.00,374657.00,761643.00,4144081.00,3920909.00,223172.00,3588433.00,3365261.00,223172.00,2847411.00,2361405.00,486006.00,2080913.00,1594907.00,486006.00
2009:Q4,4077369.00,3852426.00,224943.00,572022.00,347079.00,3245113.00,261660.00,123745.00,28912.00,186943.00,230996.00,1986431.00,4786.00,107721.00,64653.00,69401.00,89990.00,64404.00,0.00,10822.00,2398208.00,1916650.00,481558.00,757650.00,276091.00,4700539.00,3852426.00,848113.00,572022.00,276091.00,3021379.00,1916650.00,1104729.00,347079.00,757650.00,4322122.00,4097179.00,224943.00,3565020.00,3340077.00,224943.00,2995459.00,2513901.00,481558.00,2069438.00,1587880.00,481558.00
2010:Q1,4074946.00,3877854.00,197092.00,556497.00,359404.00,3239728.00,260553.00,126142.00,29673.00,186151.00,232699.00,2039851.00,4743.00,112653.00,64720.00,70721.00,89208.00,66711.00,0.00,10972.00,2459579.00,1962048.00,497531.00,764238.00,266706.00,4701057.00,3877854.00,823203.00,556497.00,266706.00,3085690.00,1962048.00,1123642.00,359404.00,764238.00,4432371.00,4235279.00,197092.00,3557772.00,3360680.00,197092.00,3142931.00,2645400.00,497531.00,2127101.00,1629570.00,497531.00
2010:Q2,4136441.00,3954941.00,181500.00,546804.00,365304.00,3293718.00,262961.00,124524.00,30671.00,188838.00,235729.00,2069860.00,4817.00,115832.00,67086.00,71488.00,87524.00,67839.00,0.00,11122.00,2495568.00,1998603.00,496965.00,761223.00,264258.00,4766003.00,3954941.00,811062.00,546804.00,264258.00,3125130.00,1998603.00,1126527.00,365304.00,761223.00,3911383.00,3729883.00,181500.00,3614442.00,3432942.00,181500.00,2827059.00,2330094.00,496965.00,2159382.00,1662417.00,496965.00
