1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q3,2627.00,2627.00,0.00,0.00,0.00,18210.00,18210.00,110924.00,110924.00,22681.00,22681.00,230748.00,146945.00,44022.00,39781.00,230748.00,716806.00,322059.00,291657.00,103090.00,536731.00,398999.00,137732.00,43276.00,43276.00,1220501.00,1220501.00,72740.00,72740.00,-36275.00,1478406.00,361316.00,-36275.00,1478406.00,361316.00
2006:Q4,2627.00,2627.00,0.00,0.00,0.00,18972.00,18972.00,115014.00,115014.00,22840.00,22840.00,232066.00,149780.00,43487.00,38799.00,232066.00,715764.00,320547.00,291494.00,103723.00,548157.00,405093.00,143064.00,64745.00,64745.00,1242302.00,1242302.00,93469.00,93469.00,-28843.00,1468330.00,276637.00,-28843.00,1468330.00,276637.00
2007:Q1,2627.00,2627.00,0.00,0.00,0.00,22741.00,22741.00,118235.00,118235.00,23411.00,23411.00,236707.00,152116.00,43766.00,40825.00,236707.00,722922.00,323576.00,294516.00,104830.00,557005.00,411741.00,145264.00,65879.00,65879.00,1377134.00,1377134.00,92276.00,92276.00,-28241.00,1503599.00,289131.00,-28241.00,1503599.00,289131.00
2007:Q2,2627.00,2627.00,0.00,0.00,0.00,21125.00,21125.00,127239.00,127239.00,23411.00,23411.00,238388.00,153240.00,43956.00,41192.00,238388.00,730151.00,326650.00,297582.00,105919.00,579397.00,426712.00,152685.00,67015.00,67015.00,1436481.00,1436481.00,112870.00,112870.00,-93952.00,1534475.00,187227.00,-93952.00,1534475.00,187227.00
2007:Q3,2627.00,2627.00,0.00,0.00,0.00,24555.00,24555.00,129612.00,129612.00,23809.00,23809.00,244821.00,157893.00,45077.00,41851.00,244821.00,737453.00,329594.00,300709.00,107150.00,590894.00,436022.00,154872.00,68150.00,68150.00,1415113.00,1415113.00,117682.00,117682.00,-97658.00,1538925.00,189351.00,-97658.00,1538925.00,189351.00
2007:Q4,26627.00,2627.00,24000.00,0.00,0.00,20893.00,20893.00,128387.00,128387.00,23852.00,23852.00,247611.00,163257.00,43729.00,40625.00,247611.00,734472.00,327255.00,299814.00,107403.00,588726.00,433876.00,154850.00,69286.00,69286.00,1240241.00,1240241.00,137344.00,137344.00,-21631.00,1516754.00,292921.00,-21631.00,1516754.00,292921.00
2008:Q1,23627.00,2627.00,21000.00,0.00,0.00,26682.00,26682.00,133195.00,133195.00,25152.00,25152.00,258286.00,171649.00,44214.00,42423.00,258286.00,741817.00,329165.00,303148.00,109504.00,556603.00,411169.00,145434.00,72970.00,72970.00,1369083.00,1369083.00,136915.00,136915.00,163649.00,1552628.00,520477.00,163649.00,1552628.00,520477.00
2008:Q2,64627.00,2627.00,62000.00,0.00,0.00,20127.00,20127.00,141188.00,141188.00,25544.00,25544.00,259402.00,171986.00,44734.00,42682.00,259402.00,752235.00,333897.00,307806.00,110532.00,553490.00,405652.00,147838.00,76654.00,76654.00,1359652.00,1359652.00,138523.00,138523.00,225441.00,1566753.00,559987.00,225441.00,1566753.00,559987.00
2008:Q3,290890.00,2627.00,288263.00,0.00,0.00,27091.00,27091.00,128215.00,128215.00,25332.00,25332.00,263304.00,175356.00,44758.00,43190.00,263304.00,767280.00,340946.00,314055.00,112279.00,513931.00,377878.00,136053.00,80338.00,80338.00,1136864.00,1136864.00,145019.00,145019.00,398185.00,1568572.00,801179.00,398185.00,1568572.00,801179.00
2008:Q4,556355.00,2627.00,553728.00,0.00,0.00,15496.00,15496.00,122191.00,122191.00,27007.00,27007.00,265195.00,182708.00,40356.00,42131.00,265195.00,759854.00,337277.00,310940.00,111637.00,455987.00,338332.00,117655.00,84024.00,84024.00,887010.00,887010.00,163846.00,163846.00,676106.00,1535824.00,1332784.00,676106.00,1535824.00,1332784.00
2009:Q1,312544.00,2627.00,309917.00,0.00,0.00,18991.00,18991.00,110381.00,110381.00,26511.00,26511.00,267448.00,184898.00,42040.00,40510.00,267448.00,757847.00,339403.00,309591.00,108853.00,460221.00,346531.00,113690.00,81872.00,81872.00,802182.00,802182.00,159645.00,159645.00,793208.00,1588510.00,1550065.00,793208.00,1588510.00,1550065.00
2009:Q2,117211.00,2626.00,114585.00,0.00,0.00,18162.00,18162.00,102622.00,102622.00,24833.00,24833.00,268924.00,187157.00,41127.00,40640.00,268924.00,757360.00,342072.00,308946.00,106342.00,512307.00,385051.00,127256.00,79721.00,79721.00,843665.00,843665.00,160814.00,160814.00,672514.00,1614810.00,1470953.00,672514.00,1614810.00,1470953.00
2009:Q3,59383.00,2627.00,56756.00,0.00,0.00,14653.00,14653.00,94925.00,94925.00,24461.00,24461.00,274613.00,192862.00,40528.00,41223.00,274613.00,758168.00,345359.00,308800.00,104009.00,566086.00,426147.00,139939.00,77570.00,77570.00,889216.00,889216.00,161936.00,161936.00,535856.00,1629825.00,1298940.00,535856.00,1629825.00,1298940.00
2009:Q4,12899.00,2627.00,10272.00,0.00,0.00,15897.00,15897.00,88061.00,88061.00,22085.00,22085.00,273620.00,192408.00,39225.00,41987.00,273620.00,754834.00,346012.00,306989.00,101833.00,596447.00,451641.00,144806.00,75419.00,75419.00,856823.00,856823.00,180413.00,180413.00,498632.00,1597572.00,1231614.00,498632.00,1597572.00,1231614.00
2010:Q1,2627.00,2627.00,0.00,0.00,0.00,21140.00,21140.00,87132.00,87132.00,24610.00,24610.00,275669.00,193516.00,39148.00,43005.00,275669.00,753932.00,336002.00,308861.00,109069.00,606930.00,457304.00,149626.00,79265.00,79265.00,849181.00,849181.00,179337.00,179337.00,472176.00,1662620.00,1238701.00,472176.00,1662620.00,1238701.00
2010:Q2,3872.00,2627.00,1245.00,0.00,0.00,17805.00,17805.00,81028.00,81028.00,25509.00,25509.00,281234.00,198114.00,38823.00,44297.00,281234.00,760592.00,329538.00,313828.00,117226.00,579466.00,438545.00,140921.00,83110.00,83110.00,765550.00,765550.00,180481.00,180481.00,638130.00,1707733.00,1560396.00,638130.00,1707733.00,1560396.00
2010:Q3,2688.00,2627.00,61.00,0.00,0.00,19687.00,19687.00,79263.00,79263.00,22560.00,22560.00,288453.00,204919.00,39126.00,44408.00,288453.00,765051.00,322319.00,317876.00,124856.00,605423.00,453977.00,151446.00,86957.00,86957.00,773468.00,773468.00,184404.00,184404.00,553114.00,1741344.00,1534766.00,553114.00,1741344.00,1534766.00
2010:Q4,2702.00,2627.00,75.00,0.00,0.00,14401.00,14401.00,78411.00,78411.00,24741.00,24741.00,290735.00,209445.00,39671.00,41619.00,290735.00,761175.00,310778.00,318692.00,131705.00,626105.00,466228.00,159877.00,90802.00,90802.00,733352.00,733352.00,202897.00,202897.00,448509.00,1730764.00,1454821.00,448509.00,1730764.00,1454821.00
2011:Q1,2627.00,2627.00,0.00,0.00,0.00,15011.00,15011.00,76618.00,76618.00,25166.00,25166.00,293637.00,211304.00,39896.00,42437.00,293637.00,760684.00,313290.00,318011.00,129383.00,646106.00,482082.00,164024.00,91542.00,91542.00,709442.00,709442.00,202811.00,202811.00,386425.00,1766522.00,1408926.00,386425.00,1766522.00,1408926.00
2011:Q2,2627.00,2627.00,0.00,0.00,0.00,14106.00,14106.00,74154.00,74154.00,25639.00,25639.00,296320.00,215767.00,38605.00,41948.00,296320.00,773911.00,322185.00,322857.00,128869.00,650149.00,488171.00,161978.00,92282.00,92282.00,727626.00,727626.00,196467.00,196467.00,403531.00,1979949.00,1501910.00,403531.00,1979949.00,1501910.00
2011:Q3,3127.00,2627.00,500.00,0.00,0.00,16264.00,16264.00,69585.00,69585.00,24395.00,24395.00,303040.00,221985.00,38462.00,42593.00,303040.00,781397.00,328177.00,325456.00,127764.00,608567.00,465154.00,143413.00,93022.00,93022.00,726715.00,726715.00,205448.00,205448.00,623806.00,1790393.00,1882517.00,623806.00,1790393.00,1882517.00
2011:Q4,102450.00,2627.00,99823.00,0.00,0.00,12564.00,12564.00,69957.00,69957.00,24306.00,24306.00,305498.00,225030.00,37913.00,42555.00,305498.00,796365.00,338350.00,330979.00,127036.00,633826.00,483886.00,149940.00,93762.00,93762.00,658743.00,658743.00,221428.00,221428.00,517586.00,1748208.00,1766330.00,517586.00,1748208.00,1766330.00
2012:Q1,49109.00,2627.00,46482.00,0.00,0.00,16831.00,16831.00,68798.00,68798.00,26173.00,26173.00,305450.00,224154.00,38104.00,43192.00,305450.00,789626.00,330213.00,329516.00,129897.00,648776.00,496686.00,152090.00,90681.00,90681.00,651519.00,651519.00,220276.00,220276.00,382302.00,1788607.00,1602006.00,382302.00,1788607.00,1602006.00
2012:Q2,30596.00,2627.00,27969.00,0.00,0.00,13043.00,13043.00,71431.00,71431.00,28018.00,28018.00,301686.00,219539.00,38489.00,43658.00,301686.00,791105.00,325475.00,331570.00,134060.00,636279.00,489993.00,146286.00,87601.00,87601.00,706476.00,706476.00,223129.00,223129.00,444899.00,1802502.00,1745486.00,444899.00,1802502.00,1745486.00
2012:Q3,15177.00,2626.00,12551.00,0.00,0.00,12522.00,12522.00,72568.00,72568.00,28444.00,28444.00,306448.00,223535.00,38847.00,44066.00,306448.00,791508.00,320483.00,333225.00,137800.00,651608.00,501414.00,150194.00,84520.00,84520.00,656864.00,656864.00,221460.00,221460.00,380952.00,1804844.00,1717826.00,380952.00,1804844.00,1717826.00
2012:Q4,11516.00,2627.00,8889.00,0.00,0.00,13721.00,13721.00,69579.00,69579.00,24881.00,24881.00,303741.00,222635.00,38282.00,42824.00,303741.00,802127.00,320681.00,338989.00,142457.00,653505.00,503699.00,149806.00,81441.00,81441.00,579545.00,579545.00,234774.00,234774.00,390852.00,1797321.00,1791524.00,390852.00,1797321.00,1791524.00
2013:Q1,10682.00,2626.00,8056.00,0.00,0.00,13376.00,13376.00,70715.00,70715.00,25900.00,25900.00,302286.00,220582.00,38578.00,43126.00,302286.00,799817.00,328358.00,336026.00,135433.00,645818.00,502608.00,143210.00,80822.00,80822.00,638586.00,638586.00,233638.00,233638.00,309820.00,1808706.00,1649040.00,309820.00,1808706.00,1649040.00
2013:Q2,4305.00,2626.00,1679.00,0.00,0.00,11972.00,11972.00,63931.00,63931.00,27753.00,27753.00,301985.00,220625.00,38199.00,43161.00,301985.00,805768.00,339855.00,336383.00,129530.00,642946.00,501364.00,141582.00,80205.00,80205.00,713156.00,713156.00,231253.00,231253.00,335011.00,1929212.00,1648176.00,335011.00,1929212.00,1648176.00
2013:Q3,3137.00,2626.00,511.00,0.00,0.00,10457.00,10457.00,62982.00,62982.00,26839.00,26839.00,305596.00,223844.00,38246.00,43506.00,305596.00,807979.00,349690.00,335189.00,123100.00,657755.00,512428.00,145327.00,79587.00,79587.00,702253.00,702253.00,230988.00,230988.00,300821.00,2069930.00,1588784.00,300821.00,2069930.00,1588784.00
2013:Q4,2898.00,2626.00,272.00,0.00,0.00,10555.00,10555.00,61149.00,61149.00,27878.00,27878.00,304160.00,222827.00,38513.00,42820.00,304160.00,807838.00,358505.00,332966.00,116367.00,676201.00,525488.00,150713.00,78969.00,78969.00,673543.00,673543.00,246931.00,246931.00,219381.00,1785693.00,1437477.00,219381.00,1785693.00,1437477.00
2014:Q1,3033.00,2626.00,407.00,0.00,0.00,10438.00,10438.00,58074.00,58074.00,28909.00,28909.00,307918.00,226455.00,38366.00,43097.00,307918.00,809328.00,355820.00,334554.00,118954.00,665638.00,521067.00,144571.00,78253.00,78253.00,794535.00,794535.00,246245.00,246245.00,244842.00,1820186.00,1489207.00,244842.00,1820186.00,1489207.00
2014:Q2,2750.00,2626.00,124.00,0.00,0.00,9045.00,9045.00,62120.00,62120.00,30224.00,30224.00,311100.00,229527.00,38864.00,42709.00,311100.00,817434.00,355669.00,339005.00,122760.00,673916.00,528353.00,145563.00,77536.00,77536.00,746545.00,746545.00,248999.00,248999.00,229610.00,1839597.00,1468196.00,229610.00,1839597.00,1468196.00
2014:Q3,2866.00,2626.00,240.00,0.00,0.00,9312.00,9312.00,67225.00,67225.00,29568.00,29568.00,311527.00,228700.00,39087.00,43740.00,311527.00,824198.00,354953.00,342879.00,126366.00,667533.00,523394.00,144139.00,76820.00,76820.00,735351.00,735351.00,248839.00,248839.00,292039.00,1842869.00,1541571.00,292039.00,1842869.00,1541571.00
2014:Q4,4154.00,2626.00,1528.00,0.00,0.00,9064.00,9064.00,70364.00,70364.00,29069.00,29069.00,309971.00,228286.00,38756.00,42929.00,309971.00,822537.00,350102.00,343316.00,129119.00,672259.00,527385.00,144874.00,76104.00,76104.00,720621.00,720621.00,257309.00,257309.00,283456.00,1806245.00,1503872.00,283456.00,1806245.00,1503872.00
2015:Q1,3436.00,2626.00,810.00,0.00,0.00,10158.00,10158.00,71917.00,71917.00,30219.00,30219.00,312271.00,230244.00,37368.00,44659.00,312271.00,821128.00,353391.00,341931.00,125806.00,681345.00,534592.00,146753.00,74708.00,74708.00,755388.00,755388.00,253237.00,253237.00,305866.00,1937933.00,1541878.00,305866.00,1937933.00,1541878.00
2015:Q2,3261.00,2626.00,635.00,0.00,0.00,9239.00,9239.00,70430.00,70430.00,31016.00,31016.00,311139.00,231114.00,36031.00,43994.00,311139.00,828798.00,360951.00,344117.00,123730.00,678179.00,530850.00,147329.00,73745.00,73745.00,703075.00,703075.00,250593.00,250593.00,358401.00,2091676.00,1590996.00,358401.00,2091676.00,1590996.00
2015:Q3,3307.00,2626.00,681.00,0.00,0.00,8253.00,8253.00,67386.00,67386.00,30608.00,30608.00,314570.00,234791.00,34741.00,45038.00,314570.00,838894.00,369965.00,347101.00,121828.00,656928.00,513919.00,143009.00,72653.00,72653.00,747497.00,747497.00,251029.00,251029.00,519637.00,2210572.00,1878401.00,519637.00,2210572.00,1878401.00
2015:Q4,3623.00,2626.00,997.00,0.00,0.00,8533.00,8533.00,71937.00,71937.00,30554.00,30554.00,313120.00,236089.00,33497.00,43534.00,313120.00,838069.00,373499.00,345681.00,118889.00,665931.00,519485.00,146446.00,71785.00,71785.00,706835.00,706835.00,264694.00,264694.00,496950.00,1821674.00,1832295.00,496950.00,1821674.00,1832295.00
2016:Q1,2772.00,2626.00,146.00,0.00,0.00,8279.00,8279.00,70971.00,70971.00,31836.00,31836.00,320515.00,241946.00,34000.00,44569.00,320515.00,844958.00,378006.00,348133.00,118819.00,666106.00,519898.00,146208.00,69896.00,69896.00,785656.00,785656.00,262972.00,262972.00,536052.00,1860175.00,1899069.00,536052.00,1860175.00,1899069.00
2016:Q2,5620.00,2626.00,2994.00,0.00,0.00,8661.00,8661.00,72973.00,72973.00,32665.00,32665.00,327816.00,248373.00,34861.00,44582.00,327816.00,849225.00,380965.00,349575.00,118685.00,671813.00,523660.00,148153.00,68102.00,68102.00,719045.00,719045.00,264982.00,264982.00,551603.00,1883454.00,1947527.00,551603.00,1883454.00,1947527.00
