1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,89602.00,383.00,0.00,0.00,0.00,16548.00,0.00,11586.00,0.00,1549.00,3413.00,177.00,29.00,0.00,72465.00,0.00,0.00,72054.00,411.00,89644.00,88245.00,16191.00,72054.00,ND,88203.00,1399.00,ND,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,102184.00,467.00,0.00,0.00,0.00,18712.00,0.00,12816.00,0.00,1712.00,4184.00,225.00,316.00,0.00,82464.00,0.00,0.00,82023.00,441.00,102234.00,100386.00,18363.00,82023.00,ND,100336.00,1848.00,ND,ND
1952:Q1,105956.00,473.00,367.00,0.00,83.00,19295.00,0.00,13109.00,5.00,1751.00,4430.00,239.00,1489.00,0.00,84010.00,0.00,139.00,83268.00,603.00,106006.00,103824.00,20556.00,83268.00,ND,103774.00,2182.00,ND,ND
1952:Q2,109439.00,469.00,381.00,0.00,86.00,20101.00,0.00,13569.00,10.00,1794.00,4728.00,255.00,1609.00,0.00,86538.00,0.00,145.00,85762.00,631.00,109493.00,107216.00,21454.00,85762.00,ND,107162.00,2277.00,ND,ND
1952:Q3,112977.00,465.00,396.00,0.00,90.00,21143.00,0.00,14144.00,15.00,1838.00,5146.00,272.00,1651.00,0.00,88960.00,0.00,151.00,88152.00,657.00,113027.00,110665.00,22513.00,88152.00,ND,110615.00,2362.00,ND,ND
1952:Q4,116651.00,468.00,411.00,0.00,93.00,21725.00,0.00,14264.00,20.00,1883.00,5558.00,290.00,1899.00,0.00,91765.00,0.00,160.00,90933.00,672.00,116709.00,114214.00,23281.00,90933.00,ND,114156.00,2495.00,ND,ND
1953:Q1,120284.00,483.00,427.00,0.00,94.00,22407.00,0.00,14449.00,22.00,1933.00,6003.00,311.00,1975.00,0.00,94587.00,0.00,167.00,93738.00,682.00,120344.00,117751.00,24013.00,93738.00,ND,117691.00,2593.00,ND,ND
1953:Q2,124067.00,510.00,444.00,0.00,96.00,23453.00,0.00,15026.00,23.00,1986.00,6418.00,333.00,2105.00,0.00,97126.00,0.00,175.00,96268.00,683.00,124133.00,121434.00,25166.00,96268.00,ND,121368.00,2699.00,ND,ND
1953:Q3,127913.00,538.00,461.00,0.00,96.00,24222.00,0.00,15352.00,24.00,2042.00,6804.00,356.00,2237.00,0.00,100003.00,0.00,182.00,99136.00,685.00,127986.00,125187.00,26051.00,99136.00,ND,125114.00,2799.00,ND,ND
1953:Q4,131721.00,555.00,478.00,0.00,97.00,24756.00,0.00,15437.00,43.00,2103.00,7173.00,380.00,2467.00,0.00,102988.00,0.00,191.00,102112.00,685.00,131792.00,128886.00,26774.00,102112.00,ND,128815.00,2906.00,ND,ND
1954:Q1,135439.00,561.00,497.00,0.00,99.00,25437.00,0.00,15656.00,44.00,2166.00,7571.00,405.00,2687.00,0.00,105753.00,0.00,199.00,104862.00,692.00,135513.00,132495.00,27633.00,104862.00,ND,132421.00,3018.00,ND,ND
1954:Q2,139089.00,558.00,516.00,0.00,101.00,26448.00,0.00,16151.00,47.00,2232.00,8018.00,430.00,2769.00,0.00,108267.00,0.00,205.00,107362.00,700.00,139165.00,136059.00,28697.00,107362.00,ND,135983.00,3106.00,ND,ND
1954:Q3,142763.00,553.00,536.00,0.00,103.00,27090.00,0.00,16238.00,43.00,2302.00,8507.00,457.00,2910.00,0.00,111114.00,0.00,213.00,110191.00,710.00,142843.00,139628.00,29437.00,110191.00,ND,139548.00,3215.00,ND,ND
1954:Q4,146514.00,551.00,556.00,0.00,106.00,27860.00,0.00,16417.00,45.00,2376.00,9022.00,487.00,3253.00,0.00,113701.00,0.00,224.00,112747.00,730.00,146605.00,143224.00,30477.00,112747.00,ND,143133.00,3381.00,ND,ND
1955:Q1,150306.00,558.00,577.00,0.00,111.00,28499.00,0.00,16520.00,52.00,2456.00,9471.00,521.00,3664.00,0.00,116376.00,0.00,237.00,115377.00,762.00,150397.00,146829.00,31452.00,115377.00,ND,146738.00,3568.00,ND,ND
1955:Q2,154301.00,570.00,600.00,0.00,118.00,29487.00,0.00,17019.00,59.00,2542.00,9867.00,557.00,4667.00,0.00,118302.00,0.00,259.00,117245.00,798.00,154400.00,150528.00,33283.00,117245.00,ND,150429.00,3872.00,ND,ND
1955:Q3,158340.00,583.00,623.00,0.00,125.00,30391.00,0.00,17477.00,66.00,2632.00,10216.00,597.00,5626.00,0.00,120395.00,0.00,280.00,119272.00,843.00,158454.00,154293.00,35021.00,119272.00,ND,154179.00,4161.00,ND,ND
1955:Q4,162314.00,589.00,647.00,0.00,132.00,31031.00,0.00,17686.00,77.00,2723.00,10545.00,639.00,6285.00,0.00,122991.00,0.00,295.00,121800.00,896.00,162441.00,158064.00,36264.00,121800.00,ND,157937.00,4377.00,ND,ND
1956:Q1,166331.00,594.00,671.00,0.00,140.00,31743.00,0.00,17889.00,95.00,2816.00,10943.00,685.00,7034.00,0.00,125464.00,0.00,311.00,124201.00,952.00,166463.00,161849.00,37648.00,124201.00,ND,161717.00,4614.00,ND,ND
1956:Q2,170323.00,595.00,697.00,0.00,150.00,32605.00,0.00,18175.00,98.00,2911.00,11421.00,733.00,6940.00,0.00,128603.00,0.00,317.00,127259.00,1027.00,170459.00,165744.00,38485.00,127259.00,ND,165608.00,4715.00,ND,ND
1956:Q3,174611.00,597.00,724.00,0.00,158.00,33772.00,0.00,18664.00,107.00,3009.00,11992.00,786.00,6901.00,0.00,131673.00,0.00,324.00,130248.00,1101.00,174753.00,169913.00,39665.00,130248.00,ND,169771.00,4840.00,ND,ND
1956:Q4,179321.00,605.00,752.00,0.00,166.00,34470.00,0.00,18606.00,114.00,3110.00,12640.00,844.00,7265.00,0.00,135219.00,0.00,339.00,133727.00,1153.00,179468.00,174417.00,40690.00,133727.00,ND,174270.00,5051.00,ND,ND
1957:Q1,185996.00,624.00,781.00,0.00,172.00,35319.00,0.00,18662.00,139.00,3214.00,13304.00,907.00,7229.00,0.00,140964.00,0.00,348.00,139416.00,1200.00,186148.00,180971.00,41555.00,139416.00,ND,180819.00,5177.00,ND,ND
1957:Q2,193140.00,653.00,811.00,0.00,177.00,36398.00,0.00,18942.00,154.00,3322.00,13980.00,974.00,8225.00,0.00,145902.00,0.00,370.00,144309.00,1223.00,193296.00,187819.00,43510.00,144309.00,ND,187663.00,5477.00,ND,ND
1957:Q3,200150.00,682.00,842.00,0.00,182.00,37229.00,0.00,18952.00,171.00,3431.00,14675.00,1046.00,7932.00,0.00,152237.00,0.00,373.00,150604.00,1260.00,200310.00,194786.00,44182.00,150604.00,ND,194626.00,5524.00,ND,ND
1957:Q4,207069.00,703.00,874.00,0.00,186.00,37975.00,0.00,18865.00,210.00,3539.00,15361.00,1123.00,7789.00,0.00,158419.00,0.00,378.00,156743.00,1298.00,207233.00,201638.00,44895.00,156743.00,ND,201474.00,5595.00,ND,ND
1958:Q1,212145.00,717.00,908.00,0.00,191.00,38963.00,0.00,19026.00,244.00,3648.00,16045.00,1203.00,8380.00,0.00,161783.00,0.00,393.00,160068.00,1322.00,212291.00,206485.00,46417.00,160068.00,ND,206339.00,5806.00,ND,ND
1958:Q2,217166.00,727.00,943.00,0.00,194.00,39913.00,0.00,19241.00,218.00,3760.00,16694.00,1286.00,9321.00,0.00,164782.00,0.00,414.00,163033.00,1335.00,217318.00,211232.00,48199.00,163033.00,ND,211080.00,6086.00,ND,ND
1958:Q3,222266.00,733.00,979.00,0.00,198.00,40988.00,0.00,19561.00,228.00,3868.00,17331.00,1376.00,10549.00,0.00,167443.00,0.00,440.00,165658.00,1345.00,222441.00,216013.00,50355.00,165658.00,ND,215838.00,6428.00,ND,ND
1958:Q4,227547.00,740.00,1017.00,0.00,204.00,41916.00,0.00,19752.00,233.00,3963.00,17968.00,1478.00,11961.00,0.00,170231.00,0.00,469.00,168396.00,1366.00,227743.00,220927.00,52531.00,168396.00,ND,220731.00,6816.00,ND,ND
1959:Q1,231477.00,746.00,1056.00,0.00,211.00,42716.00,0.00,19991.00,261.00,4048.00,18416.00,1588.00,12552.00,0.00,172608.00,0.00,484.00,170714.00,1410.00,231653.00,224624.00,53910.00,170714.00,ND,224448.00,7029.00,ND,ND
1959:Q2,235740.00,750.00,1096.00,0.00,218.00,43813.00,0.00,20447.00,304.00,4124.00,18938.00,1703.00,13731.00,0.00,174429.00,0.00,510.00,172464.00,1455.00,235944.00,228558.00,56094.00,172464.00,ND,228354.00,7386.00,ND,ND
1959:Q3,239948.00,754.00,1138.00,0.00,227.00,44999.00,0.00,21058.00,327.00,4192.00,19422.00,1832.00,13882.00,0.00,177116.00,0.00,520.00,175078.00,1518.00,240183.00,232636.00,57558.00,175078.00,ND,232401.00,7547.00,ND,ND
