1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q3,8577296.00,22013.00,58504.00,111241.00,47326.00,2039214.00,72055.00,1080807.00,380042.00,837.00,505473.00,31313.00,2389334.00,1245979.00,2632372.00,355816.00,55347.00,2083725.00,137484.00,8663839.00,6371316.00,4287591.00,2083725.00,12158579.00,6284773.00,2292523.00,2553750.00,1027533.00
2002:Q4,8769887.00,23043.00,58559.00,110505.00,46077.00,2016635.00,69871.00,1098631.00,375314.00,858.00,471961.00,31435.00,2595770.00,1327531.00,2560332.00,373699.00,49933.00,2002943.00,133757.00,8855092.00,6458023.00,4455080.00,2002943.00,12373542.00,6372818.00,2397069.00,2532000.00,1071655.00
2003:Q1,8859171.00,24090.00,53903.00,108437.00,45247.00,1952794.00,68000.00,1041672.00,388950.00,876.00,453296.00,31564.00,2603544.00,1281435.00,2758157.00,369030.00,53470.00,2196779.00,138878.00,8945335.00,6540894.00,4393635.00,2147259.00,12586683.00,6454730.00,2404441.00,2647250.00,1080262.00
2003:Q2,9206405.00,24957.00,57128.00,107886.00,44954.00,2002369.00,64192.00,1106592.00,395533.00,851.00,435201.00,32893.00,3030278.00,1450689.00,2455251.00,413914.00,49917.00,1852671.00,138749.00,9293597.00,6619107.00,4766436.00,1852671.00,13086029.00,6531915.00,2674490.00,2762500.00,1117124.00
2003:Q3,9349678.00,24338.00,54762.00,107320.00,44113.00,2059961.00,62056.00,1108250.00,426628.00,2570.00,460457.00,31585.00,3139296.00,1486932.00,2401371.00,431442.00,48597.00,1785497.00,135835.00,9435919.00,6698797.00,4913300.00,1785497.00,13362978.00,6612556.00,2737122.00,2877750.00,1135550.00
2003:Q4,9676056.00,24035.00,60382.00,106603.00,43905.00,2140055.00,62943.00,1132537.00,456159.00,4386.00,484030.00,30648.00,3467564.00,1632866.00,2169998.00,475847.00,49764.00,1508552.00,135835.00,9763659.00,6779020.00,5270468.00,1508552.00,13848526.00,6691417.00,2984639.00,2993000.00,1179470.00
2004:Q1,9877697.00,23729.00,58188.00,105824.00,43603.00,2159830.00,61830.00,1110960.00,478015.00,6478.00,502547.00,29237.00,3556710.00,1673773.00,2226803.00,474415.00,47487.00,1568145.00,136756.00,9963501.00,6930884.00,5362739.00,1568145.00,14172992.00,6845080.00,3032617.00,3069500.00,1225795.00
2004:Q2,10064018.00,22848.00,49576.00,104981.00,42595.00,2193386.00,59134.00,1113188.00,498699.00,8253.00,514112.00,27892.00,3561152.00,1699479.00,2362109.00,481474.00,50887.00,1686134.00,143614.00,10149099.00,7083035.00,5396901.00,1686134.00,14461869.00,6997954.00,3066064.00,3146000.00,1251851.00
2004:Q3,10213423.00,25657.00,54091.00,107617.00,38095.00,2196064.00,52641.00,1133305.00,490586.00,2304.00,517228.00,27364.00,3526305.00,1690445.00,2547785.00,470083.00,47904.00,1876370.00,153428.00,10295181.00,7236576.00,5360206.00,1876370.00,14729760.00,7154818.00,3058605.00,3222500.00,1293837.00
2004:Q4,10625626.00,23271.00,60094.00,112373.00,36844.00,2208739.00,52951.00,1173307.00,463162.00,2539.00,516780.00,25034.00,3848132.00,1868734.00,2442405.00,508050.00,46648.00,1721222.00,166485.00,10711595.00,7393627.00,5672405.00,1721222.00,15275049.00,7307658.00,3317968.00,3299000.00,1350423.00
2005:Q1,10703427.00,20422.00,60585.00,116698.00,35638.00,2211446.00,53439.00,1172563.00,442438.00,1953.00,541053.00,23546.00,3748968.00,1897244.00,2588880.00,503777.00,45497.00,1869401.00,170205.00,10787067.00,7482923.00,5613522.00,1869401.00,15400777.00,7399283.00,3304144.00,3330500.00,1366850.00
2005:Q2,10902614.00,18594.00,66340.00,122411.00,34694.00,2219446.00,53612.00,1180411.00,419625.00,1555.00,564243.00,21575.00,3812340.00,1996929.00,2610285.00,509664.00,43906.00,1872675.00,184040.00,10984376.00,7575139.00,5702464.00,1872675.00,15672880.00,7493377.00,3409237.00,3362000.00,1408266.00
2005:Q3,11147509.00,18613.00,72647.00,126031.00,30518.00,2255831.00,48578.00,1192848.00,424240.00,1476.00,588689.00,24125.00,3940282.00,2122543.00,2556919.00,522900.00,46226.00,1794666.00,193127.00,11234676.00,7669045.00,5874379.00,1794666.00,15971800.00,7581878.00,3565631.00,3393500.00,1430791.00
2005:Q4,11364338.00,16747.00,75327.00,131089.00,29037.00,2319256.00,48679.00,1214910.00,432957.00,1647.00,621063.00,23250.00,4004214.00,2235102.00,2530316.00,533151.00,44763.00,1746324.00,206078.00,11457535.00,7762248.00,6015924.00,1746324.00,16253934.00,7669051.00,3695287.00,3425000.00,1464596.00
2006:Q1,11642612.00,15052.00,77221.00,136048.00,27524.00,2337233.00,48346.00,1200597.00,431134.00,1741.00,655415.00,22835.00,4198485.00,2356670.00,2471544.00,540683.00,44251.00,1671231.00,215379.00,11743715.00,7876053.00,6204822.00,1671231.00,16765204.00,7774950.00,3867662.00,3620500.00,1502092.00
2006:Q2,11724806.00,13758.00,80397.00,141116.00,25367.00,2384256.00,47075.00,1206537.00,432845.00,1815.00,695984.00,22925.00,4093885.00,2336024.00,2627078.00,532031.00,43761.00,1825047.00,226239.00,11830262.00,7989280.00,6164233.00,1825047.00,17057056.00,7883824.00,3840982.00,3816000.00,1516250.00
2006:Q3,11984888.00,14052.00,82609.00,144548.00,25742.00,2428827.00,48966.00,1231199.00,438418.00,1694.00,708550.00,23869.00,4211754.00,2436589.00,2616898.00,536731.00,43276.00,1803447.00,233444.00,12099313.00,8105011.00,6301564.00,1803447.00,17549354.00,7990586.00,3994302.00,4011500.00,1552966.00
2006:Q4,12179873.00,20610.00,52234.00,201917.00,6516.00,2476707.00,66954.00,1280190.00,373680.00,1605.00,754278.00,47277.00,3877033.00,2575229.00,2922350.00,548157.00,64745.00,1716124.00,593324.00,12303590.00,8221943.00,6505819.00,1716124.00,17985732.00,8098226.00,4081647.00,4207000.00,1598859.00
2007:Q1,12338115.00,21106.00,54805.00,206073.00,6731.00,2487840.00,69862.00,1271145.00,375869.00,1514.00,769450.00,48909.00,3893602.00,2628183.00,2990866.00,557005.00,65879.00,1764489.00,603493.00,12469300.00,8316938.00,6552449.00,1764489.00,18272273.00,8185753.00,4152362.00,4340000.00,1594158.00
2007:Q2,12621963.00,21606.00,57415.00,210377.00,6948.00,2517267.00,72805.00,1267087.00,381829.00,1431.00,794115.00,50566.00,4097206.00,2772235.00,2888343.00,579397.00,67015.00,1627750.00,614181.00,12765442.00,8415057.00,6787307.00,1627750.00,18885806.00,8271578.00,4350385.00,4605000.00,1658843.00
2007:Q3,12804778.00,21847.00,58213.00,212177.00,6927.00,2538495.00,73546.00,1278239.00,377038.00,1368.00,808304.00,51020.00,4175674.00,2829088.00,2911337.00,590894.00,68150.00,1630618.00,621675.00,12950122.00,8513973.00,6883355.00,1630618.00,19264454.00,8368629.00,4436149.00,4775000.00,1684676.00
2007:Q4,12827664.00,22087.00,58998.00,212633.00,6907.00,2584322.00,74280.00,1315007.00,372247.00,1402.00,821386.00,51467.00,4062651.00,2752326.00,3076273.00,588726.00,69286.00,1788044.00,630217.00,12973085.00,8612295.00,6824251.00,1788044.00,19251988.00,8466874.00,4360790.00,4748000.00,1676324.00
2008:Q1,12652284.00,20615.00,57715.00,213114.00,6590.00,2582362.00,72372.00,1301102.00,367693.00,1372.00,839823.00,49381.00,3685654.00,2541402.00,3495451.00,556603.00,72970.00,2236754.00,629124.00,12796317.00,8702657.00,6465903.00,2236754.00,18831860.00,8558624.00,4093660.00,4555000.00,1624576.00
2008:Q2,12729962.00,19139.00,56386.00,212774.00,6270.00,2612033.00,70416.00,1311253.00,369332.00,1318.00,859714.00,47267.00,3641024.00,2523079.00,3611990.00,553490.00,76654.00,2352181.00,629665.00,12876755.00,8794430.00,6442249.00,2352181.00,18923211.00,8647637.00,4082325.00,4580000.00,1613249.00
2008:Q3,12510099.00,17778.00,55988.00,214248.00,6049.00,2647723.00,69510.00,1340421.00,359711.00,1326.00,876755.00,43919.00,3296821.00,2244825.00,3982748.00,513931.00,80338.00,2767936.00,620543.00,12651113.00,8886123.00,6118187.00,2767936.00,18314193.00,8745109.00,3764990.00,4225000.00,1579094.00
2008:Q4,12106601.00,16392.00,55354.00,217007.00,5808.00,2654078.00,68358.00,1394459.00,340601.00,1268.00,849392.00,40637.00,2586714.00,1835504.00,4695107.00,455987.00,84024.00,3544714.00,610382.00,12235983.00,8976113.00,5431399.00,3544714.00,17256624.00,8846731.00,3259870.00,3681000.00,1469023.00
2009:Q1,12044597.00,15740.00,56318.00,214238.00,5816.00,2619544.00,69006.00,1390162.00,333138.00,1149.00,826089.00,38772.00,2283405.00,1727090.00,5083674.00,460221.00,81872.00,3931783.00,609798.00,12172957.00,9057547.00,5125764.00,3931783.00,17004561.00,8929187.00,3115410.00,3536000.00,1423964.00
2009:Q2,12471850.00,15042.00,56897.00,209677.00,5788.00,2556438.00,69234.00,1408599.00,323693.00,1049.00,753863.00,36888.00,2640215.00,1989327.00,4961578.00,512307.00,79721.00,3758277.00,611273.00,12607443.00,9142970.00,5384693.00,3758277.00,17882925.00,9007377.00,3464473.00,3925000.00,1486075.00
2009:Q3,12931211.00,14388.00,57853.00,205537.00,5797.00,2558922.00,69879.00,1433941.00,325020.00,1131.00,728951.00,36231.00,3041184.00,2280265.00,4731034.00,566086.00,77570.00,3464621.00,622757.00,13071661.00,9229807.00,5765186.00,3464621.00,18812571.00,9089357.00,3841854.00,4325000.00,1556360.00
2009:Q4,13161850.00,13736.00,58831.00,201699.00,5805.00,2644760.00,70539.00,1512826.00,329636.00,1330.00,730429.00,35577.00,3187491.00,2380576.00,4633375.00,596447.00,75419.00,3327818.00,633691.00,13302936.00,9315445.00,5987627.00,3327818.00,19235111.00,9174359.00,3987491.00,4488000.00,1585261.00
2010:Q1,13537160.00,14257.00,58937.00,197845.00,5714.00,2664511.00,70241.00,1507294.00,334704.00,1506.00,750766.00,36220.00,3378675.00,2480420.00,4700581.00,606930.00,79265.00,3373497.00,640889.00,13676693.00,9528537.00,6155040.00,3373497.00,19807161.00,9389004.00,4148156.00,4644000.00,1626001.00
2010:Q2,13528946.00,14781.00,59094.00,194127.00,5624.00,2698945.00,69987.00,1520030.00,337677.00,1680.00,769571.00,36876.00,2998587.00,2304774.00,5216138.00,579466.00,83110.00,3906259.00,647303.00,13659998.00,9740443.00,5834184.00,3906259.00,19529147.00,9609391.00,3919555.00,4405000.00,1595201.00
2010:Q3,14053590.00,15573.00,61466.00,193230.00,5754.00,2741859.00,72185.00,1548467.00,336985.00,1750.00,782472.00,37477.00,3290796.00,2528660.00,5178775.00,605423.00,86957.00,3829224.00,657171.00,14190915.00,9956323.00,6127099.00,3829224.00,20494405.00,9818998.00,4234592.00,4757000.00,1683815.00
2010:Q4,14532539.00,16373.00,63948.00,192290.00,5891.00,2860737.00,74488.00,1626660.00,339333.00,1993.00,818263.00,38046.00,3647776.00,2689682.00,5017796.00,626105.00,90802.00,3634094.00,666795.00,14675569.00,10172789.00,6538695.00,3634094.00,21315539.00,10029759.00,4502780.00,5029000.00,1754000.00
2011:Q1,14794495.00,18020.00,67024.00,197262.00,6099.00,2880235.00,77780.00,1630130.00,335778.00,2147.00,834400.00,36744.00,3804857.00,2800961.00,4983293.00,646106.00,91542.00,3561873.00,683772.00,14941810.00,10271472.00,6709599.00,3561873.00,21848952.00,10124157.00,4670338.00,5255000.00,1799457.00
2011:Q2,14908052.00,19682.00,70265.00,203483.00,6319.00,2710558.00,81239.00,1451931.00,330072.00,2214.00,845102.00,35417.00,3724142.00,2810466.00,5327720.00,650149.00,92282.00,3885390.00,699899.00,15057084.00,10370335.00,6589642.00,3780693.00,22034614.00,10221303.00,4686749.00,5315000.00,1811562.00
2011:Q3,14568774.00,20877.00,69194.00,206299.00,6185.00,2942397.00,80179.00,1678621.00,315957.00,1799.00,865841.00,34160.00,3124201.00,2462347.00,5703114.00,608567.00,93022.00,4296716.00,704809.00,14710393.00,10467537.00,6170821.00,4296716.00,21223659.00,10325918.00,4242856.00,4910000.00,1744885.00
2011:Q4,14906496.00,22055.00,67962.00,208247.00,6037.00,3036788.00,78945.00,1766320.00,304102.00,1437.00,885984.00,32854.00,3470054.00,2589142.00,5473357.00,633826.00,93762.00,4032124.00,713645.00,15053795.00,10566151.00,6534027.00,4032124.00,21852837.00,10418852.00,4487644.00,5153000.00,1793341.00
2012:Q1,15336414.00,21369.00,65343.00,201584.00,5799.00,3059591.00,75960.00,1773250.00,296180.00,1087.00,913114.00,32992.00,3901459.00,2815762.00,5232515.00,648776.00,90681.00,3772915.00,720143.00,15492332.00,10656502.00,6885349.00,3771153.00,22791948.00,10500584.00,4835830.00,5550000.00,1905534.00
2012:Q2,15336290.00,20698.00,62833.00,195471.00,5573.00,3103411.00,73091.00,1802123.00,286872.00,745.00,940580.00,33159.00,3763282.00,2711440.00,5440423.00,636279.00,87601.00,3992887.00,723656.00,15492550.00,10742761.00,6749874.00,3992887.00,22654747.00,10586501.00,4749789.00,5450000.00,1868457.00
2012:Q3,15622905.00,20229.00,62075.00,191417.00,5512.00,3156010.00,72131.00,1841666.00,284595.00,1068.00,956550.00,33125.00,3922001.00,2856901.00,5375635.00,651608.00,84520.00,3903622.00,735885.00,15782180.00,10828338.00,6924716.00,3903622.00,23242714.00,10669063.00,4953842.00,5700000.00,1919809.00
2012:Q4,15745287.00,19761.00,61309.00,187415.00,5450.00,3232981.00,71163.00,1894484.00,282892.00,1421.00,983021.00,33070.00,3849501.00,2893707.00,5462093.00,653505.00,81441.00,3979697.00,747450.00,15906384.00,10911035.00,6932564.00,3978471.00,23472685.00,10749938.00,4995349.00,5785000.00,1942398.00
2013:Q1,16098415.00,19678.00,62606.00,190440.00,5567.00,3272134.00,72647.00,1904009.00,278795.00,1781.00,1014902.00,32518.00,4170359.00,3092188.00,5252925.00,645818.00,80822.00,3767566.00,758719.00,16263792.00,11003357.00,7238357.00,3765000.00,24244897.00,10837980.00,5260435.00,6123000.00,2023482.00
2013:Q2,16240977.00,19599.00,63934.00,193868.00,5687.00,3227151.00,74162.00,1811056.00,276637.00,2253.00,1063043.00,31953.00,4173116.00,3121754.00,5403915.00,642946.00,80205.00,3912399.00,768365.00,16406223.00,11093900.00,7195527.00,3898373.00,24460727.00,10928654.00,5312323.00,6189000.00,2030750.00
2013:Q3,16572397.00,19621.00,66123.00,199266.00,5887.00,3161459.00,76619.00,1702966.00,276962.00,2335.00,1102577.00,31895.00,4305384.00,3307236.00,5475526.00,657755.00,79587.00,3959535.00,778649.00,16746011.00,11183955.00,7340151.00,3843804.00,25149890.00,11010341.00,5562056.00,6487000.00,2090493.00
2013:Q4,16972341.00,19642.00,68301.00,203387.00,6087.00,3520347.00,79064.00,2018745.00,278231.00,2393.00,1141914.00,31824.00,4622025.00,3513426.00,4987302.00,676201.00,78969.00,3442551.00,789581.00,17155335.00,11273561.00,7831010.00,3442551.00,25951835.00,11090567.00,5881774.00,6819000.00,2160494.00
2014:Q1,17127416.00,20575.00,69807.00,204643.00,6231.00,3524688.00,80685.00,2008783.00,277816.00,2367.00,1155037.00,32342.00,4598785.00,3573545.00,5096800.00,665638.00,78253.00,3554235.00,798674.00,17315318.00,11379747.00,7825512.00,3554235.00,26287704.00,11191845.00,5935571.00,6966000.00,2194288.00
2014:Q2,17386739.00,21506.00,71281.00,205849.00,6372.00,3545098.00,82274.00,2012978.00,278444.00,2363.00,1169039.00,32839.00,4708146.00,3698814.00,5096834.00,673916.00,77536.00,3537403.00,807979.00,17583711.00,11486760.00,7949357.00,3537403.00,26838978.00,11289788.00,6096951.00,7216000.00,2236239.00
2014:Q3,17444638.00,22387.00,72342.00,206602.00,6473.00,3582314.00,83410.00,2034471.00,275371.00,2280.00,1186782.00,33449.00,4621965.00,3659633.00,5239473.00,667533.00,76820.00,3676417.00,818703.00,17637713.00,11593639.00,7917222.00,3676417.00,26824722.00,11400564.00,6044074.00,7157000.00,2223084.00
2014:Q4,17641091.00,23265.00,73370.00,207218.00,6571.00,3648770.00,84511.00,2094527.00,271167.00,2240.00,1196325.00,34052.00,4760721.00,3715954.00,5171170.00,672259.00,76104.00,3593449.00,829358.00,17833642.00,11701076.00,8107627.00,3593449.00,27163097.00,11508525.00,6132566.00,7266000.00,2256006.00
2015:Q1,18000583.00,22834.00,74380.00,199938.00,6547.00,3542617.00,86428.00,1991478.00,261576.00,2207.00,1200928.00,32878.00,4809942.00,3914025.00,5397422.00,681345.00,74708.00,3785492.00,855877.00,18192935.00,11809810.00,8085239.00,3724571.00,27720063.00,11617458.00,6383125.00,7445000.00,2274480.00
2015:Q2,18122042.00,23194.00,75157.00,201554.00,6547.00,3449472.00,87372.00,1868525.00,258302.00,2220.00,1233053.00,32410.00,4740656.00,3933690.00,5659362.00,678179.00,73745.00,4041073.00,866365.00,18311912.00,11919147.00,8005630.00,3913517.00,27908932.00,11729277.00,6392765.00,7504000.00,2282890.00
2015:Q3,17909177.00,23748.00,74930.00,202460.00,6420.00,3366386.00,87500.00,1776527.00,255964.00,2039.00,1244356.00,31515.00,4335408.00,3659090.00,6209220.00,656928.00,72653.00,4608704.00,870935.00,18091652.00,12027735.00,7618947.00,4408788.00,27266853.00,11845260.00,6063917.00,7133000.00,2224676.00
2015:Q4,18216183.00,24307.00,74938.00,202908.00,6345.00,3805703.00,87858.00,2200835.00,255932.00,2004.00,1259074.00,30866.00,4540066.00,3764685.00,5766365.00,665931.00,71785.00,4150401.00,878248.00,18400665.00,12136704.00,7986303.00,4150401.00,27819162.00,11952222.00,6263961.00,7329000.00,2273979.00
2016:Q1,18396990.00,24729.00,73670.00,202053.00,6196.00,3818507.00,86699.00,2193916.00,256091.00,2392.00,1279409.00,29685.00,4532425.00,3812613.00,5897112.00,667809.00,71522.00,4280715.00,877066.00,18581656.00,12245323.00,7964608.00,4280715.00,28095664.00,12060657.00,6336333.00,7400000.00,2298674.00
2016:Q2,18610045.00,25627.00,75694.00,204396.00,6349.00,3851240.00,89187.00,2206958.00,258965.00,2444.00,1293686.00,29661.00,4579734.00,3878339.00,5959005.00,673297.00,71016.00,4327453.00,887239.00,18796798.00,12354043.00,8026590.00,4327453.00,28469660.00,12167290.00,6442755.00,7527000.00,2332615.00
2016:Q3,18921247.00,26093.00,76143.00,205006.00,6357.00,3884505.00,89844.00,2235354.00,257542.00,2454.00,1299311.00,29397.00,4736936.00,4027986.00,5928824.00,687099.00,70444.00,4276012.00,895269.00,19110101.00,12462802.00,8186790.00,4276012.00,ND,12273948.00,6647299.00,ND,ND
