1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,-720520.00,-721636.00,-138777.00,64632.00,25836.00,38796.00,-647491.00,0.00,-270257.00,-101474.00,0.00,-91116.00,-184644.00,1116.00,1116.00,0.00,-720520.00,-1600.00,-9688.00,-25056.00,0.00,-44932.00,0.00,0.00,-6564.00,11497.00,2392.00,200.00,-128949.00,-46754.00,17784.00,-63288.00,-372618.00,-52944.00
2009:Q2,-640119.00,-640667.00,-132785.00,-6592.00,-19360.00,12768.00,-501290.00,0.00,-269341.00,-19208.00,0.00,-17072.00,-195669.00,548.00,548.00,0.00,-640119.00,38000.00,3383.00,-9656.00,0.00,21556.00,0.00,0.00,-21276.00,18138.00,2396.00,-1484.00,-120669.00,17868.00,3228.00,45532.00,-576923.00,-60212.00
2009:Q3,-211846.00,-211078.00,2027.00,185512.00,-35372.00,220884.00,-398617.00,0.00,-288011.00,-21816.00,0.00,14936.00,-103726.00,-768.00,-768.00,0.00,-211846.00,33368.00,-14199.00,-5008.00,0.00,-39156.00,0.00,0.00,-11660.00,1718.00,2396.00,184.00,-71794.00,21150.00,-9476.00,-46920.00,-25080.00,-47368.00
2009:Q4,-274711.00,-274319.00,-22733.00,-6108.00,-31768.00,25660.00,-245478.00,0.00,-237211.00,-12746.00,0.00,20704.00,-16226.00,-392.00,-392.00,0.00,-274711.00,-3000.00,15308.00,-112368.00,0.00,-208.00,0.00,0.00,2388.00,14683.00,2396.00,244.00,-126460.00,40197.00,264.00,-31976.00,-43091.00,-33088.00
2010:Q1,-252800.00,-251616.00,50254.00,-24878.00,31434.00,-56312.00,-276992.00,4.00,-112491.00,15861.00,0.00,52748.00,-233115.00,-1184.00,-1184.00,0.00,-252800.00,-4120.00,19914.00,84992.00,0.00,0.00,0.00,0.00,5076.00,-55071.00,-1384.00,192.00,-253949.00,-14805.00,-4520.00,-12172.00,-914.00,-16040.00
2010:Q2,-129911.00,-129455.00,62710.00,-55594.00,-24334.00,-31260.00,-136571.00,12996.00,-55024.00,5623.00,0.00,-41024.00,-59142.00,-456.00,-456.00,0.00,-129911.00,-4236.00,11683.00,-16812.00,0.00,0.00,0.00,0.00,-2904.00,12909.00,-1384.00,368.00,-147560.00,-43712.00,7320.00,-21616.00,109798.00,-33764.00
2010:Q3,150042.00,150142.00,43766.00,13906.00,-566.00,14472.00,92470.00,-26324.00,71659.00,-18758.00,0.00,2660.00,63233.00,-100.00,-100.00,0.00,150042.00,1800.00,36785.00,-6304.00,0.00,0.00,0.00,0.00,5608.00,22165.00,-1384.00,10176.00,-22133.00,8195.00,-7472.00,4392.00,83693.00,14520.00
2010:Q4,-88954.00,-88758.00,-58658.00,55762.00,-21906.00,77668.00,-85862.00,-65336.00,-65488.00,4082.00,0.00,1396.00,39484.00,-196.00,-196.00,0.00,-88954.00,552.00,-20418.00,-9064.00,0.00,0.00,0.00,0.00,-15520.00,-15471.00,-1384.00,10596.00,-51078.00,39054.00,5320.00,8204.00,-32105.00,-7640.00
2011:Q1,152247.00,152327.00,25799.00,120158.00,19494.00,100664.00,6370.00,-14900.00,48696.00,21387.00,0.00,35560.00,-84373.00,-80.00,-80.00,0.00,152247.00,5900.00,20199.00,-19148.00,0.00,0.00,0.00,0.00,2600.00,2113.00,2348.00,10820.00,9023.00,83688.00,-1724.00,13352.00,-40892.00,63968.00
2011:Q2,-58531.00,-58275.00,49535.00,-51918.00,17618.00,-69536.00,-55892.00,-520.00,-33670.00,-11029.00,0.00,13288.00,-23961.00,-256.00,-256.00,0.00,-58531.00,-3968.00,-9683.00,-17804.00,0.00,0.00,0.00,0.00,-1976.00,-6883.00,2356.00,11480.00,-55814.00,23579.00,-756.00,10604.00,-7725.00,-1940.00
2011:Q3,-324014.00,-324018.00,29663.00,-256378.00,-27622.00,-228756.00,-97303.00,3448.00,-13805.00,13512.00,0.00,-20948.00,-79509.00,4.00,4.00,0.00,-324014.00,-6172.00,-26004.00,236.00,0.00,0.00,0.00,0.00,-11140.00,10711.00,2352.00,-6592.00,-69175.00,16265.00,-304.00,-5948.00,-207718.00,-20524.00
2011:Q4,-122827.00,-122915.00,28519.00,-25866.00,-11318.00,-14548.00,-125568.00,42744.00,-97789.00,15962.00,0.00,16664.00,-103149.00,88.00,88.00,0.00,-122827.00,-2816.00,15033.00,-11416.00,0.00,0.00,0.00,0.00,13972.00,-50881.00,2348.00,-7284.00,-46197.00,-63533.00,-10912.00,5604.00,71791.00,-38536.00
2012:Q1,-49203.00,-49059.00,-7934.00,32865.00,-26439.00,59304.00,-73990.00,-64984.00,18818.00,17068.00,0.00,-16164.00,-28728.00,-144.00,-144.00,0.00,-49203.00,2012.00,-32435.00,-10812.00,0.00,0.00,0.00,0.00,-5856.00,10684.00,-4636.00,-7304.00,-1596.00,-609.00,-5236.00,6256.00,-31579.00,31908.00
2012:Q2,-82640.00,-82600.00,29034.00,-54223.00,-1783.00,-52440.00,-57411.00,-9000.00,-33212.00,11499.00,0.00,-652.00,-26046.00,-40.00,-40.00,0.00,-82640.00,-2588.00,-2416.00,-7120.00,0.00,0.00,0.00,0.00,-320.00,18895.00,-4636.00,-6840.00,-47275.00,16678.00,2212.00,-36064.00,46579.00,-59744.00
2012:Q3,-17302.00,-17218.00,-35470.00,78365.00,34893.00,43472.00,-60113.00,-45348.00,6592.00,-3317.00,0.00,31944.00,-49984.00,-84.00,-84.00,0.00,-17302.00,-380.00,12866.00,-4692.00,0.00,0.00,0.00,0.00,2536.00,5109.00,-4640.00,800.00,-46145.00,12808.00,-6280.00,-5884.00,-3855.00,20456.00
2012:Q4,81636.00,81636.00,70454.00,54469.00,34341.00,20128.00,-43287.00,-12952.00,-28374.00,7390.00,0.00,9512.00,-18862.00,0.00,0.00,0.00,81636.00,-1384.00,-11483.00,-7456.00,0.00,0.00,0.00,0.00,-1912.00,20825.00,-4636.00,764.00,37524.00,-3621.00,-3020.00,-13144.00,61367.00,7812.00
2013:Q1,106754.00,106730.00,20060.00,120653.00,-41047.00,161700.00,-33983.00,-52268.00,12185.00,-15388.00,0.00,5228.00,16260.00,24.00,24.00,0.00,106754.00,-3200.00,-9770.00,-7388.00,0.00,0.00,0.00,0.00,48.00,-7350.00,5392.00,544.00,22130.00,22457.00,3108.00,96.00,51860.00,28828.00
2013:Q2,-70160.00,-70152.00,-20120.00,13653.00,40829.00,-27176.00,-63685.00,-41124.00,-17308.00,1393.00,0.00,-28700.00,22054.00,-8.00,-8.00,0.00,-70160.00,-800.00,-9218.00,-13044.00,0.00,0.00,0.00,0.00,-3180.00,3005.00,5392.00,668.00,77329.00,11370.00,468.00,-2236.00,-146946.00,7032.00
2013:Q3,-18044.00,-18020.00,92000.00,-26583.00,44685.00,-71268.00,-83437.00,-27248.00,-4584.00,10791.00,0.00,-4768.00,-57628.00,-24.00,-24.00,0.00,-18044.00,-800.00,-8341.00,-9376.00,0.00,0.00,0.00,0.00,1436.00,9758.00,5396.00,4432.00,-2052.00,17730.00,3000.00,6216.00,41846.00,-87288.00
2013:Q4,-21723.00,-21723.00,-35216.00,28081.00,149.00,27932.00,-14588.00,9284.00,-18642.00,-38125.00,0.00,-51296.00,84191.00,0.00,0.00,0.00,-21723.00,-10400.00,885.00,-9464.00,0.00,0.00,0.00,0.00,4464.00,7208.00,5396.00,4384.00,-54610.00,37615.00,-2464.00,-9196.00,-43568.00,48028.00
2014:Q1,91046.00,91046.00,74499.00,63773.00,28081.00,35692.00,-47226.00,-5196.00,-13950.00,-447.00,0.00,-27508.00,-126.00,0.00,0.00,0.00,91046.00,3500.00,17871.00,-5528.00,0.00,0.00,0.00,0.00,-3420.00,-1724.00,1996.00,4488.00,-12263.00,10977.00,1344.00,22784.00,30385.00,20636.00
2014:Q2,65275.00,65275.00,57327.00,34373.00,-1307.00,35680.00,-26425.00,-9584.00,440.00,-10024.00,0.00,6532.00,-13789.00,0.00,0.00,0.00,65275.00,852.00,-14131.00,-3708.00,0.00,0.00,0.00,0.00,2784.00,-7129.00,2004.00,4352.00,-10405.00,29627.00,3608.00,-7800.00,22985.00,42236.00
2014:Q3,-112680.00,-112680.00,21679.00,-196595.00,-17831.00,-178764.00,62236.00,-5012.00,2387.00,9057.00,0.00,-37700.00,93504.00,0.00,0.00,0.00,-112680.00,-604.00,3308.00,-11512.00,0.00,0.00,0.00,0.00,1252.00,-11397.00,2004.00,2540.00,-42165.00,1767.00,1236.00,-46092.00,-25165.00,12148.00
2014:Q4,-128621.00,-128621.00,-3697.00,12885.00,-34627.00,47512.00,-137809.00,-852.00,-49470.00,-2789.00,0.00,-19664.00,-65033.00,0.00,0.00,0.00,-128621.00,-4204.00,6992.00,-7724.00,0.00,0.00,0.00,0.00,-1184.00,1946.00,1996.00,2408.00,-11987.00,-2655.00,-92.00,-148.00,-69686.00,-44284.00
2015:Q1,-11712.00,-11712.00,-61222.00,142468.00,39064.00,103404.00,-92958.00,-21896.00,10973.00,5194.00,0.00,-27972.00,-59258.00,0.00,0.00,0.00,-11712.00,1392.00,4945.00,-4456.00,0.00,0.00,0.00,0.00,640.00,2719.00,5312.00,2356.00,8808.00,-21934.00,-1380.00,3408.00,-59930.00,46408.00
2015:Q2,40601.00,40601.00,-53246.00,-17292.00,-1828.00,-15464.00,111139.00,4336.00,30951.00,32797.00,0.00,-54800.00,97854.00,0.00,0.00,0.00,40601.00,1704.00,5512.00,-8640.00,0.00,0.00,0.00,0.00,552.00,-7088.00,1284.00,2492.00,15329.00,-23892.00,-132.00,-8232.00,85216.00,-23504.00
2015:Q3,22596.00,22596.00,70274.00,52672.00,-58000.00,110672.00,-100350.00,3968.00,-48766.00,-16792.00,0.00,-161060.00,122300.00,0.00,0.00,0.00,22596.00,800.00,-7366.00,10800.00,0.00,0.00,0.00,0.00,1528.00,-3113.00,2960.00,-2448.00,-15506.00,-17545.00,-2312.00,-388.00,102078.00,-46892.00
2015:Q4,-7064.00,-7064.00,22534.00,59176.00,16504.00,42672.00,-88774.00,9920.00,-22282.00,-38900.00,0.00,-41400.00,3888.00,0.00,0.00,0.00,-7064.00,-3184.00,-9839.00,-9548.00,0.00,0.00,0.00,0.00,920.00,-20122.00,2788.00,-1356.00,-167859.00,13852.00,1888.00,-260.00,171620.00,14036.00
2016:Q1,270036.00,270036.00,33948.00,68564.00,31168.00,37396.00,167524.00,11960.00,53125.00,41948.00,0.00,-300.00,60791.00,0.00,0.00,0.00,270036.00,5096.00,219.00,-10700.00,0.00,0.00,0.00,0.00,-1372.00,22031.00,2004.00,-7584.00,109401.00,5534.00,144.00,3216.00,154779.00,-12732.00
2016:Q2,-83373.00,-83373.00,12336.00,-62848.00,-53072.00,-9776.00,-32861.00,-4372.00,-2941.00,16682.00,0.00,-3932.00,-38298.00,0.00,0.00,0.00,-83373.00,-336.00,27834.00,2560.00,0.00,0.00,0.00,0.00,64.00,4859.00,1868.00,348.00,-200482.00,-16906.00,256.00,-13008.00,80166.00,29404.00
