1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q1,14312562.00,10840949.00,854590.00,2469026.00,147997.00,14312562.00,10526295.00,3612508.00,747603.00,2864905.00,0.00,173759.00,14312562.00,148045.00,29162.00,38945.00,107077.00,195003.00,4311143.00,37876.00,41555.00,316160.00,4275.00,321404.00,24395.00,11825.00,5104412.00,987799.00,2162505.00,419496.00,51485.00
2010:Q2,14200088.00,10775719.00,851848.00,2422504.00,150017.00,14200088.00,10461861.00,3565437.00,704615.00,2860822.00,0.00,172790.00,14200088.00,149355.00,28772.00,39986.00,108374.00,195200.00,4253420.00,36209.00,36488.00,317317.00,4270.00,317897.00,25089.00,11787.00,5084409.00,1054075.00,2088857.00,402561.00,46022.00
2010:Q3,14091159.00,10701562.00,854733.00,2382806.00,152058.00,14091159.00,10382322.00,3532328.00,675569.00,2856759.00,0.00,176509.00,14091159.00,151043.00,28378.00,41027.00,106564.00,200520.00,4220819.00,35311.00,36082.00,317684.00,4237.00,318240.00,25783.00,11694.00,5035802.00,1103513.00,2017204.00,392460.00,44798.00
2010:Q4,13880055.00,10502086.00,857833.00,2366036.00,154100.00,13880055.00,10178198.00,3525766.00,673094.00,2852672.00,0.00,176091.00,13880055.00,149309.00,27985.00,42070.00,106568.00,204854.00,4194921.00,35354.00,35813.00,316961.00,4143.00,317508.00,26476.00,11570.00,5020979.00,1146814.00,1950621.00,243542.00,44567.00
2011:Q1,13791995.00,10439310.00,854514.00,2340841.00,157330.00,13791995.00,10122460.00,3487898.00,644794.00,2843103.00,0.00,181637.00,13791995.00,150678.00,27847.00,40618.00,107269.00,204038.00,4082496.00,33835.00,34834.00,316808.00,4092.00,318257.00,25323.00,11421.00,5054566.00,1194287.00,1892216.00,236833.00,56577.00
2011:Q2,13697107.00,10373848.00,853490.00,2309173.00,160596.00,13697107.00,10062666.00,3447233.00,613623.00,2833610.00,0.00,187208.00,13697107.00,151413.00,27708.00,39167.00,108934.00,204033.00,4045911.00,33027.00,33914.00,317790.00,4348.00,322790.00,24170.00,11247.00,5018422.00,1243237.00,1824530.00,227786.00,58680.00
2011:Q3,13616458.00,10317425.00,854768.00,2280367.00,163898.00,13616458.00,10009878.00,3418388.00,594335.00,2824053.00,0.00,188192.00,13616458.00,153768.00,27568.00,37715.00,108932.00,204173.00,4038206.00,33667.00,33364.00,318936.00,4609.00,328653.00,23017.00,11143.00,4964630.00,1284499.00,1769249.00,217715.00,56614.00
2011:Q4,13553806.00,10260966.00,857668.00,2267972.00,167200.00,13553806.00,9957145.00,3407116.00,592785.00,2814331.00,0.00,189545.00,13553806.00,154722.00,27428.00,36264.00,109866.00,202847.00,4049552.00,32761.00,33402.00,320502.00,4935.00,332507.00,21864.00,10990.00,4924039.00,1311884.00,1712945.00,211223.00,56075.00
2012:Q1,13476314.00,10197847.00,860555.00,2249220.00,168692.00,13476314.00,9898393.00,3387213.00,549058.00,2838155.00,0.00,190708.00,13476314.00,151415.00,26959.00,35661.00,111430.00,201673.00,4013429.00,31171.00,32922.00,321621.00,5179.00,336685.00,22163.00,10829.00,4922776.00,1336809.00,1653711.00,206346.00,55535.00
2012:Q2,13403355.00,10136073.00,867097.00,2230001.00,170184.00,13403355.00,9839914.00,3372974.00,511145.00,2861829.00,0.00,190467.00,13403355.00,147613.00,26490.00,35057.00,112051.00,202672.00,4016487.00,31155.00,32404.00,323953.00,5389.00,340553.00,22461.00,10698.00,4870169.00,1383839.00,1591758.00,192277.00,58329.00
2012:Q3,13354164.00,10086962.00,875742.00,2219768.00,171692.00,13354164.00,9793907.00,3367174.00,481823.00,2885351.00,0.00,193083.00,13354164.00,144363.00,26016.00,34453.00,112547.00,205220.00,4014248.00,31185.00,31980.00,326389.00,5515.00,343520.00,22761.00,10364.00,4844531.00,1414356.00,1538612.00,188058.00,60046.00
2012:Q4,13329543.00,10035489.00,888556.00,2232298.00,173200.00,13329543.00,9748689.00,3386467.00,477676.00,2908790.00,0.00,194387.00,13329543.00,141183.00,25542.00,33851.00,111497.00,206217.00,4028809.00,30884.00,34902.00,327848.00,5630.00,344429.00,23060.00,10010.00,4823510.00,1442727.00,1495507.00,179481.00,64456.00
2013:Q1,13281799.00,9982138.00,893265.00,2230237.00,176159.00,13281799.00,9700389.00,3381871.00,454018.00,2927852.00,0.00,199539.00,13281799.00,140918.00,25925.00,34101.00,113288.00,207183.00,3989772.00,29670.00,34316.00,327978.00,5841.00,344617.00,22885.00,9633.00,4825033.00,1468060.00,1465092.00,174432.00,63055.00
2013:Q2,13283238.00,9948594.00,900850.00,2254643.00,179151.00,13283238.00,9670273.00,3398475.00,451520.00,2946954.00,0.00,214490.00,13283238.00,140503.00,26313.00,34350.00,113175.00,204555.00,3982515.00,29571.00,33645.00,332115.00,6555.00,349076.00,22711.00,9242.00,4836071.00,1502437.00,1281699.00,171164.00,207541.00
2013:Q3,13316189.00,9961991.00,910928.00,2261095.00,182175.00,13316189.00,9683658.00,3428563.00,462542.00,2966021.00,0.00,203968.00,13316189.00,140284.00,26704.00,34599.00,114104.00,204313.00,3975273.00,29827.00,31560.00,340375.00,7008.00,357236.00,22536.00,9359.00,4872002.00,1544992.00,1232229.00,165875.00,207913.00
2013:Q4,13335163.00,9945425.00,923450.00,2281088.00,185200.00,13335163.00,9669549.00,3451363.00,466222.00,2985141.00,0.00,214251.00,13335163.00,140361.00,27096.00,34848.00,115470.00,204030.00,3983499.00,30303.00,32419.00,345892.00,7936.00,363199.00,22362.00,9462.00,4877767.00,1573512.00,1195257.00,157014.00,214736.00
2014:Q1,13333761.00,9918482.00,933802.00,2293367.00,188110.00,13333761.00,9643405.00,3473260.00,441852.00,3031408.00,0.00,217096.00,13333761.00,147464.00,27576.00,34753.00,115952.00,206192.00,3991318.00,32246.00,31974.00,350385.00,8254.00,365445.00,22777.00,9565.00,4861049.00,1589754.00,1147676.00,154100.00,237281.00
2014:Q2,13370747.00,9916782.00,946803.00,2316110.00,191052.00,13370747.00,9641683.00,3510331.00,432697.00,3077634.00,0.00,218733.00,13370747.00,148361.00,28061.00,34659.00,116537.00,210037.00,4039014.00,34204.00,31772.00,357161.00,8780.00,370304.00,23192.00,9647.00,4840100.00,1603922.00,1128309.00,149646.00,237041.00
2014:Q3,13431831.00,9932224.00,962778.00,2342803.00,194026.00,13431831.00,9657280.00,3553282.00,429306.00,3123977.00,0.00,221268.00,13431831.00,149333.00,28552.00,34564.00,117271.00,208105.00,4057851.00,35482.00,30938.00,366474.00,9347.00,376444.00,23607.00,9842.00,4854832.00,1627514.00,1112353.00,148183.00,241139.00
2014:Q4,13504193.00,9944559.00,986116.00,2376518.00,197000.00,13504193.00,9671262.00,3601509.00,430980.00,3170529.00,0.00,231422.00,13504193.00,150663.00,29043.00,34470.00,117194.00,209234.00,4090747.00,37563.00,30360.00,372468.00,9949.00,384778.00,24022.00,10030.00,4870459.00,1648504.00,1089357.00,148083.00,247269.00
2015:Q1,13524911.00,9917498.00,1007543.00,2399788.00,200082.00,13524911.00,9645567.00,3643830.00,436005.00,3207824.00,0.00,235514.00,13524911.00,151854.00,29529.00,34992.00,118060.00,213270.00,4123814.00,37418.00,27769.00,377094.00,10422.00,389681.00,22664.00,10214.00,4868036.00,1646186.00,1078340.00,144863.00,240705.00
2015:Q2,13635288.00,9963259.00,1031305.00,2437525.00,203199.00,13635288.00,9690397.00,3706052.00,445028.00,3261024.00,0.00,238839.00,13635288.00,153418.00,30016.00,35629.00,117947.00,213845.00,4180226.00,40966.00,27055.00,387095.00,10929.00,399495.00,22002.00,10408.00,4886183.00,1677244.00,1067097.00,134030.00,241703.00
2015:Q3,13743723.00,10014585.00,1052855.00,2469935.00,206349.00,13743723.00,9740345.00,3760951.00,450837.00,3310114.00,0.00,242427.00,13743723.00,154248.00,30503.00,36086.00,116943.00,217772.00,4229236.00,46632.00,26823.00,397688.00,11493.00,408579.00,21589.00,9926.00,4914841.00,1729458.00,1033663.00,127861.00,230382.00
2015:Q4,13847919.00,10042127.00,1088471.00,2507821.00,209500.00,13847919.00,9767640.00,3844843.00,468250.00,3376593.00,0.00,235436.00,13847919.00,155532.00,30989.00,36919.00,116480.00,221627.00,4296281.00,51327.00,26586.00,404865.00,12340.00,424737.00,21268.00,9598.00,4920096.00,1775452.00,1006583.00,119518.00,217721.00
2016:Q1,13912636.00,10063470.00,1106509.00,2532139.00,210519.00,13912636.00,9788064.00,3889902.00,474339.00,3415563.00,0.00,234670.00,13912636.00,154598.00,31476.00,37538.00,117381.00,222857.00,4340231.00,56062.00,26594.00,402982.00,13040.00,429820.00,21369.00,8316.00,4929023.00,1803851.00,972301.00,116903.00,228294.00
2016:Q2,14035038.00,10122973.00,1135379.00,2565147.00,211539.00,14035038.00,9846111.00,3958752.00,487483.00,3471269.00,0.00,230175.00,14035038.00,154344.00,31963.00,38120.00,117334.00,224235.00,4432182.00,60535.00,26222.00,416732.00,13784.00,438923.00,21334.00,8327.00,4930746.00,1843974.00,938161.00,111791.00,226331.00
2016:Q3,14187528.00,10216479.00,1151948.00,2606531.00,212569.00,14187528.00,9935299.00,4028710.00,504325.00,3524385.00,0.00,223519.00,14187528.00,153338.00,32449.00,38655.00,117493.00,227205.00,4495325.00,64879.00,26100.00,428841.00,14809.00,446737.00,21235.00,8162.00,4968413.00,1875809.00,923275.00,108063.00,236740.00
