date,FU666000105.Q,FU665013005.Q,FU664090005.Q,FU663020003.Q,FU662051003.Q,FU664022005.Q,FU663069103.Q,FU663061105.Q,FU663061703.Q,FU663062003.Q,FU663063005.Q,FU663069005.Q,FU663064103.Q,FU663092003.Q,FU663090005.Q,FU664190005.Q,FU662151003.Q,FU663163003.Q,FU664123005.Q,FU663168005.Q,FU153067005.Q,FU663164103.Q,FU663170003.Q,FU663178003.Q,FU663192003.Q,FU663190005.Q,FU663194005.Q,FU663193005.Q,FU662090205.Q,FU667005005.Q
1971:Q3,73.00,141.00,159.00,28.00,0.00,185.00,0.00,407.00,0.00,457.00,-679.00,626.00,-696.00,10.00,6.00,97.00,0.00,0.00,81.00,853.00,-772.00,0.00,20.00,10.00,7.00,-21.00,0.00,-21.00,0.00,-130.00
1971:Q4,64.00,147.00,3119.00,10.00,0.00,1063.00,0.00,-85.00,0.00,82.00,1066.00,979.00,1037.00,10.00,20.00,3064.00,0.00,0.00,3042.00,952.00,2090.00,0.00,20.00,10.00,7.00,-15.00,0.00,-15.00,0.00,-138.00
1972:Q1,117.00,150.00,-301.00,4.00,0.00,-1326.00,250.00,-402.00,0.00,-314.00,-860.00,1882.00,-988.00,11.00,116.00,-393.00,0.00,0.00,-653.00,848.00,-1501.00,65.00,20.00,10.00,5.00,160.00,0.00,160.00,0.00,-125.00
1972:Q2,89.00,154.00,1319.00,5.00,0.00,-13.00,250.00,-290.00,0.00,53.00,-26.00,1354.00,-20.00,10.00,-17.00,1251.00,0.00,0.00,1025.00,795.00,230.00,65.00,20.00,-27.00,3.00,165.00,0.00,165.00,0.00,-132.00
1972:Q3,25.00,158.00,133.00,-2.00,0.00,266.00,250.00,663.00,0.00,-123.00,-524.00,394.00,-538.00,11.00,2.00,174.00,0.00,0.00,-109.00,1605.00,-1714.00,55.00,20.00,28.00,3.00,177.00,0.00,177.00,0.00,-92.00
1972:Q4,38.00,165.00,4174.00,-23.00,0.00,2389.00,250.00,242.00,0.00,268.00,1629.00,91.00,1671.00,11.00,35.00,4209.00,0.00,0.00,3853.00,1843.00,2010.00,65.00,20.00,14.00,2.00,255.00,0.00,255.00,0.00,-92.00
1973:Q1,99.00,180.00,-4487.00,-41.00,0.00,-2038.00,250.00,-647.00,0.00,-317.00,-1324.00,-1084.00,-1155.00,11.00,-180.00,-4487.00,0.00,0.00,-4683.00,-2283.00,-2400.00,65.00,10.00,15.00,1.00,-79.00,1000.00,-1079.00,184.00,-82.00
1973:Q2,114.00,190.00,-693.00,-65.00,0.00,667.00,250.00,65.00,0.00,92.00,260.00,-1556.00,353.00,11.00,-103.00,-727.00,0.00,0.00,-843.00,-1950.00,1107.00,65.00,10.00,-36.00,-17.00,-74.00,250.00,-324.00,168.00,-110.00
1973:Q3,143.00,197.00,-853.00,-68.00,0.00,310.00,250.00,459.00,0.00,31.00,-430.00,-664.00,-528.00,11.00,86.00,-879.00,0.00,0.00,-1071.00,-303.00,-768.00,65.00,10.00,12.00,-7.00,-54.00,1750.00,-1804.00,166.00,-80.00
1973:Q4,167.00,203.00,3392.00,-53.00,0.00,2629.00,250.00,119.00,0.00,412.00,1848.00,-1032.00,1966.00,11.00,-129.00,3372.00,0.00,0.00,3170.00,245.00,2925.00,55.00,10.00,-3.00,-14.00,-35.00,250.00,-285.00,189.00,-56.00
1974:Q1,110.00,194.00,-3835.00,-36.00,0.00,-2239.00,250.00,-1037.00,0.00,-540.00,-912.00,-647.00,-936.00,12.00,11.00,-3765.00,0.00,0.00,-4058.00,-1565.00,-2493.00,65.00,20.00,-13.00,64.00,-34.00,750.00,-784.00,191.00,-14.00
1974:Q2,119.00,199.00,1010.00,-27.00,0.00,805.00,250.00,-144.00,0.00,-2.00,701.00,-469.00,908.00,11.00,-218.00,1093.00,0.00,0.00,833.00,-1222.00,2055.00,65.00,20.00,-58.00,64.00,-35.00,250.00,-285.00,204.00,3.00
1974:Q3,127.00,210.00,-25.00,-20.00,0.00,730.00,250.00,896.00,0.00,17.00,-433.00,-301.00,263.00,12.00,-709.00,54.00,0.00,0.00,-256.00,-165.00,-91.00,65.00,20.00,-14.00,63.00,-25.00,750.00,-775.00,201.00,-4.00
1974:Q4,154.00,219.00,805.00,-19.00,0.00,928.00,250.00,533.00,0.00,100.00,45.00,-149.00,-163.00,12.00,196.00,870.00,0.00,0.00,556.00,167.00,389.00,55.00,20.00,-23.00,63.00,2.00,250.00,-248.00,197.00,0.00
1975:Q1,193.00,211.00,-299.00,-12.00,500.00,-125.00,250.00,457.00,0.00,-173.00,-659.00,-2.00,-1083.00,12.00,411.00,-310.00,800.00,0.00,-864.00,-213.00,-651.00,65.00,20.00,16.00,15.00,-521.00,750.00,-1271.00,159.00,-29.00
1975:Q2,218.00,212.00,1368.00,-10.00,500.00,70.00,250.00,-900.00,0.00,41.00,679.00,128.00,440.00,12.00,228.00,1325.00,800.00,0.00,830.00,26.00,804.00,65.00,20.00,-46.00,15.00,-486.00,500.00,-986.00,127.00,-37.00
1975:Q3,193.00,213.00,-549.00,-1.00,500.00,-832.00,250.00,-559.00,0.00,14.00,-537.00,321.00,-283.00,12.00,-266.00,-580.00,700.00,0.00,-1182.00,885.00,-2067.00,65.00,20.00,37.00,15.00,-374.00,-2232.00,1858.00,139.00,-51.00
1975:Q4,153.00,216.00,4717.00,9.00,500.00,1912.00,250.00,-102.00,0.00,44.00,1720.00,575.00,1612.00,13.00,96.00,4745.00,700.00,0.00,4100.00,897.00,3203.00,55.00,20.00,28.00,18.00,-381.00,819.00,-1200.00,205.00,-35.00
1976:Q1,30.00,218.00,3531.00,165.00,491.00,509.00,-1.00,1567.00,0.00,500.00,-1557.00,1354.00,-2556.00,12.00,3556.00,3651.00,923.00,0.00,-805.00,-880.00,75.00,236.00,20.00,217.00,43.00,3196.00,476.00,2720.00,-179.00,-68.00
1976:Q2,55.00,226.00,1844.00,108.00,715.00,-312.00,-507.00,-148.00,0.00,131.00,212.00,1264.00,6.00,13.00,50.00,2018.00,730.00,0.00,808.00,1724.00,-916.00,3.00,20.00,-98.00,43.00,316.00,111.00,205.00,196.00,2.00
1976:Q3,70.00,236.00,4339.00,-47.00,325.00,3782.00,795.00,2572.00,0.00,106.00,309.00,422.00,-58.00,13.00,-98.00,4526.00,4343.00,0.00,235.00,951.00,-716.00,2.00,20.00,-14.00,43.00,-219.00,124.00,-343.00,116.00,22.00
1976:Q4,95.00,245.00,6510.00,54.00,1813.00,3830.00,2930.00,461.00,0.00,304.00,135.00,865.00,227.00,13.00,-292.00,6685.00,-277.00,0.00,7113.00,2854.00,4259.00,27.00,20.00,23.00,45.00,-557.00,91.00,-648.00,291.00,25.00
1977:Q1,70.00,255.00,-5254.00,64.00,1167.00,-7869.00,-3607.00,-3980.00,0.00,-82.00,-200.00,426.00,-39.00,13.00,984.00,-5097.00,1733.00,0.00,-7428.00,-1435.00,-5993.00,49.00,20.00,-55.00,60.00,551.00,57.00,494.00,-27.00,-28.00
1977:Q2,87.00,262.00,3600.00,48.00,976.00,1468.00,200.00,366.00,0.00,539.00,363.00,1088.00,149.00,13.00,-142.00,3773.00,1520.00,0.00,1320.00,480.00,840.00,2.00,20.00,-24.00,60.00,646.00,524.00,122.00,229.00,-2.00
1977:Q3,101.00,268.00,-227.00,-53.00,2373.00,-2334.00,-474.00,-1842.00,0.00,84.00,-102.00,-43.00,74.00,13.00,-257.00,-72.00,955.00,0.00,-837.00,1716.00,-2553.00,69.00,20.00,-8.00,60.00,-373.00,226.00,-599.00,42.00,-12.00
1977:Q4,130.00,279.00,2414.00,-41.00,206.00,3425.00,3334.00,202.00,0.00,-109.00,-2.00,546.00,259.00,14.00,-1995.00,2549.00,-3003.00,0.00,7349.00,1723.00,5626.00,14.00,10.00,-2.00,61.00,-1780.00,544.00,-2324.00,-100.00,-14.00
1978:Q1,138.00,270.00,2755.00,84.00,749.00,-2248.00,-589.00,-1297.00,0.00,-390.00,28.00,1874.00,-79.00,-26.00,2401.00,2802.00,6939.00,0.00,-6122.00,-2684.00,-3438.00,27.00,20.00,-23.00,22.00,1753.00,660.00,1093.00,186.00,-86.00
1978:Q2,185.00,294.00,2952.00,-18.00,1067.00,-676.00,-698.00,63.00,0.00,258.00,-299.00,2549.00,231.00,-26.00,-175.00,2939.00,-511.00,0.00,2871.00,1179.00,1692.00,25.00,20.00,61.00,12.00,376.00,-1626.00,2002.00,85.00,-122.00
1978:Q3,233.00,310.00,2615.00,197.00,1293.00,-1605.00,-1217.00,-18.00,0.00,-387.00,17.00,1781.00,105.00,-25.00,869.00,2582.00,128.00,0.00,1461.00,-7.00,1468.00,35.00,20.00,78.00,1.00,701.00,124.00,577.00,158.00,-110.00
1978:Q4,228.00,327.00,310.00,-74.00,2955.00,819.00,1638.00,-703.00,0.00,292.00,-408.00,-3586.00,-218.00,-25.00,439.00,331.00,-5046.00,0.00,4972.00,-1109.00,6081.00,38.00,30.00,-48.00,-9.00,453.00,340.00,113.00,-59.00,-78.00
1979:Q1,212.00,483.00,-507.00,149.00,208.00,283.00,-844.00,1161.00,0.00,-122.00,88.00,-819.00,56.00,-24.00,-360.00,-356.00,8981.00,0.00,-8934.00,-2061.00,-6873.00,3.00,50.00,-1.00,84.00,-721.00,1204.00,-1925.00,182.00,-120.00
1979:Q2,226.00,497.00,14282.00,152.00,4453.00,6149.00,3065.00,2442.00,0.00,149.00,493.00,2632.00,115.00,-24.00,805.00,14466.00,8755.00,0.00,4788.00,2411.00,2377.00,-20.00,30.00,-1.00,84.00,486.00,756.00,-270.00,344.00,-87.00
1979:Q3,102.00,523.00,704.00,410.00,2181.00,-3871.00,-164.00,-3549.00,0.00,-16.00,-142.00,1291.00,81.00,-23.00,635.00,893.00,-986.00,0.00,688.00,-1137.00,1825.00,22.00,30.00,21.00,84.00,768.00,-608.00,1376.00,266.00,-232.00
1979:Q4,59.00,538.00,-3806.00,269.00,3668.00,-6179.00,-692.00,-5472.00,0.00,296.00,-311.00,-2791.00,136.00,-22.00,1113.00,-3629.00,-9883.00,0.00,5691.00,-232.00,5923.00,-62.00,40.00,2.00,84.00,273.00,-336.00,609.00,226.00,-302.00
1980:Q1,118.00,647.00,-3008.00,442.00,-7243.00,4163.00,-1025.00,6777.00,0.00,-1076.00,-513.00,1277.00,-368.00,-22.00,-1257.00,-2919.00,4086.00,0.00,-7341.00,-1683.00,-5658.00,69.00,60.00,31.00,45.00,55.00,1647.00,-1592.00,76.00,-441.00
1980:Q2,216.00,639.00,9995.00,64.00,4815.00,4054.00,1769.00,109.00,0.00,630.00,1546.00,-115.00,-74.00,-22.00,1273.00,9611.00,5369.00,0.00,3372.00,48.00,3324.00,56.00,100.00,134.00,42.00,194.00,8863.00,-8669.00,344.00,-808.00
1980:Q3,315.00,662.00,82.00,194.00,-2189.00,-1474.00,-1258.00,602.00,0.00,-20.00,-798.00,1352.00,218.00,-21.00,2002.00,-160.00,-3213.00,0.00,2023.00,-2008.00,4031.00,77.00,100.00,124.00,51.00,854.00,448.00,406.00,-176.00,-589.00
1980:Q4,397.00,691.00,11877.00,92.00,10888.00,-4135.00,95.00,-5211.00,0.00,791.00,190.00,4765.00,349.00,-21.00,-61.00,11843.00,1316.00,0.00,8228.00,2103.00,6125.00,162.00,100.00,-14.00,52.00,1671.00,1255.00,416.00,328.00,-328.00
1981:Q1,198.00,798.00,765.00,-47.00,-7535.00,12511.00,49.00,13078.00,0.00,-813.00,197.00,-2930.00,-231.00,-20.00,-983.00,778.00,11557.00,0.00,-9352.00,-1757.00,-7595.00,16.00,100.00,-64.00,54.00,-1726.00,1784.00,-3510.00,193.00,-587.00
1981:Q2,157.00,830.00,3093.00,-230.00,4289.00,-2315.00,3931.00,-7202.00,0.00,370.00,586.00,372.00,428.00,-20.00,569.00,2982.00,102.00,0.00,1675.00,3238.00,-1563.00,75.00,100.00,-45.00,54.00,871.00,4409.00,-3538.00,150.00,-784.00
1981:Q3,188.00,866.00,-462.00,419.00,4729.00,-2707.00,-2699.00,832.00,0.00,-300.00,-540.00,-1111.00,-241.00,-19.00,-1532.00,-176.00,998.00,0.00,-1659.00,-885.00,-774.00,112.00,100.00,-40.00,59.00,398.00,6307.00,-5909.00,-144.00,-392.00
1981:Q4,194.00,902.00,25820.00,-295.00,13333.00,6906.00,3541.00,996.00,0.00,1238.00,1131.00,1955.00,562.00,-19.00,3378.00,25604.00,15461.00,0.00,8229.00,2159.00,6070.00,594.00,100.00,-10.00,88.00,1277.00,-9320.00,10597.00,-135.00,-924.00
1982:Q1,66.00,1147.00,-16724.00,554.00,-12895.00,532.00,-2147.00,3727.00,0.00,-1131.00,83.00,-3773.00,-442.00,113.00,-813.00,-16213.00,-5199.00,0.00,-9447.00,-5192.00,-4255.00,161.00,100.00,-61.00,140.00,-1934.00,2678.00,-4612.00,27.00,-570.00
1982:Q2,120.00,1136.00,5485.00,-123.00,6668.00,-2619.00,3584.00,-7407.00,0.00,558.00,646.00,-151.00,621.00,116.00,973.00,5667.00,431.00,0.00,4046.00,977.00,3069.00,39.00,100.00,0.00,158.00,813.00,4290.00,-3477.00,80.00,-834.00
1982:Q3,212.00,1121.00,11924.00,1282.00,8653.00,-1104.00,1390.00,-4269.00,0.00,677.00,1098.00,1699.00,-370.00,-188.00,1952.00,11763.00,8662.00,0.00,1851.00,1470.00,381.00,139.00,150.00,143.00,221.00,503.00,-3278.00,3781.00,94.00,-1070.00
1982:Q4,179.00,1105.00,18843.00,-53.00,-6415.00,18429.00,2048.00,14190.00,0.00,1520.00,671.00,4993.00,1123.00,-205.00,971.00,18390.00,16376.00,0.00,7059.00,1300.00,5759.00,360.00,150.00,237.00,243.00,-6321.00,-369.00,-5952.00,286.00,-1379.00
1983:Q1,697.00,1431.00,-7447.00,-552.00,5269.00,-17028.00,-8132.00,-5707.00,0.00,-1309.00,-1880.00,952.00,-220.00,55.00,4077.00,-7870.00,-10578.00,46.00,-6181.00,-815.00,-5366.00,145.00,92.00,6.00,137.00,8423.00,1532.00,6891.00,40.00,-1157.00
1983:Q2,608.00,1475.00,11165.00,61.00,4217.00,-127.00,639.00,-4363.00,0.00,502.00,3095.00,6015.00,1774.00,37.00,-812.00,10512.00,2618.00,28.00,4689.00,3780.00,909.00,14.00,529.00,-129.00,62.00,2626.00,544.00,2082.00,75.00,-1521.00
1983:Q3,486.00,1556.00,15022.00,-592.00,9469.00,6000.00,1254.00,5354.00,0.00,-207.00,-401.00,1023.00,41.00,61.00,-980.00,14886.00,18066.00,48.00,-1168.00,-2085.00,917.00,103.00,-138.00,-26.00,75.00,-2059.00,729.00,-2788.00,-15.00,-1206.00
1983:Q4,522.00,1656.00,23272.00,220.00,15869.00,507.00,1390.00,-4956.00,0.00,2858.00,1215.00,396.00,2701.00,67.00,3512.00,23568.00,10797.00,255.00,5805.00,3005.00,2800.00,692.00,2003.00,-8.00,11.00,3781.00,2039.00,1742.00,232.00,-839.00
1984:Q1,433.00,1844.00,-6964.00,85.00,2640.00,-6046.00,-957.00,-2129.00,0.00,-2776.00,-184.00,-2454.00,-1471.00,-186.00,468.00,-6408.00,1184.00,-249.00,-4533.00,-772.00,-3761.00,404.00,-1059.00,-76.00,230.00,-2353.00,2804.00,-5157.00,44.00,-855.00
1984:Q2,738.00,1939.00,6362.00,-201.00,12431.00,-4798.00,955.00,-5116.00,0.00,-326.00,-311.00,934.00,-206.00,152.00,-1950.00,6573.00,5597.00,209.00,-102.00,-47.00,-55.00,222.00,106.00,-144.00,144.00,878.00,653.00,225.00,-337.00,-990.00
1984:Q3,170.00,2018.00,12967.00,-37.00,-1599.00,12583.00,1496.00,8209.00,0.00,1574.00,1304.00,-2242.00,808.00,-103.00,3557.00,12709.00,7694.00,178.00,2120.00,239.00,1881.00,118.00,594.00,165.00,43.00,1468.00,-513.00,1981.00,329.00,-2105.00
1984:Q4,418.00,2090.00,46715.00,416.00,17665.00,26844.00,4209.00,11649.00,0.00,6064.00,4922.00,1419.00,-130.00,-7.00,508.00,46529.00,32025.00,556.00,11071.00,3812.00,7259.00,370.00,738.00,-3.00,128.00,1693.00,416.00,1277.00,-49.00,-1858.00
1985:Q1,808.00,2304.00,-30216.00,33.00,-2900.00,-27474.00,-6802.00,-13740.00,1220.00,-6497.00,-1655.00,-1220.00,1224.00,1.00,120.00,-30724.00,-24503.00,-689.00,-6492.00,-2125.00,-4367.00,-61.00,-1266.00,54.00,-255.00,2314.00,3142.00,-828.00,174.00,-2004.00
1985:Q2,797.00,2347.00,18993.00,-186.00,2190.00,7509.00,2119.00,-1907.00,1220.00,987.00,5090.00,6264.00,391.00,-3.00,2828.00,19314.00,6061.00,166.00,13366.00,4828.00,8538.00,1009.00,1081.00,84.00,-25.00,-2522.00,-85.00,-2437.00,94.00,-1229.00
1985:Q3,880.00,2328.00,13156.00,449.00,7441.00,5299.00,1310.00,71.00,1220.00,635.00,2063.00,2090.00,-970.00,38.00,-1191.00,11887.00,9724.00,74.00,-1106.00,1440.00,-2546.00,-586.00,419.00,58.00,10.00,3008.00,2164.00,844.00,286.00,-2717.00
1985:Q4,945.00,2380.00,69158.00,2075.00,26750.00,18739.00,621.00,-575.00,1220.00,13789.00,3684.00,11731.00,1947.00,110.00,7806.00,68343.00,35250.00,720.00,23873.00,3627.00,20246.00,2091.00,2299.00,149.00,-20.00,4413.00,3397.00,1016.00,-432.00,-2250.00
1986:Q1,957.00,2822.00,17433.00,-744.00,-6404.00,14471.00,1576.00,18601.00,1220.00,-11381.00,4455.00,2149.00,912.00,25.00,7024.00,15934.00,14147.00,-352.00,2000.00,-624.00,2624.00,463.00,-1253.00,-119.00,110.00,760.00,-3011.00,3771.00,178.00,-3364.00
1986:Q2,863.00,2783.00,20524.00,-306.00,18646.00,-1137.00,2015.00,-2092.00,1220.00,-804.00,-1476.00,-6.00,-1729.00,-11.00,5067.00,20182.00,17265.00,706.00,-5889.00,197.00,-6086.00,571.00,549.00,-11.00,98.00,6328.00,10708.00,-4380.00,565.00,-2262.00
1986:Q3,697.00,2770.00,14508.00,971.00,24899.00,-1515.00,-3031.00,-1334.00,1220.00,2473.00,-843.00,2679.00,1867.00,44.00,-14437.00,14609.00,18793.00,-374.00,-2251.00,-5455.00,3204.00,559.00,-217.00,-5.00,68.00,-2200.00,-4554.00,2354.00,236.00,-1972.00
1986:Q4,615.00,2816.00,21331.00,2254.00,8086.00,-3760.00,-2510.00,-7044.00,1220.00,6385.00,-1811.00,1908.00,301.00,-62.00,12604.00,21660.00,5974.00,2075.00,10168.00,681.00,9487.00,587.00,555.00,294.00,307.00,1484.00,294.00,1190.00,216.00,-1871.00
1987:Q1,1376.00,3084.00,-6772.00,-1675.00,8761.00,-14880.00,-2557.00,-10246.00,1148.00,-4362.00,1137.00,-3862.00,-2838.00,30.00,7692.00,-2846.00,-174.00,-445.00,-7190.00,-2377.00,-4813.00,4711.00,1155.00,24.00,1185.00,-1758.00,2574.00,-4332.00,-354.00,2218.00
1987:Q2,1568.00,3167.00,3475.00,-463.00,13280.00,-15049.00,1312.00,-11018.00,1292.00,-3876.00,-2759.00,3322.00,-1240.00,-5.00,3630.00,3273.00,3784.00,388.00,-820.00,876.00,-1696.00,-229.00,-363.00,-298.00,604.00,620.00,-2874.00,3494.00,-413.00,-1801.00
1987:Q3,1568.00,3274.00,31879.00,-344.00,29921.00,-6026.00,1492.00,-9463.00,1220.00,-386.00,1111.00,2506.00,1792.00,3.00,4027.00,34985.00,23827.00,682.00,3160.00,2493.00,667.00,3757.00,468.00,-108.00,341.00,2962.00,7648.00,-4686.00,-104.00,1400.00
1987:Q4,1100.00,3322.00,-65516.00,1103.00,-26360.00,920.00,-1724.00,5032.00,1220.00,267.00,-3875.00,-18306.00,-4816.00,1646.00,-19703.00,-65643.00,-38709.00,-774.00,-19126.00,-6137.00,-12989.00,-1959.00,-2064.00,-194.00,-12.00,-2857.00,6530.00,-9387.00,52.00,-2349.00
1988:Q1,1177.00,3342.00,26746.00,2208.00,18080.00,2986.00,414.00,982.00,1220.00,-2280.00,2650.00,-1172.00,130.00,-364.00,4878.00,23933.00,26290.00,250.00,3478.00,1628.00,1850.00,-1852.00,1472.00,65.00,644.00,-6622.00,15641.00,-22263.00,208.00,-4979.00
1988:Q2,1219.00,3453.00,4415.00,1295.00,6773.00,-8482.00,2817.00,-15550.00,1220.00,1369.00,1662.00,606.00,-994.00,-197.00,5414.00,1749.00,-1513.00,1829.00,642.00,-1789.00,2431.00,-618.00,1113.00,30.00,-1680.00,1573.00,4176.00,-2603.00,373.00,-4901.00
1988:Q3,1213.00,3519.00,28055.00,-779.00,34420.00,-590.00,-3223.00,-53.00,1220.00,-408.00,1874.00,900.00,877.00,-88.00,-6685.00,30644.00,30747.00,184.00,-1049.00,-762.00,-287.00,1425.00,-401.00,18.00,1827.00,-1924.00,3603.00,-5527.00,-183.00,283.00
1988:Q4,1263.00,3615.00,-13789.00,-782.00,-11837.00,-10175.00,615.00,-16090.00,1220.00,513.00,3567.00,1375.00,132.00,-22.00,7520.00,-13808.00,-23810.00,2006.00,881.00,891.00,-10.00,-135.00,-464.00,36.00,81.00,7899.00,3468.00,4431.00,-302.00,-2371.00
1989:Q1,1164.00,3537.00,43898.00,-578.00,35842.00,13856.00,563.00,11737.00,1220.00,-2589.00,2925.00,-4168.00,-167.00,48.00,-935.00,42600.00,45689.00,2132.00,1916.00,542.00,1374.00,-848.00,-85.00,-131.00,-432.00,-5698.00,547.00,-6245.00,57.00,-3671.00
1989:Q2,1181.00,3640.00,82898.00,919.00,39724.00,30304.00,400.00,26914.00,1220.00,2126.00,-356.00,5303.00,-800.00,-249.00,7697.00,80914.00,69532.00,1216.00,8343.00,2426.00,5917.00,-1179.00,69.00,131.00,424.00,3221.00,4012.00,-791.00,-843.00,-4444.00
1989:Q3,1340.00,3788.00,-37339.00,-982.00,-37387.00,1853.00,-1534.00,3750.00,1220.00,-1231.00,-352.00,-347.00,-1050.00,1.00,573.00,-39532.00,-16456.00,-737.00,-7203.00,950.00,-8153.00,-1191.00,-316.00,160.00,-69.00,-13701.00,5461.00,-19162.00,-19.00,-4641.00
1989:Q4,1438.00,3811.00,16445.00,1009.00,-32967.00,34155.00,3609.00,26501.00,1220.00,1311.00,1514.00,-1754.00,128.00,213.00,15661.00,18150.00,-2965.00,3655.00,9064.00,-1991.00,11055.00,254.00,-211.00,-97.00,1457.00,7923.00,-2142.00,10065.00,-930.00,-669.00
1990:Q1,2029.00,3247.00,-21679.00,387.00,9952.00,-30816.00,-714.00,-24492.00,1220.00,-935.00,-5895.00,-563.00,-3735.00,109.00,2987.00,-18842.00,-18839.00,-1494.00,-5443.00,-898.00,-4545.00,2070.00,-1910.00,39.00,59.00,6670.00,-1211.00,7881.00,6.00,1619.00
1990:Q2,2049.00,3240.00,-10178.00,-1419.00,-9365.00,-4845.00,-2613.00,-8219.00,1704.00,564.00,3719.00,-1955.00,2612.00,21.00,4773.00,-11043.00,-12557.00,-1464.00,735.00,-933.00,1668.00,-409.00,-229.00,51.00,146.00,2997.00,214.00,2783.00,-313.00,-2056.00
1990:Q3,2224.00,3258.00,7069.00,2153.00,11708.00,-17602.00,-334.00,-22134.00,4161.00,663.00,42.00,-3300.00,-2138.00,105.00,16143.00,12280.00,6824.00,3487.00,2287.00,-685.00,2972.00,3789.00,-146.00,-8.00,65.00,-4024.00,-12391.00,8367.00,6.00,4177.00
1990:Q4,2001.00,3289.00,30900.00,-631.00,-31756.00,56056.00,4243.00,40616.00,12528.00,505.00,-1836.00,2087.00,-82.00,84.00,5142.00,29495.00,24681.00,977.00,6881.00,-2610.00,9491.00,-2070.00,383.00,-24.00,-163.00,-781.00,364.00,-1145.00,-389.00,-2694.00
1991:Q1,1619.00,3070.00,17222.00,-80.00,29099.00,-14855.00,-1071.00,-14092.00,1277.00,-1258.00,289.00,-1942.00,1897.00,60.00,3043.00,13350.00,13691.00,1132.00,-732.00,757.00,-1489.00,-3523.00,-329.00,-96.00,1405.00,1746.00,3221.00,-1475.00,56.00,-5323.00
1991:Q2,1495.00,3074.00,36996.00,426.00,17492.00,9239.00,-2702.00,1136.00,3826.00,2513.00,4466.00,695.00,-282.00,100.00,9326.00,37561.00,32304.00,1733.00,155.00,2396.00,-2241.00,446.00,695.00,37.00,412.00,1653.00,-1281.00,2934.00,126.00,-1014.00
1991:Q3,939.00,3072.00,53795.00,-1523.00,15427.00,23419.00,175.00,14583.00,5536.00,-714.00,3839.00,7497.00,804.00,180.00,7991.00,52796.00,42610.00,58.00,11429.00,-84.00,11513.00,-1284.00,-267.00,82.00,297.00,-444.00,762.00,-1206.00,315.00,-3132.00
1991:Q4,1980.00,3086.00,-16437.00,1120.00,-40819.00,-294.00,-837.00,-3235.00,-623.00,1013.00,3388.00,10007.00,-48.00,121.00,13476.00,-18327.00,-43400.00,788.00,26009.00,3182.00,22827.00,-1379.00,583.00,163.00,-83.00,-969.00,2222.00,-3191.00,-39.00,-2996.00
1992:Q1,1656.00,1401.00,7560.00,-215.00,17579.00,-15663.00,-385.00,-21106.00,3588.00,-1582.00,3822.00,-3839.00,-2207.00,199.00,11706.00,7865.00,20475.00,686.00,-17786.00,-779.00,-17007.00,-448.00,-783.00,27.00,185.00,5580.00,5674.00,-94.00,-71.00,561.00
1992:Q2,1869.00,1441.00,62650.00,337.00,41783.00,26911.00,3095.00,9776.00,8897.00,2254.00,2889.00,5105.00,549.00,263.00,-12298.00,60261.00,44736.00,3418.00,8734.00,288.00,8446.00,-147.00,430.00,31.00,154.00,3063.00,261.00,2802.00,-158.00,-1961.00
1992:Q3,1943.00,1468.00,75328.00,338.00,22965.00,10138.00,-473.00,5234.00,-4461.00,-756.00,10594.00,-492.00,-1071.00,54.00,43396.00,75689.00,71975.00,-398.00,1029.00,1080.00,-51.00,59.00,122.00,71.00,21.00,2361.00,9162.00,-6801.00,449.00,836.00
1992:Q4,1720.00,1509.00,-7602.00,-284.00,6387.00,-22679.00,-995.00,-7230.00,-9072.00,1949.00,-7331.00,-2366.00,2096.00,641.00,8603.00,-10290.00,-11664.00,-1012.00,1354.00,2655.00,-1301.00,-1326.00,835.00,-91.00,-337.00,2075.00,1442.00,633.00,-124.00,-2477.00
1993:Q1,1365.00,2703.00,66181.00,719.00,31932.00,18117.00,552.00,2662.00,7319.00,-1409.00,8993.00,6301.00,659.00,228.00,8225.00,68153.00,58867.00,-2371.00,13263.00,-2249.00,15512.00,-1405.00,712.00,203.00,4136.00,-6182.00,341.00,-6523.00,930.00,634.00
1993:Q2,1504.00,2761.00,30481.00,-214.00,7617.00,13888.00,-485.00,3677.00,5100.00,4447.00,1149.00,-727.00,3482.00,695.00,5740.00,33874.00,-2801.00,3431.00,16281.00,4816.00,11465.00,-1.00,1830.00,-24.00,4136.00,11365.00,8671.00,2694.00,-343.00,2136.00
1993:Q3,2255.00,2793.00,80414.00,135.00,56725.00,34.00,-625.00,-18356.00,8400.00,-135.00,10750.00,8328.00,1756.00,7.00,13429.00,81500.00,67180.00,3665.00,-1577.00,1290.00,-2867.00,1078.00,506.00,380.00,4136.00,5484.00,4344.00,1140.00,648.00,549.00
1993:Q4,2853.00,2905.00,3105.00,1274.00,-13139.00,-17201.00,226.00,-8639.00,-13000.00,2917.00,1295.00,8747.00,2153.00,85.00,21186.00,7823.00,-15249.00,7315.00,5889.00,3236.00,2653.00,1653.00,-368.00,-46.00,4136.00,4833.00,11798.00,-6965.00,-340.00,4666.00
1994:Q1,2286.00,2075.00,52533.00,2632.00,61444.00,-22314.00,-3496.00,-16517.00,-2200.00,-4054.00,3953.00,910.00,-1894.00,54.00,11701.00,54106.00,42791.00,-2476.00,6090.00,1608.00,4482.00,1819.00,2187.00,27.00,224.00,3457.00,8926.00,-5469.00,-13.00,1785.00
