1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q1,-44.00,0.00,-44.00,0.00,-44.00,0.00,-44.00,-42.00,9.00,0.00,-51.00,0.00,56.00,56.00,0.00,-58.00,-65.00,7.00,0.00
1954:Q2,-20.00,0.00,-20.00,0.00,-20.00,0.00,-20.00,10.00,30.00,0.00,-20.00,0.00,8.00,8.00,0.00,-38.00,-38.00,0.00,0.00
1954:Q3,-128.00,0.00,-128.00,0.00,-128.00,0.00,-128.00,-175.00,-47.00,0.00,-128.00,0.00,164.00,164.00,0.00,-117.00,-117.00,0.00,0.00
1954:Q4,10.00,0.00,10.00,0.00,10.00,0.00,10.00,38.00,27.00,0.00,11.00,0.00,70.00,70.00,0.00,-98.00,-97.00,-1.00,0.00
1955:Q1,-44.00,0.00,-44.00,0.00,-44.00,0.00,-44.00,-81.00,-36.00,0.00,-45.00,0.00,30.00,30.00,0.00,7.00,6.00,1.00,0.00
1955:Q2,-20.00,0.00,-20.00,0.00,-20.00,0.00,-20.00,14.00,8.00,0.00,6.00,0.00,33.00,33.00,0.00,-67.00,-41.00,-26.00,0.00
1955:Q3,-13.00,0.00,-13.00,0.00,-13.00,0.00,-13.00,-37.00,9.00,0.00,-46.00,0.00,-15.00,-15.00,0.00,39.00,6.00,33.00,0.00
1955:Q4,-64.00,0.00,-64.00,0.00,-64.00,0.00,-64.00,-30.00,2.00,0.00,-32.00,0.00,-8.00,-8.00,0.00,-26.00,6.00,-32.00,0.00
1956:Q1,4.00,0.00,4.00,0.00,4.00,0.00,4.00,-41.00,-14.00,0.00,-27.00,0.00,-12.00,-12.00,0.00,57.00,26.00,31.00,0.00
1956:Q2,-69.00,0.00,-69.00,0.00,-69.00,0.00,-69.00,-51.00,20.00,0.00,-71.00,0.00,-103.00,-103.00,0.00,85.00,83.00,2.00,0.00
1956:Q3,73.00,0.00,73.00,0.00,73.00,0.00,73.00,155.00,79.00,0.00,76.00,0.00,-164.00,-164.00,0.00,82.00,85.00,-3.00,0.00
1956:Q4,556.00,0.00,556.00,0.00,556.00,0.00,556.00,545.00,-39.00,0.00,584.00,0.00,-26.00,-26.00,0.00,37.00,65.00,-28.00,0.00
1957:Q1,-20.00,0.00,-20.00,0.00,-20.00,0.00,-20.00,-58.00,-9.00,0.00,-49.00,0.00,-348.00,-348.00,0.00,386.00,357.00,29.00,0.00
1957:Q2,61.00,0.00,61.00,0.00,61.00,0.00,61.00,73.00,9.00,0.00,64.00,0.00,-326.00,-326.00,0.00,314.00,317.00,-3.00,0.00
1957:Q3,249.00,0.00,249.00,0.00,249.00,0.00,249.00,254.00,15.00,0.00,239.00,0.00,-27.00,-27.00,0.00,22.00,12.00,10.00,0.00
1957:Q4,77.00,0.00,77.00,0.00,77.00,0.00,77.00,35.00,-48.00,0.00,83.00,0.00,-98.00,-98.00,0.00,140.00,146.00,-6.00,0.00
1958:Q1,67.00,0.00,67.00,0.00,67.00,0.00,67.00,94.00,17.00,0.00,77.00,0.00,370.00,370.00,0.00,-397.00,-387.00,-10.00,0.00
1958:Q2,42.00,0.00,42.00,0.00,42.00,0.00,42.00,13.00,-37.00,0.00,50.00,0.00,1075.00,1075.00,0.00,-1046.00,-1038.00,-8.00,0.00
1958:Q3,-53.00,0.00,-53.00,0.00,-53.00,0.00,-53.00,-9.00,-1.00,0.00,-8.00,0.00,483.00,483.00,0.00,-527.00,-482.00,-45.00,0.00
1958:Q4,-73.00,0.00,-73.00,0.00,-73.00,0.00,-73.00,-137.00,-7.00,0.00,-130.00,0.00,347.00,347.00,0.00,-283.00,-340.00,57.00,0.00
1959:Q1,-165.00,0.00,-165.00,0.00,-165.00,0.00,-165.00,-170.00,-4.00,0.00,-166.00,0.00,96.00,96.00,0.00,-91.00,-92.00,1.00,0.00
1959:Q2,318.00,0.00,318.00,0.00,318.00,0.00,318.00,315.00,-3.00,0.00,318.00,0.00,740.00,740.00,0.00,-737.00,-737.00,0.00,0.00
1959:Q3,-26.00,0.00,-26.00,0.00,-26.00,0.00,-26.00,160.00,47.00,0.00,113.00,0.00,167.00,167.00,0.00,-353.00,-214.00,-139.00,0.00
1959:Q4,-88.00,0.00,-88.00,0.00,-88.00,0.00,-88.00,-236.00,-37.00,0.00,-199.00,0.00,72.00,72.00,0.00,76.00,-35.00,111.00,0.00
1960:Q1,-109.00,0.00,-109.00,0.00,-109.00,0.00,-109.00,-117.00,-2.00,0.00,-115.00,0.00,50.00,50.00,0.00,-42.00,-48.00,6.00,0.00
1960:Q2,-81.00,0.00,-81.00,0.00,-81.00,0.00,-81.00,-65.00,-8.00,0.00,-57.00,0.00,94.00,94.00,0.00,-110.00,-86.00,-24.00,0.00
1960:Q3,-102.00,0.00,-102.00,0.00,-102.00,0.00,-102.00,-77.00,-1.00,0.00,-76.00,0.00,638.00,638.00,0.00,-663.00,-637.00,-26.00,0.00
1960:Q4,-150.00,0.00,-150.00,0.00,-150.00,0.00,-150.00,-158.00,-3.00,0.00,-155.00,0.00,921.00,921.00,0.00,-913.00,-918.00,5.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,-25.00,25.00,0.00,-47.00,8.00,0.00,-67.00,13.00,371.00,371.00,0.00,-325.00,-379.00,42.00,13.00
1961:Q2,150.00,0.00,150.00,0.00,-11.00,161.00,150.00,129.00,8.00,0.00,40.00,81.00,-170.00,-170.00,0.00,192.00,162.00,-51.00,81.00
1961:Q3,359.00,0.00,359.00,0.00,483.00,-124.00,359.00,408.00,28.00,0.00,442.00,-62.00,146.00,146.00,0.00,-195.00,-174.00,41.00,-62.00
1961:Q4,-258.00,0.00,-258.00,0.00,-312.00,54.00,-258.00,-330.00,-23.00,0.00,-334.00,27.00,510.00,510.00,0.00,-438.00,-487.00,22.00,27.00
1962:Q1,-123.00,0.00,-123.00,0.00,-237.00,114.00,-123.00,-201.00,-23.00,0.00,-235.00,57.00,304.00,304.00,0.00,-226.00,-281.00,-2.00,57.00
1962:Q2,280.00,0.00,280.00,0.00,-44.00,324.00,280.00,175.00,57.00,0.00,-44.00,162.00,116.00,116.00,0.00,-11.00,-173.00,0.00,162.00
1962:Q3,-435.00,0.00,-435.00,0.00,-331.00,-104.00,-435.00,-464.00,-77.00,0.00,-335.00,-52.00,445.00,445.00,0.00,-416.00,-368.00,4.00,-52.00
1962:Q4,-365.00,0.00,-365.00,0.00,-14.00,-351.00,-365.00,-123.00,64.00,0.00,-11.00,-176.00,25.00,25.00,0.00,-268.00,-89.00,-3.00,-176.00
1963:Q1,79.00,0.00,79.00,0.00,46.00,33.00,79.00,53.00,-11.00,0.00,47.00,17.00,111.00,111.00,0.00,-85.00,-100.00,-1.00,17.00
1963:Q2,-7.00,0.00,-7.00,0.00,-1.00,-6.00,-7.00,69.00,29.00,0.00,43.00,-3.00,116.00,116.00,0.00,-192.00,-145.00,-44.00,-3.00
1963:Q3,-31.00,0.00,-31.00,0.00,-59.00,28.00,-31.00,-136.00,-45.00,0.00,-105.00,14.00,196.00,196.00,0.00,-91.00,-151.00,46.00,14.00
1963:Q4,43.00,0.00,43.00,0.00,-15.00,58.00,43.00,50.00,31.00,0.00,-10.00,29.00,38.00,38.00,0.00,-45.00,-69.00,-5.00,29.00
1964:Q1,97.00,0.00,97.00,0.00,-131.00,228.00,97.00,-15.00,6.00,0.00,-135.00,114.00,46.00,46.00,0.00,66.00,-52.00,4.00,114.00
1964:Q2,-376.00,0.00,-376.00,0.00,-118.00,-258.00,-376.00,-175.00,73.00,0.00,-119.00,-129.00,-73.00,-73.00,0.00,-128.00,0.00,1.00,-129.00
1964:Q3,-90.00,0.00,-90.00,0.00,-135.00,45.00,-90.00,-96.00,18.00,0.00,-136.00,23.00,-20.00,-20.00,0.00,26.00,2.00,1.00,23.00
1964:Q4,323.00,0.00,323.00,0.00,118.00,205.00,323.00,123.00,-97.00,0.00,117.00,103.00,172.00,172.00,0.00,29.00,-75.00,1.00,103.00
1965:Q1,-10.00,0.00,-10.00,0.00,-68.00,58.00,-10.00,-44.00,-8.00,0.00,-65.00,29.00,833.00,833.00,0.00,-799.00,-825.00,-3.00,29.00
1965:Q2,522.00,0.00,522.00,0.00,466.00,56.00,522.00,532.00,39.00,0.00,465.00,28.00,590.00,590.00,0.00,-600.00,-629.00,1.00,28.00
1965:Q3,83.00,0.00,83.00,0.00,-330.00,413.00,83.00,-169.00,-48.00,0.00,-327.00,207.00,124.00,124.00,0.00,128.00,-76.00,-3.00,207.00
1965:Q4,-152.00,0.00,-152.00,0.00,26.00,-178.00,-152.00,-58.00,6.00,0.00,25.00,-89.00,119.00,119.00,0.00,-213.00,-125.00,1.00,-89.00
1966:Q1,-356.00,0.00,-356.00,0.00,-134.00,-222.00,-356.00,-204.00,31.00,0.00,-124.00,-111.00,68.00,68.00,0.00,-220.00,-99.00,-10.00,-111.00
1966:Q2,141.00,0.00,141.00,0.00,-22.00,163.00,141.00,53.00,-8.00,0.00,-21.00,82.00,209.00,209.00,0.00,-121.00,-201.00,-1.00,82.00
1966:Q3,91.00,0.00,91.00,0.00,-335.00,426.00,91.00,-128.00,2.00,0.00,-343.00,213.00,173.00,173.00,0.00,46.00,-175.00,8.00,213.00
1966:Q4,127.00,0.00,127.00,0.00,-46.00,173.00,127.00,24.00,-22.00,0.00,-41.00,87.00,121.00,121.00,0.00,-18.00,-99.00,-5.00,87.00
1967:Q1,-976.00,0.00,-976.00,0.00,31.00,-1007.00,-976.00,-469.00,1.00,0.00,34.00,-504.00,51.00,51.00,0.00,-559.00,-52.00,-3.00,-504.00
1967:Q2,434.00,0.00,434.00,0.00,10.00,424.00,434.00,203.00,-18.00,0.00,9.00,212.00,15.00,15.00,0.00,216.00,3.00,1.00,212.00
1967:Q3,467.00,0.00,467.00,0.00,5.00,462.00,467.00,247.00,12.00,0.00,4.00,231.00,92.00,92.00,0.00,128.00,-104.00,1.00,231.00
1967:Q4,1193.00,0.00,1193.00,0.00,48.00,1145.00,1193.00,635.00,12.00,0.00,50.00,573.00,1012.00,1012.00,0.00,-454.00,-1024.00,-2.00,573.00
1968:Q1,450.00,0.00,450.00,0.00,57.00,393.00,450.00,387.00,136.00,0.00,54.00,197.00,1362.00,1362.00,0.00,-1299.00,-1498.00,3.00,197.00
1968:Q2,159.00,0.00,159.00,0.00,426.00,-267.00,159.00,392.00,95.00,0.00,430.00,-134.00,22.00,22.00,0.00,-255.00,-117.00,-4.00,-134.00
1968:Q3,497.00,0.00,497.00,0.00,23.00,474.00,497.00,335.00,74.00,0.00,24.00,237.00,-74.00,-74.00,0.00,236.00,0.00,-1.00,237.00
1968:Q4,939.00,0.00,939.00,0.00,364.00,575.00,939.00,785.00,137.00,0.00,360.00,288.00,-137.00,-137.00,0.00,292.00,0.00,4.00,288.00
1969:Q1,101.00,0.00,101.00,0.00,31.00,70.00,101.00,10.00,-56.00,0.00,31.00,35.00,56.00,56.00,0.00,35.00,0.00,0.00,35.00
1969:Q2,-18.00,0.00,-18.00,0.00,228.00,-246.00,-18.00,423.00,317.00,0.00,229.00,-123.00,-317.00,-317.00,0.00,-124.00,0.00,-1.00,-123.00
1969:Q3,675.00,0.00,675.00,0.00,233.00,442.00,675.00,462.00,11.00,0.00,230.00,221.00,-11.00,-11.00,0.00,224.00,0.00,3.00,221.00
1969:Q4,-544.00,0.00,-544.00,0.00,542.00,-1086.00,-544.00,699.00,695.00,0.00,547.00,-543.00,-695.00,-695.00,0.00,-548.00,0.00,-5.00,-543.00
1970:Q1,1209.00,867.00,342.00,920.00,253.00,-831.00,1209.00,-200.00,-956.00,920.00,252.00,-416.00,823.00,-44.00,867.00,586.00,1000.00,1.00,-416.00
1970:Q2,-1011.00,0.00,-1011.00,37.00,-227.00,-821.00,-1011.00,-606.00,-14.00,37.00,-218.00,-411.00,14.00,14.00,0.00,-420.00,0.00,-9.00,-411.00
1970:Q3,-406.00,0.00,-406.00,34.00,-406.00,-34.00,-406.00,-548.00,-145.00,34.00,-420.00,-17.00,395.00,395.00,0.00,-253.00,-250.00,14.00,-17.00
1970:Q4,-618.00,0.00,-618.00,-140.00,-9.00,-469.00,-618.00,-401.00,-37.00,-140.00,11.00,-235.00,422.00,422.00,0.00,-640.00,-385.00,-20.00,-235.00
1971:Q1,675.00,717.00,-42.00,592.00,-255.00,-379.00,675.00,59.00,-109.00,592.00,-235.00,-190.00,826.00,109.00,717.00,-210.00,0.00,-20.00,-190.00
1971:Q2,-382.00,0.00,-382.00,-196.00,-252.00,66.00,-382.00,-493.00,-56.00,-196.00,-274.00,33.00,456.00,456.00,0.00,-345.00,-400.00,22.00,33.00
1971:Q3,-1077.00,0.00,-1077.00,-150.00,-851.00,-76.00,-1077.00,-1135.00,-100.00,-150.00,-847.00,-38.00,300.00,300.00,0.00,-242.00,-200.00,-4.00,-38.00
1971:Q4,19.00,0.00,19.00,3.00,8.00,8.00,19.00,13.00,-1.00,3.00,7.00,4.00,1.00,1.00,0.00,5.00,0.00,1.00,4.00
1972:Q1,1344.00,710.00,634.00,710.00,1.00,-77.00,1344.00,674.00,0.00,710.00,2.00,-39.00,1254.00,544.00,710.00,-584.00,-544.00,-1.00,-39.00
1972:Q2,60.00,0.00,60.00,-7.00,-185.00,252.00,60.00,-65.00,0.00,-7.00,-184.00,126.00,0.00,0.00,0.00,125.00,0.00,-1.00,126.00
1972:Q3,-93.00,0.00,-93.00,0.00,15.00,-108.00,-93.00,-37.00,-3.00,0.00,20.00,-54.00,3.00,3.00,0.00,-59.00,0.00,-5.00,-54.00
1972:Q4,-50.00,0.00,-50.00,0.00,16.00,-66.00,-50.00,-22.00,0.00,0.00,11.00,-33.00,0.00,0.00,0.00,-28.00,0.00,5.00,-33.00
1973:Q1,-213.00,0.00,-213.00,0.00,13.00,-226.00,-213.00,-98.00,0.00,0.00,15.00,-113.00,0.00,0.00,0.00,-115.00,0.00,-2.00,-113.00
1973:Q2,-11.00,0.00,-11.00,-9.00,-8.00,6.00,-11.00,-1.00,0.00,-9.00,5.00,3.00,0.00,0.00,0.00,-10.00,0.00,-13.00,3.00
1973:Q3,23.00,0.00,23.00,0.00,13.00,10.00,23.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,18.00,0.00,13.00,5.00
1973:Q4,43.00,0.00,43.00,0.00,15.00,28.00,43.00,29.00,0.00,0.00,15.00,14.00,0.00,0.00,0.00,14.00,0.00,0.00,14.00
1974:Q1,246.00,0.00,246.00,0.00,209.00,37.00,246.00,234.00,0.00,0.00,215.00,19.00,0.00,0.00,0.00,13.00,0.00,-6.00,19.00
1974:Q2,358.00,0.00,358.00,29.00,244.00,85.00,358.00,312.00,0.00,29.00,240.00,43.00,0.00,0.00,0.00,47.00,0.00,4.00,43.00
1974:Q3,1003.00,0.00,1003.00,123.00,728.00,152.00,1003.00,920.00,0.00,123.00,721.00,76.00,0.00,0.00,0.00,83.00,0.00,7.00,76.00
1974:Q4,-137.00,0.00,-137.00,20.00,84.00,-241.00,-137.00,-94.00,-85.00,20.00,92.00,-121.00,0.00,0.00,0.00,-44.00,85.00,-8.00,-121.00
1975:Q1,325.00,0.00,325.00,4.00,307.00,14.00,325.00,300.00,32.00,4.00,257.00,7.00,0.00,0.00,0.00,25.00,-32.00,50.00,7.00
1975:Q2,29.00,0.00,29.00,16.00,7.00,6.00,29.00,21.00,0.00,16.00,2.00,3.00,0.00,0.00,0.00,8.00,0.00,5.00,3.00
1975:Q3,333.00,0.00,333.00,25.00,95.00,213.00,333.00,241.00,21.00,25.00,88.00,107.00,0.00,0.00,0.00,93.00,-21.00,7.00,107.00
1975:Q4,161.00,0.00,161.00,21.00,57.00,83.00,161.00,123.00,0.00,21.00,60.00,42.00,0.00,0.00,0.00,39.00,0.00,-3.00,42.00
1976:Q1,777.00,0.00,777.00,45.00,237.00,495.00,777.00,536.00,0.00,45.00,243.00,248.00,0.00,0.00,0.00,242.00,0.00,-6.00,248.00
1976:Q2,1578.00,0.00,1578.00,-14.00,798.00,794.00,1578.00,1196.00,0.00,-14.00,813.00,397.00,1.00,1.00,0.00,381.00,-1.00,-15.00,397.00
1976:Q3,408.00,0.00,408.00,18.00,716.00,-326.00,408.00,568.00,0.00,18.00,713.00,-163.00,0.00,0.00,0.00,-160.00,0.00,3.00,-163.00
1976:Q4,-207.00,0.00,-207.00,29.00,461.00,-697.00,-207.00,125.00,0.00,29.00,444.00,-349.00,0.00,0.00,0.00,-332.00,0.00,17.00,-349.00
1977:Q1,362.00,0.00,362.00,0.00,389.00,-27.00,362.00,399.00,22.00,0.00,390.00,-14.00,-60.00,-60.00,0.00,24.00,38.00,-1.00,-14.00
1977:Q2,24.00,0.00,24.00,83.00,80.00,-139.00,24.00,105.00,16.00,83.00,75.00,-70.00,0.00,0.00,0.00,-81.00,-16.00,5.00,-70.00
1977:Q3,-112.00,0.00,-112.00,9.00,-133.00,12.00,-112.00,-93.00,25.00,9.00,-133.00,6.00,0.00,0.00,0.00,-19.00,-25.00,0.00,6.00
1977:Q4,-17.00,0.00,-17.00,29.00,-42.00,-4.00,-17.00,-76.00,-62.00,29.00,-41.00,-2.00,-61.00,-61.00,0.00,120.00,123.00,-1.00,-2.00
1978:Q1,-187.00,0.00,-187.00,16.00,-324.00,121.00,-187.00,-250.00,-1.00,16.00,-325.00,61.00,1.00,1.00,0.00,62.00,0.00,1.00,61.00
1978:Q2,-248.00,0.00,-248.00,104.00,-437.00,85.00,-248.00,-284.00,0.00,104.00,-430.00,43.00,0.00,0.00,0.00,36.00,0.00,-7.00,43.00
1978:Q3,-115.00,0.00,-115.00,43.00,-195.00,37.00,-115.00,-136.00,0.00,43.00,-197.00,19.00,0.00,0.00,0.00,21.00,0.00,2.00,19.00
1978:Q4,-247.00,0.00,-247.00,-1412.00,-3275.00,4440.00,-247.00,-2464.00,0.00,-1412.00,-3272.00,2220.00,-65.00,-65.00,0.00,2282.00,65.00,-3.00,2220.00
1979:Q1,4724.00,1139.00,3585.00,1142.00,86.00,2357.00,4724.00,2399.00,0.00,1142.00,78.00,1179.00,1139.00,0.00,1139.00,1187.00,0.00,8.00,1179.00
1979:Q2,-322.00,0.00,-322.00,-6.00,78.00,-394.00,-322.00,-113.00,0.00,-6.00,90.00,-197.00,0.00,0.00,0.00,-209.00,0.00,-12.00,-197.00
1979:Q3,-2779.00,0.00,-2779.00,0.00,52.00,-2831.00,-2779.00,-1269.00,95.00,0.00,52.00,-1416.00,0.00,0.00,0.00,-1511.00,-95.00,0.00,-1416.00
1979:Q4,583.00,0.00,583.00,-1.00,-27.00,611.00,583.00,393.00,121.00,-1.00,-33.00,306.00,-65.00,-65.00,0.00,256.00,-56.00,6.00,306.00
1980:Q1,4420.00,1152.00,3268.00,1152.00,34.00,2082.00,4420.00,2228.00,0.00,1152.00,35.00,1041.00,1152.00,0.00,1152.00,1040.00,0.00,-1.00,1041.00
1980:Q2,-502.00,0.00,-502.00,-112.00,99.00,-489.00,-502.00,-255.00,0.00,-112.00,102.00,-245.00,0.00,0.00,0.00,-248.00,0.00,-3.00,-245.00
1980:Q3,1109.00,0.00,1109.00,261.00,294.00,554.00,1109.00,844.00,4.00,261.00,302.00,277.00,0.00,0.00,0.00,265.00,-4.00,-8.00,277.00
1980:Q4,4279.00,0.00,4279.00,-1285.00,1240.00,4324.00,4279.00,2144.00,8.00,-1285.00,1259.00,2162.00,0.00,0.00,0.00,2135.00,-8.00,-19.00,2162.00
1981:Q1,5622.00,1093.00,4529.00,1441.00,707.00,2381.00,5622.00,3231.00,-94.00,1441.00,693.00,1191.00,1193.00,100.00,1093.00,1199.00,-6.00,14.00,1191.00
1981:Q2,905.00,0.00,905.00,23.00,780.00,102.00,905.00,853.00,0.00,23.00,779.00,51.00,0.00,0.00,0.00,52.00,0.00,1.00,51.00
1981:Q3,4.00,0.00,4.00,225.00,647.00,-868.00,4.00,435.00,0.00,225.00,644.00,-434.00,2.00,2.00,0.00,-433.00,-2.00,3.00,-434.00
1981:Q4,-262.00,0.00,-262.00,134.00,358.00,-754.00,-262.00,114.00,0.00,134.00,357.00,-377.00,1.00,1.00,0.00,-377.00,-1.00,1.00,-377.00
1982:Q1,1089.00,0.00,1089.00,400.00,547.00,142.00,1089.00,1019.00,0.00,400.00,548.00,71.00,1.00,1.00,0.00,69.00,-1.00,-1.00,71.00
1982:Q2,1132.00,0.00,1132.00,241.00,814.00,77.00,1132.00,1093.00,0.00,241.00,813.00,39.00,1.00,1.00,0.00,39.00,-1.00,1.00,39.00
1982:Q3,794.00,0.00,794.00,434.00,459.00,-99.00,794.00,836.00,0.00,434.00,451.00,-50.00,1.00,1.00,0.00,-43.00,-1.00,8.00,-50.00
1982:Q4,1949.00,0.00,1949.00,297.00,732.00,920.00,1949.00,1488.00,0.00,297.00,731.00,460.00,0.00,0.00,0.00,461.00,0.00,1.00,460.00
1983:Q1,787.00,0.00,787.00,98.00,2139.00,-1450.00,787.00,1504.00,10.00,98.00,2121.00,-725.00,0.00,0.00,0.00,-717.00,-10.00,18.00,-725.00
1983:Q2,-16.00,0.00,-16.00,303.00,212.00,-531.00,-16.00,281.00,7.00,303.00,236.00,-266.00,0.00,0.00,0.00,-297.00,-7.00,-24.00,-266.00
1983:Q3,-529.00,0.00,-529.00,209.00,88.00,-826.00,-529.00,-111.00,3.00,209.00,90.00,-413.00,0.00,0.00,0.00,-418.00,-3.00,-2.00,-413.00
1983:Q4,953.00,0.00,953.00,-545.00,1996.00,-498.00,953.00,1219.00,7.00,-545.00,2006.00,-249.00,0.00,0.00,0.00,-266.00,-7.00,-10.00,-249.00
1984:Q1,657.00,0.00,657.00,226.00,200.00,231.00,657.00,539.00,10.00,226.00,187.00,116.00,0.00,0.00,0.00,119.00,-10.00,13.00,116.00
1984:Q2,565.00,0.00,565.00,288.00,321.00,-44.00,565.00,613.00,11.00,288.00,336.00,-22.00,0.00,0.00,0.00,-48.00,-11.00,-15.00,-22.00
1984:Q3,799.00,0.00,799.00,271.00,331.00,197.00,799.00,701.00,3.00,271.00,328.00,99.00,0.00,0.00,0.00,99.00,-3.00,3.00,99.00
1984:Q4,1109.00,0.00,1109.00,194.00,143.00,772.00,1109.00,742.00,0.00,194.00,162.00,386.00,1.00,1.00,0.00,366.00,-1.00,-19.00,386.00
1985:Q1,233.00,0.00,233.00,264.00,-281.00,250.00,233.00,85.00,3.00,264.00,-307.00,125.00,0.00,0.00,0.00,148.00,-3.00,26.00,125.00
